Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,RTHII
189,0.0437767,0.0371782,0,0,0,0,0,0,0.036674,0.0217919,0.0301882,0.05198,0,0,0.0457295,0,0.021675,0.0183405,0.0298878,0.0320238,0.0227871,0.0192847,0.0162587,0.0432823,0.0184227,0.0198057,0.0165522,0.0503327,0.012173,0.0148496,0.0184848,0.0233512,0.0313456,0.0421015,0.0179046,0.00427064,0.0473372,0.00691327,0.0524505,0.0864289,0.04277,0,0,0.0401479,0,0.00973037,0.0210472,0.0494435,0.0557164,0.0259898,0.0939357,0.039401,0.0289371,0.0389202,0.0227708,0.0497998,0.0477663,0.0171987,0.0304843,0.0385553,0.0636595,0.0319637,0.0097153,0.00456866,0.0358867,0.0466238,0,0,0,0,0,0,0,0,0.0446692
190,0.0435238,0.0372448,0,0,0,0,0,0,0.034998,0.0217256,0.0303613,0.0520167,0,0,0.0457621,0,0.0216653,0.018319,0.0292686,0.0309481,0.0227121,0.0184832,0.0155189,0.0430659,0.0192682,0.0205799,0.0168265,0.0503675,0.0129387,0.0159928,0.0189452,0.0222714,0.0313813,0.0420833,0.0179093,0.00429827,0.0484048,0.00676211,0.0531553,0.086501,0.0423488,0,0,0.0406036,0,0.00966966,0.0212468,0.0498252,0.0528616,0.0253609,0.093587,0.0392058,0.0291534,0.039085,0.023787,0.0505289,0.0478014,0.0172407,0.0301044,0.0376556,0.0656053,0.0320856,0.00992619,0.00467864,0.0360298,0.0462416,0,0,0,0,0,0,0,0,0.0460687
191,0.0433726,0.0374007,0,0,0,0,0,0,0.0339231,0.0216312,0.0301766,0.0520983,0,0,0.0457942,0,0.0216683,0.0183222,0.028765,0.0293946,0.0224386,0.0182756,0.0146947,0.0428354,0.0201888,0.0212043,0.0173173,0.0505371,0.0139921,0.0174287,0.0195261,0.021265,0.0311708,0.0420491,0.0179241,0.00435378,0.0492771,0.0065757,0.0538672,0.0867001,0.0419693,0,0,0.0410351,0,0.00957314,0.0214373,0.0502875,0.0501716,0.0250209,0.093209,0.0387165,0.0293383,0.0393712,0.0246917,0.0513882,0.0475802,0.017099,0.0294552,0.0365035,0.0672168,0.0321613,0.0101352,0.00476093,0.0361992,0.0458848,0,0,0,0,0,0,0,0,0.0473258
192,0.0433074,0.0374018,0,0,0,0,0,0,0.0333172,0.0215986,0.0298297,0.052318,0,0,0.0456738,0,0.0216252,0.0183382,0.0284026,0.0274052,0.0219882,0.0184231,0.0142658,0.0425326,0.0212713,0.0215173,0.0177253,0.0507749,0.0152534,0.0189677,0.0201688,0.0204876,0.0311555,0.0418702,0.017948,0.00433327,0.0495617,0.00648773,0.0544415,0.0871178,0.0416761,0,0,0.0410866,0,0.00948787,0.0214896,0.0508222,0.0479587,0.0245989,0.0926495,0.0383223,0.0293101,0.0396982,0.025506,0.0522747,0.0470409,0.016739,0.0285726,0.0350687,0.0681191,0.0319708,0.0102689,0.00474032,0.0361134,0.0456378,0,0,0,0,0,0,0,0,0.0484582
193,0.0432551,0.0370495,0,0,0,0,0,0,0.033201,0.0216018,0.0295873,0.0527643,0,0,0.0452969,0,0.0215046,0.018284,0.0282271,0.0251105,0.0213657,0.0185556,0.0145102,0.0421399,0.0215264,0.0213868,0.017805,0.0510083,0.016419,0.0203206,0.0207796,0.0199816,0.0318077,0.0414692,0.0179335,0.00429123,0.0492878,0.00655384,0.054917,0.0879179,0.0414534,0,0,0.0405047,0,0.0094526,0.0212249,0.0514444,0.0466647,0.0239794,0.091936,0.0379189,0.0290214,0.0398506,0.026309,0.0531026,0.0462419,0.0162519,0.0275486,0.033575,0.0681613,0.0313761,0.0102278,0.00460589,0.0356261,0.0455039,0,0,0,0,0,0,0,0,0.0494982
194,0.0431646,0.0363312,0,0,0,0,0,0,0.033598,0.0217076,0.0294555,0.0532794,0,0,0.0446503,0,0.0212679,0.0180261,0.0283621,0.022678,0.0205652,0.0188559,0.015311,0.0416809,0.0210061,0.0208229,0.0175956,0.0511841,0.0173124,0.0212054,0.0213112,0.0198317,0.0330385,0.0408811,0.0178694,0.0041839,0.048535,0.00674683,0.0552666,0.0889041,0.0412885,0,0,0.0393532,0,0.00946135,0.0206272,0.0521647,0.0464055,0.0232613,0.0910651,0.0375132,0.0285341,0.0399955,0.0270711,0.0537702,0.045304,0.0156743,0.0264523,0.0321877,0.0668866,0.0304483,0.0100128,0.00437586,0.0347949,0.0454677,0,0,0,0,0,0,0,0,0.0504277
195,0.0430599,0.0357122,0,0,0,0,0,0,0.0342826,0.0218226,0.0292524,0.0534424,0,0,0.0440862,0,0.0210461,0.0176237,0.0287889,0.0203034,0.0196501,0.0194654,0.0160048,0.0411899,0.0202234,0.0201066,0.0172004,0.051059,0.0178367,0.0214317,0.021572,0.0199883,0.0342972,0.0403052,0.0177981,0.00408985,0.0476092,0.00695293,0.0555811,0.0895711,0.0411281,0,0,0.0382151,0,0.00947181,0.0200061,0.0529283,0.0471874,0.0229149,0.0902293,0.037119,0.0280894,0.040215,0.0277299,0.0543501,0.0446093,0.0150582,0.0253261,0.0310166,0.0644528,0.0295455,0.00966808,0.00416241,0.0341354,0.0454112,0,0,0,0,0,0,0,0,0.0511355
196,0.0428887,0.0350351,0,0,0,0,0,0,0.035273,0.0219363,0.0290125,0.0534286,0,0,0.0434103,0,0.0208214,0.0170728,0.0293242,0.018197,0.018726,0.0202984,0.0170028,0.0406498,0.019492,0.0195397,0.0166203,0.0503529,0.01809,0.0211298,0.0215128,0.0202506,0.0355487,0.039608,0.0177299,0.00415379,0.046436,0.00722393,0.0555676,0.0900948,0.0409793,0,0,0.0369803,0,0.00952756,0.019347,0.0536281,0.0496338,0.0225969,0.0893485,0.0367117,0.027572,0.0403633,0.0282521,0.0546933,0.0442361,0.0145528,0.0243005,0.0302002,0.0599875,0.0285617,0.00945958,0.00392001,0.0334288,0.0452972,0,0,0,0,0,0,0,0,0.051624
197,0.0426863,0.0342127,0,0,0,0,0,0,0.0368163,0.0220819,0.0291264,0.0533288,0,0,0.0426101,0,0.0205627,0.0165597,0.0298974,0.0167518,0.0179457,0.0210553,0.0183641,0.0401039,0.0188779,0.0192852,0.0160316,0.0492649,0.018248,0.0206014,0.0215428,0.0204754,0.0371707,0.0388741,0.017657,0.00427674,0.0457168,0.00753895,0.0554394,0.0906277,0.0408516,0,0,0.0355959,0,0.00964136,0.0186521,0.0542654,0.0529964,0.0222566,0.0881687,0.0364342,0.0269351,0.0403743,0.0286125,0.0549151,0.0440743,0.0140966,0.0234174,0.0296317,0.0547249,0.0275037,0.0091743,0.00377832,0.0325108,0.0451639,0,0,0,0,0,0,0,0,0.051788
198,0.0425115,0.0332554,0,0,0,0,0,0,0.03875,0.0222236,0.0295398,0.0531725,0,0,0.0418098,0,0.0203182,0.0161836,0.0303922,0.0157312,0.0174833,0.0214654,0.0198883,0.0395508,0.0188248,0.0192007,0.0155518,0.0484595,0.0184855,0.0202979,0.0217679,0.0205367,0.0391443,0.0381521,0.0175847,0.00387435,0.0461536,0.00780569,0.0557028,0.0911309,0.0407576,0,0,0.0341303,0,0.00978569,0.0179474,0.0548492,0.0565872,0.0219128,0.0868517,0.0363611,0.0262128,0.0402106,0.0289104,0.0549901,0.0440476,0.0137499,0.0226606,0.0295681,0.050065,0.0264532,0.0088044,0.00364207,0.0313816,0.045021,0,0,0,0,0,0,0,0,0.0517882
199,0.0423931,0.0325004,0,0,0,0,0,0,0.0401296,0.0222938,0.0295983,0.0529117,0,0,0.0411245,0,0.0201389,0.0159375,0.0306683,0.0143256,0.0173874,0.0215713,0.021109,0.0390564,0.0189779,0.0192148,0.0151928,0.0479902,0.0188612,0.0203618,0.02188,0.0202284,0.0410799,0.0375174,0.0175367,0.00357315,0.0481224,0.00798596,0.0567535,0.091533,0.0408097,0,0,0.0329547,0,0.00987304,0.0174526,0.0552014,0.0594232,0.0215299,0.0856341,0.0363571,0.0256463,0.0398752,0.0291837,0.0548066,0.0442449,0.0136383,0.0220404,0.029889,0.0470762,0.025641,0.00857917,0.00352885,0.030462,0.0449326,0,0,0,0,0,0,0,0,0.0518468
200,0.0422165,0.0317991,0,0,0,0,0,0,0.040248,0.0223391,0.0293669,0.0528898,0,0,0.0404201,0,0.0199853,0.0157493,0.0303454,0.0132207,0.0173421,0.0217518,0.0224428,0.0385943,0,0.0198144,0.0156416,0.0476388,0.0192887,0.0207067,0.0218121,0.0197146,0.0418698,0.0369729,0.0175028,0.00346795,0.0513683,0.00814545,0.0587929,0.0923704,0.0408111,0,0,0.0319133,0,0.00995003,0.0170587,0.0555841,0.0599029,0.0214045,0.0847937,0.0362258,0.0251185,0.0395125,0.0294639,0.0546029,0.0446764,0.0137066,0.0215494,0.0305462,0.0470971,0.0249725,0.00843441,0.00337073,0.0296539,0.0447686,0,0,0,0,0,0,0,0,0.0520901
201,0.0421958,0.0312229,0,0,0,0,0,0,0.0406373,0.0223971,0.0293659,0.0532175,0,0,0.0398602,0,0.0198316,0.0156446,0.0300177,0.0121061,0.0177574,0.02235,0.0235092,0.0382397,0.0202082,0.0199432,0.0157742,0.0472504,0.0201229,0.0216538,0.022147,0.0190539,0.0432619,0.0366252,0.0174705,0.00343746,0.0549035,0.00825772,0.061068,0.0934765,0.0409598,0,0,0.0312113,0,0.0100147,0.0167587,0.0558717,0.0581325,0.0212876,0.0841582,0.0364039,0.02478,0.0392085,0.0298601,0.0544578,0.0450323,0.0137029,0.0209986,0.0310228,0.0498412,0.0245715,0.00820753,0.00321039,0.0289977,0.0447601,0,0,0,0,0,0,0,0,0.0524077
202,0.0421192,0.0307335,0,0,0,0,0,0,0.0407995,0.0224606,0.0294052,0.0536576,0,0,0.0394278,0,0.0196671,0.0154662,0.0297355,0.0115171,0.0180024,0.0231293,0.0246498,0.0379617,0.0206911,0.0202219,0.0160235,0.0469495,0.0209136,0.0224286,0.0225205,0.0184535,0.0443103,0.0363094,0.017416,0.00347481,0.0583847,0.00840939,0.0625577,0.0947455,0.0410516,0,0,0.0306726,0,0.0101285,0.0164241,0.0562047,0.0555463,0.0212415,0.0834855,0.0365651,0.0244378,0.0387978,0.0302674,0.0542919,0.0449273,0.0134857,0.0203168,0.0310065,0.0545613,0.0242809,0.008074,0.00320682,0.0285401,0.0447426,0,0,0,0,0,0,0,0,0.0527707
203,0.0421376,0.0303636,0,0,0,0,0,0,0.0412527,0.0224972,0.0296251,0.05429,0,0,0.0391701,0,0.0195795,0.0152017,0.0296158,0.0113424,0.0182053,0.0239266,0.0256979,0.0377837,0.0209453,0.0204451,0.0161272,0.0467507,0.0216433,0.0232049,0.0229283,0.0180037,0.0455404,0.036108,0.0173708,0.0034778,0.0617599,0.00854879,0.0628189,0.0962124,0.0411788,0,0,0.0303438,0,0.0102639,0.0160693,0.0565073,0.0528315,0.0212638,0.0825531,0.0368207,0.024163,0.0380667,0.0306004,0.0538927,0.044133,0.0130839,0.0195602,0.0302571,0.060212,0.0241594,0.00801537,0.0032035,0.0282712,0.0448025,0,0,0,0,0,0,0,0,0.0531446
204,0.0421154,0.0300139,0,0,0,0,0,0,0.0418194,0.0225389,0.0300956,0.0551695,0,0,0.0389685,0,0.0196414,0.014902,0.0295587,0.0118934,0.0181681,0.0245604,0.0266801,0.0375822,0,0.0208858,0.0165691,0.0467993,0.0220573,0.0236704,0.0232822,0.017901,0.0464293,0.0359539,0.0173701,0.00336526,0.0647595,0.00868938,0.0620403,0.0977997,0.0412136,0,0,0.0300424,0,0.0104373,0.0156609,0.0565715,0.0513742,0.0214271,0.0813063,0.0368775,0.0238519,0.037282,0.0306665,0.0532695,0.0430617,0.0128219,0.0189813,0.0293347,0.0642856,0.024061,0.00800328,0.00316813,0.0280487,0.0448034,0,0,0,0,0,0,0,0,0.0533814
205,0.0421758,0.0298265,0,0,0,0,0,0,0.0436785,0.0226186,0.0309362,0.0561526,0,0,0.0388993,0,0.0197344,0.0147602,0.0297407,0.0122653,0.0182418,0.0251948,0.0272234,0.0374143,0.0208119,0.020559,0.0164412,0.046916,0.0225335,0.0241411,0.0237452,0.0180461,0.048682,0.0358876,0.0173964,0.00316273,0.0671315,0.00881376,0.0609989,0.099378,0.0413126,0,0,0.0300168,0,0.0105979,0.0154541,0.0561527,0.0506779,0.0215087,0.0799938,0.0367113,0.0236887,0.0363267,0.030603,0.0525573,0.0419936,0.012686,0.0185743,0.0283947,0.0668529,0.0241523,0.0079777,0.00314936,0.0280137,0.0448159,0,0,0,0,0,0,0,0,0.053492
206,0.0422232,0.0298082,0,0,0,0,0,0,0.0449841,0.0226643,0.0315768,0.0570517,0,0,0.0389286,0,0.0196219,0.0148039,0.0300256,0.0128034,0.0180752,0.0258164,0.0276094,0.0373216,0.0207283,0.0205816,0.0167194,0.0471506,0.0227305,0.02407,0.0240219,0.0183588,0.0500323,0.0358785,0.0173731,0.0031343,0.0687489,0.00895482,0.0599458,0.100829,0.0413735,0,0,0.0300708,0,0.010786,0.0153325,0.0554792,0.0501834,0.0216459,0.0787568,0.0365314,0.023569,0.0350728,0.0303485,0.0516572,0.0410857,0.0125776,0.0182109,0.0276549,0.0685645,0.02431,0.00798812,0.00314132,0.0281672,0.0448277,0,0,0,0,0,0,0,0,0.0535213
207,0.0423795,0.0299517,0,0,0,0,0,0,0.046105,0.0226056,0.0321221,0.0577733,0,0,0.0390896,0,0.0194515,0.0149618,0.030498,0.0133158,0.0179196,0.0267782,0.0277449,0.0373123,0.0205668,0.0206844,0.0170137,0.0472521,0.0229405,0.0240219,0.0243464,0.0186742,0.0511471,0.0359198,0.0173111,0.00328591,0.0690413,0.00906048,0.0587359,0.102083,0.0415137,0,0,0.0302347,0,0.0109642,0.0152797,0.0547821,0.0494566,0.0217412,0.0777413,0.0368144,0.0234822,0.0336659,0.0297628,0.050777,0.0403068,0.0123452,0.0177817,0.0271903,0.0694649,0.0245356,0.00804072,0.003153,0.0284215,0.0449457,0,0,0,0,0,0,0,0,0.0536451
208,0.0426691,0.0302072,0,0,0,0,0,0,0.0469403,0.0225121,0.0325469,0.0582274,0,0,0.0392919,0,0.0193925,0.0151638,0.0310366,0.0137375,0.01783,0.0279816,0.0277261,0.037336,0.0205783,0.0208186,0.017208,0.0471015,0.0234106,0.024274,0.0247172,0.0188182,0.0520149,0.0360654,0.0172966,0.00357308,0.0683907,0.00912729,0.057087,0.103159,0.0418072,0,0,0.0304541,0,0.0110801,0.0152085,0.0542267,0.048361,0.0217984,0.0769099,0.0376267,0.0234274,0.0327268,0.0290637,0.0499928,0.0395128,0.0119688,0.0173833,0.0268073,0.0689851,0.0246836,0.00811432,0.00320635,0.0286921,0.0452076,0,0,0,0,0,0,0,0,0.0538312
209,0.0430966,0.0305576,0,0,0,0,0,0,0.0474218,0.0224375,0.0328806,0.0583734,0,0,0.0395205,0,0.0194232,0.0153283,0.0315642,0.0140971,0.0178406,0.0290711,0.0275601,0.0374935,0.0207765,0.0209812,0.017044,0.0467043,0.0239953,0.0247467,0.0251161,0.0187517,0.0527816,0.0363446,0.0173325,0.00353447,0.066814,0.00919488,0.0550971,0.104142,0.0422279,0,0,0.0307281,0,0.0111579,0.0151683,0.0539194,0.0466976,0.0219155,0.0759072,0.0389193,0.0234553,0.0319814,0.0290411,0.0491958,0.0385455,0.0115525,0.0171841,0.0259821,0.0671562,0.0248318,0.0081518,0.00329495,0.0289779,0.0456065,0,0,0,0,0,0,0,0,0.0537928
210,0.0436426,0.0309106,0,0,0,0,0,0,0.0477483,0.0223693,0.0332898,0.0581647,0,0,0.0399114,0,0.0195275,0.015495,0.0320623,0.0145331,0.017872,0.0299454,0.0274496,0.0377735,0.0211862,0.0212855,0.0165643,0.0462499,0.0244876,0.025301,0.0254691,0.0185814,0.053545,0.0366319,0.0173718,0.00359176,0.0645448,0.00924864,0.0532077,0.104988,0.042779,0,0,0.0310087,0,0.0111489,0.0151768,0.0537412,0.0444648,0.0221865,0.0746771,0.0382486,0.0234761,0.0312296,0.0296897,0.048388,0.0374469,0.0111175,0.0171716,0.0248801,0.064776,0.0250319,0.00800984,0.00332045,0.029249,0.0461498,0,0,0,0,0,0,0,0,0.0534821
211,0.044204,0.0311811,0,0,0,0,0,0,0.0479774,0.0223295,0.0335894,0.0576324,0,0,0.0403321,0,0.0196263,0.015608,0.032452,0.0152143,0.0179969,0.0307336,0.0274251,0.0380166,0.0221865,0.0216903,0.0163895,0.0458337,0.0249392,0.0258368,0.0257797,0.0184431,0.0541541,0.0368767,0.0174228,0.00380756,0.0620546,0.00929455,0.0513265,0.105587,0.0433774,0,0,0.0312558,0,0.0111303,0.015232,0.0536251,0.0422005,0.022411,0.073558,0.0384413,0.0235694,0.0306276,0.0299979,0.0476098,0.0364395,0.010687,0.0171995,0.0239237,0.0622702,0.0252546,0.00786563,0.00329833,0.029446,0.0467161,0,0,0,0,0,0,0,0,0.0531898
212,0.0447541,0.0313669,0,0,0,0,0,0,0.0481415,0.0222619,0.0336699,0.0568875,0,0,0.040881,0,0.0196906,0.015729,0.0326864,0.0160373,0.0180925,0.0315313,0.0274607,0.0382749,0.0239026,0.0219422,0.0164427,0.0454493,0.0254493,0.0263166,0.0260494,0.0183378,0.054659,0.0371786,0.0174458,0.00376326,0.0595818,0.00936443,0.0496517,0.105868,0.0439775,0,0,0.0314241,0,0.0112195,0.0153039,0.0536754,0.0401547,0.0225832,0.0727333,0.0388703,0.0236809,0.0300485,0.0301045,0.0468703,0.0356166,0.0103185,0.0172936,0.0231055,0.0599044,0.0254209,0.00786395,0.00324262,0.0295901,0.0472025,0,0,0,0,0,0,0,0,0.0528466
213,0.0452163,0.0314652,0,0,0,0,0,0,0.0481572,0.0222026,0.033652,0.0560032,0,0,0.0414334,0,0.0197714,0.0158346,0.032782,0.0168655,0.018188,0.0323261,0.02747,0.0384951,0.0244322,0.022185,0.016536,0.0451032,0.0259607,0.0266833,0.0262722,0.0182838,0.0549539,0.0374394,0.0174491,0.00379688,0.0573003,0.00941692,0.0481856,0.105853,0.0444921,0,0,0.0314993,0,0.0113681,0.0155865,0.0538702,0.0382724,0.0227092,0.0721124,0.0394022,0.0237011,0.0293207,0.0302073,0.0461359,0.034987,0.0100763,0.0175751,0.0223628,0.0578876,0.0256013,0.00797646,0.00356338,0.0296713,0.0476368,0,0,0,0,0,0,0,0,0.0522925
214,0.045611,0.0314955,0,0,0,0,0,0,0.0479927,0.0221553,0.0337686,0.0550566,0,0,0.0418356,0,0.0198991,0.0159437,0.0327658,0.0176622,0.0182624,0.0330235,0.0275659,0.0386898,0.024115,0.0224484,0.0166168,0.0448474,0.0264223,0.0268577,0.0264075,0.0183234,0.0550463,0.0376604,0.0174745,0.00383403,0.0557939,0.00951026,0.0470074,0.10562,0.0449611,0,0,0.0316012,0,0.0116484,0.0158219,0.0541069,0.036524,0.022835,0.071622,0.04005,0.023598,0.0286483,0.0302034,0.0453182,0.0345798,0.0100163,0.0180392,0.0217607,0.0567663,0.0257936,0.00818373,0.00405687,0.0296704,0.0480442,0,0,0,0,0,0,0,0,0.0515288
215,0.0459059,0.0314675,0,0,0,0,0,0,0.0477867,0.0221221,0.0338557,0.0541622,0,0,0.0420615,0,0.0200367,0.0160481,0.0326865,0.0184158,0.0182829,0.0335605,0.027754,0.0388382,0.0237283,0.0226007,0.0166158,0.0446712,0.026854,0.0269757,0.0265111,0.018409,0.0549701,0.0377837,0.0175308,0.00389355,0.0553522,0.00948799,0.046298,0.105242,0.045355,0,0,0.0314944,0,0.011672,0.0157415,0.0541936,0.0351971,0.0228984,0.0713081,0.0406864,0.0234479,0.028139,0.029864,0.0445089,0.0343942,0.0101268,0.0186098,0.0214151,0.0568963,0.0257561,0.00816941,0.00411619,0.0295809,0.0483673,0,0,0,0,0,0,0,0,0.0506769
216,0.0461159,0.0313868,0,0,0,0,0,0,0.0473852,0.022071,0.0338541,0.0534112,0,0,0.0422191,0,0.0201446,0.0162375,0.03254,0.0190286,0.0182446,0.0340201,0.0280151,0.0389317,0.0234727,0.0226946,0.0165791,0.0444762,0.027186,0.0270673,0.0265834,0.0184903,0.0546175,0.0378374,0.01755,0.00394855,0.0556035,0.00943867,0.0459131,0.104829,0.0456723,0,0,0.0310903,0,0.0115716,0.0155055,0.0541012,0.0341362,0.0229222,0.0710716,0.0409168,0.0231927,0.0277812,0.0295006,0.0437217,0.0342854,0.0102858,0.0191735,0.0211645,0.0576769,0.0254407,0.00816388,0.00419073,0.0294125,0.048621,0,0,0,0,0,0,0,0,0.0497808
217,0.0462295,0.0312532,0,0,0,0,0,0,0.047006,0.0220556,0.0338517,0.0528941,0,0,0.0421565,0,0.0201668,0.0163466,0.0323235,0.0197198,0.018169,0.0343996,0.0283803,0.0388895,0.0232044,0.0226555,0.0165058,0.0443004,0.0272602,0.0271411,0.0267637,0.0185887,0.0543145,0.037757,0.0175354,0.00395322,0.05612,0.00942435,0.0454901,0.104409,0.0459008,0,0,0.0305732,0,0.0114651,0.0152931,0.0538526,0.0326075,0.0229711,0.0707814,0.0406811,0.0229563,0.0274329,0.0291074,0.0429109,0.03406,0.0104543,0.0196979,0.0209738,0.0589689,0.0251035,0.00806897,0.00437586,0.0291585,0.0487767,0,0,0,0,0,0,0,0,0.048758
218,0.0462531,0.0310581,0,0,0,0,0,0,0.0467712,0.0220664,0.0339315,0.0526152,0,0,0.0419183,0,0.0201147,0.0163001,0.0321121,0.0205709,0.0180835,0.0347575,0.0288179,0.0387558,0.022987,0.0225227,0.0163802,0.0441473,0.0271049,0.0272787,0.0270559,0.0186969,0.0539576,0.0375827,0.0174938,0.00394165,0.0566273,0.00953292,0.0447492,0.104015,0.0460319,0,0,0.0302103,0,0.0115062,0.0151353,0.053515,0.0308892,0.0229947,0.0705183,0.0405976,0.0227309,0.0271675,0.0286974,0.0421725,0.0336306,0.0105245,0.0200235,0.020696,0.0603055,0.024845,0.00770843,0.00415636,0.0288325,0.048836,0,0,0,0,0,0,0,0,0.0475987
219,0.0462319,0.0308687,0,0,0,0,0,0,0.0465283,0.0220736,0.0339863,0.0525144,0,0,0.041635,0,0.020046,0.0161103,0.031887,0.0215092,0.0180029,0.0350976,0.0292153,0.0385808,0.0227919,0.0223168,0.0162007,0.0440308,0.0274644,0.0274369,0.0272816,0.0187826,0.0535712,0.0373673,0.0174663,0.00387462,0.0569201,0.00966409,0.0436948,0.103672,0.0461085,0,0,0.0302279,0,0.0115851,0.0149957,0.0531905,0.0288713,0.0230154,0.0700835,0.0407623,0.0225365,0.0270852,0.0282858,0.0415079,0.032871,0.0104558,0.0201947,0.020145,0.0616653,0.0246106,0.00743556,0.00386698,0.0285451,0.0488159,0,0,0,0,0,0,0,0,0.0462343
220,0.0461973,0.0307524,0,0,0,0,0,0,0.0459142,0.02213,0.0338516,0.0524639,0,0,0.0413971,0,0.0199925,0.015859,0.031631,0.0222713,0.0178989,0.0353736,0.0294745,0.038452,0.0224457,0.0223328,0.0160996,0.043885,0.0278453,0.0275394,0.0273838,0.0188484,0.0529024,0.0372355,0.0174465,0.00381921,0.0568275,0.00973883,0.0422383,0.103368,0.0461456,0,0,0.0305883,0,0.0116626,0.0148119,0.0529346,0.0266143,0.0230837,0.0694912,0.0408026,0.0224384,0.0271826,0.0278915,0.0409855,0.0317386,0.0102289,0.0201791,0.0193428,0.0627312,0.0244507,0.00723946,0.00403074,0.0283788,0.0487476,0,0,0,0,0,0,0,0,0.0447182
221,0.0461755,0.0307069,0,0,0,0,0,0,0.0452974,0.0222484,0.0337075,0.0525279,0,0,0.0411918,0,0.0199642,0.0156673,0.0313587,0.0231983,0.0177448,0.0356469,0.0296066,0.0383891,0.0225493,0.0224488,0.0159956,0.0436864,0.0278787,0.027675,0.0274441,0.0189097,0.0521683,0.0371199,0.0174225,0.00380659,0.0561583,0.00984618,0.0403822,0.10315,0.0461575,0,0,0.03066,0,0.0117754,0.0146834,0.0527499,0.0240931,0.0232343,0.0688603,0.0406012,0.0224321,0.0274731,0.0275566,0.040688,0.030272,0.00990963,0.0200367,0.01838,0.0633606,0.0243823,0.00706484,0.00408916,0.0283312,0.0486628,0,0,0,0,0,0,0,0,0.0430659
222,0.0461652,0.0306565,0,0,0,0,0,0,0.0448528,0.0223489,0.0336057,0.0527398,0,0,0.0410687,0,0.0199052,0.0155227,0.0311162,0.0242172,0.0176276,0.0359689,0.0296754,0.0383453,0.0228798,0.0225335,0.0159033,0.0434996,0.0279496,0.0278869,0.0276549,0.0189725,0.0515805,0.0370822,0.0174031,0.00375593,0.0548751,0.00996193,0.0382708,0.103032,0.0461379,0,0,0.0304681,0,0.0118101,0.0146164,0.0525938,0.0215257,0.0234344,0.0681157,0.0406666,0.0224402,0.0280511,0.0272084,0.0404736,0.0284986,0.00946085,0.019687,0.0172573,0.063318,0.0243429,0.0067424,0.00401398,0.0284142,0.0486107,0,0,0,0,0,0,0,0,0.041308
223,0.0460988,0.0305334,0,0,0,0,0,0,0.0441804,0.0223958,0.0333948,0.0530173,0,0,0.0408929,0,0.0198107,0.015303,0.0308999,0.0251033,0.017564,0.0362232,0.0298707,0.0382694,0.0230861,0.0227128,0.0158762,0.0432952,0.027912,0.0280494,0.0277182,0.0190068,0.0510173,0.0369935,0.0173664,0.00368573,0.0531395,0.0100443,0.0359772,0.102998,0.0460677,0,0,0.0303371,0,0.0118588,0.0143543,0.0523942,0.0190763,0.0235098,0.0672534,0.0409966,0.02237,0.0289608,0.0268471,0.040326,0.0265338,0.00897164,0.0191585,0.0159651,0.0627237,0.0242694,0.0064667,0.00396718,0.0284937,0.0485537,0,0,0,0,0,0,0,0,0.0393981
224,0.0459532,0.0302789,0,0,0,0,0,0,0.0436292,0.0224205,0.033203,0.0534091,0,0,0.0405823,0,0.0197343,0.0150585,0.0306885,0.0260472,0.0174955,0.0364708,0.0303572,0.0381177,0.0232163,0.0229318,0.0158515,0.0430731,0.0284498,0.028235,0.0277847,0.0189905,0.0507563,0.0367938,0.0173371,0.00349208,0.0511564,0.0101393,0.0335873,0.103145,0.0459041,0,0,0.030069,0,0.0119678,0.014135,0.0521565,0.0168437,0.0233864,0.066349,0.0410667,0.0221297,0.0299009,0.0265483,0.0403128,0.0245079,0.00867027,0.0184972,0.0145876,0.0618874,0.0241085,0.00640109,0.00396774,0.0284218,0.0484903,0,0,0,0,0,0,0,0,0.0372966
225,0.0459756,0.0302785,0,0,0,0,0,0,0.0436462,0.0223704,0.0333214,0.0537465,0,0,0.0405103,0,0.0197893,0.01514,0.0304424,0.0272197,0.0174961,0.0367317,0.030494,0.0381066,0.023266,0.0231305,0.0157667,0.0428937,0.0294128,0.0286019,0.0281368,0.0189614,0.0507451,0.0368055,0.017344,0.00340904,0.0490982,0.0101384,0.0311608,0.103309,0.0458938,0,0,0.0301228,0,0.0120032,0.0142698,0.0518825,0.0151069,0.0235405,0.0658988,0.0411759,0.0220951,0.030762,0.0268148,0.0405012,0.022613,0.00873456,0.0173945,0.0134196,0.0603774,0.024153,0.00643698,0.00397261,0.0285683,0.0485157,0,0,0,0,0,0,0,0,0
