Timestep,C7,CLAV,IMUL_L,IMUL_M,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHII,LTHIP,LTIB,LTIBA,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RKNE,RPSI,RSHO,RTHIA,RTHII,RTHIP,RTIB,RTIBP,RTOE,RUPA,RWRA,RWRB,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,LTHIA,LTIBI,STRN,RANK,RTIBA,RTIBI,RTHI,IMUL_R,RHEE,RILC,IMUR_T,IMUR_M,IMUR_B
157,0.0061772,0.00152509,0,0,0.0170763,0.0209176,0.0159512,0.00408538,0,0,0.00977873,0,0.0175855,0.00753717,0.0373526,0.0266302,0.0209936,0.0211079,0.0127236,0.00852601,0.0337502,0.0336755,0.031218,0.0186521,0.0148337,0.0423542,0.0246895,0.0165257,0.0179654,0.00404576,0.0268159,0.00948904,0.0128107,0.00836515,0,0,0.00734948,0,0.00730435,0.0104903,0.0812521,0.00697813,0.00857939,0.00691336,0.054265,0.0720762,0.0252513,0.0227853,0.0225066,0.0324076,0.0106734,0.0133717,0.0080896,0.00675067,0,0,0,0,0,0,0,0,0.0307852,0.017101,0.00520317,0.0282228,0.0208841,0.0240423,0.0208382,0,0.0362103,0.0720287,0,0,0
158,0.00637038,0.0015562,0,0,0.0174972,0.0209815,0.0159203,0.00368881,0,0,0.00984172,0,0.0174743,0.00763234,0.0373551,0.0261841,0.0211324,0.0210196,0.0130927,0.00852657,0.0335246,0.033583,0.0307613,0.0185563,0.0146986,0.0422316,0.0253311,0.0164835,0.0179412,0.00401453,0.0267162,0.00949855,0.0125622,0.0085332,0,0,0.00764253,0,0.00725836,0.0103542,0.0813668,0.00559455,0.00851333,0.00705125,0.0524341,0.0699492,0.0229591,0.0224902,0.0231705,0.0335993,0.0110371,0.0135066,0.00804737,0.00694173,0,0,0,0,0,0,0,0,0.0307022,0.0170173,0.00531884,0.0262425,0.0213129,0.0233681,0.0192406,0,0.036159,0.0721038,0,0,0
159,0.00637344,0.00158539,0,0,0.0179706,0.0210004,0.015888,0.00332737,0,0,0.00985627,0,0.017436,0.00756479,0.037388,0.0256271,0.0212769,0.0207171,0.0133685,0.00856138,0.0333413,0.0335131,0.0302878,0.0183859,0.0145126,0.0421313,0.0262374,0.0164921,0.0179615,0.00404672,0.0270089,0.00946387,0.012256,0.00867829,0,0,0.00780217,0,0.00712258,0.0105591,0.0814416,0.0057149,0.0084691,0.00709653,0.0503508,0.0676048,0.0205358,0.0222709,0.0238027,0.0353307,0.0112531,0.013505,0.00803224,0.00712991,0,0,0,0,0,0,0,0,0.0305607,0.0168928,0.00544415,0.0244093,0.0217752,0.0225791,0.017447,0,0.0360525,0.0723346,0,0,0
160,0.00648876,0.00167448,0,0,0.0185334,0.0209931,0.0158565,0.00308927,0,0,0.00990814,0,0.0174524,0.00738166,0.0374785,0.024945,0.0213902,0.0204568,0.0135393,0.0086077,0.0331492,0.0333815,0.0298358,0.0182315,0.0143677,0.0420224,0.0272216,0.0165447,0.0179895,0.00411005,0.0280848,0.00942641,0.0119425,0.00882144,0,0,0.0080744,0,0.00699285,0.0106565,0.0814986,0.00737409,0.00847438,0.00715359,0.0480774,0.0651504,0.0181662,0.0218816,0.0240298,0.0378783,0.0115028,0.0135072,0.00802967,0.00732826,0,0,0,0,0,0,0,0,0.0303719,0.0167547,0.00563889,0.0224284,0.0225287,0.0214248,0.0156306,0,0.0356016,0.0726968,0,0,0
161,0.0068376,0.00180254,0,0,0.0191266,0.02103,0.0157092,0.00293696,0,0,0.0100182,0,0.0174282,0.00728979,0.0375878,0.0241987,0.0214209,0.0202365,0.0135968,0.00861014,0.0328867,0.0331738,0.0293984,0.0180513,0.0142309,0.0418664,0.0282631,0.0166348,0.0179901,0.00403344,0.0292672,0.00942424,0.0115676,0.00900351,0,0,0.00835671,0,0.00688689,0.0107445,0.0814507,0.00982777,0.00842486,0.00733593,0.045488,0.0624401,0.0155928,0.0215913,0.0241927,0.0403242,0.0118147,0.0137202,0.00804453,0.00755343,0,0,0,0,0,0,0,0,0.030175,0.0166066,0.00589575,0.0209234,0.0232935,0.0200903,0.0136057,0,0.035344,0.0731332,0,0,0
162,0.00542569,0.00191548,0,0,0.0197664,0.0210661,0.0154885,0.00275852,0,0,0.00994762,0,0.0174096,0.00724671,0.0376979,0.0234438,0.021413,0.0197902,0.0135977,0.0090175,0.0326569,0.0330081,0.0289615,0.0177496,0.0139782,0.0416287,0.0296381,0.016922,0.0179721,0.00404389,0.0304869,0.00966384,0.0110094,0.00691364,0,0,0.00811814,0,0.00719132,0.0109044,0.0813353,0.0125655,0.00817629,0.00673389,0.0425957,0.0594892,0.0128879,0.0213478,0.0242135,0.0423557,0.0110218,0.0139074,0.0082184,0.00607534,0,0,0,0,0,0,0,0,0.0300443,0.0163639,0.00530767,0.0199577,0.024081,0.0186784,0.0114618,0,0.0351169,0.0735697,0,0,0
163,0.00701627,0.00203988,0,0,0.020601,0.0212571,0.0154823,0.00259501,0,0,0.0106196,0,0.0171036,0.00781314,0.0377843,0.0226136,0.0213407,0.0189645,0.0134508,0.00875594,0.0325406,0.0329855,0.0284914,0.0173077,0.0136113,0.0412741,0.0314576,0.017069,0.0179198,0.00408795,0.0321625,0.00967758,0.0101807,0.00906557,0,0,0.00911816,0,0.00701369,0.0114449,0.0812118,0.0153299,0.0077561,0.00762675,0.0395066,0.0563588,0.0102735,0.0209997,0.0238714,0.0444802,0.0123319,0.0139998,0.00814034,0.007807,0,0,0,0,0,0,0,0,0.0300524,0.0159959,0.0061327,0.0196598,0.0251556,0.0171026,0.00936452,0,0.0348214,0.0739134,0,0,0
164,0.00697195,0.00218338,0,0,0.0213642,0.0213444,0.0154191,0.0026918,0,0,0.0107422,0,0.0169704,0.00811194,0.0378296,0.0217934,0.0212903,0.0183638,0.0131305,0.00872287,0.032448,0.0329477,0.0280252,0.0169741,0.0133002,0.0410026,0.0326709,0.0171152,0.0178749,0.00413049,0.0341888,0.00980389,0.00930089,0.00915066,0,0,0.00947055,0,0.00707973,0.0114693,0.0810797,0.0181184,0.00758238,0.0078044,0.0363459,0.0532507,0.00751256,0.0205743,0.0233313,0.0463539,0.0125473,0.0138806,0.00819266,0.00794631,0,0,0,0,0,0,0,0,0.0300984,0.0156795,0.0062487,0.0203158,0.0264977,0.0150619,0.00727403,0,0.0347692,0.0744493,0,0,0
165,0.00705377,0.00236775,0,0,0.022123,0.021395,0.0153345,0.00304043,0,0,0.0107826,0,0.0169138,0.00823652,0.0377849,0.0209326,0.0212571,0.0178885,0.012755,0.00872814,0.0323322,0.032922,0.0275922,0.0166613,0.0129534,0.040663,0.0338075,0.017083,0.0178409,0.00415471,0.0363332,0.00990232,0.00851777,0.00916998,0,0,0.00960036,0,0.00715174,0.0112534,0.0808443,0.0208309,0.00760887,0.00795111,0.0331818,0.0503481,0.00481799,0.0200545,0.0225743,0.04818,0.0125429,0.0139123,0.00820784,0.00806734,0,0,0,0,0,0,0,0,0.0301603,0.0153995,0.00640675,0.0218985,0.0281399,0.0128198,0.00514117,0,0.0352492,0.0750051,0,0,0
166,0.00721272,0.00261867,0,0,0.0229505,0.021442,0.0152126,0.00347766,0,0,0.0109096,0,0.0168998,0.00824228,0.0377262,0.0198696,0.0212115,0.0172199,0.0123655,0.00878932,0.0322367,0.0329392,0.0271323,0.016263,0.0125571,0.0402255,0.0352492,0.0170443,0.0178404,0.00418448,0.0379932,0.00996972,0.00759783,0.00908347,0,0,0.00964696,0,0.00714443,0.0114405,0.0806116,0.0234467,0.00762619,0.00808311,0.0300207,0.0475722,0.00370389,0.0197549,0.0218623,0.0492566,0.0123977,0.0142025,0.00818297,0.00814392,0,0,0,0,0,0,0,0,0.0301241,0.0150346,0.0065479,0.0240791,0.0298473,0.010652,0.00307321,0,0.0365487,0.0754976,0,0,0
167,0.00725451,0.00243752,0,0,0.023325,0.0214235,0.0149271,0.00393518,0,0,0.0107928,0,0.0169769,0.0080275,0.0376022,0.0188486,0.0211442,0.0170209,0.0119565,0.00883902,0.0321044,0.0328473,0.0267237,0.0160391,0.0122535,0.0399183,0.03588,0.0167842,0.0178458,0.00404172,0.03925,0.00996969,0.0067466,0.00919652,0,0,0.00990504,0,0.00697402,0.0115924,0.0804352,0.0257557,0.00758511,0.00831918,0.0271604,0.0451517,0.00422752,0.0195023,0.0209188,0.0497414,0.0124505,0.0144163,0.00813637,0.00824478,0,0,0,0,0,0,0,0,0.0300299,0.014725,0.00648753,0.0263442,0.0316348,0.00821851,0.00210629,0,0.0382431,0.0759413,0,0,0
168,0.00751389,0.00264639,0,0,0.0238536,0.0214126,0.0142586,0.00466703,0,0,0.0110341,0,0.0170037,0.00797822,0.0375599,0.017632,0.0211311,0.016199,0.0115157,0.00888429,0.0321132,0.0329191,0.026192,0.0153702,0.0117563,0.0393888,0.0369212,0.0167856,0.017871,0.00399065,0.0409428,0.00995895,0.00613154,0.00941043,0,0,0.0101092,0,0.00688087,0.0115024,0.0803015,0.0276117,0.0078435,0.00842145,0.0247733,0.0432613,0.00569637,0.0193244,0.0198399,0.0502181,0.0123518,0.014576,0.00809342,0.00851185,0,0,0,0,0,0,0,0,0.0300807,0.0142365,0.00672899,0.0290256,0.0335232,0.00578813,0.00307258,0,0.0399646,0.0764611,0,0,0
169,0.00768205,0.00300191,0,0,0.0240884,0.021356,0.013442,0.00561809,0,0,0.0112059,0,0.0171017,0.00797649,0.0375272,0.0165958,0.0211489,0.0150927,0.0110036,0.00882123,0.0321718,0.0330742,0.0256293,0.0146902,0.011239,0.0389186,0.0376186,0.0168065,0.0179065,0.00400335,0.0427384,0.00993258,0.00592659,0.00962914,0,0,0.0103391,0,0.00681912,0.0115252,0.0801548,0.0292835,0.00848067,0.00846442,0.0229407,0.0419522,0.00760807,0.0194378,0.0190047,0.0507084,0.0122646,0.0147848,0.00810892,0.00879995,0,0,0,0,0,0,0,0,0.0302565,0.0137672,0.00708066,0.0321485,0.0355047,0.0039609,0.00458243,0,0.0418665,0.0771283,0,0,0
170,0.00783468,0.0031653,0,0,0.0242164,0.0213689,0.0127601,0.00630878,0,0,0.011483,0,0.0171488,0.0080827,0.0374464,0.0158031,0.0211596,0.0142433,0.0106495,0.00882908,0.0322305,0.0332726,0.0250942,0.0141125,0.0107741,0.0384081,0.0384035,0.0169936,0.0179255,0.00390801,0.0442062,0.00996888,0.00545372,0.00978606,0,0,0.010573,0,0.00681516,0.0114233,0.0800538,0.0309202,0.00871322,0.00853436,0.0215582,0.041114,0.0095956,0.0197017,0.018252,0.0513257,0.0122891,0.0149047,0.00823042,0.00899681,0,0,0,0,0,0,0,0,0.0305072,0.013321,0.00711337,0.0352968,0.0373022,0.00233517,0.00598183,0,0.043785,0.077433,0,0,0
171,0.00803654,0.00329456,0,0,0.0244298,0.0214129,0.0121676,0.00683221,0,0,0.0116743,0,0.0171184,0.00823833,0.037253,0.0153478,0.0211962,0.0135595,0.0104497,0.00891774,0.0323299,0.0335322,0.024636,0.0135075,0.0102418,0.0378665,0.0392126,0.017125,0.0179167,0.00386165,0.0451926,0.0100368,0.00482522,0.00994167,0,0,0.0108941,0,0.00683936,0.0114127,0.080043,0.0323035,0.008616,0.00866067,0.0206188,0.0407481,0.0110664,0.0197755,0.0173315,0.0520301,0.0123953,0.0150021,0.0083073,0.00916073,0,0,0,0,0,0,0,0,0.0306496,0.0128524,0.0070108,0.0376094,0.0387112,0.00172735,0.0069474,0,0.0456359,0.0774399,0,0,0
172,0.00822327,0.00343148,0,0,0.0245788,0.0214429,0.0116278,0.00734979,0,0,0.0117802,0,0.0170981,0.0083055,0.0370413,0.0151343,0.0213098,0.0130608,0.0103401,0.00900754,0.0324529,0.0337937,0.0243208,0.0129076,0.00966364,0.0373313,0.0398683,0.0172559,0.0178992,0.0038354,0.0457125,0.0101161,0.00427092,0.0100351,0,0,0.0111588,0,0.00685652,0.0118944,0.0800852,0.0333364,0.00859434,0.00878511,0.0201468,0.0407894,0.0118293,0.0196779,0.0166173,0.0525128,0.0124261,0.0150532,0.00833337,0.00927258,0,0,0,0,0,0,0,0,0.0307653,0.0123693,0.00696215,0.038774,0.0397086,0.00197495,0.00740317,0,0.0476448,0.0774028,0,0,0
173,0.00665539,0.00437888,0,0,0.025008,0.021418,0.0106757,0.00791935,0,0,0.0116956,0,0.0172025,0.00809712,0.036882,0.0153584,0.0215431,0.0120317,0.0103864,0.009291,0.0326533,0.0341338,0.0240808,0.0120761,0.0089229,0.0365958,0.0411485,0.0176859,0.0179376,0.00385008,0.0456969,0.0103054,0.00390689,0.00777879,0,0,0.0104817,0,0.00726514,0.0118516,0.0801885,0.0337752,0.00869933,0.0082707,0.0201969,0.0412051,0.0119511,0.0196588,0.0164634,0.052506,0.0107885,0.0151474,0.00852563,0.00740535,0,0,0,0,0,0,0,0,0.0311263,0.0116832,0.00657585,0.0387895,0.0399527,0.00189819,0.00729313,0,0.04892,0.0774685,0,0,0
174,0.00795919,0.00440049,0,0,0.0253991,0.0214617,0.00963307,0.00845379,0,0,0.0121909,0,0.017139,0.00831035,0.0366841,0.0161437,0.0217542,0.011165,0.010458,0.00904878,0.032851,0.0344543,0.0239866,0.0112331,0.00812337,0.0357721,0.0423367,0.0177462,0.0179506,0.00385569,0.0452664,0.0102521,0.00365151,0.00944213,0,0,0.0110198,0,0.00709961,0.0119182,0.0804558,0.0334211,0.00886313,0.0084733,0.0206608,0.0418941,0.0113782,0.0195052,0.0166414,0.0519682,0.0114444,0.015307,0.00839643,0.00901705,0,0,0,0,0,0,0,0,0.031526,0.0109229,0.00710805,0.0382951,0.0395092,0.00170933,0.00661377,0,0.0487332,0.0772409,0,0,0
175,0.00799677,0.00457453,0,0,0.0258868,0.0213614,0.00869833,0.00891105,0,0,0.0123475,0,0.0172261,0.00821978,0.0364478,0.0173878,0.0219936,0.0105756,0.010642,0.00901396,0.0330714,0.0347341,0.0240251,0.0104226,0.00730563,0.0349112,0.0435078,0.0177569,0.0179795,0.00378964,0.0445073,0.0102758,0.00339438,0.00944258,0,0,0.0109628,0,0.00713096,0.0116486,0.0808592,0.0328109,0.00888214,0.00835849,0.0215167,0.042836,0.0102515,0.0194147,0.0173135,0.0508527,0.0110341,0.0153203,0.00837392,0.00903122,0,0,0,0,0,0,0,0,0.0319033,0.0102578,0.00702302,0.0376505,0.0386028,0.00123372,0.00553571,0,0.0467188,0.076866,0,0,0
176,0.00804891,0.00478787,0,0,0.0265153,0.0212823,0.0076956,0.00943918,0,0,0.0125355,0,0.0173466,0.00816554,0.0362115,0.0190961,0.0223235,0.0098334,0.0109174,0.00896528,0.0333962,0.0351237,0.0241868,0.00948943,0.00638046,0.0339759,0.0447622,0.0176883,0.0180201,0.00377036,0.0428764,0.0102823,0.00318369,0.00937454,0,0,0.010938,0,0.00713618,0.0114402,0.0812583,0.0321083,0.00887327,0.00822967,0.0228221,0.0439725,0.0088277,0.0197413,0.0185165,0.0489802,0.0106498,0.0154102,0.00839391,0.008981,0,0,0,0,0,0,0,0,0.032296,0.00962221,0.00692365,0.0363068,0.0373897,0.00226959,0.00427373,0,0.0443558,0.0763918,0,0,0
177,0.0080741,0.00505713,0,0,0.0269105,0.0212283,0.00665107,0.0100177,0,0,0.0125716,0,0.0174824,0.00811292,0.0359589,0.0211446,0.0227582,0.00910017,0.0112752,0.00881135,0.0337586,0.0356007,0.0244397,0.00850421,0.00533789,0.0330349,0.0459476,0.0176022,0.0180594,0.00385771,0.0417113,0.0103092,0.00318879,0.00924464,0,0,0.0109249,0,0.00716844,0.0115997,0.0816192,0.0309998,0.00911823,0.00814427,0.0247531,0.0454585,0.00706474,0.0201808,0.0197996,0.0471602,0.0102799,0.0155539,0.0084445,0.0089213,0,0,0,0,0,0,0,0,0.0326185,0.00903781,0.00683518,0.0348457,0.0361294,0.0040582,0.00286797,0,0.0426536,0.0759391,0,0,0
178,0.00792139,0.00524983,0,0,0.0271728,0.0211596,0.00548409,0.0106581,0,0,0.0125937,0,0.0176424,0.00816916,0.0356954,0.0233684,0.0232175,0.0083471,0.0116989,0.00869339,0.0341646,0.0361427,0.0247132,0.00751198,0.00421512,0.0320655,0.0471105,0.0176759,0.0181096,0.00376901,0.0415381,0.0103263,0.00345302,0.00902786,0,0,0.0109639,0,0.007225,0.0116376,0.0820299,0.0297116,0.009423,0.00812913,0.0271464,0.0472642,0.00505929,0.0210377,0.0213658,0.0465141,0.00990378,0.0156348,0.0085708,0.00876943,0,0,0,0,0,0,0,0,0.0330758,0.00835528,0.00662538,0.0344382,0.0351387,0.00616353,0.00226573,0,0.041898,0.07549,0,0,0
179,0.00788549,0.00502484,0,0,0.0268802,0.0210673,0.00445633,0.0113227,0,0,0.0124385,0,0.0178346,0.0082048,0.0354142,0.0251596,0.0236074,0.00797115,0.0120628,0.00847648,0.034499,0.0365679,0.0250513,0.00677527,0.00320858,0.031264,0.0474735,0.0175288,0.0181485,0.00356949,0.0418141,0.01035,0.00388223,0.00902157,0,0,0.0112991,0,0.00720035,0.0115944,0.082445,0.0293866,0.00978044,0.00799077,0.0293488,0.0490409,0.00381712,0.0230128,0.0238057,0.0472805,0.00982609,0.0157798,0.00861832,0.00887907,0,0,0,0,0,0,0,0,0.0336099,0.00784224,0.00625189,0.0356192,0.0345838,0.0081465,0.00296373,0,0.0416699,0.0750882,0,0,0
180,0.00821487,0.00529265,0,0,0.0265178,0.0209401,0.00326126,0.0122182,0,0,0.012431,0,0.0179937,0.00828128,0.0352082,0.0270962,0.023987,0.00706182,0.0123143,0.0084268,0.0349924,0.0371008,0.0252183,0.00590422,0.00206345,0.0304134,0.0479743,0.0174904,0.0181844,0.00345342,0.0422889,0.0103582,0.00440709,0.00909735,0,0,0.0115221,0,0.00721861,0.0116792,0.0827537,0.0307656,0.0100752,0.00799769,0.0307942,0.0505075,0.00401028,0.0251197,0.0262952,0.048862,0.00958565,0.0157841,0.00861064,0.00923514,0,0,0,0,0,0,0,0,0.0344028,0.00756786,0.00624932,0.0368443,0.0344235,0.00946269,0.00404501,0,0.0412493,0.0748026,0,0,0
181,0.00865935,0.0056862,0,0,0.0257492,0.0208172,0.00231873,0.0132919,0,0,0.0124276,0,0.018175,0.00821425,0.0351175,0.0290795,0.0243347,0.00595547,0.0123422,0.00849023,0.0355391,0.0376789,0.0252028,0.00517242,0.000960643,0.0295936,0.0481105,0.0174781,0.018225,0.00343248,0.0423782,0.0103183,0.00512626,0.00916025,0,0,0.0115808,0,0.00718251,0.0117142,0.0829247,0.0332085,0.0103404,0.00803911,0.0314298,0.0516166,0.00574476,0.0260394,0.0274219,0.0503081,0.00917505,0.0160136,0.0086731,0.00979581,0,0,0,0,0,0,0,0,0.0352007,0.00764639,0.00641061,0.0363961,0.0343443,0.00995794,0.00491047,0,0.0404138,0.0746919,0,0,0
182,0.009101,0.00593993,0,0,0.0241924,0.0206999,0.00276207,0.0144229,0,0,0.0123546,0,0.0184154,0.00793712,0.0351317,0.0307906,0.0246471,0.00549689,0.0121442,0.00862053,0.0359594,0.0381265,0.0250493,0.0050256,0.0012002,0.0288714,0.0472272,0.0173904,0.0182947,0.00346627,0.0422069,0.010283,0.00606106,0.00921226,0,0,0.0116996,0,0.0071597,0.0116973,0.0831021,0.0347632,0.010631,0.00809774,0.0316263,0.0525177,0.00831246,0.0256578,0.0270894,0.0514403,0.00866066,0.016301,0.00873452,0.0104529,0,0,0,0,0,0,0,0,0.0357302,0.00811774,0.00662436,0.0345479,0.0341195,0.0100269,0.00605116,0,0.0393006,0.0747742,0,0,0
183,0.00846506,0.00707542,0,0,0.0219284,0.0204934,0.00429063,0.0155116,0,0,0.0118793,0,0.0187218,0.00741163,0.0352791,0.0318616,0.0249484,0.005841,0.0118544,0.00914455,0.0361238,0.0383149,0.0248916,0.00554057,0.00244147,0.0282435,0.0453249,0.0173649,0.0183725,0.00354185,0.041684,0.0102996,0.00709992,0.00856586,0,0,0.0107106,0,0.00742979,0.0113178,0.0833971,0.0340712,0.0108459,0.0095029,0.0315627,0.0532067,0.0108253,0.0248257,0.0263964,0.0521783,0.00670032,0.0163859,0.00899665,0.00920562,0,0,0,0,0,0,0,0,0.0358049,0.0087283,0.00717248,0.0322405,0.0337355,0.00971701,0.00773552,0,0.0383009,0.075128,0,0,0
184,0.0105138,0.00594025,0,0,0.0195522,0.0204284,0.00569177,0.0164904,0,0,0.012118,0,0.0187907,0.00762521,0.0353628,0.0321568,0.0251366,0.00673756,0.0113923,0.00882304,0.0362808,0.0384105,0.0250288,0.00626393,0.00372254,0.0276647,0.0433081,0.0167854,0.0184246,0.00359727,0.0408122,0.0100921,0.00806762,0.0102846,0,0,0.0117893,0,0.0069567,0.011792,0.0836484,0.0319548,0.0111196,0.00798208,0.0313049,0.0535741,0.0126156,0.0240302,0.0257613,0.0522519,0.00792387,0.0168802,0.00891459,0.0123369,0,0,0,0,0,0,0,0,0.0358027,0.00923635,0.00707171,0.0302378,0.0332744,0.0097448,0.00920482,0,0.037453,0.075534,0,0,0
185,0.0108532,0.00577515,0,0,0.0168911,0.020292,0.00682122,0.0173438,0,0,0.0115884,0,0.0190087,0.00759147,0.035421,0.0316221,0.0252724,0.00787896,0.011024,0.00880913,0.0362999,0.0383194,0.0253946,0.00715766,0.0050719,0.0272322,0.0403986,0.0162119,0.0184904,0.00365136,0.0396914,0.0100665,0.0087201,0.0106299,0,0,0.011796,0,0.00700966,0.0118541,0.083888,0.0302106,0.0112765,0.00775848,0.0312565,0.0538466,0.0137025,0.0234166,0.025308,0.0515479,0.00749307,0.0169809,0.00884582,0.012836,0,0,0,0,0,0,0,0,0.035618,0.00977547,0.00697483,0.0288224,0.0328519,0.0100958,0.010214,0,0.0366656,0.076024,0,0,0
186,0.0111087,0.00566483,0,0,0.0141636,0.0201412,0.00778742,0.0181116,0,0,0.0109604,0,0.0192265,0.00759564,0.0353782,0.0302925,0.025269,0.00915637,0.0106427,0.0086973,0.0362741,0.038171,0.0261046,0.00808274,0.00643521,0.0269584,0.0367123,0.0155665,0.0185505,0.00361701,0.038277,0.00998489,0.00891855,0.0109014,0,0,0.011776,0,0.00699245,0.0118922,0.0842666,0.0295631,0.0113296,0.00746379,0.0318483,0.0543904,0.0143355,0.0232724,0.0253127,0.0504728,0.00712104,0.0171242,0.00876628,0.013316,0,0,0,0,0,0,0,0,0.0351564,0.0102038,0.00682978,0.027931,0.0325443,0.0108942,0.0109422,0,0.0358665,0.0763352,0,0,0
187,0.011276,0.0055995,0,0,0.0119967,0.0199754,0.00869775,0.0188248,0,0,0.0103351,0,0.019444,0.00757293,0.0353189,0.0280307,0.0251945,0.0105699,0.0101741,0.00852907,0.0363454,0.0380904,0.0272291,0.0090305,0.00776224,0.0268672,0.0323872,0.0149648,0.0186407,0.00362537,0.0369319,0.00984454,0.00877864,0.0110591,0,0,0.0116853,0,0.00694271,0.0119656,0.0850823,0.0297414,0.0112866,0.00711758,0.0331183,0.0554429,0.0148082,0.0238526,0.0260084,0.0493909,0.00678821,0.0173588,0.00874708,0.0137257,0,0,0,0,0,0,0,0,0.0347719,0.0105253,0.00666237,0.0275465,0.0323432,0.0123951,0.0118436,0,0.0351235,0.0764013,0,0,0
188,0.0113849,0.00547666,0,0,0.0108766,0.0198267,0.00973506,0.0195844,0,0,0.00979176,0,0.0196421,0.0074981,0.0352765,0.025153,0.0252026,0.0117738,0.00955166,0.00829222,0.0366042,0.0381638,0.0285936,0.00990887,0.00902469,0.0269095,0.0274891,0.0144738,0.0187644,0.00364868,0.0355104,0.00973949,0.00866919,0.0112508,0,0,0.0116075,0,0.00695083,0.011885,0.0858709,0.0297751,0.0114129,0.00664549,0.0348492,0.0569731,0.0154919,0.0242015,0.0263303,0.0480768,0.00650272,0.0174578,0.00872237,0.0140842,0,0,0,0,0,0,0,0,0.0346529,0.0108192,0.00645205,0.0265172,0.0319846,0.0137197,0.013421,0,0.0334631,0.076472,0,0,0
189,0.0114149,0.00525492,0,0,0.011545,0.0196253,0.0108024,0.0203304,0,0,0.00936834,0,0.0198692,0.00752788,0.0353257,0.0218721,0.0251798,0.0125518,0.00886025,0.00798112,0.0371991,0.0384474,0.030114,0.0106538,0.0101728,0.0270492,0.0221868,0.0141395,0.018837,0.00357795,0.0340696,0.00962084,0.00871691,0.0114638,0,0,0.0115568,0,0.00693593,0.0118737,0.0865438,0.029473,0.0115209,0.00619002,0.036487,0.0585848,0.0165754,0.0241732,0.0262525,0.0465724,0.00627899,0.0174894,0.00866871,0.0142565,0,0,0,0,0,0,0,0,0.0350494,0.0110893,0.00618273,0.0251413,0.0316054,0.0146414,0.0152884,0,0.0313859,0.0766922,0,0,0
190,0.0112809,0.00507604,0,0,0.0135002,0.0193731,0.0117649,0.0208682,0,0,0.00902023,0,0.0201561,0.00756703,0.0354659,0.0188973,0.0249467,0.0132597,0.00820344,0.00769227,0.0380823,0.038914,0.0317547,0.0112653,0.0112495,0.0273433,0.016428,0.013988,0.0188968,0.00355518,0.0327746,0.00954016,0.00892688,0.0115945,0,0,0.0115382,0,0.0069722,0.0119763,0.08694,0.0289908,0.0115568,0.00570544,0.0376972,0.059934,0.0177992,0.0241063,0.0261542,0.0449308,0.00614148,0.0173122,0.00862147,0.0141566,0,0,0,0,0,0,0,0,0.0358476,0.0113589,0.0059987,0.0243329,0.0313284,0.0150473,0.0168076,0,0.0297964,0.0771586,0,0,0
191,0.0109458,0.00508656,0,0,0.0159904,0.0191592,0.0124529,0.0210494,0,0,0.00875631,0,0.0204097,0.00764256,0.0355814,0.0168999,0.024394,0.0144279,0.00771841,0.00749417,0.039032,0.039482,0.0333704,0.0118093,0.0122802,0.0278211,0.0101863,0.0139714,0.0189726,0.0035602,0.0316394,0.00941754,0.00930492,0.011525,0,0,0.0115463,0,0.00693571,0.0121048,0.0867568,0.0285846,0.0115935,0.0054192,0.0384633,0.0607989,0.0190175,0.0242161,0.0262574,0.0433043,0.00608874,0.0173801,0.00868016,0.0137481,0,0,0,0,0,0,0,0,0.0369357,0.0116326,0.00602617,0.0243023,0.0311111,0.0153686,0.0177467,0,0.028844,0.0779033,0,0,0
192,0.0105665,0.00589381,0,0,0.0188547,0.0190364,0.0128045,0.0209688,0,0,0.00893556,0,0.0205775,0.00790013,0.0355237,0.0160433,0.0236634,0.0161428,0.00760491,0.00749175,0.0400143,0.0400081,0.0348481,0.0123236,0.0132829,0.0284462,0.00437672,0.0143951,0.0191164,0.00364053,0.03066,0.00926777,0.00987061,0.0113481,0,0,0.0111912,0,0.00697382,0.0120109,0.0859849,0.0285668,0.0115712,0.0058794,0.0388947,0.0611028,0.0201336,0.0245276,0.0266452,0.0415597,0.00586659,0.0174838,0.00899057,0.0131249,0,0,0,0,0,0,0,0,0.0381225,0.0118924,0.0067723,0.0248142,0.0309254,0.0158254,0.018225,0,0.0283843,0.0788109,0,0,0
