Timestep,C7,CLAV,IMUL_L,IMUL_M,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHII,LTHIP,LTIB,LTIBA,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RKNE,RPSI,RSHO,RTHIA,RTHII,RTHIP,RTIB,RTIBP,RTOE,RUPA,RWRA,RWRB,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,LTHIA,LTIBI,STRN,RANK,RTIBA,RTIBI,RTHI,IMUL_R,RHEE,RILC,IMUR_T,IMUR_M,IMUR_B
76,0.0128126,0.00582698,0,0,0.0238943,0.0194502,0.0134154,0.0180209,0,0,0.0111393,0,0.0205888,0.00850522,0.0342123,0.0295022,0.0190452,0.0197014,0.0102242,0.00905622,0.0412243,0.0412802,0.0421234,0.0152366,0.0170779,0.0321595,0.0322908,0.0188601,0.0190269,0.00383244,0.0264357,0.00831519,0.0117415,0.0170202,0,0,0.0154797,0,0.00505145,0.0141739,0.0848856,0.0268076,0.01255,0.010253,0.0405817,0.0621938,0.0203959,0.0194797,0.0209888,0.0303111,0.00770135,0.0183082,0.00964726,0.0170858,0,0,0,0,0,0,0,0,0.0397896,0.0140563,0.00453256,0.0243192,0.0307943,0.0138574,0.0197788,0,0.022822,0.0775103,0,0,0
77,0.0129795,0.00621544,0,0,0.0250934,0.0192433,0.013895,0.0174293,0,0,0.0107905,0,0.0209588,0.00839355,0.0341211,0.0296147,0.0180032,0.0215651,0.010646,0.0080489,0.0414815,0.0416275,0.0440252,0.0160381,0.0182609,0.0332496,0.0339083,0.0181293,0.0191488,0.00379953,0.0261435,0.00819689,0.011416,0.01713,0,0,0.015607,0,0.00500331,0.0140015,0.0850011,0.0272825,0.0124136,0.0101592,0.041225,0.0629394,0.0212143,0.0193368,0.020941,0.0294039,0.00714623,0.0181583,0.00964866,0.017439,0,0,0,0,0,0,0,0,0.0399725,0.0147183,0.00490154,0.0247258,0.0309338,0.0138902,0.0207247,0,0.0234941,0.0776906,0,0,0
78,0.0130745,0.00654807,0,0,0.0256614,0.0190121,0.0145281,0.0167027,0,0,0.0102855,0,0.0211491,0.00819379,0.0340707,0.0286051,0.0169015,0.0235454,0.0112203,0.00705142,0.0416492,0.0417217,0.0455689,0.0170094,0.0197346,0.0341901,0.0337574,0.0172854,0.0191751,0.0036799,0.0260141,0.00805592,0.0108051,0.0171021,0,0,0.0148786,0,0.00498171,0.0137761,0.0849088,0.0279494,0.012445,0.0102498,0.0417,0.0633563,0.0216157,0.0195945,0.0212213,0.0287491,0.00660483,0.0180755,0.00962895,0.0175702,0,0,0,0,0,0,0,0,0.0399659,0.015354,0.00526035,0.0252214,0.0309903,0.0139924,0.0212112,0,0.0243065,0.0780384,0,0,0
79,0.0130501,0.00698106,0,0,0.0255001,0.0187858,0.0151884,0.0157593,0,0,0.00972173,0,0.0213729,0.00803238,0.034179,0.0274844,0.0157984,0.0254041,0.0119022,0.00633508,0.041809,0.0415754,0.0466808,0.0181118,0.0212448,0.0348143,0.0324477,0.0164656,0.0192218,0.00357703,0.0261897,0.00786434,0.00991547,0.0168945,0,0,0.0140923,0,0.00489776,0.0136744,0.0845395,0.0287641,0.0126237,0.0104594,0.0420581,0.0634867,0.021628,0.0200152,0.0216548,0.0284541,0.00602588,0.0180559,0.0096233,0.0174731,0,0,0,0,0,0,0,0,0.0401625,0.0159969,0.00572856,0.0259085,0.0310945,0.0140971,0.0212788,0,0.0254258,0.0785346,0,0,0
80,0.0128167,0.00761044,0,0,0.0245624,0.0185627,0.0157246,0.0144936,0,0,0.00884964,0,0.0216396,0.00788943,0.034584,0.0267101,0.0146966,0.0267888,0.0125981,0.00601118,0.0419475,0.0413652,0.04764,0.0190402,0.0223487,0.0352823,0.0302339,0.0156895,0.0192763,0.00341526,0.0267697,0.0077469,0.00866113,0.0164492,0,0,0.0133907,0,0.00491164,0.0135621,0.0841723,0.0293295,0.0128697,0.0108422,0.0423695,0.0636528,0.0214902,0.0201779,0.0218693,0.0284669,0.00532436,0.0180033,0.0096153,0.0170575,0,0,0,0,0,0,0,0,0.0404427,0.0166264,0.00635956,0.026773,0.0313061,0.0139572,0.0212523,0,0.026829,0.0790674,0,0,0
81,0.017114,0.00509811,0,0,0.0235583,0.0185245,0.0161829,0.0131417,0,0,0.00932536,0,0.0215834,0.00840142,0.0351658,0.0262208,0.0136326,0.0278974,0.0133299,0.00431883,0.0420679,0.0411884,0.0484278,0.0199649,0.0231225,0.0355241,0.027679,0.0150527,0.0193368,0.00342806,0.0273873,0.0072519,0.00742733,0.0221148,0,0,0.0146419,0,0.00419946,0.0142223,0.0836516,0.0297624,0.0131986,0.0108228,0.0425442,0.0637494,0.0213168,0.0200893,0.0218804,0.0284471,0.00656821,0.0182412,0.00952044,0.0213044,0,0,0,0,0,0,0,0,0.0406925,0.0173015,0.00262126,0.0276421,0.0314821,0.0137378,0.0210512,0,0.0282408,0.0796796,0,0,0
82,0.017402,0.00510415,0,0,0.021877,0.0183995,0.016499,0.0116358,0,0,0.00905516,0,0.021761,0.00832638,0.035866,0.0263675,0.0127505,0.0285354,0.0138963,0.00425688,0.0421448,0.0411068,0.0490398,0.0207685,0.023345,0.0355192,0.0248269,0.0145392,0.0193859,0.00337342,0.0278452,0.00713888,0.00617734,0.0224727,0,0,0.0143264,0,0.00416264,0.0142272,0.0834414,0.0302124,0.0134734,0.0109051,0.0426027,0.0637942,0.0213465,0.0198082,0.0217291,0.0280931,0.00635288,0.0183709,0.00957406,0.0213972,0,0,0,0,0,0,0,0,0.0409716,0.0178976,0.00252486,0.0283776,0.0316844,0.01346,0.0208546,0,0.0298797,0.0802838,0,0,0
83,0.0176469,0.00516545,0,0,0.0201317,0.0183059,0.0166276,0.0101193,0,0,0.00865205,0,0.0219319,0.00817681,0.0366098,0.0268004,0.0120621,0.028771,0.0143085,0.00431231,0.0420528,0.0409196,0.0495155,0.0214577,0.0234253,0.0353003,0.0219394,0.0142355,0.0194214,0.00336935,0.0280932,0.00707723,0.00509742,0.0228173,0,0,0.0140577,0,0.00416791,0.0142454,0.0835596,0.0306277,0.013701,0.0110852,0.0426551,0.0637874,0.0214562,0.0193909,0.0215213,0.0275158,0.00625568,0.0185227,0.00963519,0.0215746,0,0,0,0,0,0,0,0,0.0413274,0.0183888,0.0027184,0.0289873,0.0318483,0.0131795,0.0207597,0,0.0315358,0.0807826,0,0,0
84,0.0178038,0.00527831,0,0,0.0182855,0.0182434,0.0164173,0.00863361,0,0,0.00799972,0,0.0220523,0.00807937,0.0373124,0.0274517,0.0114199,0.0287396,0.0146508,0.00438775,0.0420929,0.0407707,0.0498245,0.021961,0.0233553,0.0349606,0.0192484,0.0140249,0.019459,0.00339112,0.0282934,0.00706578,0.00436461,0.0230626,0,0,0.0138283,0,0.00421201,0.0142856,0.0836777,0.0310519,0.0138969,0.0112969,0.0427693,0.063755,0.0216023,0.0190425,0.021453,0.0269034,0.00619548,0.0186373,0.00969311,0.0218854,0,0,0,0,0,0,0,0,0.0417218,0.0188644,0.00328621,0.0295817,0.0320175,0.0130094,0.0208551,0,0.0333494,0.0812555,0,0,0
85,0.0179118,0.00546457,0,0,0.0166175,0.0181839,0.0161501,0.00724563,0,0,0.00750416,0,0.0221144,0.00792858,0.0379304,0.028019,0.0107697,0.0283728,0.0149177,0.00444855,0.0422019,0.0407505,0.0500065,0.0222328,0.0230542,0.034498,0.0169919,0.0138862,0.0194878,0.00342945,0.0287789,0.00707231,0.00398474,0.0232079,0,0,0.0135745,0,0.00428516,0.0142286,0.083693,0.031341,0.0140556,0.0115297,0.0427632,0.0638125,0.0217748,0.0186594,0.0214217,0.0266168,0.00620178,0.0187827,0.00976954,0.0222888,0,0,0,0,0,0,0,0,0.0420912,0.0192324,0.0039933,0.03037,0.0322905,0.0128249,0.0211396,0,0.0351901,0.0817125,0,0,0
86,0.0179951,0.00586011,0,0,0.0154527,0.0180649,0.0158843,0.00625148,0,0,0.00717597,0,0.0222314,0.00769051,0.0384282,0.0285685,0.0103745,0.0277141,0.015417,0.00449708,0.0425192,0.0404478,0.0500295,0.0222521,0.0224844,0.0339607,0.0152467,0.0137857,0.0195105,0.0034888,0.0293474,0.00705244,0.00385522,0.023289,0,0,0.013259,0,0.00434093,0.0141718,0.0836372,0.0315104,0.0143247,0.0116977,0.0426408,0.0639762,0.0219766,0.0182455,0.0213824,0.0265489,0.0060971,0.018822,0.0098425,0.0227623,0,0,0,0,0,0,0,0,0.0425208,0.0194673,0.00472301,0.0311286,0.032561,0.0125931,0.0213422,0,0.0367609,0.0822364,0,0,0
87,0.0180114,0.00639109,0,0,0.0150406,0.0179464,0.0159569,0.00560149,0,0,0.00693411,0,0.022353,0.00741622,0.0389014,0.0291037,0.0101429,0.0268705,0.0159725,0.00456497,0.0430362,0.0401492,0.0498869,0.0221698,0.0218041,0.0333934,0.0140469,0.0137198,0.0195462,0.00357458,0.0297714,0.00698935,0.00383156,0.0233083,0,0,0.0127518,0,0.00436579,0.0140478,0.0834799,0.0317969,0.01464,0.0118481,0.0428252,0.0642426,0.0222036,0.017974,0.0213771,0.0265728,0.00602026,0.018856,0.00989151,0.0232026,0,0,0,0,0,0,0,0,0.043068,0.0196548,0.00528779,0.0316599,0.0327001,0.0123764,0.0212856,0,0.0381631,0.0827162,0,0,0
88,0.0182348,0.00673057,0,0,0.0152938,0.0178351,0.0165394,0.00526789,0,0,0.00658967,0,0.0224382,0.00729681,0.0394735,0.0297287,0.0099275,0.0256413,0.0165339,0.00466169,0.0438411,0.0397966,0.0495102,0.0220407,0.0211426,0.0328853,0.0131321,0.0136151,0.0195572,0.00361337,0.0300626,0.00690456,0.00387108,0.0236724,0,0,0.012432,0,0.0043619,0.01401,0.0831996,0.0321802,0.0149406,0.012027,0.0432291,0.0645395,0.0224781,0.0178506,0.0214276,0.0265108,0.00605042,0.0189819,0.00994575,0.023636,0,0,0,0,0,0,0,0,0.0439266,0.0199622,0.00542162,0.0319955,0.0327374,0.0121754,0.0209588,0,0.0394856,0.0830832,0,0,0
89,0.0188693,0.00681321,0,0,0.00821377,0.0179114,0.0220874,0.00643812,0,0,0.00669461,0,0.0222421,0.00749381,0.0414756,0.0364557,0.0101009,0.0238175,0.0183535,0.00451861,0.0526688,0.0456814,0.0488787,0.0228071,0.0224535,0.0329041,0.00275363,0.013686,0.0194711,0.00362631,0.0307282,0.00695871,0.00386736,0.0246486,0,0,0.0129812,0,0.00429715,0.0142343,0.0822525,0.032986,0.0163404,0.0125402,0.0443959,0.0654771,0.0238641,0.0178415,0.0214357,0.0268542,0.00626634,0.0191165,0.00999593,0.0243789,0,0,0,0,0,0,0,0,0.0559064,0.0232788,0.00517036,0.0328864,0.0327922,0.0118552,0,0,0.0410974,0.0836066,0,0,0
90,0.0174576,0.00832503,0,0,0.00783658,0.0177635,0.0224125,0.0064164,0,0,0.00623869,0,0.0224034,0.00734014,0.0422612,0.0373549,0.00974438,0.0235142,0.01885,0.0049374,0.0542192,0.0467641,0.0490202,0.0230118,0.0227553,0.0330457,0.00253725,0.0136873,0.0195041,0.00367236,0.0309283,0.00704727,0.00360786,0.0224177,0,0,0.0117297,0,0.00459188,0.0137944,0.0816296,0.033356,0.0166824,0.0124162,0.044889,0.0655388,0.0236879,0.0178057,0.0218347,0.0267535,0.00571466,0.0189926,0.0100504,0.0229201,0,0,0,0,0,0,0,0,0.0583819,0.0234442,0.00687258,0.0332641,0.0329665,0.0120194,0.0220227,0,0.0427721,0.0839162,0,0,0
91,0.019831,0.00665738,0,0,0.0081242,0.0177494,0.0219731,0.00632488,0,0,0.00675038,0,0.0223874,0.00753086,0.0429511,0.0373435,0.00950085,0.0230984,0.0191799,0.00509461,0.0548366,0.0470454,0.0490192,0.0226871,0.0223412,0.0335831,0.00284507,0.0136367,0.0195651,0.00366556,0.0309496,0.00669573,0.00342244,0.026075,0,0,0.0126854,0,0.00418131,0.0142597,0.0812058,0.0334352,0.0168549,0.0128043,0.0451636,0.0658002,0.0236197,0.0176223,0.0219623,0.0266798,0.00634452,0.0193099,0.0100231,0.0252816,0,0,0,0,0,0,0,0,0.0595612,0.0231124,0.0048441,0.0335881,0.0329851,0.012006,0.0223304,0,0.043992,0.0841439,0,0,0
92,0.0199329,0.0067398,0,0,0.00790567,0.0176946,0.0213145,0.00617361,0,0,0.00667066,0,0.022424,0.00743001,0.0435693,0.0370263,0.00935023,0.0228179,0.0194593,0.00533574,0.0553232,0.0472666,0.0490614,0.0221796,0.0216137,0.0345078,0.0031345,0.0135043,0.0195799,0.00361395,0.0306592,0.00658434,0.00361408,0.0261479,0,0,0.0123788,0,0.00415057,0.0141412,0.0808048,0.033295,0.0170567,0.0126504,0.0455042,0.0660052,0.0234715,0.0174027,0.0220496,0.0264714,0.00627041,0.0192586,0.0100622,0.0253151,0,0,0,0,0,0,0,0,0.0604156,0.0225715,0.00489227,0.0337257,0.0329275,0.01202,0.0227809,0,0.045159,0.0841735,0,0,0
93,0.0200285,0.00685909,0,0,0.00792633,0.0176386,0.0203035,0.00596564,0,0,0.00664783,0,0.0224526,0.00728877,0.0442087,0.0363331,0.00920266,0.0225805,0.0196745,0.00560391,0.0557234,0.0473598,0.0491726,0.0216434,0.0205147,0.0357917,0.00337413,0.0133307,0.0196096,0.0036023,0.0300739,0.00647315,0.00376276,0.0261855,0,0,0.0120773,0,0.00410829,0.0138805,0.0804658,0.0331302,0.0171516,0.0123672,0.0458293,0.066179,0.0233982,0.01726,0.0221594,0.0259432,0.00616581,0.0192687,0.0101245,0.025316,0,0,0,0,0,0,0,0,0.060973,0.0218279,0.00501527,0.0335595,0.0327773,0.0120565,0.0235792,0,0.0461085,0.0842435,0,0,0
94,0.0199869,0.00696408,0,0,0.00873949,0.0176255,0.0188566,0.00573218,0,0,0.00667871,0,0.0225401,0.00727091,0.0449822,0.0348257,0.00917683,0.0222037,0.0196836,0.00581489,0.0557088,0.0471744,0.0492818,0.0210225,0.0190068,0.0373922,0.00468467,0.0132653,0.0196386,0.00357635,0.0294734,0.00641397,0.00378971,0.0260528,0,0,0.0118045,0,0.00409198,0.0136543,0.0802616,0.0329909,0.0169748,0.0120664,0.0461393,0.0665085,0.023663,0.0172549,0.0221625,0.0251892,0.00614092,0.0193166,0.0101948,0.0251312,0,0,0,0,0,0,0,0,0.0610336,0.020824,0.0050898,0.033417,0.0325175,0.0120553,0,0,0.0466088,0.084304,0,0,0
95,0.0198338,0.0072083,0,0,0.0106497,0.0175988,0.0172445,0.00534234,0,0,0.0066802,0,0.0227586,0.0072318,0.0455635,0.0327136,0.00907873,0.0214767,0.0197349,0.00605317,0.0553881,0.04686,0.0492061,0.0203275,0.0174911,0.0390511,0.00738244,0.0133732,0.0197014,0.00351307,0.0289185,0.00635926,0.00385431,0.0258195,0,0,0.0115461,0,0.00409122,0.0137603,0.0801274,0.0326522,0.0168334,0.0118086,0.0465083,0.066683,0.0235167,0.0171436,0.0223451,0.0245904,0.0062435,0.0193167,0.0102567,0.0247983,0,0,0,0,0,0,0,0,0.0606796,0.0195714,0.00526348,0.0332966,0.0323874,0.0122466,0,0,0.0474928,0.0842587,0,0,0
96,0.0196178,0.00741129,0,0,0.0130254,0.0175528,0.0155581,0.00493251,0,0,0.0066107,0,0.0228762,0.00708148,0.046045,0.0303915,0.00903763,0.0207314,0.019784,0.00635568,0.0550239,0.0466233,0.0488859,0.0196357,0.0162072,0.0406151,0.0110636,0.0134675,0.019714,0.00345773,0.0283963,0.00631807,0.00398048,0.0255239,0,0,0.0113765,0,0.00408836,0.0138782,0.0800276,0.0322016,0.0166887,0.0115927,0.0469088,0.066913,0.0234426,0.0169761,0.0224629,0.0240485,0.00640543,0.0193423,0.0103335,0.0244238,0,0,0,0,0,0,0,0,0.0601133,0.0181487,0.00541625,0.0331366,0.032231,0.012414,0,0,0.048265,0.0841754,0,0,0
97,0.0197021,0.00740167,0,0,0.0157995,0.0174909,0.0134006,0.00438576,0,0,0.00670416,0,0.0229296,0.00696686,0.0465059,0.0277129,0.00904465,0.0197962,0.0197012,0.00664936,0.0542105,0.0464777,0.0482686,0.0188327,0.0150997,0.0420388,0.0155946,0.0135785,0.019719,0.00348834,0.0277856,0.00625837,0.00416133,0.0256715,0,0,0.011257,0,0.00405784,0.0139063,0.0802049,0.0317034,0.0164574,0.0115739,0.0473381,0.0671763,0.0235393,0.0168418,0.0225803,0.0236693,0.00661518,0.0193047,0.0103898,0.0244092,0,0,0,0,0,0,0,0,0.0589755,0.0165717,0.00537743,0.0328629,0.0320547,0.0125917,0,0,0.0490384,0.0840061,0,0,0
98,0.0192018,0.00758598,0,0,0.0421847,0.0171842,0.0058236,0.00422066,0,0,0.00689786,0,0.0233196,0.00656434,0.0432096,0.0258004,0.0103838,0.0175148,0.0185213,0.00732143,0.0424614,0.038898,0.0512562,0.015229,0.0206174,0.0439822,0.052433,0.0137328,0.019887,0.00371758,0.0266758,0.00589405,0.00706941,0.0248774,0,0,0.0100255,0,0.00404661,0.0135966,0.081436,0.031023,0.0134578,0.0108969,0.0466569,0.0665545,0.0219949,0.0171476,0.0230427,0.0233405,0.00687388,0.0191323,0.0104669,0.0234638,0,0,0,0,0,0,0,0,0.0403015,0.00608253,0.00582482,0.0318841,0.0316362,0.013178,0,0,0.0490346,0.0837373,0,0,0
99,0.0189554,0.00765895,0,0,0.0468955,0.0171892,0.00741206,0.00418282,0,0,0.00703922,0,0.0233124,0.00646167,0.0437955,0.0279644,0.0105869,0.0168818,0.0186157,0.00742956,0.041853,0.0385167,0.050138,0.0154661,0.0213402,0.0451801,0.059328,0.0139611,0.0199008,0.00368929,0.0258886,0.0058635,0.00709819,0.0247003,0,0,0.0100065,0,0.0040386,0.0135699,0.081467,0.0307936,0.0135096,0.0111508,0.0472349,0.0669633,0.0221338,0.0171531,0.0231441,0.0228225,0.00708934,0.0190923,0.0105292,0.0231773,0,0,0,0,0,0,0,0,0.0396074,0.00584558,0.00607024,0.0315556,0.0314597,0.0133711,0,0,0.0499905,0.0835581,0,0,0
100,0.0166163,0.00902074,0,0,0.0505399,0.0171668,0.0089847,0.00425134,0,0,0.00680127,0,0.0233608,0.00628186,0.043855,0.030073,0.0109363,0.0156274,0.0185973,0.00819778,0.0415831,0.0382304,0.0487116,0.0153077,0.0220565,0.0462061,0.0649671,0.0141282,0.0198756,0.00365797,0.0250392,0.00606652,0.0070503,0.0212041,0,0,0.00875034,0,0.00435293,0.0129874,0.0814359,0.0305062,0.013505,0.011102,0.0477951,0.0674692,0.0224464,0.0171311,0.0231497,0.0223558,0.00699358,0.0188498,0.0105639,0.0206866,0,0,0,0,0,0,0,0,0.0392664,0.00613593,0.00781234,0.0311279,0.031229,0.0135139,0,0,0.0507806,0.0832984,0,0,0
101,0.016335,0.00881362,0,0,0.0524322,0.0172422,0.0106309,0.00430999,0,0,0.00705946,0,0.0232606,0.00631678,0.0437908,0.0316179,0.0112462,0.013803,0.0185633,0.00877259,0.0415504,0.0380732,0.0467778,0.0149353,0.0219698,0.0469562,0.0683711,0.0146344,0.0198725,0.00371087,0.0242571,0.00600225,0.00688454,0.0213292,0,0,0.00909452,0,0.00422946,0.0130355,0.0814059,0.0302341,0.0136516,0.0111562,0.0483547,0.0680261,0.0228989,0.017189,0.0232197,0.0218464,0.00713075,0.0188216,0.0105849,0.0204202,0,0,0,0,0,0,0,0,0.0392157,0.00685379,0.00783454,0.0308316,0.0310412,0.0137139,0,0,0.0516946,0.0830292,0,0,0
102,0.0159066,0.00889437,0,0,0.0529922,0.0173321,0.0124503,0.00447491,0,0,0.00723351,0,0.0231658,0.00636997,0.0435994,0.0330674,0.0114719,0.0117388,0.0184901,0.00931049,0.0416728,0.0381763,0.0446939,0.0146413,0.0210316,0.0476491,0.0698657,0.0151989,0.0198791,0.00380459,0.0234722,0.00603371,0.00673074,0.0211247,0,0,0.00941726,0,0.00419085,0.0129787,0.0813601,0.0298707,0.013836,0.0112841,0.0489878,0.0685729,0.0233423,0.0172231,0.0233064,0.0213679,0.00731089,0.0187881,0.0106039,0.0199284,0,0,0,0,0,0,0,0,0.0393979,0.00797047,0.00810404,0.0305514,0.0308981,0.0139477,0,0,0.0527096,0.0827131,0,0,0
103,0.0154015,0.00928702,0,0,0.052538,0.0174244,0.0144974,0.00470294,0,0,0.00737078,0,0.0230979,0.006375,0.0433223,0.0339864,0.0116749,0.00973261,0.0185013,0.0100461,0.041975,0.0384091,0.0427968,0.0147308,0.0206645,0.0484392,0.0695729,0.0157811,0.0198814,0.00377558,0.0227315,0.00603616,0.00658259,0.0207174,0,0,0.00969326,0,0.00410415,0.013153,0.0813125,0.0293707,0.0141186,0.0114246,0.0496958,0.0691326,0.0237352,0.0171282,0.0232787,0.0210919,0.00748151,0.0188101,0.0106237,0.0192779,0,0,0,0,0,0,0,0,0.0398174,0.00954777,0.008601,0.0300926,0.0307317,0.0140966,0,0,0.0536585,0.0823968,0,0,0
104,0.0149119,0.00974288,0,0,0.0515134,0.0175461,0.0169904,0.00493485,0,0,0.00743183,0,0.0229639,0.0063143,0.0430111,0.0340781,0.0119287,0.00811,0.0185146,0.011004,0.0424596,0.0389717,0.041368,0.0154823,0.0211237,0.0493897,0.0683879,0.0163151,0.0198314,0.00375384,0.0220321,0.00607639,0.00637913,0.0202125,0,0,0.00997884,0,0.00404189,0.0133663,0.081276,0.0289136,0.0144755,0.0115394,0.0504265,0.0697606,0.0241982,0.0170372,0.0232704,0.0210224,0.00763404,0.0189502,0.0106575,0.0185861,0,0,0,0,0,0,0,0,0.0405114,0.0114806,0.00917211,0.0295888,0.0305194,0.014244,0,0,0.0546349,0.0821155,0,0,0
105,0.0144205,0.0102481,0,0,0.0498045,0.0176852,0.0198631,0.00524025,0,0,0.00750419,0,0.0228231,0.00618042,0.0426032,0.0335512,0.0122277,0.00628558,0.0185784,0.0123452,0.0432213,0.040008,0.0403174,0.0166926,0.0217355,0.0505757,0.0663834,0.0169265,0.0197527,0.00376881,0.0213044,0.00618564,0.00620863,0.0196087,0,0,0.0102333,0,0.00401852,0.0135386,0.0812375,0.0285062,0.0149333,0.0116236,0.051149,0.070403,0.0247352,0.0169878,0.0233456,0.0211692,0.00773672,0.019031,0.0107049,0.0178468,0,0,0,0,0,0,0,0,0.0416842,0.0136423,0.0097747,0.0291366,0.0302656,0.014432,0,0,0.0557124,0.08183,0,0,0
106,0.0139447,0.0108926,0,0,0.047724,0.0178644,0.0229441,0.00567357,0,0,0.00766149,0,0.0226866,0.00601442,0.0420109,0.0326918,0.0124377,0.00492252,0.0186482,0.0141393,0.0442158,0.0415717,0.039585,0.0183354,0.0225725,0.0517344,0.0637038,0.0176238,0.0196843,0.00373211,0.0205903,0.00630564,0.00619771,0.0189042,0,0,0.0104623,0,0.00399239,0.0136405,0.0812528,0.0279525,0.0153282,0.0117606,0.0519311,0.0710731,0.0252309,0.0168699,0.0235173,0.0215594,0.00782468,0.0191325,0.0107666,0.0170786,0,0,0,0,0,0,0,0,0.0434073,0.0157992,0.010535,0.0287729,0.0300698,0.0146514,0,0,0.056993,0.0815074,0,0,0
107,0.0135258,0.0114975,0,0,0.0453843,0.0180382,0.0257436,0.00621667,0,0,0.00770091,0,0.022564,0.00593546,0.0410663,0.0316467,0.0124704,0.00484262,0.0187919,0.0152781,0.0454951,0.043666,0.0389545,0.0201961,0.0236447,0.0526399,0.060496,0.0181338,0.0196047,0.00359637,0.0204352,0.00639202,0.00648953,0.0182116,0,0,0.0106061,0,0.00394146,0.0136832,0.0813334,0.02717,0.0157675,0.0118957,0.0526458,0.071631,0.0253339,0.016738,0.0240813,0.0234389,0.00781321,0.0193069,0.0108003,0.0164928,0,0,0,0,0,0,0,0,0.0455183,0.0178434,0.0112509,0.0284744,0.0300998,0.0150127,0.0288956,0,0.0589364,0.0812646,0,0,0
108,0.0130748,0.0119394,0,0,0.0423182,0.018244,0.0277898,0.0067896,0,0,0.00775669,0,0.0223533,0.00590068,0.0401974,0.0307476,0.0126752,0.00578553,0.0187005,0.016242,0.0467781,0.0456883,0.0383635,0.0220191,0.0248708,0.0532473,0.0564575,0.0186411,0.0195191,0.00361834,0.019851,0.00649569,0.00685848,0.0174305,0,0,0.0107133,0,0.00389526,0.0136303,0.0814456,0.0262229,0.016127,0.0119,0.0533962,0.0724401,0.025729,0.0164437,0.0242277,0.0245028,0.0076828,0.0191863,0.010741,0.0158116,0,0,0,0,0,0,0,0,0.0476838,0.0196559,0.0118223,0.0279875,0.0298978,0.015105,0.0296449,0,0.0601568,0.0809674,0,0,0
109,0.0126515,0.0124176,0,0,0.0391375,0.0184255,0.0287435,0.00738221,0,0,0.00786944,0,0.0221263,0.00582468,0.0394047,0.0299355,0.0129423,0.00685446,0.0186089,0.0175954,0.0478908,0.0473614,0.0377627,0.0233714,0.0259373,0.0535,0.052391,0.0191426,0.0194514,0.00376179,0.0191054,0.00663622,0.00727822,0.0165358,0,0,0.0106884,0,0.00392141,0.0135174,0.0814828,0.0254045,0.0163711,0.0118138,0.0542954,0.0731795,0.0261545,0.0164341,0.0244516,0.0252202,0.00752507,0.0189585,0.0106614,0.0149893,0,0,0,0,0,0,0,0,0.0494942,0.0214239,0.0124143,0.0276583,0.0296273,0.0153862,0.0302657,0,0.0611503,0.0806933,0,0,0
110,0.0123259,0.0129572,0,0,0.0362402,0.0186025,0.0286629,0.00793489,0,0,0.00802582,0,0.0219622,0.00572634,0.0387916,0.0289016,0.0131926,0.0076828,0.0185393,0.0187668,0.0485732,0.0485422,0.0372511,0.0240291,0.0266573,0.0535301,0.0487919,0.0196559,0.0193928,0.00367765,0.0181077,0.00679464,0.00772781,0.0155285,0,0,0.010485,0,0.00401814,0.0132901,0.081482,0.0246671,0.0166337,0.0116737,0.0553677,0.073831,0.0264669,0.0166416,0.0247816,0.0258362,0.00735334,0.0186282,0.0105535,0.0140353,0,0,0,0,0,0,0,0,0.0506175,0.0228797,0.0130693,0.0274033,0.0293021,0.0158391,0.030823,0,0.0620399,0.0805063,0,0,0
111,0.00895283,0.0138172,0,0,0.0338977,0.0185998,0.0277993,0.0084243,0,0,0.0075336,0,0.0220353,0.00543602,0.0383706,0.0271734,0.0134202,0.00832136,0.0184329,0.0213797,0.0487409,0.0491058,0.0370128,0.0244744,0.0270059,0.0534444,0.045536,0.019991,0.0193311,0.0035822,0.0169309,0.00708722,0.00814429,0.0102699,0,0,0.00874997,0,0.00454795,0.0123481,0.0814618,0.023606,0.0168205,0.0121438,0.056407,0.0744889,0.0265687,0.0166843,0.024989,0.026766,0.00694456,0.0180459,0.0104701,0.00961587,0,0,0,0,0,0,0,0,0.0507991,0.0237601,0.0149242,0.0269192,0.0288787,0.0162017,0.031385,0,0.0625666,0.0805045,0,0,0
112,0.0097267,0.0142577,0,0,0.0324198,0.0187366,0.0266905,0.00884926,0,0,0.00777304,0,0.0218166,0.00532706,0.0380954,0.0256253,0.0135831,0.00882652,0.0184411,0.0227689,0.0485068,0.0489504,0.0371966,0.024648,0.026732,0.0532115,0.0428421,0.020632,0.0192752,0.0035885,0.015799,0.00705412,0.00861224,0.0101232,0,0,0.00869068,0,0.00443478,0.01235,0.081415,0.022071,0.0170365,0.01176,0.057246,0.0751081,0.0263646,0.0166396,0.0251461,0.0280516,0.00694324,0.018034,0.0103273,0.00940751,0,0,0,0,0,0,0,0,0.0500224,0.0242429,0.0153893,0.0263193,0.0283748,0.0165314,0.0317918,0,0.0628857,0.0804988,0,0,0
