Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,x75,
130,0.0511619,0.0287437,0,0,0,0,0,0,0.0550074,0.0144915,0.029691,0.0297339,0,0,0.0332678,0,0.0391912,0.0146699,0.0345245,0.0434313,0.0316739,0.0382017,0.0454277,0.037527,0.0283876,0.0249995,0.0190071,0.0309698,0.0353796,0.0334751,0.0297878,0.0107707,0.0617547,0.0268591,0.0231107,0.0103595,0.0760092,0.00482622,0.0382835,0.0887633,0.0456497,0,0,0.0224035,0,0.00624746,0.0120412,0.0507198,0.0609392,0.027769,0.0782165,0.0380535,0.0388947,0.039257,0.0287184,0.0393479,0.0511753,0.0463117,0.0408259,0.0326532,0.0499238,0.0936092,0.0331106,0.00608247,0.0042295,0.0231817,0.0450944,0,0,0,0,0,0,0,0,0,0
131,0.0509977,0.0288888,0,0,0,0,0,0,0.0533669,0.0143722,0.0289829,0.0299201,0,0,0.0339245,0,0.039585,0.0148735,0.0350255,0.0418358,0.0321063,0.0387448,0.0457146,0.0378973,0.029115,0.0257226,0.0197291,0.0313637,0.0361712,0.0341153,0.0298065,0.0102632,0.0608072,0.027485,0.0233036,0.0106951,0.0786205,0.00464354,0.0397494,0.0894446,0.0456962,0,0,0.023054,0,0.00620349,0.0122321,0.0501219,0.064866,0.0284232,0.0801521,0.0381715,0.0395598,0.03885,0.0270077,0.0372235,0.0502851,0.0476586,0.0407553,0.033074,0.0511153,0.0958609,0.0340199,0.00619668,0.00434487,0.023633,0.0448081,0,0,0,0,0,0,0,0,0,0
132,0.0507087,0.0290996,0,0,0,0,0,0,0.0515131,0.0142752,0.0282934,0.0303238,0,0,0.0345597,0,0.039996,0.0149891,0.0355281,0.0396983,0.0325088,0.0391427,0.0459655,0.0381459,0.0300731,0.0265117,0.0205548,0.0319713,0.0367995,0.034618,0.0297064,0.00978519,0.0596241,0.0280032,0.0235294,0.0108671,0.0791173,0.00449485,0.0409046,0.0903403,0.045553,0,0,0.0235654,0,0.00614631,0.0122993,0.0494998,0.0682039,0.0288826,0.0822027,0.0379359,0.0400549,0.0384154,0.0257115,0.0357813,0.049277,0.0487477,0.0406501,0.033388,0.0520606,0.095587,0.0346436,0.00616999,0.00435276,0.0241224,0.0444794,0,0,0,0,0,0,0,0,0,0
133,0.0503497,0.029414,0,0,0,0,0,0,0.0496306,0.0141887,0.0276469,0.031057,0,0,0.0351848,0,0.0403713,0.0150586,0.0361196,0.0370985,0.0329017,0.0392327,0.0462182,0.0383503,0.0307308,0.0271725,0.0217655,0.0328702,0.0371662,0.0348674,0.0295058,0.00939048,0.0583476,0.0284677,0.0237625,0.0109668,0.0774677,0.00437853,0.0412534,0.0915371,0.0452752,0,0,0.0238653,0,0.00609638,0.0123612,0.0490801,0.070135,0.0291734,0.0827464,0.0374981,0.0403525,0.037896,0.0249585,0.0352999,0.0483331,0.0489077,0.0404313,0.0332613,0.0520455,0.093005,0.0350527,0.00604642,0.00433324,0.0245767,0.0442739,0,0,0,0,0,0,0,0,0,0
134,0.0501044,0.0298349,0,0,0,0,0,0,0.047724,0.0140983,0.0267276,0.0320969,0,0,0.0357345,0,0.0406578,0.0150776,0.036813,0.034066,0.0332869,0.0389647,0.0465272,0.0385648,0.0310422,0.0276487,0.0230295,0.0339833,0.037226,0.0347862,0.029226,0.00910462,0.0569699,0.0288684,0.0239175,0.0112086,0.074462,0.00430821,0.0397973,0.0929168,0.0450007,0,0,0.023997,0,0.00609846,0.0122907,0.0488921,0.0700457,0.0293565,0.0815147,0.037033,0.04053,0.037395,0.0244774,0.0358315,0.0476145,0.0477191,0.0399166,0.0323957,0.050722,0.0892887,0.0352813,0.00602756,0.0043269,0.0250835,0.0442172,0,0,0,0,0,0,0,0,0,0
135,0.0500724,0.0303001,0,0,0,0,0,0,0.0455185,0.0140314,0.0258443,0.0332776,0,0,0.0361383,0,0.0409229,0.0150181,0.0375123,0.0309153,0.033564,0.0383019,0.0468352,0.0387641,0.0311193,0.0278281,0.024202,0.0351386,0.0369357,0.0344476,0.0288749,0.00893041,0.055047,0.0291651,0.0240477,0.0114591,0.0706579,0.0042293,0.0371093,0.094238,0.0448394,0,0,0.0240337,0,0.0061139,0.0121992,0.0488411,0.0679047,0.0295011,0.0795791,0.0365804,0.0406326,0.0370288,0.0240871,0.0370314,0.0471261,0.0457091,0.0390911,0.0308848,0.0484978,0.085342,0.0354007,0.00607906,0.00436336,0.0256386,0.0442352,0,0,0,0,0,0,0,0,0,0
136,0.0500839,0.030745,0,0,0,0,0,0,0.0432454,0.0139987,0.0250315,0.0342913,0,0,0.0363759,0,0.0411143,0.014892,0.038186,0.028146,0.0336413,0.0372148,0.047045,0.0388274,0.0309715,0.0275155,0.0252705,0.0361979,0.03638,0.0339298,0.0284409,0.00883996,0.0524017,0.0292469,0.0241658,0.0114531,0.0669582,0.00407756,0.0349766,0.0951675,0.0446748,0,0,0.0239712,0,0.0060605,0.011996,0.0489631,0.065563,0.0294833,0.0779156,0.0360136,0.0405617,0.0365717,0.0236633,0.0379124,0.0465479,0.0437321,0.0377775,0.029249,0.0463062,0.0813124,0.0354051,0.00614472,0.00444597,0.0261077,0.0441152,0,0,0,0,0,0,0,0,0,0
137,0.0500808,0.0309596,0,0,0,0,0,0,0.0410101,0.0139695,0.024178,0.0354047,0,0,0.0362325,0,0.0411843,0.0146412,0.0388544,0.0254292,0.033589,0.0362103,0.0474044,0.0387608,0.0308289,0.0270578,0.0260561,0.0370924,0.0358638,0.03339,0.0279303,0.00886412,0.0484707,0.0290465,0.0242296,0.0115752,0.0635664,0.00394465,0.0339348,0.0961006,0.0444811,0,0,0.023589,0,0.00596964,0.0117392,0.0492659,0.0640397,0.0291392,0.0773799,0.0352252,0.0402685,0.0359172,0.02329,0.03823,0.0458139,0.0426047,0.0365776,0.0279382,0.0448035,0.0768838,0.0350915,0.00618192,0.00451648,0.0264268,0.0438705,0,0,0,0,0,0,0,0,0,0
138,0.0498401,0.0309435,0,0,0,0,0,0,0.0378011,0.0139975,0.0232873,0.0367599,0,0,0.0356426,0,0.0411784,0.0142246,0.0395081,0.0232842,0.0334513,0.0353047,0.0481426,0.0382998,0.0303235,0.0262367,0.0266888,0.0377825,0.0354079,0.0328587,0.0273485,0.00894421,0.043632,0.0283707,0.0242559,0.0118174,0.0607848,0.00388049,0.0340264,0.0973428,0.044034,0,0,0.0227975,0,0.00585317,0.011422,0.04964,0.0634742,0.0285263,0.0778986,0.0341834,0.0394899,0.0353649,0.0229773,0.0379119,0.0451136,0.0423986,0.0356144,0.0271086,0.0441143,0.0723486,0.034259,0.00622409,0.00461319,0.0264838,0.043422,0,0,0,0,0,0,0,0,0,0
139,0.0494664,0.03081,0,0,0,0,0,0,0.0340275,0.0139604,0.0221749,0.0381144,0,0,0.034483,0,0.0411788,0.013645,0.039995,0.0209214,0.0331392,0.0343391,0.0490133,0.0376385,0.029249,0.0252984,0.0271208,0.0382326,0.0349449,0.0323541,0.0267937,0.00911763,0.0370057,0.0272799,0.0242109,0.0117588,0.0582437,0.00386182,0.0346145,0.0985246,0.0434902,0,0,0.0214964,0,0.00572225,0.0109135,0.0499794,0.0633955,0.0277853,0.0788815,0.03305,0.0384809,0.034982,0.022839,0.0375627,0.0447926,0.0426595,0.0348494,0.0266631,0.0439598,0.067757,0.0330093,0.00616709,0.0046123,0.026401,0.0429118,0,0,0,0,0,0,0,0,0,0
140,0.0489888,0.0305533,0,0,0,0,0,0,0.0289509,0.0139336,0.0207881,0.0392819,0,0,0.0330079,0,0.0411093,0.0130676,0.0402489,0.0183783,0.0325361,0.033063,0.0498595,0.0368663,0.0288031,0.0242144,0.0273406,0.038326,0.0344893,0.0318839,0.0262478,0.00936791,0.0289798,0.0259675,0.0241419,0.0113271,0.0559275,0.00385561,0.0353238,0.0994871,0.0428987,0,0,0.0201089,0,0.00558616,0.0102978,0.0502621,0.0635305,0.0271385,0.0799508,0.0319472,0.0371921,0.035352,0.0229647,0.0376315,0.0450422,0.0430904,0.0342912,0.0264952,0.0439758,0.0632662,0.0314972,0.00620034,0.00462079,0.0261646,0.0424695,0,0,0,0,0,0,0,0,0,0
141,0.0483831,0.030237,0,0,0,0,0,0,0.0231523,0.0139427,0.0195085,0.0402057,0,0,0.0314629,0,0.040937,0.0125919,0.0403976,0.0158459,0.0316912,0.0314784,0.0506258,0.0360186,0.0284563,0.0230924,0.0274218,0.0380426,0.0341962,0.0315264,0.0258256,0.00962188,0.0202314,0.0245994,0.0240333,0.0110244,0.0539842,0.00389328,0.035892,0.100285,0.0422519,0,0,0.0188355,0,0.00547177,0.00970055,0.0504058,0.063541,0.0265344,0.0809549,0.0307989,0.0358303,0.0360126,0.0230681,0.0379661,0.0458321,0.0434806,0.0338517,0.0265083,0.0439545,0.0594856,0.0299579,0.00621659,0.00462712,0.0258583,0.0420399,0,0,0,0,0,0,0,0,0,0
142,0.0477411,0.0298937,0,0,0,0,0,0,0.0171641,0.013987,0.0189325,0.0408758,0,0,0.0300198,0,0.0406451,0.0122077,0.0404858,0.0131322,0.0307077,0.0297751,0.0513099,0.035202,0.0281387,0.0219713,0.0273842,0.0377084,0.0340961,0.0313072,0.0255192,0.00994103,0.0126808,0.0233215,0.0238643,0.0110067,0.0525178,0.00399008,0.0364447,0.100916,0.041594,0,0,0.0175689,0,0.00540902,0.009082,0.0505126,0.0634935,0.0260276,0.0816591,0.0297025,0.0345263,0.0367762,0.0230429,0.0380804,0.0469887,0.0438638,0.0334633,0.0266316,0.0439451,0.0564617,0.0285587,0.00618436,0.00461377,0.0255205,0.0416821,0,0,0,0,0,0,0,0,0,0
143,0.047079,0.0293897,0,0,0,0,0,0,0.0118584,0.0140478,0.0187108,0.0414202,0,0,0.0287658,0,0.0402276,0.011942,0.0404742,0.0104384,0.0296278,0.0281072,0.0519984,0.0345888,0.0277085,0.0207036,0.0272463,0.0376698,0.0341431,0.0312462,0.0252782,0.0104144,0.00978447,0.0222975,0.0236656,0.0111698,0.0514768,0.00410501,0.0370226,0.101474,0.0409562,0,0,0.016262,0,0.0053875,0.0085084,0.0506663,0.0632783,0.025673,0.0822215,0.0287274,0.0333304,0.0377535,0.0228947,0.0382335,0.0481364,0.0442909,0.0330661,0.0268279,0.0439863,0.0539296,0.0273033,0.00615623,0.00460186,0.0251442,0.0413322,0,0,0,0,0,0,0,0,0,0
144,0.0463785,0.028861,0,0,0,0,0,0,0.00904374,0.0141153,0.0182121,0.0421288,0,0,0.0276814,0,0.0398213,0.0117425,0.0403509,0.00902203,0.02848,0.0264472,0.0528522,0.0342835,0.0266491,0.019376,0.0270354,0.0382953,0.0341349,0.0312565,0.0249637,0.0111539,0.0123566,0.0215876,0.0234701,0.0114807,0.0507163,0.00425612,0.0377161,0.102217,0.040294,0,0,0.0149117,0,0.00540559,0.00791753,0.0509603,0.063203,0.0255064,0.0829676,0.0278272,0.0324178,0.0382472,0.0227446,0.0385289,0.0488992,0.0446763,0.0325139,0.0267945,0.0440145,0.0515687,0.026199,0.00608099,0.00453248,0.0247561,0.0408704,0,0,0,0,0,0,0,0,0,0
145,0.0455771,0.0283357,0,0,0,0,0,0,0.00992497,0.0141713,0.0174076,0.042996,0,0,0.0267023,0,0.0394791,0.0115172,0.0403523,0.00845743,0.0272892,0.0249351,0.0539156,0.034132,0.0247724,0.0185172,0.0268091,0.0384821,0.0338252,0.0311201,0.0246728,0.011943,0.0169257,0.0211388,0.0232951,0.0115951,0.0500737,0.00442063,0.0384294,0.103255,0.039559,0,0,0.0135692,0,0.0054447,0.00727169,0.0513083,0.0629616,0.025471,0.0839761,0.0269743,0.0318494,0.0381333,0.0227817,0.0388501,0.0491319,0.0449698,0.0317398,0.0265722,0.0439843,0.0494189,0.0252148,0.00592993,0.00442003,0.0243286,0.0402663,0,0,0,0,0,0,0,0,0,0
146,0.0447305,0.0278157,0,0,0,0,0,0,0.013131,0.0141972,0.0168004,0.0440849,0,0,0.0258088,0,0.039259,0.0112301,0.040477,0.00893183,0.0261653,0.0235537,0.0550983,0.034081,0.0234048,0.0177811,0.0264183,0.0380893,0.0331177,0.0307324,0.0245089,0.0127133,0.0221315,0.0208959,0.0231442,0.0115449,0.0491994,0.00458043,0.0388406,0.104575,0.038791,0,0,0.0122863,0,0.00548831,0.00653977,0.0516071,0.0625485,0.0254357,0.0847744,0.0262878,0.0315522,0.0380116,0.0230656,0.0392894,0.0490363,0.0452047,0.0309807,0.026388,0.0439192,0.0473541,0.0243467,0.00578227,0.00429601,0.0239606,0.0395662,0,0,0,0,0,0,0,0,0,0
147,0.0439276,0.027378,0,0,0,0,0,0,0.0169413,0.014219,0.0167029,0.0453672,0,0,0.0250353,0,0.0391801,0.0109305,0.0406728,0.010578,0.0251464,0.0222355,0.05622,0.0342206,0.0224878,0.0169112,0.025833,0.0370832,0.0320791,0.0301796,0.0244228,0.013347,0.026979,0.0208264,0.0230529,0.0114415,0.0478354,0.00475149,0.0387575,0.10599,0.0380612,0,0,0.011162,0,0.00554602,0.00584762,0.0517628,0.0620678,0.025354,0.0853534,0.0257773,0.0314104,0.0381901,0.0234797,0.0398631,0.0490275,0.0452952,0.0305496,0.0261064,0.043751,0.0449497,0.0236453,0.00567759,0.00420326,0.0237124,0.0388205,0,0,0,0,0,0,0,0,0,0
148,0.0433082,0.0270508,0,0,0,0,0,0,0.0197915,0.0142741,0.0171043,0.0467964,0,0,0.0245398,0,0.0389917,0.0107216,0.0406287,0.0137964,0.0241287,0.0206917,0.0570292,0.034426,0.0213628,0.0156404,0.0251056,0.0366611,0.0308591,0.0295256,0.0242615,0.0140369,0.0296721,0.0209095,0.0229513,0.0113584,0.0460813,0.00491081,0.0382674,0.107175,0.0374836,0,0,0.0102002,0,0.00560895,0.00524654,0.0519133,0.0614019,0.025266,0.0861264,0.0253645,0.0314094,0.0383255,0.0239719,0.0404333,0.0491985,0.045186,0.0300558,0.0257908,0.0434243,0.0421978,0.0231027,0.00557925,0.00410915,0.0235855,0.0381077,0,0,0,0,0,0,0,0,0,0
149,0.0429295,0.0268759,0,0,0,0,0,0,0.0214478,0.014315,0.018004,0.0481013,0,0,0.0242275,0,0.0388239,0.0105412,0.0403649,0.0177514,0.0231198,0.0188134,0.0574104,0.034641,0.0200354,0.0142325,0.0242647,0.0366784,0.0294874,0.0287165,0.0239629,0.0147204,0.0305968,0.0210769,0.0228517,0.0111061,0.044218,0.00502022,0.0377457,0.107965,0.0371101,0,0,0.00940446,0,0.0056523,0.00479298,0.052046,0.0607307,0.0251908,0.0868783,0.0251791,0.031528,0.0384845,0.0243967,0.0409588,0.0495632,0.0448495,0.0294293,0.0254294,0.0429164,0.0392177,0.0226798,0.00548493,0.00402511,0.0234987,0.0374954,0,0,0,0,0,0,0,0,0,0
150,0.0425141,0.0266933,0,0,0,0,0,0,0.0224753,0.0143741,0.0191972,0.0493999,0,0,0.0238662,0,0.0387407,0.0103459,0.0400928,0.0217025,0.02225,0.0167561,0.0578024,0.0347648,0.0187155,0.0128914,0.0233738,0.0367996,0.0281786,0.0278812,0.0236658,0.0152375,0.0300264,0.021195,0.0227694,0.0106431,0.0426333,0.00511993,0.0374846,0.108741,0.0366834,0,0,0.00878293,0,0.00569555,0.00451132,0.0520632,0.0604201,0.0248967,0.0878771,0.0250302,0.0315828,0.0387828,0.0244783,0.0416111,0.0501431,0.0447233,0.0287725,0.0251498,0.0426256,0.036502,0.0222389,0.00539261,0.00393391,0.0233852,0.0368159,0,0,0,0,0,0,0,0,0,0
151,0.0421124,0.0265099,0,0,0,0,0,0,0.0229862,0.0144754,0.0203071,0.0506027,0,0,0.0235317,0,0.0386502,0.0101473,0.0398341,0.0252822,0.0214733,0.0146677,0.0581653,0.0348353,0.0174451,0.0117811,0.0223635,0.036964,0.0271112,0.0271227,0.0234411,0.0155629,0.0287175,0.0212717,0.0226927,0.0104809,0.0413527,0.005225,0.0373995,0.109434,0.036269,0,0,0.00857206,0,0.00576535,0.00445626,0.0521019,0.0602466,0.0243809,0.0889851,0.0249633,0.031492,0.0392766,0.0244263,0.0420952,0.0508377,0.0447967,0.0281375,0.0249499,0.0425071,0.0342169,0.021814,0.00532829,0.00386021,0.0232627,0.0362306,0,0,0,0,0,0,0,0,0,0
152,0.0418453,0.0263567,0,0,0,0,0,0,0.0230173,0.0146105,0.0210828,0.0517211,0,0,0.0234872,0,0.0382247,0.0100188,0.0395185,0.0280538,0.020736,0.0127312,0.058404,0.0349034,0.01623,0.0109865,0.0213111,0.0371693,0.0263482,0.0265071,0.0232735,0.0157066,0.0273126,0.0214166,0.0225506,0.0103181,0.0403538,0.00534116,0.0374589,0.10996,0.0359627,0,0,0.00853854,0,0.00585567,0.0045795,0.0522841,0.0601507,0.0237193,0.0900988,0.0252403,0.031328,0.039921,0.0244357,0.0420533,0.0516072,0.0450232,0.0275575,0.0248062,0.0425246,0.0323972,0.0214174,0.00523346,0.00381815,0.0231802,0.0359283,0,0,0,0,0,0,0,0,0,0
153,0.0418633,0.026296,0,0,0,0,0,0,0.0225628,0.0147562,0.0214341,0.0527126,0,0,0.0238766,0,0.037467,0.0100204,0.039125,0.0299068,0.0200992,0.0111268,0.0582668,0.0349906,0.015096,0.0104484,0.020256,0.037413,0.025834,0.0260223,0.0232446,0.0156429,0.0251407,0.0216968,0.0223309,0.0105278,0.0395448,0.00541019,0.0376352,0.11029,0.0359342,0,0,0.00851849,0,0.00593825,0.00466697,0.0525993,0.0601962,0.0233458,0.0912627,0.0252357,0.0312048,0.040584,0.0244663,0.0416702,0.0524137,0.0453416,0.0270081,0.0247224,0.0427564,0.0309914,0.021225,0.00515523,0.00380624,0.0231436,0.0360966,0,0,0,0,0,0,0,0,0,0
154,0.0420646,0.0263382,0,0,0,0,0,0,0.021664,0.0148233,0.0211917,0.0536749,0,0,0.0242204,0,0.0371606,0.0100276,0.0386244,0.0307763,0.0195772,0.0100012,0.0579709,0.0351318,0.0140294,0.00995744,0.0191507,0.0376441,0.0254605,0.0255895,0.0233528,0.0153574,0.0225172,0.0219635,0.022215,0.0105129,0.0390132,0.00540233,0.0379408,0.110509,0.0361014,0,0,0.00870668,0,0.00596229,0.0047087,0.0529623,0.0603813,0.0232448,0.0929448,0.0250613,0.0311098,0.041232,0.0244203,0.0417561,0.0533399,0.045659,0.0264763,0.0247239,0.0431348,0.0300295,0.0211614,0.00512514,0.00381281,0.0232569,0.036625,0,0,0,0,0,0,0,0,0,0
155,0.042397,0.0264796,0,0,0,0,0,0,0.0202386,0.014825,0.0202867,0.0545894,0,0,0.0244128,0,0.0372201,0.0100388,0.0380035,0.0307622,0.0191043,0.00943598,0.0575383,0.0353493,0.0132215,0.00987032,0.0180329,0.0379464,0.02523,0.0251777,0.0235203,0.0149509,0.0205449,0.0222414,0.0222181,0.0101761,0.0386693,0.00537746,0.0381825,0.11061,0.0363864,0,0,0.0089572,0,0.00596651,0.00468537,0.0532867,0.060881,0.0233352,0.0945687,0.0250416,0.0310832,0.0418271,0.024185,0.0422862,0.0543394,0.0460905,0.0259866,0.0247864,0.0435235,0.0294304,0.021179,0.00512999,0.00384076,0.0235106,0.0373125,0,0,0,0,0,0,0,0,0,0
156,0.0428249,0.0266771,0,0,0,0,0,0,0.0184288,0.0148123,0.0188409,0.0554317,0,0,0.0244423,0,0.0374173,0.0100377,0.0372803,0.0301387,0.0186541,0.00925665,0.0569213,0.0355952,0.0128255,0.0101322,0.0169348,0.0384007,0.0253185,0.0249141,0.0237244,0.0144422,0.0183293,0.0224716,0.0222623,0.0099188,0.0385783,0.00537615,0.0383858,0.110572,0.0367626,0,0,0.00917271,0,0.00598473,0.00469124,0.0535134,0.0613533,0.0235415,0.0958908,0.0249401,0.0311039,0.0424052,0.0238153,0.0429284,0.0552466,0.0465595,0.0254883,0.0248859,0.0438833,0.0292899,0.0212373,0.00514618,0.00384333,0.0238055,0.0379188,0,0,0,0,0,0,0,0,0,0
157,0.043262,0.0268659,0,0,0,0,0,0,0.016619,0.0148632,0.0171989,0.0559563,0,0,0.0244065,0,0.037457,0.00998954,0.0366412,0.0291706,0.0181946,0.00905673,0.0561065,0.0358083,0.0123519,0.0101625,0.0157225,0.0386715,0.0255518,0.0248932,0.023941,0.0137914,0.0160808,0.0226436,0.0222482,0.01015,0.0386576,0.00542993,0.0386493,0.110271,0.0371788,0,0,0.00948602,0,0.00604217,0.00469754,0.0537554,0.06177,0.0238313,0.0968528,0.0247236,0.0311144,0.0429394,0.0235391,0.0435176,0.0559308,0.0470077,0.0250435,0.0249873,0.0442516,0.0295895,0.0213067,0.00517405,0.00384942,0.02403,0.0384556,0,0,0,0,0,0,0,0,0,0
158,0.0437198,0.0270718,0,0,0,0,0,0,0.0150569,0.0149495,0.0159727,0.0561806,0,0,0.0243784,0,0.0374336,0.00991129,0.0360886,0.0282288,0.0177122,0.00878899,0.0551154,0.0359982,0.0113872,0.0104136,0.0144612,0.0389165,0.0257627,0.0250491,0.0241754,0.013237,0.0141726,0.0228029,0.0222302,0.0103021,0.0384723,0.00546842,0.0387231,0.10976,0.0376396,0,0,0.00986325,0,0.00611503,0.00471041,0.0543809,0.0619038,0.0242425,0.0974285,0.0245375,0.0311819,0.0434936,0.0237165,0.0438513,0.0563606,0.0472592,0.0246423,0.0251039,0.0445624,0.0299797,0.0214289,0.00516458,0.00387352,0.0241532,0.0389976,0,0,0,0,0,0,0,0,0,0
159,0.0442064,0.0273006,0,0,0,0,0,0,0.0141383,0.0150512,0.0154732,0.0562676,0,0,0.024477,0,0.0373373,0.00989904,0.0355405,0.0277328,0.0172235,0.0086137,0.054083,0.0362058,0.0105137,0.011124,0.0132317,0.0392057,0.0257868,0.0250849,0.0243856,0.0129809,0.0127129,0.0230197,0.0222049,0.0103053,0.0381084,0.00547803,0.0386514,0.109167,0.0381375,0,0,0.0100796,0,0.00619629,0.00469605,0.0551899,0.0619506,0.0247359,0.0978296,0.0243652,0.0312533,0.0437767,0.0241007,0.043999,0.0565964,0.0473998,0.0242956,0.025283,0.0447929,0.0303893,0.0216385,0.0051601,0.0038801,0.0241843,0.0395586,0,0,0,0,0,0,0,0,0,0
160,0.0446192,0.0274489,0,0,0,0,0,0,0.0142169,0.0151634,0.0155251,0.0563792,0,0,0.0246362,0,0.0371925,0.00998307,0.0349742,0.027863,0.0167377,0.00871306,0.0531812,0.0363511,0.0100857,0.0123085,0.0121289,0.0394924,0.0255049,0.0248694,0.0246168,0.0130734,0.0117859,0.0231983,0.0221759,0.0101035,0.0378353,0.0055072,0.0385363,0.108674,0.0385443,0,0,0.0102726,0,0.00628656,0.00464846,0.0557338,0.062028,0.0251925,0.0981264,0.0241924,0.0313433,0.0439552,0.0243985,0.0441019,0.0569135,0.0474962,0.0239644,0.0253638,0.0449237,0.030754,0.0219005,0.00518119,0.00390108,0.0241209,0.0400231,0,0,0,0,0,0,0,0,0,0
161,0.0449137,0.0275293,0,0,0,0,0,0,0.0153769,0.0152393,0.0162145,0.0565309,0,0,0.0247421,0,0.037045,0.0100913,0.0344669,0.0286392,0.0162317,0.00903208,0.0524474,0.0364535,0.0100634,0.0137376,0.0111873,0.0397528,0.0247992,0.0243109,0.0246763,0.0135688,0.0117135,0.0232765,0.0220953,0.00981604,0.0376068,0.00555905,0.0383385,0.108217,0.0388679,0,0,0.0103019,0,0.00636737,0.00477998,0.0560087,0.0621449,0.0255833,0.0984391,0.0243192,0.0314068,0.0441889,0.0245542,0.0442592,0.0572598,0.0475513,0.023611,0.0254334,0.0450128,0.031084,0.022081,0.00517657,0.00391631,0.024011,0.0403309,0,0,0,0,0,0,0,0,0,0
162,0.045066,0.0275347,0,0,0,0,0,0,0.017575,0.0153249,0.0174668,0.0567646,0,0,0.02475,0,0.0368625,0.0101502,0.0340739,0.0297247,0.0156479,0.00931514,0.0520158,0.0364501,0.0101252,0.0152834,0.0105314,0.0399727,0.0237583,0.0234164,0.0245494,0.0143618,0.0127936,0.0232387,0.0220004,0.00976187,0.0372921,0.005651,0.038045,0.10788,0.0390146,0,0,0.0102277,0,0.00645049,0.00482373,0.0560865,0.0619858,0.0257801,0.0985774,0.0248063,0.0313822,0.0444958,0.0246532,0.0443909,0.057596,0.0473927,0.0232453,0.0254496,0.044951,0.031298,0.0220662,0.00513659,0.00387422,0.0238764,0.0404401,0,0,0,0,0,0,0,0,0,0
163,0.0345697,0.025197,0,0,0,0,0,0,0.0186135,0.0164918,0.018827,0.0648587,0,0,0.0168245,0,0.0341664,0.00789103,0.0343469,0.0309179,0.00852077,0.0116382,0.0737363,0.0310735,0.0114597,0.0168601,0.0118493,0.0400443,0.0237478,0.0233643,0.0247707,0.014808,0.0135668,0.0182974,0.0208214,0.00849112,0.031379,0.00857246,0.0302435,0.115731,0.0274001,0,0,0.0273064,0,0.00774423,0.0119761,0.0501657,0.0479727,0,0.0887255,0.0673592,0.0248891,0.0421014,0.0262782,0.0430289,0.0538109,0.039553,0.024636,0.021254,0.0367868,0.0225861,0.0157975,0.00600216,0.00352947,0.0272209,0.0306908,0,0,0,0,0,0,0,0,0,0
164,0.0341797,0.0250158,0,0,0,0,0,0,0.0212991,0.0165461,0.0203997,0.0653116,0,0,0.0166141,0,0.0339221,0.00792606,0.0340717,0.0319085,0.00808888,0.011137,0.0738916,0.0309048,0.0116583,0.0184037,0.0113458,0.0401316,0.0224012,0.0220235,0.0243962,0.0157387,0.0158367,0.0182577,0.0207022,0.0084151,0.0308457,0.00866007,0.0299195,0.115696,0.0271063,0,0,0.0280062,0,0.00781158,0.012156,0.0502066,0.0473088,0,0.0885952,0.0681647,0.0248354,0.0422255,0.0262947,0.0429998,0.0540075,0.0394332,0.0243884,0.0212476,0.0365836,0.0222683,0.016005,0.00600619,0.00355733,0.0272752,0.0303778,0,0,0,0,0,0,0,0,0,0
165,0.0338651,0.0248601,0,0,0,0,0,0,0.0237206,0.0166356,0.02175,0.0656984,0,0,0.0163826,0,0.0337007,0.00793636,0.0339187,0.0322842,0.00778533,0.0105826,0.0739638,0.0306776,0.0119035,0.0197065,0.0109058,0.0402434,0.021075,0.0206477,0.0239788,0.0165457,0.0181648,0.0181292,0.0206056,0.0086513,0.0304848,0.00875874,0.0297661,0.11566,0.0269007,0,0,0.0285746,0,0.00790736,0.0123544,0.0503567,0.0466843,0,0.0886068,0.0687206,0.0247688,0.0423791,0.0262902,0.0430738,0.0542325,0.039322,0.0241347,0.0212189,0.0363347,0.0220423,0.0161893,0.00601937,0.00356939,0.0273277,0.0301736,0,0,0,0,0,0,0,0,0,0
