Timestep,C7,CLAV,IMUL_L,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,IMUL_R,RILC,RHEE,IMUL_M,IMUR_M,LTHII,RTHII,IMUR_B,,x81,x82
115,0.00654654,0.00273397,0,0,0.0450301,0.0239927,0.0131146,0.00792125,0,0,0.0147668,0,0.0172376,0.00519096,0.0434837,0.0365503,0.0176947,0.00721698,0.0120843,0.0240751,0.018385,0.0173815,0.0373237,0.0130757,0.0169715,0.0125373,0.0497964,0.0610735,0.024239,0.0173556,0.00240074,0.0473964,0.00729045,0.0437978,0.0113516,0.00404337,0,0,0.0107866,0,0.00734414,0.00389892,0.0869309,0.0145121,0.00611865,0.00853728,0.0173478,0.0243069,0.0226454,0.0332253,0,0.0353391,0.0344744,0.0550906,0.00928022,0.0112574,0.00502844,0.00475599,0.00431905,0,0,0,0,0,0,0,0,0,0.0894597,0.0417988,0,0,0.0132286,0.270161,0,0,0,0
116,0.00609807,0.00257471,0,0,0.0434421,0.0240455,0.0153373,0.00801052,0,0,0.0148661,0,0.0171575,0.00514557,0.0430925,0.0351037,0.0179597,0.00719284,0.012389,0.0235919,0.0186739,0.0176335,0.0359512,0.0147271,0.0179622,0.0142408,0.0509238,0.0590431,0.0241602,0.0173392,0.00235073,0.0479545,0.00727775,0.0436912,0.0117014,0.00373293,0,0,0.0110857,0,0.00731368,0.00404673,0.0869488,0.0145817,0.00607238,0.00854677,0.0177075,0.0246448,0.0229757,0.033095,0,0.0353396,0.0342882,0.0562457,0.00946062,0.0115351,0.0054473,0.00456064,0.00395008,0,0,0,0,0,0,0,0,0,0.0892949,0.0411075,0,0,0.0144702,0.270068,0,0,0,0
117,0.00509547,0.00213538,0,0,0.041294,0.0242377,0.0175734,0.00825615,0,0,0.0148845,0,0.0170114,0.00496148,0.0426076,0.0333327,0.0182155,0.00792987,0.0127821,0.0228967,0.0191231,0.0183217,0.0352813,0.0164397,0.0189906,0.0158113,0.0521492,0.0565764,0.0239883,0.0173281,0.00242776,0.0485093,0.00722854,0.0435167,0.0121738,0.003025,0,0,0.011719,0,0.00728186,0.00415593,0.0869648,0.0145687,0.00616018,0.00831223,0.0178554,0.0250042,0.0231933,0.0329074,0,0.0352242,0.0340019,0.0575425,0.0101207,0.0118034,0.00595744,0.00379767,0.00313233,0,0,0,0,0,0,0,0,0,0.0891547,0.0403581,0,0,0.0162262,0.270047,0,0,0,0
118,0.00488865,0.00201678,0,0,0.0386929,0.0243751,0.0195264,0.00860385,0,0,0.0150904,0,0.0169536,0.00495779,0.0421054,0.0318777,0.0184497,0.00956569,0.0131862,0.0228769,0.0198113,0.0194056,0.0350556,0.0181048,0.0200809,0.0177245,0.053205,0.0534228,0.0239008,0.0173062,0.00242928,0.0492577,0.00730914,0.0432432,0.0126656,0.00289558,0,0,0.0119601,0,0.00736806,0.00437375,0.087036,0.014511,0.00639302,0.00827695,0.0178995,0.0254016,0.0233447,0.0326345,0,0.0349826,0.0336055,0.0589314,0.0102615,0.0122213,0.00644002,0.00378351,0.00299745,0,0,0,0,0,0,0,0,0,0.0890838,0.0395534,0,0,0.0180468,0.270321,0,0,0,0
119,0.0048685,0.00182809,0,0,0.0365194,0.0245069,0.0209488,0.00889459,0,0,0.0152104,0,0.0169656,0.00492696,0.0416636,0.0307016,0.0186563,0.0107114,0.0135636,0.0230106,0.0206673,0.0204526,0.0349743,0.0197076,0.0212363,0.019578,0.0538554,0.0505457,0.0238844,0.0172874,0.00244905,0.0499763,0.00742006,0.0429037,0.0130567,0.00288813,0,0,0.0120725,0,0.00752822,0.0046725,0.0871738,0.0144819,0.00671782,0.00811056,0.0180321,0.025839,0.0234864,0.0322888,0,0.0346755,0.0331662,0.0603188,0.0103659,0.0127406,0.00697054,0.00384154,0.00292388,0,0,0,0,0,0,0,0,0,0.0890285,0.0387719,0,0,0.01956,0.27088,0,0,0,0
120,0.00471315,0.00147859,0,0,0.0349393,0.0245877,0.0217011,0.00900388,0,0,0.0153294,0,0.0170286,0.00488135,0.0412852,0.0299351,0.0189375,0.0115438,0.0138752,0.0229881,0.0213886,0.0210521,0.0349071,0.0210663,0.0222275,0.0209059,0.0543118,0.0483123,0.0237809,0.0172668,0.00244453,0.0505729,0.00753738,0.0424699,0.0132341,0.0027649,0,0,0.0119465,0,0.00766612,0.00500481,0.0874514,0.0144479,0.00706362,0.00780623,0.0183028,0.0262558,0.0236835,0.0318857,0,0.0342536,0.0326375,0.0616587,0.010386,0.0131359,0.00744599,0.00398744,0.00269197,0,0,0,0,0,0,0,0,0,0.0889433,0.0380487,0,0,0.0204465,0.270908,0,0,0,0
121,0.00465256,0.00117875,0,0,0.0336041,0.0246214,0.0216776,0.00895795,0,0,0.0154234,0,0.0169905,0.00484504,0.0411452,0.029567,0.0192697,0.0116503,0.0141844,0.0227619,0.0218004,0.0212529,0.0347825,0.0219309,0.0227924,0.0216929,0.0546966,0.0463348,0.0236583,0.0172791,0.00245416,0.0510332,0.00766181,0.041812,0.0132877,0.00279952,0,0,0.0115709,0,0.00782412,0.00537098,0.08769,0.0143983,0.00732153,0.00736079,0.0186268,0.0266619,0.0238399,0.0313409,0,0.033634,0.0319597,0.0629209,0.0103076,0.0135329,0.00784025,0.00419938,0.00258057,0,0,0,0,0,0,0,0,0,0.0889009,0.0371235,0,0,0.0207372,0.270971,0,0,0,0
122,0.00477269,0.00114457,0,0,0.0328761,0.0246393,0.021181,0.00884245,0,0,0.015537,0,0.0169713,0.00480313,0.041306,0.0294056,0.019539,0.0116213,0.0145369,0.0227262,0.0219449,0.021204,0.0347654,0.0221348,0.0229319,0.0219349,0.0549426,0.0450761,0.0236429,0.0172958,0.00242833,0.0513471,0.00782465,0.0411364,0.0133345,0.00310828,0,0,0.0111201,0,0.00799711,0.00578913,0.0877078,0.0143178,0.00748647,0.00685447,0.0188675,0.0270567,0.0239094,0.0307009,0,0.0329145,0.0312392,0.0640168,0.010148,0.0139822,0.00837841,0.0044321,0.00278115,0,0,0,0,0,0,0,0,0,0.0889723,0.0362539,0,0,0.0206354,0.271224,0,0,0,0
123,0.00506748,0.00139409,0,0,0.0328517,0.024631,0.0205593,0.00870668,0,0,0.0157425,0,0.0170141,0.00478459,0.0417768,0.0298085,0.0196817,0.0121475,0.0149694,0.0228681,0.0219413,0.0208777,0.0350286,0.021774,0.0227574,0.021713,0.0550476,0.0447235,0.0237612,0.0173059,0.00212008,0.0515201,0.00797314,0.0403719,0.0133771,0.00366615,0,0,0.0107363,0,0.00818684,0.00610904,0.0875544,0.014228,0.00760016,0.00630154,0.018937,0.0274296,0.0238657,0.0299613,0,0.0320753,0.030444,0.0649492,0.00996108,0.0143409,0.00884174,0.00463563,0.00325159,0,0,0,0,0,0,0,0,0,0.0891799,0.0356642,0,0,0.0201361,0.271605,0,0,0,0
124,0.00389769,0.00195002,0,0,0.0333597,0.0247249,0.0193789,0.00842672,0,0,0.0158544,0,0.0170417,0.00457745,0.0422552,0.0312946,0.0197745,0.0137515,0.0153168,0.0222823,0.0218335,0.0200861,0.0357092,0.0210684,0.0222129,0.0212034,0.0550252,0.0448016,0.0237112,0.0173337,0.00196867,0.0516922,0.00798265,0.0394073,0.013216,0.00255868,0,0,0.0106557,0,0.00837097,0.006309,0.0873411,0.0142519,0.00757679,0.00535994,0.0188628,0.0278481,0.0235837,0.0290921,0,0.031011,0.0295236,0.0659776,0.0104471,0.0146696,0.00935497,0.0045074,0.00248729,0,0,0,0,0,0,0,0,0,0.0894732,0.0350637,0,0,0.0190343,0.272153,0,0,0,0
125,0.00401278,0.00256486,0,0,0.0346726,0.0247544,0.0179407,0.00814426,0,0,0.0160485,0,0.0170742,0.00450696,0.0427509,0.0335132,0.0198335,0.0146744,0.0156719,0.0225981,0.0216083,0.0190942,0.0367105,0.0200434,0.0211326,0.0205334,0.0549673,0.0454344,0.0237936,0.0173313,0.00199293,0.0517568,0.00806219,0.0383731,0.0130692,0.00290976,0,0,0.0102211,0,0.00852652,0.00647673,0.0871463,0.0143603,0.00747533,0.00485213,0.0187079,0.0282265,0.0231198,0.0280647,0,0.0297631,0.0285095,0.0669311,0.0102349,0.0148426,0.00972331,0.00473699,0.00286247,0,0,0,0,0,0,0,0,0,0.0898147,0.0346649,0,0,0.017614,0.272825,0,0,0,0
126,0.00464191,0.00304065,0,0,0.0361482,0.0247579,0.0176792,0.00794014,0,0,0.0163283,0,0.0170493,0.00462835,0.0434598,0.0361626,0.0198551,0.0159161,0.0159916,0.0229456,0.0212108,0.0181898,0.0378364,0.0189678,0.0201963,0.0198865,0.0551205,0.0468767,0.0238905,0.0172873,0.00202602,0.0516559,0.00810003,0.0372326,0.0130125,0.00376517,0,0,0.00969612,0,0.00862365,0.00667595,0.0869483,0.014597,0.00728487,0.00435941,0.018455,0.028578,0.0225486,0.0269186,0,0.0283534,0.0273665,0.0677114,0.00989089,0.0150991,0.0100181,0.00482926,0.00366436,0,0,0,0,0,0,0,0,0,0.0901644,0.0344219,0,0,0.016142,0.273616,0,0,0,0
127,0.00467495,0.00376197,0,0,0.0371278,0.0247645,0.0190155,0.00746132,0,0,0.0164269,0,0.0170052,0.00459867,0.0443056,0.038938,0.0199632,0.0152275,0.0161273,0.0229704,0.0208476,0.017496,0.0388045,0.0182788,0.0201273,0.0192917,0.0552805,0.047693,0.0239051,0.0172649,0.00202778,0.0515408,0.00803134,0.0360852,0.0126631,0.00397681,0,0,0.00923243,0,0.00873532,0.00692419,0.0866764,0.0151792,0.00703511,0.00394614,0.0180513,0.02887,0.0219627,0.0257552,0,0.0268295,0.0262034,0.0684476,0.00980195,0.0153865,0.0104975,0.00495737,0.00393269,0,0,0,0,0,0,0,0,0,0.0905331,0.0341406,0,0,0.0148114,0.274516,0,0,0,0
128,0.00480291,0.00441562,0,0,0.0381794,0.0247567,0.0208384,0.00700591,0,0,0.0164358,0,0.0171086,0.00454114,0.0452842,0.0415798,0.0203401,0.0132484,0.0160979,0.0231591,0.0207331,0.0171109,0.039019,0.0183641,0.0209141,0.0188235,0.055208,0.0479349,0.023865,0.017289,0.00198819,0.0513612,0.00793089,0.034936,0.0122692,0.00427956,0,0,0.00872645,0,0.00888819,0.00733008,0.0863669,0.0160902,0.00671222,0.00374676,0.0174735,0.0290808,0.0213653,0.0245738,0,0.0252059,0.025035,0.0691679,0.00971062,0.0157412,0.0109222,0.00513751,0.00426018,0,0,0,0,0,0,0,0,0,0.0908219,0.0339633,0,0,0.0135859,0.275472,0,0,0,0
129,0.00493954,0.00512026,0,0,0.0389607,0.0246859,0.0216469,0.00665068,0,0,0.0164342,0,0.017234,0.0045609,0.0461656,0.0435196,0.0211859,0.0103989,0.0160555,0.023295,0.0207137,0.0169692,0.0382233,0.0188794,0.0217395,0.018574,0.0547266,0.0476364,0.0237871,0.0173404,0.0019484,0.0511741,0.0078002,0.033858,0.011939,0.0046228,0,0,0.00805352,0,0.00909037,0.00777818,0.0860924,0.017317,0.00633461,0.00383421,0.0166552,0.029235,0.0207383,0.0233953,0,0.0234702,0.0238563,0.0699706,0.00964467,0.0161728,0.0112609,0.00550948,0.00446767,0,0,0,0,0,0,0,0,0,0.0909788,0.0338983,0,0,0.0123714,0.276505,0,0,0,0
130,0.00503223,0.0058397,0,0,0.0394516,0.0246001,0.0216806,0.0063313,0,0,0.0164874,0,0.0173629,0.00468043,0.0467598,0.0449549,0.0224784,0.00847216,0.0160445,0.0233809,0.0204451,0.0169982,0.0371325,0.0191811,0.0218347,0.0184993,0.0538736,0.0471124,0.0237112,0.017402,0.00186932,0.0510792,0.00760211,0.0328921,0.0115952,0.00498835,0,0,0.00721126,0,0.00924906,0.00833097,0.085924,0.0187649,0.00598961,0.00423739,0.0155788,0.0293565,0.020077,0.0222751,0,0.0216769,0.0226409,0.0707537,0.00963264,0.0166513,0.0116708,0.00601264,0.00452278,0,0,0,0,0,0,0,0,0,0.0910323,0.0338357,0,0,0.0114996,0.277663,0,0,0,0
131,0.00507256,0.00640618,0,0,0.039685,0.0245036,0.0214768,0.00616679,0,0,0.0165678,0,0.0174761,0.00477279,0.0469628,0.0460873,0.0236459,0.00791217,0.015777,0.0234569,0.0197348,0.0171751,0.0365844,0.0190145,0.021706,0.018322,0.0528761,0.0473014,0.023605,0.0174583,0.00187299,0.0511055,0.00739962,0.0319668,0.0110334,0.00534254,0,0,0.0064827,0,0.00941342,0.00882325,0.0857844,0.0202014,0.00566839,0.00482677,0.0144563,0.029518,0.0195101,0.0211535,0,0.019833,0.0213784,0.0716278,0.00969107,0.0172026,0.0120501,0.00646393,0.00455238,0,0,0,0,0,0,0,0,0,0.0910587,0.0336878,0,0,0.0115523,0.278922,0,0,0,0
132,0.00581129,0.00668922,0,0,0.0392376,0.0244246,0.0209933,0.0064174,0,0,0.0166877,0,0.0175902,0.00494559,0.046762,0.0466132,0.0243854,0.00891268,0.015189,0.0236158,0.0186527,0.0174491,0.0368474,0.0186293,0.0212234,0.0178975,0.0518785,0.0464581,0.0235232,0.0175212,0.00172883,0.0512468,0.00743723,0.0314947,0.0105858,0.00642826,0,0,0.00557929,0,0.00957686,0.00930604,0.0856185,0.0216495,0.00538763,0.00500863,0.0134698,0.0296973,0.0191337,0.0201542,0,0.0180668,0.0202606,0.0727037,0.00932163,0.0178801,0.0121905,0.00657458,0.00501825,0,0,0,0,0,0,0,0,0,0.0910952,0.0329351,0,0,0.012841,0.280014,0,0,0,0
133,0.00490137,0.0072721,0,0,0.0374447,0.0244265,0.0201887,0.00697544,0,0,0.0166816,0,0.0176328,0.00492892,0.0462678,0.0467922,0.0247447,0.0106592,0.0143231,0.0232599,0.0178632,0.0178101,0.0374333,0.0182093,0.020911,0.0174354,0.0510276,0.0441835,0.0232487,0.0175721,0.00156992,0.0512677,0.00726412,0.030965,0.0103181,0.00564146,0,0,0.00574802,0,0.00979264,0.00934768,0.0854279,0.0231922,0.00511736,0.00596174,0.0126512,0.0299943,0.0189979,0.0195354,0,0.0164379,0.019268,0.0734192,0.00993243,0.0182416,0.0123464,0.00732642,0.004246,0,0,0,0,0,0,0,0,0,0.0911179,0.0328317,0,0,0.0143574,0.28081,0,0,0,0
134,0.00615784,0.0071408,0,0,0.0340251,0.0243466,0.0191036,0.00752527,0,0,0.0167085,0,0.0177208,0.00505263,0.0459416,0.0462635,0.0248757,0.0119859,0.0133352,0.0234147,0.0175122,0.0173466,0.0377039,0.0175769,0.0202938,0.016604,0.0498948,0.0403789,0.0230291,0.0175996,0.00157723,0.051204,0.00735417,0.0305216,0.0100417,0.00733627,0,0,0.00481118,0,0.00991425,0.00984128,0.0851589,0.0244716,0.00487688,0.0056386,0.0117474,0.0304805,0.0188885,0.0190328,0,0.0148661,0.0183499,0.0744243,0.00920675,0.0189876,0.0122714,0.00695487,0.0050541,0,0,0,0,0,0,0,0,0,0.0910819,0.0321982,0,0,0.0147723,0.281634,0,0,0,0
135,0.00626244,0.00737699,0,0,0.0302817,0.0243163,0.0178262,0.0078627,0,0,0.0165247,0,0.0176366,0.0050267,0.045561,0.0451451,0.0248228,0.0115283,0.0124263,0.023163,0.0174007,0.0161754,0.0375983,0.0167881,0.019164,0.0154528,0.0482937,0.0361596,0.022593,0.0175808,0.00167146,0.050967,0.00719738,0.0300855,0.00958689,0.00768243,0,0,0.00442972,0,0.00998743,0.0103216,0.0847299,0.0255051,0.00461639,0.00574078,0.0108705,0.0311382,0.0188524,0.0186047,0,0.0133089,0.0174774,0.075537,0.00912606,0.0197628,0.0125073,0.00711949,0.00515883,0,0,0,0,0,0,0,0,0,0.0909054,0.0313274,0,0,0.0138942,0.281927,0,0,0,0
136,0.00572106,0.0079358,0,0,0.0271279,0.0243447,0.0163668,0.00813781,0,0,0.0160934,0,0.017579,0.00484742,0.0449658,0.0436344,0.0247369,0.010173,0.0115381,0.0227096,0.0169981,0.0150711,0.0374686,0.015783,0.0176406,0.0143333,0.0465253,0.0318865,0.022084,0.0176114,0.0017637,0.0503059,0.00689237,0.0293113,0.00911322,0.00714946,0,0,0.00431037,0,0.0101195,0.0105512,0.0842905,0.0266467,0.00419838,0.00608438,0.0103187,0.0319393,0.0191734,0.0185434,0,0.0119756,0.0168835,0.0759377,0.00939531,0.0207008,0.0127971,0.0077941,0.00473825,0,0,0,0,0,0,0,0,0,0.0906317,0.0310379,0,0,0.0124903,0.281948,0,0,0,0
137,0.00581967,0.00831939,0,0,0.0234807,0.0243261,0.0148217,0.00825963,0,0,0.0157632,0,0.0175264,0.0048056,0.0446533,0.0412713,0.0246994,0.00792899,0.0107123,0.0224139,0.0158434,0.0141583,0.0374758,0.0143762,0.016001,0.0131089,0.0448674,0.0275947,0.021632,0.0176333,0.00178662,0.0494199,0.00670057,0.0287846,0.00875593,0.0072794,0,0,0.00395089,0,0.0102487,0.0108598,0.0838521,0.0278521,0.0036095,0.00625318,0.0102558,0.0327702,0.0199755,0.0185697,0,0.0107555,0.0164008,0.0763255,0.00936884,0.0217473,0.0126307,0.00827175,0.00491408,0,0,0,0,0,0,0,0,0,0.090302,0.0307215,0,0,0.011347,0.281816,0,0,0,0
138,0.00607684,0.00866167,0,0,0.0203081,0.0242917,0.013351,0.0081869,0,0,0.0154819,0,0.0174595,0.00473814,0.044704,0.0383024,0.0246994,0.00632973,0.00999187,0.0221868,0.0143015,0.0134867,0.0376468,0.0129521,0.0143764,0.0118476,0.0437279,0.0241407,0.0212974,0.0176608,0.00180766,0.0482316,0.00654897,0.0283936,0.00853882,0.00743667,0,0,0.00356795,0,0.0103396,0.0112741,0.0833189,0.0293549,0.00295812,0.00635881,0.0106842,0.0336926,0.0212017,0.0187395,0,0.00968189,0.0160691,0.076115,0.00938414,0.0226416,0.0126419,0.00884553,0.00521563,0,0,0,0,0,0,0,0,0,0.0900224,0.0307841,0,0,0.010585,0.281587,0,0,0,0
139,0.0064387,0.00890083,0,0,0.0179025,0.024286,0.0121799,0.00787081,0,0,0.0153074,0,0.0174577,0.00467012,0.0449583,0.0352233,0.0246672,0.00627211,0.00931802,0.0220448,0.0129684,0.0129334,0.0379661,0.0118194,0.0130891,0.0109771,0.0430211,0.0211828,0.0210851,0.0176791,0.00186444,0.0467885,0.00639234,0.0283294,0.00834595,0.00757164,0,0,0.00326256,0,0.0103359,0.011676,0.0827899,0.0311831,0.00232152,0.00642508,0.0115706,0.0346931,0.0227992,0.0189081,0,0.00875089,0.0157808,0.0751409,0.00951726,0.0233418,0.0129031,0.00938385,0.00556494,0,0,0,0,0,0,0,0,0,0.0897851,0.0314015,0,0,0.0101519,0.281196,0,0,0,0
140,0.00680149,0.00903556,0,0,0.0159278,0.0242943,0.0115474,0.00732605,0,0,0.0151983,0,0.0174917,0.0045167,0.0452593,0.0324596,0.0245981,0.00671814,0.00856399,0.0219698,0.0120825,0.0125668,0.0383897,0.0110894,0.012445,0.0102506,0.0427279,0.0184609,0.0209455,0.017683,0.00189958,0.045164,0.00625569,0.0287885,0.00807787,0.00762626,0,0,0.00315874,0,0.0102745,0.0120511,0.0823526,0.0329403,0.00172737,0.00649616,0.0128215,0.0357988,0.0246686,0.0189905,0,0.00791775,0.0154814,0.0732048,0.00975212,0.0240775,0.013428,0.0097346,0.00587338,0,0,0,0,0,0,0,0,0,0.0895224,0.0325907,0,0,0.0100727,0.280493,0,0,0,0
141,0.00706598,0.00903847,0,0,0.0142572,0.0243079,0.011362,0.0066221,0,0,0.0151311,0,0.0173173,0.00429502,0.045504,0.0302885,0.0244536,0.0072146,0.00772434,0.02193,0.0118545,0.0125477,0.0387201,0.0111124,0.0123097,0.00980641,0.0427441,0.0159881,0.0208983,0.0176232,0.00186396,0.0431385,0.00626629,0.0297298,0.00776112,0.00755756,0,0,0.00328912,0,0.010245,0.0123601,0.0820126,0.0344691,0.00118416,0.00658141,0.0143622,0.0369454,0.0267178,0.0190108,0,0.0072642,0.0153135,0.0701528,0.0100478,0.0248752,0.0139997,0.00983752,0.00608627,0,0,0,0,0,0,0,0,0,0.089237,0.034568,0,0,0.010329,0.279537,0,0,0,0
142,0.00727214,0.00892518,0,0,0.0124204,0.0243786,0.0114196,0.00593068,0,0,0.0150436,0,0.0171344,0.00405399,0.0455905,0.0284972,0.0241742,0.00700833,0.00679028,0.0218767,0.0119742,0.01255,0.0387016,0.0115096,0.0123136,0.00944893,0.0430557,0.0136975,0.0208968,0.0175576,0.00190011,0.0408793,0.00636862,0.0310661,0.00746623,0.00748754,0,0,0.00355831,0,0.0102061,0.0126835,0.0816852,0.0358143,0.00074557,0.00664658,0.0159527,0.0380807,0.0287098,0.0190046,0,0.006889,0.0153087,0.065847,0.0103468,0.0256758,0.0146661,0.0096909,0.00629452,0,0,0,0,0,0,0,0,0,0.0889281,0.037373,0,0,0.0105772,0.278328,0,0,0,0
143,0.00752199,0.00871173,0,0,0.010464,0.024504,0.0115461,0.00534912,0,0,0.0149454,0,0.0170537,0.00377522,0.045445,0.0268794,0.0235896,0.00607974,0.00563459,0.0218549,0.0123469,0.0124243,0.0381655,0.0114432,0.0121845,0.00922314,0.0435463,0.0121406,0.0208399,0.0175297,0.00200207,0.0386763,0.00642537,0.0328211,0.00715091,0.00757834,0,0,0.0039428,0,0.0100733,0.0131402,0.0813175,0.0370597,0.000703581,0.00662266,0.0174221,0.0391707,0.030491,0.0190389,0,0.0068217,0.0154389,0.0604082,0.0106069,0.0265266,0.0154491,0.00932263,0.0065926,0,0,0,0,0,0,0,0,0,0.0884581,0.0408915,0,0,0.01076,0.276934,0,0,0,0
144,0.00928758,0.0080651,0,0,0.009376,0.0245227,0.011763,0.00475001,0,0,0.0149325,0,0.01709,0.00369896,0.0450951,0.0257945,0.0232465,0.00573357,0.0043647,0.0223491,0.0126412,0.0123363,0.0372044,0.0113788,0.0120887,0.00950112,0.0436169,0.0116054,0.020934,0.0175046,0.00196775,0.0369439,0.00660187,0.0351803,0.00687047,0.00968118,0,0,0.00400394,0,0.00991099,0.0138759,0.0809679,0.0379285,0.000991043,0.00597118,0.0188493,0.0402337,0.0320318,0.0192672,0,0.00693898,0.0156995,0.0545227,0.00984957,0.0277372,0.0160845,0.00822073,0.00832958,0,0,0,0,0,0,0,0,0,0.087941,0.0445174,0,0,0.011016,0.27542,0,0,0,0
145,0.0109081,0.00732287,0,0,0.00880445,0.0244559,0.0118782,0.00412942,0,0,0.0151775,0,0.0171802,0.0039391,0.0444521,0.0250891,0.0230886,0.00617024,0.00314482,0.0229403,0.0127841,0.0122176,0.0360479,0.0113348,0.0118532,0.0100235,0.043093,0.0118941,0.0209561,0.0174369,0.00169086,0.035297,0.00654993,0.0370659,0.00667656,0.0117193,0,0,0.00455172,0,0.00984556,0.0145082,0.0807365,0.0388891,0.00114786,0.00593889,0.020135,0.0411794,0.0332986,0.0201252,0,0.00745613,0.0164547,0.0476856,0.00938772,0.0289827,0.0169929,0.00708351,0.0100374,0,0,0,0,0,0,0,0,0,0.0874462,0.0477033,0,0,0.0113349,0.273619,0,0,0,0
146,0.011059,0.00726554,0,0,0.00952885,0.0245582,0.011761,0.00338796,0,0,0.0151562,0,0.0171629,0.00385976,0.0436219,0.0243208,0.0229825,0.00637482,0.00244869,0.0230244,0.0128939,0.0121085,0.0348927,0.0110104,0.0113151,0.00998181,0.0421963,0.0127326,0.0209953,0.01743,0.00179013,0.0347504,0.00647437,0.0391631,0.00649633,0.0119638,0,0,0.00514219,0,0.00977883,0.0152441,0.0804634,0.0402916,0.00140548,0.00593035,0.0212913,0.0422106,0.0344282,0.0212703,0,0.00822053,0.0175179,0.0421259,0.00965469,0.0305552,0.0180121,0.00690181,0.0102006,0,0,0,0,0,0,0,0,0,0.0866594,0.0498444,0,0,0.0116472,0.271775,0,0,0,0
147,0.0114441,0.00723869,0,0,0.0107889,0.0246794,0.0114943,0.00272591,0,0,0.0152275,0,0.0170524,0.00375549,0.0427714,0.0235154,0.0229699,0.00602616,0.00246184,0.0230457,0.0125266,0.011865,0.0339755,0.0103539,0.0107437,0.00952335,0.0410804,0.0146362,0.0209323,0.0173841,0.00185074,0.0345719,0.0063443,0.0410689,0.00628432,0.0125734,0,0,0.00567424,0,0.00965293,0.0159054,0.0802049,0.0418001,0.00162672,0.0059911,0.0222627,0.0431401,0.0354267,0.0222069,0,0.00929396,0.0183997,0.0375405,0.00978528,0.0319755,0.019082,0.00669348,0.0107484,0,0,0,0,0,0,0,0,0,0.0857983,0.0514887,0,0,0.0117338,0.270141,0,0,0,0
148,0.0118415,0.00726345,0,0,0.0124155,0.0248004,0.0111002,0.0020375,0,0,0.0152901,0,0.0168627,0.00351839,0.0419909,0.0225271,0.0230103,0.00536074,0.00316146,0.0230245,0.0116622,0.0115061,0.0334653,0.00967986,0.0102974,0.00896489,0.0400841,0.0170722,0.0208098,0.0173173,0.00182142,0.0348272,0.0062022,0.042787,0.00604621,0.0131941,0,0,0.00604914,0,0.00949663,0.0167237,0.0800078,0.0427893,0.00194004,0.00609287,0.0231375,0.0438957,0.0362821,0.0225262,0,0.0103299,0.0187421,0.0340841,0.0098569,0.0331322,0.020129,0.00656401,0.0113921,0,0,0,0,0,0,0,0,0,0.0848602,0.0533089,0,0,0.0116163,0.268837,0,0,0,0
149,0.0122419,0.00733996,0,0,0.0140716,0.0249217,0.0107042,0.00137314,0,0,0.0152805,0,0.0166924,0.00322067,0.0413206,0.0211694,0.0230251,0.00493952,0.00410655,0.0229896,0.0106494,0.0110509,0.0333177,0.00924413,0.0099914,0.00848354,0.0394239,0.0194505,0.0207113,0.0172645,0.00185191,0.0353892,0.00610119,0.0440816,0.00590192,0.0137468,0,0,0.00625489,0,0.00946422,0.0175673,0.0798356,0.0431206,0.00235633,0.00612171,0.0238862,0.0444063,0.0369186,0.0223058,0,0.0112027,0.0188086,0.0316023,0.00983799,0.0342979,0.0211086,0.00644615,0.0120974,0,0,0,0,0,0,0,0,0,0.0839318,0.0551291,0,0,0.0113034,0.26776,0,0,0,0
150,0.0125652,0.00740511,0,0,0.0157083,0.0250461,0.0104402,0.00128274,0,0,0.0151913,0,0.0165118,0.00295616,0.0407877,0.0197618,0.0230069,0.00480357,0.00498161,0.0229374,0.00980399,0.0105358,0.0334059,0.00899937,0.00967818,0.00803591,0.0391546,0.0219483,0.0205946,0.0172086,0.00194062,0.0360832,0.00603098,0.0450291,0.00603161,0.0141627,0,0,0.0063655,0,0.00950608,0.0181953,0.0798443,0.0432697,0.00278381,0.00613516,0.0243657,0.0446838,0.0373479,0.0217543,0,0.0118355,0.0189503,0.0298788,0.00973788,0.035342,0.021963,0.00636808,0.0127613,0,0,0,0,0,0,0,0,0,0.0831392,0.056646,0,0,0.0108613,0.266775,0,0,0,0
