Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,LBHD,LTIBI,x79,
19,0.00618149,0.00425499,0,0,0,0,0,0,0.0237573,0.0183421,0.0340987,0.0145742,0,0.0272779,0,0.0283332,0.00778052,0.0382044,0.0461598,0.0166447,0.0284313,0.00565452,0.0244044,0.0218559,0.028726,0.0246725,0.0416745,0.0285011,0.0292573,0.0252045,0.0310263,0.0336307,0.019088,0.00383802,0.023645,0.00537025,0.0213485,0.00645298,0.00496623,0,0,0.00929884,0,0.00849908,0.00501936,0.0840003,0.0187158,0.0803845,0.00872552,0.00723759,0.00261012,0.00943383,0.0136796,0.0415561,0.0166237,0.00604407,0.0343862,0.00528967,0.00346374,0.0352729,0.0107221,0.00374781,0.0013427,0.0044137,0.0042347,0,0,0,0,0,0,0,0,0,0.0224286,0,0
20,0.00588413,0.00469394,0,0,0,0,0,0,0.0272367,0.0182753,0.0322033,0.0128717,0,0.0273008,0,0.0286124,0.00793511,0.0379551,0.0403379,0.0166154,0.0228471,0.00451133,0.0243441,0.0185723,0.0241313,0.0198564,0.043168,0.0257011,0.0261703,0.025711,0.0367857,0.0335239,0.0191309,0.00396208,0.0230651,0.00520314,0.0208251,0.00561978,0.00452247,0,0,0.00971567,0,0.00861655,0.00532063,0.0840893,0.0177219,0.0801442,0.00904001,0.00671113,0.00275145,0.00986381,0.0138277,0.0416693,0.0171619,0.00578353,0.0341605,0.00536839,0.00348586,0.0341163,0.0116363,0.0038009,0.00167399,0.00486458,0.00439498,0,0,0,0,0,0,0,0,0,0.0216574,0,0
21,0.00591074,0.00485888,0,0,0,0,0,0,0.0287231,0.018257,0.0315,0.0117391,0,0.0270363,0,0.0287217,0.00797129,0.0380972,0.0383572,0.0169261,0.0209189,0.00465595,0.0245314,0.0174589,0.0223083,0.018182,0.0447109,0.0247979,0.025218,0.0264593,0.0393809,0.0334377,0.0191345,0.00398604,0.0224992,0.00517321,0.0201736,0.00514935,0.00452675,0,0,0.0100295,0,0.00872789,0.00541065,0.0841171,0.0171386,0.0801453,0.00920233,0.00672815,0.00298793,0.0102356,0.0140991,0.0417504,0.0174843,0.00574835,0.0339844,0.00550422,0.00379452,0.0333233,0.0123622,0.00389814,0.00191008,0.00512443,0.00483471,0,0,0,0,0,0,0,0,0,0.0217465,0,0
22,0.00608407,0.00502677,0,0,0,0,0,0,0.0287769,0.0182614,0.0302646,0.0108636,0,0.0264139,0,0.0288965,0.00803329,0.0380745,0.0366063,0.0174952,0.0193677,0.00552914,0.0248722,0.0169306,0.0195782,0.0171903,0.0462444,0.0241237,0.0245728,0.0271798,0.0402603,0.0334029,0.0191616,0.00400371,0.0221311,0.00513979,0.0201812,0.0049379,0.00466462,0,0,0.010378,0,0.00883228,0.00546882,0.0841,0.0168686,0.0803391,0.00929166,0.00695732,0.00343359,0.0102166,0.0142104,0.0416271,0.0174191,0.00567844,0.0339464,0.00563078,0.00401835,0.0327516,0.0131086,0.00366962,0.00211635,0.00524912,0.00523679,0,0,0,0,0,0,0,0,0,0.0218525,0,0
23,0.00633597,0.00528056,0,0,0,0,0,0,0.0274517,0.018309,0.0288121,0.0101983,0,0.0257189,0,0.0290513,0.00800739,0.0383112,0.0359552,0.0180859,0.0187506,0.00656034,0.0251376,0.0172567,0.017111,0.0170279,0.0475643,0.023975,0.0243911,0.0280442,0.0390283,0.0332172,0.0191872,0.00397278,0.022167,0.00513727,0.0205487,0.00491694,0.00489981,0,0,0.0106927,0,0.00890227,0.00543924,0.0839767,0.0169314,0.0806585,0.00951713,0.00730064,0.00382316,0.0100698,0.0142761,0.0414762,0.0171632,0.00555532,0.0339585,0.00564919,0.00414798,0.032393,0.0136574,0.00310504,0.00225792,0.00543139,0.00559998,0,0,0,0,0,0,0,0,0,0.0221314,0,0
24,0.00718488,0.00494771,0,0,0,0,0,0,0.0257664,0.0185792,0.0269012,0.00906631,0,0.0240488,0,0.0289058,0.00717391,0.0391045,0.0347726,0.018055,0.017923,0.00709708,0.0252276,0.017314,0.0166843,0.016639,0.0488614,0.0239646,0.0243532,0.0290147,0.036554,0.0321597,0.0192622,0.00361768,0.0222971,0.00521104,0.0209856,0.004647,0.00583167,0,0,0.0108333,0,0.00902026,0.00528266,0.0838543,0.0172255,0.0807151,0.00984678,0.00741916,0.00382417,0.00995435,0.0143388,0.0412876,0.0169214,0.00567951,0.033948,0.00566248,0.0042626,0.0321618,0.0137183,0.00286918,0.00224322,0.00497521,0.00653663,0,0,0,0,0,0,0,0,0,0.0225424,0,0
25,0.00759136,0.00503842,0,0,0,0,0,0,0.0230963,0.0186591,0.0247577,0.00794796,0,0.0227094,0,0.0289745,0.00699438,0.0399358,0.0336238,0.0180281,0.0172137,0.00772141,0.025292,0.0171278,0.0162787,0.0163345,0.0499295,0.0239824,0.0243503,0.0301716,0.0334259,0.0317584,0.0192832,0.00351502,0.0225707,0.00523591,0.0214641,0.00467767,0.00620921,0,0,0.0110405,0,0.00909534,0.00530518,0.0837824,0.0178912,0.0809672,0.0102235,0.00756036,0.00399247,0.00985562,0.0145013,0.0410868,0.0168295,0.00589413,0.0339699,0.00568594,0.00442554,0.0320179,0.0139726,0.00283517,0.00221635,0.00512533,0.00700237,0,0,0,0,0,0,0,0,0,0.0228065,0,0
26,0.00723683,0.00565767,0,0,0,0,0,0,0.0195639,0.018503,0.0228685,0.00705426,0,0.0214152,0,0.029337,0.00768633,0.0406248,0.0329276,0.0181287,0.0170407,0.00850452,0.0252258,0.0172888,0.0155195,0.0162732,0.0506571,0.0240836,0.0244157,0.0313539,0.0303612,0.0320799,0.0192615,0.00371322,0.0230357,0.00520656,0.0220726,0.00502416,0.00582872,0,0,0.0113672,0,0.00910149,0.00541965,0.0837727,0.0187168,0.0814204,0.0106521,0.00782266,0.0045258,0.00981426,0.0146964,0.0409308,0.0167514,0.00620784,0.0340792,0.00580154,0.00459599,0.0318871,0.0145797,0.0028062,0.00223545,0.0059608,0.00671605,0,0,0,0,0,0,0,0,0,0.0230336,0,0
27,0.00749093,0.00583373,0,0,0,0,0,0,0.0165834,0.018532,0.0212914,0.00658475,0,0.0198543,0,0.0295022,0.00758703,0.0409704,0.032012,0.0182849,0.0170302,0.00950785,0.0252428,0.0170311,0.014966,0.0162542,0.0512839,0.0240859,0.0243423,0.0323982,0.027487,0.0314188,0.0193096,0.00364439,0.0235264,0.00518917,0.0227687,0.00540954,0.00608462,0,0,0.0117633,0,0.009155,0.00555439,0.0837538,0.0194868,0.0817855,0.0112092,0.00819196,0.00485245,0.00997,0.0147225,0.0409141,0.0167348,0.00642798,0.0341984,0.00594239,0.00487206,0.0318111,0.0149005,0.00274028,0.00223578,0.00617156,0.0069097,0,0,0,0,0,0,0,0,0,0.0231977,0,0
28,0.00916969,0.00561911,0,0,0,0,0,0,0.0146436,0.0189416,0.0205584,0.00598163,0,0.0170225,0,0.0293612,0.00603163,0.0412292,0.0315072,0.0184396,0.0172483,0.0106164,0.0253506,0.0169158,0.0152771,0.0162145,0.051854,0.0242315,0.0244074,0.0333903,0.0246133,0.0291182,0.0194971,0.00305059,0.0238303,0.00526619,0.0233807,0.00590934,0.00751679,0,0,0.0119876,0,0.00927479,0.00559963,0.0838315,0.0201472,0.0818992,0.0118083,0.00875555,0.00476804,0.0102239,0.0147768,0.041131,0.0167109,0.00656577,0.0342722,0.00608585,0.0052175,0.031687,0.014817,0.00285998,0.00202175,0.00577928,0.00826272,0,0,0,0,0,0,0,0,0,0.0235382,0,0
29,0.00941931,0.00574543,0,0,0,0,0,0,0.0130351,0.0188762,0.0205602,0.00545888,0,0.0163939,0,0.0296143,0.0060933,0.0415905,0.0315873,0.0181907,0.017272,0.0109226,0.0253516,0.0174046,0.0159602,0.0161276,0.0523322,0.0244587,0.0245301,0.0341994,0.0227898,0.0287379,0.0195294,0.00311371,0.0240476,0.00528408,0.0238515,0.00624769,0.00777976,0,0,0.0124183,0,0.00925987,0.00571641,0.0840182,0.0209979,0.0820701,0.0124389,0.00883662,0.00490899,0.0103428,0.0148529,0.0416794,0.016889,0.00668974,0.0344182,0.00625529,0.0055709,0.0312638,0.0150102,0.00288984,0.00200435,0.00577314,0.00846499,0,0,0,0,0,0,0,0,0,0.023997,0,0
30,0.00961453,0.00593053,0,0,0,0,0,0,0.0120374,0.01887,0.0210593,0.00553861,0,0.0155496,0,0.02996,0.00617017,0.0418604,0.0320624,0.0179466,0.0169507,0.0112552,0.0251269,0.0189999,0.0158944,0.0160597,0.0525456,0.0247321,0.0246591,0.0349624,0.0217985,0.0280395,0.0195701,0.00314959,0.0241409,0.00534716,0.0243371,0.00640136,0.00798692,0,0,0.012775,0,0.00926085,0.00565289,0.0842812,0.0219083,0.0821044,0.0130082,0.00887115,0.00496935,0.0105824,0.0148816,0.0417978,0.0169839,0.00665872,0.0346399,0.00659583,0.00602229,0.0305883,0.0151473,0.00285101,0.00197768,0.00588563,0.00866883,0,0,0,0,0,0,0,0,0,0.0245632,0,0
31,0.00927895,0.00585441,0,0,0,0,0,0,0.00927393,0.0189673,0.0235746,0.00573587,0,0.0146257,0,0.0300474,0.00626167,0.0435536,0.0344631,0.0170225,0.0226131,0.0108261,0.0245609,0.0253524,0.0231642,0.0199908,0.0519588,0.0285305,0.0291161,0.0371341,0.0133316,0.027153,0.0195492,0.00308414,0.0246697,0.00554624,0.02537,0.00602376,0.00764308,0,0,0.0124863,0,0.00922766,0.00539897,0.0839267,0.0234883,0.0821548,0.0138896,0.00885813,0.00430047,0.0112953,0.0153309,0.0421877,0.0175944,0.00678477,0.0350284,0.00725451,0.00668787,0.0301785,0.0146368,0.00277345,0.00183513,0.00600348,0.00845174,0,0,0,0,0,0,0,0,0,0.0272041,0,0
32,0.00965918,0.00607904,0,0,0,0,0,0,0.00997238,0.0189534,0.0228784,0.00620508,0,0.0138308,0,0.030168,0.00659627,0.0424641,0.033981,0.0176818,0.0165262,0.011716,0.0243106,0.0198535,0.0164012,0.0164276,0.052302,0.0255477,0.0255917,0.0367654,0.0202527,0.0264843,0.019593,0.0031966,0.0247278,0.00553537,0.0255917,0.00633961,0.00807907,0,0,0.0129858,0,0.00927519,0.00555819,0.0842321,0.0240071,0.0822794,0.0143334,0.00868867,0.00483233,0.0112003,0.0152522,0.0420515,0.0175217,0.00684406,0.0351118,0.0074533,0.00713666,0.0296937,0.0151255,0.00281435,0.00182647,0.00644776,0.00895475,0,0,0,0,0,0,0,0,0,0.0259213,0,0
33,0.00976096,0.00616039,0,0,0,0,0,0,0.0100633,0.0190201,0.0236982,0.00666673,0,0.0131363,0,0.0302352,0.0068747,0.0429978,0.0349725,0.0176598,0.0164127,0.0120275,0.0240002,0.0192714,0.0168272,0.0165791,0.0523479,0.0259322,0.026067,0.0380775,0.0198183,0.0259109,0.019594,0.00325763,0.025193,0.00567715,0.0262849,0.00643277,0.0081297,0,0,0.0129387,0,0.00936368,0.00535034,0.0840215,0.0252917,0.0823036,0.0149341,0.00851228,0.00464485,0.0115343,0.0154787,0.0422271,0.0177979,0.00704809,0.0352752,0.00781155,0.00767117,0.0294989,0.0149763,0.00290383,0.00174772,0.00673142,0.00911607,0,0,0,0,0,0,0,0,0,0.0266048,0,0
34,0.00991533,0.00591277,0,0,0,0,0,0,0.00944747,0.0191974,0.0250463,0.00641746,0,0.0123889,0,0.0302097,0.00686435,0.0439933,0.035767,0.0172195,0.0194454,0.011814,0.0237209,0.0228565,0.0200892,0.0181736,0.0526915,0.0277731,0.0282642,0.0404113,0.0158225,0.0252235,0.0195719,0.00315561,0.02572,0.00585812,0.0271551,0.00591558,0.00828933,0,0,0.0125713,0,0.00932217,0.0050525,0.0836382,0.0265819,0.0822923,0.0155677,0.00835978,0.00397357,0.012094,0.0158577,0.0425053,0.018194,0.00711424,0.0355048,0.00818781,0.00825376,0.0295855,0.0142661,0.0029935,0.00169621,0.00641593,0.00929836,0,0,0,0,0,0,0,0,0,0.0282023,0,0
35,0.00986684,0.00615609,0,0,0,0,0,0,0.0101801,0.0191956,0.0247275,0.00692501,0,0.0122627,0,0.0302139,0.00730591,0.0437821,0.0364699,0.0174793,0.0174575,0.0122863,0.0234945,0.0213384,0.0169528,0.0163739,0.0531973,0.0264512,0.0260679,0.0420286,0.0199243,0.0249681,0.0195506,0.00327577,0.0261177,0.00601957,0.0276024,0.00633957,0.0081819,0,0,0.0123656,0,0.00944489,0.00486841,0.083699,0.0276036,0.0820703,0.0162508,0.00821737,0.00382898,0.0121968,0.0159206,0.0425275,0.0182399,0.00705294,0.0355711,0.00826872,0.00892537,0.0295056,0.0142019,0.00313602,0.00164521,0.00648447,0.00926827,0,0,0,0,0,0,0,0,0,0.0277285,0,0
36,0.0104807,0.00605442,0,0,0,0,0,0,0.010619,0.0193347,0.0244425,0.00715517,0,0.0115233,0,0.030084,0.00720239,0.0442831,0.0364769,0.0174219,0.0181545,0.0126058,0.0235583,0.0218578,0.0173571,0.0164641,0.0534223,0.0264085,0.0255255,0.044116,0.0206601,0.0242464,0.0195523,0.00316748,0.0265834,0.00610141,0.0281592,0.00633941,0.00882527,0,0,0.0118698,0,0.0094252,0.00485056,0.0834132,0.0287875,0.0821158,0.0170338,0.00813364,0.0033851,0.012544,0.0161685,0.0426377,0.0184684,0.00739983,0.0357197,0.00856143,0.00942242,0.0295626,0.0136148,0.00324962,0.00170409,0.00607052,0.0098736,0,0,0,0,0,0,0,0,0,0.027735,0,0
37,0.0109736,0.00628902,0,0,0,0,0,0,0.0119951,0.019346,0.0235047,0.00762998,0,0.0110832,0,0.0301873,0.0071334,0.0445078,0.0366322,0.0175402,0.0177448,0.0131795,0.0235911,0.0213678,0.0163925,0.0158853,0.053617,0.0256141,0.0238882,0.0457677,0.0246537,0.0237895,0.019604,0.00318783,0.0272473,0.00615293,0.0287028,0.0068403,0.00919113,0,0,0.0116216,0,0.00947209,0.00482371,0.0832421,0.0297183,0.0822987,0.0175296,0.00790624,0.00324385,0.0128134,0.0164126,0.0426975,0.0186079,0.00835249,0.0358006,0.00879795,0.00974154,0.0293338,0.0134841,0.00338915,0.00169727,0.00607634,0.0103183,0,0,0,0,0,0,0,0,0,0.027341,0,0
38,0.0115781,0.00649812,0,0,0,0,0,0,0.0142603,0.0194401,0.0222513,0.00804689,0,0.0104379,0,0.0302541,0.00690005,0.0445879,0.0370841,0.0176546,0.0173754,0.0137352,0.0235441,0.0208208,0.0151822,0.0151404,0.0537581,0.024867,0.022216,0.0471799,0.0295414,0.0231736,0.0196761,0.00315811,0.0278097,0.00627184,0.0292845,0.0074352,0.00968141,0,0,0.0113793,0,0.0095086,0.00467339,0.0833591,0.0306573,0.082415,0.017831,0.00776011,0.00304457,0.0130407,0.016729,0.0427832,0.0186946,0.00906105,0.0357981,0.00896467,0.0101415,0.0288333,0.0133473,0.00355252,0.00163499,0.00607896,0.0108983,0,0,0,0,0,0,0,0,0,0.0268853,0,0
39,0.0108191,0.00688282,0,0,0,0,0,0,0.0182077,0.0191276,0.0206819,0.00859607,0,0.0115883,0,0.0305368,0.00772495,0.0444598,0.0376921,0.0179165,0.0168134,0.0141802,0.0236102,0.0195629,0.0132701,0.0142443,0.0538231,0.023901,0.0202997,0.0482472,0.0360896,0.0240625,0.0196127,0.00369373,0.0279708,0.00633342,0.0296939,0.00830405,0.00904921,0,0,0.0115199,0,0.0094685,0.00473475,0.0836208,0.0317164,0.0825747,0.0183991,0.00749165,0.00297752,0.0132077,0.0171331,0.0429911,0.018796,0.00910206,0.0357218,0.00908541,0.0108916,0.0286167,0.0133519,0.00358916,0.00166377,0.00658709,0.0101518,0,0,0,0,0,0,0,0,0,0.0260673,0,0
40,0.0110675,0.00705787,0,0,0,0,0,0,0.0254574,0.0191193,0.0181421,0.00950815,0,0.0116254,0,0.0305924,0.007693,0.0438375,0.0389809,0.0183931,0.015197,0.0148687,0.0236545,0.0170063,0.0111865,0.0139202,0.0538785,0.0220676,0.0176952,0.0486052,0.0473713,0.0240111,0.0196419,0.00372138,0.0279207,0.00645606,0.0294895,0.0096449,0.00927132,0,0,0.0115679,0,0.00949315,0.00473869,0.0838211,0.03249,0.0826094,0.0190602,0.00729955,0.0027883,0.0132241,0.0173983,0.0431465,0.0188519,0.0086388,0.0355562,0.00913955,0.011808,0.0283588,0.0132031,0.00370514,0.00163502,0.00684094,0.0103557,0,0,0,0,0,0,0,0,0,0.0239124,0,0
41,0.0115008,0.00723053,0,0,0,0,0,0,0.0374714,0.0190808,0.0131776,0.0109042,0,0.012008,0,0.0306264,0.00762052,0.0426944,0.0414483,0.019659,0.01134,0.0161222,0.0239125,0.01662,0.016375,0.0173125,0.0545691,0.0178788,0.0149662,0.0477817,0.0648488,0.0241985,0.0196474,0.00378092,0.0276632,0.00651729,0.0292885,0.0116617,0.00965598,0,0,0.0118006,0,0.00956781,0.00482687,0.0842085,0.0331786,0.0826153,0.0194237,0.00706877,0.0029031,0.0128046,0.0174741,0.0430556,0.0185023,0.0085281,0.0352434,0.00927443,0.012544,0.0280884,0.013397,0.00369449,0.00165738,0.00700298,0.0107685,0,0,0,0,0,0,0,0,0,0.0191027,0,0
42,0.0115878,0.007252,0,0,0,0,0,0,0.0432399,0.0191415,0.00968017,0.0111034,0,0.0124223,0,0.0305224,0.00742987,0.0425675,0.0419354,0.0201142,0.0100619,0.0167157,0.023895,0.0169822,0.0187106,0.0182862,0.0542812,0.015504,0.0137285,0.047547,0.0728017,0.0242635,0.0196097,0.00375295,0.027443,0.00667872,0.0294881,0.0123601,0.00978758,0,0,0.0118985,0,0.00960056,0.00484266,0.0842867,0.0341892,0.0826781,0.0197214,0.00711023,0.00271739,0.0128133,0.0177247,0.0431714,0.0184021,0.0089642,0.0350355,0.00937823,0.013114,0.0277219,0.0133569,0.00378267,0.00158391,0.00707305,0.01085,0,0,0,0,0,0,0,0,0,0.0163639,0,0
43,0.0114338,0.00730609,0,0,0,0,0,0,0.0472434,0.0192561,0.00690845,0.0109839,0,0.012839,0,0.0303669,0.0074963,0.0426014,0.0417928,0.0203799,0.00895969,0.0170956,0.02357,0.0169792,0.0195649,0.0182668,0.0535875,0.0135049,0.0125165,0.0473864,0.0780044,0.0242861,0.0195603,0.00367591,0.0273973,0.00686954,0.0296457,0.0126289,0.00979155,0,0,0.0119724,0,0.00962342,0.00492206,0.0843453,0.035259,0.0826979,0.020085,0.007176,0.00252109,0.013006,0.0180434,0.0433452,0.0184344,0.0102424,0.0348526,0.0093416,0.0135569,0.0271842,0.0131558,0.00386634,0.00146975,0.00718585,0.0107546,0,0,0,0,0,0,0,0,0,0.0140619,0,0
44,0.0116006,0.00752631,0,0,0,0,0,0,0.0498884,0.0193366,0.0050026,0.0107623,0,0.013486,0,0.0303115,0.00763499,0.0426845,0.0410395,0.0205873,0.00784268,0.0175581,0.0234481,0.0166315,0.0197161,0.0177984,0.052759,0.0116966,0.0113922,0.0472501,0.0813441,0.0245936,0.0195413,0.00362044,0.0267491,0.0069772,0.0292034,0.0125156,0.0100474,0,0,0.0122276,0,0.00966262,0.00506299,0.084317,0.034915,0.0824555,0.0195061,0.00751014,0.00257774,0.0131727,0.0185546,0.0436083,0.0183056,0.00975749,0.0350824,0.00926055,0.0130612,0.0265921,0.0131226,0.00391982,0.00144009,0.00744483,0.0109623,0,0,0,0,0,0,0,0,0,0.0119279,0,0
45,0.0123707,0.00798374,0,0,0,0,0,0,0.0509894,0.0192666,0.00402797,0.0105899,0,0.0144538,0,0.0303581,0.00782428,0.042824,0.0395659,0.0206426,0.00736276,0.0182528,0.0239399,0.0154587,0.0189936,0.0169825,0.0518661,0.0105745,0.0106519,0.0472219,0.0827878,0.0253679,0.0195672,0.00372476,0.0253274,0.00697989,0.0280867,0.0120484,0.0107624,0,0,0.0126989,0,0.00976428,0.00527213,0.0841002,0.0321464,0.0817264,0.0171172,0.00838771,0.00292455,0.0133568,0.0194686,0.04408,0.0179574,0.00891007,0.0359929,0.00961871,0.011302,0.0256905,0.0135276,0.00399188,0.00153803,0.00791775,0.0117813,0,0,0,0,0,0,0,0,0,0.0102977,0,0
46,0.0138637,0.00867804,0,0,0,0,0,0,0.0512369,0.0190134,0.00369565,0.0103486,0,0.0156425,0,0.0303432,0.00806849,0.0427816,0.0372258,0.0206962,0.00714863,0.0190966,0.0251893,0.0138075,0.0181387,0.0163114,0.0510409,0.00952739,0.0101007,0.04723,0.0827146,0.0265474,0.0195873,0.00403885,0.0227338,0.00687026,0.0263701,0.0111303,0.0120841,0,0,0.0134019,0,0.00993511,0.00561875,0.0836978,0.0265374,0.0804496,0.0124907,0.00967903,0.00357717,0.0135805,0.0214007,0.0449818,0.0170602,0.0094414,0.0380288,0.0116476,0.009515,0.0242007,0.0143661,0.00408959,0.00173964,0.0085773,0.0133428,0,0,0,0,0,0,0,0,0,0.0088966,0,0
47,0.0141106,0.00890805,0,0,0,0,0,0,0.0509506,0.0189883,0.00520067,0.0104363,0,0.016558,0,0.0301923,0.00805388,0.0425042,0.0344371,0.0208557,0.00705184,0.0194426,0.025654,0.0126119,0.0170779,0.015873,0.0504132,0.0091127,0.0101638,0.0474467,0.0817076,0.0273564,0.0195625,0.00402726,0.0221643,0.00695796,0.0259302,0.011027,0.0123484,0,0,0.0135299,0,0.01003,0.00566314,0.0837821,0.0264892,0.0803775,0.0117581,0.00996061,0.00369394,0.0138889,0.0220997,0.0453676,0.0170378,0.0094391,0.0381294,0.0119658,0.00968777,0.0233759,0.0145082,0.00423333,0.00185988,0.00879162,0.0135636,0,0,0,0,0,0,0,0,0,0.00799495,0,0
48,0.014274,0.00918822,0,0,0,0,0,0,0.0502782,0.018983,0.0076221,0.0106761,0,0.0173522,0,0.0301025,0.00806955,0.0420284,0.031313,0.0209884,0.00710185,0.0197968,0.0260624,0.0115646,0.0159086,0.015767,0.0499894,0.00927654,0.0108941,0.0477649,0.0800227,0.0281627,0.0195645,0.00399586,0.0215495,0.00703744,0.0254778,0.0111128,0.0124807,0,0,0.0135719,0,0.0101028,0.00561679,0.0838837,0.0268607,0.0804547,0.0113222,0.0102788,0.00381772,0.0141816,0.0226888,0.0457277,0.0170673,0.00928071,0.0380346,0.0121562,0.0101109,0.0224152,0.0145756,0.00436877,0.00196185,0.0089688,0.0136872,0,0,0,0,0,0,0,0,0,0.00759541,0,0
49,0.0144042,0.00939002,0,0,0,0,0,0,0.0495173,0.0190424,0.0102681,0.0110173,0,0.0177471,0,0.0299032,0.00807459,0.041285,0.0282773,0.0211423,0.00727329,0.0201379,0.0262165,0.0108308,0.0148486,0.0161148,0.0498029,0.00972691,0.0117829,0.0480877,0.078328,0.0286029,0.0195589,0.00393407,0.0209448,0.00711388,0.024994,0.0113836,0.012528,0,0,0.0135308,0,0.0101502,0.00571358,0.0839496,0.0275764,0.0805993,0.0110942,0.0105009,0.00392431,0.0144764,0.0232372,0.0461321,0.0171367,0.00964862,0.0377984,0.012267,0.0106234,0.0214447,0.0145176,0.00451881,0.0020482,0.00902403,0.0137965,0,0,0,0,0,0,0,0,0,0.00785094,0,0
50,0.0133163,0.0099144,0,0,0,0,0,0,0.0165115,0.0188537,0.0123936,0.00895837,0,0.0196136,0,0.0298847,0.00896434,0.0439664,0.0263521,0.0191077,0.0160694,0.0187319,0.0264157,0.00979413,0.00825369,0.00721474,0.0480837,0.0164424,0.0139468,0.0511026,0.033459,0.0301266,0.0194106,0.004323,0.0208593,0.0073545,0.0249393,0.00996444,0.0114191,0,0,0.013219,0,0.0101126,0.00557163,0.0842101,0.0294475,0.0815958,0.0109504,0.00983703,0.00376737,0.0150828,0.0241077,0.0468146,0.0171355,0.0104434,0.037729,0.0129109,0.0121975,0.0207903,0.0140518,0.00440412,0.0020797,0.00968466,0.0126892,0,0,0,0,0,0,0,0,0,0.0149664,0,0
51,0.0135645,0.00975192,0,0,0,0,0,0,0.0157885,0.0190388,0.0138644,0.00976883,0,0.0194659,0,0.0297446,0.00849914,0.0437681,0.0249781,0.018872,0.017868,0.0188317,0.0264336,0.00935439,0.0110688,0.00844977,0.0474235,0.0179755,0.015872,0.0512412,0.0300426,0.0299391,0.0194295,0.00413752,0.020307,0.00749383,0.0243899,0.010574,0.0118665,0,0,0.0133325,0,0.0100961,0.00561901,0.0842465,0.0305845,0.0816436,0.0108749,0.00998749,0.00381894,0.0155447,0.0246659,0.0472409,0.0173364,0.0104282,0.0374026,0.0127435,0.0125639,0.0199761,0.0136686,0.00438943,0.00211749,0.00931952,0.0130676,0,0,0,0,0,0,0,0,0,0.0148424,0,0
52,0.0134692,0.00993333,0,0,0,0,0,0,0.0434169,0.0189959,0.014724,0.0121721,0,0.0199756,0,0.0298276,0.00870341,0.0390177,0.0222117,0.0210474,0.00887125,0.020284,0.0264042,0.00952732,0.0145445,0.0168594,0.0491791,0.0123085,0.0135796,0.048798,0.0689532,0.0302854,0.0194483,0.00427048,0.0193065,0.00735737,0.0234991,0.0124291,0.0115298,0,0,0.0139251,0,0.0102266,0.00593719,0.0841215,0.0314429,0.0811241,0.0107064,0.0100526,0.00421879,0.0156685,0.0249897,0.0474489,0.0174205,0.0100511,0.036719,0.0122419,0.0123985,0.0189487,0.0144212,0.00446821,0.00218342,0.0093485,0.0129201,0,0,0,0,0,0,0,0,0,0.0109022,0,0
53,0.012479,0.0100969,0,0,0,0,0,0,0.017943,0.0189823,0.0164994,0.0109229,0,0.0211073,0,0.0297743,0.00917269,0.0426022,0.0244635,0.0188981,0.0198546,0.0184345,0.0262428,0.00790745,0.0149619,0.0118096,0.04613,0.0195907,0.018575,0.0509824,0.025787,0.0310388,0.0193361,0.00434433,0.0192842,0.00764679,0.0233957,0.0114503,0.010386,0,0,0.0132056,0,0.0102095,0.00545511,0.0843357,0.0338513,0.0816884,0.0105471,0.00949121,0.0040505,0.016355,0.0259602,0.0481786,0.0174388,0.010664,0.03642,0.0127718,0.0138721,0.0185597,0.0137415,0.00483104,0.00206591,0.00977074,0.0119394,0,0,0,0,0,0,0,0,0,0.0146235,0,0
54,0.0122431,0.00992308,0,0,0,0,0,0,0.0184933,0.0190272,0.016953,0.0113114,0,0.0213696,0,0.0295773,0.00926049,0.0421485,0.0248708,0.0189041,0.0204829,0.0182845,0.0260954,0.00797347,0.0160812,0.013027,0.0453895,0.0199564,0.0193061,0.0508104,0.0238973,0.031153,0.019306,0.00429522,0.0187119,0.00763995,0.0226684,0.0117509,0.0101582,0,0,0.0131623,0,0.0101685,0.00550004,0.0842968,0.0355286,0.0815812,0.0104657,0.0093518,0.0041374,0.0167517,0.0265765,0.0485963,0.0174142,0.0106974,0.0358108,0.0127254,0.0144311,0.0179378,0.0135862,0.00454913,0.00209305,0.0096167,0.0116943,0,0,0,0,0,0,0,0,0,0.0145983,0,0
