Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFIN,LFRM,LGTR,LHEE,LILC,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,LFHD,LKNE,LWRB,x79,
35,0.0567277,0.0359615,0,0,0,0,0,0,0.0216489,0.0177323,0.0242341,0.068089,0,0,0.0215777,0.0253934,0.00780571,0.030639,0.0367593,0.0145515,0.0435216,0.0352272,0.0153207,0.0262786,0.00821899,0.0425313,0.0199313,0.0198902,0.0230886,0.0171276,0.0239324,0.0251059,0.0200083,0.032555,0.0111512,0.0369066,0.116287,0.0516219,0,0,0.0240606,0,0.0113429,0.0159632,0.0578667,0.0632519,0.026585,0.105906,0.028256,0.0360223,0.0354932,0.0245441,0.0456518,0.0481483,0.0499123,0.0207011,0.0265268,0.0478708,0.0476404,0.0212897,0.0107123,0.00958053,0.0287813,0.0491267,0,0,0,0,0,0,0,0,0,0.00931571,0.00581686,0,0
36,0.057131,0.0362242,0,0,0,0,0,0,0.0251709,0.0177348,0.0263853,0.0681356,0,0,0.021742,0.025238,0.00774308,0.0308117,0.0380315,0.014803,0.0431395,0.0354006,0.0152739,0.0264758,0.00809691,0.0430294,0.0182303,0.0179531,0.0223495,0.0182657,0.0271974,0.0252707,0.0199404,0.0325707,0.0111333,0.0367146,0.116487,0.052023,0,0,0.0238886,0,0.0113206,0.0156842,0.0584205,0.0628562,0.026866,0.105922,0.0281009,0.0361085,0.035532,0.0247067,0.0457028,0.0482297,0.0498174,0.020491,0.0264881,0.0477812,0.0481838,0.0210693,0.0107821,0.00957747,0.0291938,0.0494805,0,0,0,0,0,0,0,0,0,0.00919347,0.00578105,0,0
37,0.0573756,0.0363689,0,0,0,0,0,0,0.0281682,0.0177819,0.0281742,0.0683587,0,0,0.0216686,0.0252813,0.00765875,0.0311272,0.0387099,0.0150932,0.0429502,0.0354425,0.0150597,0.0263228,0.00772528,0.0433881,0.016614,0.0160907,0.0216308,0.0191933,0.0304384,0.0253761,0.0199557,0.0325944,0.0110865,0.0364531,0.11676,0.0522598,0,0,0.0236424,0,0.0112939,0.0155878,0.0587337,0.0622792,0.0270944,0.105841,0.0279933,0.036129,0.0355558,0.02479,0.0457219,0.0482786,0.0496401,0.0202935,0.0264215,0.0475536,0.0484077,0.0208032,0.0107949,0.00958398,0.0295877,0.0496687,0,0,0,0,0,0,0,0,0,0.00932964,0.00576116,0,0
38,0.0574802,0.0364711,0,0,0,0,0,0,0.0304945,0.0178537,0.029197,0.0688697,0,0,0.0214039,0.0255289,0.00753802,0.0315768,0.0385939,0.0154163,0.0429518,0.0353703,0.0146665,0.0262106,0.00717325,0.0435256,0.0152216,0.014436,0.0208853,0.0198157,0.0333333,0.0253164,0.0200595,0.0324852,0.0110561,0.0361158,0.116973,0.0523669,0,0,0.0233313,0,0.0112683,0.0156013,0.0588019,0.0615501,0.0272385,0.105624,0.0279396,0.0361161,0.0355805,0.0248307,0.0456846,0.0482959,0.0493894,0.0200966,0.0262904,0.0472168,0.0483637,0.0204884,0.0108304,0.00959347,0.0298866,0.0497467,0,0,0,0,0,0,0,0,0,0.00960931,0.00588322,0,0
39,0.0575116,0.0364848,0,0,0,0,0,0,0.0320335,0.0178973,0.029607,0.0696485,0,0,0.0212741,0.0256339,0.00742169,0.0321217,0.0379981,0.0157562,0.043043,0.0351842,0.0141038,0.0259653,0.00646969,0.0434716,0.0140386,0.0129784,0.0200978,0.020126,0.0357158,0.0251417,0.0201165,0.0323238,0.0110572,0.0357435,0.116996,0.0523545,0,0,0.0230753,0,0.0112636,0.0156143,0.0586947,0.0607523,0.0273341,0.10529,0.0278754,0.0360319,0.0355883,0.0248428,0.0455966,0.0482128,0.0490228,0.0199337,0.0261062,0.046771,0.0481374,0.0202174,0.0109275,0.00959065,0.0300439,0.0497593,0,0,0,0,0,0,0,0,0,0.0102674,0.00583048,0,0
40,0.0576019,0.0365185,0,0,0,0,0,0,0.0330477,0.0178565,0.0299275,0.0701811,0,0,0.0213468,0.0254421,0.00750711,0.032631,0.0373249,0.0162126,0.0430001,0.0350679,0.0135463,0.0254924,0.00558457,0.0432493,0.0128196,0.0116421,0.019297,0.020153,0.0376764,0.0250647,0.0200345,0.0322147,0.0110225,0.0353124,0.116857,0.0523732,0,0,0.0228831,0,0.0111946,0.0155753,0.0584834,0.0598798,0.0274037,0.104834,0.0277241,0.0359703,0.0355686,0.0248317,0.0454822,0.0480383,0.0485513,0.0198129,0.0258371,0.0462257,0.0477969,0.0199372,0.0110632,0.00955638,0.0301878,0.0498504,0,0,0,0,0,0,0,0,0,0.0109972,0.00576045,0,0
41,0.0577527,0.0366317,0,0,0,0,0,0,0.0339186,0.0178396,0.0304117,0.0704458,0,0,0.0214428,0.0253466,0.00765214,0.0330519,0.03683,0.0167481,0.0427549,0.0350742,0.0129696,0.0249276,0.00481363,0.0429008,0.011164,0.0103989,0.0184518,0.0200335,0.0393281,0.0251925,0.0199977,0.0320599,0.0109676,0.034837,0.116522,0.0524791,0,0,0.0227533,0,0.0110739,0.0156392,0.0581806,0.0589571,0.027417,0.104191,0.0274512,0.0359989,0.0354922,0.0248117,0.0453493,0.0477918,0.0479883,0.0197512,0.0255275,0.0455953,0.0473425,0.0197162,0.0112658,0.00956192,0.0302919,0.0500101,0,0,0,0,0,0,0,0,0,0.0114944,0.00581813,0,0
42,0.0579699,0.0367918,0,0,0,0,0,0,0.03503,0.017804,0.0311924,0.0703949,0,0,0.0215646,0.0253794,0.00777386,0.0333617,0.0368158,0.0173355,0.0422728,0.0352045,0.0124348,0.0241645,0.00502345,0.042634,0.00923978,0.00930325,0.0174748,0.0199586,0.0411036,0.0254098,0.0200057,0.0317965,0.0109162,0.0342903,0.115864,0.0526929,0,0,0.0228699,0,0.0109963,0.0157863,0.0578221,0.0580327,0.027386,0.103345,0.0270521,0.0361239,0.0353413,0.0247501,0.0452547,0.047446,0.0474453,0.0196797,0.0252428,0.0449856,0.0468722,0.0197276,0.0113716,0.00956099,0.0304158,0.0502409,0,0,0,0,0,0,0,0,0,0.0117113,0.00594056,0,0
43,0.0582991,0.0369555,0,0,0,0,0,0,0.0367402,0.0177681,0.03241,0.0699817,0,0,0.0218068,0.0254506,0.00792231,0.0336264,0.0374098,0.0180457,0.0414969,0.0354916,0.0120999,0.0233382,0.006306,0.0424465,0.00715637,0.00865019,0.0164343,0.0200884,0.0431381,0.0257417,0.0200421,0.0315593,0.0108446,0.0337647,0.114905,0.0530285,0,0,0.0231606,0,0.0108942,0.0160166,0.0574086,0.0571543,0.0273492,0.102505,0.0266489,0.0363548,0.0351374,0.0246665,0.0450999,0.0470024,0.0469252,0.0196408,0.0249277,0.0443922,0.0464965,0.0200161,0.0113877,0.0095759,0.0305032,0.0505652,0,0,0,0,0,0,0,0,0,0.0117086,0.00602692,0,0
44,0.0586923,0.0371637,0,0,0,0,0,0,0.0394335,0.0177273,0.0343745,0.0692084,0,0,0.0221761,0.0255554,0.0080805,0.0339035,0.0385997,0.0188016,0.0404281,0.0359277,0.0121042,0.0228161,0.00850694,0.0424554,0.00510082,0.00873967,0.0155105,0.0206581,0.04573,0.0261818,0.0200805,0.0313812,0.0107552,0.0333047,0.113632,0.0534324,0,0,0.0235706,0,0.0107674,0.016326,0.0569562,0.056379,0.0273098,0.101661,0.0262874,0.0366791,0.0348743,0.0245953,0.0448848,0.0464992,0.0464346,0.0196866,0.02462,0.0438623,0.0462424,0.0204762,0.0113814,0.00960666,0.0305251,0.0509813,0,0,0,0,0,0,0,0,0,0.0115472,0.00605678,0,0
45,0.0591316,0.0374097,0,0,0,0,0,0,0.0428144,0.017611,0.0368987,0.06806,0,0,0.0225639,0.0256641,0.00814002,0.0341622,0.0400456,0.019478,0.0391989,0.0364057,0.0125401,0.0227446,0.0113308,0.0428016,0.00352217,0.00946734,0.0148488,0.0217539,0.0487884,0.0266866,0.0200514,0.0312212,0.0106839,0.032843,0.11207,0.053868,0,0,0.0241035,0,0.0106486,0.016622,0.056515,0.055642,0.027285,0.100711,0.0259964,0.0370679,0.034555,0.0245503,0.0446922,0.0459301,0.0459701,0.0198053,0.0243155,0.0433761,0.0460766,0.0210445,0.0113568,0.00962199,0.0305143,0.0513911,0,0,0,0,0,0,0,0,0,0.0113238,0.00601757,0,0
46,0.0595628,0.0376607,0,0,0,0,0,0,0.0461975,0.0175767,0.0394691,0.0665084,0,0,0.023014,0.0257632,0.0082921,0.034442,0.0412433,0.0201125,0.0378189,0.036963,0.0132486,0.0234913,0.0144049,0.0435699,0.0033981,0.0108855,0.0145958,0.0232027,0.0517695,0.0272907,0.0200695,0.0310036,0.0106108,0.0323448,0.110218,0.0543339,0,0,0.0247484,0,0.0105565,0.0168751,0.05611,0.0549208,0.027269,0.099676,0.0257824,0.0374695,0.0341991,0.0244987,0.0445161,0.0453017,0.0455399,0.0199652,0.0240794,0.0429618,0.0459409,0.0217576,0.0113795,0.0096193,0.0306536,0.0517914,0,0,0,0,0,0,0,0,0,0.0110099,0.0060011,0,0
47,0.0599627,0.0378815,0,0,0,0,0,0,0.048043,0.017589,0.0405574,0.0668569,0,0,0.0236358,0.0258833,0.00847187,0.0336718,0.0406933,0.0209405,0.0366259,0.0374856,0.0145651,0.0254754,0.0171565,0.0442279,0.00497345,0.0124961,0.0149224,0.0243419,0.0531978,0.0279177,0.0201194,0.030956,0.0105887,0.0318661,0.109309,0.0547806,0,0,0.0254738,0,0.0105148,0.0169646,0.0564658,0.0544258,0.0277888,0.0993487,0.0257901,0.0378305,0.0341386,0.0244468,0.0444084,0.0452204,0.0453556,0.0198174,0.0239237,0.0427662,0.0468351,0.0225327,0.0112132,0.00958328,0.0305828,0.0521948,0,0,0,0,0,0,0,0,0,0.0107942,0.00608093,0,0
48,0.060445,0.0381912,0,0,0,0,0,0,0.0486992,0.0175821,0.0408105,0.0670715,0,0,0.024221,0.0259915,0.00871754,0.032747,0.0398443,0.0219101,0.0355479,0.0380615,0.0163373,0.026757,0.0194451,0.0449645,0.00681904,0.0139401,0.0154985,0.0253005,0.0536662,0.0286408,0.020168,0.0311536,0.0105335,0.0313974,0.108371,0.0552232,0,0,0.026239,0,0.0104923,0.0172046,0.0568999,0.0537749,0.0284053,0.098987,0.0258197,0.0382952,0.0341238,0.0244621,0.0443122,0.0452122,0.0451042,0.0196444,0.0236864,0.0424691,0.0478232,0.0234258,0.0109608,0.00952321,0.0304604,0.0526001,0,0,0,0,0,0,0,0,0,0.0107814,0.00623949,0,0
49,0.0607431,0.0385035,0,0,0,0,0,0,0.0485227,0.017561,0.0406616,0.0660638,0,0,0.0245915,0.0260471,0.00896133,0.0325936,0.0394291,0.0224393,0.0344813,0.0384454,0.0188469,0.0269853,0.0212662,0.0457397,0.00867586,0.0153728,0.0162172,0.0262651,0.0536061,0.0291752,0.0202105,0.0311165,0.0104502,0.0310343,0.106852,0.055506,0,0,0.0269111,0,0.010465,0.0175101,0.0568071,0.0530898,0.0286644,0.0983875,0.0257492,0.0387872,0.0340835,0.024411,0.0440778,0.0450338,0.0446456,0.0195277,0.0233938,0.0419639,0.0480535,0.0243631,0.0106295,0.00945028,0.0303212,0.052804,0,0,0,0,0,0,0,0,0,0.0108225,0.00628332,0,0
50,0.060841,0.0386963,0,0,0,0,0,0,0.0472295,0.0175753,0.039753,0.0650552,0,0,0.0248929,0.0261546,0.00919905,0.0326099,0.0390477,0.0227627,0.0335666,0.0387052,0.0189162,0.0268262,0.0225686,0.0460601,0.0102128,0.0162688,0.0169065,0.0269115,0.0525164,0.0296081,0.0202613,0.0310071,0.010332,0.0308152,0.105349,0.0556641,0,0,0.027458,0,0.0103841,0.0176237,0.0566209,0.0524151,0.0289132,0.0978711,0.0257338,0.0391481,0.0341471,0.0243014,0.0438678,0.0449501,0.044173,0.01931,0.0230829,0.0413871,0.048157,0.0252288,0.0103302,0.00935087,0.0300682,0.0528448,0,0,0,0,0,0,0,0,0,0.0114756,0.00632456,0,0
51,0.0606513,0.0386772,0,0,0,0,0,0,0.0454359,0.0176356,0.0384599,0.0640897,0,0,0.0251116,0.0261895,0.00943659,0.0326932,0.0386989,0.0228743,0.0329343,0.0388433,0.0178153,0.0264951,0.0235466,0.0461714,0.0112127,0.0167875,0.0173004,0.0272351,0.0508726,0.0299516,0.0202587,0.0308676,0.0102779,0.0307144,0.103953,0.0555957,0,0,0.0278992,0,0.0103776,0.0177702,0.0563448,0.0518019,0.02917,0.0973675,0.0258241,0.0392769,0.0342756,0.0241975,0.0436926,0.0449324,0.0436909,0.0189666,0.0227759,0.0407202,0.0481928,0.0258498,0.0100904,0.00924678,0.0297991,0.0526969,0,0,0,0,0,0,0,0,0,0.0125044,0.00637757,0,0
52,0.0602237,0.0385167,0,0,0,0,0,0,0.0435891,0.0177295,0.0371893,0.0631026,0,0,0.0253062,0.0259169,0.00962557,0.0327109,0.0379959,0.0228059,0.0324101,0.0389226,0.0208045,0.0261449,0.0241631,0.0462682,0.0117062,0.0169304,0.0173745,0.0273211,0.0491375,0.0302519,0.0201801,0.0307733,0.0102842,0.0307841,0.10258,0.0553053,0,0,0.0282637,0,0.0104444,0.0178546,0.0560664,0.0513179,0.0294633,0.0969582,0.0260234,0.0392452,0.0344299,0.0241058,0.0435573,0.0449897,0.0431919,0.0185597,0.0224857,0.0400651,0.0482468,0.0263807,0.00975742,0.00914328,0.0293973,0.0524034,0,0,0,0,0,0,0,0,0,0.0135633,0.00643419,0,0
53,0.059658,0.0383885,0,0,0,0,0,0,0.0424237,0.0178348,0.0364954,0.062071,0,0,0.0253755,0.0257104,0.00968145,0.032579,0.0373277,0.0225527,0.031806,0.0389205,0.0222225,0.0257524,0.0240823,0.0463869,0.0114928,0.0163026,0.0170692,0.0271504,0.0480613,0.0304425,0.0201413,0.0308297,0.0103295,0.0310723,0.101204,0.0549225,0,0,0.0286422,0,0.0105502,0.0179313,0.0559242,0.051068,0.0298759,0.0967472,0.0260812,0.0392828,0.034614,0.0239962,0.0434872,0.0451609,0.0427732,0.0180846,0.0222824,0.0395115,0.0485539,0.0269127,0.00941007,0.00901139,0.0290305,0.0520314,0,0,0,0,0,0,0,0,0,0.0139828,0.00643834,0,0
54,0.0589189,0.038351,0,0,0,0,0,0,0.0427834,0.0179282,0.0363443,0.0609805,0,0,0.0254069,0.025639,0.00966407,0.0323335,0.0384217,0.0220441,0.0310721,0.0388984,0.0214486,0.0248021,0.0231791,0.0465683,0.0102461,0.0152257,0.016188,0.0267698,0.0485501,0.0305821,0.0201539,0.0311368,0.0103544,0.0315683,0.0996899,0.0543723,0,0,0.0289979,0,0.010643,0.0178694,0.0560314,0.051174,0.0304549,0.0967522,0.0257905,0.0393373,0.034881,0.0239077,0.0434915,0.0454536,0.0425619,0.017548,0.022179,0.0391318,0.049356,0.0274074,0.00930387,0.00891667,0.0288117,0.0514937,0,0,0,0,0,0,0,0,0,0.0138006,0.00643049,0,0
55,0.0579059,0.0381068,0,0,0,0,0,0,0.0446002,0.0180262,0.0367788,0.0599641,0,0,0.025358,0.0254609,0.00963848,0.0322597,0.0413078,0.0213194,0.0306456,0.0388051,0.0196616,0.0231477,0.0214626,0.0469333,0.00830939,0.0134353,0.0147998,0.0264079,0.0499983,0.0307127,0.020111,0.031654,0.0103893,0.0322512,0.0982735,0.0535111,0,0,0.0291469,0,0.010688,0.0177951,0.0561851,0.0514981,0.0310802,0.0968961,0.0256907,0.0391169,0.0351449,0.0238446,0.0435166,0.0457805,0.0424336,0.0169477,0.0220638,0.0388102,0.0503566,0.0275936,0.00966829,0.00882856,0.028466,0.0506878,0,0,0,0,0,0,0,0,0,0.013632,0.00632397,0,0
56,0.0567404,0.0376952,0,0,0,0,0,0,0.0472183,0.0181378,0.0386409,0.0591387,0,0,0.0253368,0.0252227,0.00968884,0.0324181,0.0447803,0.0205254,0.0305065,0.0387098,0.0175283,0.0210792,0.019115,0.0474227,0.0059725,0.0115933,0.0133017,0.0263004,0.0520591,0.0308123,0.020028,0.0323863,0.0104188,0.0331258,0.0970081,0.0525114,0,0,0.0291529,0,0.0107259,0.0177674,0.0563806,0.0520105,0.0317493,0.0971164,0.0257262,0.0387018,0.0353773,0.0238187,0.0435751,0.04614,0.0424185,0.0163596,0.0219745,0.0385407,0.0515254,0.0275622,0.00976688,0.00879076,0.0279732,0.0497182,0,0,0,0,0,0,0,0,0,0.0135151,0.00624183,0,0
57,0.0555252,0.037203,0,0,0,0,0,0,0.0492727,0.018291,0.0419803,0.0586464,0,0,0.0253005,0.0250082,0.00978947,0.0327687,0.0472907,0.0198938,0.0304653,0.0385054,0.0158808,0.0188602,0.0166012,0.047699,0.0040707,0.0102176,0.0124805,0.0264798,0.0535761,0.0308704,0.019967,0.033227,0.0104282,0.0341358,0.0958239,0.0515614,0,0,0.0291842,0,0.0107454,0.0178467,0.0565888,0.0527341,0.0324061,0.0972987,0.0256562,0.0382695,0.035608,0.0238138,0.0436999,0.046509,0.04248,0.0158159,0.0219371,0.0383706,0.0528045,0.0274653,0.00960976,0.0087891,0.0273581,0.0486183,0,0,0,0,0,0,0,0,0,0.0132323,0.00626191,0,0
58,0.0544048,0.0367751,0,0,0,0,0,0,0.0499872,0.0184383,0.0450476,0.0583196,0,0,0.0253178,0.024778,0.0100242,0.0332364,0.0484861,0.0196392,0.0303699,0.0382892,0.0142397,0.0169314,0.0144932,0.0472108,0.00387427,0.00976204,0.0125625,0.0266118,0.0538745,0.0310598,0.0199105,0.0341128,0.0103947,0.0351796,0.0947801,0.0508542,0,0,0.0293181,0,0.0107348,0.0179718,0.0566881,0.0535025,0.0329627,0.0973672,0.0254995,0.0380432,0.0358849,0.0238504,0.0438759,0.0468985,0.0425547,0.0153336,0.0220114,0.038203,0.0538698,0.0275944,0.00942993,0.00872337,0.0267182,0.0475219,0,0,0,0,0,0,0,0,0,0.0130304,0.00627373,0,0
59,0.0534817,0.0364114,0,0,0,0,0,0,0.0493787,0.0185135,0.0461966,0.0580784,0,0,0.0254123,0.0244901,0.0103399,0.0336003,0.0487387,0.0198086,0.0300958,0.0381262,0.0114691,0.0161843,0.0131585,0.0459877,0.00457143,0.0102883,0.0131093,0.0264168,0.0535009,0.0312633,0.0198471,0.0350934,0.0103355,0.0362245,0.0939377,0.0504464,0,0,0.0296768,0,0.0106704,0.0182835,0.056622,0.0541086,0.0333826,0.097265,0.0253015,0.0380996,0.0361676,0.0239755,0.0441,0.0473227,0.0425687,0.0149146,0.0220891,0.0379607,0.0547333,0.0280159,0.00924383,0.00865343,0.0260486,0.0465782,0,0,0,0,0,0,0,0,0,0.0139205,0.00622337,0,0
60,0.0527986,0.0360038,0,0,0,0,0,0,0.0477184,0.0185558,0.0454374,0.0579463,0,0,0.025554,0.0243242,0.0106057,0.0335781,0.0483966,0.0203257,0.0296609,0.0379764,0.0104745,0.0161191,0.0130447,0.0447766,0.00474233,0.0108678,0.0137579,0.0259458,0.052598,0.0314538,0.0198184,0.0359503,0.0102537,0.0372982,0.0933364,0.0502139,0,0,0.0301846,0,0.0105975,0.0186041,0.056415,0.0544492,0.0336505,0.0970715,0.0250961,0.0383467,0.0364087,0.0241666,0.0443899,0.0477003,0.0426236,0.0145982,0.0221393,0.0376545,0.0556252,0.0285788,0.00904059,0.00858113,0.0255109,0.0458594,0,0,0,0,0,0,0,0,0,0.0150929,0.0062603,0,0
61,0.0522788,0.0354969,0,0,0,0,0,0,0.0456786,0.0185821,0.0439566,0.057826,0,0,0.0257849,0.0241886,0.0108145,0.0329907,0.0477131,0.0209516,0.0291208,0.0378819,0.0119312,0.0169871,0.0142013,0.0443457,0.00466111,0.0111802,0.0143351,0.0254693,0.0512657,0.031732,0.019791,0.0370451,0.0101736,0.0383237,0.092967,0.0500409,0,0,0.030716,0,0.0105192,0.0188006,0.0561365,0.0545368,0.033795,0.0967928,0.024817,0.0386107,0.0365326,0.0244339,0.0447396,0.0479577,0.0427644,0.0144385,0.0221802,0.0373909,0.0567091,0.0291607,0.00895148,0.00853804,0.0251274,0.0453968,0,0,0,0,0,0,0,0,0,0.014628,0.0063448,0,0
62,0.0517905,0.0348774,0,0,0,0,0,0,0.0437103,0.018612,0.0425537,0.0576308,0,0,0.0260454,0.0240263,0.0109609,0.0320349,0.0467328,0.0214187,0.028658,0.0378575,0.0152969,0.0186054,0.0162844,0.0447605,0.00481812,0.0114429,0.0148768,0.0251216,0.0498728,0.0320632,0.0197609,0.0382637,0.0100973,0.0392462,0.0927204,0.0498412,0,0,0.0312585,0,0.0104852,0.0189075,0.0558393,0.0543586,0.0338678,0.0963335,0.0244563,0.0388081,0.0365094,0.0247726,0.0451612,0.0480941,0.0430469,0.0144285,0.0222498,0.0372694,0.058018,0.0297022,0.00891298,0.00848552,0.0248712,0.0450556,0,0,0,0,0,0,0,0,0,0.0126378,0.00645177,0,0
63,0.0512097,0.0342196,0,0,0,0,0,0,0.0423407,0.0186705,0.0413706,0.0572438,0,0,0.0263245,0.0238303,0.0110444,0.0312017,0.0456866,0.0215422,0.0283631,0.0378232,0.017423,0.0200856,0.0185141,0.0454071,0.00496055,0.0118097,0.0153568,0.0247513,0.0489578,0.0323721,0.019732,0.0395166,0.0100537,0.0400693,0.0924253,0.0495097,0,0,0.0317481,0,0.0104798,0.0190652,0.0555712,0.0538453,0.0338636,0.0957053,0.024002,0.0388777,0.036372,0.0251526,0.045666,0.0481416,0.0434147,0.0145083,0.0223737,0.037332,0.0595188,0.0301837,0.00880312,0.00845468,0.0247255,0.0446065,0,0,0,0,0,0,0,0,0,0.0105934,0.00659995,0,0
64,0.0505741,0.0336947,0,0,0,0,0,0,0.0419874,0.0187241,0.0403932,0.0567604,0,0,0.0264572,0.0236241,0.0110924,0.0308307,0.0447154,0.021355,0.0281414,0.0376614,0.017943,0.0209483,0.0195511,0.0455964,0.00509292,0.0123191,0.0157701,0.0241427,0.0489386,0.0325494,0.0196789,0.0407738,0.0100433,0.0408539,0.0920397,0.0490784,0,0,0.0321533,0,0.0104847,0.0192342,0.0553668,0.0529922,0.0338966,0.0950228,0.023412,0.0388776,0.0362047,0.0255584,0.0462611,0.0482075,0.0438909,0.0145992,0.0225148,0.0374587,0.0610863,0.0306305,0.0086135,0.00844629,0.0246804,0.0440128,0,0,0,0,0,0,0,0,0,0.00906393,0.00667378,0,0
65,0.0499865,0.0333244,0,0,0,0,0,0,0.0419857,0.0186979,0.0393569,0.0562992,0,0,0.0264359,0.0233548,0.0109924,0.0307578,0.043464,0.0210114,0.0279474,0.0374306,0.0177353,0.0211146,0.0190819,0.0452289,0.00496799,0.0125297,0.0159588,0.0231735,0.0492388,0.0325611,0.0195667,0.0420805,0.0100056,0.0416938,0.0916386,0.0486078,0,0,0.0325736,0,0.010509,0.0193039,0.0552031,0.0519064,0.0339411,0.094329,0.0227068,0.0388221,0.0360432,0.0259905,0.0469881,0.048359,0.0444004,0.0146861,0.0226164,0.0375262,0.0627756,0.030989,0.00833695,0.00838623,0.0246728,0.0434344,0,0,0,0,0,0,0,0,0,0.0075687,0.00660823,0,0
66,0.0495059,0.0330765,0,0,0,0,0,0,0.0419044,0.0186643,0.0381833,0.0560608,0,0,0.0262692,0.0232683,0.0106918,0.0307511,0.0417908,0.0206603,0.0278221,0.0371074,0.0178485,0.0208706,0.0178187,0.0446377,0.00470934,0.0127145,0.0160731,0.0219668,0.0494658,0.0323875,0.0195713,0.0434406,0.00995551,0.0425744,0.0915105,0.0481527,0,0,0.0330118,0,0.0105086,0.0192765,0.0550147,0.0507001,0.0339118,0.0935329,0.0219174,0.0387042,0.0359662,0.0264246,0.047794,0.0486636,0.0448852,0.0147546,0.022681,0.0375363,0.0646843,0.0312398,0.0081066,0.00828508,0.024601,0.0429501,0,0,0,0,0,0,0,0,0,0.0070691,0.00656952,0,0
67,0.0491126,0.0328709,0,0,0,0,0,0,0.0418842,0.0186641,0.0370766,0.056077,0,0,0.0259445,0.0232558,0.0103641,0.0307524,0.0399079,0.0203193,0.0278567,0.0366833,0.0175596,0.0202535,0.0166374,0.0441012,0.00473161,0.0130007,0.0162807,0.020771,0.049784,0.0320318,0.0196214,0.0447662,0.00995103,0.0434768,0.0916467,0.0476872,0,0,0.0332023,0,0.0105141,0.0192315,0.0549151,0.0495212,0.0337679,0.0925176,0.0210885,0.0384791,0.0359634,0.0269282,0.0486466,0.0491297,0.0453463,0.0147677,0.0227442,0.0374821,0.0665924,0.031327,0.00795371,0.00821948,0.0243568,0.0425176,0,0,0,0,0,0,0,0,0,0.00826591,0.00663048,0,0
68,0.0487895,0.0326382,0,0,0,0,0,0,0.0422147,0.0187412,0.0360878,0.0561933,0,0,0.0255063,0.0233081,0.0101496,0.0307108,0.0377259,0.0199252,0.0281208,0.0360924,0.0170726,0.0194658,0.0159447,0.0438029,0.0050377,0.0130972,0.0164492,0.0197764,0.0502384,0.0315133,0.0197247,0.0461215,0.00998046,0.0445001,0.0918426,0.0471439,0,0,0.033111,0,0.010546,0.0191592,0.0551252,0.0482294,0.0335114,0.0913436,0.0202596,0.0381731,0.0359651,0.0275986,0.0495792,0.0496735,0.0456573,0.014667,0.022759,0.0372946,0.0684767,0.0312116,0.00776503,0.00820351,0.0240486,0.0421197,0,0,0,0,0,0,0,0,0,0.00975547,0.00673268,0,0
69,0.0485097,0.0324227,0,0,0,0,0,0,0.0428304,0.0187446,0.0353877,0.0564335,0,0,0.0249357,0.0232146,0.0099984,0.0305536,0.035459,0.0195417,0.0287238,0.0353637,0.0173235,0.0193465,0.0156106,0.0438276,0.00545098,0.0129995,0.0164928,0.0191422,0.0508223,0.0308127,0.0197213,0.0470717,0.0100173,0.0454806,0.0921252,0.0465621,0,0,0.0327485,0,0.0106071,0.0189475,0.0556318,0.0471943,0.0331966,0.0900752,0.0195061,0.0377062,0.0359776,0.0284253,0.0505723,0.0502537,0.0456756,0.0144575,0.0226233,0.0368778,0.0696059,0.0308457,0.00760087,0.00817688,0.0237278,0.0417845,0,0,0,0,0,0,0,0,0,0.0100648,0.00669481,0,0
70,0.0483403,0.0321389,0,0,0,0,0,0,0.0436185,0.0187468,0.0350346,0.0567103,0,0,0.0242525,0.0231039,0.00977971,0.0303279,0.0333841,0.0191096,0.0296343,0.0345416,0.017534,0.0196389,0.0155622,0.0440861,0.0058139,0.0127081,0.0165448,0.0188064,0.051544,0.0300083,0.0196834,0.0473685,0.0101081,0.0463739,0.0924039,0.0459163,0,0,0.0321661,0,0.0106713,0.0186498,0.0563253,0.0467168,0.0328421,0.0885852,0.0188906,0.0370339,0.0359341,0.0293025,0.0515946,0.0508217,0.0454115,0.014159,0.0223253,0.0362347,0.0694421,0.0302002,0.00757042,0.00810038,0.0234491,0.0414892,0,0,0,0,0,0,0,0,0,0.0095006,0.00661941,0,0
