Timestep,C7,CLAV,IMUL_L,IMUL_R,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,IMUL_M,RTHII,IMUR_M,IMUR_B
143,0.0342636,0.0190853,0,0,0,0.0222612,0.0185676,0.0226434,0.0394455,0,0,0.0321305,0,0.0246692,0.0130142,0.0396597,0.0212694,0.0234605,0.029795,0.0406762,0.0268817,0.0483761,0.0413452,0.0455783,0.047167,0.0232213,0.0231124,0.0214027,0.0193417,0.0306202,0.0307428,0.0194292,0.00461226,0.0474778,0.0109635,0.0440784,0.0912058,0.028734,0,0,0.0222891,0,0.0117326,0.00749939,0.0542285,0.0436895,0.0222572,0.0645524,0.0263741,0.0187069,0.0580422,0.0421007,0.0745766,0.0336728,0.00782674,0.015539,0.0216713,0.0443697,0.0164574,0.00297829,0.00205565,0.0156939,0.0320099,0,0,0,0,0,0,0,0,0,0.0536349,0,0
144,0.0347356,0.0196274,0,0,0,0.0226454,0.0185566,0.0222511,0.0393414,0,0,0.0323787,0,0.0246687,0.0131095,0.0398758,0.0201663,0.0243178,0.0300082,0.0407271,0.0270361,0.0488223,0.0416931,0.0458429,0.0473182,0.0232594,0.0227128,0.0212386,0.0188224,0.0308596,0.0308374,0.0194546,0.00470578,0.0473771,0.0110255,0.0426934,0.0913005,0.029222,0,0,0.0224032,0,0.0118716,0.00730998,0.0542167,0.0421666,0.0220553,0.0633898,0.0265593,0.0191235,0.0572888,0.042046,0.0737192,0.0326923,0.00747369,0.015378,0.0207438,0.0446617,0.0167001,0.00310435,0.0021116,0.0161962,0.0324955,0,0,0,0,0,0,0,0,0,0.05315,0,0
145,0.035288,0.0201895,0,0,0,0.0227658,0.0184957,0.0216022,0.0390016,0,0,0.0327028,0,0.0247161,0.0132312,0.0399654,0.0189159,0.0251832,0.0303427,0.0406804,0.0272463,0.0494928,0.0422416,0.0461756,0.0474245,0.0233916,0.0222339,0.0211269,0.0183791,0.0309909,0.0309843,0.0194859,0.00478239,0.0466545,0.0110862,0.0412041,0.0912609,0.0297664,0,0,0.0224234,0,0.0120471,0.00731064,0.054139,0.0405109,0.0218247,0.0623356,0.0268109,0.0195567,0.0566849,0.0418864,0.0729524,0.0317328,0.00711698,0.0151945,0.0199561,0.0443467,0.0169734,0.00318975,0.00217416,0.0166758,0.0330345,0,0,0,0,0,0,0,0,0,0.0525235,0,0
146,0.035811,0.020751,0,0,0,0.0227671,0.0184326,0.0209077,0.038502,0,0,0.0331484,0,0.0248163,0.0134453,0.039883,0.0177471,0.0260037,0.0308379,0.0406044,0.0274449,0.0502167,0.0428661,0.0465549,0.0474197,0.0235289,0.0221193,0.0210955,0.0179815,0.0310635,0.0312243,0.0195125,0.00481524,0.0453117,0.0111033,0.039576,0.0911254,0.0303,0,0,0.0224199,0,0.0121116,0.00725918,0.0540621,0.0387493,0.0215974,0.0614889,0.0271793,0.019935,0.0562104,0.041625,0.0722866,0.030804,0.00675964,0.0150163,0.0192426,0.0432634,0.0171521,0.00323188,0.00221815,0.0170923,0.0335855,0,0,0,0,0,0,0,0,0,0.0517064,0,0
147,0.0363142,0.02124,0,0,0,0.0229031,0.0183827,0.0203496,0.0378553,0,0,0.0336113,0,0.0249447,0.0137216,0.0396719,0.0169049,0.0267399,0.0314005,0.040616,0.0276865,0.050593,0.0432499,0.046898,0.0472674,0.023662,0.0219256,0.0212399,0.0175461,0.0313024,0.0314553,0.0195495,0.00489479,0.0437372,0.0111175,0.0379984,0.0909352,0.0308356,0,0,0.022382,0,0.0121375,0.00716987,0.0540273,0.0368415,0.021389,0.0608273,0.0276105,0.0203395,0.0558835,0.0413042,0.0716979,0.029922,0.00640082,0.0148777,0.0185439,0.0419837,0.0172078,0.00325633,0.00226666,0.0175085,0.0341022,0,0,0,0,0,0,0,0,0,0.0507082,0,0
148,0.0367589,0.021638,0,0,0,0.0234339,0.0183505,0.020011,0.0370613,0,0,0.0340744,0,0.0250529,0.0140013,0.0394162,0.0162083,0.0274187,0.0319365,0.0406689,0.0279634,0.0506966,0.0434989,0.0471051,0.0470072,0.0237069,0.0219781,0.0215012,0.0171532,0.0317645,0.0317105,0.0195877,0.00497737,0.042283,0.0112009,0.0364855,0.0907013,0.031304,0,0,0.0224714,0,0.0122324,0.00714046,0.054039,0.0346256,0.0212091,0.060291,0.0280375,0.0207566,0.0556899,0.0409525,0.0711531,0.0291459,0.00612504,0.0148369,0.0178812,0.0406692,0.0172602,0.00333186,0.00234753,0.0179371,0.0345578,0,0,0,0,0,0,0,0,0,0.0496381,0,0
149,0.03713,0.0219499,0,0,0,0.0243136,0.0183346,0.0198413,0.0362079,0,0,0.0344909,0,0.025116,0.0141808,0.0393397,0.0156511,0.0280546,0.0323528,0.0407214,0.0281981,0.050616,0.0437851,0.0471555,0.0466516,0.0237156,0.0219104,0.0215874,0.0167901,0.0323962,0.0319582,0.0196048,0.00505791,0.0412195,0.011315,0.034972,0.0904038,0.0317194,0,0,0.0226914,0,0.0123829,0.0071475,0.0540601,0.0318908,0.0210273,0.0598186,0.0284249,0.0211691,0.0555542,0.0405759,0.0705421,0.0283602,0.00600544,0.0149108,0.0173272,0.0397015,0.0173848,0.00346035,0.00243209,0.0183297,0.0349599,0,0,0,0,0,0,0,0,0,0.0485223,0,0
150,0.0374763,0.0222572,0,0,0,0.0252651,0.0183435,0.0198815,0.0353925,0,0,0.0348314,0,0.0251126,0.0142389,0.0395316,0.0151169,0.028609,0.0326325,0.0407866,0.0284168,0.0504271,0.0440424,0.0471132,0.0462763,0.023774,0.0218148,0.0212327,0.0164473,0.0332719,0.0321723,0.0195917,0.00526813,0.0405081,0.0114117,0.0334531,0.090043,0.0320937,0,0,0.0229148,0,0.0125187,0.00712357,0.054079,0.0290202,0.0208482,0.059308,0.0287744,0.02147,0.0554731,0.0402365,0.0699176,0.0276232,0.00596689,0.0149674,0.0169494,0.0391571,0.0175181,0.00355906,0.00254068,0.0186471,0.0352995,0,0,0,0,0,0,0,0,0,0.0473415,0,0
151,0.0377725,0.0225106,0,0,0,0.0260345,0.0184014,0.020028,0.0346652,0,0,0.0350196,0,0.0251008,0.0141576,0.0395168,0.0148105,0.0289722,0.0328805,0.0408862,0.0286552,0.0503178,0.0442852,0.0471648,0.0459396,0.023846,0.0213541,0.021186,0.0162084,0.0340733,0.032329,0.0195792,0.00546768,0.0401394,0.0114996,0.0321003,0.0896857,0.0323843,0,0,0.0231214,0,0.0126031,0.00723046,0.054037,0.0264706,0.0206686,0.0586157,0.0290866,0.02161,0.0555392,0.0399121,0.0694323,0.0269857,0.00600935,0.0148179,0.0164553,0.039092,0.0175287,0.00357413,0.00263427,0.0188733,0.0355831,0,0,0,0,0,0,0,0,0,0.0459665,0,0
152,0.038122,0.0227252,0,0,0,0.0267352,0.0184531,0.0200996,0.0340753,0,0,0.0351256,0,0.0251045,0.0140585,0.0392879,0.014489,0.0291952,0.0330638,0.0410526,0.0289871,0.050288,0.0443055,0.0472711,0.0455747,0.0238622,0.0213095,0.0209183,0.0160119,0.0347484,0.0324515,0.019556,0.00516007,0.0403674,0.0115449,0.0309091,0.0894177,0.032684,0,0,0.0234748,0,0.0126611,0.00731625,0.0539616,0.0243532,0.0204692,0.0580084,0.0292787,0.0216594,0.0557166,0.039644,0.0690601,0.0262071,0.00621253,0.0145136,0.0159601,0.0395253,0.0175009,0.00350687,0.00267371,0.0190611,0.0358839,0,0,0,0,0,0,0,0,0,0.0446245,0,0
153,0.0383908,0.0228811,0,0,0,0.0275615,0.0185133,0.0202519,0.0336197,0,0,0.0350627,0,0.0250529,0.0139638,0.0389738,0.0141241,0.0293272,0.033139,0.0413421,0.0290268,0.0502546,0.0442881,0.0473144,0.045234,0.023898,0.0214772,0.0206702,0.0157848,0.0355147,0.0324449,0.0195281,0.00496597,0.0407774,0.0115734,0.0297088,0.0891956,0.0329277,0,0,0.0238992,0,0.0126753,0.00738115,0.0538642,0.0220899,0.0203039,0.0573798,0.029364,0.0216773,0.0560861,0.0394021,0.0688267,0.0251949,0.0065323,0.0142176,0.0153145,0.0406023,0.0173854,0.00346602,0.00271796,0.0191941,0.0361064,0,0,0,0,0,0,0,0,0,0.0431034,0,0
154,0.0386507,0.0229948,0,0,0,0.0281418,0.0185528,0.0205332,0.0332902,0,0,0.0349238,0,0.0249788,0.0139565,0.0386752,0.0138297,0.0294138,0.0332628,0.0416824,0.0290442,0.0501892,0.044354,0.0472816,0.0449046,0.0239091,0.0214897,0.0206849,0.015612,0.0362196,0.0324286,0.0194942,0.00488861,0.0416471,0.011607,0.0284231,0.0890236,0.0331994,0,0,0.0239583,0,0.0126846,0.00744683,0.0537455,0.0196901,0.0201925,0.0567384,0.0294537,0.0217715,0.0565732,0.0392262,0.0687444,0.0240912,0.00704832,0.0138839,0.0146862,0.0421627,0.017307,0.00341927,0.00274387,0.0193192,0.0363264,0,0,0,0,0,0,0,0,0,0.0415889,0,0
155,0.0389274,0.0230889,0,0,0,0.0285394,0.0185875,0.0208082,0.0331577,0,0,0.0347283,0,0.0249356,0.0139725,0.0383986,0.0137001,0.0294463,0.0334118,0.0419721,0.0291462,0.0501248,0.0445504,0.0472534,0.044498,0.0239382,0.021438,0.020781,0.015506,0.0367753,0.0324211,0.0194759,0.00486431,0.0427127,0.0115999,0.0270769,0.0889718,0.0334957,0,0,0.02398,0,0.0125786,0.00751066,0.0535719,0.0170822,0.020185,0.0560029,0.029635,0.0218485,0.0571862,0.0390714,0.0688726,0.0228498,0.00779048,0.0135393,0.014174,0.0438708,0.0171457,0.00328917,0.00267415,0.0193981,0.0365637,0,0,0,0,0,0,0,0,0,0.0401577,0,0
156,0.0391694,0.0231163,0,0,0,0.0289994,0.0186389,0.0206529,0.0331593,0,0,0.0345363,0,0.024921,0.0139196,0.0381359,0.0137564,0.0294213,0.033497,0.0421843,0.029332,0.0500659,0.0446632,0.0472247,0.0441529,0.0239408,0.0214471,0.0208174,0.0154091,0.0372828,0.0323706,0.0194688,0.00480419,0.04363,0.0116307,0.0258251,0.0890096,0.0337256,0,0,0.0242395,0,0.0124858,0.00757441,0.0533177,0.0143372,0.020239,0.0552115,0.0297682,0.0219212,0.0579653,0.0389646,0.069067,0.0215563,0.00875237,0.0131843,0.0137553,0.0456126,0.0170604,0.00318071,0.00258018,0.0194675,0.0367816,0,0,0,0,0,0,0,0,0,0.038824,0,0
157,0.0393198,0.0230409,0,0,0,0.0295808,0.0187024,0.0207383,0.0332979,0,0,0.0343343,0,0.0248604,0.0138033,0.0379314,0.0139564,0.0293597,0.0335108,0.0424799,0.0295021,0.0499463,0.0445431,0.0471497,0.0438494,0.0238754,0.0214415,0.0207865,0.0152606,0.0378995,0.0323225,0.0194475,0.00475929,0.0443177,0.0116856,0.0245612,0.0891194,0.0338407,0,0,0.0244177,0,0.0124616,0.00766918,0.0530456,0.0116625,0.0202466,0.0546145,0.0299612,0.0219857,0.0588749,0.0390869,0.0693666,0.0203585,0.00988137,0.0128518,0.0133422,0.0473248,0.0170704,0.0031579,0.00256045,0.0195333,0.0369175,0,0,0,0,0,0,0,0,0,0.0374079,0,0
158,0.0393931,0.0228632,0,0,0,0.0301198,0.0187866,0.0209783,0.0335487,0,0,0.0340971,0,0.0247086,0.0136769,0.0377807,0.0142786,0.0292574,0.0334714,0.0428482,0.0296221,0.0498096,0.044441,0.0470379,0.0435644,0.0238148,0.0214273,0.0207495,0.015096,0.0385251,0.0323403,0.0193837,0.00472628,0.0448634,0.0117514,0.02331,0.089313,0.0338787,0,0,0.0247994,0,0.0125041,0.00795021,0.0527417,0.00902297,0.0201361,0.0542233,0.0302011,0.0219852,0.059895,0.0394146,0.0698118,0.0192312,0.0111837,0.0124636,0.0129852,0.0482681,0.0170949,0.00321742,0.0026414,0.0195333,0.0369974,0,0,0,0,0,0,0,0,0,0.0360068,0,0
159,0.0396574,0.0228482,0,0,0,0.0304076,0.0188578,0.0212063,0.0337787,0,0,0.0340922,0,0.0245664,0.0136211,0.0376646,0.0146546,0.0292074,0.0333951,0.0427914,0.029795,0.0496822,0.0444252,0.0469165,0.043279,0.0237988,0.0214825,0.0207784,0.0149615,0.0390499,0.0324832,0.0193286,0.0047679,0.0450969,0.0118376,0.0221091,0.0894146,0.0340959,0,0,0.0252172,0,0.0126224,0.00812548,0.0524578,0.00626747,0.0202513,0.053886,0.0305968,0.0221149,0.060969,0.0398629,0.0703162,0.0182004,0.0127154,0.0120413,0.0128191,0.0485946,0.017226,0.00329202,0.00269223,0.0196988,0.0372235,0,0,0,0,0,0,0,0,0,0.0346485,0,0
160,0.0400275,0.0230609,0,0,0,0.0307658,0.0189106,0.0212739,0.0339533,0,0,0.0342996,0,0.0245019,0.0136129,0.0375285,0.0150579,0.0291991,0.0333122,0.0424287,0.0300924,0.049529,0.0444745,0.0468264,0.0429781,0.0237871,0.021538,0.020831,0.0148711,0.0393729,0.0327337,0.0193058,0.00475438,0.0449801,0.011865,0.021087,0.0894734,0.0344191,0,0,0.0254452,0,0.0126698,0.00818535,0.0521533,0.00350607,0.0205383,0.0536553,0.0310922,0.0222866,0.0621042,0.0404718,0.0708493,0.0175174,0.0144767,0.0119465,0.0130126,0.0488214,0.017344,0.00333757,0.00272738,0.0199956,0.0375476,0,0,0,0,0,0,0,0,0,0.0333673,0,0
161,0.0404845,0.0234371,0,0,0,0.0310913,0.0189387,0.0212741,0.0340857,0,0,0.0345865,0,0.0245086,0.0136198,0.0373771,0.0154927,0.0292041,0.0332066,0.0419568,0.0304637,0.0494091,0.0444781,0.0467597,0.0426469,0.0237899,0.0215731,0.0208578,0.0147619,0.0397007,0.0330722,0.019311,0.00468055,0.0446748,0.0118181,0.0204988,0.0895409,0.0348734,0,0,0.025436,0,0.0126307,0.00823626,0.0518005,0.00289874,0.0208635,0.053523,0.0316304,0.0225058,0.0633189,0.0412773,0.0714989,0.0171521,0.0164909,0.0119906,0.0135355,0.0487112,0.0174239,0.00336212,0.00268054,0.0203574,0.0379715,0,0,0,0,0,0,0,0,0,0.0322023,0,0
162,0.0410082,0.0238454,0,0,0,0.0312678,0.0189368,0.0211653,0.0341597,0,0,0.0348571,0,0.0245667,0.0136927,0.0372118,0.0160555,0.0292258,0.0330718,0.0415283,0.0308607,0.0493241,0.0444858,0.0466657,0.0423332,0.0237952,0.0215679,0.0208899,0.0146312,0.0399593,0.0333375,0.0193281,0.00471123,0.0442669,0.0117498,0.0203549,0.0896077,0.0353481,0,0,0.025433,0,0.0126212,0.00830816,0.0513638,0.00535584,0.0211865,0.0534408,0.0321575,0.0227512,0.064558,0.0422783,0.0722225,0.0172424,0.0187397,0.0121956,0.0144276,0.0481622,0.0175681,0.00331888,0.00259022,0.020711,0.0384161,0,0,0,0,0,0,0,0,0,0.031218,0,0
163,0.0415897,0.0243247,0,0,0,0.031448,0.0189149,0.0209671,0.0341155,0,0,0.0352269,0,0.0246725,0.0138588,0.0370594,0.0167962,0.029292,0.0329135,0.0410575,0.0313001,0.0492062,0.0444381,0.0465381,0.0420363,0.0237814,0.021575,0.0209289,0.0144573,0.0402996,0.0336538,0.0193575,0.00471759,0.0438263,0.01167,0.0207394,0.0895962,0.0358792,0,0,0.0253426,0,0.0125987,0.00823908,0.0508364,0.00833382,0.0215052,0.0534801,0.0328146,0.0230769,0.0658379,0.0434935,0.0728826,0.0178878,0.0212683,0.0131575,0.0157643,0.0474315,0.0177473,0.00321551,0.00252814,0.0211058,0.0388984,0,0,0,0,0,0,0,0,0,0.0305107,0,0
164,0.0422165,0.0248257,0,0,0,0.0316674,0.0188716,0.0209228,0.0339612,0,0,0.0356309,0,0.0248206,0.0141411,0.0369092,0.0176599,0.0294092,0.0327352,0.0405192,0.0317732,0.0490468,0.0444197,0.0464037,0.0417369,0.0237406,0.0215602,0.0209662,0.0142771,0.0406864,0.0340591,0.019395,0.00476431,0.0433942,0.0115845,0.0215521,0.0894896,0.0364335,0,0,0.0250706,0,0.0124729,0.00811583,0.0502616,0.0112034,0.0219068,0.0535558,0.0336198,0.0234238,0.0672309,0.0448948,0.0737185,0.0189905,0.0239872,0.0148192,0.0174826,0.0466481,0.0178402,0.00316902,0.00245727,0.021489,0.0394177,0,0,0,0,0,0,0,0,0,0.0300831,0,0
165,0.0428377,0.0253383,0,0,0,0.0319034,0.0188028,0.0211535,0.0337441,0,0,0.0360296,0,0.0249826,0.0143945,0.0367295,0.0187038,0.0295402,0.0324913,0.0399709,0.0322528,0.0488939,0.0444386,0.0463025,0.0414506,0.0236818,0.0215752,0.0209989,0.014082,0.041126,0.034474,0.0194405,0.00482987,0.0426118,0.0115512,0.0224422,0.089321,0.0370092,0,0,0.0247996,0,0.0123855,0.00803493,0.0496656,0.0137645,0.022334,0.0538278,0.0343548,0.0238103,0.0688339,0.0464668,0.0747011,0.0205846,0.0269062,0.0166882,0.0196636,0.0456232,0.0179224,0.00321658,0.00237723,0.0218506,0.0399783,0,0,0,0,0,0,0,0,0,0.0300946,0,0
166,0.0433815,0.0256739,0,0,0,0.0321238,0.0187668,0.0213074,0.0334547,0,0,0.0363657,0,0.0250984,0.0144829,0.0364925,0.0198721,0.0297025,0.0322953,0.0397339,0.0326284,0.0488214,0.0444987,0.0462772,0.041232,0.0236668,0.0216217,0.0210683,0.0138311,0.0416183,0.0347806,0.0194634,0.0049603,0.0416459,0.0115859,0.0233983,0.0891226,0.0374061,0,0,0.0247448,0,0.012389,0.00813764,0.0490209,0.0161804,0.0224808,0.0543721,0.035195,0.0239723,0.0703629,0.0481335,0.0757313,0.0227277,0.0299175,0.0187923,0.0222658,0.0444415,0.0179227,0.00330544,0.00238405,0.0220207,0.0404275,0,0,0,0,0,0,0,0,0,0.0305526,0,0
167,0.044091,0.026094,0,0,0,0.032251,0.0187214,0.0212599,0.0330211,0,0,0.0367949,0,0.0252273,0.0145159,0.0362083,0.0211452,0.0299876,0.0321822,0.0393846,0.0330733,0.0487961,0.0445576,0.0462733,0.041,0.0237337,0.0216345,0.0211754,0.013567,0.0420876,0.0351481,0.0194793,0.00504452,0.0403805,0.0115854,0.0246706,0.0888048,0.03782,0,0,0.0248049,0,0.0124104,0.00822557,0.0483918,0.0184321,0.0228908,0.0551221,0.0362019,0.0242296,0.0717074,0.0497042,0.0767539,0.0253734,0.0329928,0.0213491,0.0252401,0.0427111,0.0180467,0.00336022,0.00235733,0.0222781,0.040941,0,0,0,0,0,0,0,0,0,0.0312484,0,0
168,0.044615,0.0264433,0,0,0,0.0323296,0.0187051,0.0211154,0.0325176,0,0,0.0371685,0,0.0253214,0.0145145,0.0359694,0.0226219,0.0302819,0.0321552,0.0391714,0.0334474,0.0487894,0.0446371,0.0462748,0.0407639,0.0238676,0.0216973,0.0212589,0.0132778,0.0425038,0.0354585,0.0194892,0.00499545,0.0392564,0.0115872,0.0258327,0.0884157,0.038153,0,0,0.0248085,0,0.0124304,0.00818121,0.0477617,0.0206521,0.0232396,0.0559394,0.0370305,0.0244081,0.0728674,0.0510641,0.0777813,0.0280536,0.0358914,0.0238568,0.028129,0.0410648,0.0181351,0.00341386,0.00232949,0.0224181,0.0414256,0,0,0,0,0,0,0,0,0,0.0319934,0,0
169,0.0449807,0.0266774,0,0,0,0.0324212,0.0187134,0.0210739,0.0320549,0,0,0.0374361,0,0.0253967,0.0144957,0.0357927,0.0242236,0.0305625,0.0321159,0.0392246,0.0337091,0.0487815,0.0447667,0.0463056,0.0405422,0.0239603,0.0218379,0.0214021,0.012965,0.0427162,0.0356476,0.0195061,0.00497786,0.0378325,0.01156,0.026442,0.0881019,0.0384035,0,0,0.0245422,0,0.012377,0.00813749,0.04709,0.0223311,0.0234878,0.0572947,0.037775,0.0244654,0.073834,0.0521494,0.0786928,0.0309516,0.0385863,0.0262921,0.0312775,0.0391105,0.0180485,0.00354116,0.00236602,0.0223756,0.0418409,0,0,0,0,0,0,0,0,0,0.0328744,0,0
170,0.0453073,0.0268625,0,0,0,0.0325515,0.0186958,0.0208973,0.0315336,0,0,0.037639,0,0.0254991,0.0145263,0.035596,0.0259047,0.0309282,0.0320642,0.0393198,0.0340109,0.0487884,0.0448549,0.0463567,0.0403387,0.0240774,0.0219817,0.021599,0.0126627,0.0430233,0.0357548,0.0195555,0.0050379,0.0367403,0.0114968,0.0265342,0.0877005,0.0386211,0,0,0.0241682,0,0.0123034,0.00804244,0.0465107,0.0232108,0.0237688,0.0587335,0.0383875,0.0245978,0.0745904,0.0528649,0.0793942,0.0335675,0.0407576,0.0282723,0.0340739,0.0375422,0.018007,0.00365799,0.00231728,0.0222966,0.0421956,0,0,0,0,0,0,0,0,0,0.0335995,0,0
171,0.0455572,0.0270183,0,0,0,0.0325513,0.018666,0.0211249,0.0309951,0,0,0.0378003,0,0.0256321,0.0146749,0.0353902,0.0276278,0.031346,0.0320279,0.0393106,0.0342902,0.0487772,0.0448557,0.0463815,0.0401941,0.0242199,0.0220813,0.0217456,0.0123892,0.0434527,0.0358097,0.0196237,0.00515266,0.0360305,0.0114102,0.026103,0.0872051,0.0387257,0,0,0.0238567,0,0.0122186,0.00797314,0.0460538,0.0233495,0.0239895,0.0602555,0.0389941,0.0247708,0.0750035,0.053207,0.0799385,0.0357674,0.0423513,0.0297068,0.0363705,0.0372514,0.018057,0.00368239,0.00223023,0.0222001,0.0424575,0,0,0,0,0,0,0,0,0,0.0342216,0,0
172,0.0456743,0.0270958,0,0,0,0.0326413,0.0186214,0.0212032,0.0305017,0,0,0.0379055,0,0.0258091,0.0148624,0.035238,0.029412,0.0317709,0.0320203,0.0392156,0.0343739,0.0487244,0.0448132,0.0464081,0.040086,0.0243886,0.0221929,0.0218542,0.0121076,0.0440009,0.0358218,0.0196726,0.0051491,0.0358818,0.0113358,0.0254209,0.0866756,0.0386683,0,0,0.0236606,0,0.0121335,0.00816811,0.0457702,0.023161,0.0241256,0.0617509,0.0395184,0.0248221,0.0751218,0.0531749,0.0802994,0.0374175,0.0433244,0.030564,0.0381919,0.0376818,0.0181416,0.00366637,0.00212525,0.0220923,0.0425908,0,0,0,0,0,0,0,0,0,0.0346834,0,0
173,0.0455808,0.0269977,0,0,0,0.0328774,0.0185762,0.0210836,0.0300316,0,0,0.0378827,0,0.025953,0.014886,0.0351561,0.0311667,0.0322499,0.0321044,0.0391826,0.0343761,0.04863,0.044754,0.0464692,0.0400612,0.0245978,0.0223525,0.0219862,0.0118127,0.0446796,0.035772,0.0197013,0.00502559,0.0361878,0.0113095,0.024669,0.0861158,0.0384255,0,0,0.023511,0,0.0120523,0.00838676,0.0456427,0.0226371,0.0242477,0.0629071,0.0399366,0.0246536,0.0750333,0.0528493,0.0804402,0.0381978,0.0435625,0.0307256,0.0391539,0.0384282,0.0179908,0.00379096,0.00207296,0.021873,0.0425112,0,0,0,0,0,0,0,0,0,0.0349649,0,0
174,0.0453096,0.0267841,0,0,0,0.0331451,0.0185753,0.0210549,0.0295846,0,0,0.0377956,0,0.0260368,0.0147444,0.0351257,0.0328253,0.032783,0.0322273,0.039185,0.0343473,0.0486008,0.0446987,0.0465613,0.0400937,0.0248537,0.0225693,0.022174,0.0115118,0.0454293,0.0356753,0.0197145,0.00496192,0.0366009,0.0113228,0.0241194,0.0855009,0.0380221,0,0,0.0235126,0,0.0120279,0.0084004,0.0456559,0.0222491,0.0243957,0.0633668,0.0401267,0.0243341,0.0746904,0.0522809,0.0802631,0.0378364,0.0430003,0.0302002,0.0389965,0.0390535,0.0178293,0.00395481,0.00205032,0.0215765,0.0422832,0,0,0,0,0,0,0,0,0,0.0349267,0,0
175,0.0450185,0.026613,0,0,0,0.0333904,0.0185833,0.0209836,0.0290943,0,0,0.0377293,0,0.0260868,0.0146039,0.0351223,0.0343189,0.033305,0.0322618,0.0390901,0.0343421,0.0485884,0.0446218,0.0466084,0.0401677,0.0251408,0.0228136,0.022363,0.0112414,0.0462007,0.0355809,0.0197047,0.00492286,0.0365774,0.0113232,0.0238081,0.0848877,0.03762,0,0,0.0235957,0,0.0120176,0.00830191,0.0458419,0.0232443,0.0244375,0.0632771,0.0402291,0.0240392,0.074094,0.0515032,0.0797261,0.0365089,0.041805,0.0289427,0.0378247,0.0391203,0.017786,0.00410029,0.00202438,0.021329,0.0420523,0,0,0,0,0,0,0,0,0,0.0345807,0,0
176,0.0446673,0.0264349,0,0,0,0.0337215,0.0185974,0.0212291,0.0285065,0,0,0.0376732,0,0.0261588,0.0145247,0.0351028,0.0354965,0.033738,0.0322068,0.0388917,0.0343417,0.0484787,0.044441,0.0465709,0.0402271,0.0253901,0.0230108,0.0225262,0.0109975,0.0470472,0.0354615,0.0197154,0.0049566,0.0366262,0.0113287,0.0234856,0.0841404,0.0371517,0,0,0.0237777,0,0.0119983,0.00825114,0.0462043,0.0246042,0.0243179,0.0622485,0.0402876,0.0237029,0.0733423,0.0506121,0.0788298,0.0341155,0.0400124,0.0268929,0.0354479,0.0388206,0.0177397,0.00427824,0.00204007,0.0211433,0.0417608,0,0,0,0,0,0,0,0,0,0.0338304,0,0
177,0.0442017,0.0261712,0,0,0,0.0340202,0.0185975,0.0215561,0.027988,0,0,0.037609,0,0.0262772,0.0144692,0.0351015,0.0364013,0.0341739,0.0321693,0.0388169,0.0343674,0.0483503,0.0442128,0.0465497,0.0402907,0.0256469,0.0231984,0.0226812,0.01078,0.0478343,0.0353605,0.0197433,0.00493693,0.0370468,0.0113107,0.0231028,0.0835425,0.0365502,0,0,0.0239919,0,0.0119367,0.00822501,0.046776,0.0264612,0.0240971,0.0612875,0.0403959,0.0233027,0.0723826,0.0494315,0.0777526,0.0315526,0.0378466,0.0244189,0.032897,0.0390255,0.017517,0.00458496,0.00215365,0.0210092,0.0414739,0,0,0,0,0,0,0,0,0,0.0329885,0,0
178,0.0437044,0.0258579,0,0,0,0.0343019,0.0185832,0.0217573,0.0277419,0,0,0.0375946,0,0.0264262,0.0145325,0.0351619,0.0371248,0.0346746,0.0321189,0.0388649,0.0343995,0.0482519,0.0440232,0.0465679,0.0403623,0.0259836,0.023468,0.0228448,0.0105464,0.0485409,0.0353039,0.0197702,0.00494274,0.0370038,0.0112815,0.0230179,0.0832766,0.0359548,0,0,0.0238889,0,0.0118587,0.00821716,0.0473813,0.0290222,0.0239184,0.0607606,0.040521,0.02294,0.0712199,0.0481042,0.0766394,0.0293094,0.0357968,0.0221348,0.0306732,0.0391024,0.0173201,0.00490852,0.00218059,0.0209114,0.0413392,0,0,0,0,0,0,0,0,0,0.0322592,0,0
179,0.0432159,0.0254888,0,0,0,0.0345804,0.0185494,0.0215798,0.027622,0,0,0.0376027,0,0.0265915,0.0146875,0.0352649,0.0377043,0.0351942,0.0320482,0.0390446,0.0345552,0.0482323,0.0439138,0.0466343,0.0404816,0.0264136,0.0238501,0.023117,0.0102558,0.0493671,0.0352947,0.019804,0.00486545,0.0366057,0.0112279,0.0236632,0.0832529,0.0354192,0,0,0.0235913,0,0.0117398,0.00827144,0.0477303,0.0322599,0.0238731,0.060047,0.0406862,0.0226029,0.0702309,0.0470218,0.0756161,0.0270914,0.034446,0.0203699,0.0284657,0.0385217,0.0172023,0.00523419,0.00226224,0.0208362,0.0411485,0,0,0,0,0,0,0,0,0,0.0317303,0,0
