Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,LBHD
112,0.0466952,0.0233746,0,0,0,0,0,0,0.03814,0.0181314,0.0296904,0.0614179,0,0.0503912,0,0.0266373,0.0170869,0.0274234,0.0177801,0.0228074,0.0239405,0.0313009,0.0313251,0.0318838,0.0325003,0.0267762,0.0557393,0.0196008,0.0187349,0.0232682,0.0198577,0.0344169,0.0425742,0.0204954,0.00646165,0.050558,0.0034085,0.0581477,0.0998938,0.0394094,0,0,0.0367794,0,0.00824708,0.0200241,0.0557801,0.0571922,0.024212,0.0790702,0.0240442,0.0217074,0.0242524,0.0300631,0.0531375,0.0372767,0.0425877,0.0156835,0.0215742,0.0280705,0.0463118,0.0312789,0.0105258,0.00702578,0.0166494,0.0450164,0,0,0,0,0,0,0,0,0
113,0.0465199,0.0224022,0,0,0,0,0,0,0.0388821,0.0181704,0.0292682,0.0620779,0,0.0497288,0,0.0265007,0.0166845,0.0274505,0.0169098,0.0228795,0.0242126,0.0330885,0.0308485,0.031945,0.032726,0.0265108,0.0545426,0.0203009,0.0197133,0.0237181,0.0190161,0.0350028,0.0421708,0.0204635,0.00632519,0.0508647,0.00352183,0.0596193,0.101335,0.039342,0,0,0.0356881,0,0.00818237,0.0194914,0.0555005,0.0536181,0.0236307,0.0783056,0.0241251,0.0211339,0.0236232,0.0306866,0.05381,0.0370169,0.0423405,0.0152433,0.0206083,0.0279314,0.0469582,0.0305946,0.0103705,0.00687585,0.0161414,0.0448708,0,0,0,0,0,0,0,0,0
114,0.046335,0.0214789,0,0,0,0,0,0,0.0395928,0.018254,0.0288958,0.0627313,0,0.0491046,0,0.026341,0.0162445,0.0274083,0.0158982,0.0229761,0.0248611,0.0346197,0.0304252,0.032115,0.0327954,0.0260485,0.0536827,0.0212971,0.0210549,0.0243132,0.0182456,0.0355568,0.0416549,0.0204273,0.00620104,0.0511439,0.00365652,0.0593539,0.102633,0.0393126,0,0,0.0347015,0,0.00816096,0.0190196,0.0552894,0.0499114,0.0231362,0.0770732,0.0242444,0.020641,0.0226983,0.031335,0.0545963,0.036577,0.041328,0.0146337,0.0195745,0.0271069,0.0487766,0.0300345,0.0102141,0.00670828,0.0154567,0.044709,0,0,0,0,0,0,0,0,0
115,0.046208,0.020704,0,0,0,0,0,0,0.0404485,0.0183469,0.0287105,0.063355,0,0.0485406,0,0.0261461,0.0158533,0.0273535,0.0154504,0.0230057,0.0259622,0.035859,0.0301029,0.0322961,0.0327706,0.025711,0.0531444,0.0223146,0.0223882,0.0251184,0.0177559,0.0363784,0.0411756,0.0203797,0.00605855,0.0509836,0.00379368,0.0578577,0.103993,0.0393341,0,0,0.0338896,0,0.00818473,0.0185976,0.0551564,0.0468053,0.0227819,0.075565,0.0243483,0.0201389,0.02174,0.0319968,0.0554347,0.0359489,0.0398765,0.0139287,0.0186941,0.0258918,0.0498406,0.0296172,0.01015,0.00653711,0.0149029,0.0445765,0,0,0,0,0,0,0,0,0
116,0.0462078,0.0201704,0,0,0,0,0,0,0.0415288,0.0184103,0.0286635,0.0638512,0,0.0480117,0,0.0259936,0.0155382,0.0274344,0.0157251,0.0229327,0.0270968,0.0368269,0.0300035,0.0324407,0.0326138,0.0255943,0.052808,0.0231834,0.0233166,0.0255693,0.0176377,0.0375501,0.0408257,0.0203328,0.00595166,0.0494608,0.00390922,0.0556914,0.105339,0.0393946,0,0,0.0330335,0,0.00824991,0.0181969,0.0551136,0.0451539,0.0226445,0.0738699,0.0244939,0.0197879,0.0205574,0.0326805,0.0561737,0.0350635,0.0386696,0.0133949,0.0183374,0.0249296,0.047937,0.0292686,0.00994747,0.00636753,0.014572,0.0445039,0,0,0,0,0,0,0,0,0
117,0.0462617,0.0200801,0,0,0,0,0,0,0.0428633,0.0184504,0.0292028,0.0641818,0,0.0476276,0,0.0259408,0.015294,0.0277383,0.0165616,0.0227187,0.0278469,0.0376068,0.029903,0.0320556,0.0321871,0.0253653,0.0525659,0.0237238,0.0238317,0.0259168,0.0179517,0.0391908,0.0405264,0.020279,0.00592862,0.0482573,0.0040436,0.0542206,0.106632,0.0394709,0,0,0.032491,0,0.00835148,0.0178721,0.0550858,0.0437201,0.0226465,0.0722858,0.0247024,0.019545,0.019288,0.0333131,0.0568487,0.0341513,0.0377473,0.0129161,0.01816,0.0241517,0.0465344,0.0290608,0.00995735,0.00623108,0.0144976,0.0444937,0,0,0,0,0,0,0,0,0
118,0.046357,0.0205903,0,0,0,0,0,0,0.0444051,0.0184406,0.0301431,0.0642747,0,0.0473952,0,0.0259142,0.015163,0.0282255,0.0176006,0.0224036,0.0284438,0.0382449,0.0298915,0.0314201,0.0316119,0.0251128,0.0524084,0.0241017,0.0241832,0.026364,0.0185477,0.0411236,0.0403265,0.0202613,0.00601185,0.04752,0.0041515,0.0531211,0.107751,0.0395206,0,0,0.0320098,0,0.00848364,0.0176155,0.0549143,0.0426255,0.0227599,0.0708728,0.0248647,0.0194049,0.0180746,0.0336384,0.0575741,0.0334203,0.03725,0.0126364,0.0181909,0.0236242,0.0456396,0.0289289,0.0100436,0.00615688,0.0145729,0.0445464,0,0,0,0,0,0,0,0,0
119,0.0465978,0.0208518,0,0,0,0,0,0,0.0458206,0.018408,0.0310096,0.0642392,0,0.0472572,0,0.0259382,0.01514,0.0286654,0.0185268,0.0220785,0.0293427,0.038784,0.0299758,0.0308745,0.031283,0.0249567,0.05221,0.0246251,0.0245943,0.0269526,0.0191899,0.0427774,0.0402359,0.0202954,0.00596219,0.0470075,0.0042057,0.0519139,0.108747,0.0396821,0,0,0.0316658,0,0.00857863,0.0174988,0.0545972,0.0417188,0.022915,0.0696113,0.0250537,0.0193906,0.0168763,0.0339792,0.0581455,0.0327429,0.0370694,0.0125429,0.0184418,0.023259,0.0447902,0.02893,0.00999467,0.00608702,0.0148066,0.0447385,0,0,0,0,0,0,0,0,0
120,0.0470025,0.0210083,0,0,0,0,0,0,0.0471243,0.0183556,0.0314493,0.0641236,0,0.0471356,0,0.0260619,0.0151762,0.0290539,0.0194227,0.02186,0.0305422,0.0392417,0.0301698,0.0304942,0.0310705,0.0247753,0.0518547,0.0253422,0.0250256,0.0275338,0.0196867,0.0441364,0.0402009,0.0203523,0.00603458,0.0470574,0.00424044,0.0510636,0.109653,0.0400128,0,0,0.0315256,0,0.00864238,0.017531,0.0541934,0.0405466,0.0230046,0.068493,0.0252407,0.0193856,0.0153854,0.0345578,0.058619,0.032127,0.036893,0.0125557,0.0188666,0.0229537,0.0448694,0.0289925,0.010012,0.00606642,0.0151158,0.0450818,0,0,0,0,0,0,0,0,0
121,0.0475178,0.0213569,0,0,0,0,0,0,0.0480623,0.0182945,0.0317846,0.0638784,0,0.047162,0,0.0261768,0.0153088,0.0294423,0.0202839,0.0218056,0.0315984,0.0394758,0.0304983,0.0302664,0.0309358,0.0245387,0.0513843,0.0260987,0.0256129,0.0280186,0.0199162,0.0453369,0.0402855,0.0203988,0.00606038,0.0473266,0.00426805,0.0501592,0.110279,0.0404571,0,0,0.0314795,0,0.00869724,0.0175128,0.0537899,0.0396323,0.0230284,0.0674958,0.0254756,0.0194155,0.0139089,0.0351602,0.059332,0.0314899,0.036848,0.0127171,0.0194835,0.0228327,0.0451275,0.0290842,0.0100307,0.00605759,0.0154675,0.0455256,0,0,0,0,0,0,0,0,0
122,0.0480837,0.021861,0,0,0,0,0,0,0.0488647,0.0182238,0.0321924,0.0634567,0,0.0472711,0,0.0262249,0.0154489,0.0298079,0.0211799,0.0218926,0.0322598,0.0394536,0.0308292,0.0301124,0.0308548,0.0242649,0.050869,0.0267942,0.026287,0.028444,0.0199465,0.0463868,0.0404371,0.0204384,0.00620893,0.0477185,0.00428405,0.0493877,0.11055,0.040985,0,0,0.0315671,0,0.00874859,0.0174659,0.0534888,0.0390083,0.0229845,0.0666278,0.0257957,0.0194614,0.0125784,0.0357051,0.059901,0.0307933,0.0368832,0.0129866,0.0200683,0.0225701,0.0457093,0.0292207,0.0100809,0.00602861,0.0158431,0.046,0,0,0,0,0,0,0,0,0
123,0.0485909,0.022376,0,0,0,0,0,0,0.0495481,0.0181761,0.0329777,0.0629403,0,0.0473378,0,0.0262133,0.0154268,0.0299971,0.0222362,0.0220292,0.0328486,0.0393611,0.0310888,0.0300372,0.0308407,0.024007,0.0503499,0.02735,0.0269971,0.0288984,0.0199158,0.0472979,0.0404815,0.0204499,0.00621257,0.048615,0.00432462,0.0487388,0.110506,0.0415021,0,0,0.031783,0,0.00882709,0.0174283,0.0533354,0.0383683,0.0228988,0.0658141,0.0260735,0.0196,0.0113491,0.0360647,0.060161,0.030022,0.0368274,0.0133059,0.020474,0.0223496,0.0468516,0.0293849,0.0102389,0.00599857,0.0161687,0.0464226,0,0,0,0,0,0,0,0,0
124,0.0491181,0.0228504,0,0,0,0,0,0,0.0500773,0.0181239,0.0338922,0.0622709,0,0.0475128,0,0.0262641,0.0153735,0.0300969,0.0232528,0.0221546,0.0336434,0.0392411,0.0314706,0.0300476,0.0308823,0.0237973,0.0498756,0.027875,0.0276684,0.0293073,0.0198918,0.0480984,0.0405649,0.0204458,0.00613605,0.0491231,0.0043748,0.0482048,0.110249,0.0420389,0,0,0.0319996,0,0.00890483,0.0173961,0.0532381,0.0373433,0.0228086,0.0651844,0.0264504,0.0197517,0.0105924,0.0361773,0.0600752,0.0292135,0.0367825,0.0134364,0.0209164,0.0223913,0.0478354,0.0295374,0.0103236,0.00594538,0.0164465,0.0468851,0,0,0,0,0,0,0,0,0
125,0.0496369,0.0232181,0,0,0,0,0,0,0.0504757,0.018071,0.034382,0.0614817,0,0.0477419,0,0.0263411,0.0153335,0.0301607,0.024319,0.0222891,0.0344916,0.0391675,0.0318587,0.0302318,0.0309603,0.023651,0.0494304,0.0284234,0.0282459,0.0296526,0.0199125,0.0487729,0.0406476,0.0204606,0.00617215,0.0493794,0.00441379,0.047646,0.109839,0.0425671,0,0,0.0322193,0,0.00896489,0.0173925,0.0532376,0.0361497,0.0227698,0.0644827,0.0269422,0.0198652,0.0102133,0.0362039,0.0597011,0.028309,0.0365622,0.0135171,0.0214001,0.0224078,0.0489435,0.0297163,0.0104315,0.00595143,0.0166679,0.0473457,0,0,0,0,0,0,0,0,0
126,0.0501262,0.0235355,0,0,0,0,0,0,0.0507941,0.0180193,0.0346257,0.0606197,0,0.0480011,0,0.0264013,0.0153471,0.0301788,0.0254562,0.0224066,0.0351648,0.0391567,0.0322501,0.0306892,0.0309894,0.02348,0.0491052,0.0289201,0.0286717,0.0299815,0.0200253,0.049388,0.0407718,0.0204942,0.00618756,0.0492862,0.00444408,0.0468354,0.109268,0.0430773,0,0,0.0324149,0,0.00902209,0.0174414,0.0533237,0.0347724,0.0227823,0.0636476,0.0275077,0.0199495,0.00962382,0.0361735,0.0590948,0.027361,0.036087,0.0135122,0.0216802,0.0222003,0.0500667,0.0299254,0.0104892,0.00597461,0.0168492,0.047805,0,0,0,0,0,0,0,0,0
127,0.0505976,0.0237338,0,0,0,0,0,0,0.0510683,0.0179343,0.0346877,0.0597875,0,0.0482466,0,0.0264792,0.0154135,0.0301059,0.0264941,0.0224871,0.0356525,0.0391773,0.0326567,0.0308092,0.0309271,0.0232217,0.0489936,0.0293746,0.0290755,0.0303392,0.0202474,0.0500619,0.0409006,0.0205089,0.00622557,0.0486642,0.00446374,0.0455393,0.108578,0.0435317,0,0,0.0325296,0,0.00906493,0.017476,0.0534156,0.0328949,0.0228538,0.0628891,0.0280569,0.0200758,0.00930694,0.0358152,0.0583812,0.0264607,0.0352572,0.0132942,0.021699,0.0216983,0.0507019,0.030139,0.0106071,0.00595809,0.0169679,0.0482559,0,0,0,0,0,0,0,0,0
128,0.0509768,0.023781,0,0,0,0,0,0,0.0512125,0.0178658,0.0345032,0.0590467,0,0.0484343,0,0.0265194,0.0154969,0.0299725,0.0274564,0.0225007,0.0361405,0.0392533,0.0330205,0.0305328,0.0308057,0.0228892,0.0490849,0.0298132,0.0296328,0.0306818,0.0205433,0.0506744,0.040994,0.0205233,0.00632915,0.047393,0.00451248,0.0437924,0.107857,0.0438964,0,0,0.0325671,0,0.00910296,0.0175191,0.0534701,0.0308944,0.0229095,0.0623479,0.0284443,0.0201922,0.0092726,0.0353394,0.0575346,0.0255087,0.0339274,0.0129133,0.0214872,0.0208479,0.0507253,0.0302835,0.01058,0.00591743,0.0169898,0.0486483,0,0,0,0,0,0,0,0,0
129,0.0512265,0.0237066,0,0,0,0,0,0,0.0509687,0.0178414,0.0344747,0.0583097,0,0.0485745,0,0.0265513,0.0155296,0.0298577,0.0284316,0.0223953,0.0365987,0.0393429,0.033293,0.0303368,0.0308065,0.0226086,0.0489383,0.0301788,0.0302735,0.0309542,0.020789,0.0506155,0.0410919,0.0205366,0.00648896,0.0459741,0.00456125,0.0419714,0.107079,0.0441147,0,0,0.0325396,0,0.0091379,0.0174619,0.0534989,0.0290239,0.0229342,0.0616142,0.0287393,0.0201599,0.00903812,0.0349343,0.0565623,0.0244051,0.0321263,0.0125044,0.0210548,0.0195679,0.0500135,0.0303262,0.0105813,0.00584641,0.016926,0.0489375,0,0,0,0,0,0,0,0,0
130,0.0514328,0.0235878,0,0,0,0,0,0,0.0506903,0.0178732,0.0349098,0.0576768,0,0.0486534,0,0.0266032,0.0154737,0.0297554,0.029415,0.0222654,0.0370158,0.0394096,0.0335594,0.0302408,0.030827,0.0222968,0.0486947,0.0305545,0.0305964,0.0312242,0.0209765,0.050458,0.041179,0.0205505,0.0064046,0.0443568,0.00461794,0.0399311,0.106362,0.0442968,0,0,0.0324383,0,0.00919162,0.0173433,0.0535132,0.0268239,0.0229957,0.0607704,0.0290202,0.0200706,0.00879894,0.0345403,0.0553927,0.0233124,0.0304922,0.0119284,0.0208858,0.0180717,0.0489421,0.0303362,0.0106616,0.00580328,0.0168138,0.0491915,0,0,0,0,0,0,0,0,0
131,0.0516337,0.0234992,0,0,0,0,0,0,0.0504644,0.0178795,0.035172,0.0571586,0,0.0486719,0,0.0266863,0.0154339,0.0296605,0.0303965,0.022146,0.0373875,0.0394382,0.0338814,0.0301786,0.030796,0.0219045,0.0485022,0.0309016,0.0307686,0.0314825,0.0210894,0.0499224,0.0412558,0.020567,0.00637493,0.0425456,0.00466591,0.0375935,0.105756,0.0445035,0,0,0.0322742,0,0.00923636,0.0172572,0.0535399,0.0245203,0.0230832,0.0599971,0.0293257,0.0200515,0.00894174,0.0340531,0.0540614,0.0222928,0.0287315,0.0111711,0.0206376,0.0168482,0.0479979,0.0303242,0.0106566,0.00578791,0.0167038,0.04943,0,0,0,0,0,0,0,0,0
132,0.051834,0.0234656,0,0,0,0,0,0,0.0499821,0.0178059,0.0352173,0.0566524,0,0.0486649,0,0.0267951,0.0154274,0.0296045,0.0313533,0.0219499,0.0377426,0.0393807,0.0342793,0.0302225,0.0308858,0.0217563,0.0480809,0.031208,0.0309362,0.0316894,0.0211215,0.0493512,0.041372,0.0205658,0.00645234,0.0411818,0.00470024,0.0352115,0.105211,0.0447002,0,0,0.0320845,0,0.00927852,0.0171647,0.0535327,0.0224914,0.0231596,0.0594226,0.0297339,0.020154,0.00901183,0.033479,0.0528451,0.0212388,0.0272825,0.0103673,0.0199428,0.0157869,0.0479859,0.0302159,0.0104772,0.00578441,0.0166259,0.0496338,0,0,0,0,0,0,0,0,0
133,0.0518839,0.0233894,0,0,0,0,0,0,0.0493197,0.0177843,0.0352789,0.0561841,0,0.0485473,0,0.0268561,0.0154401,0.0295584,0.0323679,0.0217095,0.0380376,0.0393782,0.0345168,0.0303734,0.0311736,0.0217585,0.0473074,0.0314837,0.0311499,0.0318968,0.0211087,0.048837,0.0413538,0.0205757,0.00655432,0.0402868,0.0047585,0.0328211,0.104795,0.044815,0,0,0.0319286,0,0.00931323,0.0171013,0.0535203,0.0202147,0.0232786,0.0587835,0.0301735,0.0201439,0.00913694,0.0328477,0.0517159,0.0202779,0.0251582,0.00966335,0.0190999,0.0141962,0.0487457,0.0300947,0.0104234,0.00576922,0.0165431,0.0496904,0,0,0,0,0,0,0,0,0
134,0.0519761,0.023399,0,0,0,0,0,0,0.0488455,0.0178167,0.0356096,0.0558278,0,0.0484778,0,0.0268768,0.0154775,0.0294334,0.033378,0.0215526,0.0383344,0.039313,0.0347398,0.0304868,0.0314124,0.0217303,0.046992,0.0317819,0.0314624,0.0321126,0.0211561,0.0484593,0.0413633,0.020588,0.00639161,0.0398721,0.0048036,0.030472,0.104472,0.0449761,0,0,0.0318526,0,0.00933228,0.0170221,0.0535912,0.0180116,0.0234587,0.0582694,0.0306574,0.0201602,0.00964748,0.0321365,0.0508102,0.0194837,0.0227385,0.00911196,0.018076,0.0126522,0.0500606,0.0300699,0.0105004,0.0057553,0.0165023,0.049788,0,0,0,0,0,0,0,0,0
135,0.0521129,0.0234231,0,0,0,0,0,0,0.0485233,0.0178574,0.0358214,0.0555837,0,0.0484719,0,0.0268353,0.0154659,0.0292528,0.0343853,0.0214696,0.0386537,0.0391541,0.0349585,0.0306025,0.0315975,0.0216712,0.0471208,0.0321388,0.0318387,0.0323197,0.0212717,0.0481816,0.0414107,0.0205826,0.00631097,0.0399837,0.00482348,0.0281195,0.104176,0.0451566,0,0,0.0318731,0,0.00930453,0.0169568,0.0537115,0.0157642,0.0237101,0.0577778,0.0310921,0.0201888,0.0102796,0.0313054,0.0494247,0.0188725,0.0207044,0.00884929,0.0169096,0.011684,0.0519317,0.0300909,0.0104115,0.00576869,0.0165619,0.0499171,0,0,0,0,0,0,0,0,0
136,0.0521956,0.0234049,0,0,0,0,0,0,0.0481512,0.0178384,0.0356891,0.0552968,0,0.0484763,0,0.0267201,0.0153535,0.0290773,0.0354054,0.0213455,0.0389543,0.0389519,0.0351176,0.0307769,0.031898,0.0217242,0.0470044,0.032491,0.032339,0.032529,0.0213595,0.0477119,0.0414502,0.0205484,0.006353,0.0404438,0.00484684,0.0257144,0.103861,0.0452801,0,0,0.0319617,0,0.00927566,0.0169163,0.0537461,0.013195,0.0239756,0.0573464,0.0315251,0.0202311,0.0110834,0.0303391,0.0476131,0.0183875,0.019337,0.00896914,0.0156431,0.0109654,0.0540688,0.0301018,0.0103211,0.00576906,0.0166924,0.0499783,0,0,0,0,0,0,0,0,0
137,0.0522145,0.0233572,0,0,0,0,0,0,0.047713,0.0177926,0.0355995,0.0549539,0,0.0485854,0,0.0264936,0.0152681,0.0288848,0.0364592,0.0212019,0.0392576,0.0386866,0.0352524,0.0309819,0.032294,0.0218218,0.0467423,0.0328312,0.0327996,0.0326868,0.0214115,0.047292,0.0415188,0.0204645,0.00653307,0.0410868,0.00489331,0.0231762,0.103552,0.0453457,0,0,0.0321469,0,0.0092588,0.017,0.0536642,0.0102235,0.0241974,0.0570029,0.0319956,0.0202929,0.0120581,0.0291667,0.0454547,0.0180073,0.0174736,0.00965623,0.0142933,0.0105052,0.056172,0.0301398,0.0102519,0.00573206,0.0169019,0.0500377,0,0,0,0,0,0,0,0,0
138,0.0522638,0.0233824,0,0,0,0,0,0,0.0474042,0.0177612,0.035649,0.0546002,0,0.0487668,0,0.0265015,0.0153079,0.0286155,0.037604,0.0211387,0.0396207,0.038252,0.035484,0.0310831,0.0326206,0.0218299,0.0468175,0.0331246,0.0329313,0.0329373,0.0214846,0.0471794,0.0416606,0.0204266,0.0065756,0.041591,0.00493894,0.020906,0.103169,0.0454569,0,0,0.0324959,0,0.00924689,0.0171813,0.05353,0.00719408,0.0244289,0.0566638,0.0325183,0.0203503,0.0132023,0.0278221,0.043005,0.0177331,0.015387,0.0109963,0.0130857,0.00935975,0.058175,0.0302785,0.0101211,0.00567454,0.0172104,0.050163,0,0,0,0,0,0,0,0,0
139,0.0524395,0.0235545,0,0,0,0,0,0,0.0472482,0.0177393,0.0357846,0.0542347,0,0.048969,0,0.0268327,0.0154157,0.0282575,0.03882,0.0211987,0.0400679,0.0376224,0.0357819,0.0310643,0.0328103,0.0217171,0.0474881,0.033334,0.0333057,0.0332149,0.0216046,0.0473427,0.0418585,0.0204711,0.00646004,0.0418002,0.00495464,0.0192248,0.102588,0.0456564,0,0,0.0330385,0,0.00923426,0.0174293,0.0533704,0.0045996,0.0246976,0.0562065,0.0330821,0.020465,0.0144642,0.0263163,0.0404703,0.0176879,0.0135646,0.0129012,0.0119471,0.00813517,0.0594489,0.0305519,0.0100422,0.00566866,0.0175928,0.0503791,0,0,0,0,0,0,0,0,0
140,0.0526797,0.0238667,0,0,0,0,0,0,0.0467966,0.0176926,0.035847,0.0536585,0,0.0491755,0,0.0272878,0.0155026,0.0279612,0.0399876,0.0212076,0.0404203,0.0368982,0.0360772,0.0312218,0.0330597,0.0217581,0.0476722,0.0337123,0.0337137,0.0334679,0.0216537,0.0472509,0.0420235,0.0205768,0.00649241,0.0417759,0.00494693,0.0181717,0.101721,0.0458896,0,0,0.0335523,0,0.00922341,0.0176628,0.0530456,0.00413164,0.0249857,0.0556769,0.0337524,0.0207169,0.0159082,0.024743,0.0374472,0.0179098,0.0121074,0.0153074,0.0107113,0.00738454,0.0598177,0.0309969,0.00999628,0.00572511,0.0179859,0.0506118,0,0,0,0,0,0,0,0,0
141,0.052965,0.024335,0,0,0,0,0,0,0.0462119,0.0176257,0.0355776,0.0528802,0,0.0495291,0,0.0274592,0.0156706,0.0277572,0.0411992,0.0211592,0.0406554,0.036114,0.036388,0.0315225,0.033401,0.0219557,0.0471383,0.0341209,0.0340434,0.0336916,0.0215671,0.0469295,0.0422894,0.0206539,0.00663232,0.0412685,0.00490188,0.0178047,0.100667,0.0461583,0,0,0.0341343,0,0.00919372,0.0178784,0.0525521,0.00626146,0.0252883,0.0552661,0.0344783,0.0210299,0.017356,0.0232492,0.0341901,0.0184271,0.0111999,0.0181149,0.009948,0.00764326,0.0591995,0.0315227,0.00997116,0.00580963,0.0183551,0.0508965,0,0,0,0,0,0,0,0,0
142,0.0532832,0.0249358,0,0,0,0,0,0,0.0456228,0.0175377,0.0355296,0.0519801,0,0.0499775,0,0.0275469,0.0159688,0.027625,0.0425373,0.0210729,0.0408257,0.035294,0.0366997,0.0318591,0.0338282,0.022217,0.0460814,0.0344689,0.0342781,0.033771,0.0213919,0.0465572,0.0426518,0.0207066,0.00685368,0.0404589,0.00483238,0.0187017,0.0995263,0.0464838,0,0,0.0348347,0,0.00915352,0.0182036,0.0519478,0.00973951,0.0255661,0.0548637,0.0352385,0.0213521,0.0188859,0.0220844,0.0310827,0.0192642,0.0114017,0.0211001,0,0.00900732,0.0578122,0.0321015,0.0100847,0.00589074,0.0186794,0.0512308,0,0,0,0,0,0,0,0,0
143,0.0537304,0.0256678,0,0,0,0,0,0,0.0451905,0.0174508,0.0356334,0.0510398,0,0.0504606,0,0.0277042,0.0163972,0.0274179,0.0439541,0.0210529,0.0410107,0.0343168,0.037115,0.0321191,0.0342474,0.0223906,0.0455065,0.0348079,0.034564,0.0338804,0.0212703,0.0461702,0.0431003,0.0207649,0.0069123,0.0383736,0.00474937,0.0196271,0.0981761,0.0469008,0,0,0.0356412,0,0.00910466,0.0187321,0.0514706,0.0126881,0.025917,0.0544264,0.0361021,0.0217564,0.0207689,0.0211653,0.0279838,0.0206932,0.012253,0.0245239,0.012563,0.010861,0.0546605,0.0327331,0.0102226,0.00598445,0.0190754,0.0516513,0,0,0,0,0,0,0,0,0
144,0.0542451,0.0264996,0,0,0,0,0,0,0.0447231,0.0173729,0.0356803,0.0501148,0,0.0510358,0,0.0278934,0.0168675,0.0271275,0.0454248,0.0210467,0.0412182,0.0332025,0.0375409,0.0323307,0.0346428,0.0224526,0.0451886,0.0351925,0.0349149,0.0340124,0.0211791,0.0458076,0.0435874,0.0208521,0.00702225,0.0362024,0.0046713,0.0215479,0.0967967,0.0473976,0,0,0.0366009,0,0.00905527,0.0192774,0.0510532,0.0162183,0.0262565,0.054013,0.0371424,0.0222134,0.0223759,0.0206482,0.0252728,0.0223004,0.0143551,0.0278583,0.0150217,0.0135752,0.0509575,0.0334665,0.010227,0.00611392,0.0196817,0.0521449,0,0,0,0,0,0,0,0,0
145,0.0545594,0.0271353,0,0,0,0,0,0,0.0438742,0.0173419,0.0357145,0.0490899,0,0.0515103,0,0.028069,0.0171422,0.0269064,0.0468746,0.0209804,0.0414111,0.0321226,0.0377152,0.0324985,0.0350418,0.0224615,0.0448673,0.0355374,0.0352653,0.0341471,0.0211049,0.0453645,0.043931,0.0209294,0.0071362,0.0337451,0.00465414,0.0234593,0.095377,0.0477633,0,0,0.0374918,0,0.0090283,0.0196867,0.0505133,0.0193083,0.0265899,0.0537657,0.0382815,0.0225313,0.0234849,0.0202286,0.0230773,0.0233278,0.0172873,0.0310029,0.0176378,0.0168213,0.046749,0.0341321,0.0101954,0.00620098,0.0202613,0.0525286,0,0,0,0,0,0,0,0,0
146,0.0546402,0.0275557,0,0,0,0,0,0,0.0430502,0.0173547,0.0355301,0.0480217,0,0.0518688,0,0.028198,0.0171948,0.0268149,0.0482545,0.0208488,0.0417249,0.0311667,0.0376132,0.0326357,0.0354815,0.0224391,0.0445333,0.0357635,0.0356207,0.0342951,0.0210665,0.0448826,0.0440951,0.0209984,0.0071869,0.0308479,0.00468307,0.024565,0.0940508,0.0479483,0,0,0.038243,0,0.00903981,0.0199551,0.0498841,0.021218,0.0268487,0.0536969,0.0393695,0.0227317,0.024128,0.0199198,0.0213158,0.0241263,0.0202718,0.0336452,0.0198988,0.0198825,0.0424543,0.0345862,0.0103743,0.00622283,0.020779,0.0527338,0,0,0,0,0,0,0,0,0
147,0.0545058,0.0277872,0,0,0,0,0,0,0.0424291,0.0173753,0.0354282,0.0470267,0,0.0521439,0,0.0282762,0.0171399,0.0268559,0.049699,0.02067,0.0421158,0.0303952,0.0372887,0.0327315,0.0358886,0.0224107,0.0441707,0.0359371,0.0359878,0.03446,0.0210172,0.0443387,0.0440861,0.0210304,0.00722916,0.0281026,0.00473897,0.0247828,0.0929367,0.0478734,0,0,0.0387796,0,0.00907336,0.0201158,0.0492725,0.0216643,0.0269811,0.0539826,0.0400458,0.0228079,0.0245056,0.0195606,0.020324,0.0249323,0.0229529,0.0352563,0.0217813,0.022814,0.0385036,0.0348448,0.0104787,0.0062013,0.0212546,0.0527321,0,0,0,0,0,0,0,0,0
148,0.0542087,0.0278395,0,0,0,0,0,0,0.0419415,0.0174115,0.0355432,0.0461822,0,0.0523447,0,0.0282559,0.0171652,0.0269468,0.0512078,0.0205266,0.0425652,0.0298701,0.0368762,0.0327956,0.036211,0.0223893,0.0437339,0.0363781,0.0364614,0.0346921,0.0209645,0.04397,0.043977,0.0210405,0.00732114,0.0265274,0.00481187,0.0248359,0.09216,0.0476062,0,0,0.0390374,0,0.00910231,0.0202589,0.0487698,0.0211128,0.0270874,0.0544031,0.0404569,0.0227801,0.0247465,0.0192078,0.0199488,0.0254204,0.0246342,0.0362032,0.02301,0.0247382,0.0361085,0.0349913,0.0104775,0.00620301,0.0216005,0.0525871,0,0,0,0,0,0,0,0,0
