Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,LBHD
38,0.054297,0.0280008,0,0,0,0,0,0,0.0387415,0.0163129,0.0374829,0.0464043,0,0.0497848,0,0.0308376,0.0173753,0.0305097,0.052931,0.0216166,0.0481339,0.0359013,0.0358973,0.0334627,0.0392017,0.02347,0.0409422,0.0424624,0.0423194,0.036477,0.0189499,0.0459309,0.0397537,0.0218393,0.00815803,0.0362171,0.003784,0.0260914,0.095345,0.0478174,0,0,0.0420359,0,0.00794503,0.0222237,0.0476935,0.0320036,0.0289533,0.0503372,0.0399224,0.0232609,0.0169964,0.018856,0.031118,0.0136864,0.011646,0.0250101,0.0125646,0.0106384,0.0491836,0.0377491,0.00909353,0.00684226,0.0213639,0.0528723,0,0,0,0,0,0,0,0,0
39,0.0540488,0.0284244,0,0,0,0,0,0,0.0371245,0.0161424,0.0368858,0.0461826,0,0.0505574,0,0.0311088,0.0177633,0.0312118,0.050901,0.0220896,0.0485633,0.0352745,0.0363922,0.0334976,0.0395083,0.0236199,0.0404785,0.0431354,0.0428332,0.0361205,0.018076,0.0451549,0.0403375,0.0219729,0.00837663,0.036639,0.00365332,0.0242762,0.0952356,0.0477655,0,0,0.0429528,0,0.00802615,0.0225552,0.0468662,0.0321714,0.0295995,0.0507221,0.040012,0.0238728,0.0180259,0.018665,0.0315793,0.0134099,0.0120166,0.0244185,0.0119988,0.0106854,0.0503517,0.0386893,0.00911459,0.00699768,0.0220021,0.0527082,0,0,0,0,0,0,0,0,0
40,0.0538276,0.0288591,0,0,0,0,0,0,0.0352276,0.0159419,0.0358135,0.0462961,0,0.0513291,0,0.0314172,0.0181169,0.032337,0.0482133,0.0227589,0.0489683,0.0347592,0.0369683,0.0335518,0.0397378,0.0239173,0.0400155,0.0437246,0.043251,0.0355947,0.0170031,0.0445076,0.0408964,0.0221103,0.00861427,0.0356326,0.00352224,0.0221157,0.0955309,0.0476927,0,0,0.0437038,0,0.008107,0.0229166,0.0459794,0.0325014,0.0299597,0.0516538,0.03986,0.0244478,0.0192948,0.0182416,0.0320162,0.0135441,0.0126455,0.0238078,0.0115862,0.0110527,0.0494902,0.0396354,0.00916313,0.00716075,0.022505,0.0525668,0,0,0,0,0,0,0,0,0
41,0.0537943,0.0294365,0,0,0,0,0,0,0.0326712,0.015742,0.0342378,0.0466111,0,0.0520565,0,0.0317791,0.0183732,0.0336291,0.0448585,0.0236798,0.0493017,0.0341727,0.0376838,0.0332447,0.0398138,0.0241886,0.0395498,0.0440769,0.0434081,0.0348424,0.0157495,0.0437436,0.0417292,0.0222608,0.00888333,0.0333788,0.00338308,0.0204018,0.0959035,0.0477163,0,0,0.0444534,0,0.00816781,0.0234203,0.0452602,0.0327252,0.0302101,0.0523084,0.0397429,0.025113,0.0201832,0.0179634,0.0327466,0.0137338,0.0133619,0.0231173,0.0114734,0.0114137,0.0467831,0.0405985,0.00922123,0.00735375,0.0230022,0.0525989,0,0,0,0,0,0,0,0,0
42,0.0537724,0.029799,0,0,0,0,0,0,0.0287374,0.0156419,0.0323379,0.0473479,0,0.0524909,0,0.032039,0.0183673,0.0350059,0.04103,0.0241939,0.0492965,0.0339801,0.0379997,0.0322521,0.0395916,0.0243806,0.0391513,0.0439737,0.0429694,0.033833,0.0144965,0.0426394,0.0422191,0.0223634,0.00900622,0.0309117,0.00331288,0.0194224,0.0966628,0.0476855,0,0,0.0451083,0,0.00819166,0.0237201,0.0446018,0.0324914,0.0302144,0.0525933,0.0395264,0.0255394,0.0204535,0.018086,0.0337713,0.0137098,0.0140041,0.0223682,0.0116263,0.0117464,0.04358,0.041316,0.00937399,0.00751258,0.0232246,0.0526182,0,0,0,0,0,0,0,0,0
43,0.0539554,0.0299871,0,0,0,0,0,0,0.0242526,0.0155373,0.03021,0.0484069,0,0.0525478,0,0.032229,0.018134,0.0364536,0.0366511,0.0244776,0.0492137,0.0340409,0.0382517,0.0313801,0.039143,0.0245408,0.0387812,0.0434992,0.0422204,0.0326803,0.01346,0.0405928,0.0424545,0.0224071,0.00903722,0.0289034,0.00327422,0.0190588,0.0977901,0.047779,0,0,0.0453782,0,0.00821669,0.023795,0.0442024,0.0320241,0.0300345,0.0528223,0.0391614,0.0257525,0.0202057,0.0184394,0.0347869,0.0134236,0.0146815,0.0217654,0.0120967,0.0124939,0.0407378,0.0416343,0.00945432,0.0076154,0.0232552,0.0527625,0,0,0,0,0,0,0,0,0
44,0.0542015,0.0300899,0,0,0,0,0,0,0.0196882,0.0154924,0.0282202,0.0494016,0,0.0523119,0,0.0323592,0.0177615,0.0378588,0.0322174,0.0245828,0.0489806,0.0340814,0.0383094,0.0305095,0.0383439,0.0245561,0.0384486,0.0427643,0.0413204,0.031555,0.0128466,0.0377773,0.0423984,0.0224284,0.00900022,0.0274506,0.00326584,0.0192171,0.098937,0.0479027,0,0,0.0452912,0,0.00822396,0.0237743,0.0440705,0.0319158,0.0297404,0.0532468,0.0387691,0.0257302,0.0197686,0.018733,0.0355482,0.0127716,0.0157867,0.0211539,0.0128276,0.0139744,0.0381756,0.041583,0.00943014,0.00764242,0.0231909,0.0528975,0,0,0,0,0,0,0,0,0
45,0.0544403,0.0301295,0,0,0,0,0,0,0.015665,0.0154965,0.0266714,0.0502396,0,0.0518418,0,0.0324912,0.0173169,0.0391077,0.0278891,0.0245128,0.048462,0.0340229,0.0381209,0.0295215,0.0374468,0.0244853,0.0382017,0.0418427,0.0403181,0.030439,0.0127223,0.034067,0.0421083,0.0224394,0.00890632,0.0262254,0.00326147,0.0198787,0.0999834,0.048017,0,0,0.0449145,0,0.00820003,0.0236482,0.0441838,0.0323467,0.029396,0.0541611,0.0384096,0.0255084,0.0193605,0.0188145,0.0360929,0.0121928,0.0174121,0.0205691,0.0136009,0.015795,0.0356771,0.0412695,0.00938259,0.00764517,0.023045,0.0529666,0,0,0,0,0,0,0,0,0
46,0.0545783,0.0299919,0,0,0,0,0,0,0.0120828,0.0155781,0.0256755,0.051338,0,0.0514007,0,0.032452,0.0169693,0.0402336,0.023974,0.0243324,0.0475825,0.0341765,0.0376012,0.0283685,0.0363136,0.0242191,0.038013,0.0409038,0.039331,0.029337,0.0129913,0.0298219,0.0415099,0.0224174,0.00872148,0.0248597,0.00323937,0.0206279,0.101465,0.0480855,0,0,0.0445858,0,0.00812079,0.0233552,0.0443098,0.0334012,0.0290458,0.0557142,0.0378653,0.0249856,0.0192111,0.0186593,0.0362927,0.0121001,0.0189961,0.0200417,0.0141238,0.0173121,0.0327921,0.0407843,0.009278,0.00764854,0.0227276,0.0529481,0,0,0,0,0,0,0,0,0
47,0.054606,0.0296821,0,0,0,0,0,0,0.0125049,0.0156748,0.0248377,0.0527869,0,0.0507238,0,0.0322987,0.0166239,0.041093,0.0201405,0.0240814,0.0462333,0.0345821,0.036923,0.0274262,0.0350027,0.0238028,0.0378828,0.0400646,0.038503,0.0283751,0.0135538,0.0248749,0.0407305,0.0223474,0.00843693,0.0229665,0.00320483,0.0209741,0.10344,0.0481569,0,0,0.0437633,0,0.007974,0.0229978,0.044291,0.034492,0.028733,0.0573677,0.0370333,0.0242319,0.0194532,0.0183713,0.0360726,0.0125275,0.0200657,0.019653,0.0144602,0.0182739,0.0294601,0.0400644,0.00913089,0.00763143,0.0224584,0.0528206,0,0,0,0,0,0,0,0,0
48,0.0545248,0.0291797,0,0,0,0,0,0,0.0159092,0.0157284,0.0242724,0.0544769,0,0.0499545,0,0.0321702,0.0162411,0.0416827,0.0170402,0.0237858,0.0444512,0.0352518,0.0362219,0.0265264,0.0333108,0.023004,0.0378511,0.0393352,0.0377753,0.0275311,0.0142257,0.0230431,0.0398098,0.0222428,0.00815125,0.0207695,0.00316564,0.021045,0.10577,0.0482256,0,0,0.0423537,0,0.00776396,0.0226059,0.0440308,0.0354496,0.0283945,0.0589487,0.0360195,0.0233251,0.0200938,0.018113,0.0356894,0.0134035,0.0207156,0.019342,0.0148698,0.0190182,0.0258316,0.039122,0.00894222,0.00762146,0.0220277,0.052564,0,0,0,0,0,0,0,0,0
49,0.0542951,0.0284524,0,0,0,0,0,0,0.020567,0.0158424,0.0240328,0.0562831,0,0.0489557,0,0.0319709,0.0158897,0.0420614,0.0145831,0.0233838,0.0424771,0.0360562,0.0354684,0.0247509,0.0313383,0.0220069,0.0379967,0.038712,0.0371705,0.0269121,0.0149513,0.0278171,0.0387365,0.0221307,0.0078441,0.0184288,0.00314247,0.0208801,0.108102,0.0482714,0,0,0.0408962,0,0.0075384,0.0221359,0.0436654,0.0359778,0.0280526,0.0603487,0.0349655,0.0223387,0.0208438,0.0180405,0.0353425,0.0145042,0.0210868,0.0189803,0.0152211,0.0194908,0.0222951,0.0379643,0.0087706,0.00754293,0.021378,0.0521738,0,0,0,0,0,0,0,0,0
50,0.0537874,0.027355,0,0,0,0,0,0,0.0255543,0.016046,0.0237733,0.0582465,0,0.0477563,0,0.0314331,0.015483,0.0423261,0.0128556,0.022655,0.0403893,0.037069,0.0345661,0.0230927,0.029321,0.0211583,0.0383195,0.0382053,0.0366933,0.0265713,0.0157105,0.0358868,0.0376062,0.0219122,0.00747256,0.0162039,0.00318953,0.0207533,0.110483,0.0481652,0,0,0.0392553,0,0.0073393,0.0214644,0.0434643,0.0364463,0.0276943,0.0618535,0.0337312,0.0212383,0.0215004,0.0180119,0.035214,0.0153622,0.0216367,0.0185728,0.0155968,0.0200807,0.0188941,0.0365218,0.00855466,0.00735695,0.0204033,0.0516357,0,0,0,0,0,0,0,0,0
51,0.0528173,0.0257482,0,0,0,0,0,0,0.0304286,0.0163128,0.0230685,0.0603775,0,0.046237,0,0.0307887,0.014819,0.0424906,0.012344,0.0214621,0.0379808,0.0384837,0.0333639,0.0217783,0.0272616,0.020585,0.0388323,0.0375371,0.0361755,0.0261949,0.0165101,0.043154,0.036305,0.0216284,0.00698871,0.0142424,0.00335951,0.0210203,0.112834,0.0477209,0,0,0.037252,0,0.0071887,0.020415,0.0433302,0.0373403,0.0272233,0.0636664,0.0321671,0.0198786,0.0217442,0.0177217,0.0354037,0.015855,0.022685,0.01828,0.0161276,0.0212299,0.0155686,0.0347644,0.00827262,0.00703826,0.0189514,0.0508279,0,0,0,0,0,0,0,0,0
52,0.0518072,0.0243454,0,0,0,0,0,0,0.0340873,0.0165307,0.0225557,0.0620647,0,0.0450343,0,0.030302,0.0141505,0.04259,0.0133811,0.0205645,0.0352943,0.0396811,0.0324306,0.0207602,0.0250334,0.0202673,0.0395511,0.036642,0.0355535,0.0256852,0.0173631,0.0482398,0.0353375,0.021416,0.00658953,0.0127206,0.00357666,0.0213863,0.11461,0.0472015,0,0,0.0354806,0,0.00713659,0.0193409,0.0433063,0.0380191,0.0268625,0.0652043,0.0308099,0.0187277,0.0215133,0.0175121,0.0355278,0.0163233,0.0236651,0.0180333,0.016688,0.0224607,0.0128414,0.0333151,0.008019,0.00675174,0.0177719,0.0500925,0,0,0,0,0,0,0,0,0
53,0.0508525,0.0231927,0,0,0,0,0,0,0.0365554,0.0167159,0.0228182,0.0634083,0,0.0443434,0,0.0298139,0.0136398,0.0425456,0.0157286,0.0199872,0.0327065,0.0406327,0.0317771,0.0200356,0.0232099,0.0201778,0.0405037,0.0355776,0.0349029,0.0252559,0.0182512,0.0511868,0.0347706,0.0212097,0.00626196,0.0115179,0.003783,0.021866,0.115988,0.046666,0,0,0.0340101,0,0.00713525,0.0184804,0.0434441,0.0387037,0.0266088,0.0666602,0.0297411,0.0178163,0.0213847,0.0173206,0.0354984,0.0168991,0.0245784,0.0178019,0.0172964,0.0237942,0.0103092,0.0321347,0.00781471,0.00652601,0.0168777,0.0494734,0,0,0,0,0,0,0,0,0
54,0.0498908,0.0220736,0,0,0,0,0,0,0.0377652,0.0168334,0.0237377,0.0647442,0,0.0438847,0,0.0293627,0.0132468,0.042305,0.0191542,0.019509,0.030395,0.0416709,0.031351,0.019585,0.022575,0.0201528,0.0416736,0.0344767,0.0343396,0.0250865,0.01909,0.0523997,0.0344938,0.0209928,0.00596095,0.0101921,0.00398584,0.022375,0.117283,0.0460127,0,0,0.0325179,0,0.00715468,0.0178102,0.0437561,0.0394918,0.0263816,0.0682622,0.0289188,0.0170048,0.0215245,0.0171518,0.0351505,0.0176086,0.025364,0.0174756,0.0179394,0.0250652,0.00768361,0.0310741,0.0076218,0.00631088,0.0160641,0.048842,0,0,0,0,0,0,0,0,0
55,0.048952,0.0210082,0,0,0,0,0,0,0.0378138,0.0169609,0.0249935,0.0660201,0,0.0433991,0,0.028985,0.0128983,0.0418904,0.0230779,0.0191163,0.0282034,0.0428301,0.0310017,0.0193745,0.0229997,0.0201966,0.0428058,0.0334304,0.033823,0.0251162,0.0197494,0.0520051,0.0342941,0.0208265,0.00566174,0.00870523,0.00416505,0.0227018,0.118425,0.0452705,0,0,0.0309958,0,0.00718114,0.0172508,0.0443535,0.0401941,0.0261852,0.0697406,0.0283803,0.0162834,0.0218312,0.0171975,0.0345513,0.018413,0.0258407,0.0170038,0.0184875,0.0259392,0.00499491,0.030095,0.00741814,0.00610352,0.0152165,0.0481637,0,0,0,0,0,0,0,0,0
56,0.0481197,0.0201104,0,0,0,0,0,0,0.0367837,0.0170813,0.0261641,0.0671644,0,0.0428181,0,0.028737,0.0126149,0.041414,0.0268937,0.018901,0.0260355,0.0439432,0.0307252,0.01924,0.0230993,0.0203884,0.0438859,0.0325088,0.0333316,0.0251527,0.020178,0.0503686,0.0340924,0.020717,0.00538227,0.00760338,0.00432813,0.0227822,0.119244,0.0445184,0,0,0.0295968,0,0.00720828,0.0167283,0.0450282,0.0408794,0.0259635,0.0708926,0.0283494,0.0156782,0.0220091,0.017187,0.0343967,0.019164,0.0261387,0.016588,0.01893,0.0265261,0.00345644,0.0291932,0.00726382,0.00592023,0.0143416,0.047541,0,0,0,0,0,0,0,0,0
57,0.04754,0.0195632,0,0,0,0,0,0,0.0345165,0.0171768,0.0269807,0.0682048,0,0.042455,0,0.0286221,0.0125555,0.0408784,0.0303927,0.0188394,0.0238849,0.0447884,0.0306501,0.0193375,0.0233012,0.0205674,0.0448577,0.0318528,0.0328409,0.025234,0.0202744,0.0474402,0.0339769,0.020631,0.00518314,0.00749925,0.00446472,0.0226614,0.119864,0.043879,0,0,0.0285264,0,0.00724579,0.0163317,0.0454189,0.0415635,0.025652,0.0722503,0.0285227,0.0152625,0.022199,0.0169658,0.0343685,0.0199695,0.0264797,0.0162703,0.0193791,0.0270659,0.00527247,0.0285024,0.0071693,0.0057692,0.0137186,0.0471531,0,0,0,0,0,0,0,0,0
58,0.047195,0.0194574,0,0,0,0,0,0,0.0316123,0.0172627,0.0276904,0.0689434,0,0.0424597,0,0.0284851,0.0126579,0.0402158,0.0340355,0.018704,0.0217813,0.045107,0.0308399,0.0199593,0.0242454,0.0205973,0.045584,0.0316147,0.0324624,0.025521,0.0201485,0.0433008,0.0340732,0.0205437,0.00507028,0.00866376,0.00456557,0.0226496,0.120063,0.0433514,0,0,0.0278136,0,0.00731156,0.0159777,0.045653,0.0426051,0.0253945,0.0735749,0.0283703,0.0150853,0.022544,0.0168179,0.0340758,0.020809,0.0268583,0.0158965,0.0199003,0.0277426,0.00882395,0.0280914,0.00709519,0.00568083,0.0134867,0.0469418,0,0,0,0,0,0,0,0,0
59,0.0465528,0.0194544,0,0,0,0,0,0,0.0275129,0.017418,0.0294609,0.069019,0,0.0425118,0,0.0282755,0.0126757,0.0394746,0.0404252,0.0177004,0.0204811,0.0455246,0.0308951,0.0216379,0.0271079,0.0203729,0.0455832,0.0323903,0.0327103,0.0265468,0.0201586,0.0368677,0.0342866,0.020436,0.00488753,0.0106134,0.00471693,0.022792,0.119699,0.0425592,0,0,0.0270299,0,0.00741013,0.0155009,0.0459215,0.0440629,0.0252186,0.0746874,0.0282515,0.0146438,0.0231011,0.0168431,0.0335175,0.0215648,0.0274584,0.0156825,0.0205412,0.0288276,0.0127866,0.0275427,0.00696192,0.00551931,0.0136153,0.0464978,0,0,0,0,0,0,0,0,0
60,0.046688,0.019778,0,0,0,0,0,0,0.023633,0.017552,0.0290734,0.0695137,0,0.0431389,0,0.0282226,0.0127729,0.0386482,0.0422946,0.0175976,0.0202883,0.0451353,0.0313925,0.0233784,0.0294489,0.0211653,0.0462593,0.0329845,0.0330363,0.027165,0.0197636,0.0318991,0.0351085,0.0203965,0.004822,0.0129863,0.00474025,0.0229683,0.119161,0.0425446,0,0,0.0269732,0,0.0075102,0.0152618,0.046167,0.0455352,0.025021,0.0757122,0.028139,0.0148068,0.0235969,0.0163337,0.0329757,0.0224206,0.028293,0.0155313,0.0212157,0.0301635,0.0167325,0.0276225,0.00690663,0.00548345,0.0138833,0.0466856,0,0,0,0,0,0,0,0,0
61,0.0470433,0.0202322,0,0,0,0,0,0,0.0194893,0.0176466,0.0285151,0.0699182,0,0.0439392,0,0.028229,0.012827,0.0376072,0.043683,0.0174657,0.0208334,0.0444996,0.0320074,0.0254653,0.0320868,0.0222277,0.0468176,0.0338452,0.0337733,0.0281684,0.0193138,0.0267362,0.0358999,0.0203711,0.00482374,0.0154048,0.0047685,0.0231662,0.118525,0.0427434,0,0,0.0272603,0,0.00766501,0.0152061,0.0464143,0.0470939,0.0248831,0.0764832,0.0281604,0.0150504,0.0240974,0.0159196,0.0324569,0.023265,0.0292472,0.0154636,0.0218921,0.031604,0.0203974,0.0279045,0.00692476,0.0054814,0.0142704,0.0470374,0,0,0,0,0,0,0,0,0
62,0.0475934,0.0207728,0,0,0,0,0,0,0.0153998,0.0176887,0.0281764,0.0702716,0,0.0446963,0,0.0283008,0.0129095,0.0364282,0.0450215,0.0172064,0.0220345,0.0437654,0.032739,0.0278267,0.0350417,0.0232697,0.0473496,0.0349454,0.0349515,0.0293013,0.0189987,0.0216723,0.036628,0.0203658,0.00486218,0.0176139,0.00476144,0.0233646,0.117866,0.0430823,0,0,0.0276841,0,0.00779907,0.0152349,0.0467093,0.0485461,0.0248947,0.0775648,0.0283272,0.0153137,0.0246815,0.0157686,0.0319828,0.0240131,0.0301087,0.0153552,0.0225366,0.0329493,0.0237363,0.0282282,0.00696715,0.00549878,0.0146743,0.0475021,0,0,0,0,0,0,0,0,0
63,0.0489061,0.0215596,0,0,0,0,0,0,0.0128394,0.0176531,0.0266301,0.0709034,0,0.0456303,0,0.0284746,0.0132004,0.0352405,0.0429689,0.0179061,0.0219543,0.0423363,0.0337692,0.0287953,0.0360317,0.023744,0.0484268,0.0351818,0.0352385,0.029744,0.0183361,0.0193726,0.0375908,0.0204254,0.00502082,0.0194642,0.00462955,0.0234628,0.117214,0.0441151,0,0,0.0286254,0,0.00787535,0.015598,0.046965,0.0494602,0.025127,0.0790094,0.0284463,0.0161744,0.0251881,0.0156965,0.0315774,0.0246626,0.0306586,0.015065,0.0230417,0.033778,0.0262887,0.0290548,0.00709049,0.00565724,0.0150847,0.0485319,0,0,0,0,0,0,0,0,0
64,0.0503049,0.0223919,0,0,0,0,0,0,0.0108516,0.017574,0.025393,0.0712634,0,0.046412,0,0.0286876,0.0136062,0.0340162,0.0410569,0.0187098,0.0216579,0.0407387,0.0347949,0.0297009,0.0370407,0.0242385,0.0495241,0.0352808,0.0354089,0.0301352,0.0178474,0.0176662,0.038514,0.0204966,0.00520821,0.0208348,0.00451004,0.0235157,0.116512,0.0452899,0,0,0.0296998,0,0.00796517,0.016139,0.0472809,0.0499512,0.0253937,0.0800447,0.0285627,0.0171082,0.0255797,0.0157965,0.0313412,0.0250491,0.0310772,0.0147613,0.0234485,0.0343038,0.0284076,0.0299701,0.00726132,0.0058491,0.015595,0.0496314,0,0,0,0,0,0,0,0,0
65,0.0516424,0.0231775,0,0,0,0,0,0,0.00922325,0.0174957,0.0245653,0.0713839,0,0.0470597,0,0.028936,0.0140669,0.0329262,0.0395808,0.0194469,0.0214307,0.0390893,0.0357112,0.0305998,0.0376037,0.0247664,0.0506227,0.0352862,0.0355334,0.0305478,0.0175418,0.0161854,0.0392677,0.0205788,0.00539509,0.0218298,0.00438519,0.0236174,0.115835,0.0464561,0,0,0.0308129,0,0.0080197,0.0166809,0.0477377,0.0502746,0.0257003,0.0806414,0.0286937,0.0180031,0.0257564,0.0159325,0.0312954,0.0252138,0.0314206,0.0144535,0.0237569,0.0346973,0.0300798,0.0308806,0.00748035,0.00603902,0.0161313,0.0506925,0,0,0,0,0,0,0,0,0
66,0.0529018,0.023906,0,0,0,0,0,0,0.0082378,0.0174612,0.0240955,0.0713657,0,0.0477358,0,0.0291735,0.0144467,0.0320529,0.0386026,0.020123,0.0213697,0.0374614,0.0365554,0.0314358,0.0379148,0.0251943,0.051685,0.0351205,0.0354648,0.0308898,0.0174588,0.0148858,0.0398872,0.020658,0.00556305,0.0224902,0.00428423,0.0238052,0.115223,0.0475986,0,0,0.0318223,0,0.00805582,0.01708,0.0483377,0.0507727,0.0260462,0.0810113,0.0288313,0.0187966,0.0256124,0.0160195,0.0314119,0.025229,0.0317639,0.0141784,0.0240373,0.0351751,0.0313614,0.0316209,0.00769437,0.00621607,0.0166755,0.0516995,0,0,0,0,0,0,0,0,0
67,0.0539074,0.0244717,0,0,0,0,0,0,0.00769998,0.0175035,0.0238563,0.0714719,0,0.0485848,0,0.0291382,0.0146467,0.031295,0.0381046,0.0207507,0.0214447,0.0361038,0.0371074,0.0323377,0.0382248,0.0254162,0.0526761,0.0346434,0.0350204,0.0310544,0.0176414,0.013919,0.0403182,0.0206652,0.00567257,0.0228157,0.0042396,0.0238499,0.114997,0.0485371,0,0,0.0325388,0,0.00808839,0.0172432,0.0487147,0.0506301,0.026273,0.0811643,0.0288765,0.0193407,0.0257212,0.0162993,0.0314344,0.0253739,0.0317522,0.0138685,0.0241806,0.0351496,0.0319094,0.032082,0.00786225,0.00632961,0.0171504,0.0525115,0,0,0,0,0,0,0,0,0
68,0.0545567,0.0247516,0,0,0,0,0,0,0.00775499,0.0176007,0.0237427,0.0718487,0,0.0490133,0,0.0289602,0.014681,0.0306369,0.0379894,0.0213592,0.0217759,0.0351521,0.0373363,0.0329482,0.0385043,0.0254681,0.0535942,0.0338107,0.0341821,0.0309777,0.0181601,0.0136724,0.0405507,0.0205921,0.00571254,0.0230386,0.00426351,0.0236538,0.115216,0.0491962,0,0,0.0328545,0,0.0081169,0.0172738,0.0488557,0.0496969,0.0263585,0.0814104,0.0289179,0.0195722,0.0259943,0.0167681,0.0314604,0.0256702,0.0315131,0.0134899,0.0242428,0.0345942,0.032141,0.032198,0.00798722,0.00635714,0.0174662,0.0530702,0,0,0,0,0,0,0,0,0
69,0.0549425,0.0248303,0,0,0,0,0,0,0.00893333,0.0177216,0.0237325,0.0723808,0,0.048881,0,0.02884,0.0146095,0.0300617,0.0379372,0.0219667,0.0222286,0.0344341,0.0372616,0.0331798,0.0386088,0.0254952,0.0544879,0.0326468,0.0329513,0.0306618,0.0189484,0.0145396,0.0405424,0.0205123,0.00564336,0.022964,0.00433457,0.0237247,0.115621,0.0496385,0,0,0.0328145,0,0.00814597,0.0172362,0.0488835,0.0491444,0.026346,0.0816338,0.0288687,0.0195725,0.0259698,0.0171122,0.0316112,0.0258534,0.0313072,0.0130214,0.0242891,0.034111,0.0321948,0.0320713,0.00803346,0.00634236,0.0176758,0.053446,0,0,0,0,0,0,0,0,0
70,0.0550692,0.0246867,0,0,0,0,0,0,0.0109337,0.0178565,0.0239851,0.0730164,0,0.0486299,0,0.0287112,0.0144979,0.0296328,0.0381119,0.0225473,0.0224731,0.0340227,0.0369571,0.033197,0.0386182,0.0255011,0.0553403,0.0312398,0.0313961,0.0302479,0.019908,0.016487,0.0402837,0.0204625,0.00549912,0.02289,0.00444288,0.0240189,0.116293,0.0498329,0,0,0.0325848,0,0.00817853,0.0171185,0.0489472,0.0490473,0.026317,0.0819136,0.0287399,0.0193171,0.0258844,0.0173162,0.0318526,0.0259294,0.0312416,0.012502,0.0243717,0.033883,0.0323671,0.0317131,0.00798835,0.00626306,0.0177712,0.0536237,0,0,0,0,0,0,0,0,0
71,0.0550595,0.0243838,0,0,0,0,0,0,0.0133531,0.0179839,0.024318,0.0737836,0,0.0482678,0,0.0285829,0.0143657,0.029383,0.0381679,0.0231918,0.0222532,0.0338473,0.036542,0.0330321,0.0384586,0.0254857,0.0560901,0.0297469,0.0296812,0.0297318,0.0208161,0.0191271,0.039843,0.0204322,0.00540819,0.0227427,0.00454466,0.0243454,0.1171,0.0498835,0,0,0.0321249,0,0.00818809,0.0169802,0.0490649,0.0489948,0.0262646,0.0819043,0.028575,0.0189206,0.0259898,0.0174925,0.0320704,0.0259496,0.0312011,0.0120423,0.024443,0.0336771,0.0324202,0.0312162,0.00796205,0.00613505,0.0177704,0.0536838,0,0,0,0,0,0,0,0,0
72,0.0549105,0.0239379,0,0,0,0,0,0,0.0156912,0.0181079,0.0247094,0.0745707,0,0.0477961,0,0.0283802,0.0142899,0.0293269,0.0380696,0.0238507,0.0217684,0.033921,0.036014,0.0328105,0.0381613,0.0254369,0.0567077,0.0283277,0.0280538,0.0291824,0.0215599,0.0218401,0.0393412,0.0203733,0.00537485,0.0224886,0.00465058,0.0246594,0.117967,0.0497591,0,0,0.0314236,0,0.00818673,0.0168113,0.049168,0.048908,0.0262036,0.0818227,0.0284608,0.0184545,0.0260359,0.0176659,0.0323051,0.0259116,0.0311577,0.0116519,0.0245492,0.0334534,0.0323963,0.0305736,0.00793016,0.0059883,0.0176873,0.053607,0,0,0,0,0,0,0,0,0
73,0.054654,0.0234302,0,0,0,0,0,0,0.0176308,0.018216,0.0250875,0.0752288,0,0.047239,0,0.0282006,0.0142112,0.0294253,0.0376573,0.0244739,0.0213992,0.0341579,0.0354572,0.0325075,0.0378237,0.0253756,0.0571909,0.027051,0.026555,0.0284993,0.0221089,0.0243647,0.0388148,0.0203082,0.00535762,0.0222392,0.00478364,0.0249493,0.118789,0.0495071,0,0,0.0306682,0,0.00819725,0.0165943,0.0491859,0.0488805,0.0261294,0.0817305,0.0283383,0.0180061,0.025925,0.0177601,0.0325718,0.0257975,0.0311088,0.0113366,0.0246797,0.0332385,0.0324053,0.0299108,0.00778883,0.00585883,0.0176192,0.0534013,0,0,0,0,0,0,0,0,0
74,0.0543164,0.0229581,0,0,0,0,0,0,0.0190621,0.0183344,0.0251889,0.0756483,0,0.0466423,0,0.0280614,0.0141169,0.0296442,0.0369388,0.0250391,0.0214878,0.0343956,0.0350015,0.0321862,0.037358,0.0252684,0.0575121,0.0258959,0.0251898,0.0276988,0.0224381,0.026516,0.0383107,0.0202451,0.00517759,0.0220445,0.00493232,0.0251687,0.119333,0.0492131,0,0,0.0299859,0,0.00822711,0.0163382,0.0491398,0.0489541,0.0260694,0.0815875,0.028175,0.0176076,0.0257021,0.0177805,0.0328877,0.0255963,0.0310789,0.0110873,0.0247972,0.033022,0.032477,0.029316,0.00754644,0.00572598,0.0175844,0.0531059,0,0,0,0,0,0,0,0,0
