Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,IMUL_M,RTHIA,RASI,,x74
1153,0.0420754,0,0,0,0,0.0437777,0,0,0,0,0,0.0275008,0,0.0297465,0.0315974,0,0,0.0134974,0,0,0.00813321,0.0410406,0.0274993,0.0229707,0.0164405,0.0457105,0.0271425,0.0322896,0.0361426,0.0372707,0.0328307,0.0338584,0.0377974,0.0211118,0.025065,0.0261565,0.0426841,0,0,0.0217838,0,0.0192828,0.0493715,0,0,0.0280761,0,0,0.029988,0.0464334,0.0530573,0.0176476,0.0163438,0.0466001,0.0419859,0.0458694,0.0542173,0.0286233,0.0645541,0.044629,0.0483449,0.0739833,0.0510665,0.0377259,0.0290126,0.0159486,0.045605,0.0662639,0,0,0,0,0.0749415,0.0333204,0,0
1154,0.0418977,0,0,0,0,0.0438465,0,0,0,0,0,0.0276423,0,0.0297599,0.0318658,0,0,0.0135612,0,0,0.00807915,0.040676,0.0273651,0.0232454,0.0164258,0.0454332,0.0272541,0.03245,0.03602,0.0372371,0.0326452,0.0339528,0.0377985,0.0212064,0.0251597,0.0259105,0.0428229,0,0,0.0225402,0,0.019,0.049284,0,0,0.0280622,0,0,0.0299579,0.0468146,0.0542493,0.0174795,0.0166821,0.0465998,0.0418491,0.045652,0.0542428,0.0281145,0.0643414,0.044625,0.0482657,0.0739458,0.0532428,0.0378628,0.0291257,0.0159334,0.0457472,0.0662217,0,0,0,0,0.0749206,0.0330867,0,0
1155,0.041738,0,0,0,0,0.0439008,0,0,0,0,0,0.0278183,0,0.0298698,0.0319768,0,0,0.013678,0,0,0.00804315,0.0404263,0.0272271,0.0235121,0.0165856,0.0454843,0.0273893,0.032576,0.0359489,0.0371791,0.0325768,0.034005,0.0378626,0.0213696,0.0252566,0.0256193,0.0429419,0,0,0.023348,0,0.0188332,0.0492029,0,0,0.0280425,0,0,0.0299651,0.0471547,0.0551722,0.0172704,0.0171277,0.0465621,0.0417358,0.0453767,0.0542255,0.0277469,0.0641632,0.0445829,0.0481885,0.0739924,0.0548881,0.0380242,0.0292246,0.0158636,0.0458853,0.0661909,0,0,0,0,0.0747183,0.033008,0,0
1156,0.041562,0,0,0,0,0.0439571,0,0,0,0,0,0.0280688,0,0.0300387,0.0320042,0,0,0.0137326,0,0,0.00797399,0.0402276,0.0271113,0.0237704,0.0170201,0.0455514,0.0275303,0.032571,0.0358963,0.0371639,0.0326225,0.0340644,0.0379518,0.0215135,0.0253579,0.0252833,0.0429085,0,0,0.0238281,0,0.0187564,0.0490831,0,0,0.0279083,0,0,0.030006,0.0474131,0.0558927,0.0170367,0.0177154,0.0464964,0.0416727,0.0450961,0.0541844,0.0274618,0.0639772,0.0445973,0.0481157,0.0741019,0.0561709,0.0381528,0.0293663,0.0157681,0.0460225,0.0661515,0,0,0,0,0.0742844,0.0329589,0,0
1157,0.0413921,0,0,0,0,0.0440382,0,0,0,0,0,0.0283379,0,0.0301275,0.0320498,0,0,0.0137445,0,0,0.00788717,0.0400663,0.0270089,0.0240256,0.0172938,0.0454636,0.0276666,0.0326104,0.0358788,0.0371221,0.0324794,0.0341923,0.0380034,0.0216168,0.0254652,0.0250349,0.0429237,0,0,0.024198,0,0.0187281,0.0490087,0,0,0.0276975,0,0,0.0300558,0.0476584,0.0564028,0.0168438,0.0183445,0.0464128,0.04154,0.0448343,0.0542529,0.0271601,0.0638329,0.0446547,0.0481466,0.0742969,0.0574462,0.0381582,0.0295524,0.0156637,0.0461696,0.0660747,0,0,0,0,0.073873,0.0328565,0,0
1158,0.0412539,0,0,0,0,0.0441085,0,0,0,0,0,0.0284779,0,0.0301843,0.0320582,0,0,0.0137158,0,0,0.00782962,0.0399601,0.0268448,0.0242237,0.0174346,0.0453953,0.0278086,0.0326594,0.0358633,0.0370608,0.0323565,0.0342881,0.0380731,0.0216961,0.0255441,0.024853,0.0431432,0,0,0.0246151,0,0.018682,0.0489659,0,0,0.027547,0,0,0.030117,0.0479016,0.0567742,0.0166585,0.0189108,0.0462558,0.041396,0.0445677,0.0543011,0.0268397,0.0637556,0.0446865,0.0482475,0.0745361,0.0580915,0.0381004,0.0297323,0.0155738,0.0463096,0.0659647,0,0,0,0,0.0735129,0.032792,0,0
1159,0.0411661,0,0,0,0,0.0441567,0,0,0,0,0,0.0285173,0,0.0302699,0.0320967,0,0,0.0137197,0,0,0.007795,0.0398675,0.0266673,0.0244202,0.0175122,0.0453999,0.0278973,0.0327272,0.035864,0.0370152,0.0323602,0.0343559,0.0381611,0.0218089,0.025656,0.0247224,0.0434632,0,0,0.0248292,0,0.0186572,0.0489222,0,0,0.0274661,0,0,0.0301758,0.0480807,0.0569943,0.0164878,0.0194453,0.0459966,0.0412866,0.0443507,0.0542932,0.0265576,0.0636845,0.044735,0.0482638,0.0747455,0.0582207,0.0383299,0.0299094,0.0155604,0.0464523,0.06589,0,0,0,0,0.0730474,0.0327182,0,0
1160,0.0410678,0,0,0,0,0.0442218,0,0,0,0,0,0.0285651,0,0.0303705,0.0321863,0,0,0.0137435,0,0,0.00774379,0.0397594,0.0265126,0.024651,0.0175879,0.0454696,0.0279395,0.0327897,0.0359183,0.0369201,0.0324589,0.0344088,0.0381361,0.0219059,0.0257932,0.0246053,0.0436472,0,0,0.0249621,0,0.0186917,0.0489403,0,0,0.0274129,0,0,0.0301932,0.0481391,0.0570287,0.0163902,0.0199232,0.0457606,0.0411678,0.0441372,0.0543053,0.026236,0.0635834,0.044797,0.0481819,0.0748888,0.0579968,0.0385257,0.0300916,0.0155917,0.046583,0.0658531,0,0,0,0,0.072456,0.0326319,0,0
1161,0.0409421,0,0,0,0,0.0443058,0,0,0,0,0,0.028583,0,0.0304136,0.0323175,0,0,0.0138004,0,0,0.00768327,0.0396973,0.0264385,0.0248727,0.0176596,0.0455875,0.027962,0.0328816,0.0359553,0.0368512,0.0325992,0.0344579,0.0381504,0.0219588,0.0259194,0.0246793,0.0436962,0,0,0.0252066,0,0.0187207,0.0489345,0,0,0.0274526,0,0,0.0301931,0.0482774,0.0571553,0.0162859,0.0201953,0.0456111,0.04108,0.0439236,0.0542868,0.0258891,0.0635337,0.0447878,0.0480416,0.0749921,0.0580548,0.0387794,0.0302508,0.0156087,0.0467398,0.0658271,0,0,0,0,0.071958,0.0325563,0,0
1162,0.0408201,0,0,0,0,0.0443767,0,0,0,0,0,0.028574,0,0.03049,0.0324204,0,0,0.0137859,0,0,0.00758455,0.0396698,0.0265146,0.0250346,0.0177309,0.0456264,0.0279617,0.033014,0.0359933,0.0368069,0.0325646,0.0345655,0.0381608,0.0220449,0.0260936,0.0248285,0.0437625,0,0,0.0256281,0,0.0187001,0.0489201,0,0,0.0274573,0,0,0.0302212,0.0484124,0.0572307,0.0161543,0.0203627,0.0453866,0.0409586,0.0436642,0.0541814,0.0255031,0.0635292,0.0446896,0.0479335,0.0750771,0.0582998,0.0388526,0.0304547,0.0156092,0.0468878,0.0656972,0,0,0,0,0.0715896,0.0325393,0,0
1163,0.0407067,0,0,0,0,0.0444345,0,0,0,0,0,0.0285074,0,0.0305915,0.0325024,0,0,0.0137381,0,0,0.0074766,0.0396428,0.0265207,0.0251827,0.0178647,0.045691,0.0279641,0.0331544,0.0360251,0.0367138,0.0325268,0.0346319,0.0381696,0.022101,0.026292,0.0249582,0.0439536,0,0,0.0261334,0,0.0188366,0.048979,0,0,0.0273901,0,0,0.0302436,0.0485378,0.0571173,0.0160028,0.0205599,0.045148,0.0408271,0.0433675,0.0540609,0.0251323,0.0634733,0.0445225,0.0477032,0.0750273,0.0579343,0.0388566,0.0307072,0.0156055,0.0470448,0.0655856,0,0,0,0,0.0713242,0.0325565,0,0
1164,0.0406024,0,0,0,0,0.044519,0,0,0,0,0,0.0283857,0,0.0306734,0.0325179,0,0,0.0137362,0,0,0.00735632,0.0396527,0.0264099,0.0252979,0.0181016,0.0457437,0.027917,0.0332385,0.0360385,0.0366224,0.0325963,0.0346504,0.0381954,0.0221138,0.0262284,0.0251303,0.0440096,0,0,0.02658,0,0.0192354,0.0490328,0,0,0.0273546,0,0,0.0302484,0.0486552,0.0570017,0.0158674,0.0208063,0.0448867,0.0406459,0.0430222,0.0539586,0.0248148,0.0633365,0.0443281,0.047298,0.074837,0.0567624,0.0388301,0.0309123,0.015608,0.0472438,0.0655076,0,0,0,0,0.0709394,0.0326331,0,0
1165,0.040531,0,0,0,0,0.0446184,0,0,0,0,0,0.0282304,0,0.0307459,0.0324475,0,0,0.0137277,0,0,0.00722293,0.0397102,0.0267929,0.0253751,0.018207,0.0458363,0.0278443,0.0332518,0.0360102,0.0364946,0.0327834,0.0347091,0.0382808,0.022201,0.0262414,0.0253654,0.0439767,0,0,0.0261689,0,0.0197169,0.0490267,0,0,0.0273375,0,0,0.0302612,0.0486595,0.0568187,0.0157585,0.0210135,0.0446039,0.0405146,0.0427145,0.0538601,0.02457,0.0631371,0.0441218,0.0469019,0.0745449,0.0552474,0.0388838,0.0311734,0.0156694,0.0474575,0.0654004,0,0,0,0,0.0705629,0.0327487,0,0
1166,0.040474,0,0,0,0,0.0447119,0,0,0,0,0,0.0281436,0,0.0307039,0.032257,0,0,0.0137226,0,0,0.00708727,0.0398591,0.0283113,0.0253135,0.0183528,0.0459808,0.0278057,0.0332293,0.0359717,0.036284,0.0329085,0.0348916,0.0383788,0.0224119,0.0266443,0.0255778,0.0439549,0,0,0.0250782,0,0.020099,0.0489609,0,0,0.0273002,0,0,0.0303386,0.0485932,0.0567366,0.0156745,0.0209848,0.0442078,0.0404299,0.0424427,0.053676,0.0244695,0.0630461,0.0440139,0.0467155,0.0743005,0.0530739,0.0389943,0.0314922,0.0157401,0.0476712,0.0653917,0,0,0,0,0.0701945,0.0330011,0,0
1167,0.0404172,0,0,0,0,0.0448141,0,0,0,0,0,0.0280482,0,0.0307005,0.0320458,0,0,0.0137251,0,0,0.00698541,0.0400285,0.0290174,0.0252105,0.0184393,0.0461575,0.0277307,0.0333733,0.0360027,0.0361476,0.0329877,0.0349714,0.038415,0.0224498,0.0269072,0.0258396,0.044048,0,0,0.0240346,0,0.0201815,0.0488811,0,0,0.0272813,0,0,0.0304357,0.0484817,0.0568084,0.0155044,0.0205734,0.043709,0.0403123,0.0422519,0.0535358,0.0245564,0.0632278,0.0440481,0.0468315,0.0742309,0.050225,0.0390955,0.0317185,0.0157238,0.0479101,0.0654126,0,0,0,0,0.06993,0.0334062,0,0
1168,0.0403837,0,0,0,0,0.0449329,0,0,0,0,0,0.0278423,0,0.0306777,0.0319841,0,0,0.0137521,0,0,0.00691383,0.040274,0.0290663,0.0251186,0.0184566,0.0463207,0.0276015,0.0333734,0.0360931,0.0360252,0.0331376,0.0349542,0.0384473,0.0223998,0.0269494,0.0260988,0.0443263,0,0,0.0231794,0,0.0199575,0.0489909,0,0,0.0273215,0,0,0.0305061,0.0481626,0.0566494,0.0152306,0.0197993,0.0430613,0.0402511,0.0421887,0.0535625,0.0248085,0.0636769,0.0442467,0.0472921,0.0742864,0.0468363,0.039374,0.0320169,0.0157561,0.0481927,0.065316,0,0,0,0,0.0697911,0.0340156,0,0
1169,0.0403533,0,0,0,0,0.0450506,0,0,0,0,0,0.0276799,0,0.0306105,0.0318112,0,0,0.0137905,0,0,0.00691125,0.0405804,0.0291337,0.0249833,0.0183426,0.0465168,0.0274302,0.033683,0.0361556,0.0359585,0.033438,0.0348876,0.0384792,0.0223047,0.0269176,0.0263015,0.0444482,0,0,0.022396,0,0.0196156,0.0491371,0,0,0.0273276,0,0,0.0305947,0.0478981,0.0560587,0.0151134,0.0187719,0.0421776,0.0401401,0.0423197,0.0537447,0.0253011,0.0641266,0.0446899,0.0479965,0.0743927,0.0428915,0.0395648,0.0323849,0.0158289,0.0484973,0.0651796,0,0,0,0,0.0698397,0.034835,0,0
1170,0.040354,0,0,0,0,0.0451786,0,0,0,0,0,0.0275674,0,0.0304768,0.03168,0,0,0.0137858,0,0,0.00691598,0.0411016,0.029311,0.0247558,0.0181127,0.046692,0.0272026,0.0340391,0.0362792,0.0360511,0.0338325,0.0347956,0.038497,0.0221743,0.0269182,0.02645,0.04458,0,0,0.0218912,0,0.0195154,0.049218,0,0,0.0272963,0,0,0.030663,0.0475094,0.0545487,0.0151029,0.0175283,0.0414325,0.0400273,0.0426626,0.0538902,0.0259769,0.0644713,0.0451925,0.0485081,0.0742327,0.0385671,0.0396904,0.0327576,0.0159228,0.0487778,0.0650006,0,0,0,0,0.0698857,0.0359287,0,0
1171,0.0403098,0,0,0,0,0.0453199,0,0,0,0,0,0.0272732,0,0.0302685,0.0312072,0,0,0.0136974,0,0,0.00684226,0.0418265,0.0294897,0.0245404,0.0179033,0.0468722,0.0269626,0.034382,0.0364904,0.0361139,0.0340282,0.0346194,0.0384527,0.0220438,0.0268307,0.0267509,0.0448892,0,0,0.0215471,0,0.020361,0.0492709,0,0,0.0272396,0,0,0.0306836,0.047174,0.0521594,0.0150452,0.0166507,0.0409073,0.0398757,0.0428946,0.0534033,0.0264375,0.064292,0.0452093,0.0480979,0.0732662,0.034215,0.0399174,0.033052,0.0160648,0.0490547,0.0647831,0,0,0,0,0.0695683,0.0370991,0,0
1172,0.0403223,0,0,0,0,0.0454136,0,0,0,0,0,0.0271868,0,0.0299206,0.0303857,0,0,0.0136523,0,0,0.00670512,0.0428298,0.0295659,0.0243316,0.0175383,0.0470254,0.0267766,0.0346137,0.0368081,0.0361393,0.034197,0.0343661,0.0384405,0.0219032,0.0266895,0.0267269,0.0452156,0,0,0.0212195,0,0.0210656,0.0493444,0,0,0.0271824,0,0,0.0306861,0.0466588,0.0499505,0.0149648,0.0160384,0.0403951,0.0398326,0.0427959,0.0524984,0.0267459,0.0634415,0.0444263,0.0469396,0.0716974,0.0300724,0.0401084,0.0333502,0.0161397,0.049375,0.0645141,0,0,0,0,0.0687665,0.0384641,0,0
1173,0.0403433,0,0,0,0,0.0454854,0,0,0,0,0,0.0270923,0,0.0296821,0.0293522,0,0,0.013613,0,0,0.00657642,0.0438531,0.0293827,0.0241007,0.0170307,0.0471385,0.026558,0.0350032,0.037178,0.0361228,0.0343835,0.0341026,0.0383725,0.0216888,0.0264569,0.0267641,0.045544,0,0,0.0219201,0,0.0205961,0.0494513,0,0,0.0271288,0,0,0.0306541,0.0460934,0.0490761,0.0149716,0.0157546,0.0397267,0.0398215,0.0423793,0.0516205,0.0268881,0.0626396,0.0434785,0.0461459,0.0706669,0.0261912,0.0402645,0.0336066,0.0162489,0.0497619,0.0641142,0,0,0,0,0.0674883,0.0398296,0,0
1174,0.0403419,0,0,0,0,0.0455275,0,0,0,0,0,0.027169,0,0.0293858,0.0281918,0,0,0.0135772,0,0,0.00645589,0.044854,0.0287598,0.0238891,0.0163533,0.0472701,0.0263002,0.0358588,0.0375887,0.0361336,0.0344896,0.0337266,0.0381873,0.0213333,0.026127,0.0267862,0.0458736,0,0,0.0233412,0,0.0201406,0.049592,0,0,0.0271433,0,0,0.0306133,0.045582,0.0489704,0.0151444,0.0157151,0.0391312,0.0398591,0.0418445,0.0510778,0.0270533,0.0623525,0.0430339,0.0463165,0.0706195,0.0227189,0.0403896,0.0338313,0.0163264,0.0501104,0.0636318,0,0,0,0,0.0660209,0.0412324,0,0
1175,0.0403204,0,0,0,0,0.0455767,0,0,0,0,0,0.0274002,0,0.0289441,0.0269258,0,0,0.0135429,0,0,0.00632648,0.0458551,0.0288865,0.0234815,0.0157266,0.0474068,0.0260435,0.0365084,0.0383574,0.0360606,0.0345707,0.0332902,0.0379079,0.0210055,0.0259512,0.0268137,0.0461942,0,0,0.0247372,0,0.020346,0.0497377,0,0,0.0272329,0,0,0.0305403,0.0450101,0.0486288,0.0153832,0.0155998,0.0386458,0.0400021,0.0415505,0.0506571,0.0273293,0.0625643,0.0431384,0.0468632,0.0709229,0.0198193,0.040449,0.0339898,0.0163818,0.0504374,0.0631861,0,0,0,0,0.0650608,0.0425602,0,0
1176,0.0402636,0,0,0,0,0.0456577,0,0,0,0,0,0.0274572,0,0.0285412,0.0260043,0,0,0.0135574,0,0,0.00624636,0.0467411,0.0295554,0.0230238,0.0151912,0.0475746,0.0258883,0.0369579,0.0392772,0.0358687,0.0345579,0.032884,0.0374967,0.020768,0.0257644,0.0272003,0.046438,0,0,0.0261419,0,0.0206819,0.0498599,0,0,0.0271811,0,0,0.0304952,0.0441222,0.0479406,0.0156142,0.0153782,0.0383966,0.0402779,0.0416421,0.0502468,0.0277215,0.0627892,0.0432902,0.0471317,0.0708687,0.0178531,0.0404138,0.0342439,0.0164304,0.0508608,0.0627977,0,0,0,0,0.0644977,0.0436308,0,0
1177,0.0402,0,0,0,0,0.0458139,0,0,0,0,0,0.0277355,0,0.0281306,0.0251731,0,0,0.0136115,0,0,0.00613989,0.0476395,0.0304872,0.0224452,0.0146264,0.0477904,0.0257829,0.0377966,0.0403197,0.0356721,0.0345808,0.0323658,0.036943,0.0205466,0.0256179,0.0274204,0.0466368,0,0,0.0272551,0,0.0208734,0.050014,0,0,0.02711,0,0,0.0305125,0.0428497,0.0468492,0.0159087,0.015086,0.0383567,0.0405757,0.0419701,0.0499236,0.0281336,0.0628766,0.0433428,0.0472314,0.0706914,0.0166353,0.0402536,0.0346212,0.0163834,0.0512912,0.0624004,0,0,0,0,0.0643585,0.0445361,0,0
1178,0.040144,0,0,0,0,0.0460433,0,0,0,0,0,0.0278807,0,0.0278441,0.0249185,0,0,0.0136441,0,0,0.00606988,0.0484983,0.0321035,0.0218741,0.0142021,0.048013,0.02566,0.0391317,0.0414233,0.0354933,0.034561,0.0319661,0.0362235,0.0204264,0.0255041,0.0280103,0.0467019,0,0,0.028339,0,0.0211986,0.050189,0,0,0.0271195,0,0,0.0305312,0.0414998,0.0456085,0.016276,0.015114,0.0384595,0.0410119,0.0421691,0.049605,0.0284372,0.0628431,0.043428,0.0473648,0.0705871,0.0154815,0.0400004,0.0348896,0.0162962,0.0517192,0.0620597,0,0,0,0,0.0640482,0.0452747,0,0
1179,0.0401037,0,0,0,0,0.0463133,0,0,0,0,0,0.0281041,0,0.0274647,0.0248898,0,0,0.0136807,0,0,0.00601813,0.0494086,0.0344221,0.0213197,0.0139316,0.0482046,0.0255239,0.0402899,0.0425796,0.035303,0.0346699,0.0316196,0.0354559,0.0205053,0.0255353,0.0285965,0.0467899,0,0,0.0293399,0,0.0215435,0.0503824,0,0,0.0271632,0,0,0.030552,0.0402897,0.0442284,0.0167491,0.0152971,0.0385554,0.0414968,0.0421922,0.0493308,0.0286247,0.0628071,0.0436337,0.0476028,0.0706436,0.0144395,0.0397163,0.0349832,0.0161469,0.052121,0.0617606,0,0,0,0,0.0637759,0.0459412,0,0
1180,0.0400936,0,0,0,0,0.0466203,0,0,0,0,0,0.0281516,0,0.0272963,0.0249733,0,0,0.0137149,0,0,0.00596344,0.0503391,0.0361793,0.0208768,0.0136915,0.048425,0.0253795,0.0410184,0.0438049,0.0351182,0.034929,0.0311878,0.0348174,0.020556,0.0255764,0.0293513,0.0469229,0,0,0.0302551,0,0.0218546,0.0505975,0,0,0.0272718,0,0,0.0305806,0.039419,0.0431907,0.0172364,0.0155385,0.0385395,0.0419395,0.0421196,0.0490758,0.028806,0.0627793,0.043871,0.047828,0.0707301,0.0136411,0.0395077,0.0350259,0.0160484,0.0524284,0.0615373,0,0,0,0,0.0633243,0.0465988,0,0
1181,0.0401164,0,0,0,0,0.0469839,0,0,0,0,0,0.0278523,0,0.0274668,0.025131,0,0,0.0137449,0,0,0.00590514,0.0514274,0.0375724,0.0205848,0.0134485,0.0487197,0.0252354,0.042041,0.0450458,0.0349985,0.0351531,0.0307812,0.0342943,0.0204994,0.0257087,0.0307218,0.0470335,0,0,0.0310769,0,0.0222854,0.0508601,0,0,0.0273196,0,0,0.0306177,0.0389614,0.0425134,0.0175757,0.0159184,0.038576,0.0423829,0.0420355,0.0488023,0.029082,0.0628364,0.0441248,0.048023,0.0707395,0.0130689,0.0394211,0.0355626,0.0160434,0.0526559,0.0614173,0,0,0,0,0.0629504,0.047288,0,0
1182,0.0402941,0,0,0,0,0.0473559,0,0,0,0,0,0.0271107,0,0.027911,0.0252859,0,0,0.0137642,0,0,0.0058634,0.0526169,0.0391019,0.0204438,0.0132434,0.0490295,0.0251042,0.0434389,0.0463268,0.0348896,0.0355152,0.0304996,0.0338638,0.0203878,0.0259603,0.033084,0.0471417,0,0,0.031887,0,0.0228847,0.0510922,0,0,0.0273857,0,0,0.0306362,0.0387459,0.0420722,0.0177337,0.016486,0.0385715,0.0427336,0.0420286,0.048531,0.0295798,0.0628551,0.0443755,0.0481417,0.0707134,0.0125547,0.0392864,0.0359795,0.0160016,0.0527469,0.0613771,0,0,0,0,0.0626378,0.0480312,0,0
1183,0.0404663,0,0,0,0,0.0476555,0,0,0,0,0,0.0258977,0,0.0281677,0.0254123,0,0,0.0138142,0,0,0.00585463,0.0538152,0.0408042,0.0204802,0.0130642,0.049377,0.024995,0.0446829,0.0476559,0.0346651,0.0360019,0.0303205,0.0336558,0.0203329,0.0261106,0.0364283,0.0472558,0,0,0.0326067,0,0.0235135,0.0513013,0,0,0.0275121,0,0,0.0306261,0.0386082,0.0417959,0.0177883,0.0171572,0.0385168,0.0429335,0.042133,0.0483038,0.0302683,0.0628248,0.0444967,0.0481571,0.0706066,0.0121399,0.0392435,0.0361558,0.0159363,0.0527674,0.061433,0,0,0,0,0.0622809,0.0488576,0,0
1184,0.0405981,0,0,0,0,0.0478858,0,0,0,0,0,0.0241029,0,0.0284725,0.0257201,0,0,0.0138457,0,0,0.00586083,0.0548286,0.042199,0.0206963,0.0130187,0.0496933,0.0248846,0.0456383,0.0488646,0.0343369,0.0364518,0.0302394,0.0334916,0.0204305,0.0259441,0.0404924,0.0472461,0,0,0.0330241,0,0.0240304,0.051467,0,0,0.0275914,0,0,0.0306323,0.0385491,0.0416644,0.0177415,0.0178256,0.0384581,0.0429607,0.0423211,0.0481073,0.0312362,0.0628052,0.0445099,0.0481706,0.0705347,0.0118883,0.0392839,0.0362071,0.0158594,0.0527598,0.0615498,0,0,0,0,0.0622451,0.0496777,0,0
1185,0.0406829,0,0,0,0,0.048083,0,0,0,0,0,0.0219985,0,0.0286453,0.0261565,0,0,0.0138445,0,0,0.00593777,0.0558234,0.0431577,0.0210357,0.0131274,0.0498626,0.0248167,0.0463719,0.0499087,0.0340891,0.0365528,0.0302461,0.033444,0.0206343,0.0256657,0.0450488,0.0472852,0,0,0.033518,0,0.0244798,0.0515494,0,0,0.0274179,0,0,0.0305491,0.0385229,0.0416321,0.0175878,0.0184594,0.0384079,0.0428897,0.0424968,0.047929,0.0321695,0.062813,0.0445171,0.0481601,0.0705049,0.011697,0.0393208,0.0361979,0.0158463,0.0527718,0.0616834,0,0,0,0,0.0622062,0.0504899,0,0
1186,0.0406746,0,0,0,0,0.0481666,0,0,0,0,0,0.0203359,0,0.0286922,0.0265003,0,0,0.0139245,0,0,0.00588061,0.0568778,0.0437029,0.0213345,0.0132727,0.0500475,0.0248689,0.046982,0.051061,0.0339189,0.0365576,0.0302594,0.0338685,0.0208179,0.0254333,0.0498173,0.047327,0,0,0.0336939,0,0.0247801,0.0515885,0,0,0.0270919,0,0,0.0304695,0.0384105,0.0416446,0.0175849,0.0189422,0.0384355,0.0427954,0.0426641,0.0478939,0.0329117,0.0627572,0.0445407,0.0481361,0.0704912,0.0115734,0.039288,0.0362276,0.0157399,0.0527479,0.0619134,0,0,0,0,0.0621268,0.0514268,0,0
1187,0.0407781,0,0,0,0,0.0481898,0,0,0,0,0,0.0196722,0,0.0290539,0.0254422,0,0,0.0140549,0,0,0.0058143,0.0596898,0.0442431,0.0217799,0.0130773,0.0494072,0.0245195,0.0484484,0.0524808,0.0341723,0.0373501,0.0300395,0.0338261,0.0206343,0.0250072,0.0549065,0.0478335,0,0,0.0426016,0,0.0268164,0.0516779,0,0,0.026678,0,0,0.0303651,0.034182,0.0415364,0.0215686,0.0160829,0.0375396,0.0425944,0.0469796,0.0513104,0.0348775,0.0600992,0.0405296,0.0455077,0.0681239,0.017249,0.0396215,0.0362055,0.0156512,0.0531354,0.0612195,0,0,0,0,0,0.0549089,0,0
1188,0.0405551,0,0,0,0,0.0481082,0,0,0,0,0,0.019758,0,0.0289014,0.0272263,0,0,0.014111,0,0,0.00584305,0.0584179,0.0444902,0.0217737,0.0138561,0.050444,0.0251158,0.0479153,0.0532464,0.033966,0.0364763,0.0304501,0.034214,0.0210123,0.0244844,0.0604496,0.0474317,0,0,0.0323068,0,0.0249371,0.0515199,0,0,0.0265623,0,0,0.0302816,0.0385732,0.0419062,0.0175841,0.0195372,0.0392684,0.0426194,0.042945,0.0481771,0.0335117,0.0626024,0.0446652,0.0482327,0.0707109,0.0117006,0.0397376,0.0362447,0.015573,0.0528873,0.0623798,0,0,0,0,0.0619767,0.0532156,0,0
1189,0.0404128,0,0,0,0,0.0480181,0,0,0,0,0,0.0205764,0,0.0291933,0.0275271,0,0,0.0141805,0,0,0.00581442,0.058934,0.0454547,0.0219374,0.0142657,0.0505094,0.0252572,0.0482815,0.0541298,0.0340471,0.0361036,0.0306465,0.0343198,0.0212094,0.0242939,0.065249,0.0475171,0,0,0.0318319,0,0.0250168,0.0514383,0,0,0.0262931,0,0,0.0301051,0.0386709,0.0419221,0.0175123,0.0197375,0.0395397,0.0424969,0.0429873,0.0482413,0.0335499,0.0625033,0.0447803,0.0483793,0.0704528,0.0118575,0.0399772,0.0362468,0.015507,0.0529547,0.0626536,0,0,0,0,0.0622286,0.0537505,0,0
1190,0.0399972,0,0,0,0,0.047905,0,0,0,0,0,0.0214216,0,0.0294197,0.0276038,0,0,0.0142176,0,0,0.00576348,0.0592643,0.0462768,0.0220187,0.014631,0.0504753,0.0254035,0.0484681,0.0547794,0.0341431,0.0357719,0.0307356,0.0343802,0.0212534,0.0241419,0.0691179,0.0475173,0,0,0.031444,0,0.0250709,0.0513137,0,0,0.0260326,0,0,0.029934,0.0387468,0.041919,0.0174425,0.0199556,0.0396493,0.0423503,0.0430217,0.0483095,0.033602,0.0624113,0.0448656,0.0484052,0.0704183,0.0120204,0.0401952,0.0362336,0.0153913,0.0530315,0.0628954,0,0,0,0,0.0623964,0.0540808,0,0
1191,0.0398307,0,0,0,0,0.0478629,0,0,0,0,0,0.0221695,0,0.0294397,0.0277339,0,0,0.0142295,0,0,0.00572464,0.0595746,0.0468543,0.0220493,0.0148435,0.0504304,0.0254806,0.0484966,0.0551847,0.0342647,0.0355346,0.0307473,0.0344322,0.0211793,0.0238721,0.0718274,0.0475654,0,0,0.031044,0,0.0251111,0.0511532,0,0,0.0257963,0,0,0.0297958,0.0387988,0.0419542,0.017434,0.0202093,0.0397561,0.0422367,0.0429779,0.0483442,0.033602,0.0623342,0.0449418,0.0483995,0.0705125,0.0122205,0.0403914,0.0361639,0.0152179,0.0531603,0.0630454,0,0,0,0,0.0626835,0.0542847,0,0
