Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,IMUL_M,RTHIA,RASI,,x74
All Timesteps RMSE,0.044469,0,0,0,0,0.0448485,0,0,0,0,0,0.0359127,0,0.028778,0.0281919,0,0,0.0155096,0,0,0.0391237,0.0504813,0.0314494,0.0220647,0.0248536,0.0435294,0.0337151,0.0372479,0.0388653,0.0404332,0.0361764,0.0362037,0.0402706,0.0246027,0.027449,0.0287176,0.0495051,0.031485,0.0159263,0.0312081,0,0.0276728,0.0450998,0,0,0.0235993,0,0,0.025177,0.0456998,0.0478104,0.0276263,0.0201775,0.0395733,0.0439986,0.0449633,0.0512004,0.0330014,0.063737,0.0441536,0.0482213,0.0717678,0.0347195,0.0428333,0.0257053,0.0153042,0.0488645,0.065108,0,0,0,0,0.0667655,0.0777325,0,0
0,0.0465042,0,0,0,0,0.0494503,0,0,0,0,0,0.0376113,0,0.0331834,0.0287393,0,0,0.0153112,0,0,0.0473545,0.0519025,0.0319989,0.0223684,0.024315,0.0305692,0.0401572,0.0378016,0.0318462,0.0421228,0.0431257,0.0375307,0.0409045,0.0252434,0.0301149,0.0221303,0.0569405,0.0157251,0.0192066,0.0318979,0,0.0265311,0.040105,0,0,0.00975706,0,0,0.0246392,0.0420032,0.0402391,0.0309847,0.0202909,0.026654,0.0512657,0.0435918,0.0536811,0.0360434,0.0569967,0.0373381,0.0442629,0.0662851,0.0118799,0.0493956,0.0201254,0.0207283,0.0641028,0.0628396,0,0,0,0,0,0,0,0
1,0.046555,0,0,0,0,0.0493249,0,0,0,0,0,0.0375732,0,0.0332694,0.0288826,0,0,0.0152664,0,0,0.0474889,0.0518285,0.0319979,0.0218373,0.0248367,0.0306217,0.0400257,0.0378596,0.0318952,0.042016,0.0430309,0.0374538,0.0409101,0.0252655,0.0300663,0.0221542,0.0568126,0.015765,0.0192831,0.0318251,0,0.0265731,0.0402271,0,0,0.0097364,0,0,0.0244666,0.0420737,0.0401345,0.030911,0.0202843,0.0266436,0.0513698,0.0437399,0.0536433,0.0360319,0.0569828,0.0373007,0.0442664,0.0663553,0.0118723,0.0493904,0.0200683,0.0206471,0.0638183,0.0628593,0,0,0,0,0,0,0,0
2,0.0465858,0,0,0,0,0.0492181,0,0,0,0,0,0.0376226,0,0.0333299,0.0288065,0,0,0.0152094,0,0,0.0475996,0.0517394,0.0319599,0.0219025,0.0250283,0.0306537,0.0399543,0.0379375,0.0319078,0.0421659,0.0430197,0.0374678,0.0409106,0.0252823,0.0300062,0.0220924,0.0568684,0.0158592,0.0192733,0.0318209,0,0.0265484,0.0403199,0,0,0.0097095,0,0,0.0244888,0.042089,0.0400835,0.0309276,0.0202621,0.0266605,0.0514643,0.0436974,0.0535846,0.035981,0.0569451,0.0372036,0.0443114,0.0664095,0.0118773,0.0493817,0.0199903,0.0206423,0.0635497,0.0629011,0,0,0,0,0,0,0,0
3,0.0466255,0,0,0,0,0.0490961,0,0,0,0,0,0.0376363,0,0.0333361,0.0287672,0,0,0.0152412,0,0,0.0477635,0.0516157,0.0318724,0.0218832,0.0250627,0.0306817,0.0399076,0.0380161,0.0318956,0.0421752,0.0429954,0.0374445,0.0408365,0.0253345,0.0299668,0.0220416,0.0569564,0.0159095,0.0191868,0.0318727,0,0.0265162,0.0403916,0,0,0.00959597,0,0,0.0245132,0.0420633,0.0400776,0.0309362,0.0202441,0.0266908,0.0515306,0.0437319,0.0535621,0.0359182,0.0568716,0.0373333,0.0443274,0.0664275,0.0118691,0.0493498,0.0199348,0.0206262,0.0633511,0.0628902,0,0,0,0,0,0,0,0
4,0.0466262,0,0,0,0,0.0489956,0,0,0,0,0,0.0376395,0,0.0332961,0.0286719,0,0,0.0152434,0,0,0.047817,0.0514909,0.0317957,0.0218063,0.0249235,0.0307026,0.0398835,0.0380827,0.0318877,0.0420236,0.0429352,0.0373815,0.0407257,0.0253279,0.0299582,0.0219649,0.0570731,0.0160013,0.0190932,0.0318678,0,0.0265005,0.040479,0,0,0.0095449,0,0,0.0246331,0.0420426,0.0400516,0.0309377,0.0202282,0.0266602,0.0516272,0.0437917,0.0535278,0.0358604,0.0568793,0.0374101,0.0443036,0.0664341,0.0118462,0.0493543,0.0198993,0.0206267,0.0632242,0.0628057,0,0,0,0,0,0,0,0
5,0.0466,0,0,0,0,0.0489052,0,0,0,0,0,0.0376655,0,0.0332496,0.0285455,0,0,0.0151859,0,0,0.0478489,0.0513805,0.0316689,0.0219218,0.0249034,0.0307413,0.0398541,0.0381483,0.0318839,0.0418326,0.0429296,0.037364,0.0407546,0.0253429,0.0299876,0.0218779,0.0572847,0.0160858,0.0188391,0.0318479,0,0.0264747,0.0405395,0,0,0.00952158,0,0,0.0246446,0.0420287,0.0400264,0.030963,0.020205,0.0266543,0.0517158,0.0438334,0.0535015,0.0357993,0.0569114,0.0374349,0.0442858,0.0664779,0.0118201,0.0493544,0.019833,0.0206602,0.0631063,0.06277,0,0,0,0,0,0,0,0
6,0.0466027,0,0,0,0,0.0488124,0,0,0,0,0,0.0376647,0,0.0332634,0.0286641,0,0,0.0152189,0,0,0.0479844,0.0512245,0.0316375,0.0219298,0.0249716,0.0307739,0.0398528,0.0382005,0.0318835,0.0417615,0.042947,0.0374326,0.0408404,0.0254009,0.030021,0.0217721,0.0573088,0.0161819,0.0184817,0.0318496,0,0.0264578,0.0405628,0,0,0.00949435,0,0,0.0245853,0.0420301,0.0400412,0.0309967,0.0201817,0.0266905,0.0518071,0.0437729,0.0535004,0.0357387,0.0569065,0.0374411,0.04431,0.0664931,0.0118153,0.0493138,0.0197009,0.0207371,0.0629426,0.0627834,0,0,0,0,0,0,0,0
7,0.0466182,0,0,0,0,0.0487814,0,0,0,0,0,0.0376389,0,0.0333285,0.0290448,0,0,0.0152577,0,0,0.0481424,0.0510788,0.0316353,0.0218825,0.0250698,0.0307961,0.0398471,0.0382075,0.0318964,0.0418146,0.0429636,0.0375303,0.040895,0.0254816,0.0300355,0.0217409,0.0573427,0.016412,0.0180925,0.0318713,0,0.026437,0.0405741,0,0,0.00947149,0,0,0.0245711,0.0420222,0.0400501,0.0309951,0.0201536,0.0266926,0.0518451,0.0435895,0.0534974,0.0357152,0.0569313,0.0374101,0.0443611,0.0664475,0.0117892,0.0492636,0.0196204,0.0207642,0.0628454,0.0627983,0,0,0,0,0,0,0,0
8,0.0465936,0,0,0,0,0.0487814,0,0,0,0,0,0.0376832,0,0.0333255,0.0290142,0,0,0.0152742,0,0,0.0482326,0.0510073,0.0315698,0.0219796,0.0250498,0.0307823,0.0398865,0.038056,0.0319625,0.0419534,0.0429296,0.037462,0.0408929,0.025533,0.0300105,0.0216845,0.0574316,0.0169592,0.01768,0.0318807,0,0.0264446,0.0406123,0,0,0.00946927,0,0,0.024584,0.0419676,0.0400156,0.0309822,0.0201237,0.026559,0.0518534,0.0433665,0.0534802,0.0357239,0.0569954,0.0372973,0.0444068,0.0664566,0.0117531,0.0492608,0.0195943,0.0207517,0.0628377,0.0627766,0,0,0,0,0,0,0,0
9,0.0465636,0,0,0,0,0.0487435,0,0,0,0,0,0.0377126,0,0.0332956,0.0289476,0,0,0.0152684,0,0,0.0482382,0.0509766,0.0315331,0.0220877,0.0250022,0.0307742,0.039948,0.0376109,0.031984,0.042012,0.0429387,0.0374768,0.0409625,0.0256216,0.0301064,0.0216176,0.0574774,0.0174233,0.0173037,0.0318484,0,0.0264705,0.0406271,0,0,0.00946554,0,0,0.0245755,0.0419321,0.0399668,0.0309412,0.0200931,0.0264346,0.0518533,0.0432727,0.0534351,0.0356931,0.0570476,0.0373397,0.0444692,0.0664834,0.0117078,0.0492875,0.0195783,0.0207158,0.0628106,0.0627156,0,0,0,0,0,0,0,0
10,0.0464621,0,0,0,0,0.0488077,0,0,0,0,0,0.0377064,0,0.0332922,0.0289865,0,0,0.0151554,0,0,0.0484239,0.0509175,0.0316291,0.022275,0.0249067,0.0306681,0.0399361,0.0370662,0.0319877,0.0418727,0.0428678,0.0375771,0.0410747,0.0257514,0.0301647,0.0214707,0.057556,0.0174609,0.0168324,0.0318913,0,0.0265419,0.0405844,0,0,0.00945916,0,0,0.0246393,0.0418792,0.0400146,0.0310409,0.0200937,0.0263024,0.0518235,0.0433058,0.0534816,0.0357206,0.0570062,0.0371476,0.0444608,0.0664461,0.0116894,0.0493049,0.0195168,0.0206439,0.0628148,0.0625903,0,0,0,0,0,0,0,0
11,0.0464501,0,0,0,0,0.048794,0,0,0,0,0,0.0375451,0,0.0332761,0.029129,0,0,0.0151131,0,0,0.0485649,0.0508664,0.0317264,0.0224233,0.0247581,0.0306313,0.0400025,0.0366608,0.0319267,0.0419403,0.042874,0.0377977,0.0411842,0.0259332,0.0303147,0.0214108,0.0576121,0.0175185,0.0164691,0.0318486,0,0.0265457,0.0405218,0,0,0.00944996,0,0,0.0245864,0.0418267,0.0400137,0.0310724,0.020065,0.0262525,0.0518014,0.0434207,0.0534839,0.0357426,0.0570273,0.0370839,0.0444675,0.0664632,0.0116915,0.0492536,0.0194484,0.0206676,0.0627428,0.0625405,0,0,0,0,0,0,0,0
12,0.0464166,0,0,0,0,0.0488112,0,0,0,0,0,0.0374235,0,0.0332247,0.029268,0,0,0.0150759,0,0,0.04873,0.0508566,0.0317867,0.0225805,0.024465,0.030583,0.0401366,0.0365278,0.0319085,0.0421141,0.0429497,0.037855,0.0413541,0.0259841,0.0304177,0.0212729,0.0576316,0.0176062,0.0161931,0.0318358,0,0.0265926,0.0404502,0,0,0.00943529,0,0,0.0245913,0.0417756,0.0400468,0.0310902,0.0200359,0.0261648,0.0517591,0.0438076,0.0535005,0.0357352,0.0570486,0.0370885,0.0444159,0.0664496,0.0116764,0.0492402,0.0193856,0.0206595,0.0627391,0.0625018,0,0,0,0,0,0,0,0
13,0.0463323,0,0,0,0,0.0488875,0,0,0,0,0,0.0373579,0,0.0332403,0.0293045,0,0,0.0150131,0,0,0.0488201,0.0508515,0.0318742,0.0227667,0.024305,0.0304674,0.0402244,0.0364841,0.0318756,0.0421754,0.0429705,0.0378843,0.0414914,0.0259127,0.030486,0.021186,0.0575464,0.0177386,0.015853,0.0320313,0,0.0266917,0.0403988,0,0,0.00944868,0,0,0.0246819,0.0417541,0.0401186,0.0310965,0.0200231,0.0260087,0.0517079,0.0439784,0.0535047,0.0357553,0.057082,0.0370819,0.0443842,0.0664565,0.0116235,0.0492746,0.0193417,0.0205923,0.0627694,0.0624439,0,0,0,0,0,0,0,0
14,0.0462599,0,0,0,0,0.0489624,0,0,0,0,0,0.0374008,0,0.0331886,0.0293333,0,0,0.0149221,0,0,0.0488923,0.0508539,0.0319794,0.022922,0.024311,0.0303111,0.0403146,0.0364348,0.0317481,0.0423158,0.0429679,0.0380667,0.0416228,0.0257044,0.0306353,0.0211956,0.0575194,0.0177819,0.0155618,0.0322766,0,0.0267591,0.0403235,0,0,0.00946246,0,0,0.0247159,0.0417596,0.040191,0.0311122,0.0200084,0.0258825,0.051651,0.0440813,0.053497,0.0357713,0.0570903,0.0370381,0.0443595,0.066502,0.0115863,0.0492915,0.0194681,0.0205686,0.0626953,0.0623767,0,0,0,0,0,0,0,0
15,0.0462869,0,0,0,0,0.0489281,0,0,0,0,0,0.037491,0,0.0331134,0.0294132,0,0,0.0148122,0,0,0.0490542,0.050867,0.0321571,0.0228849,0.0242029,0.0301618,0.0403923,0.0363333,0.0316574,0.0424036,0.0429904,0.0382513,0.0416584,0.0259583,0.030821,0.0212363,0.0575412,0.0176707,0.0153706,0.0321498,0,0.0268087,0.040212,0,0,0.00949462,0,0,0.0245415,0.0417678,0.0402345,0.0311452,0.0200355,0.0258374,0.0514926,0.0441849,0.0534964,0.0357955,0.057032,0.0370195,0.0443049,0.0664999,0.011606,0.0491165,0.019703,0.0206986,0.0623735,0.0622992,0,0,0,0,0,0,0,0
16,0.0462568,0,0,0,0,0.0489479,0,0,0,0,0,0.0376276,0,0.0331126,0.0295117,0,0,0.0146591,0,0,0.0491987,0.0509462,0.032444,0.0230309,0.0240111,0.0299915,0.0404256,0.0363603,0.0316803,0.0424927,0.043012,0.0383306,0.0417027,0.0261959,0.0309227,0.0212687,0.0574979,0.0176942,0.0152888,0.0322591,0,0.0268663,0.0401214,0,0,0.00949949,0,0,0.0245201,0.0417033,0.0402584,0.0312046,0.0200763,0.025697,0.051378,0.0443872,0.0535021,0.0359011,0.0568943,0.0370001,0.0442661,0.0664742,0.0115264,0.049028,0.019762,0.0207442,0.0622766,0.0621974,0,0,0,0,0,0,0,0
17,0.0462423,0,0,0,0,0.0489669,0,0,0,0,0,0.037762,0,0.0330833,0.0296222,0,0,0.0146024,0,0,0.0492197,0.0510605,0.032646,0.0232593,0.0238609,0.0298424,0.0404963,0.0364067,0.0317261,0.042706,0.0430231,0.0382804,0.041936,0.0263444,0.0310689,0.0213163,0.0574453,0.0178116,0.0152455,0.0322584,0,0.0269364,0.0400668,0,0,0.00955046,0,0,0.024576,0.0416526,0.0403077,0.0311748,0.0200891,0.0256011,0.0512868,0.0445618,0.0535131,0.0359651,0.0568512,0.0369988,0.0442718,0.0664002,0.0115597,0.0490365,0.0197929,0.0207847,0.062258,0.0621646,0,0,0,0,0,0,0,0
18,0.0462206,0,0,0,0,0.0489958,0,0,0,0,0,0.0379335,0,0.0329945,0.0297638,0,0,0.0145451,0,0,0.0492181,0.0511141,0.0328027,0.0234058,0.0237978,0.0296737,0.0405202,0.0364442,0.0317737,0.0430199,0.04299,0.038384,0.0420776,0.0263352,0.0311727,0.0213652,0.0574448,0.0178994,0.0152084,0.0321225,0,0.0270357,0.0399966,0,0,0.00953149,0,0,0.0246806,0.0417247,0.0403768,0.0311298,0.0201028,0.0255409,0.0511524,0.0446808,0.0535677,0.0360331,0.0568416,0.0369618,0.044199,0.0663768,0.0116236,0.0491049,0.0198631,0.0208131,0.0621284,0.0621623,0,0,0,0,0,0,0,0
19,0.0462154,0,0,0,0,0.0489624,0,0,0,0,0,0.0381091,0,0.0329404,0.0299633,0,0,0.0144911,0,0,0.0492458,0.0511308,0.0329383,0.0233765,0.0238088,0.0295303,0.0405962,0.0364909,0.0317754,0.0434026,0.0430372,0.0385318,0.0422115,0.0262301,0.0312592,0.02143,0.0574247,0.0178553,0.015108,0.0320795,0,0.0270676,0.039914,0,0,0.00949742,0,0,0.0247851,0.0417858,0.040385,0.0310828,0.0201247,0.0254512,0.0510206,0.0448054,0.0536334,0.0360854,0.0568471,0.0369427,0.0441884,0.0663765,0.011638,0.0491483,0.0199488,0.0208582,0.062161,0.0621391,0,0,0,0,0,0,0,0
20,0.0462103,0,0,0,0,0.0489348,0,0,0,0,0,0.0383104,0,0.0329457,0.0299858,0,0,0.0144291,0,0,0.0492615,0.0512069,0.0331339,0.0234879,0.0236486,0.0294101,0.0406803,0.0365017,0.0317645,0.0436067,0.0430999,0.0387309,0.0423529,0.026396,0.0312795,0.0214294,0.0574374,0.0177463,0.0149931,0.0321184,0,0.0271082,0.0398205,0,0,0.00950489,0,0,0.0247918,0.0417838,0.0404156,0.0310699,0.0201336,0.0253511,0.0508874,0.0449082,0.0536384,0.0361039,0.056834,0.0369156,0.0441959,0.0663117,0.0116241,0.0491464,0.0200355,0.0208745,0.0621843,0.0620865,0,0,0,0,0,0,0,0
21,0.0462072,0,0,0,0,0.0489034,0,0,0,0,0,0.0383486,0,0.0329996,0.0299215,0,0,0.0143518,0,0,0.0493208,0.0512893,0.0331817,0.0236638,0.0233714,0.0293286,0.0407083,0.0364129,0.031707,0.043605,0.0431883,0.0388445,0.0425312,0.0264327,0.0313924,0.021532,0.0575598,0.0176661,0.0149306,0.0320144,0,0.0271661,0.0397284,0,0,0.00960255,0,0,0.0247901,0.0417775,0.0404185,0.0310739,0.0201409,0.0253608,0.0507921,0.0449774,0.0536142,0.0361554,0.0568236,0.0368844,0.0441698,0.0662817,0.011666,0.049069,0.0200885,0.0208863,0.0621572,0.0620831,0,0,0,0,0,0,0,0
22,0.0461842,0,0,0,0,0.0488852,0,0,0,0,0,0.0383641,0,0.0330405,0.0299474,0,0,0.0142586,0,0,0.0493793,0.0513917,0.0331682,0.0239473,0.0232244,0.0292461,0.0406871,0.036288,0.0316526,0.0436281,0.0432841,0.0389536,0.042603,0.026243,0.0315004,0.0216495,0.0577497,0.0176091,0.0149246,0.0319717,0,0.0272262,0.0396666,0,0,0.00971093,0,0,0.0247959,0.0417758,0.0404465,0.0311016,0.0201291,0.0253957,0.0506982,0.0450646,0.0536168,0.0362094,0.0567933,0.0368557,0.0441645,0.0663173,0.0117121,0.0489858,0.0201232,0.0208778,0.0621406,0.0621107,0,0,0,0,0,0,0,0
23,0.0461773,0,0,0,0,0.0488458,0,0,0,0,0,0.0383685,0,0.0330496,0.0299572,0,0,0.014268,0,0,0.0492578,0.0514807,0.0331493,0.0240271,0.0228499,0.0291756,0.0407319,0.0362157,0.0316367,0.0437261,0.0433953,0.0392135,0.0426217,0.0261709,0.0316059,0.0217618,0.057662,0.0175111,0.0151128,0.0319845,0,0.0272377,0.0396703,0,0,0.00972684,0,0,0.0247804,0.0417664,0.0404485,0.0310502,0.0201219,0.0253846,0.0506038,0.0451056,0.0536554,0.0362346,0.0568227,0.0368227,0.0441963,0.0663887,0.0117225,0.0489348,0.0201647,0.0208743,0.0621045,0.0621305,0,0,0,0,0,0,0,0
24,0.0461545,0,0,0,0,0.0488238,0,0,0,0,0,0.0383467,0,0.0330328,0.0301024,0,0,0.0142571,0,0,0.0491565,0.0514147,0.0331857,0.0233071,0.022771,0.029068,0.040842,0.0361768,0.0317058,0.0437399,0.0433348,0.0391981,0.0427026,0.0261362,0.0315951,0.0218608,0.0576148,0.0174198,0.0152804,0.0319129,0,0.0272865,0.0396499,0,0,0.00969379,0,0,0.0247759,0.0417673,0.0404707,0.030948,0.0201554,0.0252877,0.0505152,0.0451891,0.0537714,0.0362992,0.0568067,0.0368202,0.0441837,0.0663882,0.0117715,0.0489619,0.0202346,0.0208612,0.0620972,0.0620588,0,0,0,0,0,0,0,0
25,0.0461551,0,0,0,0,0.0488036,0,0,0,0,0,0.0383506,0,0.0330457,0.0303113,0,0,0.0142583,0,0,0.0491386,0.0512771,0.0333139,0.0229595,0.0230179,0.0289522,0.0409987,0.036136,0.0317435,0.0437542,0.0432611,0.0391076,0.0427585,0.0261012,0.0315525,0.0219007,0.0575017,0.0172481,0.0153097,0.0317878,0,0.0273243,0.039624,0,0,0.00968576,0,0,0.0247187,0.0417626,0.0406183,0.031003,0.0201902,0.0252472,0.0505482,0.0452407,0.0539857,0.0363613,0.0567446,0.0367864,0.0440723,0.0662806,0.0117744,0.0489901,0.0202294,0.0207929,0.0620314,0.0620277,0,0,0,0,0,0,0,0
26,0.0464172,0,0,0,0,0.0485597,0,0,0,0,0,0.0384551,0,0.0334199,0.0307872,0,0,0.0149469,0,0,0.0486408,0.0518975,0.0336156,0.023002,0.0230288,0.0279464,0.040228,0.0363867,0.0321881,0.0444856,0.0436883,0.0387513,0.0423207,0.025933,0.0317576,0.0215781,0.0579789,0.0173241,0.0158437,0.0327127,0,0.0284532,0.0400432,0,0,0.00992,0,0,0.0245454,0.0410105,0.0445116,0.0341661,0.0209594,0.0250169,0.0510647,0.0459807,0,0.0377195,0.0541219,0.0344736,0.0415996,0.0633893,0.0108064,0.0491851,0.0199187,0.0205917,0.0621686,0.0612813,0,0,0,0,0,0,0,0
27,0.0464242,0,0,0,0,0.0485471,0,0,0,0,0,0.0385347,0,0.033342,0.0308969,0,0,0.0149021,0,0,0.048532,0.051762,0.0336253,0.0229876,0.0228632,0.0279182,0.0402782,0.0363856,0.0321936,0.0445559,0.0437247,0.038794,0.0423154,0.0259248,0.0317551,0.0214867,0.0580234,0.0171984,0.0162191,0.0327123,0,0.0284804,0.0400854,0,0,0.00994332,0,0,0.0245227,0.0410144,0.0445271,0.034192,0.0209363,0.0249803,0.0510502,0.0459755,0,0.0377065,0.0541561,0.0344912,0.0416264,0.0633422,0.0107864,0.0491652,0.0198946,0.0206128,0.0620151,0.0613764,0,0,0,0,0,0,0,0
28,0.0464501,0,0,0,0,0.0484852,0,0,0,0,0,0.0385488,0,0.0333648,0.0309037,0,0,0.0149274,0,0,0.0484218,0.0516096,0.033672,0.0229843,0.0229801,0.0279099,0.0401991,0.0363685,0.0322434,0.04457,0.0437036,0.0389085,0.0422277,0.0259108,0.0317649,0.0214723,0.0579056,0.017133,0.0164018,0.0327047,0,0.0285043,0.040131,0,0,0.00993814,0,0,0.0244933,0.0409822,0.0445768,0.0342742,0.0209182,0.0249561,0.0509832,0.0459559,0,0.0376906,0.0541898,0.0345076,0.0416706,0.0633963,0.0107542,0.0490813,0.0198228,0.020629,0.0617694,0.0613934,0,0,0,0,0,0,0,0
29,0.0464782,0,0,0,0,0.0483937,0,0,0,0,0,0.0385704,0,0.0334093,0.0308011,0,0,0.0149805,0,0,0.0482879,0.0515995,0.0336602,0.0230434,0.0230737,0.0279056,0.0399495,0.0363864,0.0323069,0.0445599,0.0436508,0.0389211,0.0421937,0.0258877,0.0317769,0.0214658,0.0576472,0.017067,0.0165116,0.03269,0,0.0285149,0.0401769,0,0,0.00989897,0,0,0.0244378,0.0409559,0.0445794,0.0343588,0.0209127,0.0249103,0.0509831,0.0459137,0,0.0376479,0.0542955,0.0345128,0.0416843,0.0634603,0.0106859,0.0490463,0.0197588,0.0206519,0.0614945,0.0613863,0,0,0,0,0,0,0,0
30,0.046478,0,0,0,0,0.0483372,0,0,0,0,0,0.0385435,0,0.0335437,0.0307771,0,0,0.0149945,0,0,0.0482553,0.0517008,0.0336182,0.0231401,0.0231143,0.0278799,0.0398734,0.0364376,0.0323485,0.0445736,0.0435887,0.0390273,0.0422038,0.025938,0.0317927,0.0214807,0.0576037,0.0171082,0.0166856,0.0326745,0,0.0285352,0.0402195,0,0,0.00983038,0,0,0.0244053,0.0409353,0.0445718,0.0344333,0.0208855,0.0248382,0.0510112,0.0458801,0,0.0376115,0.0544631,0.034526,0.0416875,0.0634932,0.0106562,0.0490725,0.0197019,0.0206506,0.0614304,0.0613488,0,0,0,0,0,0,0,0
31,0.046471,0,0,0,0,0.0482879,0,0,0,0,0,0.0385258,0,0.0335231,0.0307016,0,0,0.0149694,0,0,0.0482919,0.0515479,0.0336551,0.0232641,0.0231687,0.0279221,0.0397748,0.0364411,0.0323712,0.0446165,0.0436018,0.0388855,0.0421966,0.0259426,0.0318039,0.021518,0.0577475,0.0172213,0.0168831,0.0327336,0,0.0285491,0.0402667,0,0,0.00973834,0,0,0.0243536,0.0409136,0.0446123,0.0345028,0.0208578,0.0247715,0.0510163,0.0458484,0,0.0375747,0.0545262,0.0345564,0.0417388,0.0635024,0.0106237,0.0490825,0.0196268,0.0206949,0.0613831,0.0613026,0,0,0,0,0,0,0,0
32,0.0464995,0,0,0,0,0.0481964,0,0,0,0,0,0.0385934,0,0.0333616,0.0307619,0,0,0.0150179,0,0,0.0482458,0.0515988,0.0336023,0.0234385,0.0232389,0.0279861,0.0395867,0.0364086,0.0323393,0.0445627,0.0437055,0.0387937,0.0421743,0.0259289,0.0318411,0.0214151,0.0577436,0.0171245,0.017059,0.0329662,0,0.028525,0.0403157,0,0,0.00965861,0,0,0.024273,0.0409012,0.0446315,0.0345937,0.0208477,0.024755,0.0509725,0.0458311,0,0.0375374,0.0545218,0.0346053,0.0417999,0.0635597,0.0105457,0.0490399,0.0194555,0.0207774,0.0611359,0.0612679,0,0,0,0,0,0,0,0
33,0.0464982,0,0,0,0,0.0481096,0,0,0,0,0,0.0386911,0,0.0333026,0.0309435,0,0,0.0150765,0,0,0.048158,0.0515722,0.033628,0.0234247,0.0232581,0.0280365,0.0395392,0.0363784,0.0323104,0.0445153,0.0438251,0.0389665,0.0420802,0.025912,0.031845,0.0213511,0.0575698,0.0169749,0.0171548,0.0332012,0,0.0284871,0.0403408,0,0,0.00962815,0,0,0.024174,0.0408583,0.044694,0.0346777,0.0208213,0.0247189,0.0509821,0.0457544,0,0.0374871,0.0545967,0.0346646,0.0418617,0.0636573,0.0104855,0.0489541,0.0192923,0.0208663,0.0608376,0.0612255,0,0,0,0,0,0,0,0
34,0.046489,0,0,0,0,0.0479954,0,0,0,0,0,0.0387024,0,0.0334137,0.0310619,0,0,0.0151302,0,0,0.0480639,0.051468,0.0336568,0.0236306,0.0233238,0.0281018,0.0395253,0.0363701,0.03227,0.0445039,0.0437062,0.0389544,0.0421401,0.0259936,0.031885,0.0213439,0.0575053,0.0168841,0.0171734,0.0330254,0,0.0285056,0.0404276,0,0,0.00979381,0,0,0.0242253,0.0408027,0.0447227,0.0347569,0.0207765,0.0247472,0.0511297,0.0456088,0,0.0374127,0.0547081,0.0347167,0.0419296,0.0636596,0.0105028,0.0489392,0.0195304,0.0207045,0.0608878,0.061214,0,0,0,0,0,0,0,0
35,0.0465035,0,0,0,0,0.0479109,0,0,0,0,0,0.0386637,0,0.0334792,0.0310062,0,0,0.0152219,0,0,0.0480103,0.0513521,0.033652,0.02378,0.0233199,0.0281272,0.0394706,0.0363959,0.0322607,0.0444936,0.0436178,0.0387474,0.0422193,0.0260668,0.0319469,0.0213958,0.0574621,0.0167928,0.0172345,0.0329227,0,0.0285524,0.0404849,0,0,0.0101614,0,0,0.0245445,0.0407799,0.0447404,0.0348394,0.0207711,0.0247292,0.0513205,0.0454953,0,0.0373232,0.054808,0.0347765,0.0419353,0.0636461,0.0105225,0.0490292,0.0202679,0.0202173,0.0609264,0.0612272,0,0,0,0,0,0,0,0
36,0.0465304,0,0,0,0,0.0478431,0,0,0,0,0,0.03868,0,0.0335139,0.0311382,0,0,0.0153287,0,0,0.0479413,0.0512192,0.0336418,0.0237093,0.0233171,0.0281389,0.0393619,0.0363613,0.0322376,0.0445642,0.0435697,0.0387942,0.0422561,0.0260164,0.0319656,0.0214134,0.0574415,0.0166823,0.0173099,0.0329263,0,0.0285528,0.040532,0,0,0.0103654,0,0,0.0247629,0.0407781,0.0447462,0.0349064,0.0208425,0.0246985,0.0514156,0.0454318,0,0.0373011,0.0548866,0.0348223,0.0419205,0.0636671,0.0105371,0.0491363,0.0206222,0.0198918,0.0608565,0.0612175,0,0,0,0,0,0,0,0
37,0.0465514,0,0,0,0,0.0477936,0,0,0,0,0,0.0386619,0,0.0335403,0.0311501,0,0,0.0154678,0,0,0.0478928,0.0510493,0.0336618,0.0236025,0.0232823,0.0282152,0.0393,0.0362884,0.0322338,0.0446144,0.0435821,0.0389684,0.0422173,0.0258982,0.031966,0.0214636,0.0574483,0.0166256,0.0172943,0.0329302,0,0.0285369,0.0405542,0,0,0.0104513,0,0,0.0250701,0.0407573,0.044793,0.0349085,0.0208144,0.024659,0.0513965,0.0453615,0,0.0372887,0.0549291,0.0348678,0.0419503,0.0636942,0.0105387,0.0492361,0.0208929,0.019527,0.0607958,0.0612087,0,0,0,0,0,0,0,0
