Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,RTHIA,RTHI,RTHII,x75,x77,x80,x79,x76,
1030,0.044931,0,0,0,0,0.0506127,0,0,0,0,0,0,0.0459517,0,0.0186734,0.0312293,0,0,0.0861575,0,0,0.0869382,0.0488452,0.0356304,0,0.00956465,0.0392091,0.0575497,0.0333325,0.0433928,0.042744,0.0274778,0.029616,0.033731,0.0182949,0.018353,0.0345658,0.0668743,0.210855,0.154397,0.0311107,0,0.033703,0.0485161,0.0413321,0,0,0.0246184,0,0,0.0289269,0.0460946,0.0433725,0.0228383,0.0253447,0.0315761,0.0481609,0.036882,0.0680074,0.0482071,0.0491831,0.0730505,0.0225,0.0374421,0.0139255,0,0.0563739,0.0602385,0,0,0,0.0627498,0,0.0484916,0,0,0,0,0,0
1031,0.0450912,0,0,0,0,0.0505176,0,0,0,0,0,0,0.046654,0,0.0192573,0.0321523,0,0,0.0866299,0,0,0.0870243,0.0485509,0.0369262,0,0.0100661,0.0389668,0.0574981,0.0332493,0.0423922,0.0420589,0.0282409,0.0294995,0.0341783,0.0181832,0.0187784,0.0362511,0.0670127,0.213039,0.154817,0.0303689,0,0.0334206,0.0478514,0.041427,0,0,0.0246824,0,0,0.028869,0.0463825,0.0433047,0.0227277,0.0253867,0.0318322,0.0479956,0.0376744,0.0678426,0.0478664,0.0490128,0.0732703,0.02288,0.0374495,0.0138841,0,0.056441,0.060019,0,0,0,0.0636822,0,0.0489771,0,0,0,0,0,0
1032,0.0452542,0,0,0,0,0.0503936,0,0,0,0,0,0,0.046722,0,0.0196881,0.0328473,0,0,0.087116,0,0,0.0872015,0.0482751,0.0375716,0,0.0106133,0.0387316,0.0575219,0.0332596,0.0414711,0.0413711,0.0288432,0.0295577,0.0339323,0.0180961,0.0193864,0.0367704,0.0670657,0.215517,0.155331,0.0295081,0,0.0331177,0.0472182,0.0415034,0,0,0.0247404,0,0,0.0288209,0.0466497,0.043094,0.022501,0.0251978,0.0320386,0.0478624,0.038547,0.0675187,0.0474971,0.0489553,0.073121,0.0231956,0.0373429,0.0137838,0,0.0565445,0.0598441,0,0,0,0.0644763,0,0.0495959,0,0,0,0,0,0
1033,0.0454595,0,0,0,0,0.0502281,0,0,0,0,0,0,0.0462496,0,0.0197621,0.0335333,0,0,0.0875657,0,0,0.0874143,0.0479371,0.0370059,0,0.0110884,0.0385971,0.0575867,0.0332189,0.0405532,0.0407825,0.0294017,0.0294147,0.0332059,0.0179091,0.0198278,0.036092,0.067031,0.218326,0.155772,0.028653,0,0.0328152,0.0466758,0.041511,0,0,0.024896,0,0,0.0287914,0.0469351,0.0427978,0.0222443,0.0250545,0.0322382,0.0477506,0.0395381,0.0671878,0.047114,0.0489395,0.0729771,0.0236217,0.03729,0.0136817,0,0.0566627,0.0597473,0,0,0,0.065459,0,0.0502512,0,0,0,0,0,0
1034,0.0461069,0,0,0,0,0.0496093,0,0,0,0,0,0,0.0449191,0,0.0204199,0.034645,0,0,0.0871271,0,0,0.089879,0.0464293,0.0374958,0,0.0110406,0.0377346,0.0573133,0.032175,0.0393451,0.0407201,0.0298779,0.0286276,0.0322638,0.0171732,0.0198732,0.0339893,0.0670876,0.217658,0.160185,0.0284539,0,0.0322221,0.0459125,0.0413739,0,0,0.025566,0,0,0.0280059,0.0479993,0.041209,0.0229555,0.0256631,0.0326024,0.0481802,0.0419494,0.06665,0.0466868,0.0486553,0.0725274,0.0230572,0.0366676,0.0146258,0,0.0564734,0.0593739,0,0,0,0.0672884,0,0.0514982,0,0,0,0,0,0
1035,0.0463386,0,0,0,0,0.0494445,0,0,0,0,0,0,0.0443362,0,0.0208434,0.0353746,0,0,0.0875517,0,0,0.090103,0.0459257,0.0374696,0,0.0115012,0.0378999,0.0575054,0.0322595,0.0388298,0.0404582,0.0301782,0.0286066,0.0318517,0.0172702,0.0205457,0.031391,0.0668889,0.220609,0.160847,0.0276204,0,0.0317341,0.0455582,0.0413935,0,0,0.0256624,0,0,0.0278966,0.0481547,0.0411734,0.0226731,0.0256932,0.0328578,0.0478287,0.0430041,0.0663332,0.0467088,0.0485808,0.072592,0.0235335,0.0366359,0.0145795,0,0.0564859,0.0592143,0,0,0,0.0681845,0,0.0523536,0,0,0,0,0,0
1036,0.046573,0,0,0,0,0.0492174,0,0,0,0,0,0,0.0433827,0,0.0213682,0.0362579,0,0,0.0881599,0,0,0.0901911,0.0452239,0.0371838,0,0.01194,0.0381977,0.0578904,0.0325092,0.0385357,0.0401967,0.0302503,0.0289413,0.0318513,0.0178685,0.0212447,0.0290532,0.0666289,0.223509,0.161485,0.0266713,0,0.0311982,0.04535,0.0414814,0,0,0.0256935,0,0,0.0277554,0.0483975,0.041414,0.022022,0.0256761,0.0332465,0.0473775,0.0441352,0.0659956,0.0466065,0.0483722,0.0727536,0.0238722,0.0366704,0.0145482,0,0.0563711,0.0590904,0,0,0,0.0689904,0,0.0531673,0,0,0,0,0,0
1037,0.0467628,0,0,0,0,0.0490361,0,0,0,0,0,0,0.0422387,0,0.0220648,0.0369151,0,0,0.0888596,0,0,0.0901515,0.0444362,0.0365211,0,0.0124895,0.0384851,0.0583814,0.0326106,0.0382114,0.0397292,0.0304343,0.0290662,0.0320486,0.0182908,0.0215509,0.0270335,0.0663892,0.226397,0.161954,0.0258539,0,0.0305989,0.0449608,0.0416039,0,0,0.0257782,0,0,0.0277183,0.0487697,0.0416852,0.0210912,0.0256454,0.0335485,0.046879,0.045389,0.0656935,0.0464149,0.04834,0.0728654,0.0241399,0.0367206,0.0144805,0,0.0561575,0.0595076,0,0,0,0.0697931,0,0.0540425,0,0,0,0,0,0
1038,0.0474502,0,0,0,0,0.0490388,0,0,0,0,0,0,0.0425335,0,0.0219522,0.0347166,0,0,0.0906921,0,0,0.0869923,0.0475791,0.034237,0,0.0137482,0.0393589,0.0583562,0.035857,0.0388222,0.037931,0.0314228,0.029991,0.0327981,0.019333,0.0225361,0.0247631,0.0669297,0.233497,0.157646,0.0300952,0,0.0302061,0.0468745,0.0417651,0,0,0.0255339,0,0,0.0281656,0.0466016,0.0394186,0.0238772,0.025241,0.0330769,0.044835,0.0494496,0.062604,0.0426865,0.0460889,0.0705556,0.0189602,0.0376601,0.0131785,0,0.0564294,0.0584456,0,0,0,0,0,0.0592405,0,0,0,0,0,0
1039,0.0470397,0,0,0,0,0.0487671,0,0,0,0,0,0,0.0406153,0,0.0231291,0.0383639,0,0,0.0903138,0,0,0.0893381,0.0436656,0.0349434,0,0.0137922,0.0390717,0.0592242,0.0330204,0.0377217,0.0387341,0.0308459,0.0295163,0.0321932,0.0186836,0.0218052,0.0236168,0.0657022,0.232449,0.161779,0.0249475,0,0.0291497,0.0438576,0.0415428,0,0,0.0259791,0,0,0.027912,0.0489333,0.0413739,0.0195039,0.0259702,0.0345216,0.0457981,0.0476953,0.0651137,0.0462311,0.048518,0.0732912,0.0243757,0.0368018,0.0139653,0,0.0554421,0.0604185,0,0,0,0.0719224,0,0.0562359,0,0,0,0,0,0
1040,0.0472551,0,0,0,0,0.0485055,0,0,0,0,0,0,0.0394579,0,0.0239922,0.0388264,0,0,0.0906534,0,0,0.0899424,0.042837,0.0351711,0,0.0137728,0.0389974,0.0593794,0.0322966,0.0373463,0.0389201,0.0309842,0.0294166,0.0321467,0.0185441,0.0220235,0.0230876,0.0653145,0.233734,0.163096,0.0250664,0,0.0280306,0.0431483,0.0419048,0,0,0.0262582,0,0,0.02777,0.0493438,0.0408164,0.019024,0.0263516,0.0353829,0.0456414,0.0488537,0.065152,0.0467446,0.0489522,0.0736117,0.0238674,0.0366491,0.0139722,0,0.0549429,0.0607695,0,0,0,0.0725966,0,0.05711,0,0,0,0,0,0
1041,0.0473569,0,0,0,0,0.0484842,0,0,0,0,0,0,0.0382771,0,0.0246677,0.0388511,0,0,0.0909979,0,0,0.0899899,0.042359,0.0351794,0,0.0138892,0.0388864,0.0596549,0.0320891,0.0373885,0.0387671,0.0307895,0.0296258,0.0323885,0.0184406,0.0224121,0.0229897,0.0649978,0.235523,0.163566,0.0267411,0,0.0274231,0.0425737,0.0421488,0,0,0.0265893,0,0,0.0278943,0.0493648,0.040319,0.0187719,0.0258502,0.0356175,0.0455581,0.0492262,0.0658158,0.0476489,0.0495713,0.0734493,0.0222514,0.0364358,0.0138199,0,0.0548335,0.0608833,0,0,0,0.0729307,0,0.0575411,0,0,0,0,0,0
1042,0.0478681,0,0,0,0,0.0487323,0,0,0,0,0,0,0.0378818,0,0.0249971,0.0362147,0,0,0.0919753,0,0,0.0878731,0.0452945,0.0336255,0,0.0146065,0.0388889,0.0594251,0.034834,0.0383037,0.0371341,0.0310865,0.0306362,0.0335889,0.0191221,0.0235597,0.0224578,0.0652962,0.240187,0.1606,0.0370607,0,0.0283528,0.0439318,0.0426145,0,0,0.0264864,0,0,0.0284676,0.048291,0.0377804,0.0227008,0.0224877,0.034178,0.0443784,0.0517093,0.0648828,0.0455289,0.0480987,0.0698711,0.0143439,0.0369314,0.0125601,0,0.0555683,0.0593339,0,0,0,0,0,0.0613058,0,0,0,0,0,0
1043,0.0474019,0,0,0,0,0.048481,0,0,0,0,0,0,0.0361125,0,0.0260349,0.0389691,0,0,0.091319,0,0,0.090037,0.0416014,0.0353375,0,0.0138877,0.0391198,0.0599048,0.0316638,0.0374792,0.0383805,0.0305447,0.0298642,0.0329253,0.0182003,0.0232126,0.0232145,0.0642598,0.238265,0.16446,0.0304904,0,0.0265015,0.041043,0.0424533,0,0,0.0272772,0,0,0.0279177,0.0494312,0.0392992,0.0183,0.0249459,0.0357495,0.0458389,0.0496326,0.067221,0.049105,0.0505793,0.0732505,0.0179686,0.0357288,0.0137521,0,0.0545275,0.0611306,0,0,0,0.0734015,0,0.0579126,0,0,0,0,0,0
1044,0.0474844,0,0,0,0,0.0485138,0,0,0,0,0,0,0.0360089,0,0.0265089,0.038543,0,0,0.0924058,0,0,0.0876585,0.0423571,0.0345079,0,0.0145645,0.0400003,0.0602086,0.032754,0.037738,0.0378068,0.0307664,0.0303173,0.0332639,0.0186224,0.0239463,0.0228417,0.0638616,0.242813,0.160739,0.0326131,0,0.0257646,0.0404113,0.0429205,0,0,0.0272687,0,0,0.0287172,0.0488134,0.0381637,0.0176199,0.0243792,0.0355293,0.0458731,0.0492289,0.0680098,0.0497768,0.0510221,0.0742907,0.0155735,0.0355397,0.0122544,0,0.0544226,0.0612885,0,0,0,0.0733367,0,0.0576679,0,0,0,0,0,0
1045,0.0475029,0,0,0,0,0.0485594,0,0,0,0,0,0,0.0354387,0,0.0269542,0.0384932,0,0,0.0922692,0,0,0.0878727,0.0423865,0.0347449,0,0.0147226,0.0405779,0.0602252,0.0331874,0.0378163,0.0377063,0.0310291,0.0303525,0.0332645,0.0187065,0.0243704,0.0225363,0.0635643,0.243549,0.16094,0.0361289,0,0.0256527,0.0393233,0.0430244,0,0,0.0276742,0,0,0.0288401,0.0487082,0.0378319,0.0172276,0.0239754,0.0355017,0.0464463,0.0486055,0.0683739,0.0502618,0.0512654,0.0738198,0.0125661,0.0350027,0.0120268,0,0.0543848,0.0612787,0,0,0,0.0725427,0,0.0571188,0,0,0,0,0,0
1046,0.0474476,0,0,0,0,0.0486698,0,0,0,0,0,0,0.0348916,0,0.0274379,0.0384441,0,0,0.0920134,0,0,0.0880471,0.0424229,0.03488,0,0.0150098,0.0412256,0.0601902,0.0337367,0.0378912,0.0375389,0.0313708,0.0304131,0.0332824,0.0186989,0.0245506,0.0222463,0.0633184,0.24406,0.161171,0.0403281,0,0.0257535,0.038005,0.0431195,0,0,0.0280911,0,0,0.0289675,0.0485822,0.037813,0.0167698,0.0237105,0.0354685,0.0471452,0.047731,0.0682007,0.0504189,0.051399,0.0738401,0.0099936,0.0344321,0.0117216,0,0.0544516,0.0612622,0,0,0,0.0715208,0,0.0565472,0,0,0,0,0,0
1047,0.0473409,0,0,0,0,0.0487044,0,0,0,0,0,0,0.0342375,0,0.0279418,0.0384283,0,0,0.0917526,0,0,0.0880835,0.0424057,0.0349035,0,0.0151902,0.0419661,0.0600912,0.0341174,0.0380115,0.0374151,0.0317173,0.0303664,0.0332288,0.0186279,0.0247979,0.0221645,0.0631178,0.244457,0.161352,0.0436449,0,0.0260252,0.0366493,0.043282,0,0,0.0285478,0,0,0.0290821,0.0485205,0.0379377,0.0163172,0.0235926,0.0355868,0.0479293,0.0468133,0.0678661,0.0501572,0.051445,0.073827,0.00857458,0.0338439,0.0113397,0,0.0544531,0.0613447,0,0,0,0.0707684,0,0.0561148,0,0,0,0,0,0
1048,0.0472671,0,0,0,0,0.0486506,0,0,0,0,0,0,0.0333213,0,0.0284336,0.0385637,0,0,0.0915218,0,0,0.0880667,0.0422829,0.0346817,0,0.0153207,0.04279,0.0600145,0.0343088,0.0383188,0.0373661,0.0317111,0.0302924,0.0332459,0.0186088,0.0248882,0.0224548,0.0628928,0.244841,0.161482,0.044963,0,0.0263901,0.0352098,0.0434507,0,0,0.0289592,0,0,0.0290194,0.048561,0.0383515,0.0156693,0.0233339,0.0358757,0.048757,0.0459124,0.0673576,0.0493229,0.0510537,0.0730446,0.00844556,0.0332932,0.0110439,0,0.0544182,0.0615966,0,0,0,0.0702507,0,0.0559383,0,0,0,0,0,0
1049,0.0471872,0,0,0,0,0.0485522,0,0,0,0,0,0,0.032236,0,0.0289161,0.0390248,0,0,0.0913606,0,0,0.088106,0.0420027,0.0343801,0,0.0154294,0.0435546,0.0600013,0.0342315,0.0386527,0.0373957,0.0313573,0.0302784,0.0332902,0.0186356,0.0248805,0.0230015,0.0626927,0.245256,0.161554,0.0446314,0,0.0263887,0.0336751,0.0436027,0,0,0.029286,0,0,0.0288664,0.0486534,0.0395658,0.0150534,0.0226166,0.0363281,0.049554,0.0449897,0.0666066,0.0479226,0.0503712,0.0722954,0.00909182,0.032809,0.0109427,0,0.0543647,0.0618912,0,0,0,0.0700101,0,0.0558906,0,0,0,0,0,0
1050,0.0471775,0,0,0,0,0.0483412,0,0,0,0,0,0,0.0311891,0,0.0293135,0.0395118,0,0,0.0912585,0,0,0.0881158,0.0414718,0.0342291,0,0.015409,0.0442361,0.0600409,0.0338341,0.0388425,0.0375223,0.0307645,0.0303151,0.033348,0.0186169,0.0247599,0.0237339,0.0624564,0.245709,0.161464,0.0435167,0,0.0259991,0.0320603,0.0437749,0,0,0.0293633,0,0,0.0287863,0.048814,0.0413896,0.0143354,0.0215059,0.0369207,0.0502586,0.0439671,0.0657751,0.0462848,0.0495567,0.0719096,0.00994647,0.0324353,0.0108303,0,0.0542258,0.0622788,0,0,0,0.0700132,0,0.0558117,0,0,0,0,0,0
1051,0.0471184,0,0,0,0,0.0481132,0,0,0,0,0,0,0.0302451,0,0.0297974,0.0400579,0,0,0.0910546,0,0,0.088019,0.0407309,0.0340731,0,0.0153273,0.0446605,0.0601214,0.0333451,0.0392004,0.0376223,0.0300103,0.0303698,0.0335096,0.018502,0.0245392,0.0247011,0.062189,0.246219,0.161429,0.0416207,0,0.0253263,0.0307341,0.043948,0,0,0.0292975,0,0,0.0288458,0.0491026,0.0434113,0.0136663,0.0202099,0.0375622,0.0507943,0.0429032,0.0649369,0.0447278,0.0487279,0.0715952,0.0108623,0.0322235,0.0106888,0,0.0540174,0.0627745,0,0,0,0.070381,0,0.0558259,0,0,0,0,0,0
1052,0.0469627,0,0,0,0,0.0477082,0,0,0,0,0,0,0.0300712,0,0.0301249,0.041543,0,0,0.0897745,0,0,0.0902868,0.039511,0.0346434,0,0.0145715,0.0449729,0.0603804,0.0313789,0.0387238,0.03887,0.0301434,0.0298978,0.033174,0.0179084,0.0244272,0.0249886,0.0614884,0.243646,0.165077,0.0389366,0,0.0254731,0.0313501,0.0438543,0,0,0.0296711,0,0,0.0283443,0.0498624,0.0473414,0.0124746,0.0227613,0.0393249,0.0514854,0.0400354,0.0647657,0.0441923,0.0479629,0.0712115,0.0124515,0.0318833,0.011921,0,0.0533599,0.0638689,0,0,0,0.0673933,0.0479126,0.0546496,0,0,0,0,0,0
1053,0.0469597,0,0,0,0,0.0478189,0,0,0,0,0,0,0.0287247,0,0.0303889,0.041842,0,0,0.0907175,0,0,0.0879837,0.038728,0.033809,0,0.0149412,0.0445247,0.0602268,0.0320865,0.0395895,0.0380048,0.0281924,0.0301895,0.0335235,0.0179943,0.0240054,0.026523,0.0620088,0.247152,0.16177,0.0357843,0,0.023271,0.0290405,0.044146,0,0,0.0291417,0,0,0.0289226,0.0502054,0.0464768,0.0131709,0.0173396,0.0384606,0.0513196,0.0408835,0.0631703,0.0427539,0.0476725,0.0706965,0.0142196,0.0322063,0.010799,0,0.0536962,0.0637538,0,0,0,0.072172,0,0.0566628,0,0,0,0,0,0
1054,0.0469935,0,0,0,0,0.0474654,0,0,0,0,0,0,0.0275466,0,0.0304324,0.0430671,0,0,0.0896488,0,0,0.0904787,0.0368392,0.0346745,0,0.0141709,0.0438149,0.0599308,0.0305933,0.0397356,0.0386806,0.0273817,0.0296146,0.033321,0.0174335,0.023464,0.027552,0.0619155,0.244134,0.165764,0.0326347,0,0.0227421,0.027935,0.043986,0,0,0.0293068,0,0,0.028094,0.0515332,0.0476768,0.0139216,0.0165639,0.0391442,0.0517719,0.0399137,0.0627912,0.0423221,0.0472598,0.0705468,0.0170469,0.0321119,0.0122284,0,0.0532505,0.0642593,0,0,0,0.0728197,0,0.0569701,0,0,0,0,0,0
1055,0.0470213,0,0,0,0,0.0470761,0,0,0,0,0,0,0.0273117,0,0.0305426,0.0441104,0,0,0.0897783,0,0,0.0903703,0.0362294,0.0348006,0,0.014409,0.0439145,0.0605381,0.0294705,0.0395876,0.0395254,0.0279286,0.0293476,0.0329823,0.0171693,0.0235577,0.0269762,0.0614967,0.244647,0.165499,0.0298917,0,0.0227811,0.029018,0.0439189,0,0,0.0291384,0,0,0.0280912,0.0520574,0.0499485,0.0135156,0.0193562,0.0404521,0.0515409,0.0362743,0.0635847,0.0428503,0.0471974,0.071137,0.022959,0.0320801,0.0122927,0,0.0525121,0.0655691,0,0,0,0.0706774,0.0486352,0.0555953,0,0,0,0,0,0
1056,0.0469912,0,0,0,0,0.0469639,0,0,0,0,0,0,0.0265483,0,0.030573,0.0447681,0,0,0.089949,0,0,0.0903946,0.035177,0.0349475,0,0.0144391,0.0431078,0.0605795,0.0291276,0.0399907,0.039738,0.0272798,0.0291636,0.0327707,0.0169931,0.0233073,0.0272488,0.0616498,0.244434,0.165614,0.0272591,0,0.022069,0.0284208,0.0438631,0,0,0.0288091,0,0,0.0279965,0.0528991,0.0508372,0.0144,0.0186962,0.0406699,0.0513043,0.0349453,0.0633727,0.0425028,0.0468667,0.0715479,0.02782,0.0322564,0.0123789,0,0.0522786,0.0659669,0,0,0,0.0720144,0.0484697,0.0563764,0,0,0,0,0,0
1057,0.0469558,0,0,0,0,0.0468497,0,0,0,0,0,0,0.026204,0,0.030602,0.0452043,0,0,0.0902184,0,0,0.0903719,0.0341644,0.0349478,0,0.0142736,0.0422483,0.0606311,0.0288818,0.0404295,0.0398138,0.0266779,0.0288827,0.0326051,0.0168003,0.023207,0.0279879,0.0617843,0.244231,0.165678,0.0252123,0,0.0215204,0.0278132,0.043863,0,0,0.0285918,0,0,0.0279565,0.0537106,0.0520569,0.0152773,0.01847,0.0409106,0.0510829,0.0336228,0.0630508,0.0421437,0.0465573,0.071925,0.0328834,0.0324189,0.0124178,0,0.0520113,0.0662934,0,0,0,0.0733293,0.0478072,0.0573085,0,0,0,0,0,0
1058,0.0469882,0,0,0,0,0.0468067,0,0,0,0,0,0,0.0252941,0,0.0305125,0.045015,0,0,0.0904567,0,0,0.0903618,0.0330488,0.034913,0,0.0139131,0.0410478,0.0601637,0.0293842,0.0415625,0.039424,0.0251549,0.0286882,0.0326715,0.0166237,0.0226557,0.0296619,0.0622883,0.243759,0.165938,0.0231149,0,0.0199087,0.0251858,0.0439148,0,0,0.0283175,0,0,0.0277799,0.0543373,0.051394,0.0166442,0.0156417,0.0402917,0.050862,0.0345473,0.0624323,0.0411122,0.0463033,0.0724712,0.0361917,0.0326227,0.0125927,0,0.0520408,0.0659374,0,0,0,0.0779832,0,0.0598748,0,0,0,0,0,0
1059,0.0468572,0,0,0,0,0.0467313,0,0,0,0,0,0,0.0251539,0,0.0303193,0.0451651,0,0,0.0905944,0,0,0.0903059,0.0323855,0.0349645,0,0.0137019,0.0405955,0.0602988,0.0293076,0.0418094,0.039576,0.0246456,0.0284292,0.0327807,0.0164131,0.0224165,0.0299824,0.0623372,0.24344,0.165982,0.0222523,0,0.0199883,0.024759,0.0438223,0,0,0.0281828,0,0,0.0277943,0.0546132,0.0525683,0.017167,0.0164848,0.0406075,0.0506154,0.0332336,0.0624011,0.0406868,0.045966,0.0728262,0.0408461,0.0326539,0.0126969,0,0.0518032,0.0662495,0,0,0,0.0787614,0,0.060146,0,0,0,0,0,0
1060,0.0464765,0,0,0,0,0.0467918,0,0,0,0,0,0,0.0255132,0,0.029892,0.0457607,0,0,0.0905994,0,0,0.0901324,0.0322114,0.0348283,0,0.0138628,0.0406781,0.0610592,0.0289774,0.0416215,0.0399818,0.0249214,0.0283172,0.0329884,0.0162069,0.0224639,0.0296319,0.0620331,0.243369,0.165726,0.0227327,0,0.0217335,0.0264679,0.0434836,0,0,0.028255,0,0,0.0279917,0.0547282,0.0560748,0.0170138,0.0196717,0.0415451,0.0504328,0.0301013,0.0624315,0.0406259,0.0454164,0.0727989,0.0464199,0.0325416,0.0127775,0,0.0514911,0.0669189,0,0,0,0.075754,0.0454012,0.0586077,0,0,0,0,0,0
1061,0.046314,0,0,0,0,0.0468102,0,0,0,0,0,0,0.0252512,0,0.0297925,0.0456667,0,0,0.0905952,0,0,0.0901215,0.0318354,0.0347109,0,0.0135732,0.0406006,0.061169,0.0290936,0.0418444,0.0401169,0.0244769,0.0282243,0.0330798,0.0160517,0.0222548,0.0303526,0.0620539,0.242915,0.165686,0.0227656,0,0.0217374,0.0262699,0.0434107,0,0,0.0283475,0,0,0.0280912,0.0548339,0.0569619,0.017249,0.020344,0.0418164,0.0502739,0.0292991,0.0622115,0.0402256,0.0451505,0.072821,0.049436,0.0325281,0.0129514,0,0.0513306,0.0669438,0,0,0,0.0756628,0.0448904,0.0587896,0,0,0,0,0,0
1062,0.0461385,0,0,0,0,0.0468497,0,0,0,0,0,0,0.024881,0,0.0297791,0.0453978,0,0,0.0905352,0,0,0.0901306,0.0316013,0.0346425,0,0.0134097,0.0407576,0.061258,0.0292371,0.0424209,0.0401983,0.0240182,0.0282499,0.0330634,0.0159494,0.0219949,0.0311434,0.0619602,0.242402,0.165499,0.02306,0,0.0218571,0.0261727,0.0433409,0,0,0.0284961,0,0,0.0282562,0.0548281,0.0575754,0.0172914,0.0212194,0.0419866,0.0501549,0.0285744,0.062093,0.03991,0.0449722,0.0730369,0.0517936,0.0324934,0.0130427,0,0.0512538,0.066987,0,0,0,0.0753413,0.0444023,0.0588584,0,0,0,0,0,0
1063,0.0459361,0,0,0,0,0.0469114,0,0,0,0,0,0,0.0247853,0,0.0297956,0.0449075,0,0,0.0903914,0,0,0.090167,0.031491,0.0347263,0,0.0134534,0.0410947,0.0614087,0.0293193,0.0429208,0.0402519,0.0236192,0.0282629,0.0331928,0.015947,0.0217642,0.0318046,0.0618076,0.241866,0.165252,0.0234788,0,0.0220608,0.0259964,0.0432644,0,0,0.0286763,0,0,0.0285223,0.0548,0.058268,0.0171649,0.0222093,0.0421093,0.0501336,0.0278968,0.0622127,0.0397799,0.0449029,0.0734428,0.0535909,0.0323508,0.0130491,0,0.0512709,0.0669963,0,0,0,0.0749219,0.0439981,0.0588235,0,0,0,0,0,0
1064,0.0457214,0,0,0,0,0.0469777,0,0,0,0,0,0,0.0243222,0,0.0297461,0.0443625,0,0,0.0902245,0,0,0.090233,0.0315189,0.034949,0,0.0134218,0.0415301,0.0615679,0.029451,0.0430878,0.0403032,0.0233054,0.0282867,0.0332763,0.0159629,0.0215967,0.032276,0.061612,0.241268,0.164893,0.0238145,0,0.0222667,0.0258289,0.0432208,0,0,0.028893,0,0,0.0286783,0.054847,0.0592482,0.0169237,0.0231357,0.0422124,0.0501976,0.0274059,0.0621807,0.0397575,0.0450019,0.0739837,0.0549964,0.0320771,0.0130333,0,0.0513571,0.066994,0,0,0,0.0743569,0.0436896,0.0586971,0,0,0,0,0,0
1065,0.0455313,0,0,0,0,0.0470578,0,0,0,0,0,0,0.0238457,0,0.0295742,0.043852,0,0,0.0899837,0,0,0.0902296,0.0316067,0.0353459,0,0.0133414,0.0420407,0.0617147,0.0296761,0.0430859,0.0402513,0.0230674,0.0282986,0.0333332,0.0159746,0.0215766,0.0325104,0.0613933,0.240564,0.164556,0.024022,0,0.0223126,0.0256109,0.0431848,0,0,0.0291559,0,0,0.0287802,0.0549918,0.0600404,0.0166592,0.0239692,0.0422683,0.0502652,0.0269968,0.0617746,0.0397524,0.0450234,0.0743783,0.0561962,0.0318285,0.0130288,0,0.0514614,0.0670455,0,0,0,0.073757,0.0434337,0.0585841,0,0,0,0,0,0
1066,0.0456855,0,0,0,0,0.0467505,0,0,0,0,0,0,0.0235299,0,0.0302629,0.0436283,0,0,0.0900374,0,0,0.0902145,0.0310172,0.0355892,0,0.0127748,0.0425247,0.0614264,0.0291347,0.0434772,0.0404381,0.0230448,0.028179,0.0333335,0.0159258,0.0215909,0.032585,0.0610161,0.239921,0.163863,0.0244955,0,0.0218994,0.0250837,0.0437011,0,0,0.0292408,0,0,0.0291685,0.0558663,0.0600526,0.0169204,0.0250145,0.0428792,0.0503574,0.0267295,0.061677,0.0401241,0.0452297,0.0745057,0.0574809,0.0316909,0.0126679,0,0.0510737,0.0673106,0,0,0,0.0723621,0.0426581,0.0582954,0,0,0,0,0,0
1067,0.0453213,0,0,0,0,0.0470649,0,0,0,0,0,0,0.023429,0,0.0296516,0.0431563,0,0,0.0893886,0,0,0.0903692,0.0317058,0.0352646,0,0.0131422,0.0429393,0.0618138,0.0299032,0.0439202,0.040237,0.0228331,0.0282846,0.0335325,0.0159661,0.0215373,0.0331045,0.0609513,0.238685,0.163654,0.0244254,0,0.0224726,0.0249693,0.0432795,0,0,0.0295714,0,0,0.0291358,0.055714,0.0603803,0.0163363,0.0255216,0.042385,0.0503872,0.026264,0.0615484,0.0394383,0.0447372,0.0749516,0.0574559,0.0315703,0.0129392,0,0.0514091,0.0671047,0,0,0,0.072314,0.0425332,0.0587959,0,0,0,0,0,0
