Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,RTHIA,RTHI,RTHII,x75,x77,x80,x79,x76,
349,0.047049,0,0,0,0,0.0435889,0,0,0,0,0,0,0.0299039,0,0.0235778,0.0267777,0,0,0.00781008,0,0,0.038055,0.0479757,0.0436601,0.0198676,0.00854565,0.0454321,0.0231785,0.0304264,0.0501844,0.0495901,0.0225566,0.0322708,0.0359102,0.0185936,0.0133378,0.0813218,0.0501532,0,0.0194232,0.0253945,0,0.0211565,0.0426207,0.0458758,0,0,0.0317193,0,0,0.0343422,0.0432513,0.0394887,0.0205379,0.0168988,0.0424918,0.0495342,0.0352247,0.0619374,0.0414456,0.044934,0.068397,0.0192144,0.031408,0.0376376,0.0215106,0.0499227,0.0642225,0,0,0,0.0663692,0.0422597,0.0492696,0,0,0,0,0,0
350,0.0470181,0,0,0,0,0.0434517,0,0,0,0,0,0,0.0315517,0,0.0238111,0.0267596,0,0,0.00766532,0,0,0.0380772,0.0482596,0.0441346,0.0197257,0.00877891,0.0456297,0.0231578,0.0306175,0.0503769,0.0496737,0.0225936,0.0325838,0.036036,0.0190113,0.0136659,0.0832114,0.0503662,0,0.0193883,0.0259695,0,0.0212681,0.0431985,0.0457566,0,0,0.0314354,0,0,0.0342459,0.0433532,0.0397161,0.020392,0.0169204,0.0420206,0.0491722,0.0351855,0.0618559,0.0415008,0.0449739,0.0683053,0.0184239,0.0315264,0.0376183,0.0214962,0.0497191,0.0644942,0,0,0,0.0660843,0.0420305,0.0492677,0,0,0,0,0,0
351,0.0470229,0,0,0,0,0.0433079,0,0,0,0,0,0,0.0327044,0,0.0240763,0.026699,0,0,0.00756372,0,0,0.0381529,0.0484382,0.0445405,0.0195758,0.00918376,0.045911,0.0232081,0.0307953,0.0505722,0.049684,0.0225164,0.0328243,0.0361081,0.0194761,0.014198,0.0852102,0.0505087,0,0.0193834,0.026557,0,0.0214907,0.0436546,0.0456019,0,0,0.0312133,0,0,0.0341778,0.0434683,0.039834,0.0202355,0.0169882,0.0416915,0.0488795,0.0349166,0.0616678,0.0414154,0.0449797,0.0681386,0.0176855,0.0316925,0.0375406,0.0214443,0.0494963,0.0646301,0,0,0,0.0656977,0.0417418,0.0492095,0,0,0,0,0,0
352,0.0472079,0,0,0,0,0.0431428,0,0,0,0,0,0,0.0293308,0,0.0325142,0.0259972,0,0,0.00778584,0,0,0.0386779,0.0495232,0.0492206,0.0205266,0.0138317,0.0472828,0.0239618,0.0308293,0.0527268,0.0513358,0.0210277,0.0328251,0.0352998,0.0191031,0.0149562,0.0738342,0.050608,0,0.0191444,0.0265187,0,0.0213688,0.0444049,0.0449164,0,0,0.0312741,0,0,0.0340435,0.0428931,0.0397744,0.0190418,0.0170327,0.041322,0.0480883,0.0337305,0.0618895,0.0417064,0.0452809,0.0684027,0.0174842,0.0317177,0.037067,0.0217178,0.0492336,0.0647887,0,0,0,0.0651199,0.0409899,0.0487171,0,0,0,0,0,0
353,0.0472265,0,0,0,0,0.043074,0,0,0,0,0,0,0.029336,0,0.0327538,0.0260626,0,0,0.00764593,0,0,0.0388019,0.0496538,0.0494728,0.0205611,0.0143685,0.0483159,0.0241116,0.0312064,0.0530131,0.0513595,0.0207755,0.0330679,0.0353044,0.0195987,0.0160408,0.0750667,0.0506227,0,0.019175,0.026929,0,0.0216,0.0448425,0.0447045,0,0,0.0311622,0,0,0.0340043,0.0430978,0.0400434,0.0188627,0.0172607,0.0412025,0.0479526,0.0334621,0.0617593,0.0416649,0.0452534,0.0683364,0.0171089,0.0316153,0.0369989,0.0217451,0.049101,0.0647721,0,0,0,0.0645056,0.0406304,0.0486196,0,0,0,0,0,0
354,0.0472776,0,0,0,0,0.043015,0,0,0,0,0,0,0.0294945,0,0.0329017,0.0261518,0,0,0.00751349,0,0,0.0389005,0.0498054,0.0497926,0.020697,0.0149566,0.0487591,0.0242725,0.0315155,0.0532983,0.0513502,0.0204926,0.0333179,0.0352427,0.0202636,0.0172578,0.0761179,0.0505089,0,0.0192041,0.0271751,0,0.0217311,0.0453329,0.0445413,0,0,0.0310873,0,0,0.0339385,0.0432746,0.0403855,0.0186198,0.0174648,0.0411474,0.0477945,0.0333014,0.0616076,0.0416907,0.04527,0.0682657,0.0168358,0.0315049,0.0369104,0.0217352,0.0489682,0.0647486,0,0,0,0.0639026,0.0403198,0.0486027,0,0,0,0,0,0
355,0.0472555,0,0,0,0,0.0430031,0,0,0,0,0,0,0.0297848,0,0.0330428,0.0262901,0,0,0.00742983,0,0,0.0390051,0.0499518,0.0502176,0.0208569,0.0156273,0.0489638,0.0244268,0.0319018,0.0536404,0.0512924,0.0201891,0.033642,0.0352266,0.0209082,0.0184774,0.0771668,0.0504021,0,0.0192211,0.0274061,0,0.0218001,0.0458608,0.0443255,0,0,0.0311154,0,0,0.0339498,0.0434938,0.040626,0.018296,0.0176735,0.0411824,0.0476423,0.0332946,0.0615074,0.0418215,0.0452673,0.0681411,0.016428,0.0315132,0.0368353,0.021712,0.04882,0.0646963,0,0,0,0.0632533,0.0400738,0.0487154,0,0,0,0,0,0
356,0.0472212,0,0,0,0,0.0430124,0,0,0,0,0,0,0.0300488,0,0.0332171,0.0264725,0,0,0.00732993,0,0,0.0391359,0.0501293,0.0507922,0.020991,0.0164369,0.0494828,0.0245345,0.03239,0.0540254,0.0511695,0.0198497,0.0340287,0.0352926,0.0215659,0.0197976,0.0783867,0.0502643,0,0.0192583,0.0276127,0,0.0220523,0.0464362,0.0440731,0,0,0.0311896,0,0,0.0340393,0.0437169,0.0406142,0.0179647,0.017915,0.0411131,0.047575,0.0332182,0.0613327,0.0419137,0.0452454,0.0680704,0.0159815,0.0314227,0.0367466,0.0216758,0.0487669,0.0645544,0,0,0,0.0625442,0.0398211,0.0489499,0,0,0,0,0,0
357,0.0471949,0,0,0,0,0.0430136,0,0,0,0,0,0,0.0303883,0,0.0334411,0.0266587,0,0,0.00725796,0,0,0.0392542,0.0503283,0.0516245,0.0211342,0.0174015,0.0503741,0.0246609,0.0330186,0.0544485,0.0509491,0.0193726,0.0343695,0.0353498,0.0222943,0.0211654,0.0798133,0.0500372,0,0.0192897,0.0278757,0,0.0223062,0.0471598,0.0438131,0,0,0.0313252,0,0,0.0341364,0.0439521,0.0408699,0.0175888,0.0182009,0.0410264,0.0475506,0.033107,0.0611618,0.0419535,0.0452604,0.0680061,0.0158208,0.0312473,0.0366509,0.0216956,0.0487946,0.0643439,0,0,0,0.0618995,0.0395571,0.0489812,0,0,0,0,0,0
358,0.0471783,0,0,0,0,0.043003,0,0,0,0,0,0,0.0309646,0,0.0338104,0.0269038,0,0,0.00720383,0,0,0.0393223,0.0505435,0.0525344,0.0213556,0.0184231,0.051039,0.0248102,0.0337591,0.0549816,0.0507163,0.018877,0.0347546,0.0354192,0.0230773,0.022442,0.0814612,0.0497886,0,0.0192938,0.0281704,0,0.0225234,0.0479638,0.0435615,0,0,0.0315745,0,0,0.0341277,0.0442354,0.0412687,0.0171863,0.0185091,0.0409803,0.0475307,0.033045,0.060982,0.0419365,0.0452343,0.0678656,0.0157465,0.03117,0.0365103,0.0217474,0.0487905,0.0641677,0,0,0,0.0612975,0.0392976,0.04896,0,0,0,0,0,0
359,0.0471497,0,0,0,0,0.0430054,0,0,0,0,0,0,0.0316528,0,0.0342017,0.027237,0,0,0.00714495,0,0,0.0393359,0.0507707,0.0534915,0.0216138,0.0194984,0.0513342,0.0248771,0.0345683,0.0556412,0.0505016,0.0184244,0.0351728,0.0355498,0.0237465,0.0234543,0.0832131,0.0495817,0,0.0192962,0.0283777,0,0.0227021,0.0487024,0.0433567,0,0,0.0318056,0,0,0.0340657,0.0445602,0.0416769,0.0167723,0.0188445,0.0409827,0.0475115,0.0330172,0.0608476,0.0419271,0.0452284,0.0675399,0.0156649,0.0310928,0.036357,0.0217836,0.0487557,0.0639546,0,0,0,0.0608226,0.0390006,0.0489213,0,0,0,0,0,0
360,0.0471275,0,0,0,0,0.0430012,0,0,0,0,0,0,0.032378,0,0.0345329,0.0275825,0,0,0.00710115,0,0,0.0393768,0.0510484,0.0545902,0.0218532,0.0206258,0.051815,0.0249468,0.0353763,0.0563636,0.050223,0.0179195,0.0356689,0.0356799,0.0243076,0.0242752,0.0849928,0.0494845,0,0.0193325,0.0284865,0,0.0229693,0.0494464,0.0431532,0,0,0.0319355,0,0,0.0339899,0.0449572,0.0419741,0.0163632,0.0191654,0.0409415,0.0475818,0.032874,0.0606742,0.0419173,0.0452619,0.0673583,0.0155662,0.0309624,0.0361723,0.0217656,0.0487163,0.0636906,0,0,0,0.0603411,0.0386318,0.0489264,0,0,0,0,0,0
361,0.0471337,0,0,0,0,0.0429918,0,0,0,0,0,0,0.0331526,0,0.03486,0.0280116,0,0,0.00705427,0,0,0.0394293,0.0513604,0.0556592,0.0220664,0.0217358,0.052167,0.0249595,0.0362449,0.0571052,0.049941,0.0174754,0.0360796,0.0359006,0.0247519,0.0250527,0.0867012,0.0494598,0,0.0194116,0.0285514,0,0.0233698,0.0501704,0.0430074,0,0,0.0319787,0,0,0.0339397,0.0454726,0.0420627,0.0159007,0.0194348,0.0408663,0.0476458,0.0327206,0.0604584,0.0418703,0.0452029,0.0673321,0.0155127,0.0308581,0.0359953,0.0217291,0.0486441,0.0634555,0,0,0,0.0598405,0.0382643,0.0489812,0,0,0,0,0,0
362,0.0471592,0,0,0,0,0.0429632,0,0,0,0,0,0,0.0338658,0,0.0352124,0.0284142,0,0,0.00700945,0,0,0.0394751,0.0516856,0.0566461,0.0222539,0.0228023,0.0524585,0.0249205,0.037161,0.0578756,0.0495583,0.0172323,0.0364286,0.036276,0.0251532,0.0257473,0.0881015,0.0494008,0,0.019483,0.0285735,0,0.023641,0.0508546,0.04291,0,0,0.0319142,0,0,0.033938,0.046037,0.0425227,0.0154936,0.0197186,0.0407867,0.0477249,0.0326426,0.0602396,0.0418396,0.0450925,0.067305,0.0155433,0.0307706,0.0359172,0.0217551,0.0486047,0.0632926,0,0,0,0.0593336,0.0379662,0.0490241,0,0,0,0,0,0
363,0.0471683,0,0,0,0,0.0429405,0,0,0,0,0,0,0.0343126,0,0.0354191,0.0289003,0,0,0.00697699,0,0,0.0395379,0.0520091,0.0572003,0.0224447,0.0237204,0.0527371,0.0248544,0.0381482,0.0586567,0.0491372,0.0172171,0.0366643,0.0366665,0.0254944,0.0263517,0.0890897,0.0493607,0,0.0195275,0.0286154,0,0.0239042,0.0514696,0.0428053,0,0,0.0317844,0,0,0.0339278,0.0466442,0.0432594,0.0150559,0.0200891,0.0407419,0.0478787,0.0326442,0.0600398,0.0418641,0.0450212,0.0672002,0.0155359,0.0306964,0.0357836,0.0217523,0.0486186,0.0631902,0,0,0,0.0588382,0.0377078,0.0489346,0,0,0,0,0,0
364,0.0471621,0,0,0,0,0.0429662,0,0,0,0,0,0,0.0344203,0,0.0355722,0.0294903,0,0,0.00690866,0,0,0.0395564,0.0523257,0.0572461,0.0226304,0.0244751,0.0529393,0.024763,0.0391012,0.0593841,0.0486065,0.0174275,0.0367814,0.0369315,0.0256828,0.0266567,0.0895369,0.049325,0,0.019577,0.0285963,0,0.0242303,0.051972,0.0427324,0,0,0.0316566,0,0,0.0338005,0.0473269,0.0435672,0.0146263,0.0205076,0.0407523,0.0480949,0.0326804,0.0597497,0.0418219,0.0449461,0.0670632,0.0155266,0.0306065,0.0356024,0.0217451,0.0486723,0.0630027,0,0,0,0.0584164,0.0374304,0.0487933,0,0,0,0,0,0
365,0.0471497,0,0,0,0,0.0430324,0,0,0,0,0,0,0.0343372,0,0.035815,0.0301484,0,0,0.0068143,0,0,0.0395622,0.0526132,0.0567462,0.0227512,0.0249862,0.0531507,0.0245987,0.0400522,0.0600224,0.0479436,0.0178418,0.0367445,0.0370538,0.0257216,0.0266962,0.0892208,0.0492198,0,0.0196233,0.0285292,0,0.0245872,0.0524544,0.042666,0,0,0.0315998,0,0,0.0336836,0.048112,0.043238,0.0142029,0.020883,0.0407919,0.0483546,0.032797,0.0594442,0.041733,0.0448473,0.0669436,0.015398,0.0304919,0.0353982,0.021705,0.0487239,0.0627973,0,0,0,0.0580178,0.0371465,0.0488515,0,0,0,0,0,0
366,0.0471261,0,0,0,0,0.0431034,0,0,0,0,0,0,0.0339505,0,0.0357195,0.0307927,0,0,0.00672476,0,0,0.0395311,0.0528406,0.0560768,0.0228288,0.0251858,0.0533144,0.0244311,0.0409299,0.060508,0.0474782,0.0184829,0.0365856,0.037124,0.0256001,0.0264114,0.0878838,0.0492244,0,0.0196731,0.0285811,0,0.0248377,0.0528059,0.0426338,0,0,0.0315552,0,0,0.0335548,0.0488949,0.0431809,0.0137098,0.0211551,0.0408228,0.0485922,0.0329352,0.0593268,0.0417271,0.0447529,0.0667681,0.015305,0.0304292,0.0352407,0.0216721,0.0487923,0.062637,0,0,0,0.0577627,0.0369452,0.0488815,0,0,0,0,0,0
367,0.0471205,0,0,0,0,0.0431467,0,0,0,0,0,0,0.033052,0,0.035294,0.0314026,0,0,0.00663241,0,0,0.0395001,0.0530037,0.0557125,0.0228827,0.0251071,0.0534216,0.0242334,0.0416813,0.0608776,0.0469687,0.0193472,0.0362698,0.0371177,0.0252687,0.0258205,0.0856397,0.0492278,0,0.0197456,0.0288472,0,0.0249395,0.0528482,0.0426221,0,0,0.0314492,0,0,0.0335196,0.0496459,0.0436512,0.013259,0.0214851,0.0408265,0.0488465,0.0331309,0.0592721,0.0417494,0.0446824,0.0666923,0.01518,0.0303999,0.035116,0.0216106,0.0488419,0.0624782,0,0,0,0.0576043,0.0369454,0.0488691,0,0,0,0,0,0
368,0.0470534,0,0,0,0,0.0431598,0,0,0,0,0,0,0.0317737,0,0.0346767,0.0319581,0,0,0.0065623,0,0,0.039535,0.0531588,0.0552661,0.0229374,0.0247588,0.0534728,0.0240255,0.042414,0.0611209,0.046339,0.0204472,0.0357485,0.0370851,0.0247522,0.0250213,0.0826021,0.0492012,0,0.0198416,0.0290598,0,0.0250255,0.0526254,0.0426393,0,0,0.0313708,0,0,0.0336355,0.0504004,0.0447603,0.0128607,0.0218242,0.040774,0.0490824,0.0332448,0.0592608,0.0418919,0.0447713,0.0666993,0.0150669,0.0304,0.0350247,0.021538,0.0488961,0.0623609,0,0,0,0.0573227,0.0368895,0.0487612,0,0,0,0,0,0
369,0.0470009,0,0,0,0,0.0431604,0,0,0,0,0,0,0.0300826,0,0.0341428,0.032452,0,0,0.00655863,0,0,0.0396527,0.0531509,0.0533774,0.0229572,0.0239615,0.0534001,0.0237752,0.0430326,0.0610628,0.0456946,0.0216464,0.0349942,0.0370893,0.0240473,0.0241277,0.0788385,0.0492049,0,0.0199131,0.0292133,0,0.0252176,0.0524195,0.0426738,0,0,0.0313401,0,0,0.0338191,0.0511426,0.0454585,0.0125006,0.0221416,0.0406891,0.0493169,0.0333158,0.0592974,0.0420386,0.0448485,0.0666733,0.0150776,0.0304372,0.0349132,0.0214825,0.0489459,0.0622789,0,0,0,0.0570088,0.0368355,0.0487068,0,0,0,0,0,0
370,0.0469845,0,0,0,0,0.0431558,0,0,0,0,0,0,0.028319,0,0.0333157,0.0329447,0,0,0.00656016,0,0,0.0397188,0.0530597,0.0514331,0.0229219,0.0228708,0.0532521,0.0235057,0.0438605,0.0608244,0.0450625,0.0228889,0.0342708,0.0368006,0.0233273,0.0231651,0.0746578,0.0492311,0,0.0199442,0.0294034,0,0.0253527,0.0522753,0.042693,0,0,0.0311905,0,0,0.0339443,0.0518558,0.0458741,0.0121918,0.022471,0.0405689,0.0495279,0.0334716,0.0593051,0.0421539,0.044943,0.0666705,0.0150662,0.0304078,0.0347426,0.0214472,0.0489772,0.0621727,0,0,0,0.0566786,0.0368567,0.0486741,0,0,0,0,0,0
371,0.0469809,0,0,0,0,0.0431703,0,0,0,0,0,0,0.0268612,0,0.0322667,0.0333515,0,0,0.00651846,0,0,0.0396937,0.052965,0.0494833,0.022868,0.0214601,0.0530402,0.0231334,0.044356,0.0603765,0.044424,0.0241952,0.033517,0.0364136,0.0225857,0.0223707,0.0699685,0.0492243,0,0.0199479,0.0295546,0,0.025435,0.052116,0.0427171,0,0,0.0311404,0,0,0.0339978,0.0525352,0.0461966,0.0119979,0.0227451,0.0403976,0.0497764,0.0336522,0.0593669,0.0423082,0.0450605,0.0667306,0.0149475,0.0303792,0.0345518,0.0214838,0.0489962,0.0620841,0,0,0,0.0563192,0.0369335,0.0486394,0,0,0,0,0,0
372,0.0467444,0,0,0,0,0.0432313,0,0,0,0,0,0,0.028644,0,0.0261241,0.0338825,0,0,0.00589578,0,0,0.039481,0.0517932,0.0466025,0.021707,0.0161399,0.0519665,0.0223713,0.0433413,0.0567043,0.0427166,0.027346,0.033013,0.0361104,0.0229865,0.0232187,0.0756157,0.0489825,0,0.0198805,0.0321928,0,0.0267801,0.0516705,0.0433801,0,0,0.0311382,0,0,0.0340824,0.0528147,0.0460185,0.0130487,0.0226127,0.0399732,0.0508294,0.0345005,0.0588818,0.0413132,0.0445866,0.066633,0.0148351,0.0303916,0.0348915,0.0210372,0.0491183,0.0619933,0,0,0,0.0571323,0.0382433,0.0491261,0,0,0,0,0,0
373,0.0467232,0,0,0,0,0.0432048,0,0,0,0,0,0,0.0267486,0,0.026497,0.0340305,0,0,0.00585816,0,0,0.0394109,0.0517049,0.0455055,0.0217242,0.0150915,0.0518806,0.0221872,0.0434431,0.0561942,0.0424055,0.0283532,0.0326795,0.0359032,0.0226632,0.0231722,0.0685712,0.0489222,0,0.0198239,0.0320422,0,0.0268472,0.0513639,0.0434713,0,0,0.0313511,0,0,0.034021,0.0535478,0.0461159,0.0129078,0.0227764,0.0398323,0.0510668,0.0345712,0.0588305,0.0414679,0.0447394,0.0667342,0.0151445,0.0302295,0.034739,0.0210981,0.0491011,0.0617534,0,0,0,0.0567691,0.0382379,0.0489836,0,0,0,0,0,0
374,0.0467277,0,0,0,0,0.0431634,0,0,0,0,0,0,0.0255479,0,0.0266492,0.0340784,0,0,0.00588547,0,0,0.0393701,0.0515761,0.0443434,0.0217652,0.0139518,0.0517539,0.0219876,0.0435249,0.0555897,0.0421431,0.029305,0.0323046,0.0357996,0.0222794,0.0233729,0.0614799,0.0488707,0,0.0197738,0.0321691,0,0.0269446,0.0510039,0.0435537,0,0,0.0315296,0,0,0.0339799,0.0541638,0.0462447,0.0128295,0.0228827,0.0396337,0.0512337,0.0345785,0.058902,0.0416056,0.0448289,0.0668672,0.0153597,0.0300319,0.0345995,0.0210889,0.0490727,0.0614803,0,0,0,0.0564651,0.0382014,0.0487752,0,0,0,0,0,0
375,0.0467699,0,0,0,0,0.0431532,0,0,0,0,0,0,0.0256567,0,0.026808,0.0340741,0,0,0.00590792,0,0,0.0393859,0.0514377,0.0432059,0.0218188,0.0128249,0.0515274,0.0217096,0.043545,0.0548962,0.041979,0.0302154,0.0319844,0.0357442,0.0219764,0.0238227,0.0543859,0.0488273,0,0.0197667,0.0325021,0,0.0270076,0.0505735,0.043601,0,0,0.0316518,0,0,0.0340018,0.0548319,0.0464388,0.0127907,0.0228857,0.0393938,0.0514558,0.034497,0.0590195,0.0417234,0.0449152,0.0669585,0.0153631,0.0299578,0.0345373,0.0210373,0.0490203,0.0613117,0,0,0,0.0561743,0.0382114,0.0485631,0,0,0,0,0,0
376,0.0468152,0,0,0,0,0.0431699,0,0,0,0,0,0,0.0271382,0,0.0272205,0.0339618,0,0,0.00594119,0,0,0.0394272,0.0513053,0.0420536,0.0218925,0.0118269,0.0512498,0.0214504,0.0431364,0.0540146,0.0421267,0.0311149,0.0318299,0.0357824,0.0217987,0.0244568,0.0474748,0.0488216,0,0.0197716,0.0330622,0,0.0271674,0.0501175,0.0436312,0,0,0.031726,0,0,0.0341295,0.0555288,0.0466129,0.0127111,0.0228974,0.0391607,0.0517026,0.0344479,0.0591548,0.041869,0.0450915,0.067048,0.0151517,0.0299315,0.0345114,0.0209677,0.0489489,0.0612945,0,0,0,0.0559091,0.0382604,0.0483597,0,0,0,0,0,0
377,0.0468781,0,0,0,0,0.0431622,0,0,0,0,0,0,0.0296839,0,0.0274741,0.0338129,0,0,0.00598163,0,0,0.0394855,0.051186,0.0409308,0.0219989,0.0110864,0.0510033,0.0212438,0.042241,0.0530588,0.042399,0.0319448,0.0318683,0.0358763,0.0217693,0.0251853,0.0408989,0.0487964,0,0.0197704,0.0333275,0,0.0273839,0.0496444,0.0436386,0,0,0.0317338,0,0,0.0342559,0.055983,0.0467264,0.0127252,0.0229513,0.0389115,0.0518262,0.0344393,0.0592632,0.0419949,0.0452832,0.0672272,0.0151126,0.0298263,0.0344491,0.0209052,0.0488628,0.0612227,0,0,0,0.0556316,0.0383118,0.0481425,0,0,0,0,0,0
378,0.046946,0,0,0,0,0.0431541,0,0,0,0,0,0,0.032594,0,0.0275691,0.0336841,0,0,0.00606199,0,0,0.0395608,0.0510037,0.0399363,0.0222494,0.0106199,0.0508083,0.021093,0.0415958,0.0520643,0.0427331,0.0326888,0.0320244,0.0361103,0.0218213,0.0259612,0.0347674,0.0487218,0,0.0197805,0.0334563,0,0.0275924,0.0491452,0.0436745,0,0,0.0317441,0,0,0.0343338,0.0563566,0.0467745,0.0128182,0.0229881,0.0386586,0.0518291,0.0344934,0.0593942,0.042083,0.0454133,0.0673697,0.0151078,0.029768,0.0343432,0.0208529,0.0487942,0.060775,0,0,0,0.0553479,0.0383682,0.0479219,0,0,0,0,0,0
379,0.0469918,0,0,0,0,0.0431531,0,0,0,0,0,0,0.0356273,0,0.0277056,0.0336435,0,0,0.00618054,0,0,0.0396055,0.0506728,0.0391316,0.0226882,0.0104845,0.0506331,0.0209606,0.0411259,0.0510562,0.0430823,0.033345,0.0323298,0.0363294,0.0220123,0.0265308,0.0295429,0.0486529,0,0.0198107,0.0335375,0,0.0276369,0.048646,0.0437418,0,0,0.0317888,0,0,0.0343016,0.0567781,0.046879,0.0128471,0.0230122,0.0384258,0.0517782,0.0345002,0.0594732,0.0421038,0.0454691,0.0674284,0.0151293,0.0298298,0.0341508,0.0208081,0.0487234,0.0603765,0,0,0,0.0550314,0.0384157,0.0476917,0,0,0,0,0,0
380,0.0470077,0,0,0,0,0.0431331,0,0,0,0,0,0,0.0386225,0,0.0280816,0.0336125,0,0,0.00623871,0,0,0.0396528,0.0502558,0.0383276,0.0231556,0.0106245,0.0501558,0.0208302,0.0406421,0.0500895,0.0434979,0.0339182,0.0327039,0.0365905,0.0222889,0.026954,0.0251759,0.0486148,0,0.0198449,0.0334009,0,0.0276875,0.0481606,0.0438072,0,0,0.0317635,0,0,0.0341647,0.0572126,0.046969,0.0128645,0.0229876,0.0382308,0.0516693,0.0345362,0.0594697,0.0420583,0.0454991,0.0674695,0.0151848,0.0298542,0.0340655,0.0207952,0.0486376,0.0602037,0,0,0,0.0547779,0.038444,0.0474569,0,0,0,0,0,0
381,0.0470376,0,0,0,0,0.0431123,0,0,0,0,0,0,0.0410984,0,0.0286029,0.0336358,0,0,0.00628099,0,0,0.0396667,0.0497795,0.0375994,0.0236488,0.0111843,0.0496498,0.0207198,0.0401005,0.0492076,0.0441796,0.0343342,0.0332442,0.0370238,0.0225811,0.0274557,0.0217826,0.0485425,0,0.0198488,0.0331791,0,0.0277599,0.0477152,0.0437356,0,0,0.0315832,0,0,0.0340098,0.0576431,0.0470492,0.0129575,0.0228821,0.0380216,0.0514993,0.034622,0.0595149,0.0419821,0.0455956,0.0675448,0.0152642,0.0297252,0.0340136,0.0207291,0.048572,0.0599421,0,0,0,0.0545769,0.0384511,0.0472317,0,0,0,0,0,0
382,0.0471131,0,0,0,0,0.0430899,0,0,0,0,0,0,0.0428943,0,0.028925,0.0337527,0,0,0.00639442,0,0,0.0396647,0.0492729,0.0371617,0.0241716,0.0120877,0.049228,0.0206776,0.0394977,0.0484805,0.0448933,0.034618,0.0338154,0.0375258,0.0229352,0.0279051,0.0193375,0.048464,0,0.0198354,0.0332055,0,0.0277869,0.0473363,0.0436349,0,0,0.031304,0,0,0.0339816,0.0580276,0.0471613,0.0130469,0.0227569,0.0377707,0.0512496,0.0347332,0.0595946,0.041947,0.0457151,0.0676479,0.0152892,0.0296155,0.0340269,0.0206554,0.0485938,0.0596411,0,0,0,0.0544312,0.0384566,0.0470415,0,0,0,0,0,0
383,0.0472241,0,0,0,0,0.0430652,0,0,0,0,0,0,0.0447596,0,0.0293195,0.0338208,0,0,0.00654858,0,0,0.039709,0.0488283,0.0370108,0.0246454,0.0132456,0.0488905,0.0206067,0.0389407,0.047899,0.0455868,0.0348454,0.03446,0.0380342,0.0234195,0.0283955,0.0176682,0.0484097,0,0.0198413,0.0335009,0,0.0278732,0.0469537,0.0436464,0,0,0.0311116,0,0,0.0340453,0.0583278,0.0472931,0.0130739,0.0226588,0.037578,0.0510007,0.0348531,0.0596747,0.0419746,0.045809,0.0677427,0.0152777,0.029772,0.0340495,0.0206404,0.0486036,0.0594157,0,0,0,0.0543466,0.0384355,0.0468349,0,0,0,0,0,0
384,0.0472687,0,0,0,0,0.043054,0,0,0,0,0,0,0.0467281,0,0.0298564,0.0338328,0,0,0.00671305,0,0,0.0397665,0.0484976,0.0371199,0.0250799,0.0145053,0.0485834,0.0205008,0.0385306,0.0474587,0.0461965,0.0350232,0.0350886,0.0384379,0.024002,0.0288502,0.0166575,0.0483684,0,0.0198661,0.0338703,0,0.0280105,0.0465827,0.0437537,0,0,0.0310305,0,0,0.0340963,0.0585847,0.0473849,0.0130263,0.0225762,0.0374929,0.0507363,0.0349539,0.0597882,0.0419891,0.0458234,0.0677063,0.0153243,0.0300271,0.0339401,0.0205714,0.0486205,0.0593306,0,0,0,0.0542334,0.0383636,0.0465775,0,0,0,0,0,0
385,0.0472511,0,0,0,0,0.0430798,0,0,0,0,0,0,0.0483584,0,0.0303451,0.0338487,0,0,0.00693484,0,0,0.0397956,0.0481895,0.0374383,0.0254967,0.0157911,0.0482592,0.0204519,0.0382543,0.0471534,0.0466722,0.0350422,0.0355198,0.0386484,0.0244813,0.029109,0.0160545,0.0482732,0,0.0198911,0.0343243,0,0.0280618,0.0462492,0.0438032,0,0,0.0309975,0,0,0.034155,0.0588033,0.0475039,0.0129169,0.0224494,0.0374467,0.0505201,0.0350134,0.059838,0.0419684,0.0457831,0.0676125,0.0154479,0.0300637,0.0338677,0.0204721,0.0486829,0.0593179,0,0,0,0.0540947,0.0382649,0.0463377,0,0,0,0,0,0
386,0.0472212,0,0,0,0,0.0431232,0,0,0,0,0,0,0.0500015,0,0.0307087,0.0338178,0,0,0.00724608,0,0,0.0397953,0.0478467,0.0379709,0.0257795,0.0171052,0.047919,0.0204669,0.0380162,0.0469183,0.0469624,0.0349988,0.035862,0.0387701,0.0248608,0.0293707,0.0153881,0.0480692,0,0.019915,0.0348271,0,0.0280297,0.0459678,0.0439037,0,0,0.0310458,0,0,0.0341974,0.059009,0.0476894,0.0127334,0.022293,0.0374273,0.0503762,0.0351206,0.0599561,0.0418936,0.0457436,0.0674692,0.0156927,0.0300779,0.0338199,0.02038,0.0487851,0.0589513,0,0,0,0.0539674,0.0381699,0.0460864,0,0,0,0,0,0
