Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,
All Timesteps RMSE,0.0463113,0,0,0,0,0.0433069,0,0,0,0,0,0,0.0359506,0,0.0246972,0.0400647,0,0,0.0151988,0,0,0.0464025,0.0379855,0.0301639,0.0174425,0.0194445,0.0362087,0.029537,0.0295287,0.0339449,0.0402245,0.0364858,0.0389245,0.0433377,0.0269738,0.0298794,0.0287865,0.0481573,0.0265678,0.0165571,0.0376233,0,0.028507,0.0422419,0.0490829,0,0,0.0226418,0,0,0.0273905,0.0568066,0.0476369,0.0226414,0.0221854,0.041234,0.0517111,0.0419593,0.0636045,0.0500166,0.0371652,0.0608225,0.0398327,0.0442816,0.0678404,0.0256315,0.0393538,0.0249729,0.0142742,0.0487888,0.0711244,0,0,0,0
0,0.0422934,0,0,0,0,0.0500657,0,0,0,0,0,0,0.0430713,0,0.0255128,0.0407674,0,0,0.0140545,0,0,0.0523334,0.0341655,0.0261253,0.0179212,0.0194172,0.0309294,0.0378322,0.0246716,0.0260741,0.0401637,0.0375339,0.0410708,0.0453554,0.0285754,0.0322432,0.0102787,0.056923,0.0157877,0.0171564,0.0335959,0,0.0258094,0.0443923,0.0468072,0,0,0.00582714,0,0,0.0229194,0.061934,0.0440989,0.0210228,0.0211839,0.0404398,0.0575371,0.0394502,0.0590235,0.0459109,0.040229,0.0627137,0.041767,0.0465914,0.06761,0.0135507,0.041974,0.0220614,0.0147233,0.0583479,0.0739177,0,0,0,0
1,0.0409345,0,0,0,0,0.0501383,0,0,0,0,0,0,0.0428115,0,0.0254913,0.0401498,0,0,0.0142703,0,0,0.0519292,0.034435,0.0261497,0.0182545,0.0195982,0.0315599,0.0375694,0.0252111,0.026456,0.0397945,0.0369161,0.0407557,0.0450081,0.0284226,0.0319323,0.0106535,0.0558862,0.0146293,0.0177978,0.0335412,0,0.026123,0.0438486,0.0469496,0,0,0.0124453,0,0,0.0266538,0.0612759,0.0442664,0.0200769,0.0207603,0.0401034,0.053929,0.0396517,0.0599156,0.0467987,0.0397646,0.0624979,0.0415349,0.0463446,0.06753,0.013706,0.0473181,0.0183835,0.0170873,0.0583571,0.0728057,0,0,0,0
2,0.0404436,0,0,0,0,0.0504387,0,0,0,0,0,0,0.0427674,0,0.0255934,0.0400783,0,0,0.0145067,0,0,0.0518497,0.034461,0.0260753,0.0182816,0.0198943,0.0316972,0.037819,0.0255009,0.0265773,0.039584,0.0365185,0.0410216,0.0449054,0.0283275,0.0316405,0.0106953,0.0559137,0.0145242,0.017849,0.0334431,0,0.0261015,0.0437504,0.0467771,0,0,0.01227,0,0,0.0265867,0.0611457,0.0442803,0.0198402,0.0208166,0.0401569,0.0540798,0.039703,0.0600217,0.0467996,0.039751,0.0625423,0.0415075,0.0463032,0.0674761,0.0138012,0.0473637,0.017089,0.0181379,0.0584702,0.0725111,0,0,0,0
3,0.0399887,0,0,0,0,0.0507043,0,0,0,0,0,0,0.0427184,0,0.0256955,0.040056,0,0,0.0146142,0,0,0.0517795,0.034501,0.0259613,0.0182538,0.0201307,0.0318763,0.0379319,0.0259639,0.026574,0.0394016,0.0361352,0.0412245,0.044715,0.0282279,0.031425,0.0107904,0.0558523,0.0144112,0.0179171,0.0334889,0,0.0261075,0.043645,0.0466476,0,0,0.0121,0,0,0.026564,0.0610511,0.0442382,0.0197775,0.0209211,0.0402201,0.0542155,0.039701,0.0599967,0.0466036,0.0397829,0.0625454,0.0415098,0.0462632,0.067467,0.0137313,0.0473211,0.0160642,0.0188661,0.0585941,0.0721851,0,0,0,0
4,0.0399071,0,0,0,0,0.0504917,0,0,0,0,0,0,0.0485433,0,0.0270804,0.0398246,0,0,0.0151168,0,0,0.0512402,0.034349,0.0293633,0.0172524,0.0210079,0.0327052,0.0381346,0.0266222,0.0270718,0.0379791,0.0345224,0.0405855,0.0451171,0.0263368,0.028177,0.00815896,0.0560944,0.0146882,0.0185918,0.0356753,0,0.0275202,0.0433492,0.0466031,0,0,0.0122562,0,0,0.026258,0.0610567,0.0440239,0.0196541,0.0202833,0.0408514,0.0539891,0.0395789,0.0605114,0.0467777,0.0396202,0.0620388,0.0405467,0.0456225,0.0674184,0.0134337,0.0474431,0.0156392,0.0196385,0.0583468,0.0721472,0,0,0,0
5,0.0396317,0,0,0,0,0.0507017,0,0,0,0,0,0,0.0477077,0,0.0271713,0.0395198,0,0,0.0150672,0,0,0.0513922,0.0344669,0.0279219,0.0171028,0.0209623,0.0329558,0.0385841,0.025726,0.0270316,0.037972,0.0346872,0.0403741,0.0448269,0.0263035,0.0285714,0.00691682,0.0560566,0.0144082,0.0186996,0.0353653,0,0.0275664,0.0433706,0.0464378,0,0,0.0123921,0,0,0.0263243,0.0608899,0.0439578,0.0196135,0.0203325,0.0407806,0.0537721,0.0396431,0.0605908,0.0468144,0.0395865,0.0619409,0.0405269,0.0455768,0.0673396,0.0135568,0.0474998,0.0156024,0.0192771,0.0587012,0.0719442,0,0,0,0
6,0.0393708,0,0,0,0,0.0509011,0,0,0,0,0,0,0.0468961,0,0.0274731,0.039374,0,0,0.015052,0,0,0.0515425,0.0348987,0.0265142,0.0168017,0.0208437,0.0331746,0.038882,0.025335,0.0269937,0.0380065,0.0347144,0.0400658,0.0444509,0.0261833,0.0290159,0.00657339,0.0558785,0.0142043,0.0188612,0.0353588,0,0.0277013,0.0433782,0.0463575,0,0,0.0125703,0,0,0.0264079,0.0607095,0.0438188,0.0194616,0.0204031,0.0406832,0.0535504,0.0397579,0.0606632,0.0468249,0.0395428,0.0619607,0.0404657,0.0455229,0.0672794,0.0135272,0.0475804,0.0156032,0.019055,0.058776,0.0716991,0,0,0,0
7,0.0392127,0,0,0,0,0.0510327,0,0,0,0,0,0,0.0462612,0,0.0279784,0.0395073,0,0,0.0149846,0,0,0.0515887,0.0354665,0.0255694,0.0166761,0.0208774,0.0333813,0.0390701,0.0253451,0.0268496,0.038028,0.0345756,0.0398731,0.0440865,0.0259851,0.029263,0.00727713,0.0556869,0.0139339,0.0190794,0.0355442,0,0.0278667,0.0434556,0.0463376,0,0,0.0126665,0,0,0.0263142,0.0606081,0.0436726,0.0194571,0.0204666,0.0406406,0.0532142,0.0394713,0.0606474,0.0467531,0.0395669,0.0620485,0.0404122,0.045491,0.0671716,0.0134698,0.0475189,0.0153846,0.0188285,0.0587631,0.0715682,0,0,0,0
8,0.0391174,0,0,0,0,0.0511185,0,0,0,0,0,0,0.0458972,0,0.028368,0.0395546,0,0,0.0148803,0,0,0.0516255,0.03601,0.0251574,0.0167658,0.0207543,0.0336143,0.0391687,0.0254197,0.0268085,0.038045,0.0343873,0.0396061,0.0437652,0.0262131,0.0293177,0.0081161,0.0555032,0.0136474,0.019264,0.0356386,0,0.0279991,0.0436027,0.0463938,0,0,0.0125102,0,0,0.0260679,0.0605252,0.0435124,0.0195645,0.0205486,0.0405308,0.052833,0.0383862,0.060513,0.046746,0.0396081,0.0619926,0.0403592,0.0454045,0.0671137,0.0134997,0.0473901,0.014624,0.0187784,0.0586943,0.0715026,0,0,0,0
9,0.0391109,0,0,0,0,0.0511484,0,0,0,0,0,0,0.0458659,0,0.0282827,0.0391892,0,0,0.0148073,0,0,0.0516353,0.0356655,0.0252407,0.0166645,0.0205624,0.0337873,0.0392181,0.0255005,0.0269928,0.0380202,0.0342724,0.0395981,0.0437029,0.0263104,0.0291829,0.00819318,0.0553255,0.0132891,0.0194315,0.0356591,0,0.0281347,0.0438295,0.0464879,0,0,0.0125419,0,0,0.0259969,0.0604238,0.0433432,0.0196392,0.0207101,0.040321,0.0524974,0.0378506,0.0604306,0.0467421,0.0396085,0.0619147,0.0403089,0.0452299,0.0669936,0.0134654,0.0473226,0.0142348,0.018811,0.0586602,0.0714416,0,0,0,0
10,0.0390702,0,0,0,0,0.0514627,0,0,0,0,0,0,0.0378325,0,0.0259734,0.038804,0,0,0.0140346,0,0,0.0523039,0.0351321,0.0274225,0.0166696,0.0219659,0.0338498,0.0393292,0.0259227,0.0258391,0.0381754,0.0344753,0.0398626,0.043087,0.0269983,0.029399,0.0173765,0.0547822,0.012409,0.0190452,0.0331895,0,0.0266046,0.0447703,0.0463983,0,0,0.0124358,0,0,0.0262094,0.0599936,0.0434182,0.0194836,0.0216906,0.0397573,0.0523581,0.0374463,0.0598715,0.0464905,0.0395875,0.0622174,0.0412738,0.0457257,0.0668909,0.013899,0.047087,0.0141914,0.0182733,0.0590011,0.0714589,0,0,0,0
11,0.0392061,0,0,0,0,0.0513175,0,0,0,0,0,0,0.0377135,0,0.0261873,0.038715,0,0,0.0139824,0,0,0.0521998,0.0346248,0.027199,0.0161656,0.0226349,0.0341236,0.0393189,0.0263541,0.0259716,0.0377465,0.0342096,0.0398348,0.0428633,0.0267335,0.0290953,0.0174672,0.0545744,0.0122104,0.019388,0.0331569,0,0.026662,0.0450315,0.0464712,0,0,0.012429,0,0,0.026265,0.0598666,0.0432796,0.0194717,0.0218923,0.0397188,0.0521766,0.0372217,0.0600892,0.0464006,0.0396764,0.0620749,0.0412304,0.0456537,0.0667533,0.0138889,0.0469917,0.0142915,0.0179453,0.0587469,0.071481,0,0,0,0
12,0.0393518,0,0,0,0,0.0509976,0,0,0,0,0,0,0.0406528,0,0.0264654,0.0385082,0,0,0.0145018,0,0,0.051456,0.0340459,0.0285899,0.0156905,0.0245441,0.0336303,0.0385994,0.0274532,0.0269253,0.036113,0.0323667,0.0402308,0.043362,0.0255797,0.0268134,0.0154953,0.0548888,0.0126309,0.0200789,0.036013,0,0.027828,0.0446928,0.0465918,0,0,0.0125349,0,0,0.0261348,0.0595903,0.0410401,0.0208318,0.0192682,0.0394953,0.0519081,0,0.062845,0.0472512,0.0409963,0.0607778,0.0396283,0.0449225,0.0664634,0.0131276,0.0471005,0.0147928,0.0171997,0.0583697,0.0709974,0,0,0,0
13,0.0396405,0,0,0,0,0.0508567,0,0,0,0,0,0,0.0406539,0,0.0279552,0.0382719,0,0,0.0141163,0,0,0.0516631,0.0350019,0.0264356,0.0150559,0.0242782,0.0349428,0.0389948,0.0272763,0.0264643,0.0364832,0.0330005,0.0399357,0.0426235,0.0255462,0.0275188,0.0143245,0.0545945,0.0122891,0.0201647,0.0351198,0,0.0285586,0.0451732,0.046537,0,0,0.0122705,0,0,0.0259608,0.05952,0.0428934,0.0194966,0.0214075,0.0399766,0.051567,0.0374174,0.0610822,0.0466023,0.0396847,0.0613503,0.0400627,0.0447548,0.0663694,0.013636,0.0468611,0.0147143,0.0171359,0.057816,0.0716153,0,0,0,0
14,0.0398958,0,0,0,0,0.0507202,0,0,0,0,0,0,0.0412799,0,0.027897,0.038377,0,0,0.0139535,0,0,0.0515875,0.0350331,0.0260103,0.0150856,0.0233735,0.0350706,0.0387499,0.0271541,0.0265747,0.0365961,0.0332563,0.0395636,0.04283,0.0256175,0.0275722,0.0136146,0.0544433,0.012167,0.0202001,0.035231,0,0.0288791,0.0452354,0.0465595,0,0,0.0118659,0,0,0.0257648,0.0593006,0.0428388,0.019776,0.0217511,0.0397947,0.0514987,0.0377062,0.0611549,0.046519,0.0398052,0.0613742,0.040058,0.0446885,0.0662918,0.0138149,0.046717,0.0147194,0.0169314,0.0575485,0.0716594,0,0,0,0
15,0.0401833,0,0,0,0,0.050494,0,0,0,0,0,0,0.0427169,0,0.0274158,0.038184,0,0,0.0139651,0,0,0.0515388,0.0348705,0.025729,0.015171,0.0220612,0.0351216,0.0384807,0.0270557,0.0269809,0.0368443,0.033724,0.0389627,0.043228,0.0256465,0.0276783,0.0119369,0.0541558,0.0120928,0.0201053,0.0354427,0,0.029118,0.0452297,0.0465562,0,0,0.011548,0,0,0.0256425,0.0589568,0.042795,0.0202783,0.0221012,0.0394837,0.0514661,0.0381248,0.0612585,0.0463687,0.039994,0.0613659,0.0400694,0.0446353,0.0661141,0.013735,0.0464406,0.0147681,0.0165974,0.0573234,0.0715763,0,0,0,0
16,0.0404971,0,0,0,0,0.0501857,0,0,0,0,0,0,0.0439479,0,0.0269401,0.0376392,0,0,0.0139486,0,0,0.0514342,0.034787,0.0256685,0.0152736,0.0209853,0.0352615,0.0382027,0.0271072,0.027417,0.037016,0.0341351,0.038883,0.0435404,0.02545,0.0277218,0.0105342,0.0538297,0.0120468,0.0199335,0.0354236,0,0.0292545,0.0453293,0.0465178,0,0,0.0112413,0,0,0.0255853,0.0584655,0.0428062,0.0203558,0.0223666,0.0391538,0.0513997,0.0381028,0.0613696,0.04625,0.040207,0.061469,0.040151,0.0445805,0.0660143,0.0137925,0.0462561,0.0150175,0.0161749,0.0571057,0.0714827,0,0,0,0
17,0.0408785,0,0,0,0,0.0499717,0,0,0,0,0,0,0.0451036,0,0.0317659,0,0,0,0.0137431,0,0,0.0514342,0.0344078,0.0274088,0.016538,0.023038,0.0350674,0.0381421,0,0.0286289,0.0353643,0.0314004,0.038855,0.0433647,0.0240856,0.0245801,0.0101475,0.0533653,0.0119719,0.0197247,0.0354523,0,0.0296018,0.0459587,0.0466383,0,0,0.011028,0,0,0.0254978,0.0586338,0.0432448,0.0200805,0.0227253,0.0389252,0.0517802,0.0381348,0.0613943,0.0467153,0.0409723,0.0609947,0.0397437,0.0441292,0.06549,0.0138556,0.0459524,0.0152242,0.0156883,0.0570652,0.0714623,0,0,0,0
18,0.0411707,0,0,0,0,0.0496065,0,0,0,0,0,0,0.0451394,0,0.0322516,0.0342029,0,0,0.0136962,0,0,0.0512929,0.0368491,0.0259672,0.0145018,0.0240078,0.0359678,0.0379448,0,0.0276437,0.034158,0.0330357,0.0402179,0.0448334,0.025651,0.0255161,0.00984644,0.0533341,0.0119756,0.0194973,0.0337655,0,0.0289866,0.0465128,0.0465141,0,0,0.0106054,0,0,0.0252661,0.0557397,0.0427864,0.0192826,0.0218664,0.0380493,0.0513384,0.0382406,0.0622663,0.0462182,0.0393466,0.0615072,0.0402863,0.0446711,0.0660569,0.014153,0.045924,0.0153667,0.0157092,0.0565919,0.071586,0,0,0,0
19,0.0414051,0,0,0,0,0.0493464,0,0,0,0,0,0,0.0413275,0,0.0228261,0.0341319,0,0,0.0139798,0,0,0.0509117,0.0358613,0.0242091,0.0150624,0.0224374,0.0343608,0.0369173,0,0.0289945,0.0340746,0.0339324,0.0409136,0.0449359,0.0273988,0.0290127,0.0126695,0.0535394,0.0122246,0.0191661,0.0347522,0,0.028825,0.0455797,0.046577,0,0,0.00976548,0,0,0.0247495,0.055746,0.0405447,0.0209236,0.0204731,0.0371589,0.0514067,0,0.064281,0.0466493,0.0414105,0.060974,0.0398109,0.0447061,0.0661411,0.0135506,0.045897,0.0148222,0.0159499,0.0567445,0.0708868,0,0,0,0
20,0.0417846,0,0,0,0,0.0490131,0,0,0,0,0,0,0.0422729,0,0.022045,0.033179,0,0,0.013741,0,0,0.0509895,0.0364741,0.0243873,0.0143265,0.0216863,0.0357756,0.0371408,0,0.0293446,0.0340374,0.0345768,0.0406877,0.0451509,0.0275759,0.0293465,0.0117228,0.0530482,0.0121278,0.0188336,0.0334086,0,0.0293386,0.0460702,0.0465941,0,0,0.00927207,0,0,0.0244916,0.0556158,0.0426929,0.0194436,0.022382,0.037961,0.051287,0.0386457,0.0625453,0.0461,0.0399283,0.0617073,0.0403886,0.0446695,0.0661076,0.0143009,0.045673,0.0147888,0.0157538,0.0562221,0.0715,0,0,0,0
21,0.0421909,0,0,0,0,0.0488097,0,0,0,0,0,0,0.0436632,0,0.030648,0,0,0,0.0135252,0,0,0.0510108,0.0348403,0.02813,0.0149304,0.0214191,0.036066,0.0370801,0,0.0312007,0.0347795,0.0309687,0.0383178,0.0433202,0.0245006,0.0246707,0.0122782,0.052576,0.0120762,0.0185051,0.0347124,0,0.0300557,0.0467198,0.0467356,0,0,0.00906252,0,0,0.0242432,0.0571298,0.0431692,0.0195408,0.0231354,0.0390224,0.0517124,0.0382473,0.062003,0.0466617,0.0413889,0.0611484,0.0397209,0.043979,0.0653064,0.0139858,0.0453002,0.0148011,0.0148052,0.0561104,0.0716363,0,0,0,0
22,0.0428363,0,0,0,0,0.0483016,0,0,0,0,0,0,0.0396997,0,0.0209816,0,0,0,0.0136147,0,0,0.0509081,0.0345745,0.0277839,0.0152365,0.0204308,0.0358239,0.0364605,0,0.0324189,0.03457,0.0321724,0.0386386,0.0431651,0.0261799,0.0286308,0.0165445,0.0524067,0.0121451,0.0181733,0.0353776,0,0.0303637,0.0462312,0.0467257,0,0,0.0124111,0,0,0.0229535,0.0573425,0.0430222,0.019885,0.0234979,0.0392382,0.0517066,0.0385135,0.0618284,0.0464204,0.0418887,0.0613605,0.0398488,0.044063,0.0653547,0.0138019,0.0460251,0.0140626,0.0149816,0.055741,0.0715535,0,0,0,0
23,0.0429252,0,0,0,0,0.0482304,0,0,0,0,0,0,0.0423987,0,0.0303132,0,0,0,0.0141691,0,0,0.050094,0.0354724,0.0301031,0.0139731,0.0207573,0.0366118,0.0370018,0,0.0331027,0.0342706,0.0309464,0.0379995,0.043345,0.0247399,0.0250884,0.01495,0.0520873,0.0119967,0.0188807,0.0345727,0,0.0302888,0.047297,0.0468056,0,0,0.00862844,0,0,0.0238692,0.0564913,0.0430441,0.019394,0.0232783,0.0394947,0.051774,0.0383169,0.0621855,0.0464513,0.0414951,0.0611025,0.0397289,0.0439638,0.0651535,0.0139747,0.0452515,0.0150329,0.0136165,0.055516,0.0717111,0,0,0,0
24,0.0434881,0,0,0,0,0.0482396,0,0,0,0,0,0,0.0439445,0,0.030821,0,0,0,0.0132586,0,0,0.0511896,0.0392232,0.0318302,0.012026,0.0198841,0.0372616,0.0367665,0,0.033774,0.0353738,0.0326835,0.036785,0.0423694,0.0238678,0.0249482,0.0141082,0.051356,0.011834,0.0177244,0.0301019,0,0.0295043,0,0.0470677,0,0,0.00835194,0,0,0.0235717,0.0537223,0.046399,0.0203796,0.0225239,0.0386576,0.0527465,0.0377593,0.0641394,0.0501237,0.0406765,0.0575926,0.0374128,0.0415624,0.0623953,0.0161253,0.0446503,0.0144698,0.012794,0.0559583,0.0717118,0,0,0,0
25,0.0436157,0,0,0,0,0.0477929,0,0,0,0,0,0,0.0372825,0,0.0205932,0,0,0,0.0135119,0,0,0.0508203,0.0367463,0.0302193,0.0128834,0.0195595,0.0368162,0.0359683,0,0.0362185,0.033328,0.0328831,0.0381178,0.0432562,0.0266633,0.028818,0.0213963,0.0518306,0.012166,0.0175238,0.0341942,0,0.0306016,0.0476608,0.047278,0,0,0.00862201,0,0,0.0236935,0.0565083,0.0426539,0.0193845,0.0236705,0.0399045,0.0522636,0.0388392,0.0616503,0.0462124,0.0416404,0.061053,0.0398713,0.0441105,0.0653673,0.0138894,0.0450566,0.0150917,0.0126457,0.0548351,0.0722167,0,0,0,0
26,0.0438804,0,0,0,0,0.0475707,0,0,0,0,0,0,0.0355887,0,0.0205539,0,0,0,0.013557,0,0,0.0506311,0.0375273,0.0306922,0.0124414,0.0194501,0.0369657,0.0357102,0,0.037417,0.0328465,0.0331394,0.0379627,0.0431231,0.0264016,0.0286512,0.0238668,0.0518932,0.0122135,0.0174105,0.0351217,0,0.0308158,0.0480878,0.0474153,0,0,0.00909571,0,0,0.0239102,0.0560982,0.0423794,0.0193501,0.0238789,0.039891,0.052404,0.0395255,0.0616965,0.0459816,0.0415597,0.0613015,0.0399663,0.0441891,0.0654724,0.0137559,0.045061,0.0155378,0.0121948,0.054519,0.0723925,0,0,0,0
27,0.0442177,0,0,0,0,0.0472714,0,0,0,0,0,0,0.0337246,0,0.0207593,0,0,0,0.0135995,0,0,0.0503399,0.0382538,0.0311551,0.0122575,0.0193323,0.0373318,0.0354736,0,0.0382888,0.032631,0.0333504,0.0378461,0.0429389,0.0259368,0.0283164,0.026208,0.0520608,0.0120569,0.0175099,0.0351161,0,0.030854,0.0489654,0.0476069,0,0,0.00912207,0,0,0.0240032,0.0558752,0.0421907,0.0192613,0.024088,0.0399831,0.0524096,0.0396448,0.0615721,0.0459792,0.0415949,0.0614434,0.0400307,0.0442919,0.0655895,0.0137483,0.0452599,0.0155953,0.0122886,0.0542211,0.072555,0,0,0,0
28,0.044485,0,0,0,0,0.0470473,0,0,0,0,0,0,0.0312928,0,0.0210246,0,0,0,0.0138526,0,0,0.0498295,0.0388821,0.0315955,0.0122009,0.0191206,0.0364155,0.0346426,0,0.0394217,0.0323621,0.0330817,0.0377402,0.0427573,0.0255055,0.0278839,0.0294112,0.0525223,0.0120111,0.017758,0.0355053,0,0.0304975,0.0486416,0.0477806,0,0,0.00891838,0,0,0.0239588,0.0553833,0.0397753,0.0206347,0.0229381,0.0391725,0.0524348,0,0.0635856,0.0466543,0.043233,0.0607216,0.0394025,0.0443378,0.0655397,0.0134126,0.0456701,0.0155016,0.0123824,0.0540771,0.0721443,0,0,0,0
29,0.044808,0,0,0,0,0.0468971,0,0,0,0,0,0,0.0304799,0,0.0211807,0,0,0,0.0136933,0,0,0.0499292,0.0398794,0.0313885,0.0108557,0.0188721,0.038098,0.0348407,0,0.0395972,0.032551,0.0336326,0.0375062,0.0425465,0.0252021,0.027663,0.030306,0.052265,0.0119523,0.017732,0.0348241,0,0.0311382,0.0497641,0.0478339,0,0,0.00880046,0,0,0.0238786,0.0560372,0.0415511,0.0193219,0.0244623,0.0401274,0.0522095,0.0391976,0.0612388,0.0459862,0.0417745,0.0614259,0.0399972,0.0443851,0.0656023,0.0141202,0.0458425,0.0154156,0.012388,0.0533285,0.0728504,0,0,0,0
30,0.0450142,0,0,0,0,0.0467872,0,0,0,0,0,0,0.0290072,0,0.0219925,0,0,0,0.013963,0,0,0.0497802,0.0387364,0.0336566,0.00882121,0.0168913,0.0392367,0.0346181,0.0371775,0.0387143,0.0347567,0.0340961,0.035877,0.041173,0.0239989,0.026945,0.0338439,0.0522026,0.0126839,0.0172597,0.0363151,0,0.0317718,0.0500968,0.0482577,0,0,0.00867857,0,0,0.0237918,0.0573498,0.0413548,0.0194374,0.0249997,0.0415525,0.0525687,0.0388902,0.0602686,0.0460617,0.04266,0.0610516,0.0396967,0.0440423,0.0653658,0.0135164,0.0459622,0.015061,0.0123517,0.0530106,0.0734788,0,0,0,0
31,0.0458419,0,0,0,0,0.0459023,0,0,0,0,0,0,0.0282955,0,0.0213211,0,0,0,0.00903005,0,0,0.0426287,0.0406413,0.0311023,0.00993594,0.0186636,0.0385523,0.0310501,0,0.0405138,0.0323565,0.0342944,0.0372168,0.042498,0.0251169,0.0274609,0.0327826,0.0529666,0,0.0218258,0.035828,0,0.0315024,0.0494927,0.0479226,0,0,0.00876467,0,0,0.0237496,0.0561492,0.0420122,0.0187614,0.024713,0.0399072,0.0522328,0.0393087,0.0604205,0.0457707,0.0418495,0.0612327,0.0400792,0.0443999,0.0657648,0.0134054,0.0457683,0.0148328,0.0122994,0.0526008,0.0731393,0,0,0,0
32,0.0450202,0,0,0,0,0.0455355,0,0,0,0,0,0,0.0256153,0,0.0204074,0.130682,0,0,0.0117542,0,0,0.0405065,0.0437064,0.0296674,0.022836,0.0283205,0.0351662,0.0270407,0.0449013,0.0384956,0.0269985,0.0405866,0.0442323,0.0506348,0.0315291,0.0318675,0.0399714,0.0556702,0,0.0222234,0.0373141,0,0.0323568,0.045495,0.0507157,0,0,0.00839737,0,0,0.0237664,0.0588085,0.0429766,0.0294374,0.0261302,0.0432919,0.0547592,0.040988,0.0600343,0.0466563,0.0441282,0.0612391,0.0398905,0.0440862,0.0654495,0.0134376,0.046134,0.0140299,0.0121429,0.0515699,0.0739983,0,0,0,0
33,0.0449996,0,0,0,0,0.0453394,0,0,0,0,0,0,0.0252151,0,0.0202401,0.130414,0,0,0.0124681,0,0,0.0400404,0.0441568,0.0303126,0.0228127,0.0288731,0.0341005,0.02609,0.0450946,0.0387179,0.0269165,0.0402311,0.0442595,0.0506107,0.0315389,0.0318465,0.0414558,0.0565597,0,0.022502,0.0381288,0,0.0319133,0.0439242,0.0508537,0,0,0.00837945,0,0,0.0236861,0.0585258,0.0407503,0.0302342,0.0250823,0.043126,0.0547888,0,0.061877,0.0473407,0.0457706,0.0607602,0.0393409,0.0441122,0.0655316,0.0134915,0.0464271,0.0141151,0.0122344,0.0513323,0.0735346,0,0,0,0
34,0.0450889,0,0,0,0,0.0451171,0,0,0,0,0,0,0.0255844,0,0.0201618,0.128012,0,0,0.0126194,0,0,0.0399182,0.0442354,0.0298898,0.0216675,0.0289015,0.0346,0.0260423,0.0445312,0.0383613,0.0271559,0.0400769,0.044057,0.0504665,0.0312426,0.0316971,0.0405213,0.0566324,0,0.0224736,0.0378909,0,0.0317855,0.0437673,0.0507944,0,0,0.00828745,0,0,0.0236327,0.0584261,0.0405964,0.0300654,0.0251666,0.0434135,0.0546232,0,0.0616635,0.0472974,0.0458025,0.0608158,0.0393809,0.0442187,0.0655389,0.013633,0.0465572,0.0140701,0.0121949,0.051197,0.0736232,0,0,0,0
35,0.045313,0,0,0,0,0.0447487,0,0,0,0,0,0,0.0259569,0,0.0200307,0.12568,0,0,0.0126876,0,0,0.0397694,0.044205,0.0296357,0.0205773,0.0287045,0.0351462,0.0259389,0.0441704,0.0380156,0.0273568,0.0399558,0.0438286,0.0502411,0.0310804,0.0316517,0.0393998,0.0567293,0,0.0224609,0.0381349,0,0.0317176,0.0436491,0.0506479,0,0,0.0110689,0,0,0.0229631,0.0582849,0.0402911,0.0298081,0.0251805,0.043746,0.0540729,0,0.0613954,0.0472512,0.0458131,0.0607581,0.039412,0.044348,0.0656288,0.0134683,0.0472558,0.0128929,0.013111,0.0511323,0.0736206,0,0,0,0
36,0.0452551,0,0,0,0,0.0446564,0,0,0,0,0,0,0.0263747,0,0.0198183,0.123701,0,0,0.0126406,0,0,0.0397333,0.0440238,0.0294724,0.0199049,0.0286402,0.0353564,0.025898,0.0439388,0.0376798,0.0274494,0.0398417,0.0438422,0.0502189,0.0313587,0.0317191,0.038192,0.0568471,0,0.0225158,0.0387174,0,0.0317769,0.0436161,0.050669,0,0,0.0082126,0,0,0.0236989,0.058275,0.0401119,0.0296864,0.0252269,0.0439854,0.05426,0,0.0613443,0.0472236,0.0458815,0.0607534,0.0394329,0.0444214,0.0657313,0.0131384,0.0465087,0.0136711,0.0124189,0.0511184,0.0736788,0,0,0,0
37,0.0452704,0,0,0,0,0.0444561,0,0,0,0,0,0,0.026908,0,0.0196195,0.121943,0,0,0.0127082,0,0,0.0397779,0.0436817,0.0293394,0.0191727,0.0287107,0.0356727,0.0256208,0.0437539,0.0376136,0.0275241,0.0397369,0.0438073,0.0502648,0.0313666,0.03175,0.0370332,0.0569027,0,0.0225499,0.0389206,0,0.0319344,0.0435109,0.0506475,0,0,0.00820218,0,0,0.0237013,0.058245,0.0399489,0.0294943,0.0252079,0.0442746,0.0540994,0,0.0612954,0.0473021,0.0458664,0.0607903,0.0394151,0.0444205,0.0657832,0.0128275,0.0463871,0.0136252,0.0123871,0.0509046,0.0737015,0,0,0,0
