Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRB,STRN,T10,x71,x72,x73,x74,RWRA,RTHII,,x76,x79
27,0.0480339,0,0,0,0,0.0458365,0,0,0,0,0,0,0.0406247,0,0.0298844,0.0245271,0,0,0.0184952,0,0,0.0449808,0.0509658,0.0265649,0.0211431,0.0199751,0.0332569,0.0354636,0.0376498,0.0344015,0.0368956,0.0376283,0.0379665,0.0419665,0.0256805,0.0286198,0.0155218,0.0555631,0.0153537,0.0182313,0.0382327,0,0.0254156,0.0517501,0.0415494,0,0,0.009454,0,0,0.0233605,0.0439127,0.035397,0.0270625,0.0126214,0.028542,0.0488296,0,0,0.0378383,0.0580106,0.0363516,0.0440703,0.0667096,0.0167239,0.0488903,0.0173147,0.0548557,0.0647807,0,0,0,0,0.0181487,0.053095,0,0,0
28,0.0481225,0,0,0,0,0.0457897,0,0,0,0,0,0,0.040653,0,0.0301896,0.0248906,0,0,0.0183484,0,0,0.0449416,0.0507268,0.0264799,0.0216251,0.0202088,0.0329927,0.0355967,0.0377938,0.0342972,0.0369183,0.0379806,0.0380844,0.0421441,0.0258014,0.028736,0.015574,0.055553,0.014978,0.0186188,0.0383607,0,0.0253782,0.0515482,0.0415949,0,0,0.00970177,0,0,0.0233407,0.0440029,0.0356204,0.0271017,0.0126756,0.0284062,0.0487467,0,0,0.0379877,0.0580323,0.0363633,0.0440951,0.0667791,0.0168783,0.0488974,0.0172818,0.0549239,0.0646872,0,0,0,0,0.0181421,0.0530926,0,0,0
29,0.047594,0,0,0,0,0.0457715,0,0,0,0,0,0,0.040335,0,0.0306244,0.0247882,0,0,0.0183381,0,0,0.0450383,0.0503245,0.0267289,0.0213225,0.0205305,0.0336306,0.034573,0.0378537,0.0341842,0.0371545,0.0380475,0.038115,0.0421005,0.0257626,0.0286455,0.0161394,0.0547514,0.0145943,0.0186452,0.038351,0,0.0253136,0.051196,0.042568,0,0,0.00980123,0,0,0.0174613,0.0439092,0.0357862,0.0269396,0.0126889,0.0290035,0.044424,0,0,0.0381062,0.0580392,0.0364021,0.044183,0.0669729,0.0170211,0.052235,0.0182069,0.0547361,0.0643062,0,0,0,0,0,0.0531029,0,0,0
30,0.0483112,0,0,0,0,0.0456221,0,0,0,0,0,0,0.0394574,0,0.031149,0.025648,0,0,0.0181916,0,0,0.0449869,0.0497224,0.0265343,0.0215785,0.0213814,0.0328357,0.0355474,0.0378041,0.0337381,0.0369233,0.0379036,0.0383781,0.0422708,0.0259666,0.0286725,0.0172445,0.0554409,0.0150302,0.0190518,0.0382162,0,0.0254162,0.0516275,0.0415821,0,0,0.010018,0,0,0.0236181,0.0443434,0.0354853,0.0271013,0.0130171,0.0284929,0.0483701,0,0,0.0382959,0.0578777,0.0363577,0.0441289,0.0669582,0.0167589,0.0493747,0.0181519,0.0548452,0.0646482,0,0,0,0,0.0178834,0.0530821,0,0,0
31,0.0484285,0,0,0,0,0.0455858,0,0,0,0,0,0,0.0388662,0,0.031462,0.026133,0,0,0.0181075,0,0,0.0449748,0.049532,0.0265396,0.0218484,0.0217933,0.0326792,0.0356258,0.0377385,0.0334952,0.036827,0.0378087,0.0385433,0.0423658,0.0259021,0.0287599,0.018,0.0554042,0.0150843,0.0191505,0.0382482,0,0.0254103,0.0517107,0.041562,0,0,0.0102587,0,0,0.0236107,0.0445409,0.0354453,0.0271093,0.0131649,0.0283574,0.0481015,0,0,0.0383448,0.0577972,0.0363215,0.0441761,0.066938,0.016711,0.0494493,0.0182423,0.054941,0.0645186,0,0,0,0,0.0179645,0.0530848,0,0,0
32,0.0485543,0,0,0,0,0.045537,0,0,0,0,0,0,0.0382885,0,0.0317888,0.0264902,0,0,0.0180446,0,0,0.0448472,0.0493222,0.0265469,0.0219002,0.0223452,0.0325135,0.0358339,0.0377134,0.0332075,0.0367108,0.0377101,0.0386547,0.0423831,0.0258334,0.0287864,0.0187068,0.0554018,0.0150273,0.0191807,0.0382877,0,0.0253813,0.0518479,0.0415309,0,0,0.0105841,0,0,0.0236417,0.0446786,0.0358385,0.0271293,0.0133322,0.0283117,0.0477857,0,0,0.0384022,0.057848,0.0363126,0.0442751,0.066926,0.0167812,0.0495527,0.0183766,0.0549788,0.064544,0,0,0,0,0.0180936,0.0530015,0,0,0
33,0.0486575,0,0,0,0,0.0454737,0,0,0,0,0,0,0.0377394,0,0.0321111,0.0266931,0,0,0.0180454,0,0,0.0448148,0.0490514,0.0265308,0.0218538,0.0230347,0.0322784,0.0359816,0.0376948,0.0329211,0.0366809,0.0375125,0.0387064,0.0423774,0.0259354,0.0287455,0.0193716,0.055395,0.014874,0.0192746,0.038301,0,0.0253933,0.0519825,0.0414898,0,0,0.0109639,0,0,0.0237008,0.0448418,0.0359748,0.0271818,0.0135328,0.0283083,0.0475819,0,0,0.0384977,0.0579082,0.0362836,0.0442994,0.0668836,0.0167829,0.0496908,0.0185406,0.0549782,0.0646177,0,0,0,0,0.0182925,0.0529698,0,0,0
34,0.048725,0,0,0,0,0.0454083,0,0,0,0,0,0,0.0372515,0,0.0324335,0.0268421,0,0,0.0180427,0,0,0.0448461,0.0487805,0.0264836,0.0218736,0.023612,0.0320091,0.0360407,0.0375479,0.0326841,0.0367267,0.0373063,0.0388393,0.0423376,0.0263235,0.0287003,0.0200023,0.0554911,0.0147113,0.0193309,0.0381308,0,0.0254305,0.0520709,0.0414246,0,0,0.011349,0,0,0.0237319,0.0449564,0.0358852,0.0272843,0.0137261,0.0283166,0.0474884,0,0,0.0386182,0.0578756,0.0362388,0.0442926,0.0669286,0.0167094,0.0498154,0.0186729,0.0549831,0.0646441,0,0,0,0,0.0185084,0.0529604,0,0,0
35,0.0487864,0,0,0,0,0.0453455,0,0,0,0,0,0,0.0368809,0,0.0327301,0.0270108,0,0,0.0180163,0,0,0.0448134,0.0486238,0.0266002,0.0219063,0.0241232,0.0316594,0.036093,0.0374351,0.0324475,0.0366168,0.0371271,0.0389896,0.0422466,0.0265694,0.0286417,0.0205123,0.0556444,0.0147003,0.0192995,0.0377944,0,0.0254432,0.0521614,0.0413539,0,0,0.0116945,0,0,0.0237786,0.0449809,0.0358116,0.0273813,0.0139581,0.0283187,0.047352,0,0,0.0386998,0.0578044,0.0362025,0.0442947,0.0669857,0.0165264,0.0499686,0.0187314,0.0550053,0.0646155,0,0,0,0,0.0187416,0.0529225,0,0,0
36,0.0488844,0,0,0,0,0.0453042,0,0,0,0,0,0,0.0368267,0,0.0330065,0.0272306,0,0,0.0178935,0,0,0.044832,0.0486522,0.0267353,0.0219471,0.0245462,0.0312791,0.0362062,0.0373841,0.0322083,0.0365626,0.0370705,0.0390578,0.0422006,0.0266105,0.0286263,0.0206256,0.0557887,0.0149583,0.0192505,0.0371006,0,0.0253591,0.0524111,0.0413022,0,0,0.0119414,0,0,0.0238528,0.0450724,0.0358047,0.0274528,0.01441,0.0283319,0.047216,0,0,0.0388421,0.0576034,0.0360876,0.0442233,0.066975,0.0159029,0.0501582,0.0187984,0.0550823,0.064622,0,0,0,0,0.0189919,0.0529545,0,0,0
37,0.0491748,0,0,0,0,0.0451912,0,0,0,0,0,0,0.0374174,0,0.0333838,0.0272487,0,0,0.018457,0,0,0.044542,0.0496944,0.0271208,0.0223023,0.0247256,0.0299577,0.0355324,0.0378435,0.0323935,0.0370056,0.037509,0.0388314,0.041976,0.0262839,0.0286206,0.0200683,0.0565624,0.0155198,0.0193512,0.0392672,0,0.0264699,0.0560282,0.0414275,0,0,0.0122479,0,0,0.0240332,0.044192,0.0378979,0.0305021,0.016012,0.0279264,0.0471168,0,0,0.0412742,0.0540522,0.0324432,0.0411306,0.0642258,0.0183899,0.0505915,0.01898,0.0554123,0.0635839,0,0,0,0,0.0193843,0,0,0,0
38,0.0489983,0,0,0,0,0.0453766,0,0,0,0,0,0,0.0361152,0,0.0337686,0.0278146,0,0,0.0179243,0,0,0.044961,0.0487283,0.0271974,0.021864,0.0256372,0.0306529,0.0365819,0.0373801,0.0316962,0.0364879,0.0369146,0.0391397,0.0420803,0.0264553,0.0284618,0.0216159,0.0558731,0.0151705,0.0189492,0.0374365,0,0.0256328,0.0526849,0.0411876,0,0,0.0123802,0,0,0.0238654,0.045595,0.0351388,0.0276277,0.014682,0.0284068,0.0472877,0,0,0.0390471,0.0574835,0.0358769,0.0440063,0.0668191,0.0157706,0.0503847,0.018634,0.0551896,0.0646826,0,0,0,0,0.0195749,0.0528939,0,0,0
39,0.0492485,0,0,0,0,0.0459673,0,0,0,0,0,0,0.0382746,0,0.0345755,0.028317,0,0,0.0176207,0,0,0.0453126,0.0519594,0.02881,0.0214732,0.0258046,0.0281357,0.0368539,0.0385819,0.0324405,0.0388954,0.0386955,0.0379326,0.0406157,0.0252749,0.0283217,0.0196567,0.0551564,0.0148586,0.0185942,0.0353744,0,0.025148,0,0.0413607,0,0,0.011721,0,0,0.0234677,0.0421922,0.0392656,0.0346043,0.0144276,0.025796,0.0488301,0,0,0.0388999,0.0543382,0.0331055,0.0412913,0.0639193,0.0155482,0.0496502,0.0178327,0.056999,0.0636161,0,0,0,0,0.0188902,0.0567624,0,0,0
40,0.0487735,0,0,0,0,0.0458932,0,0,0,0,0,0,0.0382498,0,0.0341589,0.0283719,0,0,0.017579,0,0,0.0456029,0.0517825,0.0296749,0.0213673,0.0261023,0.0284756,0.0359252,0.0387442,0.0324928,0.0388763,0.0385483,0.0379982,0.0408003,0.0250622,0.027966,0.0197602,0.0542569,0.014579,0.0182219,0.0353695,0,0.0251611,0,0.042224,0,0,0.0111006,0,0,0.0173821,0.0422668,0.0392388,0.0342499,0.0144559,0.0261931,0.0444513,0,0,0.0388973,0.0543069,0.0330359,0.0412449,0.0638952,0.0155719,0.0528962,0.0188327,0.0569158,0.0631679,0,0,0,0,0,0.0567642,0,0,0
41,0.0493388,0,0,0,0,0.0458864,0,0,0,0,0,0,0.0390264,0,0.033303,0.028698,0,0,0.0175417,0,0,0.0455651,0.0514772,0.0310803,0.021194,0.0263072,0.0278394,0.0371346,0.0386786,0.0322442,0.0387902,0.038665,0.0383612,0.0415137,0.0248392,0.0273482,0.0197962,0.0550418,0.014888,0.0184441,0.0354952,0,0.025139,0,0.0411837,0,0,0.0114258,0,0,0.0235961,0.0424788,0.0394295,0.0345745,0.0145077,0.0260845,0.0489874,0,0,0.0389789,0.0542364,0.0329747,0.0412032,0.0638469,0.0156993,0.0500058,0.0183424,0.0571576,0.0635463,0,0,0,0,0.0191541,0.0566951,0,0,0
42,0.0493127,0,0,0,0,0.046202,0,0,0,0,0,0,0.0368876,0,0.0336899,0.029017,0,0,0.0168044,0,0,0.0462568,0.0511765,0.0293544,0.0217806,0.0251008,0.0275884,0.0373535,0.0379503,0.0318975,0.0396233,0.0394139,0.0385532,0.041314,0.026162,0.0295101,0.0210618,0.0549169,0.0147997,0.0178396,0.0313031,0,0.0229664,0,0.0408603,0,0,0.0111068,0,0,0.0235302,0.04266,0.0404377,0.0343862,0.0156005,0.0256408,0.0492855,0,0,0.0389385,0.0546667,0.0343803,0.0420384,0.0640113,0.0138654,0.0498964,0.0180613,0.0577009,0.0635071,0,0,0,0,0.0192993,0.0561832,0,0,0
43,0.049584,0,0,0,0,0.0461979,0,0,0,0,0,0,0.0372031,0,0.0338562,0.0291782,0,0,0.0171205,0,0,0.0461202,0.0518823,0.03004,0.0221741,0.0248507,0.0263419,0.036541,0.0384194,0.0326254,0.0405027,0.0400667,0.0382516,0.0410317,0.0259158,0.0296657,0.0208904,0.0555097,0.0153347,0.0177786,0.0325677,0,0.0240823,0,0.0410354,0,0,0.0108364,0,0,0.0236529,0.0415838,0.0439272,0.0381488,0.0177655,0.0252449,0.0496938,0,0,0.0417918,0.0506014,0.0305905,0.0386251,0.0607339,0.0149995,0.0500429,0.0185587,0.0583238,0.0623315,0,0,0,0,0.0192314,0,0,0,0
44,0.0488413,0,0,0,0,0.0462514,0,0,0,0,0,0,0.0365751,0,0.0335388,0.029076,0,0,0.0165193,0,0,0.0467404,0.0500308,0.02999,0.0218644,0.0243774,0.0280156,0.0365739,0.0374056,0.0320935,0.0400471,0.0395524,0.0387086,0.041711,0.0263969,0.0298992,0.0215327,0.0541842,0.0147503,0.0172393,0.031774,0,0.0228178,0,0.0416847,0,0,0.0106149,0,0,0.0177797,0.0423232,0.0405364,0.0340475,0.015011,0.0260453,0.0448632,0,0,0.0387804,0.0548404,0.0344199,0.0420768,0.0639722,0.01405,0.053097,0.01945,0.05773,0.063048,0,0,0,0,0,0.0560476,0,0,0
45,0.0493445,0,0,0,0,0.0463894,0,0,0,0,0,0,0.0365896,0,0.0335175,0.0293826,0,0,0.0163385,0,0,0.0467823,0.050218,0.0301512,0.0219992,0.0241643,0.027434,0.0377407,0.0370937,0.0321251,0.0401598,0.0397738,0.0389743,0.0419675,0.0266545,0.0301591,0.0215464,0.0550631,0.0149016,0.0176008,0.0317491,0,0.0228589,0,0.0405951,0,0,0.0107171,0,0,0.0236245,0.0423576,0.0404914,0.0343566,0.0148837,0.025793,0.0495492,0,0,0.0388435,0.0547688,0.0342392,0.0419952,0.063823,0.0138982,0.0498757,0.0181735,0.0580978,0.0633882,0,0,0,0,0.0198462,0.0560673,0,0,0
46,0.049333,0,0,0,0,0.0464553,0,0,0,0,0,0,0.0365699,0,0.0335645,0.0296032,0,0,0.0161666,0,0,0.0470039,0.0503992,0.0304178,0.0220353,0.023928,0.0273467,0.0378638,0.0368796,0.0322366,0.0403892,0.0398105,0.0390487,0.0421447,0.0268345,0.0303795,0.0216122,0.0551064,0.0147753,0.0175152,0.0312868,0,0.0227618,0,0.0405395,0,0,0.0104588,0,0,0.0236359,0.0424378,0.040468,0.0343326,0.014845,0.0257987,0.0496432,0,0,0.0389718,0.0545885,0.0340154,0.0418511,0.0636655,0.0136706,0.0498073,0.0181795,0.0583556,0.0633109,0,0,0,0,0.0199154,0.0562416,0,0,0
47,0.0495518,0,0,0,0,0.0464081,0,0,0,0,0,0,0.0370074,0,0.0337965,0.0298056,0,0,0.016576,0,0,0.0467897,0.0515811,0.030996,0.0224576,0.0237829,0.0260713,0.0370083,0.0375363,0.0327733,0.0410633,0.0402498,0.0387148,0.0419072,0.0266589,0.0305674,0.0212251,0.0557047,0.015383,0.0177193,0.0328275,0,0.0237631,0,0.0408287,0,0,0.010334,0,0,0.0236513,0.0414169,0.0437024,0.0380768,0.0164636,0.0253785,0.0500363,0,0,0.0415874,0.0507423,0.0303202,0.038546,0.0603816,0.0150387,0.0500019,0.0184925,0.0590584,0.062093,0,0,0,0,0.0198801,0,0,0,0
48,0.0493196,0,0,0,0,0.0465979,0,0,0,0,0,0,0.0366705,0,0.0334537,0.030171,0,0,0.0158482,0,0,0.047314,0.0503009,0.0308274,0.0222501,0.0232033,0.0271461,0.0381153,0.036542,0.0321361,0.0406396,0.0398931,0.0391272,0.0425248,0.0271128,0.0308111,0.021665,0.0551011,0.0150988,0.0173265,0.030883,0,0.0225797,0,0.040498,0,0,0.0102292,0,0,0.023779,0.0423359,0.0405916,0.0343679,0.0144049,0.0258121,0.0498519,0,0,0.0387947,0.0543896,0.0337406,0.0415382,0.0635189,0.0135689,0.0497952,0.0186693,0.0589185,0.0630929,0,0,0,0,0.0201228,0.0564292,0,0,0
49,0.0496123,0,0,0,0,0.0465524,0,0,0,0,0,0,0.0370104,0,0.0337241,0.030283,0,0,0.0163934,0,0,0.0470158,0.0513568,0.0312291,0.0226515,0.0232572,0.0258312,0.0372611,0.0371235,0.0326328,0.0411902,0.040464,0.0389031,0.0421358,0.0268007,0.0309817,0.0213132,0.0556069,0.0155987,0.0176815,0.032745,0,0.023602,0,0.0407552,0,0,0.0103538,0,0,0.0237425,0.04132,0.043854,0.038071,0.0159697,0.025331,0.050161,0,0,0.041474,0.0505729,0.0301075,0.0383304,0.0602858,0.0149788,0.0499299,0.0187338,0.0596469,0.0618134,0,0,0,0,0.0202243,0,0,0,0
50,0.049086,0,0,0,0,0.0462805,0,0,0,0,0,0,0.0352496,0,0.032614,0.0302298,0,0,0.0157547,0,0,0.0475086,0.0468426,0.0293751,0.0230031,0.0229575,0.0290056,0.0380193,0.0350728,0.031311,0.0382904,0.0381443,0.0405869,0.0442371,0.0280855,0.0312108,0.0231649,0.0559351,0.0155856,0.017573,0.0329624,0,0.0229614,0.0531611,0.0400515,0,0,0.0109164,0,0,0.0243743,0.0458966,0.0365583,0.0272829,0.0144698,0.02819,0.0483569,0,0,0.038871,0.0572814,0.0363226,0.0440723,0.0662098,0.0126294,0.0504214,0.0195916,0.0579703,0.0637718,0,0,0,0,0.0215245,0.0524978,0,0,0
51,0.049045,0,0,0,0,0.0463592,0,0,0,0,0,0,0.0352011,0,0.0323619,0.0300661,0,0,0.0157227,0,0,0.0476398,0.0465822,0.0293683,0.023075,0.0228843,0.0289406,0.037927,0.034949,0.0313234,0.0381352,0.0378263,0.0407169,0.0444696,0.0282018,0.0312727,0.0232946,0.0561329,0.0155679,0.017794,0.0339603,0,0.0229472,0.0526905,0.0399605,0,0,0.0110853,0,0,0.0245344,0.0459321,0.0365349,0.0270366,0.0140756,0.0281808,0.048102,0,0,0.0385946,0.0576321,0.0366015,0.0442581,0.0662617,0.0131091,0.0505997,0.0197384,0.0581642,0.0636237,0,0,0,0,0.021853,0.052174,0,0,0
52,0.0489981,0,0,0,0,0.0464783,0,0,0,0,0,0,0.0352279,0,0.0323434,0.0302092,0,0,0.0156013,0,0,0.0478107,0.0464189,0.0294159,0.0232037,0.0227071,0.0287178,0.0380021,0.0347947,0.0315173,0.0381658,0.0376264,0.040763,0.044618,0.0285478,0.0313058,0.0233124,0.056168,0.015627,0.0177445,0.0343268,0,0.0229851,0.0526337,0.0398726,0,0,0.0110832,0,0,0.024589,0.0459219,0.0364594,0.0268749,0.0138458,0.0281014,0.0480494,0,0,0.03844,0.0577178,0.0365931,0.0442139,0.0662616,0.0132453,0.0506628,0.0197077,0.0584399,0.0635104,0,0,0,0,0.0220263,0.0521904,0,0,0
53,0.0488877,0,0,0,0,0.0465802,0,0,0,0,0,0,0.0352097,0,0.0324443,0.0305238,0,0,0.0154199,0,0,0.0479662,0.0462545,0.0294469,0.0235007,0.0227218,0.0285075,0.038166,0.0346281,0.0318992,0.0381931,0.0375705,0.0408826,0.0446912,0.0288127,0.0313522,0.0234156,0.0562708,0.0157199,0.0177724,0.034505,0,0.0230676,0.0526517,0.0397998,0,0,0.0110667,0,0,0.0246521,0.0458271,0.0359554,0.02671,0.013671,0.0280258,0.0480511,0,0,0.038304,0.0577796,0.03648,0.0441084,0.0661982,0.0131551,0.0507714,0.0196743,0.0587275,0.0633426,0,0,0,0,0.0222396,0.0522599,0,0,0
54,0.0487528,0,0,0,0,0.0466878,0,0,0,0,0,0,0.0353956,0,0.0323487,0.0305213,0,0,0.0153083,0,0,0.0480773,0.0460504,0.0295506,0.0234978,0.0226621,0.0284401,0.0383563,0.0344533,0.0319225,0.038308,0.0377497,0.0409726,0.0447655,0.0288288,0.031423,0.0232977,0.0564253,0.0158035,0.0176197,0.0346574,0,0.0230732,0.0526028,0.0397239,0,0,0.011104,0,0,0.0246657,0.0456661,0.0356953,0.0265817,0.0135232,0.0281849,0.0480501,0,0,0.0381729,0.0577999,0.0364589,0.0440732,0.0661573,0.0131413,0.0509223,0.0195929,0.0589188,0.0632451,0,0,0,0,0.0225301,0.0522485,0,0,0
55,0.0486087,0,0,0,0,0.0467847,0,0,0,0,0,0,0.035747,0,0.032224,0.0301675,0,0,0.015199,0,0,0.0482359,0.046,0.0297513,0.0227966,0.0225002,0.0285905,0.0384389,0.0341335,0.0315883,0.0387067,0.0380994,0.040976,0.0448285,0.0287136,0.0315246,0.0230672,0.0565385,0.0159756,0.0175017,0.0344871,0,0.0230245,0.0526669,0.0397391,0,0,0.0111682,0,0,0.024719,0.0456491,0.0356594,0.0263769,0.0134334,0.0286636,0.0480004,0,0,0.0381471,0.0577637,0.036466,0.0441181,0.0661722,0.0130204,0.0509777,0.0196493,0.0589797,0.0633212,0,0,0,0,0.0226009,0.052187,0,0,0
56,0.0485131,0,0,0,0,0.0469058,0,0,0,0,0,0,0.0359165,0,0.0321722,0.0301027,0,0,0.0150493,0,0,0.0484453,0.0460865,0.0298576,0.0227604,0.0223982,0.028655,0.0385649,0.0339584,0.0315773,0.0389041,0.0382619,0.0410157,0.0449716,0.0286379,0.0316216,0.0229764,0.0564968,0.0160389,0.0175783,0.0347325,0,0.0230142,0.0526446,0.0396883,0,0,0.0112202,0,0,0.0248127,0.0457539,0.0359885,0.0260568,0.0133111,0.0288625,0.0479426,0,0,0.0380583,0.057829,0.0365042,0.0441833,0.0661742,0.013238,0.0510277,0.0196077,0.0590923,0.063359,0,0,0,0,0.0225776,0.0521648,0,0,0
57,0.0481352,0,0,0,0,0.0469601,0,0,0,0,0,0,0.0357412,0,0.0317637,0.0316844,0,0,0.0150198,0,0,0.0485946,0.0439211,0.0302295,0.0219631,0.0212877,0.0297202,0.0391249,0.0316896,0.0311784,0.0395837,0.0377566,0.0407433,0.0449703,0.0286056,0.0316745,0.0232666,0.0559696,0.0157457,0.0174307,0.025851,0,0.0226901,0.0491193,0.040017,0,0,0.0110912,0,0,0.02469,0.0494662,0.034932,0.0222962,0.0163897,0.0310169,0.0482781,0,0.0635621,0.0366201,0.0598248,0.0394966,0.0462632,0.0688155,0.0142778,0.0509266,0.019382,0.0587036,0.0645623,0,0,0,0,0.0221358,0.0488699,0,0,0
58,0.0485776,0,0,0,0,0.0470877,0,0,0,0,0,0,0.0358338,0,0.0325023,0.0294853,0,0,0.0157707,0,0,0.048258,0.0463525,0.0298624,0.0206221,0.0222036,0.025718,0.037697,0.0337287,0.0312208,0.0394437,0.0383552,0.0410482,0.0451206,0.0289649,0.0319718,0.0228333,0.0568203,0.0163021,0.0177462,0.0320808,0,0.0224084,0.0562432,0.0404134,0,0,0.0107982,0,0,0.0241993,0.0453351,0.036953,0,0.0129592,0.0289094,0.0492773,0,0,0.0386798,0.0568655,0.0358537,0.0435629,0.0657245,0.0125797,0.0509147,0.0190785,0.0600731,0.062294,0,0,0,0,0.021596,0.0538306,0,0,0
59,0.0479313,0,0,0,0,0.04753,0,0,0,0,0,0,0.035778,0,0.0316217,0.0312593,0,0,0.0150731,0,0,0.0488329,0.0440743,0.0303138,0.021238,0.0214358,0.027027,0.0383999,0.0319117,0.031081,0.0395391,0.0375379,0.0409074,0.0451431,0.0286974,0.03177,0.0234734,0.0565531,0.0159923,0.0173089,0.0255016,0,0.0230165,0.0518346,0.0402726,0,0,0.0105069,0,0,0.0244119,0.0484153,0.0356195,0,0.015615,0.0301654,0.0492677,0,0.0657514,0.0367083,0.0591598,0.0388678,0.0455072,0.0683344,0.0149386,0.0507801,0.0186428,0.0598116,0.0633656,0,0,0,0,0.0216103,0.0500488,0,0,0
60,0.0478163,0,0,0,0,0.0476593,0,0,0,0,0,0,0.035864,0,0.0315057,0.0312999,0,0,0.0149719,0,0,0.0489644,0.0440158,0.0305494,0.0212691,0.0214582,0.0270481,0.0385031,0.0316136,0.0312008,0.0395771,0.0375793,0.040967,0.0450765,0.0284327,0.031766,0.0236013,0.0565184,0.0161242,0.0172557,0.0250276,0,0.0230163,0.0519378,0.0401999,0,0,0.010561,0,0,0.0243879,0.0484583,0.0357327,0,0.0155545,0.030177,0.0492273,0,0.0659251,0.0367132,0.0590874,0.0387469,0.0454358,0.0683711,0.0151981,0.0507944,0.0184998,0.0599343,0.0633785,0,0,0,0,0.0215428,0.0502083,0,0,0
61,0.0477243,0,0,0,0,0.047764,0,0,0,0,0,0,0.0358866,0,0.0314466,0.0313875,0,0,0.0148289,0,0,0.0490758,0.0440108,0.0306541,0.0212685,0.0214478,0.0270265,0.0386142,0.0314453,0.0313437,0.0397477,0.0375891,0.0409397,0.0450958,0.0283436,0.0318017,0.0236881,0.0565617,0.0162186,0.0173255,0.0248905,0,0.0229771,0.0519523,0.0401372,0,0,0.0106141,0,0,0.0243812,0.0483651,0.0359693,0,0.0154943,0.0301115,0.0491784,0,0.066032,0.0367039,0.059046,0.0387377,0.0454256,0.0683966,0.0152827,0.0508609,0.0183502,0.0600934,0.0632943,0,0,0,0,0.0215244,0.0502461,0,0,0
62,0.0476801,0,0,0,0,0.0475172,0,0,0,0,0,0,0.035888,0,0.0316462,0.0320529,0,0,0.0144332,0,0,0.0491117,0.0437256,0.0306721,0.0221816,0.0212175,0.0296519,0.0396903,0.030844,0.031195,0.0401881,0.0377955,0.0409114,0.0451615,0.0284244,0.0320012,0.023501,0.0561655,0.0157559,0.0172733,0.025217,0,0.0226102,0.0489747,0.0397313,0,0,0.0114164,0,0,0.0245808,0.0495089,0.0351075,0.0223623,0.0162434,0.0310032,0.0481724,0,0.0642325,0.0366293,0.059592,0.0393765,0.0460467,0.0687717,0.014465,0.0512374,0.0187265,0.0593437,0.0642642,0,0,0,0,0.0220859,0.0490364,0,0,0
63,0.0477127,0,0,0,0,0.0476038,0,0,0,0,0,0,0.0361521,0,0.0316011,0.0323922,0,0,0.0146723,0,0,0.0490132,0.0445597,0.0309318,0.0226164,0.0213838,0.0287694,0.0390416,0.0315745,0.0314651,0.0404427,0.0380694,0.0406446,0.0448643,0.0281508,0.0319531,0.0234197,0.0567749,0.0160871,0.0174042,0.0261875,0,0.0233307,0.0522157,0.039627,0,0,0.0114717,0,0,0.0248013,0.0482501,0.0368563,0.0244353,0.0157183,0.0302927,0.0481517,0,0.0673717,0.0380465,0.0564143,0.0362542,0.0433527,0.0663053,0.0137085,0.0514092,0.0187133,0.0599459,0.0631604,0,0,0,0,0.022287,0,0,0,0
64,0.0475208,0,0,0,0,0.0476988,0,0,0,0,0,0,0.0359053,0,0.0317679,0.0322147,0,0,0.0142457,0,0,0.0493193,0.0432834,0.030952,0.0220649,0.0210488,0.029734,0.0399453,0.0306486,0.0308747,0.0404288,0.0380446,0.0409049,0.0452382,0.0284224,0.0320312,0.0238338,0.056215,0.0157374,0.0171809,0.0249581,0,0.0226288,0.049095,0.0395808,0,0,0.0115922,0,0,0.0246694,0.0496013,0.0350194,0.0222225,0.0161889,0.0309644,0.0482209,0,0.0644099,0.0367553,0.0593915,0.039247,0.045869,0.0686502,0.0146139,0.0513268,0.0184949,0.0597594,0.0641596,0,0,0,0,0.0220944,0.0492909,0,0,0
65,0.047435,0,0,0,0,0.0477671,0,0,0,0,0,0,0.0360016,0,0.0317811,0.032268,0,0,0.0142778,0,0,0.0493911,0.0431041,0.0308993,0.0223246,0.0208434,0.0298389,0.0399461,0.0305487,0.0307852,0.0403487,0.0380878,0.0409895,0.0452797,0.0285182,0.0321186,0.0238725,0.0563549,0.0157311,0.0172433,0.0254249,0,0.0225413,0.0487552,0.0395169,0,0,0.0116528,0,0,0.0248629,0.0495802,0.0353819,0.0222395,0.0161686,0.031073,0.0480236,0,0.0644941,0.0367393,0.0596704,0.0395068,0.0460308,0.0686651,0.0144766,0.0514841,0.0188175,0.0598462,0.0640733,0,0,0,0,0.0221043,0.0490594,0,0,0
