Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRB,STRN,T10,x71,x72,x73,,RWRA,RASI,LTHI,RTHI,RTHII,x75,x80
1382,0.0369514,0,0,0,0,0.0532186,0,0,0,0,0,0,0,0,0,0,0,0,0.0447818,0,0,0.0782797,0.0597262,0.0576189,0.039962,0,0.0510066,0.016589,0,0,0.0293103,0,0.0227333,0.111797,0.0242338,0.0254513,0.0641265,0,0.140603,0,0,0.0289214,0.0395255,0,0,0.0254701,0,0,0.0320029,0.0423843,0.0473285,0.03366,0.0210751,0.024749,0.0431509,0,0.0454359,0.0608888,0,0.0443742,0.0675733,0.0168543,0.0443097,0,0.0641453,0.0531298,0,0,0,0,0.0201974,0,0,0.117556,0,0,0
1383,0.0371288,0,0,0,0,0.0529637,0,0,0,0,0,0,0,0,0,0,0,0,0.0476321,0,0,0.0808174,0.0582627,0.0580057,0.0380995,0,0.0539241,0.0160901,0,0,0.0238577,0,0.0257231,0.11286,0.0247167,0.0292985,0.0657283,0,0.148445,0,0,0,0.0387422,0,0,0.0227865,0,0,0.00409716,0.0490771,0.0441967,0.0224293,0.0212725,0.0298738,0.0399141,0,0.0459965,0.0667365,0,0,0.0730809,0.0139533,0.0450047,0,0.0626175,0.0556515,0,0,0,0,0,0.0447584,0,0.111762,0,0,0
1384,0.035517,0,0,0,0,0.0535484,0,0,0,0,0,0,0,0,0,0,0,0,0.0202964,0,0,0.0144994,0.0584672,0.0529211,0.0400621,0.00756836,0.0525809,0.0243877,0,0,0.0241947,0,0.0250664,0.111158,0.0268482,0.0291389,0.0502081,0,0,0,0,0,0.0411532,0,0,0.0213012,0,0,0.011741,0.0480181,0.0491873,0.0220912,0.0180392,0.0275573,0.0406534,0,0.0455396,0.0628358,0,0.043325,0.0688693,0.0239087,0.0473434,0.00875162,0.0637532,0.0557955,0,0,0,0,0,0.0474426,0,0.11391,0,0,0
1385,0.0362113,0,0,0,0,0.0533862,0,0,0,0,0,0,0,0,0,0,0,0,0.0196379,0,0,0.0143512,0.0559277,0,0.0444588,0.010231,0.0500865,0.0257234,0,0,0.0235822,0,0.0277073,0.106469,0.0377694,0.0187531,0.0487429,0,0,0,0,0,0.0407539,0,0,0.021862,0,0,0.0113951,0.0405328,0.0522155,0.0342228,0.0182411,0.0208569,0.0412833,0,0.0440531,0.0579979,0,0.0403819,0.0656317,0.017769,0.0465725,0.00874075,0.0655473,0.053837,0,0,0,0,0,0,0.0387996,0.118566,0,0,0
1386,0.0368825,0,0,0,0,0.0534334,0,0,0,0,0,0,0,0,0,0,0,0,0.0192536,0,0,0.0145681,0.0577847,0.0431142,0,0,0.0582859,0.0267589,0,0,0.0250002,0,0.0188261,0.104267,0.0281797,0.0410444,0.048486,0,0,0,0,0,0.0394183,0,0,0.0198428,0,0,0.0100209,0.0494302,0.051243,0.0234722,0.0205945,0.0218612,0.0374028,0,0.0476941,0.0611514,0,0.0422876,0.0678697,0.0209452,0.0480794,0.00898611,0.0660056,0.0518308,0,0,0,0,0,0.0505126,0,0.115579,0,0,0
1387,0.0352513,0,0,0,0,0.0538907,0,0,0,0,0,0,0,0,0,0,0,0,0.0196279,0,0,0.0148376,0.0504955,0.0500513,0.0438574,0,0.0526511,0.0247833,0,0.0494879,0.0183096,0,0.0272303,0.118033,0.0347401,0.0413041,0.0497452,0,0,0,0,0,0.0405915,0,0,0.0208077,0,0,0.0102937,0.0475765,0.0505685,0.0236394,0.0196629,0.026294,0.0408305,0,0.046228,0.0613717,0,0.0422236,0.067741,0.0233876,0.0473678,0.00878691,0.0648189,0.0551325,0,0,0,0,0,0.0514374,0.0461071,0.115017,0,0,0
1388,0.0346551,0,0,0,0,0.0547157,0,0,0,0,0,0,0,0,0,0,0,0,0.0192637,0,0,0.0142263,0.053627,0,0.0433359,0,0.056027,0.0241071,0,0,0.019228,0,0.0292336,0.107139,0.0429072,0.0230607,0.0473401,0,0,0,0,0,0.0430201,0,0,0.0161617,0,0,0.00851766,0.0463532,0.0498172,0.0222421,0.0185058,0.0284179,0.0389799,0,0.0451262,0.0618332,0,0.0428453,0.0683764,0.0219263,0,0.0110329,0.065414,0.0538512,0,0,0,0,0,0.0488814,0.0377848,0.114915,0,0,0
1389,0.0364613,0,0,0,0,0.0534722,0,0,0,0,0,0,0,0,0,0,0,0,0.0416916,0,0,0.075383,0.0525251,0,0.0369338,0,0.0546045,0.0175373,0,0.0505193,0.0167727,0,0.0310499,0.112835,0.0387092,0.0249834,0.0631635,0,0.131498,0,0,0,0.0385812,0,0,0.0225769,0,0,0.0114203,0.0464397,0.0439205,0.0226169,0.0211853,0.0304056,0.0412174,0,0.0446389,0.0663841,0,0,0.0732583,0.0134003,0.0451867,0.00881217,0.0634838,0.0556852,0,0,0,0,0,0.0453096,0.0405422,0.11234,0,0,0
1390,0.0366885,0,0,0,0,0.0533558,0,0,0,0,0,0,0,0,0,0,0,0,0.0431879,0,0,0.0808538,0.0543528,0,0.0388451,0,0.0505646,0.0173512,0,0.0517767,0.0206587,0,0.0301353,0.112416,0.0356087,0.0169089,0.0629245,0,0.13629,0,0,0,0.0387711,0,0,0.0232954,0,0,0.0117064,0.0412127,0.0519966,0.0331461,0.0178548,0.0249477,0.0424419,0,0.0440524,0.058102,0,0.0404378,0.0656388,0.0182108,0.044509,0.00879664,0.0648975,0.0539339,0,0,0,0,0,0,0.040665,0.118709,0,0,0
1391,0.0374324,0,0,0,0,0.0535019,0,0,0,0,0,0,0,0,0,0,0,0,0.0441074,0,0,0.083331,0.056865,0,0.0473833,0,0.0519878,0.0174939,0,0,0.0212527,0,0.0261425,0.107389,0.0327942,0.0156692,0.0631001,0,0.138905,0,0,0,0.0382149,0,0,0.0225296,0,0,0.0111893,0.041294,0.0550063,0.0339058,0.0195503,0.022153,0.0409656,0,0.0465426,0.0540307,0.0342756,0.0369173,0.0621584,0.019611,0.0449745,0.00891348,0.0660665,0.051274,0,0,0,0,0,0,0,0.122062,0,0,0
1392,0.0366883,0,0,0,0,0.053583,0,0,0,0,0,0,0,0,0,0,0,0,0.044259,0,0,0.0831725,0.0531343,0,0.0431079,0,0.0493282,0.0168386,0,0,0.020903,0,0,0.10767,0.0385999,0.00875364,0.0633835,0,0.138844,0,0,0,0.0387914,0,0,0.0231723,0,0,0.0114378,0.0460755,0.0452272,0.0321824,0.0133319,0.0240728,0.0426999,0,0.0451064,0.0481056,0.0269689,0.0263429,0.0515452,0,0.0444969,0.00883175,0.0654952,0.0526265,0,0,0,0,0,0,0.0382894,0.125642,0,0,0
1393,0.0369649,0,0,0,0,0.0536375,0,0,0,0,0,0,0,0,0,0,0,0,0.0442988,0,0,0.0828544,0.0558872,0,0.0455249,0,0.050747,0.0172105,0,0,0.0200126,0,0,0.108071,0.0325658,0.00928377,0.0632081,0,0.138389,0,0,0,0.0383793,0,0,0.0228422,0,0,0.0112521,0.0454638,0.054184,0.0333928,0.0131539,0.0227325,0.0419995,0,0.0396267,0.0482623,0.0241484,0.0238539,0.0523565,0,0.0445898,0.0089111,0.0658121,0.0517371,0,0,0,0,0,0,0,0.12641,0,0,0
1394,0.0368978,0,0,0,0,0.0536842,0,0,0,0,0,0,0,0,0,0,0,0,0.044372,0,0,0.0827547,0.0547215,0.0453637,0.0485576,0,0.0513008,0.0175031,0,0,0.0271894,0,0,0.108322,0.019613,0.0357547,0.0630977,0,0.138291,0,0,0,0.0382177,0,0,0.0227199,0,0,0.011253,0.0478059,0.0501739,0.0331914,0.0136721,0.0224223,0.0418623,0,0.0406196,0.0501637,0.0249916,0,0.0539044,0,0.0446856,0.008971,0.0657217,0.0518552,0,0,0,0,0,0,0,0.124909,0,0,0
1395,0.0368069,0,0,0,0,0.0537322,0,0,0,0,0,0,0,0,0,0,0,0,0.0444005,0,0,0.0828683,0.0556213,0,0.0466004,0,0.0523312,0.017855,0,0,0.0197024,0,0,0.108872,0.0302312,0.0141791,0.0629027,0,0.138265,0,0,0,0.0380297,0,0,0.0226643,0,0,0.0112683,0.0479747,0.0411195,0.0332651,0.0136917,0.0226483,0.0418678,0,0.0414712,0.0542111,0,0,0.0570948,0,0.0446502,0.00904057,0.0655479,0.0522361,0,0,0,0,0,0,0,0.121867,0,0,0
1396,0.035756,0,0,0,0,0.0537931,0,0,0,0,0,0,0,0,0,0,0,0,0.0444161,0,0,0.082789,0.0565715,0.0519828,0.0379194,0.00888839,0.0502086,0.0173169,0,0,0.0263262,0,0,0.111316,0.0248201,0.0262131,0.0630485,0,0.138115,0,0,0,0.0389015,0,0,0.0235418,0,0,0.01176,0.0486319,0.0431844,0.0298516,0.0145255,0.0260898,0.0441322,0,0.0403212,0.0555403,0,0,0.0584787,0,0.0441439,0.00899323,0.0642325,0.0549409,0,0,0,0,0,0,0,0.120175,0,0,0
1397,0.0366135,0,0,0,0,0.0536883,0,0,0,0,0,0,0,0,0,0,0,0,0.0444159,0,0,0.0832356,0.0585181,0.0611121,0,0,0.0540826,0.019431,0,0,0.0300659,0,0,0.10909,0.0189026,0.033165,0.0620055,0,0.138064,0,0,0,0.0374294,0,0,0.0227747,0,0,0.0113781,0.0457274,0.050068,0.0302827,0.0230044,0.0223661,0.0417323,0,0.0500342,0.0576245,0.0572066,0,0.0656681,0.0201496,0.0442288,0.00923613,0.0648806,0.0534339,0,0,0,0,0,0,0,0.11704,0,0,0
1398,0.0356734,0,0,0,0,0.0543339,0,0,0,0,0,0,0,0,0,0,0,0,0.0444276,0,0,0.0830358,0.0589214,0.055979,0.0405867,0,0.0566425,0.0163472,0,0,0.029937,0,0,0.112818,0.0201317,0.0282777,0.0616618,0,0.137817,0,0,0,0.0395335,0,0,0.0172484,0,0,0.0519078,0.0440228,0.0496789,0.0281606,0.0228374,0.0293616,0.0381967,0,0.0494373,0.0575561,0.060092,0,0.0658092,0.0195891,0.0499551,0.0711648,0.0639175,0.0536705,0,0,0,0,0.126245,0,0,0.116794,0,0,0
1399,0.0356047,0,0,0,0,0.0543367,0,0,0,0,0,0,0,0,0,0,0,0,0.0444262,0,0,0.0830067,0.0588761,0.0551744,0.0408213,0,0.0567803,0.0164191,0,0,0.0298164,0,0,0.112533,0.0203226,0.0280564,0.0615912,0,0.137611,0,0,0,0.0394636,0,0,0.0172161,0,0,0.0523439,0.0441013,0.0496843,0.0281986,0.0226173,0.0293838,0.0382058,0,0.0493174,0.0574697,0.0596963,0,0.0657163,0.0194954,0.0499935,0.0719848,0.0639364,0.053643,0,0,0,0,0.127707,0,0,0.11688,0,0,0
1400,0.0353792,0,0,0,0,0.0543553,0,0,0,0,0,0,0,0,0,0,0,0,0.044406,0,0,0.0829878,0.0595168,0.0572397,0.0409642,0.0135226,0.0570745,0.0165787,0,0,0.0285479,0,0,0.109859,0.0240495,0.0256042,0.0613815,0,0.137521,0,0,0,0.0395289,0,0,0.0171191,0,0,0.0516285,0.0443525,0.0495998,0.0281976,0.0217359,0.0295113,0.037979,0,0.0488877,0.057524,0.0581566,0,0.0655735,0.0201319,0.0502062,0.0705808,0.0638966,0.0536064,0,0,0,0,0.127716,0,0,0.116942,0,0,0
1401,0.0357425,0,0,0,0,0.0547275,0,0,0,0,0,0,0,0,0,0,0,0,0.0444015,0,0,0.0828442,0.0608995,0.0613699,0.047417,0.0606218,0.0587256,0.0161551,0,0,0.0277809,0,0,0.106032,0.0223469,0.0249116,0.0614564,0,0.137415,0,0,0,0.0397672,0,0,0.0166578,0,0,0.0499251,0.0447734,0.0466835,0.0296346,0.0196216,0.0280497,0.0361936,0,0.0443428,0.062523,0,0,0.0700119,0.0149527,0.0511984,0.067523,0.064917,0.0512599,0,0,0,0,0.129159,0,0,0.116506,0,0,0
1402,0.0348179,0,0,0,0,0.0549651,0,0,0,0,0,0,0,0,0,0,0,0,0.0444452,0,0,0.0827521,0.058491,0.0559766,0.0412352,0,0.0566967,0.0157914,0,0,0.0295052,0,0,0.111359,0.0213165,0.0270775,0.0613761,0,0.137325,0,0,0,0.040418,0,0,0.0179284,0,0,0.0492443,0.0433835,0.0516576,0.0288512,0.0170174,0.0300071,0.0371446,0,0.0443994,0.0580959,0,0.0408662,0.0656334,0.0185103,0.0515423,0.0647914,0.0644497,0.0525954,0,0,0,0,0.131048,0,0,0.118488,0,0,0
1403,0.0342418,0,0,0,0,0.0556208,0,0,0,0,0,0,0,0,0,0,0,0,0.0444467,0,0,0.082766,0.0600116,0.0614636,0.0475876,0.0603659,0.0571585,0.0162365,0,0,0.0278199,0,0,0.105992,0.0223468,0.024533,0.0611562,0,0.137343,0,0,0,0.0410957,0,0,0.0280006,0,0,0.0725784,0.0458219,0.0525161,0.03002,0.0168311,0.0275126,0.0345462,0,0.0453384,0.0575305,0,0.0401047,0.0647189,0.0197853,0.0533218,0,0.0655598,0.0506439,0,0,0,0,0.1035,0,0,0.11962,0,0,0
1404,0.0342757,0,0,0,0,0.0552924,0,0,0,0,0,0,0,0,0,0,0,0,0.0444456,0,0,0.0826919,0.058849,0.0580905,0.0413536,0.0130557,0.0571204,0.0160399,0,0,0.0281891,0,0,0.109475,0.0244486,0.0253806,0.0610944,0,0.137294,0,0,0,0.0407571,0,0,0.0206587,0,0,0.0478494,0.0440219,0.0515804,0.028598,0.0159219,0.0303538,0.036836,0,0.0441311,0.0580246,0,0.040538,0.0653105,0.0202454,0.0523313,0.0595134,0.0644964,0.0525377,0,0,0,0,0.134342,0,0,0.118667,0,0,0
1405,0.034022,0,0,0,0,0.0552405,0,0,0,0,0,0,0,0,0,0,0,0,0.0444545,0,0,0.082638,0.0592593,0.0569561,0.0384915,0.0111032,0.0569508,0.0162637,0,0,0.0292125,0,0,0.110926,0.025332,0.0257264,0.0610245,0,0.13725,0,0,0.0280821,0.0407714,0,0,0.0207678,0,0,0.0478889,0.0416124,0.0461501,0.0291943,0.0195362,0.0312254,0.0372349,0,0.0441255,0.0604735,0,0.0451561,0.0685409,0.0155198,0.0522784,0.059486,0.0643246,0.0533275,0,0,0,0,0.134293,0,0,0.117299,0,0,0
1406,0.0342548,0,0,0,0,0.0553744,0,0,0,0,0,0,0,0,0,0,0,0,0.0444352,0,0,0.0825263,0.0583656,0.0546679,0.0409027,0,0.057356,0.0161323,0,0,0.0290888,0,0,0.111229,0.0217481,0.0257152,0.0611067,0,0.137186,0,0,0,0.0406571,0,0,0.0204127,0,0,0.0477849,0.0433591,0.0513505,0.028156,0.0166997,0.0308453,0.0368337,0,0.0443494,0.057649,0,0.0407359,0.0655542,0.0178201,0.0523911,0.0596057,0.0646091,0.0526898,0,0,0,0,0.134011,0,0,0.118794,0,0,0
1407,0.0357423,0,0,0,0,0.055097,0,0,0,0,0,0,0,0,0,0,0,0,0.0444606,0,0,0.0829709,0.059603,0,0,0.0183152,0.063223,0.0186463,0,0,0.025935,0,0,0.097502,0.030164,0.017576,0.0601347,0,0.137331,0,0,0,0.0392008,0,0,0.0191811,0,0,0.0470925,0.0449616,0.0463013,0.0303672,0.0184731,0.0262633,0.0328861,0,0.0440798,0.0618284,0,0,0.0691937,0.0145695,0.0528546,0.0594545,0.0651417,0.0501377,0,0,0,0,0.133235,0,0,0.11678,0,0,0
1408,0.0335906,0,0,0,0,0.0555684,0,0,0,0,0,0,0,0,0.110683,0,0,0,0.0443214,0,0,0.082355,0.062969,0,0.0342826,0,0.0549194,0.0157607,0,0,0.0308538,0,0,0.110263,0.0338153,0.0249745,0.0611027,0,0.137012,0,0,0,0.0413537,0,0,0.0211365,0,0,0.0482289,0.044356,0.0523157,0.0251285,0.0169927,0.0335143,0.0388782,0,0.0460267,0.0554867,0.0350482,0.0382518,0.0632589,0.0218888,0.0519628,0.0594869,0.0637725,0.0547113,0,0,0,0,0.134373,0,0,0.119835,0,0,0
1409,0.0333827,0,0,0,0,0.055252,0,0,0,0,0,0,0,0,0.110923,0,0,0,0.0442975,0,0,0.082565,0.0651581,0,0.0335111,0,0.0565117,0.0169581,0,0,0.0306498,0,0,0.110455,0.0335198,0.0259698,0.0605855,0,0.13701,0,0,0,0.0410666,0,0,0.0212764,0,0,0.0482356,0.0443178,0.0443553,0.0261911,0.0176407,0.0334253,0.0387326,0,0.0430296,0.0633582,0,0,0.070784,0.014062,0.0518303,0.0593497,0.0632937,0.0558974,0,0,0,0,0.134352,0,0,0.114712,0,0,0
1410,0.0335549,0,0,0,0,0.0554892,0,0,0,0,0,0,0,0,0.11106,0,0,0,0.0442202,0,0,0.082342,0.0634484,0,0.0335375,0,0.0547279,0.0161266,0,0,0.0307335,0,0,0.110097,0.0340216,0.0248149,0.0609848,0,0.136774,0,0,0,0.0413811,0,0,0.0212751,0,0,0.0481101,0.0441866,0.0521921,0.0253607,0.0166093,0.033618,0.0389819,0,0.0457999,0.0553373,0.0354089,0.0383413,0.0634562,0.0215668,0.052007,0.0594379,0.0640466,0.0549324,0,0,0,0,0.1343,0,0,0.119816,0,0,0
1411,0.0344629,0,0,0,0,0.0557934,0,0,0,0,0,0,0.0563172,0,0.115653,0,0,0,0.0443092,0,0,0.0827451,0.0621681,0,0.0349397,0.00904819,0.0570461,0.015097,0,0,0.0327408,0,0,0.11212,0.0341829,0.0141574,0.0588032,0,0.136784,0,0,0,0.0432464,0,0,0.0170454,0,0,0.0467323,0.0442124,0.052575,0.024756,0.0172807,0.0354119,0.0386836,0,0.0461479,0.0547443,0.0350272,0.0379595,0.0630023,0.0213035,0,0.0613768,0.0643414,0.0543756,0,0,0,0,0.131473,0,0,0.120209,0,0,0
1412,0.0335164,0,0,0,0,0.055382,0,0,0,0,0,0,0.0506189,0,0.130031,0,0,0,0.0440318,0,0,0.0823876,0.0590511,0.0858241,0.0326255,0.0106771,0.0545165,0.0162878,0,0.0435677,0.0330282,0,0,0.115805,0.0292397,0.0125129,0.0607185,0,0.136498,0,0,0,0.041431,0,0,0.0215887,0,0,0.0476872,0.0435187,0.0524003,0.0254409,0.01741,0.0342374,0.0391565,0,0.0458198,0.0546758,0.0349305,0.0379109,0.0628548,0.0214758,0.0518293,0.0596015,0.0636243,0.0559846,0,0,0,0,0.134134,0,0,0.119723,0,0,0
1413,0.0337897,0,0,0,0,0.0553769,0,0,0,0,0,0,0.0576168,0,0.115087,0,0,0,0.0440023,0,0,0.0825083,0.0595686,0,0,0.00837381,0.0562988,0.0168946,0,0.0463803,0.0344835,0,0,0.113523,0.0348702,0.0127171,0.0604476,0,0.136367,0,0,0,0.0407979,0,0,0.0210793,0,0,0.0474616,0.0443487,0.0519408,0.024361,0.0176366,0.033255,0.0376009,0,0.0459926,0.0550909,0.0352741,0.0382153,0.0631593,0.0220056,0.0520802,0.0595894,0.063289,0.0554729,0,0,0,0,0.133896,0,0,0.119122,0,0,0
1414,0.0339325,0,0,0,0,0.0554858,0,0,0,0,0,0,0.0518154,0,0.132651,0,0,0,0.0439259,0,0,0.0824482,0.0595672,0.0874222,0.0372343,0.0102405,0.0552,0.0165234,0,0,0.0327738,0,0,0.112589,0.0301761,0.0130606,0.0604358,0,0.136236,0,0,0,0.0410052,0,0,0.0211379,0,0,0.0476222,0.0431389,0.0529352,0.0266586,0.0175619,0.0324507,0.0377851,0,0.0457492,0.0538181,0.0345326,0.0373455,0.0621539,0.0208531,0.0518735,0.059657,0.0633817,0.05475,0,0,0,0,0.133855,0,0,0.120758,0,0,0
1415,0.0347436,0,0,0,0,0.0558819,0,0,0,0,0,0,0.0517473,0,0.132366,0,0,0,0.044086,0,0,0.0828611,0.060734,0.0867175,0.0379839,0,0.057575,0.0154471,0,0,0.0336799,0,0,0.113103,0.0283783,0.0134554,0.0583521,0,0.136335,0,0,0,0.0430669,0,0,0.016638,0,0,0.0466307,0.0433385,0.0529313,0.0258917,0.0174112,0.0342939,0.0373156,0,0.0458237,0.0538065,0.0346635,0.0373448,0.0622955,0.020659,0,0.0614619,0.0640482,0.0538376,0,0,0,0,0.13116,0,0,0.121373,0,0,0
1416,0.0341493,0,0,0,0,0.0554908,0,0,0,0,0,0,0.0504206,0,0.132658,0,0,0,0.0439114,0,0,0.0825211,0.0601732,0.0870044,0.0368202,0.0107227,0.0551051,0.0164994,0,0,0.0334432,0,0,0.112488,0.0295675,0.0131829,0.060327,0,0.136104,0,0,0,0.040955,0,0,0.0209668,0,0,0.0477011,0.0431392,0.0527346,0.0269865,0.0172282,0.0323221,0.0375272,0,0.045663,0.0538622,0.0348333,0.0374197,0.0624215,0.0207083,0.0516279,0.0596204,0.0639344,0.0546871,0,0,0,0,0.133766,0,0,0.121671,0,0,0
1417,0.0336792,0,0,0,0,0.055543,0,0,0,0,0,0,0.0577223,0,0.113202,0,0,0,0.0438176,0,0,0.0824042,0.0627538,0,0.0300117,0.0078524,0.0529978,0.0158803,0,0.0433824,0.0368255,0,0,0.115505,0.0338956,0.0126154,0.0606125,0,0.136075,0,0,0.037462,0.0417906,0,0,0.0217458,0,0,0.0481398,0.0412649,0.0286239,0.0287318,0.0177812,0.0341147,0.0389901,0,0.0442947,0.0530884,0.0358578,0.0367826,0.0602352,0,0.0513629,0.0595603,0.0636157,0.0556653,0,0,0,0,0.134333,0,0,0.119775,0,0,0
1418,0.0345771,0,0,0,0,0.0562271,0,0,0,0,0,0,0.059542,0,0.117803,0,0,0,0.0437792,0,0,0.0819522,0.0626046,0,0.0338603,0.00825053,0.0500253,0.0136984,0,0,0.0373929,0,0,0.110334,0.0356616,0.0121038,0.0617711,0,0.135839,0,0,0,0.0424553,0,0,0.0215902,0,0,0.0481315,0.0476316,0.0448712,0.0365704,0.0166079,0.0321927,0.0389286,0,0.047446,0.0399362,0.0181393,0,0.0454439,0,0.0517164,0.0595886,0.0655145,0.0514273,0,0,0,0,0.13459,0,0,0,0,0,0
1419,0.0349446,0,0,0,0,0.0559728,0,0,0,0,0,0,0.0514327,0,0.133925,0,0,0,0.0437067,0,0,0.0822025,0.0629822,0.0856596,0.0364377,0,0.0522257,0.0145852,0,0,0.0373837,0,0,0.111951,0.0283094,0.0135017,0.0613035,0,0.135947,0,0,0.0342584,0.0417142,0,0,0.020504,0,0,0.0480276,0.0420978,0.0296387,0.036022,0.0184836,0.0308357,0.037676,0,0.0440742,0.0517311,0.0351474,0,0.0572533,0,0.0515948,0.0603502,0.0649746,0.0514414,0,0,0,0,0.132265,0,0,0,0.0609141,0,0
1420,0.0355132,0,0,0,0,0.0548628,0,0,0,0,0,0,0.0429885,0,0.130164,0,0,0,0.0436211,0,0,0.0819007,0.0612285,0.0883981,0.0315627,0.0107523,0.0501439,0.0165393,0,0,0,0,0,0.114493,0,0.0174002,0.0631256,0,0.135834,0,0,0.0422601,0.0389644,0,0,0.0228291,0,0,0.011721,0.0470442,0.031739,0.0281719,0.0145742,0.0319638,0.0429335,0,0.0447355,0.0518365,0.031109,0.0336905,0.0569618,0,0.0448079,0.00945287,0.0634692,0.0552736,0,0,0,0,0,0.0590137,0,0,0.0590971,0,0
1421,0.0355451,0,0,0,0,0.0553487,0,0,0,0,0,0,0.0567502,0,0.117338,0,0,0,0.0436,0,0,0.0821902,0.0623613,0,0.0344947,0.00729968,0.0504043,0.0144274,0,0,0.0350975,0,0,0.11108,0.0349499,0.0135176,0.0616494,0,0.135904,0,0,0,0.0410552,0,0,0.0184046,0,0,0.0513749,0.0470183,0.0487499,0.033347,0.0150128,0.0316715,0.0401948,0,0.0441797,0.0433282,0.0218412,0.0228428,0.0471435,0,0.0494116,0.0695059,0.0646906,0.0527999,0,0,0,0,0.126095,0,0,0,0.0649266,0,0
1422,0.0341261,0,0,0,0,0.0562124,0,0,0,0,0,0,0.0564317,0,0.116354,0,0,0,0.0435081,0,0,0.0822074,0.0644137,0,0.0318414,0,0.054049,0.0146046,0,0,0.0313464,0,0,0.11286,0.0321164,0.0144176,0.0617192,0,0.135922,0,0,0.0316776,0.0417047,0,0,0.0207014,0,0,0.08041,0.0475099,0.0496653,0.0256415,0.0171559,0.0356564,0.0372807,0,0.0464518,0.0565081,0.0368981,0.0403996,0.0633381,0.0200511,0.0510208,0,0.0640014,0.0541552,0,0,0,0,0.0817285,0.0520694,0,0,0.0562073,0,0
1423,0.0360032,0,0,0,0,0.055097,0,0,0,0,0,0,0.0491959,0,0.132105,0,0,0,0.0434015,0,0,0.0824345,0.0646902,0.0867869,0.0358655,0,0.0522164,0.0153828,0,0,0.0365993,0,0,0.111041,0,0.0156194,0.0612367,0,0.135934,0,0,0.0321135,0.0404776,0,0,0.0180454,0,0,0.0519984,0.0408566,0.0533551,0.0361042,0.0176379,0.0303067,0.0388058,0,0.0449828,0.0523999,0.0341614,0.0380592,0.0604418,0.0179407,0.0492537,0.0711871,0.0645323,0.0523694,0,0,0,0,0.12593,0,0,0,0.0606717,0,0
1424,0.0364594,0,0,0,0,0.0562042,0,0,0,0,0,0,0.0510668,0,0,0,0,0,0.0432714,0,0,0.0823647,0.0624413,0.0548117,0.0534156,0.0571123,0.0613575,0.0154766,0,0,0.0247689,0,0,0.102425,0.0296468,0.0332036,0.0614293,0,0.135842,0,0,0.0232084,0.0406994,0,0,0.0194916,0,0,0.0781985,0.0502226,0.044954,0.0257054,0.0223283,0.0303638,0.031925,0,0.0462187,0.0630323,0,0,0.069166,0.0185227,0.0524452,0,0.0657768,0.048571,0,0,0,0,0.0827723,0.0501498,0,0,0.0531798,0,0
1425,0.037303,0,0,0,0,0.0540755,0,0,0,0,0,0,0.0564423,0,0,0,0,0,0.0429896,0,0,0.082646,0.0574229,0.0463979,0.0473177,0,0.0499658,0.0182463,0,0,0.0313297,0,0,0.107925,0.0183007,0.0372187,0.0614558,0,0.135851,0,0,0.0340457,0.038156,0,0,0.0237147,0,0,0.0116169,0.0422153,0.0573606,0.0358139,0.0201189,0.0229176,0.0419647,0,0.043356,0.0533651,0.0362062,0.0388264,0.0602523,0.020204,0.0438732,0.00928607,0.0655907,0.0514372,0,0,0,0,0,0,0,0.0550491,0.0599657,0,0
1426,0.0364806,0,0,0,0,0.0557607,0,0,0,0,0,0,0.0456578,0,0,0,0,0,0.0429734,0,0,0.0824896,0.0601627,0,0.0453324,0.0167285,0.058908,0.0152613,0,0,0.0223082,0,0,0.100378,0,0.024883,0.0613964,0,0.135664,0,0,0,0.0404027,0,0,0.016229,0,0,0.0494892,0.0466489,0.0588211,0.0218499,0.017048,0.0332446,0.033918,0,0.0419622,0.0551297,0.0350283,0.0368026,0.0607723,0.0237765,0.0515918,0.0672088,0.0647557,0.0506504,0,0,0,0,0.127097,0.051426,0,0.0550605,0.0560278,0,0
1427,0.0353756,0,0,0,0,0.0561049,0,0,0,0,0,0,0.0466805,0,0,0,0,0,0.0428565,0,0,0.0826245,0.05686,0,0.0429096,0.0170983,0.0562666,0.0150129,0,0,0.0228379,0,0,0.105494,0.0280879,0.022814,0.0612549,0,0.135602,0,0,0,0.0413699,0,0,0.0207972,0,0,0.0785098,0.0491816,0.0558382,0.0220199,0.0191575,0.0330562,0.034097,0,0.0400011,0.0487619,0.0273985,0.0257783,0.0507115,0,0.0516885,0,0.0649851,0.0513442,0,0,0,0,0.0839167,0.0525199,0,0.0536422,0.05829,0,0
