Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRB,STRN,T10,x71,x72,x73,,RWRA,RASI,LTHI,RTHI,RTHII,x75,x80
130,0.0403695,0,0,0,0,0.0473107,0,0,0,0,0,0,0.0335003,0,0.0321287,0.0326643,0,0,0.0197074,0,0,0.0454389,0.044871,0.0287195,0.0268195,0.0210768,0.0338586,0.0278127,0.0367533,0.0379536,0.0332574,0.0360554,0.0390567,0.0244665,0.0287475,0.0252278,0.054347,0.027105,0.00704715,0.0267962,0,0.0257264,0.044358,0,0,0.0209122,0,0,0.0204553,0.0504276,0.041402,0.0262276,0.02071,0.0313071,0.0357293,0.0662609,0.0403863,0.0593694,0.0405855,0.0462711,0.068263,0.016057,0.0502569,0.00510211,0.0571149,0.0582,0,0,0,0,0.0210664,0.0514183,0.036596,0.0480717,0,0,0
131,0.0404558,0,0,0,0,0.0472834,0,0,0,0,0,0,0.0335481,0,0.0320213,0.0325999,0,0,0.0190171,0,0,0.0458254,0.0449674,0.0287512,0.0268978,0.0209225,0.0342315,0.0276842,0.0368982,0.0379541,0.033316,0.0359006,0.0390075,0.0243563,0.0287561,0.0251648,0.054085,0.0277721,0.00728174,0.0267608,0,0.025705,0.0444933,0,0,0.021323,0,0,0.0208264,0.0503873,0.0414726,0.0262584,0.0207234,0.031604,0.0354742,0.0663594,0.0403419,0.0593059,0.0405822,0.046251,0.068228,0.016141,0.0503984,0.00591023,0.0566886,0.0580708,0,0,0,0,0.0220587,0.0512493,0.036634,0.0481053,0,0,0
132,0.0405893,0,0,0,0,0.0472503,0,0,0,0,0,0,0.0335497,0,0.0319246,0.0324384,0,0,0.0183748,0,0,0.0461699,0.0450411,0.0287368,0.0270278,0.020628,0.0345258,0.0276621,0.0370389,0.0379171,0.03343,0.0358615,0.0389469,0.0242687,0.0287841,0.0251216,0.0537964,0.0284206,0.00750391,0.026773,0,0.0256771,0.0445905,0,0,0.0218204,0,0,0.0213179,0.0503096,0.0415356,0.0263536,0.0207613,0.0318778,0.0352786,0.0664714,0.04029,0.0592883,0.0405677,0.0462769,0.068228,0.016179,0.0504851,0.00652652,0.0563134,0.0579659,0,0,0,0,0.0227476,0.0509959,0.0366908,0.0481359,0,0,0
133,0.0407729,0,0,0,0,0.0472044,0,0,0,0,0,0,0.0334756,0,0.0318217,0.0321984,0,0,0.0178036,0,0,0.0464527,0.0451257,0.0287516,0.0268893,0.0203027,0.0347461,0.0277061,0.0372258,0.0379865,0.0334742,0.0358332,0.0388063,0.0241601,0.0287741,0.025149,0.0534511,0.0290171,0.00766495,0.0267618,0,0.0256683,0.0446806,0,0,0.0223225,0,0,0.0218223,0.050202,0.0415795,0.0265027,0.0207814,0.0320861,0.0350345,0.0665188,0.0402627,0.0592616,0.0405272,0.0462512,0.0681997,0.0161958,0.0505891,0.00756669,0.0559867,0.057846,0,0,0,0,0.0240152,0.0506218,0.0367204,0.0481945,0,0,0
134,0.0410043,0,0,0,0,0.047139,0,0,0,0,0,0,0.0333888,0,0.0317206,0.0320798,0,0,0.017355,0,0,0.0467022,0.0451987,0.0288257,0.0267084,0.0200165,0.0349802,0.0278001,0.0375046,0.0380428,0.0334252,0.035834,0.0387579,0.0241486,0.0287308,0.0252203,0.0530431,0.029617,0.00772454,0.0267657,0,0.02566,0.0447722,0,0,0.0227367,0,0,0.0223674,0.0500815,0.0416213,0.0266233,0.0207709,0.0322806,0.0348109,0.0665023,0.0402485,0.0592345,0.0405116,0.0461845,0.0681528,0.0161544,0.0506633,0.00871228,0.0557581,0.0577519,0,0,0,0,0.0255321,0.0504408,0.0367414,0.0482492,0,0,0
135,0.0422245,0,0,0,0,0.0464285,0,0,0,0,0,0,0.0335209,0,0.0316265,0.0320358,0,0,0.0170019,0,0,0.0468402,0.0452264,0.0286342,0.0265254,0.0200023,0.034869,0.0281392,0.0378327,0.0379612,0.0334345,0.0356939,0.0388808,0.024273,0.0287501,0.0249441,0.0531704,0.0301522,0.00777511,0.0266707,0,0.0256666,0.0440066,0,0,0.0213604,0,0,0.009724,0.0501084,0.0418056,0.0267073,0.0208119,0.0322244,0.0344083,0.0662647,0.0401245,0.0592638,0.040594,0.0461877,0.0681101,0.0163423,0.0496959,0.00512892,0.055145,0.0579726,0,0,0,0,0,0.0504778,0.0368051,0.0480792,0,0,0
136,0.0415233,0,0,0,0,0.0469639,0,0,0,0,0,0,0.0332789,0,0.0315222,0.031621,0,0,0.0164218,0,0,0.0473707,0.0452967,0.0288356,0.0263936,0.0197937,0.03539,0.027987,0.038071,0.0380359,0.0334129,0.0354189,0.0388156,0.0243617,0.0286445,0.0252713,0.0525135,0.0305635,0.00794623,0.0268988,0,0.0256022,0.0448577,0,0,0.0232414,0,0,0.0232634,0.0499618,0.0416647,0.026827,0.0207995,0.0326657,0.0346126,0.066531,0.0401945,0.0592054,0.0405083,0.0461812,0.0680389,0.016033,0.0504813,0.0100087,0.0552425,0.0576241,0,0,0,0,0.0273772,0.0503052,0.0367959,0.0482035,0,0,0
137,0.041908,0,0,0,0,0.0467245,0,0,0,0,0,0,0.0331345,0,0.0314227,0.0314703,0,0,0.0159641,0,0,0.0475629,0.0452695,0.0288339,0.026324,0.0196603,0.0354576,0.0279564,0.0381024,0.0380035,0.0334262,0.0353704,0.0387749,0.0243038,0.0285292,0.0254146,0.0523078,0.0308731,0.00801545,0.0270721,0,0.02559,0.0447668,0,0,0.0234179,0,0,0.0234633,0.0499058,0.0416616,0.0269331,0.020821,0.0328178,0.0346165,0.0665643,0.040175,0.0592252,0.0404928,0.0461453,0.0680298,0.015921,0.0501364,0.0103257,0.0548681,0.057652,0,0,0,0,0.0276109,0.0502645,0.0367401,0.0481727,0,0,0
138,0.0423592,0,0,0,0,0.0464059,0,0,0,0,0,0,0.0330903,0,0.0313083,0.0313903,0,0,0.0156342,0,0,0.0475791,0.0452364,0.0288369,0.0261047,0.0193515,0.0354281,0.0279864,0.0380821,0.0379594,0.0334617,0.0353768,0.0387868,0.0243042,0.0284406,0.0254071,0.0522515,0.0311466,0.0079795,0.0271928,0,0.0255531,0.0446051,0,0,0.0233885,0,0,0.0238514,0.0498765,0.0418397,0.0270709,0.0208747,0.032893,0.0347081,0.0665864,0.0401965,0.0592367,0.0404714,0.0461903,0.0680318,0.0158543,0.0496383,0.0107193,0.0544575,0.0576924,0,0,0,0,0.0279708,0.0502561,0.0367338,0.0481657,0,0,0
139,0.0430191,0,0,0,0,0.0459074,0,0,0,0,0,0,0.0330343,0,0.031181,0.0312543,0,0,0.0153365,0,0,0.0476881,0.0451355,0.0287702,0.0258949,0.019174,0.0352113,0.0283386,0.0381042,0.0378878,0.0335277,0.0353921,0.0388098,0.0240891,0.0284122,0.025293,0.0522897,0.0312876,0.00792133,0.0273814,0,0.0255311,0.0442313,0,0,0.0223035,0,0,0.0250746,0.0499199,0.0422195,0.0272935,0.0209793,0.0328376,0.0350487,0.0665649,0.0402875,0.0592032,0.0404532,0.0464684,0.0680266,0.0156817,0.0486686,0.0113084,0.053959,0.0579578,0,0,0,0,0.0286282,0.0503296,0.0367035,0.0481642,0,0,0
140,0.0439304,0,0,0,0,0.0454403,0,0,0,0,0,0,0.032334,0,0.0307935,0.0308098,0,0,0.0153435,0,0,0.0477428,0.0449673,0.028711,0.0258371,0.018598,0.0342976,0.0281377,0.0389685,0.0374125,0.0330273,0.0355286,0.0389598,0.0238653,0.0283485,0.0260145,0.0528055,0.0313317,0.00778262,0.0276065,0,0.0249126,0.0440535,0,0,0.0201091,0,0,0.0268748,0.0499609,0.0407779,0.0299109,0.0226967,0.0327704,0.0353102,0.0696433,0.0435231,0.0574454,0.0387809,0.0458864,0.0673422,0.0139698,0.0479466,0.0119303,0.0537482,0.0574953,0,0,0,0,0.0293352,0.050508,0.0368099,0,0,0,0
141,0.0441782,0,0,0,0,0.0450624,0,0,0,0,0,0,0.0328328,0,0.0307566,0.0309501,0,0,0.0146363,0,0,0.0482752,0.0451002,0.0286209,0.0252459,0.0186908,0.0350899,0.0290934,0.0387002,0.0377388,0.0338158,0.0351972,0.0387443,0.0233143,0.0283605,0.0252252,0.0522016,0.0311938,0.00756731,0.0270271,0,0.0253575,0.0437359,0,0,0.0192204,0,0,0.0278229,0.0498802,0.042459,0.0276495,0.0211314,0.0330063,0.0352226,0.0664181,0.0403863,0.0589893,0.0403412,0.0463698,0.0679722,0.0157817,0.0474596,0.0123452,0.0530699,0.0584882,0,0,0,0,0.0297789,0.0503589,0.0365101,0.0483446,0,0,0
142,0.0446455,0,0,0,0,0.0447671,0,0,0,0,0,0,0.0324862,0,0.0305372,0.0307482,0,0,0.0142292,0,0,0.0486066,0.0451378,0.0286505,0.0249341,0.0184237,0.0351956,0.0291085,0.0387657,0.0376917,0.0336545,0.0349004,0.0386906,0.0233299,0.0282004,0.0255352,0.0520867,0.0311467,0.00751495,0.0275842,0,0.0253528,0.0436924,0,0,0.0186654,0,0,0.0285144,0.0497667,0.0424113,0.0278118,0.0210639,0.0331673,0.0352045,0.0663792,0.0403095,0.0590339,0.0403669,0.0461632,0.067976,0.0153352,0.0472073,0.0126576,0.0527605,0.0586371,0,0,0,0,0.0302135,0.0502972,0.0366058,0.0482511,0,0,0
143,0.0450224,0,0,0,0,0.0445298,0,0,0,0,0,0,0.0324465,0,0.0302569,0.030499,0,0,0.0139608,0,0,0.0489834,0.0452684,0.0286812,0.0247234,0.0179703,0.0353928,0.0292697,0.0388466,0.0377051,0.0336227,0.0346888,0.0387256,0.0233343,0.0281391,0.0254839,0.0518785,0.0311668,0.00749602,0.0278375,0,0.0252704,0.0436812,0,0,0.0183016,0,0,0.029117,0.0495513,0.0424049,0.0279648,0.0210057,0.0333455,0.0351931,0.0664308,0.0402084,0.0590398,0.0403671,0.0461485,0.0679627,0.0151435,0.0470504,0.012943,0.0524182,0.0587381,0,0,0,0,0.0306257,0.050201,0.0366386,0.0482258,0,0,0
144,0.0453599,0,0,0,0,0.0442735,0,0,0,0,0,0,0.032308,0,0.0300875,0.0302564,0,0,0.013671,0,0,0.0493388,0.0453342,0.0288143,0.0245692,0.0175876,0.0356683,0.0294155,0.0389709,0.0377162,0.0336594,0.0344763,0.0386306,0.0232707,0.0280877,0.0255298,0.0516929,0.0312574,0.00743653,0.0279889,0,0.0252548,0.0436958,0,0,0.0181589,0,0,0.0296215,0.0493542,0.0424763,0.0280375,0.0209673,0.0335705,0.0352132,0.0665024,0.0401082,0.059031,0.0403706,0.0461286,0.0679343,0.0150553,0.0468672,0.0132507,0.0520395,0.0588786,0,0,0,0,0.0310369,0.0500881,0.0366237,0.0481958,0,0,0
145,0.0456713,0,0,0,0,0.044022,0,0,0,0,0,0,0.0320402,0,0.0299407,0.0298431,0,0,0.0133273,0,0,0.0496012,0.0453728,0.0289855,0.024252,0.017279,0.0359334,0.0295661,0.0391401,0.037687,0.0336017,0.034259,0.0385438,0.0230938,0.0280367,0.0257956,0.0515233,0.0314839,0.00725118,0.0281395,0,0.0252895,0.0437423,0,0,0.0182026,0,0,0.0301132,0.0492336,0.0425607,0.0280675,0.0209446,0.0338056,0.0352841,0.0665395,0.0400083,0.0589248,0.0403811,0.0461122,0.0679097,0.0149434,0.0465855,0.0135531,0.0517745,0.0590099,0,0,0,0,0.0314015,0.0499709,0.0366849,0.0481875,0,0,0
146,0.0459676,0,0,0,0,0.0438164,0,0,0,0,0,0,0.0316655,0,0.0297602,0.0295538,0,0,0.0129678,0,0,0.0498319,0.0454399,0.0291,0.0240924,0.0170762,0.0361712,0.0297228,0.0393112,0.0376481,0.0335153,0.0340249,0.038445,0.0227171,0.0279348,0.0261831,0.0513466,0.0317646,0.00711381,0.0282478,0,0.0253041,0.0437779,0,0,0.0183309,0,0,0.0306448,0.0491128,0.0425536,0.0280975,0.0208916,0.0339993,0.0353984,0.0665425,0.0398437,0.0588234,0.0403595,0.0460939,0.0678672,0.0148345,0.046362,0.0137682,0.0515188,0.0591101,0,0,0,0,0.0316639,0.049894,0.0367839,0.0481692,0,0,0
147,0.0463871,0,0,0,0,0.0437367,0,0,0,0,0,0,0.030468,0,0.0293653,0.0289965,0,0,0.0129212,0,0,0.0498705,0.0454667,0.029289,0.0241609,0.0165585,0.035792,0.0290939,0.0400602,0.0372893,0.0328031,0.0338251,0.0384345,0.0224557,0.0277185,0.0276685,0.051624,0.0321333,0.00711212,0.0284212,0,0.0247034,0.0440591,0,0,0.0183993,0,0,0.0311426,0.0489161,0.0409543,0.0305682,0.0223677,0.0342445,0.0355631,0.0698497,0.0428386,0.0570984,0.0386703,0.0451074,0.067197,0.0132648,0.0463411,0.0139402,0.051493,0.0584058,0,0,0,0,0.0319284,0.0499208,0.0371905,0,0,0,0
148,0.0473712,0,0,0,0,0.0429799,0,0,0,0,0,0,0.0310835,0,0.0293869,0.0291154,0,0,0.0124056,0,0,0.0502471,0.0456248,0.029229,0.0239657,0.016377,0.0367345,0.0301018,0.0400156,0.0375856,0.0334041,0.0336299,0.0382762,0.022332,0.0276679,0.026727,0.0512937,0.0323105,0.00703462,0.0280013,0,0.0253868,0.0433157,0,0,0.0198054,0,0,0.0152377,0.0488082,0.0429078,0.0279864,0.0207285,0.034267,0.0351764,0.0664222,0.0392773,0.058884,0.0405067,0.0460556,0.0678576,0.0152752,0.045607,0.00597869,0.050419,0.0595291,0,0,0,0,0,0.0495781,0.0370397,0.0476142,0,0,0
149,0.0475441,0,0,0,0,0.0428083,0,0,0,0,0,0,0.0307888,0,0.0293834,0.0288439,0,0,0.0121365,0,0,0.0505423,0.0455446,0.0295058,0.0238576,0.0161729,0.0369971,0.0301459,0.0400869,0.0376912,0.0334024,0.0335314,0.0381955,0.0222718,0.0275248,0.0271614,0.0511304,0.0326181,0.00706797,0.0286726,0,0.0253302,0.0434884,0,0,0.0200074,0,0,0.0155121,0.0485384,0.042311,0.0281335,0.0206179,0.0345251,0.035369,0.0668107,0.0393978,0.0587091,0.0402971,0.0460072,0.0678402,0.0144352,0.04539,0.00614404,0.0503659,0.0596258,0,0,0,0,0,0.0495882,0.0369178,0.0478618,0,0,0
150,0.0469147,0,0,0,0,0.0433514,0,0,0,0,0,0,0.0296129,0,0.029247,0.028235,0,0,0.0119601,0,0,0.0506804,0.0455874,0.0298037,0.0240768,0.0159735,0.036557,0.0293218,0.0406744,0.0374197,0.0326013,0.0335788,0.0381597,0.0220336,0.0273137,0.0286872,0.0512021,0.0331162,0.00726822,0.0292653,0,0.0247288,0.0444179,0,0,0.0192871,0,0,0.0324729,0.0483927,0.0403614,0.0306481,0.0220453,0.0347932,0.0361626,0.0698893,0.0424443,0.0569053,0.0385643,0.0449507,0.0671427,0.0127363,0.0455953,0.0147132,0.0510068,0.0586488,0,0,0,0,0.0324236,0.0496945,0.0372777,0,0,0,0
151,0.0468584,0,0,0,0,0.0431596,0,0,0,0,0,0,0.0301743,0,0.0293851,0.0285523,0,0,0.0113483,0,0,0.0508832,0.0460318,0.0298247,0.0235422,0.0159581,0.0374245,0.0301787,0.0402539,0.0378312,0.0331813,0.0335712,0.0380664,0.0214721,0.0273062,0.0278318,0.0506822,0.033634,0.00733326,0.0284967,0,0.0250275,0.0443394,0,0,0.0192792,0,0,0.032981,0.0483843,0.0419643,0.028191,0.0204592,0.034888,0.0362922,0.0665293,0.0392188,0.0584469,0.0400764,0.0457848,0.067677,0.0144717,0.0451132,0.0145275,0.05056,0.0595204,0,0,0,0,0.0327736,0.0494408,0.0369233,0.047892,0,0,0
152,0.0471871,0,0,0,0,0.0430899,0,0,0,0,0,0,0.0290352,0,0.0292593,0.0281303,0,0,0.0113935,0,0,0.0507606,0.0461627,0.0301159,0.0234353,0.0152456,0.0369803,0.029435,0.0408865,0.0374226,0.0324999,0.0333195,0.0380197,0.0214253,0.0271438,0.0294129,0.0511353,0.0340377,0.00754038,0.029362,0,0.0244225,0.0447656,0,0,0.0190436,0,0,0.0333432,0.0481184,0.0405544,0.030582,0.021733,0.0350338,0.0366195,0.0698645,0.0422004,0.0569814,0.0384785,0.0449275,0.0669966,0.0125545,0.0448928,0.0144188,0.0506866,0.0588057,0,0,0,0,0.0327878,0.0494232,0.0373116,0,0,0,0
153,0.0473183,0,0,0,0,0.0429683,0,0,0,0,0,0,0.0287016,0,0.0292251,0.0281097,0,0,0.0111344,0,0,0.0508493,0.0464522,0.030215,0.0232286,0.0143756,0.0371695,0.0294877,0.0410253,0.037451,0.0325677,0.0331474,0.0379838,0.0212489,0.027109,0.0298758,0.0511685,0.0342068,0.00752497,0.0294797,0,0.024383,0.0450146,0,0,0.0190923,0,0,0.0335647,0.0480001,0.0403447,0.0305383,0.0215613,0.0351605,0.0370436,0.0698887,0.042093,0.0568369,0.0384425,0.0449399,0.0670403,0.0124261,0.044528,0.0142941,0.0505321,0.0589235,0,0,0,0,0.0326428,0.0493543,0.0373426,0,0,0,0
154,0.0474704,0,0,0,0,0.0428156,0,0,0,0,0,0,0.0284437,0,0.0292271,0.0280198,0,0,0.0109748,0,0,0.0507749,0.0466184,0.0303444,0.0232502,0.0143107,0.0372916,0.0295964,0.0411726,0.0375222,0.0326025,0.0330146,0.0378538,0.0210731,0.0270275,0.0301941,0.0512549,0.0345482,0.00766095,0.0296143,0,0.0243205,0.0452261,0,0,0.0192319,0,0,0.0336537,0.0478989,0.0402628,0.0305066,0.0213843,0.035178,0.0374969,0.0697947,0.0419732,0.0565626,0.0384212,0.0449337,0.0670964,0.0123371,0.0442169,0.0142295,0.0503821,0.0590238,0,0,0,0,0.0324489,0.0492766,0.037365,0,0,0,0
155,0.0473971,0,0,0,0,0.042573,0,0,0,0,0,0,0.0292023,0,0.0293127,0.0283823,0,0,0.0105473,0,0,0.0505313,0.0466781,0.0302679,0.0230512,0.0145795,0.0379865,0.0305519,0.0408094,0.0379215,0.0332701,0.0328619,0.0377131,0.0210812,0.0270902,0.0290382,0.0509437,0.0354895,0.0081205,0.0289366,0,0.0247241,0.0451919,0,0,0.0193342,0,0,0.0335816,0.0479731,0.0420518,0.0280521,0.0199325,0.0351663,0.0379078,0.066495,0.0388269,0.0581317,0.0399454,0.0458083,0.0677586,0.0140181,0.043797,0.0143524,0.0498781,0.0598398,0,0,0,0,0.032584,0.0491069,0.0370064,0.0475492,0,0,0
156,0.0475379,0,0,0,0,0.0424211,0,0,0,0,0,0,0.0289143,0,0.0292973,0.0283057,0,0,0.0105818,0,0,0.0499957,0.0466387,0.0303603,0.0231119,0.0145294,0.0379582,0.0306013,0.0408375,0.0378854,0.0332392,0.0326255,0.0376724,0.0212213,0.0271068,0.0294151,0.0511172,0.0368796,0.00933605,0.0297474,0,0.0247768,0.0453877,0,0,0.0193089,0,0,0.0330854,0.0479146,0.0419533,0.0280345,0.0197938,0.0350889,0.0384496,0.0665586,0.0387589,0.0583604,0.0399878,0.0458667,0.0677105,0.0135065,0.0435694,0.0152702,0.0496971,0.0598917,0,0,0,0,0.0330746,0.0490362,0.0370187,0.0473735,0,0,0
157,0.0477345,0,0,0,0,0.0422372,0,0,0,0,0,0,0.0286531,0,0.0292524,0.0281779,0,0,0.0106786,0,0,0.0497,0.0465915,0.0304078,0.0231029,0.0144581,0.0379039,0.0304496,0.0408115,0.0377672,0.0332509,0.0323629,0.0377693,0.0211245,0.0271782,0.0297265,0.0513061,0.0381394,0.0105441,0.0301297,0,0.0246652,0.0455421,0,0,0.0194296,0,0,0.0321731,0.0479188,0.0421386,0.0279318,0.019734,0.0350833,0.0389324,0.0666948,0.0387247,0.0584054,0.0400443,0.0459391,0.0677381,0.0133161,0.0431649,0.0168097,0.049522,0.0600726,0,0,0,0,0.0340764,0.0489414,0.0369827,0.0473268,0,0,0
158,0.0479336,0,0,0,0,0.0420254,0,0,0,0,0,0,0.0285846,0,0.0292974,0.028153,0,0,0.0108209,0,0,0.0497296,0.0465177,0.0304766,0.0232288,0.0144933,0.0378593,0.0302921,0.0408446,0.0377223,0.0332365,0.0322876,0.0378306,0.0210352,0.0271444,0.0297818,0.0515675,0.0387469,0.0111781,0.0300301,0,0.0246046,0.0455506,0,0,0.0199248,0,0,0.0314471,0.0479395,0.0421611,0.0278802,0.0196847,0.0351103,0.0392975,0.0667185,0.0386824,0.0583007,0.0400353,0.0459281,0.0678634,0.0132827,0.0429542,0.0178289,0.0494051,0.0602769,0,0,0,0,0.0345548,0.0488934,0.0369379,0.0472991,0,0,0
159,0.0489598,0,0,0,0,0.0413357,0,0,0,0,0,0,0.0285644,0,0.0293106,0.0280387,0,0,0.0110824,0,0,0.0498126,0.0465122,0.0305354,0.0234872,0.014521,0.0380426,0.0300556,0.0409431,0.037749,0.0332462,0.0323021,0.0377034,0.0209301,0.0271219,0.0297759,0.0520984,0.03876,0.0113494,0.0301332,0,0.0246124,0.0451323,0,0,0.0212082,0,0,0.0153221,0.047897,0.0418838,0.0276422,0.0195708,0.0351748,0.038659,0.0667644,0.0385498,0.0583099,0.0400356,0.0459462,0.0678719,0.0131659,0.0428596,0.00607006,0.0488541,0.0605966,0,0,0,0,0,0.0486681,0.0370099,0.0471223,0,0,0
160,0.0478736,0,0,0,0,0.041989,0,0,0,0,0,0,0.0284323,0,0.0293203,0.0279987,0,0,0.0109496,0,0,0.0503657,0.0462333,0.0305279,0.0234084,0.0146257,0.0378875,0.0297625,0.0409252,0.0376952,0.0332438,0.0323483,0.037569,0.0209406,0.0271222,0.0299122,0.0519141,0.0387372,0.0113759,0.0303158,0,0.0245728,0.0456296,0,0,0.0211561,0,0,0.0327562,0.0480016,0.0418213,0.027705,0.019462,0.0352272,0.0394626,0.0669865,0.0386327,0.0582935,0.0399485,0.0458869,0.067784,0.0129663,0.0432747,0.0168651,0.0492587,0.060422,0,0,0,0,0.0335764,0.0486076,0.0369088,0.0471678,0,0,0
161,0.0479448,0,0,0,0,0.0421749,0,0,0,0,0,0,0.0275932,0,0.0292946,0.027523,0,0,0.0113454,0,0,0.0508562,0.0461521,0.0307564,0.0237033,0.0145695,0.0374333,0.0286938,0.0413981,0.037359,0.032584,0.0323929,0.0375647,0.0206931,0.0270416,0.0310923,0.0525003,0.0388828,0.0115562,0.0308522,0,0.0238227,0.0458457,0,0,0.0215776,0,0,0.0338823,0.0478865,0.0402501,0.0299792,0.0202658,0.0354381,0.0391773,0.0703675,0.0416624,0.0568582,0.0383851,0.045024,0.067147,0.0115027,0.0437456,0.0158313,0.049693,0.0597036,0,0,0,0,0.0334568,0.0485448,0.037274,0,0,0,0
162,0.0476249,0,0,0,0,0.0424241,0,0,0,0,0,0,0.0275919,0,0.0293558,0.0275033,0,0,0.011413,0,0,0.0514707,0.0459802,0.0308461,0.023834,0.0145844,0.0375343,0.0284798,0.0413264,0.0373965,0.032493,0.0323033,0.0374613,0.0203706,0.0270622,0.0310197,0.0523448,0.0391427,0.0116744,0.0310006,0,0.0236522,0.0458533,0,0,0.0222938,0,0,0.0345418,0.0479477,0.040391,0.0298722,0.0200749,0.0356168,0.0388865,0.0705641,0.0416166,0.0568976,0.0383824,0.0450818,0.0670549,0.0114444,0.0439115,0.0152885,0.0500911,0.0596898,0,0,0,0,0.0332174,0.0482989,0.0372476,0,0,0,0
163,0.0470906,0,0,0,0,0.042655,0,0,0,0,0,0,0.0284975,0,0.0293936,0.0278175,0,0,0.011208,0,0,0.0520407,0.0457858,0.0306527,0.0237592,0.0146438,0.03816,0.0291143,0.0408282,0.0377038,0.0330898,0.032171,0.0372376,0.0202638,0.0272442,0.0296594,0.0517559,0.0393142,0.0116051,0.0305809,0,0.0239928,0.0456282,0,0,0.0228908,0,0,0.0346578,0.0481878,0.0422269,0.0273448,0.0189028,0.0357306,0.0386219,0.0677358,0.0384694,0.0583958,0.0399613,0.0460263,0.0677192,0.0129826,0.0436792,0.0149813,0.049988,0.0604425,0,0,0,0,0.0331031,0.047871,0.0368001,0.0474194,0,0,0
164,0.0468402,0,0,0,0,0.0428934,0,0,0,0,0,0,0.0284389,0,0.0294372,0.0278337,0,0,0.0113343,0,0,0.0521257,0.0455013,0.0306223,0.0239249,0.0146881,0.0379986,0.0291062,0.0407502,0.037638,0.0329471,0.032062,0.0371823,0.0204813,0.0272442,0.0296233,0.0516056,0.039359,0.0114205,0.031244,0,0.023903,0.0455289,0,0,0.0229684,0,0,0.0342529,0.0483421,0.0423667,0.0273027,0.0185606,0.0357501,0.0385797,0.0682159,0.038326,0.058435,0.0400136,0.0460912,0.0677792,0.0126745,0.0433673,0.0149248,0.0499391,0.0604639,0,0,0,0,0.0330438,0.0476124,0.0367177,0.0473903,0,0,0
165,0.0466449,0,0,0,0,0.0430541,0,0,0,0,0,0,0.0285605,0,0.0295041,0.027912,0,0,0.0115944,0,0,0.0519477,0.0452359,0.0305754,0.0239951,0.0145919,0.0376976,0.0292833,0.040625,0.0375311,0.0328089,0.031996,0.037301,0.0208561,0.0272326,0.0293519,0.0516066,0.0393529,0.0111992,0.0313367,0,0.0237261,0.0453668,0,0,0.0224572,0,0,0.033487,0.0484897,0.0425893,0.0272183,0.0181554,0.0358428,0.0386069,0.0687954,0.0381429,0.0584891,0.0400322,0.0461355,0.0677414,0.0126263,0.043022,0.0150326,0.0499938,0.0605056,0,0,0,0,0.0330153,0.0472756,0.0365783,0.0474524,0,0,0
166,0.0475513,0,0,0,0,0.0425291,0,0,0,0,0,0,0.0286979,0,0.0295967,0.0279692,0,0,0.0119776,0,0,0.0514491,0.0451703,0.0304573,0.0244771,0.0144984,0.0374727,0.0296356,0.0407308,0.0373547,0.0325679,0.0321222,0.037585,0.020898,0.0272747,0.0290241,0.0519469,0.0395388,0.0111723,0.031285,0,0.0237227,0.0445913,0,0,0.0224538,0,0,0.015668,0.0486004,0.0435041,0.0268421,0.017784,0.0358298,0.037785,0.0687685,0.0376167,0.0588278,0.0402767,0.0462543,0.0677424,0.0129404,0.0426522,0.00590217,0.0496959,0.0608179,0,0,0,0,0,0.0466267,0.0365762,0.0471047,0,0,0
167,0.0463038,0,0,0,0,0.0432567,0,0,0,0,0,0,0.0286849,0,0.0297278,0.0281987,0,0,0.0121457,0,0,0.0510749,0.0445489,0.0305039,0.0245452,0.014738,0.0368814,0.0299487,0.0405099,0.0373176,0.0324336,0.0323769,0.0379118,0.0208702,0.0272805,0.0289744,0.0515676,0.0400971,0.0114392,0.0317209,0,0.0232901,0.0449585,0,0,0.0212206,0,0,0.0317909,0.0486867,0.0439,0.0270918,0.0171369,0.0358428,0.0385741,0.0694797,0.0376928,0.0588256,0.0400979,0.0462846,0.0677752,0.012548,0.0426931,0.0156853,0.0502316,0.0607496,0,0,0,0,0.0330023,0.0462959,0.0361978,0.0475108,0,0,0
