Timestep,,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x74,LWRA,IMUL_M,x78,x81,x80
37,0,0.0484667,0,0,0,0,0.0447339,0,0,0,0,0,0.0315853,0,0.0330239,0.0310864,0,0,0.00646286,0,0,0.0399873,0.045678,0.0309368,0.0245787,0.0204753,0.0412644,0.0195926,0.0334815,0.0331414,0.0392966,0.036163,0.0393647,0.0432435,0.0259675,0.0294319,0.0269868,0.0515664,0.0198888,0.0258148,0,0.0238848,0.047753,0.0485923,0,0,0.0198758,0,0,0.025307,0.0472521,0.04144,0.0176632,0.0167847,0.0352445,0.0464443,0.0436667,0.0652946,0.049911,0.0339487,0.0634444,0.0439163,0.0493233,0.0711902,0.0191833,0.0426995,0.0210858,0.0147356,0.04707,0.0620428,0,0,0,0,0,0,0,0,0
38,0,0.0484126,0,0,0,0,0.0447586,0,0,0,0,0,0.031768,0,0.0330453,0.0311411,0,0,0.00661658,0,0,0.0399571,0.0457349,0.0310343,0.0245589,0.0204213,0.041135,0.0192662,0.0334304,0.0331034,0.039284,0.0361788,0.0394795,0.0434059,0.0260193,0.0294714,0.0268861,0.0516919,0.019868,0.0257166,0,0.0239761,0.0479362,0.0486287,0,0,0.0197889,0,0,0.0253833,0.0473461,0.0413795,0.017643,0.0168851,0.0350678,0.046352,0.0436906,0.0651822,0.0499053,0.0340965,0.0634414,0.0439469,0.0493394,0.0713089,0.019038,0.0427728,0.0210644,0.014678,0.0471307,0.0619339,0,0,0,0,0,0,0,0,0
39,0,0.0484268,0,0,0,0,0.0447727,0,0,0,0,0,0.031831,0,0.033072,0.0312718,0,0,0.00678115,0,0,0.0399,0.0457891,0.0310357,0.0246619,0.0204376,0.0410598,0.0190635,0.033536,0.0330509,0.0393201,0.0362564,0.0395388,0.0434818,0.0261172,0.0295532,0.0268393,0.0517768,0.0198674,0.0256078,0,0.0240675,0.0481743,0.0486104,0,0,0.0197034,0,0,0.0254907,0.0474159,0.0413229,0.0176336,0.0170074,0.034935,0.0462748,0.0437027,0.0650293,0.0499656,0.0341802,0.0634785,0.0439691,0.049394,0.071309,0.0189565,0.0429241,0.0210404,0.0146007,0.0471996,0.0619138,0,0,0,0,0,0,0,0,0
40,0,0.0484683,0,0,0,0,0.0447592,0,0,0,0,0,0.03196,0,0.0330794,0.0314245,0,0,0.00693949,0,0,0.0398353,0.0458863,0.0310392,0.0249134,0.0205519,0.0410247,0.0188686,0.0336059,0.033006,0.039431,0.0363207,0.0395238,0.0435965,0.0261529,0.0295988,0.0266881,0.0518491,0.0198961,0.0255445,0,0.0241803,0.0483987,0.0485386,0,0,0.0195418,0,0,0.0256054,0.0474444,0.0412741,0.0177078,0.0171299,0.034836,0.0461989,0.0437341,0.0649546,0.0500169,0.0342149,0.0635432,0.0439736,0.0494177,0.071333,0.0190149,0.0431413,0.021092,0.0145799,0.0472618,0.0619868,0,0,0,0,0,0,0,0,0
41,0,0.0484902,0,0,0,0,0.0447279,0,0,0,0,0,0.0320931,0,0.0330866,0.0313755,0,0,0.00710973,0,0,0.0398042,0.0459668,0.0310856,0.0250237,0.0206198,0.04098,0.0187356,0.0336315,0.0330123,0.0395369,0.0363867,0.0395144,0.0436048,0.0261866,0.0296172,0.0265898,0.0519366,0.0199052,0.0255539,0,0.0243004,0.0485196,0.0484905,0,0,0.0193325,0,0,0.0256967,0.0474676,0.0412532,0.0178427,0.0172439,0.0347405,0.0461618,0.0437566,0.0648816,0.0500235,0.0342475,0.0636431,0.0439949,0.0494624,0.0714228,0.0191335,0.0433589,0.0211909,0.0145728,0.0473368,0.0620658,0,0,0,0,0,0,0,0,0
42,0,0.0485075,0,0,0,0,0.0446952,0,0,0,0,0,0.0321754,0,0.0330524,0.0312881,0,0,0.00726103,0,0,0.0397678,0.0460225,0.0310887,0.0249195,0.0206439,0.0409442,0.0186105,0.033656,0.0330056,0.0395657,0.0364435,0.039516,0.0435455,0.0262177,0.0296164,0.0265449,0.051984,0.0198896,0.0255673,0,0.0243871,0.0486198,0.0484872,0,0,0.019124,0,0,0.0257348,0.0474755,0.0412233,0.0178027,0.0173413,0.0346664,0.0461614,0.0437312,0.0647821,0.0499929,0.0342772,0.0636815,0.0440502,0.0495462,0.0715321,0.0190655,0.0434232,0.0212515,0.0145547,0.0474324,0.0620755,0,0,0,0,0,0,0,0,0
43,0,0.0485472,0,0,0,0,0.0446545,0,0,0,0,0,0.0321824,0,0.0329992,0.0313052,0,0,0.00739827,0,0,0.039724,0.0460642,0.0310754,0.0248452,0.0207213,0.0409347,0.0184272,0.0336903,0.0330157,0.0395608,0.0365936,0.039494,0.0435242,0.0262587,0.0296287,0.0265483,0.0520481,0.0198276,0.0256373,0,0.0244236,0.0487518,0.0484938,0,0,0.0189466,0,0,0.0257092,0.0475314,0.0411913,0.0176906,0.0174645,0.0346431,0.0462297,0.0436487,0.0646799,0.0500113,0.0342999,0.0636966,0.0440544,0.0495627,0.0715309,0.0189083,0.0435268,0.0212378,0.014555,0.0474731,0.0620848,0,0,0,0,0,0,0,0,0
44,0,0.0485513,0,0,0,0,0.044649,0,0,0,0,0,0.0321927,0,0.0329306,0.0312335,0,0,0.00749599,0,0,0.0396773,0.0461019,0.0310657,0.0248341,0.0207262,0.0409312,0.0181889,0.0337357,0.0330486,0.0395435,0.0368311,0.0393662,0.0435609,0.0262909,0.0296902,0.0265268,0.0521391,0.0197184,0.0256643,0,0.0244903,0.0489077,0.0485296,0,0,0.0188008,0,0,0.025715,0.0476326,0.0412066,0.0176052,0.017582,0.0346446,0.046314,0.0436026,0.0646253,0.0500381,0.0343135,0.0636541,0.0440091,0.0495501,0.0715204,0.0189926,0.0436701,0.0212347,0.0145744,0.0474006,0.0620561,0,0,0,0,0,0,0,0,0
45,0,0.048486,0,0,0,0,0.0447387,0,0,0,0,0,0.0322557,0,0.0328836,0.0312182,0,0,0.00760929,0,0,0.0396776,0.0461251,0.0310776,0.0248347,0.0206751,0.0409128,0.0181213,0.0337799,0.0330715,0.0395268,0.0369153,0.0394133,0.0436301,0.026284,0.0297163,0.0264605,0.0522499,0.0197561,0.0256161,0,0.0245341,0.0490258,0.0485562,0,0,0.0187339,0,0,0.0258088,0.0476552,0.0411705,0.0175884,0.0176469,0.0346092,0.0463393,0.0436123,0.0645961,0.0500216,0.0342907,0.0636462,0.0440235,0.0495671,0.0715364,0.0190202,0.0437793,0.0212808,0.0146139,0.0472148,0.0620319,0,0,0,0,0,0,0,0,0
46,0,0.0484138,0,0,0,0,0.044845,0,0,0,0,0,0.0323002,0,0.032946,0.0311201,0,0,0.00775505,0,0,0.0396802,0.046142,0.0310849,0.0248514,0.0206951,0.0408635,0.0181926,0.0337751,0.0332279,0.0395361,0.0369052,0.0395608,0.0436369,0.0263098,0.0297274,0.0264488,0.0523957,0.019813,0.025647,0,0.0245804,0.0490584,0.0486063,0,0,0.0186945,0,0,0.0258991,0.0476326,0.0411564,0.0176357,0.0176842,0.0345676,0.0463508,0.0435995,0.0645713,0.0499643,0.0342678,0.0636702,0.044058,0.0495781,0.0715507,0.0190665,0.043877,0.0213264,0.0146357,0.0470158,0.0619859,0,0,0,0,0,0,0,0,0
47,0,0.0484229,0,0,0,0,0.0448857,0,0,0,0,0,0.0323697,0,0.0329355,0.0310446,0,0,0.00790067,0,0,0.0397019,0.0461832,0.0309903,0.0248378,0.0207347,0.0408686,0.0180859,0.0337559,0.0336584,0.0395282,0.0367965,0.0395414,0.043688,0.0264122,0.0298039,0.0264873,0.0524764,0.019849,0.0258138,0,0.0246227,0.0490329,0.0486406,0,0,0.0188041,0,0,0.0258745,0.0476117,0.0410671,0.0176636,0.0176886,0.0345429,0.0463649,0.0435758,0.0645599,0.0498598,0.0342248,0.0638213,0.0441444,0.0496521,0.0715996,0.018942,0.0439843,0.0211928,0.0146783,0.0471849,0.0619416,0,0,0,0,0,0,0,0,0
48,0,0.0485002,0,0,0,0,0.0448522,0,0,0,0,0,0.0330024,0,0.0327033,0.0306333,0,0,0.00805348,0,0,0.0396063,0.0461868,0.0301131,0.0246427,0.0210129,0.0409894,0.017656,0.0340653,0.0338571,0.0391433,0.036582,0.0397258,0.0439368,0.0266837,0.0300566,0.0257422,0.0525963,0.0199115,0.0268583,0,0.024708,0.0485999,0.0487143,0,0,0.0202945,0,0,0.0253643,0.0475372,0.0408149,0.0176971,0.0177725,0.0347514,0.0463352,0.0435278,0.0647193,0.0495039,0.0340673,0.064388,0.0445773,0.0500081,0.0717687,0.0184456,0.0440765,0.0202932,0.0150664,0.0472132,0.0618877,0,0,0,0,0,0,0,0,0
49,0,0.0484641,0,0,0,0,0.0449494,0,0,0,0,0,0.0327021,0,0.0328372,0.0309881,0,0,0.00817274,0,0,0.0396789,0.0462614,0.0310001,0.0248514,0.0207309,0.0408097,0.017868,0.0337707,0.033771,0.0395546,0.0366813,0.0395104,0.043752,0.0265135,0.0299256,0.0265358,0.0525288,0.0196938,0.0258014,0,0.0247196,0.0492267,0.0486804,0,0,0.0187765,0,0,0.0258635,0.0477079,0.0410989,0.0174039,0.0176551,0.0344983,0.0463078,0.0436094,0.0646152,0.0498625,0.0341703,0.0638551,0.0441269,0.0497634,0.0716673,0.0191706,0.0441372,0.0209356,0.0146728,0.0473354,0.0619163,0,0,0,0,0,0,0,0,0
50,0,0.0484641,0,0,0,0,0.0450102,0,0,0,0,0,0.0326878,0,0.0328469,0.0310703,0,0,0.00832441,0,0,0.0395518,0.0463376,0.0310655,0.0249228,0.0206677,0.0407891,0.0178721,0.0336764,0.0335378,0.0396297,0.0369073,0.039514,0.0437537,0.0265247,0.0299832,0.0265355,0.0525478,0.0194696,0.0254437,0,0.0247022,0.0493854,0.0486807,0,0,0.0185766,0,0,0.0259125,0.0477405,0.0410973,0.0173586,0.017673,0.0343995,0.0462448,0.0436051,0.0645855,0.0499335,0.034208,0.0637513,0.044058,0.0497033,0.0717207,0.0192733,0.0443025,0.0210158,0.0147013,0.0473207,0.0619149,0,0,0,0,0,0,0,0,0
51,0,0.048424,0,0,0,0,0.0450731,0,0,0,0,0,0.0325974,0,0.03285,0.031079,0,0,0.00843749,0,0,0.0394907,0.0463529,0.0310497,0.0249176,0.0206868,0.0407854,0.0178806,0.0335351,0.0332038,0.0396421,0.0368991,0.039535,0.0437932,0.026513,0.0300906,0.0264603,0.0525763,0.0193968,0.025323,0,0.0246857,0.0494651,0.0487116,0,0,0.0185324,0,0,0.0259453,0.0478077,0.0410455,0.0174559,0.0177613,0.0342514,0.046212,0.0436031,0.0644936,0.0499696,0.0343075,0.0637629,0.0440966,0.0497043,0.0717847,0.0190964,0.0443797,0.0210571,0.0147472,0.047267,0.0617588,0,0,0,0,0,0,0,0,0
52,0,0.0483878,0,0,0,0,0.0451133,0,0,0,0,0,0.0324364,0,0.0328242,0.0310801,0,0,0.00848777,0,0,0.0394943,0.0463709,0.0310383,0.024876,0.0205758,0.0407972,0.0179065,0.0334003,0.0332351,0.0396636,0.036961,0.0395978,0.0438564,0.0262298,0.030168,0.0264837,0.0526265,0.0194131,0.0253797,0,0.0247602,0.0495489,0.048727,0,0,0.0185431,0,0,0.025966,0.0478262,0.0410609,0.0175097,0.0177971,0.034123,0.0461568,0.0435979,0.0643852,0.0499527,0.0344364,0.0637716,0.0441041,0.0497079,0.0717818,0.0191093,0.0444636,0.0210755,0.0147361,0.0471714,0.0614419,0,0,0,0,0,0,0,0,0
53,0,0.0484059,0,0,0,0,0.0451264,0,0,0,0,0,0.032441,0,0.0327325,0.0311341,0,0,0.0085019,0,0,0.0395094,0.0464499,0.0309931,0.0248745,0.0205498,0.0407805,0.0179083,0.0334929,0.0333995,0.0397254,0.0369792,0.0396513,0.0438906,0.0255545,0.0302659,0.0265067,0.0527163,0.0194307,0.0253308,0,0.0248411,0.0496351,0.0487196,0,0,0.0184792,0,0,0.0259657,0.0478748,0.0411771,0.0175248,0.0177907,0.0340618,0.0460454,0.043623,0.0643131,0.0499825,0.0344676,0.0637844,0.0441005,0.0497308,0.0718085,0.019263,0.044491,0.0210496,0.0147267,0.0473886,0.0613211,0,0,0,0,0,0,0,0,0
54,0,0.0484291,0,0,0,0,0.0451592,0,0,0,0,0,0.0325828,0,0.0327342,0.0312306,0,0,0.00857664,0,0,0.0395373,0.0465364,0.0310534,0.0249019,0.0206138,0.0407858,0.0178809,0.0335655,0.0331359,0.0397823,0.0369819,0.0396951,0.043925,0.0255466,0.0303173,0.0264337,0.0527615,0.0194155,0.0252154,0,0.0248413,0.0497038,0.0486992,0,0,0.0183937,0,0,0.0259538,0.0479273,0.0412231,0.017581,0.017805,0.0339929,0.0459126,0.0436545,0.0642791,0.0500789,0.0344689,0.0637773,0.0441139,0.0497777,0.0718769,0.0193171,0.0446179,0.0210277,0.0147382,0.0475836,0.0613058,0,0,0,0,0,0,0,0,0
55,0,0.0484044,0,0,0,0,0.0451908,0,0,0,0,0,0.032738,0,0.0327937,0.0312435,0,0,0.00871681,0,0,0.0395959,0.0465885,0.031183,0.0249467,0.0206,0.0407915,0.0179506,0.0335518,0.0329657,0.0398378,0.0370002,0.0397173,0.0439268,0.0262093,0.0303408,0.0263404,0.052746,0.0194311,0.0253245,0,0.0249255,0.0497447,0.0486701,0,0,0.0183527,0,0,0.0259119,0.0479695,0.0412467,0.0176305,0.0178682,0.0339672,0.0457529,0.0436477,0.0642571,0.0501217,0.0344166,0.0637028,0.0441009,0.0497598,0.0718016,0.019365,0.044675,0.0210627,0.014786,0.0477077,0.0613073,0,0,0,0,0,0,0,0,0
56,0,0.0483553,0,0,0,0,0.0452107,0,0,0,0,0,0.0328295,0,0.0328175,0.0312326,0,0,0.00887567,0,0,0.0396953,0.0465766,0.0313003,0.0249986,0.0205707,0.0407642,0.0181094,0.0335022,0.0329277,0.0398734,0.037043,0.0396999,0.0440177,0.0265523,0.0303745,0.0262909,0.0526994,0.0195608,0.0254254,0,0.0250153,0.0497662,0.0486268,0,0,0.0183741,0,0,0.0259,0.0480137,0.0412988,0.0176367,0.0179489,0.0339764,0.0455647,0.0436524,0.0642294,0.0500859,0.0343982,0.0636198,0.0441027,0.0497343,0.0716987,0.0193389,0.0446734,0.0211291,0.0148456,0.047813,0.0612786,0,0,0,0,0,0,0,0,0
57,0,0.0483016,0,0,0,0,0.0452638,0,0,0,0,0,0.0328695,0,0.0328232,0.0313328,0,0,0.00899228,0,0,0.039754,0.0465776,0.0313429,0.0249768,0.0205627,0.0406954,0.0181845,0.0334423,0.0328974,0.0399274,0.0370884,0.0396959,0.0440978,0.0266082,0.0304421,0.0262543,0.0526983,0.0196374,0.0253571,0,0.0250294,0.0497853,0.0485918,0,0,0.0184048,0,0,0.0259393,0.0480384,0.0413303,0.0176229,0.0179884,0.0339511,0.0453472,0.0436833,0.0641935,0.0500707,0.0344055,0.063457,0.044125,0.0497281,0.0716651,0.0192584,0.0447598,0.021186,0.0149282,0.0478915,0.0612315,0,0,0,0,0,0,0,0,0
58,0,0.0482787,0,0,0,0,0.0453664,0,0,0,0,0,0.0328837,0,0.0328019,0.0313451,0,0,0.00908625,0,0,0.0397831,0.0465975,0.0313696,0.0249944,0.020503,0.0406036,0.0182225,0.0334107,0.0329074,0.0400368,0.0370886,0.0397292,0.044175,0.0266207,0.030505,0.0262589,0.0527255,0.0196397,0.0252593,0,0.0250351,0.0498086,0.0485224,0,0,0.0184244,0,0,0.0259495,0.0480579,0.0413426,0.0176278,0.0180005,0.0339054,0.0450991,0.043696,0.0642058,0.0500659,0.0344176,0.0631482,0.0441509,0.0497578,0.0717994,0.0192691,0.0448108,0.0212065,0.0149755,0.0479188,0.0613112,0,0,0,0,0,0,0,0,0
59,0,0.0482715,0,0,0,0,0.0454435,0,0,0,0,0,0.0329047,0,0.0327735,0.0313326,0,0,0.00918939,0,0,0.0397726,0.0466335,0.0313973,0.0250812,0.0204357,0.0405643,0.0181771,0.0333777,0.0328692,0.0401303,0.0371068,0.0397542,0.0442227,0.0266514,0.0305537,0.0262825,0.0527588,0.0195481,0.0251475,0,0.0249975,0.0498611,0.0484244,0,0,0.0184162,0,0,0.0259658,0.0480658,0.0413263,0.0177228,0.0180316,0.0338381,0.0448572,0.0437032,0.0641834,0.0500646,0.034399,0.0630462,0.0441789,0.0498124,0.0719163,0.0191302,0.0448584,0.021202,0.0149812,0.048006,0.0615735,0,0,0,0,0,0,0,0,0
60,0,0.048213,0,0,0,0,0.0455103,0,0,0,0,0,0.0329529,0,0.0328154,0.0313417,0,0,0.00933599,0,0,0.0396941,0.0466299,0.0314511,0.0251709,0.0204005,0.040536,0.0181828,0.0333279,0.0327972,0.0402128,0.0371665,0.039749,0.0442859,0.0267212,0.0306345,0.0262794,0.0527835,0.0194483,0.0251364,0,0.0250011,0.0499201,0.0483435,0,0,0.0183847,0,0,0.0259727,0.0481058,0.0413201,0.0178699,0.0180646,0.033727,0.0446236,0.0436912,0.0641608,0.0500912,0.0343836,0.0630476,0.0441814,0.0498225,0.0719622,0.0190898,0.0449423,0.0212196,0.0149259,0.0479009,0.0616541,0,0,0,0,0,0,0,0,0
61,0,0.0481458,0,0,0,0,0.0455579,0,0,0,0,0,0.032993,0,0.0329649,0.0313631,0,0,0.00947161,0,0,0.0396894,0.0466135,0.0315188,0.0252099,0.0204545,0.0404907,0.018269,0.0332671,0.0327449,0.0402656,0.0372375,0.0397832,0.0443267,0.0268081,0.030733,0.0262868,0.0527522,0.0195125,0.0250819,0,0.0250097,0.049943,0.048284,0,0,0.0183528,0,0,0.025993,0.0481648,0.0413134,0.0180119,0.0180774,0.0336165,0.0444146,0.0436736,0.0641543,0.050154,0.0343798,0.063147,0.0441952,0.0498182,0.07199,0.0191351,0.0450827,0.0212666,0.0149076,0.0478673,0.0616106,0,0,0,0,0,0,0,0,0
62,0,0.0481194,0,0,0,0,0.0455879,0,0,0,0,0,0.033035,0,0.0330656,0.0314005,0,0,0.00956338,0,0,0.0397419,0.0466037,0.0315682,0.0252008,0.0204554,0.0404073,0.0183072,0.0332187,0.032731,0.0402866,0.0373198,0.039842,0.0444076,0.0269366,0.0308226,0.0263003,0.0527412,0.019545,0.0252002,0,0.0250838,0.0499853,0.04821,0,0,0.0183373,0,0,0.0259969,0.0482144,0.0413233,0.0180854,0.0180994,0.0335216,0.0441839,0.0436278,0.0641894,0.0501666,0.0343788,0.0633266,0.044162,0.0497926,0.0719706,0.0191685,0.0451773,0.0213373,0.0149769,0.0479981,0.0616296,0,0,0,0,0,0,0,0,0
63,0,0.0481533,0,0,0,0,0.045562,0,0,0,0,0,0.0330847,0,0.0330264,0.0314798,0,0,0.00962577,0,0,0.039824,0.0466061,0.0316229,0.0251356,0.0203705,0.0403224,0.0183264,0.0331339,0.0326887,0.0403152,0.0373346,0.0399099,0.0444878,0.0270936,0.0308702,0.0263045,0.052721,0.0195336,0.0253414,0,0.0251299,0.050011,0.0481127,0,0,0.0183438,0,0,0.0260062,0.0482575,0.0413683,0.0180325,0.0181214,0.0334403,0.0439488,0.0436279,0.0642356,0.050167,0.0343685,0.0632804,0.0441794,0.0498182,0.071877,0.0192479,0.0452754,0.0213837,0.0149953,0.0483092,0.0616405,0,0,0,0,0,0,0,0,0
64,0,0.0481549,0,0,0,0,0.0455785,0,0,0,0,0,0.0331538,0,0.0329447,0.0315957,0,0,0.00964405,0,0,0.039899,0.0466228,0.0316779,0.0251013,0.0202932,0.0402825,0.0183552,0.0330645,0.032653,0.0403666,0.0373652,0.0399731,0.0445408,0.0271913,0.0309066,0.0263005,0.0526946,0.0195169,0.0253218,0,0.0251476,0.0500277,0.0479983,0,0,0.0183405,0,0,0.0259665,0.0483006,0.0414601,0.0179983,0.0181511,0.0333753,0.0437359,0.0436864,0.0643167,0.0501582,0.0343754,0.0634354,0.0442011,0.0497902,0.0718489,0.0192549,0.0452953,0.021373,0.0149187,0.0484911,0.0615941,0,0,0,0,0,0,0,0,0
65,0,0.0481118,0,0,0,0,0.0456196,0,0,0,0,0,0.0331832,0,0.0329934,0.0316977,0,0,0.00967059,0,0,0.0399259,0.0466126,0.0317199,0.0251121,0.0202782,0.0402031,0.0183733,0.0330264,0.0326178,0.0404139,0.0373759,0.0400059,0.0446147,0.027261,0.0309953,0.0263137,0.0527277,0.0195253,0.0252263,0,0.0252031,0.0500651,0.0479384,0,0,0.0183182,0,0,0.0258877,0.0483292,0.0415226,0.0180376,0.0181494,0.0333467,0.0435415,0.0437389,0.0642406,0.0501777,0.0343976,0.0635334,0.0441726,0.0497493,0.0717854,0.0194082,0.0452939,0.0213232,0.014826,0.0485518,0.0615265,0,0,0,0,0,0,0,0,0
66,0,0.0480833,0,0,0,0,0.0456383,0,0,0,0,0,0.0332253,0,0.0329111,0.0316284,0,0,0.00972558,0,0,0.0399346,0.0466033,0.0318039,0.02513,0.0201966,0.0401017,0.0183737,0.0329747,0.0325233,0.0404406,0.0374035,0.0400157,0.044634,0.027322,0.0310254,0.0262815,0.0527537,0.019476,0.0252309,0,0.0252597,0.0501188,0.047904,0,0,0.018385,0,0,0.0258478,0.0483391,0.0415352,0.0180828,0.0181583,0.0333442,0.0433518,0.0437263,0.0641864,0.0501451,0.0343899,0.0635333,0.0441541,0.0497317,0.0717941,0.0194262,0.0453347,0.0212024,0.0147456,0.048571,0.0614471,0,0,0,0,0,0,0,0,0
67,0,0.048075,0,0,0,0,0.0456323,0,0,0,0,0,0.0332673,0,0.0328896,0.0316206,0,0,0.00981361,0,0,0.039927,0.0466017,0.0318515,0.0251349,0.020137,0.0400375,0.0183777,0.0329245,0.0324734,0.0404538,0.0374285,0.0400707,0.0446712,0.0273781,0.0310345,0.0262663,0.0527593,0.0193834,0.0252179,0,0.0252464,0.0501745,0.0478463,0,0,0.0185243,0,0,0.0257591,0.0483339,0.0415203,0.0181318,0.0182091,0.0333066,0.0431531,0.0436542,0.0641842,0.0501055,0.0343587,0.0635118,0.044189,0.0497449,0.0717382,0.0192647,0.0453544,0.0209818,0.0146511,0.0486154,0.0613328,0,0,0,0,0,0,0,0,0
68,0,0.0480606,0,0,0,0,0.0456411,0,0,0,0,0,0.0332874,0,0.03298,0.0317346,0,0,0.00989933,0,0,0.039974,0.046613,0.0318587,0.0251871,0.0201554,0.0400369,0.018327,0.0329014,0.0324901,0.040518,0.0375002,0.0401502,0.044722,0.0274517,0.0310764,0.0262909,0.0527753,0.0193343,0.0252051,0,0.0252061,0.0502123,0.047766,0,0,0.0185919,0,0,0.0256185,0.0483227,0.0415474,0.0182124,0.0182428,0.0332242,0.0429927,0.0436259,0.0641675,0.0501105,0.0342986,0.0634602,0.0442049,0.0497536,0.0717757,0.0191493,0.0453477,0.0209284,0.0145538,0.0486838,0.0612559,0,0,0,0,0,0,0,0,0
69,0,0.0480285,0,0,0,0,0.0456791,0,0,0,0,0,0.0333548,0,0.0329164,0.0317952,0,0,0.00996584,0,0,0.0400127,0.0466283,0.0319496,0.025241,0.0201538,0.0400357,0.0182561,0.0328852,0.032542,0.0405873,0.0375751,0.0402175,0.044779,0.0275105,0.0310915,0.0262738,0.052811,0.0193015,0.0252394,0,0.0251866,0.0502681,0.0477104,0,0,0.0185736,0,0,0.0255019,0.0483251,0.041524,0.0183099,0.0182513,0.0331363,0.0428679,0.0436218,0.0641254,0.0501225,0.0342824,0.0634745,0.044212,0.049786,0.0718625,0.0191476,0.0453141,0.020884,0.0144483,0.0487279,0.0612178,0,0,0,0,0,0,0,0,0
70,0,0.0480314,0,0,0,0,0.0456807,0,0,0,0,0,0.0334782,0,0.0329069,0.031801,0,0,0.0100609,0,0,0.0400369,0.046622,0.0319486,0.0252454,0.0201985,0.0399722,0.0181971,0.0328772,0.0325687,0.0406194,0.0376194,0.0402749,0.0447456,0.0275588,0.0311298,0.0263229,0.0528879,0.0192425,0.0251931,0,0.0252289,0.0502906,0.0476564,0,0,0.0185761,0,0,0.025398,0.0483815,0.0414967,0.0184356,0.0182846,0.0330398,0.042739,0.0436194,0.0640482,0.0501604,0.034296,0.0635417,0.0442224,0.0498214,0.0718853,0.0191606,0.0452922,0.0207682,0.0142721,0.0487421,0.0612079,0,0,0,0,0,0,0,0,0
71,0,0.0480301,0,0,0,0,0.0456942,0,0,0,0,0,0.033703,0,0.0328728,0.0317667,0,0,0.0101278,0,0,0.0400667,0.0466371,0.0319373,0.0252378,0.0200881,0.0399492,0.0181411,0.0328627,0.0325292,0.0406509,0.0376717,0.0402942,0.0447728,0.0276371,0.0311957,0.0263694,0.0530208,0.019218,0.0252564,0,0.0253242,0.0503023,0.0475888,0,0,0.0186271,0,0,0.0252583,0.048417,0.0414967,0.0184892,0.0182849,0.0329707,0.0425854,0.0436047,0.0639149,0.0501614,0.0342921,0.0635632,0.0442003,0.0498013,0.0718293,0.0191699,0.0452493,0.0205852,0.0140106,0.0487808,0.0612452,0,0,0,0,0,0,0,0,0
72,0,0.0480295,0,0,0,0,0.0456833,0,0,0,0,0,0.0338309,0,0.0328562,0.0318124,0,0,0.0101866,0,0,0.0400938,0.0466793,0.0319925,0.0252073,0.0198795,0.0398963,0.0180582,0.032866,0.0324816,0.0406697,0.0377252,0.0402946,0.044898,0.0277096,0.0312795,0.0263754,0.0530133,0.0191861,0.0253731,0,0.0253789,0.0503227,0.0474931,0,0,0.0186182,0,0,0.0251098,0.0484208,0.0415471,0.0185194,0.0182494,0.0329135,0.0424442,0.0435733,0.0637509,0.0501284,0.0343037,0.0635945,0.0441557,0.049776,0.0718122,0.0192186,0.0452123,0.0203831,0.0137091,0.0488216,0.0611959,0,0,0,0,0,0,0,0,0
73,0,0.0480526,0,0,0,0,0.0456474,0,0,0,0,0,0.0339149,0,0.0328457,0.03194,0,0,0.0102749,0,0,0.0400949,0.0467178,0.0320784,0.0251782,0.0198794,0.0398523,0.0179904,0.0328699,0.0324263,0.0406786,0.0377469,0.0403435,0.0449729,0.0277461,0.0313454,0.0263364,0.0529952,0.019117,0.0253794,0,0.0253904,0.0503527,0.0473912,0,0,0.0185442,0,0,0.0249651,0.0484469,0.0415392,0.0185717,0.0182355,0.0328724,0.0423322,0.0435607,0.0637862,0.0501096,0.0342879,0.0636171,0.0441768,0.0497977,0.0718423,0.0190837,0.0451511,0.0202959,0.0133831,0.0488236,0.0611257,0,0,0,0,0,0,0,0,0
74,0,0.0480635,0,0,0,0,0.0455966,0,0,0,0,0,0.0338906,0,0.0329075,0.0319716,0,0,0.0103739,0,0,0.0400975,0.0467147,0.0320883,0.0251485,0.0199481,0.0397707,0.0179538,0.0328235,0.032426,0.0406698,0.0377654,0.040345,0.0450064,0.0277795,0.0313997,0.0263199,0.0530996,0.0190945,0.0253289,0,0.0254,0.0503771,0.0472838,0,0,0.0183143,0,0,0.0248876,0.048481,0.041536,0.0185959,0.0182631,0.0328264,0.0422444,0.0435655,0.0638122,0.0501422,0.034309,0.0636349,0.0441866,0.0497709,0.0718262,0.0190197,0.0451062,0.0208013,0.0130866,0.0488631,0.0611094,0,0,0,0,0,0,0,0,0
