Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,LTIBI,,RTHI,RTHII,x74,x80,x78,x82
1588,0.0525555,0,0,0,0,0.040352,0,0,0,0,0,0,0.0520599,0.060409,0,0,0,0.0021188,0,0,0.0409703,0.502868,0.0936109,0.102384,0.0525769,0.101701,0.0212752,0.0695711,0.0834176,0.113237,0.0980774,0.0348645,0.0215624,0.0626196,0.0336572,0.0450393,0,0.0194126,0.0312313,0,0.0265266,0.0751759,0.051527,0,0,0.023288,0,0,0.0168268,0.066509,0.0481099,0.0159021,0.0254337,0.0829525,0.0557152,0.0554507,0.0419794,0.0507742,0.0330882,0.0384294,0.0579263,0.0124071,0.0347177,0,0.00892562,0.0368778,0.0790581,0,0,0,0.0427236,0,0.0256957,0.0556561,0,0,0,0
1589,0.0527946,0,0,0,0,0.0401344,0,0,0,0,0,0,0.0521191,0.0599551,0,0,0,0.00215284,0,0,0.0410033,0.503388,0.0938004,0.101871,0.0530603,0.101346,0.0209532,0.0693792,0.0834156,0.113148,0.0978659,0.0352122,0.0219047,0.0629055,0.0334873,0.0452039,0,0.0194081,0.0313317,0,0.0265426,0.0750707,0.0512755,0,0,0.0241929,0,0,0.0217948,0.066035,0.0481327,0.0162459,0.0253523,0.0825165,0.0565141,0.0556118,0.0416901,0.050991,0.0332995,0.0383501,0.0581562,0.0121127,0.0346051,0.0188408,0.0130956,0.0368097,0.0791536,0,0,0,0.0427737,0,0.0258638,0.0553891,0,0,0,0
1590,0.0533122,0,0,0,0,0.039063,0,0,0,0,0,0,0.0495285,0.0557664,0.109595,0,0,0.00187593,0,0,0.0423267,0.511973,0.0876717,0.0860308,0.047707,0.0912894,0.0230699,0.0621807,0.077462,0.106372,0.0904772,0.0312987,0.0194178,0.0573933,0.0352536,0.0435668,0,0.018327,0.0297908,0,0.0257658,0.075701,0.0519549,0,0,0.0235526,0,0,0.0227366,0.0634691,0.0503693,0.0126307,0.0262066,0.0759463,0.059653,0.058251,0.0420722,0.0511108,0.0334886,0.0383781,0.0578365,0.0129668,0.0339829,0.0178159,0.013594,0.0371129,0.0784822,0,0,0,0.0375455,0,0.0265639,0.0574158,0,0,0,0
1591,0.0524212,0,0,0,0,0.0398416,0,0,0,0,0,0,0.0495958,0.0557193,0.109526,0,0,0.00232969,0,0,0.0413552,0.512032,0.0874532,0.0861541,0.0482836,0.0917372,0.0233645,0.0624177,0.0777175,0.1067,0.0909382,0.0317334,0.0196397,0.0575866,0.0345306,0.0440881,0,0.0196709,0.0312576,0,0.0269078,0.0757932,0.0516892,0,0,0.0240465,0,0,0.0213558,0.0634726,0.051321,0.0116874,0.0258704,0.0761926,0.0597427,0.0581634,0.0414737,0.0510944,0.0333698,0.0382834,0.0575051,0.010979,0.0343356,0.0186349,0.0124379,0.0375978,0.0786228,0,0,0,0.0374418,0,0.0257043,0.0571587,0,0,0,0
1592,0.0525481,0,0,0,0,0.0396808,0,0,0,0,0,0,0.0496769,0.0558862,0.109502,0,0,0.00247287,0,0,0.0414298,0.512008,0.0872596,0.0861299,0.0488404,0.091729,0.0231282,0.0624757,0.0781114,0.107071,0.0912671,0.0323763,0.0202019,0.0581379,0.0342275,0.0439134,0,0.019646,0.0313043,0,0.0268807,0.0758075,0.0518,0,0,0.0240788,0,0,0.021406,0.0635097,0.0513631,0.0116174,0.0260188,0.076267,0.0596057,0.0580758,0.0413694,0.0516381,0.0337536,0.0389562,0.0578514,0.010813,0.0341034,0.0183861,0.0124488,0.0374225,0.0787204,0,0,0,0.0379786,0,0.0253373,0.0570711,0,0,0,0
1593,0.0527895,0,0,0,0,0.0394899,0,0,0,0,0,0,0.0501061,0.0558166,0.109087,0,0,0.00231082,0,0,0.0419325,0.512427,0.0872266,0.0855276,0.0489883,0.0908073,0.0228076,0.062142,0.0780855,0.106982,0.0909034,0.032522,0.0203547,0.0584106,0.0340501,0.0437195,0,0.0189818,0.0310289,0,0.0268045,0.0761384,0.0520644,0,0,0.0231312,0,0,0.0170571,0.0630473,0.0514189,0.0119847,0.0262558,0.0755051,0.0586505,0.0585102,0.041346,0.0518262,0.0337039,0.039177,0.058043,0.0113113,0.0341146,0,0.00837287,0.0373712,0.078238,0,0,0,0.0383116,0,0.0256905,0.057424,0,0,0,0
1594,0.05277,0,0,0,0,0.03954,0,0,0,0,0,0,0.0501993,0.0553977,0.108928,0,0,0.00249153,0,0,0.0416014,0.512539,0.0871048,0.0853332,0.0494016,0.0904645,0.0227567,0.0620909,0.0781984,0.107025,0.0909685,0.032931,0.0208429,0.0587185,0.0336349,0.0441726,0,0.019249,0.0315829,0,0.0271952,0.0761387,0.0517009,0,0,0.0233056,0,0,0.0220286,0.0628445,0.0514881,0.0122035,0.0261738,0.0752748,0.0592163,0.0584547,0.0409743,0.0521783,0.0337581,0.0391974,0.0581774,0.0105679,0.0338556,0.0190885,0.0121137,0.0374227,0.0782404,0,0,0,0.038406,0,0.0254637,0.0572383,0,0,0,0
1595,0.0526635,0,0,0,0,0.0395633,0,0,0,0,0,0,0.0504138,0.0551285,0.108803,0,0,0.00236251,0,0,0.0416518,0.512668,0.0869925,0.0850381,0.049868,0.0900286,0.0223998,0.0620021,0.0784238,0.107077,0.0908863,0.033483,0.0213402,0.059068,0.033264,0.0441992,0,0.0192468,0.0319297,0,0.0274575,0.0762397,0.0516399,0,0,0.0235947,0,0,0.0218679,0.0626895,0.0516219,0.0124813,0.0263071,0.0748974,0.0594923,0.0584133,0.040807,0.0525143,0.034007,0.0393434,0.0583162,0.0101717,0.0340707,0.0182173,0.0122526,0.0374569,0.0781218,0,0,0,0.0385713,0,0.0253112,0.0572904,0,0,0,0
1596,0.0525819,0,0,0,0,0.0396705,0,0,0,0,0,0,0.0505685,0.0547751,0.108715,0,0,0.00221377,0,0,0.0415879,0.512729,0.0868799,0.0846862,0.0502263,0.089676,0.0220978,0.061988,0.0786386,0.107147,0.090808,0.0340483,0.021769,0.0593995,0.0329278,0.0441687,0,0.0192726,0.0325459,0,0.0276759,0.0763755,0.051618,0,0,0.0235881,0,0,0.0219816,0.0626109,0.0517818,0.0126966,0.0264869,0.0744793,0.059416,0.0583487,0.0406357,0.0527337,0.0343428,0.0395592,0.0584678,0.00971906,0.0341606,0.0180573,0.012239,0.037506,0.0779908,0,0,0,0.0387088,0,0.0251625,0.0573203,0,0,0,0
1597,0.0524685,0,0,0,0,0.0397835,0,0,0,0,0,0,0.0507144,0.0547157,0.10861,0,0,0.00211787,0,0,0.0415312,0.512726,0.0867815,0.0842513,0.0506494,0.0893927,0.0218306,0.0621132,0.0787091,0.107281,0.0907883,0.0345589,0.0221805,0.0597822,0.0326226,0.0442241,0,0.0192111,0.0331126,0,0.027969,0.0764427,0.0515608,0,0,0.0235557,0,0,0.0220992,0.062574,0.0519014,0.0128856,0.0267589,0.0741065,0.0593234,0.0582486,0.0405203,0.053071,0.0346099,0.0397789,0.0586197,0.00936411,0.0340888,0.0180729,0.0121994,0.037599,0.0778151,0,0,0,0.0388185,0,0.0249766,0.0573172,0,0,0,0
1598,0.052378,0,0,0,0,0.0398505,0,0,0,0,0,0,0.0508622,0.0544173,0.108419,0,0,0.0019985,0,0,0.0415301,0.512767,0.0867031,0.0840628,0.0509978,0.0890137,0.0215934,0.0623035,0.0787109,0.10738,0.0907895,0.034939,0.0225898,0.0601575,0.0323071,0.044336,0,0.0191734,0.0336651,0,0.0282722,0.0764613,0.0514908,0,0,0.0235448,0,0,0.0221779,0.0625505,0.0520214,0.0131199,0.0271204,0.0736587,0.0592141,0.0581178,0.0404896,0.0534731,0.0349806,0.0399331,0.058733,0.00904804,0.0341482,0.0180827,0.0121731,0.0377206,0.0775793,0,0,0,0.0390787,0,0.0248361,0.0572986,0,0,0,0
1599,0.0521662,0,0,0,0,0.0400561,0,0,0,0,0,0,0.0510784,0.0544297,0.10839,0,0,0.00201115,0,0,0.0415794,0.512688,0.086659,0.0841002,0.0513244,0.0888109,0.0215398,0.0624574,0.0789755,0.107537,0.0908745,0.0352895,0.0229721,0.0605139,0.0319179,0.044239,0,0.0191651,0.0339879,0,0.0285811,0.0765184,0.0517564,0,0,0.0231056,0,0,0.0176271,0.0627097,0.052263,0.0130141,0.0275258,0.0733595,0.058014,0.0579361,0.0406215,0.053739,0.035298,0.0400804,0.0588337,0.00887466,0.0343583,0,0.00830597,0.0378428,0.0772891,0,0,0,0.0395242,0,0.0247033,0.0573922,0,0,0,0
1600,0.0521601,0,0,0,0,0.0401463,0,0,0,0,0,0,0.0511041,0.0543343,0.107944,0,0,0.00211426,0,0,0.0415957,0.512869,0.0862719,0.0836202,0.0517158,0.088236,0.0214367,0.0621939,0.0791532,0.107625,0.0908602,0.0358002,0.0234462,0.0608326,0.0316253,0.0445311,0,0.0191351,0.0347833,0,0.0290677,0.0765254,0.0514294,0,0,0.0227578,0,0,0.0226228,0.0624915,0.0524586,0.0135331,0.0276639,0.0728638,0.058519,0.0578656,0.0405904,0.054015,0.0354338,0.0402016,0.0590436,0.00834558,0.0340145,0.0190347,0.0118827,0.0380552,0.0771167,0,0,0,0.0397561,0,0.0247656,0.057267,0,0,0,0
1601,0.0527943,0,0,0,0,0.0392029,0,0,0,0,0,0,0.0511896,0.0542008,0.107256,0,0,0.00854194,0,0,0.0176942,0.513277,0.0857347,0.0828479,0.0522736,0.087177,0.0211989,0.06186,0.0794299,0.107707,0.0906887,0.0365515,0.024202,0.061388,0.031479,0.0429965,0,0,0.0351933,0,0.0291909,0.0766863,0.0523851,0,0,0.0229666,0,0,0.0226933,0.0620255,0.0525402,0.0142279,0.0279063,0.0719066,0.058417,0.0579299,0.0405025,0.0545533,0.0358522,0.0406235,0.0593815,0.00795625,0.0341892,0.0178425,0.0123889,0.0374577,0.0770989,0,0,0,0.0401442,0,0.0248384,0.0571599,0,0,0,0
1602,0.0527564,0,0,0,0,0.0396411,0,0,0,0,0,0,0.05105,0.0539297,0.10724,0,0,0.00164469,0,0,0.0428408,0.5131,0.0850708,0.0826325,0.0530296,0.0868145,0.0205116,0.0619829,0.0800878,0.108085,0.0908409,0.0379153,0.0255571,0.0625926,0.0320286,0.0442536,0,0.0178391,0.0359021,0,0.0300082,0.0769014,0.0512509,0,0,0.0226847,0,0,0.0240234,0.0623079,0.0536171,0.0146284,0.0286059,0.0715828,0.0581999,0.0578778,0.0408968,0.0545379,0.0359549,0.0404022,0.05893,0.00798057,0.033705,0.0164642,0.0138235,0.0379479,0.0764254,0,0,0,0.0413125,0,0.0249311,0.0576737,0,0,0,0
1603,0.0516488,0,0,0,0,0.0405193,0,0,0,0,0,0,0.0513657,0.0538211,0.107344,0,0,0.00182062,0,0,0.0415362,0.51258,0.0855553,0.0828113,0.0533728,0.0871421,0.0210774,0.0622732,0.0803838,0.108433,0.0912463,0.0378966,0.0253502,0.0623503,0.0306106,0.0446963,0,0.0193895,0.0372158,0,0.0309012,0.0766386,0.0510929,0,0,0.0233327,0,0,0.0221443,0.0627621,0.0539007,0.0142835,0.0286464,0.0716802,0.0581644,0.057048,0.0405202,0.0550629,0.0363118,0.0404446,0.059103,0.00810531,0.0343653,0.0181486,0.012136,0.0386106,0.0764128,0,0,0,0.0406268,0,0.0241678,0.0572059,0,0,0,0
1604,0.0530095,0,0,0,0,0.0394178,0,0,0,0,0,0,0.0544969,0.0585159,0,0,0,0.0127501,0,0,0.011445,0.505326,0.0915125,0.0966975,0.0586617,0.0943543,0.0181298,0.0686304,0.0862728,0.114611,0.0971646,0.0414351,0.0272359,0.0677027,0.0292195,0.0437016,0,0,0.0380049,0,0.0308772,0.0764945,0.0522671,0,0,0.0228565,0,0,0.0226222,0.063132,0.0516001,0.0201555,0.0281616,0.0756259,0.0544126,0.0550391,0.0399161,0.0568705,0.0376436,0.0417859,0.0608271,0.0077285,0.035116,0.0181935,0.012474,0.0370408,0.0766546,0,0,0,0.0453327,0,0.0239041,0.0550972,0,0,0,0
1605,0.0518974,0,0,0,0,0.0402065,0,0,0,0,0,0,0.0515489,0.0539981,0.107542,0,0,0.00365973,0,0,0.0406474,0.511999,0.0853778,0.0826414,0.0542267,0.0866156,0.0201985,0.0625354,0.0807731,0.108763,0.0913497,0.0386741,0.0260874,0.0629175,0.03008,0.044234,0,0.0232554,0.0379188,0,0.0315781,0.0768809,0.0512579,0,0,0.0232195,0,0,0.0221131,0.0626785,0.0540665,0.0148706,0.0291897,0.0709444,0.0576792,0.056556,0.040556,0.0562422,0.0371017,0.0410079,0.0597722,0.00829746,0.0347383,0.0184932,0.0118532,0.0384944,0.0762008,0,0,0,0.040958,0,0.0235602,0.0571363,0,0,0,0
1606,0.0513685,0,0,0,0,0.0408678,0,0,0,0,0,0,0.0518143,0.053862,0.107075,0,0,0.0017113,0,0,0.0412949,0.512109,0.085012,0.0817953,0.054507,0.0859298,0.0205011,0.0621987,0.0807535,0.108633,0.0910773,0.0389808,0.0264524,0.0630988,0.0295592,0.0448466,0,0.0193846,0.0383594,0,0.0317953,0.0770817,0.050985,0,0,0.0232511,0,0,0.0222066,0.0624364,0.054349,0.015335,0.0295618,0.0703821,0.0571253,0.056618,0.0406679,0.0566423,0.0375142,0.0412675,0.0599172,0.00847096,0.0347009,0.0185686,0.0119193,0.0390109,0.075903,0,0,0,0.0410957,0,0.0236222,0.0571635,0,0,0,0
1607,0.0514198,0,0,0,0,0.040806,0,0,0,0,0,0,0.0518524,0.0535509,0.106956,0,0,0.00180265,0,0,0.0413743,0.511958,0.0848675,0.0815486,0.0547579,0.0855522,0.0203786,0.0621491,0.0807046,0.108701,0.0910879,0.0396114,0.0268866,0.0634689,0.0294946,0.0450275,0,0.0193014,0.0387812,0,0.0320874,0.0771551,0.0508249,0,0,0.0233726,0,0,0.02221,0.0622596,0.0544412,0.0157087,0.0297408,0.0699931,0.0567509,0.0565953,0.0405541,0.0570381,0.0378521,0.041533,0.0602202,0.00848562,0.0346823,0.0186941,0.0118846,0.0389128,0.0757714,0,0,0,0.0412981,0,0.0233864,0.0571139,0,0,0,0
1608,0.0513553,0,0,0,0,0.0408439,0,0,0,0,0,0,0.0520025,0.0535672,0.106668,0,0,0.00200899,0,0,0.0414397,0.511828,0.0847342,0.0812151,0.0548766,0.0849981,0.0202335,0.061865,0.0805994,0.108663,0.0908714,0.0400269,0.0272421,0.063688,0.0292211,0.0452203,0,0.0192679,0.0391838,0,0.0322807,0.076992,0.050886,0,0,0.0233198,0,0,0.022241,0.0621381,0.0546108,0.0162236,0.0300474,0.0696179,0.0563203,0.0565656,0.0406356,0.0573497,0.0382468,0.041778,0.0603175,0.00852961,0.0348793,0.0187304,0.0119518,0.0388008,0.0754164,0,0,0,0.0413217,0,0.0234771,0.0571433,0,0,0,0
1609,0.0519073,0,0,0,0,0.0411486,0,0,0,0,0,0,0.0548454,0.0578452,0,0,0,0.00329772,0,0,0.0413985,0.504142,0.090872,0.0954919,0.0600437,0.0927595,0.0172255,0.0682017,0.0864178,0.114915,0.0968824,0.0434128,0.0288313,0.0690661,0.0283537,0.046567,0,0.018745,0.0398052,0,0.0322194,0.0767723,0.0504668,0,0,0.023159,0,0,0.0228045,0.0628691,0.0525055,0.0216969,0.0296662,0.0741766,0.0525469,0.0546977,0.0401278,0.058942,0.0394167,0.0430313,0.0618818,0.00845832,0.0353518,0.0186451,0.0125125,0.0384196,0.0752278,0,0,0,0.0461647,0,0.0231601,0.0551232,0,0,0,0
1610,0.0513267,0,0,0,0,0.0408395,0,0,0,0,0,0,0.051981,0.053286,0.106378,0,0,0.00212436,0,0,0.0416394,0.511111,0.0847057,0.0811262,0.0555255,0.0843619,0.0200977,0.0617202,0.0806729,0.108888,0.0909022,0.040772,0.0279548,0.064375,0.0292677,0.0457527,0,0.0192835,0.039542,0,0.032538,0.0770805,0.0508191,0,0,0.0233933,0,0,0.0223046,0.0619761,0.0544594,0.0169004,0.030319,0.0690477,0.0552825,0.0565152,0.0403805,0.0582453,0.0388496,0.0423744,0.060815,0.00888166,0.0352559,0.0189172,0.011867,0.0390375,0.0751063,0,0,0,0.0417788,0,0.0232384,0.0569245,0,0,0,0
1611,0.0513088,0,0,0,0,0.040816,0,0,0,0,0,0,0.0520225,0.0531233,0.105922,0,0,0.00222304,0,0,0.0416989,0.510982,0.0843319,0.0806853,0.0556637,0.0839021,0.0198899,0.0614427,0.0806118,0.108703,0.0907145,0.0411513,0.0282753,0.0645334,0.0289935,0.0459239,0,0.0193575,0.0397953,0,0.0326472,0.0772094,0.0506673,0,0,0.0235122,0,0,0.0222338,0.061786,0.0546641,0.0171045,0.0304269,0.0686504,0.0548865,0.0566901,0.0402819,0.0584381,0.0389937,0.0425036,0.0609733,0.00887184,0.0353333,0.0189267,0.011787,0.0391276,0.0750141,0,0,0,0.0418104,0,0.0232303,0.0570557,0,0,0,0
1612,0.0511512,0,0,0,0,0.0409367,0,0,0,0,0,0,0.0521512,0.0532075,0.105668,0,0,0.00232198,0,0,0.0417607,0.51069,0.0842057,0.0803588,0.0557379,0.0835113,0.0197499,0.0612261,0.0807079,0.108545,0.0905609,0.0414946,0.028458,0.0646458,0.0288002,0.0460863,0,0.0194165,0.0400435,0,0.032838,0.0771585,0.0505367,0,0,0.0234166,0,0,0.0221737,0.0616325,0.0546864,0.0174388,0.0304029,0.068313,0.0544372,0.0567086,0.0402232,0.0586356,0.0390466,0.0425745,0.0611545,0.00909089,0.0353194,0.0189963,0.0116288,0.0392781,0.0747869,0,0,0,0.0419051,0,0.0233268,0.057013,0,0,0,0
1613,0.0510637,0,0,0,0,0.0410536,0,0,0,0,0,0,0.0522857,0.0534534,0.105788,0,0,0.00235305,0,0,0.0416832,0.50999,0.0843195,0.080441,0.0559445,0.0835951,0.0197621,0.0612941,0.0808465,0.108657,0.0906327,0.0419253,0.0286903,0.0648198,0.028505,0.0460399,0,0.0196457,0.040092,0,0.0328291,0.0770516,0.0507752,0,0,0.0235181,0,0,0.0170569,0.0617618,0.0545964,0.0172714,0.0305296,0.0682686,0.0528219,0.0565294,0.0403233,0.0588632,0.0392715,0.0427496,0.0613218,0.0092699,0.0353629,0,0.00796582,0.0391456,0.0746687,0,0,0,0.0420353,0,0.0231966,0.0569509,0,0,0,0
1614,0.0512852,0,0,0,0,0.0408131,0,0,0,0,0,0,0.0522038,0.0532829,0.105594,0,0,0.00247272,0,0,0.0419193,0.509609,0.084069,0.080146,0.0563109,0.0833033,0.0196356,0.0612291,0.080791,0.10873,0.0905838,0.0427341,0.029327,0.0651647,0.0284523,0.0461547,0,0.0193875,0.0400375,0,0.0325361,0.0769379,0.0506114,0,0,0.0229422,0,0,0.022467,0.0617643,0.0543043,0.0175464,0.0305217,0.0680957,0.0529387,0.0563368,0.0403025,0.0591481,0.0395083,0.0430334,0.0616327,0.00885785,0.0350209,0.0197876,0.0111553,0.0389123,0.0747132,0,0,0,0.0423433,0,0.0231923,0.0567798,0,0,0,0
1615,0.0513052,0,0,0,0,0.040749,0,0,0,0,0,0,0.0522406,0.0530651,0.10533,0,0,0.00258476,0,0,0.0419594,0.509402,0.0838761,0.0796235,0.0564453,0.0829035,0.0193965,0.0611165,0.0807149,0.108619,0.0903907,0.0429806,0.0296439,0.0653164,0.0282713,0.0463083,0,0.0195273,0.039934,0,0.032607,0.0769944,0.0504759,0,0,0.0234354,0,0,0.0222441,0.0616204,0.0543544,0.0178952,0.0303847,0.067798,0.0528766,0.0563962,0.0401834,0.05906,0.0394884,0.0429763,0.0616265,0.00875261,0.0351321,0.0189144,0.0111168,0.0390858,0.0745609,0,0,0,0.042399,0,0.0233539,0.0567692,0,0,0,0
1616,0.0514428,0,0,0,0,0.0406409,0,0,0,0,0,0,0.0522439,0.0529238,0.105149,0,0,0.0027822,0,0,0.0420088,0.509063,0.0837475,0.0792042,0.0566786,0.082679,0.0193558,0.0611469,0.0807751,0.1086,0.0903155,0.0432786,0.0299072,0.065481,0.0281524,0.0464151,0,0.0195827,0.039853,0,0.0325828,0.076935,0.0503458,0,0,0.0233877,0,0,0.0223517,0.0615585,0.0542416,0.0180545,0.0302646,0.0676161,0.0523651,0.0563956,0.0400579,0.059102,0.0396029,0.043082,0.0617461,0.0086032,0.0351952,0.0189142,0.0109102,0.039128,0.0745292,0,0,0,0.0425178,0,0.0234266,0.0566593,0,0,0,0
1617,0.0517095,0,0,0,0,0.0403809,0,0,0,0,0,0,0.052126,0.0526924,0.105007,0,0,0.00299996,0,0,0.0420729,0.508595,0.0835331,0.0790827,0.0569953,0.0825636,0.0193503,0.0611321,0.0809733,0.108698,0.0903858,0.0435244,0.030309,0.0657818,0.0281202,0.0463961,0,0.0196227,0.0396748,0,0.0322837,0.0768159,0.050254,0,0,0.0233369,0,0,0.0224918,0.061595,0.05405,0.0180719,0.0302056,0.0675669,0.0517786,0.056257,0.0399519,0.0592572,0.0398039,0.0433256,0.0620055,0.00833267,0.0353925,0.0188853,0.0107567,0.0389462,0.0745533,0,0,0,0.0428193,0,0.023436,0.0566047,0,0,0,0
1618,0.0515123,0,0,0,0,0.0405399,0,0,0,0,0,0,0.0523014,0.0524008,0.104494,0,0,0.00355258,0,0,0.0419603,0.508657,0.0834437,0.078658,0.0566437,0.0818403,0.0193134,0.060675,0.0809934,0.108339,0.0899044,0.0432748,0.0301329,0.0656192,0.0280468,0.0468147,0,0.0197437,0.0399661,0,0.0326069,0.0768149,0.0499991,0,0,0.0229165,0,0,0.0225435,0.0611611,0.0542659,0.0185721,0.0297506,0.0669697,0.0513299,0.0565316,0.0397234,0.0587868,0.0393956,0.0428653,0.0617266,0.00875358,0.0358317,0.0191446,0.010228,0.0392312,0.0740289,0,0,0,0.0426802,0,0.0239887,0.0566794,0,0,0,0
1619,0.0517242,0,0,0,0,0.0402056,0,0,0,0,0,0,0.0522396,0.0523876,0.1043,0,0,0.00378806,0,0,0.0420117,0.50827,0.083335,0.0784754,0.0567886,0.0817486,0.0193008,0.060609,0.0810606,0.1084,0.0899693,0.0435965,0.0305078,0.065808,0.0279768,0.0469855,0,0.0197669,0.0395584,0,0.0323343,0.0766477,0.0499449,0,0,0.0226614,0,0,0.0226281,0.0611723,0.0540278,0.0185975,0.0296244,0.0669172,0.0506873,0.0564841,0.039614,0.0588633,0.039431,0.0429579,0.0619018,0.00861279,0.035723,0.0191783,0.00992087,0.0390196,0.0740648,0,0,0,0.042855,0,0.0240702,0.056593,0,0,0,0
1620,0.0517852,0,0,0,0,0.0400786,0,0,0,0,0,0,0.0523092,0.0523933,0.103993,0,0,0.00417222,0,0,0.0420178,0.507916,0.0833341,0.078186,0.0568261,0.0813283,0.0193677,0.060422,0.0807266,0.108288,0.089792,0.0437388,0.0305512,0.0658627,0.0280195,0.0474102,0,0.0197318,0.0396955,0,0.0322905,0.0765287,0.0497737,0,0,0.0221275,0,0,0.0226019,0.0610177,0.0539341,0.0188731,0.0293663,0.0665957,0.0500732,0.0565335,0.0394979,0.0587219,0.0393174,0.0429292,0.0617517,0.00854461,0.0359402,0.019224,0.0096367,0.0390426,0.0739799,0,0,0,0.0427166,0,0.024367,0.056495,0,0,0,0
1621,0.0520957,0,0,0,0,0.0397376,0,0,0,0,0,0,0.0521501,0.0521655,0.103791,0,0,0.00437823,0,0,0.0420362,0.507258,0.0831717,0.0780543,0.0570229,0.0811341,0.0194294,0.0603642,0.0804901,0.108354,0.0897555,0.0441496,0.0308185,0.0660654,0.0280578,0.0475678,0,0.019776,0.0395563,0,0.0319835,0.0764196,0.0496891,0,0,0.0217604,0,0,0.0226016,0.0609947,0.0537164,0.0189351,0.0292213,0.0664782,0.0493347,0.0564334,0.0394216,0.058795,0.0394328,0.0431057,0.0618218,0.00817592,0.0360166,0.0192982,0.00952695,0.0388428,0.0740546,0,0,0,0.0428947,0,0.0243404,0.0564029,0,0,0,0
1622,0.0518664,0,0,0,0,0.0399297,0,0,0,0,0,0,0.0522721,0.0519457,0.103412,0,0,0.00482219,0,0,0.0416247,0.506954,0.0832005,0.0776068,0.0568061,0.0806424,0.0194858,0.0600713,0.0801231,0.108099,0.0893859,0.0438133,0.0305014,0.065798,0.0280229,0.0479216,0,0.0199361,0.0396909,0,0.0322491,0.0764871,0.0493801,0,0,0.0211803,0,0,0.0223683,0.0605706,0.0537352,0.0193242,0.0287705,0.0660123,0.0486497,0.0566157,0.0391852,0.0583023,0.0391692,0.0427182,0.0615523,0.00865328,0.0365006,0.0195545,0.00902331,0.0391155,0.0737621,0,0,0,0.0425916,0,0.0246823,0.0563295,0,0,0,0
1623,0.0525699,0,0,0,0,0.0391991,0,0,0,0,0,0,0.0518205,0.0517956,0.103239,0,0,0.00508032,0,0,0.0417335,0.506139,0.0828195,0.0773922,0.0571805,0.0806324,0.019464,0.0601126,0.0803496,0.108213,0.0896029,0.044511,0.031213,0.0662862,0.0283914,0.0478376,0,0.0196298,0.0389743,0,0.0317604,0.0763897,0.0492466,0,0,0.0210083,0,0,0.0225524,0.0606684,0.0534184,0.0192953,0.0287141,0.0660504,0.0479748,0.0564679,0.039106,0.0585637,0.0394029,0.0430407,0.061958,0.00795846,0.0358035,0.0192985,0.00896404,0.038556,0.0740377,0,0,0,0.0431036,0,0.0244866,0.0562154,0,0,0,0
1624,0.0524576,0,0,0,0,0.0392548,0,0,0,0,0,0,0.0518644,0.0519065,0.102839,0,0,0.00535507,0,0,0.0414738,0.505433,0.0827357,0.0770441,0.0569624,0.0802117,0.0194218,0.0597701,0.0804071,0.107894,0.0892299,0.0443029,0.0310322,0.066064,0.0281675,0.048035,0,0.0196784,0.038914,0,0.0317407,0.0762558,0.0491617,0,0,0.0204214,0,0,0.0223913,0.0605669,0.0534095,0.0196137,0.0285377,0.0657949,0.0473637,0.0564352,0.0390444,0.0584934,0.0393226,0.0430176,0.0618977,0.00796056,0.0357592,0.01938,0.00860694,0.0386506,0.073973,0,0,0,0.0428736,0,0.024829,0.0562819,0,0,0,0
1625,0.0525034,0,0,0,0,0.0391828,0,0,0,0,0,0,0.0518028,0.0518232,0.102585,0,0,0.00549366,0,0,0.0412537,0.50465,0.0826336,0.0767706,0.0569867,0.079922,0.0194012,0.059507,0.0801664,0.1077,0.0889954,0.0443601,0.031076,0.0660171,0.028131,0.048288,0,0.0196078,0.0388212,0,0.0316036,0.0761527,0.0489857,0,0,0.0200211,0,0,0.0221664,0.0604657,0.0532847,0.0198135,0.0283982,0.0656064,0.0467371,0.0564621,0.0389376,0.0585252,0.0393324,0.0430892,0.0619555,0.00786435,0.035775,0.019347,0.00843747,0.0386268,0.0739945,0,0,0,0.0429281,0,0.0250579,0.0564889,0,0,0,0
