Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,LTIBI,,RTHI,RTHII,x74,x80,x78,x82
All Timesteps RMSE,0.0479605,0,0,0,0,0.0431189,0,0,0,0,0,0,0.049323,0.0505764,0.0951244,0,0,0.014445,0,0,0.0409875,0.396565,0.0824337,0.0787474,0.0465134,0.0749602,0.0304791,0.111991,0.0710513,0.0959681,0.0803115,0.0359241,0.0255458,0.0588038,0.0414079,0.0515893,0.0290356,0.0215006,0.0322511,0,0.0274586,0.084729,0.0443419,0,0,0.0237324,0,0,0.0224844,0.0587435,0.0528305,0.0280553,0.0248323,0.0597824,0.0418885,0.0682306,0.0392023,0.0546919,0.0353417,0.0411533,0.0640692,0.0312138,0.0429507,0.0263149,0.0162183,0.0462554,0.0694825,0,0,0,0.0389394,0,0.034185,0.0597882,0,0,0,0
0,0.0471017,0,0,0,0,0.043501,0,0,0,0,0,0,0.0475207,0.019378,0.0577166,0,0,0.017322,0,0,0.0465549,0.0634042,0.0525152,0.0306347,0.0403784,0.0458752,0.0473783,0.0427063,0.0480375,0.0724632,0.06861,0.0453939,0.0343531,0.0638275,0.0119915,0.0553608,0.019636,0.0192438,0.0266196,0,0.0231173,0.0780038,0.0404402,0,0,0.0127302,0,0,0.0231619,0.0446089,0.0484792,0.0247097,0.0183037,0.0362072,0.0442829,0.0696819,0.0331957,0.0497222,0.0317729,0.0389193,0.061296,0.015056,0.0493292,0.0286504,0.0193455,0.0517471,0.0687187,0,0,0,0,0,0,0,0,0,0,0
1,0.0479185,0,0,0,0,0.0430959,0,0,0,0,0,0,0.0500689,0.0204418,0.0572593,0,0,0.0131039,0,0,0.0510265,0.0636584,0.0504283,0.0303458,0.039363,0.0466444,0.0419817,0.0425144,0.0478971,0.0719725,0.0682262,0.0437485,0.0330761,0.0616682,0.0112833,0.060814,0.0152041,0.0182961,0.0272093,0,0.0239339,0.0785258,0.0390639,0,0,0.0133368,0,0,0.0240522,0.044644,0.0495534,0.0246324,0.0198004,0.0368649,0.0437058,0.0706489,0.0343664,0.0481969,0.0305484,0.0375429,0.0598754,0.0162118,0.0495104,0.0262361,0.0179331,0.0509472,0.0683094,0,0,0,0,0,0,0,0,0,0,0
2,0.0474555,0,0,0,0,0.0435849,0,0,0,0,0,0,0.0547475,0.0223417,0.0575699,0,0,0.0137783,0,0,0.0501856,0.0640159,0.0489631,0.0307441,0.0374479,0.0443891,0.0407217,0.0424713,0.0484975,0.0715027,0.0673561,0.0410146,0.0312755,0.0584747,0.00978775,0.0611593,0.0159753,0.0193544,0.0259279,0,0.0235842,0.0816216,0.0394237,0,0,0.0130996,0,0,0.0237173,0.0416265,0.0493925,0,0.0198225,0.0346144,0.0440767,0.0728293,0.0346859,0.0482186,0.0304201,0.0375989,0.0602674,0.0173014,0.0495864,0.0261502,0.0180376,0.051954,0.0669523,0,0,0,0.0366534,0,0,0,0,0,0,0
3,0.0468715,0,0,0,0,0.0432729,0,0,0,0,0,0,0.0534094,0.0226107,0.060304,0,0,0.0139686,0,0,0.0472703,0,0.0519698,0.0338095,0.0396261,0.0476171,0.0450383,0.0433804,0.0504795,0.0745179,0.0700299,0.0426733,0.0319543,0.0620108,0.0111789,0.0568504,0.0183473,0.0233055,0.0264413,0,0.0233755,0.0803651,0.0404973,0,0,0.0149714,0,0,0.0242229,0.0432984,0.0496386,0.0259058,0.0184055,0.036645,0.0423402,0.0708894,0.0330215,0.0490359,0.0310506,0.0382809,0.0606635,0.0153939,0.0513591,0.0277214,0.0199356,0.0511622,0.0681904,0,0,0,0,0,0,0,0,0,0,0
4,0.0473271,0,0,0,0,0.0435674,0,0,0,0,0,0,0.05678,0.0244577,0.0604699,0,0,0.0140231,0,0,0.0494517,0,0.0510247,0.0339467,0.0377651,0.0480449,0.0424202,0.0426218,0.050646,0.0742535,0.0690145,0.0395935,0.0301592,0.0588932,0.0100676,0.0608713,0.0163539,0.0196302,0.0265433,0,0.0237328,0.0801204,0.0387684,0,0,0.0144571,0,0,0.0240594,0.0435323,0.0498579,0.0256135,0.0189034,0.0370987,0.0422544,0.0711314,0.0334466,0.0485856,0.0306331,0.0379004,0.06036,0.0157558,0.0504182,0.0274426,0.0195662,0.0510916,0.068016,0,0,0,0.0361119,0,0,0,0,0,0,0
5,0.0477485,0,0,0,0,0.043144,0,0,0,0,0,0,0.0546726,0.0218111,0.0575672,0,0,0.0133785,0,0,0.0504014,0.0624988,0.0491267,0.0304387,0.0370907,0.0466983,0.0420849,0.04099,0.0481096,0.0715903,0.0674288,0.0409825,0.0315848,0.0594269,0.010973,0.0606685,0.0157332,0.0189376,0.0271209,0,0.0237631,0.078062,0.0395084,0,0,0.0132673,0,0,0.0242266,0.0449611,0.0493494,0.024143,0.0199729,0.0373188,0.043612,0.0705564,0.034544,0.0484418,0.0307582,0.0378452,0.0601139,0.0161784,0.0497591,0.0261495,0.0180093,0.0509225,0.0684329,0,0,0,0.0373503,0,0,0,0,0,0,0
6,0.0480121,0,0,0,0,0.0430168,0,0,0,0,0,0,0.0541147,0.0214774,0.0575464,0,0,0.01341,0,0,0.0505318,0.0628417,0.0492853,0.0306709,0.0376935,0.0471071,0.0423868,0.0409777,0.048055,0.0717874,0.0679434,0.0414903,0.0318677,0.0600142,0.0108405,0.0607935,0.0155733,0.0190827,0.0271205,0,0.0238851,0.0781334,0.0393567,0,0,0.0131218,0,0,0.0238628,0.0448032,0.0492427,0.0236954,0.0195805,0.0374366,0.0436616,0.0706775,0.0341708,0.0485407,0.0305732,0.0378892,0.0603056,0.0160772,0.0494948,0.0262592,0.0181094,0.0507846,0.0686408,0,0,0,0.0376949,0,0,0,0,0,0,0
7,0.0465906,0,0,0,0,0.0437703,0,0,0,0,0,0,0.0562343,0.0243544,0.0606031,0,0,0.0140598,0,0,0.0475493,0,0.0508099,0.034357,0.0384379,0.0457155,0.0445639,0.0431568,0.0509506,0.0743687,0.0695656,0.0401878,0.030662,0.0591353,0.00936581,0.0569244,0.0187402,0.0230831,0.0252765,0,0.0230684,0.0837084,0.0407212,0,0,0.0141989,0,0,0.0244098,0.0395535,0.0491701,0,0.0182123,0.0339992,0.042679,0.073723,0.0331337,0.0490224,0.0307726,0.0382802,0.0611147,0.0167451,0.0513979,0.0278879,0.0197185,0.0522788,0.0670194,0,0,0,0.0360059,0,0,0,0,0,0,0
8,0.0475082,0,0,0,0,0.0429008,0,0,0,0,0,0,0.0527549,0.0224026,0.0614938,0,0,0.0149234,0,0,0.0470962,0,0.0533275,0.0361771,0.0419468,0.0489492,0.0468158,0,0.0513806,0.0761323,0.0727887,0.044752,0.0326463,0.0645793,0.0119769,0.0563708,0.0187766,0.0227189,0.0254195,0,0.0228441,0.0829826,0.040061,0,0,0.0154149,0,0,0.0243013,0.0405822,0.0499035,0.0274137,0.0174061,0.0357203,0.0415746,0.0727736,0.0320253,0.0490579,0.0308041,0.0383634,0.060806,0.0162154,0.0518155,0.0284665,0.020524,0.051044,0.0683313,0,0,0,0,0,0,0,0,0,0,0
9,0.0465646,0,0,0,0,0.0437477,0,0,0,0,0,0,0.0501366,0.0201618,0.0584125,0,0,0.0150957,0,0,0.0476635,0.065621,0.0517084,0.0330367,0.0406929,0.0479799,0.0465251,0,0.0488202,0.0734533,0.070697,0.0449678,0.0337085,0.0636131,0.0110303,0.0558161,0.0184912,0.021551,0.0260216,0,0.0231791,0.0803951,0.0406371,0,0,0.0145295,0,0,0.0246157,0.0423417,0.0496269,0.0250281,0.0180806,0.0361215,0.0422738,0.0717773,0.0326211,0.0489212,0.0309389,0.0382479,0.060615,0.015961,0.0517036,0.0279724,0.0197806,0.0516699,0.0685574,0,0,0,0,0,0,0,0,0,0,0
10,0.0474141,0,0,0,0,0.0430486,0,0,0,0,0,0,0.0558427,0.0237582,0.0608977,0,0,0.0157588,0,0,0.0472267,0,0.051681,0.0357971,0.0397515,0.0486378,0.047217,0,0.0511763,0.0751678,0.0713145,0.0413446,0.0310134,0.0611565,0.0109223,0.0562036,0.0192505,0.0213919,0.0253558,0,0.0227502,0.0827708,0.040095,0,0,0.0154459,0,0,0.0244755,0.0404023,0.0498205,0.027231,0.0177038,0.035323,0.0414705,0.073069,0.0321175,0.0488757,0.0307301,0.0383345,0.0607273,0.0162748,0.052046,0.0286418,0.0206857,0.0511949,0.068117,0,0,0,0.0377697,0,0,0,0,0,0,0
11,0.0474888,0,0,0,0,0.0430472,0,0,0,0,0,0,0.0554974,0.023666,0.0609227,0,0,0.0159199,0,0,0.0472247,0,0.0518608,0.0358207,0.0395677,0.0484768,0.0473039,0,0.0510918,0.075002,0.0711613,0.0411078,0.0310169,0.0611969,0.0106952,0.0562239,0.019481,0.0209679,0.0252617,0,0.0227408,0.0828252,0.0401263,0,0,0.0154218,0,0,0.0244252,0.0403855,0.0497629,0.0273766,0.0177786,0.0352152,0.0415555,0.0730883,0.0321582,0.0488514,0.0307509,0.0383248,0.0607681,0.0163578,0.052137,0.028545,0.0206983,0.0512153,0.068079,0,0,0,0.0378713,0,0,0,0,0,0,0
12,0.0474518,0,0,0,0,0.0435276,0,0,0,0,0,0,0.0520798,0.0215799,0.0583617,0,0,0.0145842,0,0,0.048325,0.0652483,0.0505059,0.0329754,0.0386125,0.0479797,0.0452828,0,0.0486205,0.0726641,0.0693161,0.0417011,0.0321224,0.0604864,0.00931258,0.0587542,0.0178634,0.0191525,0.0254522,0,0.0232284,0.0802125,0.0394221,0,0,0.0142901,0,0,0.024011,0.0424846,0.0495901,0.0249735,0.0185494,0.0362448,0.0424321,0.071976,0.032925,0.0485909,0.0306628,0.0380833,0.0605892,0.01666,0.0511137,0.0275604,0.0196579,0.0512479,0.0683492,0,0,0,0.0382659,0,0,0,0,0,0,0
13,0.0476724,0,0,0,0,0.0432506,0,0,0,0,0,0,0.0535916,0.0238451,0.061145,0,0,0.0152545,0,0,0.0473327,0,0.0515725,0.0368411,0.0402677,0.0465087,0.0464674,0,0.0513777,0.0752279,0.0716817,0.0417987,0.0312976,0.0608074,0.0092757,0.0568951,0.0196177,0.0208154,0.0232851,0,0.0222,0.0870179,0.0399831,0,0,0.0151145,0,0,0.0243001,0.0359393,0.0497159,0,0.0175621,0.031975,0.0418335,0.0760487,0.0321848,0.0488131,0.030465,0.0383667,0.0613171,0.0184757,0.0521267,0.0283793,0.0205196,0.0518641,0.0667703,0,0,0,0.037849,0,0,0,0,0,0,0
14,0.047331,0,0,0,0,0.0433499,0,0,0,0,0,0,0.0508445,0.0210748,0.0575578,0,0,0.0153451,0,0,0.0476558,0.0653828,0.0501583,0.0328361,0.0387114,0.0474958,0.0470112,0,0.0482484,0.072178,0.0691152,0.0427892,0.0326107,0.0604227,0.00949418,0.0563006,0.0192849,0.0203076,0.0248852,0,0.0227134,0.0802947,0.0404637,0,0,0.0147629,0,0,0.0241529,0.0416613,0.0490733,0.0254519,0.0182237,0.0353324,0.0423321,0.0722088,0.0324165,0.0490251,0.0309212,0.0384995,0.061219,0.0169581,0.051823,0.0279234,0.0200377,0.0508486,0.068396,0,0,0,0.038465,0,0,0,0,0,0,0
15,0.0474182,0,0,0,0,0.0436775,0,0,0,0,0,0,0.0506056,0.021186,0.0575833,0,0,0.0145433,0,0,0.0485274,0.0652583,0.0503459,0.0329544,0.0384307,0.047771,0.0454449,0,0.0482303,0.0721337,0.0688662,0.0428547,0.0322432,0.0600178,0.00903414,0.0588784,0.0181011,0.0191356,0.0253175,0,0.0232641,0.0808237,0.039321,0,0,0.0143667,0,0,0.0241874,0.0420302,0.0496617,0.0249874,0.0186679,0.0357598,0.0421623,0.0722966,0.0328285,0.0484495,0.0304204,0.0379021,0.0606837,0.0168615,0.0512124,0.0277724,0.0197768,0.0507372,0.0681406,0,0,0,0.0382229,0,0,0,0,0,0,0
16,0.0475166,0,0,0,0,0.0431245,0,0,0,0,0,0,0.0532764,0.0232042,0.059978,0,0,0.0152049,0,0,0.0477619,0,0.0516668,0.0356606,0.0389089,0.0484634,0.0470303,0,0.0504163,0.0743981,0.070525,0.0423379,0.0313114,0.0605918,0.00943933,0.0566011,0.0196447,0.0207028,0.0250022,0,0.0227396,0.0848808,0.040141,0,0,0.0155422,0,0,0.0245633,0.0405973,0.0500257,0.0264316,0.018146,0.0352937,0.0412961,0.0729747,0.0323245,0.0485796,0.0306178,0.0381327,0.0606458,0.0167487,0.0523985,0.0286058,0.0207262,0.0505108,0.0679977,0,0,0,0.0377697,0,0,0,0,0,0,0
17,0.0469127,0,0,0,0,0.0437211,0,0,0,0,0,0,0.0477164,0.0194853,0.0578073,0,0,0.0152074,0,0,0.04802,0.0646376,0.0523274,0.0324805,0.0402347,0.0478448,0.0468789,0,0.0481658,0.0728943,0.0699775,0.0451725,0.0341402,0.0639149,0.011337,0.0562594,0.0191117,0.0199701,0.0261257,0,0.0233658,0.0831728,0.0406873,0,0,0.014403,0,0,0.0243289,0.0432141,0.0497739,0.0234164,0.0185668,0.0365816,0.0424079,0.0713114,0.0329603,0.0485984,0.0307522,0.0380166,0.0604466,0.0159315,0.0517925,0.0277635,0.0197638,0.0509147,0.0685997,0,0,0,0,0,0,0,0,0,0,0
18,0.0475888,0,0,0,0,0.0432202,0,0,0,0,0,0,0.0502684,0.0217594,0.0608221,0,0,0.0154612,0,0,0.0475805,0,0.0540206,0.0355195,0.0417597,0.0486718,0.0474438,0,0.0508105,0.0755673,0.0718375,0.0449524,0.032838,0.0645828,0.0110946,0.0565751,0.0195329,0.0201488,0.0257923,0,0.0231451,0.0852271,0.0400925,0,0,0.0151884,0,0,0.0242884,0.0414002,0.0501781,0.0257817,0.0180642,0.0360326,0.0415663,0.0726217,0.0324886,0.0485858,0.0305098,0.0379535,0.0604404,0.0160272,0.0520144,0.0283673,0.0205599,0.0505952,0.0682236,0,0,0,0,0,0,0,0,0,0,0
19,0.0474947,0,0,0,0,0.0433108,0,0,0,0,0,0,0.0537377,0.0234066,0.0605362,0,0,0.0155894,0,0,0.0474677,0,0.0521583,0.0354975,0.0402526,0.0484081,0.0473894,0,0.0507236,0.0747815,0.0704856,0.0421571,0.0311225,0.0607666,0.00938898,0.0564938,0.0197562,0.0201249,0.0252082,0,0.0228237,0.0837917,0.0400609,0,0,0.0154001,0,0,0.0245232,0.0409275,0.0497887,0.0263418,0.0181532,0.0355019,0.0413402,0.0727884,0.0324229,0.0487591,0.0306524,0.038144,0.0607263,0.0165462,0.0522178,0.0284859,0.0207239,0.0506876,0.068001,0,0,0,0.0378533,0,0,0,0,0,0,0
20,0.0483481,0,0,0,0,0.0430791,0,0,0,0,0,0,0.0501233,0.0208574,0.0577012,0,0,0.0153521,0,0,0.0482707,0.0661317,0.0506466,0.032797,0.0403761,0.044808,0.0472619,0,0.0486979,0.0722797,0.0692053,0.0439805,0.0331247,0.061202,0.00996461,0.0565082,0.0190741,0.0188394,0.0246827,0,0.0226777,0.0859247,0.0403009,0,0,0.013759,0,0,0.0240005,0.0385419,0.049131,0,0.0189127,0.0324171,0.0432992,0.0749281,0.0334722,0.0485056,0.0303003,0.0380416,0.0609789,0.0181427,0.0510019,0.02675,0.0190887,0.0514729,0.0672295,0,0,0,0.0395138,0,0,0,0,0,0,0
21,0.0485195,0,0,0,0,0.0431512,0,0,0,0,0,0,0.0463291,0.0191363,0.0559215,0,0,0.0150289,0,0,0.0483262,0.0691976,0.0515281,0.0325412,0.0430983,0.0457895,0.0473087,0,0.0486243,0.0728615,0.0714027,0.0475697,0.03552,0.0645111,0.0123249,0.0564888,0.0191848,0.0188543,0.0346092,0,0.0246445,0.0869109,0.0396333,0,0,0.0146994,0,0,0.0239342,0.0345999,0.0526328,0.0310735,0.0199553,0.0314943,0.042473,0,0.036372,0.0459693,0.0272241,0.0357004,0.0573848,0.0174251,0.051363,0.0272703,0.0199409,0.0515747,0.0669909,0,0,0,0,0,0,0,0,0,0,0
22,0.0488611,0,0,0,0,0.0427186,0,0,0,0,0,0,0.0437547,0.0194339,0.0574013,0,0,0.0145205,0,0,0.0495798,0.0669276,0.052929,0.0321659,0.0421087,0.046392,0.0482432,0,0.0481924,0.0724749,0.0696753,0.0471458,0.0352438,0.0645284,0.0140181,0.0563327,0.0182558,0.0174205,0.0265191,0,0.0231567,0.080909,0.0398894,0,0,0.0135294,0,0,0.0244654,0.0414464,0.0491436,0.0258601,0.019088,0.0346396,0.0432589,0.0730371,0.0335897,0.048403,0.0303635,0.037862,0.0605025,0.0170183,0.0506396,0.0263904,0.018685,0.0506946,0.0683844,0,0,0,0,0,0,0,0,0,0,0
23,0.0486437,0,0,0,0,0.0432389,0,0,0,0,0,0,0.0478622,0.0207388,0.0573839,0,0,0.0139451,0,0,0.0494516,0.0661946,0.0509854,0.0323728,0.0398361,0.0468384,0.0461654,0,0.0481502,0.0719197,0.0683657,0.0434176,0.0326607,0.060295,0.0103285,0.0591067,0.0173633,0.0173861,0.0256894,0,0.0232373,0.0805979,0.0387559,0,0,0.0139461,0,0,0.0238944,0.0416875,0.0492614,0.0255918,0.01925,0.035001,0.0426541,0.0729501,0.0335527,0.0482874,0.0302126,0.0377687,0.0606214,0.0175199,0.0504479,0.0268576,0.0192974,0.050803,0.0681189,0,0,0,0.0388437,0,0,0,0,0,0,0
24,0.0473962,0,0,0,0,0.0439534,0,0,0,0,0,0,0.0449962,0.0187769,0.0570378,0,0,0.0141522,0,0,0.0484784,0.0675905,0.0520437,0.0326687,0.0417131,0.047028,0.047324,0,0.0476834,0.0722045,0.0693289,0.046474,0.0344242,0.0630024,0.0123345,0.0565523,0.0190206,0.0194326,0.0253087,0,0.0231367,0.080619,0.0398386,0,0,0.0145027,0,0,0.0243395,0.0414427,0.0491574,0.0252196,0.0183538,0.0347216,0.0420935,0.0724121,0.0325941,0.0488732,0.0305793,0.0381448,0.061118,0.0168183,0.0514618,0.0277968,0.0201128,0.0514912,0.0682478,0,0,0,0,0,0,0,0,0,0,0
25,0.0482028,0,0,0,0,0.0435983,0,0,0,0,0,0,0.0487662,0.0206376,0.0574427,0,0,0.0147871,0,0,0.0483718,0.0706875,0.0506349,0.0325689,0.0398862,0.0436743,0.0468911,0,0.0484275,0.07177,0.0681705,0.0446518,0.0326135,0.0603026,0.00991246,0.0568851,0.0190546,0.0190957,0.0245879,0,0.0227233,0.0843012,0.0401215,0,0,0.0137023,0,0,0.0241023,0.0379986,0.0489647,0,0.0189758,0.0313996,0.0432294,0.0751108,0.0337832,0.048651,0.0303274,0.0380315,0.0611365,0.0183904,0.050913,0.0268423,0.0192359,0.0523016,0.0668068,0,0,0,0.0386959,0,0,0,0,0,0,0
26,0.0483249,0,0,0,0,0.0433351,0,0,0,0,0,0,0.0488504,0.0203072,0.0572484,0,0,0.0145046,0,0,0.0488501,0.0689,0.051024,0.0321277,0.0396615,0.0459014,0.0477013,0,0.0480711,0.0717068,0.0679539,0.0443872,0.032698,0.0606701,0.00997089,0.0567147,0.0186225,0.0185725,0.0260096,0,0.0231479,0.0806114,0.039894,0,0,0.0139818,0,0,0.0243407,0.0414769,0.0489431,0.0259866,0.0191951,0.0342547,0.0427816,0.0727862,0.033663,0.0486122,0.0304278,0.0379442,0.0606974,0.0171357,0.051028,0.0270068,0.0194017,0.0514958,0.0680614,0,0,0,0.03896,0,0,0,0,0,0,0
27,0.0484701,0,0,0,0,0.0434011,0,0,0,0,0,0,0.048937,0.0203139,0.0574443,0,0,0.0141357,0,0,0.0487438,0.0688311,0.0512227,0.0321868,0.0398123,0.0465218,0.0469066,0,0.0481858,0.0719799,0.0682224,0.043662,0.0326107,0.0608165,0.00987598,0.0582385,0.0180451,0.0184555,0.0258985,0,0.0231807,0.0803357,0.0392798,0,0,0.0139335,0,0,0.0239287,0.0420788,0.0490873,0.0253046,0.0191413,0.0350793,0.0427579,0.0724263,0.0336497,0.0485406,0.030375,0.0379196,0.0606044,0.017205,0.0505828,0.0269542,0.0193901,0.0512521,0.0682084,0,0,0,0.0390092,0,0,0,0,0,0,0
28,0.0475507,0,0,0,0,0.0438472,0,0,0,0,0,0,0.0448685,0.0188464,0.0571788,0,0,0.0148502,0,0,0.0479002,0.084305,0.0523961,0.0315977,0.0411489,0.0469672,0.0473948,0,0.0474376,0.0718831,0.0685603,0.0458049,0.0345465,0.0632968,0.0124891,0.0565734,0.0190621,0.0197722,0.0256256,0,0.0230862,0.078413,0.0403124,0,0,0.0141441,0,0,0.0237616,0.0438015,0.0485683,0.0232896,0.0183139,0.0362878,0.0428131,0.0706916,0.0329823,0.0493744,0.031071,0.038542,0.0613214,0.0163906,0.05103,0.0273177,0.0198293,0.0514726,0.0687577,0,0,0,0,0,0,0,0,0,0,0
29,0.0478493,0,0,0,0,0.0436123,0,0,0,0,0,0,0.0466338,0.0201667,0.0567993,0,0,0.0146589,0,0,0.0484746,0.12494,0.0506421,0.0287708,0.0367846,0.0453932,0.0462136,0,0.0467138,0.0701161,0.0645128,0.0423259,0.0329258,0.0586659,0.0106253,0.0574596,0.0186299,0.0186789,0.0271081,0,0.0234085,0.0744519,0.0408417,0,0,0.0128888,0,0,0.0232493,0.047621,0.0473442,0.0211262,0.0198486,0.0380959,0.0445113,0.0687272,0.0350913,0.0496289,0.0316055,0.0387833,0.0613103,0.0158082,0.0500124,0.0260069,0.0184787,0.0511466,0.0690146,0,0,0,0.0378794,0,0,0,0,0,0,0
30,0.0472661,0,0,0,0,0.04407,0,0,0,0,0,0,0.0471357,0.0199724,0.0568459,0,0,0.0147027,0,0,0.0487966,0.142508,0.0506238,0.0277138,0.0355504,0.044801,0.0455145,0,0.0463888,0.069403,0.0632022,0.0416902,0.0326851,0.0580099,0.00998651,0.0573924,0.01867,0.0185236,0.0280915,0,0.0239498,0.0728852,0.0412635,0,0,0.0121826,0,0,0.0235394,0.0493527,0.04719,0.0202691,0.0206847,0.0389583,0.0450716,0.0680094,0.0361082,0.0494915,0.031674,0.038611,0.0610196,0.0151204,0.0498908,0.0256941,0.0179318,0.0514394,0.0689818,0,0,0,0.0372959,0,0,0,0,0,0,0
31,0.047534,0,0,0,0,0.0440495,0,0,0,0,0,0,0.0471968,0.0202895,0.05724,0,0,0.0137429,0,0,0.0496061,0.142077,0.0508548,0.0278996,0.0354082,0.0452896,0.0435323,0,0.0465947,0.0697314,0.0633177,0.0413779,0.0325362,0.0579366,0.00995539,0.0594847,0.0172295,0.0188342,0.0280389,0,0.024135,0.0727423,0.0405177,0,0,0.0120518,0,0,0.0230658,0.0498606,0.0474921,0.0199598,0.0207763,0.0396099,0.0451737,0.0678496,0.0362771,0.0493093,0.0315498,0.0384904,0.0608056,0.0153656,0.0492564,0.0254971,0.0176618,0.051296,0.0689679,0,0,0,0.0371753,0,0,0,0,0,0,0
32,0.0471961,0,0,0,0,0.044334,0,0,0,0,0,0,0.0442302,0.0188912,0.0574539,0,0,0.0134345,0,0,0.0494999,0.139868,0.0526775,0.028099,0.0377313,0.0452856,0.0441955,0,0.0465875,0.0703318,0.0645886,0.0442432,0.034283,0.0613428,0.01275,0.0584011,0.01751,0.0192548,0.0285084,0,0.0243525,0.0729566,0.0408691,0,0,0.0118232,0,0,0.023385,0.0496669,0.047685,0.0201253,0.0207594,0.0394829,0.0452576,0.0678961,0.0362609,0.0491342,0.0313701,0.038283,0.0606377,0.0150208,0.0495199,0.0255874,0.0174955,0.0517799,0.0690451,0,0,0,0,0,0,0,0,0,0,0
33,0.0473619,0,0,0,0,0.0441738,0,0,0,0,0,0,0.0439995,0.0190006,0.0574476,0,0,0.0137164,0,0,0.0491656,0.139768,0.0526752,0.0281102,0.0380498,0.0452868,0.04484,0,0.0465605,0.0704504,0.0648088,0.044494,0.0343707,0.0617029,0.0130546,0.0577626,0.0178139,0.019343,0.0284701,0,0.0241989,0.0729157,0.0411289,0,0,0.0117986,0,0,0.0233697,0.0496539,0.0474854,0.0200498,0.0206268,0.0395013,0.0454062,0.0678334,0.036144,0.0492764,0.031466,0.0384488,0.0607784,0.0150175,0.0495614,0.0255397,0.017403,0.0517566,0.069257,0,0,0,0,0,0,0,0,0,0,0
34,0.0475418,0,0,0,0,0.0442126,0,0,0,0,0,0,0.0474813,0.0203588,0.0572737,0,0,0.0138492,0,0,0.0494586,0.140081,0.0508827,0.0280786,0.0358308,0.0453729,0.0435843,0,0.0466224,0.0699068,0.0636783,0.0409506,0.0324635,0.0581548,0.00977892,0.0593712,0.0173222,0.0188761,0.0280777,0,0.0241283,0.0728145,0.0405701,0,0,0.0119443,0,0,0.0230739,0.0497711,0.0475114,0.0199046,0.0207328,0.0396209,0.0453032,0.0678381,0.0362062,0.0492607,0.0314498,0.0384959,0.0607785,0.015332,0.0492822,0.0255831,0.0175397,0.0516241,0.0690495,0,0,0,0.0374045,0,0,0,0,0,0,0
35,0.047513,0,0,0,0,0.0441022,0,0,0,0,0,0,0.0476819,0.0201291,0.0572198,0,0,0.0138564,0,0,0.0488838,0.140736,0.0508919,0.0280449,0.0356957,0.0453811,0.0445492,0,0.0465605,0.0698751,0.0638162,0.0407919,0.0326074,0.0585032,0.00975146,0.0582017,0.0178693,0.0197593,0.027997,0,0.0239269,0.0727256,0.0410991,0,0,0.0120395,0,0,0.0229803,0.0498226,0.0472783,0.019663,0.0206118,0.0396166,0.0453971,0.0676643,0.0360771,0.0494908,0.0315877,0.0387015,0.060988,0.0152233,0.0494816,0.0257373,0.0176091,0.0516373,0.0692025,0,0,0,0.0378223,0,0,0,0,0,0,0
36,0.0474875,0,0,0,0,0.0442149,0,0,0,0,0,0,0.0478757,0.0199896,0.0573508,0,0,0.0140018,0,0,0.0490072,0.141267,0.0509432,0.0280021,0.0358353,0.0453495,0.0443566,0,0.0466009,0.0698723,0.0636801,0.0403607,0.0324618,0.0584784,0.00961844,0.0585469,0.0176755,0.0194337,0.0281259,0,0.0239996,0.0726555,0.0409576,0,0,0.011913,0,0,0.0230155,0.049975,0.0473521,0.0196556,0.0206935,0.0397144,0.0455256,0.0676063,0.0362157,0.0493663,0.0315533,0.0385805,0.0608866,0.0152259,0.0493407,0.025705,0.0175003,0.0518104,0.0691498,0,0,0,0.0375628,0,0,0,0,0,0,0
37,0.0476355,0,0,0,0,0.0439748,0,0,0,0,0,0,0.0476007,0.0199523,0.0572455,0,0,0.0143296,0,0,0.0484956,0.141525,0.0507574,0.0279647,0.0361598,0.0453952,0.0451751,0,0.0465178,0.0699026,0.0638568,0.0406484,0.032681,0.0588144,0.010027,0.0575429,0.0182558,0.0199036,0.0279618,0,0.0237584,0.0725303,0.041372,0,0,0.0120897,0,0,0.0228834,0.0500242,0.0470591,0.0193244,0.0203535,0.0397156,0.0456696,0.0674265,0.0359624,0.0496473,0.0317493,0.0388838,0.0611862,0.015282,0.0493735,0.0257411,0.0176655,0.0517712,0.0694076,0,0,0,0.0377536,0,0,0,0,0,0,0
