Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,RTHIA,RTHII
29,0.0487864,0,0,0,0,0.0491201,0,0,0,0,0,0,0.0352724,0,0.0329871,0.0345808,0,0,0.0171349,0,0,0.0457183,0.0419702,0.0328767,0.0225155,0.0206972,0.0339576,0.0368217,0.0343052,0.034947,0.039296,0.0346681,0.0349511,0.039214,0.0226784,0.0273561,0.0254898,0.0600617,0.0135861,0.0216585,0.0379137,0,0.0309643,0.051689,0.0401589,0,0,0.00792973,0,0,0.0232926,0.049876,0.0434418,0.0252984,0.0244229,0.0342878,0.0527863,0,0.0412999,0.0557416,0.0366473,0.0424252,0.0646249,0.00674744,0.0475477,0.0215701,0.0194901,0.0599383,0.0631906,0,0,0,0,0
30,0.0485972,0,0,0,0,0.0493032,0,0,0,0,0,0,0.0354388,0,0.032839,0.0346256,0,0,0.0169664,0,0,0.0459001,0.0421178,0.0330123,0.0225283,0.0207713,0.0338754,0.0366723,0.0343021,0.0350597,0.0392843,0.0346066,0.0355057,0.0392908,0.0225357,0.0271936,0.0254379,0.0600484,0.0135146,0.0214875,0.0384167,0,0.0311774,0.0518837,0.0400737,0,0,0.00779492,0,0,0.0233722,0.0500362,0.043571,0.0253095,0.0243487,0.0341242,0.0527493,0,0.0413833,0.0555966,0.0364432,0.0423001,0.0646052,0.00683042,0.0475354,0.0215538,0.0194452,0.0601259,0.0630577,0,0,0,0,0
31,0.0485152,0,0,0,0,0.0493255,0,0,0,0,0,0,0.0354342,0,0.0328914,0.0346513,0,0,0.0169886,0,0,0.045849,0.0421478,0.0331348,0.0225475,0.0206246,0.0339816,0.036598,0.034199,0.0350538,0.0394832,0.0346729,0.0358674,0.039211,0.0225181,0.0271528,0.0254829,0.0600678,0.0136885,0.0214035,0.0382615,0,0.031179,0.0520135,0.0400887,0,0,0.00787457,0,0,0.0232798,0.0502634,0.0435418,0.0253481,0.02436,0.0342882,0.0526884,0,0.0414567,0.0555225,0.0363175,0.0426078,0.0645217,0.00691023,0.047559,0.0216075,0.0194277,0.0601905,0.0630651,0,0,0,0,0
32,0.0482815,0,0,0,0,0.0494848,0,0,0,0,0,0,0.0354608,0,0.0327897,0.034683,0,0,0.0168672,0,0,0.0459319,0.0423256,0.0331074,0.0227027,0.0207172,0.0340098,0.0365565,0.0343651,0.0350769,0.0395674,0.0347838,0.0353276,0.0391492,0.0225871,0.0271536,0.0255555,0.0600883,0.0137696,0.0211955,0.038337,0,0.0313904,0.0520683,0.0400022,0,0,0.00782958,0,0,0.0232813,0.0502384,0.0436227,0.0254746,0.0242914,0.0343198,0.0526083,0,0.0415035,0.0553041,0.0360441,0.0429092,0.0642646,0.00710462,0.0475983,0.0216689,0.0193083,0.0603712,0.062937,0,0,0,0,0
33,0.0483152,0,0,0,0,0.049343,0,0,0,0,0,0,0.0355254,0,0.0327021,0.0346567,0,0,0.0169122,0,0,0.0458524,0.0423713,0.0330055,0.0225601,0.0207631,0.0340223,0.0366571,0.0343746,0.0350771,0.0395374,0.0348332,0.0349607,0.0391242,0.0226027,0.0271933,0.0255952,0.0600971,0.0138079,0.0210326,0.0380924,0,0.0312489,0.0517739,0.040035,0,0,0.00791304,0,0,0.0231823,0.0502758,0.0434861,0.0255419,0.0242852,0.0343773,0.0526847,0,0.0415898,0.0552414,0.0359822,0.0424244,0.0642094,0.00707202,0.0475907,0.0216519,0.0192266,0.0605016,0.062839,0,0,0,0,0
34,0.0483066,0,0,0,0,0.0491806,0,0,0,0,0,0,0.0354981,0,0.0327561,0.0347579,0,0,0.0169782,0,0,0.0457107,0.0422667,0.0329754,0.0219291,0.0207111,0.034094,0.0366933,0.0341398,0.0349764,0.039673,0.0348503,0.0349147,0.0391922,0.0226056,0.0272836,0.0256603,0.0601525,0.0139084,0.0209245,0.0377767,0,0.0309968,0.0511666,0.0401079,0,0,0.00815265,0,0,0.0228956,0.0504715,0.0433373,0.0254492,0.0243589,0.034565,0.0527301,0,0.0417254,0.0552669,0.0359184,0.0421432,0.0642803,0.00698323,0.0475788,0.0216574,0.0192548,0.0605801,0.062806,0,0,0,0,0
35,0.047856,0,0,0,0,0.0495309,0,0,0,0,0,0,0.0355494,0,0.0326271,0.0347493,0,0,0.0166233,0,0,0.0459447,0.042369,0.0331458,0.021903,0.020833,0.034041,0.0365924,0.0342239,0.034971,0.0397089,0.0348324,0.0349321,0.0393293,0.0225338,0.0271861,0.0258456,0.0604643,0.013912,0.0205766,0.0380877,0,0.0312781,0.0513008,0.0399111,0,0,0.00816136,0,0,0.0228293,0.0504086,0.0434421,0.0254499,0.0242722,0.0344533,0.0525902,0,0.0418105,0.0549992,0.0352983,0.0417959,0.064165,0.00720285,0.047542,0.0217762,0.0192432,0.0610355,0.0625439,0,0,0,0,0
36,0.0479887,0,0,0,0,0.0492144,0,0,0,0,0,0,0.0355678,0,0.0326537,0.0346297,0,0,0.0167331,0,0,0.0459208,0.0423711,0.0331729,0.022008,0.0206526,0.0339213,0.036746,0.0340942,0.0349307,0.0397585,0.0348376,0.0350616,0.0393887,0.0225882,0.0272186,0.0259327,0.0605833,0.0139484,0.0203092,0.0377184,0,0.0309899,0.0514158,0.0398719,0,0,0.00827716,0,0,0.0228256,0.0504146,0.0431153,0.0254955,0.0242799,0.0344621,0.0525492,0,0.0419044,0.0550016,0.0351502,0.0418913,0.0641812,0.00720764,0.047535,0.0216422,0.0191292,0.0609693,0.0624415,0,0,0,0,0
37,0.0487116,0,0,0,0,0.0482479,0,0,0,0,0,0,0.0361155,0,0.0326143,0.0347599,0,0,0.0167052,0,0,0.0460224,0.0427034,0.0331433,0.021976,0.0205161,0.0349288,0.0379992,0.0336392,0.0345532,0.0403199,0.0356175,0.0350638,0.0393052,0.0226206,0.0275814,0.0252476,0.0601394,0.0135851,0.0198253,0.0356365,0,0.0307042,0.051313,0.0397416,0,0,0.00836221,0,0,0.022778,0.0510991,0.043094,0.0235085,0.0235163,0.0349438,0.0525298,0.0402637,0.0401588,0.0555788,0.0356826,0.0424166,0.0648227,0.00880537,0.0473604,0.0213146,0.0188718,0.0601597,0.0632656,0,0,0,0,0
38,0.0488148,0,0,0,0,0.048061,0,0,0,0,0,0,0.0355497,0,0.0324534,0.0346081,0,0,0.0174397,0,0,0.0456196,0.0426176,0.0329498,0.0226668,0.0205829,0.0334296,0.0372901,0.0340862,0.0349241,0.0395837,0.0348511,0.0352069,0.0393761,0.0228089,0.027467,0.0260576,0.0605708,0.0140861,0.019685,0.0367889,0,0.0303647,0.0512514,0.0398045,0,0,0.00838834,0,0,0.0229071,0.0502804,0.0424771,0.0259104,0.0242252,0.034098,0.052646,0,0.0420207,0.0549649,0.0351255,0.0420314,0.0643014,0.0074654,0.0476473,0.0212708,0.0187768,0.0605695,0.0623078,0,0,0,0,0
39,0.0489462,0,0,0,0,0.0478201,0,0,0,0,0,0,0.0368449,0,0.032394,0.0353999,0,0,0.0179625,0,0,0.0454696,0.0438545,0.0334894,0.022618,0.0204848,0.033569,0.0366072,0.0341018,0.0349318,0.0406974,0.0360495,0.0347214,0.0388085,0.0223165,0.027661,0.0246152,0.0610112,0.0146371,0.0193824,0.0385892,0,0.0317058,0.0558613,0.039547,0,0,0.00881199,0,0,0.0224548,0.0499648,0.0451083,0.0275323,0.0239064,0.0348059,0.0524016,0,0.0414871,0.0529792,0.033199,0.0398962,0.0618972,0.0127549,0.0478388,0.021726,0.0192614,0.0606239,0.061803,0,0,0,0,0.0808064
40,0.0488711,0,0,0,0,0.0477509,0,0,0,0,0,0,0.0369682,0,0.0323995,0.0355675,0,0,0.0181173,0,0,0.0455396,0.04401,0.0335003,0.022684,0.0204587,0.0332066,0.0364544,0.0339224,0.0349511,0.0407896,0.0360878,0.0347944,0.0387872,0.0223528,0.0276651,0.0245086,0.0609417,0.0149461,0.0189448,0.0390189,0,0.0318401,0.0564583,0.0394397,0,0,0.00883752,0,0,0.0223779,0.0499194,0.0452031,0.0276951,0.0238382,0.0345155,0.0523615,0,0.0415384,0.0529683,0.0331898,0.0398077,0.0618793,0.0130105,0.0478413,0.0218025,0.0191058,0.0608896,0.0616143,0,0,0,0,0.0822879
41,0.0491612,0,0,0,0,0.0478797,0,0,0,0,0,0,0.0385015,0,0.0332245,0.0358591,0,0,0.0182215,0,0,0.0454392,0.0471791,0.0346952,0.0215627,0.0207178,0.0302936,0.036486,0.0345721,0.0354672,0.0432778,0.0385712,0.0338502,0.0374344,0.0216245,0.0282207,0.0228884,0.0601542,0.0149519,0.0186918,0.0383745,0,0.0324654,0,0.0399135,0,0,0.00820327,0,0,0.021525,0.0472027,0.0504253,0.0341067,0.0249318,0.0315561,0.0542734,0,0.0422145,0.0498574,0.0311003,0.0372517,0.0583417,0.0139407,0.0470818,0.0205398,0.0180507,0.0625718,0.0606548,0,0,0,0,0.0796437
42,0.0487792,0,0,0,0,0.0482136,0,0,0,0,0,0,0.0387136,0,0.0330312,0.0361197,0,0,0.0180345,0,0,0.0457028,0.0472129,0.0348432,0.0212643,0.0208019,0.0299166,0.0365362,0.0345986,0.0355653,0.0430943,0.0383782,0.0339295,0.0375375,0.0215249,0.0279998,0.0227378,0.0601707,0.0150217,0.0182953,0.0383461,0,0.0324642,0,0.0396645,0,0,0.00794475,0,0,0.021735,0.0472561,0.0501109,0.0338802,0.0249056,0.0310185,0.0541484,0,0.0423543,0.0495611,0.0308626,0.0370653,0.0581839,0.0138445,0.0470012,0.0204583,0.0180346,0.0631021,0.0604572,0,0,0,0,0.0728166
43,0.0484668,0,0,0,0,0.0483836,0,0,0,0,0,0,0.0376813,0,0.0329153,0.0352883,0,0,0.0180592,0,0,0.0456753,0.0464926,0.0342208,0.0210754,0.0206649,0.0291469,0.0370475,0.0347169,0.0352439,0.0420631,0.0374387,0.0343227,0.0382809,0.0221532,0.0279183,0.0238295,0.0598685,0.0150955,0.0180611,0.0360554,0,0.0306178,0,0.0396133,0,0,0.0078069,0,0,0.0222892,0.0468776,0.0469157,0.0328517,0.0244553,0.030164,0.0538926,0,0.0425102,0.0510637,0.0320851,0.0386776,0.0605091,0.00901913,0.047077,0.0202901,0.0178889,0.0633222,0.0605177,0,0,0,0,0
44,0.0482906,0,0,0,0,0.048503,0,0,0,0,0,0,0.0378363,0,0.0328254,0.0356974,0,0,0.0183337,0,0,0.0455789,0.046612,0.0342261,0.0211775,0.0206662,0.0290681,0.0368359,0.0347595,0.0350872,0.0422591,0.037568,0.0342831,0.0384009,0.0222204,0.0279828,0.0235325,0.0599802,0.0152153,0.0179218,0.035849,0,0.0306703,0,0.0395076,0,0,0.00783225,0,0,0.0224606,0.046964,0.0469823,0.0328486,0.0243342,0.0301807,0.0536343,0,0.0423174,0.0512237,0.0321816,0.0387532,0.060592,0.00862114,0.0472108,0.0204226,0.0180837,0.0634583,0.0604271,0,0,0,0,0
45,0.0481231,0,0,0,0,0.0485498,0,0,0,0,0,0,0.0377335,0,0.0325466,0.0351269,0,0,0.017774,0,0,0.0459327,0.0458591,0.0339593,0.0221161,0.0206075,0.0306165,0.0377199,0.0341254,0.0345029,0.0419185,0.0374564,0.0346051,0.0389371,0.0225278,0.0280626,0.0233702,0.0595595,0.0148983,0.0175763,0.0348487,0,0.0292985,0,0.0389786,0,0,0.00803605,0,0,0.0224339,0.048006,0.0426555,0.028674,0.0233608,0.030581,0.0529629,0,0.0406121,0.0543091,0.0348683,0.0416402,0.0637787,0.00969246,0.0471746,0.0207846,0.0185487,0.0630231,0.0615956,0,0,0,0,0.0508268
46,0.0477855,0,0,0,0,0.0487316,0,0,0,0,0,0,0.0383485,0,0.0324741,0.0353379,0,0,0.0173701,0,0,0.0462193,0.0459663,0.0342408,0.0220852,0.0204778,0.0324693,0.0384773,0.0333936,0.0340854,0.0424437,0.0383053,0.0347125,0.0390503,0.022492,0.0283071,0.022492,0.0591743,0.0146617,0.0173313,0.0339952,0,0.029616,0,0.0386696,0,0,0.00813728,0,0,0.0226074,0.0493037,0.042952,0.0250825,0.0226978,0.0316267,0.0524503,0.0421362,0.0386628,0.0552842,0.0358233,0.042314,0.0647148,0.0108924,0.0472752,0.021042,0.0188185,0.062719,0.0626862,0,0,0,0,0.0558555
47,0.0476715,0,0,0,0,0.0488547,0,0,0,0,0,0,0.0383323,0,0.0324931,0.0355297,0,0,0.0174991,0,0,0.0461605,0.0460687,0.0343939,0.0220718,0.0203565,0.0321987,0.0383654,0.0332916,0.0344185,0.0424918,0.0384006,0.034926,0.0390835,0.022502,0.0282886,0.022455,0.0592737,0.0147173,0.0173328,0.0340284,0,0.0298007,0,0.0386038,0,0,0.00808725,0,0,0.0227791,0.0493139,0.0431957,0.0251245,0.0227258,0.0314173,0.0523815,0.0419948,0.0386244,0.0552927,0.0359028,0.0422418,0.0646881,0.0108844,0.0474397,0.0210902,0.0189886,0.0630706,0.0626534,0,0,0,0,0.0544022
48,0.0475675,0,0,0,0,0.0489884,0,0,0,0,0,0,0.0382924,0,0.0325156,0.0356483,0,0,0.0175393,0,0,0.0461648,0.0459811,0.0344979,0.02194,0.0202792,0.0318866,0.0381615,0.0332443,0.0345268,0.0426961,0.0385171,0.0349583,0.0390354,0.0225206,0.0282703,0.0224595,0.0593795,0.0147006,0.017402,0.0340424,0,0.029969,0,0.0385111,0,0,0.0079786,0,0,0.022952,0.0492459,0.0434009,0.0248821,0.0227078,0.0311442,0.0523063,0.0418277,0.0385839,0.0553051,0.0360853,0.0422586,0.0646472,0.0108896,0.0475564,0.0211613,0.0191607,0.0633941,0.0625981,0,0,0,0,0.0533181
49,0.0474927,0,0,0,0,0.0490984,0,0,0,0,0,0,0.0382627,0,0.0325198,0.0357291,0,0,0.0175487,0,0,0.0461597,0.0456909,0.0346265,0.0218514,0.0202901,0.0316421,0.0379561,0.0331819,0.0343512,0.0429474,0.0386381,0.0348317,0.0390197,0.0225096,0.0282843,0.0225033,0.0594641,0.0148005,0.0175,0.0341104,0,0.0300983,0,0.0384047,0,0,0.00795356,0,0,0.0231486,0.0491884,0.0434986,0.0247264,0.0226969,0.0309121,0.0521936,0.04152,0.0384909,0.0554464,0.0360642,0.0423495,0.0646909,0.0108034,0.0476358,0.0213205,0.0193058,0.0636429,0.0625941,0,0,0,0,0.0533396
50,0.0474412,0,0,0,0,0.0491839,0,0,0,0,0,0,0.0383529,0,0.032472,0.0357182,0,0,0.0175345,0,0,0.0461684,0.0457176,0.0346438,0.0222375,0.0201756,0.0314801,0.0377098,0.0331151,0.0339724,0.0429749,0.0387844,0.0348455,0.0390768,0.0225326,0.0283636,0.0223861,0.059631,0.0150261,0.0176673,0.0342501,0,0.030168,0,0.0383561,0,0,0.00799837,0,0,0.0232745,0.0491704,0.0435728,0.0247037,0.022693,0.0307461,0.0521135,0.0414111,0.0383653,0.0555768,0.0360721,0.0423991,0.0647888,0.0106746,0.0476853,0.0214515,0.01943,0.0638136,0.0626274,0,0,0,0,0.0535454
51,0.047396,0,0,0,0,0.0492359,0,0,0,0,0,0,0.0384611,0,0.0324005,0.0357076,0,0,0.0174419,0,0,0.0461878,0.045905,0.0346228,0.0224902,0.0199045,0.0313396,0.0374955,0.0330831,0.0338136,0.0429759,0.0388602,0.0349715,0.0391677,0.0226061,0.0284471,0.0222509,0.0598955,0.0151786,0.0178917,0.0343587,0,0.0302619,0,0.0383349,0,0,0.00805626,0,0,0.0233009,0.0492255,0.0436503,0.0247439,0.0227185,0.03059,0.0520766,0.0412364,0.0383177,0.0556845,0.0362299,0.0424445,0.0648301,0.0105707,0.0477104,0.0215299,0.0194973,0.0639574,0.0626292,0,0,0,0,0.0535286
52,0.0473873,0,0,0,0,0.0492427,0,0,0,0,0,0,0.0385243,0,0.0323583,0.0357788,0,0,0.0173753,0,0,0.0462243,0.0460528,0.0346218,0.0225689,0.0199023,0.0312286,0.0373692,0.0330605,0.0338076,0.0429984,0.0388357,0.0351281,0.0391339,0.0227348,0.0284543,0.0221609,0.0599645,0.0150975,0.0180814,0.0344766,0,0.0303585,0,0.0382988,0,0,0.00803523,0,0,0.023301,0.0492827,0.0437446,0.0247972,0.0227497,0.0304671,0.0519999,0.0411048,0.0382933,0.0557879,0.0365352,0.0424922,0.0648251,0.0104997,0.0477696,0.0216514,0.0195354,0.0640377,0.06263,0,0,0,0,0.0534643
53,0.0474412,0,0,0,0,0.0491857,0,0,0,0,0,0,0.0385226,0,0.032301,0.0357697,0,0,0.0174053,0,0,0.0462358,0.0461385,0.0345707,0.0226447,0.0198696,0.0311541,0.0372468,0.033044,0.0337831,0.0429901,0.0388723,0.0349823,0.039027,0.022934,0.028474,0.0221054,0.0598096,0.0150586,0.0182956,0.0345588,0,0.0303768,0,0.0382875,0,0,0.00794534,0,0,0.0232783,0.0492692,0.0437801,0.0249028,0.0227583,0.0303695,0.0518783,0.0406178,0.0382717,0.0558656,0.0366792,0.0425339,0.0647797,0.0104385,0.0478296,0.0218392,0.0195372,0.0640429,0.0626818,0,0,0,0,0.0534046
54,0.0475302,0,0,0,0,0.0490643,0,0,0,0,0,0,0.0386147,0,0.0322248,0.0357431,0,0,0.0174204,0,0,0.0463019,0.0461767,0.0344838,0.0226681,0.0200001,0.0310835,0.0370536,0.0330674,0.0337355,0.0429598,0.0389022,0.0349132,0.0390117,0.0227008,0.0284654,0.0220205,0.0597532,0.015025,0.018584,0.0346188,0,0.0303749,0,0.0383052,0,0,0.00784823,0,0,0.0232778,0.0492144,0.0437664,0.0250267,0.0227679,0.0302986,0.0518404,0.0397095,0.038289,0.0559198,0.0367238,0.042594,0.0647992,0.010327,0.047893,0.021989,0.0194507,0.0639337,0.0627085,0,0,0,0,0.0533467
55,0.0475856,0,0,0,0,0.0489645,0,0,0,0,0,0,0.0387369,0,0.0322467,0.0357829,0,0,0.0173462,0,0,0.0463888,0.0461858,0.0344753,0.022739,0.0202025,0.031118,0.0368548,0.0330945,0.0337143,0.0429582,0.0389578,0.0348443,0.0389952,0.0225969,0.0284198,0.0218867,0.0598984,0.0150625,0.0188489,0.0346254,0,0.0304196,0,0.0383899,0,0,0.00782456,0,0,0.0233052,0.0492107,0.0438009,0.0250568,0.0227814,0.0303087,0.0518568,0.0403595,0.0382665,0.0559501,0.0367168,0.0425824,0.0648236,0.0103253,0.0479597,0.0220791,0.0192441,0.0637532,0.0628053,0,0,0,0,0.0533002
56,0.0476003,0,0,0,0,0.0488871,0,0,0,0,0,0,0.0388469,0,0.0323549,0.0356897,0,0,0.0172173,0,0,0.0464689,0.0462143,0.0346161,0.0231306,0.0201701,0.0311918,0.0367561,0.0331183,0.0337412,0.0429723,0.0389869,0.0349658,0.0389744,0.0227882,0.0283322,0.0217409,0.0601414,0.0151248,0.0190523,0.0346573,0,0.0304326,0,0.038526,0,0,0.00787211,0,0,0.0233397,0.0492009,0.043811,0.0251229,0.0227827,0.0303339,0.051972,0.0407093,0.0382365,0.0559859,0.0367124,0.0425371,0.0648676,0.0103257,0.0479879,0.0220169,0.0190632,0.0635749,0.0629147,0,0,0,0,0.0532667
57,0.0476243,0,0,0,0,0.0487451,0,0,0,0,0,0,0.0388618,0,0.0323906,0.0355527,0,0,0.0171766,0,0,0.0464959,0.0462614,0.0346155,0.0237084,0.0202539,0.0313032,0.0367487,0.0331639,0.0337404,0.0429503,0.0390306,0.0350449,0.038863,0.0228553,0.0282904,0.0216819,0.0601563,0.0151363,0.0191655,0.0346444,0,0.0304342,0,0.0386346,0,0,0.00788942,0,0,0.0232701,0.0492015,0.0437985,0.0252168,0.022767,0.0304213,0.0520845,0.0405967,0.0382084,0.0560214,0.0367179,0.0425478,0.0648327,0.0102747,0.0479427,0.0219027,0.0189456,0.0632915,0.0629534,0,0,0,0,0.0532439
58,0.0476599,0,0,0,0,0.0485864,0,0,0,0,0,0,0.0387889,0,0.0324154,0.0355362,0,0,0.0171465,0,0,0.0465375,0.0462629,0.0346003,0.0237471,0.020472,0.0313923,0.0366976,0.0332898,0.0336995,0.0428319,0.0390501,0.0347975,0.0387325,0.0227965,0.0282214,0.0216564,0.0602294,0.0152383,0.0192031,0.0346068,0,0.0303986,0,0.0387699,0,0,0.00791521,0,0,0.0231376,0.0492156,0.0437641,0.0252587,0.0227409,0.0305259,0.0521597,0.0404252,0.0381987,0.0560584,0.0367355,0.0425832,0.0647776,0.0102591,0.0478701,0.0218493,0.0188484,0.0629599,0.0629558,0,0,0,0,0.0532135
59,0.0476722,0,0,0,0,0.0484524,0,0,0,0,0,0,0.0387128,0,0.0324443,0.0354885,0,0,0.0171219,0,0,0.0465935,0.0462442,0.0345427,0.0233852,0.0206748,0.0314465,0.0366292,0.0334292,0.0336766,0.0426968,0.0390261,0.0346447,0.0386261,0.0226769,0.0281567,0.0216366,0.0603854,0.0154,0.0192035,0.0345892,0,0.0303698,0,0.0389167,0,0,0.00796372,0,0,0.0231062,0.0492164,0.0437564,0.0252298,0.0227151,0.0305761,0.052215,0.0404989,0.0381583,0.0560833,0.0367265,0.0425981,0.0647816,0.010289,0.0478282,0.0218398,0.0187843,0.0626556,0.062921,0,0,0,0,0.0532127
60,0.047723,0,0,0,0,0.0483058,0,0,0,0,0,0,0.0386811,0,0.0325176,0.0355313,0,0,0.0171848,0,0,0.0466827,0.046188,0.034504,0.0229152,0.0210383,0.031492,0.0365367,0.0335242,0.0337015,0.0426196,0.0389565,0.03459,0.0386002,0.0226459,0.0281001,0.0216256,0.0603775,0.0155915,0.0191447,0.0345534,0,0.0303836,0,0.0390607,0,0,0.00794572,0,0,0.0230375,0.0492535,0.0436935,0.0251717,0.0226988,0.0305768,0.0522907,0.0406408,0.0381184,0.0560732,0.0366786,0.0426054,0.0648399,0.0103084,0.0478184,0.0217842,0.0187722,0.0623561,0.0629265,0,0,0,0,0.0531924
61,0.0477673,0,0,0,0,0.0481759,0,0,0,0,0,0,0.038738,0,0.032571,0.0354825,0,0,0.0172896,0,0,0.0467738,0.0461099,0.0344571,0.0229609,0.0212696,0.0315183,0.0364755,0.0336124,0.0337205,0.0427268,0.0389294,0.0346112,0.0386058,0.0226621,0.0280352,0.02155,0.0603917,0.015835,0.0189809,0.0345562,0,0.0303765,0,0.0391834,0,0,0.00788341,0,0,0.023072,0.0492673,0.0436376,0.0251798,0.0226733,0.0305763,0.0523732,0.0406337,0.0380678,0.0560286,0.0365735,0.0426387,0.0648972,0.010297,0.0478213,0.0216821,0.0188263,0.0620769,0.0629685,0,0,0,0,0.0531424
62,0.0478214,0,0,0,0,0.0480318,0,0,0,0,0,0,0.0387628,0,0.0325811,0.0354544,0,0,0.0174866,0,0,0.0469168,0.0460034,0.0343537,0.0229254,0.0213426,0.0315364,0.0364472,0.0337059,0.0337035,0.042706,0.0388915,0.0345938,0.0385454,0.0227248,0.0279904,0.0214796,0.0604263,0.0160726,0.0187288,0.0346059,0,0.0303556,0,0.0392852,0,0,0.00782494,0,0,0.0230909,0.0492413,0.0436213,0.0251962,0.0226487,0.0305925,0.0524263,0.0406828,0.0380085,0.055953,0.0367019,0.0426516,0.0649196,0.0102789,0.0478127,0.021581,0.0188789,0.0618685,0.0629615,0,0,0,0,0.0531156
63,0.0478334,0,0,0,0,0.0479113,0,0,0,0,0,0,0.0387692,0,0.0325173,0.0353466,0,0,0.0175649,0,0,0.0469403,0.0459086,0.0342483,0.0228235,0.0212167,0.0315479,0.0364569,0.033796,0.033686,0.0425537,0.0388316,0.0345437,0.0384489,0.0227324,0.0279886,0.0213924,0.0605264,0.0163793,0.0185047,0.0346036,0,0.0303443,0,0.0393945,0,0,0.00784276,0,0,0.0232366,0.0492109,0.043592,0.0251993,0.0226214,0.0305564,0.0525061,0.0407428,0.0379448,0.0559634,0.0367773,0.0426303,0.0649319,0.010246,0.0478293,0.0215138,0.0189465,0.0617308,0.0628802,0,0,0,0,0.053074
64,0.0478073,0,0,0,0,0.0478129,0,0,0,0,0,0,0.0388035,0,0.0324628,0.0352106,0,0,0.0175145,0,0,0.0469361,0.0458159,0.0341059,0.0229755,0.0212027,0.0315774,0.0364628,0.0338709,0.0336753,0.0423769,0.038824,0.0345322,0.0384811,0.0227509,0.0280195,0.0212902,0.0607217,0.0166374,0.0181658,0.0345917,0,0.0303241,0,0.0394776,0,0,0.00781538,0,0,0.0232833,0.0491894,0.0435724,0.0252269,0.0225934,0.0305453,0.0525788,0.040777,0.037877,0.0559941,0.036799,0.04261,0.064973,0.010221,0.0478492,0.0214259,0.0190393,0.0616121,0.0628437,0,0,0,0,0.0530472
65,0.0478061,0,0,0,0,0.0477167,0,0,0,0,0,0,0.0388012,0,0.0324784,0.035304,0,0,0.0176404,0,0,0.0470254,0.0456721,0.0340688,0.0230032,0.0212847,0.0316075,0.0365074,0.033933,0.033672,0.042305,0.0388415,0.0346044,0.0385671,0.0228124,0.0280544,0.0211885,0.0607081,0.0168266,0.0177792,0.0345962,0,0.0303157,0,0.039523,0,0,0.00773484,0,0,0.023231,0.0491793,0.0435897,0.0252693,0.0225597,0.0305682,0.0526562,0.0407181,0.0378081,0.0559914,0.0368036,0.0426337,0.0649919,0.0102207,0.0478278,0.0212717,0.0191756,0.0614487,0.0628533,0,0,0,0,0.0530413
66,0.0478114,0,0,0,0,0.0476859,0,0,0,0,0,0,0.0387674,0,0.0325589,0.0356523,0,0,0.0177837,0,0,0.0471277,0.0455245,0.0340683,0.0229437,0.0213715,0.0316201,0.0365408,0.0339375,0.0336801,0.0423364,0.0388505,0.0347035,0.0386247,0.0228942,0.0280617,0.0211688,0.0607087,0.0171154,0.017427,0.0346094,0,0.0302956,0,0.0395585,0,0,0.00769986,0,0,0.0232,0.0491686,0.0435987,0.0252739,0.0225317,0.0305668,0.0526916,0.0405603,0.0377805,0.0560266,0.036782,0.0426925,0.0649556,0.0102024,0.0477962,0.0211695,0.0192536,0.0613536,0.0628626,0,0,0,0,0.0530261
67,0.047776,0,0,0,0,0.0476839,0,0,0,0,0,0,0.0388138,0,0.0325484,0.0356211,0,0,0.0179059,0,0,0.0471573,0.0454541,0.0339946,0.0230306,0.0213423,0.0315864,0.0366245,0.033783,0.0337439,0.0424465,0.0388067,0.0346391,0.0386263,0.0229497,0.0280366,0.021111,0.0607687,0.017684,0.0170917,0.0345934,0,0.0302878,0,0.039622,0,0,0.00770547,0,0,0.023206,0.049112,0.0435551,0.0252452,0.0225035,0.0304353,0.0527015,0.0403855,0.0377874,0.0561053,0.0366834,0.042754,0.0649792,0.0101923,0.0478131,0.0211396,0.0192619,0.0613485,0.062836,0,0,0,0,0.0529992
68,0.0477088,0,0,0,0,0.0476762,0,0,0,0,0,0,0.0388725,0,0.0325179,0.0355657,0,0,0.0179649,0,0,0.0471293,0.0454253,0.0339787,0.0231535,0.0212935,0.0315327,0.0367289,0.0333392,0.0337808,0.0424766,0.0387916,0.0346517,0.0386999,0.0230215,0.0281013,0.0210265,0.0607793,0.0181615,0.0167866,0.0345803,0,0.0303325,0,0.0396574,0,0,0.00768302,0,0,0.0232407,0.0490676,0.0435228,0.0252189,0.0224813,0.0302831,0.0527048,0.0403485,0.0377738,0.05614,0.0367121,0.0427978,0.0649905,0.01016,0.0478588,0.0211317,0.0191865,0.0613575,0.0627552,0,0,0,0,0.0529727
