Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,RTHIA,RTHII
69,0.0476493,0,0,0,0,0.0476982,0,0,0,0,0,0,0.0387962,0,0.0325229,0.0356051,0,0,0.0179209,0,0,0.0472198,0.04537,0.0340478,0.0233046,0.0211782,0.0314637,0.0368144,0.0327397,0.0337609,0.0423952,0.0387581,0.0347641,0.0388092,0.0231922,0.0282157,0.0209669,0.0608336,0.0182387,0.0164068,0.0345556,0,0.0303526,0,0.0396258,0,0,0.00767406,0,0,0.0232581,0.0490292,0.0435398,0.0252502,0.0224809,0.0301882,0.0526866,0.0403021,0.0377671,0.0561463,0.0365598,0.04284,0.0649966,0.0101684,0.0478672,0.0210925,0.0191342,0.061319,0.0626646,0,0,0,0,0.052989
70,0.0475863,0,0,0,0,0.0477346,0,0,0,0,0,0,0.0386249,0,0.0325399,0.0357683,0,0,0.0178985,0,0,0.0473331,0.0453026,0.0342015,0.0234927,0.0210144,0.0313958,0.0369227,0.03231,0.0337193,0.0424479,0.0387413,0.0349751,0.0389181,0.0233541,0.0283291,0.0209529,0.0608523,0.0182969,0.0160733,0.0345362,0,0.0303774,0,0.0395721,0,0,0.00768659,0,0,0.0232501,0.0489865,0.0435578,0.0252831,0.0224697,0.0301231,0.0526632,0.0404147,0.0378099,0.056154,0.0364878,0.0428294,0.0649968,0.0101908,0.0478456,0.0210292,0.0191423,0.0612944,0.0625991,0,0,0,0,0.0529988
71,0.0475192,0,0,0,0,0.0477821,0,0,0,0,0,0,0.0384961,0,0.0325032,0.0359235,0,0,0.0179054,0,0,0.0474497,0.0452777,0.0343092,0.0236734,0.0207058,0.0313321,0.0370986,0.0321482,0.0337228,0.0426121,0.0388062,0.0350198,0.03908,0.0233908,0.0284142,0.0208509,0.0608495,0.0183856,0.0158429,0.034531,0,0.0304269,0,0.0395062,0,0,0.00769057,0,0,0.0232734,0.048958,0.0436041,0.0252877,0.0224677,0.0300447,0.0526182,0.0407743,0.0378241,0.0561724,0.0364951,0.042773,0.0649735,0.010197,0.0478567,0.0209639,0.0191574,0.061317,0.0625519,0,0,0,0,0.0530195
72,0.0474567,0,0,0,0,0.0478346,0,0,0,0,0,0,0.0383711,0,0.0325406,0.035948,0,0,0.0179089,0,0,0.047463,0.0452738,0.0344037,0.0238236,0.0205253,0.0312425,0.0372699,0.0320731,0.03369,0.0427177,0.0388659,0.0350542,0.0392072,0.0233446,0.0285244,0.0208381,0.0607577,0.0185088,0.0156247,0.0346786,0,0.0304895,0,0.0394531,0,0,0.00771024,0,0,0.0232905,0.0489499,0.0436633,0.0252438,0.022457,0.0299303,0.0525799,0.0409076,0.0378202,0.0562402,0.036517,0.0427772,0.0650113,0.0101204,0.0478802,0.0208955,0.0191803,0.0613177,0.0625169,0,0,0,0,0.0530004
73,0.0473837,0,0,0,0,0.0479004,0,0,0,0,0,0,0.0383805,0,0.0325277,0.0359755,0,0,0.0178743,0,0,0.0474717,0.0452595,0.0345406,0.0239455,0.0204916,0.0310897,0.0374483,0.0319909,0.0335674,0.0428866,0.0388809,0.0352348,0.0393289,0.0231454,0.0286928,0.0208938,0.0607071,0.0185244,0.015463,0.0348794,0,0.03052,0,0.0393917,0,0,0.00772545,0,0,0.0232534,0.0489781,0.0437246,0.0252299,0.0224603,0.0298406,0.0525423,0.0409937,0.0378382,0.0562755,0.0365029,0.0427815,0.0650749,0.010091,0.0478942,0.0209819,0.0192413,0.0612266,0.0624625,0,0,0,0,0.0529747
74,0.0473636,0,0,0,0,0.0479134,0,0,0,0,0,0,0.038489,0,0.032492,0.0360526,0,0,0.0178013,0,0,0.0476036,0.0452571,0.0347812,0.0239293,0.0203528,0.0309056,0.0375837,0.0318919,0.0335039,0.042974,0.0388844,0.0354104,0.0393633,0.0233801,0.0288442,0.0209476,0.0606797,0.0183418,0.0153039,0.0347688,0,0.0305842,0,0.0392853,0,0,0.00779605,0,0,0.0231084,0.0489917,0.0437867,0.0252707,0.0225051,0.0297785,0.0523791,0.041139,0.0378908,0.0562054,0.0364814,0.0427121,0.0650564,0.0101356,0.0477561,0.0212277,0.0193282,0.0609446,0.0623677,0,0,0,0,0.0529829
75,0.0473569,0,0,0,0,0.0479157,0,0,0,0,0,0,0.0385637,0,0.0325295,0.03614,0,0,0.0177666,0,0,0.0476612,0.0453273,0.0350884,0.0240728,0.0201193,0.0307681,0.037681,0.0318761,0.033524,0.0431185,0.0389419,0.0354913,0.0394061,0.0236465,0.0289924,0.0210472,0.0606076,0.0182159,0.0152886,0.034819,0,0.0306011,0,0.0391848,0,0,0.00783252,0,0,0.0230853,0.0489563,0.043798,0.0252499,0.0225576,0.0296832,0.0522579,0.0412879,0.0379749,0.0561047,0.0365009,0.0427102,0.0650566,0.0100964,0.0476887,0.0213382,0.0193282,0.0608239,0.0622908,0,0,0,0,0.0529666
76,0.0473324,0,0,0,0,0.047951,0,0,0,0,0,0,0.0386747,0,0.0325298,0.0362459,0,0,0.0177661,0,0,0.0476503,0.0454289,0.0353283,0.0242994,0.0199417,0.0306179,0.0377737,0.0318991,0.0335865,0.0433561,0.0389733,0.0354371,0.0396313,0.0237971,0.0291489,0.0211334,0.0605439,0.0182348,0.0152928,0.0348059,0,0.0306658,0,0.039118,0,0,0.00787623,0,0,0.0231722,0.0489258,0.0438603,0.0251944,0.0225841,0.0296034,0.0521702,0.0414539,0.0380412,0.0560672,0.0365097,0.0427199,0.064983,0.0101379,0.0477012,0.0214133,0.0193159,0.0608176,0.0622615,0,0,0,0,0.0529709
77,0.0472992,0,0,0,0,0.0479998,0,0,0,0,0,0,0.0388398,0,0.0324479,0.0363873,0,0,0.0177182,0,0,0.0476422,0.0454802,0.0355122,0.0243928,0.0198649,0.0304425,0.0378085,0.0319278,0.0336611,0.0436877,0.0389666,0.0355352,0.0397636,0.0237826,0.0292505,0.0212064,0.0605438,0.0182667,0.0152695,0.0346665,0,0.0307633,0,0.039034,0,0,0.00789223,0,0,0.0232807,0.0489882,0.0439454,0.0251534,0.022605,0.0295481,0.0520381,0.0415808,0.0381117,0.0560588,0.0364748,0.0426476,0.0649591,0.0102051,0.0477794,0.0214961,0.0193154,0.0607004,0.0622594,0,0,0,0,0.0530213
78,0.0472796,0,0,0,0,0.0479869,0,0,0,0,0,0,0.0390034,0,0.0323878,0.0365932,0,0,0.0176589,0,0,0.0476605,0.0454866,0.0356727,0.0243553,0.01986,0.0302965,0.0378991,0.0319597,0.0336914,0.0440801,0.0390367,0.0356769,0.0398881,0.0236724,0.0293415,0.021298,0.0605228,0.0181988,0.0151869,0.0346264,0,0.0307992,0,0.038941,0,0,0.00788595,0,0,0.0233754,0.0490515,0.0439706,0.0250958,0.0226373,0.0294703,0.0519095,0.0417057,0.0381645,0.056065,0.0364586,0.0426354,0.064955,0.0102295,0.0478298,0.0215873,0.019352,0.0607487,0.0622396,0,0,0,0,0.0530689
79,0.0472704,0,0,0,0,0.047966,0,0,0,0,0,0,0.0391875,0,0.0323842,0.0366186,0,0,0.017578,0,0,0.047663,0.0455437,0.0358831,0.024474,0.0196828,0.0301835,0.0380014,0.0319415,0.0336946,0.0443112,0.0391242,0.0358721,0.040026,0.0238432,0.0293794,0.0213168,0.0605314,0.018069,0.0150929,0.034645,0,0.0308198,0,0.0388435,0,0,0.00794222,0,0,0.0233723,0.0490629,0.0439931,0.025054,0.0226617,0.0293927,0.0517779,0.0417926,0.0381866,0.0560623,0.0364464,0.0426555,0.0648962,0.0102331,0.0478419,0.0216659,0.0193821,0.0607738,0.0621965,0,0,0,0,0.0530669
80,0.0472607,0,0,0,0,0.0479478,0,0,0,0,0,0,0.0392072,0,0.0324594,0.0365471,0,0,0.0174553,0,0,0.0477238,0.0456158,0.035956,0.0246717,0.0193972,0.0301129,0.0380408,0.03183,0.0336482,0.0443469,0.0392352,0.03598,0.0402006,0.0238785,0.0295001,0.0214464,0.0606558,0.0179345,0.0150284,0.0345391,0,0.0308748,0,0.0387383,0,0,0.00809016,0,0,0.0233738,0.049055,0.044003,0.0250465,0.0226717,0.0294074,0.0516806,0.0418554,0.0382311,0.0560533,0.0364165,0.042631,0.0648673,0.0102806,0.0477764,0.0217076,0.0194114,0.0607558,0.0621962,0,0,0,0,0.0530447
81,0.0472424,0,0,0,0,0.0479306,0,0,0,0,0,0,0.0392072,0,0.0325158,0.0365724,0,0,0.0173096,0,0,0.0477784,0.0457025,0.0359544,0.0249679,0.0192431,0.030049,0.0380275,0.0316738,0.0335984,0.0443959,0.0393527,0.0360854,0.0402691,0.0236893,0.0296199,0.0215779,0.0608532,0.0178135,0.0150205,0.0344829,0,0.0309241,0,0.0386682,0,0,0.00826491,0,0,0.0233711,0.0490555,0.0440315,0.0250572,0.0226642,0.0294595,0.0515872,0.0419272,0.0382745,0.0560329,0.0363966,0.0426361,0.0649103,0.0103371,0.0477059,0.0217248,0.019433,0.0607341,0.0622328,0,0,0,0,0.0530363
82,0.0472264,0,0,0,0,0.047901,0,0,0,0,0,0,0.0392297,0,0.0325319,0.0365858,0,0,0.0173026,0,0,0.0476653,0.045779,0.0359417,0.0250478,0.0188628,0.0299753,0.0380655,0.0315886,0.0335952,0.0444917,0.0394702,0.0363375,0.040286,0.0236061,0.0297195,0.0216708,0.0607707,0.0176741,0.015215,0.0344918,0,0.0309361,0,0.038667,0,0,0.00834574,0,0,0.0233719,0.0490433,0.044043,0.0250193,0.0226666,0.0294573,0.0514787,0.0419713,0.0383051,0.0560543,0.036359,0.0426609,0.0649725,0.0103707,0.0476752,0.0217474,0.0194662,0.0607005,0.0622455,0,0,0,0,0.053081
83,0.0472068,0,0,0,0,0.0478789,0,0,0,0,0,0,0.0392028,0,0.0325134,0.0367291,0,0,0.0172649,0,0,0.047572,0.0457059,0.0359654,0.0242241,0.0187834,0.0298594,0.0381625,0.0315605,0.0336776,0.0445012,0.0394044,0.0363281,0.0403689,0.023576,0.0297129,0.0217694,0.060742,0.0175428,0.0153815,0.0344144,0,0.0309748,0,0.0386344,0,0,0.00836772,0,0,0.0233903,0.049043,0.04406,0.0249269,0.022704,0.0293676,0.0513661,0.0420584,0.0383707,0.0560422,0.0363623,0.0426541,0.064976,0.0104415,0.047718,0.0218077,0.0195079,0.0606888,0.0621686,0,0,0,0,0.0531952
84,0.0471998,0,0,0,0,0.0478523,0,0,0,0,0,0,0.0391713,0,0.0325279,0.036889,0,0,0.0172566,0,0,0.0475614,0.0455344,0.0360715,0.0238182,0.0190282,0.0297624,0.0382839,0.0315241,0.0337172,0.0444849,0.0393017,0.0362562,0.0404471,0.0235604,0.0296709,0.0218435,0.060667,0.0173605,0.0154165,0.0343228,0,0.0309928,0,0.0385874,0,0,0.00838665,0,0,0.0233861,0.0490568,0.0441068,0.0249365,0.0227374,0.0293587,0.0513211,0.0421381,0.0384415,0.0560334,0.0363762,0.042591,0.0649175,0.010493,0.0477913,0.0218317,0.019532,0.0605956,0.0621223,0,0,0,0,0.0533516
85,0.0472853,0,0,0,0,0.0479256,0,0,0,0,0,0,0.0394779,0,0.0325802,0.0376412,0,0,0.0176556,0,0,0.0474402,0.0463929,0.0364897,0.024395,0.0192446,0.0283748,0.0373217,0.0322622,0.0343526,0.0449661,0.0395583,0.0357824,0.0398822,0.0231745,0.0296852,0.0216318,0.0614008,0.0172815,0.0156695,0.0356002,0,0.0325835,0,0.0387241,0,0,0.00814354,0,0,0.0235129,0.0479722,0.0483209,0.028803,0.0233498,0.0284748,0.0517046,0.0431777,0.0397819,0.0529586,0.033604,0.0396311,0.0616778,0.0097392,0.0478944,0.0216315,0.0193138,0.0611309,0.0609722,0,0,0,0,0
86,0.0472896,0,0,0,0,0.0479283,0,0,0,0,0,0,0.0395876,0,0.0324748,0.0378107,0,0,0.01753,0,0,0.047399,0.0462605,0.0365457,0.0243903,0.0190714,0.0283122,0.0373536,0.032242,0.034372,0.045079,0.0396136,0.0357948,0.0398437,0.0231354,0.0296734,0.021539,0.0614386,0.0171248,0.0160144,0.0355847,0,0.0326586,0,0.0387693,0,0,0.00810678,0,0,0.0235044,0.0479831,0.0484925,0.0288798,0.0233569,0.0284196,0.0517355,0.0431364,0.0397843,0.0529291,0.033572,0.0395932,0.0615608,0.00969042,0.0478344,0.0215448,0.0193224,0.0610128,0.0610715,0,0,0,0,0
87,0.0473243,0,0,0,0,0.0478541,0,0,0,0,0,0,0.0396064,0,0.0325093,0.037837,0,0,0.0175439,0,0,0.0473195,0.0460866,0.0366108,0.0243881,0.0191736,0.0282997,0.0372715,0.0322079,0.0344235,0.0451051,0.0395886,0.0358977,0.0397473,0.0231099,0.0296761,0.0215291,0.0613168,0.0170325,0.0161728,0.0355783,0,0.0326861,0,0.038821,0,0,0.00811534,0,0,0.0234916,0.0479661,0.0485582,0.0289476,0.0233586,0.0284077,0.0516588,0.0431111,0.0397813,0.0529575,0.0335879,0.0396315,0.0616041,0.00969638,0.0477569,0.0214415,0.0193666,0.0607555,0.0610903,0,0,0,0,0
88,0.0473633,0,0,0,0,0.0477519,0,0,0,0,0,0,0.0396196,0,0.0325485,0.037741,0,0,0.0176259,0,0,0.0472052,0.0460793,0.0366038,0.0244649,0.0192724,0.0282953,0.0370498,0.0322346,0.0344871,0.0451058,0.0395409,0.0359082,0.03971,0.0230862,0.0296902,0.0215391,0.0610577,0.0168999,0.0162501,0.0355777,0,0.0327099,0,0.0388689,0,0,0.00804763,0,0,0.0234375,0.0479359,0.0485715,0.0290206,0.0233563,0.0283573,0.0516485,0.0430703,0.0397457,0.0530573,0.0335839,0.0396374,0.0616646,0.00967981,0.047707,0.0213649,0.0194032,0.0604656,0.0610838,0,0,0,0,0
89,0.0473617,0,0,0,0,0.0476968,0,0,0,0,0,0,0.0395701,0,0.032722,0.0377201,0,0,0.0176579,0,0,0.0471863,0.0461741,0.0365711,0.0245721,0.0193046,0.0282569,0.0369633,0.0322816,0.0345227,0.0451252,0.0394723,0.0360136,0.0397214,0.0231403,0.0297024,0.0215736,0.0610262,0.0168773,0.0164016,0.0355615,0,0.0327276,0,0.0389124,0,0,0.00795473,0,0,0.0233946,0.0479228,0.0485673,0.0290947,0.0233437,0.0282926,0.0516786,0.043051,0.0397241,0.0532253,0.0335992,0.0396427,0.0616985,0.0096919,0.0477231,0.0213039,0.0193971,0.0604026,0.0610444,0,0,0,0,0
90,0.0473414,0,0,0,0,0.047658,0,0,0,0,0,0,0.0395551,0,0.0327188,0.0376434,0,0,0.0175979,0,0,0.0472461,0.0460045,0.0366312,0.0247171,0.0193409,0.028283,0.0368341,0.0322782,0.0345417,0.0451694,0.0394782,0.0358665,0.0397114,0.0231357,0.0296992,0.0216208,0.0611861,0.0169358,0.0165774,0.0356287,0,0.0327491,0,0.0389585,0,0,0.00786239,0,0,0.0233535,0.0479102,0.048621,0.02916,0.0233336,0.0282342,0.0516824,0.0430356,0.0397038,0.053278,0.0336215,0.0396837,0.0616959,0.00966979,0.0477379,0.0212419,0.0193981,0.0603673,0.0609914,0,0,0,0,0
91,0.0473905,0,0,0,0,0.0475474,0,0,0,0,0,0,0.0396243,0,0.0325277,0.0376871,0,0,0.0176207,0,0,0.0472139,0.0460593,0.036577,0.0249236,0.0194132,0.0283509,0.036636,0.0322504,0.0345033,0.0451226,0.0395853,0.0357829,0.0396931,0.0231266,0.0297425,0.0215171,0.061196,0.0168053,0.016741,0.0358641,0,0.0327283,0,0.0390014,0,0,0.00780691,0,0,0.0233013,0.0478948,0.0486348,0.0292341,0.0233275,0.0282264,0.0516285,0.043023,0.0396659,0.053273,0.033666,0.0397436,0.0617534,0.00958657,0.0477014,0.0211104,0.0193775,0.0601044,0.06096,0,0,0,0,0
92,0.0474156,0,0,0,0,0.0474445,0,0,0,0,0,0,0.0397213,0,0.0324444,0.0378582,0,0,0.017705,0,0,0.0471352,0.0460278,0.036594,0.0249098,0.0194368,0.0284045,0.0365693,0.0322277,0.0344705,0.045078,0.0397037,0.0359556,0.0396058,0.0231132,0.0297496,0.0214601,0.0610258,0.0166256,0.016825,0.0361079,0,0.0326884,0,0.0390105,0,0,0.00775956,0,0,0.0232755,0.0478532,0.0486822,0.0292955,0.0233083,0.0281977,0.051622,0.0429601,0.0396196,0.0533505,0.0337263,0.0398082,0.0618538,0.00957866,0.0476209,0.0210382,0.0193102,0.0597914,0.0609203,0,0,0,0,0
93,0.047426,0,0,0,0,0.0473334,0,0,0,0,0,0,0.039722,0,0.0325828,0.0379662,0,0,0.0177553,0,0,0.0470593,0.045908,0.0366382,0.0251478,0.0195006,0.0284669,0.0365301,0.0322106,0.0344238,0.045065,0.0395872,0.035941,0.0396629,0.0231934,0.0297858,0.0214681,0.0609798,0.016512,0.0168264,0.035947,0,0.0327142,0,0.039064,0,0,0.00776523,0,0,0.0233722,0.0478013,0.0487113,0.0293711,0.0232716,0.0282305,0.0517758,0.0428166,0.0395485,0.0534572,0.0337726,0.0398715,0.0618542,0.00966443,0.0475647,0.0213891,0.0190658,0.0598474,0.0609133,0,0,0,0,0
94,0.0474493,0,0,0,0,0.0472541,0,0,0,0,0,0,0.0396823,0,0.0326858,0.0379095,0,0,0.0178111,0,0,0.0470225,0.0457668,0.0366522,0.0253064,0.0194869,0.0284716,0.0364828,0.0322193,0.0344074,0.0450504,0.0394964,0.0357345,0.0397413,0.0232662,0.0298408,0.0215189,0.0609666,0.0164202,0.0168851,0.035844,0,0.0327611,0,0.0391028,0,0,0.00787742,0,0,0.0235899,0.0477922,0.0487308,0.0294644,0.0232823,0.0282199,0.0520145,0.0427091,0.039474,0.0535527,0.0338323,0.0398744,0.0618371,0.00973776,0.0475552,0.0221419,0.0187602,0.0598925,0.0609311,0,0,0,0,0
95,0.0474589,0,0,0,0,0.0471957,0,0,0,0,0,0,0.0396997,0,0.0327197,0.0380372,0,0,0.0178522,0,0,0.0469816,0.0456231,0.036646,0.0252233,0.0194882,0.0284666,0.0364118,0.0321803,0.0343858,0.0451162,0.0394493,0.0357837,0.0397795,0.0232145,0.0298529,0.0215469,0.0609738,0.016312,0.0169526,0.0358694,0,0.0327846,0,0.0391505,0,0,0.00796251,0,0,0.023614,0.0477903,0.048751,0.0295429,0.023355,0.0281858,0.0521523,0.042663,0.0394588,0.0536145,0.033859,0.0398418,0.0618475,0.00977973,0.0475742,0.022347,0.0187529,0.0598282,0.0609154,0,0,0,0,0
96,0.0474321,0,0,0,0,0.0471617,0,0,0,0,0,0,0.039687,0,0.0327516,0.0380581,0,0,0.0179471,0,0,0.0469484,0.0454343,0.0366649,0.0250787,0.0194446,0.0285165,0.0363983,0.0320743,0.0343713,0.0451628,0.0394569,0.0359565,0.0397451,0.0230953,0.029848,0.0215988,0.0609923,0.0162575,0.0169318,0.03588,0,0.0327726,0,0.0392146,0,0,0.00794488,0,0,0.0235497,0.0477958,0.0488041,0.0295584,0.0233502,0.0281647,0.0522273,0.0426035,0.0394679,0.0536491,0.0339013,0.0398645,0.0618642,0.00979243,0.0475593,0.0222351,0.0188594,0.059774,0.0608995,0,0,0,0,0
97,0.0474184,0,0,0,0,0.0471195,0,0,0,0,0,0,0.0396438,0,0.0327452,0.0379016,0,0,0.0180249,0,0,0.0469331,0.0452782,0.0367341,0.0250152,0.0193188,0.0286112,0.0363338,0.0321421,0.0343215,0.0451949,0.0395335,0.0359544,0.0397437,0.0230976,0.0298604,0.0217151,0.0610326,0.0163484,0.0168034,0.0358683,0,0.0327916,0,0.0392748,0,0,0.00785078,0,0,0.0234607,0.0477925,0.0488982,0.02956,0.0232428,0.0281685,0.0522685,0.0424839,0.0394124,0.0536407,0.0339381,0.0399329,0.0618385,0.00979171,0.047537,0.0220906,0.0188771,0.0596863,0.0609319,0,0,0,0,0
98,0.0467585,0,0,0,0,0.0469118,0,0,0,0,0,0,0.039388,0,0.0328091,0.0376872,0,0,0.0184014,0,0,0.0466372,0.0452745,0.0365701,0.0248024,0.0189168,0.0294333,0.0357272,0.0321702,0.034398,0.0453749,0.0396143,0.0358709,0.0396965,0.0232339,0.0300548,0.0216827,0.0604991,0.0162905,0.01655,0.0352962,0,0.0323181,0,0.04025,0,0,0.00697754,0,0,0.0219131,0.0477686,0.0485799,0.0289274,0.0232206,0.0286608,0.0506752,0.0421065,0.0392369,0.0540265,0.0343482,0.0403486,0.0621332,0.00959803,0.0480005,0,0.022662,0.0590063,0.0606336,0,0,0,0,0
99,0.0475122,0,0,0,0,0.0470076,0,0,0,0,0,0,0.0397141,0,0.0327138,0.0381097,0,0,0.0182687,0,0,0.0468213,0.0450577,0.0365587,0.025084,0.0188788,0.0286325,0.0359486,0.0322357,0.0343464,0.0452328,0.0395463,0.0360305,0.0398066,0.0232273,0.0298755,0.0215707,0.0610749,0.0162416,0.0166336,0.0357613,0,0.0328433,0,0.0392112,0,0,0.0077077,0,0,0.0238572,0.0477341,0.0489317,0.0296444,0.0231607,0.0281531,0.0521486,0.0423939,0.0393955,0.05364,0.0339996,0.039916,0.0618982,0.00974174,0.0476286,0.0224378,0.0183159,0.0589471,0.0610221,0,0,0,0,0
100,0.0474871,0,0,0,0,0.046982,0,0,0,0,0,0,0.0398014,0,0.0327737,0.0380348,0,0,0.0182533,0,0,0.046755,0.0450074,0.0366732,0.0252755,0.0189505,0.0285611,0.0358688,0.0321942,0.0344063,0.0453434,0.0394973,0.0361903,0.0398137,0.0232047,0.0298241,0.0215209,0.0610247,0.0162096,0.0167904,0.0357525,0,0.0328867,0,0.0392592,0,0,0.00792453,0,0,0.0236511,0.0477639,0.0490084,0.0296595,0.0231819,0.0280945,0.0522959,0.0423105,0.0394276,0.0536141,0.0339928,0.0398975,0.0619528,0.00974998,0.0475651,0.0221602,0.0185422,0.0588715,0.0610465,0,0,0,0,0
101,0.0474955,0,0,0,0,0.0469373,0,0,0,0,0,0,0.0398113,0,0.0328292,0.0379075,0,0,0.0182831,0,0,0.046736,0.0451095,0.0367516,0.0255331,0.0192118,0.0285169,0.0357875,0.0321849,0.034456,0.045327,0.0394679,0.036034,0.0399143,0.0232161,0.0298535,0.0215455,0.0609884,0.0162512,0.0167547,0.0357869,0,0.0329075,0,0.0392625,0,0,0.00791596,0,0,0.0236059,0.0477534,0.0490142,0.0296361,0.023193,0.0280453,0.0523232,0.0422937,0.0395061,0.0536608,0.0340175,0.0398965,0.0619245,0.00985086,0.0474882,0.0220522,0.018653,0.0590886,0.0610766,0,0,0,0,0
102,0.0468304,0,0,0,0,0.0467321,0,0,0,0,0,0,0.0394855,0,0.0330602,0.0376061,0,0,0.018669,0,0,0.0463944,0.0450928,0.0366808,0.0256983,0.0191845,0.0292807,0.0352561,0.032233,0.0346036,0.0454908,0.039535,0.0359648,0.0398612,0.0233572,0.0301499,0.021571,0.0603342,0.0162294,0.0166422,0.0352952,0,0.0323854,0,0.0402288,0,0,0.0069544,0,0,0.0220892,0.0477355,0.048632,0.0289426,0.0232225,0.0284903,0.0507008,0.0420099,0.0394086,0.0541117,0.0345124,0.0403494,0.0621494,0.00977204,0.0478692,0,0.0225917,0.0587249,0.060682,0,0,0,0,0
103,0.0468819,0,0,0,0,0.0466549,0,0,0,0,0,0,0.0394105,0,0.0331286,0.0377162,0,0,0.018705,0,0,0.0463239,0.0449365,0.0367125,0.0254905,0.0190081,0.0293275,0.0350656,0.0323335,0.0345261,0.0455269,0.0396249,0.0361027,0.0399245,0.0233784,0.0302089,0.0217116,0.0602318,0.0161048,0.0165619,0.0354435,0,0.0323839,0,0.0402235,0,0,0.00679053,0,0,0.0216158,0.0477374,0.0486547,0.0289289,0.0231952,0.0285083,0.0502711,0.0420782,0.0394178,0.0541515,0.0346959,0.0404092,0.062163,0.00978099,0.0480212,0,0.0226279,0.0586217,0.0607077,0,0,0,0,0
104,0.0469272,0,0,0,0,0.0467481,0,0,0,0,0,0,0.0397949,0,0.0326532,0.0366059,0,0,0.0183805,0,0,0.0465308,0.0468565,0.036081,0.0264011,0.0203018,0.0296501,0.0352288,0,0.0346492,0.0449462,0.0404205,0.0366749,0.0401747,0.0237175,0.0305684,0.0211271,0.060079,0.0157839,0.016393,0.0352804,0,0.032119,0,0.0398409,0,0,0.0070342,0,0,0.02153,0.0456764,0.0488462,0.0298305,0.0224332,0.0269093,0.0492344,0.0426702,0.0386917,0.0537565,0.0343335,0.040189,0.0620366,0.010113,0.0484847,0,0.0228349,0.0588543,0.0602627,0,0,0,0,0
105,0.046892,0,0,0,0,0.0466008,0,0,0,0,0,0,0.0393427,0,0.0331807,0.0376859,0,0,0.0187356,0,0,0.0463633,0.0448629,0.0368778,0.0252191,0.0189763,0.029309,0.0348749,0.0321628,0.0345506,0.0455114,0.0395971,0.0363158,0.0399692,0.0235663,0.0302142,0.0218328,0.0600574,0.0157351,0.0165404,0.0354571,0,0.0324814,0,0.0402784,0,0,0.0064008,0,0,0.0207643,0.0477502,0.0487969,0.0289627,0.0232268,0.0283464,0.0495124,0.0421905,0.0394283,0.054057,0.0348279,0.0404048,0.0622449,0.00971373,0.0484252,0,0.0224709,0.0586164,0.0606987,0,0,0,0,0
106,0.0469036,0,0,0,0,0.0466038,0,0,0,0,0,0,0.0392405,0,0.033252,0.0373105,0,0,0.0187208,0,0,0.046387,0.0448076,0.0370175,0.025638,0.0190338,0.0291838,0.0348403,0.032035,0.0346512,0.0455422,0.0394427,0.0363405,0.0400041,0.0236053,0.0302005,0.0220335,0.060055,0.015762,0.0166164,0.0353764,0,0.0325753,0,0.0402812,0,0,0.00624974,0,0,0.020322,0.0478374,0.0489802,0.0289249,0.0232993,0.0281265,0.049222,0.0422568,0.0394596,0.054051,0.0348593,0.0403741,0.0621874,0.00973971,0.0485339,0,0.0223138,0.0587209,0.0605808,0,0,0,0,0
107,0.046882,0,0,0,0,0.0466047,0,0,0,0,0,0,0.0392435,0,0.0331884,0.0372033,0,0,0.0185907,0,0,0.0464118,0.0447948,0.0369875,0.0255386,0.0188994,0.0291497,0.0347433,0.0320059,0.0346964,0.0455716,0.0394496,0.0362421,0.0400207,0.0236707,0.0302773,0.0220468,0.0602624,0.0157165,0.0166423,0.0354209,0,0.0326002,0,0.0403006,0,0,0.00623656,0,0,0.0199059,0.0478692,0.0490655,0.0289081,0.0233087,0.0280257,0.0489731,0.0423505,0.0394187,0.0540911,0.0348634,0.0404337,0.0621913,0.00972423,0.0486608,0,0.0221672,0.0587751,0.0605437,0,0,0,0,0
108,0.0468842,0,0,0,0,0.0465545,0,0,0,0,0,0,0.039432,0,0.033029,0.0373826,0,0,0.0185007,0,0,0.0463226,0.0448684,0.037034,0.0251063,0.0189176,0.0292461,0.0345877,0.0319725,0.034684,0.045671,0.0395857,0.0361896,0.040043,0.0236904,0.0303464,0.021889,0.0603364,0.0158196,0.0167356,0.0354552,0,0.0325803,0,0.0403528,0,0,0.00630725,0,0,0.0195575,0.0478304,0.0490159,0.0289214,0.0232451,0.0281136,0.0487312,0.0424729,0.0392802,0.0541443,0.0348931,0.0405065,0.0623048,0.00972778,0.0487597,0,0.0220334,0.0587232,0.0605766,0,0,0,0,0
