Timestep,C7,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x74,CBL,IMUL_M,R5HD
152,0.0451531,0,0,0,0.0474309,0,0,0,0,0,0.0425421,0,0.0307022,0.0366047,0,0,0.0120274,0,0,0.03743,0.0434837,0.0335522,0.0298899,0.0162437,0.040587,0.0243435,0.0330575,0.0373724,0.0413888,0.031768,0.0342002,0.0377084,0.0227047,0.0271725,0.0131572,0.0486213,0,0.0190471,0.0307832,0.0317656,0.0492566,0.0464812,0,0,0.0492052,0,0,0.0280608,0.051856,0.0467486,0.0191854,0.0215111,0.0339531,0.0398974,0.0431834,0.0623445,0.0537412,0.0355045,0.0591507,0.0406985,0.0455074,0.0683602,0.0190127,0.0452097,0.0316393,0.0242124,0.0522149,0.0615701,0,0,0,0,0,0,0
153,0.0452775,0,0,0,0.0472601,0,0,0,0,0,0.042422,0,0.0307465,0.0368999,0,0,0.0120339,0,0,0.0374788,0.0435769,0.033546,0.0300908,0.0162121,0.0405434,0.0240121,0.0331081,0.0373585,0.0413788,0.0318053,0.034019,0.0376626,0.0227986,0.0272015,0.0132638,0.0487181,0,0.0191005,0.0304273,0.0314219,0.0492897,0.0465627,0,0,0.0491643,0,0,0.0281567,0.0517402,0.0463551,0.019175,0.0214384,0.0339017,0.0399677,0.0431088,0.0624026,0.0537022,0.0354468,0.0592587,0.0407633,0.0457244,0.0685551,0.0189064,0.0452453,0.0316743,0.0242236,0.0520468,0.0617014,0,0,0,0,0,0,0
154,0.0453702,0,0,0,0.047148,0,0,0,0,0,0.042319,0,0.0307106,0.0369617,0,0,0.0120289,0,0,0.0376289,0.0436032,0.0335256,0.0301654,0.016221,0.0404789,0.0234993,0.0330909,0.0373284,0.0413716,0.0317998,0.0338951,0.0376104,0.0228824,0.0271774,0.0133418,0.0488371,0,0.0192396,0.030148,0.0310864,0.0493048,0.0466614,0,0,0.0491127,0,0,0.0281887,0.0516962,0.0460185,0.0191379,0.0213937,0.0338537,0.0400795,0.043068,0.06244,0.0536645,0.0353721,0.0593221,0.0408362,0.0458503,0.0686085,0.0187718,0.0452454,0.0317222,0.0242254,0.0519125,0.0618407,0,0,0,0,0,0,0
155,0.0454698,0,0,0,0.0470536,0,0,0,0,0,0.0421975,0,0.0306707,0.0367953,0,0,0.0120396,0,0,0.0376338,0.0435543,0.0335362,0.0300939,0.0162007,0.0403848,0.0231183,0.033069,0.0373328,0.0413717,0.0317594,0.0338725,0.0375978,0.022728,0.0271748,0.0134647,0.0489436,0,0.0192554,0.030009,0.0308555,0.049244,0.0467631,0,0,0.0490705,0,0,0.0281641,0.0517113,0.0457426,0.0190649,0.0213794,0.0338299,0.0402313,0.0430541,0.0624679,0.0536436,0.0353258,0.0593866,0.040936,0.0459195,0.0686308,0.0186246,0.0452232,0.0317915,0.0241917,0.0517939,0.0619005,0,0,0,0,0,0,0
156,0.0456067,0,0,0,0.0469188,0,0,0,0,0,0.0420697,0,0.0306523,0.0367345,0,0,0.0120609,0,0,0.0374776,0.0435017,0.0335557,0.0300192,0.0162104,0.0403288,0.0229075,0.0330526,0.0373441,0.0413599,0.0317103,0.0339362,0.0376471,0.0226407,0.0271706,0.0136363,0.0490033,0,0.0191288,0.0297908,0.0306549,0.049187,0.0468535,0,0,0.0490749,0,0,0.0281998,0.0517293,0.0454785,0.0190303,0.0213671,0.0337844,0.0403791,0.0430674,0.0624827,0.0536132,0.0353397,0.0594016,0.0410207,0.0459962,0.0687426,0.0185391,0.0452311,0.0318592,0.0241936,0.0516563,0.0619027,0,0,0,0,0,0,0
157,0.0457157,0,0,0,0.0467749,0,0,0,0,0,0.041991,0,0.030638,0.0367379,0,0,0.0120987,0,0,0.0372334,0.0434719,0.0335682,0.0300192,0.0162645,0.0402901,0.0227686,0.0329853,0.0373387,0.0413646,0.0316627,0.0339648,0.0376901,0.0225983,0.0271413,0.0137881,0.0490153,0,0.0189416,0.029621,0.0304929,0.0491843,0.0469249,0,0,0.0491092,0,0,0.0282474,0.0517311,0.0451926,0.0190089,0.0213774,0.0337113,0.040472,0.0430333,0.0624721,0.0536021,0.0352786,0.059398,0.0410869,0.0461078,0.0689127,0.0184116,0.0452755,0.0319811,0.0242083,0.0514739,0.0619214,0,0,0,0,0,0,0
158,0.0457686,0,0,0,0.0466731,0,0,0,0,0,0.0419977,0,0.0306452,0.0368012,0,0,0.0120593,0,0,0.037155,0.0434478,0.0336015,0.0300478,0.0162753,0.0402262,0.0226036,0.0329191,0.0372979,0.0413742,0.031662,0.0338308,0.0376484,0.0225458,0.0270869,0.0137803,0.0490622,0,0.0189368,0.0295272,0.0303817,0.0492272,0.0469929,0,0,0.049112,0,0,0.0282725,0.0517292,0.044924,0.0189871,0.0213943,0.0336244,0.0405104,0.043012,0.0624055,0.0536186,0.0351833,0.0594402,0.0411319,0.0462339,0.0690696,0.0182668,0.0453235,0.0320492,0.0241668,0.0513453,0.061978,0,0,0,0,0,0,0
159,0.0458324,0,0,0,0.0465839,0,0,0,0,0,0.0419988,0,0.0307032,0.036801,0,0,0.0120033,0,0,0.037201,0.0433918,0.0336145,0.0300978,0.0163456,0.0401355,0.0224563,0.0328766,0.0372678,0.0413793,0.0316064,0.0338224,0.0376166,0.0225243,0.0269844,0.0137171,0.0491828,0,0.0190486,0.0295511,0.0303688,0.0492683,0.047034,0,0,0.0490833,0,0,0.0283032,0.0517408,0.0448162,0.0189771,0.0213315,0.0335753,0.0405664,0.0429908,0.0623988,0.0536691,0.0351428,0.0594545,0.0411185,0.046274,0.0690767,0.0182047,0.0454193,0.0320637,0.0240638,0.051277,0.0620283,0,0,0,0,0,0,0
160,0.0458814,0,0,0,0.046504,0,0,0,0,0,0.0418983,0,0.0306702,0.0367461,0,0,0.0120042,0,0,0.0371268,0.0433436,0.0335735,0.0301708,0.0163911,0.0400456,0.0223743,0.0328125,0.0372328,0.041379,0.0315538,0.0337623,0.0376743,0.0225812,0.0269277,0.0137752,0.0493384,0,0.0190543,0.0295931,0.0303615,0.0493104,0.0470079,0,0,0.049119,0,0,0.0283159,0.051726,0.044763,0.0189656,0.0212605,0.0335291,0.0405739,0.0429459,0.0625379,0.0536547,0.0351407,0.0595259,0.0411296,0.0462901,0.0690949,0.0182528,0.0456539,0.0320997,0.0239724,0.0511296,0.0620646,0,0,0,0,0,0,0
161,0.0452316,0,0,0,0.0473225,0,0,0,0,0,0.0418172,0,0.0306508,0.0367499,0,0,0.0172979,0,0,0.0495289,0.0433388,0.0334928,0.0303694,0.0164102,0.0399114,0.0238246,0.0328246,0.0371622,0.0414066,0.0316007,0.0338371,0.0376724,0.0224019,0.0268725,0.0138308,0.0502159,0.0346808,0.0108196,0.029756,0.0303843,0.0493668,0.0462599,0,0,0.0492393,0,0,0.0283407,0.0516962,0.0447155,0.0188236,0.0212029,0.033351,0.0404233,0.042827,0.0627136,0.0535811,0.035111,0.0595688,0.0411142,0.0462528,0.0691335,0.018249,0.0458718,0.032277,0.0240059,0.0516598,0.0618443,0,0,0,0,0,0,0
162,0.0452506,0,0,0,0.0471998,0,0,0,0,0,0.0417157,0,0.0307111,0.0367939,0,0,0.0170523,0,0,0.0491573,0.0432884,0.0334102,0.0303301,0.0164185,0.0397745,0.0237612,0.032761,0.0370896,0.041403,0.0317475,0.0337408,0.0376447,0.0223028,0.0268801,0.0139493,0.0503649,0.0353883,0.0111327,0.0297672,0.0303395,0.0494095,0.0462631,0,0,0.0493722,0,0,0.0282876,0.0517393,0.0446182,0.0188631,0.0212025,0.0332681,0.040309,0.0427797,0.0625412,0.0535663,0.0350988,0.0596234,0.0410808,0.0462477,0.0691494,0.0181755,0.0461729,0.0324982,0.0240817,0.0513871,0.0618063,0,0,0,0,0,0,0
163,0.0452636,0,0,0,0.0470698,0,0,0,0,0,0.041696,0,0.0307804,0.036752,0,0,0.017068,0,0,0.0489378,0.0432535,0.0333182,0.0304191,0.0164353,0.0396418,0.0237265,0.0326593,0.0370465,0.0413945,0.0318982,0.0336785,0.0376098,0.022281,0.0269269,0.0140088,0.0505841,0.0354918,0.0112332,0.0298521,0.0303501,0.049459,0.0462652,0,0,0.0495965,0,0,0.0282191,0.0517997,0.044567,0.0188889,0.0212144,0.0331866,0.0401818,0.0427363,0.0623189,0.0535436,0.0351122,0.0596488,0.04102,0.0462518,0.0691136,0.0180944,0.0465112,0.032649,0.0241068,0.051482,0.0618935,0,0,0,0,0,0,0
164,0.0452515,0,0,0,0.0469707,0,0,0,0,0,0.0416441,0,0.0308141,0.0366314,0,0,0.0171052,0,0,0.0489304,0.0432124,0.0332084,0.0305694,0.0164145,0.0394801,0.0237526,0.0325865,0.0370056,0.0413647,0.0318461,0.0336835,0.0376706,0.022299,0.0269224,0.0140933,0.0507532,0.0350315,0.0109119,0.0299134,0.0303506,0.049508,0.0462497,0,0,0.0498463,0,0,0.0280867,0.0518742,0.0444844,0.0189053,0.0212508,0.0331072,0.0400855,0.0427112,0.0622171,0.0535455,0.0352064,0.0596015,0.0409795,0.0462661,0.0690475,0.0180452,0.0468664,0.0327902,0.0240837,0.0515871,0.0619912,0,0,0,0,0,0,0
165,0.0451931,0,0,0,0.0469169,0,0,0,0,0,0.0415499,0,0.0308196,0.0365049,0,0,0.0170369,0,0,0.0490385,0.0431437,0.0331504,0.0306875,0.0163815,0.0392932,0.0238351,0.0325856,0.0369714,0.0413634,0.0318017,0.0336735,0.037759,0.0223009,0.0268605,0.0141927,0.0508568,0.0344295,0.0105138,0.0299298,0.0302955,0.0495447,0.0461713,0,0,0.0501747,0,0,0.0279059,0.0519402,0.0443643,0.0188896,0.0212913,0.0330415,0.0399389,0.0427349,0.0621941,0.0535573,0.0352603,0.0595663,0.0409712,0.0462596,0.0689793,0.0179603,0.0473508,0.0330737,0.0241667,0.0516423,0.0620505,0,0,0,0,0,0,0
166,0.0450475,0,0,0,0.0468849,0,0,0,0,0,0.041462,0,0.0308375,0.0364031,0,0,0.0168551,0,0,0.0491064,0.0431032,0.033109,0.0307237,0.0163694,0.0391663,0.0239248,0.0325565,0.0368561,0.0413304,0.0318658,0.0337329,0.0377863,0.0222714,0.0268399,0.0142466,0.0510787,0.0342071,0.0103534,0.0298883,0.0302044,0.0495675,0.0460522,0,0,0.0505722,0,0,0.0279124,0.0519968,0.0441788,0.0188936,0.0212892,0.0329742,0.0397295,0.0427479,0.0622273,0.0535357,0.035215,0.0595479,0.0409852,0.0462585,0.0690067,0.0178231,0.0479339,0.0334804,0.0244017,0.0517601,0.0620339,0,0,0,0,0,0,0
167,0.0448707,0,0,0,0.0468778,0,0,0,0,0,0.0413086,0,0.0309159,0.0362987,0,0,0.0167878,0,0,0.0491652,0.0430345,0.0330693,0.0307742,0.0165154,0.0390727,0.0239925,0.0324948,0.036745,0.041276,0.0319576,0.033868,0.0377836,0.0222676,0.0268017,0.0143716,0.0512541,0.0340572,0.0101616,0.0298541,0.0301515,0.0496067,0.0459541,0,0,0.0510238,0,0,0.0279791,0.0521137,0.0440491,0.0189188,0.0213382,0.0329636,0.0395091,0.042726,0.0622433,0.0535208,0.0351934,0.0594955,0.0409928,0.0462617,0.0690747,0.0176879,0.0485254,0.0340639,0.0247415,0.0519246,0.0620186,0,0,0,0,0,0,0
168,0.0452868,0,0,0,0.04605,0,0,0,0,0,0.0411109,0,0.0310848,0.0362825,0,0,0.012144,0,0,0.0368276,0.0429614,0.0331295,0.0306973,0.016564,0.0389389,0.0226705,0.0324005,0.0366721,0.041225,0.0320522,0.0340151,0.0377797,0.0222804,0.026832,0.0145758,0.0505382,0,0.0194865,0.0297337,0.030004,0.0496361,0.0465845,0,0,0.0514721,0,0,0.028044,0.052221,0.0438573,0.0190278,0.0213881,0.03302,0.0393567,0.0427085,0.062221,0.0535662,0.035245,0.0594348,0.0410016,0.0463398,0.0692053,0.0176587,0.0491621,0.0347523,0.0250935,0.0513739,0.0622086,0,0,0,0,0,0,0
169,0.0444404,0,0,0,0.0470077,0,0,0,0,0,0.0409728,0,0.0311328,0.0363362,0,0,0.016975,0,0,0.0486521,0.0429977,0.0331719,0.0308051,0.016454,0.0388036,0.024293,0.0323652,0.0366703,0.0411835,0.0321983,0.0338454,0.0377635,0.0222507,0.0268582,0.0146468,0.0514831,0.0332566,0.0100285,0.0296354,0.0297778,0.0496652,0.0457253,0,0,0.0519614,0,0,0.0281654,0.052299,0.0435661,0.0189479,0.0213636,0.0329353,0.0390614,0.0426728,0.0621189,0.0535595,0.0352758,0.0594716,0.0409842,0.0464533,0.069302,0.0176111,0.0496132,0.0353835,0.0253576,0.0521915,0.0620377,0,0,0,0,0,0,0
170,0.0441566,0,0,0,0.0471141,0,0,0,0,0,0.0407451,0,0.0311306,0.0363389,0,0,0.01678,0,0,0.0482916,0.0429854,0.0331243,0.0307809,0.0163858,0.0386364,0.0244428,0.0323331,0.0366595,0.0411432,0.0322972,0.0336083,0.0377456,0.0222588,0.0268487,0.0146889,0.0516194,0.0339111,0.0102101,0.0293081,0.0294407,0.0496185,0.0456225,0,0,0.0522796,0,0,0.0283564,0.0523922,0.0431516,0.0189758,0.0213447,0.0329397,0.0388567,0.042655,0.0620898,0.0535624,0.0353525,0.0596225,0.0409317,0.0466751,0.0695353,0.0175062,0.0501273,0.0356815,0.0254303,0.0522656,0.0620086,0,0,0,0,0,0,0
171,0.0438579,0,0,0,0.0472479,0,0,0,0,0,0.0405724,0,0.0311725,0.0362938,0,0,0.0168507,0,0,0.0480984,0.0429911,0.0330084,0.0308707,0.0164424,0.0385134,0.024573,0.0323704,0.0366318,0.0411617,0.0322338,0.0336192,0.0376699,0.0222155,0.0268435,0.0147648,0.0518932,0.034483,0.0103757,0.0290346,0.0290978,0.0495573,0.0454989,0,0,0.0524372,0,0,0.0285639,0.052452,0.0427314,0.0189621,0.0213312,0.0329365,0.0386269,0.0425438,0.0620812,0.0535599,0.0354129,0.0598048,0.0409335,0.0468438,0.0698075,0.0173532,0.0507364,0.0359627,0.0255876,0.0527636,0.0619274,0,0,0,0,0,0,0
172,0.0435101,0,0,0,0.0474342,0,0,0,0,0,0.04047,0,0.0314031,0.0364204,0,0,0.016842,0,0,0.0480567,0.0430009,0.0329678,0.0310013,0.0167712,0.0384307,0.0247869,0.0323606,0.0365468,0.0411564,0.0322207,0.0336119,0.0375691,0.0221232,0.0268824,0.0149099,0.0522266,0.0349847,0.0105186,0.0292281,0.0290561,0.0494692,0.045349,0,0,0.0524782,0,0,0.0285484,0.0524897,0.0426674,0.0189831,0.0212753,0.0329329,0.0383335,0.0424839,0.0621092,0.0535858,0.0354899,0.05986,0.0409005,0.0467825,0.0698093,0.0172114,0.0512937,0.0362969,0.02584,0.0533191,0.061789,0,0,0,0,0,0,0
173,0.0430771,0,0,0,0.0477067,0,0,0,0,0,0.0403988,0,0.0315431,0.036602,0,0,0.016649,0,0,0.048221,0.0430308,0.0329182,0.0310866,0.0169496,0.0383317,0.0249441,0.0323445,0.0363973,0.0411063,0.0322413,0.0333143,0.0375391,0.0220321,0.0269793,0.0150757,0.0525758,0.0356544,0.0107697,0.0294051,0.0290004,0.0493515,0.0451967,0,0,0.0524094,0,0,0.0284005,0.0525255,0.0426123,0.0190348,0.0212125,0.0329557,0.0380485,0.0424875,0.0621259,0.0536126,0.0355837,0.0598474,0.0408801,0.046802,0.0697655,0.017061,0.0517009,0.0364839,0.0259708,0.0538365,0.0616795,0,0,0,0,0,0,0
174,0.0425918,0,0,0,0.0480664,0,0,0,0,0,0.0403051,0,0.0315521,0.0365762,0,0,0.0164673,0,0,0.0485605,0.0430565,0.0328305,0.0312758,0.0170289,0.0382301,0.0250268,0.0323498,0.0363556,0.0410662,0.0323496,0.032989,0.0375319,0.0220597,0.0270353,0.0152499,0.0529267,0.0372095,0.0112159,0.0295873,0.0288932,0.0492083,0.0450067,0,0,0.0521856,0,0,0.0282034,0.0525483,0.0425711,0.0190642,0.021146,0.0330223,0.0377245,0.0425289,0.0621046,0.0536267,0.0356734,0.059809,0.0409109,0.0468276,0.0697315,0.0169198,0.0520651,0.0364221,0.0259643,0.0543248,0.0615915,0,0,0,0,0,0,0
175,0.042123,0,0,0,0.0484025,0,0,0,0,0,0.0403572,0,0.0316242,0.0365225,0,0,0.0163596,0,0,0.0487418,0.0429943,0.0328924,0.0313713,0.0170823,0.0381502,0.0252409,0.0323786,0.036543,0.041126,0.0323677,0.0332503,0.0375153,0.0219527,0.0270321,0.0152147,0.0531471,0.0380741,0.0113881,0.0298188,0.0287825,0.0489544,0.0448503,0,0,0.051793,0,0,0.0279699,0.0525508,0.0424756,0.0190589,0.0210449,0.0331615,0.0373988,0.0426006,0.0621348,0.0536367,0.0357452,0.0598152,0.0409702,0.0468282,0.0697137,0.0167694,0.0523167,0.0361788,0.0257733,0.054816,0.0614872,0,0,0,0,0,0,0
176,0.0416318,0,0,0,0.0487139,0,0,0,0,0,0.0405267,0,0.0317363,0.0366263,0,0,0.0163218,0,0,0.0485825,0.042942,0.033012,0.0312877,0.0171947,0.0380756,0.0255929,0.0323608,0.0370184,0.0411467,0.0323152,0.0337596,0.0374351,0.0218571,0.0269849,0.0150885,0.0532006,0.0376239,0.0111915,0.0299086,0.0286802,0.0487425,0.0447316,0,0,0.051249,0,0,0.0277412,0.0525838,0.0423866,0.0190822,0.020883,0.0333207,0.0371414,0.0426494,0.0622101,0.0536952,0.035838,0.0597747,0.0409032,0.0467704,0.0697031,0.0166636,0.0525381,0.0357666,0.0255281,0.0553247,0.061389,0,0,0,0,0,0,0
177,0.0411739,0,0,0,0.0489508,0,0,0,0,0,0.0405537,0,0.0318252,0.0367142,0,0,0.0164765,0,0,0.0481965,0.0429019,0.032999,0.0313028,0.0173989,0.0379028,0.0260909,0.0323132,0.0371323,0.041124,0.0323364,0.0336503,0.0372896,0.0220381,0.0270067,0.0150773,0.0530868,0.0363045,0.0107685,0.0301326,0.0285406,0.0485117,0.0446406,0,0,0.050528,0,0,0.0273926,0.0526055,0.042315,0.0191351,0.0206787,0.0334866,0.0368518,0.0426052,0.0623994,0.0537281,0.035904,0.0597102,0.0407518,0.0467329,0.0696983,0.0165232,0.0527215,0.0353729,0.0251245,0.0556918,0.0612685,0,0,0,0,0,0,0
178,0.040754,0,0,0,0.0492052,0,0,0,0,0,0.0405599,0,0.0318761,0.0367547,0,0,0.0165212,0,0,0.0480237,0.0428365,0.0329785,0.0313794,0.0174424,0.0376976,0.0265204,0.0322885,0.0369208,0.0411177,0.0323139,0.0334118,0.0372128,0.0222495,0.0270151,0.0150742,0.0530729,0.0359236,0.0107377,0.0303174,0.0283458,0.0482582,0.0444722,0,0,0.0496968,0,0,0.0268902,0.0526129,0.0423047,0.0191614,0.0204406,0.033633,0.0364509,0.0425376,0.0625634,0.0538834,0.0360031,0.0596418,0.0406834,0.0466896,0.0696339,0.0163809,0.0528006,0.0348588,0.0245679,0.0559033,0.0611629,0,0,0,0,0,0,0
179,0.0403206,0,0,0,0.0495014,0,0,0,0,0,0.0405083,0,0.0318923,0.0368671,0,0,0.0164232,0,0,0.0479392,0.042704,0.032981,0.0314479,0.017407,0.0375846,0.0269008,0.032267,0.0364948,0.0411033,0.0322589,0.033181,0.0371937,0.021788,0.0270845,0.0150944,0.0530745,0.0359889,0.0107326,0.0305572,0.0281448,0.04797,0.0442873,0,0,0.0487124,0,0,0.0262686,0.0525709,0.0423159,0.0191582,0.0201142,0.0337759,0.0360399,0.0425277,0.0627267,0.0542275,0.0360861,0.059694,0.0406861,0.0467086,0.0696212,0.0162219,0.052854,0.03432,0.0238783,0.0560254,0.061063,0,0,0,0,0,0,0
180,0.0403739,0,0,0,0.0489448,0,0,0,0,0,0.0404413,0,0.0318505,0.0369565,0,0,0.0127173,0,0,0.0345396,0.0425267,0.0328924,0.031506,0.0174685,0.0375101,0.0255774,0.0322252,0.0364984,0.0410497,0.0322406,0.0330454,0.0371604,0.0212962,0.0271347,0.0150976,0.0522366,0,0.0190383,0.031239,0.0279887,0.0475917,0.0450701,0,0,0.0472969,0,0,0.0257927,0.0524699,0.0422717,0.0190797,0.0196714,0.0339025,0.0356416,0.0425052,0.0629686,0.0540563,0.0361134,0.059824,0.0406694,0.0466802,0.0696354,0.0158706,0.0530871,0.0339455,0.0224284,0.0557771,0.0611526,0,0,0,0,0,0,0
181,0.0399018,0,0,0,0.0492882,0,0,0,0,0,0.0404434,0,0.0319528,0.0371379,0,0,0.012729,0,0,0.0344462,0.0423252,0.0329336,0.0315006,0.0175939,0.037404,0.0261889,0.0321562,0.0368956,0.0410029,0.0321856,0.0330132,0.0371073,0.0215631,0.0271095,0.0150638,0.0521224,0,0.0189826,0.0312473,0.0276507,0.0473142,0.044886,0,0,0.0460508,0,0,0.0251569,0.0524545,0.0423796,0.0191322,0.0192617,0.0340611,0.0353101,0.0425869,0.0631935,0.0540684,0.0362329,0.0597313,0.0404938,0.0465597,0.069652,0.0158831,0.0530391,0.0332443,0.0218103,0.0562387,0.0610684,0,0,0,0,0,0,0
182,0.039428,0,0,0,0.0496154,0,0,0,0,0,0.0403703,0,0.0321559,0.0374079,0,0,0.0128999,0,0,0.0344089,0.0420724,0.0329747,0.0315282,0.0176606,0.0372656,0.0267572,0.0321114,0.0369162,0.0409566,0.0320493,0.0331466,0.0369732,0.0217497,0.0270778,0.0151162,0.0519241,0,0.0189797,0.0313047,0.0272769,0.0468635,0.0446655,0,0,0.044479,0,0,0.0244938,0.0524488,0.0426131,0.0191307,0.0187814,0.0342873,0.0349348,0.0426422,0.0634601,0.0542755,0.0362761,0.0596924,0.040373,0.0465069,0.0696078,0.0158851,0.0528817,0.0325167,0.0212332,0.0565047,0.0609506,0,0,0,0,0,0,0
183,0.0390044,0,0,0,0.0499257,0,0,0,0,0,0.0403918,0,0.0323656,0.0376922,0,0,0.0129371,0,0,0.0344371,0.0417476,0.0330268,0.0316142,0.0176897,0.0370974,0.0272347,0.0320981,0.0366332,0.0409724,0.031863,0.0335645,0.0368939,0.0217052,0.0270049,0.0150226,0.0518277,0,0.0191083,0.0312422,0.0268368,0.0463027,0.0444202,0,0,0.0427563,0,0,0.0236338,0.0525159,0.0429561,0.0191056,0.0182618,0.0345857,0.034597,0.0426916,0.0638571,0.0545818,0.0362064,0.0595857,0.040292,0.0464851,0.0695828,0.0159804,0.0526473,0.0317896,0.0206831,0.0566897,0.060884,0,0,0,0,0,0,0
184,0.0381586,0,0,0,0.051102,0,0,0,0,0,0.0403111,0,0.0324508,0.0378428,0,0,0.0164448,0,0,0.0473994,0.0413277,0.033074,0.0317037,0.0176153,0.0370975,0.029545,0.0321241,0.036587,0.040945,0.0316792,0.0338434,0.0368383,0.0217239,0.0269686,0.0150697,0.0524102,0.035228,0.0099632,0.0313185,0.0264041,0.045563,0.0431674,0,0,0.0408377,0,0,0.0228293,0.0525302,0.0434129,0.0191153,0.0177016,0.0350516,0.0341236,0.0427117,0.0643406,0.0546461,0.0360867,0.0596013,0.0401817,0.0463946,0.0695128,0.0161322,0.0523735,0.0311812,0.0197908,0.057627,0.0606153,0,0,0,0,0,0,0
185,0.0377846,0,0,0,0.0513331,0,0,0,0,0,0.0402574,0,0.0324077,0.0379711,0,0,0.0161199,0,0,0.0472443,0.0409232,0.0330619,0.03174,0.0173641,0.0370265,0.0301702,0.0320404,0.0365703,0.0408173,0.0318041,0.0335582,0.0367895,0.0217575,0.0270699,0.015135,0.0521352,0.0350214,0.00963556,0.0305525,0.0257672,0.0450479,0.0428608,0,0,0.0389357,0,0,0.0219627,0.0525643,0.0439847,0.0191141,0.0171555,0.0354402,0.0338619,0.0427729,0.064721,0.0549297,0.0359596,0.0594609,0.039956,0.0462451,0.0695084,0.0167894,0.0522493,0.0303973,0.0190448,0.0578695,0.0605877,0,0,0,0,0,0,0
186,0.0373765,0,0,0,0.0516353,0,0,0,0,0,0.0401668,0,0.0322986,0.0380529,0,0,0.0158895,0,0,0.0471648,0.0404937,0.0329985,0.0320097,0.0173439,0.0370263,0.0307426,0.0319114,0.03656,0.0406801,0.031719,0.0332601,0.0366863,0.0214888,0.0271574,0.0151845,0.0518868,0.0346477,0.00937524,0.0299009,0.025195,0.0443505,0.0425271,0,0,0.0368666,0,0,0.0211309,0.0524759,0.0446212,0.0190795,0.0166393,0.0359101,0.0335541,0.0428148,0.0651189,0.0549543,0.0357963,0.0593226,0.0397302,0.0460506,0.0694213,0.0175123,0.0521635,0.0296987,0.0181894,0.058193,0.0605594,0,0,0,0,0,0,0
187,0.0369129,0,0,0,0.0519767,0,0,0,0,0,0.0401147,0,0.0322576,0.038177,0,0,0.0157159,0,0,0.047167,0.0399976,0.0330544,0.0322715,0.0175703,0.0370995,0.0313935,0.0317874,0.0365954,0.0406855,0.0313396,0.0333124,0.0365709,0.0214663,0.0271508,0.0151375,0.0517028,0.034335,0.00916144,0.0291074,0.0246855,0.0435415,0.0422199,0,0,0.0345518,0,0,0.0205218,0.0524159,0.0453611,0.0190124,0.0162156,0.0363878,0.0332714,0.0428697,0.065693,0.055092,0.0356119,0.0591899,0.0395476,0.0458564,0.0694311,0.0184774,0.0520534,0.0291256,0.0171991,0.058584,0.0605462,0,0,0,0,0,0,0
188,0.0364744,0,0,0,0.0522757,0,0,0,0,0,0.0399789,0,0.0322051,0.038366,0,0,0.0155752,0,0,0.0472291,0.0394692,0.0331258,0.032224,0.017792,0.0372374,0.0320711,0.0316803,0.0368426,0.0406711,0.0310142,0.0331811,0.0364623,0.0214649,0.0271491,0.0151837,0.0514452,0.034192,0.00891847,0.0280765,0.0241498,0.0427426,0.0419318,0,0,0.0321851,0,0,0.0200147,0.052485,0.046167,0.0189195,0.0158572,0.0368961,0.0330084,0.0430194,0.0662597,0.0553577,0.0354531,0.0590546,0.0393245,0.0456696,0.0694057,0.0196693,0.0518613,0.0288706,0.0160382,0.0589285,0.0604945,0,0,0,0,0,0,0
189,0.0366215,0,0,0,0.0515739,0,0,0,0,0,0.0398885,0,0.032114,0.0387001,0,0,0.0121887,0,0,0.0344223,0.0388419,0.0331061,0.0319987,0.0178416,0.0370417,0.0311626,0.0315288,0.0372198,0.0405771,0.0308401,0.033202,0.036461,0.0216741,0.0271381,0.0152028,0.0506322,0,0.0194747,0.0270398,0.0235154,0.0420791,0.0423624,0,0,0.0311369,0,0,0.0177373,0.05265,0.0469463,0.0187885,0.015524,0.0371317,0.0336415,0.0431466,0.0666446,0.055598,0.0352347,0.0588806,0.0391123,0.0454651,0.0693659,0.0209859,0.0516431,0.0235647,0,0.0584079,0.0607316,0,0,0,0,0,0,0
190,0.0362155,0,0,0,0.0518584,0,0,0,0,0,0.039723,0,0.032008,0.0388961,0,0,0.0119125,0,0,0.034665,0.0383416,0.0330696,0.0320434,0.017745,0.0372932,0.0316839,0.0314429,0.0372581,0.0404664,0.0306996,0.0328515,0.036407,0.0212282,0.027231,0.0153132,0.0503624,0,0.0196506,0.0255142,0.0229688,0.0412898,0.0421618,0,0,0.0285859,0,0,0.0163741,0.0526759,0.0479858,0.0187099,0.0152845,0.0376482,0.0338705,0.0433229,0.0670369,0.0558927,0.0349628,0.0587575,0.0389407,0.045197,0.0692751,0.023045,0.051054,0.0191227,0,0.0585008,0.0607176,0,0,0,0,0,0,0
