Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x74,LASI,,RASI
39,0.0360327,0,0,0,0,0.059087,0,0,0,0,0,0,0.055102,0,0.0216408,0,0,0.00957582,0,0,0.0295104,0.0425847,0.0349012,0.0256584,0.017584,0.061515,0.0305755,0.0304956,0.0394755,0.0480422,0.0315333,0.0339603,0.0356901,0.0247842,0.0311618,0.0136718,0.0421739,0.0155865,0.0228464,0,0.0279361,0.0387934,0,0,0.0144425,0,0,0.055353,0.0463003,0.0449023,0.0185185,0.0231556,0.0598564,0.0676557,0,0.0692909,0.0746272,0.0329771,0.062938,0.0403843,0.0451387,0,0.0218786,0.0425975,0.0658569,0.055072,0.0607654,0.0625567,0,0,0,0,0.032673,0,0.0380882
40,0.0350672,0,0,0,0,0.059945,0,0,0,0,0,0,0.0552539,0,0.0216052,0,0,0.0096432,0,0,0.0298113,0.0429431,0.0352725,0.0258458,0.0175283,0.0619271,0.0302675,0.0303823,0.039661,0.0485529,0.0318761,0.0337814,0.035418,0.0247829,0.0313962,0.0137431,0.0418078,0.0156403,0.0225585,0,0.0279061,0.0395109,0,0,0.0149944,0,0,0.0579588,0.0460442,0.045049,0.0187318,0.0234903,0.0600854,0.0676342,0,0.0692379,0.0743964,0.0327978,0.0631791,0.0406372,0.0453702,0,0.0220644,0.0431307,0.0721011,0.0610599,0.0615186,0.0621378,0,0,0,0,0.0327375,0,0.0382675
41,0.0327359,0,0,0,0,0.0631589,0,0,0,0,0,0,0.0572189,0,0.0221743,0,0,0.00904611,0,0,0.0304817,0.0466803,0.0380112,0.0246778,0.0184914,0.0612796,0.0283574,0.0306064,0.0409478,0.0522943,0.0350593,0.0321172,0.0329977,0.0240244,0.0325394,0.0137773,0.0415607,0.0160506,0.0271253,0,0.0284697,0.0423622,0,0,0.0163871,0,0,0.0678431,0.0440141,0.0495815,0.0287288,0.0246356,0.0617793,0.0683518,0,0.0715309,0.0699677,0.0339812,0.0584149,0.0366044,0.0404,0.0716784,0.0221208,0.045937,0.0950392,0.0822074,0.0647039,0.0593858,0,0,0,0,0.0353418,0,0
42,0.0318162,0,0,0,0,0.0642229,0,0,0,0,0,0,0.0574219,0,0.0223536,0,0,0.0091354,0,0,0.030903,0.0472483,0.0385507,0.0249324,0.0185499,0.0618142,0.0281873,0.030583,0.041248,0.0530086,0.0356128,0.0318441,0.0325553,0.0240696,0.0327987,0.0139318,0.0411678,0.0161043,0.0270803,0,0.0285186,0.0433679,0,0,0.0173324,0,0,0.0712731,0.0439902,0.0497583,0.0295075,0.0250228,0.062285,0.0684627,0,0.0712909,0.0695399,0.033969,0.0585437,0.0367451,0.0405306,0.0724495,0.0222093,0.0468175,0.103184,0.0906458,0.0655201,0.0588776,0,0,0,0,0.0356122,0,0
43,0.0323328,0,0,0,0,0.0634846,0,0,0,0,0,0,0.0547764,0,0.022769,0,0,0.00946999,0,0,0.030845,0.0433453,0.0398872,0,0.0165293,0.0631303,0.0286562,0.0302103,0.0430525,0.051754,0.0311325,0.0307108,0.0318118,0.0233383,0.0312858,0.0152297,0.0411938,0.0159341,0.0283619,0,0.0287275,0.0425675,0,0,0.0170556,0,0,0.0687111,0.046877,0.0492641,0.0211906,0.0266665,0.0609477,0.0675342,0,0.0715741,0.0713286,0.0341848,0.0603959,0.0382761,0.0416884,0.0734295,0.0219801,0.0458601,0.0979164,0.0856115,0.0647677,0.0590201,0,0,0,0,0.0355787,0,0.0403146
44,0.0320604,0,0,0,0,0.0633657,0,0,0,0,0,0,0.057229,0,0.0231132,0,0,0.0101937,0,0,0.0311543,0.0472953,0.039804,0,0.0179451,0.0634103,0.0298534,0.0315855,0.0428738,0.0536174,0.0346901,0.0308322,0.0314728,0.023569,0.0325286,0.0140813,0.0401787,0.0160596,0.0215586,0,0.0278797,0.042829,0,0,0.0176118,0,0,0.0692282,0.0438672,0.0459107,0.02358,0.0244075,0.0606405,0.0672001,0,0.068278,0.0719206,0.032038,0.063109,0.0408472,0.0457564,0,0.0230418,0.0457344,0.10058,0.0879394,0.0645114,0.0588827,0,0,0,0,0.0355697,0,0
45,0.0309343,0,0,0,0,0.0652579,0,0,0,0,0,0,0.0550623,0,0.0228735,0,0,0.00973299,0,0,0.0312219,0.043975,0.0407594,0,0.0163001,0.0642622,0.028217,0.0302712,0.0436671,0.053044,0.0318545,0.0301222,0.0309894,0.0236811,0.0320111,0.0158536,0.0406,0.0158977,0.0282844,0,0.0289128,0.0447281,0,0,0.0176375,0,0,0.0764657,0.0465804,0.0496343,0.0222159,0.0281475,0.0618538,0.0678282,0,0.0714517,0.070266,0.0341923,0.0609327,0.0388453,0.0422036,0.0735161,0.0221521,0.0473133,0.116176,0.102581,0.0660064,0.0577312,0,0,0,0,0.0361229,0,0.0410689
46,0.0415669,0,0,0,0,0.0516365,0,0,0,0,0,0,0.0593045,0,0.025018,0,0,0.010938,0,0,0.0268033,0.0388137,0.0331121,0.0239526,0.0175513,0.0550062,0.0299868,0.030161,0.0394136,0.0445094,0.0265297,0.034107,0.0369261,0.0229304,0.0261141,0.0114438,0.0461969,0.0161797,0.0298629,0,0.0284482,0.0360935,0,0,0.0468838,0,0,0.0137853,0.0503853,0.0463282,0.0190063,0.0202901,0.0557407,0.0808147,0,0.075088,0.0756866,0.0386914,0.05866,0.0370123,0.0405739,0.0721025,0.021666,0.0411135,0.0422436,0.0298622,0.0562487,0.0654179,0,0,0,0,0.0319467,0,0.0325233
47,0.028677,0,0,0,0,0.0667432,0,0,0,0,0,0,0.0560624,0,0.02178,0,0,0.0101031,0,0,0.0315329,0.0451187,0.039008,0.0273411,0.0166268,0.0645543,0.0276263,0.0295197,0.0419014,0.0528192,0.0338005,0.0315116,0.0324339,0.0246119,0.032171,0.0147969,0.0402628,0.016113,0.0284216,0,0.0287664,0.0462393,0,0,0.0172604,0,0,0.0780773,0.0451503,0.049681,0.0237016,0.0275864,0.0629204,0.0688738,0,0.0718852,0.0701869,0.0338613,0.0611724,0.0386888,0.0420214,0.0734324,0.0220867,0.0484474,0.117751,0.102969,0.0670092,0.0578234,0,0,0,0,0.0343312,0,0.0422476
48,0.0413322,0,0,0,0,0.0513923,0,0,0,0,0,0,0.060185,0,0.0251482,0,0,0.0113563,0,0,0.0270309,0.0397688,0.0322217,0.0242846,0.0175529,0.0560709,0.0311416,0.0304135,0.0390183,0.0444397,0.0273046,0.0346769,0.037506,0.0233581,0.025798,0.0116523,0.0450935,0.0159357,0.0236828,0,0.0266519,0.0360135,0,0,0.04604,0,0,0.0126662,0.0493961,0.0421918,0.0157035,0.018896,0.0550096,0.0804798,0,0.0719504,0.0778526,0.0373045,0.0628471,0.0405264,0.0450255,0,0.0219145,0.0402425,0.040543,0.0284806,0.0558517,0.0660081,0,0,0,0,0.0307133,0,0.0308479
49,0.0275216,0,0,0,0,0.0681175,0,0,0,0,0,0,0.0565191,0,0.0216126,0,0,0.0104306,0,0,0.0320764,0.0459828,0.0397901,0.0277911,0.0166038,0.0653716,0.0277684,0.0296389,0.0423484,0.0537506,0.034488,0.0312563,0.0320231,0.0245774,0.0320224,0.0149136,0.0396058,0.0163199,0.0286731,0,0.0288896,0.0475923,0,0,0.0178314,0,0,0.0814024,0.0448986,0.0499185,0.0242629,0.0279735,0.0635185,0.0690983,0,0.0718154,0.0698596,0.0340007,0.0616088,0.0389336,0.0421727,0.0735772,0.021876,0.0492953,0.126545,0.110104,0.068128,0.0570994,0,0,0,0,0.0350227,0,0.042823
50,0.0271658,0,0,0,0,0.0672097,0,0,0,0,0,0,0.0565469,0,0.0215837,0,0,0.0113333,0,0,0.0322138,0.0464179,0.0388463,0.0283438,0.0167036,0.0648337,0.0291363,0.0301404,0.0418166,0.0530628,0.0345162,0.0317879,0.0328016,0.024685,0.0318649,0.014597,0.0387826,0.0172911,0.0231844,0,0.0279956,0.04584,0,0,0.016442,0,0,0.0758134,0.0442917,0.0461343,0.0206309,0.0261041,0.0615649,0.0690629,0,0.0695419,0.0721798,0.0325693,0.064951,0.0418267,0.0463032,0,0.0220436,0.0480664,0.111197,0.0969959,0.0673576,0.0582936,0,0,0,0,0.0337,0,0.0408879
51,0.0412547,0,0,0,0,0.0515833,0,0,0,0,0,0,0.0600623,0,0.0253993,0,0,0.0114983,0,0,0.0263653,0.0397182,0.0334524,0.0249624,0.0173808,0.0549629,0.0291107,0.0300466,0.0396928,0.0452331,0.0268246,0.0338707,0.0367341,0.0226085,0.0253566,0.0117412,0.0461374,0.0163534,0.0305164,0,0.028724,0.0367642,0,0,0.0367509,0,0,0.0158628,0.05015,0.0459854,0.019291,0.0199667,0.055378,0.0812914,0,0.0754021,0.0759433,0.0392953,0.0593794,0.0370649,0.040606,0.0720719,0.0206195,0.0397544,0.0332035,0.0189108,0.0562497,0.0646653,0,0,0,0,0.0326147,0,0.0327866
52,0.0410805,0,0,0,0,0.0515777,0,0,0,0,0,0,0.0598933,0,0.0254759,0,0,0.0116815,0,0,0.0264374,0.0398218,0.0333201,0.0246631,0.0173696,0.0549063,0.0291045,0.0298898,0.039542,0.045222,0.0270131,0.0340022,0.0368789,0.0226776,0.0254411,0.0118494,0.0460883,0.0161882,0.0306152,0,0.0287174,0.0372644,0,0,0.0425146,0,0,0.0126558,0.050173,0.0456841,0.0192002,0.0198955,0.0553348,0.0819224,0,0.0751823,0.0760866,0.0393278,0.0595525,0.0372789,0.0408335,0.0721526,0.0202212,0.04043,0.0390773,0.0276735,0.0560694,0.0646522,0,0,0,0,0.0323328,0,0.0327055
53,0.0258715,0,0,0,0,0.0690764,0,0,0,0,0,0,0.0568811,0,0.022168,0,0,0.0117064,0,0,0.0329462,0.047568,0.0397837,0.0291623,0.0166509,0.0667109,0.0290677,0.029925,0.0425494,0.0545536,0.035632,0.0310976,0.0319181,0.0244487,0.0325241,0.0150192,0.0381664,0.015986,0.0232272,0,0.0285201,0.049081,0,0,0.018717,0,0,0.0835128,0.0442559,0.0466875,0.0226727,0.0281076,0.0634654,0.0692046,0,0.0686183,0.0708431,0.0326904,0.0652238,0.0426432,0.0470191,0,0.0219719,0.049694,0.135168,0.115587,0.0682075,0.0570811,0,0,0,0,0.0342264,0,0.0425785
54,0.024037,0,0,0,0,0.0708215,0,0,0,0,0,0,0.0564902,0,0.0227168,0,0,0.0114693,0,0,0.0332709,0.0477302,0.0406712,0.0286189,0.0163156,0.0650093,0.0284314,0.0299276,0.0431542,0.0550592,0.0354208,0.0303379,0.0313038,0.0236749,0.0319104,0.0147778,0.038446,0.0185132,0.0295231,0,0.029577,0.0491353,0,0,0.0191727,0,0,0.081069,0.0441478,0.0500119,0.024686,0.0276736,0.062686,0.0699964,0,0.0723339,0.0696086,0.0345319,0.0606748,0.038721,0.0418777,0.0728148,0.0213319,0.0506472,0.124492,0.10739,0.0701603,0.0561453,0,0,0,0,0.0349016,0,0.0445435
55,0.0242186,0,0,0,0,0.06978,0,0,0,0,0,0,0.0565421,0,0.0226917,0,0,0.0122983,0,0,0.0329184,0.0479081,0.0399281,0.0291924,0.0163559,0.0653704,0.0292057,0.0303726,0.042852,0.0546278,0.0354102,0.0307992,0.0317756,0.0242312,0.0320538,0.0151581,0.0377374,0.0179987,0.0240995,0,0.0285068,0.0483804,0,0,0.0181831,0,0,0.0808378,0.0437487,0.0464554,0.0219104,0.027088,0.0618649,0.0698264,0,0.0695587,0.071144,0.0330122,0.0646036,0.0421325,0.0464536,0,0.0216937,0.0497983,0.123616,0.106712,0.0690163,0.0569868,0,0,0,0,0.0340614,0,0.0424936
56,0.0414644,0,0,0,0,0.0510005,0,0,0,0,0,0,0.0594122,0,0.02533,0,0,0.0115369,0,0,0.0258923,0.0406585,0.0330299,0.024341,0.0169777,0.0545552,0.0285888,0.030119,0.0395532,0.0457042,0.0274339,0.0338765,0.0367529,0.0227158,0.0257321,0.0122102,0.0462049,0.0164259,0.0313461,0,0.0287921,0.0372568,0,0,0.0348955,0,0,0.0150779,0.0495388,0.0450248,0.0192756,0.0196804,0.0548403,0.0823049,0,0.0748611,0.0763763,0.0395031,0.0598631,0.0377189,0.0413024,0.0725674,0.0192557,0.0393957,0.0310978,0.0172822,0.0554257,0.0645391,0,0,0,0,0.0323685,0,0.0335692
57,0.0411084,0,0,0,0,0.0514545,0,0,0,0,0,0,0.0597146,0,0.0256716,0,0,0.0116447,0,0,0.0257612,0.0407954,0.0331118,0.0246298,0.0170167,0.0546329,0.0279988,0.0302293,0.0398113,0.0458221,0.0270893,0.0336762,0.0365265,0.0222769,0.0257394,0.0119975,0.0463544,0.0166993,0.0318052,0,0.0291035,0.037318,0,0,0.0378833,0,0,0.0123324,0.0495225,0.0451591,0.0195723,0.0196249,0.0548292,0.0825315,0,0.0751056,0.0763945,0.0397495,0.0596587,0.0374802,0.0410371,0.0722887,0.0190529,0.0400062,0.0342967,0.0224748,0.0557852,0.0641338,0,0,0,0,0.0323709,0,0.0337543
58,0.0404845,0,0,0,0,0.0515152,0,0,0,0,0,0,0.0601415,0,0.0256406,0,0,0.0117972,0,0,0.0261773,0.0413615,0.0322361,0.0247855,0.0170482,0.0556936,0.0294424,0.0304313,0.0393001,0.0454548,0.0276065,0.0342462,0.037125,0.02265,0.0261281,0.012069,0.0453273,0.0165027,0.0249766,0,0.0270266,0.037223,0,0,0.0394738,0,0,0.0120376,0.0487606,0.0414208,0.0160942,0.0190292,0.0541558,0.0821012,0,0.0717313,0.0783244,0.0379967,0.0633924,0.0411938,0.0456209,0,0.0201461,0.0398649,0.0351944,0.0240864,0.0554428,0.0648608,0,0,0,0,0.030767,0,0.031751
59,0.0227675,0,0,0,0,0.0725871,0,0,0,0,0,0,0.0564498,0,0.0237236,0,0,0.0120365,0,0,0.0334133,0.0489149,0.0414028,0.0291194,0.0160904,0.0652223,0.0282846,0.0302556,0.0441334,0.0563338,0.0358026,0.0294932,0.0300702,0.0236092,0.0331369,0.0161297,0.0377484,0.0190279,0.030872,0,0.0298973,0.0511834,0,0,0.0187711,0,0,0.0878068,0.0437611,0.0502392,0.0261623,0.0282911,0.0625732,0.0704474,0,0.072843,0.068659,0.0354791,0.060625,0.0387045,0.0418332,0.0726389,0.0207313,0.0518122,0.137531,0.11819,0.0715483,0.0549884,0,0,0,0,0.0355573,0,0.0457927
60,0.0385768,0,0,0,0,0.0530048,0,0,0,0,0,0,0.0598667,0,0.0255734,0,0,0.0126349,0,0,0.0259201,0.041095,0.0329183,0.023994,0.0169325,0.0546006,0.0280061,0.0295041,0.0395221,0.0459923,0.0274921,0.0337452,0.036622,0.0220667,0.0256287,0.012272,0.0455584,0.0160699,0.0327001,0,0.0293916,0.0393195,0,0,0.0416697,0,0,0.0147063,0.0495224,0.0448991,0.0200234,0.0197658,0.0547446,0.0831458,0,0.0747969,0.0765104,0.0400816,0.0593302,0.0376966,0.0412014,0.0724086,0.0184574,0.042273,0.0387766,0.0285993,0.0569064,0.0633779,0,0,0,0,0.0326409,0,0.034444
61,0.02185,0,0,0,0,0.0728542,0,0,0,0,0,0,0.0567934,0,0.0235294,0,0,0.0132059,0,0,0.0339937,0.0495635,0.0409642,0.0298857,0.0160354,0.0663802,0.0295571,0.0303108,0.0439079,0.0564109,0.0364891,0.0297582,0.0303931,0.0237215,0.0324343,0.016196,0.0363178,0.0190966,0.0256624,0,0.028935,0.0516315,0,0,0.0187465,0,0,0.0880564,0.0430764,0.0470441,0.0235326,0.0281872,0.0623353,0.0701882,0,0.0695493,0.0700208,0.033597,0.0648404,0.0426089,0.0467034,0,0.0215651,0.0515519,0.140493,0.120453,0.0714723,0.0555041,0,0,0,0,0.0347559,0,0.044248
62,0.0385493,0,0,0,0,0.0528863,0,0,0,0,0,0,0.0599517,0,0.0253782,0,0,0.012711,0,0,0.0260084,0.0413352,0.0327475,0.0237972,0.0166537,0.0545107,0.0277932,0.0291479,0.0394548,0.0460968,0.0278802,0.0336823,0.0366872,0.0221408,0.0249179,0.0125753,0.0456702,0.0161858,0.0331263,0,0.0294792,0.0393944,0,0,0.0401837,0,0,0.0144181,0.0491646,0.0446101,0.0201086,0.0198238,0.0546973,0.0832383,0,0.0746217,0.076626,0.0402758,0.0596002,0.0379625,0.0414571,0.072531,0.0179106,0.0416671,0.0370925,0.0267901,0.056851,0.063309,0,0,0,0,0.0324527,0,0.0346589
63,0.0382745,0,0,0,0,0.0531192,0,0,0,0,0,0,0.0601325,0,0.0254224,0,0,0.0126999,0,0,0.0259162,0.0413818,0.0327857,0.023801,0.0165945,0.0544679,0.0275506,0.0291693,0.039575,0.0461614,0.0278848,0.0336058,0.0366841,0.0220566,0.0247981,0.0126017,0.0455972,0.0163365,0.0336041,0,0.0296802,0.0394823,0,0,0.0400891,0,0,0.0146501,0.0490073,0.0445921,0.0202397,0.0198607,0.0546292,0.0832559,0,0.0746528,0.0766184,0.0405244,0.0594372,0.03798,0.041449,0.0724413,0.0174705,0.0417196,0.037242,0.0269603,0.0570873,0.0631647,0,0,0,0,0.0324794,0,0.0349058
64,0.0412645,0,0,0,0,0.0509357,0,0,0,0,0,0,0.0599161,0,0.0249351,0,0,0.0117906,0,0,0.0262141,0.0421817,0.0319753,0.024199,0.0164202,0.0557994,0.0288577,0.0297228,0.0390707,0.0459386,0.0288502,0.0342032,0.0372711,0.0229289,0.0256373,0.0129046,0.0455387,0.016464,0.0266465,0,0.0272768,0.0372998,0,0,0.0304456,0,0,0.0189203,0.0478883,0.0407851,0.0160943,0.0196584,0.053971,0.0820448,0,0.0708811,0.0785109,0.0381959,0.063975,0.0423577,0.0466971,0,0.0181228,0.0381782,0.0293932,0.0158767,0.0551675,0.064917,0,0,0,0,0.0305283,0,0.0327237
65,0.0383842,0,0,0,0,0.0526679,0,0,0,0,0,0,0.0604976,0,0.0252431,0,0,0.012662,0,0,0.0263215,0.0419964,0.0318476,0.0237926,0.0163533,0.0555852,0.0291599,0.0297652,0.0390526,0.0458286,0.0287201,0.0342845,0.0374038,0.0226667,0.025438,0.0129471,0.0447848,0.0158543,0.0268214,0,0.0273375,0.0390812,0,0,0.0392815,0,0,0.0140937,0.048109,0.0407759,0.0164005,0.0195978,0.0540167,0.0828649,0,0.0708364,0.0787113,0.0386133,0.0638031,0.0424175,0.0466473,0,0.0179403,0.0408338,0.0359832,0.025959,0.0563386,0.0641902,0,0,0,0,0.0307016,0,0.0326561
66,0.0388086,0,0,0,0,0.0529605,0,0,0,0,0,0,0.0603953,0,0.0255503,0,0,0.0126527,0,0,0.0258517,0.0419662,0.0328561,0.0236405,0.0163254,0.0544151,0.0271126,0.029714,0.039785,0.0465118,0.028282,0.0334737,0.0365287,0.0218512,0.0254188,0.0128712,0.0458901,0.0163881,0.034028,0,0.0297694,0.0394175,0,0,0.0367931,0,0,0.0146314,0.0488088,0.0440452,0.0205106,0.0199604,0.0545268,0.0834471,0,0.07405,0.0769228,0.0408716,0.0595817,0.0386038,0.0419555,0.0729407,0.0170927,0.0407916,0.0342003,0.0239235,0.0570369,0.0630063,0,0,0,0,0.0323688,0,0.0355252
67,0.040652,0,0,0,0,0.0517615,0,0,0,0,0,0,0.0607781,0,0.025554,0,0,0.0123866,0,0,0.0260833,0.0425676,0.0321871,0.024341,0.016284,0.0555189,0.0279956,0.0302293,0.0395668,0.0461368,0.0286026,0.0338183,0.0370051,0.0222164,0.0257316,0.0128727,0.0453345,0.016654,0.0266923,0,0.0275342,0.0379284,0,0,0.0288287,0,0,0.0202473,0.0481534,0.0405765,0.0166563,0.0196171,0.0537916,0.0827275,0,0.0705036,0.0787779,0.0388382,0.0637865,0.0424805,0.0467047,0,0.0185176,0.038451,0.0288727,0.0158264,0.0559356,0.0642265,0,0,0,0,0.0304911,0,0.0329928
68,0.0397602,0,0,0,0,0.0526999,0,0,0,0,0,0,0.060411,0,0.0256191,0,0,0.0126114,0,0,0.0258511,0.0423938,0.0328896,0.0239251,0.01613,0.0540916,0.0267132,0.0299398,0.0399562,0.0465563,0.0282333,0.0332751,0.0363673,0.021741,0.0255134,0.0128195,0.0455667,0.0165806,0.0343921,0,0.0297966,0.0394429,0,0,0.029848,0,0,0.0217877,0.0487505,0.0438358,0.020805,0.0199521,0.0541992,0.083624,0,0.0736621,0.077064,0.0412368,0.0595963,0.0385151,0.0419091,0.0729046,0.0170873,0.0404183,0.0321934,0.0182384,0.056933,0.0629593,0,0,0,0,0.0320583,0,0.0358046
69,0.0434619,0,0,0,0,0.0504337,0,0,0,0,0,0,0.054293,0,0.021696,0,0,0.0121091,0,0,0.0250442,0.0435957,0.0343796,0.0236428,0.0165879,0.0555898,0.0262175,0.0299577,0.0393305,0.0476099,0.0302664,0.0339631,0.0364119,0.0238091,0.0281308,0.0124087,0.047547,0.017776,0.0339766,0,0.0291545,0.0375124,0,0,0.0259199,0,0,0.0233544,0.0479066,0.0437489,0.0205454,0.0200169,0.0551536,0.0832852,0,0.0726757,0.0773557,0.0409508,0.060005,0.0392751,0.0423377,0.0731058,0.0173808,0.0374511,0.0270679,0.012651,0.0548458,0.0637287,0,0,0,0,0.0316496,0,0.0361864
70,0.041126,0,0,0,0,0.0523433,0,0,0,0,0,0,0.0606027,0,0.0257984,0,0,0.0124011,0,0,0.0253916,0.0432529,0.0330189,0.0239724,0.0159142,0.0547913,0.0258732,0.0301919,0.0401711,0.0468232,0.0284286,0.032999,0.0361776,0.0213766,0.0254387,0.0129202,0.0462619,0.0166229,0.0346998,0,0.0297398,0.0383447,0,0,0.0273182,0,0,0.0210794,0.0483137,0.0434604,0.0207594,0.0198043,0.0544707,0.0842943,0,0.0732926,0.0773476,0.0412168,0.0596898,0.0387098,0.0421482,0.073334,0.0167277,0.0390942,0.0269625,0.014324,0.0563604,0.0630308,0,0,0,0,0.0320175,0,0.0359326
71,0.0412124,0,0,0,0,0.0523915,0,0,0,0,0,0,0.060632,0,0.0258148,0,0,0.0123691,0,0,0.0252805,0.0434508,0.0330852,0.0241044,0.015842,0.0549389,0.0256687,0.0302115,0.0401631,0.0468742,0.028518,0.0329684,0.0361904,0.0213407,0.025438,0.0129573,0.0463526,0.0165746,0.0348375,0,0.0297541,0.0383696,0,0,0.0284513,0,0,0.0191058,0.0481781,0.0433598,0.020806,0.0197994,0.0545655,0.0848355,0,0.0732779,0.0774285,0.0412424,0.0597082,0.0387981,0.0422389,0.0733459,0.0167671,0.0390324,0.0262068,0.0140203,0.0562443,0.0629096,0,0,0,0,0.032141,0,0.0360146
72,0.0432485,0,0,0,0,0.0503647,0,0,0,0,0,0,0.0542423,0,0.0215775,0,0,0.0121017,0,0,0.0251861,0.0442753,0.0336403,0.0243271,0.0161769,0.0571848,0.0273006,0.0300739,0.0387538,0.0473601,0.0310015,0.0343521,0.0370137,0.0242565,0.0284395,0.0124494,0.046563,0.0174322,0.0273747,0,0.0271812,0.0375574,0,0,0.0258777,0,0,0.0229885,0.047032,0.040032,0.0167839,0.0196454,0.0549669,0.0839709,0,0.0695204,0.0791927,0.0388358,0.0641446,0.0430415,0.0472409,0,0.01767,0.0372569,0.0263178,0.0123589,0.0539121,0.0644189,0,0,0,0,0.0302575,0,0.0336476
73,0.0431244,0,0,0,0,0.0504102,0,0,0,0,0,0,0.0541619,0,0.021606,0,0,0.0121588,0,0,0.0253119,0.0442575,0.0336405,0.0245577,0.0161246,0.0572504,0.0271129,0.0300849,0.0387562,0.0473488,0.0309993,0.03424,0.0369364,0.0242653,0.0283694,0.0124883,0.0465491,0.0175439,0.0275185,0,0.0271865,0.037669,0,0,0.0256469,0,0,0.0230241,0.0468737,0.0400135,0.0167584,0.0197688,0.0550013,0.0843486,0,0.069529,0.0791484,0.0389253,0.0641194,0.0430855,0.04728,0,0.01747,0.0375235,0.026346,0.0122965,0.0538503,0.0643125,0,0,0,0,0.0299166,0,0.0335213
74,0.0400833,0,0,0,0,0.0528965,0,0,0,0,0,0,0.0603579,0,0.0258341,0,0,0.0126055,0,0,0.0256692,0.0433608,0.0330924,0.0246074,0.0157006,0.0548007,0.0256539,0.0301764,0.0400256,0.0467647,0.0285883,0.0328578,0.0361283,0.0214224,0.0253039,0.0129359,0.0456775,0.0167161,0.0353478,0,0.0299457,0.0396597,0,0,0.0271637,0,0,0.0228852,0.0478331,0.0434075,0.0208283,0.020095,0.0545277,0.085793,0,0.0733337,0.0773126,0.0415625,0.059596,0.038826,0.0422597,0.0733319,0.0163035,0.0405938,0.0300251,0.0163153,0.0562366,0.0624951,0,0,0,0,0.0315945,0,0.0358538
75,0.0439241,0,0,0,0,0.0507061,0,0,0,0,0,0,0.0606578,0,0.025829,0,0,0.0118557,0,0,0.0253784,0.0439344,0.0325765,0.0256501,0.0156214,0.0563885,0.0258618,0.0308623,0.0399044,0.046415,0.0288874,0.0331617,0.0365096,0.0216727,0.0253135,0.0129001,0.0462165,0.0175872,0.0275218,0,0.0273039,0.0366996,0,0,0.0239857,0,0,0.022875,0.0470326,0.0401603,0.0164513,0.0197037,0.0540116,0.0863049,0,0.0699135,0.0790947,0.0391159,0.0639226,0.0428546,0.0471504,0,0.0175221,0.0375316,0.0189531,0.00646918,0.0543874,0.064405,0,0,0,0,0.0298453,0,0.0329185
76,0.0391636,0,0,0,0,0.053616,0,0,0,0,0,0,0.0603693,0,0.0258255,0,0,0.0126594,0,0,0.0254649,0.0435394,0.0332739,0.0246972,0.0157629,0.0552632,0.0252787,0.0303479,0.0399711,0.0468383,0.0287631,0.0327543,0.0359509,0.0212785,0.0248998,0.0129649,0.0460266,0.0164003,0.0352957,0,0.0296428,0.0404187,0,0,0.0304074,0,0,0.0191628,0.0477597,0.0433923,0.0206522,0.0199899,0.0549405,0.086624,0,0.0733442,0.0773172,0.0414783,0.0597265,0.0388086,0.04227,0.0732663,0.0163611,0.0405064,0.0280878,0.0162979,0.0564231,0.0621254,0,0,0,0,0.0317733,0,0.0357537
77,0.0391653,0,0,0,0,0.0536674,0,0,0,0,0,0,0.0602373,0,0.0253794,0,0,0.0125965,0,0,0.0255694,0.0449794,0.0324688,0.0255421,0.0180408,0.0556881,0.0254128,0,0.0405094,0.0458861,0.0284225,0.033562,0.0362696,0.02189,0.0258518,0.0137616,0.0458935,0.0162389,0.0342641,0,0.0291705,0.0406511,0,0,0.0309516,0,0,0.0190468,0.0464341,0.0436216,0.0207661,0.0195678,0.054841,0.0863309,0,0.073931,0.0774054,0.0406226,0.0598873,0.0389616,0.0424385,0.0736007,0.0172707,0.0400589,0.0279998,0.0166118,0.0564459,0.0617092,0,0,0,0,0.0302906,0,0.0357124
78,0.0392281,0,0,0,0,0.053655,0,0,0,0,0,0,0.060062,0,0.0253041,0,0,0.0125956,0,0,0.0255435,0.0450338,0.0322704,0.025607,0.0180441,0.0557904,0.0252469,0,0.0402946,0.0458522,0.0286428,0.0335993,0.0363157,0.0219848,0.0260152,0.0137954,0.0457992,0.0160761,0.0343759,0,0.0291072,0.04054,0,0,0.0309792,0,0,0.0191226,0.0463996,0.0436661,0.020605,0.0195171,0.054937,0.0865567,0,0.0738599,0.0774958,0.0404643,0.0600421,0.0391002,0.0425554,0.0736311,0.0171257,0.0398744,0.0277029,0.0166812,0.0564009,0.0617832,0,0,0,0,0.0307201,0,0.0355719
