Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,RTHIA,RTHI,RTHII,x74,,x77
35,0.0371301,0,0,0,0,0.0499529,0,0,0,0,0,0,0.0352067,0,0.0332788,0.0308124,0,0,0.0236259,0,0,0.0445355,0.0474764,0.033278,0.0254053,0.0210711,0.0360161,0.0271861,0.0352988,0.0334469,0.0405284,0.0384155,0.03936,0.0428775,0.0270273,0.0318627,0.0254544,0.0534411,0.0227031,0.0109522,0.0284852,0,0.0283087,0.0533146,0.0430798,0,0,0.015756,0,0,0.0247832,0.0478024,0.043111,0.0235375,0.0214601,0.0312068,0.0377495,0.0376001,0.0613196,0.0409806,0.0469828,0.0687126,0.0143411,0.0492967,0.0140033,0.00403904,0.0580832,0.0569154,0,0,0,0.0660412,0,0,0,0,0
36,0.0373237,0,0,0,0,0.049809,0,0,0,0,0,0,0.0350685,0,0.0333066,0.0306942,0,0,0.0228265,0,0,0.0448579,0.0474957,0.0331568,0.0253812,0.0210533,0.0361907,0.0270964,0.0354273,0.0335192,0.040359,0.0383082,0.0392395,0.0427977,0.0268143,0.0317338,0.0254758,0.0531632,0.0235621,0.0111033,0.0284711,0,0.0282321,0.0531931,0.0432798,0,0,0.0161015,0,0,0.0249601,0.0477184,0.0430609,0.0235565,0.0214817,0.0314657,0.0377122,0.0375922,0.0613359,0.0409921,0.0466452,0.0686998,0.0142804,0.0492973,0.0148104,0.0029233,0.0577098,0.0569184,0,0,0,0.0660491,0,0,0,0,0
37,0.0375394,0,0,0,0,0.0496617,0,0,0,0,0,0,0.0349399,0,0.0332915,0.0306075,0,0,0.0219137,0,0,0.0452797,0.0475161,0.0330901,0.0252809,0.0210737,0.0363171,0.0270979,0.0355761,0.0336232,0.0401495,0.038204,0.0391609,0.0426363,0.0267433,0.0316027,0.0255071,0.0528471,0.0243929,0.0112739,0.028478,0,0.028232,0.0530973,0.0434478,0,0,0.0164094,0,0,0.0253322,0.047628,0.0430404,0.0236174,0.0215184,0.0316543,0.0376499,0.037632,0.0613133,0.0410156,0.0465795,0.0686634,0.0141811,0.0493226,0.0159724,0.00188633,0.0573582,0.0568729,0,0,0,0.0660508,0,0,0,0,0
38,0.0377871,0,0,0,0,0.0495406,0,0,0,0,0,0,0.0348472,0,0.0332651,0.030522,0,0,0.0210103,0,0,0.0457293,0.0475655,0.0330233,0.0252217,0.0211257,0.0364679,0.0270313,0.0357648,0.0336516,0.0399333,0.038127,0.0390556,0.0424471,0.0266482,0.0315011,0.0255429,0.052638,0.0252598,0.0113733,0.0285099,0,0.0282407,0.0530377,0.043577,0,0,0.0165558,0,0,0.0259436,0.047567,0.0430675,0.0236602,0.0215476,0.0317964,0.0375737,0.0376106,0.0613117,0.0410436,0.0466263,0.0686817,0.01413,0.0493428,0.0176465,0.00137034,0.0570589,0.0568742,0,0,0,0.0661041,0,0,0,0,0
39,0.0380531,0,0,0,0,0.0494025,0,0,0,0,0,0,0.0347317,0,0.0333025,0.0302911,0,0,0.0200728,0,0,0.046048,0.0475676,0.0329461,0.0249095,0.0212229,0.0366053,0.0268838,0.0358827,0.0336227,0.0398168,0.0380889,0.038875,0.0421843,0.0263896,0.0314111,0.0255692,0.0525499,0.026299,0.01152,0.0285735,0,0.0282128,0.0529846,0.0436808,0,0,0.0165788,0,0,0.026499,0.0475436,0.0430763,0.0237077,0.0215729,0.0319824,0.0374727,0.0375523,0.0613709,0.0410708,0.046687,0.0686947,0.0141092,0.0493154,0.0190997,0.00211827,0.0567796,0.0569371,0,0,0,0.0661487,0,0,0,0,0
40,0.0383724,0,0,0,0,0.0491934,0,0,0,0,0,0,0.0346808,0,0.0332724,0.0298145,0,0,0.0192527,0,0,0.0463036,0.0475316,0.0329199,0.0242392,0.0213136,0.036728,0.0266142,0.0358416,0.0335715,0.0398752,0.0381066,0.0387302,0.0419785,0.0262195,0.0312835,0.0255497,0.0525448,0.0271352,0.0116052,0.0286457,0,0.0281841,0.0529581,0.0436889,0,0,0.016457,0,0,0.0270923,0.0475627,0.0430116,0.0237813,0.0216053,0.0322708,0.0372946,0.0374977,0.0614573,0.0411397,0.0467527,0.068626,0.0140559,0.0491898,0.0203452,0.00335149,0.0564604,0.0570692,0,0,0,0.0661166,0,0,0,0,0
41,0.0387396,0,0,0,0,0.0489956,0,0,0,0,0,0,0.0346297,0,0.0333272,0.0294247,0,0,0.0185791,0,0,0.0465655,0.0474809,0.032896,0.0237631,0.0214364,0.0367521,0.0265383,0.0357774,0.0335172,0.0398848,0.0380307,0.0386668,0.0418344,0.0262336,0.0311122,0.0255474,0.0524497,0.0275232,0.011782,0.0287202,0,0.0282023,0.0529468,0.043599,0,0,0.0161186,0,0,0.0278384,0.0476596,0.0430099,0.0238779,0.0216783,0.0324815,0.037024,0.037523,0.0614928,0.0412011,0.0467969,0.0685632,0.0139871,0.0491058,0.0216282,0.00476362,0.0560342,0.0571588,0,0,0,0.0660959,0,0,0,0,0
42,0.0390914,0,0,0,0,0.0488292,0,0,0,0,0,0,0.0344885,0,0.0333669,0.0292461,0,0,0.0179677,0,0,0.0469505,0.0474948,0.0327477,0.0234833,0.0214391,0.0367252,0.0266406,0.0358138,0.0334272,0.039783,0.037957,0.0386782,0.0417028,0.0260984,0.0310009,0.025601,0.0523038,0.0279234,0.012115,0.0287904,0,0.0282256,0.0529326,0.0434817,0,0,0.0157829,0,0,0.0285258,0.0477549,0.0430439,0.0240091,0.0217412,0.0326081,0.0366716,0.0375758,0.0615042,0.041251,0.0468321,0.0685628,0.0139894,0.0492188,0.022998,0.0062069,0.0554863,0.0572423,0,0,0,0.0661137,0,0,0,0,0
43,0.0394737,0,0,0,0,0.0486251,0,0,0,0,0,0,0.0343369,0,0.0333962,0.0292008,0,0,0.0173642,0,0,0.0472317,0.0475908,0.0325619,0.0232394,0.0212761,0.0366786,0.0267934,0.0359438,0.0334068,0.0395718,0.0378658,0.0385531,0.0415442,0.0260566,0.0309031,0.0256728,0.0522683,0.0285613,0.0123796,0.0288452,0,0.0282464,0.0528903,0.0434082,0,0,0.0155543,0,0,0.0291129,0.047834,0.0430733,0.0241309,0.0218087,0.03271,0.0363342,0.0376318,0.0614863,0.0412734,0.0468235,0.0685657,0.0139545,0.0494291,0.0243622,0.00765154,0.0552144,0.0573361,0,0,0,0.0661063,0,0,0,0,0
44,0.0398663,0,0,0,0,0.0483595,0,0,0,0,0,0,0.0341701,0,0.0334264,0.0290865,0,0,0.0167431,0,0,0.0474028,0.0475929,0.0324055,0.0230131,0.0212686,0.0366863,0.0269836,0.0361112,0.0334034,0.0393386,0.0377595,0.0383946,0.0414011,0.026028,0.030754,0.0257775,0.0522698,0.0294715,0.0126601,0.0289247,0,0.0282232,0.0528571,0.0433403,0,0,0.0154696,0,0,0.0296888,0.047887,0.0431041,0.0242408,0.0218674,0.0328022,0.0360143,0.037655,0.0614918,0.0412836,0.0468108,0.0685632,0.0138535,0.0495847,0.0256295,0.00893455,0.0551811,0.0574429,0,0,0,0.0660821,0,0,0,0,0
45,0.0402273,0,0,0,0,0.0481146,0,0,0,0,0,0,0.0340071,0,0.0334828,0.0289676,0,0,0.0162004,0,0,0.0475624,0.0475858,0.0323118,0.0227797,0.021519,0.0366928,0.0271179,0.0362882,0.033425,0.0392142,0.0376307,0.0382914,0.0413383,0.0260391,0.0305521,0.0258778,0.0523103,0.0302189,0.0129483,0.0289904,0,0.0281761,0.0528489,0.043276,0,0,0.0154421,0,0,0.0302814,0.0479525,0.0430847,0.0243391,0.0219332,0.032906,0.0356612,0.037676,0.061527,0.0413332,0.0468024,0.0685789,0.0137746,0.0497006,0.0267649,0.010044,0.0550406,0.0575811,0,0,0,0.0660135,0,0,0,0,0
46,0.0405974,0,0,0,0,0.0478296,0,0,0,0,0,0,0.0338553,0,0.0335445,0.0289299,0,0,0.0157219,0,0,0.0477145,0.0476039,0.0322579,0.0225655,0.021914,0.0366612,0.0273863,0.0364164,0.0334928,0.0391406,0.0375379,0.0382352,0.0413082,0.0258643,0.0303603,0.025999,0.0522466,0.0310303,0.0130546,0.0290611,0,0.0281279,0.0528403,0.0433331,0,0,0.0153728,0,0,0.0307857,0.0480254,0.043052,0.0244446,0.0220081,0.0329795,0.0352863,0.0377392,0.0615664,0.0413577,0.0467599,0.0686155,0.0136687,0.0497781,0.0279098,0.0112709,0.0547547,0.0576971,0,0,0,0.0658938,0,0,0,0,0
47,0.0410742,0,0,0,0,0.0473622,0,0,0,0,0,0,0.0336317,0,0.0336243,0.0287652,0,0,0.0146323,0,0,0.0377591,0.0474518,0.0320253,0.0220402,0.022145,0.0367015,0.02562,0.0364153,0.0333409,0.0388839,0.0375163,0.0382919,0.0413178,0.0258394,0.0303356,0.0261092,0.0516364,0,0.0200591,0.0290231,0,0.028002,0.0526814,0.043897,0,0,0.0148778,0,0,0.0310556,0.0481744,0.0429048,0.0245291,0.0221438,0.03328,0.0349729,0.0378138,0.061655,0.0414935,0.0468625,0.0687659,0.0135453,0.0502913,0.0291128,0.0126455,0.0542961,0.0579499,0,0,0,0.0657042,0,0,0,0,0
48,0.0412619,0,0,0,0,0.0474868,0,0,0,0,0,0,0.0335307,0,0.0336281,0.02854,0,0,0.0151458,0,0,0.0485288,0.0474393,0.0319986,0.021955,0.022245,0.0367891,0.0275342,0.0366895,0.0334557,0.0386108,0.0374193,0.0381933,0.0410575,0.0256454,0.030099,0.0262511,0.0523122,0.0322027,0.0133367,0.0292041,0,0.028118,0.0527618,0.0431613,0,0,0.0151008,0,0,0.031399,0.0480976,0.0430075,0.0247293,0.022136,0.0333135,0.0345212,0.0378399,0.0615396,0.0414275,0.0467661,0.0686961,0.0134043,0.0499497,0.0306008,0.0138836,0.0543723,0.0579751,0,0,0,0.0658022,0,0,0,0,0
49,0.0416276,0,0,0,0,0.047232,0,0,0,0,0,0,0.033407,0,0.0336976,0.0282601,0,0,0.0147452,0,0,0.0489279,0.0473142,0.0318634,0.0217673,0.0223048,0.0368833,0.0276876,0.036825,0.0334751,0.038449,0.0373827,0.0381456,0.0408167,0.0254826,0.0299371,0.0263244,0.0523793,0.0330126,0.0135515,0.0292706,0,0.0280933,0.052816,0.0431308,0,0,0.0150083,0,0,0.031745,0.0481487,0.0430383,0.0248875,0.0221632,0.0335022,0.0342406,0.0377983,0.0615482,0.041454,0.0468189,0.0687472,0.0133808,0.0500151,0.0316937,0.014975,0.0540966,0.0582139,0,0,0,0.0657674,0,0,0,0,0
50,0.0420064,0,0,0,0,0.0468888,0,0,0,0,0,0,0.0332955,0,0.0337775,0.0281378,0,0,0.0146249,0,0,0.0492936,0.0471742,0.031682,0.0217134,0.0223995,0.0368961,0.0280782,0.0369239,0.0334548,0.0382968,0.0373068,0.0380393,0.0406193,0.0253493,0.0297383,0.0264068,0.0523039,0.0338548,0.0141479,0.0293613,0,0.0280651,0.0528692,0.0432321,0,0,0.0149977,0,0,0.0322235,0.0482203,0.0430761,0.0250033,0.0221914,0.0336786,0.0340367,0.0377509,0.0615297,0.0414366,0.0468175,0.068817,0.0133392,0.0501166,0.0325251,0.0158937,0.0537477,0.0584425,0,0,0,0.0656782,0,0,0,0,0
51,0.0428335,0,0,0,0,0.0460391,0,0,0,0,0,0,0.0331237,0,0.0338805,0.0279247,0,0,0.0132778,0,0,0.0367637,0.046992,0.0314248,0.0211169,0.0227274,0.0369932,0.0256192,0.0369327,0.033314,0.0381704,0.0372506,0.0378999,0.0405203,0.0253224,0.0296257,0.0265284,0.0517252,0,0.0196464,0.0292739,0,0.0279507,0.0527708,0.0439721,0,0,0.0147114,0,0,0.0325533,0.04835,0.0429605,0.0250584,0.0222455,0.0339683,0.0338939,0.037715,0.0616441,0.0415374,0.0469473,0.0689341,0.013189,0.0505935,0.0335102,0.0163968,0.0529591,0.0588877,0,0,0,0.0655515,0,0,0,0,0
52,0.0439419,0,0,0,0,0.0452162,0,0,0,0,0,0,0.0330005,0,0.0340037,0.0277653,0,0,0.0130091,0,0,0.036896,0.0470487,0.0312959,0.020828,0.0231248,0.0372088,0.0261159,0.0371017,0.0333399,0.0379639,0.0371487,0.0377092,0.0403979,0.0252638,0.0293718,0.0266691,0.0522578,0,0.0197222,0.0293882,0,0.0279483,0.052651,0.043494,0,0,0.0163961,0,0,0.0211609,0.0483885,0.0429685,0.0250005,0.0222664,0.0341158,0.0333357,0.0376312,0.0617083,0.0415976,0.0469717,0.0689298,0.0130193,0.0504604,0,0.00724186,0.0522166,0.0593575,0,0,0,0.0655066,0,0,0,0,0
53,0.0425829,0,0,0,0,0.0462361,0,0,0,0,0,0,0.0330369,0,0.0341665,0.0279465,0,0,0.0128908,0,0,0.0366629,0.0469846,0.0313554,0.0200775,0.0232338,0.0378102,0.0254163,0.0369433,0.0330942,0.0377859,0.0370772,0.0377495,0.0403344,0.0251134,0.0290184,0.0264785,0.0515933,0,0.0207511,0.0297524,0,0.0284823,0.0521984,0.0440997,0,0,0.0146234,0,0,0.0325409,0.0490896,0.0439679,0.0241451,0.0225064,0.0348866,0.0337855,0.0374386,0.0616083,0.0416301,0.0467117,0.068683,0.0135282,0.0510601,0.0346816,0.0167689,0.05273,0.0596062,0,0,0,0.0647919,0,0,0,0,0
54,0.0434277,0,0,0,0,0.0456481,0,0,0,0,0,0,0.0327461,0,0.034276,0.0286057,0,0,0.0125108,0,0,0.037322,0.0472208,0.0308271,0.0210243,0.0239331,0.0372782,0.0258466,0.0379505,0.0336418,0.0369449,0.0365075,0.0379014,0.0401613,0.0249371,0.0286628,0.0269877,0.0515715,0,0.0202333,0.0297499,0,0.0283452,0.0523046,0.0442847,0,0,0.0147418,0,0,0.0330814,0.0487591,0.0435974,0.0248744,0.0224158,0.0341287,0.0339003,0.0376982,0.061479,0.0414812,0.0467324,0.0687028,0.0132456,0.0507663,0.0342173,0.0173143,0.0523969,0.059402,0,0,0,0.0656702,0,0,0,0,0
55,0.0442619,0,0,0,0,0.0449778,0,0,0,0,0,0,0.0325327,0,0.0342702,0.0289669,0,0,0.0119974,0,0,0.0380858,0.0472797,0.0301838,0.021199,0.0241891,0.0372714,0.0262506,0.0383222,0.033817,0.0366565,0.0364434,0.0378025,0.0400286,0.0250526,0.0287899,0.0272889,0.0515915,0,0.0199685,0.0295547,0,0.0279637,0.0522524,0.0444933,0,0,0.0148773,0,0,0.0334236,0.0485705,0.043091,0.0251289,0.0224147,0.0340176,0.0340526,0.0377158,0.0616363,0.0415948,0.0470219,0.0688542,0.012921,0.0504616,0.0337641,0.0175558,0.0517447,0.059569,0,0,0,0.0662811,0,0,0,0,0
56,0.0445653,0,0,0,0,0.0448325,0,0,0,0,0,0,0.0326279,0,0.0340669,0.02896,0,0,0.0118124,0,0,0.0385244,0.0473278,0.030032,0.0211973,0.0240357,0.0374095,0.0262989,0.0383729,0.0339156,0.0366775,0.036511,0.037539,0.0400585,0.0250692,0.0288199,0.027109,0.0516099,0,0.0200566,0.029619,0,0.0278962,0.0521744,0.0446936,0,0,0.0149701,0,0,0.0334715,0.0485153,0.0431156,0.0251915,0.0224223,0.0341141,0.0342019,0.0376023,0.0616376,0.0415985,0.0470667,0.0688112,0.0128778,0.0502397,0.0334727,0.0175003,0.0513332,0.059642,0,0,0,0.0663129,0,0,0,0,0
57,0.0449365,0,0,0,0,0.0447419,0,0,0,0,0,0,0.0327063,0,0.0340444,0.028735,0,0,0.0117086,0,0,0.0390885,0.047421,0.0300287,0.0211732,0.0239058,0.0375903,0.0262329,0.0384372,0.0339665,0.0366336,0.0366222,0.0373967,0.0401292,0.0250334,0.0288247,0.026945,0.0516043,0,0.0195922,0.0296631,0,0.0278511,0.0520766,0.0447421,0,0,0.0150763,0,0,0.033409,0.048439,0.0430968,0.0252271,0.0223716,0.034274,0.0343558,0.0374848,0.0616458,0.0416179,0.0470286,0.0688201,0.0127713,0.049809,0.0331066,0.0173064,0.0511845,0.0597517,0,0,0,0.0662761,0,0,0,0,0
58,0.0450292,0,0,0,0,0.0450669,0,0,0,0,0,0,0.0328293,0,0.0340362,0.0284937,0,0,0.0114579,0,0,0.0515545,0.0475363,0.0302307,0.0212822,0.0237984,0.0375877,0.0281864,0.0385007,0.0342416,0.0366021,0.0366684,0.0372675,0.0400779,0.0248749,0.0286917,0.0267818,0.0522882,0.0372939,0.0145145,0.0297855,0,0.0278807,0.0521143,0.0440264,0,0,0.0153738,0,0,0.0332173,0.0483286,0.0431336,0.0252904,0.0222971,0.0341727,0.0346859,0.0374043,0.0616234,0.0415922,0.0469294,0.068854,0.0127679,0.0491454,0.0327523,0.0171944,0.0514681,0.0597555,0,0,0,0.0663446,0,0,0,0,0
59,0.0453793,0,0,0,0,0.0448613,0,0,0,0,0,0,0.0327252,0,0.0339273,0.0285452,0,0,0.0113851,0,0,0.0514641,0.0475433,0.0300459,0.0213388,0.0236592,0.0376239,0.028338,0.0384447,0.0345483,0.0366367,0.036753,0.0370775,0.0399867,0.0247473,0.0285448,0.0268513,0.0521584,0.0369369,0.0145995,0.0298489,0,0.0278719,0.052223,0.0441091,0,0,0.0152955,0,0,0.0327909,0.0483475,0.0432393,0.0252729,0.0222735,0.0341437,0.0350658,0.0373024,0.0616678,0.0416153,0.0469175,0.0688881,0.0128398,0.0488684,0.0328732,0.0176607,0.0512761,0.0599986,0,0,0,0.0663826,0,0,0,0,0
60,0.046203,0,0,0,0,0.0438537,0,0,0,0,0,0,0.0331341,0,0.0333149,0.0283543,0,0,0.010916,0,0,0.0370055,0.0475627,0.0293977,0.0211849,0.0230225,0.0378477,0.0255856,0.038244,0.0348969,0.0366962,0.0370841,0.0370846,0.0401764,0.0247887,0.0288997,0.0261556,0.0516499,0,0.0187228,0.0297933,0,0.0277026,0.0521056,0.0450861,0,0,0.0150948,0,0,0.0323344,0.0482664,0.0430369,0.025331,0.0222046,0.0343337,0.0353447,0.0372262,0.0617995,0.0417173,0.0471031,0.0690331,0.0127734,0.0488685,0.0335774,0.0192148,0.0503974,0.0603934,0,0,0,0.0664744,0,0,0,0,0
61,0.0464706,0,0,0,0,0.0436307,0,0,0,0,0,0,0.0334201,0,0.032966,0.0282577,0,0,0.0106578,0,0,0.0369277,0.0476306,0.0291375,0.0212037,0.0225365,0.0379417,0.0256016,0.0382078,0.0348816,0.0367238,0.0371823,0.0370517,0.0401744,0.0246454,0.0290404,0.025722,0.0516655,0,0.0186228,0.0298302,0,0.027618,0.0520533,0.0452558,0,0,0.0151524,0,0,0.0320236,0.048098,0.0429405,0.0253812,0.0221315,0.0343631,0.0356519,0.0371027,0.0618107,0.0417204,0.047162,0.0689409,0.0126631,0.048758,0.0350129,0.0210538,0.0502104,0.0605221,0,0,0,0.0665661,0,0,0,0,0
62,0.0467616,0,0,0,0,0.0433839,0,0,0,0,0,0,0.0340253,0,0.0324977,0.0279585,0,0,0.0105813,0,0,0.0368875,0.0477867,0.0286958,0.0212028,0.0218559,0.0380885,0.0254873,0.0381356,0.0349267,0.036812,0.0374097,0.0371317,0.0404132,0.0246825,0.0293852,0.0248689,0.0516534,0,0.0185045,0.0298389,0,0.0274971,0.0518922,0.0454446,0,0,0.0153254,0,0,0.0319881,0.0478373,0.0427744,0.0254345,0.0220402,0.0344513,0.035834,0.0369683,0.0618367,0.0417651,0.0472487,0.0689058,0.0125545,0.0487237,0.0361881,0.0223941,0.050006,0.0606304,0,0,0,0.0667047,0,0,0,0,0
63,0.0469874,0,0,0,0,0.0432153,0,0,0,0,0,0,0.0356123,0,0.0313588,0.026939,0,0,0.0106183,0,0,0.0366705,0.0482926,0.0275803,0.0212729,0.0207112,0.0386084,0.0252027,0.038184,0.0353751,0.0368308,0.0379821,0.0374003,0.0410573,0.0251007,0.0302849,0.0226503,0.051824,0,0.0183487,0.0304201,0,0.0271331,0.0511658,0.0456601,0,0,0.0156285,0,0,0.0321613,0.0473635,0.041568,0.0254586,0.0219529,0.0347672,0.0356459,0.0371469,0.0619423,0.0418505,0.0474987,0.0690906,0.012276,0.0489778,0.0365745,0.0228475,0.0497664,0.0606319,0,0,0,0.0671776,0,0,0,0,0
64,0.0470588,0,0,0,0,0.0431463,0,0,0,0,0,0,0.033734,0,0.0324312,0.0276511,0,0,0.0107658,0,0,0.0362647,0.047733,0.0287792,0.0211247,0.0216885,0.0383469,0.0252833,0.0381927,0.0352324,0.0369862,0.0372391,0.0368636,0.0401738,0.0242662,0.0291768,0.0250525,0.051505,0,0.0181047,0.0299711,0,0.0274504,0.0517822,0.0460137,0,0,0.0161965,0,0,0.0328833,0.0478307,0.0428477,0.0252826,0.0220253,0.0345437,0.0362962,0.0367394,0.0617899,0.0417761,0.0472886,0.0689547,0.0125355,0.0488944,0.0364976,0.0226157,0.0498053,0.0609039,0,0,0,0.0664655,0,0,0,0,0
65,0.0471234,0,0,0,0,0.043118,0,0,0,0,0,0,0.0331582,0,0.0326435,0.0276598,0,0,0.0111063,0,0,0.035415,0.0476309,0.0291219,0.0211757,0.0217804,0.0385465,0.0250815,0.0381807,0.0352785,0.0370977,0.0370381,0.0366733,0.0399276,0.0238485,0.028852,0.0257429,0.0515348,0,0.0173635,0.0300092,0,0.0274361,0.0517724,0.046309,0,0,0.0167821,0,0,0.0334931,0.0475611,0.0429426,0.025106,0.0220524,0.0345997,0.0364985,0.0366586,0.0618062,0.0417961,0.0472597,0.0690212,0.012506,0.0489311,0.0363367,0.0222233,0.0497769,0.061047,0,0,0,0.0664222,0,0,0,0,0
66,0.0471283,0,0,0,0,0.043156,0,0,0,0,0,0,0.033393,0,0.0324827,0.0274728,0,0,0.0113612,0,0,0.0350158,0.0477276,0.029008,0.0212362,0.0213446,0.0388073,0.0252194,0.0381238,0.0353852,0.0370799,0.0371574,0.0366348,0.0399852,0.023852,0.0288856,0.0254025,0.0515426,0,0.0171232,0.030005,0,0.0273282,0.0516776,0.0466512,0,0,0.0172184,0,0,0.0339762,0.0471974,0.0428548,0.0250534,0.022,0.0347597,0.0365026,0.0365944,0.0618342,0.0418178,0.0473648,0.0691386,0.0125505,0.0489953,0.0363454,0.021764,0.0498041,0.0610891,0,0,0,0.0665653,0,0,0,0,0
67,0.0471015,0,0,0,0,0.043219,0,0,0,0,0,0,0.0334273,0,0.0323684,0.027357,0,0,0.0116538,0,0,0.0350049,0.0478115,0.0289943,0.0212484,0.0211299,0.0390215,0.0249821,0.038098,0.0354812,0.0370788,0.037278,0.036485,0.0398832,0.023823,0.0288655,0.0253007,0.0517327,0,0.0169868,0.0300206,0,0.0272909,0.0516201,0.0468746,0,0,0.0175962,0,0,0.0342284,0.0469441,0.0428166,0.0250292,0.0218959,0.0349599,0.0365143,0.0365523,0.0618099,0.0418023,0.0476644,0.0691505,0.0124916,0.0488912,0.0362367,0.0214126,0.0498132,0.0611356,0,0,0,0.0665,0,0,0,0,0
68,0.047065,0,0,0,0,0.0433988,0,0,0,0,0,0,0.0334706,0,0.0322734,0.0271288,0,0,0.0118081,0,0,0.0357605,0.0478551,0.028965,0.0212782,0.0209478,0.0391545,0.0248642,0.0380711,0.0355974,0.0370984,0.0373852,0.0363975,0.0396718,0.0236802,0.0288728,0.0252461,0.0519124,0,0.0173351,0.0300699,0,0.0272528,0.0515506,0.0469954,0,0,0.0177748,0,0,0.0341694,0.0467973,0.0428291,0.0250537,0.0218551,0.0351004,0.0365656,0.036568,0.0617402,0.0417629,0.0481215,0.0690385,0.0124443,0.0485605,0.0360272,0.0210789,0.0498519,0.0611186,0,0,0,0.0663194,0,0,0,0,0
69,0.047063,0,0,0,0,0.0435904,0,0,0,0,0,0,0.0331669,0,0.0324184,0.0269565,0,0,0.0120586,0,0,0.0365048,0.0478266,0.029136,0.0213451,0.0209688,0.0392505,0.0243264,0.0380452,0.0356323,0.0371431,0.0374115,0.0363615,0.0393056,0.0236346,0.0287852,0.0256701,0.0522206,0,0.0174308,0.0299572,0,0.0271101,0.0514536,0.0469431,0,0,0.017722,0,0,0.0338544,0.0468353,0.0428141,0.0249622,0.021884,0.0352593,0.036775,0.036564,0.0617235,0.0417677,0.0477696,0.069018,0.0125338,0.0479179,0.0356423,0.0207326,0.0499014,0.0612146,0,0,0,0.0664733,0,0,0,0,0
70,0.0470012,0,0,0,0,0.0437839,0,0,0,0,0,0,0.0332054,0,0.0323809,0.0268468,0,0,0.0121804,0,0,0.0373037,0.0478695,0.0291402,0.0214566,0.0207192,0.0392711,0.0244015,0.0379462,0.035694,0.0371645,0.0374085,0.0363689,0.0394026,0.0235656,0.0288536,0.025582,0.0522333,0,0.0178935,0.0298481,0,0.0269805,0.0513443,0.0468567,0,0,0.0174108,0,0,0.0333519,0.046807,0.0428147,0.024957,0.0219076,0.035419,0.0368838,0.0365949,0.061659,0.0417209,0.0474902,0.06901,0.0125402,0.0473858,0.035269,0.0203646,0.0499978,0.0613351,0,0,0,0.0667405,0,0,0,0,0
71,0.0469441,0,0,0,0,0.0438893,0,0,0,0,0,0,0.0332043,0,0.0323999,0.0268991,0,0,0.0123573,0,0,0.037798,0.0478445,0.029147,0.0214974,0.0205129,0.0392345,0.0245664,0.0378439,0.0357494,0.037146,0.0374334,0.0364771,0.0394923,0.0234601,0.0289144,0.0254925,0.0521632,0,0.0181985,0.0297752,0,0.026889,0.0512398,0.046657,0,0,0.0171195,0,0,0.0328712,0.0467825,0.0427956,0.0249527,0.0218982,0.0354951,0.0369291,0.0367079,0.0615684,0.0416345,0.0474353,0.0690081,0.0124926,0.0469948,0.0350451,0.020144,0.0500869,0.0614462,0,0,0,0.0668976,0,0,0,0,0
72,0.0468597,0,0,0,0,0.0439768,0,0,0,0,0,0,0.0332409,0,0.0325128,0.0268766,0,0,0.0123866,0,0,0.0378431,0.0478271,0.0291776,0.0214735,0.0203486,0.0392101,0.0248491,0.0376839,0.0358249,0.0371874,0.0374959,0.0365433,0.0394099,0.0234862,0.0290105,0.0253832,0.0519569,0,0.0183355,0.0297138,0,0.02678,0.051087,0.0464335,0,0,0.0170891,0,0,0.0325066,0.0468131,0.0426964,0.0249068,0.0218914,0.0355927,0.0369273,0.0369058,0.0614552,0.0415387,0.0473831,0.0689942,0.0124785,0.046739,0.0349888,0.0201278,0.0502965,0.0615062,0,0,0,0.0671673,0,0,0,0,0
73,0.0467108,0,0,0,0,0.0440414,0,0,0,0,0,0,0.0332548,0,0.0325527,0.0269411,0,0,0.0120482,0,0,0.0374704,0.0478303,0.0292554,0.021489,0.0202477,0.0391566,0.0251964,0.0375273,0.035822,0.037225,0.0375951,0.0366079,0.0393046,0.0234695,0.0291628,0.0253142,0.0516531,0,0.0183136,0.0295981,0,0.0266304,0.0509051,0.046236,0,0,0.017466,0,0,0.0323116,0.0468266,0.0425883,0.0248709,0.0218889,0.0357052,0.0368325,0.0370985,0.0612995,0.041362,0.0472978,0.0694121,0.0125642,0.0466505,0.0349532,0.020213,0.0504297,0.0615294,0,0,0,0.0675703,0,0,0,0,0
