Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,RTHII,RTHI,x74,
436,0.0510591,0,0,0,0,0.0405724,0,0,0,0,0,0,0.0260392,0,0.0319812,0.037133,0,0,0.0139824,0,0,0.0408368,0.0338515,0.0255227,0.0281324,0.013694,0.0400592,0.0273247,0.03195,0.0413236,0.0392121,0.0283395,0.0324773,0.0372866,0.0201551,0.0255352,0.0230305,0.0408638,0,0.0199933,0.0322509,0,0.0254171,0,0.0515076,0,0,0.0267736,0,0,0.0293466,0.0568536,0.070851,0.0202177,0.0323053,0.0411909,0.0468909,0.0708571,0.0271853,0.0592344,0.0374641,0.0436847,0.0784846,0.0783439,0.0304286,0.0261611,0.015531,0.0461565,0.0656192,0,0,0,0.0633812,0.0367099,0,0
437,0.0509372,0,0,0,0,0.0403976,0,0,0,0,0,0,0.0244175,0,0.0320706,0.036759,0,0,0.0139321,0,0,0.0408507,0.0320238,0.025558,0.0296244,0.0137909,0.0417941,0.0273686,0.0321651,0.0418544,0.0383133,0.0267552,0.0327781,0.0377156,0.0204569,0.025061,0.025039,0.0409,0,0.0199372,0.0311264,0,0.0252394,0.029985,0.0513075,0,0,0.0268101,0,0,0.0292585,0.0579455,0.0704574,0.0191352,0.0334091,0.0425496,0.0462317,0.0696923,0.0257239,0.060338,0.0382562,0.0441735,0.078401,0.075782,0.0305593,0.026001,0.0154273,0.0453731,0.0666015,0,0,0,0.0611189,0.0373408,0,0
438,0.0510468,0,0,0,0,0.0403544,0,0,0,0,0,0,0.0246297,0,0.0320481,0.0369474,0,0,0.0139841,0,0,0.0409074,0.0319014,0.0255397,0.029819,0.0138261,0.0415385,0.0275494,0.0320081,0.0417007,0.0384154,0.0268377,0.0328386,0.0376916,0.0204524,0.025101,0.0247451,0.040812,0,0.0199542,0.0308472,0,0.02513,0.0298729,0.0512139,0,0,0.0269469,0,0,0.029144,0.0576729,0.0701997,0.0194811,0.0334317,0.0426899,0.046077,0.0698298,0.0257263,0.060519,0.0382743,0.0441382,0.0781713,0.0749152,0.0306224,0.0259315,0.0153288,0.0451966,0.0668421,0,0,0,0.0612025,0.0375328,0,0
439,0.0514024,0,0,0,0,0.0403727,0,0,0,0,0,0,0.0263537,0,0.0320131,0.0373997,0,0,0.0141003,0,0,0.0408962,0.0334315,0.0256055,0.0285976,0.0138769,0.0398115,0.0277234,0.0314876,0.0408525,0.0393898,0.0284345,0.0325726,0.0371959,0.0201889,0.0255885,0.0224922,0.0407114,0,0.0199632,0.0313251,0,0.0251166,0,0.0512404,0,0,0.0268436,0,0,0.0289756,0.0561106,0.0701349,0.0208949,0.0325076,0.0418128,0.046415,0.071153,0.0270424,0.0596097,0.0375965,0.0436884,0.0778896,0.0757493,0.0306106,0.0257303,0.0152756,0.0455236,0.0661601,0,0,0,0.0633645,0.0372202,0,0
440,0.0514043,0,0,0,0,0.0402228,0,0,0,0,0,0,0.024755,0,0.0319998,0.0371184,0,0,0.0140402,0,0,0.040919,0.0317674,0.0255493,0.0296968,0.0139713,0.0413298,0.02787,0.0316548,0.04126,0.0385663,0.026947,0.0328668,0.0375372,0.020451,0.0250496,0.0243804,0.0407539,0,0.019877,0.0298778,0,0.0248867,0.0298766,0.0511205,0,0,0.0266836,0,0,0.0286953,0.0570975,0.0693989,0.0198716,0.032981,0.0428901,0.0458552,0.0699127,0.0256021,0.0602694,0.0383402,0.0442321,0.0777482,0.0725214,0.0306044,0.0255433,0.0152012,0.0447306,0.0668488,0,0,0,0.0612104,0.037657,0,0
441,0.0513207,0,0,0,0,0.0403405,0,0,0,0,0,0,0.0251962,0,0.0320003,0.037434,0,0,0.0142601,0,0,0.0407784,0.0316042,0.0257812,0.0293773,0.0140194,0.0410412,0.0278984,0.031541,0.0413221,0.0386031,0.0266966,0.0327714,0.0375018,0.0202491,0.0247529,0.0239823,0.0409099,0,0.0198838,0.029412,0,0.0248254,0.029707,0.0511293,0,0,0.0261924,0,0,0.0285609,0.0568991,0.0687305,0.0204169,0.0324236,0.0428529,0.0458608,0.0700871,0.0257411,0.0602764,0.0385001,0.044484,0.0775835,0.0712472,0.0307789,0.025465,0.0150906,0.0446532,0.0669613,0,0,0,0.0612371,0.038269,0,0
442,0.051527,0,0,0,0,0.0402073,0,0,0,0,0,0,0.0253407,0,0.0319487,0.037619,0,0,0.0142392,0,0,0.0407023,0.0316319,0.0258823,0.0291495,0.0141847,0.0409071,0.027976,0.0313255,0.0411516,0.038748,0.0267728,0.0327446,0.0374931,0.0202316,0.0247437,0.0240407,0.0408887,0,0.0198398,0.0290345,0,0.0248786,0.0297832,0.0510658,0,0,0.0259937,0,0,0.0284603,0.0565578,0.0681375,0.0206201,0.0320373,0.0428904,0.0458283,0.0700959,0.0256726,0.0604224,0.0388334,0.0447537,0.0775738,0.0700308,0.0307923,0.0253617,0.0149894,0.0443486,0.0671325,0,0,0,0.0611358,0.0384889,0,0
443,0.0521518,0,0,0,0,0.0398691,0,0,0,0,0,0,0.0266346,0,0.0319516,0.0382134,0,0,0.0141562,0,0,0.0406983,0.0333677,0.0259087,0.0277245,0.014195,0.0394617,0.0281277,0.0306959,0.0402753,0.0398639,0.0285735,0.0323823,0.0369976,0.0199779,0.0254911,0.0223274,0.0406963,0,0.0197851,0.0295295,0,0.0249058,0,0.0511935,0,0,0.0259476,0,0,0.0284574,0.0550484,0.0680842,0.0219062,0.0311256,0.0421873,0.046163,0.0710654,0.026907,0.0597973,0.0385949,0.0446258,0.0776556,0.0708662,0.0306332,0.0252822,0.0149802,0.0444017,0.0669538,0,0,0,0.0630661,0.0379441,0,0
444,0.0522252,0,0,0,0,0.0396336,0,0,0,0,0,0,0.0249322,0,0.0319693,0.0380338,0,0,0.0140123,0,0,0.0406789,0.0317373,0.0257838,0.0289742,0.0141278,0.0410449,0.0281584,0.0308446,0.0407389,0.0389852,0.0271512,0.0327335,0.0374818,0.0202394,0.0249521,0.0241639,0.040795,0,0.0196938,0.0288251,0,0.0246368,0.0302377,0.051201,0,0,0.0257701,0,0,0.0282411,0.0559696,0.0673714,0.0206353,0.0315258,0.0432357,0.0455996,0.0699887,0.0255828,0.0610572,0.0397119,0.0453756,0.0779445,0.0683056,0.0306837,0.0254235,0.01525,0.0436575,0.0675214,0,0,0,0.0608901,0.0384931,0,0
445,0.0522184,0,0,0,0,0.0396564,0,0,0,0,0,0,0.0252481,0,0.0318636,0.03824,0,0,0.0140983,0,0,0.0405271,0.0315349,0.0261863,0.0289191,0.0140136,0.0407471,0.0280695,0.0307563,0.0407328,0.0389736,0.0270102,0.0326962,0.0375486,0.0201219,0.0246903,0.0239115,0.0410232,0,0.0197288,0.0289277,0,0.0242936,0.0302856,0.0512779,0,0,0.0254748,0,0,0.0281431,0.0559278,0.0669135,0.020836,0.0308471,0.043158,0.0456783,0.070355,0.0258235,0.061462,0.0400942,0.0457483,0.078158,0.067662,0.0308669,0.0254272,0.0152375,0.0436339,0.0673618,0,0,0,0.0610102,0.0390141,0,0
446,0.0524019,0,0,0,0,0.03946,0,0,0,0,0,0,0.0253205,0,0.0316864,0.0385302,0,0,0.0140524,0,0,0.0404874,0.0314424,0.0263869,0.0287343,0.0139525,0.0404712,0.0280405,0.030552,0.0405978,0.0389929,0.0271109,0.0326327,0.0375633,0.0200698,0.0246643,0.0238588,0.0411574,0,0.0197082,0.0290384,0,0.0240396,0.0304986,0.0512398,0,0,0.0253737,0,0,0.0280327,0.0558445,0.066552,0.0209036,0.0303464,0.0431597,0.0456021,0.0705926,0.025936,0.0619588,0.0405436,0.0462015,0.078439,0.0672651,0.0309342,0.0253286,0.0151779,0.0434704,0.0675367,0,0,0,0.0611248,0.0392714,0,0
447,0.0525557,0,0,0,0,0.0393116,0,0,0,0,0,0,0.0253793,0,0.0316928,0.0389423,0,0,0.0139457,0,0,0.0404408,0.0314668,0.0265104,0.0286439,0.0139229,0.0402002,0.0280454,0.0304351,0.0405203,0.0389795,0.0271539,0.0325934,0.0375339,0.0199865,0.0246002,0.0238614,0.041296,0,0.019717,0.0291741,0,0.0237946,0.0307536,0.0511652,0,0,0.0253162,0,0,0.0279094,0.0556766,0.0661501,0.0212148,0.0297654,0.0431011,0.0454988,0.0709729,0.0260518,0.0623022,0.040949,0.0465327,0.0786292,0.0669552,0.0308649,0.0252468,0.0151224,0.0434009,0.0676571,0,0,0,0.0612451,0.0396411,0,0
448,0.0527791,0,0,0,0,0.0391205,0,0,0,0,0,0,0.0254233,0,0.0319825,0.039294,0,0,0.0139347,0,0,0.0404531,0.0314169,0.0266309,0.0284607,0.0137649,0.0400006,0.0280161,0.0302229,0.0403551,0.0390685,0.0272711,0.0325517,0.037468,0.0199267,0.0244929,0.0238725,0.0413219,0,0.0197129,0.0292119,0,0.0235124,0.0309892,0.0512303,0,0,0.0252316,0,0,0.0278096,0.0555938,0.0659159,0.0214859,0.0289826,0.0431177,0.0454441,0.0713152,0.026197,0.0622901,0.0412422,0.0468485,0.0787194,0.066726,0.0308261,0.0250985,0.0149973,0.0432402,0.0678083,0,0,0,0.061287,0.0400007,0,0
449,0.0532203,0,0,0,0,0.0388368,0,0,0,0,0,0,0.0268863,0,0.0320908,0.0401736,0,0,0.013905,0,0,0.0405634,0.0332151,0.0269384,0.0268982,0.0135581,0.0383732,0.0280652,0.0295452,0.0395538,0.0402827,0.0290902,0.0320338,0.0368383,0.0195432,0.0250682,0.0220499,0.0411067,0,0.0197152,0.0297604,0,0.0233682,0,0.0514808,0,0,0.0251466,0,0,0.0278222,0.0543626,0.0659746,0.0231076,0.0276835,0.0423953,0.0459936,0.0726244,0.0276545,0.0610257,0.0406756,0.0466994,0.0784525,0.0680715,0.0307211,0.0248194,0.0147343,0.0434339,0.0676135,0,0,0,0.0634919,0.0396011,0,0
450,0.0529511,0,0,0,0,0.038791,0,0,0,0,0,0,0.025402,0,0.0315291,0.0403125,0,0,0.0137396,0,0,0.0405148,0.0316074,0.0271836,0.0284194,0.0136562,0.039601,0.0279524,0.0299752,0.0401836,0.0392283,0.0276164,0.0324082,0.0373755,0.0197999,0.0243443,0.0239817,0.0414713,0,0.0197457,0.0289409,0,0.0232066,0.0315952,0.0512277,0,0,0.0249015,0,0,0.027669,0.0552341,0.0654323,0.0214478,0.0280476,0.0429298,0.0455689,0.0720921,0.0263917,0.0621875,0.0415348,0.0474288,0.0786384,0.0657665,0.0308964,0.024666,0.0145627,0.0430105,0.0679941,0,0,0,0.0614303,0.0407025,0,0
451,0.0530872,0,0,0,0,0.0386159,0,0,0,0,0,0,0.0253691,0,0.0311241,0.0402854,0,0,0.0136761,0,0,0.0404663,0.0317245,0.0276557,0.0284182,0.0135657,0.0393471,0.0277861,0.0299612,0.0401217,0.0392395,0.0277199,0.0324276,0.0373576,0.0197668,0.0243081,0.023962,0.0416031,0,0.0197781,0.0286274,0,0.0231015,0.0318537,0.0511216,0,0,0.0246409,0,0,0.0276647,0.0550346,0.0651348,0.0216274,0.0276526,0.0429793,0.0454948,0.0723564,0.0264251,0.0624387,0.0414901,0.0476164,0.0786309,0.0652853,0.0308347,0.0243862,0.0141128,0.0428193,0.0679669,0,0,0,0.0613788,0.0410737,0,0
452,0.0536301,0,0,0,0,0.0382926,0,0,0,0,0,0,0.026773,0,0.0311613,0.0404302,0,0,0.0137198,0,0,0.0404982,0.0334843,0.0285554,0.0266509,0.0133138,0.0377084,0.0276995,0.0294413,0.0393283,0.0403896,0.0294864,0.0319373,0.0367127,0.0193988,0.0249393,0.021914,0.041382,0,0.0196836,0.0288543,0,0.0228096,0,0.0513998,0,0,0.0244601,0,0,0.0276726,0.0539059,0.064859,0.0235976,0.0260953,0.0425071,0.0460275,0.073415,0.0279165,0.0613701,0.040808,0.0472025,0.0781706,0.0662232,0.0307056,0.023977,0.0137259,0.0428509,0.0676855,0,0,0,0.0634583,0.0404108,0,0
453,0.0534377,0,0,0,0,0.0382938,0,0,0,0,0,0,0.0252414,0,0.0309946,0.0402959,0,0,0.0135099,0,0,0.0402533,0.0318151,0.0289341,0.0280269,0.0134975,0.0390077,0.0274322,0.0302449,0.0399151,0.0391728,0.0278631,0.0324353,0.0374053,0.0197089,0.0242633,0.0238115,0.041736,0,0.0196483,0.0276349,0,0.0225084,0.0327026,0.0510981,0,0,0.0243363,0,0,0.0274668,0.054706,0.0641439,0.0219482,0.026153,0.0430659,0.045337,0.0727831,0.0265856,0.0625437,0.0418052,0.0478198,0.0783616,0.0631302,0.0309809,0.023992,0.0137287,0.0423555,0.068136,0,0,0,0.0611292,0.0414734,0,0
454,0.0538287,0,0,0,0,0.0379318,0,0,0,0,0,0,0.0253849,0,0.0311008,0.0402197,0,0,0.0131222,0,0,0.0405621,0.0329046,0.0294453,0.0287267,0.0134993,0.0394023,0.0281082,0.0305908,0.0399443,0.0392083,0.0281432,0.0324195,0.0372746,0.0196637,0.0245319,0.0236386,0.0417511,0,0.0193331,0.0345946,0,0.0176663,0.0331937,0.0506289,0,0,0.0249215,0,0,0.0267575,0.0544157,0.0625901,0.0205806,0.0247094,0.0422402,0.0448078,0.0697229,0.0271288,0.0626451,0.0461439,0.0487777,0.0761838,0.0733945,0.0308701,0.0243619,0.0128114,0.0420552,0.0683064,0,0,0,0.0584263,0.0409529,0,0
455,0.0541004,0,0,0,0,0.0377934,0,0,0,0,0,0,0.0269343,0,0.0312036,0.0410519,0,0,0.01367,0,0,0.040315,0.0339256,0.0298373,0.0262757,0.0131735,0.0374678,0.027566,0.0292475,0.0390708,0.0404757,0.0297941,0.0319802,0.0368325,0.0191389,0.0247939,0.0217602,0.0414184,0,0.0195956,0.02689,0,0.0218275,0,0.0513756,0,0,0.02411,0,0,0.027466,0.053317,0.0628794,0.0236674,0.0236394,0.0423185,0.0459312,0.0738034,0.0281808,0.0611271,0.0409708,0.0470849,0.0772381,0.0618436,0.0310139,0.0236495,0.0133863,0.0423398,0.067714,0,0,0,0.0630401,0.0410752,0,0
456,0.0541742,0,0,0,0,0.0377433,0,0,0,0,0,0,0.0280703,0,0.0313404,0.0401531,0,0,0.0132109,0,0,0.040672,0.0350876,0.029337,0.0272859,0.0135958,0.0376669,0.0283895,0.0298518,0.0394216,0.040601,0.0299046,0.031636,0.0365446,0.0187296,0.0244982,0.0205503,0.0417587,0,0.0193658,0.0332937,0,0.0173836,0,0.0507992,0,0,0.0246661,0,0,0.0267812,0.0531092,0.061279,0.0223034,0.0219991,0.0413813,0.0456861,0.0708786,0.0287097,0.0612418,0.044707,0.0480395,0.075027,0.0705431,0.0305125,0.0239951,0.0125074,0.0423788,0.0675495,0,0,0,0.0607426,0.0403491,0,0
457,0.0540364,0,0,0,0,0.0376496,0,0,0,0,0,0,0.0284077,0,0.0312444,0.0399956,0,0,0.013234,0,0,0.040738,0.0352433,0.0287707,0.0272635,0.0142218,0.0376177,0.028433,0.0297102,0.0394017,0.0408316,0.0300323,0.0314415,0.0365628,0.0185067,0.0241362,0.0201805,0.0418259,0,0.0193271,0.0316694,0,0.0175626,0,0.0508472,0,0,0.0246457,0,0,0.0267447,0.053,0.060782,0.0223809,0.0213527,0.0413349,0.0457881,0.0709239,0.0289675,0.060911,0.0444447,0.0479654,0.0745642,0.0673431,0.0303588,0.023866,0.0124684,0.0422628,0.0676048,0,0,0,0.0607309,0.0405334,0,0
458,0.0535929,0,0,0,0,0.0375313,0,0,0,0,0,0,0.0285883,0,0.0312518,0.0401781,0,0,0.0132751,0,0,0.0407446,0.0354316,0.0283561,0.027239,0.0142607,0.0376222,0.0285802,0.0296349,0.0393375,0.0409103,0.0301905,0.0313629,0.0368242,0.0183907,0.0239843,0.0197919,0.0418341,0,0.0193048,0.0298392,0,0.0177621,0,0.050845,0,0,0.0246038,0,0,0.0267061,0.0528368,0.0603065,0.0223122,0.0206912,0.0411809,0.0458291,0.070975,0.0291737,0.0605238,0.044085,0.0478281,0.0741166,0.0637763,0.030209,0.0237642,0.0123798,0.042187,0.0676227,0,0,0,0.0606855,0.0406478,0,0
459,0.053482,0,0,0,0,0.0374405,0,0,0,0,0,0,0.028715,0,0.0312245,0.0402571,0,0,0.0133704,0,0,0.0407179,0.0356065,0.0285927,0.0271959,0.0141149,0.0376881,0.0287401,0.0296333,0.0392604,0.0408418,0.030256,0.0313615,0.0372416,0.0183832,0.0240722,0.0195171,0.0418004,0,0.0193101,0.0279246,0,0.0179356,0,0.0508252,0,0,0.0244859,0,0,0.0266265,0.0526542,0.0596738,0.022074,0.0199732,0.0409678,0.0458557,0.0710289,0.0291304,0.0600131,0.0435466,0.0474139,0.0735785,0.0599778,0.0301238,0.023725,0.0123702,0.0421253,0.0677302,0,0,0,0.0606316,0.0407522,0,0
460,0.0536407,0,0,0,0,0.0373649,0,0,0,0,0,0,0.0288578,0,0.0312767,0.0397213,0,0,0.0134334,0,0,0.0406791,0.035725,0.0287732,0.0270854,0.0140641,0.0377445,0.0288408,0.0296462,0.0391501,0.0407723,0.0303075,0.0314198,0.0372523,0.0184166,0.0241335,0.0193582,0.0416789,0,0.019259,0.0260016,0,0.018001,0,0.0508845,0,0,0.0243705,0,0,0.0265791,0.0525797,0.0588589,0.0218964,0.0193,0.0408378,0.0459086,0.0710028,0.0292376,0.0595728,0.0430117,0.046895,0.072855,0.0559483,0.0301384,0.0235836,0.0123039,0.0420246,0.0677947,0,0,0,0.0605573,0.041008,0,0
461,0.0536205,0,0,0,0,0.0372332,0,0,0,0,0,0,0.0289851,0,0.0313231,0.0393938,0,0,0.0134757,0,0,0.040651,0.0358735,0.0287562,0.0270377,0.0140534,0.0377757,0.0289712,0.029642,0.0390434,0.0407286,0.0304534,0.0314933,0.0371886,0.0184843,0.0241319,0.0192068,0.0416048,0,0.0192584,0.0244385,0,0.0180818,0,0.0509335,0,0,0.0243564,0,0,0.0265882,0.0524943,0.0580254,0.0218836,0.0185545,0.0408074,0.045855,0.0709046,0.0294614,0.0592043,0.042433,0.0466074,0.0720735,0.0520065,0.0302399,0.0234802,0.0122279,0.0418361,0.0677718,0,0,0,0.0603977,0.0412599,0,0
462,0.0536074,0,0,0,0,0.0371078,0,0,0,0,0,0,0.0291739,0,0.0313458,0.0391423,0,0,0.0134917,0,0,0.0406457,0.0360419,0.0286952,0.0270039,0.0141945,0.0377009,0.0291172,0.029617,0.038981,0.0407173,0.030628,0.0315418,0.0371945,0.0184954,0.0241366,0.0189744,0.0415977,0,0.0193079,0.0233525,0,0.0183002,0,0.0509322,0,0,0.0242866,0,0,0.0265642,0.0523826,0.0573458,0.0218272,0.0180109,0.0406722,0.0457709,0.0707286,0.0296189,0.058831,0.0420146,0.046371,0.0713035,0.0481721,0.0301884,0.0234663,0.0122018,0.0416472,0.0674537,0,0,0,0.0602154,0.041395,0,0
463,0.0537993,0,0,0,0,0.0370309,0,0,0,0,0,0,0.0293898,0,0.0314533,0.0388058,0,0,0.0135315,0,0,0.0406263,0.0362342,0.0283578,0.0269804,0.0143007,0.0376244,0.0292038,0.0296301,0.0389129,0.0407628,0.0308126,0.0315892,0.0371235,0.0184676,0.0241284,0.0187104,0.0415806,0,0.0193188,0.0225755,0,0.0185134,0,0.0508987,0,0,0.0242788,0,0,0.0264859,0.0522765,0.0565337,0.0216513,0.0175818,0.0404824,0.045581,0.0704969,0.0296961,0.0585848,0.0417626,0.0461501,0.0697631,0.0443092,0.0300603,0.0234776,0.0122634,0.0415201,0.0665478,0,0,0,0.0599923,0.0413507,0,0
464,0.0540132,0,0,0,0,0.0369685,0,0,0,0,0,0,0.0295622,0,0.0317172,0.0385102,0,0,0.0135315,0,0,0.0406205,0.0364353,0.0276371,0.0269396,0.0143289,0.0375652,0.0292594,0.0296696,0.03882,0.0407391,0.0308932,0.0316571,0.0369904,0.0184679,0.0240676,0.0184934,0.0415245,0,0.019304,0.0220831,0,0.0186967,0,0.0508467,0,0,0.0242811,0,0,0.026455,0.0521914,0.0558808,0.0214692,0.0172765,0.0402374,0.0453348,0.0702356,0.0298097,0.0585503,0.0415178,0.0460278,0.0674489,0.0407981,0.0301621,0.0234759,0.0122929,0.0414115,0.0661354,0,0,0,0.0597774,0.0412699,0,0
465,0.0550951,0,0,0,0,0.0352616,0,0,0,0,0,0,0.0303553,0,0.0319176,0.0370221,0,0,0.0166034,0,0,0.00931572,0.0372709,0.0269708,0.0272719,0.0146669,0.0383336,0.0311962,0.0300178,0.0382849,0.0403549,0.0315633,0.032163,0.0376465,0.0189304,0.0243006,0.0175372,0.0396036,0,0,0.0170941,0,0.0161027,0,0.0520342,0,0,0.0240095,0,0,0.0263851,0.0517969,0.04988,0.0184402,0.0136708,0.0390808,0.0449775,0.068028,0.0288086,0.0622296,0.0442264,0.050106,0,0.0381822,0.0305166,0.0234545,0.0123407,0.0398115,0.0675497,0,0,0,0.0572015,0.0417927,0,0
466,0.0540798,0,0,0,0,0.0368602,0,0,0,0,0,0,0.0301312,0,0.0319066,0.0392675,0,0,0.0135632,0,0,0.040685,0.0367545,0.0277473,0.0269928,0.0146214,0.0373738,0.0293406,0.02974,0.0386311,0.0406016,0.0309958,0.0317927,0.0372318,0.0186805,0.0242068,0.0179801,0.0414788,0,0.0193468,0.0223443,0,0.018932,0,0.0508281,0,0,0.0240969,0,0,0.0265794,0.0520358,0.0551965,0.0214129,0.0160741,0.0396603,0.0451115,0.0700505,0.0306505,0.0579519,0.0410285,0.0456085,0.0693576,0.0354422,0.0303191,0.023346,0.0122387,0.0412824,0.0662796,0,0,0,0.0597044,0.0416313,0,0
467,0.0539955,0,0,0,0,0.0368277,0,0,0,0,0,0,0.0304295,0,0.0319353,0.0400083,0,0,0.0135931,0,0,0.0407499,0.0369231,0.0277917,0.0271466,0.0148514,0.0373102,0.0293979,0.0298102,0.0385844,0.0405718,0.0311255,0.0319078,0.0373047,0.0188216,0.0243376,0.0176965,0.0414741,0,0.019385,0.0226741,0,0.0192422,0,0.0508928,0,0,0.0239975,0,0,0.0266414,0.0518792,0.0549474,0.0212611,0.0154306,0.0393888,0.0449353,0.0699679,0.0311103,0.0578361,0.0407103,0.0455348,0.0696818,0.0333425,0.0302772,0.0233679,0.012242,0.0412486,0.0662463,0,0,0,0.0595819,0.0418517,0,0
468,0.0541159,0,0,0,0,0.0368171,0,0,0,0,0,0,0.0305741,0,0.0320072,0.0389106,0,0,0.0136242,0,0,0.0407439,0.0368454,0.0277692,0.0270257,0.0148515,0.037247,0.0292861,0.0296635,0.0384563,0.0405432,0.031169,0.0319801,0.0373192,0.0189271,0.0243837,0.0175652,0.0415285,0,0.0193625,0.0229898,0,0.0197447,0,0.0509593,0,0,0.0239585,0,0,0.0266363,0.0519557,0.0546108,0.0212058,0.0150415,0.039411,0.0447719,0.0698157,0.0315657,0.0577362,0.04046,0.0455315,0.0692616,0.0312533,0.0302523,0.0233953,0.012269,0.0411922,0.0661614,0,0,0,0.0594337,0.0419924,0,0
469,0.0543349,0,0,0,0,0.0367885,0,0,0,0,0,0,0.0306374,0,0.0320772,0.0382854,0,0,0.0136593,0,0,0.0406504,0.0367883,0.0277264,0.0269535,0.0148602,0.0371703,0.0291901,0.0294989,0.0383059,0.040389,0.0312291,0.0320255,0.037304,0.0190103,0.024432,0.0175291,0.0416004,0,0.0193308,0.0234121,0,0.0200419,0,0.0510299,0,0,0.0238144,0,0,0.0265573,0.0519294,0.0542797,0.0211647,0.014837,0.0393082,0.0446474,0.0696768,0.0318899,0.0577327,0.04024,0.0454674,0.0688643,0.0294716,0.0303675,0.0234015,0.0122896,0.0411207,0.0661499,0,0,0,0.0592745,0.0421389,0,0
470,0.0544249,0,0,0,0,0.0367549,0,0,0,0,0,0,0.0306928,0,0.0320981,0.0388525,0,0,0.0137234,0,0,0.0404949,0.0368475,0.0276679,0.0270613,0.0149356,0.0371376,0.0291398,0.0294346,0.0381783,0.0401768,0.0312773,0.0321483,0.0372415,0.0191177,0.024534,0.0175278,0.0416308,0,0.0192891,0.0239384,0,0.0202312,0,0.0510456,0,0,0.0236207,0,0,0.0264468,0.0516916,0.0539614,0.0210887,0.014592,0.03896,0.0445321,0.0696146,0.0321516,0.0577474,0.0401863,0.0453854,0.0685961,0.0279427,0.0303427,0.0234502,0.0123874,0.0410973,0.0661938,0,0,0,0.0591254,0.0423151,0,0
471,0.0543688,0,0,0,0,0.0367022,0,0,0,0,0,0,0.0307482,0,0.0321314,0.0396953,0,0,0.0137627,0,0,0.0403771,0.0369589,0.0276089,0.0272313,0.0150241,0.0371998,0.0291482,0.0294164,0.0380532,0.0401874,0.0313293,0.0322927,0.0373269,0.0192162,0.0246414,0.0175759,0.0416656,0,0.0192544,0.0245471,0,0.0206248,0,0.0510225,0,0,0.0234581,0,0,0.0264771,0.0513615,0.0536563,0.0210447,0.0143438,0.0385285,0.0444099,0.0696042,0.0325438,0.0577257,0.0400969,0.0453513,0.0683908,0.0264968,0.0303593,0.0235525,0.0124596,0.0410802,0.0662649,0,0,0,0.0589865,0.0424609,0,0
472,0.0542861,0,0,0,0,0.0366362,0,0,0,0,0,0,0.0307732,0,0.0321851,0.0386285,0,0,0.0137786,0,0,0.040302,0.0368714,0.0275666,0.0271576,0.0150867,0.037214,0.0290089,0.0291919,0.0378914,0.0402105,0.0313437,0.0323875,0.0373568,0.0192635,0.0247216,0.0177141,0.0417412,0,0.019257,0.0256829,0,0.0211039,0,0.051117,0,0,0.0234056,0,0,0.026567,0.0512464,0.0532871,0.0209607,0.014174,0.0383581,0.044339,0.0695464,0.0331175,0.0576427,0.0399638,0.0454074,0.0681599,0.0246918,0.0305144,0.0236583,0.0125047,0.0410038,0.066311,0,0,0,0.0588463,0.0425723,0,0
473,0.0542827,0,0,0,0,0.0366044,0,0,0,0,0,0,0.0307012,0,0.0322363,0.0377013,0,0,0.0137752,0,0,0.0403352,0.0367898,0.02758,0.0270117,0.0151472,0.0372859,0.0288379,0.0289731,0.0377394,0.0401744,0.031338,0.0324701,0.0375755,0.0192669,0.0247112,0.0179207,0.0418066,0,0.0193216,0.0272377,0,0.0216676,0,0.0512154,0,0,0.0233918,0,0,0.0266651,0.0511416,0.0528324,0.0207461,0.014131,0.0381137,0.0442434,0.0695167,0.0337243,0.0575601,0.0397793,0.0454839,0.0680348,0.0227014,0.0308185,0.0237469,0.012521,0.0409507,0.0663034,0,0,0,0.0587684,0.0426352,0,0
474,0.0543063,0,0,0,0,0.0365949,0,0,0,0,0,0,0.0306665,0,0.0322065,0.0373529,0,0,0.0137412,0,0,0.0404091,0.0368284,0.027576,0.0269426,0.0151826,0.037323,0.0286651,0.0288474,0.0375879,0.0400847,0.0313815,0.0325698,0.0377473,0.0193508,0.0246943,0.0180498,0.0418842,0,0.0194082,0.0284647,0,0.022194,0,0.0512971,0,0,0.0234707,0,0,0.0267282,0.0509656,0.0521646,0.0205152,0.0143865,0.0377537,0.0440667,0.0694727,0.0343265,0.0576968,0.0400624,0.0455782,0.0678672,0.0207817,0.0310215,0.023853,0.0126105,0.0409623,0.0661583,0,0,0,0.0586873,0.0428013,0,0
