Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRB,STRN,T10,x71,x72,x73,,LTHI,RWRA,RASI,IMUR_B,RTHI,RTHII,x74
1798,0.0384897,0,0,0,0,0.0518638,0,0,0,0,0,0.0352374,0,0,0.0394569,0,0,0.0110995,0,0,0.0355319,0.0441848,0.0678193,0.0310636,0.0101946,0.0327365,0.0216464,0.0362108,0.0450972,0.0289201,0.0311699,0.0339677,0.0263236,0.028262,0.0317934,0.0546698,0,0.0176748,0.0309552,0,0.0307224,0.043657,0,0,0.0419466,0,0,0,0.0479274,0.0521292,0.0282873,0.0272727,0.0251348,0.0431858,0,0.046043,0.0596782,0.0412901,0.045141,0.06497,0.017435,0.038594,0.0681473,0.0596928,0.0524205,0,0,0,0,0.029073,0.114759,0.0630513,0,0,0,0
1799,0.0386028,0,0,0,0,0.0517048,0,0,0,0,0,0.0354178,0,0,0.0398478,0,0,0.0110396,0,0,0.0354881,0.0444383,0.0678171,0.0305678,0.0103586,0.0329073,0.0217432,0.0360012,0.0449526,0.029199,0.0313617,0.0341667,0.0264149,0.0283517,0.0315224,0.0549609,0,0.0176038,0.0309529,0,0.0305566,0.0435554,0,0,0.0416713,0,0,0,0.0478336,0.05195,0.028314,0.0270923,0.0254444,0.0427338,0,0.0458593,0.0598519,0.0413786,0.0453084,0.0652197,0.0172236,0.0390498,0.0678938,0.0594273,0.0524684,0,0,0,0,0.0291798,0.114891,0.0629257,0,0,0,0
1800,0.0385408,0,0,0,0,0.0516757,0,0,0,0,0,0.0354813,0,0,0.0390526,0,0,0.011091,0,0,0.0354655,0.0443709,0.0676852,0.0308296,0.0103868,0.0326785,0.0220016,0.0360109,0.0449056,0.0290557,0.03129,0.0341336,0.0263516,0.0282792,0.0314427,0.0550075,0,0.0175564,0.0309807,0,0.030587,0.0434966,0,0,0.0414386,0,0,0,0.0480633,0.0520561,0.0283132,0.0271415,0.0253103,0.0426122,0,0.0459615,0.0598741,0.0413767,0.0452821,0.0652608,0.0173654,0.0393101,0.0676315,0.0594235,0.0524285,0,0,0,0,0.0291466,0.114843,0.0629243,0,0,0,0
1801,0.0385087,0,0,0,0,0.0516372,0,0,0,0,0,0.0354851,0,0,0.0385676,0,0,0.0112079,0,0,0.0353576,0.0443179,0.0675121,0.0310273,0.0103591,0.0324571,0.0221363,0.0360275,0.0449355,0.0289651,0.0311914,0.0340997,0.0263196,0.0282222,0.0314136,0.0550707,0,0.0173847,0.0310346,0,0.0307102,0.0434774,0,0,0.041297,0,0,0,0.048213,0.0522076,0.0283137,0.0271658,0.0251641,0.0426499,0,0.0459711,0.0598648,0.0414148,0.0452453,0.0651885,0.017156,0.0394203,0.0673808,0.0594401,0.0523546,0,0,0,0,0.029077,0.114765,0.0629384,0,0,0,0
1802,0.0384872,0,0,0,0,0.0516284,0,0,0,0,0,0.0355331,0,0,0.0385553,0,0,0.0113184,0,0,0.0352445,0.0443091,0.0676397,0.0310364,0.0103084,0.0322861,0.0221122,0.0360597,0.0449351,0.0289997,0.0312629,0.0342023,0.0263692,0.0282706,0.0313702,0.0551462,0,0.0172864,0.0310075,0,0.0307497,0.0435165,0,0,0.0412065,0,0,0,0.048259,0.0522398,0.0283428,0.0271745,0.0250818,0.0426876,0,0.045885,0.0598636,0.0414344,0.0452489,0.0651774,0.0172016,0.0394937,0.0671236,0.059491,0.052278,0,0,0,0,0.0290127,0.114688,0.0629547,0,0,0,0
1803,0.0384375,0,0,0,0,0.0517326,0,0,0,0,0,0.0356225,0,0,0.0386538,0,0,0.0113864,0,0,0.0351536,0.0443535,0.067734,0.0310268,0.0102291,0.0322119,0.0222461,0.036168,0.0449956,0.0290859,0.0312818,0.0344544,0.0264375,0.0283781,0.0313725,0.0552107,0,0.0172451,0.0309852,0,0.0306949,0.0435647,0,0,0.0411839,0,0,0,0.0482448,0.052167,0.028388,0.0271374,0.0250176,0.0427446,0,0.0457728,0.0598758,0.0414386,0.0452827,0.0652138,0.0174338,0.0395283,0.0668998,0.0596518,0.052242,0,0,0,0,0.0289582,0.11463,0.0629817,0,0,0,0
1804,0.0384101,0,0,0,0,0.0519148,0,0,0,0,0,0.0358265,0,0,0.038759,0,0,0.0113888,0,0,0.0351502,0.0443809,0.0677685,0.0310745,0.0101598,0.0322216,0.0222355,0.0364203,0.045088,0.0291476,0.0312957,0.0346763,0.0265035,0.0284704,0.0313931,0.0553156,0,0.017296,0.0310064,0,0.0307112,0.0436481,0,0,0.0412792,0,0,0,0.0482244,0.0521985,0.0284296,0.0270917,0.0249384,0.0428083,0,0.0457158,0.05981,0.0414418,0.045259,0.065167,0.0171781,0.0394446,0.0667944,0.0598604,0.0521825,0,0,0,0,0.0288776,0.114587,0.0629699,0,0,0,0
1805,0.0384256,0,0,0,0,0.0521251,0,0,0,0,0,0.0360969,0,0,0.0388571,0,0,0.0113871,0,0,0.0352361,0.0442945,0.0677853,0.0310973,0.0101286,0.032223,0.0221503,0.0365613,0.045139,0.029171,0.0313836,0.0346841,0.0265649,0.0285715,0.0314744,0.0553978,0,0.0174583,0.0310434,0,0.03077,0.043708,0,0,0.0413488,0,0,0,0.0482369,0.0522071,0.0284353,0.0271157,0.024856,0.0428634,0,0.0458117,0.0598348,0.0414928,0.0453203,0.0652147,0.0170676,0.0393876,0.0668418,0.0600289,0.0520401,0,0,0,0,0.0287885,0.114508,0.0629198,0,0,0,0
1806,0.0384434,0,0,0,0,0.0522403,0,0,0,0,0,0.036055,0,0,0.0390026,0,0,0.0114222,0,0,0.0352879,0.0441478,0.0679168,0.0310686,0.0101367,0.0321378,0.0220551,0.0366235,0.045142,0.0291154,0.0314107,0.034534,0.0265672,0.0285762,0.0313891,0.0554717,0,0.0175653,0.0310697,0,0.0307898,0.043721,0,0,0.0413311,0,0,0,0.0483182,0.0521352,0.0284194,0.0271707,0.0247686,0.0429127,0,0.0460602,0.0599282,0.0415326,0.0453961,0.0652628,0.0172838,0.0394163,0.0668294,0.0600466,0.0519461,0,0,0,0,0.028712,0.114493,0.0628702,0,0,0,0
1807,0.0384166,0,0,0,0,0.052312,0,0,0,0,0,0.0360529,0,0,0.0390875,0,0,0.0113855,0,0,0.0353167,0.0441119,0.0679912,0.0310508,0.0101178,0.0320526,0.0220459,0.0366357,0.0451934,0.029118,0.0314548,0.0345178,0.0265823,0.0286159,0.0312883,0.0554807,0,0.0176184,0.031056,0,0.0307555,0.0436886,0,0,0.0412535,0,0,0,0.0483599,0.0521011,0.0284033,0.0271624,0.0247126,0.0428823,0,0.0460753,0.0600127,0.0415525,0.0454302,0.0652727,0.017528,0.039476,0.0667811,0.0599433,0.0518991,0,0,0,0,0.0286765,0.114513,0.0629029,0,0,0,0
1808,0.0383834,0,0,0,0,0.0523155,0,0,0,0,0,0.0360741,0,0,0.0391184,0,0,0.0113865,0,0,0.0353023,0.0441365,0.0679893,0.0310638,0.0101013,0.0319681,0.0220477,0.0365891,0.0452085,0.0293065,0.0314919,0.0345782,0.0266621,0.028674,0.0312678,0.0555312,0,0.017591,0.0310712,0,0.0307929,0.0436647,0,0,0.0411675,0,0,0,0.0483633,0.0522182,0.0284054,0.0271247,0.0247009,0.0427894,0,0.0458913,0.0599575,0.0415128,0.0453721,0.0651912,0.0172472,0.0395393,0.066673,0.0600816,0.0518892,0,0,0,0,0.0286661,0.11456,0.0629589,0,0,0,0
1809,0.038469,0,0,0,0,0.0523633,0,0,0,0,0,0.0350248,0,0,0,0,0,0.0114736,0,0,0.0354654,0.0421866,0.067326,0.0355513,0.00794272,0.0305069,0.0221242,0.039457,0.0472569,0.0274869,0.0287623,0.0319362,0.02498,0.0280486,0.0313938,0.0549822,0,0.0177407,0.0313485,0,0.0314734,0.0435226,0,0,0.0412758,0,0,0,0.0509687,0.053177,0.0274793,0.0286311,0.0231958,0.0430223,0,0.0474425,0.0595352,0.0414177,0.0449143,0.0645193,0.0172838,0.0392871,0.0666554,0.060895,0.0512138,0,0,0,0,0.0274944,0.114435,0.0634827,0,0,0,0
1810,0.0384299,0,0,0,0,0.0522817,0,0,0,0,0,0.0349555,0,0,0,0,0,0.0113963,0,0,0.0354852,0.0422006,0.0673006,0.0358096,0.00776157,0.0303066,0.0223236,0.0392533,0.0474482,0.0275788,0.0286495,0.0318783,0.024913,0.0280497,0.0317527,0.0547927,0,0.0177829,0.0313695,0,0.0315174,0.0434815,0,0,0.0413018,0,0,0,0.0511138,0.0532913,0.0274316,0.0286767,0.0230214,0.0430692,0,0.0475063,0.0594378,0.0413713,0.0448534,0.0644725,0.0173199,0.0392766,0.0666331,0.0609651,0.0512757,0,0,0,0,0.0274251,0.114351,0.0636948,0,0,0,0
1811,0.0382385,0,0,0,0,0.0522067,0,0,0,0,0,0.0360069,0,0,0.0396041,0,0,0.0113592,0,0,0.0353008,0.0441666,0.0680589,0.0313283,0.00984883,0.0315524,0.0223573,0.0361988,0.0454257,0.0296785,0.0314418,0.0347407,0.0266074,0.0286933,0.0316768,0.0554115,0,0.0176458,0.0310708,0,0.030804,0.0435689,0,0,0.0411626,0,0,0,0.0486328,0.0523748,0.0282849,0.0271157,0.0244771,0.0427035,0,0.045912,0.0597637,0.0414242,0.0452418,0.0651152,0.017335,0.0396844,0.066559,0.0603091,0.0519727,0,0,0,0,0.0285027,0.114338,0.0632614,0,0,0,0
1812,0.0382093,0,0,0,0,0.052269,0,0,0,0,0,0.0359936,0,0,0.0392422,0,0,0.0113558,0,0,0.0352252,0.0441953,0.0682122,0.031088,0.00994086,0.0316133,0.022297,0.036407,0.0452253,0.0295926,0.0316376,0.034968,0.0266988,0.0287675,0.0313204,0.0556028,0,0.017605,0.0309413,0,0.0306587,0.0435496,0,0,0.04108,0,0,0,0.0486342,0.0521432,0.0282423,0.0269552,0.024701,0.0425134,0,0.0458721,0.0598566,0.0414341,0.0453522,0.065225,0.0177287,0.0398962,0.0664168,0.0603132,0.0518833,0,0,0,0,0.0285546,0.114292,0.0630786,0,0,0,0
1813,0.0381463,0,0,0,0,0.0523552,0,0,0,0,0,0.0359826,0,0,0.039211,0,0,0.0113563,0,0,0.0351734,0.0442202,0.0683045,0.031019,0.00993682,0.0315934,0.0222566,0.0365396,0.0451382,0.0294649,0.0317385,0.0350007,0.0267048,0.0288275,0.0312731,0.0556992,0,0.0176273,0.030921,0,0.0306655,0.0435292,0,0,0.0410215,0,0,0,0.048678,0.0520482,0.0282374,0.0267321,0.024792,0.042464,0,0.0458143,0.0598904,0.0413752,0.0453786,0.0652448,0.017805,0.0399974,0.0662864,0.0602428,0.0518491,0,0,0,0,0.0285159,0.114268,0.063056,0,0,0,0
1814,0.0381183,0,0,0,0,0.0524082,0,0,0,0,0,0.0359901,0,0,0.0392427,0,0,0.0114007,0,0,0.03518,0.0441863,0.0684056,0.031018,0.00993845,0.0314991,0.022286,0.0365982,0.0449972,0.0295263,0.0318129,0.0348155,0.0267339,0.0289208,0.0314273,0.0556893,0,0.0176476,0.0309145,0,0.0306788,0.043503,0,0,0.0409762,0,0,0,0.0487134,0.0520146,0.0282953,0.0265345,0.0248398,0.0424686,0,0.0457329,0.0598504,0.041324,0.0453246,0.0652088,0.0176251,0.0400454,0.0662445,0.0601607,0.0518608,0,0,0,0,0.02849,0.114282,0.0630267,0,0,0,0
1815,0.0380981,0,0,0,0,0.0525061,0,0,0,0,0,0.0358749,0,0,0.0392936,0,0,0.011497,0,0,0.0351557,0.0442391,0.0685918,0.0310219,0.00986216,0.0314156,0.0223057,0.0367988,0.0449447,0.0293957,0.0318914,0.0347116,0.0268289,0.0290222,0.0314515,0.0557551,0,0.0176852,0.0309623,0,0.0306874,0.043462,0,0,0.0409202,0,0,0,0.0486967,0.0519912,0.0283652,0.0264216,0.0248791,0.0424903,0,0.045618,0.0598261,0.0412595,0.0452901,0.0652223,0.0173977,0.0400831,0.0662474,0.060061,0.0519219,0,0,0,0,0.0284461,0.114325,0.0630201,0,0,0,0
1816,0.0380837,0,0,0,0,0.052605,0,0,0,0,0,0.0359283,0,0,0.0394196,0,0,0.0115158,0,0,0.0351013,0.0442376,0.0687145,0.0309966,0.0097389,0.0313516,0.0223937,0.0364973,0.0449602,0.0292705,0.03194,0.0347042,0.0268544,0.0290748,0.0314324,0.0557676,0,0.0176957,0.0309125,0,0.0306741,0.043423,0,0,0.0408377,0,0,0,0.0487121,0.0518835,0.0284002,0.0263469,0.0249054,0.0424762,0,0.0455333,0.0597947,0.0411387,0.0452683,0.0652676,0.0176392,0.0401109,0.0662703,0.0600821,0.0519506,0,0,0,0,0.0284273,0.114358,0.0630246,0,0,0,0
1817,0.0380954,0,0,0,0,0.0526503,0,0,0,0,0,0.0359753,0,0,0.0395334,0,0,0.0113618,0,0,0.035071,0.0441266,0.0687737,0.0309244,0.00964849,0.0313429,0.0226113,0.0363085,0.0450523,0.0292653,0.0319826,0.0347982,0.0268341,0.0291128,0.0314914,0.0557202,0,0.0177139,0.0307424,0,0.0306804,0.0433849,0,0,0.0407363,0,0,0,0.0487479,0.0518351,0.0284553,0.0261351,0.0249514,0.042412,0,0.0454325,0.0597097,0.0409168,0.0451945,0.065274,0.0176314,0.0401306,0.066274,0.0602679,0.0519552,0,0,0,0,0.0284146,0.114375,0.0629946,0,0,0,0
1818,0.0381237,0,0,0,0,0.0526601,0,0,0,0,0,0.0361354,0,0,0.0395666,0,0,0.0113223,0,0,0.0350753,0.044095,0.0687753,0.0309135,0.00960691,0.0313967,0.0229104,0.0362839,0.0451416,0.0293095,0.031987,0.0349256,0.0267911,0.0291568,0.0316572,0.0556591,0,0.0177395,0.030668,0,0.0307166,0.0433575,0,0,0.0406459,0,0,0,0.0487417,0.0518159,0.028594,0.0259567,0.0250021,0.0423212,0,0.0452964,0.0596129,0.0406374,0.0450997,0.0652259,0.0172461,0.0401362,0.0662715,0.0606453,0.051993,0,0,0,0,0.028412,0.114341,0.0629673,0,0,0,0
1819,0.0381017,0,0,0,0,0.0527368,0,0,0,0,0,0.0360223,0,0,0.0395203,0,0,0.0113512,0,0,0.0351036,0.0440486,0.0687426,0.030989,0.00957072,0.0314994,0.0231865,0.0363162,0.0452163,0.0294115,0.0319771,0.0349044,0.026719,0.0291033,0.031588,0.0555732,0,0.0177645,0.0307589,0,0.0307547,0.0433311,0,0,0.0405427,0,0,0,0.0486419,0.0517543,0.0288343,0.0258096,0.0250615,0.0421948,0,0.0450937,0.0595587,0.0407761,0.0450722,0.0651788,0.0170534,0.0401638,0.0662675,0.0607795,0.0520243,0,0,0,0,0.0284127,0.114289,0.0630067,0,0,0,0
1820,0.0383787,0,0,0,0,0.0528159,0,0,0,0,0,0.0379191,0,0,0.0403965,0,0,0.0112555,0,0,0.0354065,0.0479149,0.0684379,0.0298434,0.00954885,0.0281143,0.0235297,0.037818,0.0475238,0.0316112,0.0303001,0.0332089,0.0255229,0.0288405,0.030348,0.0546469,0,0.0178632,0.030515,0,0.0317923,0.0437198,0,0,0.0410352,0,0,0,0.04531,0.0563254,0.0380095,0.0259587,0.0217203,0.0440345,0,0.0452753,0.0559627,0.0379712,0.0420726,0.061448,0.0180097,0.0388165,0.0663709,0.0622447,0.0509224,0,0,0,0,0.0303955,0.113856,0,0,0,0,0
1821,0.0381241,0,0,0,0,0.0527643,0,0,0,0,0,0.0360947,0,0,0.0398637,0,0,0.0114034,0,0,0.0352518,0.0435239,0.0688302,0.0308671,0.00928295,0.0309695,0.0237314,0.036568,0.045423,0.029651,0.0318029,0.0349,0.0265741,0.0290098,0.031626,0.0553215,0,0.0177759,0.0308302,0,0.0308938,0.0432772,0,0,0.0403056,0,0,0,0.0485436,0.0520862,0.0290044,0.0256561,0.0248441,0.0421144,0,0.0447579,0.0593755,0.0407058,0.0448423,0.0649281,0.0171884,0.0400961,0.0664973,0.060882,0.0521548,0,0,0,0,0.0283277,0.114333,0.0637792,0,0,0,0
1822,0.0400142,0,0,0,0,0.0514698,0,0,0,0,0,0.0350521,0,0,0,0,0,0.0100368,0,0,0.0356167,0.0413664,0.0670505,0.0363711,0.00745803,0.0291289,0.0248403,0.0400394,0.0466896,0.026902,0.0296959,0.0327182,0.0258352,0.0292894,0.0316477,0.0551055,0,0.0173912,0.0300682,0,0.0302466,0.0432953,0,0,0.0401166,0,0,0,0.0512936,0.0509083,0.0288995,0.0269752,0.022754,0.0423687,0,0.0466289,0.0596864,0.0412209,0.0453437,0.0651511,0.0172001,0.0401337,0.0658397,0.0607457,0.0512922,0,0,0,0,0.027766,0.115102,0.0636592,0,0,0,0
1823,0.0382102,0,0,0,0,0.0527548,0,0,0,0,0,0.0359422,0,0,0.0400305,0,0,0.0114526,0,0,0.0352001,0.043482,0.0691136,0.031033,0.0091281,0.0309034,0.0238771,0.0366777,0.0454798,0.0299688,0.0319897,0.0353515,0.0267445,0.0292504,0.0320841,0.055439,0,0.0178481,0.0310891,0,0.0307096,0.0432506,0,0,0.0396911,0,0,0,0.0487087,0.0515485,0.0288424,0.0255232,0.0248354,0.0415679,0,0.0446942,0.059558,0.0408353,0.0450706,0.0651687,0.0175939,0.0404603,0.0668115,0.0609108,0.0522325,0,0,0,0,0.0282101,0.114655,0.0634748,0,0,0,0
1824,0.0381934,0,0,0,0,0.0527959,0,0,0,0,0,0.0359391,0,0,0.0398749,0,0,0.0116575,0,0,0.0352212,0.0435539,0.0692765,0.0309307,0.00913637,0.0309177,0.0238815,0.0365063,0.0453958,0.03015,0.0321471,0.0356365,0.0267608,0.0292898,0.0319086,0.0555685,0,0.0177629,0.0313673,0,0.0307054,0.0432728,0,0,0.039403,0,0,0,0.0486805,0.0515993,0.0288692,0.0254301,0.0249425,0.0413489,0,0.044502,0.0596307,0.0408205,0.0450846,0.0652073,0.0173194,0.0406333,0.0670181,0.0609017,0.0522542,0,0,0,0,0.0282599,0.114774,0.0634525,0,0,0,0
1825,0.0381924,0,0,0,0,0.0528271,0,0,0,0,0,0.0358893,0,0,0.0399592,0,0,0.0116891,0,0,0.035221,0.0435776,0.0692472,0.0309094,0.00904749,0.0308297,0.0240384,0.0364933,0.0454641,0.0302949,0.0321832,0.0358006,0.0267548,0.0292673,0.0320673,0.0556051,0,0.0176835,0.0317324,0,0.0307085,0.0432658,0,0,0.0392022,0,0,0,0.0486659,0.0516561,0.0289389,0.025354,0.0249081,0.0412826,0,0.0443137,0.0597147,0.0408626,0.0451246,0.065211,0.0171145,0.0407153,0.0671774,0.0608985,0.0523545,0,0,0,0,0.0282328,0.114899,0.0635285,0,0,0,0
1826,0.039994,0,0,0,0,0.0514019,0,0,0,0,0,0.0357371,0,0,0.0399543,0,0,0.0102592,0,0,0.0355561,0.0435352,0.0681873,0.0319996,0.0094271,0.0301427,0.0250906,0.036721,0.0448032,0.0299063,0.0325906,0.0361346,0.027516,0.0299389,0.0318645,0.0558074,0,0.0171077,0.0307579,0,0.0297624,0.043326,0,0,0.0391912,0,0,0,0.048548,0.0500824,0.0300176,0.0250506,0.0239561,0.0416567,0,0.0443527,0.0602149,0.0413099,0.0458474,0.0658616,0.016743,0.0407086,0.0665084,0.0600253,0.0522654,0,0,0,0,0.0289061,0.115661,0.0635584,0,0,0,0
1827,0.0402459,0,0,0,0,0.0514868,0,0,0,0,0,0.0349438,0,0,0,0,0,0.0103392,0,0,0.0357871,0.0414883,0.0676075,0.0363125,0.00708179,0.0286918,0.0251713,0.040083,0.0468681,0.0277837,0.0300464,0.0334755,0.0260192,0.0295933,0.0322009,0.0551789,0,0.0172041,0.0308844,0,0.030314,0.0433274,0,0,0.0391545,0,0,0,0.0513049,0.0507847,0.0291364,0.0266657,0.0226557,0.0418674,0,0.0459396,0.0599936,0.0414314,0.0455868,0.0653632,0.0169615,0.0404976,0.0667256,0.0607179,0.0516191,0,0,0,0,0.0277585,0.115709,0.0639667,0,0,0,0
1828,0.0401671,0,0,0,0,0.0516973,0,0,0,0,0,0.0348934,0,0,0,0,0,0.0106185,0,0,0.0357466,0.0414876,0.0679019,0.0366995,0.00703224,0.0284296,0.0251166,0.0404314,0.0468961,0.0276833,0.0299695,0.0332983,0.0258195,0.0295338,0.0322991,0.0550214,0,0.0172987,0.0313939,0,0.0305172,0.0433054,0,0,0.0391209,0,0,0,0.0513122,0.0509115,0.0293407,0.0266021,0.0223379,0.0418288,0,0.0458813,0.0598741,0.0412703,0.0454056,0.065212,0.0173122,0.0405208,0.0670722,0.0609587,0.0515741,0,0,0,0,0.0278959,0.115681,0.0642943,0,0,0,0
1829,0.0400789,0,0,0,0,0.0516186,0,0,0,0,0,0.0358868,0,0,0.0405008,0,0,0.0106928,0,0,0.0355757,0.0434534,0.0686745,0.0323273,0.00920914,0.0296768,0.0250228,0.0370027,0.0448262,0.0299948,0.0327112,0.0360913,0.0273879,0.0300716,0.0320855,0.0555779,0,0.0171391,0.0312294,0,0.0298859,0.0433365,0,0,0.0388716,0,0,0,0.0485854,0.0500023,0.0302238,0.0249336,0.0235857,0.041431,0,0.044073,0.0602136,0.0413052,0.0458223,0.0657614,0.0174746,0.0409031,0.0672292,0.0602693,0.0523489,0,0,0,0,0.0289433,0.115897,0.0640351,0,0,0,0
1830,0.0401271,0,0,0,0,0.051655,0,0,0,0,0,0.0360544,0,0,0.0402778,0,0,0.0107199,0,0,0.0355552,0.0434011,0.0688618,0.0321515,0.00929414,0.0296977,0.0248874,0.0369892,0.0446992,0.0300883,0.0329745,0.0363377,0.0274316,0.0301793,0.0318339,0.0556961,0,0.0171214,0.0311465,0,0.0298123,0.0432995,0,0,0.0386838,0,0,0,0.0485936,0.0498618,0.030213,0.0248614,0.0237244,0.041063,0,0.0439933,0.060295,0.041391,0.0459184,0.0658405,0.017667,0.041098,0.0674246,0.0602555,0.052392,0,0,0,0,0.0289346,0.115985,0.0639233,0,0,0,0
1831,0.0403078,0,0,0,0,0.0517714,0,0,0,0,0,0.0350705,0,0,0,0,0,0.0106935,0,0,0.0357215,0.0413844,0.0682195,0.0365458,0.00700136,0.0282486,0.0249323,0.0405335,0.0468051,0.0279223,0.0304225,0.0337526,0.0258561,0.0298292,0.0321025,0.0551558,0,0.0172116,0.0314042,0,0.0303772,0.0432234,0,0,0.0387038,0,0,0,0.0513297,0.0506951,0.0293416,0.026411,0.0223321,0.0412381,0,0.0455852,0.0600337,0.0414104,0.0455919,0.0653095,0.0179296,0.0408643,0.0676564,0.0609583,0.0517794,0,0,0,0,0.0277997,0.115881,0.0644137,0,0,0,0
1832,0.040369,0,0,0,0,0.0517611,0,0,0,0,0,0.0350346,0,0,0,0,0,0.0106923,0,0,0.0357285,0.041322,0.0681525,0.0368305,0.00681697,0.0279844,0.0249593,0.0407222,0.046951,0.0279816,0.0303633,0.0337188,0.0258747,0.0298794,0.0325557,0.0550941,0,0.017222,0.0316838,0,0.0304006,0.0432456,0,0,0.0385996,0,0,0,0.0513931,0.0507858,0.0293711,0.0264384,0.0221184,0.0411992,0,0.0455592,0.0600341,0.0413985,0.0455597,0.0652874,0.0177904,0.0408985,0.0677614,0.0609553,0.0519013,0,0,0,0,0.0276709,0.115892,0.0646294,0,0,0,0
1833,0.0404596,0,0,0,0,0.0514442,0,0,0,0,0,0.0357736,0,0,0.0407053,0,0,0.0104956,0,0,0.0356899,0.0433522,0.0687319,0.0322839,0.00911163,0.0293233,0.0249846,0.0372512,0.0450259,0.0305764,0.0331265,0.0366115,0.027649,0.0306221,0.0326044,0.0557112,0,0.0169588,0.0313324,0,0.0297082,0.0432846,0,0,0.0383705,0,0,0,0.0485603,0.0498824,0.0300164,0.0247745,0.0234611,0.0407825,0,0.0436327,0.060456,0.0415349,0.0460824,0.0660449,0.016942,0.0411719,0.0676881,0.0598388,0.0528897,0,0,0,0,0.0285234,0.116167,0.0641841,0,0,0,0
1834,0.0404241,0,0,0,0,0.0515239,0,0,0,0,0,0.0358034,0,0,0.0404452,0,0,0.0105855,0,0,0.0356424,0.0433037,0.0687075,0.032084,0.00911842,0.0292844,0.0247629,0.0373411,0.0449161,0.0306547,0.0332959,0.0368561,0.0277631,0.0306644,0.0323729,0.055831,0,0.0168803,0.0313716,0,0.029675,0.043316,0,0,0.0381822,0,0,0,0.0485107,0.0498386,0.0300526,0.0247245,0.0236226,0.0405217,0,0.0435322,0.0604559,0.0415832,0.046139,0.0661255,0.0167151,0.0413777,0.0677797,0.0595022,0.0529458,0,0,0,0,0.0284859,0.116225,0.0640461,0,0,0,0
1835,0.0399017,0,0,0,0,0.0521422,0,0,0,0,0,0.0360499,0,0,0.0406819,0,0,0.0113195,0,0,0.035328,0.0431559,0.0692107,0.0324169,0.00904364,0.028841,0.0242074,0.0375528,0.0446745,0.03022,0.0330265,0.0367707,0.0272769,0.0300358,0.0319994,0.0557901,0,0.0170837,0.0320444,0,0.0302167,0.0433776,0,0,0.0380488,0,0,0,0.0485825,0.0502897,0.0305599,0.0247007,0.0233746,0.0401005,0,0.0437957,0.0599544,0.0411583,0.0456031,0.0656991,0.0172395,0.041635,0.0683639,0.0599179,0.052683,0,0,0,0,0.0286166,0.115885,0.0642784,0,0,0,0
1836,0.040371,0,0,0,0,0.0518166,0,0,0,0,0,0.035888,0,0,0.0405927,0,0,0.0109915,0,0,0.0354531,0.0432365,0.0690258,0.0322994,0.00903757,0.0289183,0.024456,0.0371875,0.0447607,0.0305459,0.0333166,0.0368699,0.027579,0.0304122,0.0322024,0.0558408,0,0.0168621,0.0319354,0,0.0298691,0.0432611,0,0,0.0380144,0,0,0,0.0484526,0.0499832,0.0303584,0.0246242,0.0233694,0.0398767,0,0.0435502,0.0602351,0.0414014,0.045925,0.0660174,0.0169329,0.0417063,0.0683201,0.0596032,0.0529675,0,0,0,0,0.0286153,0.116174,0.0642224,0,0,0,0
1837,0.0406369,0,0,0,0,0.0519419,0,0,0,0,0,0.0349135,0,0,0,0,0,0.0110608,0,0,0.0356148,0.0412759,0.0684682,0.0367034,0.00659729,0.0274406,0.0245945,0.0404197,0.0469218,0.028299,0.0306849,0.03414,0.0259744,0.0299878,0.0324582,0.0553179,0,0.0169245,0.0320488,0,0.0304203,0.043124,0,0,0.0380461,0,0,0,0.0512099,0.0507546,0.0296265,0.0262054,0.0220751,0.0400304,0,0.0451541,0.0599078,0.0413736,0.0455671,0.0654454,0.0173528,0.0416236,0.0684893,0.0603615,0.0523702,0,0,0,0,0.0276287,0.116158,0.0646968,0,0,0,0
1838,0.0406022,0,0,0,0,0.0517445,0,0,0,0,0,0.0356256,0,0,0.0409929,0,0,0.011007,0,0,0.0355373,0.0433524,0.0691144,0.0324351,0.00880238,0.0285469,0.0246523,0.0371598,0.0450455,0.0305917,0.0331762,0.0367278,0.0275399,0.0304917,0.0327238,0.0557254,0,0.0168151,0.0317041,0,0.0298451,0.0431462,0,0,0.0378151,0,0,0,0.0484399,0.04997,0.0305571,0.0246033,0.0230803,0.0397218,0,0.043384,0.0601665,0.041347,0.0458955,0.0660311,0.0174463,0.0419416,0.0685768,0.0595862,0.0532282,0,0,0,0,0.0285777,0.116404,0.0645005,0,0,0,0
