Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRB,STRN,T10,x71,x72,x73,,LTHI,RWRA,RASI,IMUR_B,RTHI,RTHII,x74
518,0.0370792,0,0,0,0,0.0503965,0,0,0,0,0,0.0418797,0,0.0261376,0.0348997,0,0,0.00872471,0,0,0.03768,0.0432259,0.0270064,0.0257434,0.0136104,0.044973,0.0201226,0.043443,0.0412389,0.0325814,0.0361591,0.0403216,0.0242285,0.0285236,0.0142131,0.0510563,0,0.0187384,0.0341345,0,0.0256914,0.0463335,0,0,0.0205817,0,0,0.0388098,0.0561653,0.0530572,0.0142357,0.0182234,0.0346192,0.0387973,0.0564525,0.0332249,0.0576772,0.0399448,0.0428625,0.0640376,0.0208056,0.0454466,0.022825,0.0564171,0.0590871,0,0,0,0,0.0379847,0.0422908,0.0498144,0,0.0377045,0.0456446,0
519,0.037085,0,0,0,0,0.0504264,0,0,0,0,0,0.039689,0,0.0268378,0.035256,0,0,0.00871438,0,0,0.0375395,0.0422499,0.026553,0.0261262,0.0139117,0.0446047,0.020213,0.0431647,0.0411422,0.0326594,0.036136,0.0405526,0.0239497,0.0282114,0.0152191,0.0512822,0,0.0187281,0.0335757,0,0.0255921,0.0462551,0,0,0.0203635,0,0,0.0386902,0.0562986,0.0533571,0.014066,0.0175117,0.0345134,0.038492,0.0567514,0.0326523,0.0574047,0.0396945,0.0426579,0.0641226,0.0204842,0.0455286,0.022877,0.0564262,0.0592243,0,0,0,0,0.0372748,0.0422891,0.0496084,0,0.0374782,0.0458262,0
520,0.0371244,0,0,0,0,0.0504428,0,0,0,0,0,0.0373499,0,0.0275498,0.0357877,0,0,0.008788,0,0,0.037322,0.0412628,0.0256734,0.0267139,0.0142487,0.0442715,0.0202816,0.0426867,0.0411865,0.0327622,0.0359836,0.0403935,0.0235985,0.027753,0.0161294,0.0515132,0,0.0186307,0.0330169,0,0.0254347,0.0461711,0,0,0.0201116,0,0,0.0386096,0.0566394,0.0536753,0.0139718,0.0169274,0.0343625,0.038174,0.0570077,0.0321095,0.0571442,0.0394427,0.042504,0.0641521,0.0201817,0.0457948,0.022953,0.0564542,0.0594164,0,0,0,0,0.0366044,0.0422946,0.0492521,0,0.0372531,0.0460759,0
521,0.0371647,0,0,0,0,0.0504172,0,0,0,0,0,0.0350611,0,0.0278301,0.0363514,0,0,0.00887074,0,0,0.0371523,0.0404353,0.0246196,0.0273629,0.0141752,0.0440164,0.0202258,0.0421372,0.0412562,0.0327767,0.035612,0.0400196,0.022978,0.0271,0.0170181,0.0517186,0,0.0185718,0.0323165,0,0.0253074,0.0460651,0,0,0.0197701,0,0,0.0385059,0.0571159,0.053976,0.0139837,0.0164499,0.0340944,0.0379261,0.0572745,0.0316611,0.0569389,0.0391695,0.0424048,0.064164,0.0199103,0.0460392,0.0230455,0.0564297,0.0596077,0,0,0,0,0.0361268,0.0422791,0.0487265,0,0.0370444,0.04635,0
522,0.0371952,0,0,0,0,0.0503558,0,0,0,0,0,0.0327147,0,0.0278525,0.0366649,0,0,0.00897459,0,0,0.0370371,0.0399802,0.0239846,0.0278009,0.0135618,0.0437678,0.02021,0.041666,0.0411121,0.0326967,0.035224,0.0400994,0.0223142,0.0264897,0.0184509,0.051891,0,0.0185364,0.0315229,0,0.0252873,0.0459385,0,0,0.0194362,0,0,0.0382666,0.0575568,0.0543751,0.014232,0.016015,0.0338652,0.0376924,0.0575384,0.0311537,0.0567558,0.0388686,0.0421661,0.064163,0.019614,0.0462502,0.0231855,0.0563316,0.0599759,0,0,0,0,0.0358939,0.0422387,0.0482924,0,0.0367118,0.0466753,0
523,0.0372079,0,0,0,0,0.0502601,0,0,0,0,0,0.0306636,0,0.0275955,0.0366526,0,0,0.00907539,0,0,0.0368946,0.039683,0.0238934,0.0280133,0.0129021,0.043446,0.0203258,0.0413795,0.0406938,0.0324027,0.0348925,0.0406796,0.0218225,0.0259964,0.0209164,0.0520544,0,0.0184701,0.030566,0,0.0252947,0.0457998,0,0,0.0190449,0,0,0.0380528,0.0579054,0.0548371,0.0144986,0.0156302,0.033759,0.0374134,0.0578189,0.0305955,0.0564325,0.0386072,0.0418724,0.0642461,0.0192718,0.0464872,0.0233389,0.0561456,0.060544,0,0,0,0,0.0356961,0.0422253,0.0480895,0,0.0361788,0.0470919,0
524,0.0372171,0,0,0,0,0.0501163,0,0,0,0,0,0.0288076,0,0.0271208,0.0364214,0,0,0.00914031,0,0,0.0367937,0.0392296,0.0240983,0.0280839,0.0126821,0.0428961,0.0205368,0.041167,0.0401098,0.0319141,0.0343133,0.0409147,0.0215096,0.0255266,0.0234052,0.0521853,0,0.0184333,0.0294577,0,0.0252641,0.0456661,0,0,0.0186029,0,0,0.0379328,0.0581525,0.0552968,0.0146828,0.0154026,0.033816,0.0371644,0.0581894,0.0299707,0.0561191,0.0383719,0.0416521,0.0643815,0.0190017,0.0466978,0.0234247,0.0558591,0.0612664,0,0,0,0,0.035368,0.0422255,0.0479248,0,0.0354635,0.0475941,0
525,0.0372806,0,0,0,0,0.0499798,0,0,0,0,0,0.0273832,0,0.0267104,0.0361223,0,0,0.00913799,0,0,0.0367998,0.0385025,0.0245809,0.0279458,0.012847,0.0424018,0.0208186,0.0410922,0.0394572,0.031332,0.0339207,0.0406316,0.021375,0.0252086,0.0250974,0.0521087,0,0.0184773,0.0282971,0,0.0252846,0.0455564,0,0,0.0182074,0,0,0.0378728,0.0583622,0.0558116,0.01484,0.0153578,0.0340139,0.0369297,0.058599,0.0292654,0.0558919,0.0382138,0.041453,0.064355,0.0189722,0.0468398,0.0234488,0.0555169,0.0619244,0,0,0,0,0.034921,0.0422219,0.0477587,0,0.0350266,0.0481469,0
526,0.0373488,0,0,0,0,0.0498433,0,0,0,0,0,0.0270867,0,0.0266143,0.0358519,0,0,0.00907696,0,0,0.0367355,0.0376256,0.0252537,0.0277313,0.0130934,0.0420815,0.021179,0.0411621,0.038928,0.0307818,0.0336801,0.0403609,0.0212855,0.0252066,0.0256721,0.0518751,0,0.0184778,0.0272645,0,0.0254164,0.0454591,0,0,0.0178618,0,0,0.0378052,0.0585889,0.0564037,0.0150357,0.01548,0.0343123,0.0367945,0.0590024,0.0285459,0.055654,0.0381347,0.0412462,0.0643216,0.0193246,0.0468686,0.023457,0.0551473,0.0625345,0,0,0,0,0.0345928,0.0422109,0.0474106,0,0.0347102,0.0486932,0
527,0.0374176,0,0,0,0,0.0497804,0,0,0,0,0,0.0274322,0,0.0267638,0.0356371,0,0,0.00902194,0,0,0.0366957,0.0369051,0.0260285,0.0274364,0.0131125,0.0418347,0.0215876,0.0412083,0.0385061,0.0303324,0.033594,0.0398885,0.0211593,0.0252905,0.0256085,0.0515088,0,0.0184723,0.0266229,0,0.0256951,0.0454433,0,0,0.0177095,0,0,0.0377554,0.0588216,0.0569635,0.0152232,0.0157745,0.0347244,0.0367583,0.0593175,0.0278493,0.0555142,0.038055,0.0409794,0.0643157,0.0200687,0.0468138,0.0234293,0.0547955,0.0630406,0,0,0,0,0.0344751,0.0421718,0.0467205,0,0.0343907,0.049173,0
528,0.03749,0,0,0,0,0.0497991,0,0,0,0,0,0.0280469,0,0.0268332,0.0354513,0,0,0.00897347,0,0,0.0366265,0.0364595,0.0266901,0.0272457,0.0130336,0.0416299,0.0219931,0.0411884,0.0382233,0.0300485,0.033388,0.0392712,0.0209895,0.0253275,0.0253478,0.0509899,0,0.0184221,0.026559,0,0.026073,0.0455236,0,0,0.0177912,0,0,0.0377196,0.0589585,0.0574696,0.0153836,0.0163634,0.0352551,0.0367958,0.0595701,0.0273547,0.0555316,0.0380588,0.0407476,0.0644281,0.0209181,0.0467283,0.02334,0.0545099,0.06346,0,0,0,0,0.0344081,0.0421262,0.0457075,0,0.0340736,0.0495467,0
529,0.0375102,0,0,0,0,0.0498548,0,0,0,0,0,0.0284728,0,0.0267312,0.0353576,0,0,0.0089528,0,0,0.0366325,0.0361889,0.0271276,0.0272386,0.0129533,0.0415329,0.0224391,0.0410643,0.0381618,0.0298366,0.0330753,0.0387264,0.0207935,0.0253081,0.0251033,0.0505795,0,0.0184004,0.0275969,0,0.0274118,0.0456333,0,0,0.0180665,0,0,0.0377582,0.0593036,0.0577456,0.0157156,0.0167597,0.0356807,0.0369012,0.0591322,0.0266769,0.0554628,0.0376307,0.0402629,0.0651896,0.0207609,0.0466013,0.0232741,0.0543694,0.0636637,0,0,0,0,0.0342984,0.0420946,0.0444613,0,0.0337485,0.0497142,0
530,0.0374731,0,0,0,0,0.0499627,0,0,0,0,0,0.0286177,0,0.0268709,0.0353825,0,0,0.00894187,0,0,0.0367061,0.0360068,0.0274506,0.0273611,0.012851,0.0415581,0.0228955,0.0409588,0.0382571,0.0297266,0.0327237,0.0386331,0.0205927,0.0253049,0.0248441,0.0502136,0,0.0184127,0.028158,0,0.0280906,0.0457101,0,0,0.0183897,0,0,0.0378583,0.0594412,0.057811,0.0160122,0.0175316,0.0359747,0.0370251,0.0589394,0.0262063,0.0554504,0.03738,0.0400069,0.0656493,0.0213924,0.0464948,0.0231226,0.0543372,0.0637251,0,0,0,0,0.0342022,0.0420113,0.0432948,0,0.0335553,0.0499745,0
531,0.0374187,0,0,0,0,0.0500823,0,0,0,0,0,0.0285831,0,0.0270319,0.0355099,0,0,0.0089804,0,0,0.036842,0.0357443,0.0276354,0.0275731,0.0128583,0.0418466,0.0233758,0.0408781,0.0383263,0.02958,0.0324838,0.0385445,0.020507,0.0252867,0.0248116,0.0498155,0,0.0184475,0.0284177,0,0.0284917,0.0457473,0,0,0.0187041,0,0,0.0379753,0.0595633,0.0575182,0.0162794,0.018504,0.0361418,0.0371814,0.0588015,0.0257538,0.055438,0.0371502,0.0397295,0.0659327,0.0220494,0.0463356,0.0229206,0.0544183,0.0636576,0,0,0,0,0.0341505,0.0418626,0.0421748,0,0.0334021,0.050283,0
532,0.0369424,0,0,0,0,0.0509805,0,0,0,0,0,0.0287426,0,0.0271239,0.0357135,0,0,0.0115752,0,0,0.0530424,0.0353833,0.0277495,0.027922,0.0128655,0.0423553,0.025258,0.04085,0.0382949,0.0293622,0.0324579,0.0384303,0.0204,0.0252147,0.024624,0.0491248,0.0459618,0.0166547,0.0285064,0,0.0285075,0.0445754,0,0,0.0192328,0,0,0.038167,0.0596403,0.0568565,0.0164868,0.0195955,0.03632,0.0373389,0.0587965,0.0252824,0.0553732,0.0369213,0.0395058,0.066084,0.0224297,0.0458274,0.0227545,0.0553622,0.0633683,0,0,0,0,0.0341171,0.041799,0.0410199,0,0.0332304,0.0506156,0
533,0.0369014,0,0,0,0,0.050868,0,0,0,0,0,0.0290463,0,0.027176,0.036019,0,0,0.0115336,0,0,0.0531773,0.0348793,0.0277397,0.0283019,0.0129775,0.0426223,0.0256491,0.0407774,0.0380831,0.029095,0.0325258,0.0383549,0.0203562,0.0251157,0.0241396,0.0487003,0.0460551,0.0165307,0.02837,0,0.0281318,0.04447,0,0,0.0193898,0,0,0.0382288,0.0597126,0.0558639,0.0168228,0.0207223,0.0364616,0.0375209,0.0590107,0.0249229,0.0553452,0.036663,0.0392429,0.0660627,0.0229573,0.0455717,0.0226167,0.0556444,0.0631984,0,0,0,0,0.0340541,0.0416338,0.0398347,0,0.0330915,0.0510505,0
534,0.0368489,0,0,0,0,0.0508296,0,0,0,0,0,0.0293901,0,0.0271881,0.0363325,0,0,0.0115852,0,0,0.0532364,0.0345064,0.027669,0.0285182,0.0132338,0.0428301,0.0260297,0.0405619,0.0378124,0.0289753,0.0325505,0.0380912,0.0204536,0.0251192,0.0238602,0.0484581,0.0460343,0.0164797,0.027811,0,0.027451,0.0443538,0,0,0.0194326,0,0,0.0382868,0.0597113,0.0548522,0.0170308,0.0218304,0.036643,0.0376623,0.0593431,0.0246641,0.0555087,0.0364071,0.0390575,0.0661037,0.0242199,0.0453399,0.0224398,0.0559495,0.0631292,0,0,0,0,0.0339749,0.0415067,0.0389191,0,0.0329804,0.0515671,0
535,0.0367072,0,0,0,0,0.0508058,0,0,0,0,0,0.0296776,0,0.0272309,0.0367579,0,0,0.0116492,0,0,0.0531786,0.0341504,0.0276708,0.0287168,0.0135725,0.0429564,0.0264419,0.0403003,0.0375349,0.0289076,0.0325955,0.0377415,0.0206149,0.0251865,0.0237116,0.0483724,0.0460985,0.0165015,0.026724,0,0.0260879,0.0442077,0,0,0.0194323,0,0,0.0382814,0.0597085,0.0543728,0.0170527,0.0229069,0.0369721,0.0378017,0.0599676,0.0245761,0.0555077,0.0365315,0.0391489,0.0658394,0.026914,0.0453376,0.022277,0.0561971,0.0633691,0,0,0,0,0.0338591,0.0413776,0.0380356,0,0.033046,0.0521516,0
536,0.0365981,0,0,0,0,0.0507804,0,0,0,0,0,0.0299735,0,0.027428,0.037334,0,0,0.0116412,0,0,0.0531051,0.0337046,0.0277821,0.0289225,0.0138718,0.0429384,0.0268131,0.0400065,0.0373531,0.028873,0.0326903,0.037343,0.0207592,0.0252786,0.0234745,0.048403,0.0462202,0.0165312,0.0251878,0,0.023905,0.04411,0,0,0.0193689,0,0,0.0383286,0.059508,0.0547126,0.0169766,0.0240357,0.0373694,0.0379591,0.0612783,0.0246015,0.0552983,0.0372359,0.0398931,0.0651971,0.0311995,0.0454216,0.0220871,0.0563887,0.0638223,0,0,0,0,0.0336722,0.0412337,0.0371684,0,0.0333969,0.052909,0
537,0.0365557,0,0,0,0,0.0507692,0,0,0,0,0,0.0303748,0,0.027886,0.0377779,0,0,0.0115873,0,0,0.0530823,0.0333302,0.0279192,0.0291489,0.0140463,0.0427677,0.0269545,0.0397657,0.0372847,0.0288603,0.0326487,0.0371965,0.020838,0.0253999,0.0231555,0.0484842,0.0462796,0.0164922,0.0245777,0,0.0232508,0.0440768,0,0,0.019268,0,0,0.038423,0.0596808,0.0557657,0.016996,0.0242837,0.0377001,0.0381082,0.0614365,0.0246386,0.055479,0.0373643,0.0403889,0.0661188,0.033674,0.0454511,0.0218906,0.0564669,0.0640052,0,0,0,0,0.0335223,0.0410781,0.0363139,0,0.0336578,0.0531711,0
538,0.0365188,0,0,0,0,0.0508129,0,0,0,0,0,0.030651,0,0.0279436,0.038274,0,0,0.011529,0,0,0.0530742,0.03292,0.0276782,0.0293528,0.0142232,0.0425098,0.0270351,0.0395172,0.0372752,0.0288733,0.032341,0.0371813,0.0208356,0.0255745,0.0228299,0.048735,0.0462898,0.0164323,0.0247132,0,0.0216404,0.0440542,0,0,0.0192076,0,0,0.0385615,0.0596263,0.0566015,0.0170949,0.0248184,0.0381142,0.038249,0.062289,0.0248055,0.0557404,0.0378639,0.0408233,0.0664876,0.0381637,0.0453364,0.0217185,0.0563911,0.0641478,0,0,0,0,0.0332832,0.0409243,0.0354824,0,0.0339984,0.0535906,0
539,0.0364907,0,0,0,0,0.0508699,0,0,0,0,0,0.0309519,0,0.0279725,0.0386777,0,0,0.0114834,0,0,0.0529313,0.0325371,0.0277445,0.0294771,0.0143597,0.0421824,0.027081,0.0392727,0.0372482,0.0289129,0.0323604,0.0371217,0.0208257,0.025752,0.0225828,0.049026,0.0462557,0.0163841,0.0254133,0,0.0209146,0.0440564,0,0,0.019167,0,0,0.0386472,0.0596454,0.0573711,0.0171571,0.0251608,0.0383851,0.0383624,0.0627991,0.0249537,0.0561388,0.0382876,0.0410444,0.0672222,0.0420166,0.0452481,0.0215785,0.0562538,0.0643389,0,0,0,0,0.0330806,0.0407471,0.0347471,0,0.0343791,0.0538299,0
540,0.0364966,0,0,0,0,0.0508991,0,0,0,0,0,0.031481,0,0.0281642,0.0390038,0,0,0.0114477,0,0,0.0527132,0.0321861,0.0280036,0.029544,0.0144428,0.0417972,0.0271077,0.039076,0.0372274,0.0289675,0.0327261,0.0370495,0.0208145,0.0259003,0.0222543,0.0492542,0.0462798,0.0163949,0.0260754,0,0.0204301,0.044091,0,0,0.0191571,0,0,0.0386382,0.059685,0.0580571,0.017171,0.0254636,0.0385128,0.0384193,0.063183,0.0250526,0.0564182,0.0387749,0.0411859,0.0678298,0.0453093,0.0452543,0.021522,0.0561631,0.0645252,0,0,0,0,0.0329094,0.0406175,0.0340945,0,0.034734,0.0540336,0
541,0.0365392,0,0,0,0,0.0508883,0,0,0,0,0,0.0318151,0,0.0283957,0.0392034,0,0,0.0113941,0,0,0.0524876,0.0319163,0.0282173,0.0296428,0.014532,0.0414782,0.0271117,0.0388942,0.037327,0.0289989,0.0329574,0.0370103,0.0208333,0.0260284,0.0218082,0.0493779,0.0463307,0.0164499,0.0266655,0,0.0200628,0.0442288,0,0,0.0191871,0,0,0.0385753,0.059726,0.0587638,0.0172128,0.0258196,0.0385653,0.0384767,0.0634682,0.0251554,0.0566337,0.039296,0.041436,0.0683924,0.0480802,0.0452438,0.0215301,0.0561397,0.0646191,0,0,0,0,0.032721,0.0405349,0.0335563,0,0.0349627,0.0541828,0
542,0.0366137,0,0,0,0,0.0508558,0,0,0,0,0,0.0318263,0,0.0285812,0.0393504,0,0,0.0113874,0,0,0.0523436,0.0317117,0.028325,0.0297338,0.0146501,0.0412076,0.0271462,0.0387098,0.0374163,0.0290311,0.0329573,0.037014,0.0208343,0.0261009,0.0213704,0.0495911,0.0463572,0.0164815,0.0274651,0,0.0198174,0.0444094,0,0,0.0191996,0,0,0.0385124,0.0597531,0.0594526,0.0173042,0.0261156,0.0386136,0.0385502,0.0637011,0.025278,0.0569565,0.0398985,0.0417585,0.0689479,0.0505374,0.0452545,0.0215311,0.0561726,0.0646378,0,0,0,0,0.0325484,0.0404854,0.0331301,0,0.0351323,0.0543065,0
543,0.0367363,0,0,0,0,0.0507289,0,0,0,0,0,0.0318252,0,0.0287508,0.0394744,0,0,0.0113061,0,0,0.0523189,0.0315548,0.0283849,0.0297688,0.0148557,0.0410404,0.0273067,0.0385527,0.0375319,0.0290636,0.0330157,0.0369576,0.0208087,0.0261506,0.0209717,0.049707,0.0463616,0.0164076,0.0283249,0,0.0197793,0.0446977,0,0,0.0191029,0,0,0.038504,0.0597383,0.0600564,0.0173565,0.0263405,0.0385976,0.0386003,0.0638666,0.0253361,0.0573521,0.0404169,0.042113,0.0694867,0.0528128,0.0452617,0.0214792,0.0561602,0.0646387,0,0,0,0,0.0324062,0.0404515,0.0328248,0,0.0353594,0.0544207,0
544,0.0366959,0,0,0,0,0.0508641,0,0,0,0,0,0.031876,0,0.0289318,0.0395885,0,0,0.011287,0,0,0.0523599,0.0313732,0.0284086,0.0298223,0.0150641,0.0409358,0.0271897,0.038434,0.0375656,0.0290542,0.0330832,0.0368663,0.0207735,0.026146,0.0207377,0.049683,0.0462793,0.0163257,0.0290597,0,0.019856,0.0446294,0,0,0.019076,0,0,0.0385474,0.0596792,0.0606211,0.0174262,0.0265456,0.0386088,0.0386286,0.0640173,0.0253236,0.0577284,0.0407898,0.0424318,0.0699354,0.0547496,0.0453337,0.0214106,0.0563681,0.0647131,0,0,0,0,0.0322818,0.040466,0.0326074,0,0.0355037,0.0545125,0
545,0.0367252,0,0,0,0,0.0508718,0,0,0,0,0,0.0318585,0,0.0291635,0.0396766,0,0,0.0113162,0,0,0.0523723,0.0312015,0.0284403,0.0298591,0.0151245,0.0409014,0.0272728,0.0382768,0.0375644,0.028978,0.0331573,0.0367896,0.0207664,0.0260767,0.020686,0.049699,0.0462319,0.0163111,0.0296962,0,0.0198872,0.0446474,0,0,0.019106,0,0,0.0385801,0.0595682,0.0611562,0.0175189,0.0266369,0.0386545,0.038597,0.0642398,0.0253972,0.0579391,0.0410355,0.0426818,0.0702815,0.0562176,0.0453592,0.021345,0.0564238,0.0647503,0,0,0,0,0.0321161,0.040479,0.0324427,0,0.0355945,0.0546197,0
546,0.0367375,0,0,0,0,0.0508534,0,0,0,0,0,0.0318712,0,0.0292903,0.0397647,0,0,0.0113477,0,0,0.0523879,0.0310948,0.0284814,0.0299104,0.0151302,0.0408907,0.0274265,0.0381101,0.0375611,0.0289264,0.0332034,0.0367119,0.0208206,0.02606,0.0206125,0.0495573,0.0461867,0.0163209,0.030085,0,0.0199044,0.0446893,0,0,0.0191666,0,0,0.0385587,0.0593963,0.0616101,0.0176124,0.0266652,0.0387361,0.0385995,0.0644976,0.0255863,0.0579608,0.0411827,0.042736,0.0705294,0.0571096,0.0453079,0.0213293,0.0563994,0.0647131,0,0,0,0,0.0319096,0.0404813,0.0323443,0,0.0359431,0.0547273,0
547,0.0367185,0,0,0,0,0.0508285,0,0,0,0,0,0.0321478,0,0.0293456,0.0398406,0,0,0.0113707,0,0,0.0524904,0.0310562,0.0285109,0.0298907,0.015236,0.0408957,0.0276556,0.0379692,0.0375564,0.028916,0.0331626,0.03669,0.0208732,0.0260304,0.0204538,0.049401,0.0460606,0.0162189,0.0302204,0,0.0199877,0.0447076,0,0,0.0192022,0,0,0.0385295,0.0591546,0.0619674,0.0176289,0.0265305,0.0389102,0.0386281,0.0647818,0.0258116,0.0579918,0.0412007,0.0427039,0.0705031,0.057386,0.0452589,0.0213808,0.0563363,0.0647425,0,0,0,0,0.0317783,0.0405152,0.0324048,0,0.0364351,0.0548354,0
548,0.0367215,0,0,0,0,0.050772,0,0,0,0,0,0.0325195,0,0.029405,0.03991,0,0,0.0114149,0,0,0.0526277,0.0310084,0.0285209,0.0298669,0.0153877,0.0409747,0.0278876,0.037853,0.0375888,0.0289467,0.0330979,0.0366426,0.0209684,0.0259618,0.0201938,0.0491984,0.0460006,0.016154,0.0300604,0,0.0200729,0.0447408,0,0,0.0191836,0,0,0.03852,0.0589504,0.0622328,0.0176584,0.0262702,0.0391462,0.0385434,0.0650923,0.0259795,0.0580682,0.0411016,0.0428585,0.0704264,0.057024,0.045202,0.0214228,0.0562869,0.064754,0,0,0,0,0.031655,0.0405346,0.0324675,0,0.0367937,0.0549623,0
549,0.0367533,0,0,0,0,0.0507197,0,0,0,0,0,0.0327485,0,0.0294712,0.0399852,0,0,0.0114681,0,0,0.0527383,0.0309746,0.0285213,0.0298626,0.0155162,0.0411171,0.0280859,0.0377156,0.0375398,0.0289485,0.0329711,0.0366135,0.0211484,0.0259289,0.0197784,0.0489578,0.0460269,0.0161598,0.0297778,0,0.0201996,0.0446893,0,0,0.0191332,0,0,0.0385135,0.0588049,0.0623905,0.017713,0.0260071,0.0393794,0.0383902,0.0653854,0.0261211,0.0581863,0.0411898,0.043125,0.0704426,0.056241,0.0451386,0.0214285,0.056249,0.0647358,0,0,0,0,0.0314481,0.0405561,0.0325151,0,0.0371004,0.055078,0
550,0.0367742,0,0,0,0,0.0506513,0,0,0,0,0,0.0327164,0,0.0294967,0.0400617,0,0,0.0114566,0,0,0.0528374,0.0309521,0.028535,0.029815,0.0155633,0.0410311,0.0283257,0.0375655,0.0374252,0.0289792,0.0329599,0.0366281,0.0210336,0.0259647,0.0192944,0.0488361,0.0460612,0.016168,0.0295144,0,0.02028,0.0445715,0,0,0.0190508,0,0,0.0384876,0.0586947,0.0624457,0.017771,0.0256704,0.0395892,0.0382332,0.0655793,0.0262272,0.0583303,0.0413831,0.0433428,0.0705597,0.055268,0.0452416,0.0213733,0.0562459,0.0647046,0,0,0,0,0.0313091,0.0404911,0.0325737,0,0.0374058,0.0550895,0
551,0.036792,0,0,0,0,0.050597,0,0,0,0,0,0.0326714,0,0.0295634,0.0401191,0,0,0.0114454,0,0,0.052862,0.0309624,0.0285708,0.0296628,0.015592,0.0408497,0.0286311,0.0374422,0.0375561,0.0290463,0.0330494,0.0366557,0.0209582,0.0259658,0.0189105,0.0487577,0.0460652,0.0161504,0.0291859,0,0.0204667,0.0444568,0,0,0.0189353,0,0,0.0384903,0.0585439,0.0625041,0.0177838,0.0253829,0.0398236,0.0381037,0.0657009,0.0263494,0.0586454,0.0417031,0.0436387,0.0707466,0.0540792,0.0453296,0.0212824,0.0562796,0.0646381,0,0,0,0,0.0312012,0.0403635,0.0326556,0,0.037637,0.0550628,0
552,0.0368243,0,0,0,0,0.0505922,0,0,0,0,0,0.0327566,0,0.0296433,0.0401953,0,0,0.0114349,0,0,0.0528313,0.0309599,0.0285794,0.0295342,0.0156003,0.0406507,0.0289284,0.0373007,0.0376542,0.0290924,0.0330813,0.0366767,0.0209483,0.0259464,0.0187819,0.0486129,0.0460419,0.0161377,0.0288883,0,0.0206785,0.0443663,0,0,0.0188211,0,0,0.0385452,0.0583894,0.0624603,0.0178088,0.0251553,0.0400711,0.0380108,0.0658518,0.0265359,0.0590418,0.0420079,0.044009,0.0709314,0.0528203,0.0453664,0.0212175,0.0562871,0.0646831,0,0,0,0,0.0310532,0.0401687,0.0327605,0,0.0378607,0.0550833,0
553,0.0369045,0,0,0,0,0.0505793,0,0,0,0,0,0.0328998,0,0.029696,0.0402984,0,0,0.0114561,0,0,0.0528142,0.0309212,0.0285621,0.0294564,0.0156054,0.0405087,0.0290595,0.0371461,0.0377202,0.0291577,0.0329982,0.0367068,0.0209646,0.0259336,0.0187021,0.0485381,0.0460085,0.0161293,0.0286649,0,0.0206968,0.044328,0,0,0.0186903,0,0,0.0385113,0.0582161,0.0622464,0.0178056,0.0248624,0.0402118,0.0378659,0.0660228,0.0267442,0.0592358,0.04225,0.0444676,0.0710082,0.0517477,0.0454279,0.0212969,0.056226,0.0648859,0,0,0,0,0.030901,0.0400943,0.0328813,0,0.0381023,0.0551328,0
554,0.0370112,0,0,0,0,0.0505367,0,0,0,0,0,0.033053,0,0.0296457,0.0404121,0,0,0.0114551,0,0,0.0527678,0.0309083,0.0285112,0.02944,0.0156025,0.0403645,0.0291828,0.0370292,0.0377772,0.0292013,0.0329661,0.0367345,0.0209547,0.0258988,0.0184901,0.0485586,0.0459805,0.0160982,0.0284158,0,0.0206366,0.0442942,0,0,0.0184894,0,0,0.0383821,0.0580835,0.06214,0.0178501,0.0246091,0.0402817,0.037615,0.0661334,0.0270111,0.0593104,0.0424119,0.0448502,0.0711101,0.0507904,0.0454886,0.0213688,0.056091,0.0651649,0,0,0,0,0.0306849,0.0400776,0.0329701,0,0.0383513,0.0551824,0
555,0.037126,0,0,0,0,0.0504811,0,0,0,0,0,0.0332075,0,0.0294449,0.0404916,0,0,0.0114657,0,0,0.0527124,0.0309447,0.0284547,0.0293328,0.0156089,0.0402083,0.0293247,0.0369436,0.0378599,0.0292297,0.0330174,0.0367441,0.0209256,0.025757,0.0182043,0.0485375,0.0459392,0.0160495,0.0281872,0,0.0204868,0.0442545,0,0,0.0182871,0,0,0.0382624,0.0579629,0.0620727,0.017907,0.0243708,0.0402534,0.0373742,0.0662574,0.0272099,0.059475,0.0425144,0.0450361,0.0712309,0.0499653,0.0455827,0.0213896,0.05594,0.0653978,0,0,0,0,0.0303563,0.04001,0.0331388,0,0.0386433,0.0552351,0
