Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x74,RTHIA,x76,x80,,x75
1365,0.0484508,0,0,0,0,0.044809,0,0,0,0,0,0,0.0343554,0,0.0292637,0.0284563,0,0,0.0154896,0,0,0.0527625,0.0448942,0.0318601,0,0.0177077,0.0492679,0.0291844,0.0340088,0.0339399,0.0360143,0.0370822,0.0329977,0.0370932,0.0203504,0.0252928,0.0198047,0.0433658,0.0338398,0.0131717,0.0475069,0,0.0279348,0.0373102,0.0482335,0,0,0.0234936,0,0,0.0244937,0.0438671,0.0406883,0.0173985,0.0217127,0.0469341,0.0540904,0.0469856,0.0556466,0.0393224,0.067997,0.0478707,0.0499225,0.0740666,0.00750405,0.0367227,0.0185713,0.0118315,0.0457951,0.0699432,0,0,0,0,0.0724845,0,0,0,0
1366,0.0485822,0,0,0,0,0.0447309,0,0,0,0,0,0,0.0324376,0,0.0293901,0.0280498,0,0,0.0153629,0,0,0.0525089,0.0443034,0.0318883,0,0.017667,0.0490447,0.0286783,0.0340589,0.0344895,0.0355297,0.0360011,0.0332704,0.0374192,0.0204704,0.0251077,0.0218593,0.043307,0.0337777,0.0131393,0.0472933,0,0.0271734,0.0358894,0.0483703,0,0,0.0235016,0,0,0.0244286,0.0441508,0.0404967,0.0176591,0.0186214,0.0466749,0.054415,0,0.0576625,0.0408573,0.0656354,0.0449561,0.048495,0.0729142,0.0083119,0.0366617,0.0186826,0.0119103,0.0459472,0.0697873,0,0,0,0,0.0752763,0,0,0,0
1367,0.0485381,0,0,0,0,0.0446073,0,0,0,0,0,0,0.031744,0,0.0295213,0.0272656,0,0,0.0152306,0,0,0.0523618,0.0438869,0.0318889,0,0.0178693,0.049374,0.0284669,0.0336165,0.0347212,0.0356181,0.0355878,0.0332115,0.0378934,0.0204035,0.0251008,0.0227324,0.0432288,0.0338484,0.0131705,0.0455378,0,0.0265374,0.0352994,0.0484353,0,0,0.0235225,0,0,0.024345,0.0442599,0.0418896,0.0170246,0.0180271,0.0471537,0.0545166,0,0.057722,0.0400586,0.0649447,0.0439339,0.0481177,0.0726469,0.0085436,0.0364841,0.0186262,0.0119218,0.0456972,0.0702711,0,0,0,0,0.074763,0,0,0,0
1368,0.0484625,0,0,0,0,0.0445052,0,0,0,0,0,0,0.0317604,0,0.0297914,0.0275373,0,0,0.0153565,0,0,0.052341,0.0440542,0.0319163,0,0.0178756,0.0504435,0.0288408,0.03308,0.0347927,0.036206,0.035743,0.0329398,0.0381793,0.0200411,0.0250939,0.0228762,0.0430478,0.0337182,0.0131524,0.0424622,0,0.026408,0.0354975,0.048649,0,0,0.0208709,0,0,0.0163309,0.0441178,0.0446211,0.0152385,0.0208383,0.0483217,0.0537643,0.0455612,0.0560287,0.0367898,0.0656224,0.0444451,0.0483839,0.0730049,0.00963495,0.036919,0,0.00726156,0.0451551,0.0710876,0,0,0,0,0.0713522,0,0,0,0
1369,0.0483804,0,0,0,0,0.0442859,0,0,0,0,0,0,0.030774,0,0.0298267,0.0279088,0,0,0.0153869,0,0,0.0524072,0.0436613,0.0317735,0,0.0177266,0.0497078,0.0289864,0.0328192,0.0348715,0.0361919,0.0353401,0.0329692,0.0386791,0.0199655,0.0249483,0.0239813,0.0431161,0.0338865,0.0131704,0.0390388,0,0.0255292,0.0351275,0.0484103,0,0,0.0240015,0,0,0.0239586,0.0444381,0.0457192,0.0153128,0.0201075,0.0480095,0.0544597,0.0455706,0.0563528,0.0357471,0.0652046,0.043908,0.0482354,0.0731652,0.0117797,0.036289,0.0179924,0.0117984,0.0451098,0.0714277,0,0,0,0,0.0715757,0,0,0,0
1370,0.0485304,0,0,0,0,0.0441533,0,0,0,0,0,0,0.0285152,0,0.0297174,0.0283188,0,0,0.0154432,0,0,0.0523919,0.0430123,0.0319525,0,0.0173617,0.0488709,0.0285074,0.0328834,0.0357285,0.0358477,0.0339112,0.0330562,0.0381506,0.0198601,0.0244718,0.0267344,0.0432026,0.033881,0.0131871,0.0351642,0,0.0233442,0.033489,0.0484583,0,0,0.0235745,0,0,0.0239045,0.0453637,0.0450676,0.0162173,0.0156471,0.0475024,0.0544618,0,0.0583006,0.036824,0.0642148,0.0427967,0.0479498,0.0733361,0.0138365,0.0362733,0.0185171,0.011674,0.0451035,0.0710757,0,0,0,0,0.0747514,0,0,0,0
1371,0.0485505,0,0,0,0,0.044123,0,0,0,0,0,0,0.027345,0,0.0295331,0.0290639,0,0,0.0155205,0,0,0.0524042,0.0428822,0.0321631,0,0.0169299,0.0491027,0.0286005,0.0328527,0.0363338,0.036029,0.0332604,0.0326568,0.0376071,0.0196226,0.0241102,0.0283123,0.0431312,0.0335821,0.0130526,0.0314523,0,0.021944,0.0327121,0.0486421,0,0,0.0209352,0,0,0.0149339,0.0457526,0.0461874,0.0159469,0.0151284,0.0478737,0.0536324,0,0.0585643,0.035142,0.064305,0.0426133,0.0480345,0.0736833,0.0185275,0.0367632,0,0.00649563,0.0448816,0.0710097,0,0,0,0,0.0752346,0,0,0,0
1372,0.048408,0,0,0,0,0.0440606,0,0,0,0,0,0,0.0265611,0,0.0293676,0.0288024,0,0,0.0155422,0,0,0.0525107,0.0422168,0.0321733,0,0.0167313,0.0488078,0.0286669,0.0324958,0.0366578,0.0362083,0.0326664,0.0323583,0.037511,0.0194528,0.0237201,0.0292995,0.0431747,0.0338355,0.0131836,0.0279869,0,0.0204953,0.0321041,0.0486043,0,0,0.0209032,0,0,0.01548,0.0462128,0.0474735,0.0160528,0.0147514,0.0481755,0.053483,0,0.0587327,0.0333789,0.0643519,0.0425837,0.0481986,0.0738558,0.0239485,0.036628,0,0.00646789,0.0447994,0.0710567,0,0,0,0,0.0758849,0,0,0,0
1373,0.0480639,0,0,0,0,0.0439553,0,0,0,0,0,0,0.0265897,0,0.0292949,0.029432,0,0,0.0155686,0,0,0.0527274,0.0416055,0.0319001,0,0.0168007,0.0484369,0.0294235,0.0317419,0.0363288,0.0366493,0.0326616,0.0322335,0.0375322,0.0192447,0.0235655,0.0288463,0.0431371,0.0340522,0.0132297,0.0252873,0,0.019974,0.0325065,0.0482579,0,0,0.0236328,0,0,0.0235998,0.0466055,0.0504774,0.0155638,0.0181791,0.048489,0.0540914,0.0445571,0.057054,0.0295762,0.0651133,0.0436323,0.0486314,0.0741595,0.0332526,0.0357743,0.0183748,0.0114053,0.0444201,0.0716913,0,0,0,0,0.0729615,0,0,0,0
1374,0.0480823,0,0,0,0,0.0439459,0,0,0,0,0,0,0.0245002,0,0.0292941,0.0291928,0,0,0.0155715,0,0,0.0527682,0.040559,0.0320282,0,0.0166748,0.0478272,0.0289717,0.0318577,0.037083,0.0365211,0.0312741,0.0322901,0.0375057,0.0192063,0.023134,0.0312365,0.0432056,0.034167,0.0132523,0.0227732,0,0.0181294,0.0310031,0.0482238,0,0,0.023473,0,0,0.0236544,0.046663,0.0495107,0.0163833,0.0147849,0.0479804,0.0540637,0,0.0594177,0.0304417,0.0641466,0.0426208,0.0481438,0.0739643,0.0368578,0.035746,0.0185466,0.0112615,0.0443251,0.0711345,0,0,0,0,0.0773679,0,0,0,0
1375,0.0481799,0,0,0,0,0.043925,0,0,0,0,0,0,0.0220493,0,0.0292728,0,0,0,0.0155603,0,0,0.052698,0.0372061,0.0346476,0,0.0158951,0.0462052,0.0282301,0.0305153,0.039413,0.0383019,0.0280293,0.0304782,0.0352784,0.0175025,0.0220106,0.0351272,0.043498,0.0342091,0.0132974,0.0213395,0,0.0169278,0.0299666,0.04834,0,0,0.0234468,0,0,0.0238335,0.0495402,0.0489416,0.0180128,0.0124165,0.0476338,0.0547665,0,0.0606063,0,0.0630666,0.042068,0.0476695,0.0734339,0.040123,0.035802,0.0185116,0.0111616,0.044957,0.0703084,0,0,0,0,0.0782453,0,0,0,0
1376,0.0476883,0,0,0,0,0.0439467,0,0,0,0,0,0,0.0237989,0,0.029388,0.0306481,0,0,0.015444,0,0,0.0529916,0.0396925,0.0319291,0,0.0165419,0.047836,0.029917,0.0312774,0.0373267,0.0371277,0.0308322,0.0321223,0.0374055,0.0190127,0.0230471,0.0318922,0.0432753,0.0340599,0.0130791,0.0236802,0,0.0181067,0.0314778,0.0479687,0,0,0.0235671,0,0,0.024043,0.0466293,0.0536969,0.0157946,0.0184489,0.048537,0.0538805,0.0430622,0.0578107,0.0262938,0.0643922,0.0436809,0.0485462,0.0743185,0.0514941,0.0357475,0.0185618,0.0113161,0.0445896,0.0714546,0,0,0,0,0.0748169,0,0,0,0
1377,0.0476539,0,0,0,0,0.0440753,0,0,0,0,0,0,0.0227691,0,0.0292224,0.0303771,0,0,0.0154117,0,0,0.0529478,0.0393552,0.0318235,0,0.0160498,0.0474704,0.0298151,0.0316711,0.0379837,0.0368491,0.029918,0.0321592,0.0374703,0.0191185,0.0229513,0.0333837,0.0432181,0.0340585,0.0131122,0.0238224,0,0.0166064,0.0302408,0.0479078,0,0,0.0234615,0,0,0.0240186,0.0460546,0.0528294,0.0160686,0.016025,0.0480133,0.0537226,0,0.060092,0.0276282,0.0638299,0.0428559,0.0485631,0.0745281,0.0540494,0.0358666,0.0184639,0.0112134,0.0448888,0.0707198,0,0,0,0,0.0787593,0,0,0,0
1378,0.047555,0,0,0,0,0.0441846,0,0,0,0,0,0,0.0229751,0,0.0287393,0.0289771,0,0,0.0152975,0,0,0.0529919,0.0405432,0.0299303,0,0.017888,0.0476057,0.0303925,0,0.0392376,0.035349,0.0292243,0.0333596,0.0382662,0.019942,0.0233928,0.0322353,0.0430246,0.0340632,0.0130153,0.0257859,0,0.0163195,0.0300571,0.0476308,0,0,0.0234695,0,0,0.0239159,0.045219,0.0541676,0.0154777,0.0165613,0.0478425,0.0532218,0,0.0600391,0.0269549,0.0638585,0.0431751,0.0485449,0.0747775,0.0598968,0.0358761,0.0183729,0.0111916,0.0450527,0.0703464,0,0,0,0,0.0790096,0,0,0,0
1379,0.0473017,0,0,0,0,0.0443148,0,0,0,0,0,0,0.021988,0,0.0292435,0.0306209,0,0,0.0153312,0,0,0.0529382,0.0386347,0.0314063,0,0.0159569,0.047574,0.0301744,0.0318436,0.0381409,0.0369601,0.0292474,0.0322795,0.0374111,0.0191032,0.0228916,0.0343241,0.0431286,0.0341064,0.0130469,0.026916,0,0.016462,0.0300298,0.0477997,0,0,0.0234619,0,0,0.0239137,0.0461627,0.0548633,0.0156567,0.017213,0.0484227,0.0535995,0,0.0593029,0.0267393,0.0641854,0.0434631,0.0485401,0.0755281,0.0621521,0.0357178,0.0182684,0.0111718,0.044959,0.0704873,0,0,0,0,0.0783664,0,0,0,0
1380,0.0470482,0,0,0,0,0.0443623,0,0,0,0,0,0,0.0228318,0,0.0292698,0.030787,0,0,0.0153489,0,0,0.0530165,0.0383518,0.0311244,0,0.0160234,0.0480527,0.0306343,0.0315421,0.0377377,0.0373061,0.029595,0.0321,0.0373302,0.0190155,0.0230253,0.0333366,0.043154,0.0339328,0.0128248,0.0298188,0,0.0180479,0.0309007,0.0477833,0,0,0.0233603,0,0,0.0239864,0.0469921,0.0578462,0.0150673,0.0204718,0.0492127,0.0534685,0.0419621,0.057471,0.024699,0.0645107,0.0444261,0.0483539,0.0773075,0.0672645,0.0356543,0.0182105,0.0112668,0.0448907,0.0708292,0,0,0,0,0.0743131,0,0,0,0
1381,0.0469695,0,0,0,0,0.0444431,0,0,0,0,0,0,0.0221019,0,0.0291764,0.029815,0,0,0.0153136,0,0,0.0529171,0.0380342,0.0309457,0,0.0158803,0.0481355,0.0304966,0.0324117,0.0382274,0.037082,0.0289524,0.0321693,0.0374074,0.019158,0.0228868,0.034745,0.0433321,0.0339863,0.0128305,0.0301722,0,0.0165806,0.0297508,0.0477981,0,0,0.0232079,0,0,0.0240277,0.046981,0.0559945,0.015244,0.0186683,0.0487324,0.053277,0,0.0616685,0.0263302,0.0645683,0.0440404,0.0484629,0.0778501,0.067567,0.0356229,0.018224,0.0112586,0.0450114,0.0702648,0,0,0,0,0.0774599,0,0,0,0
1382,0.0466486,0,0,0,0,0.0445353,0,0,0,0,0,0,0.0229257,0,0.0292269,0.0304798,0,0,0.0151918,0,0,0.0530568,0.0382375,0.0304756,0,0.0158554,0.0487238,0.0311304,0.0323572,0.0380228,0.0373464,0.0296029,0.0321047,0.0375586,0.0190933,0.0231627,0.0337844,0.0431206,0.0340225,0.0127791,0.0325029,0,0.0175055,0.0307597,0.0477325,0,0,0.0231813,0,0,0.0241855,0.0478006,0.0587795,0.0142314,0.0218271,0.0491836,0.0530136,0.0411675,0.0618448,0.0244337,0.0647193,0.044763,0.0482216,0.0758871,0.0722124,0.0355419,0.0181244,0.0113567,0.0446978,0.07072,0,0,0,0,0.0738222,0,0,0,0
1383,0.046609,0,0,0,0,0.0446121,0,0,0,0,0,0,0.0229426,0,0.0291357,0.0304844,0,0,0.0150425,0,0,0.0529693,0.038558,0.0303334,0,0.0156357,0.0486748,0.0306636,0.0326356,0.0384253,0.0374884,0.0297537,0.0319944,0.037598,0.0189154,0.0234,0.0339264,0.0433287,0.034127,0.0127703,0.0337131,0,0.0178865,0.031241,0.0478489,0,0,0.0231224,0,0,0.0242795,0.0478828,0.0600146,0.014741,0.0228527,0.0489271,0.0527858,0.0409901,0.0479689,0.0247582,0.0637023,0.0438952,0.0474018,0.074561,0.0743133,0.0356326,0.0182658,0.0113542,0.0450052,0.0703047,0,0,0,0,0.0740034,0,0,0,0
1384,0.0469676,0,0,0,0,0.044789,0,0,0,0,0,0,0.0222331,0,0.0293972,0.0282174,0,0,0.0148315,0,0,0.0526352,0.0406426,0.0304902,0,0.0153209,0.0476602,0.0287328,0.0343091,0.0394669,0.0372157,0.0298596,0.0318694,0.0376157,0.0190288,0.0235555,0.0352537,0.0442916,0.0343514,0.0128638,0.0445103,0,0.0185158,0.0332009,0.0481291,0,0,0.0229311,0,0,0.0242172,0.0458393,0.0541308,0.0191732,0.0212382,0.0477346,0.0523191,0,0,0.028288,0.0600509,0.0418786,0.0447932,0.0715084,0,0.0360863,0.018436,0.011378,0.0458823,0.0680888,0,0,0,0,0.0790507,0,0,0,0
1385,0.0468368,0,0,0,0,0.0449334,0,0,0,0,0,0,0.0208972,0,0.0293156,0.0305259,0,0,0.0147026,0,0,0.0524518,0.0390484,0.0309819,0,0.0152466,0.0468277,0.0273493,0.0336913,0.0402693,0.037451,0.0288772,0.0314587,0.0370066,0.0185635,0.0234341,0.0369364,0.0449004,0.0345669,0.0129739,0.034042,0,0.0196413,0.0330184,0.0485839,0,0,0.0229829,0,0,0.0243012,0.0478772,0.0626057,0.020478,0.0243969,0.0481194,0.0526369,0,0.0525648,0.0288494,0.0592956,0.0387633,0.0441371,0.0724636,0.0752365,0.0362281,0.0184674,0.0114522,0.0461044,0.0675467,0,0,0,0,0.0808515,0,0,0,0
1386,0.0465913,0,0,0,0,0.0449532,0,0,0,0,0,0,0.0205866,0,0.0293692,0.0300216,0,0,0.0146388,0,0,0.052655,0.0393269,0.0306784,0,0.0151048,0.0483823,0.0282036,0.0338477,0.0403012,0.0373685,0.0293724,0.0315677,0.0371746,0.0188912,0.0237674,0.0365569,0.0446865,0.0345961,0.0129647,0.0333915,0,0.0160475,0.0316263,0.0486232,0,0,0.0211238,0,0,0.0153538,0.0480463,0.0581308,0.017588,0.0218323,0.0478354,0.0513095,0,0,0.0283907,0.0617992,0.0406042,0.0458543,0.0749686,0.0750328,0.0366707,0,0.00759626,0.0456961,0.0683053,0,0,0,0,0.0806787,0,0,0,0
1387,0.0457114,0,0,0,0,0.0450032,0,0,0,0,0,0,0.022768,0,0.0308125,0.0313189,0,0,0.015264,0,0,0.052872,0.0376896,0.0298714,0,0.014844,0.0490349,0.0293983,0.0325888,0.0396525,0.0373254,0.0296412,0.031758,0.0379778,0.0189342,0.0232333,0.0333916,0.043891,0.0343198,0.0132743,0.0273018,0,0.0229497,0.0300709,0.0489928,0,0,0.022376,0,0,0.0254107,0.0506698,0.0632065,0.0147294,0.0267785,0.04839,0.0520263,0.0412896,0.0499312,0.0240562,0.0631519,0.0398839,0.0462253,0.0774154,0.0684214,0.0360592,0.0183421,0.012211,0.0451825,0.070171,0,0,0,0,0.0742909,0,0,0,0
1388,0.0454248,0,0,0,0,0.0451054,0,0,0,0,0,0,0.0229149,0,0.0308465,0.0313202,0,0,0.0151413,0,0,0.0530581,0.0377879,0.0294296,0,0.0148026,0.0493926,0.0296361,0.0329585,0.0397775,0.037221,0.0297968,0.0320558,0.0381873,0.0188008,0.0234883,0.0338402,0.0438232,0.0343949,0.0132012,0.0274143,0,0.0226172,0.0294957,0.0490851,0,0,0.022527,0,0,0.0255843,0.0512465,0.0630524,0.0138362,0.0270168,0.0479286,0.051813,0.0409327,0.0644164,0.0231943,0.0637464,0.0405286,0.046825,0.0780921,0.0693719,0.0360674,0.0185014,0.0124005,0.0451573,0.0705382,0,0,0,0,0.0723944,0,0,0,0
1389,0.0452497,0,0,0,0,0.0452275,0,0,0,0,0,0,0.022773,0,0.0309293,0.0317134,0,0,0.0150677,0,0,0.0531235,0.0381626,0.0295034,0,0.0147475,0.0492645,0.0293505,0.0333702,0.0402418,0.037199,0.0299168,0.0322429,0.0382469,0.0186317,0.0235323,0.0342187,0.0440282,0.034489,0.0131413,0.0274351,0,0.0226708,0.029557,0.0492049,0,0,0.0226503,0,0,0.0256891,0.0513786,0.0632441,0.0137716,0.0274516,0.0473813,0.0515323,0.0404612,0.0624002,0.0229437,0.0637387,0.0404055,0.0469011,0.0783305,0.0697181,0.036059,0.0187825,0.0125323,0.0451745,0.0703384,0,0,0,0,0.0717921,0,0,0,0
1390,0.045098,0,0,0,0,0.0453353,0,0,0,0,0,0,0.0222708,0,0.0309866,0.0322793,0,0,0.0149699,0,0,0.0531516,0.0385923,0.0297226,0,0.0146954,0.0491274,0.0291044,0.0337944,0.0409948,0.0370403,0.0299483,0.0323003,0.0382499,0.0185473,0.0233632,0.0346984,0.0442688,0.034536,0.0130245,0.0275607,0,0.0226824,0.029773,0.0492706,0,0,0.0228094,0,0,0.0258381,0.0513284,0.0633349,0.0135291,0.0278662,0.0468307,0.0512484,0.0399497,0.0596116,0.0225198,0.0636403,0.0401883,0.0470405,0.0786666,0.0695452,0.0362314,0.0190705,0.0126446,0.0451559,0.0700938,0,0,0,0,0.0718397,0,0,0,0
1391,0.044957,0,0,0,0,0.0453931,0,0,0,0,0,0,0.0218572,0,0.0309973,0.0314125,0,0,0.0148402,0,0,0.0531503,0.0387717,0.0298156,0,0.0146061,0.0492254,0.0288376,0.0339393,0.0414322,0.0369395,0.0300258,0.0321535,0.038348,0.0185133,0.0232017,0.0350403,0.0444354,0.0346454,0.0129182,0.0275381,0,0.0225563,0.0300864,0.0493436,0,0,0.0229949,0,0,0.0260089,0.0512625,0.0632862,0.0132481,0.0280612,0.0466108,0.0510254,0.039452,0.0589858,0.0220042,0.0634821,0.0400572,0.0467721,0.0787791,0.0689634,0.0364407,0.0192472,0.0128857,0.0454004,0.0700254,0,0,0,0,0.0717377,0,0,0,0
1392,0.0450271,0,0,0,0,0.0456151,0,0,0,0,0,0,0.0213241,0,0.0309092,0.0314147,0,0,0.0145993,0,0,0.0527268,0.0395371,0.0303604,0,0.014135,0.0480918,0.0268991,0.0345889,0.0422468,0.0372842,0.029787,0.0312749,0.0378983,0.0181541,0.0230411,0.0360134,0.0454588,0.0348012,0.0133356,0.0262911,0,0.0225597,0.0326182,0.0494503,0,0,0.0230171,0,0,0.0259265,0.049997,0.0627529,0.0155428,0.0280583,0.0463557,0.0507675,0.0414423,0,0.0239263,0.0619175,0.0373771,0.0451031,0.0778823,0.0658649,0.0369164,0.0195684,0.0129284,0.0461532,0.0684659,0,0,0,0,0.0763816,0,0,0,0
1393,0.0446981,0,0,0,0,0.0453758,0,0,0,0,0,0,0.0206439,0,0.0311387,0.032036,0,0,0.0145413,0,0,0.0529787,0.0395339,0.0300521,0,0.0143605,0.0492363,0.0286986,0.0347282,0.0422424,0.0370014,0.0298752,0.0317754,0.0383743,0.0185156,0.0231733,0.036747,0.0445402,0.0349936,0.0129979,0.0273765,0,0.0225918,0.0306961,0.0492827,0,0,0.0233833,0,0,0.0262099,0.0509481,0.0634161,0.0125131,0.0281631,0.0457827,0.0506216,0.0384433,0.0593113,0.0211153,0.0632286,0.0401495,0.0466191,0.0784032,0.068548,0.0366833,0.0195727,0.013429,0.0458301,0.0696922,0,0,0,0,0.0711315,0,0,0,0
1394,0.0445569,0,0,0,0,0.0454953,0,0,0,0,0,0,0.0180286,0,0.029282,0.0317201,0,0,0.0139006,0,0,0.0530695,0.0410572,0.0301736,0,0.014292,0.0495308,0.0293919,0.035665,0.0422956,0.0372579,0.0305918,0.0324386,0.0377603,0.0190445,0.0243274,0.0407971,0.0446921,0.0354112,0.012649,0.0367015,0,0.0166382,0.0318106,0.0485629,0,0,0.0242901,0,0,0.0257747,0.0503684,0.0616703,0.0111501,0.0263443,0.0446099,0.0502347,0.0379796,0.0565415,0.0213357,0.0627706,0.0441749,0.0467045,0.0755501,0.0811162,0.0366766,0.0201079,0.013262,0.0462738,0.0693955,0,0,0,0,0.0682562,0,0,0,0
1395,0.044962,0,0,0,0,0.0452544,0,0,0,0,0,0,0.0177722,0,0.0291398,0.0315491,0,0,0.0139869,0,0,0.0530151,0.0413758,0.0306049,0,0.0140876,0.0500067,0.0290591,0.0360407,0.0427692,0.0372584,0.0304344,0.0323003,0.037569,0.0188402,0.0242491,0.0417058,0.0447711,0.035332,0.0126383,0.0362712,0,0.0166022,0.0321469,0.0485158,0,0,0.0227101,0,0,0.015719,0.050152,0.0615626,0.0108161,0.0259376,0.0446219,0.0493599,0.0377205,0.0561647,0.0212458,0.062655,0.0443028,0.0467162,0.0754058,0.0805491,0.0371931,0,0.00898533,0.0462253,0.0692901,0,0,0,0,0.0682742,0,0,0,0
1396,0.0445173,0,0,0,0,0.0453011,0,0,0,0,0,0,0.0197211,0,0.0310506,0.0318707,0,0,0.0144813,0,0,0.0527276,0.0404899,0.0307911,0,0.0142646,0.0492159,0.0281603,0.0358357,0.0435452,0.0368121,0.0295996,0.0315434,0.0381471,0.0180973,0.0229344,0.0388339,0.044705,0.0352107,0.0132137,0.0262484,0,0.022267,0.0320488,0.0490853,0,0,0.0237023,0,0,0.0262985,0.050641,0.0627952,0.0118189,0.0269924,0.044852,0.0503143,0.0378601,0.0583707,0.0209532,0.0627883,0.0404899,0.0466122,0.0776887,0.0669213,0.0371471,0.0202731,0.0140408,0.0464874,0.0692053,0,0,0,0,0.0708154,0,0,0,0
1397,0.044392,0,0,0,0,0.0454076,0,0,0,0,0,0,0.016939,0,0.028805,0.0310825,0,0,0.0139778,0,0,0.0528515,0.0416786,0.0305256,0,0.0137893,0.0496833,0.0286263,0.0365002,0.0432378,0.0371234,0.0306668,0.0315317,0.0373834,0.0188152,0.0244784,0.0432256,0.0448649,0.0354886,0.0128237,0.035081,0,0.0165041,0.0333805,0.0484722,0,0,0.0244127,0,0,0.0257738,0.0502677,0.0610862,0.0106905,0.0250251,0.0438732,0.0499284,0.0374273,0.0558296,0.0217184,0.0625223,0.0444624,0.0472588,0.0752492,0.0784259,0.0370045,0.0208163,0.0138738,0.0468819,0.0689647,0,0,0,0,0.068221,0,0,0,0
1398,0.0443247,0,0,0,0,0.0455835,0,0,0,0,0,0,0.0166836,0,0.0287845,0.0310526,0,0,0.0139871,0,0,0.0527515,0.0420621,0.0305765,0,0.0136647,0.0498023,0.0284003,0.0367537,0.0436947,0.0371369,0.0309465,0.0316483,0.0373943,0.0187753,0.0244505,0.0436916,0.0450152,0.0355588,0.0127919,0.0347504,0,0.0165048,0.0340153,0.048473,0,0,0.0244079,0,0,0.0256553,0.0503792,0.060746,0.0106016,0.0244346,0.0435968,0.0497589,0.0373672,0.0558905,0.0219462,0.0624858,0.0445342,0.047447,0.0750477,0.077411,0.0369089,0.0210907,0.0140363,0.047007,0.0687991,0,0,0,0,0.0680152,0,0,0,0
1399,0.0442952,0,0,0,0,0.0460032,0,0,0,0,0,0,0.0163722,0,0.0287607,0.0311038,0,0,0.0139479,0,0,0.0525465,0.0425413,0.0306491,0,0.0136804,0.0499068,0.0281607,0.0370175,0.0440066,0.0372003,0.0311299,0.0317901,0.037631,0.0187263,0.0244602,0.0442426,0.0451418,0.0358532,0.0129581,0.0345475,0,0.0162417,0.0346328,0.0484659,0,0,0.0244956,0,0,0.025789,0.0505079,0.0602049,0.0104197,0.0235954,0.0433391,0.049554,0.0375353,0.0560055,0.0223261,0.0624253,0.0443977,0.0472394,0.0748426,0.0768713,0.0369204,0.0214529,0.0140842,0.0470778,0.0686721,0,0,0,0,0.067534,0,0,0,0
1400,0.0445191,0,0,0,0,0.0463335,0,0,0,0,0,0,0.0162212,0,0.0288294,0.0303529,0,0,0.0140493,0,0,0.0521449,0.0439407,0.0310167,0,0.013204,0.0493498,0.0267203,0.0377525,0.0441882,0.0372986,0.0316951,0.0314573,0.0375029,0.0185016,0.0244576,0.0445569,0.0457609,0.0362279,0.0132742,0.0301858,0,0.0151717,0.0371601,0.0486075,0,0,0.0243681,0,0,0.026105,0.0479574,0.057375,0.0123464,0.0225491,0.0426477,0.0491017,0.0431748,0.0622671,0.0242901,0.0614076,0.0403458,0.0450163,0.0740907,0.0675459,0.0371384,0.0218781,0.0139964,0.0474883,0.0674731,0,0,0,0,0,0,0,0,0
1401,0.0445016,0,0,0,0,0.0464596,0,0,0,0,0,0,0.0160047,0,0.0288524,0.0302229,0,0,0.0142533,0,0,0.0522609,0.0444164,0.0311143,0,0.0129688,0.0495512,0.0265079,0.0381213,0.0438718,0.0372493,0.0319368,0.0313243,0.0374041,0.0184515,0.0245002,0.0447796,0.0457793,0.0362152,0.0132401,0.0294403,0,0.0154852,0.0377944,0.0486209,0,0,0.0241567,0,0,0.0265576,0.0482181,0.057027,0.0119642,0.0216481,0.0423368,0.0486017,0.0434044,0.0622118,0.0248865,0.0612945,0.0401795,0.0445679,0.0736734,0.066476,0.0371593,0.0228142,0.0137832,0.0476563,0.0674257,0,0,0,0,0,0,0,0,0
1402,0.0449057,0,0,0,0,0.0462577,0,0,0,0,0,0,0.0154811,0,0.0289444,0.0302417,0,0,0.0143784,0,0,0.0524286,0.044969,0.0313157,0,0.0128178,0.0500133,0.0261988,0.0385124,0.0439843,0.0372693,0.0323393,0.031253,0.0374376,0.0183928,0.0246108,0.0454014,0.0460292,0.0363744,0.0133553,0.0288283,0,0.0157994,0.038455,0.0485273,0,0,0.0233082,0,0,0.0164247,0.0484166,0.0567518,0.0115505,0.0208307,0.0421817,0.0476696,0.0436206,0.0620414,0.0255788,0.0611852,0.0398265,0.0443291,0.0731752,0.0652258,0.0374177,0,0.00965565,0.0475364,0.0674067,0,0,0,0,0,0,0,0,0
