Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x74,RTHIA,x76,x80,,x75
560,0.0470128,0,0,0,0,0.0425884,0,0,0,0,0,0,0.0358113,0,0.0267613,0.0266532,0,0,0.0108023,0,0,0.0402276,0.120406,0.0265191,0.020725,0.0133252,0.0481362,0.0188804,0.115419,0.0466163,0.0381378,0.0367104,0.0354092,0.0408606,0.0232917,0.028716,0.0210508,0.0447708,0,0.0199171,0.0275241,0,0.0223327,0.0496017,0.0483456,0,0,0.0257134,0,0,0.0259012,0.0522285,0.0521005,0.0172908,0.0128887,0.0349162,0.0464065,0.034395,0.0474635,0.0226582,0.0585143,0.0393148,0.0441861,0.0677955,0.0164318,0.0361113,0.0241949,0.0142916,0.0464304,0.0632679,0,0,0,0,0.0601331,0,0,0,0
561,0.0468416,0,0,0,0,0.0424396,0,0,0,0,0,0,0.0345222,0,0.0266923,0.0264526,0,0,0.0107378,0,0,0.0400126,0.119701,0.0275968,0.020339,0.013212,0.0477113,0.0191178,0.115964,0.046601,0.0370822,0.0361057,0.0343126,0.0403285,0.022533,0.028497,0.0225518,0.0449941,0,0.019837,0.0267918,0,0.0224685,0.0491393,0.0484959,0,0,0.0256877,0,0,0.0258839,0.0522998,0.0526672,0.017143,0.0131404,0.0349957,0.0464221,0.0340533,0.0478062,0.0220311,0.058415,0.0392534,0.0439918,0.0678579,0.0171664,0.0360321,0.0242931,0.0142391,0.046296,0.063605,0,0,0,0,0.0604093,0,0,0,0
562,0.0467207,0,0,0,0,0.0423845,0,0,0,0,0,0,0.0331289,0,0.0266652,0.0259579,0,0,0.0107267,0,0,0.0398314,0.119345,0.028394,0.0200229,0.0132694,0.0472142,0.0192985,0.116549,0.0465807,0.0366597,0.0357434,0.033429,0.0398081,0.0216093,0.0280453,0.0240547,0.0451522,0,0.019785,0.0259812,0,0.0227585,0.048524,0.0487136,0,0,0.0256442,0,0,0.0259599,0.0523743,0.0531075,0.0170967,0.0136441,0.03516,0.0465804,0.033666,0.0481432,0.0214048,0.0582319,0.0392556,0.0437281,0.0679472,0.0183391,0.0358761,0.0243622,0.0141587,0.0461018,0.0640994,0,0,0,0,0.0605783,0,0,0,0
563,0.0467014,0,0,0,0,0.0423623,0,0,0,0,0,0,0.0318104,0,0.0266447,0.0253025,0,0,0.010774,0,0,0.0397139,0.119404,0.0286357,0.0199321,0.0132217,0.046895,0.0194213,0.11698,0.0461951,0.036799,0.0353493,0.0328639,0.0394796,0.0208838,0.0274817,0.0252104,0.0452691,0,0.0197842,0.0256813,0,0.0232327,0.047727,0.0489926,0,0,0.0257064,0,0,0.0261797,0.0524216,0.0535759,0.0169721,0.0144058,0.0354593,0.0468811,0.0332734,0.0483078,0.0208362,0.0581329,0.0393104,0.0434592,0.0679369,0.0196684,0.0358278,0.0244337,0.0140237,0.0458749,0.064432,0,0,0,0,0.0606423,0,0,0,0
564,0.0467208,0,0,0,0,0.0423539,0,0,0,0,0,0,0.0305745,0,0.0266265,0.0246467,0,0,0.0108054,0,0,0.0396869,0.119574,0.0282796,0.0200872,0.0130448,0.0467562,0.0195053,0.117203,0.045856,0.0371731,0.0347272,0.032604,0.0392983,0.020498,0.0268106,0.0258825,0.0454327,0,0.0197837,0.0261493,0,0.0238271,0.0469744,0.0493141,0,0,0.0257597,0,0,0.0263441,0.0524465,0.0540256,0.0167653,0.0151589,0.035737,0.047314,0.0330524,0.0484774,0.0204831,0.0580254,0.0393823,0.0431497,0.0679483,0.0211245,0.0356255,0.0243654,0.0138646,0.045665,0.0648984,0,0,0,0,0.06065,0,0,0,0
565,0.0467342,0,0,0,0,0.0423367,0,0,0,0,0,0,0.0295298,0,0.0265156,0.0239564,0,0,0.010815,0,0,0.0396801,0.119811,0.027452,0.020414,0.0128411,0.0468306,0.0195456,0.11728,0.0457789,0.0374834,0.0339194,0.0325299,0.0392086,0.0204292,0.0260745,0.0261797,0.0456404,0,0.0197885,0.026586,0,0.024568,0.0462368,0.0495867,0,0,0.0261667,0,0,0.026276,0.0523604,0.0543352,0.0165783,0.0161917,0.0360393,0.0478415,0.032945,0.0485999,0.0201457,0.0582548,0.0394816,0.0426814,0.0681835,0.0229893,0.0354732,0.0239248,0.0138696,0.0454255,0.0652026,0,0,0,0,0.0605811,0,0,0,0
566,0.0475849,0,0,0,0,0.0418299,0,0,0,0,0,0,0.0284864,0,0.0264709,0.0235827,0,0,0.0108136,0,0,0.0394529,0.119871,0.0264411,0.0210724,0.0127225,0.0470611,0.0197781,0.117253,0.0455286,0.0375677,0.0331036,0.0326465,0.0391924,0.0205033,0.0253635,0.0261961,0.0460573,0,0.0197263,0.0265309,0,0.0252639,0.0456991,0.0495629,0,0,0.0237924,0,0,0.0320991,0.0522315,0.0543052,0.016262,0.0172784,0.0363657,0.0478605,0.03281,0.04878,0.0200636,0.058365,0.0395954,0.0422567,0.0685348,0.0249801,0.0344692,0.0162666,0,0.0448208,0.0654381,0,0,0,0,0.060478,0,0,0,0
567,0.0469585,0,0,0,0,0.0422903,0,0,0,0,0,0,0.0276088,0,0.0264342,0.0233947,0,0,0.0109125,0,0,0.0393833,0.119788,0.0255598,0.0217621,0.0127208,0.0476822,0.0199344,0.117176,0.0452107,0.0375325,0.0323609,0.0328878,0.0391275,0.0205582,0.0247224,0.0261046,0.046037,0,0.0196552,0.0265059,0,0.0258768,0.0450996,0.0503002,0,0,0.0260646,0,0,0.0264177,0.0519863,0.0541493,0.0160668,0.0185285,0.037018,0.0484486,0.032665,0.049001,0.019967,0.0584085,0.0398132,0.0420382,0.0687733,0.0268402,0.0351633,0.0240403,0.0136478,0.0449819,0.0649245,0,0,0,0,0.0604341,0,0,0,0
568,0.0470764,0,0,0,0,0.0421991,0,0,0,0,0,0,0.0268819,0,0.0264665,0.0233429,0,0,0.010944,0,0,0.0392832,0.119458,0.0246682,0.0224034,0.0129213,0.0483165,0.0202283,0.1172,0.0447639,0.0373975,0.0317878,0.0331565,0.0391944,0.0206744,0.0241897,0.0259895,0.0461543,0,0.0195989,0.0268767,0,0.0262182,0.0444679,0.0504929,0,0,0.0260612,0,0,0.0263959,0.0518469,0.053791,0.015898,0.0198303,0.0374399,0.048657,0.0324944,0.0491678,0.0197524,0.0582289,0.0399479,0.0420494,0.0690507,0.0281576,0.0350702,0.0238979,0.0136224,0.0448307,0.0643887,0,0,0,0,0.0603438,0,0,0,0
569,0.0471026,0,0,0,0,0.0420828,0,0,0,0,0,0,0.0263473,0,0.0265243,0.0235184,0,0,0.0109638,0,0,0.039223,0.119005,0.0239245,0.0229411,0.0131535,0.0489676,0.0206046,0.11728,0.044305,0.0372848,0.0313895,0.0333496,0.0393157,0.0208052,0.0238132,0.0261843,0.0462204,0,0.0195442,0.0264832,0,0.0258766,0.0437079,0.0506246,0,0,0.0259765,0,0,0.0263436,0.0516609,0.0531895,0.0157812,0.0212156,0.0377398,0.0488744,0.0323407,0.0494035,0.0194514,0.0579598,0.0398993,0.0417771,0.0691365,0.0296487,0.0349894,0.0237273,0.0135937,0.0447661,0.0650672,0,0,0,0,0.0604319,0,0,0,0
570,0.0471074,0,0,0,0,0.0419676,0,0,0,0,0,0,0.0258885,0,0.0266565,0.023793,0,0,0.0109653,0,0,0.0392487,0.118408,0.0234522,0.0233528,0.0133606,0.0494786,0.0210822,0.117399,0.0438733,0.037268,0.0312222,0.0334939,0.0394425,0.0209225,0.0235958,0.0263999,0.0461303,0,0.0195059,0.0256143,0,0.0250737,0.0425784,0.0505224,0,0,0.025914,0,0,0.0263139,0.0514487,0.0523213,0.0155818,0.0226828,0.0380765,0.049,0.0320587,0.049722,0.0191253,0.0575529,0.03968,0.0413332,0.0690944,0.0316653,0.0348358,0.0235866,0.0135627,0.0447132,0.0651808,0,0,0,0,0.0605325,0,0,0,0
571,0.0470887,0,0,0,0,0.041856,0,0,0,0,0,0,0.0257061,0,0.0268203,0.0240963,0,0,0.0110092,0,0,0.0393463,0.11779,0.0232211,0.0235838,0.0135208,0.0496578,0.0216789,0.117511,0.0435001,0.0372192,0.0312994,0.0336002,0.039468,0.0209662,0.0236039,0.0264989,0.0459387,0,0.0194663,0.0243814,0,0.0236901,0.0412084,0.0502697,0,0,0.0258257,0,0,0.0262527,0.0511359,0.0512103,0.0153331,0.0241682,0.0385168,0.0490412,0.0316544,0.0501067,0.0188357,0.0571299,0.0394323,0.0408856,0.0688656,0.0344885,0.0345737,0.0235318,0.0135509,0.0446262,0.0647448,0,0,0,0,0.0607179,0,0,0,0
572,0.0470714,0,0,0,0,0.0417799,0,0,0,0,0,0,0.0254983,0,0.0271031,0.024326,0,0,0.0110915,0,0,0.0393914,0.117041,0.0231572,0.0237551,0.0136703,0.0495727,0.0223434,0.117615,0.0432504,0.03712,0.0313133,0.0336586,0.0394662,0.0209898,0.0237464,0.026808,0.0457244,0,0.0193919,0.0234984,0,0.0218433,0.0402389,0.0500741,0,0,0.025801,0,0,0.026133,0.0507915,0.0505142,0.015414,0.0259232,0.039025,0.0489411,0.0314483,0.0504892,0.0185223,0.0567337,0.0392787,0.0404165,0.0684554,0.0384131,0.0344897,0.0234452,0.0135391,0.0445581,0.0646927,0,0,0,0,0.061128,0,0,0,0
573,0.0469918,0,0,0,0,0.0417513,0,0,0,0,0,0,0.0253259,0,0.0274181,0.0242743,0,0,0.0111563,0,0,0.0394241,0.11655,0.0232337,0.0238799,0.0137581,0.0492319,0.0230006,0.117717,0.0430863,0.0369549,0.0313186,0.033692,0.0394898,0.0209579,0.0239871,0.0271811,0.0455096,0,0.0193276,0.0232623,0,0.0205491,0.0391041,0.0498879,0,0,0.025825,0,0,0.026017,0.050591,0.0508381,0.0153965,0.0272008,0.0395472,0.0487996,0.0311556,0.0508836,0.0183392,0.0565915,0.039186,0.0401737,0.0685274,0.0431258,0.0345826,0.0233976,0.0135215,0.0444653,0.0653462,0,0,0,0,0.0614664,0,0,0,0
574,0.0469061,0,0,0,0,0.041708,0,0,0,0,0,0,0.025179,0,0.0277331,0.0243869,0,0,0.0111953,0,0,0.0394788,0.116179,0.0233178,0.0240259,0.0138742,0.0487825,0.0236364,0.117831,0.0428249,0.0367137,0.0313632,0.0337468,0.0395693,0.0209374,0.0242548,0.0274348,0.0452344,0,0.0192891,0.024275,0,0.019154,0.0377193,0.0496722,0,0,0.0259107,0,0,0.0259827,0.0504754,0.0521534,0.0150389,0.0279434,0.0399782,0.0486682,0.0313894,0.0514564,0.0182907,0.0566707,0.0392459,0.0405294,0.0689143,0.0496212,0.0347089,0.0233712,0.0134936,0.0442951,0.0650596,0,0,0,0,0.0620435,0,0,0,0
575,0.0469605,0,0,0,0,0.0416237,0,0,0,0,0,0,0.0279997,0,0.0282591,0.0250767,0,0,0.0112963,0,0,0.039622,0.116385,0.023377,0.0239821,0.0134777,0.0463662,0.0244851,0.11808,0.0420362,0.0377464,0.0334033,0.0333559,0.0392749,0.0203767,0.0248426,0.0236321,0.0449015,0,0.0193153,0.0283498,0,0.0175775,0,0.0495166,0,0,0.02598,0,0,0.0260264,0.0477639,0.0549189,0.0191501,0.0274021,0.0380694,0.0493173,0.0321622,0.0544482,0.0188334,0.056157,0.0391314,0.0408459,0.0694591,0.0615901,0.0345783,0.0233036,0.0133971,0.0447641,0.0640666,0,0,0,0,0.0643796,0,0,0,0
576,0.0468129,0,0,0,0,0.0415799,0,0,0,0,0,0,0.0274368,0,0.0286191,0.0256372,0,0,0.0112769,0,0,0.0397649,0.115796,0.0233974,0.0243902,0.0138355,0.0460804,0.0250233,0.118146,0.0416588,0.0377198,0.0332648,0.0335743,0.0393368,0.0205317,0.0249546,0.0242067,0.0447803,0,0.0193108,0.0316112,0,0.0169703,0,0.0494697,0,0,0.0259832,0,0,0.0260608,0.0480152,0.0573099,0.0186546,0.0278587,0.0383517,0.0492378,0.0325333,0.0551929,0.0192141,0.0568353,0.0392595,0.0412932,0.0702645,0.070204,0.0344257,0.0232684,0.0133474,0.0445771,0.0644891,0,0,0,0,0.0651457,0,0,0,0
577,0.0470084,0,0,0,0,0.0416749,0,0,0,0,0,0,0.0266841,0,0.0289532,0.0262972,0,0,0.0116618,0,0,0.0394632,0.114858,0.023223,0.0234063,0.0142814,0.0451933,0.0245653,0.118216,0.0413383,0.0372549,0.0326224,0.0337204,0.0398992,0.0208692,0.0246809,0.0245953,0.0445343,0,0.0197483,0.0253936,0,0.0235279,0,0.0503317,0,0,0.0248793,0,0,0.0266613,0.0489671,0.061718,0.0189416,0.0292377,0.0394196,0.0495113,0.0333933,0.0579845,0.0193693,0.0569583,0.0348972,0.0408672,0.0731273,0.0648247,0.0347296,0.0228189,0.0140638,0.0444526,0.0649394,0,0,0,0,0.0682509,0,0,0,0
578,0.0469376,0,0,0,0,0.0416543,0,0,0,0,0,0,0.0261861,0,0.0291897,0.0266562,0,0,0.0116574,0,0,0.039456,0.114625,0.0230871,0.0235538,0.0144031,0.0450273,0.0247946,0.11826,0.0411657,0.0370889,0.0324334,0.0338912,0.0401147,0.0209758,0.0244745,0.0247328,0.0445525,0,0.0198266,0.0270549,0,0.0244802,0,0.0504822,0,0,0.0248559,0,0,0.0266112,0.0491923,0.0642386,0.0185676,0.0302421,0.0397656,0.0495011,0.033819,0.0584562,0.019768,0.0570881,0.0346363,0.040928,0.0739341,0.0688293,0.0348029,0.0228785,0.0141304,0.0443223,0.0652531,0,0,0,0,0.0688806,0,0,0,0
579,0.047547,0,0,0,0,0.0416247,0,0,0,0,0,0,0.0257579,0,0.029559,0.0272068,0,0,0.0116679,0,0,0.0393574,0.114385,0.0229096,0.0236421,0.0145672,0.0449646,0.0248693,0.118275,0.040962,0.0369801,0.0323081,0.0340688,0.0402388,0.0210621,0.0242907,0.0248135,0.0446255,0,0.0198287,0.0284512,0,0.0250109,0,0.0505908,0,0,0.0249217,0,0,0.0265143,0.0493625,0.066201,0.0182437,0.0311884,0.0400682,0.0495719,0.0341189,0.0587394,0.0200932,0.0572941,0.0345637,0.0409594,0.0746469,0.0717909,0.034903,0.0228362,0.0141555,0.0441893,0.0655721,0,0,0,0,0.0692513,0,0,0,0
580,0.0478832,0,0,0,0,0.0414733,0,0,0,0,0,0,0.0255625,0,0.029771,0.0278085,0,0,0.0116948,0,0,0.0392563,0.114004,0.0226586,0.0237149,0.0147534,0.0450383,0.0248495,0.118354,0.0407301,0.0369283,0.0322504,0.0340805,0.0403083,0.0212029,0.0241563,0.0248133,0.0446359,0,0.019778,0.0292439,0,0.0250219,0,0.0507208,0,0,0.0248711,0,0,0.0263868,0.0494952,0.0674812,0.0180154,0.0322448,0.0402975,0.0496734,0.034283,0.0588931,0.0203798,0.0575465,0.0349112,0.0413284,0.0753455,0.0740304,0.0350151,0.0226579,0.0141367,0.0439953,0.0658563,0,0,0,0,0.0693597,0,0,0,0
581,0.0477876,0,0,0,0,0.0414092,0,0,0,0,0,0,0.0256156,0,0.0298383,0.0280774,0,0,0.0116741,0,0,0.0391089,0.113796,0.0224391,0.0238899,0.0149144,0.0450527,0.0247607,0.11843,0.0405104,0.0368931,0.0321815,0.0340185,0.0403311,0.021285,0.0240318,0.0247211,0.0447346,0,0.0197994,0.0295988,0,0.0248742,0,0.0506031,0,0,0.0248197,0,0,0.0262935,0.0493833,0.0679094,0.0178475,0.0329078,0.0402608,0.0499225,0.0346291,0.0590552,0.0205754,0.0578676,0.0353523,0.0419683,0.0761899,0.0749868,0.0350734,0.0225781,0.0140277,0.0439827,0.06605,0,0,0,0,0.0694865,0,0,0,0
582,0.0477696,0,0,0,0,0.0412374,0,0,0,0,0,0,0.0257998,0,0.0299948,0.0282643,0,0,0.0116182,0,0,0.0391205,0.113526,0.022265,0.0239595,0.0149826,0.0450441,0.0246453,0.118523,0.0401744,0.0367999,0.0321837,0.0341009,0.0403567,0.0213741,0.0240385,0.0244518,0.0447714,0,0.0198327,0.0297454,0,0.0247271,0,0.0506859,0,0,0.0248447,0,0,0.0262037,0.0492559,0.067759,0.0175705,0.0333704,0.0403271,0.0501847,0.0348806,0.0591299,0.0206951,0.0583263,0.035956,0.0424976,0.0769528,0.0749481,0.0349761,0.0224689,0.0140224,0.0439297,0.0662127,0,0,0,0,0.0694778,0,0,0,0
583,0.0478542,0,0,0,0,0.0410192,0,0,0,0,0,0,0.0260206,0,0.0301332,0.0285898,0,0,0.0115217,0,0,0.039142,0.113311,0.0221867,0.0240498,0.0150203,0.0451205,0.0245583,0.118646,0.0398197,0.0366854,0.0322495,0.0342462,0.0404387,0.0214812,0.0242108,0.0240895,0.0448422,0,0.0198368,0.0295536,0,0.0246042,0,0.0509144,0,0,0.0249687,0,0,0.0260911,0.0490524,0.0675249,0.0174891,0.0337218,0.0403819,0.0503203,0.0350748,0.0590984,0.0207146,0.0587903,0.0366291,0.042962,0.0775234,0.0741225,0.0349068,0.0223154,0.014064,0.0438364,0.0662286,0,0,0,0,0.0694361,0,0,0,0
584,0.0479604,0,0,0,0,0.0409341,0,0,0,0,0,0,0.0264125,0,0.0302533,0.0287979,0,0,0.0115184,0,0,0.0390946,0.113309,0.0221887,0.0241618,0.0151155,0.0452532,0.0244973,0.118725,0.0395229,0.0369612,0.0323065,0.034306,0.0405567,0.0215734,0.0243772,0.0236644,0.0448966,0,0.0198082,0.0290859,0,0.0244617,0,0.0510921,0,0,0.0250477,0,0,0.0259373,0.0488747,0.0672012,0.0174066,0.0339349,0.0404276,0.0504215,0.035369,0.0590433,0.0207064,0.0590237,0.0372058,0.0433233,0.0777987,0.0727113,0.0348403,0.0221128,0.0140438,0.0438245,0.0662539,0,0,0,0,0.0694437,0,0,0,0
585,0.048157,0,0,0,0,0.0408292,0,0,0,0,0,0,0.0267787,0,0.0303123,0.0288641,0,0,0.0115143,0,0,0.039072,0.113198,0.0221761,0.0242185,0.0152147,0.0452257,0.0244808,0.11882,0.0391457,0.0372577,0.0324733,0.0343936,0.0406013,0.0216898,0.0245988,0.0232938,0.0449953,0,0.0197213,0.0284214,0,0.0243925,0,0.0511793,0,0,0.0251664,0,0,0.0257999,0.0486982,0.0668709,0.0171788,0.0339334,0.0405727,0.0505014,0.0356063,0.0589952,0.0206494,0.0589705,0.0375992,0.0436157,0.0777826,0.0708787,0.0348261,0.021927,0.0140046,0.043769,0.066237,0,0,0,0,0.0694133,0,0,0,0
586,0.0482279,0,0,0,0,0.0408044,0,0,0,0,0,0,0.0272569,0,0.0303806,0.0286932,0,0,0.0115443,0,0,0.0390476,0.113129,0.0222184,0.0242048,0.0153139,0.045083,0.0244698,0.118914,0.0388687,0.037427,0.0326349,0.0345152,0.0405685,0.0216812,0.0247248,0.0226916,0.0450089,0,0.0196726,0.0277341,0,0.0243364,0,0.0512895,0,0,0.0251592,0,0,0.0256363,0.0484865,0.0665389,0.0172298,0.0337044,0.0407174,0.0506044,0.0358901,0.0590073,0.0207195,0.059212,0.037763,0.0439,0.0773997,0.0688693,0.034799,0.0217953,0.0139646,0.0437683,0.0661678,0,0,0,0,0.0694741,0,0,0,0
587,0.0483234,0,0,0,0,0.0407553,0,0,0,0,0,0,0.0277537,0,0.0303373,0.0285505,0,0,0.0115158,0,0,0.0389831,0.113025,0.0223126,0.0241937,0.0154444,0.0450317,0.0245158,0.119068,0.0385449,0.0375241,0.0327949,0.0346391,0.040497,0.021673,0.024814,0.0221065,0.0450475,0,0.0196215,0.0270587,0,0.0243226,0,0.0512398,0,0,0.0251348,0,0,0.0254263,0.0481955,0.0662127,0.01727,0.0332461,0.0408323,0.0507139,0.0362141,0.0590128,0.0207142,0.0593193,0.037818,0.0439371,0.0769509,0.0667665,0.0348172,0.0217059,0.013904,0.0436758,0.0661556,0,0,0,0,0.0696071,0,0,0,0
588,0.0488617,0,0,0,0,0.0404551,0,0,0,0,0,0,0.0283769,0,0.030428,0.0277224,0,0,0.0109784,0,0,0.0391726,0.113982,0.0226783,0.0254965,0.0153167,0.0451576,0.0249961,0.119083,0.0390166,0.0377321,0.0327543,0.0342801,0.0399703,0.0213481,0.0247738,0.0219354,0.0453467,0,0.0192585,0.0353399,0,0.0164831,0,0.0505632,0,0,0.0259553,0,0,0.0245866,0.0461754,0.0617982,0.0182843,0.0303718,0.0393941,0.0503101,0,0.0577363,0.0213136,0.059572,0.0424138,0.044924,0.0750731,0.0765436,0.0343549,0.0222766,0.0129273,0.043586,0.0658687,0,0,0,0,0.0697871,0,0,0,0
589,0.0485372,0,0,0,0,0.0405588,0,0,0,0,0,0,0.0284811,0,0.0305254,0.0299785,0,0,0.0115859,0,0,0.0387894,0.112874,0.0222122,0.0242395,0.0158233,0.0447866,0.0247428,0.119366,0.0379053,0.0377243,0.0328461,0.0347246,0.0403857,0.021708,0.0247211,0.0216812,0.0449035,0,0.0194663,0.0263823,0,0.0241684,0,0.0511854,0,0,0.0247606,0,0,0.0251946,0.0477063,0.0650282,0.0171897,0.0323561,0.0407148,0.0508746,0.0370278,0.0591214,0.0208168,0.0588894,0.0383349,0.0440133,0.0765119,0.063123,0.0346025,0.0214524,0.0135525,0.0433295,0.0665029,0,0,0,0,0.069999,0,0,0,0
590,0.0487152,0,0,0,0,0.0404578,0,0,0,0,0,0,0.0288384,0,0.0306946,0.0302645,0,0,0.0116225,0,0,0.0387739,0.112851,0.0220915,0.0242635,0.0158284,0.0447006,0.024836,0.119408,0.0377633,0.0379139,0.033001,0.0347064,0.0403624,0.0216995,0.024841,0.0213693,0.0449206,0,0.0194039,0.0261472,0,0.0244553,0,0.0511283,0,0,0.0245567,0,0,0.025162,0.0474496,0.0646715,0.0170471,0.0319778,0.0406676,0.0508941,0.0376023,0.0590132,0.020785,0.0591179,0.0387404,0.0444105,0.0766395,0.0617126,0.0346392,0.021321,0.0133742,0.0431213,0.0665523,0,0,0,0,0.0701209,0,0,0,0
591,0.0493194,0,0,0,0,0.0402222,0,0,0,0,0,0,0.0294262,0,0.0311057,0.0286363,0,0,0.0111781,0,0,0.039021,0.113838,0.022335,0.0254215,0.0156594,0.0448414,0.0251899,0.119203,0.038568,0.0380872,0.0328403,0.034299,0.0399205,0.0213201,0.0247484,0.0207653,0.045293,0,0.0191557,0.0328721,0,0.0176672,0,0.050581,0,0,0.0252822,0,0,0.0244194,0.0457781,0.0611263,0.0182625,0.0291762,0.0392901,0.050538,0,0.0577808,0.0215465,0.0599674,0.0431804,0.0460417,0.0757612,0.0711834,0.0344706,0.0217089,0.0124288,0.0430535,0.0659896,0,0,0,0,0.0702615,0,0,0,0
592,0.0491254,0,0,0,0,0.0402875,0,0,0,0,0,0,0.028946,0,0.0308268,0.0294419,0,0,0.0117581,0,0,0.0387507,0.112729,0.0220912,0.0240224,0.0163342,0.0444384,0.0248805,0.119358,0.0374085,0.0382548,0.0331287,0.0346618,0.0402422,0.0217904,0.0248291,0.020925,0.0450047,0,0.0194279,0.0255724,0,0.0240734,0,0.0511386,0,0,0.0242111,0,0,0.0248526,0.0474035,0.0642208,0.0174078,0.0308929,0.0407551,0.0511847,0.0375311,0.0589402,0.0210195,0.0597613,0.0394741,0.0453526,0.0773546,0.0597962,0.0347391,0.0209589,0.0129183,0.0427871,0.0664614,0,0,0,0,0.0701995,0,0,0,0
593,0.0493036,0,0,0,0,0.0401117,0,0,0,0,0,0,0.0288875,0,0.0306927,0.0297407,0,0,0.0117695,0,0,0.03868,0.112508,0.0220901,0.0238731,0.0164547,0.0441625,0.0248705,0.119351,0.0371148,0.0383621,0.0332062,0.0346711,0.0402477,0.0218861,0.0247698,0.0209246,0.0450228,0,0.019377,0.0256043,0,0.0235713,0,0.0510841,0,0,0.0241209,0,0,0.0245309,0.0473952,0.0638226,0.0174296,0.0300283,0.0408293,0.0512308,0.0376942,0.0589214,0.0210956,0.0604316,0.0400759,0.0459774,0.0776061,0.0594035,0.0347198,0.0208053,0.0126966,0.0425854,0.0665805,0,0,0,0,0.070323,0,0,0,0
594,0.0493428,0,0,0,0,0.0399155,0,0,0,0,0,0,0.028871,0,0.0306641,0.030452,0,0,0.0118132,0,0,0.0385685,0.112234,0.0221038,0.0237516,0.0165524,0.0439713,0.0248796,0.119347,0.0368996,0.0384275,0.0332257,0.0347101,0.0402412,0.0218567,0.0245845,0.0210367,0.0450932,0,0.0193211,0.0260097,0,0.0229288,0,0.051084,0,0,0.0238902,0,0,0.0241921,0.0473812,0.0629649,0.0174303,0.0289746,0.0408791,0.0513694,0.0381613,0.0590375,0.0213053,0.0611492,0.0407674,0.046661,0.0777198,0.0596981,0.0347506,0.0206688,0.0125139,0.0424379,0.0665904,0,0,0,0,0.0707358,0,0,0,0
595,0.0495188,0,0,0,0,0.0396939,0,0,0,0,0,0,0.0288567,0,0.0308995,0.0305953,0,0,0.011815,0,0,0.0384854,0.11219,0.0222449,0.0236144,0.0165911,0.0437763,0.0248948,0.119318,0.0367575,0.0385216,0.0332472,0.0347953,0.040192,0.0217951,0.0247502,0.0210873,0.0451555,0,0.0192923,0.0263261,0,0.0224861,0,0.051065,0,0,0.0236556,0,0,0.0239578,0.0473404,0.0624253,0.0174356,0.0281675,0.0410272,0.0514939,0.0387294,0.0592426,0.0215654,0.0617556,0.0412781,0.0471726,0.0780713,0.0600725,0.0348335,0.0204917,0.0123026,0.0422667,0.0665815,0,0,0,0,0.0713216,0,0,0,0
596,0.049687,0,0,0,0,0.0395418,0,0,0,0,0,0,0.028991,0,0.0309972,0.031454,0,0,0.0118718,0,0,0.038464,0.112231,0.0223411,0.0235616,0.0166087,0.0435882,0.0249946,0.11927,0.0365953,0.0386476,0.0333615,0.0349177,0.0401282,0.0217711,0.0249043,0.0208936,0.0452944,0,0.0193506,0.0264327,0,0.0224434,0,0.0509186,0,0,0.0234534,0,0,0.0237858,0.0471028,0.062298,0.017701,0.0273263,0.0409528,0.0516414,0.0394976,0.0595174,0.0218271,0.0622896,0.0416924,0.0476142,0.0784968,0.060438,0.035093,0.0203322,0.0120569,0.042173,0.0666615,0,0,0,0,0.0720831,0,0,0,0
597,0.0499,0,0,0,0,0.0393446,0,0,0,0,0,0,0.0292518,0,0.031017,0.0324211,0,0,0.0120127,0,0,0.0385523,0.112188,0.0222481,0.0235219,0.0164959,0.043544,0.024908,0.119186,0.036285,0.0388803,0.0334953,0.035027,0.0400612,0.0217495,0.0250462,0.0205411,0.0453659,0,0.0194142,0.0265513,0,0.0223772,0,0.0508852,0,0,0.0232962,0,0,0.0237312,0.0469346,0.0621297,0.0178242,0.0263427,0.0409043,0.0517145,0.040286,0.0596925,0.0221524,0.0628061,0.0420972,0.0480692,0.0787432,0.0606833,0.0352408,0.0202131,0.0118445,0.042013,0.0668198,0,0,0,0,0.0727748,0,0,0,0
