Timestep,C7,CBL,CBR,CFR,CLAV,IMUL_B,L5FT,L5HD,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LILC,LKNE,LPSI,LSHO,LTHIA,LTHIP,LTIB,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,REAR,RELB,RFIN,RFRM,RGTR,RILC,RPSI,RSHO,RTHIP,RTIB,RTIBP,RUPA,STRN,T10,x71,x72,x73,LTIBA,RKNE,RTHI,RBHD,RHEE,RTHII,,RFHD,IMUL_M,RTHIA,IMUR_B,IMUL_T,IMUR_M,CFL,LTHI,RWRB,RTOE,RTIBA,x74,RTIBI,LASI,RWRA,LANK,LHEE,LWRA
48,0.033655,0,0,0,0.0561653,0,0.020605,0,0,0,0.011368,0,0,0.0331573,0.0535426,0.0359685,0,0.052372,0.0267811,0,0.0225576,0.024903,0.0238581,0.0171947,0.0443174,0.0449902,0.019472,0,0,0.010338,0.0413657,0.0396981,0,0.0280703,0,0,0.0576651,0.020299,0.0295146,0.0423993,0.0381628,0,0,0.043743,0.0602508,0.0567675,0,0,0,0,0,0.0674554,0,0,0.0371914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,0.0351392,0,0,0,0.056547,0,0.0207481,0,0,0,0.0113043,0,0,0.0325187,0.0552868,0,0,0.0510846,0.0243599,0,0.0263928,0.0181944,0.0100949,0.0149939,0.045536,0.0471927,0.0188148,0,0,0.0393318,0.0549766,0.039424,0,0.0261904,0,0.00152652,0.0541561,0.014906,0.0280321,0.0400709,0.039343,0.0542393,0.060366,0.0451325,0.0620903,0.0514638,0,0,0,0.0214495,0,0,0,0,0.0509897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,0.0342137,0,0,0,0.0562059,0,0.0197173,0,0,0,0.0113979,0,0,0.0329913,0.0552253,0.0352537,0,0.0515085,0.0253957,0,0,0.0229067,0,0.0178369,0.0455002,0.0460691,0.0191435,0,0,0.0246508,0.0513025,0.0397411,0,0.0272143,0,0.00130961,0.05831,0.0157286,0.0299168,0.0415424,0.0277133,0.0693111,0,0.0441491,0.060585,0.054885,0,0,0,0.0307165,0,0.0345082,0,0,0.041151,0,0,0,0.0424941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,0.0345361,0,0,0,0.056248,0,0.0208113,0,0,0,0.011473,0,0,0.032867,0.0556562,0.0358601,0,0.0509829,0.0245696,0,0,0.021621,0.0109354,0.0171529,0.0429178,0.0466808,0.0189523,0,0,0.0384974,0.0562287,0.039917,0,0.0267288,0,0,0.0552884,0.0142074,0.030588,0.041208,0.0328032,0.059547,0.0620126,0.0445136,0.0608215,0.0538604,0,0,0,0.0287617,0,0.0355318,0,0,0.0462397,0,0,0,0.0478675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,0.0340662,0,0,0,0.0562173,0,0.0231278,0,0,0,0.0115547,0,0,0.0328576,0.0518945,0.0337857,0,0.0495199,0.0236873,0,0.0213941,0.0256986,0,0.0150002,0.0413091,0.0470259,0.0188397,0,0,0,0.0449477,0.040842,0,0.02781,0,0,0.0546869,0.0177976,0.0307166,0.0431817,0.0337499,0.0243953,0.0242891,0.0437605,0.0603862,0.0550778,0,0,0,0,0,0,0,0,0,0,0,0,0.0466284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,0.0344161,0,0,0,0.0558472,0,0.0191421,0,0,0,0.0116342,0,0,0.0332739,0.0536493,0.0367921,0,0.0513477,0.0249697,0,0.021805,0.0221291,0.0124742,0.0174788,0.0464259,0.0460402,0.0191421,0,0,0,0.0443514,0.0402791,0,0.0274529,0,0.00136985,0.0546014,0.0190085,0.0292843,0.0421987,0.0356302,0,0.0194462,0.0436504,0.0597122,0.0554205,0,0,0,0.0293293,0,0.0272854,0,0,0.0401325,0,0,0,0.0432771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,0.0349221,0,0,0,0.0559959,0,0.0193156,0,0,0,0.0117144,0,0,0.032916,0.0549451,0.0359509,0,0.0503144,0.023478,0,0.0228678,0.0210598,0.0120351,0.0175755,0.0465909,0.0472244,0.0187693,0,0,0.0171436,0.0500551,0.0405058,0,0.0269918,0,0.00162476,0.0503452,0.0187602,0.0288368,0.0417513,0.034933,0,0,0.0439734,0.0600507,0.0537776,0,0,0,0.028553,0,0.0237027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,0.0354298,0,0,0,0.0560956,0,0.0275053,0,0,0,0.0119522,0,0,0.0327137,0.051923,0.0351966,0,0.0491403,0.0222039,0,0.0201329,0.0242959,0,0.0217363,0.0459752,0.0482508,0.0184945,0,0,0.029127,0.0563116,0.0408235,0,0.0266985,0,0.00182464,0.0501012,0.017984,0.0291535,0.0415294,0.0385217,0,0.0632747,0.0442599,0.0603014,0.0523938,0,0,0,0.0304725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,0.0357177,0,0,0,0.0560535,0,0.0198433,0,0,0,0.0121474,0,0,0.0327295,0.054676,0.0352605,0,0.0485113,0.021503,0,0.0242894,0.0192038,0.0107876,0.0171417,0.0458097,0.0488623,0.0183699,0,0,0.0533881,0.0595809,0.0411385,0,0.0266976,0,0.00195757,0.0514552,0.0171253,0.0301606,0.0416302,0.0441349,0.0441801,0.0496543,0.0442411,0.0604536,0.0519717,0,0,0,0.0265824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,0.0347628,0,0,0,0.0550462,0,0.0189172,0,0,0,0.0122149,0,0,0.0339764,0.0525018,0.0364485,0,0.0522936,0.0258632,0,0.0227489,0.0218408,0.0122557,0.0173215,0.0459293,0.0450453,0.0194735,0,0,0.124419,0.0451722,0.0406264,0,0.0280259,0,0.00169824,0.0568921,0.0148733,0.031493,0.0424454,0.0471238,0,0,0.042735,0.0581371,0.0573784,0,0,0,0.0293486,0,0.0329839,0,0.160249,0,0,0,0,0.0564126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,0.0354027,0,0,0,0.0546635,0,0.025135,0,0,0,0.0142305,0,0,0.0335532,0.0569736,0.0343201,0,0.0460617,0.0260499,0,0.0273719,0.0202467,0.0119007,0.0166044,0.0390609,0.0451248,0.0190248,0,0,0.10389,0,0.041959,0,0.0299846,0,0.00365192,0.0494929,0.0246633,0.0250638,0.0453573,0.0405917,0.115126,0,0.042122,0.0598075,0.054939,0,0,0,0.0288821,0,0.0379623,0,0.180719,0,0,0,0,0.0813168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,0.0356818,0,0,0,0.0553231,0,0.0192497,0,0,0,0.0121671,0,0,0.0329003,0.0543016,0.0351487,0,0.049325,0.0220433,0,0.0245108,0.0195325,0.010742,0.017051,0.0462456,0.0482175,0.0184946,0,0,0.0395342,0.0589103,0.0414138,0,0.0271135,0,0.00227284,0.0544783,0.0143775,0.030971,0.0418727,0.0369058,0.0513292,0.0573938,0.043687,0.0594515,0.0531956,0,0,0,0.0270972,0,0.0496453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,0.0351418,0,0,0,0.0549968,0,0.0182898,0,0,0,0.0121929,0,0,0.0333294,0.0530623,0.0347637,0,0.0505382,0.0233046,0,0.0231678,0.0213546,0,0.0178647,0.048488,0.0469974,0.0188244,0,0,0.0399827,0.0523308,0.0414799,0,0.0272942,0,0,0.05675,0.012755,0.0312743,0.0423474,0.0343435,0.0613994,0.063614,0.0432734,0.0585178,0.0550828,0,0,0,0.0284614,0,0.0769694,0,0,0.0359204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,0.0360822,0,0,0,0.0552362,0,0.0175248,0,0,0,0.0124035,0,0,0.0326302,0.0566007,0.0343147,0,0.0492037,0.0213005,0,0,0.0199422,0.0100488,0.0165213,0.0483321,0.0489,0.0182261,0,0,0.0400393,0.0611899,0.0418829,0,0.0264278,0,0,0.0494375,0.0180639,0.0297291,0.0416641,0.0489494,0.0489525,0.055138,0.0439725,0.059356,0.0523624,0,0,0,0.026623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,0.0368361,0,0,0,0.0555275,0,0.0171245,0,0,0,0.0132291,0,0,0.031764,0.0514854,0.031337,0,0.0454132,0.0184729,0,0,0.0177298,0,0.0221462,0.0564417,0.0515346,0.0174876,0,0,0.058143,0.0689784,0.0430894,0,0.0273505,0,0.00268414,0.0498091,0.0244742,0.0306573,0.0430099,0.0788051,0.0691364,0.0582344,0.0437873,0.0602158,0.0506414,0,0,0,0.0236241,0.113433,0,0,0,0.0453571,0,0,0,0,0,0,0,0,0.0405127,0,0,0,0,0,0,0,0,0,0
63,0.0369013,0,0,0,0.0547767,0,0.0234424,0,0,0,0.0129987,0,0,0.0327109,0.0579278,0.0353721,0,0.04506,0.0212994,0,0,0.0176247,0.008989,0.0159344,0.0417345,0.0486698,0.0180339,0,0,0.111064,0,0.0428513,0,0.0285161,0,0.00207361,0.0485923,0.0290654,0.025876,0.0440941,0.0976236,0,0.134493,0.0428113,0.0601977,0.0513403,0,0,0,0.0255974,0.115171,0,0,0.176416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,0.0369538,0,0,0,0.0546181,0,0.024868,0,0,0,0.0136132,0,0,0.0327305,0.0584,0.0332076,0,0.0443116,0.0212266,0,0.029778,0.017243,0.00975315,0.016463,0.0405519,0.0488004,0.0179799,0,0,0.09681,0,0.0434398,0,0.0287083,0,0.00241233,0.048882,0.0290595,0.0267512,0.0446863,0.108245,0.0999873,0.114368,0.0428366,0.0603455,0.0512056,0,0,0,0.0255369,0.119757,0.0436475,0,0.194054,0.0401909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,0.037207,0,0,0,0.0546488,0,0.0154449,0,0,0,0.013023,0,0,0.0324408,0.0554473,0.034617,0,0.0477928,0.019721,0,0.0208456,0.020264,0.0110361,0.0169596,0.0540845,0.0501963,0.017953,0,0,0.0256062,0.0554587,0.0427388,0,0.027351,0,0.00378814,0.0488224,0.0225844,0.0284297,0.0423132,0.0823692,0,0,0.0434261,0.0592142,0.0519511,0,0,0,0.026918,0.11379,0.0177881,0,0,0.073193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,0.0374843,0,0,0,0.0544033,0,0.0247359,0,0,0,0.0141799,0,0,0.0327878,0.060207,0.0304734,0,0.0423023,0.0202076,0,0.0313216,0.0167816,0.00961404,0.0160576,0.0417124,0.04977,0.0174218,0,0,0.0968146,0,0.0442593,0,0.0293918,0,0.00321256,0.0499145,0.0354843,0.0265695,0.0459068,0.111557,0.0933926,0.106722,0.0426763,0.0610083,0.0502218,0,0,0,0.0254235,0.119199,0.0454464,0,0.168232,0.0416528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,0.0362527,0,0,0,0.0549354,0,0.0234925,0,0,0,0.0151463,0,0,0.0322869,0.0601701,0.0198647,0,0.0396859,0.018474,0,0.032709,0.0227543,0.0115091,0.0141274,0.0432049,0.0513861,0.0169386,0,0,0.096088,0,0.0460418,0,0.03127,0,0.00350911,0.0539407,0.0473111,0.0305252,0.0498693,0,0.0877494,0.0994187,0.0421476,0.0613548,0.0516285,0,0,0,0.0301413,0.116396,0.0507018,0,0.172825,0.0401658,0,0,0,0,0,0,0,0,0.103556,0,0,0,0,0,0,0,0,0,0
68,0.0381744,0,0,0,0.0543644,0,0.0198019,0,0,0,0.0136399,0,0,0.0323912,0.0596809,0.0307656,0,0.0424351,0.0182534,0,0.0313504,0.0158386,0.00796866,0.0169039,0.0486531,0.0513378,0.0176927,0,0,0.0544481,0,0.0442021,0,0.0285384,0,0.00372444,0.0508831,0.0365379,0.0282135,0.0450906,0,0.0485321,0.0426494,0.0424562,0.0608539,0.0491712,0,0,0,0.0237152,0.103465,0.0433241,0,0,0.0418505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,0.0374883,0,0,0,0.0541418,0,0.0174692,0,0,0,0.0134746,0,0,0.0326312,0.0531529,0.0292604,0,0.043183,0.0189012,0,0.0273694,0.0166249,0.0108039,0.0188547,0.0545137,0.0505246,0.0178646,0,0,0,0,0.0441584,0,0.0288753,0,0.00368535,0.0514116,0.027266,0.0308487,0.0454765,0,0.00711473,0,0.0419776,0.0594409,0.0519888,0,0,0,0.0241214,0.0439482,0.0391027,0,0,0.0389371,0,0,0,0,0,0,0,0,0.0408517,0,0,0,0,0,0,0,0,0,0
70,0.0371408,0,0,0,0.0534815,0,0.0172335,0,0,0,0.01318,0,0,0.0334141,0.0534967,0.0326958,0,0.0466828,0.0217739,0,0.0261942,0.0176578,0.0121913,0.0202572,0.0555791,0.0479761,0.0185168,0,0,0.0254512,0,0.0430384,0,0.0285502,0,0.00387829,0.0509603,0.0217228,0.0288991,0.0438568,0,0,0,0.0418833,0.0578288,0.0544596,0,0,0,0.0250834,0.0222503,0.0330612,0,0,0.0506042,0,0,0,0.0544078,0,0,0,0,0.041408,0,0,0,0,0,0,0,0,0,0
71,0.0373175,0,0,0,0.0533401,0,0.0173903,0,0,0,0.0131864,0,0,0.0332273,0.0530204,0.0317289,0,0.0464583,0.0212343,0,0.0269616,0.0170163,0.0115199,0.0197634,0.0546995,0.0482167,0.0183412,0,0,0.0397737,0,0.0432405,0,0.0284918,0,0.00398835,0.0522641,0.019824,0.0310091,0.0439757,0,0.0443976,0.0520392,0.0418664,0.0576883,0.0543483,0,0,0,0.0247553,0.0324353,0.0404986,0,0,0.0439158,0,0,0,0.062946,0,0,0,0,0.0401239,0,0,0,0,0,0,0,0,0,0
72,0.037041,0,0,0,0.0531299,0,0.0158553,0,0,0,0.0131729,0,0,0.033289,0.0505709,0.0270345,0,0.0465824,0.0212261,0.0509629,0.0287923,0.0210364,0,0.020761,0.0648529,0.0476707,0.0183371,0,0,0.0398321,0,0.0436142,0,0.0289188,0,0.0039838,0.0517616,0.0199406,0.0328306,0.0448273,0,0.0446581,0.0523793,0.0415066,0.0568034,0.0559077,0,0,0,0.0264644,0.0299325,0.0398057,0,0,0.0450541,0,0,0,0.062763,0,0,0,0,0.0357073,0,0,0,0,0,0,0,0,0,0
73,0.0372075,0,0,0,0.0529114,0,0.0149604,0,0,0,0.0132468,0,0,0.0334193,0.0507158,0.0273867,0,0.0465528,0.0213131,0.0514692,0.0290549,0.020067,0.0139599,0.0189771,0.0656659,0.0473857,0.0183533,0,0,0.039683,0,0.0436565,0,0.028708,0,0.00417191,0.0517792,0.0197824,0.0326898,0.0446424,0,0.0457472,0.0527549,0.0415448,0.0565387,0.0559569,0,0,0,0.0259209,0.0277176,0.0389707,0,0,0.0373725,0,0,0,0.0619601,0,0,0,0,0.0362859,0,0,0,0,0,0,0,0,0,0
74,0.0340333,0,0,0,0.0555007,0,0.014545,0,0,0,0.0136621,0,0,0.0343201,0.0496464,0.0292732,0,0.0483868,0.0216708,0.0516918,0.0276304,0.020318,0.0142408,0.0194036,0.0684297,0.0444643,0.0188839,0,0,0.0294919,0,0.0473573,0,0.0243709,0,0.0130923,0.0523013,0.0186664,0.0328301,0.0414126,0,0,0.0613951,0,0.0580507,0.0553357,0,0,0,0.0259624,0.0314166,0.0331302,0,0,0,0,0,0,0.05245,0,0,0,0,0.0363494,0.00969332,0,0,0,0,0,0,0,0,0
75,0.0345679,0,0,0,0.0549536,0,0.0145865,0,0,0,0.0137953,0,0,0.034477,0.0499356,0.0291466,0,0.0484761,0.0219588,0.0515068,0.0281811,0.0202979,0.0140558,0.0193603,0.0679845,0.0442735,0.0189507,0,0,0.0381745,0,0.046966,0,0.0233482,0,0.00511087,0.0521571,0.0180293,0.0329119,0.0411218,0,0.0535182,0.0568563,0,0.0576313,0.0558675,0,0,0,0.0261541,0.0279667,0.0348452,0,0,0.0449022,0,0,0,0.0542701,0,0,0,0,0.0360997,0,0,0,0,0,0,0,0,0,0
76,0.0379114,0,0,0,0.0524297,0,0.0166704,0,0,0,0.0135447,0,0,0.0340531,0.056012,0.0331747,0,0.0472941,0.0227622,0,0.0259317,0.0187546,0,0.0170398,0.0537416,0.0461223,0.0187209,0,0,0.038653,0,0.043295,0,0.0285412,0,0.0131615,0.0505521,0.0206997,0.0280654,0.042566,0.0303056,0.0557723,0.0597438,0.0420125,0.0566063,0.0551076,0,0,0,0.0274075,0.0278077,0.033867,0,0,0.0517236,0,0,0,0.0523866,0,0,0,0,0,0.00972119,0,0,0,0,0,0,0,0,0
77,0.0372646,0,0,0,0.0522286,0,0.023553,0,0,0,0.0135799,0,0,0.0343552,0.0483141,0.0289112,0,0.0471911,0.0232987,0.0472986,0.0249499,0.0266491,0,0.0326168,0.0651587,0.045358,0.0189028,0,0,0,0,0.04381,0,0.0293301,0,0.0134656,0.0487184,0.0214497,0.0296271,0.0440577,0.0277228,0.0257166,0.0303554,0.0412772,0.0556116,0.0576967,0,0,0,0.0319236,0.0368153,0.0275067,0,0,0.0448232,0,0,0,0.0497634,0,0,0,0,0.0334422,0.00973395,0,0,0,0,0,0,0,0,0
78,0.0375724,0,0,0,0.0520472,0,0.0137107,0,0,0,0.0135798,0,0,0.0344338,0.0512524,0.029999,0,0.0473375,0.0234952,0.0533297,0.0270018,0.0220424,0.0138933,0.0172146,0.0677779,0.0453151,0.0188941,0,0,0,0,0.0437483,0,0.0289587,0,0.0134566,0.0482806,0.0219068,0.0291737,0.0435526,0.0274649,0.0253937,0.0300135,0.0413729,0.0555876,0.0573766,0,0,0,0.0282222,0.0371165,0.0274657,0,0,0.0436833,0,0,0,0.0501235,0,0,0,0,0,0.0095852,0,0,0,0,0,0,0,0,0
79,0.0376586,0,0,0,0.0518285,0,0.0222277,0,0,0,0.0134739,0,0,0.0343515,0.0473741,0.0280103,0,0.0493205,0.0235302,0.0478629,0.0221225,0.0281411,0,0.0316687,0.0670317,0.0455547,0.0188037,0,0,0.0286791,0.050865,0.0436023,0,0.0282032,0,0.0133371,0.0520023,0.0143115,0.0319063,0.042158,0.0300022,0,0.0699625,0.0417564,0.0544756,0.0582202,0,0,0,0.0335746,0.0322971,0.0333553,0,0,0.0404971,0,0,0,0.0472361,0,0,0,0,0,0.00953825,0,0,0,0,0,0,0,0,0
80,0.0381118,0,0,0,0.0517382,0,0.0143393,0,0,0,0.013446,0,0,0.0343261,0.0526196,0.0294219,0,0.0472151,0.0236574,0.0527831,0.0285867,0.021545,0.0136022,0.0171234,0.0653132,0.0451835,0.01884,0,0,0.0284251,0,0.0438209,0,0.0285466,0,0.0136528,0.0491962,0.0215233,0.0290973,0.0432147,0.0283051,0,0.0674187,0.041447,0.0551895,0.0572931,0,0,0,0.0281936,0.0312688,0.0318534,0,0,0.0446887,0,0,0,0.0493118,0,0,0,0,0,0.00959953,0,0,0,0,0,0,0,0,0
81,0.0381305,0,0,0,0.051624,0,0.015847,0,0,0,0.013374,0,0,0.0339406,0.0500751,0.0273186,0,0.0464862,0.0227911,0.0501544,0.0291554,0.0207721,0,0.0214799,0.0653298,0.0457037,0.0186368,0,0,0.0396665,0,0.0443367,0,0.0286243,0,0.0138616,0.050952,0.0192593,0.0313182,0.0438333,0.0300887,0.0561733,0.0605673,0.0414224,0.0550013,0.0575569,0,0,0,0.0274252,0.0272726,0.0332555,0,0,0.0488534,0,0,0,0.0526446,0,0,0,0,0.035611,0.00962736,0,0,0,0,0,0,0,0,0
82,0.0380858,0,0,0,0.0513513,0,0.0139498,0,0,0,0.0134193,0,0,0.0336781,0.0463785,0.0275158,0,0.0482865,0.0228287,0.0503305,0.0263507,0.0215276,0.0152396,0.0203953,0.0694946,0.0458535,0.0184399,0,0,0.0400932,0.0539372,0.0442453,0,0.0281045,0,0.0137447,0.0545539,0.012918,0.0341969,0.0427615,0.0317173,0.0586651,0.0629016,0.0417577,0.053948,0.0586732,0,0,0,0.0277894,0.0271459,0.0344989,0,0,0.0457857,0,0,0,0.0505779,0,0,0,0,0.0351319,0.00961636,0,0,0,0,0,0,0,0,0
83,0.0389743,0,0,0,0.0511159,0,0.0233484,0,0,0,0.0136087,0,0,0.033839,0.0511455,0.032532,0,0.0468922,0.0237311,0,0.0249472,0.020165,0.0226643,0.0243898,0.0559487,0.0451701,0.0185044,0,0,0.0266988,0,0.0438151,0,0.0278146,0,0.0137219,0.0523832,0.0221338,0.0279287,0.0424168,0.0253573,0.0633226,0,0.0418935,0.055118,0.0564815,0,0,0,0.0289016,0.0245984,0.0331645,0,0,0.0460987,0,0,0,0.0491432,0,0,0,0,0.0373336,0.00955515,0,0,0,0,0,0,0,0,0
84,0.0384938,0,0,0,0.0509243,0,0.0140283,0,0,0,0.0134304,0,0,0.0336004,0.045971,0.0274401,0,0.0480292,0.0227776,0.04978,0.0263216,0.0211227,0.0151759,0.0203772,0.0683951,0.0458579,0.0183179,0,0,0.0402167,0.0535061,0.0444489,0,0.0278087,0,0.0136931,0.0544045,0.0127511,0.0343514,0.0426675,0.031858,0.0588719,0.0629091,0.0418293,0.0536464,0.0588754,0,0,0,0.0276251,0.0273697,0.0346086,0,0,0.0456716,0,0,0,0.0509266,0,0,0,0,0.0348966,0.00954036,0,0,0,0,0,0,0,0,0
85,0.0389319,0,0,0,0.050656,0,0.0135154,0,0,0,0.0133641,0,0,0.0336884,0.0479508,0.0283356,0,0.0479851,0.0228881,0.0515347,0.0257472,0.0216689,0.0140608,0.0174909,0.0662284,0.0458458,0.0183273,0,0,0.0408793,0.0523985,0.0443493,0,0.0274107,0,0.0135066,0.0531107,0.012654,0.0333836,0.0420771,0.0308621,0.0592134,0.0627451,0.0420379,0.0535685,0.058377,0,0,0,0.028617,0.02771,0.0344799,0,0,0.0454334,0,0,0,0.0515009,0,0,0,0,0,0.0094711,0,0,0,0,0,0,0,0,0
86,0.039152,0,0,0,0.0504344,0,0.0135498,0,0,0,0.0133848,0,0,0.0337965,0.0477085,0.0284641,0,0.0477832,0.0228323,0.0512557,0.0258587,0.0214985,0.0137944,0.0173499,0.0655825,0.0458069,0.0183348,0,0,0.0410377,0.0517401,0.0444796,0,0.0272622,0,0.0134956,0.0531236,0.0126367,0.0334227,0.0420675,0.0302342,0.0592456,0.0626036,0.0419974,0.0532556,0.058516,0,0,0,0.0284726,0.027976,0.0343213,0,0,0.0455321,0,0,0,0.0515745,0,0,0,0,0,0.00946819,0,0,0,0,0,0,0,0,0
87,0.0400584,0,0,0,0.0502655,0,0.0217249,0,0,0,0.0134764,0,0,0.0337157,0.0469476,0.0341062,0,0.0474007,0.0222317,0,0.0195045,0.0224001,0.0196994,0.0197846,0.054683,0.0464492,0.0182621,0,0,0.0289844,0.0505721,0.0443904,0,0.0265361,0,0.0132528,0.0548501,0.0132344,0.0315843,0.0409544,0,0,0.0656457,0.0425134,0.0535875,0.0566107,0,0,0,0.0299635,0.0318601,0.0356814,0,0,0,0,0,0,0.0511215,0,0,0,0,0,0.00936324,0,0,0,0,0,0,0,0,0
88,0.0389823,0,0,0,0.0503762,0,0.020023,0,0,0,0.0144882,0,0,0.0344743,0.0452007,0.0281512,0,0.046281,0.0229649,0.0526294,0.0245676,0.0220049,0.0146603,0.0153499,0.0522253,0.0453003,0.0178862,0,0,0.0961047,0.0598319,0.0454379,0,0.0276031,0,0.0144124,0.0558753,0.00908197,0.0373268,0.0435941,0,0.0800764,0.100768,0.0420291,0.0534589,0.0590598,0,0,0,0.0300498,0.0246448,0.0483801,0,0.162685,0.0610361,0,0,0,0.0769625,0,0,0,0,0,0.00756603,0,0,0,0,0,0,0,0,0
89,0.0397996,0,0,0,0.0500965,0,0.0220182,0,0,0,0.0146598,0,0,0.0344564,0.0494937,0.0328207,0,0.0464257,0.0232258,0,0.0235896,0.0193939,0.00987082,0.0143544,0.0438398,0.0455883,0.018045,0,0,0.101091,0.0587902,0.0450308,0,0.0267522,0,0.013993,0.0538872,0.00839379,0.0347077,0.0421159,0.0455683,0.0819437,0.102844,0.0425962,0.0538323,0.0575946,0,0,0,0.0291165,0.0227722,0.0462922,0,0.163593,0.059546,0,0,0,0.0733585,0,0,0,0,0,0.00768964,0,0,0,0,0,0,0,0,0
90,0.0400869,0,0,0,0.0498487,0,0.0223809,0,0,0,0.0141074,0,0,0.034414,0.04931,0.0327725,0,0.0463682,0.0231625,0,0.0238555,0.0190648,0.00927814,0.0144869,0.0426211,0.0456484,0.0180548,0,0,0.103468,0.0587012,0.0451125,0,0.0265172,0,0.0139932,0.0539532,0.00836105,0.0349864,0.0420676,0.0456055,0.0813313,0.102841,0.0425027,0.053682,0.0577287,0,0,0,0.028856,0.0225221,0.0465774,0,0.161924,0.0599996,0,0,0,0.0730015,0,0,0,0,0,0.0077254,0,0,0,0,0,0,0,0,0
91,0.0408122,0,0,0,0.0494843,0,0.0170854,0,0,0,0.0133388,0,0,0.0339572,0.0495066,0.027133,0,0.0443154,0.0217751,0.0509084,0.0301003,0.0192178,0.0107379,0.01539,0.0557481,0.0465191,0.0182558,0,0,0.0937979,0,0.0457365,0,0.026661,0,0.0139613,0.0510082,0.0176626,0.033888,0.0435652,0.0523425,0,0.0930177,0.0416186,0.0540564,0.0571349,0,0,0,0.0260588,0.0266786,0,0,0.163455,0,0,0,0,0.0853561,0,0,0,0,0,0.00913173,0,0,0,0,0,0,0,0,0
92,0.0406794,0,0,0,0.0483093,0,0.0153887,0,0,0,0.0125669,0,0,0.00745777,0.0450449,0.0292658,0,0.0472449,0.0240681,0.0495569,0.026698,0.0218267,0.0126703,0.0162821,0.057874,0.0438154,0,0,0,0.105031,0.0537554,0.0468007,0,0.0258845,0,0.0138443,0.052885,0.00680288,0.0366825,0.0425205,0.0415102,0,0.109504,0.0422136,0.0516461,0.0604129,0,0,0,0.0282814,0.0194444,0.0438375,0,0.161645,0.0554614,0,0,0,0.0704636,0,0,0,0,0,0.00902913,0,0,0,0,0,0,0,0,0
93,0.0406847,0,0,0,0.0488702,0,0.0178899,0,0,0,0.0139606,0,0,0.0344058,0.0475019,0.0282296,0,0.0457024,0.0234574,0.048787,0.0294125,0.0209237,0,0.0169446,0.0550215,0.0452287,0.0184346,0,0,0.1068,0,0.0456184,0,0.0264481,0,0.0141712,0.0497891,0.0121999,0.0352059,0.0434506,0.0406447,0,0.106037,0.0413486,0.0526453,0.0592647,0,0,0,0.0275847,0.0198381,0.0432705,0,0.161041,0.0599898,0,0,0,0.0725344,0,0,0,0,0,0.00913663,0,0,0,0,0,0,0,0,0
94,0.0408953,0,0,0,0.0486202,0,0.0149403,0,0,0,0.0145503,0,0,0.0342825,0.0432339,0.0299798,0,0.0459143,0.0226701,0.0500629,0.0253923,0.0216751,0.0125367,0.0163991,0.0577473,0.045984,0.0181913,0,0,0.106428,0.0517637,0.0458304,0,0.0259555,0,0.0139642,0.0540495,0.00921794,0.0366606,0.0426449,0.042804,0,0.105546,0.0417598,0.051898,0.0595461,0,0,0,0.0282376,0.0154038,0,0,0.156691,0.0587299,0,0,0,0.0756766,0,0,0,0,0,0.00899143,0,0,0,0,0,0,0,0,0
95,0.0409354,0,0,0,0.0483141,0,0.0147837,0,0,0,0.014933,0,0,0.0345951,0.0442333,0.0289458,0,0.0460914,0.0235618,0.0484804,0.0254414,0.0235253,0.0145806,0.0185202,0.0576098,0.0452833,0.0182875,0,0,0.0286954,0.0453125,0.0458187,0,0.0260958,0,0.0139905,0.0533612,0.0150861,0.033922,0.0428662,0.0287963,0,0.0747309,0.0417169,0.0515785,0.0603856,0,0,0,0.0300424,0.0366928,0.0303851,0,0,0.0443599,0,0,0,0.0481275,0,0,0,0,0.0355036,0.00891437,0,0,0,0,0,0,0,0,0
