Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x74,x73
37,0,0,0,0,0,0,0.0124951,0.00934336,0,0,0,0.0285851,0.0229459,0.0136623,0,0,0.0500413,0,0.0173711,0.0300196,0.0179923,0.0177195,0.0156752,0.00830575,0.0154949,0.027834,0.0060959,0.0115599,0.0121982,0.0518445,0.00973921,0.0120105,0.00993974,0.0355607,0.0361837,0.0422705,0.00784746,0.0111013,0.0368967,0.0152921,0.026403,0.0123337,0,0,0.00734268,0,0.0123848,0.00194775,0.08123,0.0317124,0.0525497,0.0129561,0.0134533,0.0091482,0.0105608,0.0277472,0.0575987,0.0257166,0.0212544,0.0134696,0.0229384,0.0206272,0.0432878,0.0051949,0.00415202,0.00335959,0.00847325,0.0132506,0,0,0,0,0
38,0,0,0,0,0,0,0.0122202,0.00930737,0,0,0,0.0287648,0.0224941,0.0134978,0,0,0.0449501,0,0.0172779,0.0267915,0.0180647,0.0167735,0.0152407,0.00793261,0.0144548,0.0260396,0.00595993,0.0108323,0.0117196,0.0510342,0.00969572,0.0123549,0.00956226,0.0348467,0.0368697,0.0384574,0.00801671,0.00995251,0.0414018,0.0153663,0.027121,0.0120165,0,0,0.00712181,0,0.0124286,0.00183029,0.0811287,0.0299903,0.05225,0.014928,0.0131124,0.00884832,0.0114991,0.0282654,0.0591376,0.0267709,0.021211,0.0132669,0.0232143,0.0199827,0.0483434,0.00486276,0.00402156,0.00323336,0.00881103,0.0129601,0,0,0,0,0
39,0,0,0,0,0,0,0.0119769,0.00922364,0,0,0,0.0288065,0.0222973,0.013577,0,0,0.0423649,0,0.0172335,0.0251153,0.0181271,0.016194,0.0150385,0.00754909,0.0136721,0.0252379,0.00564434,0.00982077,0.0111175,0.0502072,0.00966551,0.012858,0.00929115,0.0341398,0.0369223,0.0365761,0.00813204,0.00923132,0.0461067,0.015469,0.0281669,0.011753,0,0,0.00747966,0,0.0124936,0.00205678,0.0812152,0.0287409,0.0516832,0.0170149,0.0131056,0.00870145,0.0122677,0.0284719,0.0599558,0.0275253,0.0209864,0.0135079,0.0231583,0.0190846,0.0537619,0.00464796,0.00407878,0.00310759,0.00887177,0.0126673,0,0,0,0,0
40,0,0,0,0,0,0,0.012154,0.00919473,0,0,0,0.0280768,0.0228425,0.013752,0,0,0.0461494,0,0.017134,0.0276134,0.0180098,0.0158787,0.0149618,0.00722177,0.0130771,0.02701,0.00525215,0.00861164,0.0104833,0.0498427,0.00952704,0.0130704,0.00921538,0.0337435,0.0358941,0.0396078,0.0079735,0.0101694,0.0499064,0.0154945,0.0292158,0.0119442,0,0,0.00682332,0,0.0125046,0.0017949,0.0811574,0.0295442,0.0509422,0.0192044,0.0131905,0.0088625,0.0127829,0.028402,0.0603228,0.028019,0.020944,0.0139798,0.0230285,0.0182866,0.0587206,0.00478321,0.00379695,0.00292079,0.00867322,0.0127364,0,0,0,0,0
41,0,0,0,0,0,0,0.0120892,0.00903835,0,0,0,0.0264354,0.022722,0.0138743,0,0,0.0447835,0,0.017226,0.0268664,0.0174973,0.0158452,0.0149237,0.00655857,0.0123832,0.0264833,0.00498322,0.00720477,0.00977247,0.0495383,0.00911992,0.0122446,0.00918189,0.0338918,0.0331213,0.0386485,0.00793031,0.0101138,0.052446,0.0155282,0.0300144,0.011947,0,0,0.00655607,0,0.0125187,0.00176357,0.0807834,0.0295094,0.0503601,0.0212432,0.0129348,0.00879899,0.0130879,0.0281908,0.0606389,0.0284234,0.0210128,0.0142699,0.0227922,0.0176894,0.0615161,0.00502638,0.00377237,0.00281464,0.00839745,0.0126117,0,0,0,0,0
42,0,0,0,0,0,0,0.0115456,0.00877411,0,0,0,0.0253033,0.0224014,0.0138784,0,0,0.0418335,0,0.0173773,0.0249885,0.0166925,0.0156239,0.0151631,0.00598552,0.0119297,0.0248821,0.00525842,0.00654087,0.00948217,0.0496653,0.00874009,0.0117462,0.00906723,0.0341948,0.0312051,0.0362263,0.00812886,0.0093189,0.0527429,0.0155716,0.03031,0.0114702,0,0,0.00646663,0,0.0125414,0.00176233,0.0803662,0.0308126,0.0498131,0.0227786,0.0130082,0.00869183,0.013349,0.0280629,0.0609436,0.0287957,0.0210167,0.014472,0.022572,0.0172506,0.0615034,0.00530144,0.00379979,0.00274962,0.00815102,0.0120444,0,0,0,0,0
43,0,0,0,0,0,0,0.0115104,0.00856158,0,0,0,0.0223926,0.0227074,0.0131825,0,0,0.0457878,0,0.0176075,0.0274592,0.0159894,0.0153664,0.0154327,0.00444199,0.0111259,0.0259508,0.00559922,0.00571085,0.00911088,0.0496824,0.00800622,0.0104238,0.00874215,0.0350661,0.0266836,0.0389785,0.00799582,0.0104186,0.0518644,0.0155855,0.0289818,0.0113655,0,0,0.00617234,0,0.0125567,0.00165768,0.0799983,0.0289176,0.0485917,0.0221515,0.0125747,0.00880008,0.0136789,0.026818,0.0599518,0.0287644,0.0202217,0.0131293,0.0221358,0.0168686,0.0605103,0.00527234,0.00380601,0.00275001,0.00784969,0.0118221,0,0,0,0,0
44,0,0,0,0,0,0,0.010384,0.00801325,0,0,0,0.0202914,0.0217876,0.0122764,0,0,0.0410808,0,0.0177889,0.0243708,0.0155322,0.0146828,0.0160698,0.00382684,0.0101949,0.0228464,0.0062777,0.00573026,0.00920592,0.0500177,0.00747302,0.00942529,0.00852905,0.0354223,0.0236184,0.0349142,0.00831985,0.00922602,0.0495923,0.0155784,0.0267619,0.0101342,0,0,0.00637604,0,0.0125516,0.0018326,0.0798851,0.0262774,0.0469273,0.0206632,0.0123499,0.00864525,0.0141434,0.0255131,0.0583281,0.028211,0.0185037,0.0115708,0.0212611,0.0161509,0.0579455,0.00543118,0.00395863,0.00288419,0.00755983,0.0105185,0,0,0,0,0
45,0,0,0,0,0,0,0.0104565,0.00794356,0,0,0,0.0170889,0.0218231,0.0117365,0,0,0.0427356,0,0.0177732,0.025437,0.0149988,0.0150435,0.0163139,0.00350687,0.00938531,0.0233304,0.00665155,0.00520008,0.0091532,0.0501498,0.00709169,0.00798533,0.00814481,0.0359616,0.0183163,0.0358523,0.00820424,0.00975591,0.0470548,0.0155623,0.0261874,0.0101309,0,0,0.00609595,0,0.0125403,0.00180552,0.0799001,0.0269213,0.046646,0.0222649,0.0115321,0.00874647,0.0136351,0.0260159,0.0587679,0.0281642,0.0192808,0.0116541,0.0214911,0.0172042,0.0545287,0.00557435,0.00392877,0.00289057,0.0075232,0.0104058,0,0,0,0,0
46,0,0,0,0,0,0,0.00994347,0.00770229,0,0,0,0.0147315,0.0214273,0.0113094,0,0,0.0404269,0,0.0178906,0.0238669,0.0145733,0.0150856,0.016789,0.0038375,0.00849516,0.0218436,0.00701803,0.0051435,0.0092162,0.0503062,0.0068271,0.00704594,0.00759865,0.0359982,0.0145508,0.0337166,0.00838551,0.00898269,0.0442687,0.0155578,0.0252806,0.00956921,0,0,0.00618006,0,0.0125351,0.00188157,0.0800583,0.0269002,0.0460024,0.0226707,0.0108693,0.00877216,0.0131725,0.0260539,0.0583299,0.0274765,0.0193617,0.011374,0.0214226,0.0178026,0.0507334,0.00561676,0.003989,0.00296584,0.00742926,0.00981317,0,0,0,0,0
47,0,0,0,0,0,0,0.00979356,0.00758064,0,0,0,0.0123322,0.0212915,0.0109803,0,0,0.0399794,0,0.0179089,0.0235361,0.0142502,0.0149452,0.0172459,0.00428482,0.00784465,0.0213245,0.00722856,0.00515556,0.00918469,0.0503947,0.00668059,0.00656654,0.00735634,0.0358329,0.0117262,0.0332857,0.00844325,0.0085449,0.041622,0.0155562,0.0248526,0.00934367,0,0,0.00646593,0,0.0125245,0.00203064,0.0801839,0.0280457,0.0457062,0.0227407,0.0103439,0.00884129,0.0124375,0.0262104,0.0579378,0.0266458,0.0198064,0.0113361,0.0216619,0.0184971,0.0471609,0.00543895,0.00409071,0.00305993,0.00735145,0.00959319,0,0,0,0,0
48,0,0,0,0,0,0,0.0100398,0.00750189,0,0,0,0.010303,0.0215642,0.0106143,0,0,0.0423401,0,0.0179446,0.0250453,0.0140777,0.0151387,0.0176094,0.00507799,0.00728158,0.0221444,0.00727803,0.00509227,0.00905878,0.0502071,0.006607,0.00622988,0.00712407,0.0355833,0.00841927,0.0352358,0.00836257,0.00899266,0.0395676,0.0155721,0.0244486,0.00948607,0,0,0.0065365,0,0.0125368,0.00206195,0.0802525,0.028486,0.045465,0.0220717,0.00979556,0.00898697,0.0116614,0.0263431,0.057379,0.0255666,0.0201596,0.0112883,0.0219623,0.018968,0.0446655,0.00528109,0.0040942,0.0031534,0.00733433,0.00978431,0,0,0,0,0
49,0,0,0,0,0,0,0.0102421,0.00751294,0,0,0,0.00838666,0.0218963,0.0100392,0,0,0.0456744,0,0.0179324,0.0271533,0.0140519,0.0161341,0.0178019,0.00625538,0.00671689,0.0234237,0.00719392,0.00493287,0.00883834,0.0497243,0.00647289,0.00550961,0.00679162,0.0356076,0.0040048,0.037916,0.00824711,0.00986333,0.0386568,0.0155638,0.0239895,0.009577,0,0,0.00621553,0,0.0125179,0.00190049,0.0802989,0.0272484,0.0451665,0.0209971,0.00898857,0.00918182,0.0109704,0.0264435,0.0567673,0.0243818,0.0203104,0.0111409,0.0222315,0.0192274,0.0432164,0.00535004,0.00398798,0.0030606,0.00746975,0.00990047,0,0,0,0,0
50,0,0,0,0,0,0,0.00982409,0.00733807,0,0,0,0.00702059,0.0214502,0.00906304,0,0,0.0420349,0,0.0180038,0.0247665,0.014018,0.0163358,0.0181,0.00663524,0.00628889,0.0216219,0.00735609,0.00510068,0.00902553,0.0496987,0.00635481,0.00497581,0.00654859,0.0353872,0.00315354,0.0349824,0.00850962,0.00894941,0.0375274,0.0155388,0.024041,0.00909537,0,0,0.00649316,0,0.0125048,0.00200299,0.0804942,0.0280976,0.0450668,0.0196735,0.00869273,0.0090945,0.0103838,0.0265027,0.0561043,0.0232384,0.0205158,0.0111165,0.0227418,0.0195426,0.0419728,0.00541663,0.0039972,0.00300491,0.00761322,0.00947131,0,0,0,0,0
51,0,0,0,0,0,0,0.0106686,0.00748889,0,0,0,0.00657943,0.0220574,0.00867746,0,0,0.0481799,0,0.0180369,0.0288036,0.0140074,0.0172935,0.0182002,0.00730633,0.00605548,0.0243231,0.00748517,0.00523032,0.00923441,0.0495229,0.00653575,0.004451,0.00617979,0.0354194,0.00498904,0.0396985,0.00817949,0.0109916,0.0374515,0.0155436,0.0240689,0.00977575,0,0,0.00643417,0,0.012487,0.00194045,0.0807296,0.0276287,0.0449227,0.0183272,0.00856527,0.00928562,0.0100297,0.0265539,0.0555018,0.0222906,0.0206988,0.0109696,0.0231632,0.0198494,0.0417852,0.00522984,0.00392054,0.00295324,0.0079113,0.0102352,0,0,0,0,0
52,0,0,0,0,0,0,0.00994637,0.00736851,0,0,0,0.00715959,0.0213521,0.0081971,0,0,0.041925,0,0.0180784,0.0247453,0.0138994,0.0175807,0.0183436,0.00764491,0.00592539,0.0213588,0.00768006,0.00533763,0.00942656,0.0496376,0.00673045,0.00426851,0.00611521,0.0354077,0.00783724,0.035017,0.00857924,0.00917777,0.0370582,0.0155443,0.0243758,0.00909881,0,0,0.00670926,0,0.0125013,0.00207306,0.0811861,0.0282036,0.0448462,0.0171677,0.0084981,0.00907725,0.00977987,0.0265179,0.054768,0.0215635,0.0210982,0.0108814,0.0236796,0.0204455,0.0411295,0.00528292,0.00391085,0.00301178,0.00824153,0.00966559,0,0,0,0,0
53,0,0,0,0,0,0,0.00999345,0.00741411,0,0,0,0.00812634,0.0213771,0.00793094,0,0,0.0414063,0,0.0180465,0.0243328,0.0137115,0.0183122,0.0184931,0.00784213,0.00587567,0.0210422,0.00789323,0.00553013,0.00976014,0.0498608,0.00673834,0.00415954,0.00585215,0.0355666,0.0106859,0.0348929,0.00860073,0.00883615,0.0365292,0.0155117,0.0246415,0.00907215,0,0,0.00682222,0,0.0124819,0.00212793,0.0816721,0.0290494,0.0447108,0.0158904,0.00872669,0.00910183,0.00968092,0.0264808,0.0539534,0.0210708,0.0216168,0.0108912,0.0242442,0.0212539,0.0402806,0.00532057,0.00383038,0.00303905,0.00859634,0.00977293,0,0,0,0,0
54,0,0,0,0,0,0,0.0104726,0.00756505,0,0,0,0.00962001,0.021733,0.00769648,0,0,0.0445703,0,0.0180104,0.0263715,0.0134457,0.0188281,0.0186722,0.00809275,0.00588137,0.022486,0.00816652,0.00577657,0.0100426,0.0499351,0.00666523,0.00414234,0.00536607,0.0356482,0.0132462,0.0374713,0.00839137,0.00959476,0.036017,0.0154578,0.0248201,0.00949874,0,0,0.00679671,0,0.0124469,0.00213902,0.0821019,0.0295398,0.0445983,0.0146004,0.00900333,0.00917811,0.00972177,0.026457,0.0532352,0.0207134,0.0222531,0.0112085,0.0248784,0.0221479,0.0399714,0.00532102,0.00380616,0.00301912,0.00893325,0.0103147,0,0,0,0,0
55,0,0,0,0,0,0,0.0104433,0.00758435,0,0,0,0.0112453,0.021854,0.0073915,0,0,0.0451619,0,0.0180478,0.0266467,0.0131469,0.0189712,0.0188727,0.00835857,0.00592397,0.0228247,0.00839102,0.00599714,0.0101195,0.0499889,0.0068269,0.00410105,0.00513876,0.03573,0.0157822,0.0381126,0.00842227,0.00955621,0.0355257,0.0153939,0.0248679,0.00950877,0,0,0.0069515,0,0.0124092,0.00224913,0.0824618,0.0296949,0.0444117,0.0134347,0.00922155,0.00910827,0.00983814,0.0264217,0.0523702,0.020434,0.0227824,0.011728,0.025342,0.0229071,0.039899,0.00528396,0.00399499,0.00304995,0.00922549,0.0104425,0,0,0,0,0
56,0,0,0,0,0,0,0.0104124,0.00758034,0,0,0,0.0128949,0.0218117,0.00709045,0,0,0.0452593,0,0.0180848,0.0266459,0.0128475,0.0189314,0.0190718,0.00849882,0.00598775,0.0229618,0.00857036,0.00614579,0.0102751,0.0500277,0.00712639,0.00460514,0.00496773,0.0357972,0.0180873,0.0382183,0.00848363,0.00971446,0.0350495,0.0153788,0.0248337,0.00946422,0,0,0.00710314,0,0.0124032,0.00232508,0.0828916,0.0295391,0.0441644,0.012464,0.00939321,0.00902087,0.0100184,0.026301,0.0513263,0.0202112,0.0232007,0.0123373,0.0256017,0.0234761,0.0395857,0.00523992,0.00406929,0.00306686,0.00949239,0.0104653,0,0,0,0,0
57,0,0,0,0,0,0,0.011587,0.00775377,0,0,0,0.0141261,0.0234532,0.0074749,0,0,0.0600676,0,0.0183307,0.0362749,0.0125671,0.0192291,0.0192268,0.0086205,0.00597633,0.0301343,0.00869485,0.0063282,0.0105568,0.0500143,0.00734266,0.00530004,0.0049558,0.0358067,0.0201305,0.0496125,0.00789287,0.013667,0.0347066,0.0153381,0.0246312,0.0104939,0,0,0.00709445,0,0.0123779,0.00228164,0.0832937,0.0289388,0.0436997,0.0116103,0.00977307,0.0092393,0.010262,0.0260648,0.050395,0.0201248,0.0234158,0.0132151,0.0255714,0.0237656,0.0391958,0.00506828,0.0039624,0.0030572,0.00961302,0.0114761,0,0,0,0,0
58,0,0,0,0,0,0,0.0105718,0.0074834,0,0,0,0.0157974,0.0214409,0.00746341,0,0,0.0440634,0,0.0181841,0.0259296,0.0123786,0.0198366,0.0193628,0.00889902,0.00615486,0.0224349,0.00875601,0.00651799,0.0107532,0.0499636,0.00755012,0.00591816,0.00504774,0.0359078,0.0228762,0.0370049,0.00845243,0.00984632,0.0343034,0.0152706,0.02429,0.00961619,0,0,0.00723993,0,0.0123071,0.00248611,0.0836745,0.0282192,0.0433526,0.0111371,0.00919683,0.00882627,0.0105847,0.0256281,0.0492575,0.0201059,0.0234901,0.0144003,0.02527,0.0239261,0.038791,0.0049887,0.00404554,0.00303227,0.00966284,0.0106685,0,0,0,0,0
59,0,0,0,0,0,0,0.009816,0.00713128,0,0,0,0.0167897,0.0206483,0.0072017,0,0,0.0377685,0,0.0182918,0.0218818,0.0122349,0.0200142,0.0195493,0.00895511,0.00606615,0.0193568,0.00888095,0.00670098,0.0108947,0.0500632,0.00748905,0.00568175,0.00511446,0.0359536,0.0244283,0.0319066,0.00886061,0.007907,0.0338122,0.0151918,0.0238263,0.00897445,0,0,0.00756694,0,0.0122687,0.00272745,0.0840899,0.0276892,0.0430526,0.0108349,0.00912662,0.00857124,0.0110163,0.0249983,0.0479826,0.0203382,0.0234722,0.0157524,0.0248254,0.0239466,0.0384944,0.00504761,0.0041175,0.00308947,0.0093745,0.0101036,0,0,0,0,0
60,0,0,0,0,0,0,0.0117791,0.00731167,0,0,0,0.0173513,0.0235628,0.00721703,0,0,0.0631734,0,0.0186364,0.0382508,0.0121408,0.0201529,0.0195927,0.00914133,0.00553088,0.0309553,0.00896768,0.00687931,0.0109298,0.050112,0.00754377,0.00579464,0.00504921,0.0359166,0.0254654,0.0513774,0.00800296,0.0141592,0.0331637,0.0151481,0.0229122,0.0107067,0,0,0.00763359,0,0.012257,0.00272052,0.0843205,0.0267645,0.0424077,0.0104883,0.0101636,0.00914837,0.011514,0.0241571,0.0467103,0.0208754,0.0230942,0.0172254,0.0240469,0.0236022,0.0381265,0.00484721,0.00405529,0.00313612,0.00887667,0.0118662,0,0,0,0,0
61,0,0,0,0,0,0,0.0108881,0.00695397,0,0,0,0.0179129,0.0211394,0.0072634,0,0,0.0441572,0,0.0183347,0.0259373,0.012029,0.0202027,0.0196155,0.00930137,0.00540646,0.0215321,0.00897438,0.00688336,0.0108613,0.0501247,0.00776908,0.00629947,0.00499234,0.03587,0.026543,0.0363832,0.00853561,0.00993969,0.0319562,0.0150908,0.0215546,0.00991373,0,0,0.0080733,0,0.0121809,0.00298499,0.0845205,0.0254911,0.0419703,0.010538,0.00995627,0.00875349,0.0121094,0.0231083,0.0452894,0.021415,0.0224573,0.018977,0.0228574,0.0230819,0.0373945,0.00495321,0.00436009,0.00323202,0.00852217,0.0111411,0,0,0,0,0
62,0,0,0,0,0,0,0.0101416,0.00665007,0,0,0,0.0181908,0.0202606,0.00750993,0,0,0.0371436,0,0.0184017,0.0214693,0.0119296,0.0202895,0.0196639,0.00937653,0.00503803,0.0181161,0.00898746,0.00675463,0.010828,0.0501866,0.00781722,0.00646827,0.0049746,0.0358283,0.0266315,0.0308876,0.00895104,0.00773355,0.0305099,0.015017,0.0200249,0.00919823,0,0,0.00842679,0,0.0121486,0.00321354,0.0846908,0.0242363,0.041604,0.0105304,0.0101084,0.0084931,0.012691,0.0219176,0.0439954,0.0220812,0.0216707,0.0207116,0.0214633,0.0224276,0.0362564,0.00517733,0.00448918,0.00335946,0.00818198,0.010243,0,0,0,0,0
63,0,0,0,0,0,0,0.0111299,0.00680814,0,0,0,0.0180546,0.0211222,0.00779256,0,0,0.0450107,0,0.0184232,0.0264345,0.0118892,0.020314,0.0195977,0.00939337,0.00434675,0.0214175,0.00898855,0.00670257,0.0108116,0.0502261,0.00770901,0.00645803,0.00485791,0.0357966,0.0264104,0.0368684,0.00857833,0.00987887,0.0287895,0.0149727,0.0182375,0.0100288,0,0,0.00842765,0,0.0121315,0.00319515,0.0847716,0.0230648,0.0411136,0.0103309,0.0108522,0.00873205,0.0133204,0.0207344,0.0427721,0.0228667,0.0205687,0.0226321,0.0197551,0.0215107,0.034766,0.00524279,0.00453161,0.00345722,0.00798649,0.0110158,0,0,0,0,0
64,0,0,0,0,0,0,0.0114436,0.00682138,0,0,0,0.0175843,0.0215067,0.00793492,0,0,0.0486943,0,0.0184457,0.0286817,0.0118257,0.0202078,0.0194787,0.00935074,0.00376577,0.022885,0.00888264,0.00667189,0.0107018,0.0501797,0.00763464,0.00647184,0.00475649,0.0357697,0.0259382,0.0396942,0.00852944,0.0106072,0.026664,0.0149585,0.0162789,0.0102321,0,0,0.00858946,0,0.0121312,0.00327932,0.0848289,0.022208,0.0406598,0.0101,0.0115307,0.00878488,0.0139259,0.0195585,0.0414941,0.0237377,0.0194568,0.0247505,0.0179155,0.0207176,0.0333089,0.00541279,0.0046853,0.00352054,0.00788322,0.0113316,0,0,0,0,0
65,0,0,0,0,0,0,0.0125532,0.00701217,0,0,0,0.0168006,0.0250283,0.00774014,0,0,0.0795493,0,0.0197752,0.0489432,0.0118135,0.0197965,0.0192922,0.00919635,0.00336493,0.0381297,0.00869937,0.0066326,0.0105644,0.0500615,0.00734881,0.00610221,0.0049943,0.0355081,0.0250291,0.0639347,0.00819306,0.0175399,0.024241,0.0149613,0.0143031,0.0111114,0,0,0.00902958,0,0.0121566,0.00354788,0.084764,0.0220377,0.0399347,0.00954949,0.0128554,0.00904033,0.0145873,0.0184347,0.0404681,0.0246875,0.0182501,0.0272427,0.0159307,0.020084,0.0316669,0.00542379,0.00485085,0.00358204,0.0077649,0.0123771,0,0,0,0,0
66,0,0,0,0,0,0,0.0117683,0.00676832,0,0,0,0.0158632,0.0212116,0.00751718,0,0,0.0477174,0,0.018603,0.0279846,0.0117583,0.0194689,0.0192189,0.00891724,0.0031344,0.0219599,0.0086192,0.00646358,0.0104276,0.0499904,0.00697763,0.00578269,0.00512076,0.0353044,0.0240742,0.0389387,0.00859127,0.0105997,0.0208872,0.0149298,0.0127024,0.0103568,0,0,0.00935182,0,0.0121134,0.00385988,0.0848708,0.0230938,0.0395446,0.00916847,0.0128415,0.0086511,0.0154304,0.01713,0.0392738,0.0256648,0.0175295,0.0301124,0.0141341,0.0200985,0.0296789,0.00567418,0.00516315,0.00363651,0.00786692,0.0115607,0,0,0,0,0
67,0,0,0,0,0,0,0.0107601,0.00649084,0,0,0,0.0152972,0.0200545,0.00772365,0,0,0.0371939,0,0.0187652,0.0212052,0.0116757,0.0194833,0.0190776,0.0087793,0.00301232,0.0169777,0.00857314,0.00618323,0.0102232,0.0498617,0.00674551,0.00572782,0.00514104,0.0352471,0.0230897,0.0307979,0.00918126,0.00731514,0.0174935,0.014901,0.0122133,0.00939934,0,0,0.0097267,0,0.012098,0.00413499,0.0850411,0.0252741,0.0392127,0.00889364,0.0130789,0.00835899,0.0165099,0.0156801,0.0382659,0.0268991,0.0174633,0.0329114,0.0127819,0.0208753,0.02727,0.00596807,0.00533701,0.00374608,0.00779949,0.0105914,0,0,0,0,0
68,0,0,0,0,0,0,0.0116675,0.00671966,0,0,0,0.0146305,0.0208995,0.00784816,0,0,0.0450365,0,0.0188293,0.0262019,0.0116155,0.0194253,0.0188685,0.00847237,0.00303842,0.0202707,0.00844139,0.00613239,0.0100476,0.0497517,0.00662341,0.00554156,0.0048496,0.0351292,0.0219791,0.0368313,0.00883015,0.00941632,0.0141924,0.0149124,0.0130742,0.010095,0,0,0.00963432,0,0.0121194,0.0040876,0.0852287,0.0282895,0.038777,0.00862107,0.0138699,0.0086687,0.0177144,0.014268,0.0373545,0.0283648,0.0177989,0.0356444,0.0120804,0.022108,0.0248147,0.00594257,0.0052862,0.00381373,0.00775102,0.0113921,0,0,0,0,0
69,0,0,0,0,0,0,0.0118872,0.00679676,0,0,0,0.0135965,0.0218661,0.00740997,0,0,0.0525103,0,0.0187025,0.0308118,0.0115403,0.0191707,0.0187545,0.00791545,0.00338391,0.0234477,0.00840899,0.00606521,0.0100123,0.0497906,0.00638577,0.00532953,0.00479573,0.0350093,0.020614,0.0425975,0.00892365,0.0102937,0.0103656,0.0149472,0.0158068,0.0100946,0,0,0.00984432,0,0.0121447,0.00417274,0.0852354,0.0328162,0.0379786,0.00741079,0.0148806,0.00886979,0.0190764,0.0130691,0.0367707,0.0297649,0.0182291,0.0386752,0.0124879,0.0239033,0.0227947,0.00597765,0.00530597,0.00385302,0.00758724,0.0114591,0,0,0,0,0
70,0,0,0,0,0,0,0.0110685,0.00637951,0,0,0,0.0129833,0.0199431,0.00737458,0,0,0.0383456,0,0.0188669,0.0219628,0.0114399,0.0192523,0.0186077,0.00794915,0.00341437,0.0168713,0.00837877,0.00587533,0.00993357,0.0498224,0.00624574,0.00498039,0.00489105,0.0350987,0.0195899,0.0316295,0.00919238,0.00762377,0.00812297,0.0149227,0.0196954,0.0093513,0,0,0.0101931,0,0.0121262,0.00433495,0.0852715,0.0379516,0.0375769,0.00638572,0.0150558,0.008607,0.020611,0.0117755,0.0360327,0.0312742,0.0193767,0.0417434,0.0141083,0.0262868,0.0212303,0.0061273,0.00542917,0.00386141,0.00723312,0.010888,0,0,0,0,0
71,0,0,0,0,0,0,0.0129014,0.0070825,0,0,0,0.0117835,0.0230919,0.00790001,0,0,0.0647725,0,0.0192404,0.0390375,0.011423,0.0196728,0.0183731,0.0079431,0.00436906,0.029393,0.00821726,0.00568469,0.00977951,0.0498413,0.00608969,0.00464199,0.00520764,0.0349462,0.0181628,0.0520605,0.00833947,0.0137822,0.00842605,0.0149227,0.0241304,0.010909,0,0,0.0101405,0,0.0121418,0.0041547,0.0849497,0.0439652,0.0369435,0.00535859,0.0164788,0.00940812,0.0222355,0.0109256,0.0356749,0.0327161,0.0208868,0.0444677,0.0164341,0.0290456,0.0201174,0.0060704,0.00532859,0.00384015,0.00728314,0.0124006,0,0,0,0,0
72,0,0,0,0,0,0,0.0113181,0.00654322,0,0,0,0.0108995,0.0200763,0.00809598,0,0,0.0386708,0,0.0188978,0.0221113,0.0112538,0.0200807,0.0182809,0.00783436,0.00432754,0.0169239,0.0081205,0.00554982,0.00959702,0.0498713,0.00595701,0.00452303,0.00541087,0.0348444,0.0173524,0.0318285,0.00921505,0.00749622,0.0101034,0.0149218,0.0293355,0.00952261,0,0,0.010526,0,0.0121215,0.00445217,0.0842566,0.0510407,0.0366161,0.00409522,0.0163606,0.0091226,0.0239075,0.0107694,0.0355572,0.033784,0.0232367,0.0475281,0.0197972,0.0326678,0.01953,0.00661904,0.00553084,0.00392604,0.00696806,0.0109044,0,0,0,0,0
73,0,0,0,0,0,0,0.0118808,0.00694726,0,0,0,0.00985439,0.0204938,0.00833653,0,0,0.0428759,0,0.018835,0.0247965,0.011106,0.0204918,0.0181079,0.00767219,0.00512883,0.0186914,0.00803768,0.00525885,0.00936551,0.0499,0.00576275,0.00440546,0.0055404,0.0347567,0.0160287,0.0351864,0.00899288,0.00881882,0.0128325,0.0149231,0.0344026,0.0100429,0,0,0.0107322,0,0.0121266,0.00455523,0.0834726,0.0573638,0.0362996,0.00406317,0.0172665,0.00953912,0.0254837,0.0108425,0.035937,0.0347159,0.0260104,0.0501876,0.0231921,0.0364933,0.0194897,0.00697374,0.0055689,0.00393387,0.00707895,0.0112997,0,0,0,0,0
74,0,0,0,0,0,0,0.0134108,0.00773293,0,0,0,0.0087618,0.023556,0.00861503,0,0,0.0687487,0,0.0195684,0.0417044,0.0109273,0.0210184,0.0179356,0.00757348,0.0061402,0.0310695,0.00787641,0.00491987,0.0091503,0.0499426,0.00558943,0.00441518,0.00558674,0.0346187,0.0146588,0.0553823,0.00831178,0.0148847,0.015149,0.0149659,0.0395225,0.0114118,0,0,0.0109055,0,0.0121785,0.00459095,0.0825297,0.0636531,0.0357978,0.00642831,0.0184211,0.0101541,0.0269969,0.0118293,0.037003,0.0352869,0.0294233,0.0525203,0.0266953,0.0408996,0.0190898,0.00710528,0.00554847,0.00389165,0.00746524,0.012733,0,0,0,0,0
