Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,T10,x70,x71,x72,x73,STRN
190,0,0,0,0,0,0,0.0232321,0.0147745,0,0,0,0.0451921,0.0212002,0.0196059,0.0253474,0,0,0.00948582,0,0.0184417,0.00457281,0.0362869,0.0288578,0.0209202,0.0243276,0.0106577,0.0131,0.102659,0.0971259,0.0674259,0.0844889,0.0148679,0.0171347,0.00979004,0.0175636,0.0528349,0.0102097,0.00957223,0.0048106,0.0437854,0.0129762,0.0311403,0.0360402,0.023031,0,0,0.0431353,0,0.011047,0.0289674,0.0465203,0.0558304,0.00991739,0.0523879,0.0326651,0.0178978,0.0810068,0.0760968,0.0240601,0.0539175,0.0395917,0.0349983,0.0182096,0.0517122,0.0550818,0.0257971,0.0113541,0.0117963,0.0225425,0,0,0,0,0
191,0,0,0,0,0,0,0.0231126,0.0148645,0,0,0,0.0434352,0.0212042,0.0189759,0.0255366,0,0,0.00933622,0,0.0184667,0.00449573,0.03632,0.0292852,0.021142,0.0241118,0.0104096,0.013171,0.102353,0.0968914,0.0675896,0.0845927,0.014613,0.0164683,0.00986678,0.0173055,0.0509388,0.0101919,0.0095663,0.00478272,0.045126,0.0130533,0.031604,0.0359517,0.0226582,0,0,0.0431014,0,0.0110878,0.0289619,0.0463637,0.0560571,0.0101099,0.0525756,0.0326811,0.0177173,0.0803056,0.0761306,0.0253025,0.0539558,0.0392692,0.0351732,0.0182319,0.05069,0.0540331,0.0256559,0.01131,0.011893,0.0223633,0,0,0,0,0
192,0,0,0,0,0,0,0.0230565,0.0149451,0,0,0,0.041239,0.0212078,0.0185751,0.0255272,0,0,0.00895776,0,0.0184666,0.00432371,0.0364275,0.0299959,0.0214706,0.0240419,0.0102727,0.0131388,0.102217,0.0967885,0.0678513,0.0845781,0.0144249,0.0155687,0.0101381,0.016807,0.0489972,0.0100009,0.00952157,0.00473014,0.0458587,0.0129984,0.0325859,0.0357066,0.0223518,0,0,0.0432738,0,0.0110261,0.0290611,0.0461041,0.0553786,0.0102409,0.0535726,0.0326197,0.0175795,0.0794842,0.0760925,0.0263872,0.053936,0.0392716,0.0347126,0.0178468,0.0496982,0.0524422,0.0256439,0.0113701,0.0119436,0.022205,0,0,0,0,0
193,0,0,0,0,0,0,0.0231462,0.0150861,0,0,0,0.0387411,0.021138,0.0185429,0.0254605,0,0,0.0085784,0,0.0184229,0.00414616,0.0366727,0.0298997,0.0217358,0.0236979,0.0102248,0.0131707,0.10173,0.0965581,0.0684224,0.0845867,0.0141574,0.014337,0.0105844,0.0163059,0.0470282,0.00973265,0.00951202,0.00463145,0.046997,0.0128308,0.033768,0.0357007,0.0222366,0,0,0.043546,0,0.0108825,0.0292958,0.045764,0.0550596,0.0103534,0.0543869,0.0324385,0.017707,0.078996,0.0759262,0.0268421,0.0538783,0.0394077,0.0343465,0.0174393,0.0488682,0.0514407,0.0258121,0.0114052,0.0118573,0.0223118,0,0,0,0,0
194,0,0,0,0,0,0,0.0231637,0.0152096,0,0,0,0.0362116,0.0210322,0.0188698,0.025254,0,0,0.0083387,0,0.0184034,0.00398365,0.0368873,0.029683,0.0220252,0.023339,0.0101043,0.0132149,0.101122,0.0962724,0.0692406,0.0846193,0.0138819,0.012736,0.0111461,0.0157238,0.0449125,0.00953949,0.00953454,0.00463797,0.0500892,0.0127989,0.0356742,0.0356851,0.0221487,0,0,0.0436032,0,0.0108434,0.0293542,0.0454653,0.055434,0.0105855,0.0544552,0.0322449,0.017878,0.0789358,0.0755911,0.0265114,0.0538853,0.0390936,0.034349,0.0171521,0.0478534,0.052929,0.0258824,0.0112758,0.0116755,0.0226372,0,0,0,0,0
195,0,0,0,0,0,0,0.0230581,0.015231,0,0,0,0.0340137,0.0209608,0.0195192,0.0249054,0,0,0.00815755,0,0.0184055,0.00387874,0.0370756,0.0294726,0.0223666,0.0228651,0.00982724,0.0132901,0.100588,0.0959947,0.0701939,0.0847316,0.0135973,0.0110417,0.0119734,0.0150685,0.0427194,0.00942918,0.0095617,0.00459435,0.0539872,0.0128308,0.0378989,0.0355718,0.0219794,0,0,0.0435093,0,0.0108475,0.0292632,0.045422,0.056264,0.0108878,0.0536446,0.0319638,0.0179938,0.0791292,0.0751059,0.025953,0.054219,0.0381393,0.0344528,0.0168206,0.0465649,0.0562344,0.0258484,0.0111344,0.0116461,0.0227891,0,0,0,0,0
196,0,0,0,0,0,0,0.0229219,0.015159,0,0,0,0.0325212,0.0209263,0.0208015,0.0244105,0,0,0.00793981,0,0.018436,0.0037585,0.0372937,0.0293763,0.0227443,0.022619,0.00933664,0.0132922,0.0998212,0.0958079,0.0714767,0.084862,0.0136456,0.00982367,0.012937,0.0142925,0.0407062,0.00930672,0.00960981,0.00448786,0.0548676,0.0128783,0.0379058,0.0353964,0.0217233,0,0,0.043375,0,0.0108452,0.029133,0.0457337,0.0561419,0.0111109,0.0521696,0.0314729,0.0179745,0.0793109,0.0746743,0.0258055,0.0548513,0.0367584,0.0346437,0.0165105,0.0449816,0.0583773,0.02569,0.0110297,0.0117208,0.0226303,0,0,0,0,0
197,0,0,0,0,0,0,0.0227664,0.0150514,0,0,0,0.0322046,0.0209143,0.0225665,0.023841,0,0,0.00769372,0,0.0184747,0.00364923,0.0376885,0.0295328,0.0231255,0.0229168,0.00879821,0.0132755,0.0986788,0.0954191,0.0731395,0.085036,0.0141902,0.00936612,0.0140307,0.0133913,0.039198,0.00908616,0.0096513,0.00440792,0.0541729,0.0129183,0.0377253,0.0352282,0.0213392,0,0,0.0432064,0,0.0108262,0.028987,0.0461337,0.0560015,0.0113564,0.0510587,0.0307299,0.0178559,0.0793127,0.0742389,0.0258776,0.0556085,0.035682,0.034559,0.0161464,0.0438409,0.0582833,0.0255889,0.010982,0.0115412,0.0224844,0,0,0,0,0
198,0,0,0,0,0,0,0.0225698,0.0148074,0,0,0,0.0328728,0.0209098,0.0246416,0.0231205,0,0,0.0075269,0,0.0184678,0.00365796,0.0381964,0.0299103,0.0234689,0.0234383,0.00821886,0.0131773,0.097389,0.0944814,0.0751805,0.0852424,0.0152555,0.00929424,0.0152066,0.012474,0.0382108,0.0088544,0.00965292,0.00452453,0.0526872,0.0129657,0.0376309,0.0349366,0.0208595,0,0,0.042834,0,0.0108299,0.0286906,0.0465321,0.0559721,0.0115287,0.0505243,0.0297349,0.0174588,0.0790123,0.0738032,0.0261735,0.0562325,0.0352098,0.0344002,0.0159508,0.0432228,0.0561185,0.0252534,0.0109112,0.0115055,0.0222967,0,0,0,0,0
199,0,0,0,0,0,0,0.0222274,0.0144596,0,0,0,0.0337278,0.0209317,0.0265793,0.0222577,0,0,0.00742672,0,0.0184645,0.00371432,0.0387594,0.0305573,0.0237182,0.023714,0.00762632,0.0130156,0.0961053,0.0935496,0.0774114,0.0855335,0.0168133,0.0100446,0.0162866,0.0116394,0.037794,0.0086545,0.00961473,0.00463741,0.0513659,0.0130169,0.0378082,0.0344596,0.0203022,0,0,0.0423328,0,0.0108525,0.0283789,0.047095,0.055758,0.0115816,0.0504182,0.0285444,0.016903,0.078484,0.0734341,0.0266826,0.0566192,0.0351561,0.0342934,0.0159498,0.0428816,0.0535795,0.024545,0.0108485,0.0115959,0.0220119,0,0,0,0,0
200,0,0,0,0,0,0,0.0216779,0.0141462,0,0,0,0.0344491,0.0209753,0.0284717,0.0213503,0,0,0.00735638,0,0.0184758,0.00375585,0.0393085,0.0313353,0.0238291,0.0239795,0.00703456,0.0128509,0.094992,0.0930607,0.0795982,0.0860438,0.0184577,0.0111745,0.0172377,0.0109652,0.0375672,0.00843492,0.0095876,0.00464435,0.0507728,0.0130699,0.0381995,0.0341119,0.0196251,0,0,0.0418414,0,0.0108657,0.0280797,0.0479461,0.0554128,0.0115304,0.0505347,0.0272412,0.0162884,0.0778172,0.0732206,0.0273464,0.0567575,0.0352497,0.0342778,0.0160412,0.0426506,0.0516986,0.0238746,0.0108221,0.0114066,0.0217877,0,0,0,0,0
201,0,0,0,0,0,0,0.0212982,0.0138729,0,0,0,0.0347792,0.0210254,0.0299106,0.0204688,0,0,0.00733909,0,0.0184532,0.00384806,0.0398135,0.0318605,0.0237917,0.0250937,0.00648906,0.0127127,0.0942145,0.0926322,0.0816377,0.0867791,0.0196684,0.012131,0.0180916,0.0103596,0.0370976,0.0083145,0.00956743,0.00468824,0.0506644,0.0131123,0.0386115,0.0340028,0.0191388,0,0,0.0413649,0,0.0108529,0.0277341,0.0488275,0.0549889,0.0114986,0.0507109,0.0259029,0.0156415,0.0772707,0.0731265,0.0278359,0.0567138,0.0353655,0.0343495,0.016187,0.0424416,0.0504391,0.023304,0.0108065,0.0113264,0.0214515,0,0,0,0,0
202,0,0,0,0,0,0,0.0207648,0.0136863,0,0,0,0.0340559,0.0210964,0.0304866,0.0197162,0,0,0.00749241,0,0.0184196,0.00397999,0.0402573,0.0315474,0.0236644,0.026166,0.00597218,0.012544,0.093498,0.0920521,0.0831081,0.0876609,0.0203508,0.0127949,0.0187889,0.0097179,0.0363217,0.00833989,0.00955859,0.0047557,0.0505225,0.01315,0.0387812,0.0340734,0.0186435,0,0,0.0408304,0,0.0108643,0.0273889,0.0494678,0.0544514,0.0116069,0.0507505,0.0244361,0.0149769,0.0769884,0.0730874,0.0281522,0.0566726,0.0353928,0.0345435,0.0162059,0.0420234,0.0493497,0.0225242,0.0108678,0.011425,0.0208801,0,0,0,0,0
203,0,0,0,0,0,0,0.0201501,0.0136644,0,0,0,0.0331735,0.0211906,0.0303068,0.0190864,0,0,0.00761314,0,0.018397,0.00403431,0.0406576,0.0308432,0.0235007,0.0267098,0.00537992,0.0123149,0.0927853,0.0914498,0.0839657,0.0886195,0.0208015,0.0131868,0.0192793,0.00912858,0.0351459,0.00839141,0.00953418,0.00483957,0.0502397,0.0131915,0.0388285,0.0342698,0.0181053,0,0,0.0403193,0,0.0108826,0.0271455,0.049775,0.0537838,0.0118624,0.050656,0.0231512,0.0144553,0.0769624,0.0729382,0.0283322,0.0568451,0.0353147,0.0347988,0.0162305,0.0414785,0.0482972,0.0215446,0.0109917,0.0115212,0.0201714,0,0,0,0,0
204,0,0,0,0,0,0,0.019598,0.0137461,0,0,0,0.0322744,0.0212548,0.0292828,0.0186249,0,0,0.00781555,0,0.0183673,0.00397335,0.0409056,0.0302469,0.0232756,0.0267228,0.00464914,0.0120451,0.0930373,0.0907358,0.0845215,0.0896028,0.02099,0.0132099,0.0195118,0.00879961,0.0337736,0.00847946,0.00951262,0.00493887,0.0494916,0.0132263,0.0385094,0.0346083,0.0174902,0,0,0.0400198,0,0.0108505,0.0268841,0.0498849,0.0529625,0.0122034,0.0503964,0.0220784,0.0141037,0.0771294,0.072696,0.028414,0.0572791,0.0350774,0.0349964,0.0162215,0.0406951,0.0470129,0.020724,0.010849,0.0113207,0.0196032,0,0,0,0,0
205,0,0,0,0,0,0,0.0190886,0.0138753,0,0,0,0.0318116,0.0213126,0.0282337,0.0184138,0,0,0.00803584,0,0.0183599,0.00416211,0.0410986,0.0300952,0.0228076,0.0265047,0.00393096,0.0118689,0.0932411,0.0901474,0.0848756,0.0903537,0.0209225,0.0128979,0.0195728,0.00887192,0.0323261,0.00856459,0.00948334,0.00504775,0.0487161,0.0132719,0.0381394,0.0350644,0.0169033,0,0,0.0396665,0,0.0108473,0.0268517,0.0499631,0.0522068,0.0124977,0.0502203,0.0211383,0.0138439,0.0773282,0.0724672,0.0284461,0.0577165,0.0347416,0.0349814,0.0160721,0.039798,0.0459358,0.020043,0.0107088,0.0112138,0.0190274,0,0,0,0,0
206,0,0,0,0,0,0,0.0185549,0.013952,0,0,0,0.0314239,0.0213608,0.0279284,0.0184082,0,0,0.00818649,0,0.0183521,0.00436392,0.0412409,0.0306605,0.0222567,0.0263471,0.00336876,0.0117279,0.0931143,0.0898785,0.085149,0.09084,0.0207662,0.0124973,0.0197277,0.00914748,0.0309059,0.00858908,0.00946485,0.00514765,0.0483827,0.0133066,0.0378931,0.0354905,0.0166936,0,0,0.039279,0,0.010856,0.0270622,0.0499173,0.0516229,0.0126465,0.0501909,0.0202563,0.0136388,0.0774352,0.0722804,0.0285167,0.0579761,0.0343962,0.0347167,0.0158069,0.0389759,0.045349,0.0194818,0.0105937,0.0111041,0.0188092,0,0,0,0,0
207,0,0,0,0,0,0,0.0179713,0.0139535,0,0,0,0.0294346,0.0213839,0.0278982,0.0185619,0,0,0.0082556,0,0.0183549,0.00453269,0.0412413,0.031859,0.0217627,0.0263116,0.00299827,0.0115265,0.0926416,0.0898293,0.0855224,0.0909917,0.0204024,0.0121111,0.0198862,0.00936412,0.029096,0.00861504,0.00946647,0.00521063,0.048283,0.0133089,0.037656,0.0358991,0.0164613,0,0,0.0389444,0,0.0108482,0.0268912,0.0497434,0.0511777,0.0126167,0.0505058,0.0192093,0.0134934,0.077458,0.0721784,0.0285283,0.0579997,0.0341334,0.034274,0.0154861,0.0383213,0.0451656,0.0190847,0.0105025,0.0110337,0.0186804,0,0,0,0,0
208,0,0,0,0,0,0,0.0177947,0.013854,0,0,0,0.0269583,0.0213907,0.0277261,0.0189128,0,0,0.00828816,0,0.0183488,0.00464787,0.0410769,0.033086,0.0211513,0.026222,0.00273124,0.011254,0.091941,0.0898685,0.0861724,0.0906872,0.0200027,0.0117876,0.0195861,0.00959014,0.0269113,0.00860807,0.00947447,0.00525923,0.0484229,0.0133086,0.0375202,0.03629,0.0161262,0,0,0.0385464,0,0.0108342,0.0263983,0.0494568,0.0507792,0.0124909,0.0511183,0.0180502,0.0132813,0.0775029,0.0721949,0.0283974,0.0577916,0.0339452,0.0337378,0.0151763,0.0378797,0.0453344,0.0187971,0.0105126,0.0109771,0.0190111,0,0,0,0,0
209,0,0,0,0,0,0,0.0177168,0.0137127,0,0,0,0.02507,0.0213934,0.0280011,0.0194205,0,0,0.00832493,0,0.0183577,0.00469848,0.0407481,0.0341538,0.0204749,0.0261747,0.00262759,0.0110518,0.0912566,0.0899825,0.0869108,0.0902542,0.0197273,0.0115257,0.0187704,0.00981695,0.0251633,0.00861898,0.00946452,0.00525859,0.0485635,0.0133648,0.037457,0.0364861,0.0158452,0,0,0.0382944,0,0.0108671,0.0261274,0.0492119,0.0503502,0.0122048,0.0518955,0.016817,0.0132311,0.0776401,0.0723164,0.0281297,0.0574531,0.0338114,0.0331465,0.0147347,0.0375636,0.0455573,0.0188544,0.0105908,0.0110107,0.0196706,0,0,0,0,0
210,0,0,0,0,0,0,0.017633,0.01353,0,0,0,0.0234839,0.0213819,0.0281987,0.0198458,0,0,0.00841261,0,0.0183732,0.00471036,0.0402989,0.0350469,0.0198216,0.0262646,0.00288898,0.0108542,0.0906312,0.0900283,0.0873104,0.089906,0.0197336,0.0114774,0.0185514,0.00990326,0.02388,0.00854098,0.00946053,0.00528363,0.0484578,0.0134225,0.037163,0.0364468,0.0156378,0,0,0.0381225,0,0.0109073,0.026107,0.0489585,0.0496324,0.0118248,0.0525702,0.0155561,0.0132256,0.0778756,0.0725121,0.0277986,0.0570243,0.0337152,0.0324818,0.0142709,0.0372104,0.0455313,0.018793,0.0104713,0.0111501,0.0192073,0,0,0,0,0
211,0,0,0,0,0,0,0.0175651,0.0133007,0,0,0,0.0219783,0.0213736,0.0278208,0.0202183,0,0,0.00848633,0,0.0183559,0.00473463,0.0397833,0.0354426,0.0192716,0.0265333,0.00347603,0.0106522,0.0900151,0.0900628,0.0877123,0.0896459,0.0200088,0.011665,0.0187313,0.00979249,0.0227932,0.00849153,0.00946279,0.0052905,0.0482472,0.013482,0.036891,0.0367649,0.0155099,0,0,0.0381056,0,0.0109523,0.0260736,0.0487237,0.0487638,0.0113748,0.0532337,0.0144157,0.0132894,0.0781359,0.0727387,0.0274408,0.0566478,0.0336308,0.0318268,0.0137352,0.0368142,0.0451587,0.0187241,0.0104572,0.0111805,0.0194326,0,0,0,0,0
212,0,0,0,0,0,0,0.0175711,0.0130576,0,0,0,0.0203199,0.0213634,0.0270932,0.0204907,0,0,0.00850084,0,0.0183445,0.00475716,0.0394001,0.0354612,0.01877,0.0268315,0.00423806,0.0104737,0.0894004,0.0901066,0.088047,0.0893826,0.0203686,0.0119701,0.0188296,0.0095473,0.0218268,0.00841473,0.009464,0.00525334,0.0479734,0.0135116,0.0366533,0.0373467,0.0154961,0,0,0.0380486,0,0.0109748,0.026174,0.0484599,0.047869,0.0111743,0.0539661,0.013391,0.0132893,0.0783396,0.0729638,0.0271427,0.0563062,0.0336254,0.0311896,0.0132554,0.0364545,0.044576,0.0188548,0.0102855,0.0111291,0.018896,0,0,0,0,0
213,0,0,0,0,0,0,0.017679,0.0128743,0,0,0,0.0184029,0.0213718,0.0263618,0.0207425,0,0,0.00850092,0,0.0183584,0.00482252,0.0391403,0.0355445,0.0182993,0.0271428,0.0048561,0.0103566,0.0888565,0.09018,0.0879956,0.0889983,0.0207286,0.012444,0.0190814,0.00921172,0.0206523,0.00836038,0.00947198,0.00521702,0.0476257,0.0135445,0.0364561,0.0377829,0.0156289,0,0,0.0379902,0,0.0109821,0.0261902,0.0482187,0.0469773,0.0109994,0.0547249,0.0126547,0.0133774,0.0784267,0.0731938,0.0269928,0.055927,0.0336977,0.0305772,0.012811,0.0360917,0.0438386,0.019206,0.0101411,0.0110426,0.0188178,0,0,0,0,0
214,0,0,0,0,0,0,0.0178203,0.0127823,0,0,0,0.0167199,0.0213701,0.0258403,0.021029,0,0,0.00849437,0,0.0183732,0.00489723,0.039022,0.035548,0.0180213,0.027105,0.0054201,0.0102874,0.0883402,0.0900965,0.0876485,0.0886534,0.0208321,0.0127322,0.0194476,0.0088582,0.0197124,0.00828938,0.00945738,0.0051928,0.0472093,0.0136008,0.0363227,0.0380566,0.0158286,0,0,0.0379068,0,0.0109857,0.0261272,0.0481001,0.0461501,0.0107291,0.0555064,0.0119632,0.01354,0.0784135,0.0734371,0.0269472,0.0555647,0.0338145,0.0299785,0.0123217,0.0357182,0.0429421,0.0194764,0.0100308,0.0109897,0.0193457,0,0,0,0,0
215,0,0,0,0,0,0,0.0180039,0.0127668,0,0,0,0.0153141,0.0213817,0.025341,0.0213622,0,0,0.00856171,0,0.0183941,0.00494234,0.0389553,0.0352785,0.017846,0.0267138,0.00584691,0.0102594,0.087833,0.0897856,0.0877247,0.0883521,0.0207689,0.0128566,0.0196423,0.00845682,0.0192884,0.00824464,0.00944051,0.00514499,0.0467442,0.0136863,0.0362943,0.0387288,0.0160129,0,0,0.0376235,0,0.0110343,0.0259598,0.048042,0.0454347,0.0105571,0.0561975,0.0113498,0.0135916,0.0783183,0.0736895,0.0269836,0.0551884,0.0339222,0.0294012,0.0119017,0.0352877,0.0418965,0.0195544,0.00993102,0.0108711,0.0188655,0,0,0,0,0
216,0,0,0,0,0,0,0.0181756,0.0127061,0,0,0,0.0142071,0.0214216,0.0249019,0.0216779,0,0,0.00866909,0,0.0183819,0.00497889,0.0389959,0.0350644,0.0176304,0.026252,0.00612879,0.0102477,0.0873454,0.0894552,0.0880535,0.0880111,0.0207606,0.0129728,0.0197709,0.00805286,0.0193609,0.00821035,0.0094376,0.00512631,0.0452147,0.0137246,0.0351985,0.0395671,0.0162222,0,0,0.0373715,0,0.0110437,0.0257959,0.0479695,0.0436579,0.0104792,0.0566141,0.0108079,0.0135896,0.0782122,0.0739875,0.0271283,0.0547297,0.0340395,0.0290642,0.0119533,0.0347262,0.0402744,0.0195734,0.00985123,0.0107352,0.0186833,0,0,0,0,0
217,0,0,0,0,0,0,0.0182847,0.0127121,0,0,0,0.0135083,0.0214736,0.0243945,0.0219819,0,0,0.00887254,0,0.0183865,0.00505895,0.0390798,0.0345503,0.0174198,0.0258513,0.00625193,0.0102927,0.0869173,0.0892749,0.0878929,0.0876921,0.02085,0.0131526,0.019994,0.00772422,0.0194912,0.00826171,0.00943909,0.00514402,0.0428143,0.0137895,0.0330607,0.040342,0.0163397,0,0,0.0370997,0,0.0110475,0.0256183,0.0479493,0.0409391,0.0104748,0.0567576,0.010405,0.0136222,0.0781601,0.0743274,0.0273645,0.0542945,0.0341576,0.028979,0.0123258,0.0341055,0.0383234,0.0195663,0.00979137,0.0106385,0.0189167,0,0,0,0,0
218,0,0,0,0,0,0,0.0182573,0.0127897,0,0,0,0.0131358,0.0215187,0.0239369,0.0223213,0,0,0.0090815,0,0.0184115,0.00519944,0.0391151,0.0342432,0.017256,0.0254124,0.00619339,0.0103138,0.0865805,0.0893163,0.0874186,0.0873681,0.0209937,0.0132703,0.0203168,0.00744164,0.0195836,0.00834474,0.00942431,0.00514201,0.0406979,0.0138052,0.0312115,0.0409243,0.0163488,0,0,0.0368541,0,0.0110137,0.0254573,0.0478831,0.0386199,0.0105542,0.0569285,0.0101121,0.0135991,0.0782328,0.0746384,0.0276657,0.0539958,0.0343271,0.0289215,0.0125851,0.0336098,0.0365535,0.0195173,0.00968275,0.0105069,0.0189668,0,0,0,0,0
219,0,0,0,0,0,0,0.0183428,0.0128604,0,0,0,0.013081,0.0215584,0.0234873,0.0227287,0,0,0.00925804,0,0.0184143,0.00528938,0.0390058,0.0341558,0.0171787,0.0248359,0.00611022,0.0103527,0.0861983,0.0889604,0.0871367,0.0870144,0.0210743,0.0132971,0.0207004,0.00720411,0.0199276,0.00844603,0.00941642,0.005164,0.0388562,0.0138682,0.0296337,0.0414456,0.0163251,0,0,0.0365431,0,0.011028,0.025238,0.047735,0.0366654,0.0107588,0.0570083,0.00982241,0.0134876,0.0784049,0.0749383,0.0278961,0.0537725,0.034417,0.0289762,0.0128734,0.0331552,0.0349533,0.0195229,0.00956686,0.0104217,0.0187483,0,0,0,0,0
220,0,0,0,0,0,0,0.0184369,0.0129348,0,0,0,0.0134857,0.0215994,0.0233851,0.0232468,0,0,0.00937074,0,0.0184168,0.00533596,0.0386959,0.0343268,0.0172657,0.0242615,0.00613365,0.0104356,0.0857859,0.0876648,0.0866275,0.0866235,0.0211893,0.0132914,0.0212002,0.00704887,0.0203535,0.00858725,0.00940115,0.00520357,0.0373705,0.0139158,0.028204,0.0419185,0.0162257,0,0,0.0361255,0,0.0110367,0.0249924,0.047556,0.0346854,0.0109525,0.0570196,0.00948904,0.0133203,0.0786092,0.0751967,0.0279756,0.053596,0.0344796,0.0290032,0.0133023,0.0327736,0.0336218,0.0197664,0.0094185,0.0103101,0.0185742,0,0,0,0,0
221,0,0,0,0,0,0,0.0183713,0.0130416,0,0,0,0.0139309,0.0216567,0.0231799,0.0238835,0,0,0.00949133,0,0.0184475,0.0053862,0.0383426,0.0340495,0.0174945,0.0234413,0.00631146,0.0105332,0.0856725,0.0864594,0.0855757,0.0864192,0.0214952,0.0134762,0.0220437,0.00685489,0.0201722,0.00872347,0.00940342,0.00524402,0.0361329,0.0139798,0.0267814,0.0424103,0.0160403,0,0,0.0357784,0,0.0110425,0.0248455,0.0473765,0.0325428,0.0111324,0.0571055,0.00909992,0.013181,0.0787586,0.0754217,0.0279829,0.0533713,0.0345852,0.028977,0.0138138,0.0324292,0.0325476,0.0196447,0.00929327,0.0102114,0.0183738,0,0,0,0,0
222,0,0,0,0,0,0,0.0181613,0.0131739,0,0,0,0.0140678,0.0217479,0.022828,0.0247383,0,0,0.00958569,0,0.0185503,0.00545863,0.0379327,0.0329689,0.0180138,0.0225838,0.00677489,0.0105692,0.0854919,0.0849224,0.0843485,0.0864764,0.0221989,0.01442,0.0233688,0.00654711,0.0192014,0.00877444,0.00941758,0.00524864,0.0348837,0.0140668,0.025324,0.0428698,0.0157094,0,0,0.0355933,0,0.0110668,0.0246621,0.0471187,0.0305958,0.0114393,0.0572405,0.00871178,0.0131196,0.0788822,0.0756334,0.0281124,0.0531433,0.0346838,0.0289354,0.0141864,0.0320973,0.0316423,0.019212,0.00919298,0.0100874,0.0177872,0,0,0,0,0
223,0,0,0,0,0,0,0.0179553,0.0133513,0,0,0,0.0140953,0.0217681,0.0231104,0.0256235,0,0,0.00979132,0,0.0185555,0.00556793,0.0375791,0.0322992,0.0185897,0.0225078,0.00737712,0.0105841,0.0850479,0.0833207,0.0833511,0.0867099,0.0233353,0.0160681,0.0246073,0.00642094,0.0182694,0.00889386,0.0093878,0.0052754,0.0336909,0.0141486,0.0239927,0.0432365,0.0153099,0,0,0.0354985,0,0.011103,0.024422,0.0468609,0.0289181,0.0117431,0.0573878,0.00840742,0.0130262,0.0790127,0.0758216,0.0282078,0.052954,0.034803,0.0289068,0.0146165,0.0317626,0.0307869,0.0187293,0.00914058,0.00997712,0.0175794,0,0,0,0,0
224,0,0,0,0,0,0,0.0176944,0.0135217,0,0,0,0.0141623,0.0217498,0.0239443,0.0262877,0,0,0.010098,0,0.0184785,0.00572324,0.0374284,0.0324625,0.0190117,0.0228371,0.00783689,0.0105319,0.0843374,0.0820477,0.0828118,0.0866259,0.0244091,0.0175595,0.0254457,0.0065494,0.0177826,0.00905585,0.00935181,0.00528043,0.0328075,0.0142043,0.0230281,0.0434934,0.0150108,0,0,0.0350001,0,0.0111202,0.0241418,0.0466091,0.0276232,0.0120721,0.0574638,0.00829466,0.0129448,0.0791848,0.0759598,0.0282202,0.0528567,0.0349136,0.0288193,0.0150593,0.031581,0.0300096,0.0183849,0.00905929,0.00989469,0.0174901,0,0,0,0,0
225,0,0,0,0,0,0,0.0174351,0.0137003,0,0,0,0.0143881,0.0217477,0.0247953,0.0262486,0,0,0.0103746,0,0.0184472,0.00583339,0.0374427,0.0337369,0.0193602,0.0233494,0.00822502,0.0105114,0.083579,0.0810603,0.0824618,0.0864617,0.0252932,0.0189059,0.0263244,0.00685921,0.0175631,0.00916933,0.00934373,0.00528143,0.0322255,0.0142735,0.0223572,0.0437028,0.014814,0,0,0.0344343,0,0.0111363,0.0238312,0.04634,0.0266185,0.0123539,0.0574983,0.00826387,0.0129772,0.0793824,0.0760329,0.0281499,0.0528718,0.0349684,0.0287325,0.015332,0.0313694,0.0293655,0.0180414,0.00890961,0.00980686,0.0173622,0,0,0,0,0
226,0,0,0,0,0,0,0.0173394,0.0137743,0,0,0,0.0149225,0.0217417,0.0256127,0.0254138,0,0,0.0105875,0,0.0184568,0.00584877,0.0375283,0.0352128,0.0196973,0.023633,0.00850944,0.01059,0.0829098,0.0803196,0.0824126,0.0861981,0.0259225,0.0201341,0.0272736,0.00721642,0.0176816,0.00924257,0.00935632,0.00525825,0.0318966,0.014368,0.0218161,0.0438541,0.014629,0,0,0.0339087,0,0.0111817,0.0234631,0.0461125,0.0258426,0.0125189,0.0575021,0.00840018,0.0131001,0.079537,0.0760833,0.0280679,0.0529043,0.0349428,0.0286718,0.0154541,0.0310595,0.0289473,0.0176861,0.00876405,0.00969285,0.0170808,0,0,0,0,0
