Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72
68,0,0,0,0,0,0,0.0199177,0.0112275,0,0,0,0.0118217,0.0184668,0.0129146,0.02513,0,0,0.00736014,0,0.0189182,0.00294513,0.0418811,0.0135434,0.020352,0.0154904,0.0121538,0.015133,0.0174957,0.0111005,0.0127384,0.0409734,0.0134045,0.0154119,0.0133376,0.0166365,0.0161932,0.00807465,0.00961355,0.00288379,0.0202511,0.0149273,0.0108563,0.0521771,0.0226112,0,0,0.0323766,0,0.0115219,0.0200402,0.0391371,0.0229238,0.0208959,0.0353109,0.0164866,0.0106137,0.0337429,0.0112509,0.0491137,0.042683,0.0101275,0.0217501,0.0075462,0.0137989,0.03072,0.0146041,0.0107559,0.00985761,0.0104392,0.0202962,0,0,0
69,0,0,0,0,0,0,0.0190691,0.0106518,0,0,0,0.0108986,0.0185312,0.0128942,0.024749,0,0,0.00682416,0,0.0188924,0.00293588,0.0415193,0.0132563,0.0203051,0.0149746,0.0121062,0.0145172,0.0171457,0.0107773,0.011697,0.0404487,0.0136484,0.0161418,0.0129524,0.0170402,0.0154541,0.00819864,0.00955641,0.00293091,0.0196673,0.0148961,0.0113628,0.0522683,0.0217475,0,0,0.0326747,0,0.0115145,0.0201954,0.0386816,0.0232237,0.0205229,0.0358114,0.0152719,0.00998793,0.0338223,0.0114201,0.0492107,0.0426579,0.0103528,0.0212849,0.0079557,0.0143354,0.0306117,0.0142295,0.0107794,0.00986269,0.00983793,0.0194545,0,0,0
70,0,0,0,0,0,0,0.0183415,0.0101492,0,0,0,0.0103858,0.0185981,0.0125976,0.0243448,0,0,0.00643559,0,0.0188653,0.0029639,0.0409429,0.0134259,0.0202015,0.0148588,0.0123115,0.0138813,0.0165062,0.0105371,0.0106948,0.0399798,0.0136972,0.016797,0.0125371,0.017365,0.0157074,0.00825511,0.00953367,0.0029685,0.0191849,0.0148759,0.0117683,0.0524545,0.0210848,0,0,0.0328779,0,0.0115056,0.0203184,0.0382238,0.0232508,0.020082,0.0365192,0.0140199,0.00964074,0.0341645,0.0116356,0.0495176,0.0429486,0.0106028,0.0207998,0.00821891,0.0148659,0.0303776,0.01404,0.0107209,0.00985681,0.00922525,0.0186867,0,0,0
71,0,0,0,0,0,0,0.0177152,0.00970388,0,0,0,0.00984801,0.018712,0.0113782,0.0242666,0,0,0.00619078,0,0.0188428,0.00295523,0.0403942,0.014105,0.0200686,0.0148729,0.0127241,0.0132737,0.0157965,0.0102605,0.00978865,0.0396148,0.0136402,0.0166665,0.0122534,0.0174269,0.0157819,0.00818006,0.00952806,0.00303101,0.0189673,0.0148605,0.0117762,0.0527973,0.0205262,0,0,0.0330011,0,0.0115011,0.0203425,0.0378644,0.0226389,0.0196635,0.0373509,0.0128354,0.00943859,0.0345986,0.0119087,0.0499724,0.043324,0.0107438,0.0203828,0.00833314,0.0148863,0.0299702,0.0140029,0.010616,0.00985788,0.00863675,0.017937,0,0,0
72,0,0,0,0,0,0,0.017184,0.00925365,0,0,0,0.0094002,0.0188881,0.0102052,0.0244634,0,0,0.00600452,0,0.0188205,0.00298933,0.0400769,0.0147613,0.0198888,0.0149011,0.0132594,0.0127467,0.0151979,0.0099072,0.00900765,0.0393442,0.0134388,0.0159507,0.0119929,0.0173448,0.0151614,0.00789782,0.00952466,0.00315333,0.0187092,0.0148688,0.011488,0.0532528,0.0201128,0,0,0.0330883,0,0.0115112,0.020291,0.037529,0.0213678,0.019275,0.0382018,0.0118487,0.0093538,0.0350325,0.0121798,0.0503821,0.0437467,0.0107323,0.0200473,0.00851874,0.0141471,0.0291021,0.0141419,0.0105211,0.00979738,0.00811469,0.0173193,0,0,0
73,0,0,0,0,0,0,0.0167687,0.00882204,0,0,0,0.0087984,0.018909,0.00966881,0.0247739,0,0,0.00587624,0,0.0187899,0.00311132,0.0399341,0.0152259,0.0197557,0.0149206,0.0140122,0.0122949,0.0147725,0.00966042,0.00837981,0.0391627,0.0130885,0.0152102,0.0116127,0.0173865,0.0142514,0.00743526,0.00947887,0.00320403,0.0181163,0.0149053,0.0112062,0.0537659,0.0198429,0,0,0.0331402,0,0.011542,0.0202571,0.03725,0.0197706,0.0189104,0.03915,0.0110924,0.00939778,0.0354665,0.0123506,0.0506696,0.0441318,0.0107064,0.0197662,0.00876248,0.0130095,0.0275917,0.0143795,0.0104656,0.00970509,0.00770319,0.016769,0,0,0
74,0,0,0,0,0,0,0.0165097,0.00854454,0,0,0,0.00801054,0.0189681,0.00962657,0.0250953,0,0,0.00593,0,0.0187742,0.00324031,0.0397979,0.015584,0.0196471,0.0149096,0.014834,0.0119847,0.0145141,0.00948859,0.00794001,0.038993,0.0128355,0.0147847,0.011218,0.0175882,0.0137201,0.00700295,0.00947135,0.00321525,0.0170375,0.0149298,0.0111872,0.054306,0.0197095,0,0,0.033155,0,0.0115654,0.0202002,0.0370441,0.0181931,0.0185001,0.0399682,0.0105814,0.00951995,0.0357969,0.0123896,0.050812,0.0444769,0.0108014,0.0194683,0.0090294,0.0121361,0.0254895,0.0146941,0.0104642,0.00967101,0.00737171,0.0163766,0,0,0
75,0,0,0,0,0,0,0.0164552,0.00849204,0,0,0,0.00758308,0.0188884,0.00978217,0.0254349,0,0,0.00604759,0,0.0187251,0.00330258,0.0396336,0.0160955,0.0195579,0.015022,0.0155033,0.0118101,0.0144173,0.0094539,0.00749865,0.0386479,0.0129445,0.0148623,0.010915,0.0178233,0.0137792,0.00652664,0.00945498,0.00325862,0.0156267,0.0149235,0.0112953,0.0548197,0.0197981,0,0,0.0331385,0,0.0115666,0.0201241,0.0368597,0.0169109,0.0180271,0.0407606,0.0102766,0.00972782,0.0359808,0.012289,0.0509104,0.0447394,0.0109726,0.0190928,0.0093152,0.0113269,0.0231982,0.0150605,0.0104543,0.00965983,0.00721551,0.0161615,0,0,0
76,0,0,0,0,0,0,0.016554,0.00852539,0,0,0,0.00767199,0.018913,0.00989137,0.0257922,0,0,0.00607708,0,0.0187207,0.00336883,0.0395737,0.0167194,0.0194518,0.0151398,0.016076,0.0117388,0.0144628,0.00951453,0.00717069,0.0380765,0.0128845,0.015436,0.0108857,0.0179161,0.0135723,0.00619301,0.00943434,0.00326295,0.0138741,0.0149507,0.01153,0.0553476,0.0200341,0,0,0.0331439,0,0.0115908,0.0201079,0.0366882,0.0163271,0.0174793,0.0415542,0.0101198,0.00998434,0.0361346,0.0121234,0.0509914,0.0449413,0.011066,0.0187099,0.00958447,0.0109989,0.0208312,0.0154217,0.0104146,0.00976711,0.00717952,0.0161412,0,0,0
77,0,0,0,0,0,0,0.0166341,0.00854576,0,0,0,0.00774681,0.0191192,0.00984305,0.0259791,0,0,0.00634084,0,0.0187431,0.00354043,0.0396019,0.0173397,0.0193011,0.0152899,0.016556,0.0117356,0.0145739,0.00958441,0.00691699,0.0372761,0.0127336,0.0156839,0.0111763,0.017815,0.0129265,0.00619112,0.00947334,0.00327786,0.0119904,0.0150105,0.0118803,0.05587,0.0202229,0,0,0.0331759,0,0.0116244,0.0201025,0.0366719,0.0161903,0.0170209,0.0423439,0.00999633,0.0101994,0.0362101,0.0120085,0.0511393,0.0450423,0.011093,0.0183533,0.00978099,0.010952,0.018607,0.0156728,0.0103468,0.00967155,0.00721138,0.0161825,0,0,0
78,0,0,0,0,0,0,0.0167253,0.00857131,0,0,0,0.00809139,0.0191953,0.00966861,0.0261211,0,0,0.00646066,0,0.0187144,0.00365396,0.0397104,0.0177848,0.0190813,0.0154625,0.0168776,0.0117871,0.0148239,0.0097057,0.00672493,0.0363826,0.0129463,0.0158513,0.0112571,0.0176177,0.0128352,0.00623827,0.00947352,0.00337722,0.0102378,0.0150456,0.0122016,0.0564079,0.0203475,0,0,0.0333018,0,0.0116423,0.0201597,0.03672,0.0162448,0.0166224,0.0429863,0.00996986,0.0103395,0.0362529,0.0119551,0.0513357,0.045149,0.0111738,0.0179793,0.0100234,0.010596,0.0166149,0.0158616,0.0103223,0.00955158,0.00724186,0.0163003,0,0,0
79,0,0,0,0,0,0,0.0168531,0.00861789,0,0,0,0.00913674,0.0190406,0.00963453,0.0264294,0,0,0.00623909,0,0.0187155,0.00351345,0.0398616,0.0181279,0.0188278,0.0155862,0.0169973,0.0118476,0.015251,0.0100006,0.00660504,0.0354957,0.0131071,0.01595,0.0116802,0.0174329,0.0138281,0.00615289,0.00940571,0.00332147,0.00881788,0.015081,0.012463,0.0569136,0.0204466,0,0,0.0334055,0,0.0116625,0.0202094,0.0368067,0.0160555,0.0162902,0.0434732,0.00998779,0.0104381,0.0362792,0.0119907,0.0515409,0.0452972,0.0114702,0.0176258,0.0102677,0.0102757,0.0148775,0.0159562,0.0103086,0.00964694,0.00729745,0.0163929,0,0,0
80,0,0,0,0,0,0,0.0169644,0.00869991,0,0,0,0.0105631,0.0190348,0.00971366,0.0267908,0,0,0.00617169,0,0.018733,0.00342912,0.040011,0.0182806,0.0185689,0.0156447,0.0168727,0.0119029,0.0158419,0.0103715,0.00660622,0.0345558,0.0131695,0.0159959,0.0120951,0.0172176,0.0154438,0.00641926,0.00938344,0.0032386,0.00780597,0.0151197,0.0126946,0.0573912,0.0205111,0,0,0.0335088,0,0.0116882,0.0202906,0.0368988,0.0154912,0.016027,0.0438766,0.0099847,0.0104557,0.0362845,0.0121193,0.0517733,0.0454223,0.0117322,0.0172994,0.0105176,0.0100487,0.013469,0.0159879,0.0103422,0.00973271,0.00734056,0.0164894,0,0,0
81,0,0,0,0,0,0,0.0170175,0.00879059,0,0,0,0.0125425,0.0191782,0.00976649,0.0271485,0,0,0.00635892,0,0.0187027,0.00350261,0.0400963,0.0183049,0.0182516,0.0156574,0.0165197,0.0119124,0.0165467,0.0108104,0.00682185,0.0334836,0.0132754,0.0160375,0.0122004,0.0169589,0.0175371,0.0069383,0.00938711,0.00320647,0.00714987,0.015121,0.0128789,0.0578485,0.0205302,0,0,0.0336259,0,0.0116858,0.020365,0.0370058,0.0149908,0.0158247,0.0443222,0.00992264,0.0104235,0.0362814,0.0123134,0.052025,0.0454973,0.0119597,0.0169779,0.0108154,0.00979141,0.0123756,0.0159696,0.0103919,0.0096236,0.00744089,0.016521,0,0,0
82,0,0,0,0,0,0,0.0171417,0.00881544,0,0,0,0.0148561,0.019187,0.00996339,0.027477,0,0,0.0064911,0,0.0186972,0.00363284,0.0401667,0.0185216,0.0178495,0.0155365,0.0160278,0.0119696,0.0174001,0.0114027,0.00726255,0.0323412,0.0134073,0.016094,0.0120731,0.0166688,0.019982,0.00733543,0.00934884,0.00325699,0.00673745,0.0150952,0.0130836,0.0582402,0.0205594,0,0,0.0336527,0,0.0116621,0.0203507,0.037083,0.0146474,0.0156779,0.0448429,0.00984126,0.010337,0.0362905,0.0125436,0.0522904,0.0456188,0.0121953,0.0166487,0.0111061,0.00953604,0.0114744,0.0158899,0.0103705,0.00955142,0.00756091,0.0166665,0,0,0
83,0,0,0,0,0,0,0.0172952,0.0088547,0,0,0,0.0175249,0.0192485,0.0104936,0.0277652,0,0,0.00655568,0,0.018773,0.00374767,0.0402783,0.0190043,0.0174413,0.01514,0.0155026,0.0120854,0.0183429,0.0121429,0.00789985,0.0311715,0.0135412,0.016191,0.0122327,0.016316,0.0227499,0.00772621,0.00929966,0.00333198,0.00650156,0.0150818,0.0133674,0.058608,0.020652,0,0,0.0336352,0,0.0116457,0.0202768,0.0370977,0.0144508,0.0155615,0.0453686,0.00978112,0.0102012,0.0363689,0.0127817,0.0526263,0.045759,0.0124009,0.0163468,0.0113479,0.0094493,0.0107518,0.0158017,0.0103669,0.00958441,0.00765245,0.0168731,0,0,0
84,0,0,0,0,0,0,0.0172451,0.00894152,0,0,0,0.0204748,0.0193913,0.0116942,0.0280215,0,0,0.00674445,0,0.0187672,0.00380996,0.040408,0.0193883,0.0170721,0.0144929,0.0150005,0.0120064,0.0193297,0.0130383,0.00881086,0.0298516,0.0136255,0.0163807,0.0129887,0.0159077,0.0259904,0.00800842,0.00934994,0.00332077,0.00637677,0.0150908,0.0135977,0.0589336,0.0205938,0,0,0.033663,0,0.0116497,0.0202446,0.0370925,0.0143815,0.0154474,0.0458488,0.00977032,0.0100112,0.0364417,0.0129819,0.0530076,0.045873,0.0126099,0.0160288,0.011595,0.00939336,0.0102758,0.0157254,0.010449,0.00954026,0.00782992,0.0168364,0,0,0
85,0,0,0,0,0,0,0.0172508,0.00912437,0,0,0,0.0233027,0.0194323,0.0131552,0.0282842,0,0,0.00696686,0,0.0187143,0.00387417,0.0404299,0.0197573,0.0167212,0.0138428,0.0145003,0.0120148,0.0202717,0.0140338,0.00989035,0.0284623,0.0137525,0.0167224,0.0138319,0.0154632,0.029236,0.00819811,0.00936393,0.00325672,0.00608431,0.0151038,0.0138933,0.0591571,0.0205105,0,0,0.0337701,0,0.0116551,0.0203608,0.0370652,0.0145802,0.0153224,0.046234,0.00981663,0.00987982,0.0365317,0.0131407,0.0533165,0.0460142,0.0127395,0.0157043,0.0118603,0.00941817,0.00982289,0.0157291,0.0105529,0.00953095,0.00803655,0.0168683,0,0,0
86,0,0,0,0,0,0,0.0173636,0.00934436,0,0,0,0.0260932,0.0193236,0.0147415,0.0282993,0,0,0.00699439,0,0.0187025,0.00387279,0.0403836,0.0203032,0.0163933,0.0132129,0.0139781,0.0121813,0.0211689,0.0151156,0.0109745,0.0272789,0.0138697,0.0170465,0.0145145,0.0150807,0.0322816,0.00820774,0.00928711,0.00331936,0.00593917,0.0151107,0.0141144,0.0592496,0.0205374,0,0,0.0338527,0,0.0116626,0.0204233,0.0370721,0.0147943,0.015219,0.0465866,0.00995094,0.00984971,0.0365185,0.0132669,0.0535073,0.0460116,0.0128981,0.0153871,0.0121437,0.00950488,0.00963555,0.0157484,0.0106403,0.009607,0.00824766,0.0170877,0,0,0
87,0,0,0,0,0,0,0.0175443,0.00964654,0,0,0,0.0291687,0.0193301,0.0164674,0.0282299,0,0,0.00716357,0,0.0187384,0.00389888,0.0403428,0.0211763,0.0160519,0.0125126,0.0133715,0.0123767,0.0219826,0.0159872,0.0119305,0.0263074,0.0138588,0.017332,0.015168,0.0148222,0.0349618,0.0083103,0.00930243,0.0033145,0.00585246,0.0151362,0.014363,0.0592063,0.0206508,0,0,0.0339544,0,0.0116892,0.0204858,0.0371472,0.0150817,0.0151538,0.0468771,0.0100944,0.0098894,0.0364588,0.0133786,0.0536755,0.0459254,0.0129871,0.015145,0.0123063,0.00950031,0.00920449,0.015836,0.0107037,0.0096555,0.00850048,0.0172738,0,0,0
88,0,0,0,0,0,0,0.0178147,0.00999331,0,0,0,0.0321448,0.0192166,0.0182828,0.0279829,0,0,0.00731122,0,0.0187327,0.00389845,0.0403827,0.0222919,0.0156447,0.0118744,0.0128299,0.0125424,0.0226156,0.0164424,0.012589,0.0256543,0.0135945,0.0174274,0.0157773,0.0147169,0.0369079,0.00826468,0.00933564,0.00319467,0.0056872,0.0151609,0.0146749,0.0591321,0.0208534,0,0,0.0341044,0,0.0117059,0.0205959,0.0372209,0.0153078,0.0150965,0.0470282,0.0102767,0.0100717,0.036448,0.0134529,0.0537848,0.045947,0.0130441,0.014945,0.0124983,0.00957803,0.00866228,0.0160334,0.0107158,0.00965659,0.00879173,0.0174614,0,0,0
89,0,0,0,0,0,0,0.0181792,0.0103748,0,0,0,0.0333888,0.0191104,0.0196118,0.0276988,0,0,0.0074254,0,0.0187092,0.00389781,0.0404828,0.0232775,0.0151821,0.0112393,0.012366,0.0127579,0.0230131,0.0165593,0.0130483,0.0254757,0.0130735,0.0170264,0.0160806,0.0147124,0.0379934,0.00822894,0.00930843,0.00319356,0.0055702,0.015149,0.0149568,0.059082,0.0212253,0,0,0.0341759,0,0.0116984,0.0206555,0.0372991,0.0156249,0.0150401,0.0471336,0.0105009,0.0103395,0.0364234,0.0134628,0.0538555,0.045981,0.0131232,0.0147286,0.0127159,0.00966049,0.00835442,0.0162823,0.0107072,0.00953239,0.00907625,0.0178382,0,0,0
90,0,0,0,0,0,0,0.0186046,0.0107958,0,0,0,0.0347149,0.019059,0.0202594,0.0274541,0,0,0.00759072,0,0.0186968,0.00393818,0.0406208,0.0239704,0.0146823,0.0104349,0.0118723,0.0130047,0.0232454,0.0164638,0.01329,0.0256152,0.0122862,0.0161681,0.0160748,0.0147963,0.0386115,0.00829201,0.00931339,0.00319815,0.00572968,0.015129,0.0152499,0.0590569,0.0216931,0,0,0.0342167,0,0.0116853,0.0207033,0.0373893,0.0159583,0.0149965,0.0472272,0.0107455,0.0106846,0.0364128,0.0134622,0.053941,0.0459617,0.0132581,0.0145159,0.0129104,0.00976962,0.00828046,0.0165979,0.0106699,0.00952419,0.00937352,0.0182977,0,0,0
91,0,0,0,0,0,0,0.019083,0.0112026,0,0,0,0.0355455,0.0190026,0.0205802,0.0272393,0,0,0.00767343,0,0.0187355,0.00392673,0.0408079,0.0245364,0.0142297,0.0096024,0.0114355,0.013321,0.0233321,0.0160548,0.0132077,0.0260248,0.0113615,0.0149573,0.0160548,0.0150634,0.0391113,0.00830136,0.00930903,0.00315334,0.0060457,0.0151446,0.0155382,0.0590027,0.0222259,0,0,0.0342966,0,0.0116954,0.0207824,0.0374582,0.0163356,0.0149576,0.0472561,0.0110929,0.0111541,0.0364389,0.0134222,0.0539779,0.0459248,0.0133962,0.0143524,0.0131137,0.00991471,0.00837843,0.0170072,0.0106138,0.00955325,0.00969237,0.0187687,0,0,0
92,0,0,0,0,0,0,0.019504,0.0115669,0,0,0,0.0362301,0.0189828,0.0209293,0.0269444,0,0,0.0078274,0,0.0187706,0.00390251,0.0410842,0.0252599,0.0138119,0.00886981,0.0110615,0.0135808,0.0233005,0.0153359,0.0128741,0.0266459,0.0103775,0.0135028,0.0155279,0.0155575,0.0395416,0.00836097,0.00933746,0.00310607,0.00639059,0.0151954,0.0157396,0.0588063,0.0227059,0,0,0.0343357,0,0.0117346,0.0208193,0.0375084,0.016751,0.0149447,0.0472395,0.0115279,0.0116949,0.0363996,0.0133802,0.0540029,0.0458346,0.0135318,0.014218,0.0132868,0.0101606,0.00861013,0.0174343,0.0105797,0.0094942,0.0100359,0.0191217,0,0,0
93,0,0,0,0,0,0,0.0199106,0.0119861,0,0,0,0.0372482,0.0189777,0.0214443,0.0265955,0,0,0.00802814,0,0.0187654,0.00388434,0.0414534,0.0261848,0.0133994,0.00844442,0.0106982,0.0137927,0.0231799,0.0144606,0.012339,0.0274384,0.00934147,0.0123311,0.0148218,0.0162471,0.0401855,0.00848403,0.00937654,0.00304359,0.00683774,0.0152125,0.0158585,0.0586002,0.0232027,0,0,0.0342552,0,0.0117494,0.020793,0.0375688,0.0171591,0.0149728,0.0472653,0.0120628,0.0122147,0.0362595,0.0133605,0.053987,0.0456691,0.0136126,0.0141092,0.013433,0.0105236,0.00897696,0.0178357,0.0104722,0.00953329,0.0104019,0.0194815,0,0,0
94,0,0,0,0,0,0,0.0203434,0.0124371,0,0,0,0.0384653,0.01893,0.0222318,0.0262402,0,0,0.00805751,0,0.0187835,0.00376152,0.0419008,0.0272882,0.0130844,0.00839881,0.0103445,0.0140603,0.0229943,0.0135419,0.0118379,0.0284768,0.00838962,0.0115988,0.0141105,0.0171085,0.0414451,0.0085022,0.00937522,0.00299639,0.00716832,0.0152066,0.0159472,0.0583851,0.0237676,0,0,0.0340361,0,0.0117438,0.0206776,0.0376398,0.0175234,0.0150024,0.0471896,0.0126882,0.012743,0.0361447,0.0133328,0.0539617,0.045468,0.0135862,0.013988,0.0135497,0.0108358,0.00947325,0.0181403,0.0102988,0.0097397,0.0107889,0.0197945,0,0,0
95,0,0,0,0,0,0,0.0207515,0.0128711,0,0,0,0.0399801,0.018941,0.0231627,0.0258963,0,0,0.00814257,0,0.0188191,0.00365809,0.0423953,0.0283135,0.0128765,0.00860555,0.0100264,0.0143247,0.0228072,0.0126606,0.011537,0.0298688,0.0075471,0.0112936,0.0136993,0.018163,0.0433315,0.00860084,0.00940364,0.00298448,0.00751484,0.0151958,0.0160186,0.0581671,0.0242904,0,0,0.0338622,0,0.0117347,0.0206223,0.0377588,0.0178792,0.0150686,0.0470833,0.013382,0.0132026,0.0359978,0.0133436,0.0539508,0.0452086,0.013539,0.0139255,0.0135654,0.0111527,0.00987018,0.018415,0.0102667,0.00958902,0.0111962,0.0200739,0,0,0
96,0,0,0,0,0,0,0.0211156,0.0133525,0,0,0,0.0414193,0.0190273,0.0240889,0.0257097,0,0,0.00829929,0,0.018856,0.00358888,0.0429037,0.0295319,0.0127119,0.00918282,0.00973225,0.0145838,0.0227615,0.0120131,0.0115422,0.031364,0.00684208,0.0113103,0.01339,0.0194686,0.0454327,0.00876637,0.0094556,0.00302673,0.00771063,0.0152245,0.0160943,0.0578647,0.0247583,0,0,0.033753,0,0.0117623,0.0206536,0.0378858,0.018248,0.015127,0.0469376,0.01411,0.0136847,0.0358262,0.0133432,0.0539124,0.0449745,0.0135181,0.0139131,0.0135828,0.0114386,0.0102223,0.018697,0.0103411,0.00963462,0.0116885,0.0203562,0,0,0
97,0,0,0,0,0,0,0.0214892,0.0139083,0,0,0,0.0424965,0.018999,0.0248005,0.0254789,0,0,0.00846927,0,0.0188022,0.00357924,0.0434093,0.0302578,0.0126312,0.010225,0.00954503,0.014855,0.0230555,0.0119235,0.0119442,0.0328452,0.00613766,0.0113534,0.0126055,0.0210236,0.0471657,0.00892086,0.00945874,0.00305489,0.00782923,0.0152329,0.0162333,0.0575863,0.0252374,0,0,0.0336714,0,0.0117697,0.0206609,0.0379715,0.0186336,0.0152071,0.0467925,0.0149269,0.0142112,0.0356884,0.0132778,0.0538215,0.0447858,0.01351,0.0138655,0.013667,0.011762,0.0105162,0.0190432,0.0102719,0.00972601,0.0122397,0.0206326,0,0,0
98,0,0,0,0,0,0,0.0218538,0.0145264,0,0,0,0.0434759,0.019119,0.0251144,0.0251235,0,0,0.00877686,0,0.0187826,0.00366135,0.0438689,0.0303281,0.0126659,0.0113526,0.00941598,0.0151233,0.0237247,0.0122918,0.0125492,0.0343539,0.00561082,0.0113492,0.0119171,0.0226638,0.0484944,0.00918791,0.0095116,0.00315513,0.00801603,0.0151978,0.016438,0.0574024,0.0256525,0,0,0.0334669,0,0.0117371,0.020581,0.0380131,0.0189867,0.0153098,0.0467635,0.0157779,0.0147415,0.035536,0.0131915,0.0537574,0.0445744,0.0134912,0.013758,0.0137266,0.0121463,0.0107169,0.0193255,0.0101832,0.0095668,0.0128655,0.020913,0,0,0
99,0,0,0,0,0,0,0.0223966,0.0151862,0,0,0,0.0442779,0.0191079,0.0250563,0.024752,0,0,0.00895622,0,0.0188317,0.00366112,0.044178,0.0302638,0.0126739,0.0122219,0.00937342,0.0154889,0.0245981,0.0129164,0.0129747,0.0357784,0.0059367,0.0113667,0.0115392,0.0241728,0.0496442,0.00923872,0.00950728,0.00312849,0.00820599,0.015192,0.0166938,0.0572629,0.0262073,0,0,0.03337,0,0.0117284,0.0205674,0.0380878,0.0193716,0.0154299,0.0468148,0.0166066,0.0153245,0.0353511,0.0131261,0.0537361,0.0443669,0.0134709,0.0136177,0.0137952,0.0124313,0.0107947,0.0196202,0.0101606,0.00959067,0.0135612,0.0213936,0,0,0
100,0,0,0,0,0,0,0.0229647,0.0158016,0,0,0,0.0446824,0.0190129,0.0242049,0.0246974,0,0,0.00913246,0,0.0189125,0.00375557,0.0444277,0.0292008,0.0126018,0.0124841,0.00945138,0.015857,0.0256571,0.0136981,0.0131741,0.0369799,0.00660772,0.0115141,0.0110704,0.0256006,0.0505149,0.00925177,0.00946167,0.00304392,0.00849779,0.0151698,0.0169532,0.0572081,0.0268063,0,0,0.0333005,0,0.0117078,0.0205973,0.038065,0.0198076,0.0155338,0.046885,0.0173212,0.0158663,0.035312,0.0130768,0.0536816,0.0442597,0.0135473,0.0134894,0.0139808,0.0126606,0.0110064,0.0198754,0.0101303,0.00935501,0.0141647,0.0219595,0,0,0
101,0,0,0,0,0,0,0.0233187,0.0162905,0,0,0,0.0450069,0.0189496,0.0229474,0.0251369,0,0,0.00918259,0,0.0189614,0.00367666,0.0447484,0.0269784,0.0123483,0.0123936,0.00960751,0.016036,0.026809,0.0144496,0.0134844,0.0380753,0.00749533,0.0120217,0.0104095,0.0270477,0.0516909,0.00916087,0.00940892,0.00301896,0.00897567,0.0152308,0.0173211,0.0573698,0.0272454,0,0,0.0333293,0,0.0117461,0.0206927,0.0378781,0.020402,0.0155873,0.0471222,0.017734,0.0163162,0.0354085,0.0131119,0.0537348,0.0442566,0.0137731,0.0131594,0.0142483,0.0128224,0.0111985,0.0201458,0.010093,0.00937536,0.0146126,0.0222592,0,0,0
102,0,0,0,0,0,0,0.0235433,0.0166447,0,0,0,0.0455364,0.0189447,0.0221653,0.0258377,0,0,0.00931316,0,0.0189184,0.00355407,0.0450566,0.0247621,0.0119714,0.0127099,0.00972893,0.0161218,0.0277764,0.0149896,0.0138538,0.0392121,0.0087926,0.0133287,0.010001,0.0285248,0.0532239,0.00913858,0.00938772,0.00297569,0.00952073,0.0152491,0.0177753,0.0578774,0.0276082,0,0,0.0332899,0,0.0117522,0.0206506,0.0377178,0.0211812,0.0155844,0.0474948,0.0180276,0.0167168,0.0355322,0.0132037,0.0539607,0.0442632,0.014088,0.0126619,0.0145438,0.0132081,0.0111828,0.020345,0.0100335,0.00935277,0.0149864,0.0224514,0,0,0
103,0,0,0,0,0,0,0.02381,0.0169953,0,0,0,0.04643,0.0189549,0.023027,0.026664,0,0,0.00957024,0,0.0188038,0.00346535,0.0456661,0.0246301,0.0118485,0.0138347,0.0100918,0.0161751,0.0285649,0.0155486,0.0141084,0.0402797,0.0101543,0.0153054,0.0104846,0.0300043,0.0549801,0.00924801,0.00939809,0.00286277,0.0103939,0.0152164,0.0181977,0.0583714,0.0280595,0,0,0.0331408,0,0.0117296,0.0205079,0.0374649,0.0219887,0.0156385,0.0479026,0.0185914,0.0172757,0.0355943,0.0134013,0.0542971,0.0442826,0.0144117,0.0121851,0.0148587,0.0136594,0.0115717,0.0206708,0.00994613,0.00922618,0.0153846,0.0227083,0,0,0
104,0,0,0,0,0,0,0.023777,0.0170017,0,0,0,0.048296,0.0190632,0.0253477,0.0276236,0,0,0.00961797,0,0.0187439,0.00349476,0.0454701,0.0268447,0.0108638,0.0158019,0.00976154,0.0161104,0.0285602,0.0154563,0.014419,0.041452,0.0117919,0.0173892,0.0113675,0.0311551,0.0576447,0.00933237,0.00938802,0.00291548,0.0108148,0.0152627,0.018717,0.0588498,0.0281489,0,0,0.0330472,0,0.0117568,0.0204004,0.0377593,0.0226486,0.0154618,0.0484441,0.0182906,0.0175043,0.0355133,0.0134444,0.0545668,0.0443102,0.0148222,0.0116159,0.0154085,0.0135925,0.0110588,0.0207611,0.0098762,0.00943156,0.0154209,0.0227112,0,0,0
