Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73,LASI
110,0,0,0,0,0,0,0.0214908,0.0101313,0,0,0,0.0428416,0.0186787,0.0244586,0,0,0.0105199,0,0.0192338,0.00561349,0.0384714,0.0257408,0.00730163,0.00998679,0.00764682,0.0125237,0.0229651,0.012367,0.0107102,0.0367976,0.00944743,0.0146824,0.0116366,0.0272291,0.0506573,0.0106506,0.0094512,0.00260541,0.0386131,0.0132228,0.0302499,0.0544518,0.0254186,0,0,0.0270839,0,0.0107633,0.0197933,0.0439952,0.0326297,0.0100009,0.0420025,0.0152023,0.018356,0.0383661,0.0100286,0.0490987,0.0466719,0.0116796,0.0169175,0.0191056,0.0106564,0.0342752,0.0205928,0.00777132,0.00705971,0.00927046,0.0209588,0,0,0,0,0.0249574
111,0,0,0,0,0,0,0.0215035,0.0104768,0,0,0,0.041717,0.0188204,0.0238992,0,0,0.0107121,0,0.0192198,0.00565042,0.0380241,0.0270723,0.00728051,0.00979514,0.00758025,0.0126467,0.022015,0.0117422,0.0103075,0.0371225,0.00976818,0.0155379,0.0119082,0.0274744,0.0495146,0.0110384,0.00947607,0.00264926,0.0389453,0.0131845,0.0295008,0.054231,0.0254835,0,0,0.0273313,0,0.0107574,0.0199464,0.0438831,0.0317968,0.00994076,0.0421214,0.0154799,0.0189305,0.0380614,0.0102264,0.0498047,0.0463185,0.0123802,0.015548,0.0191685,0.0108427,0.034749,0.0210861,0.00787601,0.00715053,0.00973681,0.0208986,0,0,0,0,0.0249491
112,0,0,0,0,0,0,0.0215726,0.0107166,0,0,0,0.0409657,0.0187231,0.0234501,0,0,0.0106429,0,0.0191675,0.00555962,0.0376832,0.0285263,0.00744017,0.0109235,0.00763661,0.0126806,0.0212757,0.0108968,0.00991506,0.0381519,0.0110121,0.0169342,0.0122359,0.0283519,0.0492304,0.0111197,0.00945561,0.00263061,0.0377435,0.0131631,0.0276255,0.0539308,0.02553,0,0,0.0275093,0,0.0107632,0.0200652,0.0437245,0.0298668,0.00986414,0.0423562,0.015858,0.0193464,0.0373962,0.0106208,0.0509565,0.0457188,0.013434,0.0134318,0.0189115,0.0110084,0.0343139,0.0214343,0.0079672,0.00720761,0.0100403,0.0209124,0,0,0,0,0.0249155
113,0,0,0,0,0,0,0.0215031,0.0107501,0,0,0,0.0408411,0.0186108,0.0231974,0,0,0.0105048,0,0.0191764,0.00542522,0.0374599,0.0301282,0.0077336,0.0126703,0.00780801,0.0126058,0.0211024,0.0101323,0.00970494,0.0394425,0.0126121,0.0182823,0.0126843,0.0293704,0.0495119,0.0110343,0.00945191,0.00261747,0.0350004,0.0131277,0.0247412,0.053486,0.0254525,0,0,0.0276152,0,0.010752,0.0201558,0.0435666,0.0271867,0.00979232,0.0427359,0.0161945,0.0195406,0.0363505,0.0113564,0.0525099,0.0448654,0.0150317,0.0109797,0.0187012,0.0117979,0.03319,0.02157,0.00800193,0.00723576,0.0101132,0.0208765,0,0,0,0,0.0250425
114,0,0,0,0,0,0,0.0212326,0.0105644,0,0,0,0.0410327,0.0185395,0.0232072,0,0,0.0102856,0,0.0192268,0.00524071,0.0372997,0.0310706,0.00805826,0.0139201,0.00804701,0.0123792,0.0212678,0.00942392,0.00939721,0.0403893,0.0140096,0.0194411,0.0132454,0.0302992,0.0498558,0.0108119,0.00945831,0.00256846,0.0314273,0.0130963,0.0216837,0.0530086,0.0252502,0,0,0.0275195,0,0.01075,0.0200797,0.0434321,0.0249362,0.00971268,0.043261,0.0164464,0.0195066,0.0350688,0.0125742,0.0544494,0.0438839,0.0171457,0.00909668,0.0190167,0.0138057,0.0319644,0.0215015,0.00801848,0.0072356,0.00997822,0.0207157,0,0,0,0,0.0256863
115,0,0,0,0,0,0,0.0207846,0.0102069,0,0,0,0.0410617,0.0185633,0.0228694,0,0,0.01013,0,0.0192117,0.00512979,0.0371915,0.0309516,0.00829001,0.0138158,0.00838093,0.0120397,0.02088,0.00842523,0.00903759,0.0407292,0.0146924,0.0203926,0.0134779,0.0309235,0.0496448,0.0106201,0.00946976,0.00258485,0.0279289,0.0130312,0.0195336,0.0526809,0.0248584,0,0,0.0272452,0,0.0107157,0.0198527,0.0433092,0.0246212,0.00960443,0.0437384,0.0165322,0.0193048,0.0338045,0.0140868,0.0566421,0.0430726,0.0193177,0.00858522,0.0199997,0.016648,0.0311214,0.0213082,0.00796979,0.00721488,0.00969904,0.0203613,0,0,0,0,0.02705
116,0,0,0,0,0,0,0.0204613,0.0100246,0,0,0,0.0408139,0.0186343,0.0225724,0,0,0.0101622,0,0.0192607,0.00517801,0.0371856,0.0307391,0.00830688,0.0129034,0.00862152,0.0118669,0.0196439,0.00721162,0.00844269,0.0406504,0.0147546,0.021007,0.0132904,0.0309935,0.0489015,0.0106655,0.00949627,0.00271057,0.028419,0.0130089,0.0199143,0.0522232,0.0245413,0,0,0.0269592,0,0.010735,0.01964,0.0432369,0.0265311,0.00942141,0.0426215,0.0165389,0.0192328,0.0334363,0.0146224,0.0576419,0.0429016,0.0197664,0.00750218,0.0205416,0.0184796,0.0324871,0.0212143,0.00802552,0.0072899,0.00955775,0.0200675,0,0,0,0,0.0273784
117,0,0,0,0,0,0,0.0201279,0.00978879,0,0,0,0.04082,0.0184714,0.0226579,0,0,0.00997796,0,0.0191356,0.00506984,0.0371602,0.0306968,0.00823392,0.0122084,0.0088729,0.0115689,0.0179252,0.00600222,0.00762477,0.0404328,0.0147669,0.0215222,0.0134162,0.0305941,0.0483973,0.0104917,0.00944866,0.002751,0.028877,0.0129624,0.0204404,0.0518483,0.0242344,0,0,0.0266154,0,0.0107319,0.0194195,0.0431435,0.029124,0.00911279,0.0411997,0.0163176,0.0190945,0.0328983,0.0152638,0.0588361,0.0426662,0.0202298,0.00646239,0.0208851,0.0207919,0.0334581,0.0210593,0.00801794,0.0072647,0.00936146,0.0196831,0,0,0,0,0.0270378
118,0,0,0,0,0,0,0.0198377,0.00947602,0,0,0,0.0410456,0.0184177,0.0228192,0,0,0.00981725,0,0.019108,0.00499688,0.0369559,0.0305706,0.0081778,0.0119707,0.00924924,0.0113297,0.0165504,0.00517938,0.00702702,0.0402768,0.0149582,0.0221857,0.0136496,0.0300854,0.0482554,0.0103674,0.00940867,0.00274007,0.0290451,0.0128961,0.0211501,0.0514652,0.0239578,0,0,0.0262675,0,0.0106999,0.0192419,0.0429752,0.0321198,0.00869545,0.0394899,0.0159448,0.0189088,0.0322541,0.0160081,0.0600507,0.0424242,0.0209698,0.00552582,0.0211672,0.0233173,0.0342011,0.0208081,0.00800083,0.00724124,0.00912088,0.0192613,0,0,0,0,0.0270805
119,0,0,0,0,0,0,0.0195898,0.00917282,0,0,0,0.0410491,0.0185471,0.0227422,0,0,0.00977333,0,0.0191562,0.00500328,0.0365476,0.0299437,0.00817222,0.0118891,0.00968883,0.0111752,0.0159624,0.00483571,0.00693456,0.0402465,0.0153508,0.022557,0.0136008,0.0297436,0.0482022,0.0103916,0.00941528,0.00281034,0.0287662,0.012856,0.0218859,0.0509806,0.0236544,0,0,0.0259545,0,0.010684,0.0190768,0.042703,0.0353392,0.00821001,0.0376857,0.0155528,0.0187069,0.0315133,0.016838,0.0611974,0.0421946,0.0218097,0.00477432,0.0214084,0.0255423,0.0355242,0.0205868,0.00801684,0.00727267,0.00890994,0.0188697,0,0,0,0,0.027191
120,0,0,0,0,0,0,0.0191871,0.00885972,0,0,0,0.0406669,0.0187293,0.0225703,0,0,0.00971411,0,0.0190962,0.00501356,0.0362338,0.0285746,0.00818793,0.0118763,0.0102056,0.0108402,0.0160288,0.00493215,0.0072703,0.0402428,0.0153692,0.0226108,0.0134431,0.0295518,0.047909,0.0103297,0.00943447,0.00288994,0.0286214,0.012828,0.0225568,0.0506526,0.0231965,0,0,0.0257478,0,0.0106638,0.0189624,0.0423492,0.0383431,0.00774447,0.0360657,0.0151798,0.0184272,0.0308358,0.017711,0.0623006,0.0421018,0.022483,0.00429957,0.0215875,0.0272658,0.037164,0.0203086,0.00801666,0.00727537,0.00871827,0.0184607,0,0,0,0,0.0276254
121,0,0,0,0,0,0,0.0188115,0.00842525,0,0,0,0.0404252,0.018692,0.0220208,0,0,0.00939877,0,0.019082,0.00495061,0.0362219,0.0274496,0.00825214,0.0120496,0.0108135,0.0104378,0.0162573,0.00507126,0.0075242,0.0402499,0.0151453,0.0225608,0.0133279,0.029279,0.0479299,0.0100333,0.00940052,0.0029049,0.028672,0.0128341,0.0230629,0.0504665,0.022758,0,0,0.0255545,0,0.0106757,0.0188996,0.0420475,0.0408445,0.00727922,0.0346594,0.0147758,0.0180457,0.0302742,0.0186262,0.0633855,0.042196,0.0228277,0.00413825,0.0215884,0.02846,0.0383157,0.0199721,0.00803236,0.00727892,0.00843115,0.0180692,0,0,0,0,0.0290194
122,0,0,0,0,0,0,0.018257,0.00799095,0,0,0,0.0404552,0.0186787,0.0215169,0,0,0.00914005,0,0.018927,0.00495377,0.0364682,0.0264996,0.00836071,0.0122772,0.0114857,0.00991986,0.0163656,0.00490887,0.00750195,0.0403108,0.0150768,0.0223348,0.0131715,0.0289978,0.0481509,0.00966602,0.00935425,0.00291291,0.0294115,0.012844,0.0233879,0.0502666,0.022162,0,0,0.0253805,0,0.0106724,0.0188414,0.041811,0.0424542,0.00680888,0.0333372,0.0143516,0.0175554,0.0298391,0.019555,0.0644048,0.0423826,0.0229499,0.00422181,0.0213832,0.0292775,0.0389641,0.019566,0.00798152,0.0072344,0.00815991,0.0175235,0,0,0,0,0.0300267
123,0,0,0,0,0,0,0.0175197,0.00700351,0,0,0,0.0415045,0.0187624,0.0215636,0,0,0.00873088,0,0.0188123,0.00497128,0.0371564,0.0258329,0.00864419,0.0127233,0.0129118,0.00912863,0.0167194,0.00494171,0.00784303,0.0405949,0.0152531,0.0223237,0.0133051,0.0285419,0.0495367,0.00902692,0.00928904,0.00299001,0.03046,0.0129077,0.0238849,0,0.0214655,0,0,0.0251688,0,0.0106932,0.0187141,0.0411765,0.0438317,0.00716965,0.0321784,0.0143869,0.0166977,0.0297824,0.0206796,0.0655408,0.0429479,0.0231065,0.00430076,0.0211146,0.0299286,0.0403872,0.0188733,0.00786066,0.00723028,0.00761058,0.0167087,0,0,0,0,0
124,0,0,0,0,0,0,0.0169753,0.00700561,0,0,0,0.0417355,0.018822,0.0212128,0,0,0.00873399,0,0.0187677,0.00510325,0.0370477,0.0248115,0.00869078,0.0125942,0.013171,0.00881196,0.0165107,0.00450596,0.00759537,0.0404685,0.0150151,0.0220672,0.0132066,0.0284168,0.0495542,0.00878909,0.00927036,0.00303113,0.0314755,0.0129855,0.0241853,0.0505977,0.0208348,0,0,0.0254312,0,0.0107331,0.018842,0.0415738,0.0440531,0.00623412,0.0301331,0.0139145,0.0164194,0.029282,0.0213766,0.0657484,0.0427697,0.0228297,0.00489277,0.0205705,0.0297886,0.0426236,0.0187791,0.00785486,0.00732315,0.00743932,0.0160706,0,0,0,0,0
125,0,0,0,0,0,0,0.0166264,0.00682869,0,0,0,0.0428884,0.0188551,0.0213919,0,0,0.00865332,0,0.0187883,0.00513744,0.037033,0.0240463,0.00894451,0.01251,0.0136879,0.00848034,0.0164853,0.00430642,0.00769666,0.0404811,0.0148874,0.02205,0.0129829,0.0280793,0.0501458,0.008434,0.00924715,0.00307253,0.0335326,0.0130947,0.0248322,0.0507254,0.0204426,0,0,0.0255509,0,0.0107894,0.0188111,0.0418373,0.0441427,0.00600805,0.0288175,0.0139627,0.0160815,0.0289168,0.0218594,0.0658121,0.0426635,0.0224874,0.00552211,0.0200057,0.0294288,0.0464211,0.0185986,0.00782445,0.00734892,0.00729036,0.0156566,0,0,0,0,0
126,0,0,0,0,0,0,0.0166065,0.00675397,0,0,0,0.0435888,0.0188395,0.0217066,0,0,0.00865397,0,0.018808,0.00524558,0.0369499,0.0234808,0.00926569,0.0124247,0.0140816,0.00841399,0.0164892,0.00418418,0.00783005,0.0405174,0.014778,0.0220586,0.0129931,0.0276371,0.0509903,0.00824297,0.00924726,0.00306025,0.0360736,0.0131591,0.0250402,0.050865,0.0203051,0,0,0.0256535,0,0.0108237,0.018813,0.0421074,0.0442824,0.00603824,0.0277101,0.0141986,0.0158085,0.0284678,0.0220077,0.0655017,0.0422991,0.0222833,0.00621511,0.0195396,0.0289454,0.0499834,0.0185407,0.00778197,0.00735985,0.00713794,0.0155207,0,0,0,0,0
127,0,0,0,0,0,0,0.016821,0.00679085,0,0,0,0.0437008,0.018817,0.0221407,0,0,0.00879787,0,0.0188435,0.0054629,0.0368251,0.0232312,0.00964322,0.012511,0.0143176,0.00857038,0.0166375,0.00425515,0.00794016,0.0406623,0.0146731,0.0222407,0.0130774,0.0271289,0.0521304,0.00824086,0.00925942,0.00300888,0.0387057,0.0132033,0.0251032,0.0510182,0.0204256,0,0,0.0257693,0,0.0108384,0.0188511,0.042402,0.0449037,0.0062497,0.0268243,0.0145053,0.0156563,0.0281109,0.0218996,0.0650746,0.041901,0.0222692,0.00686671,0.0190871,0.0285652,0.0531548,0.0184793,0.00775606,0.00733889,0.00697855,0.0156404,0,0,0,0,0
128,0,0,0,0,0,0,0.0171076,0.00689084,0,0,0,0.0441939,0.0188464,0.0226839,0,0,0.00906529,0,0.0189142,0.00559109,0.0367134,0.0232423,0.0100415,0.0126589,0.0145042,0.00884851,0.0169538,0.00446143,0.00827344,0.0408807,0.0146268,0.0225057,0.0131334,0.0265109,0.0532971,0.00847188,0.00930813,0.00299371,0.0409389,0.0132652,0.0256265,0.0511518,0.0206561,0,0,0.0258468,0,0.010871,0.0188741,0.0427166,0.045619,0.00653987,0.025989,0.0150022,0.015581,0.0280417,0.0217114,0.0646488,0.0416366,0.0223795,0.00738368,0.018718,0.0284225,0.0559106,0.0184967,0.00782724,0.00735849,0.00680118,0.0159896,0,0,0,0,0
129,0,0,0,0,0,0,0.0172622,0.00649669,0,0,0,0.0459283,0.0189245,0.0235532,0,0,0.0092413,0,0.0189494,0.0055999,0.0368363,0.0236126,0.0107348,0.0130902,0.0154806,0.00900249,0.0175399,0.00496673,0.00920515,0.0413522,0.0149106,0.0228197,0.0134611,0.0258717,0.0548002,0.00871867,0.00932707,0.00305705,0.0423183,0.0133439,0.0260991,0,0.0208129,0,0,0.0256897,0,0.0109096,0.0187754,0.0427674,0.0459257,0.0074131,0.0256689,0.0155537,0.0151963,0.0284638,0.0216913,0.0646541,0.0420431,0.022562,0.00759952,0.0184358,0.0284925,0.0571722,0.0181127,0.00791057,0.00741039,0.00650787,0.0162739,0,0,0,0,0
130,0,0,0,0,0,0,0.0175027,0.00643186,0,0,0,0.046869,0.0188225,0.0241932,0,0,0.00923543,0,0.0189064,0.00540927,0.0368623,0.0238398,0.011157,0.0134514,0.0161626,0.00928979,0.0178382,0.00533246,0.00972608,0.0416673,0.0152594,0.0231159,0.0138162,0.0253989,0.0560541,0.0089791,0.0093062,0.00299159,0.0422568,0.0133576,0.025598,0,0.0209595,0,0,0.025819,0,0.0109206,0.0188415,0.0429404,0.0449201,0.00763991,0.0250016,0.0157997,0.0150651,0.0285036,0.0214783,0.0644768,0.0420542,0.0226902,0.00778837,0.0183131,0.0288199,0.0565787,0.0181027,0.00802221,0.00748858,0.00625146,0.0165655,0,0,0,0,0
131,0,0,0,0,0,0,0.0177414,0.00640576,0,0,0,0.047939,0.018771,0.0246436,0,0,0.00936294,0,0.018907,0.00531632,0.0370501,0.0236026,0.0115054,0.013715,0.0168925,0.00958132,0.0181196,0.00569481,0.0100942,0.0419705,0.015348,0.0232389,0.0140872,0.0248439,0.0574905,0.00929504,0.00929639,0.00295989,0.0411307,0.0133725,0.0250876,0,0.0211085,0,0,0.0258298,0,0.0109218,0.0187766,0.0428317,0.0437273,0.00776331,0.0243487,0.0158125,0.0149609,0.0285446,0.0212924,0.064282,0.0420228,0.0227929,0.00777882,0.0182579,0.0293554,0.0550664,0.0181185,0.00799248,0.00746853,0.0060899,0.016845,0,0,0,0,0
132,0,0,0,0,0,0,0.0179399,0.0064212,0,0,0,0.0490589,0.0188437,0.0248869,0,0,0.00960084,0,0.0189559,0.00535376,0.0372575,0.0233019,0.0118549,0.0138065,0.0176081,0.0098273,0.0183634,0.00612942,0.0106051,0.0422921,0.0153751,0.023248,0.0141954,0.0244108,0.0587097,0.00966556,0.00930854,0.00296572,0.0395567,0.0133417,0.0245843,0,0.0212645,0,0,0.0258774,0,0.0109067,0.018768,0.0425971,0.0423326,0.00784099,0.0237185,0.0156987,0.0149518,0.0285322,0.0211607,0.0639694,0.0418904,0.0229463,0.00768633,0.01831,0.0298941,0.0528922,0.0180858,0.00797827,0.0074248,0.00607196,0.0171312,0,0,0,0,0
133,0,0,0,0,0,0,0.0181355,0.00647105,0,0,0,0.0502341,0.0189654,0.0252945,0,0,0.0098659,0,0.0190018,0.00550397,0.0374038,0.0231469,0.0122052,0.0138598,0.0182761,0.010019,0.018486,0.00649498,0.0110504,0.0426309,0.0155208,0.0233776,0.0143218,0.0240966,0.0597967,0.0100406,0.00932469,0.00297492,0.0380112,0.0132728,0.0242984,0,0.021407,0,0,0.0258708,0,0.0108727,0.0187287,0.0423973,0.0410866,0.00786595,0.0230774,0.0155692,0.0149939,0.0284158,0.0211028,0.0635871,0.0416615,0.0230668,0.00754205,0.0183955,0.0301224,0.0505265,0.0180439,0.00796263,0.0073345,0.00615154,0.017431,0,0,0,0,0
134,0,0,0,0,0,0,0.0183912,0.00654819,0,0,0,0.0509596,0.0189197,0.0258394,0,0,0.00989625,0,0.018978,0.00563732,0.0374877,0.0232778,0.0125852,0.0140341,0.0188131,0.0101411,0.0184946,0.00674568,0.0113454,0.0429412,0.0158295,0.0236489,0.0146493,0.023785,0.060884,0.0101759,0.00930168,0.00287755,0.0367317,0.0132276,0.0241168,0,0.0216062,0,0,0.0258953,0,0.0108496,0.0187427,0.042318,0.0400015,0.00791806,0.0225863,0.0154937,0.0150965,0.0280593,0.0210777,0.0631786,0.0412632,0.0230715,0.0073683,0.0186233,0.0298476,0.0483272,0.018115,0.00796902,0.00728192,0.00627902,0.0177676,0,0,0,0,0
135,0,0,0,0,0,0,0.0186514,0.00669288,0,0,0,0.0522932,0.0189415,0.0266029,0,0,0.00993747,0,0.0189828,0.00576187,0.0376089,0.0235422,0.012942,0.0142208,0.0192363,0.0102903,0.0185166,0.00708821,0.011634,0.0432447,0.0160891,0.0239837,0.0151539,0.0235789,0.0619567,0.0103158,0.00930071,0.00279826,0.0358026,0.0132164,0.0239965,0,0.0218719,0,0,0.0260105,0,0.0108471,0.0188321,0.0423178,0.0390534,0.00799479,0.0222436,0.0155261,0.0152988,0.0274803,0.0210422,0.0626642,0.040659,0.0229611,0.00720976,0.0190424,0.0290793,0.0465141,0.0183031,0.00795804,0.0072827,0.00648968,0.0180755,0,0,0,0,0
136,0,0,0,0,0,0,0.0188995,0.00689134,0,0,0,0.0533911,0.0190367,0.0272093,0,0,0.0101024,0,0.0190079,0.00586517,0.0377334,0.0237164,0.0132995,0.0143622,0.0195699,0.0104351,0.018558,0.00753785,0.0121324,0.0435081,0.0162455,0.024374,0.0154753,0.0234149,0.0634183,0.0104673,0.00930815,0.00277389,0.0351095,0.0131927,0.023935,0,0.0221518,0,0,0.0261747,0,0.0108328,0.0189311,0.0424255,0.038449,0.00811327,0.0219412,0.0156272,0.0155115,0.0268855,0.0209811,0.0621704,0.0397293,0.0228169,0.00705447,0.0195089,0.0281836,0.0451437,0.0184769,0.00795331,0.00725807,0.00668664,0.0183067,0,0,0,0,0
137,0,0,0,0,0,0,0.0191323,0.00708063,0,0,0,0.0540837,0.0190228,0.027653,0,0,0.010128,0,0.0189713,0.00587591,0.0377641,0.0237902,0.0136823,0.0146232,0.0197241,0.0105012,0.0185751,0.0078415,0.0125517,0.0436799,0.0164636,0.0248258,0.015718,0.0231811,0.0648622,0.0104362,0.00928881,0.00278111,0.0345856,0.013182,0.0238877,0,0.0224449,0,0,0.0262732,0,0.0108313,0.019009,0.0425919,0.0382203,0.00825106,0.0217445,0.0157994,0.0157059,0.02629,0.0208683,0.0617256,0.0388762,0.022709,0.00691806,0.0199294,0.0274569,0.0442706,0.0186087,0.0079747,0.00724284,0.00683116,0.0185376,0,0,0,0,0
138,0,0,0,0,0,0,0.0193292,0.00726251,0,0,0,0.0550685,0.0190704,0.0279382,0,0,0.0102082,0,0.0189583,0.00590589,0.0377773,0.0237835,0.0140328,0.0148437,0.0197005,0.0106001,0.0186764,0.00798968,0.0128348,0.0438472,0.0166292,0.0252158,0.0158867,0.0229764,0.0660724,0.0104229,0.00929444,0.00288971,0.0341936,0.0132227,0.0238728,0,0.022695,0,0,0.0264359,0,0.010845,0.0191874,0.0427374,0.0382228,0.0084015,0.0214953,0.0160031,0.0158362,0.0256157,0.0207087,0.0612358,0.0381237,0.022665,0.00679129,0.0203684,0.0269855,0.0439073,0.0187942,0.00800655,0.00730562,0.00707924,0.0187919,0,0,0,0,0
139,0,0,0,0,0,0,0.0195384,0.00738354,0,0,0,0.0557691,0.0190458,0.0281575,0,0,0.0102153,0,0.018924,0.00591721,0.0377488,0.0236177,0.0143216,0.0149208,0.0196006,0.0106802,0.0187827,0.00819541,0.0130344,0.0440086,0.0168504,0.0252982,0.0160278,0.0227887,0.0673084,0.0103042,0.00927808,0.00296653,0.0339581,0.0133594,0.023979,0,0.0229532,0,0,0.0266668,0,0.0109152,0.0195256,0.0428447,0.0386271,0.00853363,0.0212583,0.0162154,0.0158966,0.0248606,0.0205,0.0606697,0.0374202,0.0226837,0.00667671,0.0208766,0.0267283,0.0439978,0.018985,0.00805888,0.00744537,0.0072523,0.0190051,0,0,0,0,0
140,0,0,0,0,0,0,0.0196959,0.00747453,0,0,0,0.0568076,0.0191027,0.0283304,0,0,0.0102967,0,0.0189465,0.00598891,0.0376899,0.0234169,0.0145955,0.0148353,0.0195755,0.0107638,0.0188206,0.0084671,0.0131751,0.0441434,0.0168499,0.0253279,0.0161016,0.0225641,0.0683395,0.0102767,0.00927599,0.00291163,0.0338986,0.013413,0.024206,0,0.0231584,0,0,0.0267709,0,0.0109482,0.0197562,0.0429394,0.0394797,0.00862404,0.0210116,0.0163864,0.0158324,0.0240909,0.0202961,0.0601372,0.0367191,0.0227907,0.00655253,0.0214462,0.0267917,0.0444053,0.0189881,0.00807165,0.00749822,0.00735048,0.0191427,0,0,0,0,0
141,0,0,0,0,0,0,0.01974,0.0075077,0,0,0,0.0573647,0.0190683,0.0285713,0,0,0.0103258,0,0.0189298,0.00602972,0.0376172,0.0233749,0.0148511,0.0147065,0.0196509,0.0107764,0.0187812,0.00860581,0.013438,0.0442584,0.016568,0.0253143,0.0160898,0.0223897,0.0693622,0.010141,0.00926568,0.00292556,0.0340124,0.013398,0.02453,0,0.023304,0,0,0.0268065,0,0.0109392,0.0198314,0.0430236,0.0407191,0.0087169,0.0207411,0.0164979,0.015705,0.023591,0.020063,0.0595575,0.0360571,0.0229343,0.00645036,0.0219974,0.0271263,0.0451851,0.0189437,0.0080502,0.00745598,0.00737,0.0192204,0,0,0,0,0
142,0,0,0,0,0,0,0.019719,0.0075152,0,0,0,0.057959,0.0191623,0.028885,0,0,0.0104773,0,0.018942,0.00610514,0.0375345,0.0233028,0.0150943,0.014565,0.0196822,0.0108501,0.0188056,0.00860609,0.0136159,0.0443777,0.0162282,0.0254226,0.0159599,0.0222477,0.070229,0.0101425,0.00927726,0.00299316,0.0340281,0.0133534,0.0249725,0,0.0233843,0,0,0.026829,0,0.0109064,0.0198673,0.0431154,0.0423589,0.00879907,0.0205032,0.016629,0.0155826,0.0231363,0.0198199,0.0589467,0.0354955,0.0231363,0.00633692,0.0224918,0.0276593,0.0463477,0.0188907,0.0080242,0.00740033,0.00735481,0.019231,0,0,0,0,0
143,0,0,0,0,0,0,0.0198068,0.00757659,0,0,0,0.0585898,0.0192122,0.0292798,0,0,0.0105488,0,0.0189438,0.00609554,0.0374592,0.0233468,0.0153163,0.0145427,0.0196583,0.0110543,0.0188036,0.00852801,0.0136578,0.0444923,0.016188,0.025522,0.0159788,0.0221406,0.0711354,0.0102051,0.00928686,0.00301359,0.0337502,0.013241,0.0256442,0,0.0235071,0,0,0.0268292,0,0.0108458,0.0198583,0.0432218,0.0444834,0.00885437,0.0203917,0.0167893,0.0155212,0.0226853,0.019613,0.0584232,0.0350102,0.023372,0.00618601,0.0228649,0.0284621,0.0477013,0.0188428,0.00802776,0.00733316,0.00736304,0.0193015,0,0,0,0,0
144,0,0,0,0,0,0,0.0200535,0.00773311,0,0,0,0.0587472,0.0191993,0.0296574,0,0,0.0105053,0,0.0189488,0.00594984,0.037392,0.023522,0.0155165,0.0146141,0.0196417,0.0114322,0.0187305,0.00856063,0.0138744,0.0446391,0.0163107,0.0256784,0.0161843,0.0220468,0.0722966,0.0102726,0.00929175,0.00295562,0.0334566,0.0130939,0.0265649,0,0.023687,0,0,0.0267681,0,0.0107795,0.0197993,0.0433187,0.0467834,0.0089639,0.0205086,0.0169839,0.0155509,0.0223157,0.0193939,0.0578984,0.0346354,0.0236128,0.00601881,0.023051,0.0295241,0.0488501,0.0188851,0.00803713,0.00720837,0.00746664,0.0194928,0,0,0,0,0
145,0,0,0,0,0,0,0.0205035,0.00800971,0,0,0,0.0588799,0.0191445,0.0299911,0,0,0.0104925,0,0.0189734,0.00571798,0.0373153,0.0237945,0.015705,0.0146758,0.0195737,0.0119789,0.018588,0.00851872,0.0140551,0.0447819,0.0163846,0.0257968,0.0163176,0.0218957,0.073319,0.0104097,0.0093112,0.0029119,0.0335226,0.0130543,0.0273987,0,0.0240407,0,0,0.0268601,0,0.0107817,0.0199076,0.043429,0.0490563,0.00916533,0.0208411,0.0172858,0.0157536,0.0221319,0.0190853,0.0573376,0.0344086,0.0236452,0.00604429,0.0229839,0.0305068,0.0503846,0.0190654,0.0080652,0.00722264,0.00768574,0.0198978,0,0,0,0,0
146,0,0,0,0,0,0,0.0211142,0.00843621,0,0,0,0.059578,0.019062,0.0303464,0,0,0.010575,0,0.0189998,0.00555246,0.0372,0.0240612,0.015893,0.0147306,0.0193664,0.0126623,0.0184979,0.00846475,0.0141702,0.0448398,0.0163942,0.0256473,0.0163667,0.0216894,0.0740593,0.0106756,0.0093344,0.00290969,0.0339451,0.0130469,0.0278415,0,0.0246247,0,0,0.027066,0,0.0107921,0.0201019,0.0435463,0.051382,0.00945789,0.0214697,0.017714,0.0161187,0.0221722,0.0187159,0.0568087,0.0343247,0.0235136,0.00632694,0.0225741,0.0314266,0.0521447,0.0193106,0.00808665,0.00724226,0.00803696,0.0205441,0,0,0,0,0
