Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,STRN,T10,x70,x71,x72,RWRB,x73
214,0,0,0,0,0,0,0.00586705,0.0035469,0,0,0,0.0119311,0.013511,0.0250335,0.00909899,0,0,0.0339315,0,0.0234118,0.0197638,0.0115722,0.0566605,0.0265535,0.0356074,0.00729875,0.0208093,0.0205479,0.0415686,0.0293834,0.0326936,0.0272481,0.0303297,0.00320143,0.0211378,0.0327505,0.0294138,0.0116242,0.0078526,0.0153972,0.0188296,0.0127728,0,0.00512214,0,0,0.0133358,0,0.0155316,0.00753791,0.0883047,0.0100871,0.048938,0.0238129,0.00399549,0.00774944,0.0243955,0.0205604,0.0241145,0.0352984,0.0164478,0.0387973,0.0049803,0.0163212,0.0192088,0.00589989,0.00794535,0,0.0065345,0,0,0,0.00683945,0
215,0,0,0,0,0,0,0.00603453,0.00346512,0,0,0,0.011463,0.0135395,0.026107,0.00892641,0,0,0.0340913,0,0.0234135,0.0199379,0.0112958,0.0580153,0.0265915,0.037215,0.00752268,0.0210153,0.021222,0.0427594,0.0296413,0.0322249,0.0281116,0.0311235,0.00294691,0.0215117,0.033854,0.0295121,0.0116,0.00796718,0.0148836,0.0187411,0.0124172,0,0.00533338,0,0,0.0132024,0,0.0154143,0.0075698,0.0879068,0.00971233,0.0490169,0.0232705,0.00463711,0.00773801,0.0244952,0.0208408,0.0240881,0.035202,0.0160394,0.0386519,0.00471512,0.0163174,0.0184069,0.00618122,0.0079147,0,0.00660754,0,0,0,0.00678478,0
216,0,0,0,0,0,0,0.00624139,0.00333557,0,0,0,0.0120973,0.0135801,0.0274211,0.00869254,0,0,0.0341936,0,0.0234171,0.0200286,0.0107644,0.0590419,0.0265961,0.0393897,0.00696345,0.0210388,0.0216824,0.0438178,0.0302779,0.0316525,0.0291496,0.0320749,0.00303519,0.0216801,0.0352491,0.0295936,0.0115647,0.0080387,0.0143889,0.018723,0.0119899,0,0.0053857,0,0,0.0130314,0,0.0154153,0.00768027,0.0875623,0.00913373,0.0489996,0.0227732,0.00533009,0.00771275,0.0244884,0.021006,0.0241953,0.0350321,0.015639,0.0385444,0.00462464,0.0161594,0.0177183,0.0064789,0.00792754,0,0.00661593,0,0,0,0.00671441,0
217,0,0,0,0,0,0,0.00635448,0.00318078,0,0,0,0.0132885,0.0136219,0.0286637,0.00835015,0,0,0.0342132,0,0.0234043,0.0199959,0.0101304,0.0597145,0.0264752,0.0414553,0.00669625,0.0210437,0.0221093,0.0449784,0.0308709,0.030981,0.0302677,0.0330478,0.00349334,0.0215681,0.0368425,0.0296563,0.0115485,0.00802092,0.0140454,0.0187107,0.0116005,0,0.00530837,0,0,0.0129612,0,0.0154154,0.00768685,0.0871803,0.00863898,0.0489794,0.0223439,0.00607309,0.00767482,0.0244343,0.0211128,0.0243542,0.0349101,0.0152687,0.0384734,0.00455601,0.0159246,0.017141,0.00638957,0.00795092,0,0.00655885,0,0,0,0.00664349,0
218,0,0,0,0,0,0,0.00638162,0.00300743,0,0,0,0.0142986,0.0136477,0.0295137,0.00778465,0,0,0.0341648,0,0.0233932,0.0199301,0.00969521,0.0604917,0.0262182,0.0431618,0.00640935,0.0211375,0.0227451,0.046211,0.0314588,0.0302658,0.0313593,0.0340543,0.00401356,0.0212132,0.0384165,0.0296306,0.0115316,0.00797486,0.0138774,0.0187281,0.0112804,0,0.00516416,0,0,0.0129613,0,0.0154181,0.0075249,0.0867379,0.00840946,0.0490727,0.0219566,0.00682146,0.00761275,0.0243905,0.021127,0.0244884,0.0347939,0.0149538,0.0384203,0.00449389,0.0157527,0.0166566,0.00605401,0.00781592,0,0.00646229,0,0,0,0.00656537,0
219,0,0,0,0,0,0,0.00642313,0.00288871,0,0,0,0.0147988,0.0136846,0.0296016,0.00713735,0,0,0.0340801,0,0.0234424,0.0198144,0.00944408,0.0608441,0.0259106,0.0441436,0.00668258,0.0212319,0.0231185,0.0469534,0.0318514,0.029871,0.0319284,0.0347949,0.00413096,0.0208529,0.0395473,0.0295628,0.0115325,0.00788777,0.0139588,0.0188021,0.0111508,0,0.00503006,0,0,0.013094,0,0.0155028,0.00743749,0.0864007,0.00854657,0.0491702,0.0217516,0.00754807,0.00763409,0.0243506,0.0209806,0.0245167,0.0346935,0.0146236,0.0383458,0.00442358,0.015768,0.0163588,0.00612988,0.00777047,0,0.00642566,0,0,0,0.00660197,0
220,0,0,0,0,0,0,0.00650454,0.00286085,0,0,0,0.0153629,0.0137134,0.0295006,0.00702435,0,0,0.0340232,0,0.0236049,0.0196824,0.00947046,0.0608747,0.0256271,0.0446435,0.00693548,0.0212888,0.0232853,0.0473711,0.0321553,0.0296375,0.0322641,0.0350944,0.00416715,0.0204833,0.0405296,0.0294649,0.011578,0.00781157,0.0141166,0.0189308,0.0111278,0,0.00492887,0,0,0.0132938,0,0.0156802,0.00776198,0.0862695,0.00888479,0.0492436,0.0216317,0.00817722,0.00773454,0.0243514,0.0206793,0.024376,0.0348363,0.0143015,0.0383127,0.00430226,0.0158845,0.0161851,0.00650994,0.00785535,0,0.00641964,0,0,0,0.00673358,0
221,0,0,0,0,0,0,0.00660178,0.00267759,0,0,0,0.0160919,0.0136761,0.0293776,0.00734286,0,0,0.0341823,0,0.023624,0.0198388,0.00959232,0.060806,0.025322,0.0445005,0.00687737,0.0217407,0.0232305,0.0474236,0.0321791,0.029457,0.032393,0.0348794,0.00431825,0.0201577,0.0415256,0.0295548,0.0115922,0.00785261,0.0144112,0,0.0114524,0,0.0048793,0,0,0.0216192,0,0.0017023,0.0188638,0.0862617,0.00958406,0.0493263,0.0216704,0.00874075,0.00710356,0.0244544,0.0203195,0.0240944,0.0350923,0.0141034,0.0383134,0.00417826,0.016189,0.0163658,0.0149977,0.0144771,0,0.0064676,0,0,0,0.0173768,0
222,0,0,0,0,0,0,0.00706887,0.00312393,0,0,0,0.0167871,0.013697,0.0289481,0.00731018,0,0,0.0346282,0,0.0235687,0.0200943,0.00972073,0.060593,0.0249145,0.0436347,0.00648566,0.0216525,0.0231963,0.046924,0.0318149,0.0292966,0.0318767,0.0345006,0.00442769,0.0199021,0.0425433,0.0297145,0.0115672,0.00797094,0.0147222,0.0188869,0.0117988,0,0.00532872,0,0,0.0122358,0,0.0156028,0.0071384,0.0862467,0.0105648,0.0495805,0.0216528,0.0091007,0.00779834,0.0245998,0.0199401,0.0238101,0.0353347,0.0139406,0.0383341,0.00410639,0.0165924,0.0164541,0.0062465,0.00758873,0,0.00687147,0,0,0,0.00651757,0
223,0,0,0,0,0,0,0.00711833,0.00294032,0,0,0,0.0178286,0.0136379,0.0281102,0.00770139,0,0,0.0349571,0,0.0235625,0.0203031,0.00988952,0.0597368,0.0244925,0.0426289,0.00616365,0.021999,0.0232153,0.0458848,0.0314008,0.0291278,0.0311886,0.0340718,0.00463856,0.0196543,0.0436609,0.0298037,0.0115605,0.00803121,0.015036,0,0.0121552,0,0.00520075,0,0,0.021736,0,0.00168997,0.018974,0.0862355,0.0115442,0.0498522,0.0216419,0.00918152,0.0068431,0.0248117,0.0196878,0.0235258,0.0356889,0.0138257,0.0384003,0.00404097,0.0169932,0.0167311,0.0148596,0.0145101,0,0.0069686,0,0,0,0.0173722,0
224,0,0,0,0,0,0,0.0075515,0.00333479,0,0,0,0.0190289,0.0136497,0.0270677,0.00807124,0,0,0.0355229,0,0.0235685,0.0206164,0.0099908,0.0583786,0.0241314,0.0415072,0.00600866,0.0217715,0.0230847,0.0445909,0.0308818,0.0289972,0.0304257,0.0337378,0.00492017,0.0194159,0.0449356,0.0299693,0.0115403,0.00807697,0.0154646,0.0187858,0.01252,0,0.00542665,0,0,0.0117442,0,0.0154447,0.00663539,0.0862099,0.0124895,0.0500268,0.021651,0.00927607,0.00776391,0.0249286,0.0195016,0.0233109,0.0360528,0.0137588,0.0384603,0.00401297,0.0174805,0.0170695,0.00613729,0.00761158,0,0.00735837,0,0,0,0.00646905,0
225,0,0,0,0,0,0,0.00741693,0.00312562,0,0,0,0.0204527,0.0136237,0.0257681,0.00818114,0,0,0.0359407,0,0.0236672,0.0209026,0.0101779,0.0566312,0.0238166,0.0402325,0.0057141,0.0220012,0.0227926,0.0432108,0.0302515,0.0289077,0.0297698,0.0335281,0.00531538,0.0191453,0.0462936,0.0301256,0.0115642,0.00809492,0.0159949,0,0.0128255,0,0.00555129,0,0,0.0217981,0,0.00169657,0.019083,0.0861265,0.0135015,0.0501722,0.0216538,0.00926282,0.00696177,0.0250221,0.019418,0.0231825,0.0362652,0.0137838,0.0385308,0.0040615,0.0178871,0.017525,0.0149105,0.0145575,0,0.00729784,0,0,0,0.017366,0
226,0,0,0,0,0,0,0.00762175,0.00350874,0,0,0,0.0221206,0.0136272,0.0243411,0.00810889,0,0,0.0365533,0,0.0237264,0.0212707,0.0104159,0.05486,0.0234559,0.038771,0.00546158,0.0216658,0.0222047,0.0416981,0.0294981,0.0288087,0.0290542,0.0331964,0.00571377,0.0188511,0.0476921,0.0304441,0.0115544,0.00811324,0.0164109,0.0186175,0.0129979,0,0.00609033,0,0,0.012271,0,0.0152488,0.00686091,0.0859936,0.014361,0.0502797,0.0217433,0.00946099,0.00782512,0.0250902,0.0193602,0.0231493,0.0362873,0.013786,0.038589,0.0041228,0.0180759,0.0180581,0.00670218,0.00792297,0,0.00759133,0,0,0,0.00647857,0
227,0,0,0,0,0,0,0.0075809,0.00358129,0,0,0,0.02364,0.013613,0.0233243,0.00817352,0,0,0.0368626,0,0.0237519,0.0214442,0.0107561,0.0536793,0.0231025,0.0374392,0.00512527,0.0216116,0.021863,0.0403272,0.0288505,0.0286422,0.0284444,0.0328477,0.00613058,0.0183223,0.0492348,0.0307174,0.0115529,0.00813983,0.016917,0.0186519,0.0132053,0,0.00616821,0,0,0.0124143,0,0.0153075,0.00704429,0.085876,0.0157338,0.050363,0.0218911,0.00948682,0.00774927,0.0250173,0.0193926,0.0231688,0.0362428,0.0138068,0.0385725,0.00420114,0.0182822,0.0184258,0.00668093,0.00798569,0,0.00775933,0,0,0,0.00653502,0
228,0,0,0,0,0,0,0.00744377,0.00419622,0,0,0,0.0191651,0.0137375,0.0178049,0.00781242,0,0,0.0376231,0,0.0236385,0.0217399,0.0254226,0.0309145,0.0156406,0.0434835,0.00894783,0.0203067,0.0275742,0.0448314,0.0319797,0.0409397,0.0294482,0.0238906,0.0151858,0.0138097,0.0169362,0.0306965,0.0114805,0.00834574,0.0148649,0.0187987,0.0115584,0,0.00656779,0,0,0.0138951,0,0.0155524,0.00806011,0.0801305,0.016923,0.0466593,0.0193699,0.0152132,0.00886479,0.025454,0.0211823,0.0247088,0.0356661,0.0123572,0.0387922,0.00480432,0.0177833,0.0171006,0.0075763,0.00843302,0,0.00798384,0,0,0,0.00699263,0
229,0,0,0,0,0,0,0.0075664,0.00376927,0,0,0,0.0269725,0.0135843,0.02163,0.00862423,0,0,0.0372285,0,0.0237095,0.0214389,0.0113478,0.0522634,0.0223536,0.0348155,0.00435613,0.021297,0.0218601,0.0374635,0.0275452,0.0279576,0.0276227,0.0321793,0.00738448,0.0170072,0.0527872,0.0311714,0.0115192,0.00841462,0.018386,0.0189005,0.0205966,0,0.00608823,0,0,0.0132382,0,0.015644,0.00779894,0.0864517,0.0248163,0.0518075,0.0298086,0.00886034,0.00778025,0.0286073,0.0196599,0.019853,0.0413453,0.0203333,0.0364939,0.00927568,0.0244991,0.0178631,0.00769043,0.00826442,0,0.00768448,0,0,0,0.00682284,0
230,0,0,0,0,0,0,0.00783764,0.00449443,0,0,0,0.0146936,0.0136995,0.016953,0.00851171,0,0,0.0378453,0,0.023621,0.0217968,0.0273642,0.0311171,0.0152637,0.0439326,0.00833977,0.0201758,0.028617,0.0473948,0.0313926,0.0383884,0.0309283,0.0269346,0.0176065,0.0115171,0.0116335,0.0311499,0.0114411,0.00850489,0.0153058,0.0189321,0.0114524,0,0.006949,0,0,0.0142516,0,0.0157132,0.00826189,0.079986,0.0176293,0.0470509,0.0196704,0.0154231,0.00906882,0.0254893,0.0213364,0.0248166,0.0356894,0.0127398,0.0386517,0.00514766,0.018722,0.018049,0.00851847,0.00856328,0,0.00808556,0,0,0,0.00718378,0
231,0,0,0,0,0,0,0.00807172,0.00466027,0,0,0,0.0118741,0.0136735,0.016425,0.00882286,0,0,0.0378409,0,0.023646,0.021864,0.0283301,0.0306856,0.0151137,0.0444522,0.00829453,0.0200485,0.0293703,0.0489422,0.0311409,0.0369969,0.0317429,0.0290976,0.0188958,0.0102304,0.00846981,0.03127,0.0114546,0.0085273,0.0155818,0.0188912,0.0112026,0,0.00723657,0,0,0.0144778,0,0.0156513,0.00829788,0.0798289,0.0177114,0.0471879,0.0198369,0.0156277,0.00920301,0.025472,0.0214173,0.0249313,0.0356268,0.0129935,0.0386188,0.00531234,0.0191575,0.0184808,0.00855541,0.00858641,0,0.00804767,0,0,0,0.00725948,0
232,0,0,0,0,0,0,0.00827863,0.00479628,0,0,0,0.00912912,0.0136667,0.0160499,0.00910289,0,0,0.0378279,0,0.0237462,0.0219107,0.0293586,0.0298742,0.0150317,0.0450532,0.008415,0.0198208,0.030199,0.0506204,0.030918,0.0356192,0.0329603,0.0315294,0.020267,0.00896587,0.00572965,0.031264,0.0115005,0.00861408,0.0161426,0.0187785,0.011133,0,0.00762417,0,0,0.0144458,0,0.015508,0.00818318,0.0797359,0.0178746,0.0473573,0.0202034,0.0157612,0.00928275,0.0254547,0.0214865,0.0250142,0.0356637,0.0133501,0.0385338,0.00549597,0.0196372,0.0192644,0.00847007,0.00855198,0,0.00779857,0,0,0,0.00719524,0
233,0,0,0,0,0,0,0.00834969,0.00488876,0,0,0,0.00723784,0.0136709,0.0161296,0.00933111,0,0,0.0378751,0,0.0238574,0.0220104,0.0305193,0.0295842,0.015002,0.0459345,0.00869762,0.0196239,0.0311495,0.0527368,0.03099,0.0343742,0.0347694,0.0343028,0.0214446,0.00792529,0.00497275,0.0311203,0.0115455,0.00876675,0.0167729,0.0187273,0.0108146,0,0.0077561,0,0,0.0138011,0,0.0154584,0.00775897,0.0796616,0.0177315,0.0474687,0.0205795,0.0159789,0.00948117,0.0254962,0.0214505,0.0250133,0.0357244,0.0137122,0.038479,0.00566402,0.0200911,0.020183,0.00859155,0.00835927,0,0.00785403,0,0,0,0.00704811,0
234,0,0,0,0,0,0,0.00829764,0.00491735,0,0,0,0.00747647,0.0136187,0.0162526,0.00946709,0,0,0.0381146,0,0.023838,0.0221022,0.0317847,0.0292822,0.0150169,0.0469364,0.00896952,0.0195131,0.0320326,0.0549029,0.0311407,0.0334111,0.0366785,0.0371365,0.0225763,0.00731272,0.00973625,0.0310067,0.011536,0.00882668,0.0175252,0.0186999,0.0109437,0,0.00784985,0,0,0.0140519,0,0.0154275,0.00793752,0.0796357,0.0179948,0.047718,0.0210993,0.0161263,0.00955682,0.025502,0.0214702,0.0248728,0.0358206,0.0141863,0.0384181,0.00581201,0.0207276,0.0211911,0.00875163,0.00851873,0,0.0079805,0,0,0,0.00694483,0
235,0,0,0,0,0,0,0.00821543,0.00487991,0,0,0,0.0118111,0.013573,0.0161792,0.00950356,0,0,0.0383328,0,0.0238113,0.0221135,0.0332219,0.0290279,0.015059,0.0478823,0.00928524,0.019353,0.0328939,0.0571704,0.0313664,0.0326694,0.0383739,0.0399257,0.0234409,0.00713084,0.0170933,0.0308913,0.0115458,0.0088204,0.018426,0.0185962,0.0111356,0,0.00777707,0,0,0.0138306,0,0.0152941,0.00777028,0.0795637,0.0182898,0.0479934,0.0216943,0.0163373,0.00944862,0.0254979,0.0214399,0.0246785,0.0359492,0.0146592,0.0384564,0.00588045,0.0213216,0.0223503,0.0087856,0.00849077,0,0.00794748,0,0,0,0.00679407,0
236,0,0,0,0,0,0,0.00824974,0.00473438,0,0,0,0.01902,0.0135289,0.0158891,0.00933699,0,0,0.0383677,0,0.0237832,0.0221875,0.0346547,0.0283539,0.0152263,0.0481609,0.00954026,0.0191709,0.0334743,0.0589567,0.0313309,0.0321826,0.0395108,0.0422174,0.0238598,0.00748856,0.0265037,0.0307946,0.0116243,0.00877793,0.0195044,0.0185974,0.0112398,0,0.00751655,0,0,0.0137551,0,0.0152879,0.00772854,0.0795556,0.0182483,0.0482547,0.0224135,0.0165845,0.00917868,0.0254969,0.0213863,0.0244497,0.0361732,0.0150911,0.0386244,0.00598008,0.0218207,0.0236916,0.00872871,0.00845562,0,0.00792083,0,0,0,0.00677394,0
237,0,0,0,0,0,0,0.00829492,0.00449488,0,0,0,0.0280595,0.0134896,0.0158471,0.00894345,0,0,0.0383119,0,0.0237847,0.0221262,0.0358187,0.0265758,0.0154953,0.0472791,0.00959807,0.0189797,0.0333828,0.0595126,0.030649,0.0319848,0.0398707,0.0438725,0.0238335,0.00849645,0.0375251,0.0307195,0.011666,0.00874754,0.0205452,0.0186676,0.0111734,0,0.00714159,0,0,0.0137811,0,0.0153781,0.00785873,0.0796444,0.0180879,0.0485738,0.0231383,0.0166352,0.00872623,0.025528,0.0213504,0.0242218,0.0364453,0.0154589,0.038715,0.00600038,0.0222496,0.0249561,0.00852598,0.00850946,0,0.00794301,0,0,0,0.00681588,0
238,0,0,0,0,0,0,0.00820516,0.00364645,0,0,0,0.0433814,0.0133084,0.00752155,0.00581557,0,0,0.0376253,0,0.0238687,0.0218426,0.0131269,0.0354061,0.0218114,0.0244363,0.00367726,0.0201831,0.0181472,0.0293034,0.0203138,0.0288726,0.0218111,0.0319328,0.00535928,0.024134,0.0661437,0.0308687,0.0117044,0.00871893,0.0217881,0.0187189,0.0127929,0.00811973,0.00640708,0,0,0.0116554,0,0.0153813,0.00681531,0.0830727,0.0173771,0.0499558,0.0244697,0.00937329,0.00678065,0.0253955,0.0209108,0.0229524,0.0368198,0.0155631,0.0390757,0.00527825,0.0214948,0.0249053,0.00736222,0.00784184,0,0.00694181,0,0,0,0.00629094,0
239,0,0,0,0,0,0,0.00811068,0.00358667,0,0,0,0.0406728,0.0132869,0.00473616,0.00527131,0,0,0.0375024,0,0.0238601,0.0219502,0.013428,0.028215,0.0217869,0.0220248,0.0036022,0.0199619,0.015672,0.0258282,0.0174822,0.0304247,0.0190201,0.028773,0.00550113,0.0262068,0.0598572,0.0307036,0.0116696,0.00878292,0.0221819,0.0187961,0.0132732,0,0.0064433,0,0,0.0116508,0,0.0154754,0.0069067,0.0827881,0.0178885,0.049779,0.0247463,0.00945955,0.00662735,0.0254418,0.0210319,0.0229085,0.0368576,0.0158742,0.0388457,0.00551597,0.0218434,0.0252063,0.00703173,0.00778681,0,0.00674386,0,0,0,0.00635061,0
240,0,0,0,0,0,0,0.00781333,0.0031241,0,0,0,0.034353,0.0132557,0.00180333,0.00431142,0,0,0.0372142,0,0.0238756,0.0218016,0.0138044,0.0195356,0.0213661,0.0200369,0.00336087,0.0199807,0.0129655,0.0219768,0.0147951,0.0316407,0.0153273,0.0235215,0.00528111,0.0285077,0.0484196,0.0304576,0.0117084,0.00869778,0.0221758,0,0.0128303,0.00756889,0.00596892,0,0,0.0225129,0,0.00165162,0.0193382,0.0820838,0.0175954,0.0494099,0.0247269,0.00990868,0.00513323,0.0255553,0.0212138,0.0231051,0.0367868,0.015837,0.0388595,0.00549299,0.0217152,0.0254081,0.0137857,0.0141174,0,0.00604325,0,0,0,0.0171033,0
241,0,0,0,0,0,0,0.00773554,0.00339098,0,0,0,0.0296438,0.0132476,0.0034749,0.00475681,0,0,0.0371618,0,0.0238372,0.0216628,0.014123,0.012478,0.0215553,0.0188378,0.00237714,0.0194381,0.0109475,0.0189777,0.0120995,0.03297,0.0128676,0.0192243,0.0053557,0.0305887,0.0392843,0.0303232,0.0117369,0.00861457,0.0248194,0.0188487,0.0292121,0.00471707,0.0056259,0,0,0.0113818,0,0.0155668,0.00683848,0.0835616,0.0374706,0.051978,0.0392896,0.00875766,0.00642772,0.0321458,0.0239418,0.0184598,0.0461831,0.0279875,0.0354453,0.0145945,0.0331546,0.0208592,0.00749053,0.00778447,0,0.00584024,0,0,0,0.00652274,0
242,0,0,0,0,0,0,0.00776766,0.00318629,0,0,0,0.0183842,0.0131903,0.00647661,0.0034854,0,0,0.0369728,0,0.0238183,0.0216692,0.0145336,0.00937021,0.0211232,0.0194026,0.00319357,0.0194939,0.0100445,0.0162732,0.0103836,0.0332087,0.0114442,0.0130367,0.0044216,0.0330405,0.0213816,0.0302829,0.0117629,0.00857712,0.0221019,0.0188339,0.0120051,0.00814233,0.00577661,0,0,0.0111524,0,0.0155455,0.0067541,0.0813348,0.0168972,0.0490977,0.024714,0.0106475,0.00640447,0.0259231,0.0213959,0.0235331,0.0366232,0.0155613,0.0385495,0.00517596,0.0211395,0.0254065,0.00729233,0.00769513,0,0.00596266,0,0,0,0.00655858,0
243,0,0,0,0,0,0,0.00748594,0.0031393,0,0,0,0.0111726,0.0131577,0.00774447,0.00343526,0,0,0.0367775,0,0.0238319,0.0216893,0.0149407,0.00988143,0.0212491,0.0202097,0.00304208,0.0193916,0.00941425,0.0136787,0.00833336,0.0341659,0.0123424,0.0102278,0.00472083,0.0351691,0.0090327,0.0301032,0.0117635,0.00860139,0.0220287,0.0188275,0.0120312,0.00810168,0.00586714,0,0,0.01069,0,0.0155611,0.00655126,0.0814213,0.0169528,0.0490398,0.0246079,0.0108118,0.00636311,0.0259659,0.0214944,0.0236837,0.03651,0.0154421,0.0382127,0.00510366,0.0210616,0.0251887,0.00739246,0.0074814,0,0.00606341,0,0,0,0.00656314,0
244,0,0,0,0,0,0,0.00703541,0.00306353,0,0,0,0.00992007,0.0131461,0.00915325,0.00369227,0,0,0.0366713,0,0.0238552,0.0216032,0.0154403,0.0143297,0.0214491,0.0224988,0.0031092,0.0193178,0.00925633,0.0111871,0.0066893,0.0351957,0.0146503,0.0102629,0.00546464,0.0371399,0.0119648,0.0299549,0.0118067,0.00857502,0.0221354,0.018724,0.012175,0.00808025,0.00579678,0,0,0.0112763,0,0.0154511,0.00684902,0.0814651,0.0170543,0.0492482,0.024506,0.0110473,0.00631415,0.0259339,0.0215389,0.0240161,0.0363722,0.0151938,0.0378391,0.00507541,0.0207905,0.0251507,0.00779218,0.00770582,0,0.00596821,0,0,0,0.00658449,0
245,0,0,0,0,0,0,0.00678663,0.00308773,0,0,0,0.0152015,0.0131463,0.010177,0.00394356,0,0,0.03659,0,0.0238344,0.0214275,0.015929,0.0178946,0.0217236,0.0245191,0.0030431,0.0191664,0.00845404,0.00881502,0.00445533,0.0368636,0.0167102,0.0119211,0.00617285,0.0383171,0.0203478,0.0299093,0.0118177,0.00852896,0.0223646,0.0186927,0.0124791,0.00792448,0.00552196,0,0,0.0121617,0,0.0155895,0.00751031,0.0815172,0.0171778,0.0495692,0.024293,0.0108195,0.00642,0.0258479,0.0217566,0.0244565,0.0361793,0.0148196,0.0375821,0.0050427,0.0202672,0.0251853,0.00821496,0.00810322,0,0.00572536,0,0,0,0,0
246,0,0,0,0,0,0,0.00653437,0.00306679,0,0,0,0.020232,0.0131406,0.0122313,0.00407707,0,0,0.0365892,0,0.0237896,0.0213698,0.0163625,0.0193359,0.0219664,0.0266489,0.00278314,0.0191281,0.00734491,0.00722634,0.00289885,0.0383548,0.0186318,0.013897,0.00661382,0.0388457,0.0268323,0.0299161,0.0118114,0.0085108,0.0218103,0.0187268,0.0132263,0.00772917,0.00529088,0,0,0.0113832,0,0.0154306,0.00686221,0.0817148,0.0183577,0.049804,0.0239444,0.0107197,0.0063232,0.025622,0.0219984,0.024906,0.0357071,0.014814,0.0369192,0.00534472,0.020389,0.0243188,0.00796653,0.00792921,0,0.00551239,0,0,0,0.00650236,0
247,0,0,0,0,0,0,0.00611488,0.00306234,0,0,0,0.0206972,0.0131847,0.0116801,0.00405448,0,0,0.0365149,0,0.0237807,0.0213537,0.0165,0.016637,0.0221442,0.0273356,0.00257952,0.0190838,0.00662874,0.00657344,0.00227883,0.0393293,0.0200008,0.0154392,0.00763139,0.0388697,0.0278525,0.0298551,0.0118472,0.00851337,0.0204629,0.0187526,0.0140687,0.00750989,0.00509688,0,0,0.01154,0,0.0154107,0.00682371,0.081977,0.0201034,0.0499945,0.0233531,0.0103797,0.00640532,0.0251443,0.0222403,0.0255057,0.0349003,0.014917,0.0359892,0.00588244,0.0208783,0.0226767,0.00792769,0.00797496,0,0.00518789,0,0,0,0.00651159,0
248,0,0,0,0,0,0,0.00583257,0.00300067,0,0,0,0.0215617,0.0132373,0.0138988,0.00381766,0,0,0.0363885,0,0.0238397,0.0213891,0.0160016,0.0199396,0.022092,0.0277844,0.00241709,0.0190506,0.00657911,0.00775795,0.00371232,0.0388234,0.0197524,0.0150977,0.00603495,0.0386213,0.0295714,0.0297301,0.0118548,0.00849449,0.0194062,0.0187086,0.0156469,0.00716626,0.00463744,0,0,0.011305,0,0.0153596,0.00670149,0.0820835,0.0225292,0.0503233,0.0228549,0.0102054,0.00639038,0.024638,0.0225658,0.0262692,0.0342246,0.0151713,0.0348633,0.00656179,0.0215705,0.0209924,0.00781496,0.00796029,0,0.00487203,0,0,0,0.00644916,0
249,0,0,0,0,0,0,0.00576078,0.00291683,0,0,0,0.0216797,0.0132683,0.0160952,0.00333432,0,0,0.0362541,0,0.0239002,0.0215034,0.0153088,0,0.0219046,0.027822,0.00242794,0.0190305,0.00719939,0.00998292,0.00623944,0.0373045,0.0183492,0.0134278,0.00381712,0.0385542,0.0300703,0.0295554,0.0118644,0.00845661,0.017967,0.0185394,0.017117,0.00671738,0.00409998,0,0,0.010904,0,0.0151558,0.00643355,0.0819986,0.0248552,0.0505814,0.0221355,0.0102832,0.0063245,0.0241467,0.022841,0.0271725,0.0335328,0.0154253,0.0336236,0.00751672,0.0222166,0.0188044,0.00770891,0.00777304,0,0.00468218,0,0,0,0.00627491,0
250,0,0,0,0,0,0,0.00549328,0.00282908,0,0,0,0.0155705,0.0132704,0.012405,0.0027505,0,0,0.0361475,0,0.0237349,0.0214528,0.0148351,0,0.0217699,0.0257562,0.00237819,0.01889,0.00784635,0.011611,0.00773939,0.036312,0.016303,0.0111778,0.00376647,0.0380807,0.0233338,0.0294406,0.0118501,0.00834445,0.0163978,0.01846,0.0182044,0.00620719,0.0038853,0,0,0.0106585,0,0.0150928,0.0063274,0.0820098,0.0263514,0.0507197,0.0213514,0.0104708,0.0063974,0.0239646,0.0229245,0.0279811,0.0329401,0.0154651,0.0322955,0.00827164,0.0222261,0.0161683,0.00770028,0.00757623,0,0.00444988,0,0,0,0.00624251,0
251,0,0,0,0,0,0,0.00509123,0.00279939,0,0,0,0.00970463,0.0132972,0.00699758,0.00220979,0,0,0.0360925,0,0.0235688,0.0214504,0.0148978,0.0187692,0.0215629,0.0223608,0.00182404,0.0187104,0.00807361,0.0124641,0.00836233,0.0359178,0.0142184,0.00975471,0.00424056,0.0368152,0.0158209,0.0293902,0.0118074,0.00831414,0.0151137,0.0185314,0.0190148,0.0056959,0.00374718,0,0,0.0104594,0,0.0151533,0.00625295,0.0819822,0.0274403,0.0509876,0.0204948,0.0104159,0.00659699,0.0237337,0.0229736,0.0289515,0.0321924,0.0152906,0.0310237,0.00907102,0.0219844,0.0135715,0.00762595,0.00755857,0,0.00410282,0,0,0,0.00624913,0
