Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x69,x70,x71,x72,RASI
29,0,0,0,0,0,0,0.0232941,0.0121036,0,0,0,0.0359623,0.0139003,0.0270268,0,0,0.0128969,0,0.0220344,0.00823713,0.0415311,0.0320667,0.00944354,0.00663886,0.0092443,0.0133009,0.0233574,0.0158853,0.0135274,0.0408126,0.0105047,0.0144591,0.0135054,0.0323597,0.0384607,0.00936206,0.0121009,0.00348232,0.0274305,0.014428,0.0123989,0.0258271,0,0,0.0318414,0,0.0114698,0.0208655,0.0436229,0.0143868,0.00788228,0.0404104,0.0191849,0.022277,0.0392122,0.0184086,0.0604613,0.0502399,0.013774,0.0174783,0.0111623,0.011542,0.0309057,0.0255089,0.00739165,0.0079817,0.0126744,0.0216166,0,0,0,0,0.0466393
30,0,0,0,0,0,0,0.0232861,0.0123901,0,0,0,0.0345513,0.0138697,0.0261059,0,0,0.0127953,0,0.0220411,0.00817509,0.0415064,0.0323669,0.00897052,0.00622765,0.00993065,0.0133737,0.0234881,0.0156638,0.013364,0.0407595,0.0108619,0.0151978,0.0136175,0.0326776,0.0369798,0.00920026,0.012071,0.00371576,0.0283313,0.0143854,0.0124895,0.0260847,0,0,0.0321327,0,0.011452,0.0210379,0.0435352,0.0145358,0.00783129,0.0401977,0.0195832,0.0229554,0.0393133,0.0185459,0.0607142,0.0503666,0.0138442,0.0169905,0.0116152,0.0119528,0.0326589,0.0259902,0.00745358,0.00799497,0.012739,0.0216525,0,0,0,0,0.0469486
31,0,0,0,0,0,0,0.0234771,0.0128198,0,0,0,0.0343161,0.0139162,0.0251626,0,0,0.0125808,0,0.022041,0.00787929,0.0417491,0.0322561,0.00835248,0.00674318,0.0108759,0.0135239,0.0233771,0.0155119,0.013218,0.0411293,0.0118959,0.0164783,0.0139964,0.0335012,0.0359763,0.00899616,0.012035,0.00381661,0.0294918,0.0143479,0.0127055,0.0265555,0,0,0.0324075,0,0.011439,0.0211854,0.0433746,0.0149904,0.00781418,0.039874,0.0204319,0.0237978,0.03938,0.0186819,0.0609841,0.0505075,0.0139505,0.0163399,0.0122073,0.0126183,0.0349812,0.0265968,0.00748071,0.00794999,0.0130993,0.0219066,0,0,0,0,0.0472492
32,0,0,0,0,0,0,0.0235815,0.0132078,0,0,0,0.0341989,0.0139282,0.0244625,0,0,0.0123036,0,0.0220151,0.00774018,0.0419234,0.0314656,0.00797544,0.00727495,0.0116675,0.0135419,0.0230278,0.015266,0.0131235,0.041853,0.0129803,0.0174826,0.014418,0.034406,0.0355886,0.00882089,0.0120058,0.0034853,0.0309533,0.0143079,0.013013,0.0268935,0,0,0.0324958,0,0.0114287,0.0211955,0.0432095,0.0159298,0.00777554,0.039401,0.0212064,0.0244178,0.0394071,0.0186918,0.0612771,0.0505788,0.0141029,0.0155324,0.0128393,0.0136326,0.0372744,0.0270225,0.00746689,0.0079125,0.0137133,0.0221109,0,0,0,0,0.0473833
33,0,0,0,0,0,0,0.0233208,0.0133239,0,0,0,0.0342718,0.0139233,0.0237876,0,0,0.011955,0,0.0219941,0.00772078,0.041991,0.0302359,0.00770113,0.00719004,0.011904,0.0133899,0.0222673,0.0146156,0.0127889,0.0422475,0.0136018,0.0181183,0.0147081,0.0349009,0.0357995,0.00865879,0.0120062,0.00279937,0.0323907,0.0142674,0.0133442,0.0268646,0,0,0.0322664,0,0.0114079,0.0210074,0.0428218,0.0175774,0.00772081,0.0387617,0.0216076,0.0246178,0.039357,0.0186497,0.0616168,0.0505505,0.0142955,0.014628,0.0134749,0.0150537,0.0394834,0.0271287,0.00743747,0.00788809,0.0142105,0.0220331,0,0,0,0,0.0472542
34,0,0,0,0,0,0,0.0227133,0.0130145,0,0,0,0.0344809,0.0138853,0.0232881,0,0,0.0118728,0,0.0220037,0.00770297,0.0416595,0.0289838,0.00750753,0.00613703,0.011462,0.0132045,0.021133,0.0137507,0.0120555,0.0421078,0.0136998,0.0182624,0.0145653,0.034731,0.036183,0.00856484,0.0120003,0.00244092,0.0336465,0.0142054,0.0139584,0.0264829,0,0,0.0317833,0,0.0113727,0.0205968,0.0423588,0.0203281,0.00747371,0.0380551,0.0215,0.0244311,0.0392518,0.0185574,0.0621055,0.0504712,0.014678,0.0136398,0.0141245,0.0169164,0.0414851,0.0268248,0.00739419,0.00782923,0.014131,0.0215609,0,0,0,0,0.0468228
35,0,0,0,0,0,0,0.0219798,0.01235,0,0,0,0.0347863,0.0138545,0.0230989,0,0,0.0116733,0,0.0219829,0.00769132,0.0410622,0.0278218,0.00739739,0.00471705,0.0105729,0.0130724,0.0198377,0.0130038,0.0113551,0.04165,0.0134857,0.0182974,0.014113,0.0340782,0.0365884,0.00858811,0.0119548,0.00252872,0.0345797,0.0141592,0.0150498,0.0259384,0,0,0.0312404,0,0.0113548,0.0201359,0.0418563,0.0242368,0.00710501,0.0371871,0.020937,0.0240417,0.0391073,0.0185385,0.0627064,0.0503942,0.0153221,0.0125806,0.0147974,0.019209,0.0431892,0.0263625,0.00738276,0.0077964,0.013554,0.0207865,0,0,0,0,0.0464285
36,0,0,0,0,0,0,0.0212961,0.011622,0,0,0,0.0353713,0.0139525,0.0234181,0,0,0.011254,0,0.021947,0.00761533,0.0403182,0.0271196,0.00741517,0.00399461,0.00959913,0.0130828,0.0187839,0.0124983,0.010935,0.0412797,0.013255,0.0187574,0.0137024,0.0333234,0.0372581,0.00859896,0.01189,0.00265423,0.0351387,0.0141252,0.0165408,0.0253698,0,0,0.0307547,0,0.0113469,0.0198607,0.0413616,0.028667,0.00664442,0.0360346,0.0200717,0.0236395,0.0388647,0.0186542,0.0633556,0.0502692,0.0161345,0.0115176,0.0155236,0.0215445,0.0446565,0.025973,0.0073793,0.00777042,0.0128028,0.0199608,0,0,0,0,0.0461766
37,0,0,0,0,0,0,0.0208636,0.010966,0,0,0,0.0362355,0.0140456,0.0238041,0,0,0.0112042,0,0.0219079,0.00758378,0.0396666,0.0266747,0.00749214,0.00395543,0.00881715,0.0133043,0.0183473,0.0122505,0.0108341,0.0411749,0.012997,0.0192098,0.0134662,0.0326597,0.0381499,0.00856466,0.0117921,0.00284604,0.0351452,0.0141021,0.0181288,0.0249923,0,0,0.0304426,0,0.0113457,0.0197972,0.0409452,0.0330891,0.00610893,0.0345937,0.0191187,0.0233747,0.0384644,0.0189743,0.0639993,0.0500524,0.0170371,0.0105774,0.0162167,0.0235784,0.0463604,0.0257823,0.00737593,0.0077639,0.0123256,0.0193973,0,0,0,0,0.0459144
38,0,0,0,0,0,0,0.0206311,0.0103672,0,0,0,0.0372939,0.014121,0.0237858,0,0,0.0115381,0,0.0217827,0.00753551,0.0393006,0.0260776,0.0075703,0.00428083,0.0081548,0.0135023,0.0186441,0.0124275,0.0109768,0.0412708,0.0127758,0.0192621,0.0133734,0.0321845,0.0393369,0.00862248,0.0116823,0.00286642,0.0351802,0.0141172,0.0195439,0.0247193,0,0,0.030344,0,0.0113645,0.0197984,0.0406734,0.0369923,0.00558159,0.0331416,0.0181339,0.0232309,0.0379014,0.019549,0.0646607,0.0498288,0.0178632,0.00987793,0.0168648,0.025217,0.0481551,0.0256822,0.00738997,0.00781065,0.0120958,0.01909,0,0,0,0,0.0456248
39,0,0,0,0,0,0,0.0206486,0.0097592,0,0,0,0.0380789,0.0142047,0.0234282,0,0,0.0114655,0,0.0215949,0.00743337,0.0394879,0.0249867,0.00762222,0.00469849,0.00765449,0.0137421,0.0193319,0.0128457,0.0112889,0.041525,0.0126021,0.0189964,0.0133081,0.0318277,0.0410715,0.00873458,0.0115646,0.00281444,0.0351363,0.0141614,0.0207874,0.0246245,0,0,0.0304621,0,0.0113983,0.0198612,0.0406157,0.0401987,0.00509923,0.0319158,0.0171663,0.0231495,0.0372495,0.0204725,0.065457,0.0496707,0.0185423,0.00935146,0.0173656,0.0264674,0.0494176,0.0256475,0.00743144,0.00785364,0.0118472,0.0190526,0,0,0,0,0.0454145
40,0,0,0,0,0,0,0.0206915,0.00924565,0,0,0,0.0394837,0.0143086,0.0234201,0,0,0.0111604,0,0.0214448,0.00742525,0.0400508,0.0238321,0.00765947,0.00517136,0.00750422,0.0138246,0.01976,0.0131835,0.0116866,0.0418659,0.0123906,0.0186732,0.0132628,0.0315245,0.0430212,0.00879858,0.0114607,0.00289774,0.0356467,0.0142438,0.0218037,0.0245047,0,0,0.0305865,0,0.0114492,0.0199827,0.0407573,0.0421092,0.00466006,0.0306193,0.0163089,0.0230343,0.0366348,0.0216999,0.066394,0.0495635,0.019122,0.00895354,0.0177799,0.0272012,0.0495969,0.0256887,0.00746117,0.00793504,0.0113697,0.0190983,0,0,0,0,0.0453457
41,0,0,0,0,0,0,0.0205723,0.00882265,0,0,0,0.0412333,0.0143849,0.0237412,0,0,0.0108378,0,0.0213101,0.00735467,0.0404783,0.0232764,0.00779586,0.00562033,0.00780096,0.0136083,0.0199684,0.0131859,0.0120552,0.0421966,0.0123066,0.0186139,0.013363,0.031296,0.0449761,0.00875242,0.0113482,0.0029186,0.0367707,0.0143287,0.022613,0.0242189,0,0,0.0305802,0,0.0114971,0.0200774,0.041031,0.0430588,0.00418251,0.0291158,0.0156838,0.0227928,0.0359991,0.0229944,0.0674113,0.049487,0.0193954,0.00876573,0.0179576,0.0273895,0.0501263,0.0255924,0.00745967,0.00798697,0.0107085,0.0190044,0,0,0,0,0.0452867
42,0,0,0,0,0,0,0.0202629,0.0085192,0,0,0,0.0428768,0.0144698,0.024134,0,0,0.0107233,0,0.0211833,0.00708756,0.0404653,0.0232776,0.00808014,0.00613764,0.0084759,0.0133037,0.020118,0.0129599,0.0123835,0.0425617,0.0124175,0.0188885,0.0135801,0.0311795,0.0466326,0.00862195,0.0112261,0.00295317,0.0383192,0.0144335,0.023226,0.0238002,0,0,0.0305069,0,0.0115535,0.0201045,0.0412132,0.043687,0.00370197,0.0276779,0.0153946,0.0224611,0.0354096,0.0242115,0.0683407,0.049505,0.0194339,0.00876923,0.0178611,0.0272469,0.0521112,0.0253147,0.00738704,0.00800628,0.010391,0.0186824,0,0,0,0,0.0452665
43,0,0,0,0,0,0,0.0197696,0.00837463,0,0,0,0.0443138,0.0145545,0.0246037,0,0,0.0103022,0,0.021203,0.00682321,0.0401556,0.0235004,0.00842622,0.00652645,0.00933822,0.0130895,0.0201747,0.0125981,0.0126307,0.0428719,0.0127152,0.0194073,0.0138816,0.031154,0.0481291,0.00849019,0.0112522,0.00304393,0.0399933,0.0145526,0.0234827,0.0232535,0,0,0.0304966,0,0.0116251,0.0201143,0.0412415,0.0443094,0.00329159,0.0262989,0.0155321,0.022071,0.0349166,0.0252491,0.0689412,0.0494644,0.019509,0.00893181,0.0177785,0.0269125,0.0543025,0.025106,0.00727121,0.00802739,0.0102549,0.018192,0,0,0,0,0.0452799
44,0,0,0,0,0,0,0.0192567,0.00838402,0,0,0,0.0458237,0.0146089,0.0253521,0,0,0.00984763,0,0.0213746,0.0066784,0.039944,0.023944,0.00873321,0.0067677,0.0101358,0.0127133,0.0201316,0.0122422,0.0128492,0.0431643,0.0128808,0.0200561,0.0142501,0.0310831,0.0497665,0.0083141,0.0115069,0.00302094,0.0418461,0.0146179,0.0238979,0.0227703,0,0,0.0306634,0,0.0116666,0.0202413,0.0412575,0.0448579,0.0029833,0.0250742,0.0161288,0.0217139,0.0343806,0.0260284,0.0692079,0.0492074,0.0196137,0.00923262,0.0177562,0.0264902,0.0560981,0.0249719,0.00727565,0.00820107,0.0101665,0.0176895,0,0,0,0,0.0453535
45,0,0,0,0,0,0,0.0190028,0.00824949,0,0,0,0.0473934,0.0147088,0.0262146,0,0,0.00939396,0,0.0213915,0.00653431,0.039833,0.0244678,0.009026,0.00701005,0.0107785,0.0125602,0.0201241,0.0120923,0.0130958,0.0434668,0.0129107,0.0206059,0.0144273,0.0307597,0.0516292,0.0080436,0.0115687,0.0028913,0.0432507,0.0146705,0.0242439,0.0225691,0,0,0.0308526,0,0.0117155,0.0203665,0.0413792,0.0447849,0.00283423,0.0239279,0.0168845,0.0214585,0.0337709,0.0265126,0.0692294,0.0487484,0.0197238,0.00956581,0.0177437,0.0261684,0.0570995,0.0248388,0.00731252,0.00835665,0.00992306,0.0173827,0,0,0,0,0.0454071
46,0,0,0,0,0,0,0.0190195,0.00782774,0,0,0,0.0490732,0.0147846,0.0269915,0,0,0.00894539,0,0.0213274,0.00634602,0.0397986,0.0249356,0.00942023,0.00736613,0.0113285,0.0125388,0.0204651,0.0122413,0.0135104,0.0437697,0.012696,0.0207589,0.0141516,0.0301281,0.0536185,0.00793821,0.0114951,0.00288044,0.0433909,0.0147248,0.0241218,0.0226043,0,0,0.0308415,0,0.0117414,0.0203355,0.0416119,0.0441676,0.00308063,0.0229876,0.0174689,0.0211725,0.0332413,0.0267431,0.0692229,0.0483426,0.0198697,0.00981183,0.0176692,0.0261788,0.0571398,0.0246083,0.0072528,0.0083732,0.00956479,0.0173373,0,0,0,0,0.0455585
47,0,0,0,0,0,0,0.0191049,0.00749862,0,0,0,0.0507564,0.0147617,0.0275811,0,0,0.00880571,0,0.0212638,0.00627315,0.0396239,0.0253047,0.00981163,0.00785474,0.0117397,0.012407,0.0208675,0.0124542,0.0140246,0.0439729,0.0123052,0.0204293,0.0139009,0.0294303,0.0556582,0.00802633,0.011433,0.00291235,0.042478,0.0147695,0.0236643,0.0226747,0,0,0.0308036,0,0.0117569,0.0202519,0.0420204,0.0430578,0.00329981,0.022171,0.0177516,0.0208341,0.0329534,0.0267142,0.0691679,0.0481101,0.0200519,0.00997043,0.0175223,0.0266101,0.0558472,0.0243772,0.00721198,0.00838527,0.00918174,0.0175441,0,0,0,0,0.0455722
48,0,0,0,0,0,0,0.0192272,0.0072808,0,0,0,0.0524547,0.0147479,0.0280409,0,0,0.00905299,0,0.0212669,0.0061817,0.0393237,0.0254165,0.0101029,0.00833941,0.0120161,0.0125505,0.0211732,0.0127058,0.0145069,0.0441711,0.0118066,0.019824,0.0138538,0.0288152,0.0577252,0.0082226,0.0114208,0.00287926,0.0410443,0.0148187,0.0232013,0.0227632,0,0,0.0306997,0,0.0117699,0.0201148,0.0424476,0.0417371,0.00341862,0.0213352,0.0176873,0.0204481,0.032883,0.0264569,0.0688939,0.048009,0.0202084,0.0101228,0.0172736,0.0271677,0.0537448,0.0241243,0.00715919,0.00835914,0.00871167,0.0178454,0,0,0,0,0.0453042
49,0,0,0,0,0,0,0.0194229,0.00705152,0,0,0,0.0538496,0.0146832,0.0282658,0,0,0.0094139,0,0.0212528,0.00624128,0.0391987,0.0254021,0.0103952,0.00891809,0.0122379,0.0127525,0.0215622,0.0131141,0.0149852,0.0444421,0.0113173,0.0189946,0.0139566,0.0282598,0.0596077,0.00847488,0.0114039,0.00285153,0.0393912,0.0148293,0.0228733,0.0229587,0,0,0.030661,0,0.0117662,0.0200705,0.0425932,0.0405793,0.00382567,0.0205934,0.0175454,0.0201285,0.0328248,0.0260161,0.0685253,0.0478745,0.020323,0.0102563,0.0170917,0.0276044,0.0512453,0.023954,0.00713879,0.00833112,0.00825492,0.0182044,0,0,0,0,0.0450245
50,0,0,0,0,0,0,0.0196299,0.00685543,0,0,0,0.0548859,0.0146875,0.0282234,0,0,0.00955743,0,0.0212174,0.00627277,0.0392455,0.0251838,0.0106951,0.00951696,0.0124787,0.012761,0.0219661,0.0136377,0.0155455,0.044787,0.0109895,0.0185835,0.0143058,0.0277692,0.0611148,0.00837248,0.0113619,0.00279873,0.0376689,0.0148246,0.0228169,0.0231895,0,0,0.0306901,0,0.0117557,0.0200813,0.04258,0.0396275,0.00438282,0.0200376,0.0173562,0.0199028,0.0326449,0.0256023,0.0681441,0.0475988,0.0203306,0.0102923,0.017031,0.0275797,0.0488849,0.0237756,0.00711033,0.00833203,0.00797536,0.0185546,0,0,0,0,0.044857
51,0,0,0,0,0,0,0.0198692,0.00682678,0,0,0,0.055741,0.0147352,0.0283153,0,0,0.00929143,0,0.0211734,0.00625104,0.0394777,0.0251066,0.0110215,0.0100526,0.0127507,0.0126909,0.022283,0.0141871,0.0161351,0.0451715,0.0109489,0.0184124,0.0144325,0.0273376,0.0624035,0.00799981,0.0113479,0.00268781,0.0364602,0.0147885,0.0229811,0.0234274,0,0,0.0307093,0,0.0117298,0.0200511,0.0425057,0.038839,0.00493816,0.0197439,0.0171384,0.0198134,0.0323236,0.0253262,0.0677783,0.0471312,0.0202421,0.0102164,0.0171707,0.0271551,0.0468565,0.0236898,0.00708368,0.00829274,0.00788906,0.0189733,0,0,0,0,0.0447911
52,0,0,0,0,0,0,0.020141,0.00693915,0,0,0,0.0564276,0.0148097,0.0287703,0,0,0.00879236,0,0.0211448,0.00618175,0.039723,0.0253438,0.0113682,0.0104988,0.0130327,0.012485,0.0227076,0.0147573,0.0167152,0.0456595,0.0111414,0.0190118,0.0143903,0.0270497,0.0635663,0.00787496,0.011353,0.00261908,0.035804,0.0147822,0.0231516,0.0236678,0,0,0.0307507,0,0.011721,0.0200288,0.0424033,0.0382879,0.00545628,0.0195127,0.0169304,0.0198467,0.0317867,0.0251844,0.0674176,0.0464801,0.0201367,0.0100809,0.0174209,0.0264797,0.0451762,0.0237911,0.00705555,0.00825231,0.00791857,0.0193812,0,0,0,0,0.0449695
53,0,0,0,0,0,0,0.0204914,0.0071343,0,0,0,0.0569563,0.0148283,0.0294103,0,0,0.00881989,0,0.0211211,0.0061667,0.0398703,0.0257125,0.0117469,0.0109939,0.0132962,0.0124164,0.0231107,0.0153748,0.0172944,0.046187,0.0115091,0.0199318,0.0144996,0.0269012,0.0645982,0.00802623,0.0113334,0.00257306,0.0354333,0.0147928,0.0231474,0.0240175,0,0,0.0308357,0,0.0117276,0.0200933,0.04238,0.0377762,0.00597879,0.0191325,0.0168427,0.0199666,0.0311112,0.0251113,0.0669922,0.0456847,0.0200896,0.0099755,0.0176747,0.0255932,0.0438619,0.0239118,0.0070172,0.00820716,0.00799023,0.0198284,0,0,0,0,0.0454153
54,0,0,0,0,0,0,0.0208639,0.00735369,0,0,0,0.0573128,0.0148084,0.0298616,0,0,0.00923429,0,0.0211086,0.00612785,0.0398771,0.0259682,0.0121622,0.0114158,0.0135078,0.0123798,0.0234509,0.0158731,0.0178735,0.0467296,0.0119318,0.0207376,0.0149289,0.0268615,0.0654559,0.00793747,0.0113267,0.00264315,0.0351319,0.0148031,0.0230177,0.0243881,0,0,0.0309871,0,0.0117335,0.0202015,0.0425998,0.0373114,0.00656665,0.0186583,0.0168913,0.0200988,0.0304393,0.0249642,0.0664523,0.044919,0.0200267,0.00993716,0.0179709,0.024729,0.0432465,0.0240575,0.00701156,0.00811082,0.00807388,0.0203083,0,0,0,0,0.0460475
55,0,0,0,0,0,0,0.0211316,0.00752048,0,0,0,0.0577596,0.0148851,0.0300037,0,0,0.00907452,0,0.0211091,0.00593012,0.0397837,0.0260432,0.0125702,0.0117507,0.0136532,0.0122821,0.0237298,0.0161715,0.0183883,0.0472096,0.0122067,0.021167,0.0150845,0.0268694,0.0661497,0.0077776,0.0113316,0.0026197,0.034684,0.0148049,0.0229128,0.0246846,0,0,0.031187,0,0.0117235,0.0203266,0.0427197,0.0370755,0.00716442,0.0181744,0.0170436,0.0201554,0.0297763,0.0246366,0.0658095,0.0441176,0.0198637,0.00992311,0.0182592,0.0239846,0.0429942,0.0242384,0.00701526,0.00801849,0.00821197,0.0206348,0,0,0,0,0.0467275
56,0,0,0,0,0,0,0.0212848,0.00762932,0,0,0,0.0582063,0.0149488,0.0299677,0,0,0.00862982,0,0.0211487,0.0057887,0.0397225,0.0259874,0.0129166,0.0120534,0.0136374,0.0122019,0.0238933,0.0163658,0.018595,0.047523,0.0122078,0.0212206,0.0151749,0.0268199,0.066799,0.00770876,0.0113436,0.00256853,0.0340064,0.0148033,0.0227776,0.0248786,0,0,0.0313958,0,0.0117175,0.0204937,0.0427666,0.036925,0.00771209,0.017735,0.0173632,0.0201801,0.0291328,0.0242492,0.0650863,0.0433249,0.0197734,0.00989027,0.0185773,0.0235139,0.0425025,0.0242862,0.00701592,0.00809396,0.00838388,0.0207973,0,0,0,0,0.0473197
57,0,0,0,0,0,0,0.0213818,0.00763595,0,0,0,0.0587873,0.0149147,0.0299671,0,0,0.00875974,0,0.0211756,0.00582078,0.0396061,0.0256765,0.0131841,0.0123999,0.0134499,0.0121489,0.023952,0.0165044,0.0188263,0.0476493,0.011981,0.0210033,0.0150568,0.0266227,0.0674412,0.00739332,0.0113404,0.00248768,0.0330402,0.014805,0.0227049,0.0249856,0,0,0.0315381,0,0.0117169,0.0205513,0.0427722,0.0368544,0.00819051,0.0173444,0.0178571,0.0201568,0.0285049,0.0238808,0.0643868,0.0425766,0.0197733,0.00979313,0.0189231,0.023303,0.0416077,0.0242131,0.007004,0.00816284,0.00851744,0.0208917,0,0,0,0,0.047766
58,0,0,0,0,0,0,0.0215284,0.00755988,0,0,0,0.0594016,0.0148112,0.0302348,0,0,0.00896641,0,0.0212024,0.0059166,0.039442,0.0253141,0.0134014,0.0127094,0.0131808,0.0122143,0.0239396,0.0165562,0.0191711,0.0476557,0.0116674,0.0204983,0.0147036,0.0262464,0.0679515,0.00732168,0.0113446,0.00255488,0.0318073,0.0148094,0.0227746,0.0251159,0,0,0.0316293,0,0.0117219,0.0205192,0.0428103,0.0369934,0.00863038,0.016907,0.0184801,0.0200755,0.0278503,0.023499,0.0637461,0.0418646,0.0196593,0.00964268,0.0192292,0.0232765,0.0402874,0.0241864,0.00699187,0.00812459,0.00856309,0.0210891,0,0,0,0,0.0480683
59,0,0,0,0,0,0,0.0216885,0.00747547,0,0,0,0.0601171,0.0147863,0.0307641,0,0,0.00893547,0,0.0211998,0.00587944,0.0392654,0.0251475,0.0136333,0.0129842,0.0129709,0.0121709,0.0239551,0.016558,0.0194492,0.0476586,0.0113634,0.019717,0.014432,0.0257937,0.0682688,0.00738614,0.0113532,0.00257925,0.0306829,0.0148027,0.0229431,0.0252618,0,0,0.0315805,0,0.011718,0.0204132,0.042885,0.0374651,0.0089801,0.0164289,0.0190893,0.0200017,0.0271745,0.0232111,0.063162,0.0411916,0.0195834,0.0094117,0.0194595,0.0233872,0.0387215,0.0241589,0.00698366,0.00801055,0.00855615,0.0212354,0,0,0,0,0.0482587
60,0,0,0,0,0,0,0.0218218,0.00737623,0,0,0,0.0610981,0.0147603,0.0313179,0,0,0.00890009,0,0.0211461,0.00585393,0.0391048,0.0253192,0.0138758,0.0132516,0.0129113,0.0121369,0.0239909,0.016604,0.0196859,0.0477838,0.0112663,0.0193374,0.0144495,0.0254373,0.0687941,0.00707444,0.0113418,0.00255834,0.0298148,0.0147803,0.0232173,0.0254076,0,0,0.031503,0,0.0116988,0.0203333,0.0430166,0.038268,0.00924422,0.0159337,0.0196274,0.019975,0.0264806,0.0230166,0.0625291,0.0405645,0.0194557,0.00913891,0.0196029,0.0235672,0.037408,0.0241704,0.00697647,0.00798186,0.00853835,0.021383,0,0,0,0,0.0482885
61,0,0,0,0,0,0,0.0219815,0.00736937,0,0,0,0.0620625,0.0147754,0.0316951,0,0,0.00890463,0,0.0211139,0.00586867,0.0389491,0.0255754,0.0141441,0.0135439,0.0130069,0.0128209,0.0240446,0.0166942,0.0199036,0.0479186,0.0112716,0.0194281,0.0145971,0.0250996,0.069381,0.00712748,0.0113278,0.00258381,0.0291031,0.0147446,0.0236616,0.0255953,0,0,0.031466,0,0.0116825,0.0203325,0.0431744,0.0394702,0.00946339,0.0154925,0.0200702,0.0200221,0.0258924,0.0228115,0.06194,0.0399454,0.019425,0.00892899,0.0197892,0.0239891,0.0373671,0.0241416,0.00697825,0.00793453,0.00852319,0.0216536,0,0,0,0,0.0481597
62,0,0,0,0,0,0,0.0221932,0.00752626,0,0,0,0.0626741,0.0147426,0.0319306,0,0,0.00927566,0,0.0211025,0.00597726,0.0387906,0.0257125,0.014425,0.0138139,0.0131919,0.0143979,0.024057,0.0168129,0.0200473,0.0480575,0.0113642,0.0194131,0.0148432,0.0248316,0.0699202,0.00768112,0.0113283,0.00256763,0.0287448,0.0146767,0.0240967,0.0258158,0,0,0.031399,0,0.0116438,0.0203361,0.043361,0.0407955,0.00969221,0.0152648,0.0204372,0.0201401,0.025514,0.0225738,0.0612638,0.0393847,0.019496,0.00887644,0.0199605,0.0246023,0.0384431,0.0241898,0.00698018,0.00786703,0.00858739,0.0218462,0,0,0,0,0.048016
63,0,0,0,0,0,0,0.0224347,0.0076577,0,0,0,0.0625767,0.0147409,0.0323583,0,0,0.00927845,0,0.0211225,0.00596865,0.0386397,0.0258557,0.0146622,0.0140634,0.0133231,0.0147184,0.0240008,0.0169059,0.0201262,0.0481758,0.0115987,0.0196098,0.0149278,0.0246892,0.0705208,0.00769385,0.0113514,0.00260745,0.0287704,0.0146262,0.0246411,0.0260628,0,0,0.0313226,0,0.0116146,0.0202951,0.0435559,0.0422594,0.00990301,0.0153387,0.0207988,0.020325,0.0253181,0.0222871,0.0605866,0.0390514,0.0195141,0.00884809,0.0199106,0.0252415,0.0395562,0.0242829,0.00703698,0.0078377,0.0086852,0.0220611,0,0,0,0,0.0478671
64,0,0,0,0,0,0,0.0227479,0.00776044,0,0,0,0.0621187,0.0147032,0.0326764,0,0,0.00908365,0,0.021167,0.00594879,0.0385187,0.0257875,0.0148399,0.0142445,0.0133595,0.0141955,0.02406,0.0170088,0.0202485,0.0482848,0.0116958,0.0199669,0.0150307,0.0246195,0.0710135,0.0074901,0.0113766,0.00255594,0.0288439,0.0145927,0.0252565,0.0263703,0,0,0.0312546,0,0.0116052,0.0202787,0.0437332,0.0438917,0.0100759,0.0155613,0.0211453,0.0205608,0.0253576,0.0219516,0.0599271,0.0389413,0.019488,0.0089217,0.0197258,0.0259827,0.040712,0.0244237,0.00711004,0.00785825,0.00878625,0.022439,0,0,0,0,0.0477187
65,0,0,0,0,0,0,0.0231834,0.00789186,0,0,0,0.0620333,0.0147243,0.0326077,0,0,0.00900687,0,0.0212252,0.00576928,0.0384224,0.0256035,0.0149753,0.0144504,0.0132168,0.0131022,0.0240859,0.0171123,0.020397,0.0483634,0.0116471,0.0202736,0.0149145,0.0246176,0.0712358,0.00714308,0.011412,0.00247357,0.0288161,0.0145876,0.0258442,0.0267819,0,0,0.0312318,0,0.011607,0.0203373,0.04385,0.0454849,0.0102642,0.0159112,0.0215812,0.0209118,0.0256803,0.0215701,0.0593028,0.0391296,0.0194883,0.00930785,0.019424,0.0269171,0.0420477,0.0246878,0.00716734,0.00788316,0.00896753,0.0230155,0,0,0,0,0.0476164
