Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x69,x70,x71,x72,RASI
103,0,0,0,0,0,0,0.0192495,0.00604211,0,0,0,0.0195416,0.0142704,0.018015,0,0,0.00948719,0,0.0212423,0.00672594,0.0385705,0.0279646,0.0189467,0.0037906,0.0058205,0.0138439,0.0273277,0.0245824,0.0248403,0.0401873,0.00728468,0.0121748,0.0141259,0.0216244,0.0223725,0.00860751,0.0114922,0.00297825,0.0257394,0.014685,0.0118273,0.0213832,0,0,0.0297573,0,0.0116262,0.0196773,0.0443841,0.0286516,0.0142796,0.0287966,0.0165203,0.0155988,0.0375851,0.0165739,0.0555298,0.0491886,0.0108955,0.028664,0.00493628,0.0170604,0.0397631,0.0202558,0.00702693,0.00834352,0.00716615,0.0191799,0,0,0,0,0.0417329
104,0,0,0,0,0,0,0.0186991,0.00588073,0,0,0,0.0166807,0.0143279,0.0179214,0,0,0.00948281,0,0.021205,0.00675524,0.0383588,0.0264496,0.0186247,0.00289632,0.00545972,0.0137673,0.0268791,0.0242553,0.0238923,0.0395463,0.00688327,0.0115477,0.0130561,0.0222913,0.0188861,0.0087894,0.0114712,0.00293694,0.0260242,0.0146672,0.0120556,0.0208857,0,0,0.0297965,0,0.0116145,0.0196727,0.0438742,0.0282071,0.0141581,0.029527,0.0155619,0.0151635,0.0375679,0.0168222,0.0558201,0.0490404,0.0111385,0.0282302,0.00495444,0.0172961,0.0399663,0.0199971,0.00705935,0.00833283,0.00735938,0.0185112,0,0,0,0,0.0423477
105,0,0,0,0,0,0,0.0182494,0.00573943,0,0,0,0.0134994,0.0143628,0.0177838,0,0,0.00959362,0,0.0211513,0.00684199,0.038062,0.0250466,0.0183346,0.00149846,0.00577479,0.0137915,0.0263698,0.0240599,0.023108,0.0389843,0.00606211,0.0103565,0.0117825,0.022653,0.0149992,0.00907478,0.0114425,0.00305509,0.0262529,0.0146361,0.0121887,0.0204713,0,0,0.0297572,0,0.0115919,0.0196219,0.0432015,0.0277577,0.0137922,0.0305145,0.0141793,0.0148226,0.0378278,0.0169612,0.0561944,0.0491772,0.0113633,0.0276809,0.00489579,0.0176468,0.0399741,0.0197775,0.0070442,0.00832059,0.00761674,0.0178737,0,0,0,0,0.0430049
106,0,0,0,0,0,0,0.0179567,0.00560517,0,0,0,0.0103515,0.0143653,0.0172074,0,0,0.00978258,0,0.0210985,0.00690026,0.0377805,0.0238708,0.0180655,0.00261521,0.00660198,0.0139348,0.0259935,0.0240213,0.0226451,0.0383817,0.00549644,0.0087582,0.0111546,0.022642,0.011619,0.00934882,0.011408,0.00302865,0.0263989,0.014617,0.012199,0.0202092,0,0,0.0297187,0,0.0115798,0.0195615,0.0425788,0.0270355,0.0132483,0.0316976,0.0126377,0.0146409,0.0383634,0.017035,0.0566159,0.0496175,0.011561,0.0270617,0.00477789,0.0176399,0.0396483,0.019633,0.00702454,0.00826419,0.00785017,0.0173857,0,0,0,0,0.0436081
107,0,0,0,0,0,0,0.0178975,0.00547332,0,0,0,0.0073173,0.0143681,0.0162781,0,0,0.00993584,0,0.0210826,0.00694335,0.0375409,0.022807,0.0177211,0.00469878,0.00745752,0.0141333,0.02577,0.0240953,0.0223063,0.037644,0.00536401,0.00732106,0.0110147,0.0224434,0.00995742,0.00960829,0.0113909,0.00290209,0.0266575,0.0145974,0.0121303,0.0202094,0,0,0.0297172,0,0.0115767,0.019549,0.0422424,0.0260823,0.0126614,0.032909,0.0113344,0.014757,0.0388989,0.0171971,0.0571383,0.0501323,0.0117587,0.0265105,0.00473912,0.0172415,0.0391827,0.0197148,0.00701615,0.00825285,0.00794036,0.017234,0,0,0,0,0.0440142
108,0,0,0,0,0,0,0.0180431,0.0053687,0,0,0,0.005296,0.0143547,0.0152535,0,0,0.00993563,0,0.0210694,0.00691246,0.0373902,0.0218332,0.0173848,0.00644265,0.00830568,0.014297,0.0256132,0.0242122,0.0218996,0.0368592,0.00561012,0.00653147,0.0104677,0.0222353,0.0108536,0.00976023,0.0113837,0.00294327,0.0270224,0.0145739,0.011888,0.020447,0,0,0.0297158,0,0.0115752,0.019532,0.042102,0.0248651,0.0120318,0.0340751,0.0103457,0.0150764,0.0392815,0.0174747,0.0576474,0.0505404,0.0119692,0.0259862,0.00486321,0.0165231,0.0387592,0.01999,0.0070218,0.00824323,0.00790064,0.0174133,0,0,0,0,0.0443528
109,0,0,0,0,0,0,0.0182603,0.00522608,0,0,0,0.00552265,0.0143376,0.0145329,0,0,0.00990643,0,0.0210662,0.00687159,0.0374139,0.0212172,0.0171313,0.00789093,0.00901634,0.0143681,0.0254699,0.0242526,0.0214284,0.0363061,0.00605205,0.00628803,0.00966747,0.0220174,0.0132814,0.00980211,0.0113788,0.0028306,0.0270479,0.014531,0.0114162,0.0207369,0,0,0.029769,0,0.0115564,0.0195502,0.0419891,0.0233742,0.0113953,0.0348975,0.00965793,0.0155041,0.039631,0.0177535,0.0580093,0.0509104,0.011994,0.0255555,0.00505087,0.0155874,0.03807,0.0203708,0.00704373,0.00822433,0.00778167,0.0176686,0,0,0,0,0.0446138
110,0,0,0,0,0,0,0.0184441,0.00514128,0,0,0,0.00706546,0.0143287,0.0141247,0,0,0.00980653,0,0.0210763,0.00677982,0.0375785,0.0207071,0.0168842,0.00898366,0.00946656,0.0143375,0.0252955,0.0241794,0.0209288,0.0358049,0.00628338,0.00621392,0.00911847,0.0218348,0.0158189,0.00967562,0.0113918,0.00272319,0.0268023,0.0144988,0.0112114,0.0210106,0,0,0.0297855,0,0.0115369,0.019578,0.0419477,0.0221051,0.0108027,0.0355965,0.0091618,0.0159545,0.039815,0.0180745,0.058379,0.0511475,0.0119976,0.0252127,0.00525112,0.0147501,0.0369647,0.020759,0.00709028,0.00814221,0.00763181,0.0179676,0,0,0,0,0.0448048
111,0,0,0,0,0,0,0.0186183,0.00517275,0,0,0,0.00852538,0.0143864,0.0139625,0,0,0.0095916,0,0.0210916,0.00660654,0.0377962,0.0201442,0.0165957,0.0097817,0.0096407,0.0142335,0.0251006,0.0239996,0.0203943,0.0353668,0.00633471,0.00608434,0.00914006,0.0217082,0.0178145,0.00940946,0.0114195,0.00262195,0.0264066,0.0144851,0.011278,0.021255,0,0,0.0298002,0,0.0115214,0.0196183,0.0419999,0.0212374,0.0102948,0.036379,0.00881718,0.0163683,0.0398278,0.0183845,0.0587557,0.0512387,0.0120992,0.0248899,0.00539558,0.0142371,0.0356421,0.0210601,0.0070729,0.0080787,0.00755783,0.0181905,0,0,0,0,0.0450085
112,0,0,0,0,0,0,0.0187578,0.00519657,0,0,0,0.00933211,0.0145081,0.0142567,0,0,0.00932566,0,0.0211109,0.00639783,0.0379156,0.0199775,0.0163288,0.0103042,0.00954156,0.0141487,0.0248792,0.0237136,0.019892,0.0350025,0.00637452,0.00591295,0.0095448,0.0216103,0.0186887,0.00915907,0.0114495,0.0025453,0.025851,0.0144815,0.0113182,0.0214339,0,0,0.0298396,0,0.0115194,0.0197035,0.042111,0.0205801,0.00981861,0.0371506,0.00862424,0.0166941,0.0397574,0.0186685,0.0590175,0.0512474,0.0122514,0.0245186,0.00548284,0.0140346,0.0345012,0.021286,0.00704308,0.00804359,0.00755933,0.0183048,0,0,0,0,0.0452137
113,0,0,0,0,0,0,0.018861,0.00521803,0,0,0,0.00991623,0.0144693,0.0138847,0,0,0.00937942,0,0.0211035,0.00645821,0.0378958,0.0195461,0.0161088,0.0105355,0.00927037,0.014135,0.0246296,0.023227,0.019394,0.0346593,0.00655397,0.00566907,0.00907038,0.0216106,0.0190381,0.00911539,0.011431,0.00259474,0.0254518,0.0144854,0.0114123,0.0215487,0,0,0.0298805,0,0.0115225,0.0198091,0.0421939,0.0201952,0.00936936,0.0378914,0.00849041,0.0169033,0.0397089,0.0189006,0.0591953,0.0512604,0.012455,0.0241805,0.00560149,0.0138621,0.0333427,0.0214437,0.00706538,0.00798914,0.00761423,0.0183277,0,0,0,0,0.0453767
114,0,0,0,0,0,0,0.0189329,0.00523904,0,0,0,0.0102383,0.0144514,0.0133189,0,0,0.00942709,0,0.0210943,0.00650252,0.0377918,0.0188827,0.0159076,0.010491,0.00886997,0.0141961,0.0244131,0.0226095,0.0188838,0.0343388,0.00681687,0.00559449,0.00823636,0.0215959,0.0188379,0.00910913,0.0113964,0.00265526,0.024741,0.0145132,0.0114487,0.0215658,0,0,0.0299004,0,0.0115411,0.0198898,0.0422186,0.0196424,0.00895061,0.0384179,0.00836777,0.0169686,0.0397691,0.0189939,0.0593968,0.0513505,0.0125399,0.0238986,0.0057131,0.013601,0.0320868,0.0214796,0.00710748,0.00796558,0.00770159,0.0183934,0,0,0,0,0.0455499
115,0,0,0,0,0,0,0.0189613,0.00526713,0,0,0,0.0101898,0.0144473,0.0131478,0,0,0.00942762,0,0.0210903,0.0064813,0.0377092,0.0186967,0.0157106,0.0102203,0.00838517,0.0142387,0.0242935,0.0219831,0.0184119,0.0341096,0.00701268,0.00533767,0.00809608,0.0214652,0.0182246,0.00917904,0.0113852,0.0027715,0.0238998,0.014525,0.011328,0.0215308,0,0,0.0299166,0,0.0115467,0.0199291,0.0422815,0.0188265,0.00860143,0.0387298,0.00826502,0.0168967,0.0398284,0.0190331,0.0596103,0.0514669,0.0125353,0.0236698,0.00582918,0.0132591,0.030708,0.0214128,0.00713317,0.0079407,0.00782101,0.0184293,0,0,0,0,0.0457183
116,0,0,0,0,0,0,0.0189896,0.00531496,0,0,0,0.00986017,0.014442,0.0132717,0,0,0.00940643,0,0.0210867,0.00642532,0.0376272,0.0190844,0.0154553,0.00963008,0.00782965,0.0142651,0.0242701,0.0213953,0.0180331,0.0337391,0.00710469,0.00490813,0.0084482,0.0211793,0.0173247,0.00924627,0.0113946,0.00291898,0.0231584,0.0145349,0.0111671,0.0214847,0,0,0.0299628,0,0.0115463,0.0199502,0.0424592,0.0179678,0.00831953,0.0390553,0.00825136,0.0167529,0.0397795,0.0191759,0.0598014,0.051538,0.0126199,0.0234833,0.00597897,0.0129963,0.0292984,0.0213192,0.00714795,0.00796065,0.00788863,0.0184599,0,0,0,0,0.0458722
117,0,0,0,0,0,0,0.0190076,0.0054665,0,0,0,0.00957028,0.0144335,0.0135763,0,0,0.00942733,0,0.0210939,0.006424,0.0374938,0.0199692,0.0151252,0.00854492,0.00734821,0.0142308,0.0242947,0.0210866,0.0177431,0.0331578,0.00712668,0.00446714,0.00897316,0.0208023,0.0158818,0.00928926,0.0114202,0.00285042,0.0224158,0.0145366,0.0108534,0.0214291,0,0,0.0299615,0,0.0115474,0.0199503,0.0426642,0.0170761,0.00808333,0.0393444,0.00827611,0.0165526,0.0398161,0.0193141,0.059954,0.0516266,0.0127006,0.0233341,0.0061576,0.0124966,0.0279283,0.0211616,0.00717634,0.00796591,0.00791982,0.0184439,0,0,0,0,0.0460742
118,0,0,0,0,0,0,0.0190099,0.00562557,0,0,0,0.00933386,0.0144202,0.0141057,0,0,0.00946597,0,0.0211149,0.00645074,0.0372913,0.0211542,0.014751,0.00712647,0.00703416,0.014183,0.0243495,0.0209816,0.0174578,0.0324883,0.00687147,0.00456716,0.00977189,0.0203585,0.0142812,0.00924089,0.0114304,0.00291088,0.0218068,0.0145197,0.0105699,0.0213645,0,0,0.029938,0,0.0115351,0.0199023,0.0428598,0.0162205,0.007897,0.0396525,0.00827849,0.0163341,0.0398471,0.0194675,0.06017,0.0517054,0.0128469,0.0231974,0.0063409,0.0120662,0.0266593,0.0209763,0.00716545,0.00791705,0.00787238,0.018444,0,0,0,0,0.0462508
119,0,0,0,0,0,0,0.0190531,0.00578806,0,0,0,0.00916388,0.0144275,0.0153037,0,0,0.00950108,0,0.0211544,0.00648463,0.0370479,0.0231569,0.0144221,0.00555211,0.00692328,0.0142106,0.0244575,0.0209439,0.0172933,0.0318552,0.00642685,0.00520573,0.011033,0.0197913,0.0131137,0.00924047,0.0114308,0.0028918,0.021369,0.0145208,0.010481,0.0213511,0,0,0.0299166,0,0.0115347,0.0198877,0.0430362,0.0155062,0.00772005,0.0400438,0.00827499,0.0161246,0.0399399,0.0196292,0.0603789,0.0517777,0.0131488,0.0230666,0.00650277,0.011837,0.0255179,0.0208185,0.00715218,0.00788348,0.0077328,0.0184601,0,0,0,0,0.0464174
120,0,0,0,0,0,0,0.0191632,0.00599216,0,0,0,0.00967681,0.0144309,0.01685,0,0,0.00947432,0,0.0212121,0.00648669,0.036829,0.0254863,0.014134,0.00399455,0.0069411,0.0142673,0.0245893,0.0208611,0.0172004,0.0312564,0.00623605,0.00579836,0.0122245,0.0191698,0.0126728,0.00927467,0.0114416,0.00299614,0.0210471,0.0145515,0.0105235,0.0214264,0,0,0.0299102,0,0.0115526,0.0199268,0.0431772,0.0149906,0.00757418,0.0404747,0.00829141,0.0159973,0.0400305,0.0197487,0.0604876,0.0518881,0.0134266,0.0229085,0.00665766,0.0116898,0.0245561,0.0207495,0.00714643,0.00790022,0.00755933,0.01853,0,0,0,0,0.0465505
121,0,0,0,0,0,0,0.0192092,0.00619983,0,0,0,0.0110591,0.0143445,0.0184427,0,0,0.00959358,0,0.021207,0.00655139,0.0366631,0.0276577,0.0138341,0.00261928,0.00700118,0.0141474,0.0245057,0.0207141,0.0170649,0.0307884,0.00623557,0.00633553,0.0125118,0.0187076,0.0124856,0.00931576,0.0114825,0.00283983,0.020811,0.0145547,0.0104827,0.0214922,0,0,0.0299374,0,0.0115466,0.0199545,0.0432493,0.014582,0.00743939,0.0408727,0.00832215,0.0159486,0.0402246,0.0197827,0.0605059,0.0520638,0.0135968,0.0227463,0.0068607,0.0115564,0.0235895,0.0207302,0.00715069,0.007981,0.0074582,0.0185613,0,0,0,0,0.0466525
122,0,0,0,0,0,0,0.0193914,0.00634105,0,0,0,0.0128096,0.0142823,0.0195117,0,0,0.00965057,0,0.0212607,0.00653451,0.0366367,0.0291736,0.0134796,0.00204821,0.0070374,0.0141071,0.0242606,0.0204502,0.0167332,0.0305765,0.00618453,0.00668192,0.0127012,0.018402,0.0128146,0.00930348,0.011533,0.00276183,0.0206037,0.0145552,0.0106455,0.0217061,0,0,0.0300643,0,0.0115463,0.0200236,0.0432863,0.0145619,0.00736581,0.0413399,0.00845936,0.0159669,0.0403625,0.019788,0.0606015,0.0522401,0.0137595,0.0226292,0.00693238,0.0113345,0.0226742,0.0207367,0.00716864,0.00800935,0.00739284,0.018699,0,0,0,0,0.0468183
123,0,0,0,0,0,0,0.0196851,0.00639561,0,0,0,0.0143729,0.0143118,0.020118,0,0,0.00950745,0,0.0213638,0.0064448,0.0372541,0.0303258,0.0137128,0.00256874,0.00715972,0.0141772,0.0242145,0.0201366,0.0163464,0.030417,0.00611484,0.00664985,0.0129776,0.0181327,0.0142394,0.00926871,0.0115906,0.00278723,0.0207684,0.0145789,0.01084,0.0220112,0,0,0.0302647,0,0.0115683,0.0201731,0.0429295,0.0145294,0.00766965,0.0417648,0.00902553,0.0158794,0.040576,0.019922,0.0608485,0.0525003,0.013792,0.0223275,0.00703391,0.0112012,0.022641,0.0206997,0.00720097,0.00801346,0.0075158,0.0189622,0,0,0,0,0
124,0,0,0,0,0,0,0.0199768,0.00627561,0,0,0,0.0158604,0.0143212,0.0199382,0,0,0.00941906,0,0.0214313,0.00639321,0.0375139,0.0306395,0.0133993,0.00354475,0.00700775,0.0141892,0.0239184,0.0197266,0.015937,0.0307085,0.00593191,0.00611308,0.0129795,0.0182245,0.0161513,0.00924827,0.01165,0.00278667,0.0205889,0.0145956,0.0108612,0.0222858,0,0,0.0305685,0,0.0115954,0.0205217,0.0429564,0.0144756,0.00767074,0.0420589,0.00945649,0.016182,0.040538,0.0199104,0.0608626,0.052415,0.013904,0.0222318,0.0071197,0.0111706,0.0221578,0.0210313,0.00725154,0.00808459,0.00753024,0.0192247,0,0,0,0,0
125,0,0,0,0,0,0,0.0204656,0.00610661,0,0,0,0.0175075,0.0141313,0.0202829,0,0,0.00981589,0,0.0214909,0.00662164,0.0378755,0.0306696,0.0130511,0.00469943,0.00678904,0.01443,0.0235663,0.0192213,0.0154375,0.0311662,0.00581341,0.00576946,0.0127894,0.018675,0.0184472,0.00938299,0.0116698,0.00292623,0.0204635,0.01459,0.0108162,0.0227802,0,0,0.030818,0,0.0116034,0.0208597,0.0430322,0.014399,0.00771229,0.0422841,0.010067,0.0167003,0.0404219,0.0198465,0.0608175,0.0522618,0.0139438,0.0221702,0.00715145,0.0111506,0.0219053,0.0215221,0.00725929,0.00820237,0.00752423,0.0196943,0,0,0,0,0
126,0,0,0,0,0,0,0.0209785,0.00597975,0,0,0,0.0195722,0.01391,0.0207859,0,0,0.010263,0,0.0214968,0.00683678,0.0383669,0.030824,0.0127163,0.0058019,0.00662932,0.0145957,0.0231745,0.0186108,0.0149624,0.0319966,0.00544875,0.00563522,0.0118733,0.0196319,0.0210698,0.00942717,0.0117033,0.00299513,0.0202202,0.0146163,0.0107756,0.0233722,0,0,0.0310719,0,0.0116168,0.0210606,0.0430777,0.0142656,0.00778028,0.0423475,0.0107951,0.0173485,0.0403294,0.019709,0.0606653,0.0521478,0.013878,0.022161,0.00714554,0.0110937,0.0218495,0.0220597,0.00724831,0.00821716,0.00758022,0.020197,0,0,0,0,0
127,0,0,0,0,0,0,0.0215135,0.00602654,0,0,0,0.0223089,0.0137453,0.0213504,0,0,0.010527,0,0.0215354,0.00694939,0.0389445,0.0313277,0.0124187,0.00678338,0.00650286,0.0147205,0.0228784,0.0180409,0.0146433,0.0330268,0.00475943,0.00594125,0.010785,0.020826,0.0240738,0.00949569,0.0117462,0.00300638,0.0200017,0.014673,0.0106534,0.0239894,0,0,0.031373,0,0.0116501,0.0212185,0.0431223,0.0140799,0.00788802,0.0422635,0.0116415,0.017972,0.0402439,0.019492,0.060452,0.0520014,0.0136586,0.022169,0.00706748,0.0110605,0.0218916,0.0225768,0.00724127,0.00824095,0.00768383,0.0206728,0,0,0,0,0
128,0,0,0,0,0,0,0.0219477,0.00621979,0,0,0,0.0255187,0.0136136,0.0222778,0,0,0.0107867,0,0.0215912,0.00705498,0.039552,0.0317764,0.012207,0.00758824,0.00641385,0.0148152,0.0228539,0.0175886,0.0144661,0.0342492,0.00411232,0.00693033,0.0105765,0.0221642,0.0274425,0.0095188,0.0117824,0.00302733,0.0201318,0.0147041,0.0106869,0.0245211,0,0,0.0314935,0,0.0116642,0.0212313,0.0431483,0.0140586,0.00803075,0.0422033,0.0124755,0.0184541,0.0401385,0.0193219,0.0603251,0.0518395,0.0134752,0.0222267,0.00693677,0.0111529,0.0221271,0.0228677,0.0072331,0.00818248,0.00778511,0.0210405,0,0,0,0,0
129,0,0,0,0,0,0,0.022378,0.00646394,0,0,0,0.0290259,0.0135076,0.0235895,0,0,0.0110561,0,0.021684,0.00717119,0.0400855,0.0328237,0.012017,0.00829228,0.00622171,0.014903,0.0230816,0.0173684,0.014542,0.0354922,0.00411289,0.00829113,0.011008,0.0235526,0.0310363,0.00946061,0.011842,0.00308147,0.0203056,0.0147243,0.0106613,0.0250414,0,0,0.0315085,0,0.0116745,0.0212227,0.0432556,0.0141253,0.00822528,0.0420866,0.0135167,0.0188201,0.0399536,0.0191764,0.06021,0.0515867,0.0133966,0.0223402,0.00676982,0.0113887,0.0227081,0.0231247,0.0072543,0.00818116,0.00784977,0.0214543,0,0,0,0,0
130,0,0,0,0,0,0,0.0228646,0.00671175,0,0,0,0.0328559,0.0134228,0.024798,0,0,0.0112547,0,0.02179,0.00728742,0.0405605,0.0336676,0.0118988,0.00889957,0.00619556,0.0149877,0.0236104,0.0175013,0.0148692,0.036855,0.00539013,0.00997918,0.0119009,0.0251558,0.0347583,0.00955569,0.0119042,0.00313981,0.0204511,0.0147456,0.0105161,0.0255642,0,0,0.031437,0,0.011689,0.0212021,0.0433584,0.0141413,0.00846566,0.0417535,0.0147749,0.0192102,0.0397485,0.018994,0.0600207,0.0513258,0.0132356,0.0224978,0.00658498,0.0116482,0.0233958,0.0234366,0.00724254,0.00810506,0.00793919,0.021929,0,0,0,0,0
131,0,0,0,0,0,0,0.0233932,0.0068883,0,0,0,0.0360693,0.0133441,0.0249882,0,0,0.0113725,0,0.0219141,0.00734829,0.0410666,0.0330862,0.01181,0.00937215,0.00642418,0.0150966,0.0245785,0.0179481,0.0152505,0.0384384,0.00739597,0.0118375,0.012426,0.0272884,0.0386525,0.00958786,0.0119552,0.00330818,0.0206747,0.014715,0.0104951,0.0261117,0,0,0.0313189,0,0.0116779,0.0212282,0.0433675,0.014319,0.00872225,0.0414355,0.0162635,0.01964,0.0395685,0.0188417,0.059837,0.0510736,0.0130414,0.0226085,0.00640912,0.011965,0.0240029,0.0237284,0.00720124,0.00805391,0.00804638,0.0224787,0,0,0,0,0
132,0,0,0,0,0,0,0.0239173,0.00710881,0,0,0,0.038774,0.0131771,0.0245615,0,0,0.0115491,0,0.0219485,0.00740169,0.0416064,0.0312146,0.0116397,0.00993133,0.00707374,0.0150705,0.0260044,0.0188257,0.0156388,0.040047,0.0097008,0.0141011,0.0130031,0.029893,0.0427746,0.00953278,0.0119982,0.0034738,0.0206873,0.01464,0.0104813,0.0267158,0,0,0.0312597,0,0.0116286,0.0212831,0.043342,0.0145116,0.00899359,0.041133,0.0179615,0.020198,0.039582,0.018646,0.0596288,0.0508572,0.0128077,0.0226461,0.00628707,0.0122884,0.0244274,0.0241056,0.00715564,0.00798162,0.00823413,0.023044,0,0,0,0,0
133,0,0,0,0,0,0,0.0244951,0.0073299,0,0,0,0.0417686,0.0130784,0.024975,0,0,0.0116322,0,0.0219961,0.00739112,0.042234,0.0298001,0.0115393,0.0106237,0.00808308,0.0150547,0.0276115,0.0200019,0.0160335,0.0416366,0.0121366,0.0161457,0.01392,0.0324767,0.0471676,0.00946307,0.0120451,0.00328451,0.020637,0.0146043,0.0103787,0.0274168,0,0,0.0312553,0,0.0116085,0.0213093,0.0433157,0.0145531,0.00926714,0.0407137,0.0196732,0.0208994,0.0395649,0.018381,0.0593743,0.0506452,0.0125081,0.0226133,0.0062423,0.0124938,0.0248197,0.0246689,0.00715203,0.00796869,0.00847234,0.0235385,0,0,0,0,0
134,0,0,0,0,0,0,0.0250045,0.00750043,0,0,0,0.0446982,0.0130246,0.0267805,0,0,0.0116395,0,0.0220268,0.00736977,0.0429214,0.030638,0.0116333,0.0117329,0.00911502,0.0151086,0.0288429,0.0210155,0.0166269,0.0431788,0.0141658,0.0175256,0.0147194,0.0343666,0.0511672,0.00934787,0.0120709,0.00318551,0.0206918,0.0146148,0.0102649,0.0280508,0,0,0.0314085,0,0.0116143,0.0213842,0.0433209,0.0145425,0.00951512,0.040246,0.0211624,0.0216341,0.0395181,0.0180674,0.0591007,0.0504868,0.0121844,0.0225269,0.00632606,0.0124807,0.0249228,0.0252534,0.00720444,0.00794971,0.00870392,0.0238594,0,0,0,0,0
135,0,0,0,0,0,0,0.0253281,0.00762317,0,0,0,0.047018,0.0130175,0.0299706,0,0,0.011695,0,0.0220457,0.00737359,0.0434087,0.0343039,0.011895,0.0136861,0.00992571,0.0151661,0.0292285,0.0213551,0.0172364,0.0444368,0.015745,0.0183832,0.0154627,0.03528,0.0538138,0.00930557,0.0120971,0.00322109,0.0205713,0.0146123,0.0101551,0.0284253,0,0,0.0316746,0,0.0116019,0.0215432,0.0434736,0.0145256,0.00969358,0.0398668,0.0223048,0.0222451,0.0394066,0.0177325,0.0587844,0.0502992,0.0119374,0.0224652,0.00667806,0.0122626,0.0247616,0.025687,0.00722211,0.00805173,0.00888022,0.0241109,0,0,0,0,0
136,0,0,0,0,0,0,0.0254433,0.00764988,0,0,0,0.0480346,0.0130254,0.0326077,0,0,0.0117287,0,0.022029,0.00738257,0.0434141,0.0383188,0.0121319,0.015198,0.0104462,0.0152495,0.0291316,0.0209761,0.0173221,0.0451034,0.0164892,0.0191073,0.0157596,0.0353302,0.0544434,0.00928283,0.0121132,0.00329895,0.0207905,0.0146241,0.0101448,0.0285699,0,0,0.0320411,0,0.0116111,0.0217743,0.0437855,0.0145113,0.00973392,0.0396005,0.023048,0.0226492,0.0392271,0.0174537,0.058541,0.0500231,0.0119336,0.0222373,0.00703849,0.0120613,0.0245809,0.0260613,0.00723023,0.00811628,0.00898276,0.0241827,0,0,0,0,0
137,0,0,0,0,0,0,0.0255653,0.00769518,0,0,0,0.0472926,0.0130268,0.0329866,0,0,0.0118505,0,0.0220561,0.00750669,0.0429123,0.0400951,0.0120699,0.0152499,0.0107357,0.015404,0.0291689,0.0204561,0.016781,0.0447613,0.0160548,0.0190485,0.0152696,0.0348749,0.0534058,0.00935361,0.0120911,0.0032844,0.021255,0.0146429,0.0101472,0.0287559,0,0,0.0323888,0,0.0116264,0.0220243,0.0439895,0.0143119,0.00953536,0.0394628,0.0234186,0.0229975,0.0390546,0.0173233,0.058415,0.0497962,0.0119925,0.0217918,0.00748732,0.0117675,0.0245538,0.0263834,0.00722531,0.00810148,0.00906185,0.0242343,0,0,0,0,0
138,0,0,0,0,0,0,0.0256278,0.00765438,0,0,0,0.0457378,0.013062,0.031203,0,0,0.0119404,0,0.0220751,0.00759708,0.0423412,0.0382838,0.0116508,0.013783,0.0106522,0.0155821,0.0292422,0.0201915,0.0161368,0.043563,0.0143454,0.0179922,0.0145188,0.0339864,0.0521972,0.00944185,0.0120619,0.00327248,0.0219514,0.0146324,0.0102011,0.0289405,0,0,0.0324742,0,0.0116231,0.0220573,0.0439983,0.0141194,0.00914069,0.039498,0.0233255,0.0232658,0.0389272,0.0173852,0.0584671,0.0496908,0.012126,0.0211498,0.00804023,0.0113935,0.0249558,0.0265563,0.00719709,0.0081298,0.00913985,0.0242368,0,0,0,0,0
139,0,0,0,0,0,0,0.0254432,0.00755782,0,0,0,0.044474,0.0131132,0.0283054,0,0,0.0120867,0,0.0219689,0.00774002,0.0421586,0.0339285,0.0109712,0.0117891,0.0100908,0.0155358,0.0290327,0.0202295,0.0156735,0.0419265,0.0120632,0.0159593,0.0134307,0.0326763,0.0510885,0.00953458,0.0120307,0.0032262,0.0228726,0.014637,0.0104277,0.0289043,0,0,0.0323579,0,0.0116234,0.0218976,0.0439139,0.0140171,0.00869672,0.039759,0.0226988,0.0233943,0.0389137,0.0175973,0.058746,0.0496756,0.0123848,0.0203245,0.00874881,0.0109017,0.0256632,0.0266298,0.00712291,0.00813381,0.00923688,0.0240383,0,0,0,0,0
140,0,0,0,0,0,0,0.0251198,0.00741115,0,0,0,0.0436935,0.0131921,0.0261533,0,0,0.0120986,0,0.0218693,0.00783769,0.0422529,0.0296908,0.01025,0.00991412,0.00918162,0.0154292,0.0283267,0.020414,0.0153323,0.0403311,0.00990436,0.0138574,0.012388,0.0313725,0.0494976,0.00958733,0.0120068,0.00317285,0.0239078,0.014614,0.0108046,0.0286908,0,0,0.0320921,0,0.0116046,0.021665,0.0437701,0.0140171,0.00832173,0.0401688,0.0215993,0.0234193,0.0390172,0.0178552,0.0591723,0.0497805,0.0127562,0.0193245,0.00963682,0.0105324,0.0265579,0.0266051,0.00709481,0.00810652,0.00929623,0.023705,0,0,0,0,0
