Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73
9,0,0,0,0,0,0,0.0225053,0.0051646,0,0,0,0.052025,0.0175866,0.0342801,0.0271841,0,0,0.00484673,0,0.0191065,0.00331606,0.0420527,0.0376926,0.0115922,0.0170028,0.0117458,0.00862481,0.0298505,0.0213522,0.0215851,0.0498329,0.0154955,0.0212457,0.0148259,0.0290355,0.0607791,0.00430326,0.0100479,0.00203839,0.0169712,0.0129897,0.0127436,0.0534898,0.0242322,0,0,0.0258423,0,0.0107651,0.0187079,0.0417109,0.0153698,0.00796629,0.0413484,0.0170902,0.0127931,0.040426,0.0189971,0.0566222,0.0509628,0.0118017,0.0156215,0.0126688,0.00920632,0.021903,0.0173139,0.00845271,0.0081586,0.00949648,0.0219628,0,0,0,0
10,0,0,0,0,0,0,0.0224445,0.00529736,0,0,0,0.0501232,0.0176024,0.0352825,0.0271046,0,0,0.00483516,0,0.0190718,0.00337004,0.0416322,0.039702,0.0113479,0.0176515,0.0117287,0.00857088,0.0296786,0.0204528,0.0210177,0.0492876,0.0148088,0.0202735,0.014923,0.0282311,0.0582969,0.00436034,0.00997728,0.00201754,0.0177108,0.0130207,0.0131806,0.0535403,0.0241961,0,0,0.0259944,0,0.0107723,0.0187509,0.041941,0.0158865,0.00801374,0.0412332,0.0176092,0.0129125,0.0403251,0.0186918,0.0564909,0.0507726,0.0121356,0.0152564,0.0129749,0.00948178,0.0220065,0.0173643,0.00838811,0.00796299,0.0090588,0.0219433,0,0,0,0
11,0,0,0,0,0,0,0.0223697,0.00544477,0,0,0,0.0469017,0.0177117,0.0339603,0.0271507,0,0,0.00493563,0,0.0190846,0.00336761,0.041239,0.0376729,0.0106985,0.0175841,0.0115159,0.00851811,0.0294946,0.0199098,0.0201291,0.0476455,0.0135921,0.0182086,0.0143499,0.0271036,0.0546269,0.00449493,0.00993493,0.00201702,0.0187194,0.0130495,0.0139935,0.0538125,0.0241169,0,0,0.0261231,0,0.0107831,0.0188004,0.0420844,0.0165027,0.00796347,0.0414633,0.0179699,0.0129231,0.0400388,0.0183633,0.0568444,0.050504,0.0128099,0.0146362,0.0135251,0.00973252,0.0220232,0.0174084,0.00832902,0.00778183,0.00901093,0.0219077,0,0,0,0
12,0,0,0,0,0,0,0.0222847,0.00564876,0,0,0,0.0440742,0.0178028,0.0307714,0.0273928,0,0,0.00497487,0,0.0189648,0.00336583,0.0411472,0.0331717,0.00984742,0.017327,0.0111294,0.00854827,0.0296161,0.0201374,0.0194532,0.0456712,0.012137,0.0155794,0.0132984,0.0262559,0.0510451,0.00462407,0.00990095,0.00194073,0.0200242,0.0130778,0.0151018,0.0541266,0.0241131,0,0,0.0262332,0,0.0107931,0.0188874,0.0422386,0.0172967,0.00787111,0.0417721,0.0181079,0.0129238,0.0397947,0.0182515,0.0573066,0.050303,0.013556,0.0138293,0.0142496,0.0100447,0.0227645,0.0174086,0.00828221,0.00770801,0.00927279,0.0218674,0,0,0,0
13,0,0,0,0,0,0,0.0220811,0.00577581,0,0,0,0.042152,0.0178887,0.0284224,0.027644,0,0,0.0049438,0,0.0188673,0.00343714,0.0413715,0.029573,0.00905405,0.0167588,0.0106028,0.00852756,0.0295616,0.0207749,0.0191588,0.043931,0.0102958,0.0132592,0.0125066,0.0253445,0.0479516,0.00471701,0.00986056,0.00186473,0.0215359,0.0131841,0.0156948,0.0542044,0.023989,0,0,0.0264239,0,0.0108837,0.0189994,0.0425077,0.0181097,0.00796531,0.0419912,0.0179411,0.0128743,0.0395074,0.0183413,0.0576911,0.0501816,0.0141431,0.0129844,0.0149806,0.0104877,0.0238882,0.0172342,0.00828872,0.00776429,0.00976177,0.0217081,0,0,0,0
14,0,0,0,0,0,0,0.02186,0.00580262,0,0,0,0.0403132,0.0179519,0.0272637,0.0279831,0,0,0.00481121,0,0.0188148,0.003355,0.0416695,0.0283104,0.00846783,0.0155861,0.0101907,0.00851781,0.0290124,0.021365,0.0191842,0.0426652,0.00863399,0.0118204,0.012156,0.0244199,0.045921,0.00484218,0.00983059,0.0018433,0.0234304,0.0133687,0.0162739,0.0541821,0.0237535,0,0,0.026717,0,0.0110637,0.0191516,0.0427691,0.0186338,0.00811322,0.0421109,0.0177013,0.0128387,0.0392333,0.0184179,0.0580676,0.0499763,0.014725,0.012065,0.0158236,0.0109644,0.0257084,0.0171495,0.00836278,0.00800006,0.0106098,0.0215239,0,0,0,0
15,0,0,0,0,0,0,0.0216982,0.0057497,0,0,0,0.0395773,0.017989,0.0262584,0.0282884,0,0,0.00468192,0,0.0188021,0.00322557,0.0415337,0.0276774,0.00818218,0.0142703,0.00997559,0.00866858,0.0279489,0.0214725,0.0188985,0.0420887,0.00804691,0.0118403,0.0121373,0.02389,0.0455918,0.00509112,0.00982402,0.00180611,0.0253625,0.0134222,0.0168968,0.0541089,0.0234666,0,0,0.0269814,0,0.0111243,0.0192527,0.0429073,0.0190983,0.00819498,0.0422837,0.0176395,0.0128303,0.0390433,0.0183833,0.0586567,0.0497863,0.0153403,0.0110767,0.0166966,0.0116815,0.0276623,0.0172368,0.00843349,0.00823207,0.0110609,0.0213868,0,0,0,0
16,0,0,0,0,0,0,0.0217002,0.00590574,0,0,0,0.0400919,0.0180035,0.0255875,0.028178,0,0,0.00460503,0,0.0188372,0.00314195,0.0409545,0.0276591,0.00823544,0.013589,0.0100119,0.00901636,0.0267569,0.0210392,0.0181922,0.0423925,0.00910587,0.0134422,0.0124247,0.0242245,0.0465114,0.00539891,0.00982486,0.00179432,0.0268568,0.0133906,0.0175965,0.0538149,0.0233353,0,0,0.0271782,0,0.0111185,0.0193461,0.0429583,0.0200095,0.00828718,0.0425224,0.0178054,0.0130216,0.0390009,0.0183606,0.0593845,0.0497701,0.015882,0.010123,0.0171147,0.0127473,0.0292759,0.0174559,0.00851403,0.00809521,0.0112952,0.021441,0,0,0,0
17,0,0,0,0,0,0,0.0217666,0.00615345,0,0,0,0.0408983,0.017978,0.0254248,0.0279612,0,0,0.00448024,0,0.0188587,0.0031518,0.0403233,0.0284889,0.00859292,0.0137296,0.010097,0.00934725,0.0260161,0.0201969,0.0175536,0.0434501,0.0112694,0.0156541,0.0128011,0.025209,0.0479817,0.00553505,0.0098179,0.00182407,0.0282185,0.0133616,0.0180483,0.0530929,0.0233791,0,0,0.0272463,0,0.0111097,0.0194703,0.0430288,0.0210913,0.00824621,0.042413,0.0180269,0.0131974,0.0388791,0.0181581,0.0597956,0.0495815,0.0163377,0.00918891,0.0176086,0.0139324,0.0313866,0.0177867,0.00858342,0.00799474,0.0114956,0.0214963,0,0,0,0
18,0,0,0,0,0,0,0.0216163,0.00627826,0,0,0,0.0413984,0.0179576,0.0250696,0.0275974,0,0,0.00444148,0,0.0188327,0.00315054,0.0398435,0.0291621,0.00904361,0.014595,0.0102264,0.00945367,0.0255217,0.0191643,0.0171879,0.0447766,0.0133527,0.0176714,0.0131519,0.0264046,0.048894,0.00553138,0.0098205,0.00180293,0.0292522,0.0133568,0.0182248,0.0518998,0.0233878,0,0,0.0271609,0,0.0111145,0.019586,0.0432104,0.0219798,0.00802067,0.0420808,0.0180626,0.0131616,0.0384781,0.0177359,0.0601241,0.0491411,0.0168102,0.0084243,0.0180274,0.0150394,0.0328845,0.0179917,0.00859856,0.00797103,0.0115605,0.0212643,0,0,0,0
19,0,0,0,0,0,0,0.0210319,0.00623565,0,0,0,0.041629,0.0179809,0.0245225,0.0272436,0,0,0.00454575,0,0.0188074,0.00310234,0.039471,0.0297574,0.00945188,0.0151516,0.0104457,0.00930571,0.0250911,0.0180039,0.0169877,0.0458373,0.0148386,0.0192539,0.0136421,0.0274793,0.0491949,0.00542432,0.00982174,0.00182431,0.0298525,0.0132787,0.0184723,0.0505577,0.0227924,0,0,0.0269296,0,0.0110739,0.0195701,0.0434324,0.0233305,0.00753448,0.0414417,0.0179191,0.0130748,0.0380546,0.017401,0.0604738,0.048753,0.0173325,0.00774846,0.0183256,0.0162886,0.0336951,0.0178231,0.00865449,0.00799336,0.0115512,0.020771,0,0,0,0
20,0,0,0,0,0,0,0.0205017,0.00611775,0,0,0,0.041448,0.0179985,0.0242581,0.0273216,0,0,0.00466133,0,0.0188173,0.00299535,0.0395328,0.0303492,0.00964097,0.0147727,0.0106007,0.00926569,0.0245238,0.0171479,0.0168917,0.0463146,0.0152972,0.0201763,0.0138013,0.0279363,0.0491879,0.00538613,0.0098207,0.00187652,0.030363,0.0131028,0.0190225,0.0499795,0.0220193,0,0,0.026634,0,0.0109693,0.0193928,0.0432969,0.0258041,0.00730518,0.0405798,0.0181062,0.0130167,0.0376795,0.017332,0.0612613,0.0484758,0.0178969,0.00704556,0.018629,0.0181249,0.0344333,0.017461,0.00881559,0.00808706,0.0115908,0.0203149,0,0,0,0
21,0,0,0,0,0,0,0.0199845,0.00595887,0,0,0,0.0419347,0.0180239,0.0242275,0.0275214,0,0,0.00467402,0,0.0188092,0.00294535,0.039473,0.0305318,0.00978292,0.0142026,0.0107657,0.00915714,0.0233505,0.0165755,0.016611,0.046279,0.0152574,0.0206808,0.0135781,0.0280445,0.0493998,0.00528261,0.00981056,0.00193279,0.0302957,0.0129964,0.0197143,0.0496739,0.0213027,0,0,0.0263611,0,0.0109181,0.0191483,0.0432387,0.0290063,0.00704444,0.0393994,0.0181475,0.0128324,0.0372881,0.017599,0.0622156,0.0482222,0.0184826,0.00646344,0.0189484,0.0202464,0.0343691,0.0170988,0.0089418,0.00815577,0.0115946,0.019739,0,0,0,0
22,0,0,0,0,0,0,0.0196322,0.00579527,0,0,0,0.0432286,0.018025,0.0243794,0.0278064,0,0,0.00452159,0,0.0187663,0.00306324,0.0392526,0.0302266,0.00984967,0.0139494,0.0110238,0.00906887,0.021949,0.0160249,0.0162223,0.0459694,0.0148016,0.0209659,0.0134897,0.0277493,0.0498968,0.00515287,0.00979198,0.00207408,0.0298934,0.0129447,0.0205336,0.0497842,0.020929,0,0,0.0260885,0,0.0109024,0.0189647,0.0431178,0.0325401,0.00671629,0.0378644,0.0180575,0.0126023,0.0368564,0.0182662,0.0633502,0.048025,0.0191498,0.00600105,0.0192645,0.0224828,0.0342945,0.0168797,0.00899589,0.0081969,0.0115891,0.01932,0,0,0,0
23,0,0,0,0,0,0,0.0193826,0.00562685,0,0,0,0.0441922,0.0180162,0.0244262,0.0280747,0,0,0.00425847,0,0.018731,0.00303522,0.0388304,0.0292343,0.00983842,0.0137569,0.0113194,0.00890723,0.0209159,0.0154291,0.0157788,0.0455665,0.014524,0.0212409,0.0137147,0.0271481,0.0500473,0.00503155,0.00974747,0.00219973,0.0288607,0.0128904,0.0213066,0.0499474,0.0207245,0,0,0.0257748,0,0.0108715,0.0188067,0.0429657,0.0359734,0.00638373,0.0363558,0.017813,0.0124243,0.0363355,0.0192447,0.0647073,0.047871,0.019972,0.00572055,0.0196356,0.0245515,0.0343362,0.0167686,0.00894029,0.00821534,0.0115956,0.0191443,0,0,0,0
24,0,0,0,0,0,0,0.0190987,0.00546642,0,0,0,0.044124,0.0180295,0.024015,0.0283516,0,0,0.00392062,0,0.0187107,0.00285539,0.0383855,0.0276751,0.00978405,0.0135393,0.0115607,0.00858588,0.0204753,0.0149845,0.0154377,0.0451657,0.0148311,0.0214647,0.0140314,0.0264221,0.0500482,0.00485919,0.00974552,0.0022246,0.0282394,0.0127947,0.0218815,0.0500007,0.0204755,0,0,0.0255155,0,0.0107872,0.0186754,0.04274,0.0388561,0.00611305,0.034989,0.0174941,0.0122616,0.0357519,0.0204113,0.0661204,0.0478013,0.0208197,0.0055278,0.0200788,0.0262989,0.0348004,0.0166317,0.0088573,0.0081417,0.0116223,0.0189215,0,0,0,0
25,0,0,0,0,0,0,0.0187264,0.00524495,0,0,0,0.0438615,0.0180459,0.0231646,0.0285958,0,0,0.00357095,0,0.0187098,0.0027801,0.0381177,0.0256961,0.00971055,0.013337,0.0117393,0.00816553,0.0202987,0.0147082,0.0152759,0.0448681,0.0149866,0.0214978,0.0140517,0.0257155,0.0500814,0.00461175,0.00975961,0.00216143,0.0279734,0.012735,0.022429,0.0499253,0.0201093,0,0,0.0252577,0,0.0107408,0.0185579,0.0424835,0.0408966,0.00588388,0.0336159,0.0172462,0.0119677,0.0352291,0.0216245,0.0671733,0.0478277,0.0212103,0.00511807,0.0203232,0.0273564,0.0363928,0.0164186,0.00890064,0.0079708,0.0116145,0.0186986,0,0,0,0
26,0,0,0,0,0,0,0.0182071,0.00498737,0,0,0,0.0439439,0.0180638,0.0225697,0.028844,0,0,0.003294,0,0.0186866,0.00281899,0.0382366,0.0237387,0.00976987,0.0133413,0.0119851,0.00762505,0.0203846,0.0145832,0.0153435,0.0447223,0.0149568,0.0214365,0.0138673,0.0251194,0.0504258,0.00423547,0.00973584,0.00211501,0,0.0127038,0.0226617,0.0499149,0.0195899,0,0,0.0249991,0,0.0107232,0.018444,0.0422874,0.0392774,0.0055454,0.0322005,0.0169166,0.0115869,0.0347328,0.0229728,0.06802,0.0479258,0.0204369,0.00454157,0.020053,0.026491,0.0399385,0.0160413,0.00894092,0.00787782,0.0116096,0.0182561,0,0,0,0
27,0,0,0,0,0,0,0.0177019,0.00468952,0,0,0,0.0442247,0.0180356,0.0222643,0.0289058,0,0,0.00306555,0,0.0186832,0.00290119,0.0384843,0.0221948,0.00977874,0.0134872,0.0120717,0.0071904,0.0205282,0.0145914,0.0153519,0.0446603,0.0149712,0.0214359,0.0137022,0.0247508,0.0508651,0.00394816,0.00973219,0.00211002,0.0303038,0.012683,0.024082,0.0494736,0.0190604,0,0,0.024902,0,0.0107194,0.0184223,0.0425248,0.0424493,0.00535259,0.0302993,0.016604,0.0112454,0.034562,0.0237861,0.0685343,0.0481085,0.0209845,0.00442874,0.0202367,0.0275095,0.0394064,0.0158104,0.00897266,0.00792056,0.0113963,0.0176933,0,0,0,0
28,0,0,0,0,0,0,0.0170912,0.00453455,0,0,0,0.0449617,0.0180832,0.022483,0.0291686,0,0,0.00293822,0,0.0186797,0.00297815,0.0387685,0.0213408,0.00998846,0.0138276,0.0124913,0.00657185,0.0205936,0.0147456,0.015423,0.0447955,0.0151705,0.0216826,0.0139001,0.0246534,0.0517319,0.00361772,0.00973962,0.00215794,0.0319903,0.0126952,0.0249114,0.049315,0.0184841,0,0,0.0249928,0,0.0107174,0.0185147,0.0428392,0.0425776,0.00497019,0.0287081,0.0164174,0.0108767,0.0344465,0.0244986,0.0688069,0.0482383,0.0206034,0.0046175,0.0198182,0.0269432,0.0422268,0.0154936,0.00901216,0.00797085,0.011242,0.0168903,0,0,0,0
29,0,0,0,0,0,0,0.016565,0.00448623,0,0,0,0.045554,0.0181491,0.0227579,0.0295808,0,0,0.00299769,0,0.0186759,0.00310851,0.0389764,0.0211493,0.0102559,0.0139355,0.0130301,0.00603161,0.0207008,0.0148939,0.0155696,0.0449712,0.0152397,0.021887,0.0141165,0.0245613,0.0525438,0.00340308,0.00975266,0.00221712,0.0343248,0.0127225,0.0253488,0.049184,0.018047,0,0,0.025221,0,0.0107206,0.0186534,0.0432379,0.0424621,0.00456117,0.027326,0.0165363,0.0105659,0.0343275,0.0248535,0.0685486,0.0482113,0.0202303,0.00502643,0.0192654,0.0261076,0.0454213,0.0151534,0.00905664,0.00801534,0.0111093,0.0163972,0,0,0,0
30,0,0,0,0,0,0,0.016371,0.00439783,0,0,0,0.0459978,0.0181747,0.0233503,0.0299538,0,0,0.00313299,0,0.0186553,0.00324739,0.0390974,0.0212192,0.0105446,0.0140001,0.0135751,0.00578468,0.0206301,0.0149055,0.015712,0.0451672,0.0153522,0.0221698,0.0142393,0.0244421,0.0534756,0.00331969,0.00974571,0.00229848,0.0373105,0.0127445,0.0254002,0.0491461,0.0179018,0,0,0.0255216,0,0.0107258,0.0187954,0.0435267,0.0429826,0.00415827,0.0262414,0.017017,0.0104203,0.0340787,0.0244923,0.0682331,0.0479759,0.0200378,0.00563578,0.018728,0.0252124,0.0491127,0.015105,0.00905447,0.00799726,0.0109794,0.016268,0,0,0,0
31,0,0,0,0,0,0,0.0165397,0.00431402,0,0,0,0.0465681,0.0181464,0.0240974,0.0301971,0,0,0.00324025,0,0.0186542,0.00330054,0.0390838,0.0215379,0.0108649,0.0142202,0.0141023,0.00585578,0.0206513,0.0148573,0.0158086,0.0453887,0.0155273,0.0224966,0.0143567,0.0242435,0.054667,0.00337848,0.0097191,0.00233877,0.0406165,0.0127527,0.0256844,0.0490744,0.0179976,0,0,0.0257849,0,0.0107249,0.018889,0.043736,0.0440359,0.00386911,0.0253451,0.0177363,0.0104054,0.0337534,0.0238663,0.0677888,0.0476459,0.0200362,0.00630915,0.0183379,0.0246008,0.0530648,0.0151922,0.00905276,0.0079475,0.0108663,0.0164486,0,0,0,0
32,0,0,0,0,0,0,0.0170073,0.00417992,0,0,0,0.0474577,0.018078,0.024861,0.0303342,0,0,0.00324522,0,0.0186587,0.0032919,0.0388957,0.0222175,0.0111298,0.0146249,0.0145027,0.0062002,0.0208415,0.0148136,0.0159571,0.0455985,0.0157384,0.0226874,0.0145807,0.0239647,0.0559603,0.00350812,0.00971364,0.00238089,0.0429861,0.0127554,0.0256652,0.0487934,0.0183104,0,0,0.025969,0,0.0107198,0.0189756,0.0438678,0.0447481,0.00366708,0.0243549,0.0186113,0.0105184,0.0335771,0.0235163,0.0673452,0.0473102,0.0201786,0.00684997,0.0181842,0.0245216,0.0562115,0.0153065,0.00904222,0.00789774,0.0107938,0.0168935,0,0,0,0
33,0,0,0,0,0,0,0.0175089,0.00407155,0,0,0,0.0484395,0.0179828,0.0255264,0.0303245,0,0,0.0032274,0,0.0186643,0.00323545,0.0386228,0.0230937,0.0114044,0.0150172,0.0148336,0.0065625,0.0211535,0.0148118,0.0162632,0.045789,0.0157135,0.0225625,0.0147529,0.0236151,0.0571517,0.00359617,0.00970998,0.0023961,0.0437753,0.0127491,0.0254097,0.0482735,0.0186659,0,0,0.0259993,0,0.0107088,0.0190521,0.0439054,0.0447289,0.00347441,0.0232886,0.0193534,0.0106654,0.0334136,0.0233639,0.0670836,0.0469915,0.0202593,0.00706786,0.0181299,0.025142,0.0573429,0.0153222,0.009017,0.00787129,0.0107429,0.0173504,0,0,0,0
34,0,0,0,0,0,0,0.0178573,0.00385094,0,0,0,0.0493823,0.0179091,0.0259462,0.0303263,0,0,0.00329907,0,0.0186625,0.00313989,0.0383289,0.0232574,0.011739,0.0153569,0.0152725,0.00683844,0.0215187,0.0147986,0.0167646,0.0459436,0.0152065,0.0221789,0.0148206,0.023221,0.058122,0.00381227,0.00970659,0.00238142,0.04293,0.0127337,0.0250647,0.0474672,0.0188833,0,0,0.025893,0,0.0106856,0.0190001,0.0437891,0.04444,0.0032834,0.0220933,0.019708,0.0105758,0.0331917,0.0233371,0.0668605,0.0466861,0.0204667,0.00702412,0.0181568,0.026428,0.0568635,0.0151268,0.00897555,0.00781511,0.0106019,0.0176833,0,0,0,0
