Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73
9,0,0,0,0,0,0,0.00587305,0.00612979,0,0,0,0.0107457,0.0128867,0.0107269,0,0,0.0338921,0,0.0249244,0.0201075,0.0130242,0.0138633,0.0147871,0.00480301,0.011807,0.013077,0.00730428,0.00686035,0.0122893,0.0510416,0.00682718,0.00729772,0.00656749,0.035237,0.00912265,0,0.0126217,0.00839534,0.0384279,0.017024,0.0174818,0.00358701,0,0,0.00207078,0,0.0136166,0.000531729,0.0854991,0.0208469,0.0593262,0.0388575,0.0121702,0.00584859,0.0895951,0.0634874,0.0274763,0.0754782,0.0166634,0.026805,0.00624046,0.0162631,0.042022,0.00198359,0.00127929,0.000960327,0.00629905,0.00523198,0,0,0,0
10,0,0,0,0,0,0,0.0056942,0.00609949,0,0,0,0.00895235,0.0125381,0.0102929,0,0,0.0350278,0,0.0252539,0.0207809,0.0124236,0.0150836,0.0152307,0.0044098,0.012184,0.0134117,0.00717644,0.00682357,0.0117626,0.0507727,0.00690832,0.0075597,0.00644277,0.0358973,0.00533411,0,0.0127591,0.00840823,0.03647,0.016956,0.0178224,0.00335345,0,0,0.00219504,0,0.0135256,0.00059785,0.0855395,0.0219601,0.0588493,0.0379936,0.0121271,0.00592463,0.0897704,0.0629189,0.0277896,0.0763088,0.0156004,0.0270642,0.0060341,0.0146378,0.039702,0.00219159,0.00121779,0.000740484,0.00632812,0.004902,0,0,0,0
11,0,0,0,0,0,0,0.0054707,0.00604614,0,0,0,0.00809385,0.0126051,0.0101358,0,0,0.0347419,0,0.0251834,0.0206256,0.011881,0.0158565,0.0156715,0.00486235,0.0125293,0.0131621,0.0073037,0.00703343,0.0116032,0.0507698,0.00697491,0.00774306,0.00643043,0.0361763,0.00445994,0,0.0127179,0.00839414,0.0352043,0.0169297,0.0185302,0.00308046,0,0,0.00211113,0,0.0135056,0.000521405,0.0856852,0.0234397,0.0585646,0.0368072,0.0120176,0.00589271,0.0899741,0.0624884,0.0280021,0.0771763,0.0142043,0.0272348,0.0060771,0.0125276,0.0374027,0.00235188,0.0012552,0.000563735,0.0062616,0.00453605,0,0,0,0
12,0,0,0,0,0,0,0.00515772,0.00594201,0,0,0,0.00748197,0.0128509,0.00993691,0,0,0.0339656,0,0.0249883,0.0202229,0.0113793,0.0165343,0.0160105,0.00554888,0.0128007,0.0130051,0.00735922,0.00704327,0.0113637,0.0507108,0.00706141,0.00788563,0.006409,0.0363624,0.0044176,0,0.012687,0.00842506,0.0341837,0.016931,0.0193573,0.00276621,0,0,0.00205826,0,0.0135103,0.000510525,0.085739,0.0248126,0.0583459,0.0357857,0.0117944,0.00590179,0.0902526,0.0622418,0.0284735,0.078014,0.0126836,0.027383,0.00617295,0.0103626,0.0356685,0.00253864,0.00123228,0.000616811,0.00623912,0.00416283,0,0,0,0
13,0,0,0,0,0,0,0.00492291,0.00602952,0,0,0,0.00738356,0.0131646,0.00959518,0,0,0.0308977,0,0.0246846,0.0182749,0.0109368,0.0171422,0.0163175,0.00561853,0.0131223,0.0118624,0.00744412,0.00699063,0.0111697,0.0506867,0.00700135,0.00786719,0.00639509,0.0363349,0.00465175,0.0205964,0.0124536,0.00765824,0.0329958,0.0168969,0.0199155,0.00251994,0,0,0.00217081,0,0.0134824,0.000704932,0.0860096,0.025896,0.0583343,0.0350038,0.0116987,0.00567101,0.0905959,0.0619136,0.0292997,0.0790248,0.0112715,0.0274042,0.00652759,0.00848593,0.0336666,0.00252911,0.00122198,0.000700216,0.00608443,0.00391691,0,0,0,0
14,0,0,0,0,0,0,0.0048614,0.00614548,0,0,0,0.00731515,0.0129037,0.00958434,0,0,0.034155,0,0.0250013,0.0204156,0.0104911,0.0175788,0.0166193,0.00555035,0.0132398,0.0131225,0.00752793,0.00693313,0.0110034,0.0506664,0.00692034,0.00767301,0.0062217,0.0362519,0.00480894,0,0.012703,0.00849133,0.0320131,0.0168415,0.0202558,0.00236777,0,0,0.00230683,0,0.013464,0.000794588,0.0862707,0.0265969,0.0581485,0.0342298,0.0113912,0.00566738,0.0911298,0.0617862,0.0300855,0.079967,0.010125,0.0272394,0.00701825,0.00713473,0.0313706,0.00252554,0.0011197,0.000716781,0.00630164,0.00376799,0,0,0,0
15,0,0,0,0,0,0,0.00459487,0.0062428,0,0,0,0.00692444,0.0131451,0.00962919,0,0,0.0308479,0,0.0245979,0.0182566,0.0100403,0.0181589,0.0169644,0.00563819,0.0137428,0.0117222,0.00752944,0.00698372,0.0106941,0.0505064,0.00711808,0.00772521,0.00608982,0.03641,0.0060508,0.0205622,0.0124282,0.00750415,0.0310237,0.0168983,0.0204096,0.00213462,0,0,0.00201715,0,0.0134863,0.000476735,0.0863093,0.0267662,0.0578499,0.0335204,0.0112994,0.00564154,0.0917565,0.0616135,0.030751,0.0808902,0.00913991,0.0273388,0.00698794,0.00608742,0.0300218,0.00226538,0.00120016,0.000533078,0.00624314,0.00346987,0,0,0,0
16,0,0,0,0,0,0,0.00473402,0.00631499,0,0,0,0.00685462,0.0130297,0.00981693,0,0,0.0314047,0,0.0246424,0.018442,0.0095098,0.0184152,0.0172322,0.00605035,0.0140482,0.0118472,0.00766156,0.00718265,0.0106865,0.0506112,0.00706815,0.00766957,0.00621932,0.0365457,0.00656461,0.0207787,0.0124228,0.00757552,0.0303167,0.0168529,0.0203675,0.00216229,0,0,0.00216446,0,0.0134593,0.000650055,0.0865325,0.0266849,0.057683,0.0326142,0.0112245,0.00547864,0.0923671,0.0615884,0.0314009,0.0817421,0.00864744,0.0272612,0.00713387,0.00578904,0.0292626,0.00230519,0.00132123,0.000610685,0.00635449,0.00338095,0,0,0,0
17,0,0,0,0,0,0,0.00463614,0.00622621,0,0,0,0.00512564,0.0130052,0.0100183,0,0,0.0347389,0,0.0249318,0.0205312,0.00886243,0.0187422,0.017627,0.00630749,0.0141326,0.0133342,0.00800843,0.00729342,0.0107715,0.0510132,0.00694281,0.00746929,0.00637176,0.0366647,0.00716475,0,0.0125383,0.00875107,0.0302035,0.017067,0.0202827,0.00205053,0,0,0.00148763,0,0.0136031,0.000517693,0.0868528,0.0262036,0.0572087,0.0314336,0.011184,0.00552436,0.0928754,0.0617212,0.0319931,0.0824398,0.00834996,0.0273965,0.00709648,0.00579068,0.0294691,0.00201655,0.00201015,0.000168587,0.00650274,0.00316603,0,0,0,0
18,0,0,0,0,0,0,0.00435018,0.0062748,0,0,0,0.00662144,0.0132648,0.0106841,0,0,0.0314259,0,0.0245419,0.0183616,0.0083439,0.0200436,0.0179229,0.00698674,0.0144887,0.0119638,0.00828336,0.00767132,0.0103226,0.0511178,0.00745844,0.0078999,0.00631565,0.0371865,0.0081508,0.0208041,0.0123789,0.0076204,0.0305771,0.0168522,0.0201966,0.00183853,0,0,0.00221161,0,0.0134464,0.000649801,0.0871953,0.0258667,0.0567756,0.0301373,0.0110545,0.00551016,0.0930933,0.0618024,0.0327154,0.082952,0.00831319,0.0277961,0.00687518,0.00602479,0.0301248,0.00238171,0.00139017,0.000738196,0.0064282,0.00286199,0,0,0,0
19,0,0,0,0,0,0,0.00422579,0.00622805,0,0,0,0.00663063,0.0132722,0.0112796,0,0,0.0313355,0,0.0245178,0.0184499,0.00796641,0.0204217,0.0182213,0.00736591,0.0144765,0.0120245,0.00866324,0.00780206,0.0100264,0.0513728,0.00779536,0.00805349,0.00622869,0.0374567,0.00928368,0.021074,0.0123497,0.00760594,0.0309629,0.0168619,0.0200512,0.00174637,0,0,0.00224901,0,0.0134525,0.000670803,0.0875977,0.0251121,0.0563965,0.0289106,0.010865,0.00551095,0.093084,0.0620105,0.033359,0.0832166,0.00852746,0.0282966,0.00667424,0.00661831,0.0309099,0.00235968,0.00137389,0.000790061,0.00634008,0.00261907,0,0,0,0
20,0,0,0,0,0,0,0.00447128,0.00631688,0,0,0,0.00702311,0.0131853,0.0114825,0,0,0.0317029,0,0.0245585,0.0186815,0.00770366,0.0206582,0.018369,0.00795895,0.0145058,0.0123718,0.00893507,0.00765837,0.00990052,0.0515602,0.00802282,0.00821105,0.0059713,0.0376368,0.0107379,0.0214977,0.0123352,0.00772346,0.030829,0.0168757,0.0198762,0.0019956,0,0,0.00216595,0,0.0134662,0.000741805,0.0878957,0.0244084,0.0560661,0.0278744,0.0106935,0.00531368,0.0929075,0.062296,0.033895,0.0832025,0.00890552,0.0290232,0.0064822,0.00725411,0.0310972,0.00231418,0.00137951,0.000784311,0.00633967,0.00263492,0,0,0,0
21,0,0,0,0,0,0,0.0041997,0.00610338,0,0,0,0.00721832,0.0132515,0.0116793,0,0,0.0313062,0,0.0244744,0.018412,0.00757371,0.0216306,0.0184659,0.00824502,0.0142647,0.0124592,0.00905483,0.00724588,0.00992464,0.0517275,0.00799524,0.0080612,0.00590642,0.037567,0.0116361,0.0215647,0.01231,0.00752898,0.0300305,0.0169318,0.0193914,0.00187927,0,0,0.00198581,0,0.0135061,0.000731646,0.0882426,0.0238422,0.0557542,0.0268312,0.0103879,0.00541807,0.092613,0.0625809,0.0345381,0.0830725,0.00891045,0.0300236,0.00616295,0.00742091,0.0304596,0.00239433,0.00138658,0.000726001,0.00611035,0.00236519,0,0,0,0
22,0,0,0,0,0,0,0.00434252,0.00598749,0,0,0,0.00734537,0.0129502,0.0119816,0,0,0.0346491,0,0.0248713,0.0204748,0.00751905,0.022503,0.0185362,0.00833272,0.0139322,0.0141844,0.00901813,0.00708467,0.00992466,0.051729,0.00800525,0.00795688,0.00594745,0.0374858,0.0126766,0,0.0125326,0.00835652,0.0288348,0.0169643,0.0185793,0.00220884,0,0,0.00238456,0,0.0135236,0.000953513,0.088498,0.023135,0.0550102,0.0254899,0.00981149,0.00551832,0.0920951,0.062802,0.0353319,0.082824,0.00840957,0.0314122,0.00579927,0.00708145,0.0290136,0.00254456,0.0012921,0.000778439,0.00609124,0.00254294,0,0,0,0
23,0,0,0,0,0,0,0.00420638,0.00586481,0,0,0,0.00729609,0.0133399,0.0122214,0,0,0.0310714,0,0.0243942,0.0181679,0.00752233,0.0228238,0.0185225,0.00805819,0.0137006,0.0127128,0.00892074,0.00676718,0.009843,0.0516826,0.00788053,0.00778428,0.00583587,0.0373468,0.013078,0.0220629,0.0122621,0.00759818,0.026844,0.0169966,0.0177444,0.00217266,0,0,0.00251785,0,0.013556,0.00101897,0.0888869,0.0226641,0.0546729,0.0239266,0.00945588,0.00541259,0.0913723,0.0629814,0.0364202,0.0826471,0.00768674,0.032813,0.00546951,0.00637299,0.0266436,0.00251523,0.0012634,0.000742962,0.00585459,0.00244007,0,0,0,0
24,0,0,0,0,0,0,0.00413984,0.00570815,0,0,0,0.00719032,0.0134681,0.0122266,0,0,0.0310087,0,0.0243525,0.0181341,0.00759856,0.0228737,0.0184285,0.0077535,0.0131966,0.0128455,0.00886567,0.00631349,0.00970664,0.051638,0.00777063,0.00759073,0.00580256,0.0371883,0.0132502,0.0223762,0.0122558,0.00757295,0.0241523,0.0170535,0.0168025,0.00219469,0,0,0.00249881,0,0.0136041,0.00101689,0.089126,0.0221797,0.0542307,0.0220894,0.00889899,0.00550473,0.0904154,0.0632313,0.0375986,0.0823151,0.00711298,0.0343962,0.00526976,0.00600448,0.0233678,0.00263191,0.00118809,0.000724916,0.00566945,0.00243103,0,0,0,0
25,0,0,0,0,0,0,0.00392775,0.00549019,0,0,0,0.00700291,0.0135161,0.0120625,0,0,0.0305633,0,0.0242867,0.0178778,0.00770086,0.0229775,0.0182979,0.0076833,0.0125714,0.0127123,0.00876619,0.00586268,0.00955923,0.0515875,0.00768072,0.00736203,0.00557235,0.0369537,0.0132933,0.0223421,0.0121912,0.00741222,0.0208739,0.0171512,0.0160492,0.00210892,0,0,0.00241697,0,0.0136817,0.000979859,0.0893115,0.0213782,0.0536667,0.0202459,0.00829953,0.00559329,0.089316,0.0635191,0.0389166,0.0819316,0.00711612,0.0361791,0.0055991,0.00648055,0.0194323,0.00270732,0.00116237,0.000759584,0.00541644,0.00235509,0,0,0,0
26,0,0,0,0,0,0,0.0042857,0.00537115,0,0,0,0.00668564,0.0134922,0.0118595,0,0,0.0306333,0,0.0242717,0.0178657,0.0078615,0.0229674,0.01812,0.00778863,0.0119387,0.0128912,0.00866146,0.00558673,0.00931834,0.0515115,0.00746769,0.00719268,0.00553834,0.0367319,0.0133588,0.0225145,0.0121522,0.00750876,0.0171596,0.0172587,0.0151722,0.00252717,0,0,0.00224762,0,0.0137655,0.000876711,0.089448,0.0201269,0.0531333,0.0186031,0.00769701,0.00535467,0.0881414,0.0637851,0.0403171,0.0815318,0.00800306,0.0381465,0.00666777,0.0078946,0.0152033,0.00264713,0.00134761,0.000682102,0.00527764,0.00279005,0,0,0,0
27,0,0,0,0,0,0,0.0041062,0.00489778,0,0,0,0.00586656,0.0137863,0.0117392,0,0,0.0297722,0,0.0240786,0.0174302,0.00804645,0.0228627,0.0179303,0.00756466,0.0110991,0.012905,0.00862575,0.00546914,0.00912901,0.0514833,0.00718522,0.00702624,0.00578187,0.0365766,0.0129159,0.0218929,0.0120566,0.00764228,0.0130198,0.0174149,0.0141343,0.00249794,0,0,0.00193964,0,0.0138835,0.000716427,0.0895819,0.0186295,0.0526142,0.0173673,0.00717235,0.00543524,0.0869724,0.0640778,0.0416521,0.0811766,0.0096548,0.0401685,0.00830468,0.00986135,0.0110142,0.00260118,0.00173755,0.000466125,0.00492468,0.00282687,0,0,0,0
28,0,0,0,0,0,0,0.00408032,0.00460427,0,0,0,0.0071443,0.0136046,0.0117495,0,0,0.0301574,0,0.0242679,0.0175749,0.00821984,0.0230628,0.0176694,0.00772402,0.010484,0.0132763,0.00848962,0.00549395,0.00901332,0.051268,0.00736731,0.00743013,0.00575342,0.0366904,0.0140268,0.0223249,0.0121419,0.00736823,0.00904775,0.0172762,0.0135186,0.00260319,0,0,0.00298758,0,0.0137834,0.00142747,0.0894838,0.0171298,0.051936,0.0167415,0.00638559,0.00559913,0.0857227,0.0641478,0.0428322,0.0808883,0.0122607,0.0425255,0.0107524,0.0126438,0.00790075,0.00323881,0.00128266,0.00088623,0.0046074,0.00311859,0,0,0,0
29,0,0,0,0,0,0,0.00457697,0.00439532,0,0,0,0.00754336,0.0134716,0.0114747,0,0,0.0301816,0,0.0243381,0.017498,0.00841029,0.0227945,0.0174424,0.00776335,0.00972822,0.0135819,0.00840193,0.00544792,0.00897707,0.0511711,0.0075708,0.00749042,0.00575494,0.0366992,0.0145523,0.0225058,0.0120981,0.00725613,0.00570099,0.0173474,0.0139184,0.00313608,0,0,0.00314086,0,0.01385,0.00169696,0.0894354,0.0167923,0.0513843,0.0163727,0.00578953,0.00542772,0.084487,0.0641333,0.0439067,0.0806396,0.0152321,0.0450591,0.0135853,0.0156402,0.00733338,0.00344198,0.00141448,0.000950681,0.00438135,0.00366844,0,0,0,0
30,0,0,0,0,0,0,0.00526328,0.00338093,0,0,0,0.00692986,0.0133157,0.0108966,0,0,0.0291951,0,0.0243396,0.0170808,0.00948341,0.0218735,0.0173022,0.00702712,0.00701953,0.0138816,0.00807028,0.0047512,0.00894998,0.0509743,0.00717145,0.00675795,0.00559424,0.0362557,0.0136994,0.0222931,0.0121161,0.00698374,0.0318697,0.0174351,0.050275,0.00420576,0,0,0.00361251,0,0.0139233,0.00217797,0.0860825,0.0661501,0.0482123,0.0276636,0.00475133,0.0055862,0.077908,0.058607,0.0408225,0.0778532,0.0346606,0.0574735,0.0332196,0.0432755,0.0220585,0.00399008,0.00162178,0.00104593,0.00337995,0.00461008,0,0,0,0
31,0,0,0,0,0,0,0.00563112,0.00315709,0,0,0,0.0082864,0.0133731,0.0108988,0,0,0.0287771,0,0.024313,0.0169123,0.00981185,0.0222718,0.0170371,0.00712577,0.0065501,0.0140863,0.00806091,0.00466063,0.00883228,0.050836,0.00726889,0.00689805,0.0051909,0.036321,0.0157676,0.0220892,0.0121507,0.007017,0.0347347,0.017514,0.0559877,0.00463194,0,0,0.00398177,0,0.0139851,0.00237621,0.085725,0.0743474,0.0468937,0.0326239,0.00484048,0.00570082,0.0767226,0.0572388,0.0399993,0.0776358,0.0408544,0.0593963,0.0370064,0.0505965,0.0242725,0.00426684,0.00165234,0.00120232,0.00313339,0.00511094,0,0,0,0
32,0,0,0,0,0,0,0.00623024,0.00301548,0,0,0,0.00974083,0.0134173,0.0105067,0,0,0.0288657,0,0.0243853,0.016952,0.0101743,0.0221898,0.0167121,0.00726709,0.00629087,0.0144666,0.00803473,0.00446132,0.00856658,0.0506198,0.00748747,0.00726939,0.00489285,0.0363415,0.0179571,0.0222325,0.0121947,0.00731967,0.0403839,0.0175125,0.0648574,0.00528933,0,0,0.00410296,0,0.0139933,0.0025348,0.0853154,0.0869193,0.0451929,0.0424719,0.00528482,0.0058141,0.0747995,0.0547783,0.0376119,0.0771084,0.0502663,0.0607401,0.0418735,0.0618492,0.0260561,0.00457533,0.00173026,0.00121765,0.0029709,0.00582214,0,0,0,0
33,0,0,0,0,0,0,0.00637052,0.00279753,0,0,0,0.0113941,0.0134092,0.0099184,0,0,0.0286924,0,0.0244132,0.0168399,0.0106751,0.0217599,0.0160951,0.00718339,0.00622952,0.0146121,0.00786085,0.00411956,0.00807669,0.0501852,0.00775621,0.00775658,0.00488505,0.036356,0.020284,0.0220182,0.0121775,0.00742194,0.053473,0.0175079,0.0774131,0.00551241,0,0,0.00422108,0,0.0140053,0.00267392,0.0862757,0.104117,0.0438049,0.0620587,0.00619121,0.00610374,0.0712364,0.0511733,0.0309857,0.0748246,0.0654772,0.0586963,0.0464157,0.0798,0.0319942,0.00501226,0.00175346,0.00120907,0.00298426,0.00605708,0,0,0,0
34,0,0,0,0,0,0,0.00637025,0.00265772,0,0,0,0.00935578,0.0138322,0.00902845,0,0,0.0276072,0,0.0241291,0.016272,0.0103577,0.0208711,0.0157333,0.00616029,0.00513715,0.0141152,0.00808097,0.00402355,0.00797745,0.0503844,0.00723891,0.00681211,0.0055533,0.0361138,0.0181869,0.0210858,0.0119615,0.00772629,0.0369906,0.0177658,0.0687548,0.00554466,0,0,0.0044056,0,0.0141827,0.00270903,0.0868112,0.0951756,0.0446185,0.0610518,0.00771877,0.00616554,0.0698481,0.0515877,0.0312276,0.0734452,0.0660649,0.0610048,0.0470359,0.0782342,0.0217879,0.00508217,0.00253275,0.000689031,0.00354964,0.00604287,0,0,0,0
35,0,0,0,0,0,0,0.0064063,0.00270223,0,0,0,0.00788079,0.0143745,0.00842799,0,0,0.0265019,0,0.0238455,0.0157792,0.0102154,0.0200099,0.0154662,0.00529208,0.00490733,0.013693,0.00818688,0.00404941,0.00787623,0.0505197,0.00675667,0.005972,0.0060874,0.0358198,0.0159146,0.0202273,0.0118341,0.00827139,0.0258232,0.017822,0.0647958,0.0056292,0,0,0.0050923,0,0.0142191,0.0031162,0.0871283,0.0912756,0.0455616,0.0597476,0.00956421,0.00655484,0.0683171,0.0523455,0.0320079,0.0720132,0.0663853,0.0635911,0.0486513,0.0767324,0.0174569,0.00556355,0.00301485,0.000546692,0.00441505,0.00605149,0,0,0,0
