Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73,LILC,x76
77,0,0,0,0,0,0,0.00647427,0.00446928,0,0,0,0.0168278,0.0189652,0.0111631,0,0,0.0688678,0,0.0212292,0.041391,0.0107803,0.0223697,0.0109535,0.0132952,0.0306265,0.00541091,0.00232756,0.00687943,0.0469866,0.00877349,0.00768024,0.00399971,0.0332738,0.0249482,0.0527786,0.00975402,0.0144396,0.0237834,0.0158795,0.0115788,0.00579397,0,0,0.00466609,0,0.012854,0.00243635,0.0831516,0.0183203,0.0391217,0.00355093,0.0103648,0.00402534,0.015918,0.0211599,0.0510344,0.0758219,0.0107234,0.0311774,0.0100779,0.0142992,0.0284465,0.00308194,0.00359978,0.00234027,0.00353029,0.00562818,0,0,0,0,0.022841,0
78,0,0,0,0,0,0,0.00593781,0.00454988,0,0,0,0.0173727,0.0183012,0.0113163,0,0,0.0614212,0,0.0209488,0.0361908,0.0106711,0.0224354,0.0109714,0.0128048,0.0263785,0.00534598,0.0021784,0.00668965,0.0469432,0.00864562,0.00775367,0.00382335,0.0333254,0.0255926,0.0468449,0.0100265,0.0121149,0.0186224,0.0158697,0.0123775,0.00545217,0,0,0.00504957,0,0.0128476,0.0026572,0.0832224,0.0228161,0.03903,0.00420038,0.0106311,0.00405682,0.0165017,0.0199906,0.0519669,0.0749993,0.0118083,0.0339164,0.00978039,0.016302,0.0245483,0.00335963,0.00367544,0.00240574,0.00355955,0.00536353,0,0,0,0,0.0224948,0
79,0,0,0,0,0,0,0.00614662,0.00482854,0,0,0,0.018016,0.0184354,0.0114862,0,0,0.0642292,0,0.0210355,0.0380113,0.0105407,0.0225552,0.0111261,0.0121742,0.0276168,0.0053125,0.00215013,0.00647198,0.046936,0.00868884,0.0079716,0.00374639,0.0334476,0.0264863,0.049022,0.00992349,0.0128378,0.0135377,0.01588,0.0147936,0.00557884,0,0,0.00525026,0,0.0128713,0.00277511,0.0832713,0.0283274,0.0389912,0.00539338,0.0107825,0.00420972,0.017355,0.0184404,0.053149,0.0740406,0.0134882,0.036716,0.0103203,0.0188429,0.0215926,0.0035113,0.00371233,0.00246557,0.00387223,0.00561251,0,0,0,0,0.0221777,0
80,0,0,0,0,0,0,0.00619543,0.00505647,0,0,0,0.0186621,0.0185242,0.0115742,0,0,0.0656533,0,0.0210241,0.0388653,0.0104113,0.0229276,0.0110938,0.0118037,0.0281967,0.00530346,0.00225297,0.00629486,0.0469317,0.00878471,0.00847424,0.00381308,0.033477,0.0277437,0.0500974,0.00993212,0.0132273,0.00906322,0.0159119,0.0188139,0.00560719,0,0,0.00545642,0,0.0128957,0.00285128,0.0830542,0.0344805,0.0387725,0.00622806,0.0110083,0.00433974,0.0185076,0.0168512,0.0542357,0.0731942,0.0153911,0.0397644,0.012091,0.0220278,0.0194433,0.00368876,0.00373501,0.00250682,0.00418747,0.00551391,0,0,0,0,0.0219141,0
81,0,0,0,0,0,0,0.00655191,0.00540061,0,0,0,0.0194492,0.0191502,0.0117189,0,0,0.072143,0,0.0212356,0.0433638,0.0102236,0.0233087,0.0112587,0.0114154,0.031542,0.00531607,0.00239962,0.00612503,0.0469719,0.00884615,0.00907147,0.00384314,0.0335808,0.0288901,0.0551216,0.00977413,0.0150452,0.00507682,0.0159117,0.0227267,0.00585322,0,0,0.00558376,0,0.0129062,0.00287239,0.0827369,0.0395298,0.0386772,0.00654293,0.0112014,0.00448018,0.019893,0.0149885,0.0554846,0.0722463,0.0174947,0.0427929,0.01455,0.0252949,0.0182408,0.00383978,0.00375021,0.0025141,0.00462828,0.00558098,0,0,0,0,0.0216575,0
82,0,0,0,0,0,0,0.00622787,0.00551108,0,0,0,0.0206445,0.0186657,0.0119173,0,0,0.0650006,0,0.0208998,0.0387072,0.00999319,0.0236594,0.0117773,0.011634,0.0275087,0.00535806,0.00249588,0.00606734,0.0469856,0.00905687,0.00959668,0.00393712,0.0336491,0.0303559,0.0494074,0.0100474,0.0126886,0.00373052,0.0158998,0.0286169,0.00572979,0,0,0.00579595,0,0.0128862,0.00300028,0.0818457,0.0465423,0.0380986,0.00678641,0.0116825,0.00454648,0.0218143,0.014164,0.055907,0.0720469,0.0209405,0.0464385,0.0187112,0.0301655,0.0168767,0.00404269,0.0038429,0.00246582,0.00475219,0.0053683,0,0,0,0,0.0215155,0
83,0,0,0,0,0,0,0.00617822,0.00561592,0,0,0,0.0215451,0.0181292,0.0123171,0,0,0.061024,0,0.0208909,0.0359301,0.00975648,0.0240973,0.0122806,0.011812,0.0250363,0.00532929,0.00258957,0.00599796,0.046917,0.00930786,0.00984434,0.00388974,0.0336363,0.0319818,0.0463901,0.0100443,0.0116793,0.00633213,0.0158979,0.0355071,0.00583611,0,0,0.00602112,0,0.0128874,0.00313817,0.0809481,0.0544258,0.0375093,0.00946575,0.012211,0.00463434,0.0240366,0.0141792,0.0555444,0.0723879,0.0259517,0.0500308,0.0236846,0.0361939,0.0163331,0.00427588,0.00389449,0.00244181,0.00489245,0.00564136,0,0,0,0,0.0213699,0
84,0,0,0,0,0,0,0.00631152,0.00585962,0,0,0,0.0219393,0.018075,0.0125599,0,0,0.0608722,0,0.0209255,0.0357147,0.00962599,0.0243947,0.012523,0.0116913,0.024559,0.00530252,0.00252018,0.00589187,0.0468791,0.00945631,0.00992473,0.00384399,0.0335825,0.0327906,0.0464954,0.0100746,0.0114324,0.0102651,0.0159131,0.0408699,0.00605018,0,0,0.00636335,0,0.0128939,0.00329044,0.0803998,0.0606286,0.0370703,0.013734,0.0126223,0.0048358,0.0262049,0.0146408,0.0550325,0.0727716,0.0305281,0.0526719,0.0275638,0.0409814,0.01527,0.0046166,0.00396412,0.00247257,0.00516231,0.00584541,0,0,0,0,0.0211163,0
85,0,0,0,0,0,0,0.00683163,0.0060204,0,0,0,0.0221148,0.0183897,0.0128314,0,0,0.0663208,0,0.0210931,0.0393327,0.00953651,0.0246546,0.0126399,0.011743,0.0268996,0.00538101,0.00214618,0.00594115,0.0469261,0.00955067,0.00995327,0.00391351,0.0334586,0.0330148,0.0506136,0.00984361,0.0132095,0.0172809,0.0159153,0.0468478,0.00648655,0,0,0.00658254,0,0.0128914,0.00334253,0.0798343,0.0677891,0.0364102,0.0214932,0.0128297,0.00493152,0.0281233,0.0172491,0.0529593,0.0740451,0.0358765,0.0539274,0.0309474,0.0466768,0.0150462,0.0048209,0.00390762,0.00246221,0.00539454,0.00622759,0,0,0,0,0.0208824,0
86,0,0,0,0,0,0,0.00653522,0.00599118,0,0,0,0.0218354,0.0178455,0.0131291,0,0,0.0606516,0,0.0210484,0.0354275,0.00935973,0.0249357,0.0126404,0.0114764,0.0234276,0.00531818,0.00190389,0.00578969,0.0468875,0.00949524,0.00978564,0.00404429,0.0334649,0.0327014,0.045915,0.0101453,0.0114379,0.0187748,0.0158892,0.048295,0.00639142,0,0,0.00689979,0,0.0128672,0.00349401,0.0797268,0.0697938,0.0365538,0.0232458,0.0128896,0.0050288,0.0293294,0.0171859,0.0532913,0.0736239,0.0368075,0.0543727,0.0316883,0.0471695,0.0143632,0.00521229,0.00386017,0.00244715,0.00533335,0.00610895,0,0,0,0,0.0206364,0
87,0,0,0,0,0,0,0.00654446,0.00601507,0,0,0,0.0214918,0.0178099,0.0135656,0,0,0.0603532,0,0.0212081,0.0351689,0.00917655,0.0251889,0.0128249,0.0113424,0.0229366,0.00520137,0.00185312,0.00568224,0.0467871,0.00955309,0.00969307,0.00403752,0.0334975,0.0327683,0.0453924,0.0102405,0.0112149,0.0189061,0.0158904,0.0482962,0.00638882,0,0,0.00698299,0,0.0128605,0.00345843,0.0795966,0.0701973,0.0366804,0.0233334,0.0128363,0.00499736,0.0296481,0.0172156,0.0536688,0.0732268,0.0363855,0.054252,0.0315066,0.0466173,0.0134231,0.00540498,0.00378764,0.00235729,0.00537066,0.00606332,0,0,0,0,0.0205508,0
88,0,0,0,0,0,0,0.00682776,0.00605232,0,0,0,0.0211503,0.0180645,0.0143344,0,0,0.0653532,0,0.021492,0.0385234,0.00881095,0.025662,0.0129407,0.0114449,0.0254476,0.00521842,0.001774,0.00571361,0.0468145,0.0095168,0.00953971,0.00397507,0.033423,0.0327736,0.049274,0.010084,0.0128803,0.0199422,0.015868,0.0481248,0.00648799,0,0,0.00687699,0,0.0128263,0.00327336,0.0793489,0.0698095,0.0366076,0.0237433,0.0125874,0.00484003,0.0290044,0.0182135,0.053036,0.0735932,0.0360435,0.0536103,0.0310762,0.0466486,0.0135887,0.00522004,0.0036843,0.00222565,0.00552057,0.0059563,0,0,0,0,0.0206995,0
89,0,0,0,0,0,0,0.00629959,0.00600577,0,0,0,0.0208116,0.0178023,0.0167938,0,0,0.0605358,0,0.0213895,0.0349787,0.00788689,0.0276856,0.0115469,0.0112527,0.0228474,0.00583301,0.00082751,0.00564074,0.0475927,0.00768732,0.00850867,0.00377083,0.0328732,0.032043,0.0453229,0.0105071,0.0107436,0.0147222,0.0157722,0.0426015,0.00613476,0,0,0.00683812,0,0.0127634,0.00323674,0.0797557,0.0623223,0.0370941,0.0169913,0.0120848,0.0048182,0.0274133,0.0159775,0.0550846,0.0722053,0.0312774,0.0528438,0.028305,0.0410734,0.0113906,0.0052615,0.00351745,0.00215357,0.00549288,0.00535397,0,0,0,0,0.0212251,0
90,0,0,0,0,0,0,0.0060829,0.00609873,0,0,0,0.0225702,0.0181151,0.0203133,0,0,0.0624676,0,0.0214541,0.0361472,0.00691452,0.0306427,0.0100552,0.0110954,0.0238126,0.00681508,0.000981303,0.00601041,0.048616,0.00556358,0.00817132,0.0051452,0.0322,0.0328484,0.0465519,0.0106998,0.0107343,0.0109651,0.0157428,0.0370416,0.00588889,0,0,0.00674765,0,0.0127408,0.00313827,0.0803824,0.054852,0.0372722,0.0121552,0.0113892,0.00479222,0.0255431,0.0152258,0.0557969,0.0717333,0.0273252,0.0512456,0.0252188,0.0363062,0.011375,0.00518095,0.00346907,0.00205192,0.00564621,0.00514432,0,0,0,0,0.0217595,0
91,0,0,0,0,0,0,0.00623337,0.00667756,0,0,0,0.022477,0.0183138,0.0197657,0,0,0.0694761,0,0.0218984,0.0411866,0.00626804,0.0299624,0.00968247,0.0104137,0.0273258,0.00713845,0.00138736,0.00588156,0.0490279,0.00529374,0.00725317,0.00535508,0.032052,0.0309886,0.0516572,0.0104616,0.0134325,0.00839401,0.0156896,0.0330794,0.00586468,0,0,0.00664626,0,0.0126654,0.00314588,0.0810733,0.0495042,0.037378,0.00895565,0.0108278,0.00512871,0.0236381,0.0157842,0.055356,0.0720853,0.0247171,0.0496908,0.0229261,0.0329798,0.0141348,0.00529675,0.00358073,0.00188662,0.00626248,0.00509957,0,0,0,0,0.0220103,0
92,0,0,0,0,0,0,0.00603522,0.00653303,0,0,0,0.0339218,0.0179978,0.0320925,0,0,0.06484,0,0.0218082,0.0382181,0.00584217,0.0411062,0.00861298,0.0110074,0.0248517,0.00957332,0.00423152,0.00823887,0.0512467,0.00518597,0.0128476,0.0128462,0.031598,0.0425466,0.0477091,0.0107983,0.0117334,0.0101971,0.0157007,0.0325304,0.0056625,0,0,0.0069688,0,0.0127142,0.00319662,0.0809628,0.0488363,0.0369872,0.00950281,0.0105211,0.00476855,0.0219392,0.0180283,0.0532073,0.0738201,0.0244282,0.0490411,0.0225566,0.0323619,0.018843,0.00520487,0.00342514,0.00198064,0.00617606,0.00511957,0,0,0,0,0.0225123,0
93,0,0,0,0,0,0,0.00606387,0.00635146,0,0,0,0.0352488,0.0171954,0.0346642,0,0,0.061105,0,0.0219089,0.0358701,0.00552611,0.0419909,0.00884494,0.0115572,0.0226834,0.0115941,0.00677035,0.00998936,0.0533228,0.00766727,0.0144878,0.0162498,0.0308349,0.0415763,0.0449087,0.0107038,0.0114641,0.0137268,0.0157707,0.0323181,0.005701,0,0,0.00748608,0,0.0127342,0.00337478,0.0809523,0.049393,0.0370271,0.00844149,0.00981737,0.00467025,0.0205455,0.0183567,0.0521166,0.0747359,0.0244414,0.0497537,0.0228002,0.0317603,0.023651,0.00515795,0.00364259,0.00198492,0.00617192,0.00523089,0,0,0,0,0.0242392,0
94,0,0,0,0,0,0,0.00585838,0.00631758,0,0,0,0.0320253,0.0170602,0.0310517,0,0,0.0610454,0,0.0221312,0.0361472,0.00525733,0.0374288,0.00850119,0.011112,0.0225811,0.0111057,0.00617109,0.00878738,0.0531378,0.00633884,0.0119154,0.0143365,0.0301809,0.0364744,0.0450274,0.0108128,0.0113117,0.0131327,0.0157376,0.0298219,0.00554448,0,0,0.00776243,0,0.0127235,0.00349797,0.0812575,0.0496619,0.0375976,0.00618733,0.00985467,0.00484417,0.0205407,0.0162867,0.0540541,0.0730808,0.0235771,0.0508419,0.0222847,0.029515,0.022017,0.00519296,0.00372045,0.00203382,0.00635339,0.00508646,0,0,0,0,0.0248616,0
95,0,0,0,0,0,0,0.00553935,0.00628511,0,0,0,0.0262404,0.0168463,0.0244193,0,0,0.0612263,0,0.0222752,0.0365022,0.00497042,0.0297734,0.0084007,0.010825,0.022714,0.00977859,0.00515945,0.00672224,0.0522505,0.00498198,0.00822832,0.0105969,0.0298582,0.0287193,0.0451544,0.0108599,0.0117011,0.010175,0.0156883,0.0258235,0.00532436,0,0,0.00779352,0,0.0127112,0.00346335,0.0818192,0.0463348,0.0383795,0.006818,0.00982483,0.00491756,0.0216342,0.0131201,0.0581764,0.0698622,0.0212552,0.0509128,0.0205648,0.0251708,0.0179858,0.00516625,0.00372246,0.00205014,0.00623151,0.00481983,0,0,0,0,0.0253561,0
96,0,0,0,0,0,0,0.00522199,0.0059438,0,0,0,0.0226386,0.0168833,0.0190004,0,0,0.0613402,0,0.0223129,0.0364614,0.00494571,0.0228624,0.00942479,0.0106828,0.0231323,0.00850858,0.00514855,0.0049677,0.0512835,0.00663816,0.00781121,0.00807633,0.0301626,0.0239,0.0451741,0.0108645,0.0118164,0.0072236,0.0156765,0.0216378,0.0049883,0,0,0.0074693,0,0.0126996,0.00324406,0.0823516,0.039854,0.0394172,0.00844267,0.00910206,0.0048613,0.0222391,0.0110633,0.0622594,0.06716,0.0183843,0.0499808,0.0180756,0.0201436,0.0133236,0.00499888,0.00362893,0.00205107,0.00583535,0.00427948,0,0,0,0,0.0252772,0
97,0,0,0,0,0,0,0.00516024,0.00566593,0,0,0,0.0208803,0.017023,0.0139764,0,0,0.0613389,0,0.0221482,0.0362386,0.0052164,0.0157516,0.0120502,0.0106091,0.0235379,0.00673479,0.00670857,0.00439235,0.0497894,0.010137,0.0110437,0.00699746,0.0310475,0.0216137,0.0450707,0.0107884,0.011878,0.00810757,0.0156663,0.0182535,0.00479789,0,0,0.00721437,0,0.0126762,0.00305314,0.082647,0.0343647,0.040296,0.00928238,0.00833387,0.00490105,0.0227939,0.0109728,0.0645929,0.0657001,0.016901,0.0491416,0.0164689,0.0169584,0.0124869,0.00490582,0.00360249,0.00207672,0.00561961,0.00409185,0,0,0,0,0.0250117,0
98,0,0,0,0,0,0,0.00506428,0.0055451,0,0,0,0.0209283,0.0171761,0.00953636,0,0,0.061029,0,0.0220285,0.0361955,0.00569789,0.00893942,0.01416,0.0110603,0.0238349,0.00565522,0.00972324,0.00537377,0.0486187,0.0134621,0.0157727,0.00774916,0.0311441,0.0226542,0.0448754,0.0107529,0.0114196,0.00888075,0.0156874,0.0149479,0.00456093,0,0,0.00698711,0,0.0126886,0.00296118,0.0828633,0.0291129,0.0408077,0.0110059,0.00786096,0.00479598,0.0226434,0.0118033,0.0650505,0.0657452,0.0158973,0.0486432,0.0149264,0.0141813,0.012945,0.00471285,0.00360989,0.0020777,0.00538452,0.00382359,0,0,0,0,0.0252023,0
99,0,0,0,0,0,0,0.00529519,0.00593099,0,0,0,0.024216,0.0179586,0.0063864,0,0,0.069071,0,0.02211,0.0414601,0.00623748,0.0068368,0.0156807,0.0110875,0.0287316,0.00615953,0.0139435,0.00594026,0.0480081,0.0163087,0.0207135,0.00822759,0.0296221,0.0265991,0.0513433,0.0104741,0.0134644,0.0103394,0.0157239,0.0100331,0.00446461,0,0,0.00680468,0,0.0127284,0.0028878,0.0843711,0.0198516,0.0420102,0.0172462,0.00715456,0.00473838,0.0215913,0.0143065,0.0658832,0.0659266,0.0151866,0.0472168,0.0114493,0.0113864,0.0145528,0.00440766,0.00367089,0.00210017,0.00529419,0.00355366,0,0,0,0,0.0256906,0
100,0,0,0,0,0,0,0.00525093,0.00605302,0,0,0,0.0279217,0.0179191,0.00204805,0,0,0.0678941,0,0.0219823,0.0408227,0.00714465,0.0140475,0.0191014,0.0103364,0.028667,0.00802007,0.0200201,0.00785725,0.0470231,0.0205227,0.0268032,0.00838895,0.027556,0.0318417,0.0506631,0.010406,0.0133927,0.0148868,0.0156955,0.0112773,0.00427524,0,0,0.00660928,0,0.0127214,0.00283737,0.0870033,0.0128678,0.0439994,0.0248798,0.0058095,0.00493421,0.0202485,0.0178698,0.0674646,0.0658219,0.0170759,0.0447275,0.00801165,0.0141729,0.0173994,0.00449502,0.00366947,0.00216706,0.00521061,0.00324249,0,0,0,0,0.0263336,0
101,0,0,0,0,0,0,0.00493315,0.00546521,0,0,0,0.0292783,0.0177326,0.00246568,0,0,0.0638077,0,0.0217658,0.0383891,0.00786756,0.0214972,0.0226669,0.0105737,0.0268381,0.00944361,0.0245601,0.0112994,0.04531,0.0232474,0.0302313,0.00760332,0.0261797,0.0333045,0.0476698,0.010559,0.0121801,0.0154032,0.0157317,0.0118882,0.0038966,0,0,0.00605666,0,0.0127383,0.00255765,0.0876642,0.0118248,0.0442805,0.0252995,0.00552164,0.00456222,0.0199704,0.017987,0.0676959,0.0654949,0.0172934,0.0432925,0.00731102,0.0150556,0.0173433,0.00421616,0.00356033,0.00214418,0.00477487,0.00280571,0,0,0,0,0.0266967,0
102,0,0,0,0,0,0,0.0053469,0.00515425,0,0,0,0.0288759,0.017837,0.00705204,0,0,0.0654248,0,0.0217876,0.0392983,0.00864782,0.0304263,0.0265999,0.0101041,0.0280503,0.011486,0.0293923,0.0152436,0.0435018,0.025655,0.0332023,0.00655941,0.024669,0.0344316,0.049097,0.0102565,0.0132209,0.0174074,0.0157356,0.0136702,0.0040227,0,0,0.00525707,0,0.0127509,0.00216449,0.0886789,0.012239,0.045097,0.0258546,0.00465344,0.00429506,0.0197121,0.0180497,0.0685088,0.0645739,0.01805,0.0417662,0.0072681,0.0164759,0.0188746,0.00390475,0.00312183,0.00213799,0.00473439,0.0030586,0,0,0,0,0.0270878,0
103,0,0,0,0,0,0,0.0054441,0.00455348,0,0,0,0.0266763,0.0177801,0.0107607,0,0,0.0634693,0,0.0216911,0.0378036,0.009277,0.0370727,0.0295311,0.00976096,0.027226,0.013096,0.0325053,0.0189219,0.0416443,0.0271109,0.0344385,0.00542365,0.0237107,0.033476,0.0475441,0.0101495,0.0130783,0.0192585,0.0157915,0.0149895,0.00399663,0,0,0.0045063,0,0.0127827,0.00177883,0.0894262,0.0128905,0.0457173,0.0262367,0.00388869,0.00390104,0.0197105,0.017704,0.069181,0.0636804,0.0184591,0.0406402,0.00744161,0.0174566,0.0204312,0.00349057,0.00280597,0.00207492,0.00449696,0.00303764,0,0,0,0,0.0272447,0
104,0,0,0,0,0,0,0.00519914,0.00383585,0,0,0,0.0234412,0.0176321,0.0141945,0,0,0.0590893,0,0.0214835,0.0348875,0.00989886,0.0424635,0.0315437,0.0092793,0.0250752,0.0144131,0.034449,0.0220709,0.0400263,0.0282853,0.0343702,0.00453288,0.0230605,0.0325503,0.0441421,0.0102634,0.0118948,0.0204957,0.0158747,0.0160825,0.00384771,0,0,0.00388982,0,0.0128364,0.00152044,0.0900533,0.0139472,0.04628,0.0270236,0.00314632,0.00366494,0.0199096,0.017342,0.0697034,0.0629838,0.0186498,0.0397495,0.00750243,0.0184324,0.0213386,0.00311494,0.00264031,0.00202177,0.00422646,0.00266676,0,0,0,0,0.0272978,0
105,0,0,0,0,0,0,0.00528416,0.00334466,0,0,0,0.0197695,0.0177973,0.017538,0,0,0.0587584,0,0.0211733,0.0348074,0.0104845,0.0469759,0.032949,0.0086266,0.0251586,0.0154388,0.0357172,0.0246912,0.0387508,0.0289805,0.0332165,0.00372277,0.0226369,0.0335234,0.0440732,0.0101583,0.0118856,0.0205625,0.0159666,0.0168108,0.00404124,0,0,0.00331348,0,0.0128945,0.00131349,0.0904044,0.0151848,0.0467634,0.0274965,0.00266901,0.00355016,0.0201575,0.0174374,0.0699703,0.0626861,0.0185862,0.0391468,0.00740256,0.0193019,0.0213085,0.00280206,0.00255262,0.00193156,0.00417117,0.00268524,0,0,0,0,0.0272871,0
106,0,0,0,0,0,0,0.00561894,0.00304812,0,0,0,0.0180417,0.0179434,0.0206641,0,0,0.0599354,0,0.0211547,0.03567,0.0109827,0.0510802,0.0341051,0.00781445,0.0260379,0.0165483,0.0370202,0.0267648,0.037768,0.0286089,0.0319956,0.0026147,0.0222212,0.0364596,0.0452441,0.00999043,0.0126944,0.0197885,0.015999,0.0174219,0.00443143,0,0,0.00272205,0,0.0129236,0.00108959,0.0904254,0.0165251,0.0472045,0.0272101,0.00254581,0.00351067,0.0202132,0.0182195,0.0699071,0.0627828,0.0183536,0.0388854,0.00720853,0.0200202,0.0209122,0.00259382,0.00239293,0.00182924,0.00428856,0.00299285,0,0,0,0,0.0272695,0
107,0,0,0,0,0,0,0.00561622,0.0026882,0,0,0,0.0171634,0.0178645,0.0228969,0,0,0.0574071,0,0.0210522,0.033995,0.0111505,0.0546486,0.0352941,0.0072441,0.0250234,0.0177797,0.0384207,0.0282572,0.0370671,0.0278711,0.0311244,0.00229802,0.0221148,0.0383888,0.0434611,0.0100519,0.0123168,0.0188047,0.0160384,0.0177969,0.00458508,0,0,0.00240965,0,0.0129332,0.000975425,0.0901183,0.0178197,0.0475023,0.0264104,0.00290892,0.00356815,0.0201569,0.0192827,0.0695891,0.0630858,0.0179945,0.0388178,0.00707327,0.0204457,0.0200394,0.00257137,0.00228355,0.00171574,0.00429272,0.0030937,0,0,0,0,0.0271399,0
108,0,0,0,0,0,0,0.00588581,0.0025186,0,0,0,0.0170176,0.0179324,0.0244438,0,0,0.056775,0,0.0209455,0.0335588,0.011128,0.0569582,0.0369087,0.00682762,0.0249647,0.0190988,0.039785,0.0292294,0.0363567,0.0281003,0.0311342,0.00245,0.0219679,0.0396314,0.0429894,0.0100193,0.0122063,0.017984,0.0160369,0.0180361,0.00492739,0,0,0.00210895,0,0.0129227,0.000960784,0.0896967,0.0188707,0.0476911,0.0256548,0.00332135,0.00361388,0.020057,0.0203638,0.0690777,0.063465,0.0177263,0.038713,0.00708458,0.0205964,0.0192043,0.00259501,0.00216051,0.00162317,0.00432984,0.00348287,0,0,0,0,0.0270172,0
109,0,0,0,0,0,0,0.00607491,0.00239621,0,0,0,0.0174024,0.0179825,0.0257001,0,0,0.0562915,0,0.0207788,0.0332027,0.0109496,0.0578517,0.0389041,0.00655505,0.0248902,0.02011,0.0410463,0.0297568,0.0356266,0.0291965,0.0320488,0.0025705,0.0218527,0.0411553,0.0425076,0.00997738,0.011881,0.0174303,0.0160397,0.0179281,0.00521106,0,0,0.00192578,0,0.0129155,0.00106385,0.0892764,0.0193191,0.0478449,0.0252318,0.00365169,0.00363095,0.0200018,0.021278,0.068575,0.0638496,0.0176506,0.0384781,0.00717818,0.020452,0.018659,0.0027462,0.00209332,0.0015595,0.00432087,0.00376652,0,0,0,0,0.0268372,0
110,0,0,0,0,0,0,0.00613264,0.00232227,0,0,0,0.0172939,0.0179441,0.0268409,0,0,0.0561253,0,0.0207894,0.0330391,0.0106473,0.0584508,0.0408412,0.00631762,0.0249163,0.0205639,0.0419018,0.0298322,0.035096,0.0305179,0.033279,0.00284806,0.0217124,0.043293,0.0423813,0.00998372,0.0118723,0.0173382,0.0160183,0.0176452,0.00533798,0,0,0.00175019,0,0.0128942,0.00115963,0.0888003,0.01952,0.0479883,0.0251091,0.0038443,0.00362609,0.020033,0.0218823,0.0680737,0.0641709,0.0177253,0.0382492,0.00727747,0.020161,0.0180972,0.0027351,0.0020728,0.0015093,0.00431289,0.00389756,0,0,0,0,0.0265624,0
111,0,0,0,0,0,0,0.00610003,0.00228789,0,0,0,0.0190573,0.0179004,0.0282033,0,0,0.0563988,0,0.0208388,0.0331889,0.0103921,0.0596719,0.0427253,0.00610478,0.0250689,0.020782,0.0426979,0.0299542,0.0346825,0.0318172,0.0346633,0.00302267,0.021503,0.0455086,0.0426028,0.0100241,0.0115628,0.0172944,0.0159977,0.0174211,0.00531245,0,0,0.001824,0,0.012875,0.00123774,0.0883414,0.0192494,0.048107,0.0250499,0.00395405,0.00366919,0.0201465,0.0220745,0.0676914,0.0643677,0.0177808,0.0380283,0.00738564,0.0198981,0.0183222,0.00275489,0.00215688,0.00144779,0.00433236,0.00396293,0,0,0,0,0.0262606,0
112,0,0,0,0,0,0,0.00596083,0.00226754,0,0,0,0.0202208,0.0177516,0.0287701,0,0,0.0565889,0,0.0209847,0.0332225,0.0102009,0.0615786,0.0442245,0.00591149,0.024943,0.0210185,0.0436722,0.030041,0.0342639,0.03291,0.0359235,0.00340641,0.021183,0.0481891,0.04253,0.0100629,0.011488,0.0174658,0.0159487,0.0172972,0.00514042,0,0,0.0016202,0,0.012849,0.00124814,0.088036,0.0192661,0.0481831,0.0249719,0.00410566,0.00357299,0.0203305,0.0219158,0.0675597,0.0643922,0.017729,0.0378626,0.00746824,0.0198585,0.0181421,0.0026361,0.00214832,0.00144437,0.00435873,0.00383429,0,0,0,0,0.02585,0
113,0,0,0,0,0,0,0.00569558,0.00222349,0,0,0,0.0218111,0.0176339,0.0290301,0,0,0.0569229,0,0.0212015,0.0333593,0.0101604,0.0634734,0.0453237,0.00580989,0.024663,0.0214085,0.0446865,0.0302162,0.0337566,0.0337538,0.0369448,0.00368651,0.0208311,0.0508625,0.0425758,0.0101478,0.0117498,0.017453,0.0159081,0.017234,0.00490094,0,0,0.00144892,0,0.0128274,0.00119097,0.0878909,0.0193883,0.048219,0.0246724,0.00434234,0.00336791,0.0206523,0.021485,0.0677259,0.0641981,0.0173872,0.0377877,0.0073419,0.0199953,0.0178249,0.00245726,0.00212599,0.00147339,0.00436339,0.00353633,0,0,0,0,0.0254576,0
114,0,0,0,0,0,0,0.00546116,0.00227594,0,0,0,0.0232372,0.0175617,0.0293287,0,0,0.0573899,0,0.0212574,0.0335419,0.0102198,0.0641354,0.0457772,0.00585033,0.0243954,0.0217663,0.0453935,0.030438,0.033274,0.0341406,0.0374053,0.003819,0.0204821,0.0531249,0.0427481,0.0101909,0.0121719,0.0170554,0.0158697,0.0171789,0.0046822,0,0,0.00141556,0,0.012805,0.00112064,0.0878777,0.0197088,0.0482456,0.0242444,0.00462097,0.00313107,0.0211106,0.0209164,0.0681635,0.0638383,0.0168989,0.0377794,0.00699973,0.0202373,0.0173153,0.00223156,0.0021624,0.00148062,0.00443864,0.00330343,0,0,0,0,0.0251485,0
