Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73,LILC,x76
233,0,0,0,0,0,0,0.0070857,0.00225003,0,0,0,0.0223726,0.0180322,0.0114769,0,0,0.0539398,0,0.0205852,0.0308021,0.0208113,0.01923,0.0360141,0.0128851,0.025724,0.0268781,0.0376199,0.0306471,0.047778,0.02359,0.0182434,0.011923,0.0169241,0.0243122,0.0413322,0.0100481,0.0107941,0.0172965,0.0153936,0.0134013,0.00585457,0,0,0.00331221,0,0.0125021,0.00196177,0.0809153,0.0184648,0.0430002,0.0191708,0.0142573,0.00738647,0.0226423,0.0196135,0.067069,0.0644085,0.0132909,0.0400297,0.00528811,0.0182026,0.0198171,0.00560385,0.00127639,0.00124842,0.00390569,0.00587878,0,0,0,0,0.0183611,0
234,0,0,0,0,0,0,0.00606649,0.00354156,0,0,0,0.0178545,0.0191959,0.0307047,0,0,0.0704187,0,0.0213268,0.0415708,0.0110956,0.0630926,0.0455801,0.00727493,0.0327444,0.0234092,0.0453171,0.0316845,0.0300133,0.0322268,0.0344405,0.00504555,0.0188931,0.0453539,0.0535064,0.00952698,0.0150982,0.0200688,0.0155352,0.0160587,0.00399511,0,0,0.00204276,0,0.0126263,0.00132934,0.0871888,0.0202215,0.0476817,0.0223401,0.00916472,0.00590643,0.0223825,0.0172242,0.0685721,0.0628674,0.0151558,0.0393679,0.00520762,0.0200215,0.0225772,0.00441515,0.00141563,0.00148681,0.0046526,0.00484205,0,0,0,0,0.0240025,0
235,0,0,0,0,0,0,0.00512834,0.00335793,0,0,0,0.0194042,0.0177036,0.0295833,0,0,0.0547996,0,0.0208663,0.0310844,0.0112151,0.0612417,0.0442731,0.0066026,0.0244476,0.0232476,0.0439999,0.0310506,0.029889,0.0318325,0.0346485,0.00530283,0.0185748,0.0464615,0.0410857,0.0101009,0.0108255,0.0201238,0.0155741,0.0164558,0.00335004,0,0,0.00210537,0,0.0126481,0.00142151,0.0871556,0.0213365,0.0478084,0.0222708,0.00919665,0.00658342,0.0226569,0.0171532,0.0685349,0.0628985,0.0150682,0.0394342,0.00513557,0.0202311,0.0227376,0.00466687,0.00147334,0.00143371,0.00451091,0.00378302,0,0,0,0,0.0237053,0
236,0,0,0,0,0,0,0.0051626,0.00344729,0,0,0,0.0204557,0.0177433,0.028804,0,0,0.054894,0,0.0208881,0.0311045,0.0114325,0.0600782,0.042779,0.00586676,0.0244014,0.0230883,0.0425689,0.0303727,0.029846,0.0312699,0.0343797,0.00561179,0.0182351,0.0472367,0.0410722,0.0102434,0.0108188,0.0201445,0.0155237,0.0168095,0.00356912,0,0,0.00236102,0,0.0126019,0.00155956,0.0869941,0.022478,0.0479867,0.0221784,0.00890065,0.00712284,0.0226265,0.0174011,0.0682183,0.063083,0.0150152,0.0393636,0.00517168,0.0205671,0.022725,0.00503315,0.00149359,0.00137557,0.00467127,0.00353553,0,0,0,0,0.0234445,0
237,0,0,0,0,0,0,0.0053611,0.00351225,0,0,0,0.0209381,0.0176475,0.0277592,0,0,0.0545122,0,0.0209149,0.0308786,0.011677,0.0588799,0.0408988,0.00528628,0.0241569,0.022735,0.0407897,0.0294055,0.0297773,0.0305284,0.0334858,0.00607191,0.0179033,0.0476071,0.0405371,0.0102895,0.0109638,0.0201018,0.0152779,0.0169576,0.00387662,0,0,0.00240139,0,0.0124194,0.00148855,0.0867198,0.0233653,0.0481675,0.0220126,0.00878884,0.00745258,0.0225581,0.0178284,0.0681423,0.0633352,0.0149337,0.0393729,0.00524719,0.020824,0.0228517,0.00506574,0.00143893,0.00133451,0.00487685,0.00362506,0,0,0,0,0.0230656,0
238,0,0,0,0,0,0,0.00545568,0.00340208,0,0,0,0.0216807,0.0175899,0.0269405,0,0,0.054437,0,0.0208747,0.0308772,0.0119926,0.0582185,0.0390349,0.00476258,0.0240919,0.0224407,0.0392395,0.0285786,0.0295522,0.0298221,0.0323847,0.00645867,0.0173158,0.0482923,0.0403849,0.0102683,0.0109325,0.0202564,0.0153642,0.0170997,0.00411249,0,0,0.0027121,0,0.0124909,0.00162704,0.0864271,0.0242826,0.0482647,0.0219442,0.0085979,0.00781701,0.022418,0.01836,0.0680202,0.0635898,0.0150079,0.0393843,0.00538976,0.0211131,0.0226499,0.00543454,0.00133898,0.00137389,0.00503883,0.00374223,0,0,0,0,0.0227112,0
239,0,0,0,0,0,0,0.00771931,0.00277668,0,0,0,0.0140487,0.0178479,0.0126594,0,0,0.0531955,0,0.0204528,0.0302862,0.0259097,0.0245399,0.0399656,0.0101957,0.0253069,0.0280939,0.0432649,0.02956,0.0410778,0.0273048,0.0243379,0.0160603,0.0123513,0.0123342,0.0400328,0.0100526,0.0107621,0.0185227,0.0155244,0.0163059,0.00706127,0,0,0.00483957,0,0.0126318,0.00275151,0.080675,0.0253488,0.0448609,0.0196577,0.0143537,0.00945719,0.0230758,0.0207751,0.0666395,0.0651912,0.014119,0.0395551,0.00597025,0.0210966,0.0217792,0.0072614,0.00102481,0.00116376,0.00523024,0.00627945,0,0,0,0,0.0162432,0
240,0,0,0,0,0,0,0.00776462,0.00281675,0,0,0,0.0120799,0.0178768,0.0121945,0,0,0.0530673,0,0.0203524,0.0301906,0.0268251,0.023544,0.0399312,0.00986488,0.0254655,0.0285732,0.0440626,0.0290226,0.0394532,0.0281171,0.0257881,0.0172717,0.0111656,0.0108254,0.0400572,0.00999984,0.0106462,0.0189009,0.0155433,0.0171448,0.0071583,0,0,0.00510773,0,0.0126442,0.00292921,0.0806122,0.0264424,0.0453719,0.0202096,0.014242,0.00959031,0.0230975,0.0214144,0.0666842,0.0652102,0.0144373,0.039293,0.00615485,0.0217812,0.0222829,0.00738903,0.0010226,0.0010533,0.00543007,0.00646729,0,0,0,0,0.0159864,0
241,0,0,0,0,0,0,0.00557123,0.00345765,0,0,0,0.0272786,0.0177127,0.024546,0,0,0.0552142,0,0.0206137,0.0313479,0.0128269,0.05678,0.0330718,0.0036674,0.0250682,0.02127,0.0341763,0.0258627,0.0285168,0.0270798,0.0294094,0.00777323,0.0153854,0.0540356,0.0410669,0.0100259,0.0109817,0.020254,0.0154658,0.0176095,0.00435648,0,0,0.0035064,0,0.0125772,0.00207499,0.0855101,0.0257604,0.0486603,0.0221569,0.00809205,0.00813851,0.0225054,0.0195907,0.067655,0.0638301,0.0152937,0.0391317,0.0057833,0.0219156,0.0230581,0.00593592,0.00124275,0.00127549,0.00553722,0.00440138,0,0,0,0,0.0215239,0
242,0,0,0,0,0,0,0.00769584,0.00290588,0,0,0,0.00926646,0.0178647,0.012421,0,0,0.0526135,0,0.0202106,0.0298586,0.0282512,0.022195,0.0394256,0.00980312,0.0255375,0.0292148,0.0452394,0.0275409,0.036847,0.0292128,0.0281986,0.0195489,0.00907241,0.00797134,0.0395559,0.00981835,0.010543,0.0182374,0.0155622,0.0157663,0.007272,0,0,0.00554634,0,0.0126624,0.00309709,0.0802147,0.0255638,0.0455357,0.0196242,0.0143503,0.0101686,0.0233239,0.0208896,0.0661179,0.06533,0.0144944,0.0392859,0.00638495,0.0217707,0.0224591,0.00775375,0.000932082,0.00108518,0.00563866,0.00651444,0,0,0,0,0.0157739,0
243,0,0,0,0,0,0,0.00541038,0.00352823,0,0,0,0.0334367,0.0175585,0.0218532,0,0,0.0538093,0,0.0205805,0.0304142,0.0134803,0.0551828,0.0294965,0.00326213,0.0246131,0.020221,0.0307137,0.0235197,0.0283728,0.0261303,0.0291563,0.00968207,0.014806,0.0597586,0.0399125,0.00994618,0.0106339,0.0197834,0.0156145,0.0164797,0.00426712,0,0,0.00373532,0,0.012702,0.00228863,0.0848745,0.0253616,0.0484518,0.0215833,0.00803569,0.00845192,0.0227675,0.0193002,0.0673243,0.0638725,0.0150638,0.0392512,0.0058823,0.0218245,0.0233755,0.00621723,0.00118832,0.00135376,0.00556397,0.0042655,0,0,0,0,0.0210529,0
244,0,0,0,0,0,0,0.00537801,0.0036131,0,0,0,0.0369274,0.0175378,0.0193665,0,0,0.0537495,0,0.0205999,0.0304026,0.0138074,0.0527941,0.0281587,0.00309599,0.0246124,0.0195111,0.0291129,0.0222228,0.0286274,0.0259287,0.029913,0.00981739,0.0148384,0.063399,0.0398719,0.00997449,0.0106593,0.0197254,0.0155911,0.0161789,0.0041311,0,0,0.0036909,0,0.0127167,0.00287117,0.0845581,0.0254574,0.0483819,0.0214578,0.00790988,0.00835093,0.022808,0.0191875,0.0672719,0.0638719,0.0149178,0.0393683,0.00596983,0.0218467,0.023353,0.00616243,0.00120352,0.00151452,0.00555312,0.00422955,0,0,0,0,0.0209404,0
245,0,0,0,0,0,0,0.00749462,0.00303969,0,0,0,0.0085249,0.0179053,0.0139164,0,0,0.052728,0,0.0202706,0.0299794,0.0308922,0.023007,0.0401656,0.0101196,0.0256868,0.0304753,0.0489729,0.0269722,0.0348359,0.0316499,0.0306104,0.0200422,0.00817767,0.00872908,0.0396497,0.00990779,0.0106335,0.0185112,0.01552,0.0149332,0.00708574,0,0,0.00578737,0,0.0126697,0.00399644,0.0799137,0.0258699,0.0460129,0.0196579,0.0148142,0.0102469,0.0234226,0.0201902,0.0658705,0.0654027,0.0147503,0.039331,0.00692093,0.0223839,0.0235628,0.00799854,0.000976947,0.00132384,0.0056167,0.00633811,0,0,0,0,0.0156165,0
246,0,0,0,0,0,0,0.00503138,0.00375358,0,0,0,0.0436853,0.0176698,0.0145511,0,0,0.0539969,0,0.020677,0.0306499,0.0144821,0.0450373,0.0252307,0.00278226,0.0246244,0.0173075,0.0258233,0.0186252,0.0301931,0.0250293,0.0313209,0.00870096,0.0162078,0.0699273,0.0400604,0.0100988,0.010821,0.0200031,0.0155465,0.0161919,0.00378084,0,0,0.00359099,0,0.0126837,0.00275246,0.0841264,0.0258211,0.0482899,0.0214636,0.00756057,0.00807069,0.0229602,0.0193232,0.0671642,0.0638685,0.0150872,0.0395364,0.00624245,0.0220638,0.0239222,0.00587369,0.00123679,0.00137688,0.00541047,0.00387798,0,0,0,0,0.0209822,0
247,0,0,0,0,0,0,0.0050628,0.00390015,0,0,0,0.0457726,0.0176354,0.0177008,0,0,0.0543357,0,0.0205964,0.0308473,0.0146277,0,0.0248338,0.00267058,0.0248273,0.0161826,0.0257198,0.0168697,0.0321681,0.0245263,0.0322614,0.0072538,0.0159957,0.0743775,0.0403529,0.0101021,0.0107634,0.0204508,0.0156235,0.0164095,0.00363501,0,0,0.00350276,0,0.0127567,0.00263015,0.0840344,0.0263411,0.0483011,0.0216271,0.00683117,0.00775463,0.0231112,0.0197568,0.0672985,0.0636114,0.015286,0.0395963,0.00632987,0.0222324,0.0241961,0.00559855,0.00125212,0.00136919,0.00545066,0.00381868,0,0,0,0,0.0213678,0
248,0,0,0,0,0,0,0.00510931,0.00394861,0,0,0,0.0463766,0.0176117,0.0154129,0,0,0.0543142,0,0.0204866,0.0308127,0.0149324,0,0.0221816,0.00248432,0.0250319,0.0140736,0.0227587,0.013856,0.0340972,0.0228988,0.0310103,0.00706301,0.0177571,0.0727226,0.040477,0.0100892,0.0107639,0.0206672,0.015619,0.0164411,0.00343684,0,0,0.00333516,0,0.0127474,0.00256,0.0836446,0.0266311,0.0482267,0.0217505,0.00643134,0.00750486,0.0232363,0.0202148,0.0673466,0.0635257,0.0154377,0.0395868,0.0064596,0.0224437,0.0245656,0.00541539,0.00135501,0.00134626,0.00534697,0.00388477,0,0,0,0,0.0214491,0
249,0,0,0,0,0,0,0.00519196,0.00399363,0,0,0,0.0430703,0.0176712,0.00923731,0,0,0.054865,0,0.0203902,0.0312004,0.0154465,0.0325544,0.0178057,0.00225981,0.0256233,0.0115225,0.0180329,0.0103838,0.0358055,0.0197808,0.0269697,0.0077979,0.0214038,0.0633149,0.0411319,0.0100372,0.0109736,0.0203563,0.0156156,0.0157349,0.00327315,0,0,0.00316361,0,0.0127368,0.00258154,0.082917,0.0258818,0.0478411,0.0213573,0.00626788,0.00738441,0.0233487,0.0202415,0.0669279,0.0637521,0.015249,0.0396999,0.00662901,0.022169,0.024754,0.00531112,0.0014195,0.00128696,0.00518695,0.00397141,0,0,0,0,0.0213241,0
250,0,0,0,0,0,0,0.00512123,0.00396499,0,0,0,0.0377482,0.0175475,0.00795897,0,0,0.0533718,0,0.020298,0.0302438,0.0157371,0.026202,0.01403,0.00226699,0.0252987,0.00940773,0.0147754,0.00787469,0.038027,0.0161692,0.022671,0.00620205,0.0241488,0.0546032,0.0402173,0.0100522,0.0105462,0.0200661,0.0156163,0.0151247,0.00314947,0,0,0.00310397,0,0.0127251,0.00269795,0.0822818,0.0251888,0.0474077,0.021099,0.0060421,0.00743442,0.0234419,0.0203568,0.0665027,0.0639401,0.0149939,0.0398222,0.00688405,0.0218367,0.024842,0.00538427,0.00146983,0.00125411,0.00497048,0.00398143,0,0,0,0,0.0214273,0
251,0,0,0,0,0,0,0.00511853,0.00393116,0,0,0,0.0307735,0.0174909,0.00693465,0,0,0.0527156,0,0.0202761,0.0298217,0.0160908,0.0191463,0.0100174,0.00229309,0.0253125,0.00790645,0.0115968,0.00623565,0.0396248,0.012306,0.0176034,0.0041056,0.0271313,0.0431962,0.0398376,0.0100308,0.0103355,0.0200805,0.0156447,0.0146883,0.00305083,0,0,0.00313944,0,0.0127422,0.00259835,0.081852,0.0249352,0.0470626,0.0208902,0.00597451,0.00747892,0.0235238,0.0204913,0.066135,0.0641096,0.0149578,0.0397411,0.00705971,0.021714,0.0248694,0.00531223,0.0014591,0.00132041,0.00482737,0.00408715,0,0,0,0,0.0215521,0
252,0,0,0,0,0,0,0.00499033,0.00394394,0,0,0,0.0231717,0.017502,0.00675757,0,0,0.0525357,0,0.0203346,0.0297014,0.0165107,0.0121221,0.00685786,0.00216083,0.0252295,0.00728683,0.00897476,0.00572966,0.0406034,0.00895601,0.012475,0.00345681,0.0300337,0.0302053,0.0396254,0.0100366,0.0103276,0.0201173,0.0156297,0.0142443,0.0030397,0,0,0.00305602,0,0.0127281,0.00254267,0.0816253,0.0251009,0.0467891,0.0205413,0.00598317,0.00760152,0.0236339,0.0203895,0.0656863,0.0642983,0.0150153,0.039523,0.00711134,0.0216459,0.0250528,0.00529777,0.00147875,0.00134842,0.00477312,0.00421462,0,0,0,0,0.0216838,0
253,0,0,0,0,0,0,0.00488507,0.00398066,0,0,0,0.0147476,0.0175101,0.00664353,0,0,0.0529145,0,0.0203663,0.0299234,0.0170284,0.00540283,0.00593942,0.00193122,0.025099,0.00756314,0.00753961,0.00609352,0.0412817,0.00718004,0.00843654,0.00534652,0.0328047,0.0172224,0.0396495,0.0100295,0.0106005,0.0202171,0.015634,0.0141798,0.00297663,0,0,0.00294578,0,0.0127457,0.00265515,0.0815556,0.0260053,0.0467323,0.0203396,0.00605268,0.00762786,0.0237413,0.0202507,0.065371,0.0644621,0.0150532,0.0391396,0.007174,0.0218001,0.0254049,0.005302,0.0015267,0.00139365,0.00481757,0.00422986,0,0,0,0,0.0217885,0
254,0,0,0,0,0,0,0.0049025,0.00409979,0,0,0,0.00766771,0.0175048,0.0054214,0,0,0.0536701,0,0.0203561,0.0304002,0.0176723,0.000836503,0.00734772,0.00199447,0.0251127,0.00817897,0.00709795,0.00698149,0.0420434,0.0078974,0.00635869,0.00871336,0.0352436,0.00596035,0.0399544,0.0100002,0.0110089,0.020126,0.0157541,0.0145704,0.00284192,0,0,0.00290677,0,0.0128539,0.00275251,0.0815597,0.0266195,0.0469161,0.0201539,0.00621823,0.00760599,0.0237721,0.0201456,0.0651292,0.0646301,0.0153006,0.0386162,0.00734729,0.0222571,0.0256671,0.00536367,0.001621,0.0014482,0.00491333,0.00410374,0,0,0,0,0.0219014,0
255,0,0,0,0,0,0,0.00517342,0.00428545,0,0,0,0.00576008,0.0183951,0.00232718,0,0,0.0615253,0,0.02022,0.0354745,0.0183669,0.00388359,0.0108926,0.0024059,0.02898,0.00870993,0.00700239,0.00792182,0.0427136,0.00995489,0.00650645,0.0090066,0.0372267,0.00890709,0.0459769,0.00986382,0.012508,0.0196933,0.0158495,0.0149683,0.00320612,0,0,0.00316001,0,0.0129197,0.00247354,0.0815955,0.027005,0.0471432,0.0199332,0.00636496,0.00743897,0.0237662,0.0200064,0.0647945,0.0648463,0.0154752,0.0379863,0.00761798,0.022727,0.0254952,0.00545397,0.00160342,0.00142469,0.00507249,0.00441709,0,0,0,0,0.0219803,0
256,0,0,0,0,0,0,0.00484116,0.0042184,0,0,0,0.0112198,0.0175388,0.00388346,0,0,0.0543775,0,0.0201482,0.0308611,0.0188712,0.00882317,0.014595,0.00265501,0.0252702,0.00886047,0.00667738,0.0082467,0.0433105,0.0117692,0.00756841,0.00759927,0.0383939,0.0162896,0.0404107,0.00999163,0.0112237,0.0190562,0.015793,0.0156736,0.00283681,0,0,0.00328976,0,0.0128751,0.00230755,0.0817509,0.0278147,0.0475203,0.0196772,0.00667002,0.00739929,0.0238034,0.0201266,0.0644989,0.0650127,0.0155688,0.037346,0.00786856,0.0231213,0.0248574,0.00515965,0.00149891,0.00142226,0.00500037,0.00444664,0,0,0,0,0.022065,0
257,0,0,0,0,0,0,0.00505514,0.0043141,0,0,0,0.0134824,0.0176347,0.00679706,0,0,0.0544,0,0.0200177,0.0308742,0.0191334,0.0122549,0.0165482,0.00240127,0.0255867,0.0084859,0.00581328,0.00782766,0.0437585,0.0125232,0.00809444,0.00780448,0.0384012,0.018074,0.040492,0.00999711,0.0110979,0.0179716,0.0157526,0.0164349,0.00273641,0,0,0.0037714,0,0.0128372,0.00249487,0.0818792,0.0287467,0.0477055,0.0192939,0.00644075,0.00763485,0.0237004,0.0203159,0.0640585,0.0653316,0.0155997,0.0366432,0.00803882,0.0232439,0.0235992,0.00507737,0.00151572,0.00140548,0.00505301,0.00470989,0,0,0,0,0.0221885,0
258,0,0,0,0,0,0,0.00645727,0.00470638,0,0,0,0.0115469,0.0196416,0.0069033,0,0,0.0730008,0,0.0202614,0.0432608,0.0189225,0.0121016,0.0163176,0.00203462,0.0358072,0.00827493,0.00536889,0.00701163,0.0432351,0.0121298,0.00739844,0.00729689,0.0377623,0.0149572,0.0553434,0.00923486,0.0162377,0.0167847,0.0157837,0.0174459,0.00395996,0,0,0.00432798,0,0.0128795,0.0028008,0.0819098,0.0300772,0.0478636,0.01894,0.00592954,0.00751416,0.023386,0.0205498,0.0633868,0.0658244,0.015497,0.035746,0.00836608,0.0233857,0.0221108,0.00513701,0.00149582,0.00137015,0.00539659,0.00593106,0,0,0,0,0.0222677,0
259,0,0,0,0,0,0,0.00554186,0.00438511,0,0,0,0.00758235,0.0180497,0.0044528,0,0,0.0558018,0,0.0199054,0.0317849,0.0183137,0.00794469,0.01429,0.00183239,0.0269386,0.00839368,0.00547353,0.00628011,0.0423377,0.0109201,0.00640975,0.00710115,0.0374488,0.00923472,0.0421283,0.00980081,0.0122366,0.0155244,0.0158529,0.0185065,0.00343867,0,0,0.00449256,0,0.0129093,0.00273358,0.081868,0.0313147,0.0481962,0.0183769,0.00595119,0.0075617,0.023076,0.0207819,0.0625809,0.0663925,0.015269,0.0347409,0.00877899,0.0235564,0.0205328,0.00519856,0.00157198,0.00144828,0.00498125,0.00516837,0,0,0,0,0.0223588,0
260,0,0,0,0,0,0,0.00576174,0.004322,0,0,0,0.00704094,0.0180354,0.00416099,0,0,0.0554917,0,0.0199465,0.0316506,0.0176871,0.00425757,0.0114521,0.00162253,0.0269057,0.00851742,0.00610442,0.00565094,0.0416646,0.00918298,0.00622089,0.00707957,0.0363932,0.00537171,0.0420495,0.00968098,0.0124147,0.0141945,0.015832,0.0198199,0.00378358,0,0,0.00474092,0,0.0128716,0.00275558,0.0818438,0.0327034,0.048517,0.0176285,0.00564129,0.00745796,0.0228417,0.0210806,0.0617381,0.0670535,0.0152685,0.0335739,0.00922794,0.0237713,0.0186578,0.00530936,0.00150874,0.00154115,0.0049065,0.00563193,0,0,0,0,0.0223379,0
261,0,0,0,0,0,0,0.00556827,0.00413562,0,0,0,0.0102247,0.0177196,0.00676092,0,0,0.0517243,0,0.0198935,0.0292331,0.017505,0.00784143,0.00899589,0.00132299,0.02498,0.00837373,0.00736145,0.00531855,0.0408913,0.00821362,0.00768428,0.00730316,0.0352068,0.00851203,0.0391125,0.0098037,0.0112597,0.0128923,0.0157381,0.0209578,0.00357989,0,0,0.00471315,0,0.0127645,0.00263093,0.0818558,0.0337296,0.0488327,0.0170412,0.00563845,0.00763305,0.0226108,0.0212994,0.0607549,0.0678288,0.0152437,0.0323043,0.00963047,0.0236444,0.0164866,0.0053864,0.00152961,0.00153369,0.0047172,0.00549302,0,0,0,0,0.0220892,0
262,0,0,0,0,0,0,0.00568817,0.00411704,0,0,0,0.0126356,0.0177905,0.00973078,0,0,0.0516401,0,0.0198047,0.0291936,0.0175871,0.0127347,0.00654542,0.00181021,0.0248082,0.00777377,0.00818378,0.0051844,0.0405942,0.00823069,0.00938543,0.00770201,0.0342324,0.0106584,0.0389292,0.00982686,0.0112926,0.0114537,0.0157925,0.0221434,0.00378812,0,0,0.00450256,0,0.0128165,0.00258935,0.0818013,0.0345958,0.0492695,0.0163811,0.00552492,0.00787143,0.0222498,0.0215085,0.0596739,0.0686676,0.0151246,0.0308954,0.0102527,0.0232902,0.0142198,0.00535729,0.00162428,0.00156254,0.00457753,0.00580925,0,0,0,0,0.0217645,0
263,0,0,0,0,0,0,0.00607437,0.0041912,0,0,0,0.0121151,0.017991,0.0117333,0,0,0.0536487,0,0.019786,0.030552,0.0175348,0.0161841,0.00479733,0.00289402,0.0254081,0.00661799,0.00795335,0.00484529,0.0413054,0.00839362,0.00977609,0.00802264,0.0340065,0.00972468,0.040308,0.00972087,0.0122162,0.00994628,0.0157102,0.0235902,0.00416292,0,0,0.00358077,0,0.0127737,0.00255756,0.081774,0.0356563,0.0497567,0.0155956,0.00491275,0.00744157,0.0221145,0.0217495,0.0586864,0.0694562,0.0149945,0.0294371,0.0111219,0.0229619,0.0118995,0.0048015,0.00167824,0.00158631,0.00448875,0.00626788,0,0,0,0,0.0216101,0
264,0,0,0,0,0,0,0.00603466,0.00391503,0,0,0,0.00931414,0.0178723,0.0118012,0,0,0.0520116,0,0.0197523,0.0294079,0.0172966,0.0185124,0.00464308,0.00370494,0.0241809,0.00518635,0.00706514,0.00489188,0.0429376,0.00821027,0.00852931,0.00841942,0.0348504,0.00654825,0.0389797,0.0098107,0.0119182,0.0103212,0.0154899,0.0241329,0.00417882,0,0,0.00233889,0,0.0126155,0,0.0816124,0.0353172,0.0498798,0.0145242,0.00433875,0.00685169,0.0224866,0.0217157,0.0574909,0.0703579,0.0146535,0.028031,0.0117671,0.0220437,0.00987245,0.00410787,0.00190221,0.00138314,0.00400762,0.006145,0,0,0,0,0.0215491,0
265,0,0,0,0,0,0,0.00602796,0.00399261,0,0,0,0.00778878,0.0178352,0.0114331,0,0,0.0520098,0,0.0196982,0.0293764,0.0170801,0.0207544,0.00612115,0.00474061,0.0242207,0.00431243,0.00629774,0.00654542,0.0450017,0.00843282,0.00697522,0.00907256,0.036172,0.00579132,0.0390002,0.00975285,0.0117692,0.0122613,0.0157224,0.0245372,0.0042002,0,0,0.00341483,0,0.0127649,0.00228509,0.0815366,0.0345563,0.0498935,0.0134257,0.00338797,0.00698675,0.0227908,0.021728,0.0561215,0.0713261,0.0143713,0.0264716,0.0125049,0.0210605,0.00933132,0.00448654,0.00180772,0.00176985,0.00395519,0.00587449,0,0,0,0,0.0215143,0
266,0,0,0,0,0,0,0.00615568,0.00405958,0,0,0,0.0098076,0.0177819,0.0118309,0,0,0.0516024,0,0.0197761,0.0290574,0.0168642,0.022433,0.00734973,0.00588799,0.0241897,0.00463174,0.00625811,0.00840862,0.0468776,0.00926598,0.00611245,0.00942368,0.0374324,0.00824609,0.0388661,0.00982784,0.0115523,0.014074,0.0158595,0.0249769,0.00435887,0,0,0.00444335,0,0.0128925,0.00285666,0.0815674,0.0334795,0.0501482,0.0120861,0.00237234,0.00682205,0.0221012,0.0217805,0.0547215,0.0723555,0.0145587,0.0247204,0.0134875,0.0201375,0.0103626,0.00466419,0.00187127,0.00190127,0.00393544,0.00615898,0,0,0,0,0.0214851,0
267,0,0,0,0,0,0,0.0064471,0.00407849,0,0,0,0.0152484,0.0177734,0.0122878,0,0,0.0511216,0,0.02,0.0286698,0.0164949,0.0227977,0.00756182,0.00691854,0.0241734,0.00529904,0.00659625,0.00957337,0.0483473,0.00960547,0.00593634,0.00964337,0.0381355,0.0132766,0.0386375,0.00993645,0.0112519,0.0157788,0.0159248,0.0248065,0.00455709,0,0,0.00550569,0,0.012945,0.00325293,0.0816316,0.0316455,0.0504263,0.0106033,0.00161636,0.00679017,0.0213951,0.0218053,0.0531595,0.0736075,0.0149437,0.022799,0.014525,0.0190196,0.0125963,0.00475652,0.0017945,0.00208274,0.00388302,0.00667321,0,0,0,0,0.0214605,0
268,0,0,0,0,0,0,0.00688991,0.00406887,0,0,0,0.0201304,0.017771,0.0123417,0,0,0.0514802,0,0.0200421,0.0289523,0.0159271,0.0221377,0.0063713,0.00770911,0.0244793,0.00518892,0.00663733,0.0100631,0.0492901,0.00910312,0.00588973,0.00977898,0.0380661,0.0191879,0.0389634,0.0099516,0.0113578,0.0180025,0.0159187,0.0240295,0.00497058,0,0,0.00603531,0,0.0129312,0.00351617,0.0816824,0.0291284,0.0506537,0.00915691,0.0017512,0.00683358,0.0205704,0.0218644,0.0512483,0.0751271,0.0151742,0.020856,0.0155088,0.0178849,0.0151461,0.00471347,0.00176781,0.00218066,0.00381061,0.00723911,0,0,0,0,0.0213357,0
269,0,0,0,0,0,0,0.00830178,0.00461568,0,0,0,0.0243157,0.0197596,0.0123231,0,0,0.0713989,0,0.0203008,0.0420694,0.0153557,0.0202193,0.00349369,0.00892472,0.0347256,0.00460482,0.00683919,0.0102693,0.0501152,0.00818591,0.00680424,0.00986162,0.0367394,0.0274001,0.0543578,0.00928063,0.0162471,0.0179068,0.0158822,0.0230566,0.00625629,0,0,0.00631296,0,0.0129211,0.00359452,0.0817425,0.0277644,0.0506526,0.00761945,0.00302837,0.00621851,0.0194949,0.021923,0.0493409,0.0767604,0.0155826,0.0190444,0.016551,0.0174416,0.0185398,0.0044539,0.00159284,0.00222714,0.00434513,0.00829655,0,0,0,0,0.0210789,0
270,0,0,0,0,0,0,0.00736552,0.00402232,0,0,0,0.0278282,0.0175617,0.0124483,0,0,0.0513398,0,0.0200419,0.0288881,0.0149628,0.0184238,0.00180841,0.00873777,0.0241936,0.0035867,0.00664016,0.0099316,0.0499853,0.00767498,0.00792,0.00963142,0.0352727,0.0328193,0.0384741,0.0100153,0.0112577,0.0201122,0.0158498,0.0221664,0.00535791,0,0,0.006619,0,0.0128889,0.00359033,0.0817612,0.0260107,0.0509098,0.00569362,0.00323933,0.00659072,0.0182881,0.022003,0.0475396,0.0785088,0.0164571,0.0172923,0.0176965,0.0176153,0.0210102,0.00471497,0.00158606,0.00223995,0.00377653,0.0074593,0,0,0,0,0.0205579,0
