Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73
All Timesteps RMSE,0,0,0,0,0,0,0.00806534,0.00482382,0,0,0,0.03518,0.0144129,0.0173665,0.00647213,0,0,0.0425732,0,0.0233699,0.0244471,0.0177231,0.0329165,0.0195207,0.0307449,0.00626403,0.0174447,0.0156594,0.029583,0.0200986,0.041424,0.0242081,0.0274118,0.0112552,0.0290752,0.0451188,0.033612,0.0108913,0.00892035,0.0257132,0.0156578,0.0213498,0.00715942,0.00751595,0,0,0.00584332,0,0.0124591,0.00454195,0.083196,0.0281942,0.0493251,0.0209055,0.00857713,0.00893104,0.023129,0.0204954,0.0351072,0.0329721,0.0208309,0.0372909,0.0173283,0.0228508,0.0290699,0.00544563,0.00354381,0.00407169,0.00442532,0.00755612,0,0,0,0
0,0,0,0,0,0,0,0.0117092,0.00642758,0,0,0,0.0141662,0.0150951,0.0316234,0.00786403,0,0,0.0440221,0,0.023602,0.0248273,0.00967781,0.063411,0.0220122,0.0455857,0.00418585,0.0199301,0.0244231,0.0467345,0.0341561,0.028555,0.0327921,0.0341424,0.00398232,0.0216591,0.0374991,0.0353933,0.0105273,0.00963183,0.0240867,0.0153002,0.01312,0.00777129,0.0103722,0,0,0.00216705,0,0.0124049,0.000866637,0.0862036,0.0218767,0.0500725,0.0182818,0.0096714,0.0071211,0.0260483,0.018564,0.023826,0.0369186,0.0112391,0.0382783,0.00412129,0.0172065,0.0275405,0.00339484,0.00139984,0.0010068,0.0060598,0.0112692,0,0,0,0
1,0,0,0,0,0,0,0.0104775,0.00562943,0,0,0,0.0145922,0.0150897,0.0302503,0.00793006,0,0,0.0441739,0,0.0235494,0.0250745,0.0101899,0.061531,0.0223519,0.0439879,0.0043111,0.0188019,0.0242912,0.0449461,0.0332328,0.0282481,0.0319086,0.0334523,0.00486836,0.020839,0.0376268,0.0354498,0.0107234,0.00940082,0.0251357,0.0153064,0.0133716,0.00786059,0.00957912,0,0,0.00218583,0,0.0124359,0.000795026,0.0863094,0.022206,0.0502325,0.0186293,0.00973367,0.0072601,0.0261076,0.0183126,0.0237131,0.0369064,0.0112506,0.0386562,0.00399062,0.0172517,0.0285558,0.00366018,0.00125025,0.0009943,0,0.010371,0,0,0,0
2,0,0,0,0,0,0,0.010627,0.00581316,0,0,0,0.015264,0.0148805,0.0288763,0.00796528,0,0,0.0443863,0,0.0236638,0.0252278,0.0106355,0.0594401,0.0221174,0.0420024,0.00358065,0.0185031,0.0239353,0.0430795,0.0321246,0.0280728,0.0309006,0.0326518,0.00526148,0.0200734,0.0376009,0.0355946,0.0105764,0.00951828,0.0258313,0.0152661,0.0133266,0.0077129,0.00974818,0,0,0.00204819,0,0.0124305,0.00107485,0.0862386,0.0226362,0.0503197,0.0186934,0.00960519,0.0075649,0.0261652,0.0183622,0.0235996,0.0369513,0.0112925,0.0388515,0.00395146,0.0173799,0.0296063,0.00405221,0.00114709,0.000866315,0.0052832,0.0104445,0,0,0,0
3,0,0,0,0,0,0,0.0105683,0.00592145,0,0,0,0.0159564,0.0147408,0.0277884,0.00774391,0,0,0.0446348,0,0.0237205,0.0254063,0.011032,0.0576369,0.0218459,0.0397561,0.00315048,0.0182468,0.0234339,0.0411958,0.0309443,0.027891,0.0297853,0.0316423,0.00602394,0.0192705,0.0371427,0.0357446,0.0104345,0.00967069,0.0264573,0.0151824,0.0131562,0.00753504,0.00968479,0,0,0.00222044,0,0.0123942,0.00128427,0.0860652,0.0230419,0.0504201,0.0186276,0.00976848,0.00783471,0.0262723,0.0184729,0.0234579,0.037033,0.0113619,0.0388958,0.00412559,0.0176675,0.0307724,0.00444737,0.00109871,0.000690846,0.0054297,0.0103874,0,0,0,0
4,0,0,0,0,0,0,0.00825657,0.00511829,0,0,0,0.0166544,0.0148344,0.0264464,0.00762951,0,0,0.0443541,0,0.0235478,0.0255893,0.0113646,0.0559958,0.0211675,0.0376747,0.00274464,0.0179277,0.0229093,0.0392768,0.0298447,0.0275938,0.0288371,0.030519,0.00691415,0.0183712,0.0370549,0.0357366,0.0105313,0.0093702,0.0270481,0.015216,0.0127548,0.00759752,0.00774657,0,0,0.00272279,0,0.0124082,0.000921147,0.0857905,0.0231277,0.0502937,0.0183555,0.00957266,0.00745174,0.0263036,0.018399,0.023355,0.0370225,0.0113688,0.0387947,0.00427916,0.017832,0.0315081,0.00449745,0.00116567,0.000653049,0,0.00840501,0,0,0,0
5,0,0,0,0,0,0,0.00904871,0.0066022,0,0,0,0.00780551,0.0150576,0.0165449,0.00829254,0,0,0.0451081,0,0.0234931,0.0256972,0.0266881,0.0289482,0.0142277,0.0428633,0.00881923,0.0168217,0.0284837,0.0460211,0.0305359,0.0387721,0.0293262,0.0273781,0.0174602,0.0126977,0.00295543,0.0358277,0.0104988,0.00976332,0.0252428,0.0153032,0.0104325,0.00719906,0.00845099,0,0,0.00454389,0,0.0124794,0.00143326,0.0798948,0.0229827,0.0466614,0.0155813,0.0155311,0.00918856,0.0269751,0.0198464,0.0249497,0.0364581,0.0109681,0.0389118,0.00539398,0.0178744,0.0311211,0.0061108,0.00130138,0.000610325,0.00613533,0.0094813,0,0,0,0
6,0,0,0,0,0,0,0.0104914,0.00713963,0,0,0,0.00609626,0.0150623,0.0168224,0.00865006,0,0,0.0455202,0,0.023595,0.0253914,0.0274555,0.0285893,0.014195,0.0429038,0.0088705,0.0168675,0.0289474,0.0469746,0.0297945,0.0373224,0.0301381,0.0292002,0.0187043,0.0111897,0.00639478,0.0361112,0.0104879,0.0101347,0.0252969,0.0153316,0.0101334,0.0072774,0.00969733,0,0,0.00441217,0,0.0125128,0.001556,0.0796981,0.0230107,0.0469767,0.0157684,0.0159386,0.00983395,0.0272077,0.0199521,0.0249433,0.0365676,0.0113449,0.0389243,0.00562194,0.0183002,0.0318896,0.00633104,0.00111231,0.000533812,0.00647404,0.0108011,0,0,0,0
7,0,0,0,0,0,0,0.0104329,0.00701193,0,0,0,0.00639358,0.0149377,0.0174161,0.00906503,0,0,0.0452692,0,0.0234668,0.0252256,0.0283136,0.0279092,0.0140716,0.0427471,0.00866225,0.0167187,0.0294312,0.047787,0.0289524,0.0360206,0.0309694,0.0310393,0.0199781,0.0098485,0.0104288,0.0359366,0.0105514,0.00978645,0.025003,0.0153712,0.009878,0.00720573,0.0097106,0,0,0.00466882,0,0.0125427,0.00193391,0.0795617,0.0226656,0.0471767,0.0160714,0.0158307,0.00990488,0.0274458,0.0200366,0.0249128,0.0366137,0.0116444,0.0388735,0.00587763,0.0185172,0.032395,0.00657898,0.000849255,0.000465384,0.00669244,0.0107507,0,0,0,0
8,0,0,0,0,0,0,0.00863914,0.00629379,0,0,0,0.00811472,0.0147512,0.0182636,0.00943737,0,0,0.0451632,0,0.02333,0.0254518,0.0292703,0.0277296,0.0138262,0.0431139,0.00861978,0.016477,0.0300519,0.0491075,0.0286178,0.0350048,0.0320738,0.03298,0.0211402,0.00868069,0.0145584,0.0357846,0.0106865,0.00896373,0.0254997,0.0152894,0.00949989,0.00748818,0.00828981,0,0,0.0052865,0,0.0124583,0.00205592,0.0793663,0.0220736,0.0471187,0.0162749,0.0156064,0.00938335,0.0272357,0.0198928,0.025123,0.0362417,0.0119073,0.0387156,0.00618056,0.0186809,0.0332745,0.00653593,0.00134922,0.000547017,0.0064174,0.00913377,0,0,0,0
