Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,LWRA,
235,0.0303576,0,0,0,0,0.0351291,0,0,0,0,0,0,0.0254455,0,0.0230569,0.0638268,0,0,0.0165019,0,0,0.025811,0.0785348,0.0185827,0.0114625,0.00872589,0.0423472,0.0557003,0.0816083,0.0470341,0.0970255,0.0142515,0.0129065,0.0259859,0.0284986,0.0241914,0.018386,0.0196589,0.0413714,0,0.0151457,0.0639734,0.0383105,0,0,0.025407,0,0,0.0445227,0.054816,0.0302387,0.0229469,0.0147614,0.0517195,0.0647988,0.0454203,0.0757319,0.0680653,0.0233879,0.0627801,0.0359958,0.0491232,0.0812269,0.0137248,0.00938918,0.00905341,0.0217485,0.021382,0.0331052,0,0
236,0.0303502,0,0,0,0,0.0351289,0,0,0,0,0,0,0.0253803,0,0.0230619,0.0638064,0,0,0.0163693,0,0,0.0257697,0.0785354,0.0185929,0.0114163,0.00872707,0.0424334,0.0560262,0.0815297,0.0470637,0.0970181,0.0142462,0.0128247,0.0259926,0.0285108,0.0243468,0.0185746,0.0196251,0.0413158,0,0.0150727,0.0638946,0.0383455,0,0,0.0255228,0,0,0.0445718,0.0547968,0.0303094,0.0228799,0.0146493,0.0517439,0.0648197,0.0454157,0.0757715,0.0680606,0.0233204,0.0627139,0.0359539,0.049082,0.0811539,0.0137289,0.00930124,0.00924233,0.0217677,0.0215924,0.0332855,0,0
237,0.0303522,0,0,0,0,0.0351257,0,0,0,0,0,0,0.0253312,0,0.0230607,0.0638123,0,0,0.0162375,0,0,0.025735,0.0785352,0.0185848,0.0113699,0.00869206,0.0425196,0.0563813,0.081452,0.0471245,0.0970383,0.0141978,0.0128337,0.0259849,0.0285236,0.0244082,0.0187773,0.0196054,0.0413196,0,0.0150363,0.063891,0.0383239,0,0,0.0256837,0,0,0.044614,0.0547451,0.0303341,0.0228407,0.014551,0.0517839,0.064839,0.0454463,0.0757938,0.0680906,0.0233088,0.0626323,0.0359185,0.0489926,0.0811524,0.013702,0.00920181,0.00940671,0.0218035,0.0217267,0.0334136,0,0
238,0.0303558,0,0,0,0,0.0351543,0,0,0,0,0,0,0.0252977,0,0.0230289,0.0638056,0,0,0.0161082,0,0,0.02573,0.0785353,0.018594,0.0113375,0.00865532,0.0426258,0.0567197,0.0813836,0.0471655,0.0970824,0.0142344,0.0128287,0.0259611,0.0285057,0.0244402,0.0189987,0.019615,0.04134,0,0.0149976,0.0637303,0.0382838,0,0,0.0258348,0,0,0.0446684,0.0546803,0.0303585,0.0228142,0.0144358,0.0518457,0.064825,0.0454412,0.0758323,0.0681386,0.0233277,0.0625879,0.0359034,0.0489225,0.0811257,0.013691,0.00910009,0.00955774,0.0218801,0.021989,0.0335089,0,0
239,0.0303465,0,0,0,0,0.0351688,0,0,0,0,0,0,0.0252213,0,0.0229828,0.0637896,0,0,0.0159364,0,0,0.0257736,0.0785369,0.0186267,0.0113321,0.00861138,0.0427267,0.056975,0.0813272,0.0472495,0.0971508,0.0144919,0.0127846,0.0259615,0.028467,0.0245111,0.0192273,0.01967,0.0413315,0,0.0149752,0.0636141,0.0382619,0,0,0.0259665,0,0,0.0447193,0.0546205,0.0304063,0.0227819,0.0143375,0.0519389,0.0647991,0.045365,0.075927,0.0681816,0.0233533,0.0625779,0.0358908,0.0489333,0.0810786,0.0136499,0.00897938,0.00964518,0.0219425,0.0224654,0.0335942,0,0
240,0.0303239,0,0,0,0,0.0351923,0,0,0,0,0,0,0.0251117,0,0.022942,0.0637924,0,0,0.0158567,0,0,0.0258178,0.0785296,0.0186476,0.0113327,0.0085619,0.0428134,0.0571865,0.0812823,0.0473411,0.0971925,0.0148093,0.0127245,0.0259553,0.028441,0.0246155,0.0193903,0.019689,0.0413004,0,0.0149338,0.0635975,0.0382621,0,0,0.0260195,0,0,0.0447279,0.0545989,0.0304455,0.0227398,0.0142224,0.0520068,0.0647828,0.0454458,0.0759854,0.0682115,0.0233831,0.0625749,0.03589,0.0489564,0.0810465,0.0136309,0.00894321,0.00969409,0.0220154,0.0228127,0.0336539,0,0
241,0.0302935,0,0,0,0,0.0353023,0,0,0,0,0,0,0.0249637,0,0.0229218,0.0637659,0,0,0.0158616,0,0,0.0257644,0.0785366,0.0186686,0.0113469,0.00851174,0.0428882,0.0573354,0.0812371,0.0473873,0.0971788,0.0146005,0.0127243,0.0259954,0.0285069,0.0246664,0.0194665,0.0196146,0.0412567,0,0.0148601,0.0635645,0.0382654,0,0,0.0260682,0,0,0.0447284,0.0545862,0.0304746,0.0227029,0.0141324,0.0520595,0.0647485,0.0454857,0.0759694,0.0682107,0.0234105,0.0626012,0.035877,0.0489461,0.0810268,0.0136541,0.00898153,0.0096714,0.0219896,0.0230461,0.0336805,0,0
242,0.03027,0,0,0,0,0.0354427,0,0,0,0,0,0,0.025003,0,0.0229486,0.0637478,0,0,0.0159049,0,0,0.0256676,0.0785538,0.0186656,0.0113926,0.00845719,0.0429636,0.0574793,0.0812041,0.0473826,0.0971858,0.0141407,0.0127659,0.0260526,0.0286289,0.0247226,0.0194875,0.0195399,0.0413293,0,0.0147917,0.0635874,0.038271,0,0,0.0261012,0,0,0.0447223,0.0545487,0.0305276,0.0226765,0.0140739,0.0520962,0.0647331,0.045404,0.0759477,0.068191,0.0234025,0.0627209,0.0358654,0.0489164,0.0809955,0.0136589,0.00904275,0.00960059,0.0219908,0.0232631,0.0336876,0,0
243,0.030287,0,0,0,0,0.0355103,0,0,0,0,0,0,0.0249915,0,0.0229643,0.063723,0,0,0.016011,0,0,0.0256019,0.078524,0.0186604,0.0114308,0.00840949,0.0430421,0.0576295,0.0812085,0.0473651,0.0972132,0.0139748,0.0127816,0.026104,0.0286843,0.0248965,0.0194805,0.0195764,0.0414568,0,0.0147379,0.0636499,0.0382885,0,0,0.0260943,0,0,0.044702,0.0545244,0.030572,0.0226772,0.0140396,0.0521358,0.06476,0.0453437,0.0760042,0.0681889,0.0233804,0.0628637,0.0358599,0.0489063,0.0809653,0.0136804,0.00904335,0.00950812,0.0220486,0.023642,0.033705,0,0
244,0.0302906,0,0,0,0,0.0355473,0,0,0,0,0,0,0.0249328,0,0.022932,0.0636815,0,0,0.0161145,0,0,0.0256168,0.0784882,0.0186607,0.0114579,0.00839933,0.0431146,0.0577825,0.0812303,0.0473835,0.0972163,0.0140669,0.0127865,0.0261656,0.0286976,0.0251934,0.0195036,0.0197142,0.0415087,0,0.0146935,0.0636865,0.0382962,0,0,0.0260557,0,0,0.0446499,0.0545265,0.0306071,0.0226785,0.0139521,0.0521761,0.06481,0.0453768,0.076048,0.0682107,0.0233575,0.0627068,0.0358671,0.0489087,0.0809531,0.0137089,0.00900073,0.00941747,0.0221213,0.0240191,0.0337232,0,0
245,0.0302805,0,0,0,0,0.0355576,0,0,0,0,0,0,0.0247818,0,0.0229149,0.0636305,0,0,0.0162627,0,0,0.0256458,0.0784791,0.0187054,0.0114098,0.00848195,0.043198,0.0580075,0.0812334,0.0473979,0.0971943,0.0144941,0.0127869,0.0261455,0.0286886,0.0254924,0.0195385,0.0198306,0.04151,0,0.0146565,0.0637822,0.038299,0,0,0.0260183,0,0,0.0446041,0.0545351,0.0306469,0.0226705,0.0139122,0.0522002,0.0648713,0.0454916,0.0760675,0.0682583,0.0233713,0.0625797,0.0358608,0.0488523,0.0809268,0.0137511,0.00904404,0.00932131,0.0222083,0.0243108,0.0337402,0,0
246,0.0303022,0,0,0,0,0.0355758,0,0,0,0,0,0,0.0246296,0,0.0229395,0.0635864,0,0,0.0163807,0,0,0.0256359,0.0784648,0.0187301,0.0113429,0.0084325,0.0433104,0.0582433,0.08123,0.0474648,0.0972182,0.01468,0.012683,0.0260701,0.0286243,0.0256407,0.0195935,0.0198994,0.0414365,0,0.0146062,0.0637572,0.0382965,0,0,0.026036,0,0,0.0445718,0.0545171,0.0306839,0.0226666,0.0138847,0.0522331,0.0649289,0.0455936,0.076086,0.0683168,0.0234291,0.0625168,0.0358271,0.0487939,0.0808618,0.013762,0.00911783,0.00914237,0.0221741,0.0245241,0.0337245,0,0
247,0.0303183,0,0,0,0,0.0356448,0,0,0,0,0,0,0.02458,0,0.0229427,0.0635253,0,0,0.0165025,0,0,0.0256262,0.0784534,0.018753,0.011333,0.00846276,0.0433944,0.0584894,0.0812222,0.0475424,0.0972065,0.0147443,0.0126811,0.0261005,0.0286092,0.0258,0.0196403,0.0199939,0.041239,0,0.0145348,0.0636941,0.0382839,0,0,0.0260268,0,0,0.0445135,0.0544712,0.0306972,0.0226952,0.0138445,0.052292,0.0649893,0.0456124,0.0760992,0.0683782,0.0234997,0.0624711,0.0357787,0.0487372,0.080796,0.0137267,0.00915022,0.00893586,0.0220832,0.0246504,0.0336935,0,0
248,0.0303578,0,0,0,0,0.0357832,0,0,0,0,0,0,0.024469,0,0.0228838,0.0634697,0,0,0.0166465,0,0,0.0255272,0.0783934,0.0187771,0.0112643,0.00833733,0.0434759,0.0587128,0.0811916,0.0477141,0.0973005,0.0146015,0.0126657,0.0261135,0.028542,0.0258422,0.0196798,0.0200215,0.0413359,0,0.0144788,0.0636587,0.0382646,0,0,0.0259968,0,0,0.0444805,0.0544431,0.0307101,0.0227257,0.0137948,0.0523592,0.064996,0.0456376,0.0761072,0.0684341,0.0235729,0.0624431,0.0357278,0.048681,0.0807672,0.0137272,0.00912757,0.00877101,0.022021,0.0247829,0.0336139,0,0
249,0.0303782,0,0,0,0,0.0358468,0,0,0,0,0,0,0.0244782,0,0.0228697,0.0634312,0,0,0.0167807,0,0,0.0254665,0.0783522,0.0187733,0.011225,0.0082936,0.0435264,0.0588881,0.0811762,0.0478277,0.0973768,0.0145861,0.0125922,0.0261288,0.0285312,0.0260002,0.0197366,0.0200902,0.0414092,0,0.0143978,0.0636995,0.0382567,0,0,0.0259505,0,0,0.0444655,0.05442,0.0307341,0.0227159,0.0137209,0.0524079,0.0649925,0.045629,0.0761534,0.0685078,0.0236025,0.0624012,0.0356907,0.0486491,0.0807421,0.0137365,0.00915129,0.00863724,0.0220951,0.0248574,0.033501,0,0
250,0.0303465,0,0,0,0,0.0358876,0,0,0,0,0,0,0.0244326,0,0.0229261,0.0634477,0,0,0.0169081,0,0,0.0254639,0.0783348,0.0188046,0.011254,0.00829572,0.0435566,0.0590403,0.081159,0.047875,0.0973823,0.0144823,0.0125454,0.0261404,0.028546,0.0261581,0.0197612,0.0202242,0.0412875,0,0.0142713,0.0637879,0.0382301,0,0,0.0258584,0,0,0.0444205,0.054403,0.0307849,0.0227072,0.013637,0.0524261,0.0649708,0.0455838,0.0762176,0.0685781,0.023631,0.0623756,0.0356783,0.0485945,0.0807169,0.0137398,0.00925458,0.00853035,0.0222673,0.0248458,0.0334027,0,0
251,0.0302873,0,0,0,0,0.035948,0,0,0,0,0,0,0.0243594,0,0.0230424,0.0634525,0,0,0.0170864,0,0,0.0253857,0.0783231,0.0188425,0.0112964,0.00830081,0.0435776,0.0591506,0.0811382,0.0479472,0.0973992,0.0143895,0.0124584,0.0260906,0.0285494,0.0263377,0.0197184,0.0203016,0.0411477,0,0.0141217,0.063812,0.0381818,0,0,0.0257548,0,0,0.0443484,0.0543966,0.0308309,0.0227033,0.0135452,0.0524125,0.0649393,0.0456435,0.0762381,0.0686336,0.0237089,0.0623684,0.0356728,0.0485231,0.0807095,0.013727,0.00944361,0.00842974,0.0222799,0.0248482,0.0333424,0,0
252,0.0302399,0,0,0,0,0.0359892,0,0,0,0,0,0,0.0243131,0,0.0231138,0.0634133,0,0,0.0173136,0,0,0.0253482,0.0783145,0.0188722,0.0112632,0.00830212,0.0435705,0.0592141,0.0811267,0.0480051,0.0974274,0.0143314,0.0123872,0.0260894,0.0285407,0.0264577,0.0196516,0.0203726,0.0410606,0,0.0139992,0.063817,0.0381665,0,0,0.0256485,0,0,0.0442816,0.0543759,0.0308535,0.022699,0.0134819,0.0523635,0.0649614,0.045734,0.076231,0.0687047,0.0238503,0.0623402,0.035665,0.0484984,0.0806939,0.0137495,0.00966876,0.00831919,0.0222451,0.0247203,0.0333163,0,0
253,0.0302213,0,0,0,0,0.0360485,0,0,0,0,0,0,0.0242922,0,0.0231428,0.0633206,0,0,0.0175406,0,0,0.0253338,0.078322,0.0189084,0.0111439,0.00831043,0.0435758,0.0592109,0.0811134,0.0480591,0.0974719,0.0143389,0.0123283,0.0261033,0.0285476,0.0265332,0.0195514,0.020439,0.0413553,0,0.0139124,0.0638584,0.0381644,0,0,0.0255059,0,0,0.0442252,0.0543461,0.0308526,0.0226788,0.0134601,0.0523156,0.0650229,0.0457194,0.0762282,0.0687662,0.0240025,0.0622924,0.035643,0.0485048,0.0806889,0.0137974,0.00987342,0.00815805,0.0221846,0.0246822,0.0333019,0,0
254,0.0302127,0,0,0,0,0.0360788,0,0,0,0,0,0,0.0242815,0,0.0231518,0.0632423,0,0,0.0177677,0,0,0.02538,0.0783521,0.0189442,0.0110306,0.00831197,0.0435888,0.0591521,0.0810898,0.0481283,0.0974801,0.0143364,0.0123321,0.0261084,0.0285528,0.0265552,0.0194382,0.0205175,0.0412886,0,0.0137518,0.0638519,0.0381631,0,0,0.0252914,0,0,0.0441422,0.0543181,0.0309439,0.0226098,0.0133366,0.0522434,0.0650904,0.0456529,0.076219,0.0688253,0.0240063,0.0622527,0.0356178,0.0485027,0.0806408,0.0138148,0.0100676,0.0079803,0.0220495,0.0246289,0.0333048,0,0
255,0.0301772,0,0,0,0,0.0361077,0,0,0,0,0,0,0.0242975,0,0.0231442,0.0632224,0,0,0.0179558,0,0,0.0253817,0.0783876,0.0189489,0.0110549,0.00832241,0.0435788,0.0590767,0.0810265,0.0482072,0.0974913,0.0142701,0.0123481,0.0261186,0.0285631,0.0266146,0.0193513,0.0205545,0.0415547,0,0.0136559,0.0638547,0.0381405,0,0,0.0250609,0,0,0.0440641,0.0542979,0.0310662,0.0225037,0.01315,0.0521553,0.065142,0.0456879,0.076198,0.0688944,0.0240516,0.0622351,0.035581,0.048538,0.0805684,0.0138252,0.0101999,0.00785452,0.0219757,0.0245429,0.0333182,0,0
256,0.0301185,0,0,0,0,0.03614,0,0,0,0,0,0,0.0243192,0,0.0231505,0.063224,0,0,0.0180771,0,0,0.0253696,0.0784022,0.0189326,0.0110072,0.00832733,0.043563,0.0590227,0.0809009,0.0482968,0.0974951,0.01429,0.0123269,0.0261499,0.0285705,0.0267363,0.0192415,0.0205691,0.0416627,0,0.0135914,0.0639328,0.0381223,0,0,0.0249123,0,0,0.0440305,0.0542933,0.0311924,0.0223949,0.0129045,0.0521044,0.0652087,0.0457368,0.0761989,0.0689916,0.0241882,0.0621591,0.0355388,0.0485338,0.0804779,0.0138294,0.010347,0.00774389,0.0219501,0.0243245,0.0333358,0,0
257,0.0300548,0,0,0,0,0.0361732,0,0,0,0,0,0,0.0243415,0,0.0231287,0.0631887,0,0,0.0181704,0,0,0.0253669,0.0783934,0.0189281,0.0108608,0.00835385,0.0435696,0.0590128,0.0807815,0.0483551,0.0974392,0.0143289,0.0123305,0.0262153,0.0285695,0.0266978,0.0191473,0.0206028,0.0413807,0,0.0134772,0.0639497,0.0381363,0,0,0.0248253,0,0,0.0440722,0.0543148,0.0313336,0.0222324,0.0126195,0.0520494,0.0653353,0.0456062,0.0762384,0.0691159,0.0242962,0.0620705,0.0354895,0.0484505,0.0803865,0.0138453,0.0104404,0.00764884,0.0219757,0.0241318,0.0333412,0,0
258,0.0300067,0,0,0,0,0.0362037,0,0,0,0,0,0,0.0243743,0,0.023124,0.0631562,0,0,0.0181867,0,0,0.0253758,0.0783693,0.0189433,0.0106841,0.00842065,0.0435935,0.0589896,0.0806882,0.0483844,0.0973392,0.0143382,0.0123543,0.0262471,0.0286019,0.0266196,0.0191053,0.0206817,0.040743,0,0.0133579,0.063941,0.0381396,0,0,0.0247406,0,0,0.0440622,0.0543722,0.0315336,0.0219855,0.0121794,0.0519835,0.0655375,0.0454436,0.0762791,0.0692444,0.0243888,0.0620034,0.0354507,0.0483229,0.0802581,0.0138864,0.0105776,0.00761182,0.0220473,0.0240089,0.0333287,0,0
259,0.0299321,0,0,0,0,0.0362689,0,0,0,0,0,0,0.0244498,0,0.0230892,0.0631576,0,0,0.0181714,0,0,0.0254008,0.0783532,0.0189556,0.0104853,0.00857003,0.0436084,0.0590004,0.0806085,0.0483449,0.0972476,0.0144424,0.0123364,0.0262605,0.0286744,0.0265735,0.0191169,0.0207448,0.0401115,0,0.0132567,0.0638544,0.0381438,0,0,0.024695,0,0,0.0440791,0.0544657,0.0317889,0.0217281,0.0116698,0.0519436,0.0658238,0.0452829,0.0763566,0.0693992,0.0244524,0.0619738,0.0354068,0.0482772,0.0800792,0.0139483,0.0107421,0.00754931,0.0220958,0.0238904,0.0333205,0,0
260,0.0297671,0,0,0,0,0.0363552,0,0,0,0,0,0,0.0245976,0,0.0230179,0.063332,0,0,0.0181356,0,0,0.0254204,0.0783037,0.0189559,0.0101959,0.00878469,0.0436118,0.0590531,0.0805175,0.0481978,0.0971288,0.0144862,0.012239,0.0263146,0.0287819,0.0264727,0.0192037,0.0207786,0.0390868,0,0.0130594,0.0635651,0.0381104,0,0,0.0246795,0,0,0.0440984,0.0547352,0.0320866,0.0212613,0.0110909,0.0518601,0.0661078,0.0450112,0.0763492,0.0695817,0.0245785,0.0619408,0.0354003,0.0482455,0.0798646,0.0140278,0.0108766,0.00745428,0.0221798,0.0237456,0.0333749,0,0
261,0.029598,0,0,0,0,0.0364459,0,0,0,0,0,0,0.0247526,0,0.0229662,0.0636107,0,0,0.0180683,0,0,0.0254082,0.0781367,0.0188984,0.00978295,0.00877824,0.0436188,0.0590663,0.0803853,0.0480956,0.0971707,0.0142823,0.0119737,0.0263142,0.0287233,0.0262901,0.0192604,0.0207959,0.0381424,0,0.0129368,0.0631312,0.0380471,0,0,0.0246773,0,0,0.0440978,0.0550909,0.0323949,0.0207147,0.0104971,0.0518138,0.0662817,0.0447147,0.0763063,0.0697339,0.0247268,0.0618522,0.0354037,0.0481337,0.0796813,0.0142602,0.0110052,0.00739051,0.0222965,0.0236877,0.0334094,0,0
262,0.0294164,0,0,0,0,0.0365364,0,0,0,0,0,0,0.0249321,0,0.0229018,0.0639375,0,0,0.0179667,0,0,0.0253994,0.0779227,0.0188373,0.00939961,0.00884378,0.0435863,0.0590962,0.0802755,0.0480361,0.0971846,0.0140308,0.011802,0.0263514,0.0287123,0.0261131,0.0193193,0.0208255,0.0369551,0,0.0128019,0.0626703,0.0379617,0,0,0.0246578,0,0,0.0440809,0.0555747,0.03276,0.0201073,0.0100263,0.0518595,0.0663963,0.0444543,0.0761885,0.0698691,0.024876,0.0617478,0.0354363,0.0480098,0.0794386,0.0148691,0.0111566,0.00737885,0.0223346,0.023652,0.0334858,0,0
263,0.0298618,0,0,0,0,0.0365803,0,0,0,0,0,0,0.0251069,0,0.0226067,0.065428,0,0,0.0178723,0,0,0.0254322,0.0772527,0.0186279,0.00927145,0.00924716,0.0430961,0.0578279,0.0805499,0.0480774,0.0973604,0.0136299,0.0114937,0.0264172,0.02873,0.0257401,0.018701,0.0206854,0.0368873,0,0,0.0617365,0.0382444,0,0,0.0245481,0,0,0.0441148,0,0.0324629,0.0216793,0,0.0531064,0.0665606,0.0460574,0,0.0710857,0.0254649,0.0602365,0.0347115,0.0465253,0.0780334,0.0170163,0.011426,0.00742888,0.02229,0.0236937,0.0329845,0,0
264,0.0289509,0,0,0,0,0.0365799,0,0,0,0,0,0,0.0252608,0,0.0228001,0.0646657,0,0,0.0177817,0,0,0.0255148,0.0773529,0.018753,0.00870679,0.00923429,0.043473,0.0594487,0.0802643,0.0479854,0.0971759,0.0136309,0.0116487,0.0265667,0.0287828,0.0255419,0.0195345,0.0209771,0.0322868,0,0.0124759,0.061525,0.0377059,0,0,0.0247087,0,0,0.0441708,0.0569498,0.0340283,0.0186777,0.00907767,0.052288,0.0665885,0.0435745,0.0759951,0.0703015,0.0245486,0.0617587,0.0355953,0.0479098,0.0787861,0.0184162,0.0114249,0.00735405,0.0223022,0.023709,0.0338316,0,0
265,0.0286506,0,0,0,0,0.0365657,0,0,0,0,0,0,0.0255373,0,0.0227457,0.06494,0,0,0.0177138,0,0,0.0255772,0.0769646,0.0186781,0.00841374,0.00946443,0.0434422,0.0597139,0.0803377,0.0480454,0.0972679,0.0135596,0.0116229,0.0266652,0.0287655,0.0252209,0.0196527,0.0210427,0.0288566,0,0.0125574,0.0610273,0.0375475,0,0,0.0247282,0,0,0.0442405,0.0578944,0.0349584,0.0179223,0.00919242,0.0526507,0.0666184,0.0429519,0.076016,0.0706586,0.0244215,0.0618774,0.0356005,0.0478997,0.0784799,0.0224028,0.0115217,0.00741691,0.0223047,0.0237873,0.0341009,0,0
266,0.028264,0,0,0,0,0.0365749,0,0,0,0,0,0,0.0256976,0,0.0226858,0.0652293,0,0,0.017639,0,0,0.0255516,0.07654,0.0186611,0.00814984,0.00965052,0.043424,0.0600177,0.080437,0.0480688,0.0973925,0.0135149,0.0116672,0.0267518,0.0287269,0.0250513,0.0198656,0.0211097,0.0249569,0,0.0129385,0.0604488,0.0373395,0,0,0.0247621,0,0,0.0442969,0.0590246,0.0361242,0.0172089,0.00987362,0.0529756,0.066719,0.0423895,0.0759898,0.0710793,0.024532,0.0619033,0.0354993,0.0477542,0.0781393,0.0281602,0.011611,0.0074896,0.022368,0.0239311,0.0344289,0,0
267,0.0278106,0,0,0,0,0.0366683,0,0,0,0,0,0,0.0257553,0,0.0226154,0.0655265,0,0,0.0175472,0,0,0.0254708,0.0761775,0.0187414,0.00797464,0.00982981,0.0434502,0.060499,0.0804853,0.048038,0.0974657,0.0135053,0.011829,0.0268454,0.0287357,0.0249529,0.0201555,0.0211736,0.0208753,0,0.0134592,0.0598344,0.037074,0,0,0.0248391,0,0,0.0443715,0.0603066,0.0375449,0.016453,0.0106499,0.0531562,0.0668647,0.0421424,0.0759156,0.0713945,0.0247228,0.0617073,0.0352071,0.0473609,0.0775602,0.0349937,0.0116397,0.00757094,0.0224389,0.0240734,0.0348095,0,0
268,0.027341,0,0,0,0,0.0368046,0,0,0,0,0,0,0.0257155,0,0.0225594,0.0654653,0,0,0.0175812,0,0,0.0254647,0.0759966,0.0189226,0.00795919,0.0100125,0.043656,0.0611957,0.080379,0.0480993,0.09748,0.0136565,0.0120981,0.0269701,0.0288144,0.024971,0.0205638,0.0213124,0.0180005,0,0.0143247,0.0595283,0.0367568,0,0,0.0250216,0,0,0.0444932,0.0616678,0.0394772,0.0154983,0.0110045,0.0532241,0.0669267,0.0417547,0.0756619,0.071543,0.0248029,0.0610153,0.0346893,0.0465087,0.0765313,0.0422699,0.0116022,0.00764882,0.0224636,0.0241433,0.0353003,0,0
269,0.0269023,0,0,0,0,0.0369687,0,0,0,0,0,0,0.0257627,0,0.0225116,0.0651954,0,0,0.0177381,0,0,0.0255482,0.0759803,0.0190285,0.00790467,0.00988638,0.0439282,0.0619693,0.0801463,0.0482571,0.0975518,0.0137573,0.012204,0.0270463,0.0287953,0.0248228,0.0210102,0.021526,0.0169386,0,0.0154751,0.0595394,0.0364486,0,0,0.0252213,0,0,0.0446497,0.0629772,0.0414908,0.0144797,0.0109429,0.0531553,0.0668997,0.0411386,0.0752922,0.0715571,0.0248603,0.0597965,0.0340623,0.0452939,0.0752358,0.0487978,0.0115994,0.00770235,0.022488,0.0241985,0.0357828,0,0
270,0.0264954,0,0,0,0,0.0371334,0,0,0,0,0,0,0.0259069,0,0.0224484,0.0648459,0,0,0.0178742,0,0,0.0256562,0.0761424,0.0190861,0.00781973,0.00981127,0.0441348,0.0627389,0.0798896,0.0482774,0.0974776,0.0137191,0.0122478,0.0271804,0.0288527,0.0246085,0.0213886,0.0217954,0.0170144,0,0.0165776,0.0596355,0.0361548,0,0,0.0253264,0,0,0.0446929,0.0640964,0.0433418,0.0135743,0.0105882,0.052957,0.0668071,0.0403639,0.0748721,0.0714776,0.0250201,0.0585081,0.03353,0.0440576,0.0740304,0.0540026,0.0117038,0.00769088,0.0222837,0.0242235,0.0362085,0,0
271,0.0261735,0,0,0,0,0.0373526,0,0,0,0,0,0,0.0260652,0,0.0223844,0.0644438,0,0,0.0179632,0,0,0.0256325,0.0763457,0.0191254,0.00772899,0.00979063,0.044336,0.0633189,0.0796683,0.048222,0.0973608,0.0136938,0.0122621,0.0272527,0.0289624,0.0244482,0.0216832,0.0219569,0.0175816,0,0.017711,0.0598278,0.035882,0,0,0.0253208,0,0,0.044632,0.0649181,0.0449809,0.0128746,0.0100987,0.052799,0.066678,0.0399567,0.0743177,0.0713387,0.0252932,0.0575964,0.0331678,0.0431152,0.0730873,0.0576612,0.0116767,0.00765005,0.021817,0.0241822,0.0366473,0,0
272,0.0254706,0,0,0,0,0.0379214,0,0,0,0,0,0,0.0262969,0,0.0223455,0.0638906,0,0,0.0218701,0,0,0.0366086,0.0765278,0.0192382,0.00760104,0.00970029,0.0444304,0.065729,0.0794459,0.0482061,0.0972593,0.0138041,0.0122808,0.0273316,0.0290727,0.024221,0.0182559,0.0196817,0.018136,0,0.0186552,0.0603312,0.0362106,0,0,0.0251293,0,0,0.0446909,0.0654711,0.046365,0.0123207,0.00956979,0.0525984,0.0658262,0.0394873,0.073396,0.0712062,0.025582,0.0570683,0.0329343,0.0426131,0.0725921,0.0595774,0.0117649,0.0078348,0.021729,0.0243885,0.0368841,0.0147273,0
273,0.0256418,0,0,0,0,0.0375643,0,0,0,0,0,0,0.0265426,0,0.0222905,0.0636619,0,0,0.0179861,0,0,0.025508,0.0765317,0.0193263,0.00786009,0.0096524,0.0446902,0.0637104,0.0793812,0.0482465,0.0972356,0.0138694,0.0122653,0.0273247,0.0291148,0.0238409,0.0218538,0.0220235,0.0180411,0,0.0192609,0.0604008,0.0355969,0,0,0.02524,0,0,0.044665,0.0657066,0.0469316,0.0124031,0.00891323,0.0530587,0.0664506,0.0392064,0.0728237,0.0713618,0.0260475,0.0568681,0.0326813,0.0425625,0.0725832,0.0593769,0.0112852,0.00783329,0.0220632,0.0242974,0.0371301,0,0
274,0.0252036,0,0,0,0,0.0377701,0,0,0,0,0,0,0.0265913,0,0.0222315,0.063391,0,0,0.0224937,0,0,0.0372285,0.0765408,0.0193058,0.00774562,0.00962063,0.0444562,0.0659384,0.0793797,0.0483038,0.0973109,0.0139733,0.0122799,0.0273845,0.0292771,0.0235419,0.0177462,0.0190555,0.0177907,0,0.019329,0.0608342,0.0360645,0,0,0.0252136,0,0,0.0448199,0.0657164,0.0468507,0.0125056,0.00832681,0.0529493,0.0656126,0.0390405,0.0727154,0.0715147,0.0263253,0.0570103,0.0325178,0.0429357,0.0729311,0.0576457,0.0115749,0.00801809,0.0222656,0.0245714,0.0370259,0.0155318,0
