Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,LWRA,
All Timesteps RMSE,0.0246298,0,0,0,0,0.0393374,0,0,0,0,0,0,0.0283785,0,0.0203817,0.0658869,0,0,0.0185698,0,0,0.0319909,0.0761612,0.0199462,0.012667,0.0116267,0.0374936,0.0409163,0.0780373,0.048633,0.0988076,0.015026,0.0157877,0.027866,0.0301286,0.0213409,0.0164486,0.0216177,0.0429392,0,0.0150244,0.062633,0.0394627,0,0,0.023624,0,0,0.0470652,0.0581373,0.0292791,0.0205866,0.0129796,0.0486998,0.0527216,0.0425229,0.0734987,0.0676821,0.0231447,0.0631119,0.037321,0.0518033,0.0816406,0.0177804,0.0155808,0.0184758,0.0233655,0.0221135,0.0333762,0.0338268,0
0,0.0211848,0,0,0,0,0.0391573,0,0,0,0,0,0,0.0337937,0,0.0195689,0.0659856,0,0,0.0135686,0,0,0.024724,0.076902,0.0199326,0.0141946,0.0123346,0.0349918,0.0388299,0.0856335,0.0457228,0.101282,0.0151055,0.0158342,0.0282486,0.0294409,0.00984855,0.0150472,0.0181676,0.0442487,0,0.016669,0.0655175,0.0333453,0,0,0.0253491,0,0,0.0507662,0.0555349,0.0281248,0.0238309,0.0138686,0.0446197,0.041231,0.0428491,0.0745889,0.0660109,0.023408,0.0625779,0.0367296,0.0491739,0.082769,0.0133364,0.0130028,0.0326124,0.0228398,0.0178584,0.0304427,0,0
1,0.021087,0,0,0,0,0.0391057,0,0,0,0,0,0,0.0355111,0,0.0188788,0.0663644,0,0,0.0136386,0,0,0.0250921,0.0769533,0.0199019,0.014498,0.011312,0.0348225,0.0390261,0.0855309,0.0459488,0.100771,0.0149356,0.0153813,0.02848,0.0300763,0.00804159,0.0151877,0.0185051,0.0443648,0,0.0167297,0.0653826,0.0333304,0,0,0.0249933,0,0,0.0503446,0.0555823,0.0280542,0.0240224,0.013929,0.0447362,0.040923,0.0428455,0.0745292,0.0659384,0.0234083,0.0626721,0.0367079,0.0491458,0.0828326,0.0133342,0.0127103,0.0326133,0.0228202,0.0175224,0.0305401,0,0
2,0.0219072,0,0,0,0,0.0392086,0,0,0,0,0,0,0.0355448,0,0.018793,0.0665356,0,0,0.0129961,0,0,0.0249702,0.0769422,0.019938,0.015263,0.0116257,0.0339704,0.0375522,0.0856668,0.0461846,0.101038,0.0148079,0.0153802,0.0284644,0.0300769,0.00818617,0.0148163,0.018124,0.0457251,0,0.0166772,0.0665329,0.0339286,0,0,0.0247697,0,0,0.0500791,0.0532712,0.0282557,0.0273223,0.0159654,0.0460172,0.0406578,0,0.0766399,0.0657497,0.0228435,0.0611497,0.0352529,0.0476729,0.0818036,0.0153763,0.0126028,0.0325009,0.0228447,0.0178642,0.0295688,0,0
3,0.0210045,0,0,0,0,0.0389381,0,0,0,0,0,0,0.0357303,0,0.0190022,0.0662062,0,0,0.0135185,0,0,0.0250073,0.0771323,0.0199207,0.014741,0.0112377,0.0346054,0.0392702,0.0854233,0.0457448,0.100457,0.0151044,0.0155593,0.0283843,0.0300718,0.00802316,0.0153306,0.0183749,0.044003,0,0.0168386,0.0653401,0.0332941,0,0,0.0247824,0,0,0.050195,0.0556338,0.0281844,0.0242473,0.0141137,0.0448231,0.0404688,0.0427659,0.0744446,0.0659481,0.0233556,0.0626673,0.036665,0.0492158,0.082747,0.0135165,0.0123182,0.0325787,0.0228097,0.0173879,0.0306598,0,0
4,0.0218363,0,0,0,0,0.0390292,0,0,0,0,0,0,0.0352852,0,0.0188073,0.0664772,0,0,0.012891,0,0,0.0248505,0.0770307,0.0197872,0.0153813,0.01164,0.0338238,0.0378184,0.0856249,0.0459508,0.1008,0.0150452,0.015541,0.0283613,0.0300504,0.00854662,0.0146831,0.0180515,0.0457722,0,0.0166187,0.0665052,0.0338413,0,0,0.0247091,0,0,0.0501922,0.053346,0.0283348,0.0273332,0.0160638,0.0460473,0.0402411,0,0.076573,0.0657812,0.0227946,0.061143,0.0352249,0.0478053,0.0817369,0.0156523,0.0121821,0.0325967,0.0227223,0.0178639,0.0297254,0,0
5,0.0209215,0,0,0,0,0.0387736,0,0,0,0,0,0,0.0354913,0,0.0189322,0.0662525,0,0,0.0134126,0,0,0.0250236,0.0772363,0.0197159,0.0149117,0.0112202,0.034423,0.0395654,0.0853483,0.045558,0.100282,0.0152668,0.0155669,0.0283188,0.0300377,0.00837085,0.0150578,0.0185099,0.0441834,0,0.0168537,0.0653864,0.0331734,0,0,0.0246766,0,0,0.0501541,0.055681,0.0282105,0.0242409,0.0140612,0.044784,0.0401228,0.0427258,0.0744112,0.0659529,0.0233148,0.0626325,0.0365651,0.049287,0.0827014,0.0136831,0.012033,0.032693,0.0226972,0.0170841,0.0308165,0,0
6,0.0208983,0,0,0,0,0.0387125,0,0,0,0,0,0,0.0354549,0,0.0188946,0.0663162,0,0,0.0133814,0,0,0.0250012,0.0772669,0.0196171,0.0148813,0.0112188,0.034326,0.0397949,0.0852877,0.0454872,0.100214,0.015286,0.0154817,0.0283117,0.0300281,0.00843372,0.0149505,0.0185253,0.0445182,0,0.0167678,0.0653154,0.0331119,0,0,0.0245145,0,0,0.0501256,0.0557189,0.0281454,0.0241795,0.0139312,0.0447308,0.0399281,0.0429575,0.0743858,0.0659786,0.0233487,0.0626843,0.0365798,0.0492809,0.0826751,0.0137894,0.011867,0.0328353,0.0228213,0.0168146,0.0308815,0,0
7,0.0208791,0,0,0,0,0.0386572,0,0,0,0,0,0,0.0354593,0,0.0188334,0.0663721,0,0,0.0133554,0,0,0.0249328,0.0773435,0.0195426,0.0149636,0.011282,0.0342127,0.0399537,0.0852384,0.0454664,0.100164,0.015364,0.0152569,0.0283438,0.0300782,0.00841184,0.014944,0.0184282,0.0445833,0,0.0167703,0.0651875,0.0330555,0,0,0.0243806,0,0,0.0501471,0.0557616,0.0281107,0.0241677,0.0138905,0.0447322,0.0397523,0.0433549,0.0743467,0.066005,0.0233817,0.0626954,0.0365707,0.049304,0.0826585,0.0138068,0.011699,0.0329538,0.023065,0.0167281,0.0309466,0,0
8,0.0208471,0,0,0,0,0.0385883,0,0,0,0,0,0,0.0354212,0,0.0187353,0.0664986,0,0,0.0133479,0,0,0.0249241,0.0774628,0.0194871,0.0151159,0.0113307,0.0340868,0.0400629,0.0851796,0.0453477,0.100098,0.0154754,0.0148394,0.0283973,0.0301705,0.0084035,0.0149018,0.0183996,0.0446079,0,0.0167866,0.0652092,0.0330057,0,0,0.0242771,0,0,0.0501602,0.0557528,0.0280787,0.0242814,0.0138967,0.0447642,0.039608,0.0429038,0.0743126,0.0660109,0.0233225,0.0626654,0.0365359,0.0493201,0.0826328,0.0139377,0.0115379,0.0329671,0.0230761,0.0166381,0.0310174,0,0
9,0.0208294,0,0,0,0,0.0385413,0,0,0,0,0,0,0.0360363,0,0.0186265,0.0667394,0,0,0.0133286,0,0,0.0249726,0.0776757,0.01937,0.015554,0.0113892,0.0340883,0.0402092,0.0853393,0.0450717,0.0999511,0.0155168,0.0150221,0.0282927,0.0301402,0.00774241,0.0149048,0.0184281,0.0392569,0,0.0196174,0.0653777,0.0329389,0,0,0.0242052,0,0,0.0499996,0.0565732,0.0270229,0.0247643,0,0.0446691,0.0393604,0.0436767,0.0729612,0.0635545,0.0220556,0.0633645,0.0356595,0.0499671,0.0841004,0.013708,0.0113641,0.0328846,0.0229185,0.0165103,0.0311218,0,0
10,0.0207524,0,0,0,0,0.0384537,0,0,0,0,0,0,0.0360751,0,0.0186418,0.0666602,0,0,0.0132851,0,0,0.0250662,0.0776052,0.0194062,0.015371,0.0112942,0.0338237,0.0403203,0.0851395,0.0452836,0.099967,0.0154808,0.0167809,0.0281963,0.0300584,0.00776452,0.0148371,0.0185344,0.0427632,0,0.0179573,0.0654835,0.0329604,0,0,0.0241172,0,0,0.0498338,0.0559285,0.0280572,0.0246021,0.015621,0.044693,0.0393082,0.0426039,0.0739674,0.0657594,0.023211,0.0626423,0.0362105,0.0492682,0.0827694,0.0135545,0.0111476,0.0328018,0.0228638,0.0163616,0.0311894,0,0
11,0.0206753,0,0,0,0,0.0383716,0,0,0,0,0,0,0.0358764,0,0.0186318,0.0667508,0,0,0.0131302,0,0,0.0250116,0.0775666,0.019365,0.0152814,0.0112517,0.0337588,0.0404287,0.0850166,0.0453552,0.0998978,0.0155162,0.0168882,0.0281605,0.030086,0.00799562,0.0147737,0.0185337,0.0442012,0,0.0172008,0.0651537,0.0329714,0,0,0.0239412,0,0,0.0496412,0.055853,0.0280132,0.0245371,0.014385,0.0448036,0.0392196,0.042514,0.0741785,0.0659507,0.0232931,0.0626229,0.0365327,0.0491613,0.0826475,0.0139894,0.0108841,0.0327698,0.0231083,0.0162491,0.0312813,0,0
12,0.0220182,0,0,0,0,0.0385486,0,0,0,0,0,0,0.0360399,0,0.0183581,0.0670447,0,0,0.0122051,0,0,0.0247302,0.0777339,0.0192245,0.0168288,0.0119902,0.0327867,0.0382605,0.0856289,0.0456111,0.100505,0.0152538,0.0162503,0.0281078,0.0301287,0.00777872,0.0140168,0.0179826,0.0486068,0,0,0.0673704,0.0338708,0,0,0.0237411,0,0,0.0496073,0.0511072,0.0301318,0.0300661,0.0113846,0.0465628,0.0389271,0.0463144,0,0.0693934,0.0246904,0.0582568,0.0342856,0.0448382,0.0783667,0.0203445,0.0107829,0.0327322,0.0231124,0.0169892,0.0297995,0,0
13,0.020593,0,0,0,0,0.0382658,0,0,0,0,0,0,0.0356099,0,0.0188037,0.0668237,0,0,0.0128693,0,0,0.0248726,0.0775807,0.0193483,0.0152969,0.0112447,0.0336365,0.0407481,0.0849177,0.0454191,0.0998131,0.0153655,0.0160908,0.02818,0.0301374,0.00824006,0.0149108,0.0184679,0.0446263,0,0.0169011,0.0649876,0.0329317,0,0,0.0238627,0,0,0.0496633,0.0558912,0.0280269,0.0246267,0.0139156,0.0449845,0.039002,0.0424487,0.0741385,0.066056,0.0235247,0.0625641,0.0366242,0.049173,0.0825245,0.0143859,0.0105685,0.0326594,0.0231553,0.0161856,0.0314358,0,0
14,0.0205973,0,0,0,0,0.0382223,0,0,0,0,0,0,0.0354434,0,0.0188189,0.0668669,0,0,0.0128069,0,0,0.0248476,0.0776537,0.0193396,0.0153539,0.0112588,0.0335518,0.0409802,0.0848344,0.0454032,0.0996772,0.015431,0.0159726,0.02821,0.0301173,0.00846907,0.0150377,0.0184717,0.0445287,0,0.016867,0.0648938,0.0328525,0,0,0.0237603,0,0,0.0496649,0.0559343,0.0280347,0.0246875,0.013957,0.0451162,0.0388439,0.0423849,0.0741926,0.0660556,0.0235543,0.0625775,0.036618,0.0492226,0.0825205,0.0144524,0.0102321,0.0327471,0.0232751,0.0162615,0.0315191,0,0
15,0.0219074,0,0,0,0,0.038364,0,0,0,0,0,0,0.035646,0,0.0185345,0.0670038,0,0,0.0120874,0,0,0.0246585,0.0779267,0.0192507,0.0168976,0.0119167,0.0326244,0.0391878,0.0853895,0.0455751,0.10016,0.0152765,0.0158685,0.0281766,0.0301242,0.00824696,0.0144738,0.0180355,0.0511446,0,0.0152217,0.0670373,0.0335672,0,0,0.0235343,0,0,0.0495251,0.0511131,0.0313824,0.029829,0.00993803,0.046749,0.0385395,0.0461613,0,0.0694392,0.0248938,0.0582888,0.0342952,0.0449063,0.0783061,0.0208397,0.0100676,0.0327908,0.0232565,0.0170038,0.0301303,0,0
16,0.0207757,0,0,0,0,0.0381655,0,0,0,0,0,0,0.0350202,0,0.0187955,0.0669493,0,0,0.0127624,0,0,0.0247492,0.0777438,0.0193076,0.0154762,0.011193,0.0333645,0.0415878,0.0846939,0.0454573,0.0996112,0.0154607,0.0162701,0.0281471,0.0300626,0.00877457,0.0153759,0.0185153,0.0445618,0,0.01676,0.0647753,0.0326877,0,0,0.0236648,0,0,0.049499,0.0560157,0.0281269,0.0248435,0.0139286,0.045394,0.0386324,0.0424079,0.073703,0.0661382,0.0235574,0.0625679,0.0366091,0.0492119,0.0824515,0.0147023,0.00993799,0.0327358,0.0232972,0.0161559,0.031453,0,0
17,0.0209855,0,0,0,0,0.0382064,0,0,0,0,0,0,0.0345094,0,0.0188021,0.0669518,0,0,0.0127866,0,0,0.0246492,0.0778075,0.0192911,0.0155341,0.0111787,0.0333002,0.041913,0.0846026,0.0455177,0.0995891,0.015532,0.0161155,0.0279442,0.0299678,0.00916023,0.0157995,0.0185861,0.0446868,0,0.0167134,0.0648015,0.032596,0,0,0.0236554,0,0,0.0494253,0.0560607,0.028203,0.024876,0.0138232,0.0455792,0.0386069,0.042458,0.0731005,0.0662252,0.0235427,0.0625358,0.036536,0.0491206,0.0823846,0.0149038,0.00974145,0.0328464,0.0235672,0.0161627,0.0313241,0,0
18,0.0212179,0,0,0,0,0.0382149,0,0,0,0,0,0,0.0339726,0,0.0187878,0.0669403,0,0,0.0129006,0,0,0.0245084,0.0778803,0.0192328,0.0155802,0.0111756,0.0332637,0.042189,0.0844917,0.0456681,0.0995449,0.0155675,0.0159496,0.0276378,0.0298537,0.0100321,0.0163592,0.0186687,0.0445063,0,0.0168006,0.0647027,0.0325072,0,0,0.0236629,0,0,0.049449,0.0561842,0.0281935,0.0249677,0.014035,0.0458104,0.0386561,0.042465,0.0735847,0.0661928,0.0234758,0.062571,0.0364735,0.049157,0.0824292,0.0149359,0.00952415,0.0329048,0.0238039,0.0163837,0.0312045,0,0
19,0.0225994,0,0,0,0,0.0384373,0,0,0,0,0,0,0.0336168,0,0.0184276,0.0670112,0,0,0.0124528,0,0,0.0241823,0.0782233,0.0191097,0.0172033,0.0118126,0.0323775,0.040427,0.0849775,0.0460183,0.100007,0.0154333,0.0157336,0.027303,0.0297124,0.0108482,0.0160414,0.0182013,0.0509335,0,0.0152086,0.0667899,0.0332347,0,0,0.0236069,0,0,0.0493482,0.0514057,0.0316124,0.0302085,0.0102468,0.0475084,0.0385614,0.0464878,0,0.0695461,0.024867,0.0583272,0.0340178,0.0449212,0.0782574,0.0212497,0.00941648,0.0328874,0.0237194,0.017103,0.0297372,0,0
20,0.0213906,0,0,0,0,0.0382707,0,0,0,0,0,0,0.0321159,0,0.0185373,0.0668703,0,0,0.0133044,0,0,0.0242766,0.0781424,0.0189159,0.0158665,0.0110738,0.033144,0.0427819,0.084233,0.0459769,0.0993194,0.0155701,0.0159703,0.0268967,0.02943,0.0126551,0.0170347,0.018696,0.0443911,0,0.0168874,0.0645696,0.03244,0,0,0.0238054,0,0,0.0495303,0.0563555,0.0281734,0.025255,0.0143766,0.0461871,0.0388789,0.0427152,0.0739284,0.0661513,0.023472,0.0625852,0.03631,0.0492521,0.0824149,0.0151434,0.00924316,0.0327647,0.0236772,0.0163545,0.0310772,0,0
21,0.0214034,0,0,0,0,0.038319,0,0,0,0,0,0,0.0310133,0,0.0185027,0.0668381,0,0,0.0133937,0,0,0.0242848,0.0782508,0.0184349,0.016024,0.0110164,0.0331113,0.0429264,0.0841065,0.0461247,0.099227,0.0153681,0.0158263,0.0264464,0.0291274,0.0140187,0.0168363,0.0187539,0.0447698,0,0.0168367,0.0646231,0.0324743,0,0,0.0239122,0,0,0.0496794,0.0563651,0.0282182,0.0253347,0.0143846,0.0463468,0.0390511,0.0425869,0.073464,0.066175,0.0235132,0.0625254,0.0363178,0.0492171,0.0823548,0.0154592,0.00916074,0.0327545,0.0237822,0.0163418,0.0310229,0,0
22,0.0207637,0,0,0,0,0.0382998,0,0,0,0,0,0,0.0296824,0,0.0188498,0.0663875,0,0,0.0137793,0,0,0.0244191,0.0782293,0.0180817,0.0153651,0.0106018,0.0334252,0.0440454,0.0836314,0.0463998,0.0989823,0.0151329,0.0157101,0.0260865,0.0288554,0.0157577,0.0168716,0.0190224,0.0484104,0,0.0169203,0.063983,0.0321508,0,0,0.0242195,0,0,0.0497896,0.0576972,0.0269504,0.0229471,0.0135665,0.0456964,0.0394172,0.0414879,0.071322,0.0650119,0.0225466,0.0640058,0,0.0505632,0.0834325,0.0171768,0.00920187,0.0328326,0.0239459,0.0160464,0.0316206,0,0
23,0.0214314,0,0,0,0,0.0384959,0,0,0,0,0,0,0.029261,0,0.0190462,0.0667287,0,0,0.0133634,0,0,0.0243806,0.0782581,0.0178027,0.016149,0.0109678,0.0332033,0.0428641,0.084097,0.0465553,0.0991378,0.0146607,0.0153341,0.0257611,0.0285918,0.0162955,0.0162277,0.0188271,0.045576,0,0.0167624,0.0647152,0.0326302,0,0,0.0243008,0,0,0.0497484,0.0563781,0.0283113,0.0256068,0.0144652,0.046387,0.0394516,0.0426758,0.0725423,0.0662479,0.0235469,0.0624637,0.0364723,0.0493252,0.0823055,0.0160123,0.0092826,0.0327982,0.0239198,0.0166221,0.0307348,0,0
24,0.0207786,0,0,0,0,0.0384956,0,0,0,0,0,0,0.0284097,0,0.0195316,0.0662505,0,0,0.0137629,0,0,0.0245056,0.078143,0.0176569,0.0153421,0.0105591,0.0335887,0.0438601,0.0837778,0.0466878,0.098785,0.0144941,0.0152862,0.0256509,0.0283717,0.0176682,0.0164474,0.0190628,0.0487006,0,0.0167419,0.0640517,0.0323067,0,0,0.0245819,0,0,0.0498087,0.0578087,0.0268635,0.0230633,0.0139391,0.0455633,0.0398189,0.0411519,0.0715877,0.0648836,0.022421,0.0640986,0,0.0507043,0.0835991,0.0173586,0.00935902,0.0328189,0.0240167,0.0162837,0.0311936,0,0
25,0.0207556,0,0,0,0,0.0385225,0,0,0,0,0,0,0.0279515,0,0.0197207,0.0661707,0,0,0.0137748,0,0,0.0244841,0.0780484,0.0174987,0.0151932,0.010418,0.0338186,0.0436451,0.0838119,0.0467791,0.0987504,0.014323,0.0150231,0.0256248,0.0282477,0.0184798,0.0163922,0.0190174,0.0493041,0,0.0163982,0.0640693,0.0323698,0,0,0.024665,0,0,0.0498315,0.0578316,0.0269529,0.0230319,0.013631,0.0456318,0.0398449,0.0409192,0.0713109,0.0649045,0.0224217,0.064146,0,0.0507701,0.083622,0.0179035,0.00935105,0.0328192,0.0240392,0.0161952,0.0309988,0,0
26,0.0207356,0,0,0,0,0.0384937,0,0,0,0,0,0,0.0275046,0,0.0199035,0.0661808,0,0,0.0137923,0,0,0.024475,0.0779472,0.0175179,0.0151169,0.0102453,0.0340033,0.0433817,0.0838,0.0469389,0.0987546,0.0142913,0.0147546,0.0255461,0.0282093,0.0193423,0.0164258,0.0190323,0.0493427,0,0.0164176,0.0641481,0.0324228,0,0,0.024753,0,0,0.0498228,0.0579111,0.0271152,0.0230889,0.0137681,0.0456937,0.0398184,0.0409412,0.071008,0.0648789,0.0223698,0.0642067,0,0.0508561,0.0836674,0.018018,0.00918491,0.0327603,0.0240893,0.0162765,0.0308738,0,0
27,0.0213369,0,0,0,0,0.0385555,0,0,0,0,0,0,0.0273118,0,0.0199744,0.0665835,0,0,0.0134971,0,0,0.0244068,0.078009,0.0174448,0.0159884,0.0104725,0.0336579,0.0421756,0.0841217,0.0470694,0.0990045,0.0141773,0.0144408,0.0252693,0.0281501,0.0197573,0.0160682,0.0188543,0.0454062,0,0.0166205,0.0649458,0.0328246,0,0,0.0246643,0,0,0.0498003,0.0567308,0.0286088,0.025758,0.0154319,0.0462313,0.0396352,0.0421383,0.0722211,0.065969,0.0232209,0.0626868,0.0363526,0.0495727,0.0825928,0.0160824,0.00893186,0.0325645,0.0240449,0.0165408,0.0300979,0,0
28,0.0206953,0,0,0,0,0.0385696,0,0,0,0,0,0,0.0263053,0,0.0203447,0.066008,0,0,0.0140251,0,0,0.024532,0.0779612,0.017495,0.0152566,0.00999499,0.0339356,0.0431579,0.0834293,0.0473868,0.0986883,0.0141655,0.0142562,0.0249794,0.0280304,0.0213398,0.0163253,0.0191356,0.0484455,0,0.0165102,0.0644156,0.0324284,0,0,0.0247298,0,0,0.0498589,0.0580951,0.0272459,0.0231676,0.014605,0.0454175,0.0398411,0.0407429,0.0708881,0.0647303,0.0220817,0.064344,0,0.0509134,0.0837798,0.01744,0.0088496,0.0323695,0.0239585,0.0161633,0.0307194,0,0
29,0.0221812,0,0,0,0,0.0388374,0,0,0,0,0,0,0.0259038,0,0.0202158,0.0664004,0,0,0.0131117,0,0,0.0243238,0.07809,0.0173653,0.0168055,0.0106247,0.0329868,0.0403843,0.0836311,0.0478151,0.0991048,0.013766,0.0135307,0.0247814,0.0279973,0.0218817,0.0153896,0.0187765,0.0463602,0,0.016312,0.0662892,0.0333961,0,0,0.0246108,0,0,0.0496953,0.0544294,0.0292688,0.0288456,0.0178657,0.0473371,0.0397959,0,0.07433,0.0658022,0.0225676,0.0613266,0.0347308,0.0479784,0.0815609,0.0178766,0.00877349,0.0321503,0.023739,0.0171711,0.0290297,0,0
30,0.0213693,0,0,0,0,0.0388428,0,0,0,0,0,0,0.0257523,0,0.0204365,0.0662529,0,0,0.013784,0,0,0.0244889,0.0782104,0.0173235,0.0161524,0.0102034,0.033637,0.0419028,0.082968,0.0477357,0.0985427,0.0138132,0.0133842,0.0246529,0.0278916,0.0222445,0.0158815,0.0192919,0.0445338,0,0.0164512,0.0649495,0.0327609,0,0,0.0246689,0,0,0.0497188,0.0569885,0.0288767,0.0257169,0.0158955,0.0459642,0.0400624,0.0420214,0.0722154,0.0658878,0.0230894,0.0628409,0.0360845,0.0494124,0.0826836,0.0156813,0.00883781,0.0319385,0.0239927,0.0168034,0.0299726,0,0
31,0.0207951,0,0,0,0,0.0389054,0,0,0,0,0,0,0.0252364,0,0.0205925,0.0656898,0,0,0.0144135,0,0,0.0246128,0.0781257,0.0174112,0.0152532,0.00982371,0.0339431,0.0429582,0.0822091,0.0479784,0.0982603,0.0139127,0.0134603,0.0246682,0.0278739,0.0232096,0.0162079,0.0194673,0.0475001,0,0.0164268,0.0641217,0.0323338,0,0,0.0248406,0,0,0.0501981,0.0583291,0.0275148,0.0231426,0.014902,0.0451261,0.0403073,0.0410994,0.0708984,0.0647037,0.0219612,0.0643813,0,0.0507685,0.083866,0.0166168,0.0088451,0.0312638,0.025056,0.0164311,0.0305937,0,0
32,0.0214368,0,0,0,0,0.0391562,0,0,0,0,0,0,0.0254913,0,0.0204429,0.0663074,0,0,0.0142339,0,0,0.0245295,0.0781325,0.0172988,0.0159364,0.0101813,0.0336417,0.0419014,0.0823825,0.0480783,0.0984398,0.0138535,0.0133132,0.0245975,0.0278993,0.0228976,0.0157556,0.0191977,0.0437606,0,0.0164305,0.0647229,0.0326826,0,0,0.0247695,0,0,0.0502943,0.0571567,0.0290933,0.0255504,0.0157878,0.0457683,0.0402007,0.0425271,0.0722014,0.0659801,0.0229956,0.0628401,0.0363033,0.0495809,0.0826418,0.0155206,0.00880335,0.0310714,0.0250301,0.0164179,0.0298654,0,0
33,0.0213921,0,0,0,0,0.039213,0,0,0,0,0,0,0.0253523,0,0.0204875,0.0664485,0,0,0.0143562,0,0,0.0245693,0.0781001,0.0173312,0.0160313,0.010112,0.0333863,0.041878,0.0822284,0.0482561,0.0983739,0.0138909,0.0135025,0.0245125,0.0278899,0.0230153,0.0157356,0.0192287,0.0432288,0,0.0163234,0.0646904,0.0325183,0,0,0.0244041,0,0,0.0475747,0.0572168,0.0291873,0.0254811,0.0157139,0.0456698,0.0407207,0.0423424,0.0722555,0.0661157,0.0229043,0.0628996,0.0363588,0.0496505,0.082582,0.0155063,0.0103905,0.0352323,0.0206299,0.0159217,0.0298685,0,0
34,0.0213518,0,0,0,0,0.0389779,0,0,0,0,0,0,0.025298,0,0.020574,0.0667193,0,0,0.0143818,0,0,0.0246372,0.0781028,0.0173637,0.0162452,0.0099554,0.0330121,0.0417474,0.0820707,0.0483651,0.0982313,0.0139336,0.0138348,0.0244038,0.0278385,0.0229333,0.0157543,0.0193392,0.0426649,0,0.0161702,0.0646041,0.0321768,0,0,0.0260747,0,0,0.0427183,0.0572846,0.0292503,0.0254169,0.0156302,0.0456255,0.0419135,0.0421897,0.0722521,0.0661645,0.0228384,0.0629105,0.0363903,0.0496438,0.082574,0.015468,0.0144535,0.0462679,0.0414261,0.016395,0.0300181,0,0
35,0.0215274,0,0,0,0,0.0391464,0,0,0,0,0,0,0.0250985,0,0.0203935,0.0666213,0,0,0.0143564,0,0,0.0246784,0.0778461,0.0173503,0.0158392,0.0101822,0.0335492,0.041423,0.0822524,0.0485892,0.0984298,0.0137234,0.0136911,0.0243335,0.0277807,0.0229445,0.0157507,0.019408,0.0421259,0,0.0161814,0.0644469,0.0321555,0,0,0.0249316,0,0,0.0487686,0.0573436,0.029407,0.0252185,0.0155499,0.0457699,0.0409816,0.0422425,0.0721965,0.06614,0.0227492,0.0629561,0.0365454,0.0496138,0.0825464,0.0153845,0.0123537,0.0260803,0,0.0173312,0.02983,0,0
36,0.0215178,0,0,0,0,0.0392679,0,0,0,0,0,0,0.0250556,0,0.0203186,0.0667151,0,0,0.0145213,0,0,0.0246633,0.0777676,0.017325,0.015703,0.0102163,0.0336821,0.0413422,0.0822393,0.0485484,0.0984123,0.0136196,0.0134238,0.0242992,0.0277186,0.0229754,0.0156751,0.0193414,0.041743,0,0.016239,0.0643186,0.0321533,0,0,0.0248778,0,0,0.048806,0.0574057,0.0295496,0.0252745,0.0154912,0.0458393,0.0412069,0.042208,0.0721002,0.0661084,0.0226596,0.0629907,0.0366785,0.0496308,0.082518,0.0153584,0.0126916,0.0261091,0,0.0176392,0.0297561,0,0
37,0.0214978,0,0,0,0,0.0392986,0,0,0,0,0,0,0.0250021,0,0.0202763,0.0666608,0,0,0.0147637,0,0,0.024658,0.0777624,0.017313,0.0156414,0.0102113,0.0337767,0.0412976,0.0821904,0.0483882,0.0983156,0.013597,0.0131777,0.0242471,0.0277025,0.0231432,0.0156228,0.0192251,0.04139,0,0.0162906,0.064235,0.0321899,0,0,0.0248492,0,0,0.0487209,0.0574021,0.0296501,0.025304,0.015424,0.0459216,0.0415143,0.0420621,0.0720346,0.0661189,0.0226091,0.0629602,0.0367811,0.0495967,0.0825045,0.0153369,0.0129189,0.0260792,0,0.0177963,0.0297114,0,0
38,0.0205911,0,0,0,0,0.0391749,0,0,0,0,0,0,0.0215046,0,0.0204716,0,0,0,0.0153144,0,0,0.0247383,0.076498,0.0179415,0.0200727,0.00843749,0.0303441,0.0413728,0.0794675,0.0507969,0.098483,0.0135716,0.0137822,0.024576,0.0277658,0.0294608,0.0153956,0.0193822,0.0476676,0,0.0165223,0.0543746,0.0323536,0,0,0.0261524,0,0,0.0491883,0.0600572,0.0284979,0.024144,0.0150211,0.0455054,0.0443188,0.0411999,0.0711307,0.0658889,0.0243137,0.0634342,0,0.0497672,0.0827743,0.0177373,0.0139051,0.0263488,0,0.0178538,0.0296522,0,0
