Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,RTIBI,RTHI,
35,0.0260538,0,0,0,0,0.0472335,0,0,0,0,0,0,0.0248197,0,0.0252256,0.0708042,0,0,0.0150938,0,0,0.0354433,0.0760891,0.0197011,0.0142997,0.0145234,0.0264176,0.0330533,0.0457028,0.0476862,0.024389,0.0132194,0.015107,0.0274051,0.0271985,0.0228934,0.0137702,0.00907978,0.0140568,0.0348037,0,0.0132847,0.072266,0.0346678,0,0,0.020427,0,0,0.0370756,0.0582795,0.0289754,0.0342404,0.00910116,0.049422,0.0373087,0.120489,0.0504225,0.018854,0.0630654,0.0417194,0.0798693,0.016774,0.0162083,0,0.0235672,0.02822,0.0232861,0.0483899,0.0408501,0
36,0.0261195,0,0,0,0,0.0472612,0,0,0,0,0,0,0.0247698,0,0.0252354,0.0707545,0,0,0.0151314,0,0,0.0354032,0.0760396,0.0197163,0.0141665,0.0145317,0.0265633,0.0330264,0.0457584,0.0477335,0.0243773,0.0132103,0.0150967,0.0274232,0.0272158,0.0229845,0.0137832,0.00909345,0.0140419,0.0353934,0,0.0130672,0.0723463,0.0346783,0,0,0.020465,0,0,0.0369468,0.0583264,0.0292186,0.0343197,0.00927384,0.0495488,0.0372029,0.120543,0.0473278,0.0187491,0.0629369,0.0418513,0.079678,0.0163995,0.0161718,0,0.0233803,0.0282493,0.0232357,0.0481689,0.0412398,0
37,0.0261502,0,0,0,0,0.0472852,0,0,0,0,0,0,0.0249433,0,0.0252932,0.0708488,0,0,0.0151892,0,0,0.0353401,0.0761091,0.0197425,0.0143177,0.0145753,0.0264578,0.0329774,0.0455994,0.0476615,0.0244763,0.0132892,0.0150851,0.0274065,0.0272261,0.0227583,0.0138337,0.00912318,0.0140066,0.0351051,0,0.0132614,0.0723653,0.0346925,0,0,0.020545,0,0,0.0368256,0.0580496,0.0291694,0.0344926,0.00905783,0.0495858,0.0372309,0.120477,0.0463062,0.0185329,0.0628055,0.0417295,0.0796466,0.0164852,0.0160839,0,0.0232167,0.0282705,0.0231719,0.0480922,0.041397,0
38,0.0268208,0,0,0,0,0.0475837,0,0,0,0,0,0,0.0251131,0,0.025501,0.0704664,0,0,0.0151834,0,0,0.0354648,0.0764687,0.0199681,0.0148479,0.0147498,0.0264523,0.0320991,0.0456326,0.0476767,0.0249915,0.0134571,0.0151939,0.0274534,0.0273057,0.0225664,0.0143296,0.00944277,0.013459,0.0368741,0,0.0138566,0.0737676,0.0352487,0,0,0.0205228,0,0,0.0367995,0.0566949,0.0273937,0.0371144,0.0102471,0.0508366,0.0370436,0.117803,0,0.0147583,0.0620912,0.0412894,0.0800828,0.0150926,0.0162938,0,0.0231907,0.0287893,0.0223908,0.0478025,0.0454769,0
39,0.0261277,0,0,0,0,0.0473219,0,0,0,0,0,0,0.0250013,0,0.0253471,0.0708538,0,0,0.0153245,0,0,0.0355531,0.0760338,0.019756,0.0143487,0.0145526,0.026574,0.0329694,0.0456722,0.0476707,0.0245864,0.0132559,0.015079,0.0274026,0.0272428,0.0227147,0.0138482,0.00919931,0.0140758,0.0351309,0,0.0132643,0.072338,0.0346777,0,0,0.0206267,0,0,0.0369411,0.0579758,0.0291026,0.0345389,0.00909483,0.0496275,0.0373188,0.120451,0.0464052,0.0184807,0.0628155,0.0417927,0.0796905,0.0164792,0.0160696,0,0.0234597,0.0282964,0.0231602,0.0481508,0.0412895,0
40,0.0268078,0,0,0,0,0.0476028,0,0,0,0,0,0,0.0251447,0,0.0255794,0.0704523,0,0,0.0152936,0,0,0.0357032,0.0764153,0.0200278,0.0149023,0.0147056,0.0265126,0.0320416,0.0456437,0.0477,0.0251077,0.0133902,0.0151622,0.0274777,0.0272945,0.0225121,0.0143268,0.00953689,0.0133888,0.0368995,0,0.0138746,0.0737915,0.035211,0,0,0.0205896,0,0,0.0368704,0.0565785,0.0273334,0.0371258,0.0102975,0.05089,0.0369699,0.117774,0,0.0147039,0.062126,0.0413307,0.0801239,0.015115,0.0163146,0,0.0232587,0.0288138,0.0223883,0.0478532,0.0454248,0
41,0.026122,0,0,0,0,0.047413,0,0,0,0,0,0,0.0248839,0,0.0253548,0.0708338,0,0,0.0153535,0,0,0.0355506,0.0759723,0.0197943,0.0143047,0.0145317,0.0267116,0.0329046,0.045608,0.0477253,0.0246916,0.0132204,0.0150039,0.0274928,0.0272203,0.0228195,0.0138069,0.00920737,0.0138944,0.0348774,0,0.0133536,0.072388,0.0346624,0,0,0.0206939,0,0,0.0369129,0.057909,0.0289478,0.0344402,0.0090986,0.0496846,0.03728,0.120338,0.0464673,0.0183904,0.0629136,0.0418813,0.0798084,0.0166112,0.0160812,0,0.0233324,0.0283713,0.0231591,0.0482345,0.0412588,0
42,0.0261122,0,0,0,0,0.0474326,0,0,0,0,0,0,0.024785,0,0.0254897,0.0700039,0,0,0.0152771,0,0,0.0353525,0.0762659,0.0199216,0.0138733,0.0145046,0.027176,0.0330999,0.0457008,0.047614,0.0248055,0.013394,0.015107,0.027577,0.0272853,0.023028,0.0137716,0.00915006,0.0139455,0.0339817,0,0.0155778,0.0732361,0.0345394,0,0,0.0207677,0,0,0.0369311,0.0587773,0.023452,0.0347281,0.0130284,0.0495868,0.0370183,0.114931,0,0.0140032,0.0649411,0.0427977,0.0834916,0.0162371,0.0161045,0,0.0233238,0.0282995,0.0233175,0,0.0443707,0
43,0.0261127,0,0,0,0,0.0474308,0,0,0,0,0,0,0.0247526,0,0.0253076,0.0709316,0,0,0.0152528,0,0,0.0353589,0.0759308,0.019706,0.0143091,0.0144425,0.0266601,0.0327891,0.0457356,0.047673,0.0246955,0.0133081,0.0149422,0.0274841,0.0273023,0.0230462,0.0138434,0.00917977,0.0138645,0.0348505,0,0.0133935,0.0723858,0.0345932,0,0,0.0208025,0,0,0.037167,0.0578324,0.0289792,0.0344752,0.009114,0.0496748,0.0370788,0.120369,0.0463937,0.0183367,0.0629227,0.0419285,0.0798273,0.0166243,0.0161553,0,0.0235975,0.0283827,0.023213,0.0482844,0.0411988,0
44,0.0267503,0,0,0,0,0.047618,0,0,0,0,0,0,0.0249937,0,0.0255604,0.0706313,0,0,0.0152047,0,0,0.035514,0.0763458,0.0199462,0.0149677,0.014557,0.0262448,0.0318619,0.0457636,0.0477025,0.0251458,0.0135203,0.0150578,0.0275187,0.0274028,0.022738,0.0143754,0.00944538,0.0133351,0.0368245,0,0.0139598,0.0738932,0.0350828,0,0,0.0207621,0,0,0.0370937,0.0563961,0.0272867,0.037156,0.0104359,0.0507827,0.0366766,0.117775,0,0.0145824,0.0622029,0.041439,0.0802041,0.0151334,0.016392,0,0.023363,0.0288498,0.0224878,0.0480131,0.0453753,0
45,0.0260056,0,0,0,0,0.047329,0,0,0,0,0,0,0.0248728,0,0.0255197,0.0703837,0,0,0.015262,0,0,0.0352824,0.0761811,0.0198699,0.0140443,0.0143137,0.0265219,0.0328701,0.0458385,0.0477095,0.0246297,0.0134876,0.0150937,0.027549,0.0273986,0.0229751,0.0138623,0.00921538,0.0136412,0.0416096,0,0.0150509,0.0731941,0.03443,0,0,0.0208146,0,0,0.0371125,0.0581909,0.025357,0.0348675,0.0123741,0.0495346,0.0367545,0.116617,0,0.0138197,0.0637124,0,0.081018,0.0136901,0.0161841,0,0.0233927,0.0283032,0.023392,0.0491975,0.0447814,0
46,0.0259761,0,0,0,0,0.047374,0,0,0,0,0,0,0.0249078,0,0.0254554,0.0704576,0,0,0.0152355,0,0,0.0352259,0.0761623,0.0198775,0.0140288,0.0143097,0.026427,0.0328402,0.0458655,0.0477307,0.0246159,0.0134792,0.0151299,0.0276439,0.0274192,0.0229512,0.0139239,0.00921709,0.0135886,0.0415599,0,0.0150802,0.0732012,0.0344158,0,0,0.0208185,0,0,0.0371312,0.0581387,0.0253684,0.034848,0.0124162,0.049463,0.0368826,0.116606,0,0.013849,0.0637157,0,0.0810146,0.0136882,0.0161731,0,0.0233996,0.0283477,0.0233888,0.0492207,0.044891,0
47,0.0266395,0,0,0,0,0.047679,0,0,0,0,0,0,0.0250409,0,0.0255066,0.0707754,0,0,0.0151863,0,0,0.0353039,0.0763372,0.0199826,0.0149083,0.0144858,0.0259993,0.0317153,0.045873,0.0477416,0.0251051,0.0135692,0.0151252,0.0276402,0.0274894,0.0227516,0.0145551,0.00957785,0.0129526,0.0367182,0,0.0140611,0.0738965,0.0349908,0,0,0.0207289,0,0,0.037134,0.0563087,0.0272871,0.0370475,0.0105089,0.0506097,0.0366909,0.117802,0,0.0146147,0.0622443,0.0414251,0.080192,0.0151557,0.0164118,0,0.0233514,0.0289081,0.0225841,0.0480801,0.04558,0
48,0.0265974,0,0,0,0,0.0476894,0,0,0,0,0,0,0.0250345,0,0.025551,0.0707799,0,0,0.0151754,0,0,0.0352348,0.0763363,0.0199174,0.0148824,0.0144669,0.0259463,0.0316571,0.0458991,0.047721,0.0251566,0.0136079,0.0151366,0.0276081,0.0274958,0.0227969,0.0146009,0.00957644,0.0129339,0.0366491,0,0.0140421,0.0738437,0.0349374,0,0,0.0207356,0,0,0.0371343,0.0562795,0.0272658,0.0370131,0.0105288,0.0505683,0.0366648,0.1178,0,0.0146113,0.0622514,0.0413333,0.080206,0.0152053,0.0164092,0,0.0233637,0.0288707,0.0226551,0.0479768,0.0455795,0
49,0.0265516,0,0,0,0,0.0477042,0,0,0,0,0,0,0.0250688,0,0.0255898,0.0707571,0,0,0.0151975,0,0,0.0352222,0.0763281,0.019806,0.0148403,0.0144195,0.0258882,0.0316555,0.0458948,0.0477344,0.0252068,0.0136133,0.0152469,0.0276032,0.0274869,0.022785,0.0146373,0.00957827,0.0128933,0.0366545,0,0.0139744,0.0737711,0.0348815,0,0,0.0207261,0,0,0.0371146,0.0562164,0.027234,0.0370228,0.0105327,0.0505203,0.036666,0.117781,0,0.0146127,0.0622288,0.0411773,0.080219,0.0152137,0.0164341,0,0.0233442,0.0288536,0.0227207,0.0477745,0.045456,0
50,0.0264965,0,0,0,0,0.0477273,0,0,0,0,0,0,0.0250793,0,0.0256442,0.0707429,0,0,0.0152203,0,0,0.0352473,0.0763364,0.0199063,0.0147804,0.0143588,0.0258298,0.0316913,0.0459305,0.0477255,0.0252739,0.0136236,0.015293,0.0275658,0.0274938,0.0227368,0.0146724,0.00956982,0.0128556,0.0366051,0,0.0139894,0.0737426,0.0348208,0,0,0.0207343,0,0,0.0370858,0.0561742,0.0272613,0.0370051,0.0105312,0.0504665,0.0367004,0.117788,0,0.0146322,0.0621746,0.0412554,0.0801982,0.0152035,0.0164555,0,0.0233254,0.0288665,0.022776,0.0477232,0.0453941,0
51,0.0258006,0,0,0,0,0.0475118,0,0,0,0,0,0,0.0249191,0,0.0254655,0.0710909,0,0,0.015282,0,0,0.0351349,0.0759416,0.0197755,0.0141031,0.0141271,0.0259703,0.0325723,0.0459911,0.0477237,0.0249023,0.0134491,0.0152221,0.0275173,0.0274336,0.0229589,0.0141472,0.00924576,0.0133827,0.0346925,0,0.0134588,0.0723616,0.0342842,0,0,0.0208555,0,0,0.037109,0.0575242,0.0290671,0.0343531,0.00939554,0.0492473,0.03692,0.120448,0.0458808,0.018437,0.0627901,0.0419438,0.0796894,0.0167449,0.0162151,0,0.0233983,0.0284145,0.0235204,0.0480261,0.0412772,0
52,0.026468,0,0,0,0,0.0478507,0,0,0,0,0,0,0.0250743,0,0.0256406,0.0706299,0,0,0.0152562,0,0,0.0352052,0.0763216,0.0200319,0.0144584,0.0143144,0.0260081,0.0316484,0.046027,0.0477416,0.0254621,0.0135915,0.0154996,0.0276839,0.0275538,0.0227769,0.0146823,0.00957564,0.0128163,0.0361141,0,0.0142144,0.0736784,0.034813,0,0,0.0207659,0,0,0.0369852,0.0562139,0.0271909,0.0367217,0.0105509,0.0504027,0.0365273,0.117693,0,0.0146498,0.062162,0.0416251,0.0802049,0.0154135,0.0164987,0,0.0231328,0.0289566,0.0227927,0.0477668,0.0453591,0
53,0.0257863,0,0,0,0,0.0476226,0,0,0,0,0,0,0.0249524,0,0.0256673,0.0701587,0,0,0.0152967,0,0,0.0350643,0.0762757,0.0200214,0.0134219,0.0141998,0.0265173,0.0327756,0.0460504,0.0476418,0.0251468,0.0135882,0.0156142,0.0277139,0.027546,0.0229858,0.0140828,0.00926187,0.0134709,0.0335543,0,0.0158205,0.0730641,0.0341883,0,0,0.020843,0,0,0.0369056,0.0584224,0.0234768,0.0344344,0.0130256,0.0490159,0.0365769,0.114965,0,0.0141474,0.06485,0.0430384,0.0833613,0.0165204,0.016282,0,0.0230947,0.0284187,0.0236982,0,0.0444153,0
54,0.0258093,0,0,0,0,0.0476902,0,0,0,0,0,0,0.0249387,0,0.02548,0.0710334,0,0,0.0153009,0,0,0.0350534,0.0759427,0.0198842,0.0137701,0.0142196,0.0260264,0.0324787,0.0460232,0.0477407,0.0251121,0.0134673,0.0155333,0.0276893,0.0275392,0.0229947,0.0141643,0.00932594,0.0132624,0.0342396,0,0.013625,0.0722232,0.0342856,0,0,0.0208053,0,0,0.036948,0.0575265,0.0290792,0.0341628,0.00952688,0.0490998,0.0368042,0.120335,0.0455184,0.0184689,0.0627721,0.0420615,0.0795972,0.0170739,0.0163053,0,0.023177,0.0285179,0.0235526,0.0480005,0.0414247,0
55,0.0251471,0,0,0,0,0.0474773,0,0,0,0,0,0,0.0247412,0,0.0254809,0.0704195,0,0,0.0153516,0,0,0.0349864,0.0758433,0.0199036,0.0126089,0.0140384,0.0267421,0.0336172,0.0462789,0.0477237,0.0247796,0.0134631,0.0155935,0.0277772,0.0275564,0.0233293,0.0136524,0.00909564,0.013884,0.0318323,0,0.0151556,0.0717783,0.0336711,0,0,0.0209228,0,0,0.0369541,0.0597956,0.0254338,0.0319669,0.0111476,0.0478917,0.0368149,0.118002,0.0448587,0.0182626,0.0653459,0.0435886,0.0825891,0.018422,0.0161167,0,0.0231971,0.0279982,0.0244635,0,0.0401772,0
56,0.0251331,0,0,0,0,0.0475316,0,0,0,0,0,0,0.0248111,0,0.0254718,0.0704014,0,0,0.0153543,0,0,0.0350933,0.0758227,0.0199376,0.012575,0.0139902,0.0266995,0.033576,0.0464021,0.0477394,0.0248262,0.0134691,0.0156263,0.0278567,0.0275757,0.0231936,0.0136899,0.00907915,0.0138903,0.0318896,0,0.0151083,0.0718162,0.0336562,0,0,0.0209299,0,0,0.0370328,0.0597601,0.025393,0.031965,0.0111574,0.0478877,0.0367419,0.117981,0.0448422,0.0182486,0.0653333,0.043583,0.0825905,0.0184097,0.0161568,0,0.0232728,0.0280332,0.0244774,0,0.039852,0
57,0.0251164,0,0,0,0,0.0475803,0,0,0,0,0,0,0.0248866,0,0.0254622,0.0703891,0,0,0.0153915,0,0,0.0353916,0.0758147,0.0199503,0.0125793,0.0139695,0.0266639,0.0335423,0.0463872,0.0477186,0.0248447,0.0135092,0.0156458,0.0278734,0.0275916,0.0231345,0.0137385,0.00910438,0.0139676,0.0320177,0,0.0151001,0.0718404,0.0336503,0,0,0.0209045,0,0,0.0369869,0.059727,0.0253549,0.032038,0.0111702,0.0478854,0.0366769,0.117965,0.0448636,0.0181881,0.0653192,0.0435857,0.0825977,0.0183827,0.0161928,0,0.0232166,0.028061,0.0244888,0,0.0393839,0
58,0.025091,0,0,0,0,0.0476076,0,0,0,0,0,0,0.024899,0,0.0254513,0.0704312,0,0,0.0154107,0,0,0.0355322,0.0757923,0.0198592,0.0125752,0.0139737,0.02662,0.0335195,0.046313,0.0477372,0.024846,0.0135555,0.0156978,0.0277894,0.0276027,0.0231521,0.0137769,0.00917168,0.0139874,0.0320071,0,0.0151491,0.0717826,0.033647,0,0,0.0208494,0,0,0.0368897,0.0597436,0.025328,0.0320123,0.011177,0.0478592,0.0366541,0.117962,0.044826,0.0182372,0.0653401,0.0436352,0.0826277,0.0183953,0.016238,0,0.0230898,0.0280773,0.0245131,0,0.0398194,0
59,0.0250759,0,0,0,0,0.047663,0,0,0,0,0,0,0.024879,0,0.0254746,0.0704631,0,0,0.0153986,0,0,0.0355176,0.0757674,0.0197206,0.0125642,0.0139768,0.0265998,0.0335101,0.0462596,0.0477329,0.0248679,0.0135682,0.0157454,0.0276479,0.0276159,0.0231728,0.0137948,0.00914239,0.0139688,0.0319489,0,0.015206,0.0717534,0.0336602,0,0,0.0208049,0,0,0.0367709,0.0597417,0.0253366,0.0319848,0.0111807,0.0478288,0.0367438,0.117949,0.0448298,0.0182715,0.0653568,0.0436718,0.0826574,0.0183735,0.0162628,0,0.0229785,0.0281404,0.0245226,0,0.0401756,0
60,0.0250542,0,0,0,0,0.0477396,0,0,0,0,0,0,0.0248794,0,0.0255094,0.0704625,0,0,0.0153992,0,0,0.035507,0.0757513,0.0198085,0.0125605,0.0139451,0.0265947,0.0335195,0.0462845,0.0477527,0.0249179,0.0135709,0.0158126,0.0276541,0.027641,0.0230921,0.0138118,0.00918922,0.0139319,0.0319756,0,0.0152259,0.0717745,0.0337004,0,0,0.0207499,0,0,0.0367086,0.0597192,0.0253555,0.0319637,0.0111869,0.0478282,0.0369249,0.117939,0.0447874,0.0182544,0.0653641,0.0436743,0.082666,0.0183357,0.0163078,0,0.0229368,0.0282672,0.0245346,0,0.0402087,0
61,0.0250224,0,0,0,0,0.0477812,0,0,0,0,0,0,0.0248507,0,0.0255384,0.0704138,0,0,0.0154189,0,0,0.0354908,0.0757454,0.0198825,0.0126708,0.0140134,0.0266109,0.0334833,0.0461705,0.0478145,0.0249539,0.0135441,0.0158831,0.0276898,0.0276225,0.0230939,0.0138403,0.00919932,0.013903,0.0320162,0,0.0152146,0.0718189,0.033719,0,0,0.0207068,0,0,0.036721,0.0596976,0.0253343,0.031957,0.011185,0.0478769,0.0369518,0.117931,0.0447574,0.0182365,0.0653694,0.0436625,0.082677,0.0183364,0.0163623,0,0.0229498,0.028339,0.0245632,0,0.0401214,0
62,0.0249943,0,0,0,0,0.0478239,0,0,0,0,0,0,0.0248066,0,0.0255299,0.0703434,0,0,0.0153985,0,0,0.0354821,0.0757283,0.019874,0.0128843,0.0140973,0.0266259,0.0334208,0.0460529,0.0478291,0.0249616,0.0135303,0.0159074,0.0276726,0.0275724,0.023148,0.0138616,0.00919689,0.01391,0.0320329,0,0.0151729,0.0718411,0.0337352,0,0,0.0206634,0,0,0.0367433,0.0596746,0.0253136,0.0319715,0.0111899,0.0479435,0.0369386,0.117918,0.0447372,0.018235,0.06538,0.0436799,0.0826936,0.0182737,0.0163963,0,0.0229818,0.0280998,0.0245784,0,0.0400524,0
63,0.0249836,0,0,0,0,0.0478296,0,0,0,0,0,0,0.0247963,0,0.0254962,0.0703534,0,0,0.01537,0,0,0.035471,0.0757204,0.0198582,0.0128621,0.0140903,0.0265968,0.0334137,0.0460809,0.0477849,0.0249444,0.0135452,0.0158894,0.0277059,0.0275764,0.0231559,0.0138907,0.00920573,0.0139023,0.0320281,0,0.0151729,0.0718676,0.0337499,0,0,0.0205972,0,0,0.0366878,0.0596739,0.0253113,0.0319822,0.0112037,0.0479177,0.0370444,0.117928,0.0447778,0.0182361,0.0654115,0.0437262,0.0827059,0.0182684,0.0163995,0,0.0229337,0.028149,0.0245567,0,0.0400085,0
64,0.024962,0,0,0,0,0.0478325,0,0,0,0,0,0,0.0248148,0,0.0255009,0.0703383,0,0,0.0153308,0,0,0.0354743,0.0757192,0.0198638,0.0128904,0.0140709,0.0265926,0.0334133,0.0461127,0.0477862,0.0249307,0.0135788,0.015826,0.0276791,0.0275825,0.0231425,0.013909,0.00921038,0.0139296,0.0320544,0,0.0151603,0.0719155,0.0337532,0,0,0.020555,0,0,0.0366271,0.0596834,0.0252885,0.0319523,0.0112146,0.0479167,0.0371356,0.117939,0.0448175,0.018247,0.0654235,0.0437545,0.0827086,0.0182848,0.0164254,0,0.0228815,0.02822,0.0245788,0,0.0400059,0
65,0.0255946,0,0,0,0,0.0481404,0,0,0,0,0,0,0.0249325,0,0.0254711,0.0708008,0,0,0.015274,0,0,0.0355589,0.0757324,0.0199088,0.0138891,0.0142256,0.0260726,0.0322754,0.0460559,0.0478847,0.0252082,0.0136,0.0156099,0.0277307,0.0275918,0.0229648,0.0144501,0.00950668,0.0132829,0.0348318,0,0.0134184,0.0723382,0.0343412,0,0,0.0204176,0,0,0.036551,0.0576111,0.0290355,0.0339472,0.00986272,0.0492078,0.0370905,0.120314,0.0451598,0.018522,0.0629132,0.0424441,0.0796363,0.0167235,0.0167069,0,0.0227885,0.028726,0.0237624,0.0481196,0.0411221,0
66,0.0255749,0,0,0,0,0.0480859,0,0,0,0,0,0,0.02515,0,0.0255005,0.0709417,0,0,0.0153744,0,0,0.0355149,0.0757912,0.0199308,0.0142774,0.0142523,0.0255861,0.032263,0.0458867,0.0478211,0.0253116,0.013628,0.0155058,0.0277672,0.0275589,0.0226509,0.0144058,0.00939652,0.0132972,0.0345031,0,0.0135801,0.0724233,0.0343188,0,0,0.0203475,0,0,0.0365401,0.0573171,0.0290017,0.0342006,0.00957819,0.0490455,0.0372873,0.120308,0.0452906,0.018443,0.0627872,0.0422347,0.0796275,0.0168308,0.016681,0,0.0228636,0.028552,0.0237348,0.0480382,0.0412242,0
67,0.0262,0,0,0,0,0.0483385,0,0,0,0,0,0,0.0252981,0,0.0256886,0.0705617,0,0,0.0153815,0,0,0.0356329,0.0761612,0.0201457,0.0148694,0.0144265,0.0254401,0.0314311,0.0458799,0.0477794,0.0257922,0.0137767,0.0156057,0.0278338,0.0276188,0.0224532,0.0149218,0.00970777,0.012794,0.0363041,0,0.0141919,0.073803,0.0348327,0,0,0.0202117,0,0,0.036476,0.0559964,0.0272807,0.03667,0.010608,0.0501804,0.0370288,0.117664,0,0.0147444,0.0621531,0.0418701,0.0801016,0.0153192,0.0169464,0,0.0227308,0.0291402,0.0230289,0.0478085,0.0453495,0
68,0.0261776,0,0,0,0,0.0483413,0,0,0,0,0,0,0.025316,0,0.0257401,0.0705613,0,0,0.0153962,0,0,0.0356477,0.0761575,0.0201552,0.0148959,0.014415,0.0254117,0.0314635,0.0459189,0.0477419,0.0258189,0.0137685,0.0156247,0.0277564,0.027623,0.0224256,0.0149385,0.00975927,0.0127565,0.0363164,0,0.0141654,0.0738244,0.034816,0,0,0.0201451,0,0,0.036534,0.0559885,0.0272576,0.0366551,0.0106236,0.0501672,0.0370383,0.11766,0,0.0147533,0.0621415,0.0418601,0.0801084,0.0153428,0.0169929,0,0.0227978,0.0291913,0.0230652,0.0477721,0.0453201,0
69,0.0261514,0,0,0,0,0.048335,0,0,0,0,0,0,0.0253066,0,0.0257497,0.0705599,0,0,0.0153714,0,0,0.0356752,0.0761718,0.020162,0.0149322,0.0143636,0.0253739,0.0314797,0.0459499,0.0477321,0.0258601,0.0137818,0.015632,0.027689,0.0276282,0.02244,0.0149629,0.00981462,0.0127235,0.036302,0,0.0141487,0.0738138,0.0347792,0,0,0.0200732,0,0,0.0366209,0.0559955,0.0272689,0.0366793,0.0106244,0.0501762,0.0370734,0.117657,0,0.0147387,0.0621189,0.0418401,0.0801687,0.0153724,0.0170284,0,0.0228686,0.0290782,0.0230905,0.0477339,0.0452908,0
70,0.026129,0,0,0,0,0.0482936,0,0,0,0,0,0,0.0252727,0,0.025743,0.0705615,0,0,0.0152207,0,0,0.0357675,0.0761828,0.0201899,0.0149603,0.0143188,0.0253237,0.0314927,0.0459854,0.0477173,0.0258993,0.0138094,0.0155369,0.0277477,0.0276244,0.0225031,0.0149972,0.0098072,0.0127061,0.0362612,0,0.0141533,0.0738195,0.0347684,0,0,0.02,0,0,0.0365987,0.0560244,0.0273038,0.0367159,0.010634,0.0501935,0.0370925,0.117651,0,0.0147662,0.0621181,0.0418563,0.0802354,0.0153771,0.0170337,0,0.0228627,0.0290368,0.0231101,0.0477207,0.0453156,0
71,0.0254854,0,0,0,0,0.0480195,0,0,0,0,0,0,0.0250894,0,0.0255607,0.0709331,0,0,0.0151581,0,0,0.0357365,0.075779,0.0199842,0.0143888,0.0141132,0.0254341,0.0323382,0.0460432,0.0477411,0.0254422,0.0136553,0.0154016,0.0277522,0.0275742,0.0227522,0.0145012,0.00958554,0.0130276,0.0344305,0,0.013517,0.0724659,0.0342783,0,0,0.0199857,0,0,0.0366169,0.0573969,0.0290468,0.0342913,0.00961983,0.0490447,0.0372964,0.12026,0.0452161,0.0184978,0.062789,0.0422661,0.0797139,0.0169719,0.0168438,0,0.0229858,0.0284923,0.0238391,0.0479056,0.0413187,0
72,0.0254938,0,0,0,0,0.0480144,0,0,0,0,0,0,0.0249367,0,0.0255228,0.0708758,0,0,0.0151338,0,0,0.0357247,0.0757125,0.019961,0.0142136,0.0140644,0.025608,0.0323925,0.0461295,0.0478324,0.025372,0.0135936,0.0154993,0.02775,0.0275866,0.0229678,0.0145181,0.00966296,0.0130066,0.0347438,0,0.0132115,0.0724375,0.0342869,0,0,0.0199054,0,0,0.0365843,0.057592,0.0291391,0.0342251,0.00983865,0.0490884,0.0371503,0.120298,0.0450552,0.0185949,0.0628496,0.042398,0.0797002,0.016848,0.0168932,0,0.0229781,0.0285896,0.0238842,0.0477707,0.0412799,0
73,0.0248513,0,0,0,0,0.0478124,0,0,0,0,0,0,0.0246721,0,0.025551,0.0702438,0,0,0.0153194,0,0,0.0355491,0.0756913,0.0199282,0.013157,0.0139131,0.0264499,0.0334952,0.0461702,0.0477949,0.0250378,0.0136046,0.0155242,0.0276541,0.0275445,0.0233914,0.0139703,0.00932095,0.0137976,0.031887,0,0.0151128,0.0719746,0.03369,0,0,0.0198496,0,0,0.0365735,0.05976,0.0253257,0.0320928,0.0112948,0.0479492,0.0370872,0.117894,0.044621,0.0182672,0.0654426,0.0438458,0.0828657,0.0183678,0.0167623,0,0.022983,0.0280985,0.0247951,0,0.0401141,0
74,0.0260694,0,0,0,0,0.048742,0,0,0,0,0,0,0.0251877,0,0.0257789,0.0705052,0,0,0.0151302,0,0,0.0358005,0.0761867,0.0202031,0.0148848,0.0142967,0.0253065,0.0319439,0.0459748,0.0477759,0.0259939,0.0138055,0.0155842,0.0276828,0.027613,0.0226516,0.0154163,0.00995433,0.0126209,0.0361455,0,0.0140325,0.0739027,0.0347868,0,0,0.0230246,0,0,0.0422765,0.056049,0.0273036,0.0366301,0.01074,0.0500406,0.0377636,0.11766,0,0.0149053,0.0621844,0.0419667,0.0802439,0.0154016,0.0173892,0.00796592,0.0225268,0.0291873,0.0229219,0.0475643,0.0452978,0
75,0.0254138,0,0,0,0,0.0484719,0,0,0,0,0,0,0.0249995,0,0.0256036,0.0708641,0,0,0.0150829,0,0,0.0357274,0.0757882,0.0200364,0.0143536,0.0141313,0.0254053,0.0327699,0.046035,0.0477624,0.0255272,0.0136545,0.0154121,0.0277118,0.0275543,0.0228873,0.0149037,0.00965149,0.013174,0.0343456,0,0.013552,0.0725513,0.0343139,0,0,0.023271,0,0,0.0422268,0.0574124,0.0290822,0.0342347,0.00977108,0.0489014,0.0379556,0.120304,0.0451449,0.0186729,0.0628287,0.0423704,0.0796841,0.0169482,0.0171703,0.00812395,0.0226008,0.0287637,0.0236347,0.0479568,0.0411945,0
