Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,,RTIBA
40,0.0241118,0,0,0,0,0.0481094,0,0,0,0,0,0,0.0255748,0,0,0.071058,0,0,0.00507348,0,0,0.0298772,0.081447,0.0216841,0.0205869,0.0131472,0.027012,0.0327484,0.0739988,0.0439504,0.0931458,0.0163854,0.0173144,0.0286906,0.0282581,0.0202942,0.0173346,0,0.0196632,0.0368204,0,0.0121688,0.0713429,0.0313957,0,0,0.0243161,0,0,0.0448931,0.0557916,0.0327273,0.0412403,0.00717432,0.0572874,0.0440052,0,0,0.0694039,0.0173928,0.0595907,0.0450958,0.0766638,0.0158954,0.0162629,0.00783956,0.0274373,0.0292396,0.0229654,0,0.0397688
41,0.0241504,0,0,0,0,0.0480487,0,0,0,0,0,0,0.0255199,0,0,0.0710621,0,0,0.00507355,0,0,0.0299049,0.0814759,0.0216921,0.0206158,0.0131257,0.0270394,0.0326457,0.0739788,0.044034,0.0931086,0.0163912,0.0173242,0.0286518,0.0282686,0.0202997,0.0173461,0,0.0196775,0.0367977,0,0.0121726,0.0713418,0.0314032,0,0,0.0243901,0,0,0.0448567,0.0557833,0.0327101,0.0412177,0.00718062,0.0573342,0.0439557,0,0,0.0694464,0.0174002,0.0595763,0.0451227,0.0766403,0.0159129,0.0160484,0.00790777,0.0276107,0.0292123,0.0229575,0,0.0397347
42,0.0241743,0,0,0,0,0.047963,0,0,0,0,0,0,0.0255809,0,0,0.071086,0,0,0.00514326,0,0,0.0300722,0.0814849,0.0216635,0.0206596,0.0130884,0.0270399,0.0325602,0.0739515,0.0441793,0.0931204,0.016381,0.017302,0.0286985,0.0282557,0.020229,0.0172182,0,0.0197659,0.0368177,0,0.0121773,0.0713367,0.0314062,0,0,0.0244559,0,0,0.0447259,0.0557788,0.0326692,0.0412201,0.00718003,0.0573585,0.0439669,0,0,0.0694649,0.0174096,0.0595621,0.0451434,0.0766676,0.0158934,0.0156711,0.0078629,0.027185,0.0291665,0.0229459,0,0.0396775
43,0.0241939,0,0,0,0,0.0478746,0,0,0,0,0,0,0.0256375,0,0,0.0711291,0,0,0.00514128,0,0,0.0301434,0.0815001,0.0216361,0.0206803,0.0130599,0.027037,0.0325041,0.0739049,0.0441203,0.0931416,0.0163726,0.0172858,0.0287175,0.0282281,0.0202015,0.0169971,0,0.0198372,0.0368135,0,0.0121628,0.0713623,0.0314048,0,0,0.0242626,0,0,0.0447652,0.0557603,0.0326409,0.041231,0.00717577,0.0573586,0.0439506,0,0,0.0694848,0.0174377,0.0595748,0.0451167,0.076688,0.0158798,0.0158098,0.00746076,0.0264342,0.0290649,0.0229284,0,0.0396676
44,0.0241761,0,0,0,0,0.0473823,0,0,0,0,0,0,0.0256378,0,0,0.0711658,0,0,0.00543067,0,0,0.0301091,0.0815215,0.0216321,0.0207057,0.013002,0.0270605,0.0321512,0.0738509,0.0440653,0.0931195,0.016386,0.0172932,0.0287121,0.0282251,0.0202251,0.0164945,0,0.0198031,0.0367889,0,0.0121614,0.0713374,0.0312592,0,0,0.0207079,0,0,0.0386806,0.055734,0.0326337,0.0413015,0.00716813,0.0574426,0.042905,0,0,0.0695201,0.0175206,0.059552,0.0449578,0.0766738,0.0158774,0.0157614,0,0.0269341,0.0288152,0.0230833,0,0.039656
45,0.0242143,0,0,0,0,0.0473748,0,0,0,0,0,0,0.025607,0,0,0.0711521,0,0,0.00538757,0,0,0.0301506,0.081538,0.0216206,0.0206962,0.0129416,0.0270482,0.0321149,0.0738339,0.0440698,0.0930968,0.0163917,0.0173078,0.0287272,0.0282457,0.0202826,0.0164733,0,0.0198352,0.0368163,0,0.0121534,0.0713457,0.0312987,0,0,0.0207776,0,0,0.0388253,0.055734,0.0325893,0.0413034,0.00716658,0.0574028,0.0427539,0,0,0.0695331,0.0175765,0.0595644,0.0446629,0.0766933,0.0158884,0.0158075,0,0.0270531,0.0288157,0.0230544,0,0.0396904
46,0.0242618,0,0,0,0,0.0473506,0,0,0,0,0,0,0.0255744,0,0,0.0711251,0,0,0.00532831,0,0,0.0301783,0.081567,0.0216117,0.0206937,0.0128929,0.0270221,0.0320488,0.073813,0.0440733,0.0930773,0.0164505,0.0173305,0.0287404,0.0282646,0.0203414,0.0164886,0,0.019855,0.0368655,0,0.0121585,0.0713689,0.0313214,0,0,0.0208168,0,0,0.0388314,0.055727,0.0325548,0.0412846,0.00716257,0.0573519,0.0426085,0,0,0.0695525,0.0176148,0.0595526,0.0445363,0.0766952,0.0158821,0.0158175,0,0.0269953,0.0287785,0.0230297,0,0.0397058
47,0.0240955,0,0,0,0,0.0483943,0,0,0,0,0,0,0.0256749,0,0,0.0711302,0,0,0.0157235,0,0,0.036149,0.081781,0.0217443,0.0209398,0.012871,0.0265315,0.034308,0.0736617,0.0439024,0.0928826,0.016617,0.0174435,0.0287059,0.0282682,0.0202486,0.0124729,0.00930125,0.0141572,0.0369594,0,0.01212,0.0714376,0.0314669,0,0,0.0203298,0,0,0.0384675,0.0557989,0.0324286,0.0411701,0.00716233,0.0569944,0.0425446,0,0,0.0695014,0.0175858,0.0597223,0.044657,0.0768048,0.0157732,0.0166482,0,0.0262978,0.0298023,0.0230772,0,0.0398761
48,0.0240817,0,0,0,0,0.0483721,0,0,0,0,0,0,0.0256231,0,0,0.0710822,0,0,0.0157155,0,0,0.0360416,0.0818121,0.0217126,0.0209193,0.0128637,0.0265091,0.0343339,0.0736357,0.0438949,0.092897,0.0166251,0.01742,0.0286034,0.0282769,0.0203392,0.0124409,0.0093361,0.0141245,0.0369267,0,0.0121325,0.0714747,0.0315035,0,0,0.0203611,0,0,0.0383654,0.0557644,0.0324101,0.0411273,0.00719394,0.0569084,0.0425202,0,0,0.0694984,0.0176271,0.059737,0.0446252,0.0768181,0.0157807,0.0165523,0,0.0261094,0.0297919,0.0230285,0,0.0399151
49,0.024061,0,0,0,0,0.0483739,0,0,0,0,0,0,0.0255471,0,0,0.0710672,0,0,0.0157482,0,0,0.0360958,0.0818585,0.0217149,0.0209185,0.0128449,0.0264844,0.0343501,0.0736036,0.0438854,0.092872,0.0166212,0.01732,0.0285462,0.0282696,0.0204506,0.012445,0.00939132,0.0140825,0.0369158,0,0.0121424,0.0714979,0.0315415,0,0,0.0203564,0,0,0.0383994,0.0557467,0.032388,0.0411346,0.00724155,0.0568154,0.0425303,0,0,0.0695017,0.0176563,0.0597538,0.0445807,0.0768374,0.0157779,0.0164941,0,0.0261166,0.0298257,0.0229797,0,0.039989
50,0.0240747,0,0,0,0,0.0484172,0,0,0,0,0,0,0.0255079,0,0,0.0710576,0,0,0.0157014,0,0,0.036096,0.0818926,0.0217185,0.0209096,0.0128059,0.0264646,0.0343147,0.073562,0.0438824,0.0928479,0.0166228,0.0172703,0.02854,0.0282641,0.0205183,0.0125124,0.00944295,0.0140256,0.0369105,0,0.0121656,0.0715022,0.0315266,0,0,0.0204011,0,0,0.0383797,0.0557284,0.032375,0.0411332,0.00729551,0.0567719,0.042467,0,0,0.0695121,0.017684,0.0597517,0.0445141,0.0768394,0.0157788,0.0165029,0,0.0261226,0.0298557,0.0229316,0,0.0400375
51,0.0240956,0,0,0,0,0.0484588,0,0,0,0,0,0,0.0254988,0,0,0.0710262,0,0,0.0156081,0,0,0.0361509,0.0819096,0.0217137,0.020907,0.0127876,0.0264253,0.0342805,0.0735262,0.0438724,0.0928237,0.0166326,0.0172813,0.0285572,0.0282886,0.0205079,0.0125702,0.00941776,0.0140567,0.0369144,0,0.0121672,0.0715468,0.0315175,0,0,0.020422,0,0,0.0383401,0.0556969,0.0323511,0.0411099,0.00731155,0.0567403,0.0423942,0,0,0.069516,0.0177115,0.0597573,0.0444844,0.0768378,0.0157935,0.0164981,0,0.0261359,0.0298873,0.0228869,0,0.0400487
52,0.0241273,0,0,0,0,0.0485078,0,0,0,0,0,0,0.0255382,0,0,0.0709326,0,0,0.0155047,0,0,0.0361667,0.081918,0.0217125,0.0208596,0.0127977,0.0264016,0.0342839,0.073514,0.0438288,0.0927746,0.0166533,0.0173605,0.0286017,0.0283037,0.0203885,0.0126461,0.0093563,0.0141033,0.0369541,0,0.0121246,0.0716075,0.0314804,0,0,0.0204062,0,0,0.0383621,0.0556662,0.032317,0.0410921,0.0073034,0.0567171,0.042312,0,0,0.0695093,0.0177363,0.059787,0.0444508,0.0768782,0.0157944,0.0165148,0,0.0261371,0.0299342,0.022867,0,0.0400573
53,0.0249343,0,0,0,0,0.0487705,0,0,0,0,0,0,0.031271,0,0,0.0723936,0,0,0.0154085,0,0,0.0362007,0.081714,0.0187925,0.0206435,0.0145641,0.0272261,0.0338511,0.0715323,0,0.0960065,0.0147113,0.0139862,0.0262343,0.0256333,0.0122705,0.0131918,0.00956902,0.0136952,0.0369934,0,0.0121658,0.0708703,0.0319206,0,0,0.0202275,0,0,0.0380919,0.0563425,0.0322255,0.0405248,0.00702047,0.0567746,0.0415125,0,0,0.0692322,0.0175539,0.0598598,0.0444622,0.0769264,0.0156895,0.0165563,0,0.0256906,0.0303405,0.0220602,0,0.0401805
54,0.0242039,0,0,0,0,0.0486257,0,0,0,0,0,0,0.0256214,0,0,0.0709738,0,0,0.0154754,0,0,0.0362299,0.0819514,0.0217444,0.020862,0.0127832,0.0263477,0.0343532,0.0734371,0.0437442,0.092685,0.0166459,0.0175357,0.0285499,0.0282659,0.0203638,0.0127498,0.00946536,0.0140846,0.0369053,0,0.0120842,0.0716108,0.0314071,0,0,0.0203899,0,0,0.0382705,0.0556583,0.0322775,0.0410485,0.00729717,0.0566421,0.0421573,0,0,0.0694329,0.0176916,0.0597888,0.0443659,0.0769144,0.0157892,0.0166306,0,0.025967,0.0300689,0.0227151,0,0.0401364
55,0.0242503,0,0,0,0,0.0487116,0,0,0,0,0,0,0.0255736,0,0,0.0710385,0,0,0.015454,0,0,0.0362801,0.0820001,0.0218207,0.0209227,0.0127724,0.0263572,0.0343926,0.0733534,0.0437856,0.0926883,0.0166729,0.0174813,0.0285939,0.0283182,0.020473,0.0128268,0.00961912,0.0139616,0.0369378,0,0.0120961,0.0715755,0.0313711,0,0,0.0203981,0,0,0.0381632,0.0556805,0.0322934,0.0410502,0.0072863,0.0566328,0.04214,0,0,0.0694218,0.0176654,0.0598031,0.0443203,0.0769395,0.0157838,0.0166196,0,0.0258451,0.0301602,0.0226168,0,0.0401456
56,0.0236738,0,0,0,0,0.0484961,0,0,0,0,0,0,0.0254893,0,0,0.0708076,0,0,0.0155041,0,0,0.036297,0.0818486,0.0217431,0.0199738,0.0125882,0.0264609,0.0354947,0.0731648,0.0438432,0.0925776,0.0167216,0.0175052,0.0286724,0.0283022,0.0205634,0.0123969,0.00948911,0.0144726,0.0419613,0,0.0128699,0.0709655,0.0307144,0,0,0.0205345,0,0,0.0381813,0.0575277,0.0302706,0.0386009,0.00940472,0.0551769,0.0421575,0,0,0.0683945,0.0161476,0.0612725,0.0453791,0.077677,0.0143838,0.016446,0,0.025894,0.0297267,0.0233854,0,0
57,0.023885,0,0,0,0,0.0476035,0,0,0,0,0,0,0.0252173,0,0,0.0708302,0,0,0.00548756,0,0,0.0298893,0.0816146,0.0215771,0.0196299,0.0125473,0.0270205,0.033357,0.0732246,0.0441043,0.0928016,0.0166383,0.0174703,0.0287172,0.0282594,0.020882,0.0163668,0,0.0203004,0.0424299,0,0.0126469,0.0708257,0.030511,0,0,0.0210053,0,0,0.0383971,0.057642,0.0304564,0.0384106,0.00946081,0.0554104,0.0419811,0,0,0.0685208,0.0161612,0.061143,0.0452326,0.0774988,0.0145334,0.015666,0,0.0262028,0.0287828,0.0232393,0,0
58,0.0243991,0,0,0,0,0.0489645,0,0,0,0,0,0,0.02554,0,0,0.071024,0,0,0.015027,0,0,0.0363334,0.082086,0.0219086,0.0209707,0.0127969,0.0263223,0.0344706,0.0732331,0.0438521,0.0926427,0.0169243,0.0175752,0.0286903,0.0281366,0.0204078,0.0133931,0.00946184,0.01428,0.0370955,0,0.0120853,0.0716393,0.0311372,0,0,0.0203182,0,0,0.0382425,0.0556691,0.0322069,0.0410096,0.00719553,0.0566292,0.0417644,0,0,0.0694617,0.0176826,0.0598056,0.0442878,0.076941,0.0157218,0.0168496,0,0.0258261,0.0303854,0.0224164,0,0.0401662
59,0.0244297,0,0,0,0,0.0490336,0,0,0,0,0,0,0.0255792,0,0,0.0709435,0,0,0.0150543,0,0,0.0365177,0.0820983,0.0219301,0.0209228,0.012825,0.0263141,0.0344569,0.0732478,0.0438438,0.0926425,0.0169388,0.0174665,0.0286344,0.0282105,0.0204071,0.0134383,0.00950197,0.0143186,0.0372072,0,0.0120745,0.0716774,0.0310474,0,0,0.0203208,0,0,0.0382586,0.0556413,0.0321785,0.040998,0.00719107,0.0566296,0.0416057,0,0,0.0694649,0.017705,0.0598231,0.0442233,0.0769776,0.0157063,0.016812,0,0.0258178,0.0304716,0.022379,0,0.0401617
60,0.0252338,0,0,0,0,0.0493222,0,0,0,0,0,0,0.0312854,0,0,0.0723817,0,0,0.0149558,0,0,0.0366942,0.0818947,0.0190223,0.0206804,0.0145399,0.0271603,0.0339874,0.0712944,0,0.0959709,0.0149555,0.0140351,0.0263179,0.0256139,0.0122348,0.0139762,0.00963171,0.0140066,0.0373312,0,0.0121492,0.0709506,0.0314733,0,0,0.0201239,0,0,0.0380661,0.0562984,0.0320927,0.040441,0.00688087,0.0567114,0.040895,0,0,0.0692259,0.0175287,0.0599226,0.0442891,0.077023,0.015568,0.016808,0,0.0254515,0.0308971,0.0215794,0,0.0402321
61,0.0245304,0,0,0,0,0.0492112,0,0,0,0,0,0,0.0255771,0,0,0.0710011,0,0,0.0150521,0,0,0.0367057,0.0821111,0.0219712,0.0208883,0.0127182,0.0263074,0.0344589,0.0732694,0.0439374,0.0926202,0.0168933,0.0174923,0.0287038,0.0282753,0.0204308,0.0135503,0.00955625,0.0142837,0.0372603,0,0.0120508,0.0717069,0.0309487,0,0,0.0203001,0,0,0.0382773,0.0556118,0.0321495,0.0409802,0.00717721,0.0565756,0.0416816,0,0,0.0694551,0.0177019,0.0598971,0.0442717,0.0770153,0.0156404,0.016783,0,0.025816,0.0306747,0.022248,0,0.0401776
62,0.0245855,0,0,0,0,0.0493067,0,0,0,0,0,0,0.025518,0,0,0.0710924,0,0,0.0150624,0,0,0.0367191,0.082176,0.0219757,0.0209344,0.0125985,0.0263188,0.0344436,0.0732066,0.04394,0.0926152,0.0169269,0.0174737,0.0286656,0.0282989,0.0205328,0.0136259,0.00962256,0.0142389,0.0372508,0,0.0120479,0.071698,0.0309198,0,0,0.0202945,0,0,0.0382298,0.0556405,0.0321688,0.0409405,0.00718067,0.056556,0.0416941,0,0,0.0694318,0.0176713,0.0599187,0.0442663,0.0770248,0.0156587,0.0168634,0,0.0257652,0.0307663,0.0221644,0,0.040213
63,0.0246291,0,0,0,0,0.0493985,0,0,0,0,0,0,0.0255443,0,0,0.0711163,0,0,0.0152261,0,0,0.036717,0.082215,0.0219688,0.0209464,0.0125862,0.0262959,0.0344351,0.0731741,0.0439478,0.0926169,0.0169324,0.0175175,0.028652,0.0283209,0.0205202,0.0136633,0.00968515,0.0141059,0.0372581,0,0.0120506,0.0717167,0.0308872,0,0,0.0202947,0,0,0.0381643,0.0556314,0.0321543,0.0409077,0.00720807,0.0565029,0.0418128,0,0,0.0694293,0.0176557,0.059911,0.0443843,0.0770299,0.0156261,0.0169659,0,0.0257006,0.030842,0.0221076,0,0.0402139
64,0.024619,0,0,0,0,0.0494337,0,0,0,0,0,0,0.0255617,0,0,0.071113,0,0,0.0152416,0,0,0.036864,0.0822305,0.0219927,0.0209169,0.012691,0.026263,0.0344321,0.073153,0.043972,0.0925766,0.01692,0.0175573,0.0286803,0.0283297,0.0204867,0.0136912,0.00965642,0.0141713,0.0372488,0,0.0120569,0.0717521,0.0308683,0,0,0.0202869,0,0,0.0381359,0.055613,0.0321175,0.0408683,0.00721916,0.0564403,0.0419028,0,0,0.0694465,0.0176641,0.0599101,0.0443115,0.077036,0.015609,0.0170244,0,0.0256876,0.0308532,0.0220713,0,0.04017
65,0.0245916,0,0,0,0,0.0494602,0,0,0,0,0,0,0.0256151,0,0,0.0710251,0,0,0.0152896,0,0,0.0369514,0.0822303,0.0219878,0.020853,0.0127668,0.0262037,0.0343886,0.0731863,0.04387,0.0925826,0.0169044,0.0175402,0.0286851,0.0283399,0.0204192,0.0137384,0.00970968,0.0141814,0.0373068,0,0.0120866,0.0718024,0.030831,0,0,0.0202694,0,0,0.0381032,0.0555646,0.0321054,0.0408808,0.00721788,0.0564018,0.0419756,0,0,0.069491,0.0177039,0.0598876,0.0441596,0.0770426,0.0156023,0.0169457,0,0.0256904,0.0308112,0.0220884,0,0.0400806
66,0.0253357,0,0,0,0,0.0497195,0,0,0,0,0,0,0.0313328,0,0,0.0724699,0,0,0.0152518,0,0,0.0369953,0.0820415,0.0190264,0.020613,0.0145082,0.0269978,0.033854,0.0712099,0,0.0959125,0.0149313,0.0140866,0.0263015,0.0256847,0.0122159,0.0143232,0.00987426,0.0138453,0.0374793,0,0.0121728,0.0710855,0.0312819,0,0,0.0200884,0,0,0.0379119,0.0562268,0.0320127,0.0403812,0.00691191,0.0565009,0.0413121,0,0,0.069258,0.0175395,0.0599404,0.0441218,0.0770604,0.0155043,0.016987,0,0.0254109,0.03109,0.0213469,0,0.0401815
67,0.0245774,0,0,0,0,0.0495734,0,0,0,0,0,0,0.0256464,0,0,0.0710629,0,0,0.0152225,0,0,0.0369476,0.08225,0.021934,0.0208448,0.0126705,0.0261702,0.0342599,0.0731831,0.0437913,0.092589,0.0168689,0.0174875,0.0286665,0.0283511,0.0204031,0.0139826,0.00973854,0.0142295,0.0374178,0,0.0120813,0.0718339,0.03077,0,0,0.0201561,0,0,0.0381069,0.0555235,0.0320781,0.0409436,0.00720966,0.0564106,0.0420323,0,0,0.0694633,0.0176555,0.0598774,0.0441454,0.0770423,0.0155914,0.0169834,0,0.0258211,0.0307563,0.0221202,0,0.0401856
68,0.0245725,0,0,0,0,0.0496247,0,0,0,0,0,0,0.0255772,0,0,0.0711396,0,0,0.015224,0,0,0.036842,0.082267,0.0219343,0.0208987,0.0126458,0.0261586,0.0342008,0.073156,0.0438473,0.0925943,0.0168662,0.0174124,0.0286637,0.0283572,0.0205112,0.0140684,0.00965042,0.0141995,0.0374193,0,0.0120536,0.0718183,0.0307629,0,0,0.0201171,0,0,0.0380366,0.055485,0.0320955,0.040966,0.00722316,0.0563979,0.0421493,0,0,0.0694407,0.0176068,0.0598972,0.0444163,0.0770426,0.0155988,0.0170111,0,0.0257781,0.0307895,0.0221318,0,0.0402019
69,0.0245357,0,0,0,0,0.0496265,0,0,0,0,0,0,0.0255871,0,0,0.0711547,0,0,0.0152196,0,0,0.0366572,0.0822787,0.0219329,0.0209123,0.0125994,0.0261589,0.0341823,0.0731437,0.0438874,0.0926298,0.016858,0.0174657,0.0286735,0.028383,0.0204925,0.0140241,0.00960459,0.0141401,0.0374879,0,0.0120593,0.0718255,0.0307578,0,0,0.020066,0,0,0.0379468,0.0554229,0.032145,0.0410169,0.00725241,0.0563959,0.0421931,0,0,0.0694479,0.0175791,0.0598818,0.0449021,0.0770057,0.0155571,0.0170161,0,0.0257178,0.0307903,0.0221558,0,0.0401957
70,0.0244977,0,0,0,0,0.0495969,0,0,0,0,0,0,0.0256124,0,0,0.0711626,0,0,0.0152458,0,0,0.0365497,0.0822779,0.0219264,0.0209174,0.0126202,0.026155,0.0341921,0.0731492,0.0438962,0.0926451,0.0168611,0.0174515,0.0286703,0.0283769,0.020482,0.0139468,0.0096268,0.0141015,0.0375469,0,0.012078,0.0718353,0.0307325,0,0,0.0200202,0,0,0.0378886,0.0553756,0.0321487,0.0410617,0.00724611,0.0563848,0.0421893,0,0,0.0694438,0.0175575,0.0598699,0.0449457,0.077001,0.0155522,0.0169864,0,0.0256959,0.0307805,0.0221844,0,0.0402091
71,0.0244852,0,0,0,0,0.0495596,0,0,0,0,0,0,0.0256023,0,0,0.0711483,0,0,0.0152527,0,0,0.0363765,0.0822508,0.021905,0.0208967,0.0126481,0.0261754,0.0341806,0.07316,0.0438813,0.0926475,0.0168552,0.0173836,0.0286549,0.0283635,0.020487,0.0139,0.00957351,0.0140687,0.0376142,0,0.012091,0.0718606,0.0307209,0,0,0.0199633,0,0,0.0378555,0.0553224,0.0321754,0.0410793,0.00727692,0.0563805,0.0420011,0,0,0.0694491,0.0175375,0.0598474,0.0451513,0.076987,0.0155277,0.0170016,0,0.0256716,0.0308378,0.0221948,0,0.0402205
72,0.0244703,0,0,0,0,0.0495403,0,0,0,0,0,0,0.0256298,0,0,0.0711346,0,0,0.015258,0,0,0.0361762,0.0822225,0.0218941,0.0208678,0.0126184,0.0261787,0.0341685,0.0731658,0.0438808,0.0926431,0.01684,0.0174664,0.028671,0.0283719,0.0204559,0.0138991,0.0093679,0.0142737,0.0376363,0,0.0121091,0.071895,0.0307109,0,0,0.0198699,0,0,0.0377874,0.055275,0.0321815,0.0410653,0.0073124,0.0563631,0.0418901,0,0,0.0694489,0.017516,0.0598314,0.0452675,0.0769753,0.0155171,0.0170456,0,0.0256022,0.030861,0.0222034,0,0.0402255
73,0.0244524,0,0,0,0,0.0495667,0,0,0,0,0,0,0.0256352,0,0,0.0711503,0,0,0.0152629,0,0,0.0358358,0.0822006,0.0218854,0.0208368,0.012561,0.026183,0.0341844,0.0731512,0.0438803,0.0926398,0.0168362,0.0175268,0.0287021,0.028407,0.0204348,0.0138702,0.00900724,0.0147547,0.037602,0,0.0121118,0.0719277,0.0307183,0,0,0.0197546,0,0,0.0376773,0.0552272,0.0321614,0.041073,0.00737892,0.0563228,0.041922,0,0,0.069432,0.0174813,0.0598556,0.0452861,0.0769625,0.0155124,0.0170801,0,0.0255014,0.0308714,0.022196,0,0.0402508
74,0.0244211,0,0,0,0,0.049571,0,0,0,0,0,0,0.0256298,0,0,0.0711658,0,0,0.015275,0,0,0.0358024,0.082188,0.0218665,0.0207867,0.0125,0.0261857,0.0342284,0.0731676,0.0438791,0.0926446,0.0168348,0.0175339,0.0287192,0.0284236,0.0204377,0.0138254,0.00901933,0.0147857,0.037566,0,0.012116,0.0719219,0.030744,0,0,0.0196457,0,0,0.0376026,0.055172,0.0321432,0.0410837,0.00743164,0.056282,0.0420617,0,0,0.0694089,0.0174404,0.0598831,0.0452286,0.0769762,0.0155236,0.0170664,0,0.0254573,0.0308829,0.0221936,0,0.0402895
75,0.0243744,0,0,0,0,0.0495629,0,0,0,0,0,0,0.0256254,0,0,0.0711684,0,0,0.015315,0,0,0.0361211,0.082178,0.0218346,0.0207444,0.0125157,0.026182,0.03428,0.0731957,0.0438824,0.092662,0.016816,0.0174952,0.0287305,0.0284021,0.0204501,0.0138226,0.0094289,0.0142854,0.037503,0,0.0121136,0.0719105,0.0307758,0,0,0.0195194,0,0,0.0375381,0.0551294,0.032133,0.0410613,0.00749382,0.0562438,0.0421122,0,0,0.0693804,0.017401,0.0598984,0.0451579,0.076993,0.0155474,0.017074,0,0.0253964,0.0309151,0.0221958,0,0.0403247
76,0.024488,0,0,0,0,0.0485122,0,0,0,0,0,0,0.0255232,0,0,0.0711383,0,0,0.00464889,0,0,0.0299226,0.0819737,0.0216417,0.0204829,0.0124876,0.0266084,0.032241,0.0733377,0.0440493,0.092887,0.0167315,0.0173718,0.0287206,0.0283989,0.0205854,0.0171474,0,0.0194518,0.0373368,0,0.0121637,0.0718875,0.0306509,0,0,0.0198752,0,0,0.0376855,0.0549977,0.0322853,0.0411177,0.00754665,0.0565106,0.0421061,0,0,0.0694192,0.0174491,0.0597315,0.0450218,0.0768554,0.0156653,0.016247,0,0.0257291,0.0298697,0.022081,0,0.0401776
77,0.0243229,0,0,0,0,0.0495372,0,0,0,0,0,0,0.0256965,0,0,0.0711675,0,0,0.0154947,0,0,0.0363706,0.0821365,0.0217736,0.0206882,0.0125207,0.0261629,0.0342285,0.0732198,0.0438775,0.0927088,0.0170057,0.0174304,0.0286874,0.028361,0.0204291,0.0138538,0.00990841,0.0136347,0.0374266,0,0.0121082,0.0719559,0.0307492,0,0,0.0192557,0,0,0.0374609,0.0550743,0.0321532,0.0409956,0.00760336,0.0561428,0.0420486,0,0,0.0693362,0.0173555,0.0598872,0.0451429,0.0769656,0.015616,0.0172852,0,0.0254172,0.0308411,0.0222138,0,0.0403754
78,0.0242939,0,0,0,0,0.049538,0,0,0,0,0,0,0.0257422,0,0,0.0712073,0,0,0.0156427,0,0,0.0364771,0.0821233,0.0217474,0.0206678,0.0125162,0.0261594,0.0341636,0.0731964,0.0438599,0.0926866,0.0170066,0.0174425,0.0287058,0.0283485,0.0203999,0.0138733,0.010004,0.0135725,0.0373755,0,0.0121224,0.0719823,0.0307288,0,0,0.0192127,0,0,0.037491,0.0550204,0.0321581,0.0410094,0.00761711,0.0561083,0.0418753,0,0,0.0693262,0.0173219,0.0599015,0.0451484,0.0769403,0.0156397,0.0173627,0,0.0254922,0.0306537,0.0222361,0,0.0403911
79,0.0242496,0,0,0,0,0.0495284,0,0,0,0,0,0,0.0257499,0,0,0.0712294,0,0,0.0156915,0,0,0.0365955,0.0821392,0.0217304,0.0206712,0.0125252,0.0261407,0.0341171,0.0732128,0.0438404,0.0926749,0.0169225,0.0174957,0.0287483,0.0283824,0.0203544,0.0139026,0.00983257,0.013898,0.0373475,0,0.0121293,0.0720103,0.0307478,0,0,0.0190797,0,0,0.0376412,0.0550009,0.0321487,0.0409922,0.00762365,0.0560535,0.0418545,0,0,0.0693108,0.0172731,0.0599186,0.0451687,0.0769506,0.0156538,0.0174468,0,0.0256423,0.0306167,0.0222578,0,0.0404022
80,0.024462,0,0,0,0,0.0489588,0,0,0,0,0,0,0.0256161,0,0,0.0711384,0,0,0.00455703,0,0,0.0301612,0.0819208,0.021543,0.0203803,0.0125173,0.0265547,0.0325013,0.0733825,0.044016,0.0929407,0.0167528,0.0174034,0.0287872,0.02846,0.0204416,0.0174504,0,0.0194881,0.0371561,0,0.0122018,0.0720144,0.0308642,0,0,0.0231016,0,0,0.0441645,0.0549132,0.0322526,0.040959,0.00765979,0.0561692,0.0430596,0,0,0.0693503,0.0172908,0.0598116,0.0450469,0.0768708,0.015769,0.0168124,0.0075906,0.0251645,0.0299016,0.0219542,0,0.0402577
81,0.024363,0,0,0,0,0.0500146,0,0,0,0,0,0,0.0258192,0,0,0.0711862,0,0,0.0155174,0,0,0.0362529,0.0820675,0.0216531,0.0206259,0.0125232,0.0260813,0.0345061,0.0733265,0.0437999,0.0927324,0.0167471,0.0174425,0.0287636,0.0285385,0.0202401,0.0141542,0.00953615,0.0142574,0.0371974,0,0.0121963,0.0720102,0.0310069,0,0,0.0225471,0,0,0.0439798,0.0551151,0.0320831,0.0407773,0.0076773,0.0557331,0.0432934,0,0,0.0692987,0.0172568,0.0599977,0.0452015,0.0770357,0.0157102,0.0176209,0.00768266,0.024904,0.0310539,0.0220789,0,0.0404278
