Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,,LWRA
357,0.0309299,0,0,0,0,0.0505981,0,0,0,0,0,0,0.0298022,0,0.0215867,0.0713172,0,0,0.0227708,0,0,0.0424873,0.0708806,0.0196172,0.00762237,0.0213247,0.034566,0.0316118,0,0.0543508,0.0344038,0.0136619,0.0123614,0.0256484,0.0272519,0.0156847,0.00871349,0.0244631,0.0422794,0,0.0134071,0.0647984,0.0335334,0,0,0.0186212,0,0,0.0489266,0.0504782,0.0287551,0.0322571,0.0193903,0.055013,0.0366714,0,0.123305,0,0.0210548,0.0591322,0.0369291,0.0450292,0.0787918,0.0173483,0.0157035,0.0209267,0.0202064,0.030388,0.0214519,0,0.0342963
358,0.0297147,0,0,0,0,0.0503181,0,0,0,0,0,0,0.0264394,0,0.021621,0.0693524,0,0,0.0232938,0,0,0.0427422,0.0722005,0.0249656,0.00722189,0.020685,0.0340079,0.0324125,0.0456104,0.0520449,0.0336585,0.0144058,0.0146201,0.0252021,0.0268718,0.0246969,0.00856502,0.0245501,0.042242,0,0.0132067,0.0658184,0.0326545,0,0,0.0192544,0,0,0.0492551,0.0501475,0.0289505,0.0328651,0.0196548,0.0552313,0.0379456,0,0.123564,0,0.0213002,0.0591037,0.0369764,0.0449907,0.0787862,0.0175385,0.0158551,0.0209088,0.0205835,0.0297764,0.0223834,0,0.0342699
359,0.0297208,0,0,0,0,0.0502796,0,0,0,0,0,0,0.0268531,0,0.0214876,0.0694558,0,0,0.0233102,0,0,0.0427848,0.072195,0.0252171,0.00727455,0.0206707,0.0338852,0.0324661,0.0455224,0.0520402,0.0336869,0.0143995,0.0146302,0.02502,0.0267548,0.024637,0.00857687,0.0244996,0.0420197,0,0.0132432,0.0657897,0.0326172,0,0,0.0193297,0,0,0.0492946,0.050178,0.0289602,0.0328932,0.0198325,0.0551858,0.0379944,0,0.123552,0,0.0213321,0.0590798,0.0369732,0.0449372,0.0787637,0.017486,0.0159085,0.0209255,0.0207183,0.0297543,0.0223497,0,0.034259
360,0.0297203,0,0,0,0,0.0502507,0,0,0,0,0,0,0.0270193,0,0.0214398,0.0694756,0,0,0.0232868,0,0,0.0428072,0.0721861,0.0252507,0.00729133,0.0206806,0.0338381,0.0324331,0.0454664,0.0520539,0.0337034,0.0143545,0.0147731,0.0249859,0.0267337,0.0245182,0.00853709,0.0244464,0.0419129,0,0.0132307,0.0657602,0.0326177,0,0,0.0193026,0,0,0.0493382,0.0503447,0.028992,0.03289,0.0198748,0.0551675,0.0379932,0,0.123527,0,0.0213048,0.059064,0.0370675,0.044944,0.0787482,0.017444,0.0160126,0.0209479,0.0208058,0.0297435,0.0223141,0,0.0342119
361,0.0297212,0,0,0,0,0.0502383,0,0,0,0,0,0,0.0271451,0,0.0213689,0.0694747,0,0,0.0232524,0,0,0.0428233,0.0721871,0.0253263,0.0072958,0.0206822,0.0338008,0.0323696,0.0453996,0.0520728,0.0337166,0.0143555,0.0148571,0.024941,0.0267042,0.0244251,0.00850274,0.024382,0.0418563,0,0.0131868,0.0657233,0.0326125,0,0,0.0192099,0,0,0.0493466,0.0504315,0.0290119,0.0328582,0.0198889,0.0551189,0.038091,0,0.123492,0,0.0212544,0.0590613,0.0370847,0.0449611,0.0787512,0.0174109,0.0160984,0.0209851,0.020784,0.0297445,0.022277,0,0.0341448
362,0.029713,0,0,0,0,0.0502421,0,0,0,0,0,0,0.0272818,0,0.0212903,0.0694808,0,0,0.0232145,0,0,0.0428313,0.0721843,0.0253861,0.00730103,0.0207325,0.0337795,0.0322828,0.045339,0.0520752,0.0337458,0.0143697,0.0148639,0.0248646,0.0266794,0.0243675,0.00850468,0.0243483,0.0418317,0,0.0131599,0.065673,0.0326088,0,0,0.0191094,0,0,0.0493502,0.0504559,0.0290074,0.0328195,0.0198631,0.0550664,0.0382087,0,0.123495,0,0.0212261,0.0590775,0.0371154,0.044974,0.0787368,0.017415,0.0161568,0.0210527,0.0208557,0.0297132,0.0222469,0,0.0340934
363,0.0296933,0,0,0,0,0.0502406,0,0,0,0,0,0,0.0273393,0,0.0212645,0.0694852,0,0,0.0231615,0,0,0.0428093,0.0722033,0.0253571,0.00730646,0.0206467,0.0337659,0.0321987,0.045292,0.0520319,0.0337799,0.0143609,0.014853,0.0248408,0.0266854,0.0243153,0.00854351,0.0243394,0.0418459,0,0.0131707,0.0656638,0.0326002,0,0,0.0190243,0,0,0.0493484,0.0504502,0.0290011,0.0327907,0.0198467,0.0550185,0.0383177,0,0.123499,0,0.021219,0.0590932,0.0371466,0.0450224,0.0787284,0.017414,0.0162472,0.0210458,0.0208007,0.0296788,0.0222353,0,0.0340362
364,0.0296609,0,0,0,0,0.0502288,0,0,0,0,0,0,0.0273876,0,0.0212384,0.0694919,0,0,0.0230858,0,0,0.0427539,0.0722191,0.0253796,0.00731552,0.0206269,0.0337413,0.0320827,0.0452706,0.0519885,0.0338029,0.0143399,0.0148339,0.0248359,0.0266793,0.0242633,0.00847808,0.0243619,0.0418266,0,0.013191,0.0656949,0.0325957,0,0,0.0189258,0,0,0.0493526,0.0504468,0.0289679,0.0327514,0.0198467,0.0549819,0.0384299,0,0.123492,0,0.021206,0.0591108,0.0371546,0.0450603,0.0787442,0.0173946,0.016422,0.0208371,0.020374,0.029662,0.022261,0,0.0339262
365,0.0296037,0,0,0,0,0.0501899,0,0,0,0,0,0,0.0273813,0,0.0212419,0.0694881,0,0,0.0229734,0,0,0.0426316,0.0722391,0.0254127,0.00732683,0.0207002,0.0337162,0.0319197,0.0452692,0.0519745,0.0338061,0.0143145,0.0147852,0.0248782,0.0266886,0.0241965,0.00835663,0.0244144,0.0418098,0,0.013206,0.0657188,0.0326262,0,0,0.0188341,0,0,0.0493662,0.0504544,0.028921,0.0327311,0.0198117,0.0549429,0.0385533,0,0.123492,0,0.021167,0.0591505,0.0371553,0.0450712,0.078786,0.0173844,0.0166168,0.0205442,0.0198924,0.0296482,0.0223066,0,0.0337147
366,0.0295205,0,0,0,0,0.0501357,0,0,0,0,0,0,0.027153,0,0.0213408,0.0694796,0,0,0.0228347,0,0,0.0424884,0.0722511,0.0251401,0.00730531,0.0206969,0.0337063,0.0317332,0.0452633,0.0519815,0.0338384,0.0143078,0.0147836,0.0249989,0.0267701,0.024143,0.00827362,0.0244246,0.0418372,0,0.0132413,0.0657671,0.0327179,0,0,0.0188469,0,0,0.0493192,0.0504378,0.0288645,0.0327247,0.0197144,0.0549033,0.0385981,0,0.123531,0,0.0211589,0.059161,0.0371937,0.0450694,0.0787989,0.0173989,0.0165038,0.0206922,0.0202908,0.0296051,0.0223322,0,0.0334263
367,0.0294177,0,0,0,0,0.0500587,0,0,0,0,0,0,0.026626,0,0.0215303,0.069475,0,0,0.0226681,0,0,0.042327,0.0722446,0.0248961,0.00727271,0.0207072,0.0336958,0.0315646,0.045298,0.0520062,0.0338475,0.0142893,0.0147838,0.0251111,0.0268576,0.0240733,0.00821188,0.024375,0.0418649,0,0.0132524,0.0658391,0.0328039,0,0,0.0188445,0,0,0.0493006,0.0504612,0.0288184,0.0326787,0.0197045,0.0548327,0.0385824,0,0.123565,0,0.0211506,0.0591463,0.0372056,0.0451096,0.078814,0.0173879,0.0163261,0.0207963,0.0206065,0.0295312,0.0223924,0,0.0330678
368,0.0293056,0,0,0,0,0.0499899,0,0,0,0,0,0,0.026114,0,0.0215964,0.0694832,0,0,0.0225078,0,0,0.0422435,0.07224,0.0247836,0.00725638,0.020631,0.0336927,0.0313961,0.0453317,0.0519979,0.0338437,0.0142721,0.0148155,0.0252258,0.0269323,0.024005,0.00814563,0.0242657,0.0418817,0,0.013233,0.0659173,0.032871,0,0,0.0187858,0,0,0.0492962,0.050476,0.0287746,0.0326426,0.0197279,0.054735,0.0386249,0,0.123554,0,0.0211439,0.0591587,0.0372087,0.0450971,0.0788463,0.0173707,0.016185,0.0207599,0.020642,0.0294625,0.0224936,0,0.0327717
369,0.0292048,0,0,0,0,0.0499392,0,0,0,0,0,0,0.0258487,0,0.0216769,0.0694959,0,0,0.0223396,0,0,0.0421757,0.0722303,0.0245344,0.00723019,0.020614,0.0337052,0.0312691,0.0453812,0.0519775,0.0338036,0.0142006,0.0148162,0.0253799,0.0269995,0.0239339,0.00805359,0.0240899,0.0418928,0,0.0131958,0.0659783,0.032928,0,0,0.0187198,0,0,0.0492834,0.0504784,0.0287375,0.0326132,0.0197443,0.054646,0.0386427,0,0.123537,0,0.0211396,0.0591786,0.0372096,0.045097,0.0788632,0.0173674,0.0161478,0.0206799,0.0206042,0.0294002,0.0225993,0,0.0324685
370,0.0291052,0,0,0,0,0.0498897,0,0,0,0,0,0,0.0254987,0,0.0218536,0.0695,0,0,0.0221896,0,0,0.0420729,0.0722474,0.0238852,0.00722559,0.0206124,0.0336974,0.031112,0.0454047,0.0519206,0.0337795,0.0141422,0.0148009,0.0256696,0.027188,0.0238592,0.00798632,0.0239434,0.0419135,0,0.0132038,0.0660349,0.0329749,0,0,0.01866,0,0,0.0492743,0.0504253,0.0287212,0.0325813,0.0196971,0.0545454,0.0386262,0,0.123545,0,0.0211491,0.0591565,0.0372511,0.0451086,0.0788681,0.0173737,0.0161681,0.0206354,0.0206059,0.0293474,0.0227139,0,0.0321449
371,0.0290217,0,0,0,0,0.049859,0,0,0,0,0,0,0.0251667,0,0.0220383,0.0694806,0,0,0.022038,0,0,0.0420235,0.0722394,0.0233407,0.00723332,0.0205529,0.033663,0.0309955,0.04539,0.0518483,0.0337441,0.0141005,0.0147917,0.0259666,0.0273825,0.0237898,0.00794547,0.0238276,0.0419596,0,0.0132143,0.0660856,0.0329989,0,0,0.0185957,0,0,0.0492698,0.050297,0.0286917,0.0325653,0.0196481,0.0544444,0.0385905,0,0.123562,0,0.0211714,0.0591476,0.0372988,0.0451023,0.078867,0.0173698,0.0161835,0.0206342,0.0206408,0.0293141,0.0228297,0,0.0318657
372,0.028967,0,0,0,0,0.0498587,0,0,0,0,0,0,0.0248691,0,0.0222348,0.0694643,0,0,0.0218815,0,0,0.0420555,0.0722704,0.0229901,0.0072599,0.0205007,0.0336115,0.0309096,0.0453662,0.051795,0.033708,0.0140931,0.0148183,0.0262546,0.027537,0.0237031,0.00794895,0.0236733,0.0420058,0,0.0132049,0.0661276,0.0329822,0,0,0.018534,0,0,0.0492695,0.050251,0.028688,0.0325465,0.0196202,0.0543349,0.0385258,0,0.12357,0,0.0211897,0.0591481,0.037344,0.0450882,0.0788724,0.0173803,0.016204,0.020664,0.0206731,0.0292759,0.0229163,0,0.0316632
373,0.0289365,0,0,0,0,0.0498847,0,0,0,0,0,0,0.0245621,0,0.0224108,0.0694575,0,0,0.021722,0,0,0.0421475,0.0723377,0.0225908,0.00727957,0.020445,0.0335715,0.0308456,0.0453479,0.0518538,0.0336739,0.0140537,0.0148078,0.0265539,0.0276535,0.0236428,0.00799735,0.0234567,0.0420364,0,0.0131658,0.0661974,0.0329431,0,0,0.0184721,0,0,0.0492708,0.0502433,0.0286718,0.0325203,0.0196046,0.0542218,0.0384412,0,0.123567,0,0.0212115,0.0591683,0.0373242,0.0451106,0.0788741,0.017412,0.0162704,0.0207187,0.0206864,0.0292641,0.0229872,0,0.0315472
374,0.028913,0,0,0,0,0.0498973,0,0,0,0,0,0,0.0242145,0,0.0225966,0.0694234,0,0,0.02154,0,0,0.0421904,0.0724087,0.0220565,0.00729398,0.0203755,0.0335313,0.0307605,0.045325,0.051861,0.0336548,0.0139945,0.0147363,0.0268195,0.0277691,0.0236136,0.00809462,0.0232686,0.042098,0,0.0131368,0.0662718,0.0328974,0,0,0.0183874,0,0,0.0492625,0.0502377,0.0286089,0.0324898,0.0195534,0.0541219,0.0383378,0,0.123574,0,0.0212105,0.0591654,0.0372622,0.045114,0.0788671,0.0174198,0.0163137,0.0207729,0.0206822,0.0292544,0.0230387,0,0.0314058
375,0.0288993,0,0,0,0,0.0499132,0,0,0,0,0,0,0.0241415,0,0.0225937,0.069386,0,0,0.0213416,0,0,0.0421963,0.0724646,0.0217601,0.00730254,0.0202675,0.0335177,0.0307234,0.0452654,0.0518737,0.0336361,0.0138629,0.0146123,0.0268803,0.0277636,0.0235979,0.00819802,0.0230814,0.042262,0,0.0130799,0.0663737,0.0328483,0,0,0.0182791,0,0,0.0492317,0.0502118,0.0285327,0.0324573,0.0194897,0.0539976,0.0382137,0,0.123573,0,0.0212002,0.0591573,0.0371896,0.0451046,0.0788593,0.0174159,0.0163283,0.020858,0.0207225,0.0292516,0.023075,0,0.0312338
376,0.0288945,0,0,0,0,0.0499344,0,0,0,0,0,0,0.0241916,0,0.0225092,0.0693509,0,0,0.0211631,0,0,0.0421776,0.0725083,0.0215245,0.00730958,0.0201793,0.0335273,0.0307334,0.0451966,0.051835,0.0336053,0.0137031,0.0144984,0.0268547,0.0277301,0.0235616,0.0082531,0.0229355,0.0424738,0,0.0130555,0.0664665,0.0327986,0,0,0.0181567,0,0,0.0491696,0.0501546,0.0284853,0.0324247,0.01944,0.0538716,0.038088,0,0.123563,0,0.0211935,0.0591243,0.0371385,0.0450749,0.0788421,0.0174373,0.0163651,0.0209401,0.0207865,0.0292338,0.0231067,0,0.0310599
377,0.0288767,0,0,0,0,0.0499321,0,0,0,0,0,0,0.0242861,0,0.0224073,0.0693009,0,0,0.0210548,0,0,0.0421121,0.0725613,0.0213744,0.00732156,0.0201237,0.0335431,0.0307268,0.0451376,0.051759,0.0335578,0.0135464,0.0143862,0.0268569,0.0277187,0.0234485,0.00827733,0.0228857,0.0427026,0,0.0129978,0.0665822,0.0327438,0,0,0.0180713,0,0,0.0491771,0.0501073,0.0284231,0.0323754,0.0194091,0.0537635,0.0379447,0,0.123553,0,0.02117,0.0590842,0.0370738,0.0450486,0.0788442,0.0174736,0.0163818,0.0210383,0.0208102,0.0291958,0.0231363,0,0.0308614
378,0.0288439,0,0,0,0,0.0499174,0,0,0,0,0,0,0.0243816,0,0.0222991,0.0692078,0,0,0.0209304,0,0,0.0420549,0.0726082,0.021256,0.00732672,0.0200384,0.0335661,0.0307082,0.0451335,0.0517225,0.0334927,0.0134258,0.0142645,0.0268968,0.0276909,0.0233211,0.00834556,0.0227883,0.0429051,0,0.0129113,0.0667176,0.0326972,0,0,0.0180433,0,0,0.0492194,0.0500655,0.0283734,0.0323495,0.0193533,0.0536956,0.0377654,0,0.123534,0,0.0211451,0.0590588,0.0369895,0.045096,0.0788506,0.0175088,0.016348,0.0210747,0.0207639,0.0291542,0.0231654,0,0.0306509
379,0.0288138,0,0,0,0,0.049916,0,0,0,0,0,0,0.0244124,0,0.0221833,0.069113,0,0,0.0207988,0,0,0.04201,0.0726416,0.0211073,0.00732147,0.0199305,0.0336009,0.0307138,0.0451336,0.0517203,0.0334139,0.0132945,0.014111,0.0269226,0.0276896,0.0232374,0.00844753,0.0226388,0.043182,0,0.0129025,0.0668358,0.0326626,0,0,0.0180412,0,0,0.0492791,0.0500118,0.0283914,0.0323444,0.0193073,0.0536417,0.0376405,0,0.123508,0,0.02114,0.0589978,0.0369021,0.0453625,0.0788102,0.0175418,0.0162896,0.0210403,0.0206789,0.0291382,0.0231981,0,0.0303083
380,0.0287745,0,0,0,0,0.049914,0,0,0,0,0,0,0.0244313,0,0.0221038,0.0690326,0,0,0.0207404,0,0,0.0419924,0.0726613,0.0209472,0.00730984,0.0197899,0.0336283,0.0307727,0.0451117,0.051762,0.0333825,0.0132054,0.0140111,0.0268884,0.0277007,0.0231485,0.00842002,0.0224619,0.0435363,0,0.0129548,0.0669558,0.0326261,0,0,0.0179869,0,0,0.0493106,0.0499401,0.0284388,0.0323408,0.0192977,0.0535819,0.037543,0,0.123493,0,0.0211801,0.0589311,0.0368659,0.0457178,0.078721,0.0175627,0.0162582,0.0210062,0.0205916,0.0290986,0.0232529,0,0.0300037
381,0.0287282,0,0,0,0,0.0498707,0,0,0,0,0,0,0.024455,0,0.0220488,0.0689402,0,0,0.0207782,0,0,0.0419672,0.0726534,0.0208024,0.0072731,0.0196167,0.0336753,0.0308652,0.0451244,0.0518293,0.0333745,0.0130926,0.0139226,0.0268291,0.0276657,0.0230778,0.00829493,0.0223275,0.0436667,0,0.0129382,0.0670709,0.0325892,0,0,0.017898,0,0,0.0493347,0.0499408,0.0284684,0.0323113,0.0192353,0.0535202,0.0373979,0,0.123439,0,0.0212155,0.0588959,0.0368574,0.0453387,0.0787255,0.0176095,0.0162662,0.0210264,0.0205565,0.0290416,0.0233457,0,0.0297783
382,0.0286943,0,0,0,0,0.0498268,0,0,0,0,0,0,0.0244563,0,0.0219818,0.0688123,0,0,0.0208691,0,0,0.0419862,0.0726562,0.0206126,0.00725424,0.0194594,0.0337244,0.0309452,0.0451616,0.0519385,0.0333475,0.0129719,0.0138404,0.02676,0.0276522,0.0230956,0.00820814,0.0221997,0.0437336,0,0.0128694,0.0671666,0.032541,0,0,0.0178002,0,0,0.049349,0.0499414,0.0284922,0.0323011,0.0192214,0.0534719,0.0372925,0,0.123378,0,0.0212338,0.0588597,0.0368612,0.0450641,0.0787562,0.0176561,0.016284,0.0210658,0.0205597,0.029003,0.0234613,0,0.0296665
383,0.0286635,0,0,0,0,0.0498065,0,0,0,0,0,0,0.024421,0,0.0219246,0.0687125,0,0,0.0209793,0,0,0.0420892,0.0726594,0.0204308,0.00726306,0.0193252,0.0337618,0.0310145,0.0452206,0.0520227,0.0333057,0.0128796,0.0137371,0.0267374,0.0276301,0.0231394,0.00814269,0.0220536,0.0438767,0,0.0128667,0.0672483,0.0324893,0,0,0.0177025,0,0,0.0493492,0.0499308,0.0285397,0.0323327,0.0192494,0.0534472,0.0371917,0,0.123349,0,0.0212324,0.0588563,0.0368221,0.0450459,0.0787546,0.0176817,0.0162384,0.0211189,0.0205611,0.0289847,0.0235906,0,0.0296891
384,0.0286383,0,0,0,0,0.0498007,0,0,0,0,0,0,0.0243966,0,0.0218839,0.068641,0,0,0.0210811,0,0,0.0421994,0.0726466,0.0202887,0.00729222,0.0192193,0.0337808,0.031087,0.0453076,0.0520167,0.033238,0.0128228,0.0136344,0.0267435,0.0276146,0.0231384,0.00804902,0.0219931,0.0440718,0,0.0129161,0.0673516,0.0324485,0,0,0.0175745,0,0,0.0493236,0.0499687,0.0286101,0.0323796,0.019331,0.0534252,0.0370216,0,0.123298,0,0.0212058,0.0588697,0.0367264,0.0450868,0.0787526,0.0177166,0.0161015,0.0212042,0.0204631,0.0289821,0.0237105,0,0.029869
385,0.0286276,0,0,0,0,0.0498028,0,0,0,0,0,0,0.0244527,0,0.0218612,0.0685607,0,0,0.0212105,0,0,0.0422836,0.0726236,0.0201942,0.00732344,0.0191377,0.033801,0.0311755,0.045384,0.0519363,0.0331744,0.0128088,0.0135577,0.0267581,0.027598,0.0231127,0.00797334,0.0219104,0.0442595,0,0.0129328,0.0674477,0.0323935,0,0,0.0174679,0,0,0.0493016,0.0500676,0.0286441,0.0324442,0.019412,0.0534035,0.0368104,0,0.123252,0,0.0211807,0.0588768,0.0366363,0.0450752,0.0787469,0.0177882,0.015968,0.0213481,0.0203517,0.0289694,0.0238326,0,0.0301579
386,0.0286189,0,0,0,0,0.0497909,0,0,0,0,0,0,0.0244915,0,0.0218488,0.0685889,0,0,0.0213629,0,0,0.042329,0.0726119,0.0201366,0.00736335,0.0190499,0.0338002,0.0312841,0.0454342,0.0519528,0.0331411,0.0127164,0.013531,0.0268161,0.0275819,0.0231107,0.00793,0.0218088,0.0443536,0,0.0129162,0.0675116,0.0323243,0,0,0.0173712,0,0,0.0492685,0.0499854,0.0286509,0.0325195,0.0194624,0.0533981,0.0366048,0,0.123196,0,0.0211481,0.0588721,0.0365757,0.0450646,0.0787522,0.0178417,0.0158231,0.0215457,0.0202783,0.0289638,0.0239713,0,0.0304758
387,0.0286234,0,0,0,0,0.0497487,0,0,0,0,0,0,0.0244582,0,0.0218654,0.0687101,0,0,0.021463,0,0,0.042285,0.0726056,0.0200823,0.00737914,0.0189742,0.033775,0.0314295,0.0454986,0.0520862,0.0331422,0.0126548,0.0135355,0.0268463,0.0275837,0.0231726,0.00791083,0.0217287,0.0444398,0,0.0129205,0.0675888,0.0322502,0,0,0.0172726,0,0,0.0491989,0.0499052,0.028677,0.0325914,0.0195438,0.0533893,0.0363484,0,0.123148,0,0.021111,0.0588807,0.0365472,0.0450402,0.0787639,0.0178945,0.0156695,0.0217435,0.0202916,0.0289466,0.0241115,0,0.0305004
388,0.0298627,0,0,0,0,0.0500723,0,0,0,0,0,0,0.0300897,0,0.0205078,0.0706486,0,0,0.0209376,0,0,0.0419711,0.0712112,0.0172497,0.0075113,0.0197772,0.0342501,0.0309357,0,0.0545999,0.0339043,0.0116746,0.0110201,0.0257947,0.0268597,0.0148309,0.00819655,0.0216643,0.0445163,0,0.0130668,0.0666441,0.0329795,0,0,0.0165935,0,0,0.0488435,0.0501323,0.0285818,0.0321147,0.0192668,0.0532449,0.0348902,0,0.12287,0,0.0208146,0.0589316,0.0365012,0.0450316,0.0787512,0.0176966,0.015426,0.0218732,0.0200442,0.029618,0.023246,0,0.0299223
389,0.0286281,0,0,0,0,0.0496504,0,0,0,0,0,0,0.0243385,0,0.0218877,0.0685803,0,0,0.0214781,0,0,0.042129,0.0725653,0.0200549,0.00739286,0.0188947,0.033786,0.031908,0.0456666,0.0522148,0.0332186,0.0127049,0.0135968,0.0269041,0.0276443,0.0233989,0.00798515,0.0217917,0.0447529,0,0.0128819,0.0676993,0.032133,0,0,0.0170662,0,0,0.0490424,0.0498675,0.0286708,0.0327646,0.0196795,0.0534606,0.0358368,0,0.123112,0,0.0211306,0.058917,0.0364396,0.0449578,0.0787899,0.0180223,0.0153461,0.0217202,0.0199724,0.0288717,0.0244333,0,0.0291994
390,0.0286283,0,0,0,0,0.0496138,0,0,0,0,0,0,0.0242653,0,0.0218855,0.0685295,0,0,0.0215799,0,0,0.0421897,0.0725236,0.0201185,0.007381,0.0189291,0.033829,0.0322511,0.0457395,0.0522616,0.0332398,0.0126939,0.0136013,0.0269598,0.0276693,0.023517,0.00805065,0.0216221,0.044893,0,0.0128591,0.0677186,0.0320619,0,0,0.0169621,0,0,0.0489175,0.0498415,0.0286569,0.0328486,0.0197026,0.0535102,0.0356349,0,0.123125,0,0.0211504,0.0588943,0.0363771,0.0449307,0.0788087,0.0180737,0.015302,0.0213752,0.0195056,0.0288022,0.0246122,0,0.0286327
391,0.028614,0,0,0,0,0.0496072,0,0,0,0,0,0,0.0241582,0,0.0218743,0.0685087,0,0,0.0217335,0,0,0.0422398,0.0724774,0.0201639,0.00735394,0.0189763,0.0338747,0.0326356,0.0457942,0.0523595,0.0332488,0.0126788,0.0135942,0.0269972,0.0276849,0.023679,0.00805038,0.0214621,0.0450166,0,0.0128197,0.0677182,0.031994,0,0,0.0169451,0,0,0.0488546,0.0497901,0.0286703,0.0329105,0.0197156,0.0535671,0.0354474,0,0.123143,0,0.0211724,0.0588609,0.0363186,0.0449206,0.0788033,0.01813,0.0152165,0.0212612,0.0194295,0.0287736,0.0247575,0,0.0284588
392,0.0286085,0,0,0,0,0.0496507,0,0,0,0,0,0,0.0240473,0,0.0219262,0.068514,0,0,0.0218863,0,0,0.0422762,0.072423,0.0202256,0.00729708,0.0189944,0.0339134,0.0330278,0.0458222,0.0524188,0.0332794,0.0126915,0.0135988,0.0269872,0.0276986,0.0238485,0.00809576,0.0214491,0.0450931,0,0.0127833,0.0677075,0.0319257,0,0,0.0170136,0,0,0.0488362,0.0497526,0.0286948,0.0329478,0.0197059,0.053628,0.0352742,0,0.123165,0,0.0212089,0.0588343,0.0362804,0.0448909,0.0787811,0.018178,0.0151141,0.0214986,0.0197115,0.0288056,0.0248359,0,0.0285543
393,0.028608,0,0,0,0,0.0497509,0,0,0,0,0,0,0.0239486,0,0.0219635,0.068538,0,0,0.0221031,0,0,0.0423905,0.0723907,0.0202886,0.00724078,0.0190051,0.0339408,0.033436,0.0458309,0.0524036,0.0333092,0.0127224,0.0136,0.0269641,0.0277105,0.0239919,0.00814261,0.0213414,0.0451091,0,0.0127664,0.0676846,0.03183,0,0,0.0171409,0,0,0.0488363,0.0497613,0.0287681,0.0329381,0.0197344,0.0536589,0.0350717,0,0.123192,0,0.0212623,0.0588496,0.0361974,0.0448657,0.0787678,0.0181936,0.0151473,0.021837,0.0198588,0.0288905,0.0248386,0,0.0288107
394,0.0286068,0,0,0,0,0.0499249,0,0,0,0,0,0,0.0238699,0,0.0219691,0.0685758,0,0,0.0223201,0,0,0.0425343,0.0723574,0.0203374,0.00720054,0.0189796,0.0339518,0.0338308,0.0458507,0.0523796,0.0333125,0.0127267,0.0135813,0.0269537,0.0277074,0.02408,0.00820875,0.0210572,0.0450939,0,0.0127204,0.0676535,0.0317126,0,0,0.0172778,0,0,0.0488429,0.0497878,0.0288202,0.0328974,0.0198014,0.0536609,0.0347942,0,0.123186,0,0.0213213,0.0588776,0.0360753,0.0448918,0.0787651,0.0181414,0.0153731,0.022217,0.0198448,0.0290259,0.0247966,0,0.0291511
395,0.0285855,0,0,0,0,0.0501557,0,0,0,0,0,0,0.0238514,0,0.0220149,0.0686255,0,0,0.0224833,0,0,0.0426632,0.0723298,0.0203815,0.00718187,0.019006,0.0339336,0.0341947,0.0458655,0.0523849,0.0333159,0.0127236,0.0135884,0.026961,0.0277222,0.0241181,0.00832896,0.020758,0.0450327,0,0.0126602,0.0676325,0.0315998,0,0,0.0174174,0,0,0.0489109,0.0497944,0.0288612,0.0328417,0.0198137,0.0536507,0.0344963,0,0.123189,0,0.0213486,0.0588901,0.0360311,0.0449335,0.0787705,0.0180873,0.0157028,0.0226999,0.0197779,0.0291823,0.0247502,0,0.029668
396,0.0285365,0,0,0,0,0.0504074,0,0,0,0,0,0,0.0238699,0,0.0220656,0.068687,0,0,0.0225721,0,0,0.0427936,0.0722936,0.02042,0.00717291,0.0190724,0.0338763,0.0345406,0.0458754,0.0523813,0.0333035,0.012737,0.0135888,0.0269654,0.0277387,0.0241381,0.00850381,0.0205839,0.0449431,0,0.0125679,0.0676397,0.0314869,0,0,0.0175397,0,0,0.0490186,0.0498026,0.0288806,0.0327857,0.0197888,0.0535817,0.0342229,0,0.123183,0,0.0213329,0.0588894,0.0360297,0.0450069,0.0787689,0.0180315,0.0160208,0.0231095,0.0196376,0.0293593,0.0246929,0,0.0303695
397,0.0284977,0,0,0,0,0.0505893,0,0,0,0,0,0,0.0239144,0,0.0220836,0.0687295,0,0,0.0225668,0,0,0.0428521,0.0722656,0.0204373,0.007166,0.0191597,0.0338363,0.0348692,0.0458813,0.0523583,0.0333072,0.012758,0.0136254,0.0269872,0.0277571,0.0241017,0.00877022,0.0205318,0.0448766,0,0.0125575,0.0676211,0.0313776,0,0,0.0176317,0,0,0.0490762,0.0498437,0.0289595,0.0327464,0.0197152,0.0535146,0.0340846,0,0.12315,0,0.0212771,0.0589168,0.0360752,0.0450653,0.0787799,0.0179871,0.0164036,0.0234433,0.0194688,0.0295655,0.0246087,0,0.0311188
