Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,,LWRA
All Timesteps RMSE,0.0276681,0,0,0,0,0.0495512,0,0,0,0,0,0,0.0237476,0,0.0209813,0.0671645,0,0,0.0239827,0,0,0.0389969,0.0707088,0.0213033,0.0075147,0.0179977,0.0384699,0.0368717,0.0482635,0.0542356,0.0348913,0.0122516,0.0135051,0.0273551,0.0280741,0.0273324,0.0106994,0.0241705,0.0400986,0,0.0137532,0.0651642,0.0325539,0,0,0.0224837,0,0,0.0496954,0.0542241,0.0318829,0.024333,0.0138258,0.0523977,0.044685,0.0432718,0.125879,0.0547303,0.0245162,0.0592672,0.0359341,0.0452624,0.0777861,0.0212937,0.0176798,0.0231839,0.0216484,0.0283921,0.0263071,0,0.031379
0,0.0263415,0,0,0,0,0.0508796,0,0,0,0,0,0,0.0206185,0,0.0188034,0.0615562,0,0,0.0243437,0,0,0.0289796,0.0704565,0.0212865,0.00747495,0.0194636,0.0462453,0.0402072,0.0499808,0.059357,0.0410755,0.0098548,0.0126121,0.0284902,0.0288791,0.0292277,0.0132709,0.021528,0.0517186,0,0.0136572,0.0687594,0.0346814,0,0,0.031072,0,0,0.0547888,0.0490896,0.0306654,0.0225643,0.0131105,0.0516722,0.0497843,0.0439128,0.122721,0.0574775,0.0233541,0.0604478,0.0340339,0.0468908,0.0795902,0.0175219,0.0260155,0.0334906,0.0183439,0.0296546,0.0314322,0,0
1,0.0264037,0,0,0,0,0.0509227,0,0,0,0,0,0,0.0204554,0,0.0188593,0.0617156,0,0,0.0244324,0,0,0.0290097,0.0704025,0.0213619,0.00824319,0.0196952,0.0462004,0.0402596,0.05022,0.0593045,0.0410195,0.00995016,0.0127727,0.028462,0.0288111,0.0293161,0.0133125,0.0214855,0.0519074,0,0.0136857,0.0686498,0.034586,0,0,0.0309698,0,0,0.0547337,0.0490507,0.030739,0.022538,0.0133175,0.0515606,0.0496231,0.0438986,0.12267,0.0575086,0.0233659,0.0604446,0.0340124,0.0469074,0.0795918,0.017608,0.0257436,0.0335869,0.0181863,0.0296525,0.0314316,0,0
2,0.0264155,0,0,0,0,0.0509708,0,0,0,0,0,0,0.0204472,0,0.0189154,0.0617059,0,0,0.0244427,0,0,0.0290029,0.0703912,0.0213591,0.00841717,0.0196964,0.046214,0.0403355,0.05064,0.059263,0.0408831,0.0098583,0.0127845,0.0284543,0.0287993,0.029383,0.0132959,0.0214801,0.0521428,0,0.013673,0.0686406,0.0345199,0,0,0.0309349,0,0,0.0546892,0.0490212,0.0308105,0.0225366,0.0134466,0.0514951,0.049523,0.0439603,0.122642,0.0574862,0.0233713,0.0604247,0.0339577,0.0469266,0.0796723,0.0177564,0.0259039,0.0336317,0.0181303,0.0296525,0.0314467,0,0
3,0.026424,0,0,0,0,0.0510137,0,0,0,0,0,0,0.020562,0,0.0189033,0.0616192,0,0,0.0244085,0,0,0.028953,0.0704578,0.0212512,0.00802377,0.0196513,0.0462554,0.0404405,0.0504521,0.059142,0.0407347,0.00925596,0.0127456,0.0284413,0.0288167,0.0291912,0.0132067,0.0214789,0.0522839,0,0.0136828,0.0687758,0.0344771,0,0,0.0308796,0,0,0.0546618,0.0489863,0.0309467,0.0225412,0.0135787,0.0514953,0.0494769,0.0440219,0.122609,0.0575125,0.023353,0.0604303,0.0339058,0.0469413,0.0798918,0.017908,0.025958,0.0336579,0.0181896,0.0296012,0.0314879,0,0
4,0.0264245,0,0,0,0,0.051058,0,0,0,0,0,0,0.0207168,0,0.018881,0.061703,0,0,0.0243971,0,0,0.0289044,0.0705568,0.0211921,0.00814477,0.0196678,0.0462919,0.0405169,0.0506482,0.0590424,0.0407655,0.00941055,0.0127195,0.0284242,0.0287546,0.0288437,0.0132445,0.0214401,0.0525052,0,0.0136975,0.0690433,0.0344377,0,0,0.0308235,0,0,0.0546652,0.0489662,0.0310905,0.0224935,0.0137201,0.0515372,0.0493492,0.0440228,0.122603,0.0575537,0.0233663,0.0604414,0.0338706,0.0469681,0.0800505,0.0181114,0.0257798,0.0337282,0.0182085,0.0296091,0.031567,0,0
5,0.0264239,0,0,0,0,0.0511463,0,0,0,0,0,0,0.020913,0,0.018812,0.0620668,0,0,0.0243818,0,0,0.0289181,0.0706364,0.021106,0.0088138,0.0196729,0.0463748,0.0405915,0.0506091,0.0588988,0.0410269,0.00986639,0.0125862,0.0283514,0.0286764,0.0283007,0.0133774,0.0214402,0.0527825,0,0.0136611,0.0691741,0.0343764,0,0,0.0307531,0,0,0.0546668,0.0489736,0.0310581,0.0224421,0.0138284,0.0516012,0.049193,0.0440205,0.12262,0.0575536,0.0234126,0.0604408,0.0338221,0.0470299,0.0800285,0.0182392,0.0256073,0.0337876,0.0181632,0.0296605,0.0316713,0,0
6,0.0264442,0,0,0,0,0.0512129,0,0,0,0,0,0,0.0210971,0,0.0187523,0.0619927,0,0,0.0243923,0,0,0.0289258,0.0706837,0.021069,0.00874219,0.0196655,0.046452,0.0406861,0.0505185,0.0586555,0.0410293,0.010147,0.0125283,0.0282966,0.0286859,0.0279711,0.0134383,0.0214499,0.0529753,0,0.0135682,0.0691764,0.0343295,0,0,0.0307068,0,0,0.0546803,0.0489327,0.0309545,0.0224494,0.0138858,0.051544,0.0491443,0.0439514,0.122639,0.0575484,0.0234434,0.0604213,0.0337686,0.047067,0.079841,0.0182924,0.0254805,0.0338381,0.018159,0.0296416,0.0317145,0,0
7,0.0264465,0,0,0,0,0.051256,0,0,0,0,0,0,0.021272,0,0.018706,0.0615451,0,0,0.0244391,0,0,0.0288849,0.0707631,0.0210242,0.00799423,0.0196352,0.0463867,0.0407486,0.0504381,0.0584542,0.0408945,0.0100746,0.0125137,0.028283,0.0287236,0.0276645,0.0135384,0.0215176,0.0530413,0,0.013518,0.0691433,0.0343075,0,0,0.0307082,0,0,0.0547092,0.0488663,0.0309941,0.0224675,0.0139652,0.0514635,0.0491511,0.0439262,0.122635,0.0575786,0.0234278,0.0604305,0.0337291,0.0470835,0.0797517,0.0183873,0.02552,0.0339127,0.0181434,0.0296025,0.0317385,0,0
8,0.0264218,0,0,0,0,0.0512954,0,0,0,0,0,0,0.0216005,0,0.0186508,0.0614471,0,0,0.0244707,0,0,0.0288472,0.0708938,0.0209052,0.00786845,0.0196913,0.0463062,0.0407828,0.0503105,0.0589242,0.0408161,0.0100187,0.0123901,0.0282506,0.0286914,0.0269128,0.0136007,0.0215389,0.0531501,0,0.0134116,0.0689998,0.0342939,0,0,0.0307184,0,0,0.0547566,0.0488369,0.0309497,0.0224336,0.0140183,0.051498,0.0491191,0.0439046,0.122645,0.0576266,0.0233867,0.0604543,0.0337308,0.0471216,0.0798107,0.0185047,0.0255192,0.0340201,0.0180861,0.0296102,0.0318141,0,0
9,0.0263846,0,0,0,0,0.0513131,0,0,0,0,0,0,0.0222892,0,0.0185231,0.0616413,0,0,0.024463,0,0,0.0288178,0.0709115,0.0207014,0.00814369,0.0197754,0.0463324,0.0407931,0.0502371,0.0593903,0.0407959,0.0104189,0.0122097,0.0281885,0.0286067,0.0257247,0.0135654,0.0215281,0.0532487,0,0.0133595,0.068991,0.0342767,0,0,0.0307333,0,0,0.0547931,0.0488899,0.0309478,0.022357,0.0140634,0.0515619,0.0490665,0.0439728,0.122654,0.0576972,0.0233483,0.0604943,0.0337161,0.0471377,0.0800429,0.0185756,0.0256008,0.0341004,0.0180076,0.0296644,0.0318744,0,0
10,0.0264838,0,0,0,0,0.0513123,0,0,0,0,0,0,0.0230252,0,0.0180969,0.0615549,0,0,0.0243818,0,0,0.0287782,0.0705892,0.0206603,0.008013,0.0197008,0.04638,0.0407087,0.0500763,0.0529068,0.0408132,0.00976632,0.011997,0.0284792,0.0289873,0.0246531,0.0134252,0.0214916,0.0533694,0,0.0133929,0.0692759,0.0343155,0,0,0.030632,0,0,0.0547577,0.0489142,0.0310854,0.0222809,0.0141508,0.051415,0.0489046,0.0440883,0.122675,0.057762,0.0233942,0.0604452,0.0336413,0.0470934,0.0803007,0.0186703,0.0254997,0.0341598,0.018003,0.0297624,0.0317717,0,0
11,0.0279322,0,0,0,0,0.0517876,0,0,0,0,0,0,0.0247898,0,0.0169347,0.0620154,0,0,0.0236453,0,0,0.0285142,0.0682538,0.0202276,0.00752091,0.0216914,0.0472237,0.0400327,0.0529034,0,0.042523,0.00825554,0.0108494,0.0281535,0.0285361,0.0211987,0.0129873,0.0213795,0.0531657,0,0.0135689,0.0700182,0.0348115,0,0,0.0294283,0,0,0.0541938,0.0485855,0.0314727,0.0218098,0.0141822,0.0505214,0.0473479,0.0444899,0.122764,0.0580245,0.0233851,0.0602316,0.0333538,0.0468734,0.0798904,0.0184745,0.0243436,0.0341256,0.018115,0.0306194,0.0304726,0,0
12,0.0276979,0,0,0,0,0.0513522,0,0,0,0,0,0,0.0233114,0,0.0160739,0,0,0,0.0235783,0,0,0.0284713,0.0650071,0.0212895,0.00639575,0.0206176,0.0438148,0.0394433,0.0562416,0,0.0405031,0.00737124,0.0109619,0.0289455,0.0293567,0.0234407,0.0123698,0.0213405,0.0568221,0,0.0146307,0.0607709,0.0352854,0,0,0.0309461,0,0,0.0549184,0.0505553,0.0321168,0.0208327,0.015398,0.0497565,0.049333,0.0452908,0.123997,0.0578181,0.027081,0.0591086,0.0321702,0.0456161,0.0785865,0.0220001,0.0259472,0.0344936,0.0180831,0.0301219,0.0296354,0,0
13,0.0288387,0,0,0,0,0.0521222,0,0,0,0,0,0,0.0312091,0,0.0152427,0.0627767,0,0,0.023031,0,0,0.0282927,0.0651239,0.0233255,0.0100362,0.0203119,0.0481225,0.0393522,0.055126,0.0570294,0.0430254,0.00841064,0.0105861,0.031119,0.0327251,0.0138088,0.0126216,0.0212487,0.054498,0,0.01363,0.067415,0.035299,0,0,0.0286563,0,0,0.05392,0.0490526,0.0315059,0.020222,0.0141704,0.0500543,0.0463996,0.0443563,0.122901,0.0577123,0.0241571,0.0602289,0.0333334,0.0468658,0.0794598,0.0197544,0.0236928,0.0343741,0.0182459,0.0313571,0.0296412,0,0
14,0.0286759,0,0,0,0,0.05159,0,0,0,0,0,0,0.0292887,0,0.0143932,0,0,0,0.0228929,0,0,0.0281407,0.0612471,0.0252095,0.00957991,0.0215913,0.0442589,0.038667,0.0588234,0.0628929,0.041161,0.00884442,0.0114755,0.0323371,0.0339496,0.0164154,0.0117785,0.0211863,0.0587103,0,0.015104,0.0664009,0.0358634,0,0,0.0303133,0,0,0.0545419,0.0514844,0.0325371,0.0191467,0.0158553,0.0494193,0.0486843,0.0457593,0.124501,0.0577764,0.028709,0.0586441,0.0316679,0.0451429,0.0783339,0.0238739,0.0250145,0.0346471,0.0180884,0.0308676,0.0286472,0,0
15,0.0292636,0,0,0,0,0.0511043,0,0,0,0,0,0,0.0362429,0,0.0143907,0,0,0,0.0241623,0,0,0.0284846,0.0629226,0.0255772,0.00976386,0.0231069,0.0422387,0.0398633,0.0568077,0.0599118,0.0456086,0.010117,0.0118424,0.0326294,0.0346083,0.0103839,0.0123459,0.0214074,0.0527641,0,0.0153227,0,0.0361199,0,0,0.0304061,0,0,0.0544351,0.046684,0.0344524,0.0236198,0.0160943,0.0450044,0.0485735,0.0469485,0.124583,0.0599672,0.0256213,0.0574338,0.0301119,0.044259,0.0775312,0.0186489,0.0247216,0.0346037,0.0182209,0.0305094,0.0275761,0,0
16,0.0291972,0,0,0,0,0.0510824,0,0,0,0,0,0,0.0377587,0,0.0142916,0,0,0,0.0241591,0,0,0.0284412,0.0630336,0.0254945,0.00966733,0.0229025,0.042405,0.0397166,0.0561556,0.0586138,0.0454938,0.0101884,0.0117681,0.0327019,0.0348364,0.00990791,0.01224,0.0213786,0.0528938,0,0.0152906,0,0.036171,0,0,0.0305346,0,0,0.0545571,0.0467545,0.0343297,0.0234599,0.0160543,0.0450193,0.0487262,0.0469843,0.124557,0.0600186,0.0256879,0.0575032,0.030148,0.0443128,0.0773084,0.0186334,0.024978,0.0346712,0.0183191,0.0305783,0.0275969,0,0
17,0.0272139,0,0,0,0,0.0510755,0,0,0,0,0,0,0.023932,0,0.0147866,0,0,0,0.0215598,0,0,0.0275675,0.0626724,0.0267803,0.0307154,0.0201108,0.041386,0.0365933,0.0629418,0.0627182,0.0351231,0.00933147,0.012369,0.0337074,0.0355535,0.0250933,0.0101714,0.020894,0.0643419,0,0.0179766,0.162027,0.0371203,0,0,0.0341635,0,0,0.0561541,0.0566679,0.034566,0.0324437,0.018826,0.0541366,0.053802,0.0496968,0.126766,0.0589976,0.0357273,0.056577,0.0292856,0.0427114,0.0762218,0.029086,0.0293678,0.0351722,0.017988,0.030817,0.028468,0,0
18,0.0270281,0,0,0,0,0.0511153,0,0,0,0,0,0,0.0241776,0,0.0153872,0,0,0,0.0217356,0,0,0.0281788,0.0633356,0.0266195,0.0347422,0.0209743,0.0419447,0.0362541,0.064744,0.0632503,0.035205,0.00906536,0.0120973,0.0338086,0.0355003,0.024334,0.0100011,0.0198481,0.0574419,0,0.0139991,0.170104,0.0368626,0,0,0.0347214,0,0,0.0562087,0.0586072,0.034782,0.0344622,0.0197745,0.0539036,0.0541446,0.0488233,0.128156,0.0565507,0.0380768,0.0583387,0.0292355,0.0449609,0.0780635,0.0208146,0.029767,0.0346812,0.0185624,0.0309269,0.028577,0,0
19,0.0271323,0,0,0,0,0.0511453,0,0,0,0,0,0,0.0243599,0,0.0153938,0,0,0,0.0217482,0,0,0.028169,0.0633099,0.0267148,0.0327812,0.0217196,0.0422709,0.0362654,0.0643309,0.0630393,0.0355318,0.00923731,0.0123446,0.033868,0.0355216,0.0242598,0.0100669,0.0198407,0.057496,0,0.0135943,0.160493,0.036895,0,0,0.0345093,0,0,0.0561161,0.0579676,0.034655,0.0331416,0.0190673,0.0532996,0.0538734,0.0484248,0.127886,0.0562699,0.0374551,0.0585618,0.0296825,0.0452375,0.0782813,0.0208805,0.0295137,0.0346413,0.0185741,0.0310172,0.0284486,0,0
20,0.0291613,0,0,0,0,0.0511148,0,0,0,0,0,0,0.0384226,0,0.0144629,0,0,0,0.0238249,0,0,0.0282725,0.0632926,0.0253197,0.0103019,0.0236169,0.0427578,0.0390798,0.055412,0.0599701,0.0458134,0.0106142,0.0122012,0.03278,0.0349197,0.00958261,0.0118362,0.0212549,0.0533936,0,0.0153986,0,0.0364143,0,0,0.0306406,0,0,0.054652,0.0468505,0.0346753,0.022799,0.0159319,0.0446577,0.0489475,0.047014,0.124509,0.0600996,0.0259714,0.0575703,0.0302813,0.0443478,0.0773503,0.0189535,0.0253225,0.0347659,0.0182683,0.0309957,0.0273578,0,0
21,0.0293025,0,0,0,0,0.0511634,0,0,0,0,0,0,0.0369548,0,0.0146475,0,0,0,0.0237164,0,0,0.0281953,0.0632186,0.0253085,0.0105235,0.0236571,0.0428062,0.038873,0.0550804,0.0617477,0.0460505,0.0107517,0.0125321,0.032648,0.034605,0.00977132,0.0117272,0.0211986,0.0534747,0,0.0154752,0,0.0364635,0,0,0.0305196,0,0,0.0545858,0.0468716,0.0347888,0.0227649,0.0159028,0.0445246,0.0487378,0.0470609,0.124544,0.0602435,0.0261028,0.0575418,0.0303175,0.0442851,0.0777359,0.0189663,0.025224,0.0347541,0.01826,0.0310451,0.0272186,0,0
22,0.0283993,0,0,0,0,0.0514062,0,0,0,0,0,0,0.0298037,0,0.0144526,0,0,0,0.0226997,0,0,0.0278192,0.0622359,0.0247175,0.00844109,0.0217538,0.0443392,0.0377111,0.0558476,0.0561438,0.0414621,0.0094474,0.0123608,0.0319823,0.0334606,0.0154246,0.0110246,0.0210316,0.0583047,0,0.0158089,0.0662559,0.0361938,0,0,0.030842,0,0,0.054696,0.0519132,0.0331755,0.0187995,0.0163544,0.0486293,0.0493109,0.0459508,0.124375,0.0583495,0.0293749,0.0586963,0.0316178,0.0451243,0.0788268,0.0229994,0.0259057,0.0348804,0.0181729,0.0310236,0.0284926,0,0
23,0.0275143,0,0,0,0,0.0511538,0,0,0,0,0,0,0.0261322,0,0.0156601,0,0,0,0.0232421,0,0,0.0280173,0.0657655,0.0214642,0.00526681,0.0212334,0.0443215,0.0382267,0.0540807,0,0.040773,0.00865173,0.0118558,0.0289798,0.029522,0.0189987,0.0112514,0.0210621,0.0578938,0,0.0148124,0.0582615,0.0358365,0,0,0.0312992,0,0,0.0548835,0.0509988,0.0326794,0.0200571,0.0150631,0.0491036,0.0498543,0.045307,0.12385,0.0580811,0.0279739,0.0592838,0.0322904,0.0458079,0.0788874,0.0225867,0.0263062,0.0349779,0.018107,0.0304615,0.0294129,0,0
24,0.0276307,0,0,0,0,0.0511801,0,0,0,0,0,0,0.024399,0,0.0160197,0,0,0,0.0231532,0,0,0.0279624,0.0658886,0.0214603,0.00554978,0.0219371,0.0443486,0.0380245,0.053861,0,0.0409106,0.00900458,0.0124937,0.0286923,0.0288973,0.0212693,0.0112226,0.0210188,0.057988,0,0.014726,0.0589847,0.0358994,0,0,0.0312366,0,0,0.0548586,0.0509149,0.0327675,0.020075,0.01479,0.0491819,0.0497553,0.0453218,0.123853,0.0580782,0.0280067,0.0592627,0.0322893,0.04577,0.0786796,0.0227421,0.0262178,0.0349902,0.0181065,0.0304458,0.0292822,0,0
25,0.0261117,0,0,0,0,0.0507604,0,0,0,0,0,0,0.0227937,0,0.0172104,0,0,0,0.0237632,0,0,0.0281268,0.068478,0.0213926,0.00201373,0.0193202,0.0434044,0.0384071,0.0502632,0.0536431,0.0389329,0.00972833,0.0133129,0.028745,0.0290556,0.0243831,0.0113687,0.0210886,0.058239,0,0.0145243,0.0593419,0.0354977,0,0,0.0325112,0,0,0.0554483,0.0511627,0.0324617,0.0211243,0.0146656,0.0503706,0.0513088,0.0449781,0.123756,0.0578439,0.0280189,0.0594584,0.0325393,0.0459311,0.0789146,0.0230765,0.0274526,0.035089,0.018049,0.0296024,0.0306648,0,0
26,0.0259625,0,0,0,0,0.0507241,0,0,0,0,0,0,0.0221944,0,0.0174773,0,0,0,0.0238397,0,0,0.0281194,0.0689267,0.0212318,0.00185961,0.0194013,0.0432595,0.0383194,0.0500356,0.0605861,0.0388293,0.00986694,0.0135311,0.0284733,0.0286794,0.0253805,0.0113152,0.0211013,0.0580662,0,0.0145448,0.0591755,0.0354652,0,0,0.0326923,0,0,0.055568,0.0511312,0.0324278,0.02131,0.0147338,0.0505308,0.0515044,0.0451114,0.12369,0.0578506,0.0279161,0.0594377,0.0325858,0.0459633,0.0788752,0.0229403,0.027729,0.0350767,0.0181177,0.0294029,0.0307632,0,0
27,0.0260417,0,0,0,0,0.0507655,0,0,0,0,0,0,0.0219578,0,0.0175384,0,0,0,0.0238096,0,0,0.028088,0.0688131,0.0213842,0.00200138,0.019584,0.0432287,0.0381485,0.0502197,0.0591356,0.0389533,0.0102439,0.0136206,0.0284316,0.0286105,0.0258531,0.0111134,0.0211248,0.0579273,0,0.0145245,0.0589996,0.0354903,0,0,0.0327134,0,0,0.0555329,0.0511975,0.0324557,0.0212153,0.0145969,0.0505448,0.0515011,0.0451954,0.123695,0.0578262,0.0279278,0.0594163,0.0325796,0.045996,0.0788663,0.0228036,0.0278021,0.0350014,0.0181089,0.0292821,0.0306248,0,0
28,0.026092,0,0,0,0,0.0508091,0,0,0,0,0,0,0.0217361,0,0.0175901,0,0,0,0.0237745,0,0,0.0280459,0.0687438,0.0216065,0.0021029,0.0196425,0.043171,0.0380328,0.0503825,0.057956,0.0390223,0.0105634,0.0136815,0.0284386,0.028586,0.0262462,0.0108581,0.021151,0.0578005,0,0.0144888,0.0588498,0.0354641,0,0,0.0327602,0,0,0.0554817,0.0512736,0.032477,0.0211395,0.0144198,0.0505831,0.0515335,0.0451946,0.123707,0.0578484,0.0279872,0.0594303,0.0325882,0.0460112,0.078978,0.0226855,0.0277233,0.0348785,0.0180383,0.029139,0.0305309,0,0
29,0.026094,0,0,0,0,0.0508573,0,0,0,0,0,0,0.0215195,0,0.01763,0,0,0,0.0237777,0,0,0.0280302,0.0688187,0.021796,0.00213496,0.0196336,0.0430441,0.0378674,0.050419,0.0579347,0.0390531,0.0104705,0.0138161,0.028453,0.0286087,0.0267665,0.0110609,0.0211013,0.0577024,0,0.0144655,0.058694,0.035396,0,0,0.0327605,0,0,0.0554779,0.0513234,0.0324439,0.0211503,0.0143163,0.0506421,0.0515401,0.0451916,0.123717,0.0579066,0.0280718,0.0594557,0.032626,0.0460043,0.0790486,0.0226082,0.0276539,0.0347616,0.0180886,0.0290207,0.030469,0,0
30,0.0260999,0,0,0,0,0.0508653,0,0,0,0,0,0,0.0212807,0,0.0176373,0,0,0,0.0237762,0,0,0.0280182,0.068931,0.0218942,0.00217698,0.0195719,0.0429126,0.0377276,0.05051,0.0581506,0.0390836,0.0103671,0.0139647,0.0284569,0.0286229,0.0272051,0.0112131,0.0210527,0.0576385,0,0.0144233,0.0585502,0.0353523,0,0,0.0327405,0,0,0.0554146,0.0513724,0.0323646,0.0211681,0.0142379,0.0506898,0.0514757,0.0452086,0.123748,0.0579106,0.0279314,0.0594868,0.032676,0.0459897,0.0791042,0.0225571,0.0276625,0.0347624,0.0180745,0.0289309,0.0303935,0,0
31,0.026966,0,0,0,0,0.0506921,0,0,0,0,0,0,0.0246418,0,0.0175308,0,0,0,0.0245351,0,0,0.028267,0.0703228,0.0216935,0.00641805,0.0215724,0.0412064,0.038354,0.0488825,0.0592499,0.0436505,0.0110521,0.0138452,0.028404,0.028742,0.0217338,0.0117973,0.0211939,0.0514913,0,0.0149571,0,0.0353733,0,0,0.0324067,0,0,0.055149,0.0472337,0.03405,0.0239645,0.014738,0.0469145,0.0509303,0.0466225,0.123884,0.0600323,0.0249609,0.0583723,0.0312298,0.045161,0.0780882,0.0174266,0.0271961,0.0346267,0.0182442,0.02872,0.02905,0,0
32,0.0261407,0,0,0,0,0.0508604,0,0,0,0,0,0,0.0212928,0,0.0176902,0,0,0,0.0236912,0,0,0.0279808,0.069119,0.0216661,0.00191351,0.0194619,0.0424959,0.0373691,0.0505784,0.0583294,0.039451,0.0103024,0.0140444,0.0284129,0.028595,0.0271543,0.0111124,0.0210543,0.056104,0,0.0150618,0.0590583,0.0351896,0,0,0.0326759,0,0,0.055144,0.0516246,0.0323429,0.0211361,0.0150935,0.0505761,0.0515192,0.0452427,0.123653,0.0580391,0.0277535,0.0594851,0.0325079,0.0459854,0.0790018,0.0211603,0.0277571,0.034571,0.0182816,0.0287004,0.030144,0,0
33,0.0279858,0,0,0,0,0.0509117,0,0,0,0,0,0,0.0281723,0,0,0,0,0,0.0239331,0,0,0.0280684,0.0688502,0.0188063,0.00400643,0.0229407,0.040869,0.0375641,0,0.0621022,0.0443333,0.008642,0.0109872,0.0285166,0.0281249,0.0153452,0.0114213,0.0210658,0.0514781,0,0.0148968,0,0.0356301,0,0,0.0317979,0,0,0.0547285,0.0471114,0.0340081,0.0238872,0.014151,0.0463057,0.0503038,0.0468177,0.123689,0.0600151,0.0245544,0.0585114,0.0314914,0.0453175,0.0779394,0.0172615,0.0265682,0.0341039,0.0182524,0.0289285,0.0276967,0,0
34,0.0262043,0,0,0,0,0.0508105,0,0,0,0,0,0,0.0208689,0,0.0178843,0,0,0,0.0234807,0,0,0.0279119,0.0692823,0.0215411,0.00241115,0.0194497,0.0421696,0.0369939,0.0506492,0.0582985,0.0394244,0.0103566,0.0141533,0.0283216,0.0285555,0.0276009,0.0109478,0.0209435,0.056763,0,0.0148089,0.0587499,0.0350525,0,0,0.0325168,0,0,0.055066,0.0516826,0.0321814,0.0211139,0.0148173,0.0505162,0.0513841,0.0449621,0.123701,0.0578259,0.0275854,0.0594908,0.0326706,0.0460298,0.0790395,0.0218291,0.0275768,0.0339441,0.0179477,0.0287025,0.0299238,0,0
35,0.0262343,0,0,0,0,0.0509715,0,0,0,0,0,0,0.0205115,0,0.0180216,0,0,0,0.0232538,0,0,0.0278289,0.0695125,0.0216074,0.00310008,0.01948,0.0421325,0.0368501,0.0507542,0.0582771,0.0393227,0.0104115,0.0142551,0.0282887,0.0284861,0.0283687,0.0109031,0.0209042,0.0576727,0,0.0144912,0.0582748,0.035084,0,0,0.0329772,0,0,0.0525735,0.0517079,0.0320617,0.0211677,0.0144467,0.050494,0.0511193,0.0448373,0.123789,0.0576713,0.0273586,0.0595226,0.0327838,0.0460404,0.0791831,0.0227877,0.0291779,0.0320642,0,0.0289736,0.0297641,0,0
36,0.0270521,0,0,0,0,0.0507909,0,0,0,0,0,0,0.0237375,0,0.0178806,0,0,0,0.0239505,0,0,0.028065,0.0708359,0.0212521,0.00490215,0.0215628,0.0402505,0.0376675,0.0490561,0.0592898,0.0438332,0.0112977,0.0141483,0.0281879,0.0284947,0.0228959,0.0114546,0.0210154,0.0519219,0,0.0148519,0,0.0352194,0,0,0.0327045,0,0,0.0524177,0.047524,0.0336991,0.0239782,0.014798,0.0465952,0.0505052,0.0460894,0.123912,0.0597454,0.0247645,0.058398,0.0313286,0.0452534,0.0781332,0.0179867,0.0285388,0.03156,0,0.0286322,0.0283706,0,0
37,0.0270446,0,0,0,0,0.0507153,0,0,0,0,0,0,0.0237254,0,0.017894,0,0,0,0.0238743,0,0,0.0280327,0.0705334,0.0210876,0.00453494,0.0214776,0.0400595,0.0375545,0.0488938,0.0591036,0.0438429,0.011323,0.0141731,0.0280565,0.028384,0.0230462,0.0113686,0.020982,0.0518642,0,0.0148023,0,0.0351183,0,0,0.0325226,0,0,0.052292,0.0475402,0.0335491,0.0240552,0.0148175,0.0465539,0.0503717,0.0460028,0.12394,0.0596149,0.0249736,0.0583525,0.0313175,0.0452551,0.0779708,0.0180852,0.0281748,0.0314588,0,0.0284436,0.0283117,0,0
38,0.0262198,0,0,0,0,0.0508141,0,0,0,0,0,0,0.0207675,0,0.0178504,0,0,0,0.022989,0,0,0.0277387,0.0692138,0.020908,0.00394809,0.0193069,0.0414433,0.0365688,0.0504976,0.0574789,0.0395022,0.0106577,0.014185,0.0279569,0.0281746,0.0280929,0.0107764,0.0208301,0.056279,0,0.0149052,0.0588944,0.0349263,0,0,0.0325882,0,0,0.0522745,0.0519186,0.0318467,0.0211733,0.0152282,0.0501869,0.0507179,0.0446682,0.123736,0.0575083,0.0277882,0.0594334,0.0325486,0.0461066,0.0789767,0.0219309,0.0283564,0.0315494,0,0.0285211,0.0294687,0,0
39,0.0262297,0,0,0,0,0.0508007,0,0,0,0,0,0,0.0203549,0,0.0178352,0,0,0,0.02285,0,0,0.0276791,0.069146,0.0211399,0.00476035,0.0192029,0.0414094,0.036438,0.0508681,0.0567233,0.0392654,0.0105023,0.0141809,0.0279987,0.0281884,0.0288656,0.010751,0.0207953,0.0573736,0,0.0144546,0.0587136,0.0349247,0,0,0.0323562,0,0,0.0521709,0.0519454,0.0316816,0.0211911,0.0146604,0.0502119,0.0505611,0.0446667,0.12393,0.0571832,0.027978,0.0593845,0.032556,0.0459968,0.0789613,0.0231243,0.0283232,0.031498,0,0.0284659,0.0293399,0,0
