Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,LWRA,RTIBA,
1540,0.0222472,0,0,0,0,0.0464721,0,0,0,0,0,0,0.0298835,0,0.0171376,0.0712991,0,0,0.0283784,0,0,0.0281067,0.0675788,0.0229502,0.00385381,0.021106,0.0400308,0.046163,0.0469479,0.0563921,0.0361221,0.0147923,0.0146876,0.0283541,0.0292889,0.0153799,0.0173371,0.027213,0.0182185,0,0.0171544,0.0555153,0.0316335,0,0,0.0172926,0,0,0.0519942,0.0602609,0.038923,0.0134292,0.011074,0.0504512,0.0396453,0,0.0842407,0.0759958,0.0278884,0.0592842,0.0447473,0.0758459,0.0406969,0.0199639,0.0239895,0.0201481,0.02464,0.029047,0,0,0
1541,0.0222479,0,0,0,0,0.0464388,0,0,0,0,0,0,0.0298959,0,0.0170228,0.0712456,0,0,0.0284397,0,0,0.0281687,0.0676206,0.0230093,0.00387951,0.0211329,0.0399683,0.0460343,0.0468488,0.0563318,0.0359794,0.0147503,0.0148612,0.0283579,0.0292691,0.0151525,0.0172186,0.0270791,0.0181987,0,0.0171988,0.0556698,0.0315703,0,0,0.0173632,0,0,0.0520202,0.0602953,0.0388255,0.0132377,0.010961,0.0503094,0.0395598,0,0.0842743,0.0760881,0.0279794,0.0591428,0.0445645,0.0756777,0.0406858,0.0201645,0.0239302,0.0197761,0.0248518,0.028993,0,0,0
1542,0.0226331,0,0,0,0,0.0476326,0,0,0,0,0,0,0.0299813,0,0.0168704,0.0711935,0,0,0.0305181,0,0,0.0449871,0.0675919,0.0230183,0.00387465,0.0211804,0.0398932,0.0457793,0.0468158,0.0563011,0.0358829,0.0146243,0.0151004,0.0284162,0.0292506,0.0150444,0.0117377,0.0274715,0.0181478,0,0.017239,0.05609,0.0304623,0,0,0.017796,0,0,0.0521181,0.0603142,0.0386582,0.0129849,0.0108279,0.0500454,0.0394272,0,0.0842271,0.0761599,0.0280716,0.0590232,0.0444375,0.0755299,0.0404339,0.0203643,0.0242729,0.0200507,0.0261436,0.0292734,0.0341,0,0
1543,0.0226339,0,0,0,0,0.0476494,0,0,0,0,0,0,0.0300055,0,0.0167459,0.0712253,0,0,0.0304852,0,0,0.0451229,0.0675847,0.023076,0.00376486,0.0211625,0.0398729,0.0456482,0.0467832,0.0562921,0.0358129,0.0146355,0.0152076,0.0284401,0.0291917,0.0148979,0.0117785,0.0274344,0.0182626,0,0.0173536,0.0562131,0.0304415,0,0,0.017933,0,0,0.0521368,0.060297,0.0384818,0.0128772,0.0108049,0.0499303,0.0393244,0,0.0841621,0.0762674,0.028203,0.0588081,0.0443893,0.0754413,0.0399268,0.0205646,0.0244555,0.0202303,0.0261786,0.0292018,0.0343773,0,0
1544,0.0222065,0,0,0,0,0.0463976,0,0,0,0,0,0,0.0300089,0,0.016663,0.0711653,0,0,0.0286374,0,0,0.0282672,0.0676031,0.0230807,0.00362905,0.0211409,0.0398657,0.045726,0.0468143,0.0562917,0.0357506,0.0148481,0.0152721,0.0284159,0.0291043,0.0148271,0.0170742,0.0268489,0.0184696,0,0.0174918,0.0562605,0.0315424,0,0,0.0178044,0,0,0.0521039,0.0603228,0.0383736,0.0128449,0.0107252,0.0498982,0.0392319,0,0.0842825,0.0763944,0.0283285,0.0587266,0.0443889,0.0754544,0.0392211,0.0205967,0.0244971,0.0201684,0.0248284,0.0287743,0,0,0
1545,0.0222055,0,0,0,0,0.0465263,0,0,0,0,0,0,0.0300436,0,0.0165951,0.071053,0,0,0.0287493,0,0,0.0284212,0.0676148,0.0230813,0.00360101,0.0211258,0.0398521,0.0456403,0.0469168,0.0563285,0.0357548,0.0148644,0.0152657,0.0283942,0.0290715,0.0149436,0.016955,0.0267703,0.0185955,0,0.0174084,0.0563346,0.0314972,0,0,0.0178764,0,0,0.0522295,0.0603144,0.0381071,0.0128624,0.0106391,0.0498297,0.0391232,0,0.0844823,0.0765147,0.0284269,0.0587191,0.0443098,0.0755714,0.0384602,0.0204179,0.0244795,0.0200742,0.0248221,0.0286572,0,0,0
1546,0.0222221,0,0,0,0,0.0465713,0,0,0,0,0,0,0.0299099,0,0.0165324,0.0709569,0,0,0.0289749,0,0,0.0285204,0.0676158,0.0230798,0.00357229,0.0210817,0.0398411,0.0455399,0.0469905,0.0563706,0.0357729,0.0146249,0.0152963,0.0283979,0.0290771,0.0151247,0.0169486,0.0269985,0.0187276,0,0.0171998,0.0565498,0.0314582,0,0,0.01793,0,0,0.0523321,0.0601666,0.0376837,0.0129121,0.010551,0.0498004,0.0390327,0,0.0845303,0.076564,0.0284837,0.0587094,0.0443246,0.0756521,0.0375839,0.0199369,0.0245164,0.0200581,0.0249042,0.028458,0,0,0
1547,0.0227095,0,0,0,0,0.0478101,0,0,0,0,0,0,0.029823,0,0.0164757,0.0708968,0,0,0.0309636,0,0,0.0454924,0.0675785,0.0230852,0.00361628,0.0210373,0.039803,0.0452438,0.047108,0.0564828,0.0358143,0.0144815,0.0153363,0.0284461,0.0291031,0.0153633,0.0116553,0.0279133,0.0189567,0,0.0170558,0.0570633,0.0302593,0,0,0.0182867,0,0,0.0525628,0.0599829,0.0371581,0.0129693,0.0104943,0.0497084,0.0390027,0,0.0844608,0.0765669,0.0285329,0.0587089,0.0443771,0.0757055,0.0366637,0.0194966,0.0247954,0.0201559,0.0261981,0.0286692,0.0349777,0,0
1548,0.0223205,0,0,0,0,0.0465039,0,0,0,0,0,0,0.0297629,0,0.016465,0.0708331,0,0,0.0293403,0,0,0.0284582,0.0675836,0.0230777,0.00352128,0.020929,0.0398421,0.0453642,0.0472026,0.0565251,0.0357727,0.0144503,0.0153462,0.0284614,0.0290523,0.0155127,0.0169817,0.0270268,0.0193678,0,0.0172442,0.0573035,0.0314512,0,0,0.0181207,0,0,0.0524814,0.0598863,0.0369307,0.0130631,0.0105032,0.0497891,0.0389206,0,0.0844244,0.0765684,0.0285468,0.0587493,0.0445143,0.0757947,0.0356102,0.0197401,0.0247836,0.0201649,0.0252435,0.0281626,0,0,0
1549,0.0223519,0,0,0,0,0.0465244,0,0,0,0,0,0,0.0295941,0,0.0164139,0.0707903,0,0,0.0294594,0,0,0.0284302,0.0675827,0.0231356,0.00344845,0.0209236,0.0398639,0.0451962,0.0473688,0.0566073,0.0357802,0.0144716,0.0153912,0.028462,0.0290045,0.0156516,0.0168561,0.0268653,0.0197109,0,0.0172726,0.0573525,0.0314541,0,0,0.0182193,0,0,0.052483,0.0597546,0.0367422,0.0131409,0.0105651,0.0497596,0.0388841,0,0.0844053,0.0765949,0.0285772,0.0588103,0.0446444,0.0759229,0.0346856,0.0203233,0.0248062,0.0201567,0.0253981,0.0280426,0,0,0
1550,0.0228293,0,0,0,0,0.0478885,0,0,0,0,0,0,0.0294133,0,0.0163814,0.0707371,0,0,0.0313669,0,0,0.0457326,0.0675588,0.023474,0.00348344,0.0209612,0.0398383,0.0445572,0.0475439,0.0567283,0.0358197,0.0145307,0.0155493,0.0284677,0.0290596,0.0157947,0.0114077,0.0276972,0.0200639,0,0.0171856,0.0574853,0.0302612,0,0,0.0185727,0,0,0.0526069,0.059513,0.0364821,0.0132439,0.0105257,0.0496794,0.0389268,0,0.0844209,0.0766334,0.028641,0.0589038,0.0447557,0.0760299,0.0339004,0.0208162,0.0249099,0.020115,0.0265924,0.0282628,0.0357636,0,0
1551,0.0223794,0,0,0,0,0.0465776,0,0,0,0,0,0,0.0293526,0,0.016408,0.0706467,0,0,0.0296753,0,0,0.0286478,0.0676153,0.0236753,0.00345741,0.0208692,0.0397617,0.0446382,0.047579,0.056677,0.0357486,0.0145901,0.0155945,0.0284159,0.0290469,0.0158926,0.0162797,0.026815,0.0205034,0,0.017046,0.0574415,0.0315494,0,0,0.0182931,0,0,0.0525855,0.0593973,0.0361407,0.0133536,0.0103661,0.0496723,0.0388624,0,0.0843919,0.0765995,0.0286619,0.0590582,0.0448469,0.0761595,0.0330709,0.0201713,0.0248681,0.0199752,0.025542,0.027805,0,0,0
1552,0.0223468,0,0,0,0,0.0465437,0,0,0,0,0,0,0.0292166,0,0.0164433,0.0704928,0,0,0.0296368,0,0,0.028645,0.0676343,0.0237604,0.00344864,0.0207962,0.0396708,0.0443363,0.0477408,0.0566422,0.0357237,0.0145693,0.0156436,0.0283929,0.0290306,0.0161036,0.0160321,0.0268162,0.0208408,0,0.0168122,0.0571848,0.0316254,0,0,0.0182744,0,0,0.0526751,0.059285,0.0358291,0.0133911,0.0106274,0.0495462,0.038843,0,0.0842145,0.0765271,0.0286509,0.0591541,0.0448217,0.0763188,0.0324244,0.0192754,0.0249808,0.020001,0.0256727,0.0277549,0,0,0
1553,0.0223234,0,0,0,0,0.0465784,0,0,0,0,0,0,0.0289766,0,0.0164718,0.0704999,0,0,0.0295835,0,0,0.0286657,0.0676533,0.0238325,0.00335577,0.0207579,0.0395863,0.0439995,0.0478693,0.0566449,0.0357381,0.0145196,0.0155375,0.0283788,0.02905,0.0164418,0.0157698,0.0265807,0.021255,0,0.0166921,0.0572108,0.0316989,0,0,0.0182208,0,0,0.0526774,0.059184,0.0355779,0.0134272,0.0108642,0.0494045,0.038802,0,0.0842018,0.0764467,0.0286391,0.0592404,0.0449521,0.0765107,0.0315521,0.0189725,0.0250318,0.0199892,0.0257217,0.0277194,0,0,0
1554,0.0227796,0,0,0,0,0.047917,0,0,0,0,0,0,0.0285875,0,0.0164835,0.070541,0,0,0.031424,0,0,0.0461335,0.067628,0.024007,0.00330976,0.0207112,0.0395578,0.0430189,0.0479992,0.0567728,0.0358426,0.0143994,0.0154063,0.0283929,0.0290905,0.0169605,0.0105714,0.0277239,0.0217236,0,0.016522,0.057424,0.0305051,0,0,0.018451,0,0,0.0527201,0.0590084,0.0353588,0.0135282,0.0110452,0.0492737,0.0388505,0,0.0843135,0.07639,0.0286256,0.0593124,0.0451422,0.0766772,0.0306491,0.0193038,0.0251499,0.0201141,0.0269485,0.027983,0.0367439,0,0
1555,0.0223418,0,0,0,0,0.0466374,0,0,0,0,0,0,0.0281533,0,0.0165652,0.0705173,0,0,0.0294547,0,0,0.0288814,0.0677061,0.0242675,0.00314234,0.0204598,0.0394583,0.0433046,0.0481127,0.0567009,0.0358926,0.0143412,0.0152605,0.0283317,0.0290513,0.0174358,0.0153153,0.0262062,0.0223958,0,0.0162624,0.0574869,0.0318039,0,0,0.0180398,0,0,0.0524799,0.058904,0.0350651,0.0135298,0.011161,0.0491089,0.0387416,0,0.0841467,0.0762589,0.0285312,0.0594345,0.0452973,0.0768966,0.0296204,0.0191744,0.0251214,0.0202154,0.0259162,0.0275859,0,0,0
1556,0.0223994,0,0,0,0,0.0466971,0,0,0,0,0,0,0.0277083,0,0.016581,0.0704994,0,0,0.0293359,0,0,0.0288044,0.0676874,0.0242915,0.00308815,0.0201271,0.0393868,0.0429845,0.0482785,0.0567128,0.0360178,0.0141784,0.0152573,0.0282826,0.0290323,0.0179293,0.015078,0.0261281,0.0231329,0,0.0161668,0.057562,0.031835,0,0,0.018045,0,0,0.0525159,0.0587304,0.0348914,0.0135842,0.0112544,0.0489319,0.0387077,0,0.0840027,0.0761168,0.0284395,0.0595519,0.0454294,0.077082,0.0286195,0.019221,0.0251564,0.0202011,0.0259993,0.0275089,0,0,0
1557,0.0222148,0,0,0,0,0.0478533,0,0,0,0,0,0,0.0273765,0,0.0166706,0.0697625,0,0,0.0319451,0,0,0.0461547,0.0679044,0.0243285,0.00260981,0.0200344,0.039788,0.0431781,0.0483039,0.0565933,0.035992,0.0140685,0.0150878,0.0282555,0.0290347,0.0183375,0.0110048,0.0283122,0.0217269,0,0.0179086,0.0577155,0.0299887,0,0,0.0185357,0,0,0.0527618,0.0602286,0.0302631,0.0115784,0.0131177,0.0478158,0.0389415,0,0.0814742,0.0730739,0.0262565,0.0625981,0,0.080749,0.0290001,0.0195972,0.0252251,0.0201908,0.0267073,0.0287309,0.0370381,0,0
1558,0.0229483,0,0,0,0,0.0480801,0,0,0,0,0,0,0.0269675,0,0.0166127,0.0706057,0,0,0.0310616,0,0,0.046003,0.0677278,0.0245596,0.00296163,0.0201247,0.0393258,0.0415812,0.0486526,0.0569194,0.0362871,0.0140613,0.0151693,0.0283826,0.0291663,0.0187179,0.0100461,0.0277637,0.0248931,0,0.0160288,0.0576827,0.0305381,0,0,0.0183367,0,0,0.0526952,0.0583945,0.0345097,0.0138652,0.0114911,0.0487493,0.0387609,0,0.0838453,0.0759274,0.0282933,0.0597624,0.0456379,0.0773274,0.026458,0.0197474,0.0251326,0.0200339,0.0272707,0.0277143,0.0372487,0,0
1559,0.023002,0,0,0,0,0.0481559,0,0,0,0,0,0,0.0267388,0,0.0166379,0.0706041,0,0,0.0310398,0,0,0.0460265,0.0677531,0.0246261,0.00285887,0.0201097,0.0392641,0.0413049,0.0489006,0.0570218,0.0364299,0.0141714,0.0152051,0.0283751,0.0291611,0.0190653,0.0100306,0.0272636,0.0259025,0,0.0157623,0.0577122,0.0305591,0,0,0.0183302,0,0,0.0527113,0.0582513,0.034221,0.0139726,0.0115396,0.0486523,0.0386727,0,0.0838412,0.0758345,0.0282192,0.0598986,0.045712,0.0775139,0.0252672,0.0198294,0.0252446,0.0200851,0.0273766,0.0276249,0.037278,0,0
1560,0.0230882,0,0,0,0,0.0482499,0,0,0,0,0,0,0.0265268,0,0.0166336,0.070602,0,0,0.030893,0,0,0.045894,0.0677588,0.0246833,0.0028036,0.0201612,0.0391739,0.0410423,0.0490854,0.0571007,0.0365629,0.0142845,0.0153126,0.0283464,0.0291218,0.0193969,0.0100085,0.0272432,0.026981,0,0.0155155,0.0578577,0.0305585,0,0,0.0183327,0,0,0.0527384,0.0580866,0.0339419,0.014094,0.011636,0.0485521,0.038577,0,0.083727,0.0757268,0.0281185,0.0600216,0.0458516,0.0777122,0.0240376,0.0197701,0.0254297,0.0201945,0.0273486,0.0275237,0.0372757,0,0
1561,0.0231788,0,0,0,0,0.0483354,0,0,0,0,0,0,0.0263182,0,0.0166388,0.0705876,0,0,0.0307769,0,0,0.0460566,0.0677773,0.0247423,0.00281928,0.0202219,0.039063,0.0407646,0.0492589,0.0571921,0.0366688,0.0142737,0.015384,0.0283426,0.0291051,0.0196963,0.00982328,0.0273731,0.0281767,0,0.0151919,0.0580638,0.0304989,0,0,0.01832,0,0,0.0526983,0.057904,0.0336333,0.0142492,0.0117588,0.0484528,0.0385191,0,0.0836542,0.0755632,0.0280099,0.0601983,0.0460565,0.0779023,0.0228375,0.0197941,0.02554,0.0201456,0.0273099,0.0274393,0.0376261,0,0
1562,0.0232139,0,0,0,0,0.0485613,0,0,0,0,0,0,0.0261358,0,0.0166579,0.0705493,0,0,0.0307032,0,0,0.0462232,0.0678114,0.0248159,0.00281325,0.0202512,0.0389757,0.0404831,0.0493249,0.0572659,0.03673,0.0142934,0.0152659,0.0283547,0.02913,0.0199537,0.00970497,0.0278488,0.0293454,0,0.0148253,0.0581652,0.0304455,0,0,0.0182956,0,0,0.0526008,0.0577338,0.0333017,0.0143848,0.0118068,0.0483759,0.0384622,0,0.0836833,0.0753204,0.0279223,0.0604192,0.0461845,0.0780556,0.0217008,0.0199641,0.025573,0.0199921,0.0273807,0.0273817,0.0383356,0,0
1563,0.022715,0,0,0,0,0.0475736,0,0,0,0,0,0,0.0260482,0,0.0167392,0.0705199,0,0,0.0289162,0,0,0.0288152,0.0679368,0.0248588,0.00270591,0.0201665,0.0388084,0.0412313,0.049289,0.0571809,0.0367236,0.0143546,0.0150042,0.0283093,0.0291152,0.0201265,0.0138514,0.0251257,0.0306504,0,0.0145091,0.0582345,0.031813,0,0,0.0180059,0,0,0.0525605,0.057663,0.032996,0.0143251,0.0118631,0.0481584,0.0382249,0,0.083587,0.0750887,0.0277915,0.0607348,0.0463828,0.0783437,0.0204358,0.0198201,0.025538,0.0198466,0.026423,0.0270531,0,0,0
1564,0.023264,0,0,0,0,0.0486458,0,0,0,0,0,0,0.0258383,0,0.0167492,0.0705481,0,0,0.0306729,0,0,0.0461456,0.0678927,0.0249187,0.00260813,0.0201413,0.0388373,0.04006,0.0493856,0.0572713,0.0368017,0.0143533,0.0148333,0.0283087,0.0291631,0.020371,0.00978818,0.0272835,0.0319645,0,0.0142107,0.0583762,0.0304406,0,0,0.0183717,0,0,0.0527667,0.0573598,0.0329003,0.0145421,0.0119918,0.0481808,0.0383263,0,0.0836328,0.0749759,0.0277589,0.0608628,0.0465454,0.0785391,0.0192355,0.0199776,0.025802,0.0199555,0.0279303,0.0272707,0.0382075,0,0
1565,0.0233539,0,0,0,0,0.048603,0,0,0,0,0,0,0.0257196,0,0.0167505,0.0706075,0,0,0.0306284,0,0,0.046111,0.0679074,0.024712,0.00243374,0.0200401,0.0387789,0.039792,0.0494247,0.0572874,0.0368352,0.0141998,0.0147742,0.0282487,0.0291564,0.0204828,0.00986425,0.0270247,0.0335663,0,0.0138539,0.0585956,0.0304108,0,0,0.0183365,0,0,0.05276,0.0571348,0.0326714,0.014676,0.0119202,0.0480676,0.0382398,0,0.0836029,0.0747833,0.0277092,0.0610378,0.046843,0.0787715,0.0177437,0.0199754,0.0259282,0.0200278,0.0280606,0.0271828,0.0380881,0,0
1566,0.022942,0,0,0,0,0.0474349,0,0,0,0,0,0,0.0257767,0,0.0168329,0.0705741,0,0,0.0286009,0,0,0.0287105,0.06806,0.0246701,0.00239032,0.0199133,0.0385363,0.0404892,0.0494146,0.0572034,0.0368377,0.0141667,0.0147026,0.0281848,0.0291296,0.0204745,0.0138558,0.0247982,0.0352051,0,0.0135513,0.0588048,0.031718,0,0,0.0179829,0,0,0.05257,0.0570019,0.0322179,0.0146942,0.0118371,0.0477444,0.0380176,0,0.0834354,0.074503,0.0276604,0.0612526,0.0471707,0.0790708,0.0162492,0.0198572,0.0258913,0.0199662,0.0268695,0.0268217,0,0,0
1567,0.023048,0,0,0,0,0.0475251,0,0,0,0,0,0,0.025792,0,0.0168729,0.0704577,0,0,0.0284035,0,0,0.0286016,0.0681525,0.0248348,0.00237919,0.0198995,0.038455,0.0401827,0.0494601,0.0572787,0.0369077,0.014192,0.0147161,0.0281949,0.0291018,0.0204116,0.0136614,0.0246971,0.0366154,0,0.0133587,0.059045,0.031708,0,0,0.0179209,0,0,0.0524894,0.0567555,0.0316882,0.0148483,0.0116273,0.0476427,0.0379755,0,0.0833707,0.0742862,0.0276677,0.0613047,0.0472069,0.0791254,0.0152448,0.01999,0.0258751,0.0199099,0.0269373,0.0267223,0,0,0
1568,0.0236415,0,0,0,0,0.0487826,0,0,0,0,0,0,0.0258222,0,0.0168018,0.07037,0,0,0.0303465,0,0,0.0457911,0.0681692,0.0247905,0.0023586,0.0199153,0.0385198,0.0388993,0.0495696,0.0575213,0.0370782,0.0141933,0.0148147,0.0282433,0.029087,0.0204199,0.00954622,0.0262317,0.0377803,0,0.0133904,0.0592628,0.0304304,0,0,0.0182347,0,0,0.0526805,0.056424,0.0313347,0.0151722,0.0115173,0.0477376,0.0381191,0,0.0833632,0.0741748,0.0277936,0.0612269,0.0471087,0.079037,0.0145867,0.0202702,0.0261237,0.0199328,0.0284244,0.0268625,0.037725,0,0
1569,0.0237882,0,0,0,0,0.048793,0,0,0,0,0,0,0.025841,0,0.0167554,0.0701831,0,0,0.030235,0,0,0.0459267,0.0682498,0.0245901,0.00239872,0.0198689,0.0384882,0.0386125,0.0496455,0.057629,0.0372341,0.0140567,0.0148213,0.0282268,0.0290601,0.0205222,0.00954663,0.0260889,0.0388591,0,0.0134181,0.0594913,0.0304584,0,0,0.0182277,0,0,0.0527511,0.0562527,0.0310199,0.0154333,0.0114789,0.0477265,0.0380995,0,0.0832265,0.074082,0.027916,0.0612242,0.0471064,0.0791068,0.0141345,0.0206133,0.0261592,0.0196965,0.0289393,0.0267193,0.0381049,0,0
1570,0.0239975,0,0,0,0,0.0489167,0,0,0,0,0,0,0.0256947,0,0.0167575,0.0699949,0,0,0.030148,0,0,0.0459745,0.0682444,0.0246384,0.00244894,0.0198744,0.0384165,0.0383337,0.0497694,0.0577054,0.0373977,0.0137915,0.0148344,0.0282107,0.0290453,0.0207344,0.00962599,0.0264197,0.0397191,0,0.0134035,0.0597079,0.0304083,0,0,0.0181802,0,0,0.0528386,0.0560856,0.0308591,0.0157101,0.0116989,0.0476946,0.0381344,0,0.0830878,0.0740276,0.0280537,0.0613156,0.0472004,0.07934,0.013928,0.0210044,0.025823,0.0190108,0.0290567,0.0265802,0.0384814,0,0
1571,0.0248735,0,0,0,0,0.0493545,0,0,0,0,0,0,0.0257503,0,0.0167569,0.0705329,0,0,0.0292539,0,0,0.0456932,0.0680964,0.0246667,0.00326953,0.0200038,0.0379396,0.0369835,0.0498413,0.057931,0.0379352,0.013625,0.014904,0.028238,0.0291037,0.0207334,0.00918823,0.0269171,0.0365427,0,0.0136556,0.0604491,0.030885,0,0,0.0179489,0,0,0.0527647,0.0550115,0.0324735,0.0182873,0.0117631,0.0485534,0.0380178,0,0.0838266,0.0753488,0.0297757,0.0600789,0.0462993,0.0786901,0.0155162,0.0206478,0.0257936,0.0188121,0.0295881,0.025579,0.0389971,0.0366461,0
1572,0.0250409,0,0,0,0,0.0495016,0,0,0,0,0,0,0.0256373,0,0.0167753,0.0705646,0,0,0.0292681,0,0,0.0457127,0.0680508,0.0245271,0.0032776,0.0198694,0.0378918,0.0368311,0.0498149,0.0579925,0.0381106,0.0134743,0.0147916,0.0282197,0.029084,0.0208962,0.00915528,0.0271199,0.0372027,0,0.0136511,0.0605039,0.0309403,0,0,0.0179235,0,0,0.052776,0.0548317,0.0323486,0.0185715,0.0121954,0.0486237,0.0381039,0,0.0836864,0.0751927,0.0297965,0.060262,0.046512,0.0789032,0.0151738,0.019252,0.0261933,0.0191139,0.029627,0.0253651,0.0393344,0.0365523,0
1573,0.0251963,0,0,0,0,0.0495147,0,0,0,0,0,0,0.0255003,0,0.0167717,0.0704607,0,0,0.0293489,0,0,0.0457632,0.0680707,0.0243725,0.00328723,0.019825,0.0378825,0.0367015,0.0497784,0.0580913,0.0382588,0.0133237,0.0145016,0.0282006,0.0290827,0.0211399,0.0089449,0.0271176,0.037489,0,0.013742,0.0603683,0.0310287,0,0,0.0180038,0,0,0.052826,0.0546672,0.0320346,0.0188058,0.0124332,0.048683,0.0382166,0,0.0836113,0.0750236,0.0297924,0.060355,0.0465846,0.0790323,0.0149758,0.0187308,0.0263849,0.0192512,0.0298192,0.0250597,0.0395614,0.0366886,0
1574,0.0246741,0,0,0,0,0.0492944,0,0,0,0,0,0,0.0252469,0,0.0168691,0.0698662,0,0,0.0302147,0,0,0.0460585,0.0681509,0.0242556,0.00245583,0.0195491,0.0382899,0.0376234,0.0497316,0.0580519,0.0379716,0.0131062,0.0143587,0.0280616,0.0289718,0.0215283,0.00947518,0.0271123,0.0415111,0,0.0137505,0.0598765,0.030634,0,0,0.0182793,0,0,0.0529297,0.0554129,0.0298812,0.0167834,0.0126297,0.0479516,0.0385422,0,0.0827123,0.0735707,0.0282768,0.0617248,0.0476514,0.0799473,0.0136301,0.0188845,0.0263782,0.0192652,0.0296082,0.0257142,0.0395689,0,0
1575,0.0254674,0,0,0,0,0.0495343,0,0,0,0,0,0,0.025367,0,0.0168045,0.0704275,0,0,0.0293704,0,0,0.0457081,0.0681079,0.024147,0.00321736,0.0197534,0.0379772,0.0363222,0.0495545,0.0583979,0.0384108,0.0131111,0.0143141,0.0280527,0.0290234,0.0213176,0.00858859,0.0266526,0.0380498,0,0.0139078,0.0605855,0.0312589,0,0,0.0181724,0,0,0.0529192,0.0543785,0.0309737,0.0193188,0.0128252,0.0488135,0.0384775,0,0.0836562,0.0748614,0.0299301,0.0602898,0.0465478,0.0791419,0.0146106,0.0189819,0.0264878,0.0192064,0.0302352,0.0248625,0.0394473,0.0367673,0
1576,0.0256061,0,0,0,0,0.049677,0,0,0,0,0,0,0.0254645,0,0.0167749,0.0704517,0,0,0.0292192,0,0,0.0456376,0.0680417,0.0238649,0.0031606,0.0196958,0.0380228,0.035987,0.0494794,0.0585311,0.0385034,0.0131566,0.0141492,0.0280306,0.029,0.0213102,0.00844081,0.0268359,0.038256,0,0.0140063,0.0608296,0.0313562,0,0,0.0182499,0,0,0.0529614,0.0541643,0.0303645,0.019585,0.0129952,0.0488988,0.0385738,0,0.0836614,0.074893,0.0300562,0.0603318,0.0464839,0.0792465,0.0143876,0.0191232,0.0265289,0.0191569,0.0302008,0.0249603,0.0396661,0.0368536,0
1577,0.0256695,0,0,0,0,0.0497217,0,0,0,0,0,0,0.0256522,0,0.0166547,0.0704293,0,0,0.0290024,0,0,0.0454497,0.0679267,0.0234432,0.00310384,0.0194544,0.0380404,0.0355568,0.0504128,0.0586185,0.0386198,0.0130855,0.0140595,0.0281443,0.0291548,0.0212499,0.0083905,0.0267729,0.0384728,0,0.0140125,0.0610776,0.0314499,0,0,0.0183077,0,0,0.053001,0.0539592,0.0296608,0.0198106,0.0130808,0.0489938,0.0386447,0,0.0835856,0.0750007,0.0302121,0.0604318,0.0465179,0.0794267,0.0141884,0.0193365,0.026505,0.0190761,0.0300697,0.0249596,0.0396004,0.0370051,0
1578,0.0256489,0,0,0,0,0.049701,0,0,0,0,0,0,0.0256629,0,0.0165168,0.0703362,0,0,0.0286868,0,0,0.0452207,0.0678665,0.0232964,0.00314567,0.019139,0.0380306,0.0350679,0.0522539,0.0587076,0.038747,0.0128484,0.0140545,0.0283518,0.0294127,0.021345,0.00830416,0.0269658,0.0386781,0,0.0140289,0.0612844,0.031501,0,0,0.0183622,0,0,0.0530068,0.0538351,0.0289414,0.0200709,0.0131456,0.0491393,0.0387359,0,0.0835532,0.0750869,0.0303538,0.0605023,0.0466059,0.0796198,0.0140298,0.0192778,0.026541,0.019114,0.0301342,0.024932,0.0397612,0.0371768,0
1579,0.0256093,0,0,0,0,0.049644,0,0,0,0,0,0,0.0253333,0,0.0164956,0.0702452,0,0,0.0283626,0,0,0.0450385,0.0680029,0.0230825,0.00343397,0.0193378,0.0380541,0.0347112,0.0507511,0.0589324,0.0389407,0.0126294,0.0139889,0.0282176,0.0291207,0.0216304,0.0081147,0.0261065,0.0387421,0,0.0141543,0.0614376,0.0315867,0,0,0.0183716,0,0,0.0529897,0.0537529,0.0283699,0.0203645,0.0132403,0.0492135,0.0387987,0,0.0837228,0.0750361,0.0302854,0.0605743,0.0467465,0.079788,0.0138942,0.0194034,0.0265896,0.0191698,0.0304137,0.024904,0.0394001,0.0373228,0
1580,0.0251694,0,0,0,0,0.0484858,0,0,0,0,0,0,0.0252649,0,0.0166094,0.0701662,0,0,0.0254262,0,0,0.0275382,0.0681874,0.0229189,0.00369523,0.0195115,0.0378604,0.0357074,0.0496767,0.0590774,0.0391987,0.0126898,0.0140029,0.0281414,0.0289052,0.0215179,0.01103,0.0225281,0.0390164,0,0.0142737,0.0617064,0.0329724,0,0,0.017999,0,0,0.0528715,0.0539773,0.0278695,0.0204317,0.0134385,0.0489469,0.0386808,0,0.0839443,0.0747934,0.0300479,0.0607462,0.0469839,0.0800559,0.0137382,0.0193309,0.0265819,0.0191907,0.0295157,0.0246922,0,0.0375604,0
