Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,RTHI
40,0.0211263,0,0,0,0,0.0512502,0,0,0,0,0,0,0.026967,0,0.0208733,0.066942,0,0,0.0225121,0,0,0.0444292,0.0691257,0.0238996,0.00584,0.0212881,0.0354282,0.0260913,0.0470651,0.0573229,0.0415735,0.0146031,0.015811,0.0292259,0.0301769,0.020155,0.0121992,0.0438883,0.0279327,0.030736,0,0.0164086,0.0656436,0.0333635,0,0,0.0218249,0,0,0.0473398,0.0577119,0.0248366,0.0248182,0.0172019,0.0536156,0.0472151,0.0823436,0.0733104,0.0294803,0.0634573,0.0397868,0,0.0822204,0.0187727,0.0226311,0.0204597,0.0197727,0.0332573,0.0288044,0
41,0.0211775,0,0,0,0,0.0512948,0,0,0,0,0,0,0.0268426,0,0.0209105,0.0669672,0,0,0.0225336,0,0,0.0444584,0.0691201,0.0239648,0.00585178,0.021323,0.0353973,0.0261188,0.0470671,0.0573211,0.0415904,0.0146475,0.0159321,0.0292139,0.0301419,0.0201795,0.0121757,0.0439106,0.0279174,0.0307904,0,0.0164056,0.065629,0.0333381,0,0,0.0218746,0,0,0.0473117,0.0577465,0.0248371,0.0248719,0.0173395,0.0536245,0.0472353,0.0822935,0.0733234,0.0295139,0.0634587,0.0397573,0,0.0822088,0.0186591,0.0226607,0.0203785,0.0196918,0.0332004,0.0287695,0
42,0.0212455,0,0,0,0,0.0513754,0,0,0,0,0,0,0.0267669,0,0.0209712,0.0669808,0,0,0.0226038,0,0,0.0445686,0.0691157,0.0240828,0.00585686,0.0213754,0.035404,0.026163,0.0470946,0.0573179,0.0416233,0.0146851,0.0157191,0.0292184,0.0302709,0.0203626,0.0121514,0.0439398,0.027882,0.0309213,0,0.016377,0.0655918,0.0333214,0,0,0.0219753,0,0,0.0472842,0.0577639,0.0248408,0.0249435,0.0174282,0.0536455,0.0473391,0.0822494,0.0733413,0.029563,0.0634465,0.0397352,0,0.082123,0.0185194,0.0228342,0.020292,0.019625,0.0331943,0.0287197,0
43,0.0213289,0,0,0,0,0.0514719,0,0,0,0,0,0,0.0267816,0,0.0210516,0.0669922,0,0,0.0226897,0,0,0.0447629,0.0691056,0.0242334,0.00585052,0.0214571,0.0354429,0.0262489,0.0471455,0.0573227,0.0416677,0.0146629,0.0155459,0.0291987,0.0305368,0.0205515,0.0120946,0.0440257,0.0279074,0.0310906,0,0.0163527,0.0655916,0.0333254,0,0,0.0220946,0,0,0.0472839,0.0577684,0.0247923,0.0250056,0.0175133,0.0537022,0.0474726,0.0822194,0.0733436,0.0295824,0.0634299,0.0397079,0,0.0820835,0.0183792,0.0228688,0.0202382,0.0195227,0.0332407,0.0286605,0
44,0.0214324,0,0,0,0,0.0515661,0,0,0,0,0,0,0.0268456,0,0.0209046,0.066984,0,0,0.0227877,0,0,0.0447801,0.0691013,0.024562,0.00582909,0.0215259,0.0355089,0.0263674,0.0471643,0.0573393,0.0417093,0.0146351,0.0155321,0.0290608,0.0305312,0.0206394,0.0119961,0.0440653,0.0279768,0.0312313,0,0.0163164,0.0656039,0.0333621,0,0,0.0222894,0,0,0.0473671,0.0577663,0.0247807,0.0250479,0.0175945,0.0537696,0.0476681,0.082187,0.0733534,0.0295729,0.0634211,0.0396343,0,0.0820691,0.0182689,0.0228924,0.0202739,0.0195577,0.0333127,0.0285924,0
45,0.0215331,0,0,0,0,0.0515884,0,0,0,0,0,0,0.0268841,0,0.0207475,0.0669424,0,0,0.0229328,0,0,0.0446103,0.0691085,0.02482,0.00580595,0.0215623,0.0355875,0.0264301,0.0471589,0.0573524,0.0417667,0.0146419,0.0155539,0.0289705,0.0304045,0.0207052,0.0119019,0.0439265,0.0279112,0.0313629,0,0.0163099,0.0655862,0.0334254,0,0,0.0225227,0,0,0.0474514,0.057732,0.0248181,0.02507,0.0176584,0.0538456,0.0478734,0.0821032,0.0733799,0.0295799,0.0634108,0.0395885,0,0.0820198,0.0182158,0.0229789,0.020352,0.019677,0.03337,0.028528,0
46,0.0216411,0,0,0,0,0.0515771,0,0,0,0,0,0,0.0270599,0,0.0205885,0.0669138,0,0,0.0230775,0,0,0.0445032,0.0691129,0.0251226,0.00577438,0.0215907,0.035688,0.0264691,0.0471944,0.0573742,0.0418239,0.0146374,0.0155169,0.028875,0.0303755,0.0208211,0.0118061,0.0438353,0.027894,0.0314267,0,0.0163061,0.0655461,0.0335057,0,0,0.022768,0,0,0.0474671,0.0576996,0.024897,0.0250954,0.0176951,0.0539425,0.0481337,0.0820541,0.0733996,0.0295948,0.0634179,0.0395582,0,0.0819731,0.0181726,0.0230873,0.0203271,0.0196622,0.03344,0.0284551,0
47,0.0217558,0,0,0,0,0.0515493,0,0,0,0,0,0,0.0270248,0,0.0205235,0.0668876,0,0,0.0232098,0,0,0.0444636,0.0691237,0.0252103,0.00575935,0.0216004,0.0357973,0.0265066,0.0472325,0.0573787,0.0418668,0.0146743,0.0154419,0.0288677,0.0303472,0.0209507,0.0116796,0.0437168,0.027838,0.0314547,0,0.0163163,0.0654913,0.0336023,0,0,0.0229931,0,0,0.0474898,0.057677,0.024979,0.0251566,0.0177437,0.0540478,0.0484011,0.0820643,0.0734229,0.0295995,0.0634233,0.0395387,0,0.0819152,0.0181415,0.023158,0.0202457,0.0196045,0.0334475,0.0283969,0
48,0.0218472,0,0,0,0,0.0515246,0,0,0,0,0,0,0.0270105,0,0.020513,0.0668672,0,0,0.0233344,0,0,0.0444246,0.069102,0.0252659,0.00573146,0.0216115,0.0359051,0.0265705,0.0472811,0.0574154,0.0418928,0.0146527,0.0154892,0.0288569,0.0303922,0.0210731,0.0114971,0.0434792,0.0276068,0.031426,0,0.0163256,0.065435,0.0337042,0,0,0.023225,0,0,0.0475122,0.0576839,0.0249333,0.0251856,0.0177635,0.0541444,0.0486438,0.082191,0.0734491,0.0296312,0.0633548,0.0395378,0,0.0818236,0.0181657,0.0232424,0.020264,0.0196313,0.0334822,0.0283514,0
49,0.021906,0,0,0,0,0.0515449,0,0,0,0,0,0,0.0268767,0,0.0206455,0.0668429,0,0,0.0234603,0,0,0.0443514,0.0690775,0.025045,0.00570115,0.0216018,0.0360109,0.0266269,0.0472875,0.0574487,0.0419218,0.0146341,0.01551,0.0289856,0.0303737,0.0211077,0.0113158,0.0431839,0.0272682,0.0313696,0,0.0163327,0.065401,0.0338061,0,0,0.0234118,0,0,0.0475448,0.0576709,0.0249556,0.0252042,0.0177629,0.0542343,0.0488448,0.0822044,0.0734767,0.0296639,0.063279,0.0395373,0,0.0817669,0.0182387,0.0234583,0.0203024,0.0197086,0.0335806,0.0283024,0
50,0.0219669,0,0,0,0,0.0515884,0,0,0,0,0,0,0.0266064,0,0.0208133,0.0668217,0,0,0.0235452,0,0,0.0443531,0.069065,0.0247262,0.00567717,0.0215812,0.0360894,0.0266665,0.0472718,0.057465,0.0419384,0.0146424,0.0154168,0.029157,0.0304208,0.0211521,0.0112754,0.0432,0.0272685,0.0313054,0,0.0163673,0.0653614,0.0338681,0,0,0.0235544,0,0,0.0475564,0.0576508,0.0250691,0.0251987,0.0177554,0.054312,0.0489394,0.0821959,0.0734891,0.0296689,0.0632231,0.0395399,0,0.0817201,0.0184267,0.0237168,0.0202321,0.0196554,0.0336297,0.0282506,0
51,0.0220296,0,0,0,0,0.0516021,0,0,0,0,0,0,0.0263257,0,0.0209663,0.0668117,0,0,0.0236278,0,0,0.0444261,0.0690658,0.0244397,0.00566585,0.0215556,0.0361656,0.0266906,0.0472672,0.0574616,0.041929,0.0146628,0.0152924,0.0293019,0.0304703,0.0211975,0.011071,0.0428695,0.0267623,0.0312461,0,0.0164045,0.0653034,0.0339143,0,0,0.0236436,0,0,0.0476168,0.0576436,0.0251329,0.0251728,0.017742,0.0543757,0.0490335,0.0822186,0.0734953,0.0296774,0.0631899,0.0395193,0,0.0816466,0.0185413,0.0237662,0.0200887,0.0195879,0.0336523,0.0282027,0
52,0.02211,0,0,0,0,0.0516014,0,0,0,0,0,0,0.0261659,0,0.0210106,0.0668005,0,0,0.0236868,0,0,0.0446329,0.0690589,0.0243177,0.00566921,0.0215236,0.0362513,0.026698,0.0473031,0.057459,0.04191,0.0146669,0.0152603,0.0293284,0.0304678,0.0212403,0.0109987,0.0429359,0.0267205,0.0311795,0,0.0163998,0.0652568,0.0339097,0,0,0.0237384,0,0,0.0476907,0.0576308,0.0251985,0.0251441,0.0177209,0.0544591,0.0491013,0.0822764,0.073519,0.0297212,0.0631302,0.0394508,0,0.081557,0.018567,0.0237114,0.0198644,0.0194557,0.0336666,0.0281117,0
53,0.0222184,0,0,0,0,0.0515971,0,0,0,0,0,0,0.0261524,0,0.0210102,0.066807,0,0,0.0236925,0,0,0.0447375,0.0690397,0.0243719,0.00568178,0.021484,0.0363377,0.0267276,0.0473387,0.0574628,0.0418828,0.0146165,0.0153038,0.0292846,0.0305772,0.0212675,0.0111162,0.0434501,0.0274688,0.0311574,0,0.0164206,0.0652189,0.0338395,0,0,0.0238104,0,0,0.0477553,0.0576201,0.0252572,0.0251326,0.0176918,0.0545745,0.0491083,0.0823098,0.0735517,0.0297528,0.0630432,0.0393304,0,0.0814444,0.0186019,0.0236007,0.0198449,0.0195162,0.0337528,0.0279897,0
54,0.0223311,0,0,0,0,0.051534,0,0,0,0,0,0,0.0261388,0,0.0210239,0.0667902,0,0,0.0237719,0,0,0.044683,0.0690323,0.0245122,0.00567594,0.0214652,0.0364049,0.0268109,0.0473961,0.0574466,0.0418269,0.0145571,0.0153294,0.0292527,0.0307447,0.0212966,0.0111594,0.0436858,0.0278521,0.0311567,0,0.0163958,0.0651909,0.0337303,0,0,0.0238488,0,0,0.0477757,0.0576224,0.0252863,0.0251529,0.0176735,0.0546978,0.0490184,0.0823031,0.0735658,0.0297659,0.0629799,0.0392036,0,0.081341,0.0185983,0.023561,0.0198734,0.0196309,0.0338565,0.0278802,0
55,0.0224395,0,0,0,0,0.0515183,0,0,0,0,0,0,0.0260594,0,0.0210056,0.0667484,0,0,0.0238975,0,0,0.0446839,0.0690398,0.0245652,0.0056824,0.0214645,0.0364594,0.0269238,0.0474212,0.0574487,0.0417785,0.0145574,0.0152969,0.0292467,0.0308282,0.0213535,0.0112704,0.0436688,0.0277878,0.03115,0,0.0162569,0.0651418,0.0336215,0,0,0.0238831,0,0,0.0477446,0.057633,0.025267,0.0251871,0.0176916,0.0548336,0.0490336,0.0823119,0.0735706,0.029787,0.0629563,0.0390944,0,0.0812483,0.0186155,0.0235746,0.01983,0.0195965,0.0339712,0.0277386,0
56,0.0225437,0,0,0,0,0.051546,0,0,0,0,0,0,0.0260606,0,0.0209939,0.0667434,0,0,0.0239999,0,0,0.0447684,0.069037,0.0245927,0.005704,0.0214593,0.0365109,0.0270384,0.0474259,0.0574317,0.0417456,0.0145748,0.015278,0.02926,0.0308677,0.0213619,0.0114562,0.0433986,0.0273151,0.0311495,0,0.0161632,0.0650976,0.0335245,0,0,0.0238997,0,0,0.0477372,0.0576366,0.025268,0.0252402,0.0177135,0.0549835,0.049112,0.0823365,0.0735857,0.0298138,0.0629219,0.0390474,0,0.0811545,0.0186483,0.0234593,0.0197151,0.0195417,0.0340139,0.027586,0
57,0.0236228,0,0,0,0,0.0518579,0,0,0,0,0,0,0.0323378,0,0,0.0681399,0,0,0.0238289,0,0,0.0448232,0.0672911,0.0237475,0.00281776,0.0219945,0.0369948,0.0267773,0,0.059617,0.0421377,0.0118009,0.0117209,0.028865,0.0300501,0.011613,0.011945,0.0430891,0.0267021,0.0310676,0,0.0162069,0.0642946,0.0337704,0,0,0.0232598,0,0,0.0474536,0.0576529,0.0254415,0.0244947,0.0174432,0.0546953,0.0480945,0.0825166,0.0735431,0.0296241,0.0628118,0.0389612,0,0.0809478,0.0187672,0.0228297,0.0195327,0.0194361,0.0344114,0.0265507,0
58,0.0224174,0,0,0,0,0.0506019,0,0,0,0,0,0,0.0261933,0,0.0209967,0.0667104,0,0,0.0208787,0,0,0.0258839,0.0690733,0.0246317,0.00574435,0.0214539,0.0365943,0.0284498,0.0474403,0.0574211,0.0417731,0.0145635,0.0153865,0.0292019,0.0308091,0.021315,0.0123595,0,0.0210068,0.0313036,0,0.0161211,0.0650758,0.0344563,0,0,0.0239356,0,0,0.0477313,0.057644,0.0251903,0.0252168,0.0175038,0.0551521,0.0489614,0.082163,0.0735873,0.029792,0.0628802,0.0390913,0,0.081053,0.0186296,0.0228883,0.0194138,0.019742,0.0331343,0.0273281,0
59,0.0224401,0,0,0,0,0.0505931,0,0,0,0,0,0,0.0261179,0,0.0210001,0.0667049,0,0,0.0209583,0,0,0.0258353,0.0690999,0.0246068,0.00574554,0.0214346,0.036656,0.0284738,0.0474455,0.0574028,0.0417965,0.0146098,0.0153052,0.0291979,0.0306815,0.0214191,0.0124831,0,0.0210929,0.031286,0,0.0161666,0.0650309,0.0344328,0,0,0.023921,0,0,0.0478241,0.0576413,0.025258,0.0252593,0.0174073,0.0552737,0.0490875,0.0821304,0.0736227,0.0298001,0.0628189,0.0391133,0,0.0809693,0.018635,0.022572,0.0197081,0.0198352,0.0331102,0.0272135,0
60,0.022475,0,0,0,0,0.0506282,0,0,0,0,0,0,0.025993,0,0.0210196,0.0667062,0,0,0.0209851,0,0,0.0258233,0.0691329,0.0246202,0.00575301,0.0214136,0.0367038,0.0284347,0.0474578,0.0573611,0.0418238,0.0146614,0.0150691,0.029188,0.030645,0.0216218,0.0126034,0,0.0210781,0.0312353,0,0.0162482,0.0649986,0.0344577,0,0,0.0239089,0,0,0.0479591,0.0576746,0.0253648,0.0252916,0.0173907,0.055381,0.0491542,0.0822313,0.0736334,0.0298139,0.0627821,0.039181,0,0.0809486,0.0186769,0.0228309,0.0198434,0.0197812,0.0330679,0.0270634,0
61,0.0225348,0,0,0,0,0.0506292,0,0,0,0,0,0,0.025816,0,0.0210465,0.0667033,0,0,0.0210545,0,0,0.0259256,0.0691507,0.0246987,0.00574449,0.021389,0.0367606,0.0283642,0.0475393,0.0573765,0.0418365,0.0146986,0.0149867,0.0291713,0.030642,0.0218161,0.0125405,0,0.0210628,0.0311568,0,0.0162512,0.0649527,0.0344935,0,0,0.0239396,0,0,0.0480683,0.0577239,0.0253791,0.0252899,0.0174356,0.055459,0.0491845,0.0823338,0.0736207,0.0298051,0.0627677,0.039194,0,0.0809181,0.0187327,0.0231887,0.0199211,0.0197543,0.03298,0.0268867,0
62,0.0228598,0,0,0,0,0.0515316,0,0,0,0,0,0,0.0256342,0,0.0210675,0.0667055,0,0,0.0246061,0,0,0.0446317,0.0691019,0.0248364,0.00572224,0.0213758,0.0368812,0.0271337,0.0476892,0.0574291,0.0418422,0.014703,0.0150894,0.029146,0.0306582,0.0220181,0.0118546,0.0425565,0.0266706,0.0310906,0,0.0161818,0.0648311,0.0334639,0,0,0.0239808,0,0,0.0480721,0.0576935,0.0254307,0.0253715,0.0175288,0.0556438,0.0495413,0.0823537,0.073661,0.0298487,0.0626632,0.0391024,0,0.0808207,0.0188179,0.0236739,0.0198321,0.0195577,0.0338278,0.0267181,0
63,0.0229487,0,0,0,0,0.051461,0,0,0,0,0,0,0.0254456,0,0.0211141,0.0666538,0,0,0.0243548,0,0,0.0447583,0.0690833,0.0249731,0.0058172,0.0213562,0.0369297,0.0270261,0.0477898,0.0574403,0.0418549,0.0147004,0.0151708,0.0290962,0.0306809,0.0221787,0.0119314,0.0432611,0.0268956,0.0311269,0,0.0161805,0.0647444,0.0335572,0,0,0.0240331,0,0,0.0480738,0.057717,0.0254806,0.02535,0.0174887,0.0557342,0.0496262,0.0823026,0.0736778,0.0298274,0.0626168,0.039089,0,0.0807889,0.0188087,0.0237815,0.0196806,0.0192457,0.0337857,0.0264961,0
64,0.0230349,0,0,0,0,0.0514287,0,0,0,0,0,0,0.0253176,0,0.0211679,0.0665669,0,0,0.0243086,0,0,0.0449441,0.069053,0.0250995,0.00586692,0.0213475,0.0369813,0.0268348,0.0479012,0.057457,0.041871,0.0147774,0.0151034,0.0290595,0.0307292,0.0224224,0.0121276,0.0440189,0.0275616,0.0310919,0,0.0160952,0.0646437,0.0336186,0,0,0.0240995,0,0,0.0481026,0.0577657,0.0255325,0.0253199,0.0175351,0.0557911,0.0498428,0.0822301,0.0736617,0.0297917,0.0626494,0.03906,0,0.0808003,0.0188742,0.0238556,0.0197193,0.0194318,0.0337646,0.0262809,0
65,0.0231129,0,0,0,0,0.0513837,0,0,0,0,0,0,0.0252116,0,0.0212131,0.0665105,0,0,0.0242416,0,0,0.0452504,0.0690254,0.0252152,0.00592066,0.0213335,0.0370068,0.0266196,0.0480397,0.057485,0.0418836,0.0149764,0.0150692,0.0290051,0.0307466,0.0226265,0.0122809,0.0439283,0.0270909,0.0310353,0,0.0160119,0.0645658,0.0336945,0,0,0.0241731,0,0,0.0481204,0.0578103,0.0255495,0.0253323,0.0176012,0.0557903,0.0500242,0.0821949,0.07364,0.029777,0.0626914,0.0390629,0,0.0808242,0.0189304,0.0239654,0.0197343,0.0196039,0.0336302,0.026079,0
66,0.0228578,0,0,0,0,0.0503943,0,0,0,0,0,0,0.0251896,0,0.021233,0.0664148,0,0,0.0208475,0,0,0.0260107,0.0690679,0.0253307,0.00600577,0.0213321,0.0369617,0.0276435,0.0481291,0.0574779,0.041951,0.0152635,0.0151135,0.0289076,0.0306941,0.0226065,0.0122707,0,0.0210098,0.031088,0,0.0160074,0.0645596,0.0348707,0,0,0.0242541,0,0,0.0481068,0.0579388,0.0254468,0.0251856,0.0176218,0.0555735,0.0498144,0.0820536,0.0735551,0.0296809,0.0628053,0.0392215,0,0.0809381,0.0188728,0.023824,0.0195917,0.0195421,0.0325677,0.025933,0
67,0.0231971,0,0,0,0,0.0513801,0,0,0,0,0,0,0.0249411,0,0.0212215,0.0664635,0,0,0.0245024,0,0,0.0450173,0.0689352,0.025471,0.00601901,0.0213245,0.0370653,0.0262229,0.0483037,0.0575491,0.0419814,0.0153058,0.0151368,0.0288804,0.0307267,0.0228047,0.0122145,0.04369,0.0270434,0.0311158,0,0.0160324,0.0644662,0.033801,0,0,0.0243829,0,0,0.0482191,0.0578846,0.025586,0.0253423,0.0177353,0.0557468,0.0503217,0.0821147,0.0735914,0.0297208,0.0627013,0.0391593,0,0.0808404,0.0188854,0.0243381,0.0194915,0.0192871,0.0335336,0.0258004,0
68,0.0229441,0,0,0,0,0.0504433,0,0,0,0,0,0,0.0248403,0,0.0212617,0.066382,0,0,0.0207214,0,0,0.0258805,0.068937,0.0254189,0.00613665,0.0213518,0.0370319,0.0273169,0.0482946,0.0575111,0.0420642,0.0151626,0.0151056,0.0287884,0.0307415,0.0228878,0.0125092,0,0.0208908,0.0311114,0,0.0162047,0.06446,0.0349268,0,0,0.0244402,0,0,0.0482459,0.0579989,0.0256134,0.0252243,0.0177632,0.0556097,0.0501521,0.0819915,0.0734978,0.0296416,0.0627959,0.0392575,0,0.0809113,0.0188747,0.0241667,0.0194448,0.0195857,0.0326441,0.0257032,0
69,0.0233083,0,0,0,0,0.0515481,0,0,0,0,0,0,0.0247884,0,0.0213158,0.0663904,0,0,0.0244893,0,0,0.0449943,0.0688038,0.0253962,0.0062112,0.0213663,0.0372415,0.0258946,0.0483571,0.0575736,0.0421478,0.0151031,0.0149991,0.0287622,0.0308187,0.0231338,0.0130484,0.0445117,0.0277911,0.0310799,0,0.0162856,0.0643315,0.033752,0,0,0.0244976,0,0,0.0483268,0.057934,0.025771,0.0254374,0.0178292,0.0558905,0.0506637,0.0820855,0.073564,0.0297414,0.0626683,0.0391417,0,0.0807991,0.018906,0.0244244,0.0194643,0.0197722,0.0338507,0.0255874,0
70,0.0234101,0,0,0,0,0.0516231,0,0,0,0,0,0,0.0247578,0,0.0213636,0.0663534,0,0,0.0243602,0,0,0.0451925,0.0687505,0.0253999,0.00632458,0.0213449,0.0373551,0.0257406,0.048345,0.0575702,0.0422298,0.0151121,0.0148052,0.0287118,0.0309045,0.023319,0.0134754,0.0450271,0.0278294,0.0310606,0,0.0163234,0.0642892,0.0337096,0,0,0.0244813,0,0,0.0483663,0.0579348,0.0257668,0.0255169,0.0178661,0.0560503,0.0507823,0.0821229,0.073577,0.029791,0.062617,0.0391241,0,0.0807616,0.0189304,0.0244689,0.0194877,0.019794,0.0340305,0.0254248,0
71,0.0235046,0,0,0,0,0.0516585,0,0,0,0,0,0,0.0246871,0,0.0213588,0.0662644,0,0,0.0246074,0,0,0.045275,0.068687,0.0255107,0.0061662,0.0212991,0.0373449,0.0258194,0.0484477,0.0576707,0.0423795,0.0151437,0.0147655,0.028693,0.0309936,0.023413,0.0138465,0.0454587,0.0282455,0.0310542,0,0.0163576,0.0644161,0.0335932,0,0,0.0244371,0,0,0.0484307,0.0579598,0.0257152,0.0253787,0.0178516,0.0558565,0.0508485,0.0820668,0.0735499,0.029784,0.0626469,0.0391623,0,0.0807491,0.0190153,0.0246702,0.0195447,0.0197373,0.0341178,0.0252391,0
72,0.0246151,0,0,0,0,0.0519355,0,0,0,0,0,0,0.0303912,0,0,0.0677157,0,0,0.0245682,0,0,0.0450857,0.0668133,0.0228984,0.00299046,0.021643,0.0378027,0.025422,0,0.060028,0.0428321,0.012433,0.0113542,0.0293238,0.0308678,0.0134683,0.0142536,0.0460631,0.0289559,0.0309556,0,0.0164952,0.0636048,0.033816,0,0,0.0237073,0,0,0.0482146,0.0580439,0.0258741,0.0245481,0.0176845,0.0554427,0.0497776,0.0822312,0.0734524,0.0296277,0.0625798,0.0390655,0,0.0806255,0.0191638,0.0243708,0.0197049,0.0195345,0.0344983,0.024106,0
73,0.0236414,0,0,0,0,0.0516527,0,0,0,0,0,0,0.0246341,0,0.0213184,0.0662722,0,0,0.0251477,0,0,0.0451635,0.0686636,0.025491,0.00617193,0.0211805,0.0373485,0.0258763,0.0485425,0.0577056,0.0423685,0.0151849,0.0148684,0.0286741,0.0309809,0.0233702,0.0138064,0.0459528,0.0287402,0.0310501,0,0.0163797,0.0644299,0.0334936,0,0,0.0242676,0,0,0.0485903,0.0579779,0.0258002,0.0254404,0.0178941,0.0559171,0.0509285,0.0820354,0.0735092,0.0298125,0.0626374,0.0391221,0,0.0807563,0.0191569,0.0249034,0.0196385,0.0194188,0.0341416,0.0249435,0
74,0.0233123,0,0,0,0,0.0507186,0,0,0,0,0,0,0.0248757,0,0.0212912,0.0661701,0,0,0.0217106,0,0,0.0262023,0.0687574,0.0254043,0.0062795,0.0212571,0.0372324,0.0272643,0.0484978,0.0577089,0.042385,0.015155,0.0148236,0.0285782,0.0308899,0.0230805,0.0129514,0,0.0206098,0.0311144,0,0.0163423,0.0645073,0.0345466,0,0,0.0240428,0,0,0.0485782,0.0581241,0.0257377,0.0253101,0.0178097,0.0557262,0.0505902,0.0818437,0.0733958,0.0297566,0.0627678,0.0391945,0,0.0808794,0.0191383,0.0242606,0.0195337,0.0191976,0.033289,0.0248936,0
75,0.023397,0,0,0,0,0.0507862,0,0,0,0,0,0,0.0246628,0,0.0213044,0.066182,0,0,0.0219455,0,0,0.0264203,0.0687194,0.0254381,0.00628034,0.021185,0.0371522,0.0273518,0.0484877,0.0577139,0.0423106,0.0151478,0.0147906,0.0286842,0.0309761,0.0233353,0.0133454,0,0.0205122,0.0311281,0,0.0163165,0.0645342,0.0343657,0,0,0.0239624,0,0,0.048588,0.0581118,0.0259036,0.0254091,0.0179086,0.0557658,0.0506884,0.0818856,0.0733289,0.029759,0.062654,0.0390524,0,0.0808074,0.0192286,0.0245159,0.019595,0.0193726,0.0334245,0.0247872,0
76,0.023818,0,0,0,0,0.0518849,0,0,0,0,0,0,0.0245734,0,0.0212642,0.066241,0,0,0.0262646,0,0,0.0453113,0.0685954,0.025463,0.00631054,0.0211834,0.0372573,0.0263343,0.048639,0.0578014,0.0422774,0.0151104,0.0148772,0.0286796,0.0309634,0.0234318,0.0145346,0.0448605,0.0271747,0.0312343,0,0.0163445,0.064417,0.0329796,0,0,0.0239597,0,0,0.0486249,0.0580535,0.0261266,0.0256245,0.0180056,0.0560771,0.0511415,0.082051,0.0733996,0.029856,0.0624326,0.0387922,0,0.0805958,0.019177,0.0251181,0.0196856,0.0194528,0.0345419,0.0246971,0
77,0.0239127,0,0,0,0,0.0519205,0,0,0,0,0,0,0.0244865,0,0.0212827,0.0662017,0,0,0.0264287,0,0,0.0453945,0.0685572,0.0254345,0.0063651,0.0211837,0.0372902,0.0265651,0.0486894,0.0578176,0.0422404,0.0151459,0.0147616,0.0286739,0.0309554,0.0235185,0.0143882,0.0451329,0.0270851,0.031411,0,0.0163516,0.0643465,0.0327959,0,0,0.0239521,0,0,0.0486562,0.058037,0.0262393,0.0257455,0.0180309,0.056207,0.0512188,0.0820737,0.0734447,0.0298762,0.0623407,0.0386278,0,0.0804853,0.0190587,0.0252992,0.0196993,0.0194375,0.0346732,0.0245747,0
78,0.0248818,0,0,0,0,0.0522356,0,0,0,0,0,0,0.0245184,0,0.0212972,0.066548,0,0,0.0260502,0,0,0.045265,0.068587,0.025613,0.00694318,0.0214677,0.0367656,0.0256505,0.0487308,0.0580708,0.0426327,0.0152942,0.0147101,0.0288324,0.0311403,0.023528,0.0145988,0.0454304,0.0273758,0.0336166,0,0.0160902,0.0652451,0.0331492,0,0,0.0237041,0,0,0.0485619,0.055777,0.0293548,0.0287374,0.0168115,0.0571119,0.0509799,0.0845282,0.0758189,0.0316025,0.0598574,0.0369306,0.0454337,0.0777381,0.0178458,0.0252175,0.0196528,0.0193875,0.0354436,0.0234502,0
79,0.0249838,0,0,0,0,0.0523438,0,0,0,0,0,0,0.0245494,0,0.0212767,0.0666122,0,0,0.0263844,0,0,0.0455216,0.0685353,0.0256321,0.00703182,0.0214711,0.0367611,0.0257952,0.048674,0.0580329,0.0425535,0.0152664,0.0147551,0.028826,0.0311348,0.0234884,0.0148947,0.0461106,0.0280278,0.0338552,0,0.016129,0.065171,0.0329185,0,0,0.023685,0,0,0.0485036,0.055719,0.0294834,0.0289272,0.016818,0.0572698,0.0511134,0.0846032,0.0759015,0.0316813,0.0597795,0.036852,0.0455389,0.0776553,0.0177377,0.0252703,0.0196885,0.0194094,0.0355738,0.0233721,0
80,0.0250421,0,0,0,0,0.0524103,0,0,0,0,0,0,0.0243816,0,0.0212487,0.0666602,0,0,0.0266959,0,0,0.0457692,0.0685007,0.0256277,0.00708305,0.0214822,0.036767,0.0259362,0.048654,0.0580303,0.0424585,0.0153003,0.0146929,0.0288415,0.0311451,0.0235213,0.0150917,0.0463881,0.0280883,0.0338861,0,0.0161524,0.06513,0.0327266,0,0,0.023588,0,0,0.0484827,0.055714,0.0295525,0.0290343,0.016874,0.0574145,0.0510954,0.0845902,0.0759144,0.0317039,0.0597172,0.0367878,0.0454612,0.0776357,0.0177243,0.025265,0.0197619,0.0194161,0.0356075,0.0233012,0
