Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,
37,0.0228644,0,0,0,0,0.0511312,0,0,0,0,0,0,0.0228329,0,0.0251209,0.0699341,0,0,0.0148191,0,0,0.0378547,0.0743788,0.020359,0.0119956,0.0161462,0.0301528,0.0372144,0.0472959,0.0509994,0.0275618,0.0132856,0.0152487,0.0277133,0.0276208,0.0261756,0.0117845,0.00945783,0.0170245,0.0299419,0,0.0149533,0.06941,0.0311178,0,0,0.025132,0,0,0.0446008,0.0595876,0.0275349,0.0291846,0.00455415,0.0485171,0.0434262,0.046577,0.0770101,0.0685835,0.0208154,0.065309,0.0429626,0.0506742,0.0818687,0.0212985,0.0176838,0.00725619,0.025714,0.0312659,0.026303,0
38,0.0228767,0,0,0,0,0.0510976,0,0,0,0,0,0,0.0229199,0,0.0250721,0.0699327,0,0,0.0147845,0,0,0.0377914,0.0743819,0.0201806,0.0120407,0.0161072,0.0301917,0.0371432,0.0472151,0.0509658,0.02752,0.0132397,0.0151693,0.0276601,0.02758,0.0260987,0.0117223,0.00938555,0.0170262,0.0297895,0,0.0149893,0.0693917,0.0311883,0,0,0.0251195,0,0,0.0444838,0.0596096,0.0275146,0.0291111,0.00454361,0.0485283,0.0433321,0.0465605,0.0770457,0.0685713,0.0207822,0.0653013,0.042997,0.0506455,0.0818484,0.021446,0.0176316,0.00720562,0.0256108,0.0312607,0.0262998,0
39,0.022873,0,0,0,0,0.0511015,0,0,0,0,0,0,0.0229418,0,0.0250883,0.0699547,0,0,0.0147428,0,0,0.0377775,0.0744185,0.0201992,0.0121157,0.0160852,0.030183,0.0371258,0.0471356,0.0509543,0.0274618,0.0132358,0.0150806,0.0276382,0.0275389,0.0260574,0.0117143,0.00937065,0.0169918,0.0296762,0,0.0149883,0.0694142,0.0312571,0,0,0.025112,0,0,0.0444495,0.0596202,0.0275108,0.0290874,0.00451334,0.0485493,0.0431867,0.0465396,0.0770956,0.0685703,0.0207509,0.0652705,0.0430201,0.0505946,0.0818271,0.0216235,0.0176659,0.00718069,0.0255073,0.0311878,0.0262846,0
40,0.0228889,0,0,0,0,0.0511346,0,0,0,0,0,0,0.0229389,0,0.0251127,0.0699683,0,0,0.0146906,0,0,0.0379528,0.0744511,0.0202121,0.0121669,0.0160144,0.030152,0.0370452,0.0471068,0.0509157,0.0273659,0.013229,0.0150456,0.0276317,0.027507,0.0260661,0.0118007,0.00940991,0.0170219,0.0295753,0,0.0149698,0.0694174,0.031296,0,0,0.0251063,0,0,0.0443812,0.0596185,0.0275475,0.0291748,0.00448461,0.0486012,0.0430361,0.0465872,0.0771542,0.0685468,0.0207108,0.0652376,0.0430455,0.0505598,0.0817751,0.0217636,0.0176658,0.00718906,0.0254815,0.0310838,0.0262492,0
41,0.0229124,0,0,0,0,0.051131,0,0,0,0,0,0,0.0230097,0,0.0250999,0.0700178,0,0,0.0146381,0,0,0.0379217,0.074462,0.0201742,0.0121664,0.0159252,0.0301659,0.0369804,0.0470847,0.0508836,0.0272826,0.0132017,0.0150178,0.0276389,0.0274926,0.025959,0.0118875,0.00942182,0.0169714,0.0295501,0,0.0149754,0.0695596,0.0313088,0,0,0.0251,0,0,0.0442803,0.0595881,0.0275802,0.0291289,0.00448154,0.0486343,0.0429469,0.0466069,0.0771593,0.068521,0.0206916,0.0652134,0.0430679,0.0505338,0.0817379,0.02181,0.0175776,0.00724644,0.0255096,0.0310903,0.0262484,0
42,0.0229378,0,0,0,0,0.0511013,0,0,0,0,0,0,0.0230769,0,0.0250674,0.0700703,0,0,0.0145994,0,0,0.0379783,0.0744604,0.0201218,0.0121787,0.0159251,0.0301946,0.0369255,0.0470492,0.0508701,0.0272199,0.0131587,0.0149803,0.027639,0.0274932,0.0258293,0.0119218,0.00939234,0.0169636,0.0295283,0,0.0150026,0.0696209,0.0313421,0,0,0.0250769,0,0,0.044307,0.0595723,0.0275888,0.0291006,0.00450419,0.0486408,0.0429498,0.0466345,0.0771326,0.0685124,0.0206613,0.0652055,0.0431031,0.0504844,0.0817215,0.0218485,0.0174773,0.00725599,0.0255236,0.0310918,0.0262534,0
43,0.0229485,0,0,0,0,0.0510615,0,0,0,0,0,0,0.0231159,0,0.0250297,0.0701072,0,0,0.0145643,0,0,0.0380629,0.0744559,0.0200571,0.0121971,0.0158924,0.0302143,0.036903,0.0470064,0.050857,0.0271536,0.0131567,0.0149764,0.0276085,0.0274954,0.0257041,0.0119336,0.00936956,0.0169974,0.0294552,0,0.0150234,0.0696056,0.0313908,0,0,0.025032,0,0,0.0444163,0.0595633,0.0275954,0.0291113,0.00453097,0.0486396,0.0429006,0.0466346,0.0771303,0.0685175,0.020621,0.0652049,0.0431151,0.0504545,0.0817082,0.0219367,0.0174433,0.0072347,0.0255888,0.0310786,0.0262684,0
44,0.0229522,0,0,0,0,0.0510193,0,0,0,0,0,0,0.0231518,0,0.0250024,0.0701271,0,0,0.0145353,0,0,0.0380155,0.0744661,0.0200118,0.0122074,0.0158209,0.0302138,0.0369106,0.0469506,0.0508137,0.0270975,0.0131921,0.0149955,0.0275747,0.0274816,0.025605,0.011929,0.00934864,0.0169797,0.0293453,0,0.0150335,0.0696019,0.0314274,0,0,0.0250029,0,0,0.0444654,0.0595539,0.0276166,0.0290961,0.00454238,0.0486482,0.0427551,0.0466598,0.0771161,0.0685245,0.0205838,0.0652028,0.0431326,0.0504163,0.0817008,0.0220642,0.0174484,0.0071993,0.0255036,0.0310416,0.0262723,0
45,0.0229478,0,0,0,0,0.0509738,0,0,0,0,0,0,0.0231712,0,0.0250107,0.070176,0,0,0.0145194,0,0,0.0379872,0.0744852,0.0199727,0.0122436,0.0158215,0.0301723,0.0368692,0.0468803,0.0507441,0.0270397,0.0131705,0.0149752,0.0275599,0.0274516,0.0255585,0.0119135,0.00933832,0.0169589,0.0292585,0,0.0150698,0.0696154,0.0314652,0,0,0.0249868,0,0,0.0444563,0.0595503,0.0276203,0.0290553,0.00454142,0.0486594,0.0426278,0.0467163,0.0771279,0.0685163,0.0205372,0.0652202,0.0431392,0.0504059,0.0817025,0.0221919,0.0174003,0.0071378,0.0253643,0.0310242,0.0262702,0
46,0.0229283,0,0,0,0,0.0509393,0,0,0,0,0,0,0.0231477,0,0.0250131,0.0702274,0,0,0.0145123,0,0,0.0379376,0.0745152,0.019938,0.0122978,0.0158807,0.0301428,0.0367696,0.0467738,0.0507065,0.0269775,0.0131112,0.0149701,0.027548,0.027377,0.0255526,0.0118723,0.00931024,0.0169278,0.0291799,0,0.0151112,0.0696032,0.031509,0,0,0.0249598,0,0,0.0444067,0.0595354,0.0275987,0.0290364,0.00455145,0.0486607,0.042585,0.0467427,0.0771679,0.0684924,0.0204956,0.0652258,0.0431417,0.0504422,0.0817084,0.022325,0.0173337,0.00720216,0.0253895,0.0310099,0.0262765,0
47,0.0229034,0,0,0,0,0.0509321,0,0,0,0,0,0,0.0231445,0,0.0249984,0.0702999,0,0,0.0145354,0,0,0.0379431,0.0745313,0.0199049,0.0123258,0.0159631,0.0301226,0.0367197,0.0466965,0.0507014,0.0269228,0.0130896,0.0149654,0.0275256,0.0273279,0.0254902,0.0118418,0.00932582,0.0169055,0.0291271,0,0.015135,0.0695917,0.031546,0,0,0.0249347,0,0,0.0443719,0.0595186,0.027583,0.029024,0.0045685,0.0486436,0.0425856,0.0467018,0.0771667,0.0684822,0.0204616,0.0652253,0.0431276,0.0504553,0.081731,0.0224084,0.0172722,0.00724139,0.0254385,0.0309756,0.0262737,0
48,0.0229156,0,0,0,0,0.0509416,0,0,0,0,0,0,0.0231928,0,0.0249739,0.0703774,0,0,0.0149042,0,0,0.0377533,0.0745353,0.019873,0.0123837,0.0159959,0.030081,0.0366946,0.0466503,0.0506827,0.0268641,0.0130643,0.0149342,0.0275191,0.0273007,0.0253974,0.0117529,0.00966707,0.0164267,0.0291003,0,0.0151622,0.0695968,0.0315549,0,0,0.0248174,0,0,0.0444277,0.0595108,0.0275594,0.0290138,0.00458247,0.0485982,0.0426093,0.0466677,0.0770457,0.0685274,0.0204378,0.0652242,0.0431131,0.0504354,0.0817441,0.0224163,0.0172702,0.00715344,0.0255139,0.0308659,0.0262703,0
49,0.0229249,0,0,0,0,0.0509115,0,0,0,0,0,0,0.0232405,0,0.0249666,0.070422,0,0,0.0149102,0,0,0.0376896,0.074553,0.0198259,0.0124317,0.0159792,0.0300541,0.0366205,0.0466266,0.0506292,0.0268147,0.0130411,0.0148889,0.0274891,0.0272906,0.0253048,0.0117504,0.00965219,0.0163673,0.0290818,0,0.01518,0.0696387,0.031595,0,0,0.0247673,0,0,0.0444549,0.0595085,0.0275437,0.0290516,0.00459442,0.0485937,0.0426092,0.0465885,0.0769702,0.0685109,0.0204039,0.0652238,0.0431219,0.0504419,0.081732,0.0224285,0.0173088,0.00721826,0.0254367,0.0306793,0.026262,0
50,0.0229163,0,0,0,0,0.0508298,0,0,0,0,0,0,0.0232923,0,0.0249794,0.070435,0,0,0.0149078,0,0,0.0377223,0.0745786,0.0197661,0.0124538,0.0159416,0.0300251,0.0365884,0.0466116,0.05056,0.0268041,0.0130269,0.0149248,0.0274641,0.027278,0.0252138,0.0117789,0.0096644,0.0163558,0.0290777,0,0.0152075,0.069648,0.0316384,0,0,0.0247617,0,0,0.044436,0.0595027,0.0275248,0.0290488,0.0046154,0.0485807,0.0425812,0.046486,0.076974,0.0684875,0.020385,0.0652335,0.0431392,0.0504743,0.0817492,0.022453,0.0172827,0.00711061,0.0253041,0.0307951,0.0262544,0
51,0.022905,0,0,0,0,0.0507773,0,0,0,0,0,0,0.0233778,0,0.0249493,0.0703992,0,0,0.0149157,0,0,0.0376184,0.0745729,0.0197296,0.0124398,0.0159088,0.0300323,0.0365496,0.0466107,0.0505734,0.026808,0.0130019,0.0150155,0.027595,0.0272722,0.0250763,0.0117566,0.00963753,0.0163091,0.0290683,0,0.0151978,0.0696328,0.0317039,0,0,0.024757,0,0,0.04438,0.059499,0.0275161,0.0289896,0.00464052,0.0485338,0.0425228,0.0466091,0.0769615,0.0684699,0.0204071,0.0652595,0.0431812,0.0505035,0.0817811,0.0224912,0.0172537,0.00708895,0.0253085,0.0308802,0.0262218,0
52,0.022911,0,0,0,0,0.0507255,0,0,0,0,0,0,0.0234339,0,0.0249505,0.07038,0,0,0.0149005,0,0,0.0375494,0.0745669,0.0196906,0.0124309,0.0158815,0.0300453,0.0364471,0.0465959,0.0506489,0.0267886,0.0129968,0.015044,0.0276251,0.0272718,0.0250088,0.0117566,0.0096056,0.0162789,0.0290466,0,0.0152117,0.0696577,0.0317434,0,0,0.024738,0,0,0.0443463,0.0595032,0.0275085,0.0289112,0.00466359,0.0485133,0.0424461,0.0467175,0.0769622,0.0684458,0.0204137,0.0652799,0.0431734,0.0505185,0.0817958,0.022523,0.0172636,0.00714107,0.0252929,0.03086,0.0262067,0
53,0.0229184,0,0,0,0,0.05069,0,0,0,0,0,0,0.0234651,0,0.0249512,0.0703533,0,0,0.0149017,0,0,0.0375363,0.0745549,0.0196801,0.0124,0.0158491,0.0300601,0.0363188,0.0466074,0.0507543,0.0268034,0.0129795,0.0150225,0.0276357,0.0272796,0.0250139,0.0117394,0.00957452,0.0162592,0.0289978,0,0.015244,0.0697165,0.0317819,0,0,0.0247,0,0,0.0443772,0.0595137,0.0274858,0.0288723,0.00466989,0.0485035,0.0423684,0.0466029,0.0769654,0.0684289,0.0203778,0.0652827,0.043159,0.0505079,0.0817941,0.0225827,0.0172914,0.00710928,0.0254003,0.0308228,0.0262055,0
54,0.0229164,0,0,0,0,0.0507048,0,0,0,0,0,0,0.023466,0,0.0249678,0.0703376,0,0,0.0147749,0,0,0.0375678,0.0745433,0.0196948,0.0123844,0.0158113,0.0300689,0.0362455,0.0466333,0.0508563,0.026834,0.0129747,0.0150257,0.0276616,0.0272785,0.0250085,0.0117413,0.00944277,0.0163947,0.0289374,0,0.0152654,0.0697446,0.0318492,0,0,0.0247405,0,0,0.0443449,0.0594999,0.0274736,0.0289438,0.00467591,0.0484909,0.0423977,0.0463923,0.0769268,0.0684127,0.0203349,0.0653123,0.043169,0.0505124,0.0818052,0.0226497,0.0173355,0.00717069,0.0254141,0.0308153,0.0261832,0
55,0.0229119,0,0,0,0,0.0507272,0,0,0,0,0,0,0.0234258,0,0.0249768,0.070346,0,0,0.0149192,0,0,0.0375338,0.0745366,0.0196919,0.0124135,0.0157835,0.0300629,0.0361905,0.046694,0.0508435,0.0268722,0.0129886,0.0150329,0.0276047,0.027282,0.0250156,0.0117221,0.00955736,0.0162522,0.0289235,0,0.0152888,0.069729,0.0318782,0,0,0.0245945,0,0,0.0443717,0.0594697,0.0274588,0.0290936,0.00470475,0.0484181,0.0423668,0.0462637,0.0768517,0.0683951,0.0203196,0.0653462,0.0432127,0.0505382,0.0818377,0.022679,0.0173997,0.00700458,0.0254202,0.0308344,0.0261628,0
56,0.0229086,0,0,0,0,0.0507382,0,0,0,0,0,0,0.023414,0,0.0249719,0.0703595,0,0,0.0149286,0,0,0.0375314,0.0745337,0.0196542,0.0124183,0.0157368,0.0300543,0.0361247,0.0467154,0.050804,0.0268965,0.0130033,0.0150314,0.0275132,0.0272965,0.0250362,0.0117378,0.00954453,0.0162439,0.0289025,0,0.0153048,0.0697278,0.031911,0,0,0.024511,0,0,0.0443085,0.0594658,0.0274315,0.029128,0.00472569,0.0483641,0.0423813,0.0462805,0.0768075,0.0683895,0.020298,0.065343,0.0432538,0.0505574,0.0818678,0.0227113,0.0173975,0.00702699,0.0253045,0.0308448,0.0261176,0
57,0.0229118,0,0,0,0,0.050754,0,0,0,0,0,0,0.0234447,0,0.0249909,0.0703862,0,0,0.0149194,0,0,0.0375402,0.0745149,0.0196271,0.0124134,0.0156923,0.0300354,0.0360868,0.0466705,0.0507856,0.0269356,0.0129799,0.0150052,0.0275196,0.0273179,0.0250202,0.0117535,0.00954702,0.0162305,0.0288907,0,0.0153223,0.0697094,0.0319193,0,0,0.024464,0,0,0.0441243,0.0594586,0.027384,0.0291277,0.00474937,0.0483141,0.0424214,0.0463375,0.0768304,0.0683837,0.0202854,0.0653426,0.0432804,0.0505685,0.0818871,0.0227136,0.0173691,0.00707979,0.0251001,0.0308575,0.0260829,0
58,0.0229027,0,0,0,0,0.0507485,0,0,0,0,0,0,0.0234791,0,0.0249835,0.0704014,0,0,0.014938,0,0,0.0375529,0.0745087,0.0196095,0.0124307,0.0156712,0.0299912,0.0360508,0.0466443,0.0507766,0.0269824,0.0129532,0.0149872,0.0275969,0.0273255,0.0249957,0.0117362,0.00955275,0.0162148,0.0288666,0,0.0153592,0.0696651,0.0319128,0,0,0.0244587,0,0,0.0440291,0.0594569,0.0273612,0.0291448,0.00477468,0.0482601,0.0423271,0.0464017,0.0769388,0.068361,0.0202818,0.065373,0.0432886,0.0505866,0.0819022,0.0227281,0.0174051,0.00707255,0.0250827,0.0308378,0.0260653,0
59,0.0229001,0,0,0,0,0.0507361,0,0,0,0,0,0,0.0234848,0,0.0249908,0.0703999,0,0,0.0149812,0,0,0.0375173,0.0745301,0.0196247,0.0124469,0.015687,0.0299472,0.0360142,0.0466298,0.0507813,0.0270129,0.0129608,0.0150103,0.0276192,0.027322,0.024962,0.0116946,0.00956228,0.0161655,0.0289016,0,0.0153653,0.0696485,0.031911,0,0,0.0244461,0,0,0.044108,0.059438,0.0273594,0.0292064,0.00478864,0.0482194,0.0422165,0.0462853,0.076922,0.0683339,0.0202977,0.0653854,0.0433102,0.0506082,0.0819205,0.0226938,0.0174448,0.00707266,0.0251552,0.0308468,0.0260664,0
60,0.0229169,0,0,0,0,0.050754,0,0,0,0,0,0,0.0234869,0,0.0250073,0.0704057,0,0,0.0150287,0,0,0.037484,0.0745454,0.019626,0.0124288,0.0157115,0.0299315,0.0359588,0.0466065,0.0507909,0.0270348,0.012981,0.0150522,0.0275727,0.0273122,0.0249398,0.0116982,0.00954743,0.0161109,0.0290105,0,0.0153775,0.0696441,0.0318997,0,0,0.0244225,0,0,0.0442044,0.0594099,0.0273645,0.0292541,0.00478961,0.0482048,0.0422201,0.0461859,0.0767723,0.0683313,0.020314,0.0653924,0.0433264,0.0506067,0.0819165,0.0225865,0.0174791,0.00711094,0.0251887,0.0308896,0.0260696,0
61,0.0229125,0,0,0,0,0.0507811,0,0,0,0,0,0,0.0235222,0,0.0250031,0.0704102,0,0,0.0150226,0,0,0.0374197,0.0745622,0.0196301,0.012422,0.0157147,0.0299227,0.0359265,0.0465703,0.0507754,0.0270579,0.012972,0.0150748,0.0275715,0.0273083,0.0248857,0.0117105,0.00962032,0.0159671,0.0291839,0,0.0153758,0.0696461,0.0318825,0,0,0.0243925,0,0,0.0442188,0.0593769,0.0273899,0.0292856,0.00479291,0.0481679,0.0423094,0.0462108,0.0764901,0.0683703,0.0203112,0.0653815,0.0433773,0.0506262,0.0818722,0.0224011,0.0175029,0.00712785,0.0251704,0.0309576,0.0260853,0
62,0.0229312,0,0,0,0,0.0507963,0,0,0,0,0,0,0.0235499,0,0.0250077,0.0704228,0,0,0.0149856,0,0,0.03731,0.074583,0.0195885,0.0124169,0.015665,0.0299063,0.035908,0.0465555,0.0507535,0.0270955,0.0129164,0.0150863,0.0274781,0.0273223,0.0248907,0.0117066,0.00976516,0.0156957,0.0293307,0,0.0153435,0.0696621,0.0318554,0,0,0.024375,0,0,0.0442018,0.0593602,0.0273895,0.0292845,0.00480559,0.0481139,0.0423817,0.0462777,0.0763117,0.0683801,0.0202704,0.065339,0.04339,0.050627,0.0818363,0.0222217,0.0175437,0.00714671,0.0251656,0.0310094,0.0260792,0
63,0.0229396,0,0,0,0,0.0508093,0,0,0,0,0,0,0.0235523,0,0.0250263,0.0704252,0,0,0.0149861,0,0,0.0372115,0.0746104,0.0195613,0.0124045,0.015618,0.0298688,0.0358454,0.0465422,0.0507254,0.0271069,0.012904,0.0150801,0.027436,0.027325,0.0248804,0.0117114,0.00976037,0.0155963,0.0293348,0,0.0153656,0.0696883,0.0318059,0,0,0.0243782,0,0,0.0441927,0.0593626,0.0273463,0.0292762,0.00483177,0.048064,0.0423131,0.0460996,0.0764689,0.0683424,0.020202,0.0653457,0.043368,0.0506305,0.0818519,0.0221641,0.0176136,0.00714513,0.0251771,0.0310383,0.0260708,0
64,0.0229225,0,0,0,0,0.0508277,0,0,0,0,0,0,0.0235402,0,0.0250475,0.0704047,0,0,0.0150229,0,0,0.0371004,0.0746253,0.0195465,0.0124134,0.0155667,0.0298346,0.0357713,0.0465391,0.0506928,0.0270771,0.0128787,0.0150722,0.0274561,0.0273165,0.0248675,0.0117584,0.00971751,0.0155658,0.0293121,0,0.0154592,0.0697178,0.0317721,0,0,0.0243735,0,0,0.0442299,0.0593808,0.0272196,0.0293237,0.00487096,0.0480311,0.0423312,0.0456332,0.0771399,0.0682466,0.020111,0.065384,0.0433514,0.0506708,0.0819181,0.0221878,0.0176569,0.00716026,0.0251903,0.0311017,0.0260358,0
65,0.0229058,0,0,0,0,0.0508597,0,0,0,0,0,0,0.0235312,0,0.02503,0.070417,0,0,0.0150635,0,0,0.0370462,0.0746291,0.0195309,0.0124192,0.0155035,0.0298035,0.0357201,0.0465589,0.0507079,0.0270307,0.0128329,0.0150849,0.0274942,0.0273065,0.0248774,0.0117998,0.00969545,0.0155038,0.029133,0,0.0155627,0.0697013,0.0317285,0,0,0.0243686,0,0,0.0443068,0.0594284,0.0271381,0.0293084,0.00492589,0.0479821,0.0424846,0.0457713,0.0778443,0.0681671,0.0201202,0.0654605,0.0433616,0.0507367,0.0819879,0.0223943,0.0176708,0.00720329,0.0252456,0.0311724,0.0260033,0
66,0.0228985,0,0,0,0,0.0508667,0,0,0,0,0,0,0.02355,0,0.0250276,0.0704282,0,0,0.0151373,0,0,0.0370907,0.0746527,0.0195106,0.0124215,0.0154365,0.0297545,0.0356735,0.0465577,0.0507103,0.027029,0.0128001,0.0150988,0.0274485,0.0272941,0.0248536,0.0118206,0.00963455,0.01559,0.0291054,0,0.0155363,0.0696879,0.0316764,0,0,0.0243293,0,0,0.0442343,0.0594444,0.0271696,0.0292887,0.00492773,0.047901,0.0425297,0.046012,0.0776234,0.0682068,0.0202174,0.0654464,0.043384,0.0506837,0.0819816,0.0224734,0.0176488,0.00721546,0.0252633,0.031203,0.025975,0
67,0.0229214,0,0,0,0,0.0508447,0,0,0,0,0,0,0.023591,0,0.0250227,0.0704275,0,0,0.0151829,0,0,0.0370032,0.0746807,0.0194902,0.0124065,0.0154565,0.0296916,0.0356248,0.0465201,0.0506676,0.0270329,0.0128115,0.0150752,0.0274261,0.0272815,0.0247993,0.0117953,0.00957606,0.0156027,0.0291609,0,0.0155036,0.0696986,0.0316255,0,0,0.0243202,0,0,0.0441987,0.0594232,0.027228,0.0292643,0.00492553,0.0478498,0.0423923,0.0460994,0.0771717,0.0682318,0.0202548,0.0654053,0.0434153,0.0506281,0.0819606,0.0224389,0.0177128,0.00719337,0.0252217,0.0311887,0.0259579,0
68,0.022947,0,0,0,0,0.0508311,0,0,0,0,0,0,0.0236085,0,0.0250058,0.070434,0,0,0.0151427,0,0,0.0369697,0.0747151,0.0194696,0.0123557,0.0154466,0.0296403,0.0355855,0.0464969,0.0506179,0.0269974,0.0128151,0.015054,0.0274525,0.0272693,0.0247534,0.0118078,0.00950418,0.0155999,0.0292241,0,0.0154931,0.0697699,0.0316009,0,0,0.0243088,0,0,0.0442341,0.0593975,0.0271989,0.0292902,0.00496442,0.047811,0.0423654,0.0460113,0.0769959,0.0681857,0.0201791,0.0653929,0.0434142,0.0506136,0.0819523,0.0223309,0.0177802,0.00719188,0.025201,0.0311635,0.0259221,0
69,0.0229624,0,0,0,0,0.0508234,0,0,0,0,0,0,0.0236633,0,0.0250402,0.0704018,0,0,0.0151507,0,0,0.037141,0.074766,0.0194767,0.0123283,0.0154185,0.0295778,0.0355557,0.0464562,0.0505958,0.026986,0.0128026,0.0150631,0.0275024,0.0272503,0.0246733,0.0118462,0.00962987,0.015505,0.0295269,0,0.0153487,0.0698691,0.0315742,0,0,0.0242821,0,0,0.0442794,0.0593331,0.0272347,0.0293142,0.00494301,0.0477352,0.042346,0.0458171,0.0757902,0.068269,0.020165,0.0653073,0.0433788,0.0505059,0.0818218,0.0219863,0.0178129,0.00720334,0.0252184,0.0311274,0.0259127,0
70,0.0229345,0,0,0,0,0.0508091,0,0,0,0,0,0,0.0236949,0,0.0250438,0.0704264,0,0,0.0151756,0,0,0.0371789,0.0747917,0.0194571,0.0123481,0.0153796,0.0294991,0.0355479,0.0464407,0.0505826,0.0269479,0.0128092,0.015062,0.0274635,0.0272381,0.024608,0.0118793,0.00972709,0.0154806,0.0294474,0,0.0153209,0.0698142,0.031545,0,0,0.0242887,0,0,0.0442958,0.0593498,0.0272272,0.0292093,0.00490257,0.047606,0.042402,0.0456731,0.0759053,0.068402,0.0203135,0.0652845,0.0433698,0.050486,0.0817721,0.0221842,0.0178366,0.00720476,0.0252241,0.0310679,0.0259338,0
71,0.0229461,0,0,0,0,0.0508225,0,0,0,0,0,0,0.0237086,0,0.0249843,0.0704317,0,0,0.0152446,0,0,0.0370824,0.0748219,0.0194134,0.0123469,0.0153639,0.0294944,0.0355107,0.0464555,0.0506161,0.0269287,0.0128018,0.0150871,0.0274326,0.0272416,0.0245829,0.011882,0.0096837,0.0155702,0.0294811,0,0.0152665,0.0698465,0.031569,0,0,0.0242681,0,0,0.0442791,0.0593552,0.0270563,0.0291825,0.00494845,0.0475403,0.0424108,0.0458083,0.075931,0.0683898,0.020302,0.065284,0.0434215,0.0504508,0.0817701,0.0221606,0.017865,0.00720117,0.0252092,0.0310689,0.0259094,0
72,0.0229648,0,0,0,0,0.0508431,0,0,0,0,0,0,0.0237328,0,0.0249745,0.0704207,0,0,0.0153035,0,0,0.0370876,0.0748357,0.0193981,0.0123229,0.0153359,0.0295266,0.0354663,0.0464461,0.0506243,0.0269264,0.0127851,0.0150776,0.0274159,0.0272499,0.0245128,0.0118811,0.0096376,0.0156377,0.029532,0,0.0151654,0.0699096,0.0315686,0,0,0.0242594,0,0,0.0442637,0.0593537,0.0271855,0.0291571,0.00501475,0.0474914,0.0424182,0.0458281,0.0755713,0.0683974,0.0202671,0.0652686,0.0434477,0.050315,0.08175,0.022088,0.0179019,0.00720139,0.0252377,0.0310706,0.0258974,0
73,0.0229543,0,0,0,0,0.0508683,0,0,0,0,0,0,0.0237705,0,0.0249878,0.070487,0,0,0.0153161,0,0,0.0370692,0.0747888,0.0193697,0.0122773,0.0153329,0.0295497,0.0354574,0.0464333,0.0506205,0.0269191,0.0127533,0.0150105,0.0274043,0.0272339,0.0244386,0.011838,0.00958103,0.0156362,0.0293326,0,0.0151916,0.0698127,0.0315459,0,0,0.0242594,0,0,0.0442743,0.0593898,0.0273646,0.0289851,0.00499952,0.0473938,0.0424873,0.0458763,0.0760959,0.0685374,0.0204111,0.0652663,0.043446,0.0502437,0.0817073,0.0223884,0.017926,0.00718674,0.0252811,0.0310488,0.0259159,0
74,0.0229417,0,0,0,0,0.0508877,0,0,0,0,0,0,0.0237905,0,0.0249433,0.0705218,0,0,0.0153126,0,0,0.0370274,0.0747548,0.019303,0.012218,0.015343,0.0295637,0.0354638,0.0464287,0.0506064,0.0268966,0.0127662,0.0150138,0.0274117,0.0272206,0.0244191,0.011791,0.00952437,0.0156135,0.0292244,0,0.0152495,0.0697408,0.0315473,0,0,0.0242219,0,0,0.0442915,0.0593938,0.0273296,0.0289117,0.00500035,0.0473272,0.0425423,0.0460562,0.0763839,0.0686019,0.0204325,0.0652325,0.0434417,0.0502503,0.0816647,0.0225578,0.0179499,0.0071678,0.0253437,0.0310683,0.0259016,0
75,0.022927,0,0,0,0,0.0509012,0,0,0,0,0,0,0.0238009,0,0.0249315,0.0705343,0,0,0.0153013,0,0,0.0371354,0.074754,0.0192704,0.0121653,0.0153439,0.029583,0.0354704,0.0464179,0.0506193,0.0268735,0.012747,0.0150012,0.0274064,0.0272062,0.0243915,0.0117849,0.00952597,0.0156717,0.0292161,0,0.0152673,0.0697427,0.0315487,0,0,0.0241702,0,0,0.0442878,0.0593603,0.0272167,0.0288669,0.00501322,0.0472839,0.0425348,0.0461429,0.0764385,0.0686258,0.0204136,0.0652124,0.0434519,0.0502849,0.081612,0.0225523,0.017936,0.00714543,0.025441,0.0311043,0.0258857,0
76,0.0229121,0,0,0,0,0.0509161,0,0,0,0,0,0,0.0237866,0,0.0248997,0.0705485,0,0,0.0152873,0,0,0.0371168,0.0747737,0.0192575,0.0121187,0.0153354,0.0295838,0.0354771,0.0464058,0.0506228,0.0268574,0.012744,0.0149602,0.0273862,0.0272041,0.024378,0.0117963,0.00954354,0.015678,0.0291457,0,0.0153209,0.0697327,0.0315571,0,0,0.0241253,0,0,0.0442839,0.0593418,0.0273187,0.0288387,0.00500348,0.0472644,0.0425217,0.0460516,0.076446,0.0685944,0.0203871,0.0652055,0.0434631,0.0503012,0.0816292,0.022512,0.0179082,0.00714578,0.0254896,0.0311312,0.0258791,0
