Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,LWRA
All Timesteps RMSE,0.0217735,0,0,0,0,0.0435616,0,0,0,0,0,0,0.0272622,0,0.0226107,0.0681149,0,0,0.0186321,0,0,0.0385439,0.0709456,0.025098,0.00626485,0.019713,0.0325294,0.0290505,0.0470997,0.0546928,0.0378976,0.0139336,0.0153323,0.0266298,0.0278575,0.0243344,0.0170027,0.0206222,0.0409855,0,0.0120936,0.0636558,0.0369354,0,0,0.0213006,0,0,0.0461501,0.0612823,0.029651,0.0132975,0.00825337,0.0422274,0.0460003,0.0421141,0.0752096,0.069901,0.0255629,0.065444,0.0401073,0.0512764,0.0829393,0.0140481,0.017104,0.00974249,0.0254894,0.0258778,0.0310127,0.0270449
0,0.0234379,0,0,0,0,0.0411571,0,0,0,0,0,0,0.0278683,0,0.0193186,0.0649083,0,0,0.0155633,0,0,0.0252742,0.0721705,0.0212939,0.00760047,0.0171982,0.0353546,0.0344646,0.0493555,0.0580479,0.0417929,0.0121672,0.0154838,0.0285379,0.0292215,0.0180108,0.0107277,0.022473,0.0507995,0,0.0144301,0.0675892,0.0354298,0,0,0.0234976,0,0,0.0474318,0.0574482,0.0280343,0.0195898,0.0166649,0.0447361,0.0456459,0.0443618,0.0748601,0.0691839,0.0264052,0.0649405,0.0373528,0.0509326,0.0835422,0.0172516,0.0117938,0.0176067,0.0227916,0.0215051,0.0317355,0
1,0.0233479,0,0,0,0,0.0413685,0,0,0,0,0,0,0.0278321,0,0.0194076,0.0649653,0,0,0.0155804,0,0,0.0253196,0.0721028,0.0213904,0.00757791,0.0172924,0.0352786,0.0340748,0.0495588,0.0581108,0.0418838,0.0121886,0.0155169,0.0287329,0.0291822,0.0183115,0.0104666,0.0224148,0.0510291,0,0.0143208,0.0675186,0.0354854,0,0,0.023638,0,0,0.0474535,0.0574311,0.0280821,0.0193984,0.0163701,0.0446405,0.0455812,0.0443454,0.0748913,0.0692567,0.0264714,0.0651148,0.0374111,0.0509691,0.0835672,0.0174134,0.0116551,0.0175734,0.0227824,0.0215463,0.0316178,0
2,0.0227391,0,0,0,0,0.0421636,0,0,0,0,0,0,0.027625,0,0.0194937,0.0649015,0,0,0.022911,0,0,0.0391018,0.072212,0.0214535,0.00765436,0.017367,0.0349421,0.0356076,0.0495267,0.0582865,0.0420146,0.0123092,0.0156517,0.0287242,0.0291158,0.0185488,0.00613334,0.0192792,0.0512392,0,0.0142839,0.0677615,0.0356635,0,0,0.0236268,0,0,0.0475971,0.0576353,0.0279313,0.018937,0.0162854,0.0439611,0.0445263,0.0440653,0.0746442,0.0691386,0.0264793,0.0653029,0.0376154,0.0512039,0.0837326,0.0175365,0.0123281,0.0178304,0.0226835,0.0223051,0.0314704,0.0205717
3,0.0233099,0,0,0,0,0.0414528,0,0,0,0,0,0,0.0270966,0,0.0194635,0.0649354,0,0,0.0153734,0,0,0.0252997,0.0720767,0.0215879,0.00761908,0.0174864,0.0351505,0.0332508,0.0495568,0.05852,0.0419713,0.0122994,0.0156981,0.0286727,0.029066,0.0192329,0.0102977,0.0224187,0.051214,0,0.0143124,0.0675728,0.0355823,0,0,0.0238149,0,0,0.0476278,0.0574566,0.0281702,0.0191447,0.0163079,0.0445367,0.0452204,0.0443938,0.0747573,0.0692048,0.0265898,0.0650993,0.0373816,0.0510453,0.0835664,0.0174179,0.011817,0.0178528,0.022781,0.0217394,0.0314269,0
4,0.0226948,0,0,0,0,0.0422417,0,0,0,0,0,0,0.0269788,0,0.0194336,0.0649009,0,0,0.0231971,0,0,0.0392496,0.072193,0.0216563,0.00768946,0.01749,0.0348363,0.0345642,0.0493733,0.0584698,0.0420737,0.0121986,0.0157976,0.0286842,0.0290537,0.0193203,0.00589426,0.0194811,0.0514453,0,0.0142604,0.0677179,0.0356514,0,0,0.0238138,0,0,0.0477731,0.0576889,0.0279464,0.0186311,0.0162904,0.0438478,0.0442656,0.0440328,0.0744885,0.0690604,0.0265748,0.0652074,0.0375089,0.0512025,0.0837547,0.0175806,0.0124251,0.0180221,0.0227346,0.0229642,0.0312683,0.0212213
5,0.0226494,0,0,0,0,0.0423917,0,0,0,0,0,0,0.0267477,0,0.0194351,0.0649595,0,0,0.0229278,0,0,0.039357,0.0721452,0.0216567,0.0076801,0.017469,0.0347507,0.0339962,0.0494146,0.0583402,0.0420449,0.0120493,0.0159118,0.028681,0.0290519,0.0195246,0.00595807,0.0195928,0.0515029,0,0.0142216,0.0676557,0.0356237,0,0,0.0239319,0,0,0.0478198,0.0577158,0.0279492,0.0185318,0.0162829,0.0437698,0.0441867,0.0438439,0.0745061,0.0690494,0.026623,0.0651832,0.0375127,0.0511393,0.0837456,0.0176165,0.0124821,0.0179898,0.0227335,0.0228653,0.0311149,0.0219128
6,0.0225983,0,0,0,0,0.0425189,0,0,0,0,0,0,0.0263708,0,0.0195027,0.064974,0,0,0.0228989,0,0,0.0393997,0.0721235,0.0216197,0.00772092,0.017481,0.034665,0.0335537,0.0495649,0.0583075,0.0420228,0.0119981,0.0159513,0.0285879,0.0290243,0.0199816,0.00594712,0.0197343,0.0515657,0,0.0142023,0.0676785,0.0356123,0,0,0.023984,0,0,0.0478939,0.0577067,0.0279244,0.0184132,0.0162425,0.0436586,0.0440977,0.0436974,0.0744567,0.0690417,0.026643,0.0652162,0.0375417,0.0511052,0.0837285,0.017664,0.0125336,0.0179966,0.0227257,0.0228628,0.0310005,0.022354
7,0.0225625,0,0,0,0,0.0426357,0,0,0,0,0,0,0.0259167,0,0.0196114,0.0649785,0,0,0.0229646,0,0,0.0394036,0.0721283,0.0216429,0.00778394,0.0175147,0.0346119,0.0331139,0.0497313,0.0584434,0.0420474,0.0120664,0.0158849,0.0284895,0.0290043,0.0206215,0.00588583,0.0199371,0.051602,0,0.0141734,0.0677035,0.0355978,0,0,0.0240447,0,0,0.0479923,0.0577145,0.0279215,0.0183384,0.0161928,0.0435948,0.04403,0.0435789,0.0744645,0.0690321,0.0266542,0.0652609,0.0375682,0.0511568,0.0837378,0.0176752,0.0126266,0.0179834,0.0227566,0.0230274,0.0308966,0.022728
8,0.0225386,0,0,0,0,0.0427362,0,0,0,0,0,0,0.0255329,0,0.0197006,0.0650173,0,0,0.0230409,0,0,0.0394201,0.0721098,0.021854,0.0078043,0.0175673,0.0345735,0.0326522,0.049844,0.0585664,0.0421151,0.0121195,0.0157684,0.02857,0.0290057,0.0211624,0.00582933,0.0201422,0.05159,0,0.0141455,0.0677064,0.0355839,0,0,0.0241456,0,0,0.048056,0.0577652,0.0279325,0.0182388,0.0161138,0.0435381,0.0440082,0.0438136,0.0744608,0.0690309,0.0267039,0.0652477,0.037598,0.051391,0.0837606,0.0175904,0.0128153,0.0179195,0.0228015,0.0231033,0.0308005,0.0231506
9,0.022493,0,0,0,0,0.0428248,0,0,0,0,0,0,0.0251823,0,0.0197688,0.0650283,0,0,0.0231009,0,0,0.03949,0.0720733,0.0221972,0.00781914,0.0176296,0.0345448,0.0321839,0.0499715,0.0586536,0.0421817,0.0121253,0.0157616,0.0286471,0.0290169,0.0216301,0.00580702,0.0202691,0.0515566,0,0.014141,0.0676846,0.0355911,0,0,0.0242543,0,0,0.0481053,0.0577893,0.0279661,0.0181158,0.0160338,0.0434697,0.0440343,0.0439269,0.0745087,0.069003,0.0267298,0.065229,0.0376561,0.0516613,0.0837522,0.0174795,0.0129544,0.0178077,0.0228507,0.023178,0.0307094,0.0235976
10,0.0224407,0,0,0,0,0.0429129,0,0,0,0,0,0,0.0249212,0,0.0198418,0.0649996,0,0,0.02311,0,0,0.0395017,0.0720355,0.0224383,0.00783941,0.017678,0.0345478,0.0316654,0.0501321,0.0587198,0.042257,0.0120465,0.0157717,0.0286551,0.0290136,0.0220684,0.00588082,0.0204259,0.051424,0,0.0141481,0.0676572,0.0356253,0,0,0.0243741,0,0,0.0481593,0.0578166,0.0279716,0.0180164,0.0160146,0.0434001,0.0440768,0.0438559,0.0744847,0.068941,0.0267362,0.0652822,0.0377408,0.0514672,0.0838012,0.0173133,0.0130625,0.0176806,0.0229054,0.023266,0.0306346,0.0240321
11,0.0223941,0,0,0,0,0.0429392,0,0,0,0,0,0,0.0245807,0,0.0198329,0.064953,0,0,0.0230701,0,0,0.0393272,0.0720222,0.0224946,0.00788548,0.0177631,0.0345338,0.0311273,0.0502271,0.0587164,0.0423031,0.0120227,0.0157313,0.0286667,0.0289781,0.0225756,0.0060535,0.0208433,0.0512518,0,0.0141853,0.0676391,0.035727,0,0,0.0245054,0,0,0.0482038,0.0578768,0.0279403,0.0179074,0.0160538,0.0433322,0.044131,0.0438265,0.0744232,0.0688473,0.0267089,0.0653428,0.0377922,0.0513907,0.0838627,0.0171645,0.0131899,0.0175308,0.0229441,0.0233733,0.0305726,0.0243652
12,0.0223553,0,0,0,0,0.0429613,0,0,0,0,0,0,0.0243488,0,0.0198327,0.0648462,0,0,0.0231524,0,0,0.0390319,0.0720324,0.0224401,0.00794779,0.0178249,0.034518,0.0305896,0.0502848,0.0586435,0.0422915,0.012048,0.01561,0.0286699,0.0288984,0.022975,0.00625701,0.0214384,0.051165,0,0.0142278,0.0676131,0.0358804,0,0,0.0245645,0,0,0.0482423,0.0579113,0.0279091,0.0178146,0.0160622,0.043271,0.0442588,0.0437774,0.0743069,0.0687607,0.0266604,0.0654446,0.0378218,0.0514727,0.0838689,0.0170501,0.013269,0.0173837,0.0230416,0.0234811,0.0304662,0.0246501
13,0.0223723,0,0,0,0,0.0430518,0,0,0,0,0,0,0.0241362,0,0.0198908,0.0648674,0,0,0.0231053,0,0,0.0393696,0.0720275,0.0225692,0.00796364,0.0179175,0.0345037,0.0300144,0.050355,0.0586384,0.0422432,0.0120766,0.0155033,0.0286117,0.0288798,0.023257,0.00634117,0.021219,0.0511217,0,0.0142417,0.0675864,0.035968,0,0,0.024717,0,0,0.0483116,0.057899,0.0278771,0.0177074,0.0160508,0.0432141,0.0443708,0.0437112,0.0742192,0.0686942,0.026614,0.0654859,0.0378465,0.0514869,0.0838543,0.0169356,0.0134499,0.0172099,0.0231329,0.0235965,0.0303198,0.0251441
14,0.0224369,0,0,0,0,0.0431207,0,0,0,0,0,0,0.0239667,0,0.0199251,0.0649131,0,0,0.0230505,0,0,0.0396529,0.0720404,0.0225218,0.00795799,0.0179953,0.0344694,0.0293851,0.0503318,0.0586321,0.0421918,0.0121058,0.0154742,0.0285684,0.0288526,0.0235011,0.00648603,0.0211068,0.0511087,0,0.0142171,0.0675679,0.0360722,0,0,0.024874,0,0,0.048355,0.0578887,0.0278191,0.0175761,0.0160196,0.0431128,0.0444958,0.0436121,0.0741518,0.0686347,0.026544,0.0654818,0.0378865,0.0514358,0.0838616,0.0168365,0.0136616,0.016996,0.0232371,0.0237968,0.030184,0.0256434
15,0.0224908,0,0,0,0,0.0431617,0,0,0,0,0,0,0.0237788,0,0.0199254,0.0649466,0,0,0.0230063,0,0,0.0397336,0.0720753,0.0225215,0.00798043,0.0180675,0.0344047,0.0287249,0.0502677,0.0585207,0.0420857,0.0120929,0.0154187,0.0284845,0.0288553,0.0237252,0.00671606,0.0210987,0.0511045,0,0.0142111,0.0675314,0.036201,0,0,0.0249557,0,0,0.0483581,0.0578647,0.0278011,0.0174388,0.0159526,0.0429973,0.0446785,0.0435426,0.0741002,0.0685897,0.026505,0.0655223,0.0379377,0.0514876,0.0838554,0.0167598,0.0138534,0.0167409,0.0233314,0.024089,0.0300722,0.0259784
16,0.0225194,0,0,0,0,0.0431922,0,0,0,0,0,0,0.0235498,0,0.0198687,0.0650071,0,0,0.0229338,0,0,0.0397678,0.07211,0.0226839,0.00799728,0.0180897,0.0343419,0.0281758,0.050188,0.0584257,0.0419585,0.0120619,0.0154158,0.0283888,0.0287812,0.0238195,0.00699825,0.020864,0.0511529,0,0.0142365,0.067462,0.0363758,0,0,0.0250639,0,0,0.04837,0.0578227,0.0278525,0.0173221,0.0158681,0.0428886,0.0448382,0.0434396,0.0741311,0.0685542,0.0264471,0.0655454,0.0379376,0.0516815,0.0838917,0.016719,0.0141371,0.0164286,0.0233463,0.0240944,0.0299913,0.0261758
17,0.0225226,0,0,0,0,0.0432157,0,0,0,0,0,0,0.0233173,0,0.0198145,0.0650579,0,0,0.0228858,0,0,0.0397872,0.072151,0.0228511,0.00801022,0.0180535,0.0342846,0.0276639,0.0500914,0.0583564,0.0419206,0.0120651,0.0153728,0.0282181,0.0286813,0.0238954,0.00729096,0.0207986,0.0512635,0,0.0142372,0.0673622,0.0365402,0,0,0.0251922,0,0,0.0484117,0.0577806,0.0278901,0.0172103,0.0157186,0.0427689,0.0449602,0.043456,0.0741135,0.0685176,0.0263823,0.0655478,0.0379226,0.0518488,0.083965,0.0167323,0.0143271,0.0161271,0.0233674,0.0240872,0.0299227,0.0264603
18,0.0225176,0,0,0,0,0.0432522,0,0,0,0,0,0,0.0232628,0,0.0197057,0.065098,0,0,0.0228599,0,0,0.039795,0.0721889,0.0227382,0.00802348,0.0180285,0.0342382,0.0271059,0.0500502,0.0582435,0.041896,0.0120833,0.0153086,0.0279759,0.0285597,0.0239461,0.00761035,0.0208147,0.0512522,0,0.0141585,0.0672895,0.0366903,0,0,0.0253195,0,0,0.0484448,0.0577739,0.0278074,0.0170996,0.0155467,0.0426347,0.0451018,0.0434477,0.0740212,0.0684731,0.0263666,0.0655428,0.0379977,0.0516573,0.0840111,0.0166446,0.0145399,0.0158571,0.0234371,0.0241574,0.0298644,0.0267936
19,0.0225353,0,0,0,0,0.0432878,0,0,0,0,0,0,0.0237499,0,0.0196107,0.0651964,0,0,0.0228084,0,0,0.039791,0.0722085,0.0225464,0.00803827,0.0180016,0.034235,0.0265225,0.0500849,0.0581369,0.0418664,0.0121091,0.0152874,0.0277242,0.0284348,0.0237295,0.00794155,0.0208521,0.0511782,0,0.0140481,0.0672263,0.0368606,0,0,0.0253979,0,0,0.0484778,0.0577731,0.0277,0.0170475,0.0153546,0.0425108,0.0452882,0.0433947,0.0739614,0.0684329,0.0263562,0.0655398,0.0380776,0.0515944,0.0840217,0.016524,0.0147714,0.0155491,0.0234648,0.0242933,0.0298197,0.0271342
20,0.0225863,0,0,0,0,0.0432719,0,0,0,0,0,0,0.0245337,0,0.0195443,0.0653311,0,0,0.0227264,0,0,0.0398348,0.0721837,0.0224242,0.00796882,0.0180854,0.0342435,0.0259368,0.050048,0.0579963,0.0418636,0.0123287,0.0154503,0.0275404,0.0283834,0.0232115,0.00831674,0.0208973,0.0511937,0,0.0139483,0.0671092,0.0370417,0,0,0.0254838,0,0,0.0484852,0.0577511,0.0276744,0.0169705,0.0151197,0.0424054,0.0454501,0.043274,0.0739368,0.0683799,0.0263071,0.0656107,0.0381869,0.0516081,0.0840164,0.0164344,0.0150723,0.0151787,0.0234648,0.0244565,0.0297538,0.0274889
21,0.0226164,0,0,0,0,0.043228,0,0,0,0,0,0,0.0250553,0,0.0196384,0.065505,0,0,0.0226213,0,0,0.039894,0.072056,0.0224008,0.00765341,0.0183198,0.0342255,0.0253784,0.0499244,0.0578364,0.0418088,0.0127142,0.0158305,0.0274801,0.0283665,0.0226152,0.00865711,0.0209338,0.0521912,0,0.0133562,0.0668593,0.0372183,0,0,0.025536,0,0,0.0484996,0.0576929,0.027672,0.016644,0.0137344,0.0422731,0.0455677,0.0429607,0.0740298,0.0685943,0.0263831,0.0656584,0.0384863,0.0516,0.0839295,0.0171651,0.0152089,0.0147874,0.023504,0.0245741,0.0296825,0.0278491
22,0.0226998,0,0,0,0,0.0432362,0,0,0,0,0,0,0.0254311,0,0.0199307,0.0656851,0,0,0.0224884,0,0,0.03991,0.0719364,0.0224951,0.0073583,0.0186136,0.034251,0.0247376,0.0497752,0.0577098,0.0418089,0.0131115,0.0161418,0.0275173,0.028387,0.0220172,0.00908861,0.0209784,0.052416,0,0.0130556,0.0666354,0.0374112,0,0,0.0255287,0,0,0.0484929,0.0577501,0.0276962,0.0163774,0.0132196,0.0421511,0.0456263,0.0428524,0.0740686,0.0685743,0.0263131,0.0657371,0.0386731,0.0516864,0.0839507,0.0172027,0.0153242,0.0144582,0.0235808,0.0247109,0.0295913,0.0281787
23,0.0227437,0,0,0,0,0.0433199,0,0,0,0,0,0,0.0257691,0,0.0203384,0.0658534,0,0,0.0223706,0,0,0.0399357,0.0718337,0.0224143,0.00709984,0.0188965,0.034303,0.0240896,0.0496014,0.057673,0.0418257,0.0133339,0.0162192,0.0276293,0.0284114,0.0216189,0.00965927,0.021005,0.052332,0,0.012906,0.0665386,0.0376423,0,0,0.0254763,0,0,0.0484589,0.0578378,0.027696,0.0161299,0.0128789,0.0420137,0.0456925,0.0429175,0.0740682,0.0685478,0.0263154,0.0657841,0.0388439,0.0517738,0.0839831,0.0169952,0.015514,0.0141352,0.0236089,0.0248324,0.0295362,0.0285239
24,0.0227638,0,0,0,0,0.0433231,0,0,0,0,0,0,0.0259822,0,0.0207261,0.0660544,0,0,0.0222119,0,0,0.0399503,0.0717586,0.0221803,0.00687056,0.0191238,0.0343749,0.0234526,0.0494013,0.0575266,0.0417273,0.0133876,0.0161747,0.0276926,0.0283771,0.0213729,0.0102622,0.0210183,0.0520776,0,0.0127934,0.0664971,0.0378687,0,0,0.0253825,0,0,0.0484141,0.0579211,0.0276883,0.0158956,0.0124845,0.0418327,0.0456947,0.0428935,0.0740771,0.068544,0.0263572,0.0658351,0.0390107,0.051788,0.084009,0.0166823,0.0156751,0.0137924,0.0236115,0.0249,0.0295199,0.028892
25,0.0227425,0,0,0,0,0.0432091,0,0,0,0,0,0,0.0259971,0,0.0210929,0.066378,0,0,0.0220313,0,0,0.0399937,0.0717355,0.0218859,0.00668975,0.0191494,0.0344299,0.0228112,0.0491399,0.0572765,0.041478,0.0134031,0.016152,0.027625,0.0282795,0.0212908,0.0108523,0.0209946,0.0517073,0,0.0126623,0.066478,0.0380482,0,0,0.025232,0,0,0.0483443,0.0579572,0.0276967,0.0156463,0.0120452,0.0416192,0.0456509,0.0428307,0.0741114,0.0685594,0.0264025,0.0659227,0.0391947,0.0518175,0.0839937,0.0162648,0.0157308,0.0134448,0.0236176,0.024862,0.0295292,0.0292622
26,0.0226653,0,0,0,0,0.0429878,0,0,0,0,0,0,0.0258479,0,0.021428,0.0667201,0,0,0.0218737,0,0,0.040011,0.0717686,0.0215168,0.00658692,0.0189917,0.0344778,0.0222102,0.0488272,0.057006,0.0410697,0.0133869,0.0160773,0.0274954,0.0281541,0.0213982,0.0114728,0.0210394,0.051138,0,0.0125449,0.0664404,0.0381659,0,0,0.0250626,0,0,0.0482536,0.0580257,0.027766,0.0153254,0.0115584,0.0414106,0.0455818,0.0429268,0.0742046,0.0685676,0.0263912,0.065954,0.0393493,0.0518482,0.0839639,0.0156703,0.0158353,0.0130758,0.0236137,0.0248111,0.0295553,0.0296051
27,0.0231487,0,0,0,0,0.0419555,0,0,0,0,0,0,0.0254122,0,0.0216734,0.0668318,0,0,0.0102123,0,0,0.0238258,0.071673,0.021028,0.00628868,0.0188266,0.0346224,0.0227781,0.0486443,0.0566948,0.0403794,0.01312,0.015917,0.0273538,0.0279627,0.0219301,0.0111216,0.0193838,0.0504822,0,0.0123122,0.0661447,0.0384905,0,0,0.0251455,0,0,0.0482115,0.0579679,0.0281195,0.015347,0.0109011,0.041883,0.0458458,0.0432839,0.0745596,0.0687318,0.0263868,0.0656876,0.039273,0.0516535,0.0836925,0.0149874,0.0157244,0.0126873,0.0236771,0.0239282,0.0296723,0
28,0.0224766,0,0,0,0,0.0426663,0,0,0,0,0,0,0.0251589,0,0.0218048,0.0664209,0,0,0.0220959,0,0,0.0397285,0.0718445,0.0206471,0.00644191,0.0187404,0.0344558,0.0213784,0.0482179,0.0562878,0.0398326,0.0128325,0.0158031,0.0272834,0.0278642,0.0221749,0.0126412,0.0214714,0.0499273,0,0.012142,0.0662195,0.0383694,0,0,0.0249103,0,0,0.0481589,0.0583561,0.027991,0.0144661,0.0103583,0.0411583,0.045481,0.0429856,0.0744733,0.0686234,0.0261619,0.0658302,0.0395904,0.0517876,0.083761,0.0144566,0.0162594,0.0123128,0.0236499,0.0247002,0.0296256,0.0298863
29,0.022456,0,0,0,0,0.0426255,0,0,0,0,0,0,0.0250955,0,0.021808,0.0661236,0,0,0.0218177,0,0,0.0397551,0.0718727,0.0205498,0.00637584,0.0185901,0.0343819,0.0208812,0.0479224,0.0560408,0.039222,0.0127428,0.0158162,0.0272097,0.027815,0.0221935,0.0130138,0.0215446,0.0491012,0,0.0121,0.0660312,0.0385321,0,0,0.0247252,0,0,0.0481462,0.0585213,0.0281722,0.014119,0.00996057,0.0411716,0.0455954,0.0430268,0.0746031,0.0686035,0.0259517,0.0657942,0.0395929,0.0516848,0.0835942,0.0137525,0.0163594,0.0119584,0.0237065,0.0247526,0.0296401,0.0303808
30,0.0224766,0,0,0,0,0.0425914,0,0,0,0,0,0,0.0251901,0,0.0218406,0.0661874,0,0,0.0217118,0,0,0.0397561,0.0718247,0.0204443,0.00628585,0.0185075,0.0342508,0.0205166,0.0475922,0.055857,0.0386546,0.0128475,0.0160144,0.0271491,0.0278566,0.0220186,0.0133221,0.021528,0.048418,0,0.0119851,0.065706,0.0387154,0,0,0.0246794,0,0,0.0481323,0.0587443,0.0284075,0.0136789,0.00946623,0.0411627,0.0457487,0.0429866,0.0747156,0.0686377,0.0257632,0.0657423,0.0395783,0.0515731,0.0834208,0.0131895,0.0165251,0.0115974,0.0238186,0.0248435,0.0296773,0.0306309
31,0.0225171,0,0,0,0,0.0425476,0,0,0,0,0,0,0.0252646,0,0.0218408,0.0665615,0,0,0.0216817,0,0,0.039737,0.0717291,0.0203779,0.00621176,0.0185954,0.0340833,0.0202555,0.0473745,0.0556439,0.03819,0.0130406,0.0161506,0.0272002,0.0279192,0.0218397,0.0136271,0.0215754,0.0475894,0,0.0118338,0.0653399,0.0389077,0,0,0.024665,0,0,0.0480957,0.0590204,0.0285983,0.013264,0.00883223,0.0411491,0.0459047,0.042897,0.0747857,0.0687233,0.025585,0.0656283,0.0395818,0.0514314,0.083276,0.0126341,0.0166483,0.0112474,0.0239121,0.0249454,0.029724,0.0309235
32,0.0225494,0,0,0,0,0.0425338,0,0,0,0,0,0,0.0252199,0,0.0218799,0.0669289,0,0,0.0216824,0,0,0.03988,0.0716103,0.0203884,0.00610176,0.0188978,0.0339468,0.0200582,0.0472594,0.0554706,0.0379036,0.0132706,0.0161992,0.0272118,0.0278674,0.0218661,0.0138911,0.021587,0.0467659,0,0.0116278,0.0650337,0.0390822,0,0,0.0246844,0,0,0.0480354,0.0592822,0.0287679,0.0129192,0.00820758,0.0411681,0.046105,0.0426665,0.0748844,0.0688575,0.0254597,0.0654992,0.0395913,0.0513068,0.0830938,0.0122021,0.0168133,0.0108804,0.024034,0.0250091,0.0297552,0.0313038
33,0.0225692,0,0,0,0,0.0425085,0,0,0,0,0,0,0.0251216,0,0.0219762,0.0672705,0,0,0.0217331,0,0,0.0399258,0.0714541,0.0205288,0.00594431,0.0192761,0.0338224,0.0198922,0.0472194,0.0552841,0.0377105,0.0134437,0.016267,0.0271773,0.0278141,0.0220154,0.0141526,0.0217248,0.0460655,0,0.0113538,0.0646552,0.0392911,0,0,0.0247318,0,0,0.048044,0.0595377,0.0289714,0.0125483,0.00773535,0.0412262,0.0463679,0.0423634,0.0749661,0.0690775,0.0253938,0.0654033,0.0396298,0.0512418,0.0829132,0.0118584,0.0169896,0.0104817,0.0241587,0.0250454,0.0298034,0.0316141
34,0.022588,0,0,0,0,0.0424049,0,0,0,0,0,0,0.0251649,0,0.0221422,0.0675335,0,0,0.0219117,0,0,0.0395396,0.0712961,0.0207042,0.00577164,0.0195967,0.0337351,0.0197442,0.0471608,0.0551641,0.0376315,0.013587,0.0163574,0.0271404,0.0277829,0.0220636,0.0145422,0.0222535,0.045541,0,0.0110256,0.0642006,0.0395489,0,0,0.0247565,0,0,0.0480586,0.0598168,0.0292234,0.0121288,0.00723145,0.0412914,0.0466471,0.0420634,0.0750156,0.0693209,0.0253152,0.0653611,0.0396911,0.0511479,0.0827345,0.011598,0.0171039,0.0100805,0.0242922,0.0250014,0.0299091,0.031863
35,0.0226011,0,0,0,0,0.0422845,0,0,0,0,0,0,0.0251555,0,0.0223231,0.0677065,0,0,0.0220572,0,0,0.0393755,0.0711356,0.0207987,0.00557353,0.019862,0.0336732,0.0195571,0.0471063,0.0551038,0.0375836,0.0137454,0.0164374,0.0271277,0.0277803,0.022146,0.0148908,0.0224916,0.0450307,0,0.0106718,0.0637007,0.0397777,0,0,0.0247491,0,0,0.0480476,0.0601411,0.0294954,0.0116896,0.00670189,0.0413618,0.0469465,0.0419925,0.0749936,0.0695998,0.0251792,0.0652766,0.0397621,0.0510423,0.0824872,0.011473,0.0172564,0.00963974,0.0242921,0.0249992,0.0300323,0.0321511
36,0.0225805,0,0,0,0,0.0421472,0,0,0,0,0,0,0.0250507,0,0.022422,0.0678244,0,0,0.0221099,0,0,0.0394652,0.0709883,0.0207742,0.00534502,0.0200879,0.0336515,0.0193497,0.0470449,0.0550566,0.0375192,0.0138984,0.0165607,0.0271418,0.0278291,0.0223125,0.0151395,0.022542,0.0444531,0,0.0103361,0.0633127,0.0399852,0,0,0.0247504,0,0,0.0480383,0.0605224,0.0298387,0.0112296,0.00625357,0.0414294,0.0472489,0.0418698,0.0749901,0.0699114,0.0249821,0.0651603,0.0398534,0.0508929,0.0822102,0.0113521,0.0174414,0.00920147,0.0241977,0.0250602,0.0301561,0.0324007
37,0.022534,0,0,0,0,0.0420328,0,0,0,0,0,0,0.0248733,0,0.022504,0.0678889,0,0,0.0220417,0,0,0.0397297,0.0708609,0.020787,0.00510301,0.0202231,0.0336615,0.0191169,0.0469983,0.0550546,0.0374989,0.0140152,0.0166377,0.0271793,0.0278821,0.022541,0.0153349,0.0223652,0.0438488,0,0.010043,0.0631199,0.0401742,0,0,0.0247577,0,0,0.0480675,0.0609871,0.0302204,0.010752,0.00601999,0.0415144,0.047477,0.0417084,0.0750717,0.0701954,0.0252132,0.0650823,0.0398243,0.0507912,0.0819441,0.0112935,0.0176355,0.00885223,0.0244329,0.0250709,0.0302825,0.0325638
38,0.0224736,0,0,0,0,0.0419211,0,0,0,0,0,0,0.024772,0,0.0225999,0.0680009,0,0,0.0218599,0,0,0.0401147,0.0707128,0.02075,0.00484527,0.0202388,0.0337006,0.0188837,0.0470073,0.0550193,0.0374526,0.0140666,0.0167793,0.0272633,0.027882,0.0227409,0.0154909,0.0220914,0.0431329,0,0.00974284,0.0633437,0.0402911,0,0,0.0246994,0,0,0.0479964,0.0615269,0.0306782,0.0101902,0.00587234,0.0416249,0.0476888,0.0415554,0.0752136,0.0704416,0.0254289,0.0649557,0.0397298,0.0506511,0.0816596,0.0112274,0.0177638,0.00848701,0.0245787,0.0249713,0.0304297,0.0327622
