Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,LWRA
306,0.0219944,0,0,0,0,0.0502645,0,0,0,0,0,0,0.0249163,0,0.0201249,0.0653803,0,0,0.0167314,0,0,0.0357944,0.0718506,0.0214294,0.00430401,0.0175223,0.0340845,0.0504991,0.0480511,0.0557466,0.0388313,0.0113146,0.0144027,0.0282276,0.0283588,0.0222591,0.0122991,0.0201091,0.0482002,0,0.0153744,0.0657838,0.0234653,0,0,0.0187142,0,0,0.0451327,0.0575415,0.0236551,0.0156948,0.0109133,0.0436272,0.0479796,0.0444225,0.0760587,0.0705639,0.0265624,0.0656326,0,0.0513428,0.0835415,0.0134227,0.0206612,0.008231,0.0294407,0.031147,0.029177,0.00944825
307,0.0220967,0,0,0,0,0.0504258,0,0,0,0,0,0,0.0255231,0,0.0200424,0.0652403,0,0,0.0167301,0,0,0.0357569,0.0719381,0.0211806,0.0041021,0.0172531,0.0342055,0.050337,0.0477902,0.055744,0.0388017,0.011197,0.014275,0.0282439,0.028329,0.0213522,0.0123127,0.0198939,0.0481339,0,0.0154088,0.065975,0.0234456,0,0,0.0187239,0,0,0.0451526,0.0573315,0.0237033,0.0155224,0.0110909,0.0434806,0.048068,0.0443599,0.0760741,0.0705017,0.0264542,0.065638,0,0.0513098,0.0836304,0.0133537,0.0206473,0.00821933,0.029433,0.0312539,0.0291295,0.00945721
308,0.0221733,0,0,0,0,0.0505524,0,0,0,0,0,0,0.0263344,0,0.0199844,0.0651352,0,0,0.0167424,0,0,0.0357386,0.0721084,0.0211084,0.00391523,0.0171683,0.0342954,0.0501783,0.0475243,0.0557255,0.0387441,0.0110896,0.0143989,0.0282685,0.028367,0.0202207,0.012254,0.0197876,0.048089,0,0.0154529,0.0661706,0.023439,0,0,0.0186989,0,0,0.0451427,0.0571594,0.0237977,0.0153131,0.0112339,0.0433793,0.0480914,0.0443165,0.0760597,0.0704514,0.0263558,0.0656442,0,0.0513246,0.0836839,0.0132971,0.0206436,0.00818208,0.0294565,0.031383,0.0291017,0.00942294
309,0.0222297,0,0,0,0,0.050642,0,0,0,0,0,0,0.0271973,0,0.0197563,0.065041,0,0,0.0167244,0,0,0.0357646,0.0722923,0.0208866,0.00372503,0.0173079,0.0343464,0.0499588,0.0472783,0.0556999,0.0386174,0.0111581,0.0143932,0.0282993,0.0284282,0.0190632,0.0120868,0.0197048,0.0480931,0,0.0154631,0.0663183,0.0235137,0,0,0.0186768,0,0,0.0450885,0.0570361,0.0239035,0.0151051,0.011328,0.0433288,0.0480149,0.0443599,0.0760252,0.0704083,0.0262998,0.0656507,0,0.051353,0.0837103,0.0132351,0.02072,0.00811067,0.0295419,0.0314854,0.0290642,0.00950786
310,0.0231152,0,0,0,0,0.0510577,0,0,0,0,0,0,0.0326557,0,0,0.0665889,0,0,0.0165058,0,0,0.0357461,0.0714199,0.0173411,0.00400512,0.0187948,0.0344058,0.0491857,0,0.0580106,0.038683,0.00820736,0.00989787,0.0280721,0.0273866,0.0109208,0.0123223,0.0194012,0.0477229,0,0.0156465,0.0655142,0.0238533,0,0,0.0182837,0,0,0.0447359,0.0569476,0.0242529,0.0146866,0.0111566,0.0427111,0.0471203,0.0448084,0.0761099,0.0701258,0.0258778,0.0657198,0,0.0514286,0.0836763,0.0127467,0.020639,0.0079111,0.0292475,0.0321093,0.0281505,0.00961422
311,0.0231982,0,0,0,0,0.0511778,0,0,0,0,0,0,0.0333082,0,0,0.0665096,0,0,0.0164992,0,0,0.0357728,0.071526,0.0172907,0.00397574,0.0189522,0.0346412,0.048939,0,0.0579403,0.0384338,0.00840387,0.00975259,0.0281194,0.027441,0.01029,0.0123103,0.0193733,0.048087,0,0.0155498,0.0654088,0.0239918,0,0,0.0181543,0,0,0.0447377,0.0568925,0.0243457,0.0148746,0.0110204,0.0427845,0.0468796,0.0448545,0.0760884,0.0700452,0.0258981,0.0658202,0,0.0514572,0.0836375,0.0129209,0.0206869,0.00789782,0.0291091,0.0321596,0.0281388,0.00964532
312,0.022397,0,0,0,0,0.0508573,0,0,0,0,0,0,0.0293532,0,0.0193588,0.0650232,0,0,0.0167806,0,0,0.0358792,0.0726452,0.0206621,0.00333756,0.017945,0.0345248,0.0492725,0.0466945,0.0555157,0.0380672,0.0116067,0.0138262,0.028484,0.0286736,0.0160368,0.0119922,0.0198433,0.0485411,0,0.015509,0.0662812,0.0238806,0,0,0.0186771,0,0,0.0450209,0.0568444,0.02419,0.0152689,0.0116573,0.0432655,0.047664,0.0444851,0.0759161,0.0701511,0.0263949,0.0657827,0,0.0514412,0.0836781,0.0133792,0.0207331,0.00802404,0.0293258,0.0315736,0.0290402,0.00922645
313,0.0223171,0,0,0,0,0.0508498,0,0,0,0,0,0,0.0299094,0,0.0194418,0.0650177,0,0,0.0167163,0,0,0.0359368,0.0727016,0.0207137,0.00325953,0.0181306,0.0345986,0.0491111,0.0465797,0.055498,0.0379914,0.011768,0.0140724,0.0285662,0.0286981,0.0152303,0.0117698,0.0198383,0.0487441,0,0.0155164,0.0664362,0.0240897,0,0,0.0186155,0,0,0.0449972,0.0568199,0.0242325,0.0151741,0.0116935,0.0432639,0.0473845,0.0444281,0.0759257,0.0700847,0.026392,0.065739,0,0.0514718,0.0837044,0.0134621,0.0207037,0.00800589,0.0292864,0.0316503,0.0290379,0.00940771
314,0.0222642,0,0,0,0,0.0508646,0,0,0,0,0,0,0.0305496,0,0.0195339,0.0650125,0,0,0.0167397,0,0,0.0360184,0.0727477,0.0208317,0.00319972,0.0183174,0.0346706,0.0490079,0.0464775,0.0555039,0.0379248,0.011856,0.0142066,0.0286197,0.0286713,0.0145491,0.0117225,0.0199019,0.0489597,0,0.0154895,0.0665328,0.0243171,0,0,0.0185672,0,0,0.0449218,0.0567918,0.0242684,0.0151311,0.0117068,0.0432419,0.0472076,0.0444609,0.075922,0.0700244,0.0263626,0.0657585,0,0.0514993,0.0837357,0.0135742,0.0206839,0.00797751,0.0293035,0.0316589,0.0290411,0.00946859
315,0.0222365,0,0,0,0,0.0508406,0,0,0,0,0,0,0.0310007,0,0.0195126,0.0650486,0,0,0.0167738,0,0,0.0361313,0.0728076,0.0209721,0.00317872,0.0185205,0.0347083,0.0488615,0.0463765,0.0554748,0.0378379,0.0119165,0.0142797,0.0287411,0.0287009,0.0140945,0.0118397,0.0200031,0.0491734,0,0.0154273,0.0665332,0.0245589,0,0,0.0185332,0,0,0.0447867,0.0567413,0.0243109,0.0151843,0.0117111,0.0432081,0.0469587,0.0444454,0.0758965,0.0699778,0.0263025,0.0658385,0,0.0515228,0.0837395,0.01372,0.0205823,0.00794757,0.0292365,0.0315736,0.0290315,0.00948463
316,0.0222017,0,0,0,0,0.0507564,0,0,0,0,0,0,0.0311712,0,0.019389,0.0651203,0,0,0.0168135,0,0,0.0362866,0.0729024,0.0210664,0.00319842,0.0186831,0.0347098,0.0487654,0.0462659,0.0553909,0.0377313,0.0119851,0.014653,0.028939,0.0287629,0.0138799,0.011837,0.0200698,0.0493423,0,0.0153661,0.066513,0.024808,0,0,0.0184802,0,0,0.0446701,0.056721,0.0243747,0.0152793,0.0116945,0.0431954,0.046641,0.0444096,0.0759124,0.0699494,0.0262329,0.0659131,0,0.0515552,0.0837955,0.0138523,0.020414,0.0079173,0.029102,0.0314712,0.0290175,0.00949788
317,0.0221828,0,0,0,0,0.0506834,0,0,0,0,0,0,0.0312178,0,0.0194522,0.0651569,0,0,0.0168074,0,0,0.0363208,0.0729842,0.0210263,0.00325448,0.0187695,0.0346766,0.0486953,0.0461913,0.0552586,0.0376126,0.0120289,0.0149295,0.0290762,0.028802,0.0137753,0.0119881,0.0202233,0.0494561,0,0.0153851,0.0665633,0.0250419,0,0,0.0183952,0,0,0.0445482,0.0566958,0.0244301,0.0153701,0.0116782,0.0431915,0.0462409,0.0444222,0.0759203,0.0699179,0.026162,0.0659748,0,0.0515674,0.0839337,0.0139655,0.020248,0.00790575,0.0289735,0.0313729,0.0289817,0.00943455
318,0.0221579,0,0,0,0,0.0506333,0,0,0,0,0,0,0.0310747,0,0.0195993,0.0651972,0,0,0.0169501,0,0,0.0363114,0.0730986,0.0210813,0.00336961,0.0188602,0.0346082,0.0486683,0.0460213,0.0550993,0.0375528,0.0119726,0.0150298,0.0291233,0.0287654,0.0139601,0.011919,0.0203919,0.0495293,0,0.01538,0.0666103,0.0252546,0,0,0.0183198,0,0,0.044382,0.056658,0.0244405,0.01547,0.0116575,0.0431662,0.0456856,0.0444698,0.0758855,0.0698874,0.0260586,0.0660496,0,0.0515923,0.0840639,0.0140593,0.0201615,0.0078918,0.0288715,0.0312678,0.0289241,0.00915994
319,0.0220616,0,0,0,0,0.0505076,0,0,0,0,0,0,0.0308061,0,0.0196873,0.0652454,0,0,0.0169753,0,0,0.0363314,0.0732488,0.0210939,0.0034723,0.0189192,0.0344865,0.0487075,0.045765,0.0549142,0.0375389,0.0119636,0.0151248,0.0290887,0.0286607,0.0141456,0.0116024,0.0203973,0.0495098,0,0.0153203,0.0666225,0.0254965,0,0,0.0181638,0,0,0.0442275,0.056668,0.0243573,0.0155584,0.0116364,0.0431336,0.04504,0.044481,0.0758869,0.0698372,0.0259434,0.0660786,0,0.0516217,0.0839546,0.0140579,0.0201091,0.00786286,0.028741,0.0310988,0.0288267,0.00910691
320,0.0219791,0,0,0,0,0.0504108,0,0,0,0,0,0,0.0304636,0,0.019729,0.0652713,0,0,0.0170654,0,0,0.0363567,0.0733978,0.0209983,0.00357952,0.0189951,0.0343528,0.0486914,0.0454762,0.0547372,0.0375529,0.0119534,0.0151314,0.0289502,0.0285155,0.0143159,0.0116366,0.0203813,0.0495912,0,0.0152625,0.0665868,0.0257449,0,0,0.0180061,0,0,0.0441142,0.0567065,0.0244136,0.0156339,0.0116048,0.0430962,0.0444819,0.0445078,0.0759011,0.0697829,0.0258397,0.0660748,0,0.0516437,0.0839529,0.0140418,0.0200752,0.0079371,0.0284638,0.0309639,0.0287079,0.00906173
321,0.0218839,0,0,0,0,0.0503118,0,0,0,0,0,0,0.0303296,0,0.0198904,0.0652959,0,0,0.0171167,0,0,0.0363124,0.0735741,0.0211707,0.00371632,0.0191146,0.0342313,0.0486208,0.0451582,0.0545422,0.0375649,0.0119174,0.0150898,0.0288027,0.0283812,0.0143695,0.0118724,0.0203358,0.0497932,0,0.0153068,0.0665789,0.0259825,0,0,0.0178578,0,0,0.0439808,0.0567526,0.0246002,0.0157028,0.0116068,0.043045,0.0440431,0.0446301,0.0758883,0.0697216,0.0257151,0.0660786,0,0.0516704,0.0841033,0.0140454,0.0200105,0.00796878,0.0281884,0.0308308,0.0286265,0.00903594
322,0.0216492,0,0,0,0,0.0499369,0,0,0,0,0,0,0.0304037,0,0.019965,0.0654074,0,0,0.0175608,0,0,0.0361676,0.0737666,0.0211843,0.00387828,0.0192058,0.0340174,0.0483092,0.0447875,0.0542766,0.0374304,0.0119178,0.0150585,0.0287106,0.0282896,0.0144354,0.0118053,0.0203356,0.0500646,0,0.0153666,0.0665404,0.0262081,0,0,0.0120258,0,0,0.0371732,0.0567806,0.0247133,0.0158142,0.0116308,0.0430665,0.0411598,0.0448428,0.0759085,0.0696929,0.0256125,0.0660732,0,0.0516636,0.0841556,0.0140579,0.0219943,0,0.0289295,0.0305171,0.0286149,0.00908872
323,0.0217059,0,0,0,0,0.0501405,0,0,0,0,0,0,0.0306927,0,0.019837,0.0654628,0,0,0.0172655,0,0,0.0360058,0.0739486,0.0211003,0.00402947,0.0193257,0.0338882,0.048482,0.044432,0.0540651,0.0373304,0.0120029,0.0148656,0.0286686,0.0282379,0.01451,0.0123829,0.0204413,0.0501939,0,0.0153659,0.0665254,0.0264193,0,0,0.0185191,0,0,0.0435323,0.0568567,0.0246898,0.0158222,0.0115691,0.0429202,0.0433387,0.0449161,0.0758917,0.0696462,0.0255048,0.0661282,0,0.051701,0.0842012,0.0140672,0.0196042,0.00843879,0.0278951,0.0304883,0.0285559,0.00891665
324,0.0216041,0,0,0,0,0.0499366,0,0,0,0,0,0,0.0310707,0,0.0197106,0.0655676,0,0,0.0170531,0,0,0.0359641,0.0741238,0.0208163,0.00414458,0.0193183,0.0337061,0.0484785,0.0440661,0.0538069,0.0371714,0.01212,0.0145442,0.0285565,0.0281719,0.0143792,0.0124401,0.020831,0.0501915,0,0.0153295,0.0664808,0.0266345,0,0,0.0184268,0,0,0.0435407,0.0569332,0.0247418,0.0159259,0.0114579,0.0429076,0.0429895,0.044976,0.0759121,0.0696121,0.0254287,0.0661187,0,0.0517295,0.0842678,0.0140545,0.0194171,0.00830126,0.0278809,0.0301012,0.0285394,0.00888231
325,0.0223775,0,0,0,0,0.0500913,0,0,0,0,0,0,0.0358094,0,0,0.0672053,0,0,0.0168874,0,0,0.0357347,0.0732376,0.0181623,0.00567353,0.0202943,0.0337337,0.0478734,0,0.055439,0.0367453,0.00944103,0.0109646,0.0285287,0.0273076,0.00882755,0.012716,0.0208136,0.0499059,0,0.0153671,0.0655693,0.0270704,0,0,0.0180043,0,0,0.0432946,0.0570097,0.0250199,0.0156652,0.0108981,0.0424622,0.0417739,0.0452074,0.0761048,0.0694133,0.0249228,0.0661244,0,0.0517707,0.0843412,0.0136623,0.0193122,0.00811944,0.0273627,0.0302568,0.0277293,0.00855434
326,0.021515,0,0,0,0,0.049566,0,0,0,0,0,0,0.0315691,0,0.0197473,0.0658918,0,0,0.0175537,0,0,0.0356026,0.0743827,0.0205148,0.00439738,0.0194408,0.0335256,0.0482986,0.0433077,0.0533758,0.0365547,0.0122122,0.0147409,0.0283984,0.0279462,0.0135557,0.0125059,0.0210177,0.0501146,0,0.0152592,0.0663069,0.0267932,0,0,0.0180589,0,0,0.0436229,0.0569887,0.024839,0.0160278,0.0111372,0.0428953,0.0425332,0.0447569,0.0759752,0.0695911,0.0253735,0.0660146,0,0.0517392,0.0843098,0.0139598,0.0192316,0.00819721,0.027808,0.0295537,0.028666,0.00843741
327,0.0214315,0,0,0,0,0.0493623,0,0,0,0,0,0,0.031937,0,0.0196158,0.0661044,0,0,0.0176476,0,0,0.0355556,0.0744834,0.0201794,0.00454365,0.0195478,0.0336865,0.0482604,0.0428842,0.0531995,0.0361753,0.0121117,0.0148685,0.0282922,0.0277636,0.0128706,0.0125694,0.0212051,0.0497294,0,0.0153354,0.0661843,0.0268866,0,0,0.0180279,0,0,0.0436456,0.0568723,0.0249145,0.0160267,0.0110938,0.0428691,0.0423907,0.0448383,0.0759374,0.0695678,0.0254395,0.066068,0,0.0517406,0.0840669,0.0135639,0.0191053,0.00818536,0.0278649,0.0293578,0.0287363,0.00837725
328,0.0214005,0,0,0,0,0.0491769,0,0,0,0,0,0,0.0324816,0,0.0193721,0.0662967,0,0,0.0177091,0,0,0.0355121,0.074556,0.0197988,0.00467865,0.0196089,0.0339259,0.0481962,0.0424864,0.0530516,0.0357307,0.0119467,0.0149435,0.0281331,0.0275597,0.0123335,0.0126416,0.0214747,0.0494211,0,0.0153472,0.0661255,0.0269885,0,0,0.0180173,0,0,0.0436705,0.0568714,0.0249808,0.0160612,0.0109929,0.042892,0.0422457,0.0449,0.0758605,0.0695275,0.0254517,0.0661035,0,0.0517466,0.0838699,0.0132789,0.0190242,0.0081631,0.0279294,0.0291532,0.0287835,0.00826821
329,0.0214137,0,0,0,0,0.0490435,0,0,0,0,0,0,0.0325982,0,0.0191367,0.0664881,0,0,0.0178084,0,0,0.0355665,0.0745964,0.0194795,0.00485322,0.0196114,0.0341417,0.0480895,0.0421534,0.0528932,0.0352215,0.011776,0.0154009,0.0279784,0.0273769,0.0120772,0.0127829,0.0217082,0.0491945,0,0.0152359,0.066087,0.0270621,0,0,0.0180369,0,0,0.0436499,0.0569634,0.0250208,0.0161941,0.0108861,0.0429913,0.0421847,0.0447068,0.0757892,0.0694671,0.0253821,0.0661577,0,0.0517165,0.0838133,0.0131257,0.018894,0.00814866,0.0279263,0.0289941,0.0288315,0.00819585
330,0.0214211,0,0,0,0,0.0489414,0,0,0,0,0,0,0.0322702,0,0.0190493,0.066696,0,0,0.0180002,0,0,0.0356398,0.0745613,0.0189325,0.00507242,0.0195961,0.0343381,0.0479752,0.0419386,0.0527777,0.0347039,0.0116749,0.0160716,0.0277988,0.0271764,0.0122852,0.0129045,0.0217597,0.0489891,0,0.0150662,0.065975,0.027091,0,0,0.0181057,0,0,0.0435846,0.0571582,0.0250245,0.0163853,0.0108069,0.0431536,0.0421109,0.0445119,0.0756973,0.0694038,0.0253248,0.0661545,0,0.0517048,0.083845,0.0130043,0.018853,0.00814512,0.0278578,0.0288609,0.0289194,0.00821822
331,0.0213357,0,0,0,0,0.0487938,0,0,0,0,0,0,0.0332794,0,0.0184662,0.0668574,0,0,0.0179813,0,0,0.0358007,0.0744243,0.0205303,0.00530265,0.0194866,0.0345176,0.0479265,0.0418819,0.0527258,0.0342849,0.0115789,0.0163585,0.0265474,0.0263286,0.0120399,0.0130382,0.0217714,0.0487716,0,0.0150164,0.0658416,0.0271581,0,0,0.0181278,0,0,0.0435887,0.057374,0.0250076,0.0165683,0.0107757,0.0433731,0.0420499,0.0444459,0.0755705,0.0693326,0.0252551,0.0661608,0,0.0517817,0.0838878,0.0128629,0.0187895,0.0081531,0.0278953,0.0286623,0.0290281,0.00853569
332,0.0212066,0,0,0,0,0.048099,0,0,0,0,0,0,0.033947,0,0.0185051,0.0670042,0,0,0.0137881,0,0,0.0290618,0.0741518,0.0212681,0.00548819,0.0195618,0.0344427,0.045401,0.0419442,0.0528121,0.0340077,0.0117008,0.0165283,0.0257856,0.0257421,0.0119641,0.01462,0.0256671,0.0485841,0,0.015011,0.0655895,0.0272793,0,0,0.0185376,0,0,0.0436752,0.057506,0.0250053,0.0167735,0.0108193,0.0437471,0.0419706,0.0443845,0.0754747,0.0692832,0.0251355,0.0661445,0,0.0517812,0.0838453,0.0127519,0.0183207,0.00823275,0.0280185,0.0280044,0.0290634,0
333,0.0212018,0,0,0,0,0.048704,0,0,0,0,0,0,0.0342475,0,0.0189198,0.0672478,0,0,0.0187081,0,0,0.0357327,0.0739495,0.0208656,0.00590725,0.0197759,0.0337264,0.0475364,0.0418863,0.0527372,0.0336918,0.0120671,0.0166774,0.0257208,0.025631,0.011382,0.0130717,0.0214636,0.048592,0,0.0149268,0.0653954,0.0270452,0,0,0.0180869,0,0,0.0435946,0.0577779,0.0248708,0.0168664,0.0108188,0.0438192,0.0420221,0.0440585,0.0752458,0.0691846,0.0249994,0.0662857,0,0.0518924,0.0839257,0.0127736,0.0187283,0.00820933,0.0277576,0.0284109,0.0293867,0.00873149
334,0.0210796,0,0,0,0,0.0486203,0,0,0,0,0,0,0.0341212,0,0.0193119,0.0673805,0,0,0.01853,0,0,0.0361647,0.073698,0.0202184,0.00604239,0.0200731,0.033215,0.0473926,0.0418663,0.0526638,0.0334932,0.0124022,0.0165955,0.0260629,0.0258424,0.011174,0.0130957,0.0212519,0.0485323,0,0.0147771,0.0652145,0.0270423,0,0,0.0179871,0,0,0.0435369,0.058028,0.0248008,0.0169672,0.0107985,0.0440689,0.0418413,0.0438497,0.0750566,0.0691279,0.0249037,0.0663781,0,0.0519602,0.0840371,0.0127405,0.0186915,0.00824433,0.0276186,0.0282403,0.0295948,0.00934144
335,0.0209441,0,0,0,0,0.0485263,0,0,0,0,0,0,0.0334183,0,0.0199018,0.06757,0,0,0.0185061,0,0,0.0363359,0.0734182,0.0193682,0.00611007,0.0201784,0.0330532,0.0471525,0.0418742,0.0525694,0.0333995,0.0126772,0.016017,0.0263752,0.0261966,0.0116198,0.0131368,0.0212248,0.0483663,0,0.01458,0.0650495,0.0269724,0,0,0.0178776,0,0,0.043487,0.0582768,0.0247741,0.0170224,0.0107156,0.0442853,0.0416324,0.0437831,0.0749744,0.0691385,0.0248754,0.0664106,0,0.0519778,0.0840864,0.0126504,0.0186696,0.00824533,0.027546,0.0281153,0.0298687,0.00945986
336,0.0207987,0,0,0,0,0.0483922,0,0,0,0,0,0,0.0322687,0,0.0206548,0.067776,0,0,0.0184924,0,0,0.0363377,0.073125,0.0185245,0.00625711,0.0200702,0.0331232,0.0468906,0.041864,0.052467,0.0333955,0.0130073,0.0153061,0.0264889,0.0264673,0.012619,0.0131591,0.0213437,0.0480657,0,0.0143523,0.0648855,0.0268879,0,0,0.0177357,0,0,0.043493,0.0585594,0.0248268,0.0170813,0.0105295,0.0445042,0.0413441,0.0437452,0.0749243,0.0691825,0.0248752,0.0664262,0,0.0519955,0.084102,0.0124944,0.0187262,0.0082386,0.0275047,0.0279281,0.0301925,0.00942724
337,0.0205993,0,0,0,0,0.0482162,0,0,0,0,0,0,0.0311408,0,0.0213939,0.0679689,0,0,0.0185081,0,0,0.0362239,0.0728308,0.017969,0.00649472,0.0198768,0.0333264,0.0466084,0.0419032,0.0523461,0.0334657,0.0132868,0.0147629,0.0265167,0.0267205,0.0137763,0.0131072,0.0214373,0.0475965,0,0.0141387,0.0646777,0.0268,0,0,0.0176251,0,0,0.0434917,0.0588959,0.0249504,0.0170907,0.010192,0.0447189,0.0411066,0.0435757,0.0749061,0.0692762,0.0249391,0.0664179,0,0.0520278,0.0840918,0.0122676,0.0186974,0.00825344,0.0274613,0.0277266,0.030516,0.00934318
338,0.0203949,0,0,0,0,0.0480858,0,0,0,0,0,0,0.0304111,0,0.0217526,0.0681705,0,0,0.0185425,0,0,0.0360799,0.0724811,0.0182076,0.00667387,0.0198082,0.0334784,0.0463962,0.0420753,0.0522407,0.0335927,0.0134289,0.0146008,0.0264162,0.0268297,0.0145684,0.0130657,0.0213472,0.0468607,0,0.0139534,0.0643517,0.0267496,0,0,0.0175424,0,0,0.0434906,0.0592627,0.0251816,0.0169947,0.0097446,0.0448514,0.0410269,0.0433689,0.0749408,0.0694329,0.0250983,0.066442,0,0.0520225,0.0840278,0.0119939,0.0186519,0.00828914,0.027402,0.0275678,0.0307916,0.00927264
339,0.0202529,0,0,0,0,0.047934,0,0,0,0,0,0,0.0295592,0,0.0219919,0.0683515,0,0,0.0185979,0,0,0.0359529,0.0721126,0.0185243,0.00663394,0.0199121,0.0330055,0.046295,0.0423569,0.052166,0.033774,0.0135882,0.014576,0.0264864,0.0269791,0.0152186,0.0130635,0.0212777,0.0459346,0,0.0137817,0.0639451,0.0266872,0,0,0.0175183,0,0,0.0434732,0.0597001,0.0254723,0.0167908,0.00924902,0.0449027,0.0409148,0.043062,0.0750493,0.0696223,0.0253044,0.0664779,0,0.0520283,0.0839175,0.011756,0.0185607,0.0083174,0.0272885,0.0273675,0.0310633,0.0092545
340,0.0201326,0,0,0,0,0.0477648,0,0,0,0,0,0,0.029654,0,0.0218706,0.0685932,0,0,0.0186348,0,0,0.0359235,0.0717844,0.0194549,0.00659843,0.0200375,0.0326149,0.0461697,0.0427413,0.0521517,0.03399,0.0138352,0.0146858,0.0263628,0.0269877,0.0159196,0.0130544,0.0214561,0.0448976,0,0.0136205,0.0635289,0.0266136,0,0,0.0175157,0,0,0.0434726,0.0602069,0.0258435,0.0165938,0.00875509,0.0449225,0.0408372,0.0429319,0.075104,0.0697911,0.0254536,0.0664884,0,0.0520059,0.0837734,0.0116015,0.0185019,0.00833382,0.0272357,0.0271204,0.0313154,0.00906952
341,0.0200204,0,0,0,0,0.0475966,0,0,0,0,0,0,0.0301889,0,0.0215565,0.0689211,0,0,0.0186526,0,0,0.0358816,0.0715243,0.0208617,0.00662027,0.0200716,0.0324181,0.0460563,0.0431488,0.0521781,0.0342497,0.0140651,0.0150041,0.0260593,0.0268595,0.0166108,0.012984,0.0216423,0.0438569,0,0.0135086,0.0631023,0.026509,0,0,0.0175261,0,0,0.043477,0.0607153,0.0262944,0.0164243,0.00833903,0.0449817,0.0406424,0.0427344,0.0751377,0.0699164,0.0254565,0.0664282,0,0.0519455,0.0835646,0.0115932,0.018458,0.00832843,0.0272259,0.0268829,0.0315597,0.00893132
342,0.0199551,0,0,0,0,0.0474835,0,0,0,0,0,0,0.0305933,0,0.0212976,0.0692116,0,0,0.0187525,0,0,0.0358694,0.0713143,0.0222474,0.00660147,0.0200942,0.0322515,0.0459408,0.0435292,0.052188,0.0344576,0.0142389,0.0152324,0.0257468,0.026704,0.0172787,0.012864,0.0216692,0.0427853,0,0.0134612,0.0626718,0.0263577,0,0,0.0174631,0,0,0.0434888,0.0612288,0.0267938,0.0163016,0.00793289,0.0450531,0.0404696,0.0427587,0.0751745,0.0700218,0.0253504,0.0663374,0,0.0518031,0.0832715,0.0117351,0.0184422,0.00826452,0.0272242,0.0266772,0.031772,0.00895981
343,0.0199227,0,0,0,0,0.0474211,0,0,0,0,0,0,0.0307944,0,0.0211573,0.0694529,0,0,0.0188462,0,0,0.0357959,0.0711625,0.023404,0.00660621,0.0201886,0.0320558,0.045891,0.0438659,0.052178,0.0345826,0.0143493,0.0154454,0.0254562,0.0265769,0.0180282,0.0125852,0.0215913,0.0416383,0,0.0134911,0.0622397,0.0262818,0,0,0.0173324,0,0,0.0435172,0.0616577,0.027264,0.0162027,0.00783194,0.0450727,0.0405312,0.042645,0.0752266,0.0700625,0.0251745,0.0662504,0,0.0516201,0.0830605,0.0119969,0.0184248,0.00823003,0.02724,0.0265515,0.0318719,0.00900246
344,0.019949,0,0,0,0,0.0473536,0,0,0,0,0,0,0.0307776,0,0.0210972,0.0696923,0,0,0.018835,0,0,0.0357025,0.0710246,0.0240816,0.0065916,0.0202754,0.0318273,0.045835,0.0441543,0.0521568,0.0346292,0.0144414,0.0154964,0.0252379,0.0264754,0.0188317,0.012404,0.0216364,0.0405927,0,0.0135738,0.0619262,0.0262721,0,0,0.017204,0,0,0.0435787,0.0619921,0.0276825,0.0161815,0.00790459,0.045106,0.0405654,0.0424576,0.075279,0.0700843,0.0250319,0.066187,0,0.0515087,0.0829131,0.0123908,0.0184744,0.00819529,0.0272663,0.026483,0.031866,0.00895979
345,0.0199823,0,0,0,0,0.047233,0,0,0,0,0,0,0.0306137,0,0.0211011,0.0699191,0,0,0.0188165,0,0,0.0356139,0.0709031,0.0244888,0.00653658,0.0202484,0.0316073,0.0457652,0.0443941,0.0520995,0.0346181,0.0144971,0.0154023,0.025038,0.0264109,0.0196459,0.0122674,0.0217128,0.0395736,0,0.0136738,0.0617253,0.0262657,0,0,0.0171376,0,0,0.043597,0.0622179,0.0280497,0.0161974,0.00808039,0.0451475,0.0405263,0.0422881,0.0752855,0.0701073,0.0249483,0.0661402,0,0.0513941,0.0828399,0.0128233,0.018478,0.0081497,0.0273034,0.0264169,0.0318333,0.00889532
