Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,RANK,,RTIBA
All Timesteps RMSE,0.0372766,0,0,0,0,0.0677788,0,0,0,0,0,0,0.028841,0,0.0165142,0.0697452,0,0,0.0203565,0,0,0.0371351,0.0644756,0.0211074,0.0105224,0.0229594,0.0441397,0.0351684,0.051049,0.0612031,0.0397238,0.0116301,0.0151865,0.0292984,0.0298357,0.0194684,0.012456,0.0310965,0.0219862,0.0332016,0,0.0642312,0.0561985,0,0,0.0942977,0,0,0.0646233,0.0539842,0.0370942,0.023374,0.0127003,0.0515239,0.094073,0.043285,0.071685,0.0735831,0.0274244,0.0568855,0.042225,0.0740712,0.0266765,0.0564848,0.159121,0.082182,0.0443593,0.0226477,0.014522,0,0.0355207
0,0.0246455,0,0,0,0,0.0513551,0,0,0,0,0,0,0.0315913,0,0.0189334,0.0714825,0,0,0.0188701,0,0,0.0341787,0.0707147,0.0240201,0.00790525,0.0202649,0.0333476,0.0371629,0.0450005,0.0533965,0.0351214,0.0129104,0.0152679,0.0260867,0.0277475,0.0176686,0.00939812,0.00690088,0.0168283,0.0326879,0,0.0635939,0.0386918,0,0,0.0195397,0,0,0.0374439,0.058578,0.0237037,0.0197437,0.0198242,0.0439414,0.0274327,0.0394249,0.0645692,0.0628003,0.021144,0.0649126,0.05043,0.0834851,0.0164853,0.0275024,0.01399,0.0303131,0.0301882,0.0227162,0,0,0
1,0.024673,0,0,0,0,0.0514795,0,0,0,0,0,0,0.0312079,0,0.0190406,0.0715104,0,0,0.0191425,0,0,0.0341251,0.0706305,0.0236762,0.00769064,0.02025,0.0334962,0.0370824,0.0451264,0.0534726,0.0351246,0.0128816,0.0153085,0.0263006,0.0278808,0.0177488,0.00927614,0.00686351,0.016724,0.0328021,0,0.0635744,0.0387532,0,0,0.0203276,0,0,0.03754,0.058482,0.0237222,0.0197922,0.0197218,0.0439703,0.0270579,0.0395535,0.0646425,0.0629061,0.0211677,0.0648856,0.0504776,0.0834191,0.0164102,0.028365,0.0151167,0.0301462,0.0303251,0.022721,0,0,0
2,0.0246663,0,0,0,0,0.0515382,0,0,0,0,0,0,0.0309966,0,0.0191316,0.0715434,0,0,0.0192292,0,0,0.0341782,0.0706225,0.0235717,0.00757714,0.0202288,0.0335378,0.0370412,0.0451892,0.0534981,0.0351468,0.0128863,0.0151497,0.0263458,0.0279111,0.0179047,0.00923155,0.00700843,0.0165698,0.0330463,0,0.0635939,0.0386949,0,0,0.0204614,0,0,0.0377328,0.0583849,0.0237075,0.0198228,0.0195978,0.0438914,0.0269326,0.0395347,0.0646738,0.0629975,0.0211999,0.0648279,0.0504204,0.0833689,0.0163269,0.0285512,0.0157734,0.0304145,0.0303749,0.0227636,0,0,0
3,0.023652,0,0,0,0,0.051153,0,0,0,0,0,0,0.038748,0,0,0.0740755,0,0,0.019782,0,0,0.0339148,0.0678947,0.0266589,0.00920756,0.0212582,0.0352975,0.0389349,0,0.0557212,0.0348102,0.0104233,0.0111503,0.0240463,0.0258049,0.00987442,0.0086896,0.00651025,0.0181032,0.0290698,0,0.0589573,0.0375573,0,0,0.0207252,0,0,0.0376606,0,0.0212364,0.0132182,0,0.0423152,0.0267059,0.0367837,0.0584866,0.0573346,0.0196859,0.070089,0.0555718,0.0890481,0.0192151,0.0282386,0.0158281,0.0300903,0.0295743,0.0242013,0.0252141,0,0
4,0.024425,0,0,0,0,0.0514979,0,0,0,0,0,0,0.0308998,0,0.0191253,0.0712945,0,0,0.0193877,0,0,0.0340031,0.0706017,0.0239011,0.00698794,0.0203,0.0336711,0.0374288,0.0452718,0.0534593,0.0352422,0.01286,0.0150553,0.02624,0.0278475,0.0182859,0.00901067,0.00684634,0.0170248,0.0357227,0,0.0635521,0.0383892,0,0,0.0206758,0,0,0.0376601,0.0584375,0.0228246,0.018953,0.0183598,0.0433343,0.0270039,0.0391626,0.0645034,0.0628141,0.0214789,0.0652842,0.0509046,0.0838275,0.0140826,0.028638,0.0160813,0.0300504,0.0302421,0.0230941,0.0208265,0,0
5,0.0246073,0,0,0,0,0.051869,0,0,0,0,0,0,0.0297891,0,0.0210184,0.0713261,0,0,0.0198227,0,0,0.0341685,0.0698379,0.0204267,0.00646923,0.0189544,0.0341073,0.0374706,0.0459783,0.0536562,0.0348375,0.0126628,0.0148429,0.0287862,0.0300833,0.0161475,0.00829132,0.00672373,0.0170719,0.042067,0,0.0629837,0.039225,0,0,0.0235578,0,0,0.038927,0.057861,0.0229117,0.0177726,0.0131277,0.0435111,0.0255964,0.0387367,0.0658153,0.0645939,0.0226384,0.0649181,0.0503776,0.0827667,0.0123911,0.031943,0.0172489,0.0271147,0.0306012,0.0228901,0.0187107,0,0
6,0.0243543,0,0,0,0,0.0516366,0,0,0,0,0,0,0.0298114,0,0.0210005,0.0715326,0,0,0.019427,0,0,0.0339544,0.0699335,0.0203158,0.00638512,0.0187785,0.0338111,0.0373375,0.0459533,0.0534565,0.0346375,0.0126864,0.0147052,0.0286824,0.0300058,0.0161564,0.0089505,0.00658432,0.0171149,0.0432122,0,0.0628409,0.0381156,0,0,0.0216026,0,0,0.0378931,0.0580508,0.0228464,0.017325,0.0124064,0.0433086,0.026582,0.0385336,0.0658484,0.0647683,0.0228756,0.0650122,0.050428,0.0827644,0.0125981,0.0296985,0.0192852,0.0289304,0.0303506,0.0232399,0.0180246,0,0
7,0.0243387,0,0,0,0,0.0515557,0,0,0,0,0,0,0.0298163,0,0.020979,0.0717771,0,0,0.01933,0,0,0.0338508,0.0699288,0.0202421,0.00624228,0.018774,0.0337331,0.037414,0.0459263,0.0534191,0.0346142,0.0127122,0.0148524,0.0286653,0.0299852,0.0161575,0.00902015,0.00659928,0.0172359,0.0431086,0,0.0627676,0.0380638,0,0,0.0210195,0,0,0.0376701,0.0581504,0.0228504,0.0172689,0.0122255,0.0433082,0.0267764,0.0384443,0.0658076,0.064804,0.0230155,0.0650082,0.0503857,0.0828111,0.0125887,0.0289885,0.0175374,0.029556,0.0302625,0.0232404,0.0177493,0,0
8,0.0246942,0,0,0,0,0.0519161,0,0,0,0,0,0,0.0296893,0,0.0208304,0.0715958,0,0,0.0195754,0,0,0.0338584,0.069716,0.0202757,0.00620231,0.0189909,0.0343181,0.0373001,0.0461287,0.0536758,0.034808,0.012797,0.0149815,0.0287649,0.0300975,0.016327,0.00844732,0.00647679,0.0174092,0.0425539,0,0.0627359,0.0389588,0,0,0.0249945,0,0,0.0390392,0.0580998,0.0229309,0.0174214,0.0121987,0.0435802,0.025081,0.0384282,0.0658367,0.0647953,0.0229821,0.0649464,0.0502667,0.0828327,0.0125371,0.0329749,0.0210071,0.0254247,0.0306535,0.0228708,0.0176261,0,0
9,0.0243402,0,0,0,0,0.0515105,0,0,0,0,0,0,0.0297309,0,0.0209263,0.0717035,0,0,0.0191587,0,0,0.033951,0.0699785,0.0200962,0.00688872,0.0188883,0.0336707,0.0375856,0.0457881,0.0533641,0.0346277,0.0127796,0.0149145,0.0285822,0.0298825,0.016206,0.00919593,0.00670524,0.0171159,0.0425388,0,0.0627466,0.0379966,0,0,0.0207955,0,0,0.0374099,0.0583142,0.0228665,0.0173457,0.012149,0.0433633,0.0268973,0.0383422,0.0657208,0.0647911,0.0231081,0.0650329,0.0504145,0.0829291,0.0125331,0.0285776,0.0164915,0.0295564,0.0302466,0.0232265,0.0176083,0,0
10,0.0243089,0,0,0,0,0.0514797,0,0,0,0,0,0,0.0296915,0,0.0208952,0.071736,0,0,0.0191522,0,0,0.0340459,0.0700017,0.0200306,0.00682987,0.0189424,0.0336147,0.0376527,0.045749,0.0533659,0.0346211,0.0127907,0.014924,0.0285312,0.0298561,0.0162235,0.00925572,0.00678127,0.0170222,0.0423597,0,0.062744,0.037936,0,0,0.020811,0,0,0.0373515,0.0583551,0.0229043,0.0173559,0.0120866,0.0433196,0.0268668,0.0383505,0.0656592,0.0648129,0.0231628,0.0650254,0.0504772,0.0829425,0.0125005,0.0285795,0.0163871,0.029531,0.0302212,0.0232096,0.0175819,0,0
11,0.0246947,0,0,0,0,0.0519167,0,0,0,0,0,0,0.0295964,0,0.0207301,0.0715181,0,0,0.0195393,0,0,0.0340302,0.0697502,0.0200994,0.00670426,0.019196,0.0343123,0.037434,0.0460121,0.0537247,0.0348287,0.0128194,0.0151841,0.0286521,0.0300089,0.0163582,0.00849058,0.00661385,0.0173418,0.0419552,0,0.0627511,0.0390148,0,0,0.0245788,0,0,0.0397144,0.0582062,0.0230584,0.0174494,0.0120072,0.0436456,0.0248322,0.0384464,0.0656971,0.0648642,0.023103,0.0649422,0.0504038,0.082847,0.0124593,0.0333852,0.0202744,0.0247568,0.0307052,0.022792,0.0174864,0,0
12,0.0242829,0,0,0,0,0.0514418,0,0,0,0,0,0,0.029786,0,0.0207906,0.0717539,0,0,0.0189873,0,0,0.0339614,0.0700588,0.0200128,0.00711599,0.0190503,0.0335303,0.0377375,0.0456581,0.053429,0.0346126,0.0127634,0.0151802,0.0284226,0.0297143,0.0161503,0.00939126,0.00679798,0.0171149,0.0421052,0,0.0628181,0.0377988,0,0,0.0208355,0,0,0.0373457,0.0584098,0.0229582,0.0172699,0.0119625,0.0432643,0.0267856,0.0382433,0.0655784,0.0648532,0.023246,0.0650318,0.0504379,0.0829024,0.0124481,0.0285989,0.0163333,0.0293983,0.0302415,0.0232051,0.0174414,0,0
13,0.0242775,0,0,0,0,0.0514652,0,0,0,0,0,0,0.0298788,0,0.0206857,0.0717097,0,0,0.0188821,0,0,0.0336865,0.070084,0.0200977,0.00711998,0.0190657,0.0335038,0.0377524,0.0456314,0.0534135,0.034627,0.0127666,0.0150978,0.0283322,0.0296084,0.0161248,0.00944775,0.00671475,0.0171107,0.0420253,0,0.0628565,0.0376935,0,0,0.0209119,0,0,0.0373488,0.0584388,0.0229807,0.0172279,0.0119096,0.043181,0.0267655,0.0381771,0.0655779,0.06486,0.0232606,0.0650229,0.0504593,0.0829225,0.0124509,0.0284894,0.0161555,0.0292931,0.0302676,0.0232171,0.0174006,0,0
14,0.0242944,0,0,0,0,0.0514938,0,0,0,0,0,0,0.0298961,0,0.0206132,0.0716465,0,0,0.0187852,0,0,0.0336077,0.0700549,0.0201401,0.00709207,0.0190394,0.0335206,0.0377575,0.0455815,0.0534375,0.0346336,0.0127688,0.0150698,0.0282752,0.0295573,0.0161325,0.00952818,0.00670057,0.0171188,0.0420039,0,0.0628636,0.0375942,0,0,0.0209864,0,0,0.0373573,0.0584229,0.0229791,0.0171796,0.0118519,0.0431192,0.0267547,0.0381454,0.0655654,0.0648722,0.0232469,0.0650136,0.0504702,0.0829222,0.0124632,0.0284221,0.0160517,0.0292219,0.0302785,0.023232,0.0173737,0,0
15,0.0260215,0,0,0,0,0.0527411,0,0,0,0,0,0,0.0297413,0,0.0207013,0.0713812,0,0,0.0188083,0,0,0.0337307,0.069936,0.0200412,0.00688465,0.019565,0.0340953,0.0357571,0.0457354,0.0540023,0.0354305,0.0129803,0.0153398,0.0286724,0.0299423,0.016095,0.00946557,0.00690019,0.0162176,0.0480912,0,0.0641163,0.0401278,0,0,0.0226484,0,0,0.0412015,0.0541061,0.0268586,0.0218188,0.00916751,0.0454527,0.0239864,0.0415197,0,0.0682456,0.024156,0.0611519,0.0463851,0.0787996,0.0165422,0.0330141,0.0147246,0.0243067,0.031949,0.0213708,0.0150221,0,0
16,0.0243833,0,0,0,0,0.0515498,0,0,0,0,0,0,0.0298227,0,0.0205682,0.071651,0,0,0.0187088,0,0,0.0338274,0.0699874,0.0200944,0.00706157,0.0190264,0.0334901,0.0375816,0.0455209,0.0535137,0.034569,0.0127308,0.0150735,0.0282389,0.029519,0.0162342,0.00964011,0.006719,0.0169884,0.0421042,0,0.0628817,0.037411,0,0,0.021207,0,0,0.0373754,0.0583423,0.0230583,0.0172882,0.0116928,0.0431929,0.0266757,0.0381504,0.0656033,0.0649385,0.0232873,0.0649385,0.0503952,0.0828081,0.0125297,0.0281993,0.0164553,0.0289923,0.0304001,0.0232054,0.0173135,0,0
17,0.025941,0,0,0,0,0.053228,0,0,0,0,0,0,0.0297816,0,0.0207223,0.0717626,0,0,0.0189051,0,0,0.0337547,0.0699883,0.0199636,0.00766389,0.0195175,0.0330855,0.0351468,0.0456436,0.0539474,0.0353615,0.0129551,0.0153065,0.0285979,0.0298393,0.0160383,0.00881112,0.00662671,0.0166772,0.048147,0,0.0646362,0.0396248,0,0,0.0227727,0,0,0.0408889,0.0541996,0.0268542,0.0214265,0.00920946,0.0442484,0.024352,0.0413306,0,0.0682282,0.0241318,0.0612186,0.0464398,0.0788285,0.0165623,0.0331896,0.0152003,0.0243896,0.0323265,0.0214238,0.0149548,0,0
18,0.0248491,0,0,0,0,0.0523785,0,0,0,0,0,0,0.029594,0,0.020894,0.0711873,0,0,0.0184519,0,0,0.0336952,0.070198,0.0197186,0.00694321,0.0190062,0.0331805,0.0360578,0.0454502,0.0533884,0.0345527,0.0127488,0.0151085,0.0283637,0.0295318,0.0162648,0.00998694,0.00671635,0.0167279,0.0461998,0,0.0637784,0.0370337,0,0,0.0211868,0,0,0.0373305,0.0566291,0.0236169,0.0184162,0.0105269,0.0434785,0.0267485,0.0397607,0,0.0656775,0.0228835,0.0638024,0,0.0817669,0.015444,0.0286305,0.016462,0.0288007,0.0312403,0.022917,0.0154218,0,0
19,0.0256028,0,0,0,0,0.0525487,0,0,0,0,0,0,0.0298056,0,0.0208073,0.0720214,0,0,0.0179548,0,0,0.0337189,0.0701163,0.0197478,0.00778414,0.0193038,0.0325681,0.0349895,0.0454413,0.0536376,0.0350371,0.0128402,0.0151887,0.028471,0.029684,0.0159765,0.0109922,0.00710945,0.016023,0.0487135,0,0.0644369,0.037482,0,0,0.0213343,0,0,0.0373738,0.0542293,0.0271422,0.0214722,0.00901538,0.0444363,0.0267432,0.0415014,0,0.0683353,0.024197,0.0610611,0.0461062,0.0786628,0.0169119,0.0283219,0.0163733,0.0288009,0.0316801,0.0219652,0.0145273,0,0
20,0.0244946,0,0,0,0,0.0518506,0,0,0,0,0,0,0.0295417,0,0.0206765,0.0716689,0,0,0.0181,0,0,0.0337012,0.0698836,0.0195976,0.00690721,0.0190505,0.0336411,0.0368275,0.0455171,0.0535135,0.0345113,0.0126643,0.0151687,0.0284062,0.0295867,0.0163099,0.010412,0.0067725,0.0171312,0.0418381,0,0.0627415,0.0366159,0,0,0.0213296,0,0,0.0373527,0.0583052,0.0232922,0.0173318,0.0114628,0.0434599,0.0271838,0.0383878,0.0657479,0.0649564,0.0232415,0.0647388,0.0500049,0.0826677,0.0125233,0.0277285,0.0165064,0.0289387,0.0306332,0.0233398,0.0170967,0,0
21,0.0246739,0,0,0,0,0.0520993,0,0,0,0,0,0,0.0294589,0,0.0205408,0.0715188,0,0,0.0181962,0,0,0.0336674,0.0697146,0.0196507,0.00681769,0.0191892,0.0341189,0.0366609,0.0456946,0.0537155,0.0346856,0.0126975,0.0152046,0.0284922,0.0296838,0.016411,0.0101737,0.00677738,0.0173547,0.0416675,0,0.0627668,0.0369226,0,0,0.0247955,0,0,0.0378643,0.0583124,0.0233145,0.017173,0.0114787,0.0433976,0.0259763,0.0384281,0.0657064,0.0649484,0.0231524,0.0647703,0.0500779,0.0826562,0.0124833,0.0309468,0.0208545,0.02599,0.0308378,0.0232075,0.0170992,0,0
22,0.0243773,0,0,0,0,0.0514777,0,0,0,0,0,0,0.029537,0,0.0206555,0.0717586,0,0,0.0180376,0,0,0.0337479,0.069887,0.0195796,0.00693591,0.0190219,0.0335995,0.0374383,0.0454983,0.0534513,0.0344865,0.0126309,0.0151061,0.0283585,0.0295247,0.0162981,0.0104387,0.00692298,0.0172941,0.0418529,0,0.0627291,0.036882,0,0,0.0212339,0,0,0.0373018,0.0584073,0.0233281,0.0171499,0.0114311,0.0432762,0.0271551,0.0384,0.0656872,0.0649753,0.0232164,0.0647659,0.0502329,0.082602,0.012495,0.0282426,0.0166702,0.0288377,0.0302649,0.0233549,0.0171596,0,0
23,0.0242956,0,0,0,0,0.0511109,0,0,0,0,0,0,0.0295791,0,0.0206642,0.0717632,0,0,0.0181649,0,0,0.0337508,0.069904,0.0196094,0.00690781,0.019003,0.033581,0.0379933,0.0454585,0.053425,0.0344414,0.0126145,0.0150661,0.0283398,0.0294871,0.0162675,0.010355,0.00681005,0.017298,0.0418657,0,0.0627275,0.0372388,0,0,0.0212002,0,0,0.0372631,0.0584007,0.023351,0.0171281,0.0114127,0.0432738,0.0270481,0.0384087,0.0657038,0.0649722,0.02321,0.064788,0.0503183,0.0825822,0.0125203,0.0284167,0.0166036,0.0288372,0.0299973,0.023296,0.0171692,0,0
24,0.0253521,0,0,0,0,0.0511847,0,0,0,0,0,0,0.029767,0,0.0207619,0.0720837,0,0,0.0178233,0,0,0.0338307,0.0701203,0.0196759,0.00777903,0.0193186,0.0325403,0.0370321,0.045319,0.0535834,0.0349942,0.0127742,0.0150936,0.0284552,0.029612,0.0159766,0.0111564,0.00729224,0.0163684,0.0480607,0,0.0644869,0.0384,0,0,0.0212902,0,0,0.0371765,0.0543215,0.0271103,0.0213034,0.0092037,0.0441974,0.0266165,0.0415907,0,0.0682354,0.024087,0.0611343,0.0463813,0.0786235,0.016593,0.0287468,0.0164301,0.0286682,0.0305264,0.0218684,0.0148567,0,0
25,0.0257964,0,0,0,0,0.0528105,0,0,0,0,0,0,0.0296517,0,0.020638,0.0719871,0,0,0.0180491,0,0,0.0337205,0.0699246,0.0197511,0.00765726,0.0194206,0.0330623,0.0347703,0.0455159,0.053783,0.0350703,0.0127939,0.0151719,0.0285708,0.0297332,0.016141,0.0102122,0.00671755,0.0168877,0.0487725,0,0.0643534,0.0384662,0,0,0.0258634,0,0,0.0383773,0.0541568,0.0274578,0.0212063,0.00918103,0.0442863,0.0248987,0.0416407,0,0.0684334,0.0240824,0.0610031,0.0462046,0.0784443,0.017105,0.0333182,0.0213213,0.0243675,0.0319773,0.0216898,0.0143555,0,0
26,0.0253214,0,0,0,0,0.0518371,0,0,0,0,0,0,0.0297965,0,0.0207833,0.0722076,0,0,0.0179715,0,0,0.0340002,0.0701867,0.0196464,0.0080048,0.0192775,0.0323552,0.0359776,0.0452028,0.0534762,0.034857,0.0127494,0.0151063,0.0284064,0.0295475,0.0159551,0.0105543,0.00696721,0.0168042,0.0490305,0,0.0644235,0.0382246,0,0,0.0213461,0,0,0.0372585,0.0543305,0.0273348,0.0210542,0.00919043,0.0438709,0.0265203,0.0414851,0,0.0684106,0.0241432,0.0610763,0.0462888,0.0785394,0.0172806,0.0293251,0.0167685,0.0283417,0.0310469,0.0219618,0.0143201,0,0
27,0.0254432,0,0,0,0,0.0532104,0,0,0,0,0,0,0.0298879,0,0.0208452,0.0721969,0,0,0.0178171,0,0,0.0339234,0.0702724,0.0196285,0.00813558,0.0192778,0.0322194,0.0340466,0.0451029,0.0534126,0.034859,0.0127463,0.0151519,0.0283541,0.0294988,0.0158198,0.0101494,0.00673405,0.0171478,0.0491994,0,0.0645082,0.0373181,0,0,0.0213055,0,0,0.0372323,0.0544853,0.0271525,0.0207778,0.00926665,0.0434515,0.0266749,0.0413148,0,0.0683655,0.0241501,0.0612074,0.0464095,0.078664,0.0173706,0.0296237,0.0164696,0.0282864,0.0321809,0.0222765,0.0142971,0,0
28,0.0260132,0,0,0,0,0.0540818,0,0,0,0,0,0,0.0297147,0,0.0206685,0.0719268,0,0,0.0187156,0,0,0.0336792,0.0699181,0.0197745,0.00766871,0.0194605,0.033125,0.0331873,0.0454518,0.0538006,0.0350461,0.0127724,0.01529,0.0285261,0.029685,0.0160625,0.00922883,0.00618076,0.0171666,0.0488815,0,0.0644029,0.0384405,0,0,0.0254554,0,0,0.0398134,0.054213,0.0273458,0.0211109,0.00919466,0.0441173,0.0241036,0.0415378,0,0.0684416,0.0240528,0.0610421,0.046217,0.0784985,0.0171751,0.0347949,0.0201772,0.0230344,0.0330999,0.0217371,0.0143044,0,0
29,0.0263589,0,0,0,0,0.0549788,0,0,0,0,0,0,0.0296677,0,0.0206692,0.0719936,0,0,0.0181685,0,0,0.0335567,0.0698942,0.0197771,0.00765322,0.0194496,0.0330873,0.0314339,0.0454365,0.053769,0.034987,0.012763,0.0153173,0.0285164,0.0296658,0.0161033,0.0105761,0.00640381,0.016616,0.0488093,0,0.0643724,0.0366395,0,0,0.0259667,0,0,0.0384953,0.0541321,0.0274432,0.0212646,0.00915444,0.0442892,0.0244756,0.0415642,0,0.0684831,0.0240687,0.0609613,0.0461772,0.0784056,0.0171688,0.0339603,0.0220448,0.0238598,0.0339085,0.0221623,0.0143069,0,0
30,0.026,0,0,0,0,0.0537922,0,0,0,0,0,0,0.0298322,0,0.0206941,0.0721493,0,0,0.0176989,0,0,0.0337381,0.0700541,0.0198393,0.0079077,0.0193354,0.0325984,0.0325217,0.0452336,0.0535295,0.03484,0.0127312,0.0152309,0.0283474,0.0295012,0.0159826,0.0115756,0.00690442,0.016331,0.04895,0,0.0644035,0.0358126,0,0,0.0211729,0,0,0.03744,0.0542349,0.0273884,0.0211444,0.00917941,0.0440083,0.0263634,0.0414808,0,0.0684738,0.0241394,0.0610185,0.0462533,0.0784542,0.0172817,0.0291439,0.0168693,0.0282292,0.0328236,0.0224634,0.0142935,0,0
31,0.0257206,0,0,0,0,0.0522373,0,0,0,0,0,0,0.0297971,0,0.0206019,0.0721564,0,0,0.0175835,0,0,0.0340073,0.0699683,0.0199414,0.00780543,0.0193198,0.0327132,0.0346229,0.0453036,0.0535479,0.0347798,0.012717,0.015115,0.0283371,0.0294828,0.0161228,0.0118528,0.0073485,0.0159988,0.0488015,0,0.0643087,0.037029,0,0,0.0213029,0,0,0.0374039,0.0540957,0.0275542,0.0214355,0.00909451,0.044428,0.0262779,0.0416968,0,0.0685452,0.0241615,0.0608633,0.0461073,0.0783231,0.0172148,0.0287257,0.0167554,0.0282158,0.0315497,0.021977,0.0143102,0,0
32,0.0257413,0,0,0,0,0.0522166,0,0,0,0,0,0,0.0298414,0,0.0205222,0.0721543,0,0,0.017369,0,0,0.034018,0.0699612,0.0200817,0.00779056,0.0193313,0.0327376,0.0346772,0.0453222,0.0535441,0.0347622,0.0127113,0.0150363,0.028287,0.0294461,0.0161539,0.0119287,0.00746702,0.0158662,0.0488,0,0.0643121,0.0371021,0,0,0.0213429,0,0,0.0374029,0.0540814,0.0275558,0.0214443,0.00908248,0.0444415,0.0263963,0.0417413,0,0.0685765,0.0241853,0.0608687,0.0460804,0.0783041,0.0172171,0.028693,0.0167429,0.0281639,0.0315095,0.0219463,0.0142916,0,0
33,0.025768,0,0,0,0,0.0521803,0,0,0,0,0,0,0.0298998,0,0.0204923,0.0721825,0,0,0.0172578,0,0,0.0339457,0.0699459,0.0201908,0.00776684,0.0193348,0.0327489,0.0347117,0.0453462,0.0535441,0.0347502,0.0127121,0.0151109,0.0282206,0.0294082,0.0161523,0.0119748,0.00754811,0.0159368,0.0487508,0,0.0642856,0.0371424,0,0,0.0213491,0,0,0.0374179,0.0540697,0.0275548,0.0214676,0.00907628,0.0444512,0.0263546,0.0417567,0,0.068596,0.0241927,0.060853,0.0460555,0.0782947,0.0172005,0.0287051,0.016761,0.0281426,0.0314575,0.021931,0.0142711,0,0
34,0.0257817,0,0,0,0,0.0521136,0,0,0,0,0,0,0.0299481,0,0.0204796,0.0721979,0,0,0.0171709,0,0,0.0338867,0.069927,0.02026,0.00774933,0.0193255,0.0327329,0.034716,0.0453515,0.0535556,0.0347339,0.0127135,0.0151999,0.0281793,0.0293821,0.0161389,0.0120169,0.00765969,0.0161374,0.0487436,0,0.0642755,0.0371691,0,0,0.0213583,0,0,0.0374309,0.0540474,0.0275699,0.0214987,0.00907852,0.0444706,0.0262348,0.0417643,0,0.0685972,0.0242117,0.0608343,0.0460579,0.0782863,0.0171865,0.0286937,0.0167469,0.0281353,0.0314072,0.0219159,0.0142635,0,0
35,0.0257903,0,0,0,0,0.0520729,0,0,0,0,0,0,0.0299945,0,0.0204469,0.0721869,0,0,0.0170542,0,0,0.0339947,0.0699113,0.0203362,0.00778722,0.0193285,0.0327347,0.0347307,0.0453326,0.05356,0.0347272,0.0127101,0.0152126,0.0281619,0.0293637,0.0161262,0.0120826,0.00754385,0.0161106,0.0487563,0,0.064264,0.0371993,0,0,0.0213724,0,0,0.0374071,0.0540249,0.0276032,0.0215351,0.00907749,0.0445211,0.0262329,0.0417764,0,0.0685996,0.0242199,0.060821,0.0460394,0.0782563,0.0171827,0.0286728,0.0167448,0.0281293,0.0313948,0.0218826,0.0142794,0,0
36,0.0257885,0,0,0,0,0.051428,0,0,0,0,0,0,0.0299591,0,0.0204076,0.0721441,0,0,0.012783,0,0,0.0297123,0.0698356,0.0203534,0.00774418,0.0193818,0.0329135,0.033412,0.0453803,0.0536277,0.0347721,0.0127249,0.0152145,0.0282087,0.0294105,0.0161783,0.0128037,0,0.018994,0.048694,0,0.064238,0.0371785,0,0,0.0213542,0,0,0.0374045,0.0539713,0.0276352,0.0216126,0.00905675,0.0446403,0.0264159,0.0418753,0,0.0686216,0.0241996,0.0607782,0.0460027,0.0782266,0.0171401,0.0281698,0.0167778,0.0282762,0.0308901,0.0218284,0.0142854,0,0
37,0.0258023,0,0,0,0,0.051408,0,0,0,0,0,0,0.030033,0,0.0203449,0.072174,0,0,0.0127785,0,0,0.029705,0.0698203,0.0204684,0.00772878,0.0193851,0.0329211,0.033413,0.0453761,0.0536051,0.034755,0.0127302,0.0151859,0.028159,0.0293645,0.0161829,0.0128148,0,0.0190033,0.0486608,0,0.0642067,0.0371742,0,0,0.0213634,0,0,0.0374304,0.0539655,0.0276404,0.0216405,0.00902877,0.0446654,0.0263756,0.0419329,0,0.0686329,0.0242221,0.0607532,0.0459857,0.0782128,0.0171455,0.0282125,0.0167963,0.0283148,0.0309026,0.0218342,0.0142739,0,0
38,0.0258222,0,0,0,0,0.0514127,0,0,0,0,0,0,0.0300848,0,0.0202911,0.0722055,0,0,0.0127539,0,0,0.0297095,0.0698061,0.0205647,0.00770493,0.0193805,0.0329005,0.0334217,0.0453706,0.0535918,0.0347372,0.0127196,0.0151511,0.0281085,0.0293248,0.0161973,0.0128212,0,0.0190225,0.0486512,0,0.064199,0.0371872,0,0,0.0213445,0,0,0.0374194,0.0539377,0.027647,0.0216647,0.00901268,0.044676,0.0263414,0.0419003,0,0.0686375,0.0242347,0.0607517,0.0459916,0.0781933,0.017157,0.0282782,0.0168394,0.028362,0.0309146,0.0218263,0.0142748,0,0
39,0.0258295,0,0,0,0,0.0514219,0,0,0,0,0,0,0.0301525,0,0.020249,0.0722302,0,0,0.0127194,0,0,0.0296818,0.0698035,0.0206632,0.0076064,0.0193705,0.0328603,0.0334293,0.045371,0.0535798,0.0347116,0.0127041,0.0151731,0.0280425,0.0292756,0.0161897,0.0128146,0,0.0190342,0.0487026,0,0.0641919,0.0372126,0,0,0.021343,0,0,0.0374145,0.0539119,0.0276483,0.0216803,0.00899158,0.0446488,0.0263063,0.0418862,0,0.0686492,0.0242456,0.0607438,0.046024,0.0781809,0.0171662,0.0283129,0.0168707,0.0284087,0.0309031,0.0218097,0.0142857,0,0
