Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,RANK,,RTIBA
1242,0.0289802,0,0,0,0,0.0606306,0,0,0,0,0,0,0.0313453,0,0.0168446,0.0728193,0,0,0.0226949,0,0,0.0395034,0.064523,0.0198446,0.00764149,0.0205869,0.0403092,0.0440183,0.0452943,0.0567939,0.0350104,0.0141656,0.0160538,0.0289921,0.0309455,0.0140206,0.0137184,0.0289743,0.0219351,0.0209825,0,0.0570384,0.0435021,0,0,0.0845086,0,0,0.0472933,0.0640708,0.0381329,0.0192923,0.0123785,0.0537384,0.0954423,0.0415034,0.076137,0.074579,0.0279028,0.0594617,0.0440809,0.0747951,0.0354976,0.0541167,0.14135,0.0564364,0.0381199,0.0239949,0.0142722,0,0.0377624
1243,0.0292779,0,0,0,0,0.0609706,0,0,0,0,0,0,0.0319543,0,0.0164681,0.0729329,0,0,0.0227122,0,0,0.0396238,0.0644253,0.0203578,0.00761884,0.0208367,0.0401111,0.0436427,0.0452937,0.056954,0.0354585,0.014528,0.0165559,0.0293822,0.0313705,0.0134941,0.0137676,0.0293604,0.0219049,0.0224925,0,0.0572124,0.0436482,0,0,0.0850565,0,0,0.0478114,0.063829,0.0376548,0.0196828,0.0118524,0.0536573,0.0954512,0.0414478,0.0760697,0.0746258,0.0280054,0.0597889,0.0444704,0.075417,0.0329301,0.0543799,0.142184,0.0572921,0.0385309,0.0238071,0.0136986,0,0.0378707
1244,0.0295229,0,0,0,0,0.0611889,0,0,0,0,0,0,0.0322786,0,0.016549,0.0729541,0,0,0.0228877,0,0,0.039621,0.064417,0.0203498,0.00744734,0.0210113,0.0400385,0.042973,0.0452937,0.057135,0.0358209,0.0146381,0.0169019,0.0298834,0.0316812,0.012912,0.0134693,0.0297804,0.0217595,0.0206544,0,0.0574114,0.0439746,0,0,0.0858204,0,0,0.0484968,0.0637427,0.0348738,0.0205586,0.0107646,0.0539757,0.0952169,0.0415103,0.0758428,0.0744474,0.0281793,0.0604211,0.0455163,0.0766302,0.0315172,0.0549969,0.142938,0.0582543,0.0387835,0.0234557,0,0,0.0381316
1245,0.0296817,0,0,0,0,0.061606,0,0,0,0,0,0,0.0324133,0,0.016048,0.0725816,0,0,0.0227102,0,0,0.0397513,0.064633,0.0204046,0.00730349,0.0214532,0.0400401,0.0428678,0.0453212,0.0572376,0.0361803,0.0148338,0.0173368,0.0298469,0.0314713,0.0128315,0.0137221,0.0300777,0.0218556,0.0256671,0,0.0577635,0.0439779,0,0,0.0861752,0,0,0.0488397,0.0635261,0.0367661,0.0203635,0.010547,0.053499,0.0953437,0.0415222,0.0760065,0.0742945,0.0279595,0.060393,0.0450667,0.0762541,0.0277137,0.055081,0.143931,0.0590741,0.0391957,0.0236133,0.0126208,0,0.0380818
1246,0.0298229,0,0,0,0,0.0619322,0,0,0,0,0,0,0.032332,0,0.0159712,0.0723421,0,0,0.0226978,0,0,0.0398025,0.0648516,0.0201168,0.0070691,0.0217975,0.0401013,0.0425486,0.0454431,0.057315,0.0363693,0.0147216,0.0175093,0.0298571,0.0311972,0.0127604,0.0136496,0.0304134,0.0218559,0.0276826,0,0.058047,0.044141,0,0,0.0867601,0,0,0.0493946,0.0634089,0.0366811,0.0205418,0.00979672,0.0533632,0.0954145,0.0416287,0.0758296,0.0738356,0.0277345,0.060631,0.045262,0.076613,0.0251852,0.0553853,0.144769,0.0600289,0.0394681,0.0236906,0.0120941,0,0.038078
1247,0.0289259,0,0,0,0,0.0605731,0,0,0,0,0,0,0.0320613,0,0.0160056,0.0756022,0,0,0.0270627,0,0,0.0427889,0.0644857,0.0171469,0.0087774,0.0212403,0.0394692,0.0416538,0.0463836,0.0570522,0.0352312,0.0145045,0.0172912,0.030275,0.0312217,0.0121662,0.0125476,0.0342896,0.0119909,0.0291619,0,0.054601,0.0436505,0,0,0.0848856,0,0,0.051651,0.0651715,0.0363897,0.0215973,0.00717453,0.0549785,0.092734,0.0407277,0.0745174,0.0739068,0.0293006,0.0608133,0.0455841,0.0768303,0.0230681,0.0534179,0.161437,0.0666925,0.0377989,0.0237422,0.0130748,0,0.0378217
1248,0.0299113,0,0,0,0,0.0624815,0,0,0,0,0,0,0.0316824,0,0.0163972,0.0715319,0,0,0.0227564,0,0,0.0398165,0.065308,0.0190303,0.00610689,0.0223929,0.0404822,0.0419792,0.04579,0.0576262,0.0365774,0.0143157,0.0176839,0.029921,0.0305515,0.0132363,0.0134191,0.0307431,0.0221064,0.031577,0,0.0586383,0.0444789,0,0,0.088408,0,0,0.0509175,0.063185,0.0366502,0.0208084,0.00795375,0.0532285,0.0958889,0.0417243,0.0748746,0.0727635,0.0273335,0.060972,0.0458804,0.0773397,0.0207508,0.056287,0.146074,0.0621445,0.0398887,0.0240614,0.0113303,0,0.0376762
1249,0.0301122,0,0,0,0,0.0629611,0,0,0,0,0,0,0.0316907,0,0.0160271,0.0715527,0,0,0.0226803,0,0,0.0399168,0.0653814,0.0192013,0.00623301,0.022369,0.040493,0.0417191,0.0462832,0.0578732,0.0365504,0.0141905,0.0176796,0.0297618,0.0302445,0.0130164,0.0134914,0.0311837,0.0217785,0.0337078,0,0.0586824,0.0446561,0,0,0.0888859,0,0,0.0515428,0.0629729,0.0363592,0.021064,0.00700673,0.0529949,0.0958813,0.0418425,0.0748708,0.0722933,0.0271551,0.0611404,0.0460621,0.0776989,0.0185822,0.0563459,0.147874,0.0634375,0.0401517,0.0242218,0.0106488,0,0.0373905
1250,0.0303441,0,0,0,0,0.0634214,0,0,0,0,0,0,0.0317128,0,0.01571,0.0713027,0,0,0.0226206,0,0,0.0399769,0.0654866,0.0194071,0.00612069,0.0223728,0.0405916,0.0414779,0.0467503,0.0581211,0.0366318,0.0140399,0.0177256,0.0297589,0.0301576,0.0128468,0.0134886,0.0313367,0.0217581,0.0355653,0,0.0590741,0.0449122,0,0,0.0895914,0,0,0.0523323,0.0626271,0.0356653,0.0213655,0.00622848,0.0527329,0.0960041,0.0418752,0.0748677,0.0721938,0.0272591,0.0612691,0.0462325,0.0780042,0.0167742,0.0565961,0.149005,0.0647288,0.0404263,0.0243101,0.00991033,0,0.0369976
1251,0.0306814,0,0,0,0,0.063924,0,0,0,0,0,0,0.0317635,0,0.0154175,0.0709806,0,0,0.022582,0,0,0.0400552,0.0655789,0.0195565,0.00596169,0.0222597,0.0408092,0.0412508,0.047339,0.0584624,0.0367449,0.0137754,0.0177332,0.029731,0.0300639,0.0128369,0.0134774,0.03147,0.0217543,0.0370258,0,0.0595508,0.0452685,0,0,0.0903207,0,0,0.053229,0.0621014,0.0346734,0.0217532,0.00584114,0.0525017,0.0961532,0.0419039,0.0748639,0.072519,0.0276546,0.0613636,0.0463389,0.0781853,0.0154497,0.0568827,0.150237,0.0661111,0.0407184,0.0243358,0.00905641,0,0.0366137
1252,0.0311622,0,0,0,0,0.0644862,0,0,0,0,0,0,0.0318782,0,0.015294,0.0707367,0,0,0.0227347,0,0,0.0401423,0.0655654,0.0197522,0.00576749,0.0220256,0.0411836,0.041033,0.0479699,0.0589386,0.0368187,0.0132934,0.0175785,0.0297053,0.0299831,0.0127804,0.0134287,0.0316086,0.0216696,0.0377566,0,0.059854,0.045805,0,0,0.0911447,0,0,0.054286,0.0614813,0.0335584,0.0221489,0.0058214,0.052355,0.0964231,0.0420368,0.0749506,0.0730436,0.0282937,0.0614218,0.0463951,0.0783082,0.0148387,0.0572104,0.151574,0.0676134,0.0410207,0.0242639,0.00846065,0,0.0362323
1253,0.031828,0,0,0,0,0.0654459,0,0,0,0,0,0,0.0314169,0,0.0151825,0.0685998,0,0,0.022775,0,0,0.0402931,0.0660096,0.0207007,0.00513762,0.0223163,0.0424374,0.0413957,0.0479697,0.0595501,0.0376345,0.0132651,0.0180381,0.0298901,0.0300132,0.0135697,0.0136154,0.0296366,0.023027,0.0377534,0,0.0618102,0.0465364,0,0,0.0924819,0,0,0.0550568,0.0602848,0.0326838,0.0221707,0.00613545,0.0515072,0.0986006,0.0422832,0.0753641,0.0736925,0.0286327,0.0613741,0.046428,0.0783996,0.0144519,0.057473,0.148866,0.0679499,0.0421442,0.0241908,0.00874052,0,0.0360923
1254,0.0322896,0,0,0,0,0.0656958,0,0,0,0,0,0,0.0315889,0,0.0147227,0.0698358,0,0,0.0229309,0,0,0.0401903,0.0654372,0.02029,0.00525899,0.0223466,0.0425414,0.0407972,0.0491896,0.060131,0.0374216,0.0127793,0.0178866,0.0298645,0.0296137,0.0131139,0.013689,0.0318014,0.02179,0.0383716,0,0.060751,0.0466697,0,0,0.092473,0,0,0.0566557,0.0599964,0.0313765,0.0226746,0.00635563,0.0519641,0.0971992,0.0427084,0.0756886,0.0743841,0.029554,0.0611618,0.0463711,0.0785465,0.0145774,0.0571154,0.155422,0.0713121,0.0419597,0.0239558,0.00945608,0,0.0358326
1255,0.0331256,0,0,0,0,0.0668457,0,0,0,0,0,0,0.0312067,0,0.0148063,0.0677545,0,0,0.0229028,0,0,0.0402791,0.0653962,0.0211391,0.00529102,0.0229792,0.0435572,0.0411357,0.0493962,0.0610589,0.0386129,0.0125684,0.018374,0.0300457,0.0295733,0.0135176,0.0138235,0.0298023,0.0231492,0.0378138,0,0.0628319,0.0478276,0,0,0.0940284,0,0,0.0575626,0.0590106,0.0304676,0.0229346,0.00648306,0.0515124,0.0995118,0.0429257,0.0760796,0.0747686,0.0296303,0.0608674,0.0461089,0.0786268,0.0147084,0.0574976,0.152328,0.0716725,0.0434311,0.0235871,0.00998308,0,0.0356967
1256,0.0335411,0,0,0,0,0.0670904,0,0,0,0,0,0,0.0310504,0,0.0144583,0.0692655,0,0,0.0228612,0,0,0.0402229,0.0639766,0.02046,0.00530759,0.0231564,0.0433738,0.0405152,0.0510906,0.0623251,0.0390921,0.0120329,0.0181402,0.0294579,0.0290865,0.0132194,0.0137669,0.0319238,0.0215097,0.0377711,0,0.0617413,0.048198,0,0,0.0939746,0,0,0.059241,0.0591484,0.0292895,0.023502,0.00612034,0.0525476,0.0980422,0.0427804,0.0759804,0.0747812,0.0301053,0.0605009,0.0457074,0.0783505,0.015006,0.0572009,0.159406,0.0752842,0.0433738,0.0230876,0.0105229,0,0.035908
1257,0.0341364,0,0,0,0,0.0679401,0,0,0,0,0,0,0.0306423,0,0.0152832,0.0679182,0,0,0.0227506,0,0,0.0401085,0.0629403,0.020755,0.00566004,0.0236154,0.0445333,0.0407008,0.051778,0.0640037,0.0408831,0.0113228,0.0177082,0.0296161,0.0293796,0.0133878,0.0135342,0.0302502,0.0226065,0.0356506,0,0.0632507,0.0497054,0,0,0.0959712,0,0,0.0603499,0.0589593,0.0292493,0.0237445,0.0058734,0.0529931,0.0998572,0.0421219,0.0757729,0.0742548,0.0297108,0.0605118,0.0458323,0.0783965,0.0161012,0.0583643,0.15599,0.0757258,0.0444737,0.0226116,0.0109681,0,0.0363277
1258,0.0343888,0,0,0,0,0.0685312,0,0,0,0,0,0,0.0297733,0,0.0156736,0.0668581,0,0,0.0227634,0,0,0.0403116,0.0620444,0.0208619,0.00662987,0.0244141,0.0458892,0.0410851,0.052896,0.066085,0.0431021,0.0110523,0.0172301,0.0295705,0.0294765,0.0141775,0.0135467,0.0284804,0.022651,0.0341826,0,0.0644806,0.0506441,0,0,0.0971778,0,0,0.0609889,0.0590989,0.0296787,0.0236776,0.00587295,0.0532605,0.101697,0.0414845,0.075434,0.0736522,0.029062,0.0607032,0.0459845,0.0782498,0.0169781,0.0587558,0.154524,0.0761347,0.0453853,0.0224382,0.0115768,0,0.037083
1259,0.0343464,0,0,0,0,0.068303,0,0,0,0,0,0,0.0292038,0,0.0157824,0.0678134,0,0,0.0203592,0,0,0.0275254,0.0605457,0.020691,0.00690063,0.0246469,0.0468115,0.0390375,0.0544863,0.0681724,0.0447828,0.0104352,0.0163232,0.0293508,0.0294895,0.0144949,0.0169503,0,0.0303651,0.0336998,0,0.0637562,0.050929,0,0,0.0977472,0,0,0.0622519,0.0597019,0.0302864,0.0237499,0.00559353,0.0540069,0.0995749,0.041242,0.0748874,0.0732138,0.0287404,0.0606705,0.0460304,0.0779648,0.01788,0.0597163,0.158894,0.0787427,0.0447749,0.0227249,0.0118163,0,0.0373473
1260,0.0339455,0,0,0,0,0.0680549,0,0,0,0,0,0,0.0285379,0,0.0157947,0.067662,0,0,0.020399,0,0,0.0264803,0.0596032,0.0209103,0.00767283,0.0247537,0.0480188,0.0391,0.0553083,0.0698104,0.0464235,0.0102416,0.0158866,0.0289678,0.029347,0.0153292,0.0182228,0,0.0305447,0.0332356,0,0.0638919,0.0509554,0,0,0.0982261,0,0,0.0627416,0.0600802,0.0309601,0.023525,0.00579394,0.053888,0.0995705,0.0411395,0.074569,0.0726275,0.0282336,0.0605465,0.0459055,0.0776347,0.0184707,0.0601843,0.15983,0.0798056,0.0445985,0.0232834,0.0121094,0,0.0372984
1261,0.0344142,0,0,0,0,0.0686054,0,0,0,0,0,0,0.0289753,0,0,0.0686504,0,0,0.0218426,0,0,0.0404464,0.0562108,0.01711,0.0107617,0.0276157,0.0498871,0.0410765,0,0.0742196,0.0492808,0.00767383,0.0124581,0.0275313,0.0267634,0.0132481,0.0143316,0.03015,0.0217843,0.0321184,0,0.0635025,0.0512424,0,0,0.0994345,0,0,0.0624645,0.0600926,0.0317085,0.0223472,0.00584474,0.0530804,0.0998274,0.041596,0.0745571,0.0720234,0.0276717,0.0602853,0.0456751,0.0773794,0.0194625,0.0611261,0.157018,0.079277,0.045678,0.0225954,0.0123016,0,0.0368516
1262,0.0339152,0,0,0,0,0.0684845,0,0,0,0,0,0,0.0284849,0,0.0159416,0.0689985,0,0,0.0221537,0,0,0.0402696,0.0579472,0.020926,0.00870484,0.0236304,0.0486151,0.0409997,0.0560702,0.0708286,0.0469667,0.00953437,0.0142558,0.0281883,0.0283026,0.0163191,0.0138776,0.0322668,0.0212775,0.0327486,0,0.0628463,0.0499195,0,0,0.0984784,0,0,0.0637726,0.0609877,0.0317708,0.0226005,0.00621153,0.0534529,0.0971416,0.0412508,0.074233,0.0722595,0.0284577,0.0600198,0.0452021,0.0769768,0.0191451,0.0607562,0.16451,0.0827875,0.0443045,0.0243795,0.0123024,0,0.0369774
1263,0.0340743,0,0,0,0,0.068841,0,0,0,0,0,0,0.0290906,0,0.0160437,0.0692203,0,0,0.0222814,0,0,0.0403218,0.0579245,0.0207992,0.00914897,0.0229278,0.0486764,0.0409977,0.0556197,0.0702607,0.046248,0.00964808,0.0137838,0.0281097,0.0279527,0.016015,0.0138187,0.0321774,0.0213285,0.0322818,0,0.0628896,0.0496671,0,0,0.0988323,0,0,0.0639226,0.061025,0.0318412,0.022118,0.00600602,0.0531447,0.096356,0.0414191,0.074432,0.0726039,0.0288017,0.059674,0.0446189,0.0765466,0.019394,0.0612135,0.164572,0.0834201,0.0445302,0.0244025,0.0124842,0,0.0369092
1264,0.0343851,0,0,0,0,0.0692034,0,0,0,0,0,0,0.0300462,0,0.0159851,0.0694882,0,0,0.0209749,0,0,0.0279314,0.0580178,0.0206197,0.00959224,0.022426,0.0487197,0.0392345,0.054855,0.0695912,0.0451823,0.00972702,0.0139279,0.0281642,0.0279436,0.0150373,0.0169886,0,0.0298997,0.0317052,0,0.0627695,0.049929,0,0,0.0992697,0,0,0.0639229,0.0609767,0.0317627,0.0217843,0.00576289,0.0532178,0.0955641,0.0415853,0.0746727,0.0730501,0.0291947,0.0593998,0.044315,0.0763668,0.0198444,0.0617699,0.164712,0.083822,0.0449063,0.0241495,0.0126058,0,0.0367933
1265,0.0344756,0,0,0,0,0.0693277,0,0,0,0,0,0,0.0308099,0,0.0156291,0.0696292,0,0,0.0220807,0,0,0.0406467,0.0583723,0.0204399,0.00975278,0.022121,0.0480327,0.0403607,0.0542243,0.0689373,0.0440813,0.0101364,0.0144976,0.0278815,0.0276915,0.0143741,0.014315,0.033407,0.0210582,0.0317423,0,0.0629302,0.0498931,0,0,0.0994943,0,0,0.0641632,0.060651,0.0315938,0.0215998,0.00606285,0.0528338,0.095552,0.0417993,0.0748683,0.0732818,0.0291621,0.0593033,0.044246,0.076355,0.0198004,0.0616289,0.165081,0.0843719,0.045417,0.0238313,0.0127301,0,0.03687
1266,0.0363923,0,0,0,0,0.0706637,0,0,0,0,0,0,0.0317481,0,0,0.0693385,0,0,0.0209544,0,0,0.0400711,0.0567491,0.016594,0.0111741,0.0255315,0.0490089,0.0385944,0,0.0721188,0.0459663,0.00899366,0.0128462,0.026851,0.0254622,0.0119006,0.0131616,0.0299958,0.0220972,0.0336612,0,0.0656441,0.0513795,0,0,0.101391,0,0,0.0636505,0.055315,0.03718,0.0254102,0.0079519,0.0534551,0.0956398,0.0457827,0,0.076543,0.0298815,0.0552457,0.0402296,0.0724321,0.0189161,0.0631055,0.16016,0.0829129,0.0479864,0.0207478,0.0124785,0,0.0343949
1267,0.0354911,0,0,0,0,0.0703207,0,0,0,0,0,0,0.0317616,0,0.0153861,0.0698131,0,0,0.0221717,0,0,0.0403734,0.0590311,0.0202486,0.00980453,0.0221282,0.047403,0.039762,0.0531208,0.0678621,0.0425302,0.0102091,0.015051,0.0275141,0.0272328,0.0131704,0.0132393,0.0322159,0.021246,0.0320052,0,0.0629099,0.0503604,0,0,0.100469,0,0,0.0652221,0.0600376,0.0314868,0.0215957,0.00646474,0.0527833,0.0947641,0.0420595,0.0751683,0.0734171,0.0291647,0.0595227,0.0445901,0.0766453,0.0197353,0.0619425,0.166906,0.0860385,0.0466059,0.0234909,0.0126686,0,0.0367115
1268,0.0358672,0,0,0,0,0.070637,0,0,0,0,0,0,0.0319261,0,0.0155486,0.0698765,0,0,0.0221741,0,0,0.0403865,0.0593518,0.0203416,0.0096933,0.0224567,0.0472074,0.0395022,0.0526283,0.0675124,0.0422226,0.010032,0.0150555,0.027303,0.0269712,0.0128228,0.0130681,0.0322599,0.0211516,0.0320647,0,0.0629388,0.0508054,0,0,0.100878,0,0,0.0658549,0.0597434,0.0315575,0.0217588,0.00669328,0.0526391,0.0950866,0.0422389,0.0751245,0.0732592,0.0288106,0.0596936,0.0448071,0.0768905,0.0197327,0.061841,0.16785,0.0869509,0.0468792,0.0234248,0.012648,0,0.0365435
1269,0.036308,0,0,0,0,0.071209,0,0,0,0,0,0,0.0318427,0,0.0155699,0.0680839,0,0,0.02025,0,0,0.0277463,0.0603318,0.0204442,0.0101542,0.023183,0.0480411,0.0381826,0.051642,0.0672557,0.0426999,0.0099564,0.0151146,0.0274013,0.0268719,0.0128793,0.0167563,0,0.030092,0.0318046,0,0.064408,0.0519131,0,0,0.102185,0,0,0.0661174,0.0590065,0.0318506,0.0217092,0.00710049,0.0519833,0.0971636,0.0423145,0.0752178,0.0730959,0.028198,0.0598146,0.04496,0.0771392,0.0198535,0.0622375,0.163949,0.0863122,0.0477063,0.0233952,0.0125629,0,0.0364636
1270,0.0363022,0,0,0,0,0.0709478,0,0,0,0,0,0,0.0316261,0,0.01528,0.0697796,0,0,0.0218369,0,0,0.0407744,0.0599925,0.0201432,0.00957186,0.023431,0.047354,0.0389137,0.0518827,0.0672057,0.0424678,0.00956249,0.014313,0.0275023,0.0265657,0.0130742,0.0135853,0.0336744,0.0207059,0.0323667,0,0.0628602,0.0518693,0,0,0.101494,0,0,0.0672699,0.0592262,0.0318464,0.0218724,0.00688424,0.0522002,0.0964093,0.0425353,0.0750743,0.0729063,0.0283518,0.0597082,0.044842,0.0770735,0.0194623,0.061201,0.169706,0.0887835,0.0469434,0.0235201,0.0126287,0,0.0363112
1271,0.0369092,0,0,0,0,0.0720236,0,0,0,0,0,0,0.0313529,0,0.0154614,0.0674511,0,0,0.0227833,0,0,0.040817,0.0611606,0.0203391,0.0104349,0.0242972,0.0484019,0.0399812,0.0508806,0.0670368,0.0434052,0.00925301,0.0134384,0.0279243,0.0270783,0.013263,0.0132559,0.0291205,0.0217757,0.0313412,0,0.0647416,0.0531462,0,0,0.103171,0,0,0.0676741,0.0586959,0.0320452,0.0215452,0.0070143,0.0512509,0.100218,0.0423825,0.075044,0.0726862,0.0279624,0.0598337,0.0451269,0.0773118,0.0200594,0.0615289,0.163294,0.0874998,0.0483228,0.0237677,0.0126833,0,0.0362556
1272,0.0370861,0,0,0,0,0.0720014,0,0,0,0,0,0,0.0305961,0,0.0148566,0.0678084,0,0,0.0222799,0,0,0.0404712,0.0614548,0.0203483,0.00999345,0.024721,0.048315,0.039271,0.05065,0.0667949,0.0435855,0.00952205,0.0134692,0.0279714,0.0271569,0.0141841,0.013124,0.0308586,0.0223219,0.0321285,0,0.0642686,0.0529279,0,0,0.103022,0,0,0.0690797,0.0585846,0.0319333,0.0216265,0.00706984,0.0511772,0.0988308,0.0425393,0.0751491,0.0727589,0.0281176,0.0596065,0.0449992,0.0770223,0.0195066,0.0610358,0.167815,0.0901155,0.0477603,0.023891,0.0129537,0,0.036355
1273,0.0375529,0,0,0,0,0.0726016,0,0,0,0,0,0,0.0306609,0,0.0147373,0.066908,0,0,0.0229619,0,0,0.0407799,0.0620545,0.0207404,0.0101424,0.0252794,0.0487705,0.0396765,0.0502608,0.0666579,0.0441023,0.00925184,0.0137412,0.0280796,0.0271564,0.0141143,0.0131001,0.029235,0.0221107,0.0317076,0,0.0649753,0.0540312,0,0,0.103724,0,0,0.069622,0.0584168,0.0320281,0.0215274,0.00710584,0.0508547,0.10112,0.0426081,0.0750325,0.0725559,0.0277725,0.0596683,0.0451977,0.0772156,0.0197167,0.0608682,0.165816,0.0901682,0.0484701,0.0240356,0.0128822,0,0.0362425
1274,0.0378269,0,0,0,0,0.0726678,0,0,0,0,0,0,0.0306609,0,0.0138599,0.0678002,0,0,0.0225311,0,0,0.040579,0.0621162,0.020899,0.00942747,0.0254295,0.0484428,0.0388464,0.0504576,0.0664209,0.044056,0.00960541,0.0149498,0.0281521,0.0270836,0.0142762,0.0128955,0.0313644,0.0222627,0.0325431,0,0.0641838,0.0539326,0,0,0.10347,0,0,0.0709963,0.0584255,0.0319193,0.0217227,0.007208,0.0510134,0.0995402,0.042871,0.0751648,0.072545,0.0278321,0.0594835,0.0450033,0.0770415,0.0191966,0.0604529,0.170857,0.0929147,0.0479903,0.024106,0.0128879,0,0.0362172
1275,0.0381078,0,0,0,0,0.0730239,0,0,0,0,0,0,0.0307884,0,0.0131168,0.0676964,0,0,0.0225382,0,0,0.0406456,0.0625622,0.0211699,0.00925998,0.0255759,0.0485837,0.0387342,0.0503019,0.066146,0.0441988,0.0103308,0.0156153,0.0282288,0.0272564,0.0143223,0.012922,0.0315345,0.0223547,0.0329019,0,0.0642407,0.0542679,0,0,0.103684,0,0,0.0718446,0.0582907,0.0318574,0.0218418,0.00736445,0.050926,0.0998341,0.042928,0.0755688,0.0724256,0.0277206,0.0595204,0.0449964,0.0770395,0.0188944,0.060216,0.172318,0.094202,0.0482235,0.0241671,0.0128775,0,0.0362399
1276,0.0382625,0,0,0,0,0.0732037,0,0,0,0,0,0,0.031139,0,0.0125566,0.0677785,0,0,0.0227045,0,0,0.0406267,0.0629327,0.0214821,0.0089934,0.0255335,0.0487214,0.0386066,0.0499419,0.0658174,0.0441538,0.0110657,0.015965,0.0284278,0.0275166,0.0139509,0.0128103,0.0317178,0.0223784,0.0329775,0,0.0640382,0.054521,0,0,0.104065,0,0,0.072795,0.0583013,0.0316506,0.0219446,0.00726925,0.051075,0.0998431,0.0427875,0.0760157,0.0723514,0.0277921,0.0595831,0.0450817,0.0771287,0.018884,0.0603908,0.173647,0.0955833,0.0482743,0.0242671,0.0129874,0,0.0361947
1277,0.0384262,0,0,0,0,0.0733749,0,0,0,0,0,0,0.0319707,0,0.0118405,0.0677911,0,0,0.0228839,0,0,0.0406468,0.0632836,0.0218161,0.00863924,0.0256047,0.0488287,0.0385599,0.0494096,0.0655661,0.0441444,0.011574,0.0164507,0.0285272,0.0277504,0.0131352,0.0127298,0.0316701,0.022401,0.0331157,0,0.0639468,0.0548471,0,0,0.104513,0,0,0.07355,0.0582158,0.0316144,0.0220707,0.0071366,0.051222,0.100107,0.0427073,0.0755115,0.0722796,0.0278003,0.0595924,0.0451514,0.0771947,0.0188782,0.0606382,0.174246,0.0966308,0.0483901,0.0244027,0.0129948,0,0.0361678
1278,0.038577,0,0,0,0,0.073848,0,0,0,0,0,0,0.0327536,0,0.0111847,0.0664,0,0,0.0233531,0,0,0.0409355,0.0641914,0.0222779,0.00908497,0.0261001,0.049433,0.0393962,0.0482319,0.0652609,0.0447591,0.0122871,0.0173679,0.0287084,0.0281205,0.0124284,0.0130289,0.0294459,0.0225416,0.0328373,0,0.0650835,0.0555086,0,0,0.105337,0,0,0.0735374,0.0579017,0.031602,0.0220226,0.0071378,0.0508375,0.102584,0.0424876,0.0750855,0.0721585,0.0274595,0.0597818,0.0452402,0.0773646,0.0188526,0.0607495,0.170651,0.095903,0.0493198,0.0245404,0.0131709,0,0.0363747
1279,0.0385253,0,0,0,0,0.0738215,0,0,0,0,0,0,0.033767,0,0.0106278,0.0665533,0,0,0.0237095,0,0,0.04096,0.0645148,0.022141,0.00870819,0.0262112,0.0494248,0.0395428,0.0471958,0.06482,0.0449013,0.0127485,0.0179118,0.0289019,0.0284952,0.0114055,0.012905,0.0292281,0.0224287,0.0324611,0,0.0647619,0.0557418,0,0,0.105945,0,0,0.0741696,0.0579802,0.0313708,0.0220037,0.0067827,0.0510699,0.102921,0.0422504,0.0748294,0.0721231,0.0275772,0.0599213,0.0451263,0.0775171,0.0190414,0.0610393,0.170674,0.0966163,0.0493829,0.0247529,0.0133538,0,0.0364154
1280,0.0387015,0,0,0,0,0.0738623,0,0,0,0,0,0,0.0353512,0,0.00906184,0.0677595,0,0,0.0231339,0,0,0.0408001,0.0643343,0.0223194,0.00770931,0.026496,0.0487005,0.0387853,0.0465902,0.06446,0.04471,0.0134408,0.0183999,0.0284465,0.0283414,0.0100734,0.012622,0.0310282,0.0224682,0.033167,0,0.063739,0.0555221,0,0,0.105718,0,0,0.0749059,0.0579262,0.031397,0.0222743,0.00702176,0.0513876,0.101288,0.0424644,0.0749043,0.0719342,0.0274191,0.0598959,0.0449907,0.0774069,0.0187638,0.061229,0.174198,0.0987016,0.0490521,0.0250264,0.012998,0,0.0365389
1281,0.0387227,0,0,0,0,0.0739572,0,0,0,0,0,0,0.0366501,0,0.00810585,0.0679929,0,0,0.0230788,0,0,0.0408109,0.064602,0.0227922,0.00736003,0.0270506,0.0484463,0.0387259,0.0455301,0.0640092,0.0446762,0.0141027,0.0190459,0.0283392,0.0284854,0.00903316,0.0126073,0.0311555,0.0224435,0.0331781,0,0.0634178,0.0555158,0,0,0.106042,0,0,0.0753941,0.0579037,0.0314389,0.022366,0.00711251,0.0515333,0.101216,0.0424176,0.074872,0.0719454,0.027272,0.0599253,0.0451431,0.0772775,0.0188183,0.0616616,0.174797,0.0996215,0.0491179,0.0252269,0.0130569,0,0.0366871
