Timestep,,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,RTHI,RTHIA
39,0,0.0257966,0,0,0,0,0.0473602,0,0,0,0,0,0,0.0349181,0,0.0215742,0.0744567,0,0,0.015441,0,0,0.0356495,0.07354,0.0248857,0.0148226,0.0169745,0.0247772,0.0274955,0.0301639,0.0394475,0.0491813,0.0319133,0.0119015,0.0125213,0.02547,0.0269109,0.0141922,0.0175069,0.00962702,0.0128402,0.0452155,0,0.013717,0.0698119,0.0337516,0,0,0.00674214,0,0,0.0460181,0.0505417,0.0335963,0.0344999,0.0109953,0.0488451,0.0372578,0.0662176,0.023526,0.0549906,0.0364324,0.0410066,0.0744526,0.0177969,0.0211743,0.00744769,0.0258561,0.0288731,0.0242951,0,0
40,0,0.02581,0,0,0,0,0.0473749,0,0,0,0,0,0,0.0347484,0,0.0216034,0.0744434,0,0,0.0154398,0,0,0.0356655,0.0735343,0.0247623,0.0148358,0.0169588,0.0247578,0.0275547,0.0301873,0.0394207,0.04918,0.0318719,0.0118799,0.0125506,0.0255681,0.0269813,0.0141595,0.0175096,0.0096041,0.0129205,0.0452238,0,0.0137502,0.0698531,0.0337119,0,0,0.00673413,0,0,0.0460407,0.0505114,0.033571,0.0345221,0.0109642,0.0488785,0.0372882,0.066224,0.0235243,0.0549797,0.0364368,0.0409959,0.0744555,0.017793,0.0211972,0.0074561,0.0257575,0.0288788,0.0242952,0,0
41,0,0.0258427,0,0,0,0,0.0473824,0,0,0,0,0,0,0.0346008,0,0.0216455,0.0744233,0,0,0.0154422,0,0,0.0356972,0.0735365,0.0246059,0.0148509,0.0169558,0.0247382,0.0275746,0.0302182,0.0394001,0.0491963,0.0318545,0.0118922,0.0125683,0.0256757,0.0270084,0.0141329,0.0175258,0.00959918,0.0129748,0.0451854,0,0.0137371,0.0698785,0.0336803,0,0,0.00672474,0,0,0.0460632,0.0504729,0.0335657,0.0345351,0.0108878,0.0489121,0.0372611,0.0662126,0.0235174,0.0549557,0.0364438,0.0409024,0.0744783,0.0177819,0.0212018,0.00745259,0.0256631,0.028867,0.0242833,0,0
42,0,0.0258719,0,0,0,0,0.0473923,0,0,0,0,0,0,0.0345266,0,0.021667,0.0743907,0,0,0.0154437,0,0,0.0357171,0.0735499,0.0245264,0.0148773,0.0169752,0.0247317,0.0275855,0.0302326,0.0393812,0.0492244,0.0318108,0.011883,0.0125508,0.0256496,0.0269899,0.014134,0.0175255,0.00959332,0.0130247,0.0451279,0,0.0136926,0.0698667,0.0336547,0,0,0.00674456,0,0,0.0460444,0.0504122,0.0335806,0.0345509,0.010848,0.048952,0.0372314,0.0661862,0.0235229,0.0549327,0.0364337,0.0407643,0.0745211,0.0177607,0.0211639,0.00746106,0.0256092,0.0288218,0.024261,0,0
43,0,0.025892,0,0,0,0,0.0473851,0,0,0,0,0,0,0.0344804,0,0.0216727,0.0743922,0,0,0.0154112,0,0,0.0357065,0.0735417,0.0244375,0.0149019,0.0169999,0.024733,0.027584,0.0302383,0.0393667,0.0492231,0.0317584,0.0118413,0.012522,0.0256005,0.0269959,0.0141101,0.0175205,0.00957876,0.0130432,0.0451132,0,0.0137665,0.0698478,0.0336247,0,0,0.00679412,0,0,0.0460293,0.0502502,0.0336028,0.0345415,0.0108395,0.0489822,0.0372263,0.0662046,0.0235521,0.054917,0.0364469,0.0408715,0.0745021,0.0177641,0.021101,0.00744714,0.0255815,0.0288029,0.024272,0,0
44,0,0.0259085,0,0,0,0,0.0473786,0,0,0,0,0,0,0.0343845,0,0.0217053,0.0744156,0,0,0.0153684,0,0,0.035687,0.0735113,0.0242762,0.014929,0.0170064,0.0247344,0.0276131,0.0302529,0.0393539,0.0492311,0.0317407,0.0117843,0.0125424,0.0256793,0.0270306,0.0140682,0.017518,0.00958001,0.0130395,0.0450869,0,0.0138084,0.0698285,0.0335907,0,0,0.0068554,0,0,0.0460198,0.0500594,0.0335972,0.0345109,0.0108513,0.0490105,0.0372594,0.0662306,0.0235857,0.0549095,0.0364457,0.0409357,0.0744849,0.0177533,0.0210604,0.00741262,0.0255236,0.0288088,0.0242905,0,0
45,0,0.025931,0,0,0,0,0.0473884,0,0,0,0,0,0,0.0341471,0,0.02181,0.0744383,0,0,0.015331,0,0,0.0356956,0.0735073,0.0239459,0.0149595,0.0169993,0.0247241,0.0276788,0.0302627,0.0393601,0.0493017,0.0317487,0.0118013,0.0125555,0.0258788,0.0271352,0.0140043,0.0175139,0.00959262,0.0130352,0.0450775,0,0.0138067,0.0698647,0.033568,0,0,0.0069136,0,0,0.046045,0.0499518,0.0335793,0.0345276,0.0108836,0.0490318,0.0373078,0.0662364,0.0236076,0.0549133,0.0364382,0.0409427,0.0744613,0.0177537,0.0210335,0.00737428,0.0255281,0.0288382,0.0242845,0,0
46,0,0.0259344,0,0,0,0,0.0474109,0,0,0,0,0,0,0.033896,0,0.0219043,0.0744444,0,0,0.015309,0,0,0.0357284,0.0735212,0.0236079,0.0149783,0.0169905,0.0247378,0.027793,0.03027,0.0393902,0.0493304,0.031782,0.0118198,0.0126045,0.0260612,0.0272613,0.0139533,0.0175154,0.00962858,0.0130221,0.0450733,0,0.0138,0.0699031,0.0335531,0,0,0.00697451,0,0,0.0460547,0.049904,0.0335743,0.0345462,0.0109108,0.0490659,0.0373249,0.0662433,0.0236367,0.0549103,0.0364352,0.0409297,0.0744609,0.0177664,0.0210596,0.00728434,0.0256962,0.028893,0.0242724,0,0
47,0,0.0259223,0,0,0,0,0.0474309,0,0,0,0,0,0,0.0336779,0,0.0219436,0.0744638,0,0,0.0152876,0,0,0.0357368,0.073506,0.0233117,0.0149788,0.0169972,0.0247458,0.0279012,0.0302843,0.039443,0.0493592,0.031798,0.0117804,0.0127242,0.0262123,0.0273769,0.013918,0.017515,0.00962863,0.0130485,0.0450729,0,0.0138183,0.0698826,0.033534,0,0,0.00716673,0,0,0.0459367,0.0498526,0.0335829,0.0345497,0.0109314,0.0491001,0.0373041,0.0662694,0.0236474,0.0548945,0.0364273,0.0409418,0.0744444,0.0177738,0.0209631,0.0072127,0.0258525,0.0289183,0.0242604,0,0
48,0,0.0259718,0,0,0,0,0.0465014,0,0,0,0,0,0,0.033537,0,0.0221073,0.0747065,0,0,0.0152392,0,0,0.0356971,0.0736125,0.0229576,0.0154459,0.0168134,0.0242018,0.0278979,0.0300525,0.0392587,0.0491387,0.0316292,0.0117837,0.0127524,0.0263135,0.027441,0.0138169,0.0175741,0.00957449,0.0131113,0.0451207,0,0.0138446,0.0700547,0.0328132,0,0,0.00547997,0,0,0.0381054,0.0498549,0.0336049,0.034757,0.0108903,0.0491253,0.0377007,0.0663197,0.0237461,0.0548465,0.0363706,0.0408998,0.074376,0.0178153,0.0224169,0,0.0257563,0.0282444,0.0248605,0,0
49,0,0.0259336,0,0,0,0,0.0464929,0,0,0,0,0,0,0.0333528,0,0.0221523,0.0746585,0,0,0.0152593,0,0,0.0356782,0.0735761,0.0227427,0.0154621,0.0168662,0.0242363,0.0279731,0.0300938,0.0393032,0.049109,0.0315739,0.0117468,0.0127073,0.0263539,0.0274251,0.0138548,0.0175604,0.00952387,0.0132125,0.0450673,0,0.013817,0.0701579,0.032796,0,0,0.00562474,0,0,0.0380147,0.0498442,0.033598,0.0347409,0.0108684,0.0491907,0.0376636,0.0663218,0.02372,0.0548649,0.0363519,0.0408204,0.0743813,0.0178215,0.0223312,0,0.0257567,0.0282258,0.0248936,0,0
50,0,0.0259348,0,0,0,0,0.0465233,0,0,0,0,0,0,0.0329405,0,0.0223029,0.0746304,0,0,0.0152686,0,0,0.035732,0.0735382,0.0222103,0.0154597,0.0168674,0.0242586,0.0280025,0.0300693,0.0393503,0.0491024,0.0315405,0.0117917,0.0127467,0.0266566,0.0276134,0.0138635,0.017561,0.00953596,0.0132579,0.0450143,0,0.0137611,0.0702298,0.0327993,0,0,0.00570861,0,0,0.0381373,0.0498361,0.0336087,0.0347211,0.0108892,0.0492092,0.0376829,0.0663215,0.0236999,0.0548734,0.0363274,0.0407211,0.0744054,0.017816,0.0222547,0,0.0259746,0.028224,0.0248997,0,0
51,0,0.0259391,0,0,0,0,0.0465457,0,0,0,0,0,0,0.0326733,0,0.0224369,0.0746304,0,0,0.0152642,0,0,0.0357735,0.073554,0.0218401,0.0154553,0.0168497,0.0242936,0.0280098,0.0300984,0.03942,0.0491247,0.0314999,0.0118394,0.0127709,0.0268226,0.0277309,0.0138682,0.0175677,0.00954273,0.0132688,0.0450157,0,0.0137837,0.0702505,0.032797,0,0,0.00576819,0,0,0.038229,0.049851,0.0336032,0.0347183,0.0109157,0.0492347,0.0377448,0.0663617,0.0236881,0.0548785,0.0363599,0.0408261,0.0743712,0.0178156,0.0221074,0,0.0261547,0.0282062,0.0249199,0,0
52,0,0.0268526,0,0,0,0,0.0470693,0,0,0,0,0,0,0.0338133,0,0,0.0760785,0,0,0.0143729,0,0,0.03659,0.0724718,0.0203204,0.0160589,0.0164288,0.0235589,0.0275722,0.0314833,0,0.0500526,0.0307238,0.0102715,0.0109017,0.0280806,0.0283693,0.0100425,0.0181335,0.00917335,0.0123828,0.040416,0,0.0121678,0.069961,0.0328379,0,0,0.00601601,0,0,0.0384534,0.0503722,0.0346732,0.0341947,0.00946861,0.048049,0.0371876,0.0663691,0.0240297,0.0553061,0.0349777,0.0416629,0.0751213,0.0153161,0.0215294,0,0.0253451,0.0287993,0.0242425,0,0
53,0,0.025859,0,0,0,0,0.0465579,0,0,0,0,0,0,0.0321986,0,0.0227309,0.074639,0,0,0.0151778,0,0,0.0355829,0.0736127,0.0211963,0.0154507,0.0168263,0.0242791,0.0280614,0.0302435,0.0395114,0.0491661,0.0314265,0.0119198,0.0128583,0.0271694,0.0280029,0.0139071,0.0176587,0.00957342,0.0131097,0.0449614,0,0.0137559,0.0702387,0.0327305,0,0,0.00590081,0,0,0.0381608,0.0498971,0.0335131,0.0346312,0.0109092,0.0492788,0.0377658,0.066402,0.0237139,0.0548775,0.036397,0.0408633,0.0743316,0.0177689,0.0218992,0,0.0260887,0.0282079,0.0249787,0,0
54,0,0.0258217,0,0,0,0,0.0465577,0,0,0,0,0,0,0.0319865,0,0.0227866,0.0746765,0,0,0.0151527,0,0,0.0354948,0.0736204,0.0208178,0.0154738,0.0167833,0.0242326,0.0280822,0.0303176,0.0395562,0.0492297,0.0314433,0.0119224,0.0129229,0.0273928,0.0281591,0.0139009,0.0176825,0.00961795,0.0130022,0.0449012,0,0.0137856,0.0703293,0.0326982,0,0,0.00607746,0,0,0.0380584,0.0499309,0.0335875,0.0345852,0.0109758,0.0492689,0.03778,0.0663871,0.0237283,0.0548997,0.0364022,0.0408746,0.0743561,0.017794,0.0218301,0,0.0259661,0.0282172,0.0249772,0,0
55,0,0.0258031,0,0,0,0,0.0465732,0,0,0,0,0,0,0.0319191,0,0.0227725,0.0747362,0,0,0.0151873,0,0,0.0355829,0.0736001,0.0206368,0.0154966,0.0167583,0.0242568,0.0280891,0.0303143,0.0396097,0.0492231,0.0314303,0.0119031,0.012917,0.0274939,0.0282147,0.0138871,0.0176835,0.00966161,0.0129852,0.0449173,0,0.0137733,0.0702239,0.0326657,0,0,0.00621325,0,0,0.0379584,0.0499603,0.0336038,0.0346518,0.0110138,0.0492591,0.0377745,0.0664013,0.0237509,0.0549154,0.0363816,0.0408889,0.0743574,0.0178221,0.0217275,0,0.0258467,0.0282455,0.0250058,0,0
56,0,0.0257819,0,0,0,0,0.0465899,0,0,0,0,0,0,0.0319218,0,0.0228049,0.074777,0,0,0.0152455,0,0,0.0357758,0.0735723,0.0206083,0.0155397,0.0167837,0.0243641,0.028105,0.0302567,0.0396098,0.0491868,0.0314255,0.0118842,0.0129352,0.0274917,0.0282038,0.0139097,0.0177158,0.00962259,0.0131265,0.0449734,0,0.0137274,0.0700518,0.0326176,0,0,0.00633071,0,0,0.0378328,0.0500143,0.0335267,0.0349602,0.0110539,0.0492268,0.037743,0.0664433,0.0238282,0.0549168,0.0363919,0.0408693,0.0743682,0.0178358,0.0216383,0,0.0257147,0.02825,0.0250852,0,0
57,0,0.0257361,0,0,0,0,0.0466161,0,0,0,0,0,0,0.0319528,0,0.0228163,0.0747578,0,0,0.0152628,0,0,0.0358396,0.0735317,0.0208933,0.0155861,0.0167845,0.0244692,0.0281144,0.0302882,0.0395951,0.049167,0.0314333,0.0118965,0.0130071,0.0274308,0.0281414,0.0140081,0.0177311,0.00945723,0.0133812,0.0450084,0,0.0137259,0.070075,0.0325631,0,0,0.00644463,0,0,0.0377825,0.0500796,0.0335906,0.0352002,0.011118,0.0492018,0.0377245,0.0664477,0.0238598,0.0549065,0.0364296,0.0408582,0.074417,0.0179179,0.0215263,0,0.0256674,0.0282477,0.0251292,0,0
58,0,0.0257241,0,0,0,0,0.0466571,0,0,0,0,0,0,0.0319868,0,0.0228249,0.0747226,0,0,0.0152304,0,0,0.0358178,0.0734952,0.0210275,0.0155916,0.0167648,0.024444,0.0281146,0.0303481,0.0396459,0.0491555,0.0314503,0.0119,0.0130546,0.0274044,0.0281376,0.0140219,0.0177328,0.0094269,0.0133999,0.0449783,0,0.0137424,0.0702004,0.0325527,0,0,0.00655605,0,0,0.0378507,0.0500892,0.0336522,0.0350237,0.0111494,0.0492274,0.0377527,0.0664362,0.0238573,0.0549068,0.0364527,0.0408754,0.0744365,0.0179404,0.0214527,0,0.025743,0.0282798,0.0251033,0,0
59,0,0.0257138,0,0,0,0,0.0467032,0,0,0,0,0,0,0.0320353,0,0.0227887,0.0747663,0,0,0.015228,0,0,0.035863,0.0734761,0.0210304,0.0155898,0.016744,0.0244024,0.028132,0.030363,0.0397034,0.0491655,0.0314597,0.0118897,0.0130017,0.0273712,0.0281462,0.0139993,0.0177649,0.00949891,0.0133047,0.0449342,0,0.0137466,0.0702485,0.0325347,0,0,0.00659314,0,0,0.0379148,0.0501067,0.0336561,0.0348984,0.0111337,0.0492506,0.037779,0.0664287,0.0238521,0.0549257,0.0364779,0.0409123,0.074419,0.0179398,0.0214468,0,0.0257939,0.0283294,0.0250939,0,0
60,0,0.0257018,0,0,0,0,0.0468136,0,0,0,0,0,0,0.0320153,0,0.0227313,0.0747978,0,0,0.0152833,0,0,0.0359589,0.0734655,0.0209915,0.0155491,0.0167355,0.024416,0.0281206,0.030383,0.0397381,0.0491982,0.0314921,0.011881,0.0130061,0.0273601,0.028158,0.0140431,0.0177836,0.00950631,0.0133223,0.0449059,0,0.0137483,0.0702566,0.0325436,0,0,0.00752469,0,0,0.037748,0.050124,0.0336396,0.0348891,0.0111407,0.0492404,0.0378295,0.0664215,0.0238477,0.0549287,0.0364844,0.0409447,0.0744108,0.0179295,0.0207582,0,0.0255659,0.0284097,0.0250867,0,0
61,0,0.0256517,0,0,0,0,0.0469485,0,0,0,0,0,0,0.0320115,0,0.0227116,0.0748045,0,0,0.0153117,0,0,0.0359246,0.0734677,0.0210225,0.0155198,0.0167524,0.0244158,0.0281959,0.0303276,0.039749,0.0492039,0.0315565,0.011883,0.0130558,0.0273377,0.0281583,0.0141189,0.0177948,0.00947923,0.013363,0.0449021,0,0.0137421,0.070244,0.0325601,0,0,0.00910463,0,0,0.0375425,0.0501264,0.0336349,0.0349277,0.0111738,0.0492002,0.0378677,0.0664415,0.0238736,0.0549346,0.0364788,0.0409545,0.0744275,0.0179339,0.0197961,0,0.025195,0.0284932,0.025048,0,0
62,0,0.0256385,0,0,0,0,0.0469978,0,0,0,0,0,0,0.0320663,0,0.0226558,0.074842,0,0,0.0152951,0,0,0.0358713,0.0734674,0.0212779,0.0155091,0.016742,0.0243867,0.028312,0.0301971,0.0397672,0.0492031,0.0316155,0.0118856,0.0130604,0.027267,0.0280926,0.0141898,0.0178186,0.0094771,0.013352,0.0449119,0,0.0137439,0.0702476,0.0325378,0,0,0.00939647,0,0,0.0375839,0.050145,0.0336381,0.0349426,0.0112025,0.0491693,0.0379107,0.0664537,0.0238781,0.0549582,0.0364082,0.0409547,0.0744407,0.017943,0.0196896,0,0.0251842,0.0285351,0.0250179,0,0
63,0,0.0254678,0,0,0,0,0.0471363,0,0,0,0,0,0,0.0323638,0,0.022627,0.0750739,0,0,0.0151636,0,0,0.0357638,0.0736275,0.0216654,0.0158726,0.0166961,0.0238862,0.0288426,0.0299574,0.0396186,0.0490402,0.0315351,0.0118701,0.0129694,0.0269776,0.0278577,0.0141175,0.0181996,0.00958516,0.0132301,0.0450259,0,0.0137368,0.0704078,0.0320989,0,0,0.0174527,0,0,0.0377357,0.0502413,0.0336315,0.0350027,0.0111943,0.0490284,0.0388557,0.0664581,0.0239404,0.0549544,0.0362215,0.0409592,0.0744423,0.0180022,0.0158488,0,0.0243448,0.0284542,0.025052,0,0
64,0,0.0254661,0,0,0,0,0.0471599,0,0,0,0,0,0,0.032388,0,0.0226176,0.0750931,0,0,0.0151428,0,0,0.035754,0.0736246,0.0217488,0.0158698,0.016716,0.0238487,0.0288534,0.0299739,0.039601,0.0490696,0.031542,0.0118856,0.0129619,0.0269184,0.0278595,0.0141569,0.0182316,0.00959668,0.0132113,0.0449947,0,0.0137321,0.070421,0.0320871,0,0,0.0175539,0,0,0.0377249,0.0502748,0.0336272,0.0349831,0.0112104,0.0490111,0.0388941,0.0664421,0.0239401,0.0549862,0.0361504,0.0409577,0.074436,0.0180087,0.0158422,0,0.0242922,0.0284645,0.025042,0,0
65,0,0.0254613,0,0,0,0,0.0471723,0,0,0,0,0,0,0.0324125,0,0.0225446,0.0751443,0,0,0.0151241,0,0,0.0356714,0.0735988,0.0218165,0.0158556,0.0166798,0.0238226,0.0288763,0.0300852,0.0395822,0.0490345,0.0315452,0.0118944,0.0129557,0.026871,0.0278623,0.0141992,0.0182265,0.0095952,0.0131973,0.0449437,0,0.0137194,0.0704071,0.0320748,0,0,0.0175865,0,0,0.0376891,0.0502941,0.0336145,0.0349836,0.0112313,0.0489945,0.0389007,0.0664224,0.0239442,0.05499,0.0362374,0.0409374,0.074435,0.0179943,0.0158478,0,0.0242507,0.0284889,0.0250402,0,0
66,0,0.0254557,0,0,0,0,0.0471884,0,0,0,0,0,0,0.0324367,0,0.0225108,0.0751821,0,0,0.0150764,0,0,0.0356322,0.0735781,0.0218959,0.0158396,0.0166517,0.0237839,0.0288997,0.0301337,0.0396024,0.049013,0.031552,0.0118917,0.012945,0.026932,0.0278474,0.014215,0.0182452,0.00957866,0.0132121,0.0448493,0,0.0137187,0.0703864,0.0320671,0,0,0.0175584,0,0,0.0376688,0.050292,0.0336297,0.0349838,0.0112337,0.0489586,0.0388885,0.0664179,0.0239317,0.0549831,0.0364788,0.0409087,0.0744275,0.0179551,0.0158863,0,0.0242253,0.0285189,0.0250047,0,0
67,0,0.0255589,0,0,0,0,0.0471869,0,0,0,0,0,0,0.0321843,0,0.0225666,0.0750566,0,0,0.0150753,0,0,0.0355808,0.0734206,0.0217242,0.0154922,0.0167238,0.0241429,0.0285368,0.0302591,0.0398065,0.0491632,0.0316385,0.0118972,0.0129954,0.0271868,0.0280449,0.0143651,0.0179712,0.00944733,0.013241,0.0447149,0,0.0137436,0.0702689,0.0324571,0,0,0.0119554,0,0,0.037464,0.0502403,0.033685,0.0348822,0.0112743,0.0489903,0.038075,0.0664031,0.0238333,0.0549728,0.0365855,0.0409272,0.0744012,0.0179157,0.0185088,0,0.0247218,0.0286824,0.0248838,0,0
68,0,0.0255841,0,0,0,0,0.0471425,0,0,0,0,0,0,0.0321324,0,0.0226106,0.0750776,0,0,0.0150855,0,0,0.0355986,0.0733952,0.0216407,0.0154528,0.0167219,0.024142,0.0285183,0.030203,0.039865,0.0491774,0.0316606,0.0119038,0.0130196,0.0272669,0.0281205,0.0144098,0.0179291,0.00942145,0.0132651,0.0446831,0,0.0137622,0.0702647,0.0324801,0,0,0.0103864,0,0,0.0374673,0.0502268,0.033741,0.0348599,0.0113005,0.0489617,0.0379606,0.0663951,0.0238054,0.0549961,0.0365725,0.0409402,0.0743849,0.0179327,0.0192677,0,0.0248873,0.0287081,0.0248947,0,0
69,0,0.0256447,0,0,0,0,0.0470461,0,0,0,0,0,0,0.0321374,0,0.0225721,0.0751139,0,0,0.0150742,0,0,0.0354695,0.073401,0.0216473,0.0154639,0.016741,0.02415,0.0285321,0.030265,0.0398618,0.04916,0.0316708,0.0119229,0.0130327,0.0272471,0.0281235,0.0143966,0.0178957,0.00938786,0.0132531,0.0446696,0,0.0137625,0.0702615,0.0324432,0,0,0.00832764,0,0,0.0375351,0.0502197,0.0337486,0.0348925,0.0113205,0.0489797,0.0379436,0.0663978,0.0237909,0.0550193,0.036544,0.0409339,0.0743878,0.0179327,0.0204048,0,0.0251702,0.02866,0.0249449,0,0
70,0,0.0256778,0,0,0,0,0.0469399,0,0,0,0,0,0,0.0322446,0,0.0225042,0.0751514,0,0,0.0150859,0,0,0.0354883,0.0734107,0.0217445,0.0154872,0.0167366,0.0241289,0.0285008,0.0302978,0.0398337,0.0491373,0.0316591,0.0119169,0.0130023,0.0271898,0.028075,0.014385,0.0178842,0.0093725,0.0132859,0.0446689,0,0.0137445,0.0702707,0.0323761,0,0,0.00670933,0,0,0.0377084,0.050217,0.0337315,0.034919,0.0113159,0.0489861,0.0379817,0.0663991,0.0237925,0.054998,0.0365318,0.0409429,0.0744004,0.0179148,0.0215727,0,0.0254959,0.0285872,0.0250466,0,0
71,0,0.0256701,0,0,0,0,0.0469427,0,0,0,0,0,0,0.0322683,0,0.0224925,0.0751569,0,0,0.0151148,0,0,0.0356825,0.0733969,0.0217425,0.0154743,0.0166962,0.0241322,0.0284794,0.0302933,0.0398271,0.0491434,0.0316425,0.0119331,0.0130363,0.0271677,0.0280944,0.0143714,0.0178823,0.00939302,0.0133372,0.0446675,0,0.0137499,0.0702727,0.0323702,0,0,0.00661831,0,0,0.0377548,0.0501879,0.0337277,0.0349193,0.0113272,0.0489614,0.037954,0.0663931,0.0237895,0.0549836,0.0365569,0.0409636,0.0744107,0.0178987,0.0216567,0,0.0255632,0.0285936,0.0251024,0,0
72,0,0.0256468,0,0,0,0,0.0469478,0,0,0,0,0,0,0.0322431,0,0.0225417,0.0751888,0,0,0.0151403,0,0,0.0357963,0.073388,0.0216631,0.0154717,0.01668,0.0241089,0.0284937,0.0302703,0.0398559,0.0491442,0.0316241,0.0119807,0.0131074,0.0271343,0.028148,0.0142924,0.0178934,0.00941333,0.0133706,0.0446303,0,0.0137608,0.0702777,0.032354,0,0,0.00653939,0,0,0.0378016,0.05018,0.0337472,0.0348993,0.0113637,0.0489299,0.0379068,0.0663816,0.023786,0.0549797,0.0365805,0.0409645,0.0744233,0.0178879,0.0217506,0,0.0256293,0.0286065,0.025113,0,0
73,0,0.0256304,0,0,0,0,0.046976,0,0,0,0,0,0,0.0322414,0,0.022622,0.075207,0,0,0.0151296,0,0,0.0357974,0.0733752,0.0215286,0.0154629,0.0166924,0.0241018,0.0285428,0.0302431,0.0398938,0.0491375,0.0316224,0.0120513,0.0131546,0.0271974,0.0282312,0.0141873,0.0179394,0.00943403,0.0133597,0.0445722,0,0.0137691,0.0703014,0.0323439,0,0,0.00644047,0,0,0.0377652,0.050181,0.0337558,0.0348664,0.0113877,0.0489197,0.0379662,0.0663754,0.0237861,0.0549731,0.0365946,0.0409681,0.074424,0.0178734,0.021811,0,0.0256182,0.028615,0.0250952,0,0
74,0,0.0256107,0,0,0,0,0.0469866,0,0,0,0,0,0,0.0323741,0,0.0225102,0.0751938,0,0,0.0151028,0,0,0.0357264,0.0733756,0.0216866,0.0154925,0.0166956,0.0241154,0.0285354,0.0302611,0.0398749,0.0491102,0.0316279,0.0120085,0.0131114,0.0271094,0.0281545,0.0141585,0.017973,0.00943856,0.0133087,0.04454,0,0.0137891,0.0703288,0.0323453,0,0,0.0063461,0,0,0.0377522,0.050182,0.0337566,0.0348666,0.0113858,0.0489663,0.0379651,0.0663827,0.0237837,0.0549664,0.0366269,0.0409885,0.0744265,0.0178653,0.021878,0,0.0256179,0.028604,0.0251153,0,0
75,0,0.025601,0,0,0,0,0.0470063,0,0,0,0,0,0,0.0326554,0,0.0223513,0.0751371,0,0,0.0150547,0,0,0.0355779,0.0733707,0.0220312,0.0155732,0.0166809,0.0241832,0.0285029,0.0302731,0.0398273,0.0491096,0.0316378,0.0119155,0.0130117,0.0269473,0.0279795,0.0141154,0.0180139,0.00940262,0.0132723,0.0445528,0,0.0138169,0.0703354,0.0323298,0,0,0.00626096,0,0,0.0377963,0.0501707,0.0337499,0.0349012,0.0113649,0.0490686,0.0379301,0.0663607,0.0237725,0.0549776,0.0366581,0.0410249,0.0744201,0.0178568,0.0219695,0,0.0256545,0.0286117,0.0251475,0,0
76,0,0.0256152,0,0,0,0,0.0470425,0,0,0,0,0,0,0.0328809,0,0.0222547,0.0751219,0,0,0.0150311,0,0,0.0355204,0.073354,0.0222748,0.015606,0.0166801,0.024207,0.0285283,0.0302916,0.0398044,0.0490904,0.0316262,0.0118789,0.0129525,0.0268476,0.0278524,0.0140709,0.0180452,0.00937572,0.0132616,0.0445613,0,0.013805,0.0703248,0.0323277,0,0,0.00618565,0,0,0.0378596,0.050145,0.0337142,0.0349101,0.0113411,0.0491018,0.0379655,0.0663542,0.0237594,0.0550063,0.0366774,0.0410449,0.0744012,0.017826,0.0220722,0,0.0257337,0.0286321,0.025138,0,0
77,0,0.0266406,0,0,0,0,0.0476846,0,0,0,0,0,0,0.0341035,0,0,0.076647,0,0,0.0140946,0,0,0.0365031,0.0721609,0.0207147,0.0162332,0.0161674,0.0234099,0.0280063,0.0316524,0,0.0500165,0.0308939,0.0102776,0.011045,0.0281673,0.0285693,0.00994526,0.0186058,0.00899921,0.0123026,0.0401763,0,0.0121632,0.0701006,0.0323941,0,0,0.00639199,0,0,0.0381733,0.0505697,0.0347817,0.0344476,0.00991158,0.0478743,0.0372917,0.0662875,0.0240162,0.0553858,0.0353168,0.0417847,0.075124,0.0154133,0.0217543,0,0.0247795,0.0293208,0.0243373,0,0
78,0,0.0256129,0,0,0,0,0.0470451,0,0,0,0,0,0,0.0329218,0,0.0222724,0.0751666,0,0,0.0150722,0,0,0.0355796,0.0733871,0.022247,0.0156329,0.0166727,0.0241871,0.0285277,0.0302853,0.0398143,0.049063,0.0316201,0.0119209,0.0129629,0.0268812,0.0279416,0.0139907,0.0180267,0.00941031,0.0132918,0.0444996,0,0.0137984,0.0703546,0.0323191,0,0,0.0060187,0,0,0.03792,0.0501092,0.0337255,0.0348879,0.0113527,0.0491026,0.0378349,0.0663576,0.0237453,0.0549923,0.0367088,0.041082,0.0744002,0.0177994,0.0222997,0,0.025875,0.028587,0.0251907,0,0
