Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,
39,0.0279977,0,0,0,0,0.0496206,0,0,0,0,0,0,0.0236386,0,0.0255735,0.0702918,0,0,0.0151188,0,0,0.0351529,0.0749298,0.0211614,0.0137361,0.0136788,0.0281656,0.0333385,0.0344545,0.0431877,0.0462135,0.0244174,0.0138401,0.0158664,0.0289965,0.0293597,0.0248863,0.0145317,0.0082892,0.0145823,0.0315739,0,0.0160378,0.0718336,0.0341695,0,0,0.0185472,0,0,0.0439502,0.0564477,0.0286723,0.0334473,0.0172694,0.0507207,0.0416737,0.0358412,0.0578623,0.0538151,0.0199347,0.0632207,0.0404559,0,0.081218,0.0185151,0.0189654,0.00717358,0.0240678,0.0302066,0.020232,0
40,0.0279953,0,0,0,0,0.0496301,0,0,0,0,0,0,0.0235955,0,0.0255652,0.0703449,0,0,0.0151212,0,0,0.035131,0.0749137,0.0212309,0.0137715,0.0136607,0.0281,0.0333734,0.0344487,0.0431713,0.0462328,0.0244558,0.0137802,0.0158645,0.0290106,0.0293374,0.0249266,0.0145568,0.00830674,0.0145151,0.0315258,0,0.0160611,0.0718342,0.0341411,0,0,0.0185864,0,0,0.043837,0.0564528,0.0286745,0.0334617,0.0172617,0.0506687,0.0417991,0.0359061,0.0578695,0.0538232,0.0199178,0.063216,0.040441,0,0.0812009,0.0185545,0.0189114,0.00715844,0.0239941,0.0301989,0.0202297,0
41,0.0279919,0,0,0,0,0.0496235,0,0,0,0,0,0,0.0236001,0,0.0255595,0.0704291,0,0,0.0151189,0,0,0.0351013,0.0748962,0.0212539,0.0138284,0.0136477,0.0281283,0.0333768,0.034428,0.0431875,0.0462833,0.0244931,0.0137388,0.0158581,0.0290025,0.0293309,0.0249099,0.0145796,0.00831374,0.0144731,0.0314168,0,0.0161022,0.0718121,0.0341199,0,0,0.0186734,0,0,0.0434762,0.0564528,0.0286855,0.0334316,0.0172867,0.0505842,0.0418914,0.0359328,0.0580161,0.0538211,0.0199109,0.0632335,0.0404318,0,0.081237,0.0186399,0.0188162,0.00711729,0.0238927,0.0301768,0.0202197,0
42,0.028008,0,0,0,0,0.0496144,0,0,0,0,0,0,0.0236968,0,0.0255305,0.0705003,0,0,0.0151098,0,0,0.0350833,0.0748862,0.0210465,0.0139253,0.013675,0.0282136,0.0333532,0.0344063,0.0431776,0.0462938,0.0245325,0.0137447,0.01585,0.0289881,0.0293479,0.0248543,0.0145901,0.00831863,0.0144493,0.0313154,0,0.0161871,0.0717818,0.0341155,0,0,0.0187414,0,0,0.0432608,0.0564074,0.0287368,0.0333762,0.0172891,0.0504953,0.0419062,0.0358099,0.0579178,0.0538916,0.0199162,0.0632358,0.0404159,0,0.0812474,0.0187062,0.0187743,0.00710498,0.0237911,0.0301339,0.0202067,0
43,0.0279927,0,0,0,0,0.049605,0,0,0,0,0,0,0.0237317,0,0.0255434,0.0704703,0,0,0.0151071,0,0,0.0350928,0.0749029,0.021082,0.0139249,0.0137106,0.0280981,0.0333436,0.0343883,0.0431563,0.0462638,0.0245672,0.0137698,0.0158509,0.0290072,0.0293488,0.0247811,0.0145573,0.00833172,0.0144313,0.0313051,0,0.016217,0.0717773,0.0341014,0,0,0.018814,0,0,0.0431366,0.0563965,0.0287415,0.0333038,0.017295,0.0504822,0.0419286,0.0357424,0.0578978,0.053932,0.0199098,0.063238,0.0404165,0,0.0812504,0.0187244,0.0186995,0.00711043,0.0237962,0.0301112,0.0202185,0
44,0.0279784,0,0,0,0,0.0495898,0,0,0,0,0,0,0.0237245,0,0.0255626,0.0704572,0,0,0.0151082,0,0,0.0350997,0.074915,0.0211469,0.0139234,0.0137224,0.0280222,0.0333125,0.0343983,0.0431391,0.0462459,0.0245674,0.0137818,0.0158619,0.0290046,0.0293398,0.0247632,0.0145516,0.00833218,0.0144188,0.031328,0,0.0161916,0.0717957,0.0340713,0,0,0.0187743,0,0,0.0433432,0.0564339,0.0287304,0.0333441,0.0173028,0.0504912,0.0419941,0.0357051,0.0578316,0.0539146,0.0199193,0.0632227,0.0404148,0,0.0812468,0.0187255,0.0186912,0.00701076,0.02406,0.0301092,0.0202386,0
45,0.0279607,0,0,0,0,0.0495796,0,0,0,0,0,0,0.0237354,0,0.0255492,0.0704746,0,0,0.0151068,0,0,0.0351145,0.0749149,0.0211152,0.0139274,0.0137262,0.027946,0.0333076,0.0343869,0.0431237,0.0462353,0.0245678,0.0137635,0.0158716,0.0289927,0.029326,0.0247544,0.0145774,0.00834444,0.0144128,0.0313172,0,0.0161918,0.0718202,0.034043,0,0,0.0187656,0,0,0.043545,0.0564742,0.0286905,0.0333759,0.0172889,0.0504936,0.0420517,0.0357053,0.0578587,0.0538947,0.0199581,0.0632288,0.0404147,0,0.0812465,0.0187373,0.0187015,0.00701062,0.0242216,0.0301053,0.0202353,0
46,0.0279122,0,0,0,0,0.0491002,0,0,0,0,0,0,0.0237691,0,0.0255656,0.0705631,0,0,0.0152391,0,0,0.0350428,0.0749632,0.0210476,0.0140326,0.0136796,0.0277416,0.0329241,0.0342967,0.043064,0.0461762,0.0245021,0.0137744,0.0158436,0.0289757,0.0292909,0.0247508,0.0143119,0.00821516,0.0145358,0.0313048,0,0.0161902,0.07178,0.0338083,0,0,0.0158378,0,0,0.0370439,0.0564775,0.0286724,0.0335205,0.0172613,0.0505908,0.0409294,0.0357477,0.0579807,0.0538877,0.0199827,0.0631896,0.0403566,0,0.0812161,0.0187445,0.0188115,0,0.0245173,0.0299483,0.0205096,0
47,0.0279307,0,0,0,0,0.0495945,0,0,0,0,0,0,0.0237216,0,0.0255442,0.0704769,0,0,0.0151011,0,0,0.0351341,0.0749245,0.0211655,0.0139356,0.013727,0.0278224,0.0333478,0.0343366,0.0431264,0.0462681,0.0245864,0.0137622,0.0158376,0.0289992,0.0293342,0.0247669,0.0146174,0.0082669,0.0145641,0.0312864,0,0.0161962,0.0717962,0.0340247,0,0,0.018885,0,0,0.0438282,0.0564833,0.02866,0.0333895,0.0172795,0.0504775,0.0420589,0.0357239,0.0578787,0.0539056,0.0199593,0.0632443,0.0403951,0,0.0812378,0.018762,0.0187993,0.00735118,0.0241358,0.0300965,0.0202508,0
48,0.027892,0,0,0,0,0.04957,0,0,0,0,0,0,0.0236806,0,0.0255585,0.0704507,0,0,0.0151114,0,0,0.0351309,0.0749463,0.0213124,0.0139444,0.0137298,0.0277819,0.033311,0.0343248,0.0431142,0.0462723,0.0246178,0.0137557,0.0158673,0.0289886,0.0293602,0.0247501,0.0146039,0.00821981,0.0145932,0.0313232,0,0.016181,0.071786,0.0340276,0,0,0.0187927,0,0,0.0438383,0.0564766,0.0287244,0.0333674,0.017242,0.0504684,0.0420643,0.0356754,0.0576217,0.0539746,0.0200125,0.0632457,0.0403967,0,0.0812211,0.0187488,0.0188159,0.00727317,0.0241289,0.030093,0.0202735,0
49,0.0278596,0,0,0,0,0.0495403,0,0,0,0,0,0,0.0237222,0,0.0255731,0.0704439,0,0,0.015138,0,0,0.0351106,0.0749505,0.0212246,0.0139731,0.0137162,0.0277371,0.0332622,0.0343305,0.0430957,0.0462589,0.0246439,0.0137367,0.0158882,0.0289967,0.0293529,0.0246912,0.0145873,0.00825673,0.0144765,0.0313276,0,0.0161466,0.0717899,0.0340349,0,0,0.0186994,0,0,0.0438087,0.0564666,0.0287897,0.0333257,0.0171858,0.050433,0.0420712,0.035518,0.0573409,0.0540858,0.0201143,0.0632078,0.0403997,0,0.0811734,0.018741,0.0188516,0.00722261,0.0241184,0.0300846,0.0202737,0
50,0.0278593,0,0,0,0,0.0494762,0,0,0,0,0,0,0.0237312,0,0.025567,0.0704567,0,0,0.0151497,0,0,0.0351111,0.0749571,0.021139,0.0140068,0.013708,0.0276962,0.0332446,0.0343155,0.0430854,0.046257,0.0246311,0.013747,0.0158357,0.0290007,0.0293266,0.0247073,0.0145535,0.00830984,0.0144125,0.0312827,0,0.0161607,0.0717979,0.0340284,0,0,0.0185149,0,0,0.0438661,0.0565009,0.0286758,0.0333192,0.0172593,0.0503971,0.0420123,0.0355504,0.0578201,0.0539782,0.0200655,0.0632478,0.0404186,0,0.081243,0.0187597,0.0189018,0.00706791,0.0241762,0.030052,0.0202887,0
51,0.0278723,0,0,0,0,0.0494433,0,0,0,0,0,0,0.0237422,0,0.0255522,0.0704558,0,0,0.0151824,0,0,0.0351318,0.0749472,0.0210549,0.0140311,0.0137088,0.0277023,0.0332138,0.0343169,0.0430894,0.0462706,0.0246257,0.0137422,0.0157948,0.0290131,0.0293249,0.0247523,0.0145039,0.00833055,0.0143873,0.0313116,0,0.0161842,0.0718202,0.0340599,0,0,0.0184884,0,0,0.0438295,0.0564979,0.0286343,0.0333114,0.0172797,0.0503801,0.0418511,0.0355892,0.0578731,0.0539291,0.0200051,0.0632529,0.0404478,0,0.0812614,0.0187548,0.0189438,0.00708532,0.0241084,0.0300539,0.0202903,0
52,0.0278851,0,0,0,0,0.0494444,0,0,0,0,0,0,0.023779,0,0.0255371,0.0704638,0,0,0.0151857,0,0,0.0351508,0.0749224,0.0209242,0.0140884,0.0137096,0.0277297,0.0331657,0.0343694,0.0431149,0.0462854,0.0246296,0.0137333,0.0157878,0.0289983,0.0293278,0.024781,0.0144932,0.00834918,0.014346,0.0313181,0,0.0162269,0.0718661,0.0341138,0,0,0.0185065,0,0,0.0437104,0.0565047,0.0286235,0.0333125,0.0173057,0.0503529,0.0418146,0.0356001,0.0578212,0.0539018,0.0199745,0.0632595,0.0404807,0,0.0812559,0.0187559,0.0189251,0.00718792,0.0240054,0.0300589,0.0202679,0
53,0.0278867,0,0,0,0,0.0494528,0,0,0,0,0,0,0.023804,0,0.0255347,0.0704501,0,0,0.0151689,0,0,0.0351536,0.074919,0.0209197,0.0141377,0.0137281,0.0277515,0.0331527,0.0343678,0.0431139,0.0463133,0.0246538,0.013746,0.0158014,0.0289895,0.0293374,0.024755,0.014515,0.00833789,0.0143759,0.0313222,0,0.0161994,0.0718815,0.0341266,0,0,0.0184638,0,0,0.0437156,0.0565009,0.0286674,0.0333241,0.0172767,0.0503351,0.0418351,0.0354397,0.0577104,0.0539703,0.0200121,0.063253,0.0404607,0,0.081212,0.0187605,0.0189059,0.00717573,0.0240091,0.0300787,0.020266,0
54,0.0278666,0,0,0,0,0.0494468,0,0,0,0,0,0,0.0238237,0,0.0255451,0.0704157,0,0,0.0151481,0,0,0.0351639,0.0749247,0.0209176,0.0141658,0.01374,0.0276919,0.0331317,0.0343117,0.0430853,0.046317,0.0246781,0.0137382,0.0158096,0.0289632,0.0293228,0.0246926,0.0145553,0.00827077,0.0145241,0.0313534,0,0.0161278,0.0718667,0.0341431,0,0,0.0184497,0,0,0.0437688,0.0564676,0.0287871,0.0333013,0.0171667,0.0503335,0.0418593,0.0353209,0.057159,0.0541733,0.0201204,0.0632018,0.0404321,0,0.0811202,0.0187495,0.0189037,0.0071728,0.0240014,0.0300865,0.020267,0
55,0.0278506,0,0,0,0,0.0494398,0,0,0,0,0,0,0.0238273,0,0.0255505,0.0703589,0,0,0.0151638,0,0,0.0351322,0.074949,0.0209878,0.0141627,0.0137283,0.0277075,0.0330597,0.0342889,0.0430742,0.0463094,0.0246932,0.0137369,0.0158667,0.0289392,0.0293235,0.024637,0.0146248,0.00819471,0.0146081,0.0313702,0,0.0160748,0.0718471,0.0341397,0,0,0.0183899,0,0,0.0438287,0.0564719,0.0288407,0.0332775,0.0171311,0.0503682,0.0418267,0.0353267,0.0569577,0.0542361,0.0201748,0.063192,0.040448,0,0.0810985,0.0187511,0.0189269,0.00707712,0.0240324,0.0300996,0.0202851,0
56,0.0278453,0,0,0,0,0.0494653,0,0,0,0,0,0,0.023926,0,0.025576,0.0702519,0,0,0.0151687,0,0,0.0350611,0.0750064,0.0209765,0.0141357,0.0136983,0.0278123,0.032956,0.0343125,0.0430535,0.046265,0.0247157,0.0137638,0.0158973,0.0289527,0.0293422,0.0245077,0.014664,0.00810972,0.0146129,0.0312892,0,0.0161369,0.071887,0.0341242,0,0,0.0183687,0,0,0.0438465,0.0564423,0.0288705,0.0333544,0.0171047,0.0504965,0.0417559,0.0351587,0.0569532,0.0541926,0.0201196,0.063165,0.0404077,0,0.0810745,0.01881,0.018949,0.00708788,0.0239981,0.0301536,0.0203162,0
57,0.0283688,0,0,0,0,0.0496733,0,0,0,0,0,0,0.0235585,0,0.0256483,0.070154,0,0,0.0151199,0,0,0.0351837,0.0750583,0.0212514,0.0144677,0.0136432,0.0278329,0.0320958,0.034665,0.0433289,0.0463124,0.0245524,0.0138456,0.0159815,0.0290819,0.0294391,0.0251152,0.0150303,0.00849628,0.0138925,0.0325928,0,0.0158159,0.0730677,0.0346519,0,0,0.0182866,0,0,0.0437973,0.0557131,0.0285045,0.0358774,0.0173306,0.0520544,0.0417115,0,0.0585916,0.0522958,0.0177235,0.0625024,0.0398175,0,0.0810029,0.0175806,0.0191345,0.00715568,0.0238957,0.0306282,0.0196256,0
58,0.0271878,0,0,0,0,0.0491158,0,0,0,0,0,0,0.0236413,0,0.0255313,0.069912,0,0,0.0152684,0,0,0.0349484,0.0749033,0.021075,0.0133332,0.0134987,0.0282269,0.0339443,0.0341067,0.0431378,0.0461803,0.0242411,0.0137567,0.0158049,0.0289556,0.0292954,0.0249116,0.0140984,0.00799177,0.0149627,0.0352883,0,0.0170022,0.0713892,0.033617,0,0,0.0184932,0,0,0.0438773,0.0580957,0.0270956,0.0312553,0.0187087,0.0494103,0.0418334,0.0338257,0.0559072,0.0533385,0.0206243,0.0646134,0,0,0.081906,0.0151948,0.0187622,0.00711162,0.0240982,0.0295599,0.0211021,0
59,0.0287957,0,0,0,0,0.0497139,0,0,0,0,0,0,0.0237855,0,0.0257583,0.0702566,0,0,0.0150704,0,0,0.0350753,0.0752733,0.0214861,0.0152218,0.0139942,0.0273112,0.0315852,0.0349978,0.0431448,0.0464096,0.0251768,0.0138577,0.015909,0.0290605,0.0293939,0.0246266,0.0153093,0.00875164,0.0133587,0.0362777,0,0.01457,0.0738445,0.0350543,0,0,0.0182073,0,0,0.0437648,0.0535844,0.0319993,0.0374038,0.0144797,0.0523025,0.0415368,0.0377693,0,0.0555973,0.0179356,0.060085,0.0390171,0,0.0779835,0.0158751,0.0192715,0.00708475,0.0239321,0.0308533,0.0190583,0
60,0.0278654,0,0,0,0,0.0493103,0,0,0,0,0,0,0.0237284,0,0.0255428,0.0703334,0,0,0.0151259,0,0,0.0347861,0.0749531,0.0212574,0.0142913,0.0137149,0.0277061,0.0329343,0.0343798,0.043105,0.0463013,0.0246653,0.013728,0.0158142,0.0290615,0.0293118,0.0246857,0.0145608,0.00823166,0.0142107,0.0315668,0,0.0160805,0.0719925,0.0342236,0,0,0.0184181,0,0,0.0439184,0.0565042,0.0287165,0.0334711,0.017209,0.0503991,0.0416384,0.0353009,0.0573997,0.054014,0.0200585,0.0632647,0.0405042,0,0.081142,0.0185707,0.0189484,0.00706415,0.0240839,0.0300506,0.0202557,0
61,0.0278712,0,0,0,0,0.0492893,0,0,0,0,0,0,0.0237951,0,0.0255172,0.0703071,0,0,0.0151516,0,0,0.034813,0.0749433,0.0209916,0.014259,0.0136733,0.0276943,0.0329497,0.0343281,0.043103,0.046319,0.0246415,0.0137103,0.0158451,0.0290746,0.0293273,0.0246991,0.014474,0.00817207,0.0143421,0.0314807,0,0.0161538,0.0719997,0.0342262,0,0,0.0184076,0,0,0.0439466,0.0565585,0.0285152,0.0334823,0.0173771,0.0504084,0.0416236,0.035437,0.0583788,0.0537678,0.0199188,0.0633657,0.0405208,0,0.081292,0.0185893,0.0189424,0.00706763,0.0240354,0.0300181,0.0202608,0
62,0.0278749,0,0,0,0,0.0492646,0,0,0,0,0,0,0.0238119,0,0.0255011,0.0703061,0,0,0.0151694,0,0,0.0349771,0.0749641,0.0208501,0.014269,0.0136907,0.0276743,0.0329753,0.0343013,0.0430905,0.0463211,0.0246225,0.013705,0.0158409,0.0289947,0.029315,0.0247227,0.0144368,0.00810105,0.0146483,0.0315682,0,0.0161479,0.0720204,0.0342439,0,0,0.0184204,0,0,0.0440067,0.0565362,0.0285501,0.0335267,0.0173369,0.0504094,0.0416249,0.0352984,0.0583012,0.0538013,0.0199527,0.0633117,0.0405288,0,0.0812868,0.0185218,0.018949,0.00714399,0.0239773,0.0300098,0.0202522,0
63,0.0278955,0,0,0,0,0.0492602,0,0,0,0,0,0,0.023847,0,0.0254856,0.0703221,0,0,0.0151657,0,0,0.0349803,0.0749848,0.0208247,0.0142882,0.0136958,0.0276494,0.0330007,0.0342877,0.0430536,0.0463141,0.0246163,0.0136829,0.0158459,0.0290114,0.0293042,0.0246918,0.014467,0.00808486,0.0147308,0.0317217,0,0.0160466,0.0720085,0.0342475,0,0,0.018427,0,0,0.0440404,0.0564738,0.0287563,0.033537,0.0171559,0.0503986,0.0416459,0.0351315,0.0573784,0.0540652,0.0200735,0.0631945,0.0404846,0,0.0811343,0.0184327,0.0189307,0.00719706,0.0239639,0.0300257,0.0202488,0
64,0.0279071,0,0,0,0,0.049251,0,0,0,0,0,0,0.0238784,0,0.0254689,0.0703339,0,0,0.0151859,0,0,0.0350968,0.074982,0.0207432,0.0143024,0.0136728,0.0276466,0.032976,0.0342782,0.0430309,0.0463238,0.0245996,0.0136488,0.0157955,0.02906,0.0292914,0.0247229,0.0144974,0.00813186,0.0146942,0.0318081,0,0.016024,0.0720261,0.0342641,0,0,0.0184405,0,0,0.0440518,0.0564748,0.028781,0.0335567,0.0171288,0.0503939,0.0416311,0.0351478,0.0573023,0.0541204,0.0200709,0.0631959,0.0404824,0,0.0811112,0.0183508,0.0189011,0.00723085,0.0240283,0.0300236,0.0202316,0
65,0.0279109,0,0,0,0,0.0492454,0,0,0,0,0,0,0.0238844,0,0.0254476,0.0703059,0,0,0.0152205,0,0,0.035153,0.0749819,0.0205932,0.0142959,0.0136525,0.0276702,0.0329088,0.0342864,0.0430273,0.0463373,0.0245807,0.0136167,0.0157865,0.0290255,0.0292717,0.0247834,0.0144805,0.0082549,0.0144521,0.0318136,0,0.016088,0.0720508,0.0342938,0,0,0.0184154,0,0,0.0440656,0.0565279,0.028646,0.0335987,0.01723,0.0504078,0.0416447,0.0352853,0.0578352,0.0539586,0.0199861,0.0632577,0.0405037,0,0.0812193,0.0183424,0.018888,0.00720198,0.0240397,0.0300321,0.0202216,0
66,0.0282028,0,0,0,0,0.049322,0,0,0,0,0,0,0.0237693,0,0.0255708,0.069878,0,0,0.0151995,0,0,0.0352482,0.0751756,0.0208225,0.0143237,0.0136831,0.0276099,0.0324711,0.0345745,0.0430778,0.046311,0.0246336,0.0137307,0.0158587,0.0290355,0.0293214,0.024951,0.0146723,0.00845561,0.0140587,0.0412514,0,0.015192,0.0731357,0.0345566,0,0,0.0183425,0,0,0.0439904,0.0551716,0.0299987,0.0352857,0.0165275,0.0511504,0.0415797,0.0375234,0,0.0547428,0.0182013,0.0614789,0,0,0.0787265,0.0145259,0.0190031,0.00720014,0.02397,0.0302325,0.0198401,0
67,0.0278908,0,0,0,0,0.049182,0,0,0,0,0,0,0.0238541,0,0.0254481,0.0703464,0,0,0.0151864,0,0,0.0351179,0.0750149,0.0206886,0.014312,0.0136633,0.0275943,0.0328552,0.0342822,0.0429896,0.0463106,0.0245976,0.0136463,0.0157547,0.0290373,0.0292638,0.024772,0.0144626,0.00835582,0.014273,0.0317762,0,0.0161076,0.072012,0.0342792,0,0,0.0184449,0,0,0.0439739,0.0564667,0.0286688,0.0336236,0.0172068,0.0503405,0.0416574,0.0352367,0.0576975,0.0540162,0.0200144,0.0632424,0.0404709,0,0.0811891,0.0183891,0.0188729,0.00738138,0.0239311,0.0299755,0.0202163,0
68,0.027897,0,0,0,0,0.0491377,0,0,0,0,0,0,0.0238476,0,0.0254527,0.0703446,0,0,0.0151849,0,0,0.0351259,0.075006,0.0206488,0.014323,0.0136177,0.0275966,0.0327914,0.0342632,0.0430019,0.0463145,0.024566,0.0136428,0.0157789,0.0290584,0.0292728,0.0248042,0.0145352,0.0083745,0.0142486,0.0316384,0,0.0161723,0.0720248,0.0342625,0,0,0.0183083,0,0,0.0439221,0.0565314,0.0284704,0.0336753,0.0173618,0.0503492,0.0417171,0.0353713,0.0585691,0.0537679,0.0198809,0.0633441,0.040492,0,0.0813676,0.0184593,0.0188773,0.00708238,0.0240711,0.029931,0.0202122,0
69,0.0278822,0,0,0,0,0.0491118,0,0,0,0,0,0,0.023828,0,0.0254482,0.0703566,0,0,0.0151935,0,0,0.035226,0.0750234,0.020621,0.0143444,0.013595,0.0275487,0.0328379,0.0342403,0.0429887,0.0462834,0.02455,0.0136517,0.0157762,0.0289547,0.0292624,0.0248414,0.0145647,0.00839775,0.0142811,0.0316924,0,0.0161438,0.0720111,0.034242,0,0,0.0182412,0,0,0.0437143,0.0565549,0.0284974,0.0337155,0.0173554,0.0503079,0.0417318,0.035356,0.0584554,0.0538041,0.0199547,0.0633286,0.0405043,0,0.081352,0.0184024,0.0189161,0.00686513,0.0242211,0.0298885,0.0202161,0
70,0.0278744,0,0,0,0,0.0490892,0,0,0,0,0,0,0.0238357,0,0.0254447,0.0704145,0,0,0.0152002,0,0,0.0352063,0.0750527,0.0206965,0.0143976,0.0135998,0.0275323,0.0329213,0.0342283,0.0429564,0.0462595,0.0245919,0.0136638,0.0157909,0.0289782,0.0292562,0.024797,0.0145644,0.00839942,0.0142852,0.0319168,0,0.0160314,0.0719713,0.0342255,0,0,0.0182029,0,0,0.043736,0.056481,0.0287799,0.0336824,0.0171611,0.050205,0.0417684,0.0351562,0.0574425,0.0541588,0.0201988,0.0632121,0.0404818,0,0.081127,0.0182487,0.0189334,0.00694955,0.0242456,0.0298616,0.0202254,0
71,0.0278892,0,0,0,0,0.0490764,0,0,0,0,0,0,0.0238147,0,0.025448,0.0704918,0,0,0.015226,0,0,0.0352438,0.0750535,0.0208781,0.0144698,0.0135951,0.027685,0.0329577,0.0342632,0.042982,0.0462828,0.0246199,0.0136674,0.0158189,0.0291286,0.0292805,0.0247778,0.0145259,0.00838236,0.014329,0.0320513,0,0.0159733,0.0719391,0.034263,0,0,0.0182004,0,0,0.0439229,0.0564473,0.0289367,0.0336649,0.0170695,0.0500941,0.0417745,0.0351587,0.057067,0.0543383,0.0202751,0.0631672,0.040469,0,0.0810347,0.0181526,0.0189414,0.00714583,0.024122,0.0298503,0.0202015,0
72,0.0278974,0,0,0,0,0.049063,0,0,0,0,0,0,0.023815,0,0.0254345,0.0704845,0,0,0.0151934,0,0,0.0351855,0.0750378,0.0208308,0.0144723,0.0135826,0.0277146,0.0329736,0.0342842,0.0430045,0.0463161,0.0246434,0.0136531,0.0157551,0.0291334,0.0292822,0.0248243,0.0144821,0.00835075,0.0143472,0.0320809,0,0.0159801,0.0719283,0.0343162,0,0,0.018339,0,0,0.0439339,0.0564569,0.028904,0.0337051,0.0171057,0.0500612,0.0417525,0.0351747,0.0573002,0.0542625,0.0202026,0.0631747,0.0404751,0,0.0811932,0.0181266,0.0189198,0.00730101,0.0240004,0.0298194,0.0201566,0
73,0.0288535,0,0,0,0,0.0494652,0,0,0,0,0,0,0.0238998,0,0.0256352,0.0702698,0,0,0.0151152,0,0,0.0353438,0.0753366,0.0210015,0.0153213,0.013816,0.02712,0.0315544,0.0348783,0.0430442,0.0464078,0.0251666,0.0137548,0.0158827,0.0290912,0.0293734,0.0247292,0.0152617,0.00880977,0.0134466,0.03653,0,0.014614,0.0738002,0.0351621,0,0,0.0181624,0,0,0.0437983,0.0535256,0.0319817,0.0377898,0.0144897,0.0521141,0.0415872,0.0380806,0,0.0555347,0.0178479,0.0600371,0.0389247,0,0.0783903,0.0157603,0.0192002,0.00733389,0.0238981,0.0306145,0.0189522,0
74,0.0279087,0,0,0,0,0.0490604,0,0,0,0,0,0,0.0237501,0,0.0254606,0.0703395,0,0,0.0151192,0,0,0.0349978,0.0750213,0.0207223,0.0143185,0.0135405,0.0275056,0.0328898,0.034306,0.0430297,0.0463087,0.0246403,0.0135896,0.0157984,0.0289695,0.0292826,0.0249315,0.0145434,0.00833645,0.0142464,0.0316338,0,0.0162527,0.0719484,0.0343246,0,0,0.0183438,0,0,0.043745,0.0565976,0.0284833,0.0338073,0.0174621,0.0502591,0.0416778,0.0354878,0.0590021,0.0536157,0.0197847,0.0633487,0.0404502,0,0.0817109,0.018433,0.0188388,0.0072029,0.0241073,0.0297893,0.020148,0
75,0.0279191,0,0,0,0,0.049052,0,0,0,0,0,0,0.0237306,0,0.0254574,0.0703369,0,0,0.0150939,0,0,0.0350263,0.0750164,0.0207393,0.0143294,0.0135213,0.0275407,0.0328565,0.0343414,0.0430486,0.0463216,0.0246483,0.0135373,0.0157942,0.0290254,0.0292923,0.0249775,0.0145968,0.00834374,0.014247,0.031629,0,0.0162565,0.0719553,0.0343256,0,0,0.0183386,0,0,0.0436835,0.0566127,0.0284336,0.0338591,0.0174989,0.0502894,0.0416752,0.0355996,0.0592871,0.0535226,0.0197543,0.0633925,0.0404292,0,0.0819222,0.0184435,0.0188193,0.00723312,0.0240633,0.0297663,0.0201497,0
76,0.0288598,0,0,0,0,0.0494435,0,0,0,0,0,0,0.0238585,0,0.0256259,0.0702152,0,0,0.0150555,0,0,0.0352886,0.0753321,0.0210028,0.0153157,0.0137703,0.0270954,0.031495,0.034968,0.0430536,0.0464174,0.0252156,0.0136277,0.015891,0.0291565,0.0293944,0.0247885,0.01536,0.00877577,0.0135054,0.0365801,0,0.0146008,0.0737842,0.0351433,0,0,0.0181381,0,0,0.0436434,0.0535315,0.0319846,0.0378718,0.0144563,0.0521597,0.0415142,0.0381794,0,0.0555164,0.0178776,0.060035,0.0388569,0,0.0785171,0.0157308,0.0191196,0.00730219,0.0238409,0.0305494,0.0189608,0
77,0.0288484,0,0,0,0,0.049432,0,0,0,0,0,0,0.023944,0,0.0256423,0.0702304,0,0,0.0150838,0,0,0.0354082,0.0753801,0.0210177,0.0154122,0.01371,0.0270478,0.0314672,0.0349845,0.0430731,0.046384,0.0251879,0.0136509,0.0158866,0.0292001,0.0294065,0.0246783,0.0153944,0.00862322,0.0138258,0.0368597,0,0.0144042,0.0737787,0.0350965,0,0,0.0181808,0,0,0.0435509,0.0534701,0.0321935,0.0379775,0.0143562,0.0521999,0.0415648,0.0381871,0,0.0556374,0.0179196,0.0599056,0.038839,0,0.0781984,0.0156473,0.0190003,0.00727755,0.0239452,0.0305401,0.0189635,0
78,0.0288889,0,0,0,0,0.0494045,0,0,0,0,0,0,0.0238548,0,0.0256118,0.0702192,0,0,0.0150719,0,0,0.0355392,0.0753154,0.0209737,0.0153405,0.0137743,0.0271466,0.031512,0.0349786,0.0431236,0.0464658,0.0252135,0.0136291,0.0158779,0.0292104,0.0294014,0.0248133,0.0153231,0.00860437,0.0140565,0.0365224,0,0.014606,0.0737683,0.0351175,0,0,0.018174,0,0,0.0434785,0.0535214,0.0320043,0.0378986,0.0144225,0.0520978,0.0415048,0.038162,0,0.0555141,0.0178864,0.0599546,0.038884,0,0.0784615,0.0157565,0.0188085,0.00713407,0.0240518,0.0305084,0.018924,0
