Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,RTHI,RTHIA
297,0.023617,0,0,0,0,0.0488113,0,0,0,0,0,0,0.0288738,0,0.021425,0.0711728,0,0,0.0138845,0,0,0.0350986,0.0712326,0.0218151,0.00909577,0.0179474,0.0312673,0.0351274,0.0445396,0.0544752,0.0359771,0.0130011,0.0155088,0.0278306,0.02922,0.0194307,0.0173572,0.0079309,0.0170064,0.0348587,0,0.0163738,0.0645204,0.0315249,0,0,0.0230463,0,0,0.0443906,0.0576479,0.024573,0.0235385,0.0158582,0.0471515,0.0402142,0.073064,0.0296345,0.063844,0.0397579,0.0499589,0.0827819,0.0153163,0.0160579,0.00692622,0.0270641,0.0288542,0.0260382,0.0458925,0.0775509
298,0.0236091,0,0,0,0,0.048775,0,0,0,0,0,0,0.0288886,0,0.0213813,0.0711779,0,0,0.0138797,0,0,0.0350997,0.0712536,0.0217504,0.00912796,0.0179067,0.0312951,0.03512,0.0445139,0.0544721,0.0359765,0.0129817,0.0155732,0.0277488,0.0291956,0.0194027,0.0173441,0.00790493,0.0170404,0.0348437,0,0.0163886,0.0645546,0.0315073,0,0,0.0230441,0,0,0.0443656,0.0576931,0.024584,0.0235242,0.0158682,0.0471413,0.0402471,0.0730644,0.0296374,0.0638542,0.039761,0.0499847,0.0827838,0.01531,0.0159991,0.00690571,0.0270769,0.0288652,0.0260458,0.0458946,0.0775794
299,0.0235874,0,0,0,0,0.0487483,0,0,0,0,0,0,0.0289123,0,0.0213619,0.0711965,0,0,0.013874,0,0,0.0351034,0.0712906,0.0217184,0.00914795,0.0178452,0.0313444,0.0350147,0.0444838,0.0544385,0.0359787,0.0129696,0.0155619,0.0277038,0.0291593,0.0193783,0.0173406,0.00788749,0.017027,0.0349243,0,0.0163422,0.064646,0.0314811,0,0,0.0230349,0,0,0.0442369,0.0578862,0.0245731,0.0235214,0.0158628,0.0471293,0.040233,0.0730639,0.0296349,0.0638831,0.0397612,0.0500089,0.0827857,0.0152794,0.0159166,0.00682819,0.0267342,0.028849,0.0260585,0.0459158,0.0775501
300,0.0236127,0,0,0,0,0.0487365,0,0,0,0,0,0,0.0289141,0,0.0213412,0.0711914,0,0,0.01389,0,0,0.0351018,0.0713153,0.0216934,0.00915123,0.0178553,0.0313213,0.0349449,0.0444723,0.0544068,0.0359845,0.0129703,0.0154779,0.0277259,0.0291256,0.0193712,0.0173268,0.00788665,0.0170166,0.0349136,0,0.016309,0.0646481,0.0314729,0,0,0.0230706,0,0,0.0440991,0.0579686,0.0245722,0.02352,0.0158551,0.0470915,0.0402102,0.0730487,0.0296202,0.0638798,0.0397584,0.0500251,0.0827947,0.0152707,0.0159649,0.00674438,0.0264565,0.0288402,0.0260595,0.0459094,0.0775386
301,0.0237988,0,0,0,0,0.0489075,0,0,0,0,0,0,0.0291967,0,0.0211166,0.0712153,0,0,0.013669,0,0,0.0353629,0.0713556,0.021909,0.00920395,0.018092,0.0312249,0.0347383,0.0446933,0.0544745,0.0360212,0.0129152,0.015353,0.0274114,0.0288136,0.0193396,0.0173953,0.00768894,0.0167972,0.035245,0,0.0162236,0.0649335,0.0314297,0,0,0.0231473,0,0,0.044291,0.0578263,0.0248559,0.0235647,0.0160042,0.0468659,0.040024,0.0729399,0.0294668,0.0638043,0.0398138,0.0499325,0.0826871,0.0149725,0.015752,0.00677622,0.026004,0.0289742,0.0259783,0.0460275,0.077586
302,0.0245016,0,0,0,0,0.0489777,0,0,0,0,0,0,0.0322984,0,0,0.0726306,0,0,0.0138825,0,0,0.035099,0.0703612,0.0197169,0.00968827,0.0174583,0.0312776,0.0344271,0,0.0556605,0.0355738,0.0109149,0.0126615,0.0281852,0.0291078,0.0123723,0.0176058,0.00799396,0.0166155,0.0350569,0,0.016353,0.0639716,0.0320544,0,0,0.0226777,0,0,0.0440293,0.057861,0.0245217,0.0230658,0.0154429,0.0466922,0.0391369,0.0728276,0.0292847,0.0639646,0.0399096,0.050109,0.0828617,0.015141,0.0159611,0.0067856,0.0260144,0.0292102,0.02523,0.0461439,0.0775587
303,0.0236586,0,0,0,0,0.0487456,0,0,0,0,0,0,0.0289227,0,0.0213298,0.0711579,0,0,0.0138814,0,0,0.0351196,0.0713572,0.0215947,0.00915595,0.0177826,0.0314373,0.0346824,0.0445905,0.0544225,0.0359618,0.0129499,0.0155165,0.0276628,0.0290471,0.019304,0.017231,0.00781668,0.0168842,0.0352373,0,0.0162221,0.0647815,0.0314211,0,0,0.0230389,0,0,0.0444306,0.0579004,0.0246105,0.0234269,0.0156374,0.0470916,0.0399597,0.0730349,0.0296458,0.0638855,0.0398643,0.0500303,0.0828195,0.0150652,0.0158925,0.0068336,0.026984,0.0288104,0.0260981,0.0458946,0.0774171
304,0.0235741,0,0,0,0,0.0486247,0,0,0,0,0,0,0.0289011,0,0.021432,0.0712404,0,0,0.0139139,0,0,0.0350226,0.0713719,0.021559,0.00924683,0.0177643,0.0313123,0.0346642,0.0444702,0.0543765,0.0359877,0.0129718,0.0154845,0.0277484,0.0291177,0.0192966,0.0171124,0.00781599,0.0169464,0.0350078,0,0.0163565,0.0648011,0.0313519,0,0,0.0230508,0,0,0.0444448,0.0578106,0.0245233,0.0234379,0.0158058,0.0470187,0.0398623,0.0730481,0.02973,0.063867,0.0398343,0.0500187,0.08283,0.0152279,0.0159562,0.00684128,0.0270925,0.0287031,0.026182,0.0458625,0.0773911
305,0.0235444,0,0,0,0,0.0485887,0,0,0,0,0,0,0.0289368,0,0.0214725,0.071291,0,0,0.0139114,0,0,0.0349704,0.0713839,0.0215782,0.00930062,0.0178704,0.0312502,0.0346333,0.0444298,0.0543529,0.0359735,0.0129701,0.015397,0.0277742,0.0291095,0.0192888,0.0170653,0.00779205,0.0168913,0.0349994,0,0.016376,0.0648091,0.0312694,0,0,0.0230237,0,0,0.0443074,0.0577169,0.0245142,0.0233983,0.0158254,0.0469671,0.039782,0.0730551,0.029747,0.0638768,0.0398684,0.0500333,0.08283,0.0152547,0.0159334,0.00680784,0.02663,0.0286524,0.0262416,0.0458333,0.0773736
306,0.0234854,0,0,0,0,0.0485603,0,0,0,0,0,0,0.0289443,0,0.0214741,0.0713332,0,0,0.0139296,0,0,0.0349745,0.0714167,0.0215336,0.00935715,0.0178341,0.0311921,0.0346294,0.0443895,0.0543283,0.0359475,0.0129906,0.0153879,0.0277271,0.0291014,0.0192774,0.0170588,0.0079158,0.0167012,0.0350063,0,0.0163674,0.0648465,0.0311466,0,0,0.022989,0,0,0.04405,0.057707,0.0245024,0.0233712,0.0158449,0.0469157,0.0398323,0.073056,0.0297402,0.0638835,0.0398579,0.0500776,0.0828425,0.0152547,0.0158445,0.00676377,0.0258249,0.0285967,0.0263228,0.0458182,0.0773191
307,0.0234007,0,0,0,0,0.0484866,0,0,0,0,0,0,0.0289478,0,0.0214973,0.0713592,0,0,0.0139817,0,0,0.0350372,0.0714504,0.021481,0.00941263,0.0177257,0.031119,0.0344799,0.0443848,0.0543113,0.0359244,0.0129778,0.0154186,0.0276673,0.0290656,0.0192442,0.017035,0.00824521,0.0163244,0.0350086,0,0.0163623,0.0648955,0.0310307,0,0,0.0229709,0,0,0.0438183,0.0578373,0.0245278,0.0233406,0.0158482,0.0468615,0.0397777,0.0730169,0.0297091,0.0638936,0.0398536,0.0501075,0.0828554,0.0152259,0.0157108,0.00672639,0.0254196,0.0285344,0.0264205,0.0458374,0.0773015
308,0.0232876,0,0,0,0,0.0483689,0,0,0,0,0,0,0.0289428,0,0.0215373,0.0713739,0,0,0.0140608,0,0,0.034951,0.0714838,0.021435,0.00946356,0.0176695,0.0310169,0.0343193,0.0443613,0.0542825,0.0359161,0.0129651,0.015434,0.0276655,0.0290228,0.0192162,0.0169434,0.00838381,0.0160313,0.035002,0,0.0163861,0.0649545,0.030906,0,0,0.0229952,0,0,0.0435573,0.0580017,0.0245357,0.0233054,0.0157634,0.0467936,0.0396202,0.073003,0.0297078,0.0639037,0.0398937,0.050113,0.0828654,0.0151822,0.0155605,0.00666362,0.025265,0.0284457,0.0265522,0.0458194,0.0773142
309,0.0231302,0,0,0,0,0.0482712,0,0,0,0,0,0,0.028937,0,0.0215895,0.0714364,0,0,0.014123,0,0,0.0347382,0.0715053,0.0214363,0.00955004,0.0176547,0.0308838,0.0342334,0.0443235,0.0542411,0.0358986,0.012966,0.0153558,0.0276482,0.028957,0.0192033,0.0167655,0.00831353,0.0158045,0.03503,0,0.0163841,0.0649537,0.0307542,0,0,0.0230589,0,0,0.0433284,0.0577465,0.0244988,0.0232662,0.0157283,0.0467016,0.0393965,0.0730147,0.0297436,0.06394,0.0399106,0.0500987,0.0828854,0.0152041,0.0154027,0.00658304,0.0252732,0.0283325,0.0267321,0.0457926,0.0772164
