Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,RTHI,
39,0.0236294,0,0,0,0,0.0455478,0,0,0,0,0,0,0.0320077,0,0.0204992,0.0816902,0,0,0.0174087,0,0,0.0345546,0.0720933,0.0190284,0.0175054,0.0146034,0.0196199,0.0317343,0.0278381,0.0381446,0.0471399,0.0312297,0.0114541,0.0116217,0.0269352,0.0282286,0.0141258,0.0139533,0.0102185,0.012382,0.0471442,0,0.0149033,0.0666038,0.0327542,0,0,0.0195775,0,0,0.042344,0.0566423,0.0308803,0.0298003,0.023587,0.045484,0.0404998,0.049056,0.0518186,0.0286994,0.0567842,0.0375536,0.0420978,0.0756686,0.0182226,0.0182775,0.00832561,0.022239,0.0268368,0.0237321,0,0
40,0.0243158,0,0,0,0,0.0456169,0,0,0,0,0,0,0.0377728,0,0,0.0831509,0,0,0.0174774,0,0,0.0345432,0.0705439,0.018761,0.0184088,0.014657,0.0191002,0.0313256,0.0293777,0,0.0484066,0.0302862,0.00868225,0.00784381,0.0262127,0.0271936,0.00672381,0.0143325,0.0103709,0.0120577,0.0473006,0,0.0148882,0.065816,0.0331563,0,0,0.0196155,0,0,0.0420909,0.0566966,0.0307383,0.0294424,0.0235953,0.0451101,0.0397569,0.0489939,0.0516082,0.0288222,0.0569268,0.0377316,0.0422563,0.0757351,0.0181333,0.0183828,0.00854946,0.0219015,0.0270572,0.0230602,0,0
41,0.0235791,0,0,0,0,0.0454143,0,0,0,0,0,0,0.032617,0,0.0200861,0.0816519,0,0,0.0171853,0,0,0.03457,0.0721062,0.0198597,0.0175315,0.0147213,0.0196363,0.0315137,0.0278586,0.0382285,0.0471664,0.0312192,0.0115432,0.0115987,0.0264003,0.0278936,0.0142081,0.0139983,0.0100693,0.0125219,0.0471589,0,0.0148417,0.0666039,0.0328361,0,0,0.0193387,0,0,0.0422472,0.0565842,0.0309008,0.029887,0.0235534,0.0454514,0.0400691,0.0490795,0.0517521,0.0286165,0.0567465,0.037544,0.0421253,0.0756627,0.0182011,0.0181722,0.00833368,0.0221104,0.0267135,0.0238309,0,0
42,0.0235504,0,0,0,0,0.0453946,0,0,0,0,0,0,0.0328976,0,0.0199566,0.0816307,0,0,0.0172047,0,0,0.0346641,0.0720912,0.0202835,0.0175882,0.0147644,0.0196854,0.0313428,0.027889,0.0382417,0.0471527,0.0311842,0.0115678,0.0116136,0.0261958,0.0277789,0.0142414,0.0139753,0.00981433,0.0125571,0.0472089,0,0.0148312,0.0665485,0.0328475,0,0,0.0193429,0,0,0.0422934,0.0565916,0.0308868,0.029964,0.0235512,0.0454507,0.0398168,0.049063,0.051745,0.0286149,0.05682,0.0375349,0.042124,0.075661,0.0182075,0.0181816,0.00840808,0.0218884,0.0266599,0.0238942,0,0
43,0.0235227,0,0,0,0,0.0453904,0,0,0,0,0,0,0.0331427,0,0.0198545,0.0816315,0,0,0.0171847,0,0,0.0346261,0.0720564,0.0206766,0.0176503,0.0148072,0.0197404,0.0312183,0.0278713,0.0382295,0.0471461,0.0311799,0.0115619,0.0116134,0.026004,0.027676,0.0142653,0.0139426,0.00981751,0.0124008,0.0471881,0,0.0148431,0.0664736,0.0328387,0,0,0.0193163,0,0,0.0423473,0.0566261,0.0309232,0.0300042,0.0235487,0.0454487,0.0396968,0.0490146,0.0517519,0.0284664,0.0568997,0.0375792,0.0421228,0.0756555,0.0182174,0.018212,0.00855855,0.0217261,0.0266391,0.0239713,0,0
44,0.0234807,0,0,0,0,0.0453991,0,0,0,0,0,0,0.033371,0,0.0197408,0.0816451,0,0,0.0171168,0,0,0.0346973,0.0720148,0.0210274,0.0176861,0.0148853,0.0197905,0.0311033,0.0277964,0.0381806,0.0471403,0.0311635,0.0115463,0.0116092,0.0258314,0.0275802,0.0142788,0.013959,0.0099548,0.0122971,0.0472028,0,0.0148223,0.0664235,0.0327957,0,0,0.0192363,0,0,0.0423853,0.0566448,0.0309422,0.0300482,0.0235582,0.0454518,0.0395994,0.0490066,0.0517624,0.0281285,0.0569293,0.0376034,0.0421253,0.0756338,0.0182322,0.0182472,0.00871013,0.0217103,0.026629,0.024053,0,0
45,0.0234278,0,0,0,0,0.0454517,0,0,0,0,0,0,0.0335891,0,0.0196114,0.0816309,0,0,0.0172091,0,0,0.0347772,0.0719747,0.021382,0.0177158,0.014903,0.0198322,0.0309838,0.0277199,0.0381372,0.047142,0.0311663,0.0116041,0.0115603,0.0256592,0.0274627,0.0143147,0.0139507,0.010016,0.0125045,0.047256,0,0.0147702,0.0664014,0.0327282,0,0,0.0191431,0,0,0.0423907,0.0566318,0.0308799,0.0300715,0.0235463,0.0454514,0.0395388,0.0490519,0.051776,0.0279871,0.0569093,0.0374873,0.0421139,0.0756212,0.0182475,0.0183216,0.00875772,0.0216717,0.0266552,0.0241283,0,0
46,0.023379,0,0,0,0,0.0454966,0,0,0,0,0,0,0.0338543,0,0.0194896,0.0816156,0,0,0.0172008,0,0,0.0347955,0.0719237,0.0217747,0.0177272,0.0148809,0.0198767,0.0308168,0.0276577,0.0381323,0.0471395,0.0311622,0.0117972,0.0115198,0.0254814,0.0273157,0.0143725,0.0138936,0.0100202,0.0124523,0.0473304,0,0.0147432,0.0663579,0.0326627,0,0,0.018992,0,0,0.0423279,0.0565798,0.0307327,0.0300676,0.0235181,0.0454551,0.0393968,0.0490655,0.0518076,0.0279632,0.0568874,0.0373254,0.0420908,0.0755833,0.0182561,0.0183661,0.00873919,0.0216811,0.0266888,0.0241957,0,0
47,0.0233766,0,0,0,0,0.0455318,0,0,0,0,0,0,0.0340466,0,0.0193975,0.0816281,0,0,0.0170686,0,0,0.034797,0.0718989,0.0222067,0.0177077,0.0149228,0.0199229,0.0306138,0.0276393,0.0381817,0.0471268,0.0311321,0.011931,0.0115085,0.0253411,0.0272045,0.0144278,0.0138384,0.00993263,0.0123127,0.047305,0,0.0146652,0.0662817,0.0325889,0,0,0.0188302,0,0,0.0422979,0.056566,0.0306055,0.0301029,0.0234887,0.0454821,0.0392683,0.0490536,0.0518467,0.0279971,0.0568622,0.0374285,0.0420813,0.0755752,0.0181967,0.0183636,0.00873587,0.0216934,0.0267211,0.0242372,0,0
48,0.0233945,0,0,0,0,0.0455898,0,0,0,0,0,0,0.0341082,0,0.0193414,0.0816064,0,0,0.0169921,0,0,0.0346896,0.0718803,0.022676,0.0177045,0.0149539,0.0199674,0.0304385,0.0276669,0.0382177,0.0471078,0.0310878,0.011968,0.0115225,0.0252222,0.0271547,0.0144876,0.0137419,0.0097618,0.0123304,0.0472546,0,0.0146121,0.0662318,0.0325043,0,0,0.0187191,0,0,0.0422781,0.0565878,0.0305789,0.030158,0.0234683,0.0455233,0.0392061,0.049035,0.0518813,0.0280181,0.0568211,0.0375269,0.0420561,0.0755732,0.0181554,0.0183404,0.00875238,0.0216934,0.0267702,0.0242641,0,0
49,0.0234227,0,0,0,0,0.0456572,0,0,0,0,0,0,0.0339935,0,0.0193186,0.0815773,0,0,0.0169346,0,0,0.0346912,0.071901,0.0227207,0.0177069,0.0149448,0.0200059,0.0302583,0.0276449,0.0382515,0.0470912,0.0310579,0.0117518,0.0115707,0.0252114,0.0271978,0.014555,0.0136308,0.00965732,0.0123516,0.0471348,0,0.0145998,0.0662114,0.0324259,0,0,0.0186561,0,0,0.0422825,0.0565632,0.0306243,0.0302574,0.023447,0.0455498,0.0391638,0.0490367,0.05189,0.0280121,0.0567852,0.0375578,0.0420458,0.0755731,0.018115,0.018344,0.00875084,0.0216743,0.0268351,0.0242731,0,0
50,0.0234635,0,0,0,0,0.0457105,0,0,0,0,0,0,0.0338701,0,0.0193352,0.0816034,0,0,0.016941,0,0,0.0347356,0.0719801,0.0224051,0.0176881,0.0149123,0.0200476,0.0300751,0.0276401,0.0383361,0.0471073,0.0310173,0.0116201,0.0115887,0.0253661,0.0272674,0.014546,0.0135452,0.00964616,0.0124062,0.0470304,0,0.014632,0.0661511,0.0323437,0,0,0.0186045,0,0,0.0422837,0.0565313,0.0307039,0.0303017,0.0234411,0.0455733,0.0391187,0.0490488,0.0518809,0.0279632,0.0568025,0.0375665,0.0420332,0.0755586,0.0181076,0.0183911,0.0087199,0.0216922,0.0269099,0.0242623,0,0
51,0.0231544,0,0,0,0,0.0457347,0,0,0,0,0,0,0.0343131,0,0.0192929,0.0812169,0,0,0.0173568,0,0,0.0346128,0.0722449,0.0222753,0.0172446,0.0149665,0.0208749,0.0304994,0.0276236,0.0381977,0.0470775,0.0312487,0.0116755,0.0115676,0.0252492,0.0271638,0.0141557,0.0130602,0.00960482,0.0125934,0.0462599,0,0.0148106,0.0655582,0.0319118,0,0,0.0188285,0,0,0.0422559,0.057449,0.0309951,0.0291328,0.0231678,0.0450602,0.0390013,0.0484842,0.0533763,0.0292108,0.0571946,0.0378677,0.0421641,0.0753129,0.0169937,0.0183637,0.00880756,0.0215587,0.0266766,0.0247667,0.0246084,0
52,0.023192,0,0,0,0,0.0457113,0,0,0,0,0,0,0.0341746,0,0.0193247,0.0812326,0,0,0.0172457,0,0,0.0346414,0.072238,0.0220562,0.01723,0.0149346,0.0209019,0.0303957,0.0276504,0.0382738,0.0471301,0.0312375,0.0117776,0.011725,0.0253441,0.0272472,0.0141437,0.0129326,0.0096638,0.0130629,0.0464194,0,0.0147198,0.0654872,0.0318288,0,0,0.0186276,0,0,0.0422997,0.0574204,0.0311177,0.0290783,0.0231469,0.0450802,0.0389778,0.0484981,0.0534151,0.0291713,0.0572731,0.0379116,0.0421631,0.0752765,0.017128,0.0183049,0.0087634,0.021753,0.0266426,0.0247937,0.0245187,0
53,0.0232406,0,0,0,0,0.0457125,0,0,0,0,0,0,0.0339803,0,0.0193942,0.0812204,0,0,0.0169107,0,0,0.0346228,0.0722043,0.021897,0.017159,0.0149634,0.0209513,0.0301992,0.0276906,0.0383244,0.0471595,0.0312522,0.0117771,0.0118204,0.0254552,0.0273432,0.0141775,0.0128508,0.00921024,0.0137132,0.0463837,0,0.01464,0.0654437,0.0317438,0,0,0.0183945,0,0,0.0423477,0.0573633,0.0310273,0.0291256,0.0231251,0.045156,0.0388653,0.0484607,0.0534431,0.0291403,0.0570812,0.0378684,0.0421345,0.0752478,0.0170788,0.0182575,0.00831796,0.0221063,0.0266782,0.0248292,0.0245355,0
54,0.0232792,0,0,0,0,0.045787,0,0,0,0,0,0,0.0338154,0,0.0194374,0.0811796,0,0,0.0170176,0,0,0.034579,0.0721567,0.0217502,0.0170892,0.0149911,0.0210116,0.030018,0.0277586,0.0383787,0.0471963,0.0312594,0.0118411,0.0118661,0.0255487,0.0273929,0.0142567,0.0126915,0.00920681,0.013811,0.0463348,0,0.014572,0.0654027,0.0316287,0,0,0.0184748,0,0,0.0424007,0.0573236,0.030964,0.0291543,0.0231289,0.0452365,0.0388341,0.0484294,0.0534886,0.0291399,0.056756,0.0378234,0.0421134,0.0752443,0.0170435,0.0181921,0.00835158,0.0222094,0.0267958,0.0248597,0.0245313,0
55,0.0233518,0,0,0,0,0.0458148,0,0,0,0,0,0,0.0335745,0,0.0194532,0.0811493,0,0,0.0169688,0,0,0.0345778,0.0721256,0.0214773,0.0170278,0.014985,0.0211089,0.0298695,0.0277974,0.0384218,0.0472359,0.03126,0.0118525,0.0118261,0.0257226,0.0274867,0.0143304,0.0126314,0.00910983,0.0140475,0.0463046,0,0.0145956,0.0653541,0.0315288,0,0,0.018442,0,0,0.042453,0.0573067,0.0310093,0.0292233,0.0231039,0.0453499,0.0387506,0.0484506,0.0535251,0.0290917,0.0567688,0.0377956,0.0420816,0.0752186,0.0170564,0.0181323,0.00829386,0.0223996,0.0268494,0.024876,0.0245698,0
56,0.0234635,0,0,0,0,0.045767,0,0,0,0,0,0,0.0333035,0,0.0194825,0.0810988,0,0,0.0169049,0,0,0.0345795,0.0720959,0.0212249,0.0169387,0.0150157,0.0212351,0.0298208,0.0278264,0.0384797,0.047256,0.0312373,0.0117986,0.0117008,0.0258872,0.0276078,0.0144329,0.0127105,0.00902745,0.0142435,0.0462587,0,0.0146935,0.0652673,0.0314603,0,0,0.018454,0,0,0.042509,0.0572916,0.0311607,0.0293169,0.0230662,0.0454888,0.0387417,0.0485384,0.053532,0.0290397,0.0568261,0.0377693,0.0420651,0.0751712,0.0170907,0.017975,0.0081924,0.022498,0.0268153,0.0248667,0.024669,0
57,0.023586,0,0,0,0,0.045732,0,0,0,0,0,0,0.0330814,0,0.0195251,0.0810343,0,0,0.0169153,0,0,0.0345734,0.0720528,0.0210445,0.0168391,0.0150421,0.0213658,0.029814,0.0278704,0.0385479,0.0472799,0.0312261,0.0118113,0.0116846,0.0259774,0.0276951,0.0145406,0.0127043,0.00898694,0.0143778,0.0462003,0,0.0147654,0.065172,0.0314175,0,0,0.018442,0,0,0.042472,0.0572305,0.0313433,0.0293873,0.0230373,0.0456227,0.0388447,0.048614,0.0535255,0.029022,0.0568009,0.0377316,0.0420408,0.0751498,0.0171213,0.017793,0.00811779,0.0225917,0.0267655,0.0248435,0.0247747,0
58,0.0236985,0,0,0,0,0.0456844,0,0,0,0,0,0,0.0328645,0,0.0195656,0.0809834,0,0,0.016915,0,0,0.0345464,0.072022,0.0208681,0.0167639,0.015051,0.0214663,0.0298305,0.0279019,0.0386262,0.0472951,0.0312241,0.0117261,0.0117983,0.0260743,0.027779,0.0146395,0.0126545,0.00892633,0.0145775,0.0461484,0,0.0147467,0.0650734,0.0313731,0,0,0.0183972,0,0,0.0424455,0.0570177,0.0313439,0.0294735,0.0229952,0.0457687,0.0388957,0.0486501,0.0535403,0.029049,0.0567319,0.0376635,0.0419935,0.0751392,0.0170656,0.0176382,0.0080852,0.0227653,0.0267131,0.0248302,0.0248265,0
59,0.0238164,0,0,0,0,0.0456467,0,0,0,0,0,0,0.0327108,0,0.0196186,0.0809666,0,0,0.0169422,0,0,0.0345207,0.0719734,0.0206892,0.0166852,0.0150365,0.0215592,0.0298124,0.0279224,0.0387179,0.0473095,0.0312117,0.0117489,0.0119646,0.0261959,0.0278668,0.0146508,0.012573,0.00886779,0.0148296,0.0461269,0,0.0147223,0.0650073,0.0313154,0,0,0.0184362,0,0,0.0425701,0.0568463,0.0312354,0.0295614,0.0229567,0.0459416,0.0388495,0.048686,0.0535489,0.0290618,0.056679,0.0376329,0.041939,0.0750969,0.0169919,0.0175183,0.00844768,0.0228079,0.0266696,0.0248196,0.024853,0
60,0.0239328,0,0,0,0,0.0455824,0,0,0,0,0,0,0.0326543,0,0.0196091,0.0809429,0,0,0.016996,0,0,0.034519,0.0719133,0.0206988,0.0166195,0.0150391,0.0216474,0.029795,0.0279303,0.0387734,0.0473684,0.0311982,0.0118348,0.0119823,0.0262282,0.0278819,0.0147201,0.0124881,0.00881861,0.0151085,0.0460823,0,0.0147594,0.0649507,0.0312397,0,0,0.018476,0,0,0.0426299,0.0567773,0.0312509,0.0296351,0.0229305,0.0460909,0.0387178,0.048712,0.0535535,0.0290466,0.0566466,0.0376201,0.0418924,0.075041,0.0169696,0.0174104,0.00884735,0.0226288,0.0266315,0.024828,0.0249513,0
61,0.0240429,0,0,0,0,0.0454801,0,0,0,0,0,0,0.0325794,0,0.0195836,0.0809118,0,0,0.0170116,0,0,0.0345017,0.0718724,0.0207331,0.0166415,0.0150359,0.0217521,0.0298232,0.0279352,0.038815,0.0473911,0.0311934,0.011772,0.0119318,0.0262448,0.0279123,0.014813,0.0123873,0.00877576,0.0153951,0.0460286,0,0.0147911,0.0649105,0.0311665,0,0,0.0184846,0,0,0.0425368,0.0567373,0.0313243,0.0297056,0.0229132,0.0462303,0.0386707,0.0487847,0.0535536,0.0290478,0.0566353,0.0375642,0.0418633,0.0750072,0.0169496,0.0173461,0.00956235,0.0222141,0.0265637,0.0248332,0.0250088,0
62,0.0241474,0,0,0,0,0.0453922,0,0,0,0,0,0,0.032542,0,0.0195564,0.0808763,0,0,0.0170015,0,0,0.0345688,0.0718196,0.0207418,0.0165924,0.015041,0.0218534,0.029852,0.02796,0.0388694,0.0473921,0.0312001,0.0117219,0.0120466,0.0262859,0.0279659,0.0148489,0.0123147,0.008745,0.0156793,0.0459765,0,0.014853,0.0648539,0.0311413,0,0,0.0183963,0,0,0.0425733,0.056721,0.0315113,0.0297635,0.0228816,0.0463533,0.0386852,0.0488101,0.0535603,0.0290311,0.0566223,0.0374956,0.0418538,0.0749773,0.0169813,0.0173208,0.0103724,0.0218184,0.0264991,0.0247892,0.0250399,0
63,0.0242588,0,0,0,0,0.0453546,0,0,0,0,0,0,0.0325294,0,0.0195262,0.0809078,0,0,0.0170536,0,0,0.0347343,0.0717661,0.0207649,0.0163187,0.0150487,0.021939,0.0298859,0.0279887,0.038903,0.0473986,0.0312019,0.0117232,0.012119,0.0263189,0.0279867,0.0148773,0.0122674,0.00876699,0.0159755,0.0459352,0,0.0148838,0.0647538,0.0311576,0,0,0.0184445,0,0,0.0428191,0.0566853,0.0315953,0.0298317,0.0228662,0.0464664,0.0387491,0.0488361,0.0535575,0.0290232,0.056606,0.0374689,0.0418241,0.0749514,0.0169806,0.0173291,0.0112353,0.0216047,0.026447,0.0247304,0.0251035,0
64,0.0243775,0,0,0,0,0.045345,0,0,0,0,0,0,0.032596,0,0.0194622,0.0809697,0,0,0.0171806,0,0,0.0349071,0.071762,0.0208438,0.0161719,0.0150671,0.0220618,0.0299296,0.0280006,0.0388958,0.0474422,0.0312417,0.0116955,0.0121158,0.0262859,0.0279705,0.0149123,0.0121836,0.00872104,0.0164049,0.0458468,0,0.01492,0.0646531,0.0311599,0,0,0.0185081,0,0,0.0430393,0.0566232,0.0316444,0.029897,0.0228573,0.0466155,0.0387677,0.0488931,0.0535621,0.0289952,0.0565877,0.0374837,0.041786,0.0749342,0.0169604,0.0172803,0.0121073,0.0214707,0.026412,0.0247043,0.0251118,0
65,0.0245074,0,0,0,0,0.0452979,0,0,0,0,0,0,0.0326313,0,0.0194214,0.0809862,0,0,0.0172816,0,0,0.0350271,0.0717622,0.0208543,0.0161332,0.0150668,0.0221785,0.0299414,0.0280336,0.0389061,0.0474715,0.0312442,0.011672,0.012075,0.0262791,0.0279656,0.0149261,0.0120398,0.0086738,0.016805,0.045799,0,0.0149326,0.0645756,0.0311627,0,0,0.0185972,0,0,0.0432384,0.0565709,0.0316037,0.0299338,0.0228137,0.0467421,0.038779,0.0489672,0.0535927,0.0289967,0.0565606,0.0374974,0.0417475,0.0748964,0.0169079,0.0172267,0.0129529,0.021305,0.0263987,0.0246761,0.0251704,0
66,0.0246371,0,0,0,0,0.0452461,0,0,0,0,0,0,0.0325692,0,0.0194131,0.0809887,0,0,0.017342,0,0,0.0351211,0.071736,0.0207923,0.0161268,0.0150701,0.022279,0.0299217,0.0280514,0.0389293,0.0474969,0.0312559,0.0116432,0.0120695,0.0263237,0.0280008,0.0149263,0.0119296,0.00867656,0.0172025,0.0458252,0,0.0149341,0.0646435,0.0311826,0,0,0.018603,0,0,0.0433758,0.0565229,0.0314828,0.0299823,0.0227571,0.0468554,0.0388103,0.0490468,0.0536297,0.0290114,0.0564904,0.0375104,0.0417274,0.0748315,0.0168446,0.0171755,0.0138209,0.0211583,0.0263866,0.0246242,0.0252875,0
67,0.0247447,0,0,0,0,0.0452108,0,0,0,0,0,0,0.0324558,0,0.0194521,0.0810027,0,0,0.0174153,0,0,0.0352268,0.0716714,0.0206802,0.0160875,0.0151002,0.0223636,0.0298742,0.0280575,0.0389434,0.04751,0.0312824,0.0116337,0.0120792,0.0263833,0.0280266,0.0149572,0.011856,0.00881725,0.0175144,0.0458378,0,0.0149897,0.0648366,0.0312378,0,0,0.0185793,0,0,0.0435928,0.0564642,0.0315166,0.0300223,0.0227397,0.0469447,0.0388579,0.0491169,0.0536555,0.029,0.0564256,0.0374813,0.041762,0.0747649,0.0168372,0.017155,0.0148083,0.0209286,0.0263461,0.0245626,0.0253458,0
68,0.0248341,0,0,0,0,0.0452248,0,0,0,0,0,0,0.0323403,0,0.0195554,0.0808874,0,0,0.0176319,0,0,0.0354139,0.0716372,0.0205523,0.0159678,0.0151373,0.0224262,0.0298716,0.028085,0.0389583,0.0475411,0.0313075,0.0116167,0.0121077,0.0264067,0.0280229,0.0150133,0.0117955,0.0100379,0.0171793,0.0457167,0,0.0150338,0.0647271,0.0313054,0,0,0.0185333,0,0,0.0438653,0.0563932,0.0316838,0.0299545,0.022752,0.0469789,0.0388431,0.0491682,0.0536552,0.0289715,0.0563954,0.0374607,0.0417437,0.0747331,0.0168309,0.0170791,0.015926,0.0207545,0.0262674,0.0244799,0.0253872,0
69,0.0249063,0,0,0,0,0.0452233,0,0,0,0,0,0,0.0322246,0,0.0196984,0.080773,0,0,0.0178188,0,0,0.0357279,0.0716014,0.0203659,0.01588,0.0151823,0.0225235,0.0298859,0.0281221,0.0389304,0.0475819,0.0313453,0.0115927,0.0121299,0.0264853,0.0280723,0.0149937,0.0117451,0.0112282,0.0169227,0.0455988,0,0.0150338,0.0646015,0.0313444,0,0,0.0185023,0,0,0.0441458,0.0563437,0.0317849,0.0299074,0.022764,0.0470311,0.0387992,0.0492318,0.0536876,0.0289724,0.0563457,0.0374345,0.0416672,0.0747266,0.0168212,0.0170707,0.0170031,0.0205246,0.0262635,0.0244112,0.0254161,0
70,0.0249772,0,0,0,0,0.045237,0,0,0,0,0,0,0.0320259,0,0.0196854,0.0807027,0,0,0.0179538,0,0,0.0360096,0.0715692,0.0201668,0.0158069,0.0152083,0.0226265,0.0299595,0.0281553,0.0388861,0.0476223,0.0313792,0.0115641,0.0121488,0.02659,0.0281255,0.0150141,0.0116429,0.0123581,0.0166868,0.0455536,0,0.0150523,0.0644692,0.0313897,0,0,0.0184769,0,0,0.0443731,0.0562983,0.0318027,0.0298914,0.022754,0.0470936,0.0387952,0.0492852,0.0537379,0.0290362,0.056273,0.0374097,0.0415989,0.0747077,0.0168031,0.0170466,0.0177517,0.0202539,0.0263341,0.0243545,0.025465,0
71,0.0250795,0,0,0,0,0.0452994,0,0,0,0,0,0,0.0318242,0,0.0196638,0.0806659,0,0,0.0181,0,0,0.0363326,0.071536,0.0199922,0.0157008,0.0152299,0.0227576,0.0300914,0.0281681,0.0388822,0.0476463,0.031396,0.0115514,0.012185,0.0267284,0.0281924,0.0150323,0.0115041,0.0134721,0.0164515,0.0454885,0,0.0150691,0.0643533,0.0314296,0,0,0.0184961,0,0,0.0446134,0.0562682,0.0318024,0.0298549,0.0227368,0.0471715,0.0388332,0.0493283,0.0537626,0.0291206,0.0561871,0.0373669,0.041486,0.0746722,0.0167522,0.0170461,0.0185679,0.020089,0.026418,0.0242883,0.0255118,0
72,0.0252062,0,0,0,0,0.0453803,0,0,0,0,0,0,0.0315814,0,0.0197374,0.0806138,0,0,0.0183535,0,0,0.0366559,0.071485,0.0197585,0.0155652,0.0152555,0.0228918,0.0302185,0.0281721,0.0389056,0.0476807,0.031394,0.0115264,0.0122158,0.0269194,0.028335,0.0150605,0.0112803,0.014731,0.0162255,0.0453306,0,0.0150214,0.0644176,0.0314496,0,0,0.0185724,0,0,0.0448966,0.0562213,0.0317739,0.0298162,0.0227128,0.0472822,0.0388587,0.0493388,0.0537676,0.0291865,0.0561351,0.0373651,0.0413056,0.0746385,0.0166467,0.0170653,0.019448,0.020046,0.0265053,0.0242082,0.0255791,0
73,0.0253429,0,0,0,0,0.0454748,0,0,0,0,0,0,0.031263,0,0.0198752,0.080548,0,0,0.0186245,0,0,0.036971,0.0714125,0.0192466,0.0154339,0.0153042,0.0230222,0.0303629,0.0281969,0.0389268,0.047727,0.0313699,0.0115014,0.0121978,0.0271612,0.0284905,0.015114,0.0109988,0.0158937,0.0160145,0.045173,0,0.0149611,0.0644213,0.0314476,0,0,0.0186685,0,0,0.0451797,0.0561628,0.0317708,0.0298083,0.0227641,0.0473992,0.0388779,0.0493921,0.0537778,0.0292248,0.0560774,0.0373908,0.0411853,0.074598,0.0165617,0.0170896,0.0202936,0.0200766,0.0265704,0.0240832,0.025631,0
74,0.025468,0,0,0,0,0.0455519,0,0,0,0,0,0,0.0309475,0,0.0200316,0.0803733,0,0,0.0188324,0,0,0.0372528,0.0713402,0.0186974,0.0153877,0.0153373,0.0231087,0.0304234,0.0282348,0.0389624,0.047784,0.0313555,0.0114962,0.0122193,0.0274267,0.0286486,0.0151942,0.0106857,0.0168399,0.0159204,0.0450576,0,0.0149635,0.0642933,0.0314396,0,0,0.0187591,0,0,0.0453506,0.0560987,0.0319237,0.0298063,0.0229288,0.0474517,0.0389103,0.049479,0.0537924,0.0292313,0.0560167,0.0374031,0.0411269,0.0745378,0.0165463,0.0171649,0.0209893,0.0200172,0.026574,0.0239553,0.0256745,0
75,0.0255622,0,0,0,0,0.0456174,0,0,0,0,0,0,0.0306287,0,0.0201863,0.0803366,0,0,0.0190014,0,0,0.0375851,0.0712911,0.0181903,0.015283,0.0153556,0.0231927,0.0303336,0.0282624,0.0389992,0.0478706,0.031357,0.01148,0.0122552,0.0276686,0.0288082,0.01526,0.0103586,0.0176709,0.0157793,0.0449568,0,0.0149705,0.0640972,0.0314215,0,0,0.0188354,0,0,0.0455215,0.0560393,0.0320492,0.0297821,0.0229454,0.0474889,0.0389244,0.0495156,0.0538023,0.0292115,0.0559576,0.0373763,0.041062,0.0744805,0.0165089,0.0173033,0.0214236,0.0195508,0.0265883,0.0238566,0.025689,0
76,0.0256468,0,0,0,0,0.0456897,0,0,0,0,0,0,0.0305118,0,0.0202203,0.0803804,0,0,0.0192203,0,0,0.0378017,0.0712648,0.0180068,0.0151758,0.0153591,0.023298,0.0303263,0.028273,0.0390302,0.0479424,0.0313234,0.0114549,0.0122399,0.0277534,0.0288658,0.0152845,0.0100552,0.0184151,0.0156036,0.0448341,0,0.0149602,0.0639857,0.031366,0,0,0.0189088,0,0,0.0457458,0.0560234,0.0321147,0.0297635,0.02292,0.0475404,0.0388898,0.0495055,0.0538025,0.0291967,0.055881,0.0373356,0.0410175,0.0744466,0.0164558,0.0174075,0.0216237,0.0188708,0.0267727,0.0238133,0.0257812,0
77,0.0257316,0,0,0,0,0.0457727,0,0,0,0,0,0,0.030481,0,0.0201624,0.0803804,0,0,0.0194385,0,0,0.0379895,0.0712429,0.0179802,0.0150878,0.0153563,0.0234111,0.0303845,0.0282806,0.0390588,0.0479664,0.0312972,0.0114164,0.0121167,0.027764,0.0288747,0.0153015,0.00976982,0.0191739,0.0154692,0.0446976,0,0.0149482,0.0639266,0.0312977,0,0,0.0189897,0,0,0.0459828,0.0560098,0.0321412,0.0297445,0.0228788,0.0476012,0.038835,0.0495863,0.0538029,0.0291958,0.0558206,0.0373203,0.0409887,0.0744262,0.0164037,0.0174453,0.022239,0.018873,0.0271181,0.023799,0.0258834,0
