Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,STRN,T10,RTHIA,RWRB,L5FT,LTOE,
129,0.0299763,0,0,0,0,0.0448256,0,0,0,0,0,0,0,0,0.0718987,0,0,0.0181388,0,0,0.0416836,0.0690036,0.0227267,0.00885403,0.0227304,0.0394681,0.0349409,0.0432454,0.051846,0.0299004,0.0127803,0.0187247,0.0293511,0.0283919,0.0117911,0.0309153,0.0184212,0.0170438,0,0.0203252,0.0594689,0.0339592,0,0,0.0148027,0,0,0.0463813,0.0590332,0.0482072,0.0250564,0.0207504,0.0578643,0.0326378,0.0310664,0.0602282,0.0197902,0.0558404,0,0.0414016,0.0719421,0.0569148,0.0157482,0.0276273,0.024559,0.0243472,0.0608979,0.0179621,0.0357263,0.00813938,0
130,0.0303943,0,0,0,0,0.0453566,0,0,0,0,0,0,0,0,0.0716898,0,0,0.0179139,0,0,0.0416489,0.0690552,0.0248743,0.00880025,0.0229408,0.0392553,0.0344042,0.0433733,0.0519589,0.030068,0.0127459,0.0187428,0.0285472,0.0278476,0.0117664,0.0319107,0.0185779,0.0180379,0,0.0201535,0.0605485,0.0342249,0,0,0.0147544,0,0,0.0463877,0.0580806,0.0492124,0.0269812,0.0184666,0.0584797,0.0320663,0.0313315,0.0613095,0.0208019,0.054171,0.0308938,0.0401453,0.0707987,0.0576276,0.0159541,0.0278446,0.0252444,0.0236563,0.0614664,0.0178889,0.0371373,0.0073118,0
131,0.030385,0,0,0,0,0.0456947,0,0,0,0,0,0,0,0,0.0717711,0,0,0.0177378,0,0,0.041632,0.0691464,0.0266546,0.00876028,0.0229183,0.0390663,0.034377,0.0432453,0.0518827,0.0301057,0.0127214,0.018725,0.0276056,0.0272243,0.0118374,0.0328303,0.0186868,0.0170548,0,0.0196643,0.060733,0.0341673,0,0,0.0145283,0,0,0.0463588,0.0577786,0.0481941,0.0274387,0.0186929,0.0584659,0.0317171,0.0316617,0.0612683,0.0207383,0.0542532,0.0313088,0.0402443,0.0710308,0.0537272,0.0162801,0.0282054,0.0256523,0.0235134,0.0616821,0.017779,0.0387557,0.00701837,0
132,0.0309067,0,0,0,0,0.0461892,0,0,0,0,0,0,0,0,0.071415,0,0,0.0171091,0,0,0.041475,0.0691371,0.0273527,0.0089621,0.0229428,0.0389512,0.0336117,0.0435212,0.0519676,0.0300925,0.0127215,0.0189181,0.0273909,0.0271359,0.0121424,0.0335031,0.0188101,0.0163682,0,0.0194549,0.0620872,0.034586,0,0,0.0142571,0,0,0.0462852,0.0556734,0.0470294,0.0299739,0.0194386,0.0596247,0.0313076,0,0.0604352,0.0181877,0.0538855,0.0314847,0.0398712,0.0710896,0.0482785,0.0168119,0.0282703,0.0263857,0.0227824,0.0638374,0.017546,0.0392252,0.00732335,0
133,0.030152,0,0,0,0,0.0456098,0,0,0,0,0,0,0,0,0.0718465,0,0,0.0130694,0,0,0.0261048,0.0693846,0.0295314,0.00862512,0.0229776,0.0385296,0.0324089,0.0429147,0.0517031,0.030301,0.0127025,0.0188051,0.0261233,0.0263326,0.0144758,0,0.0198595,0.0173021,0,0.0186803,0.0612016,0.034736,0,0,0.0139931,0,0,0.0461637,0.0574094,0.0466672,0.0281096,0.0187055,0.0582353,0.0310224,0.0321194,0.0607508,0.0205809,0.0543327,0.0319963,0.0403621,0.0714126,0.0454277,0.0171691,0.0283654,0.0259253,0.0232502,0.0618783,0.0176479,0.0414576,0.00796958,0
134,0.029543,0,0,0,0,0.0459278,0,0,0,0,0,0,0,0,0.0723617,0,0,0.0133782,0,0,0.0264484,0.0693156,0.0223677,0.00883178,0.0213518,0.037997,0.033119,0.040719,0.0509145,0.0303958,0.0150299,0.0214622,0.0315448,0.031132,0.014356,0,0.0194193,0.0213243,0,0.0184814,0.0606993,0.0343562,0,0,0.0131847,0,0,0.0463936,0.0575796,0.0442097,0.0270352,0.0216646,0.0574441,0.0309788,0.032934,0.0595815,0.0190257,0.0556697,0,0.0410286,0.072054,0.0338087,0.0176087,0.0274689,0.0262817,0.0233929,0.0621932,0.0183395,0.0347899,0.00880629,0
135,0.0294261,0,0,0,0,0.0462861,0,0,0,0,0,0,0,0,0.0724204,0,0,0.0131883,0,0,0.0264904,0.0694035,0.02261,0.00874724,0.0212963,0.0376226,0.0333901,0.0403479,0.0507818,0.0305687,0.0151716,0.0215323,0.0315614,0.0313045,0.0145378,0,0.0191505,0.0231138,0,0.0178125,0.060989,0.0341636,0,0,0.0129804,0,0,0.0462523,0.0576113,0.0438024,0.0272673,0.0209616,0.0571012,0.0307139,0.0331212,0.0591074,0.019102,0.0555947,0,0.0410778,0.07225,0.0311673,0.0180448,0.0273461,0.026534,0.0233476,0.062004,0.0181946,0.035244,0.00842938,0
136,0.0298637,0,0,0,0,0.0467245,0,0,0,0,0,0,0,0,0.0721859,0,0,0.0124314,0,0,0.0262909,0.0695503,0.0228154,0.00883802,0.0214071,0.0371673,0.03307,0.0401979,0.0507709,0.0309238,0.0154119,0.021703,0.0316146,0.0315673,0.0147034,0,0.0188885,0.0226434,0,0.0176597,0.0623508,0.0344333,0,0,0.0126962,0,0,0.0461606,0.0566361,0.0450658,0.0296723,0.0181676,0.0577993,0.030419,0.0337269,0.059641,0.0197571,0.0541256,0.0329492,0.040055,0.0714344,0.0327347,0.0184175,0.027286,0.0270492,0.0227624,0.0625001,0.0180636,0.0355488,0.00822756,0
137,0.0292736,0,0,0,0,0.0469439,0,0,0,0,0,0,0,0,0.0723741,0,0,0.0128852,0,0,0.0264321,0.0695442,0.022925,0.00859141,0.0210505,0.0369769,0.0340868,0.0398178,0.0506251,0.03085,0.0155932,0.0218008,0.0315848,0.0317129,0.0147659,0,0.0187121,0.0263885,0,0.0166782,0.0616741,0.0337634,0,0,0.0127251,0,0,0.0462266,0.0576004,0.0430582,0.0279693,0.0197094,0.0566664,0.0304924,0.03325,0.0583283,0.0192926,0.0555165,0,0.0411852,0.0725951,0.0268969,0.0185878,0.0271432,0.0270655,0.0233532,0.0614982,0.0180311,0.0360419,0.00783671,0
138,0.0297691,0,0,0,0,0.047372,0,0,0,0,0,0,0,0,0.0723097,0,0,0.0122287,0,0,0.0261863,0.069712,0.0232752,0.00876331,0.0210773,0.0365096,0.0337641,0.039748,0.0507285,0.031176,0.0158517,0.0220567,0.0318258,0.0319319,0.0148478,0,0.0185286,0.0252514,0,0.0167379,0.0629923,0.0340585,0,0,0.0124957,0,0,0.0461749,0.0564926,0.0442815,0.0305894,0.0173235,0.0574683,0.0304701,0.0338185,0.0589465,0.019742,0.054145,0.032684,0.0402383,0.07183,0.0288705,0.0188104,0.026781,0.0275512,0.0227554,0.0619994,0.0178128,0.0362941,0.00773205,0
139,0.0297294,0,0,0,0,0.0476694,0,0,0,0,0,0,0,0,0.072421,0,0,0.0121739,0,0,0.0262323,0.0698312,0.0238034,0.00879783,0.0209359,0.0362562,0.0340632,0.0396713,0.0506424,0.0313449,0.0160975,0.0221892,0.0319525,0.0321116,0.0148854,0,0.0184144,0.0260237,0,0.0165157,0.0632027,0.0339206,0,0,0.0123705,0,0,0.0460803,0.0564395,0.0442656,0.0309592,0.0171243,0.0573234,0.0305778,0.0339654,0.0586381,0.0196691,0.0542246,0.0326197,0.0404281,0.0720414,0.0276829,0.0190148,0.0265619,0.0277566,0.0227898,0.0618023,0.0179909,0.0365413,0.00770465,0
140,0.0296863,0,0,0,0,0.0478424,0,0,0,0,0,0,0,0,0.0725114,0,0,0.0119539,0,0,0.0263704,0.069908,0.0243607,0.00908056,0.0208553,0.0357136,0.0345172,0.0396123,0.0505412,0.0312975,0.0162795,0.022304,0.0319991,0.0322269,0.0151457,0,0.018271,0.0266402,0,0.0163094,0.063282,0.0335638,0,0,0.0123537,0,0,0.0433066,0.0564079,0.0442726,0.0313391,0.0169955,0.0570808,0.0308532,0.034154,0.0582757,0.0195184,0.0543004,0.0325518,0.0405227,0.0721835,0.026829,0.0208454,0.0245098,0.0279544,0.0228895,0.0616089,0,0.0368358,0.00760094,0
141,0.0306415,0,0,0,0,0.0476594,0,0,0,0,0,0,0,0,0.0635163,0,0,0.0129532,0,0,0.0267941,0.0704567,0.0256793,0.00449499,0.023623,0.0322328,0.035311,0.0394971,0.0524537,0.035545,0.0176307,0.0232575,0.0326909,0.0332116,0.0147461,0,0.0186254,0.0239255,0,0.018561,0,0.0344513,0,0,0.0117789,0,0,0.045896,0.0503756,0.0469515,0.0406702,0.0175996,0.0557265,0.0308578,0,0.0577438,0.013674,0.0516066,0.0298131,0.0378225,0.0700643,0.0301012,0.0190913,0.0255774,0.0281866,0.0212636,0.0665104,0.0180084,0.0390948,0.00513594,0
142,0.0301151,0,0,0,0,0.048373,0,0,0,0,0,0,0,0,0.0724381,0,0,0.0110234,0,0,0.0263496,0.0698772,0.0244398,0.00983004,0.0210309,0.0349287,0.034117,0.0399745,0.0505165,0.0309577,0.016354,0.0225892,0.032171,0.0324093,0.0152089,0,0.0182431,0.0275709,0,0.0161543,0.0649682,0.033802,0,0,0.0118358,0,0,0.042373,0.0547387,0.0443794,0.0342903,0.0174241,0.0580391,0.0311488,0,0.0565909,0.0168878,0.0536081,0.0318343,0.0398443,0.0720274,0.0252256,0.0213125,0.0240663,0.0287101,0.0222833,0.062984,0,0.0371301,0.00735632,0
143,0.0302011,0,0,0,0,0.0492748,0,0,0,0,0,0,0,0,0.0730736,0,0,0.0158658,0,0,0.0404584,0.0699575,0.0243702,0.00989341,0.0211111,0.0347825,0.0362477,0.0399136,0.0505319,0.0308983,0.0164196,0.0226997,0.0322504,0.0324751,0.0140737,0.0265777,0.0152915,0.027819,0,0.0160324,0.0649645,0.0331315,0,0,0.0116227,0,0,0.04193,0.0547034,0.0445003,0.0346629,0.0172533,0.0579504,0.0315366,0,0.0563021,0.0167545,0.0534892,0.0317654,0.0397469,0.071982,0.0249475,0.0215051,0.0238227,0.0294795,0.0223739,0.0628518,0,0.0372519,0.00741686,0
144,0.030151,0,0,0,0,0.0494379,0,0,0,0,0,0,0,0,0.0732776,0,0,0.0159233,0,0,0.0399916,0.0700334,0.0243456,0.00981162,0.0211674,0.0347397,0.0362491,0.0399013,0.0505827,0.0309767,0.016558,0.0229807,0.0323732,0.0325446,0.0138593,0.0253518,0.015004,0.0279297,0,0.0159839,0.0648834,0.0333129,0,0,0.0110802,0,0,0.0451167,0.054602,0.0445648,0.0348174,0.0170724,0.0578493,0.0316843,0,0.056067,0.0167469,0.0533959,0.0317044,0.0396572,0.0719117,0.0247975,0.0201312,0.0231182,0.0297036,0.0223671,0.0627067,0.0177416,0.0373956,0.00717392,0
145,0.0301145,0,0,0,0,0.0495602,0,0,0,0,0,0,0,0,0.0733503,0,0,0.0158817,0,0,0.0398907,0.0702117,0.0241648,0.00991892,0.0212972,0.0344093,0.0363354,0.0398825,0.0505119,0.0309682,0.0166094,0.0232018,0.032422,0.0324491,0.0138598,0.0242943,0.0148152,0.0281634,0,0.0158929,0.0648734,0.033262,0,0,0.0109028,0,0,0.0448879,0.054503,0.0445908,0.0349482,0.0169371,0.0576427,0.0319865,0,0.0557996,0.0168108,0.0533833,0.0317174,0.0395599,0.0718812,0.0246121,0.0201938,0.0219084,0.029798,0.0223648,0.0625504,0.0177213,0.037642,0.00677027,0
146,0.0300865,0,0,0,0,0.0496138,0,0,0,0,0,0,0,0,0.0731695,0,0,0.0158356,0,0,0.0399056,0.070436,0.0238032,0.0100254,0.0215629,0.0340593,0.0363833,0.0398859,0.0504496,0.0308734,0.0165395,0.0233314,0.0323602,0.0322534,0.0137448,0.0235919,0.0145046,0.0282698,0,0.0158791,0.0650116,0.0332489,0,0,0.0107322,0,0,0.044576,0.0544095,0.0443932,0.0349954,0.0168784,0.0574017,0.0322313,0,0.0556237,0.0169488,0.0533722,0.0318163,0.039579,0.0719493,0.0245286,0.0202221,0.0204779,0.0298555,0.0223375,0.0623317,0.0174771,0.0378003,0.00638345,0
147,0.0300713,0,0,0,0,0.0495767,0,0,0,0,0,0,0,0,0.0727897,0,0,0.0157842,0,0,0.0396951,0.0706646,0.0232642,0.0101727,0.0218171,0.0336406,0.0363439,0.039954,0.0504687,0.0307419,0.0163818,0.0232619,0.0323378,0.0319835,0.013626,0.023076,0.0141729,0.0283465,0,0.0158539,0.0651205,0.0332763,0,0,0.010616,0,0,0.0442096,0.0542023,0.0435802,0.0350516,0.0167413,0.0571659,0.0324897,0,0.0556378,0.0170753,0.0533409,0.0319358,0.0395658,0.0719991,0.0242923,0.0201306,0.0192293,0.029858,0.0223,0.0623216,0.0175725,0.0378016,0.00608947,0
148,0.0300387,0,0,0,0,0.0495282,0,0,0,0,0,0,0,0,0.0729191,0,0,0.0156831,0,0,0.0393971,0.0709117,0.0226297,0.0101143,0.0220941,0.0333108,0.0361478,0.0400404,0.0505311,0.0307238,0.0161999,0.0230679,0.0322675,0.0316331,0.0137115,0.0223868,0.0140008,0.0285161,0,0.0157327,0.0653651,0.0333253,0,0,0.0106037,0,0,0.0439527,0.053867,0.0423028,0.035192,0.0165988,0.057063,0.0327928,0,0.0557861,0.0172494,0.0533194,0.0320547,0.039522,0.072043,0.0238138,0.0199793,0.0184013,0.0298676,0.0222647,0.0623346,0.0181308,0.0377584,0.00588381,0
149,0.0299861,0,0,0,0,0.0493797,0,0,0,0,0,0,0,0,0.0730476,0,0,0.0157394,0,0,0.0387282,0.0709037,0.0294725,0.00971775,0.0235733,0.0333652,0.0359743,0.042026,0.0512783,0.03054,0.0129152,0.0193152,0.0267883,0.0265843,0.0140091,0.0221275,0.0139593,0.0295295,0,0.0157674,0.065386,0.0333554,0,0,0.0110381,0,0,0.0433151,0.0535283,0.0406707,0.0352301,0.0167146,0.0570885,0.0330593,0,0.0560261,0.0175162,0.053343,0.0324334,0.0394294,0.0721425,0.0226219,0.0201421,0.0182775,0.0298603,0.0223618,0.0622333,0.0183698,0.0453358,0.00441901,0
150,0.0299138,0,0,0,0,0.0493468,0,0,0,0,0,0,0,0,0.0731485,0,0,0.0155324,0,0,0.0383663,0.0709465,0.0247469,0.00942754,0.0235728,0.033038,0.0356868,0.0419991,0.0514248,0.0307595,0.0129672,0.0195317,0.0290361,0.0279643,0.0144642,0.0210645,0.0141674,0.0304283,0,0.0156558,0.0658333,0.0334263,0,0,0.0110946,0,0,0.043061,0.0529945,0.0391398,0.0355189,0.0167364,0.0569799,0.0333197,0,0.0562656,0.0179612,0.0532389,0.0324036,0.039344,0.0723468,0.0216142,0.0202151,0.0174786,0.0298984,0.0222293,0.0621099,0.0183667,0.0430209,0.00160069,0
151,0.0297467,0,0,0,0,0.0487218,0,0,0,0,0,0,0,0,0.0726934,0,0,0.00765257,0,0,0.0252424,0.0710728,0.0198567,0.00935373,0.0234546,0.0326182,0.0334586,0.042183,0.0516331,0.0311065,0.0131721,0.0200001,0.0315442,0.0295709,0.0160451,0,0.0193261,0.0314887,0,0.0155619,0.0662935,0.0339287,0,0,0.0111973,0,0,0.0428571,0.0523511,0.0377539,0.0358409,0.0167503,0.0568025,0.0334635,0,0.0564741,0.0185213,0.0531446,0.0322723,0.039394,0.0725655,0.0205468,0.0201825,0.0166358,0.0294071,0.0220807,0.0619289,0.0183221,0.0407891,0.00684257,0
152,0.0285057,0,0,0,0,0.0487833,0,0,0,0,0,0,0,0,0.0719375,0,0,0.0159081,0,0,0.0380469,0.0710775,0.0193493,0.00817933,0.0229635,0.0329911,0.0367132,0.0421398,0.0516577,0.0315333,0.0128878,0.0195261,0.0313718,0.0293718,0.0145362,0.0188359,0.0144325,0.0296509,0,0.0156115,0.0648679,0.0325853,0,0,0.0112438,0,0,0.0428474,0.0551052,0.0336243,0.0315462,0.0179782,0.0545756,0.0340538,0.0326065,0.0557993,0.0212685,0.0560119,0.0337048,0,0.0754894,0.0214016,0.0204226,0.0161007,0.029085,0.0234514,0.0578697,0.0186656,0.0412877,0.00704099,0
153,0.0283134,0,0,0,0,0.0480576,0,0,0,0,0,0,0,0,0.0715916,0,0,0.00794807,0,0,0.0254611,0.0708053,0.0191134,0.00803156,0.0224557,0.0329932,0.034284,0.0426286,0.0521573,0.0323583,0.0127031,0.0191536,0.0312844,0.0293019,0.0163794,0,0.0194928,0.0307411,0,0.0156199,0.0654626,0.0330286,0,0,0.0114341,0,0,0.0429078,0.0545904,0.0331175,0.0317694,0.0180259,0.0545307,0.03431,0.0325548,0.0556869,0.0217395,0.0561462,0.0338919,0,0.0756745,0.0204982,0.0202623,0.0155975,0.0284863,0.0233786,0.057514,0.0188748,0.0414624,0.00688746,0
154,0.0287895,0,0,0,0,0.0486144,0,0,0,0,0,0,0,0,0.0718558,0,0,0.015357,0,0,0.0376241,0.0703883,0.0188688,0.00847216,0.022204,0.0325401,0.0352847,0.0435167,0.0531174,0.0337099,0.0125656,0.018741,0.0312698,0.0292432,0.0160258,0.0171787,0.0136953,0.0337941,0,0.01565,0.0668549,0.0331638,0,0,0.0115464,0,0,0.0430284,0.0524547,0.0360519,0.034207,0.015869,0.0552024,0.0349038,0.0330386,0.0574452,0.0218956,0.0541294,0.0330635,0.0399953,0.0732493,0.018789,0.0206356,0.0154152,0.0290944,0.022549,0.059439,0.018569,0.0416762,0.00718393,0
155,0.0275535,0,0,0,0,0.0479512,0,0,0,0,0,0,0,0,0.0711322,0,0,0.0151703,0,0,0.0375903,0.0697535,0.0188186,0.00647769,0.0217357,0.0335895,0.0367241,0.0441548,0.0537684,0.0341744,0.0121882,0.0182337,0.0313772,0.0290674,0.0152495,0.0155921,0.0148536,0.0370005,0,0.0160527,0.0650536,0.0322312,0,0,0.0115864,0,0,0.0431311,0.0552799,0.0316397,0.0293105,0.0192472,0.0531216,0.0356841,0.0318689,0.0542589,0.0219275,0.0575968,0,0,0.0764069,0.0163607,0.0204313,0.0150607,0.0279786,0.023778,0.0562538,0.0186702,0.0407488,0.00701095,0
156,0.0297224,0,0,0,0,0.0484847,0,0,0,0,0,0,0,0,0.0728394,0,0,0.0147157,0,0,0.0369551,0.067191,0.0170153,0.00830327,0.0243678,0.0338066,0.0348207,0,0.0577951,0.0372539,0.011132,0.0159021,0.0299111,0.0272266,0.0164579,0.0137224,0.0148365,0.035552,0,0.0160796,0.0665225,0.0340068,0,0,0.0115717,0,0,0.0426432,0.0524284,0.0366086,0.0330392,0.0152423,0.0535816,0.0350365,0.0335883,0.0567677,0.021808,0.0541222,0.0329142,0.0398637,0.0731237,0.0178319,0.0207509,0.0143667,0.0290588,0.0212796,0.0592195,0.0188008,0.0451999,0.0117586,0
157,0.0285713,0,0,0,0,0.0481236,0,0,0,0,0,0,0,0,0.0710371,0,0,0.0146427,0,0,0.0366949,0.0684734,0.0187575,0.00639851,0.0224663,0.0335989,0.0349128,0.0464019,0.0564593,0.0374952,0.0120138,0.0176876,0.0316725,0.0294951,0.0158897,0.0117649,0.0159957,0.0361756,0,0.0161165,0.0671337,0.0334811,0,0,0.0114449,0,0,0.0428621,0.0526096,0.0365092,0.0334216,0.0151909,0.0535539,0.0366301,0.0333702,0.0567542,0.0219731,0.0539798,0.0326861,0.0398479,0.0731296,0.0173916,0.0202839,0.0137269,0.0284854,0.0220091,0.0590926,0.0196322,0.0408692,0.00659721,0
158,0.0285007,0,0,0,0,0.047943,0,0,0,0,0,0,0,0,0.0706197,0,0,0.0143967,0,0,0.0363836,0.0679665,0.0188592,0.00577896,0.0226532,0.0338018,0.0347462,0.047349,0.0576064,0.0386144,0.0119767,0.0172579,0.0316587,0.0297252,0.0155766,0.00958647,0.0172097,0.0363962,0,0.0163117,0.0674764,0.0337032,0,0,0.0114605,0,0,0.0427808,0.0526544,0.0362893,0.0333528,0.0150593,0.0529785,0.0370638,0.03345,0.0567919,0.0220378,0.0537239,0.0324443,0.0396512,0.0729882,0.0171381,0.0199473,0.0127941,0.0283949,0.0219368,0.0591581,0.0202965,0.0406827,0.00625707,0
159,0.0283958,0,0,0,0,0.0476981,0,0,0,0,0,0,0,0,0.0701781,0,0,0.0141986,0,0,0.0363096,0.0674887,0.0191824,0.00514712,0.0226018,0.0339783,0.0345549,0.0482558,0.0586806,0.0394677,0.0120443,0.0167027,0.031577,0.0299598,0.0153674,0.00794485,0.0184274,0.0364632,0,0.016446,0.0679607,0.0339785,0,0,0.0114657,0,0,0.0426903,0.0526612,0.0359414,0.0332893,0.0150239,0.0525852,0.0373832,0.0332568,0.0569819,0.0221856,0.0535722,0.0324558,0.0394515,0.0729014,0.0169555,0.0197625,0.0115965,0.0282955,0.021938,0.0591785,0.0209005,0.0404535,0.00596378,0
160,0.0282498,0,0,0,0,0.0474099,0,0,0,0,0,0,0,0,0.0697595,0,0,0.0142852,0,0,0.0361782,0.0670059,0.0193825,0.00462704,0.0224302,0.0340943,0.0342966,0.0489304,0.0593976,0.0398458,0.0121253,0.0160683,0.0315169,0.0301965,0.0153153,0.00729235,0.0191846,0.0364098,0,0.0165466,0.0685882,0.0343054,0,0,0.0115557,0,0,0.0425308,0.0526224,0.0355822,0.0331793,0.0150864,0.0523557,0.0374927,0.0330128,0.0572121,0.0224183,0.0535573,0.0326467,0.0393127,0.0729486,0.0169538,0.0196435,0.0102582,0.0281284,0.021996,0.0591441,0.0215085,0.0403044,0.00565814,0
161,0.0283564,0,0,0,0,0.046797,0,0,0,0,0,0,0,0,0.0693715,0,0,0.0107048,0,0,0.0261708,0.066829,0.0193819,0.00413681,0.0221999,0.034465,0.0304896,0.0493662,0.0597978,0.0397395,0.0121625,0.0154642,0.0313678,0.0303583,0.0167391,0,0.0200971,0.0362679,0,0.0166338,0.0691661,0.0345135,0,0,0.0117944,0,0,0.0424265,0.0523691,0.0353374,0.0331307,0.0151964,0.0524086,0.0375683,0.0329969,0.0573996,0.0225707,0.0536004,0.0328418,0.0392657,0.0729895,0.01705,0.0190861,0.00883952,0.0276292,0.0221182,0.0591272,0.0222472,0.0402687,0.00539854,0
162,0.0280744,0,0,0,0,0.0470509,0,0,0,0,0,0,0,0,0.0693391,0,0,0.0168521,0,0,0.0349765,0.0670053,0.0190524,0.00412708,0.0215898,0.0341401,0.0341004,0.0493224,0.0595654,0.0390999,0.0120462,0.014864,0.0311852,0.0303338,0.0151332,0.00933035,0.0160484,0.0362165,0,0.0166646,0.0698465,0.0348867,0,0,0.0117066,0,0,0.041991,0.052159,0.0351303,0.0328471,0.015418,0.0518139,0.0374322,0.0326589,0.0574234,0.0227137,0.0537839,0.0331617,0.039374,0.073167,0.0170076,0.0194491,0.00751875,0.0278876,0.021999,0.0589417,0.0228013,0.0405667,0.00524857,0
163,0.0281787,0,0,0,0,0.0468425,0,0,0,0,0,0,0,0,0.0693363,0,0,0.0162747,0,0,0.0348577,0.0672033,0.0186621,0.00400428,0.0210784,0.0340737,0.033768,0.0489984,0.0591063,0.0383981,0.0118024,0.0144654,0.0310468,0.0302408,0.015548,0.00894951,0.0164519,0.0362449,0,0.0167468,0.0703079,0.0352327,0,0,0.0119016,0,0,0.0417758,0.0520904,0.035155,0.0326357,0.0154997,0.0514739,0.0372622,0.0325243,0.0573217,0.0227166,0.0538757,0.0332931,0.039477,0.0733278,0.016957,0.0195092,0.00695408,0.0278451,0.0218796,0.058851,0.0232023,0.0407952,0.00527542,0
164,0.0283913,0,0,0,0,0.0465515,0,0,0,0,0,0,0,0,0.0693821,0,0,0.0169575,0,0,0.0344406,0.0676419,0.0190712,0.00395252,0.020655,0.0337878,0.033626,0.0484011,0.0584566,0.0377637,0.0114775,0.0141518,0.0308102,0.0300278,0.0155146,0.00919963,0.0155474,0.0364481,0,0.0168106,0.0706812,0.0354229,0,0,0.00782317,0,0,0.0333218,0.0521219,0.0350389,0.0324144,0.0155194,0.0510353,0.036441,0.0326784,0.0571369,0.022608,0.0539929,0.0332629,0.0397112,0.0735005,0.0169026,0.019717,0,0.0277464,0.0218381,0.0588212,0.0220734,0.0407485,0.00519413,0
165,0.0286299,0,0,0,0,0.0465617,0,0,0,0,0,0,0,0,0.069471,0,0,0.0170401,0,0,0.034011,0.0680645,0.0186857,0.00387125,0.0204138,0.0335257,0.0335151,0.0481232,0.0579967,0.0373313,0.0113024,0.0138938,0.0308899,0.0299047,0.0156137,0.00905111,0.0154755,0.036574,0,0.0168284,0.0708438,0.0357114,0,0,0.00811216,0,0,0.0331596,0.0521044,0.0349588,0.0320867,0.015475,0.0504736,0.035941,0.0326619,0.0570771,0.0225009,0.0540968,0.0331247,0.0398916,0.0735884,0.0167523,0.0199474,0,0.0278374,0.0215957,0.0587523,0.0221207,0.0403452,0.00576518,0
166,0.0288091,0,0,0,0,0.0469203,0,0,0,0,0,0,0,0,0.0694292,0,0,0.0169998,0,0,0.0334601,0.0685291,0.0186722,0.00384884,0.0200951,0.0332932,0.0337727,0.0478022,0.0575062,0.0369728,0.0110884,0.0136516,0.0308535,0.0297644,0.0159892,0.00864808,0.0158555,0.0368352,0,0.0168473,0.071012,0.0359384,0,0,0.0136943,0,0,0.0413059,0.0519791,0.0348551,0.0318006,0.0155057,0.0498049,0.0365667,0.0325933,0.0570443,0.0223205,0.0541385,0.0330372,0.0399693,0.0736453,0.0165981,0.0197139,0.00772192,0.0281308,0.0211597,0.0585957,0.0229772,0.0395197,0.00596315,0
