Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,LWRA,
875,0.0299032,0,0,0,0,0.0491259,0,0,0,0,0,0,0.0289684,0,0.0252175,0.0727553,0,0,0.0145371,0,0,0.0368755,0.0763175,0.0238289,0.0169319,0.0146685,0.0228255,0.030004,0.0334963,0.0401985,0.0439711,0.023818,0.0136264,0.0157972,0.0267515,0.0273046,0.0208571,0.015818,0.0130104,0.0350056,0,0.0136828,0.0729644,0.0353709,0,0,0.015492,0,0,0.0448607,0.0535037,0.0338875,0.0408767,0.0203641,0.0528881,0.0377819,0.0330838,0.0542456,0.0523883,0.0225243,0.0588487,0.0385066,0.0440928,0.0750567,0.0170293,0.0193268,0.0105887,0.0211767,0.0293822,0.0189036,0.0105696,0
876,0.0298688,0,0,0,0,0.0491421,0,0,0,0,0,0,0.0292049,0,0.0251189,0.0728259,0,0,0.0145219,0,0,0.0368984,0.0763298,0.0239761,0.0170225,0.0147012,0.0227005,0.0299957,0.0332459,0.0401677,0.0439707,0.0238624,0.0135905,0.0157436,0.0266217,0.0272275,0.020742,0.0158886,0.0130239,0.0348298,0,0.0137775,0.072969,0.0352858,0,0,0.01558,0,0,0.0448262,0.0535247,0.0338936,0.0406645,0.0203564,0.0528123,0.0377304,0.0329835,0.054167,0.0524404,0.0224419,0.0587981,0.038488,0.0440793,0.075057,0.0171385,0.0192971,0.0098385,0.0214617,0.029414,0.0189855,0.0105815,0
877,0.0298492,0,0,0,0,0.0491544,0,0,0,0,0,0,0.0294119,0,0.0250263,0.0728733,0,0,0.0145041,0,0,0.0369149,0.07632,0.0240935,0.0170595,0.0147301,0.0226035,0.0300013,0.0328225,0.0401807,0.0439575,0.023874,0.0135564,0.015698,0.0265217,0.0271392,0.020659,0.015955,0.0130476,0.0346855,0,0.01382,0.0730593,0.0352192,0,0,0.0156113,0,0,0.0447298,0.0535262,0.0339165,0.0404376,0.0203397,0.0527677,0.037753,0.0329936,0.0541157,0.0524152,0.0222707,0.0586939,0.0384677,0.0440652,0.0750507,0.0172279,0.019301,0.00894883,0.0218728,0.0294485,0.019046,0.0106014,0
878,0.0298702,0,0,0,0,0.0487801,0,0,0,0,0,0,0.0295587,0,0.0249907,0.0729875,0,0,0.014315,0,0,0.0369797,0.0763131,0.0241904,0.0171413,0.0147357,0.0225698,0.0296264,0.0325052,0.0401701,0.0439089,0.0238229,0.0135514,0.0156885,0.0264451,0.0270515,0.0206143,0.0157807,0.0134597,0.0346643,0,0.0138681,0.0729805,0.0351042,0,0,0.013224,0,0,0.035469,0.0534681,0.0339467,0.0407342,0.020291,0.0528362,0.0374967,0.0328391,0.0541414,0.0523288,0.0221948,0.0585953,0.0384149,0.0440289,0.0750178,0.0172475,0.0183949,0,0.0220447,0.0293926,0.0193475,0.0103686,0
879,0.0298052,0,0,0,0,0.0492784,0,0,0,0,0,0,0.0294911,0,0.0250235,0.0729358,0,0,0.0140294,0,0,0.0371764,0.0762879,0.0240987,0.0170709,0.014705,0.0227324,0.0299325,0.0325385,0.0401855,0.0439089,0.0238147,0.0135896,0.0157213,0.0265192,0.0271129,0.0205734,0.0161282,0.0136803,0.034595,0,0.0138825,0.0729274,0.035153,0,0,0.0165267,0,0,0.0443742,0.0534603,0.0339136,0.0408465,0.0203264,0.0528825,0.0376401,0.0323457,0.0541444,0.0522436,0.0221982,0.0586269,0.0384328,0.0440676,0.0750571,0.0172734,0.019322,0.0094799,0.0213241,0.0295903,0.0191784,0.0103964,0
880,0.0297899,0,0,0,0,0.0494036,0,0,0,0,0,0,0.0294177,0,0.0250883,0.0728454,0,0,0.0141403,0,0,0.0371918,0.0763043,0.0239499,0.0170093,0.0146479,0.0228361,0.0298851,0.032406,0.0401723,0.0438664,0.0238127,0.0136412,0.0157548,0.0266219,0.0271671,0.0204673,0.0161461,0.0136249,0.0343743,0,0.0139804,0.0729037,0.0350678,0,0,0.0165354,0,0,0.0441422,0.0534062,0.0339516,0.0409654,0.020293,0.0530832,0.0375412,0.0321642,0.0541637,0.0522025,0.0222039,0.0586142,0.0383803,0.0440472,0.075045,0.0173723,0.0192896,0.00887607,0.0215567,0.0297449,0.0193115,0.0104305,0
881,0.0302429,0,0,0,0,0.049704,0,0,0,0,0,0,0.0284165,0,0.02545,0.0726139,0,0,0.0143499,0,0,0.0372336,0.0763794,0.0232984,0.0172232,0.0145526,0.0229119,0.0292512,0.0326326,0.0404429,0.0438888,0.0236216,0.0137778,0.0159819,0.0271827,0.027556,0.020898,0.0166243,0.0131518,0.035365,0,0.0138246,0.0741005,0.0354432,0,0,0.0168509,0,0,0.0440314,0.0526974,0.0335452,0.0432246,0.0204153,0.0545693,0.0375117,0,0.0555104,0.0501726,0.0201031,0.0581373,0.0380237,0.0437237,0.0751987,0.0168752,0.0194509,0.00841218,0.0217411,0.0303024,0.0186847,0.0106865,0
882,0.0297464,0,0,0,0,0.049578,0,0,0,0,0,0,0.0294038,0,0.0250805,0.0728775,0,0,0.0142133,0,0,0.0370359,0.0763576,0.0237866,0.0170466,0.0146177,0.022791,0.030152,0.0322651,0.0401578,0.0438954,0.0238845,0.0136032,0.0157054,0.0266668,0.0271612,0.0203014,0.0160328,0.0136237,0.0343535,0,0.0140947,0.0727778,0.0349313,0,0,0.0167421,0,0,0.0440233,0.053339,0.0340952,0.0409712,0.0202261,0.0530453,0.0375749,0.0340049,0.0541802,0.0523951,0.0226057,0.0585753,0.0383643,0.04397,0.0751194,0.0174202,0.0192717,0.00748027,0.0223218,0.0299808,0.0193213,0.0102512,0
883,0.0297042,0,0,0,0,0.0496062,0,0,0,0,0,0,0.0294689,0,0.0250225,0.0730472,0,0,0.0140331,0,0,0.0369369,0.076331,0.0238372,0.0171746,0.0146087,0.0227249,0.0304011,0.0322702,0.040158,0.0439409,0.0239219,0.0135525,0.0156447,0.0266048,0.0271364,0.0203262,0.0158515,0.0138362,0.0345579,0,0.014053,0.0726512,0.0348965,0,0,0.0167519,0,0,0.043914,0.0533106,0.0341022,0.0411082,0.0202263,0.0528725,0.0375674,0.0342413,0.0541928,0.0524373,0.0227949,0.0585489,0.0383731,0.0439428,0.0751387,0.0173323,0.0193024,0.00732933,0.0224546,0.0300321,0.0193346,0.0100362,0
884,0.0297099,0,0,0,0,0.0496963,0,0,0,0,0,0,0.0294382,0,0.025017,0.073122,0,0,0.0138149,0,0,0.0369102,0.0762985,0.0237774,0.017228,0.0145964,0.0226132,0.0304805,0.0324128,0.0401634,0.0439709,0.0239252,0.0135454,0.0156293,0.0266369,0.0271776,0.0202724,0.0157879,0.013906,0.0345815,0,0.0140564,0.0726216,0.0347788,0,0,0.0166961,0,0,0.0438032,0.0532606,0.0341191,0.0411634,0.0201932,0.052794,0.0375436,0.0342777,0.0542255,0.0523994,0.0227395,0.058502,0.0383354,0.0439376,0.0751069,0.0173155,0.0193505,0.00731209,0.0224919,0.03015,0.0193511,0.00996663,0
885,0.0297185,0,0,0,0,0.0498645,0,0,0,0,0,0,0.0294142,0,0.0250121,0.0731415,0,0,0.014025,0,0,0.0367987,0.0762606,0.0237009,0.0172299,0.0146053,0.0225607,0.0305988,0.032622,0.0401541,0.0439926,0.0239055,0.0135458,0.0156235,0.0267009,0.0272055,0.0201955,0.0157686,0.0135131,0.0345608,0,0.0140901,0.07263,0.034724,0,0,0.0174048,0,0,0.0436065,0.0532384,0.034124,0.0411216,0.0201761,0.0527322,0.0375967,0.034424,0.0542906,0.0523615,0.0226,0.0584959,0.0383243,0.0439558,0.0751005,0.0173153,0.0194148,0.00835585,0.0217896,0.0302887,0.019308,0.0101193,0
886,0.0297217,0,0,0,0,0.0499149,0,0,0,0,0,0,0.0294332,0,0.0249964,0.0731513,0,0,0.0140494,0,0,0.0366982,0.0762364,0.0236415,0.017229,0.0146101,0.0226508,0.0306744,0.0324646,0.0401544,0.043974,0.0238872,0.0135353,0.0156278,0.0267247,0.0271998,0.0201259,0.0158222,0.0134561,0.0345273,0,0.0141406,0.0726576,0.0347073,0,0,0.0175288,0,0,0.0435873,0.0532321,0.0341087,0.0411044,0.020168,0.0527149,0.0376434,0.0345394,0.0544364,0.052287,0.0224183,0.0585016,0.0383074,0.04395,0.0751288,0.0173251,0.0194627,0.00832277,0.0217847,0.0303544,0.0193151,0.0100409,0
887,0.0297,0,0,0,0,0.0498395,0,0,0,0,0,0,0.0294646,0,0.0249862,0.0731405,0,0,0.0137633,0,0,0.0366425,0.0762164,0.0235789,0.0172137,0.0145664,0.0226436,0.030633,0.0325247,0.0401433,0.0439583,0.0238679,0.0135266,0.0156038,0.026752,0.0272168,0.0200401,0.015876,0.0138464,0.034541,0,0.0141519,0.0726669,0.0346973,0,0,0.0169495,0,0,0.0436649,0.053218,0.0341354,0.0410731,0.0201437,0.0527158,0.037638,0.0345788,0.0543861,0.0522576,0.0223289,0.0584985,0.0383013,0.0438461,0.0751563,0.0173253,0.0195062,0.00736935,0.0223101,0.03033,0.0193684,0.00969797,0
888,0.0296817,0,0,0,0,0.0498153,0,0,0,0,0,0,0.0295478,0,0.024968,0.073147,0,0,0.0138058,0,0,0.0365614,0.0762136,0.0235651,0.0172121,0.0145312,0.0225418,0.030585,0.0325822,0.040105,0.0439625,0.0238554,0.0135045,0.0155657,0.0267343,0.027196,0.0199612,0.0159265,0.0137871,0.0345435,0,0.0141762,0.0726798,0.034697,0,0,0.0169348,0,0,0.0436212,0.0532013,0.0341511,0.0410435,0.0201278,0.0526827,0.0376193,0.0345343,0.0543245,0.0523024,0.022294,0.0585071,0.0383109,0.0437962,0.0751787,0.0173282,0.0195808,0.00734225,0.0222873,0.0303348,0.0193384,0.00964513,0
889,0.0296656,0,0,0,0,0.0497926,0,0,0,0,0,0,0.029676,0,0.0249439,0.0731562,0,0,0.0138693,0,0,0.0365141,0.0762393,0.0236245,0.0172407,0.0145317,0.022502,0.0304843,0.0324933,0.0400722,0.0439679,0.0238552,0.0134642,0.0155619,0.0266657,0.0271252,0.0198856,0.015979,0.0136923,0.034526,0,0.0142267,0.0727087,0.0347056,0,0,0.016923,0,0,0.0436152,0.0531985,0.0341389,0.0410043,0.0201397,0.0526362,0.03765,0.034384,0.0543165,0.0522892,0.022247,0.0585234,0.0383141,0.0438222,0.0752037,0.0173299,0.0196144,0.00730734,0.022299,0.0303289,0.0193198,0.0096457,0
890,0.0296463,0,0,0,0,0.049766,0,0,0,0,0,0,0.0297955,0,0.024942,0.0731805,0,0,0.0139143,0,0,0.0364721,0.0762503,0.0236592,0.017275,0.0145546,0.0224672,0.0303111,0.0324653,0.0400343,0.0439556,0.0238592,0.0134371,0.0155526,0.0266315,0.0270723,0.0197755,0.0159761,0.0135829,0.0345059,0,0.0142472,0.0727232,0.0346978,0,0,0.0168592,0,0,0.0436213,0.0531985,0.0341233,0.0409623,0.0201618,0.0525699,0.0376903,0.0343249,0.0543141,0.0522572,0.0221997,0.0585346,0.0383179,0.0438325,0.0752254,0.0173387,0.0195737,0.00728027,0.0223055,0.0303138,0.0193236,0.00966809,0
891,0.0296169,0,0,0,0,0.0498644,0,0,0,0,0,0,0.0298437,0,0.0249361,0.0731709,0,0,0.0142254,0,0,0.0363951,0.0762355,0.023667,0.0172703,0.0145573,0.0224571,0.03016,0.0324151,0.0399976,0.0439549,0.0238805,0.0134232,0.0155265,0.0266186,0.0270578,0.0197107,0.0159423,0.0131182,0.0344569,0,0.0142352,0.0726983,0.0347757,0,0,0.0174518,0,0,0.0434291,0.0531747,0.0341199,0.0409006,0.020175,0.0524588,0.0375984,0.0343271,0.0542979,0.0522396,0.0221768,0.0585619,0.038333,0.0438469,0.0752094,0.0173696,0.0196051,0.00810239,0.0217322,0.030371,0.0192962,0.00996469,0
892,0.0295745,0,0,0,0,0.0499273,0,0,0,0,0,0,0.029803,0,0.0250317,0.0730318,0,0,0.0142792,0,0,0.0364415,0.076274,0.0234793,0.017204,0.0145023,0.0225503,0.0298778,0.0325337,0.0399571,0.0439118,0.0238799,0.013472,0.0155316,0.0267069,0.0271238,0.0195213,0.0160441,0.0129667,0.0342263,0,0.0142924,0.0726579,0.0348208,0,0,0.0174459,0,0,0.0434106,0.0531485,0.0341179,0.0409473,0.0201667,0.0524975,0.037534,0.0344244,0.0542994,0.0521989,0.02211,0.0586126,0.038312,0.0438746,0.0751133,0.0174809,0.0196779,0.00811378,0.02172,0.0304388,0.0193219,0.0100565,0
893,0.0300067,0,0,0,0,0.0501578,0,0,0,0,0,0,0.028822,0,0.0254657,0.0727793,0,0,0.0144644,0,0,0.0365812,0.0763108,0.0228082,0.0173912,0.0144013,0.0227107,0.0289097,0.0329496,0.0402004,0.0439154,0.0236524,0.013638,0.0157795,0.0272693,0.027534,0.0199587,0.0166339,0.0124455,0.0352918,0,0.0140692,0.073938,0.035371,0,0,0.0173515,0,0,0.0433354,0.0524691,0.0335522,0.0433719,0.0203605,0.0539072,0.0374623,0,0.0556731,0.0499032,0.0197473,0.0582433,0.0379993,0.0435991,0.0752381,0.0168806,0.0198936,0.00806619,0.0217147,0.0308911,0.018686,0.0104407,0
894,0.0294647,0,0,0,0,0.0499116,0,0,0,0,0,0,0.0299408,0,0.0250514,0.073051,0,0,0.0142576,0,0,0.0365246,0.0762842,0.023406,0.017164,0.0144699,0.0225781,0.0295286,0.0325716,0.0398696,0.0438807,0.0239083,0.0134719,0.0154903,0.026679,0.0270864,0.0193386,0.0161708,0.0129808,0.0341196,0,0.0143115,0.0726592,0.0350104,0,0,0.0169982,0,0,0.0432615,0.0531489,0.0340924,0.0409817,0.0201512,0.0522292,0.0374868,0.034616,0.0542841,0.0521563,0.0221255,0.0587355,0.0383689,0.0439149,0.0750574,0.0175354,0.0197362,0.0075258,0.0219939,0.0303984,0.0193298,0.0100985,0
895,0.0294462,0,0,0,0,0.0498366,0,0,0,0,0,0,0.0301076,0,0.0249338,0.073231,0,0,0.0142786,0,0,0.0364638,0.0762239,0.0235709,0.0172476,0.0144873,0.0223757,0.0294592,0.0325244,0.0398372,0.0439228,0.0239719,0.0134219,0.0154202,0.0265482,0.0269954,0.0193516,0.0161656,0.0130702,0.0342518,0,0.014263,0.0726439,0.0350749,0,0,0.016955,0,0,0.0431833,0.0531567,0.0340505,0.0409163,0.0201681,0.0520394,0.0374768,0.0346274,0.0543276,0.0521643,0.0222153,0.0587493,0.038419,0.0439671,0.0750552,0.0174826,0.019739,0.00750955,0.0220143,0.0303312,0.0192841,0.0100287,0
896,0.0294378,0,0,0,0,0.0497525,0,0,0,0,0,0,0.0301902,0,0.0249056,0.0733219,0,0,0.0143049,0,0,0.0364114,0.0761974,0.0236024,0.0173135,0.0145044,0.0223031,0.0293444,0.0325118,0.0397923,0.0439268,0.0240213,0.0134046,0.0153979,0.0265044,0.0269825,0.0192647,0.0162044,0.0130808,0.0341983,0,0.014314,0.0726175,0.0351006,0,0,0.0169952,0,0,0.0432345,0.0531417,0.034023,0.0409392,0.0201913,0.0519401,0.0374558,0.0346699,0.0544662,0.0521006,0.0222816,0.0587763,0.0384314,0.043962,0.0750843,0.0175247,0.0197304,0.00756859,0.0220379,0.0302956,0.0192426,0.0100162,0
897,0.0294192,0,0,0,0,0.0496535,0,0,0,0,0,0,0.0302385,0,0.0248886,0.0733424,0,0,0.0143256,0,0,0.0363825,0.0761675,0.023605,0.0173436,0.0145124,0.0222398,0.029204,0.0325076,0.0397587,0.0439009,0.0240463,0.0133745,0.0153816,0.0264854,0.0269723,0.0191807,0.016252,0.0130066,0.0341772,0,0.0143767,0.0726765,0.035145,0,0,0.0171033,0,0,0.043327,0.0531298,0.0340252,0.0408978,0.0202064,0.0517911,0.0374311,0.0346387,0.05439,0.0521901,0.0223282,0.0587972,0.0384708,0.044007,0.0751054,0.0175486,0.0197018,0.00762761,0.0219968,0.0302545,0.019195,0.0100682,0
898,0.0294093,0,0,0,0,0.0495424,0,0,0,0,0,0,0.0302678,0,0.0248539,0.0733024,0,0,0.0143173,0,0,0.036319,0.0761352,0.0235938,0.0173178,0.0145105,0.0220618,0.0290794,0.0324932,0.039737,0.0438636,0.0240252,0.0133562,0.0153533,0.0264958,0.0269671,0.0191008,0.0162898,0.0130064,0.0341264,0,0.01438,0.0728604,0.0352345,0,0,0.0171845,0,0,0.0433699,0.0531397,0.0339883,0.0407213,0.0202252,0.0516107,0.0374269,0.0344063,0.0543519,0.0523734,0.022297,0.0588338,0.0385098,0.0440737,0.0751354,0.0175846,0.0196533,0.00760854,0.0219859,0.0301875,0.0191515,0.0100341,0
899,0.0293887,0,0,0,0,0.0494581,0,0,0,0,0,0,0.0303263,0,0.0248318,0.0733013,0,0,0.0143278,0,0,0.0363217,0.0761329,0.0235766,0.0173183,0.0145014,0.0218905,0.0289792,0.0324975,0.0397286,0.0438726,0.024006,0.0133529,0.0153488,0.026499,0.026962,0.0190362,0.0164142,0.0128908,0.0340973,0,0.0143902,0.0729433,0.0353212,0,0,0.0172432,0,0,0.0433582,0.0531319,0.0339255,0.0407187,0.020242,0.0515405,0.0374078,0.0340039,0.0544111,0.052415,0.0222665,0.0588587,0.0385235,0.0441166,0.0751589,0.0175937,0.0196004,0.00761667,0.0219891,0.0301118,0.0191595,0.0101244,0
900,0.0293251,0,0,0,0,0.049483,0,0,0,0,0,0,0.0304402,0,0.0247829,0.0733933,0,0,0.0147284,0,0,0.0361449,0.0761641,0.0236326,0.0173884,0.0145101,0.0216968,0.0290006,0.0325161,0.039692,0.0438907,0.0240244,0.0133185,0.0153258,0.026446,0.0269317,0.0189714,0.0164174,0.0123239,0.0340989,0,0.0143964,0.0728785,0.0353815,0,0,0.0180174,0,0,0.0431126,0.0531183,0.0338969,0.0407438,0.0202376,0.0515137,0.0373732,0.0343449,0.0543785,0.0524683,0.0223446,0.0588544,0.0385108,0.0440882,0.0751645,0.0175816,0.0195059,0.00864254,0.0214348,0.0300816,0.0191516,0.0103762,0
901,0.0292748,0,0,0,0,0.0493814,0,0,0,0,0,0,0.030521,0,0.0247535,0.0734278,0,0,0.0146303,0,0,0.0361708,0.076222,0.0236751,0.0174491,0.0145351,0.0217175,0.0289086,0.0325298,0.0396391,0.043918,0.0240291,0.0132861,0.0153042,0.0263936,0.026891,0.0189172,0.0164867,0.0122564,0.0340531,0,0.0144064,0.0727795,0.0354194,0,0,0.0179941,0,0,0.0431171,0.0531233,0.0338802,0.0408556,0.0202338,0.0515525,0.0373711,0.034804,0.0544415,0.0524696,0.022496,0.0588549,0.0384926,0.0440216,0.0751876,0.0176025,0.019446,0.00840361,0.0214663,0.030006,0.0192031,0.0104082,0
902,0.0292558,0,0,0,0,0.0492576,0,0,0,0,0,0,0.030601,0,0.0247113,0.0734617,0,0,0.0145744,0,0,0.0361677,0.0762909,0.0237489,0.0175076,0.0145326,0.0217302,0.0288226,0.0325224,0.0395913,0.0439051,0.0240393,0.0132621,0.0152921,0.0263286,0.0268212,0.0189258,0.0164845,0.0122612,0.034025,0,0.0144418,0.0728489,0.0354593,0,0,0.0180471,0,0,0.0430351,0.0531078,0.0339295,0.0407919,0.0202058,0.0515015,0.0373883,0.0353081,0.0544071,0.0524383,0.0227511,0.0588443,0.0384747,0.0440564,0.0751604,0.0176213,0.0193597,0.00825103,0.0214534,0.0299202,0.0192363,0.0103709,0
903,0.0292364,0,0,0,0,0.0491488,0,0,0,0,0,0,0.0306847,0,0.0246739,0.0734934,0,0,0.0145643,0,0,0.0361473,0.0763635,0.0238483,0.0175364,0.0145223,0.021678,0.0287359,0.0324626,0.0395553,0.0438746,0.0240176,0.0132507,0.0152906,0.0262654,0.0267681,0.0189425,0.0164967,0.0123161,0.0340803,0,0.0144142,0.0729033,0.0354947,0,0,0.0180541,0,0,0.0430078,0.0531019,0.0339658,0.040842,0.0201895,0.0514158,0.0373653,0.0353345,0.0542602,0.0523312,0.0228481,0.0588296,0.0384772,0.0439759,0.0751436,0.0175957,0.019324,0.00815448,0.0214561,0.0298302,0.0192867,0.0103186,0
904,0.029208,0,0,0,0,0.049055,0,0,0,0,0,0,0.0307404,0,0.0246482,0.0734548,0,0,0.0145544,0,0,0.0360979,0.0764284,0.0239536,0.0174991,0.0145544,0.0215233,0.0286615,0.0323775,0.0395285,0.0438638,0.0239604,0.0132475,0.0152766,0.0262053,0.0267323,0.0190002,0.016546,0.0123316,0.0341265,0,0.0143528,0.0730149,0.0355251,0,0,0.0179978,0,0,0.0431017,0.0531277,0.0339174,0.0406949,0.0202324,0.0513917,0.0373443,0.0348569,0.0542257,0.0522889,0.0227466,0.0588412,0.0385022,0.043815,0.0751782,0.0175656,0.0193136,0.00800693,0.02155,0.0297264,0.0193208,0.0102969,0
905,0.0291817,0,0,0,0,0.0489641,0,0,0,0,0,0,0.0308048,0,0.024608,0.073378,0,0,0.0145682,0,0,0.036083,0.0764931,0.0240639,0.0174413,0.0145637,0.0215006,0.0286018,0.0323086,0.0395109,0.0438457,0.0239238,0.0132232,0.0152533,0.0261388,0.0266757,0.0190838,0.0166133,0.012266,0.034143,0,0.0143503,0.0731711,0.0355451,0,0,0.0179745,0,0,0.0431189,0.0531658,0.0338662,0.0404165,0.0202708,0.051422,0.0373311,0.0346268,0.0542701,0.0524166,0.0225631,0.0588626,0.0385236,0.0438649,0.0752035,0.0175526,0.0192972,0.0078718,0.0215608,0.0296317,0.0193441,0.0103506,0
906,0.0291491,0,0,0,0,0.0488788,0,0,0,0,0,0,0.0308957,0,0.0245705,0.0734085,0,0,0.0146123,0,0,0.0360817,0.0765631,0.0241522,0.0174493,0.0145951,0.0215285,0.0285408,0.0322563,0.0394778,0.0438638,0.0239339,0.0131952,0.0152518,0.0260799,0.026627,0.0190948,0.0166344,0.0121601,0.0341513,0,0.0143443,0.0731302,0.0355359,0,0,0.0180122,0,0,0.0430972,0.0531717,0.0338102,0.0406105,0.0202831,0.0513811,0.0373188,0.0345573,0.0543309,0.0524734,0.0225039,0.0588783,0.0385289,0.0439599,0.0751857,0.0175308,0.0192752,0.00784165,0.0215686,0.029569,0.0193882,0.0104256,0
907,0.0291278,0,0,0,0,0.0487815,0,0,0,0,0,0,0.0309098,0,0.0245863,0.0734966,0,0,0.0146626,0,0,0.0360236,0.0764951,0.0240615,0.017536,0.0146183,0.0214554,0.0285041,0.0322524,0.0394735,0.0438811,0.0239504,0.0132048,0.0152791,0.0260952,0.0266567,0.0189879,0.0166087,0.0121491,0.0341682,0,0.0143423,0.0730814,0.0355317,0,0,0.0180478,0,0,0.0430765,0.053134,0.0337843,0.040776,0.0202792,0.0512885,0.0373381,0.0345296,0.0542799,0.0523904,0.0225198,0.0588838,0.0385314,0.0439983,0.0750841,0.0175073,0.0192551,0.00781884,0.0215521,0.0295157,0.0194346,0.0104355,0
908,0.0291216,0,0,0,0,0.048689,0,0,0,0,0,0,0.0308205,0,0.024677,0.0735637,0,0,0.0146732,0,0,0.0359295,0.0763159,0.0238145,0.017616,0.014578,0.0213903,0.0284673,0.0322852,0.039505,0.0438628,0.0239446,0.0132463,0.0152945,0.0262285,0.0267365,0.0187624,0.0166168,0.0122702,0.0341677,0,0.0143311,0.0730901,0.0355178,0,0,0.0180539,0,0,0.043091,0.0531228,0.0337709,0.040763,0.02026,0.0512119,0.0373555,0.0345145,0.0542351,0.0522441,0.0225096,0.0588912,0.0385306,0.0439962,0.0750321,0.0175113,0.0192355,0.00772986,0.0215457,0.0294493,0.0194803,0.0103627,0
909,0.0291063,0,0,0,0,0.0486107,0,0,0,0,0,0,0.0307382,0,0.0247264,0.073574,0,0,0.01471,0,0,0.0359281,0.0762548,0.023685,0.0176574,0.0145525,0.0213114,0.0284518,0.0322962,0.0395108,0.043817,0.0239612,0.0132803,0.0152941,0.0263169,0.0267755,0.0186681,0.0166406,0.0122688,0.0341501,0,0.014332,0.073152,0.0355167,0,0,0.0181488,0,0,0.0431076,0.0531066,0.0337559,0.0406522,0.0202595,0.0511592,0.0373529,0.0344994,0.0542019,0.0522047,0.0224948,0.0588851,0.0385244,0.0439718,0.0750439,0.0175232,0.0192138,0.00774548,0.0215501,0.0293653,0.0194812,0.0104125,0
910,0.029087,0,0,0,0,0.0485396,0,0,0,0,0,0,0.0306373,0,0.0247605,0.073577,0,0,0.0147554,0,0,0.0359725,0.0762744,0.0235829,0.0176872,0.0145411,0.0212219,0.0283966,0.0323419,0.039498,0.0437823,0.0239883,0.0132992,0.0153064,0.0263551,0.0268149,0.0186961,0.0166738,0.0121765,0.0341647,0,0.0143149,0.0731712,0.0355185,0,0,0.0183329,0,0,0.0431265,0.0530747,0.0337482,0.0406417,0.0202848,0.0511366,0.0373207,0.0344729,0.054193,0.0522125,0.0224938,0.0588868,0.0385371,0.0439547,0.075094,0.0175135,0.0191998,0.00784905,0.0215795,0.0292885,0.0194709,0.0105192,0
911,0.0290743,0,0,0,0,0.0484939,0,0,0,0,0,0,0.0304688,0,0.0248041,0.0735892,0,0,0.0148093,0,0,0.0360205,0.0762916,0.0234381,0.0177079,0.0145353,0.0211823,0.0283152,0.0324184,0.0395127,0.0437881,0.024004,0.013321,0.0153407,0.0264228,0.0269017,0.0187554,0.0166858,0.0120521,0.0342473,0,0.014295,0.0732087,0.0355758,0,0,0.0183623,0,0,0.0431241,0.0529698,0.033755,0.0407229,0.0203183,0.0511227,0.0372157,0.0344672,0.054161,0.0522073,0.0224768,0.0588922,0.0385528,0.0439733,0.0751693,0.0174702,0.0192251,0.00794093,0.0215703,0.0292578,0.0194467,0.0106102,0
912,0.029073,0,0,0,0,0.0484569,0,0,0,0,0,0,0.0302605,0,0.0249012,0.0735862,0,0,0.0148349,0,0,0.0360782,0.0762915,0.0232694,0.0176956,0.014493,0.0212418,0.0282399,0.0324954,0.0395576,0.0437621,0.0239537,0.0133455,0.0153837,0.0265752,0.0269963,0.0188279,0.0167079,0.0119406,0.0343892,0,0.0142151,0.0732939,0.0356303,0,0,0.0182927,0,0,0.0431064,0.0527871,0.0337328,0.0408514,0.0203584,0.0511779,0.0371302,0.0345429,0.0542038,0.0521382,0.0224634,0.0589058,0.0385984,0.0439926,0.0752109,0.0173784,0.0192815,0.00797018,0.0214798,0.0292417,0.0194327,0.0106786,0
913,0.0290499,0,0,0,0,0.0484253,0,0,0,0,0,0,0.0301176,0,0.0249784,0.0735667,0,0,0.0148585,0,0,0.0361797,0.0762808,0.0231211,0.0176746,0.0144758,0.0212315,0.0282057,0.0325693,0.0395951,0.0437653,0.0239137,0.01337,0.0154192,0.026697,0.0270789,0.0188318,0.0167132,0.011896,0.0344321,0,0.0141703,0.0733292,0.0356999,0,0,0.0183302,0,0,0.0431301,0.0527454,0.03371,0.0409023,0.0203659,0.0511929,0.0370652,0.0346004,0.0542346,0.0521182,0.0225449,0.0589093,0.0386194,0.04401,0.0752102,0.01733,0.0193043,0.00797034,0.0214119,0.0292045,0.0194597,0.0107215,0
