Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,LWRA,
All Timesteps RMSE,0.0319923,0,0,0,0,0.043484,0,0,0,0,0,0,0.0250581,0,0.0226851,0.0703132,0,0,0.0176945,0,0,0.0369434,0.0723335,0.021716,0.0133265,0.0137789,0.0340865,0.031678,0.0356004,0.0456096,0.0501617,0.0271787,0.0122797,0.0149551,0.0292254,0.0300474,0.0268144,0.0133416,0.0191999,0.0331592,0,0.0176025,0.0713453,0.0367876,0,0,0.0157152,0,0,0.0468895,0.0524651,0.0426676,0.0398135,0.0180376,0.0574872,0.0382394,0.0358052,0.0529408,0.0522325,0.0194464,0.053454,0.0325477,0.0389713,0.0702813,0.0331589,0.0170929,0.0261314,0.0212666,0.0246112,0.0234899,0.0274062,0
0,0.0248253,0,0,0,0,0.0465617,0,0,0,0,0,0,0.0214923,0,0.0244694,0.0713775,0,0,0.0116504,0,0,0.028847,0.0752204,0.0237351,0.0138864,0.01481,0.0263835,0.0292242,0.0369266,0.0440316,0.0469581,0.02838,0.0135628,0.0147805,0.0281076,0.0289422,0.0282239,0.0129582,0.0180951,0.0405457,0,0.0137827,0.0723831,0.0324212,0,0,0.0178077,0,0,0.042214,0.0518158,0.0381772,0.0373936,0.020392,0.0499858,0.0395603,0.0321394,0.0523228,0.050273,0.0223504,0.0553689,0.0324726,0.0410169,0.0727683,0.0151653,0.0174075,0.00713565,0.0238128,0.0280126,0.0235975,0,0
1,0.0248636,0,0,0,0,0.0466387,0,0,0,0,0,0,0.0215338,0,0.0247724,0.0715375,0,0,0.0114912,0,0,0.0286937,0.0751492,0.0235224,0.0136822,0.0145461,0.0264622,0.0294772,0.0371518,0.0440716,0.0467968,0.0281807,0.0135449,0.0148992,0.0281484,0.0289646,0.0285528,0.0130204,0.0181227,0.0388569,0,0.0141732,0.071946,0.0323826,0,0,0.0179559,0,0,0.0422427,0.0524532,0.0394576,0.0369869,0.0205954,0.0502273,0.0395086,0.0322068,0.0523406,0.0503215,0.0222289,0.0549237,0.0322844,0.040792,0.0723208,0.0157836,0.0171414,0.00724046,0.0238922,0.0279472,0.0236131,0,0
2,0.0244098,0,0,0,0,0.0465584,0,0,0,0,0,0,0.0213531,0,0.0249818,0.0709263,0,0,0.0115365,0,0,0.0288475,0.0748689,0.0231677,0.0124666,0.0140988,0.0272975,0.0303095,0.036964,0.044242,0.046559,0.0272699,0.0135644,0.0150577,0.0281174,0.0289386,0.0291931,0.0126776,0.0186898,0.0403036,0,0.0145957,0.0705929,0.0319948,0,0,0.0182063,0,0,0.0422007,0.0544165,0.0387571,0.0347605,0.0219853,0.0498659,0.0393887,0.031948,0.0518802,0.0500188,0.0226707,0.0556939,0,0.0411895,0.0723861,0.0155195,0.0169436,0.00737141,0.0238545,0.027546,0.0242942,0,0
3,0.02483,0,0,0,0,0.0466365,0,0,0,0,0,0,0.0214285,0,0.0252588,0.0708924,0,0,0.011081,0,0,0.0290565,0.0747537,0.0232672,0.012982,0.0143621,0.0270866,0.0298994,0.037238,0.0442648,0.046607,0.0271644,0.0137507,0.0151881,0.0281125,0.0290055,0.0291424,0.0130037,0.0186335,0.0348822,0,0.0148263,0.0708203,0.0324023,0,0,0.0183368,0,0,0.0422089,0.053854,0.0410636,0.0359837,0.0205279,0.0507533,0.0392757,0.0315824,0.0525112,0.0508672,0.0218966,0.0543611,0.0316876,0.0400632,0.0712872,0.0179599,0.0170335,0.0073511,0.0239837,0.0278018,0.0237685,0,0
4,0.0247499,0,0,0,0,0.0465608,0,0,0,0,0,0,0.0212701,0,0.0255233,0.0708572,0,0,0.0107906,0,0,0.0290932,0.074569,0.0235713,0.0124737,0.0144859,0.0275999,0.0300699,0.0372035,0.0443205,0.0465276,0.0266286,0.0139936,0.0151876,0.0280604,0.0290078,0.0294628,0.013055,0.0188011,0.0326112,0,0.0151146,0.0704741,0.0323641,0,0,0.0186044,0,0,0.0421223,0.0545356,0.0417303,0.0354573,0.0205785,0.0509868,0.0391335,0.0313712,0.0523872,0.0512463,0.0219806,0.0540231,0.0313724,0.039749,0.0707547,0.0197568,0.0168683,0.00743385,0.0240788,0.0277328,0.0239224,0,0
5,0.0246213,0,0,0,0,0.0464231,0,0,0,0,0,0,0.0211464,0,0.0257235,0.0708886,0,0,0.010493,0,0,0.0291064,0.0744515,0.0239398,0.0119192,0.0145326,0.0281875,0.0302021,0.0371533,0.0444066,0.0463486,0.026119,0.0142619,0.0151854,0.028033,0.0289963,0.0298107,0.0131819,0.0189649,0.0302311,0,0.0153788,0.0701698,0.0323251,0,0,0.0188808,0,0,0.0419761,0.0552044,0.0423062,0.0349922,0.020737,0.0512286,0.0390032,0.0311254,0.052164,0.051639,0.0218368,0.053738,0.031071,0.0394471,0.0702505,0.0219085,0.0166311,0.0074599,0.0239676,0.0276772,0.0241141,0,0
6,0.0248456,0,0,0,0,0.0464186,0,0,0,0,0,0,0.0207276,0,0.0258779,0.0705951,0,0,0.00996038,0,0,0.0291395,0.0745279,0.0244527,0.0117135,0.0144556,0.0289684,0.0296073,0.0374012,0.0448953,0.0461674,0.0255168,0.0143884,0.0155194,0.028152,0.0291279,0.0307417,0.0136491,0.0187279,0.0282099,0,0.0156401,0.0711192,0.0326436,0,0,0.0190727,0,0,0.0419088,0.055284,0.0421386,0.0368848,0.0206824,0.0528952,0.0389129,0,0.0539811,0.0502553,0.0192815,0.0535452,0.0307943,0.0392757,0.0702846,0.0237765,0.0166895,0.00740789,0.0238773,0.0279744,0.0238407,0,0
7,0.0245723,0,0,0,0,0.0462309,0,0,0,0,0,0,0.0205207,0,0.0260667,0.0704931,0,0,0.00959061,0,0,0.0291082,0.0745492,0.0248081,0.0113548,0.0144563,0.0293919,0.0296483,0.0373255,0.0450458,0.0460953,0.025223,0.0145227,0.0157797,0.0281834,0.0291788,0.0311833,0.0137815,0.0188231,0.0260301,0,0.016107,0.0709175,0.0326013,0,0,0.0193622,0,0,0.0418834,0.0559502,0.0430099,0.0364826,0.0209727,0.0529886,0.0389498,0,0.0542876,0.0506614,0.0189273,0.05338,0.0305887,0.0390525,0.069912,0.0269399,0.0168035,0.00732035,0.0237729,0.0278554,0.0241581,0,0
8,0.0242564,0,0,0,0,0.0459793,0,0,0,0,0,0,0.0202518,0,0.0262085,0.0703244,0,0,0.00922344,0,0,0.0291297,0.0746101,0.02515,0.011042,0.0144861,0.0297095,0.029631,0.0372652,0.0451648,0.0460366,0.0250609,0.0146732,0.0160453,0.0282777,0.029303,0.0317671,0.0139579,0.0189282,0.0239302,0,0.0165479,0.0707777,0.032537,0,0,0.019643,0,0,0.0418723,0.0566966,0.0438747,0.0362147,0.0212624,0.0530214,0.0389453,0,0.0544219,0.0509189,0.0187418,0.0530769,0.0304012,0.038784,0.0695169,0.030145,0.0167105,0.00715786,0.0235725,0.0276072,0.0245139,0,0
9,0.0239324,0,0,0,0,0.0456831,0,0,0,0,0,0,0.0200162,0,0.0262909,0.070222,0,0,0.00889822,0,0,0.0291926,0.0746576,0.0254237,0.0107787,0.014723,0.0298953,0.0296254,0.0372897,0.0452496,0.0460247,0.0250425,0.0148594,0.0162583,0.0283845,0.0294244,0.0323095,0.0141329,0.0190599,0.0221657,0,0.0170642,0.0706146,0.0324544,0,0,0.0198932,0,0,0.0418381,0.0573548,0.04465,0.0358699,0.0214483,0.0529103,0.0389162,0,0.0544397,0.0509707,0.0188805,0.0527787,0.0301122,0.0385155,0.0691523,0.0332006,0.0163573,0.00704578,0.0235124,0.0273439,0.0248987,0,0
10,0.0231866,0,0,0,0,0.0452565,0,0,0,0,0,0,0.0197127,0,0.0263112,0.0702078,0,0,0.00879327,0,0,0.029165,0.0745161,0.0255474,0.0102463,0.0147942,0.0301104,0.0301804,0.0370738,0.0452145,0.045939,0.0248475,0.0149443,0.0164092,0.0284561,0.0294488,0.0328938,0.0140141,0.0195044,0.022511,0,0.0176887,0.0696568,0.0319835,0,0,0.0201552,0,0,0.0418618,0.0587267,0.0436197,0.0339171,0.023369,0.0518299,0.0391409,0,0.0541848,0.0500447,0.0189775,0.0538127,0,0.0394065,0.0698536,0.0315201,0.0158034,0.00696925,0.0236731,0.0268121,0.0258137,0,0
11,0.0227453,0,0,0,0,0.0458157,0,0,0,0,0,0,0.0195923,0,0.0264498,0.0701489,0,0,0.0142915,0,0,0.0364374,0.0745682,0.0257431,0.010279,0.014828,0.0299411,0.0321555,0.0369683,0.045149,0.0458169,0.0248141,0.0152426,0.0165304,0.0285091,0.0294553,0.0332385,0.0125904,0.0155515,0.0212143,0,0.018408,0.0695475,0.0320047,0,0,0.0202138,0,0,0.0418088,0.0592319,0.0444934,0.0335855,0.023318,0.0515191,0.0390563,0,0.0541254,0.0498809,0.0187342,0.0534857,0,0.039306,0.0696266,0.0338652,0.0163438,0.00715371,0.0236254,0.0275359,0.0260215,0.00907834,0
12,0.0225599,0,0,0,0,0.0457446,0,0,0,0,0,0,0.0195086,0,0.0265133,0.0700632,0,0,0.0141029,0,0,0.0364165,0.074539,0.02589,0.010318,0.0148723,0.0299628,0.0321825,0.0367136,0.0451195,0.0457067,0.0247935,0.0154589,0.0166763,0.0285317,0.0294532,0.0334256,0.0126368,0.0155765,0.0202533,0,0.0190348,0.0694077,0.03198,0,0,0.0203971,0,0,0.041852,0.0595976,0.0451605,0.0332695,0.0232438,0.0513742,0.0390762,0,0.0542011,0.0497586,0.0184766,0.0532898,0,0.0392293,0.0694631,0.0359066,0.016265,0.00719158,0.0236989,0.0274956,0.0261843,0.00906978,0
13,0.0224733,0,0,0,0,0.0457683,0,0,0,0,0,0,0.0194607,0,0.0265398,0.0702194,0,0,0.0140096,0,0,0.0363437,0.0744846,0.0259246,0.0103532,0.0149325,0.0299427,0.0322304,0.036292,0.0450282,0.045611,0.0248034,0.0153538,0.0168319,0.0285188,0.0293931,0.033438,0.0126443,0.0154765,0.0194397,0,0.0193945,0.0692456,0.0319873,0,0,0.0205878,0,0,0.0418839,0.0599408,0.045677,0.0331306,0.0232612,0.0513052,0.0390577,0,0.0543073,0.0497085,0.0183441,0.0532864,0,0.0392312,0.0693964,0.0377283,0.0161319,0.00723068,0.0236195,0.0273294,0.026252,0.00906638,0
14,0.022486,0,0,0,0,0.0457958,0,0,0,0,0,0,0.0194955,0,0.0266269,0.0703453,0,0,0.0139609,0,0,0.0362741,0.0744392,0.0258775,0.0104405,0.0150205,0.0298395,0.0322867,0.036125,0.0448394,0.0455018,0.0248075,0.0153063,0.0169598,0.0284735,0.0292648,0.0333549,0.0126506,0.0154088,0.0185347,0,0.0195048,0.0690942,0.0319977,0,0,0.0207573,0,0,0.0419241,0.0602389,0.0460606,0.0330667,0.0233156,0.0512917,0.0390287,0,0.0544123,0.0496975,0.0181726,0.0534337,0,0.039292,0.0693771,0.0394607,0.0160117,0.00714292,0.0234287,0.0270158,0.0262337,0.00905346,0
15,0.0225682,0,0,0,0,0.0457746,0,0,0,0,0,0,0.0195381,0,0.0266458,0.0705087,0,0,0.0139893,0,0,0.0361559,0.0744012,0.0257929,0.0106404,0.0150866,0.0296719,0.0323715,0.0360069,0.0446459,0.0453786,0.0247573,0.0152659,0.0170748,0.0284341,0.0291594,0.0331728,0.0126337,0.0153569,0.0178656,0,0.0195364,0.0689518,0.0320086,0,0,0.0208851,0,0,0.0419535,0.0605006,0.046256,0.0330861,0.0233837,0.0513407,0.0389209,0,0.0546163,0.0497332,0.0179244,0.0536499,0,0.0394053,0.0694855,0.0410392,0.0159604,0.0070451,0.0232144,0.0267621,0.0261395,0.00904151,0
16,0.0227176,0,0,0,0,0.0456964,0,0,0,0,0,0,0.0196157,0,0.026651,0.0706623,0,0,0.0140636,0,0,0.036049,0.0743652,0.0257587,0.0108228,0.0151517,0.0295266,0.0325239,0.0358471,0.0444957,0.0453423,0.0247046,0.0152689,0.0170821,0.0284049,0.0291002,0.0329142,0.0126486,0.0152661,0.0174838,0,0.0195317,0.0688325,0.032036,0,0,0.0209981,0,0,0.0418853,0.0606911,0.046245,0.0331318,0.0234635,0.051495,0.0388377,0,0.0548292,0.0497915,0.0177634,0.0538871,0,0.0395992,0.069665,0.0420378,0.0160277,0.0071195,0.0231525,0.0270757,0.0260005,0.0090645,0
17,0.0228945,0,0,0,0,0.0456543,0,0,0,0,0,0,0.0196275,0,0.0265896,0.0708629,0,0,0.0141833,0,0,0.0361962,0.074303,0.0257637,0.0110329,0.0151891,0.0292575,0.0326584,0.0356874,0.0443816,0.0453565,0.0246041,0.015296,0.017043,0.0284333,0.02907,0.0326468,0.0126426,0.0153142,0.0172028,0,0.0194739,0.0687172,0.0320804,0,0,0.0211044,0,0,0.0418357,0.0607862,0.0461464,0.0332962,0.0235516,0.0516631,0.0387568,0,0.0550838,0.0498149,0.0178035,0.0541505,0,0.0398218,0.0699117,0.0426673,0.0159981,0.00723579,0.0232038,0.0269868,0.0258002,0.00910584,0
18,0.0230678,0,0,0,0,0.0456658,0,0,0,0,0,0,0.0197145,0,0.0265003,0.0710637,0,0,0.0141812,0,0,0.0361983,0.0742117,0.0256246,0.0112812,0.0151489,0.028966,0.0327826,0.0356019,0.0443198,0.0453939,0.0244299,0.0152207,0.0170626,0.02847,0.0290546,0.0324081,0.0126028,0.015352,0.0170093,0,0.019351,0.0686822,0.0321207,0,0,0.0211759,0,0,0.041794,0.0608327,0.045997,0.0335502,0.0236619,0.0518563,0.0386157,0,0.0553636,0.0497741,0.0178847,0.0544092,0,0.0400326,0.0701422,0.0430761,0.0160157,0.00733735,0.0231866,0.0263656,0.0255894,0.00909021,0
19,0.023226,0,0,0,0,0.0455959,0,0,0,0,0,0,0.01989,0,0.0264035,0.0711971,0,0,0.0141583,0,0,0.0361185,0.074094,0.0254053,0.0115469,0.0149911,0.0287511,0.0329739,0.0355611,0.0442955,0.0454675,0.0241924,0.0150268,0.0171187,0.028507,0.0290774,0.0322399,0.0125458,0.0153685,0.016899,0,0.0191946,0.0686384,0.0321555,0,0,0.0211828,0,0,0.0418074,0.0608532,0.0458023,0.0337563,0.0238052,0.0520695,0.0384588,0,0.0555307,0.0496945,0.017154,0.0546547,0,0.0401979,0.070317,0.0432617,0.0161764,0.0073292,0.0230456,0.0263108,0.0254264,0.00904795,0
20,0.0234021,0,0,0,0,0.0455122,0,0,0,0,0,0,0.0200997,0,0.0263233,0.0713223,0,0,0.0141493,0,0,0.0360387,0.0739787,0.0251854,0.0118014,0.0148242,0.0285003,0.0331549,0.0355385,0.0443239,0.0455045,0.0239151,0.0150541,0.0170989,0.0285215,0.0291037,0.0321802,0.0125206,0.0154539,0.0169513,0,0.0190003,0.0686777,0.0321941,0,0,0.0212132,0,0,0.0418342,0.0607857,0.0455172,0.034021,0.0239872,0.0522616,0.0382341,0,0.055805,0.0495673,0.0169274,0.0549088,0,0.0403482,0.0704951,0.0431248,0.0161779,0.00717709,0.0229695,0.0263267,0.0252718,0.00900496,0
21,0.0235898,0,0,0,0,0.0454525,0,0,0,0,0,0,0.0203003,0,0.0262028,0.0714745,0,0,0.0141514,0,0,0.0360046,0.0738575,0.0248214,0.0120025,0.0147376,0.0282006,0.0333013,0.035513,0.0443365,0.0455336,0.0236538,0.015183,0.0170842,0.0285214,0.0291166,0.0319432,0.0125561,0.015527,0.0170962,0,0.018779,0.0687702,0.0322432,0,0,0.0212352,0,0,0.0418108,0.060641,0.0452074,0.0343975,0.0242324,0.0524577,0.0380889,0,0.0561027,0.0493505,0.0175522,0.0551704,0,0.0405456,0.0706878,0.0424932,0.0163327,0.00732051,0.0229687,0.0261654,0.02509,0.0089558,0
22,0.0237993,0,0,0,0,0.0453974,0,0,0,0,0,0,0.0204217,0,0.0260752,0.0716221,0,0,0.0140724,0,0,0.0360179,0.0737451,0.0244901,0.0122062,0.0147217,0.0279725,0.0333234,0.0354708,0.0443288,0.0455459,0.0233922,0.0150601,0.0171345,0.0285547,0.0291579,0.0315556,0.0126307,0.0155651,0.0172692,0,0.018483,0.06883,0.0322465,0,0,0.0212698,0,0,0.0417224,0.0604759,0.0448703,0.034767,0.0244846,0.0527279,0.0379674,0,0.0563065,0.049122,0.0177914,0.0554148,0,0.0407307,0.0708873,0.041627,0.0164973,0.00757228,0.0228654,0.0263693,0.024974,0.0089258,0
23,0.0239691,0,0,0,0,0.0453082,0,0,0,0,0,0,0.0204627,0,0.0260633,0.0717596,0,0,0.014009,0,0,0.0360338,0.0736813,0.024523,0.0124971,0.0146999,0.0277227,0.033237,0.0354043,0.0443647,0.0455112,0.0232041,0.0149779,0.0171797,0.0286282,0.0292373,0.0311398,0.0127162,0.0154987,0.0175989,0,0.0180866,0.0689198,0.0322596,0,0,0.021275,0,0,0.0416947,0.060311,0.0444319,0.035206,0.0246877,0.0529553,0.0378256,0,0.0565451,0.0489121,0.0177271,0.0556677,0,0.0409633,0.0711359,0.0403613,0.016373,0.007418,0.0226056,0.0265072,0.0249134,0.00891015,0
24,0.0241313,0,0,0,0,0.0452534,0,0,0,0,0,0,0.020615,0,0.0260829,0.0718769,0,0,0.0139064,0,0,0.0359668,0.0736216,0.0243033,0.0128171,0.0146209,0.0274247,0.0330996,0.0352811,0.0443486,0.0454754,0.0230818,0.0149503,0.017266,0.0286837,0.029263,0.0308477,0.0128079,0.0153873,0.0183226,0,0.0177213,0.0691078,0.0323028,0,0,0.0213043,0,0,0.0416483,0.0601152,0.0438431,0.0357056,0.0248372,0.0531287,0.0376531,0,0.0567352,0.0487342,0.0176543,0.055937,0,0.0411068,0.0714189,0.0385727,0.0161569,0.0073717,0.0225665,0.0264131,0.0248309,0.00889897,0
25,0.0242802,0,0,0,0,0.0452466,0,0,0,0,0,0,0.0208235,0,0.0260932,0.0719335,0,0,0.0139352,0,0,0.0360813,0.073623,0.0240344,0.013132,0.0145275,0.0270832,0.0329562,0.0351623,0.0442682,0.0454001,0.0230145,0.0149579,0.0173807,0.028688,0.0292717,0.0305407,0.0129262,0.0153206,0.0194005,0,0.017453,0.0693704,0.032347,0,0,0.0213309,0,0,0.0415346,0.059881,0.0431572,0.0362589,0.0248714,0.0532728,0.037513,0,0.0569144,0.0485689,0.0177653,0.0561174,0,0.0412161,0.071736,0.0363193,0.0160845,0.00751791,0.0225617,0.0261644,0.0247339,0.00905076,0
26,0.0249459,0,0,0,0,0.0453973,0,0,0,0,0,0,0.021092,0,0.0262079,0.071889,0,0,0.0139105,0,0,0.0361881,0.0738877,0.0239645,0.0140022,0.0146325,0.0266571,0.0321199,0.0354911,0.0442327,0.0453788,0.023331,0.0150387,0.0175079,0.0286865,0.0293345,0.0301453,0.0133513,0.0147296,0.0191978,0,0.0171045,0.07064,0.0328677,0,0,0.0213114,0,0,0.0414381,0.0585022,0.0443812,0.038741,0.0225225,0.0544953,0.0372894,0,0.0572185,0.0492317,0.0177067,0.0548279,0.0333372,0.0402653,0.0711116,0.0386024,0.0163443,0.0076951,0.0224583,0.0264544,0.0239831,0.00951764,0
27,0.0255276,0,0,0,0,0.0446717,0,0,0,0,0,0,0.0212668,0,0.0262118,0.0718985,0,0,0.0067427,0,0,0.0294273,0.0739495,0.0239072,0.0141822,0.0147597,0.026858,0.029393,0.0356041,0.0442749,0.0454584,0.023456,0.0149889,0.017506,0.0286602,0.0293731,0.0298248,0.0159758,0.0192977,0.0204596,0,0.0168296,0.0708357,0.0327119,0,0,0.0214538,0,0,0.0415592,0.0580899,0.0436401,0.0393098,0.0222724,0.0549722,0.0374208,0,0.0573321,0.0491215,0.0178239,0.0548404,0.0335807,0.0403373,0.0713801,0.0356022,0.0157123,0.00762339,0.0226428,0.0259481,0.0239275,0,0
28,0.0253432,0,0,0,0,0.0452662,0,0,0,0,0,0,0.0216105,0,0.0263988,0.0722281,0,0,0.0134944,0,0,0.0360446,0.0742425,0.0239321,0.014948,0.0149291,0.0256916,0.031742,0.0355442,0.0440127,0.0452719,0.023755,0.0150407,0.0174536,0.0286599,0.0292893,0.0292817,0.013634,0.0146243,0.02218,0,0.0163705,0.0713439,0.0331125,0,0,0.0213322,0,0,0.0414097,0.0576974,0.0426694,0.0399701,0.0221865,0.0546169,0.0374179,0,0.057149,0.0489333,0.0182393,0.0550096,0.0338246,0.0406271,0.0719127,0.0321933,0.0163866,0.00808144,0.0223606,0.0265204,0.0236549,0.00922558,0
29,0.0255209,0,0,0,0,0.0452384,0,0,0,0,0,0,0.0218198,0,0.0264806,0.0721394,0,0,0.0133632,0,0,0.0360518,0.0743908,0.0239549,0.0152749,0.0150551,0.0254269,0.0315214,0.0355616,0.0438729,0.0451906,0.0240363,0.0151097,0.0174407,0.0287248,0.02928,0.0289715,0.0138041,0.0143476,0.0241897,0,0.0159377,0.0717367,0.0332038,0,0,0.0213577,0,0,0.0413804,0.0573988,0.0418857,0.040496,0.021859,0.0547167,0.03749,0,0.0570186,0.0487609,0.018695,0.0549989,0.033973,0.0408379,0.0722829,0.0289467,0.0163875,0.00818715,0.0222287,0.0265176,0.023533,0.00923392,0
30,0.025685,0,0,0,0,0.0452743,0,0,0,0,0,0,0.0219877,0,0.0265728,0.0718909,0,0,0.0133069,0,0,0.0362989,0.074504,0.0239606,0.0154165,0.0151051,0.0253951,0.0313594,0.0356671,0.043747,0.0451413,0.024293,0.0150844,0.0175064,0.02878,0.0292967,0.0286839,0.0139948,0.0140952,0.0266017,0,0.01544,0.0721207,0.0333795,0,0,0.0214316,0,0,0.0412768,0.0571571,0.0411462,0.0409244,0.0214587,0.0548161,0.03731,0,0.0568792,0.048651,0.0191678,0.055037,0.0341679,0.041314,0.0725028,0.0257367,0.0165745,0.00846492,0.022217,0.0268242,0.0234021,0.00948629,0
31,0.0261583,0,0,0,0,0.0450457,0,0,0,0,0,0,0.0220527,0,0.0265058,0.071551,0,0,0.013655,0,0,0.0363335,0.0744728,0.023992,0.0151365,0.0152076,0.0260991,0.0302691,0.0359094,0.0438067,0.045281,0.0246853,0.0150688,0.0176128,0.0289207,0.0294085,0.0285207,0.0133067,0.0142926,0.0290777,0,0.0149275,0.0723833,0.0340486,0,0,0.00648872,0,0,0.0357788,0.0567462,0.040262,0.0411206,0.0209687,0.0550813,0.0360648,0,0.0567767,0.048609,0.0194771,0.055012,0.0342342,0.0418546,0.072591,0.0231165,0.0209298,0,0.023011,0.0274959,0.0235206,0.00937249,0
32,0.0255222,0,0,0,0,0.0452441,0,0,0,0,0,0,0.0225597,0,0.0265928,0.0722965,0,0,0.0133943,0,0,0.0363933,0.0745967,0.0237885,0.0156952,0.0153717,0.0245744,0.0317969,0.0353817,0.0431312,0.0449243,0.0250955,0.0150592,0.0174549,0.0287998,0.0291998,0.0275236,0.0138477,0.0144931,0.0302013,0,0.0144591,0.0715996,0.0333476,0,0,0.0214392,0,0,0.0413939,0.0568209,0.03992,0.0393942,0.0207673,0.0530615,0.037211,0.0331339,0.0547485,0.0507071,0.0222164,0.0555091,0.0346303,0.0417775,0.0726615,0.022066,0.0164642,0.00800779,0.0218019,0.0271223,0.023612,0.00949945,0
33,0.025618,0,0,0,0,0.0453757,0,0,0,0,0,0,0.0226819,0,0.0266237,0.0721139,0,0,0.0133601,0,0,0.0363923,0.0746786,0.0238426,0.0156737,0.0153787,0.0245822,0.031672,0.0354918,0.0431046,0.044846,0.0252588,0.015153,0.0175312,0.0288445,0.0292527,0.0273413,0.0139156,0.0142614,0.0318045,0,0.0138529,0.071861,0.0334908,0,0,0.0214527,0,0,0.0413366,0.0565372,0.0394429,0.0396306,0.0206585,0.0530772,0.0370276,0.0334177,0.0545067,0.0509626,0.0226957,0.0557195,0.0348576,0.0415786,0.0727749,0.0205698,0.0163781,0.0080655,0.0215925,0.0271818,0.0234867,0.00961218,0
34,0.0257077,0,0,0,0,0.0454007,0,0,0,0,0,0,0.0227868,0,0.0266917,0.0720824,0,0,0.0131834,0,0,0.0364125,0.0747124,0.0239124,0.0157476,0.0154753,0.0243448,0.0315218,0.0355837,0.0430157,0.0448299,0.0254489,0.0151897,0.0176155,0.02887,0.0292699,0.0271683,0.0139595,0.0142636,0.0327904,0,0.0135601,0.0721133,0.0336131,0,0,0.0211254,0,0,0.0413447,0.0561607,0.0393523,0.0398292,0.0207263,0.0529776,0.0369428,0.0334442,0.0542768,0.0511238,0.0229438,0.0559862,0.0350708,0.0418217,0.0730022,0.0197765,0.0162357,0.00761182,0.0217226,0.0271096,0.0233252,0.00950694,0
35,0.0257868,0,0,0,0,0.0455285,0,0,0,0,0,0,0.0228597,0,0.0267278,0.0721028,0,0,0.0132133,0,0,0.0363791,0.0747286,0.0239636,0.0156996,0.0155169,0.0242759,0.0313511,0.0355931,0.0430498,0.0448449,0.0255401,0.01524,0.0176781,0.0289196,0.029301,0.0270702,0.0140141,0.0141027,0.0334843,0,0.0135018,0.0721666,0.0337373,0,0,0.0210865,0,0,0.0412427,0.0558916,0.0396029,0.0399128,0.0209346,0.052981,0.0368116,0.0332773,0.0540981,0.0511791,0.02304,0.0562513,0.0353314,0.0424625,0.0732795,0.0194621,0.0162711,0.00762641,0.0217513,0.0271165,0.0231786,0.00966073,0
36,0.0258867,0,0,0,0,0.0456812,0,0,0,0,0,0,0.0229765,0,0.0266664,0.0721136,0,0,0.0132331,0,0,0.0362708,0.0747704,0.02396,0.015629,0.0154381,0.0242941,0.0311163,0.0355698,0.043138,0.0447858,0.0255696,0.0153312,0.0176997,0.0290208,0.0293665,0.0269325,0.0141407,0.0138789,0.033682,0,0.0135712,0.0721833,0.033835,0,0,0.0210943,0,0,0.0412278,0.0555523,0.0395139,0.0400064,0.0209962,0.0530973,0.0367539,0.0326957,0.0540272,0.0511156,0.0228515,0.0563815,0.0354634,0.043116,0.0734244,0.0194273,0.0161412,0.00763943,0.0217798,0.0272987,0.0230481,0.00978972,0
37,0.0264195,0,0,0,0,0.0458751,0,0,0,0,0,0,0.0226514,0,0.0266827,0.0719188,0,0,0.0133341,0,0,0.0362663,0.0748539,0.0241417,0.0157627,0.0151878,0.024411,0.0303655,0.0358661,0.0434743,0.0447821,0.0253602,0.0154563,0.0177665,0.0291901,0.0295152,0.027623,0.0145205,0.0133249,0.0343521,0,0.0133852,0.0734817,0.0343177,0,0,0.0209981,0,0,0.0413128,0.0548934,0.0384832,0.042241,0.0207603,0.0545055,0.0367155,0,0.0553278,0.0489767,0.0205576,0.0560871,0.035197,0.0424206,0.0736557,0.0186065,0.0160136,0.00747324,0.0219223,0.0278419,0.0224169,0.0100067,0
38,0.0265356,0,0,0,0,0.0459773,0,0,0,0,0,0,0.0227205,0,0.0266796,0.0719525,0,0,0.013397,0,0,0.0363961,0.0749324,0.0240656,0.0157476,0.0150118,0.0243237,0.0301591,0.0358069,0.0433947,0.0447485,0.0253434,0.0155472,0.0177794,0.0292278,0.029564,0.0275599,0.0145956,0.0131504,0.034426,0,0.0133277,0.0735575,0.0344205,0,0,0.020958,0,0,0.0413365,0.0545794,0.0381237,0.0421879,0.0206218,0.0543452,0.0367012,0,0.0551995,0.0488101,0.0204839,0.0561427,0.0351854,0.0420894,0.0736805,0.0185118,0.0159791,0.00742801,0.0220527,0.0279482,0.0223171,0.0100185,0
